[00:00:01.070 --> 00:00:07.722]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:27:43.424 --> 00:27:45.685]  And Hillary Clinton just loved Alinsky.
[00:27:45.685 --> 00:27:50.067]  She wrote her senior thesis at Wellesley about Alinsky.
[00:27:50.067 --> 00:27:54.029]  And Alinsky says what you do is you rub raw the resentments in the community.
[00:27:54.029 --> 00:27:56.430]  You foster this sort of class welfare.
[00:27:56.690 --> 00:28:05.174]  I never supposed liberals controlled by the neocons bringing in the illegals, creating liberation theology, breeding that revolution.
[00:28:05.174 --> 00:28:12.078]  In religion, right, and in terms of land, you do it through the Reconquista movement coming up through Texas and into California and so on, yes.
[00:28:12.498 --> 00:28:14.820]  And tell them what La Rican Quista is.
[00:28:14.820 --> 00:28:16.821]  That basically means re-conquering.
[00:28:16.821 --> 00:28:32.792]  They believe that actually the entire Southwest, from California to New Mexico, Arizona, Texas, Oklahoma, is owned by Mexico, but it's Washington and New York financing that part of regionalism to then break the country up.
[00:28:32.792 --> 00:28:33.233]  That's right.
[00:28:33.233 --> 00:28:38.997]  You break down the borders, and then you unite them, various mechanisms to stop terrorism.
[00:28:38.997 --> 00:28:40.538]  We have to have exchanges.
[00:28:41.480 --> 00:28:49.665]  No, university consortiums allowing degrees to be transferred from south of the border to... They have these bicongresses now between Mexico, the U.S.
[00:28:49.665 --> 00:28:51.266]  and Canada with all the leaders together.
[00:28:51.266 --> 00:28:53.728]  Yeah, and military coordination, yeah.
[00:28:55.032 --> 00:28:55.352]  I don't
[00:29:18.310 --> 00:29:28.619]  You give a little tidbit to tomato growers in Florida to just get enough, and then what you do is you fund, you say, well, look at all these exports, but they don't tell you really the exports are not finished products.
[00:29:28.619 --> 00:29:38.367]  They go to these factories just south of the border where, in effect, Mexico becomes a 51st state where you don't have to have labor and health and so forth regulations.
[00:29:38.367 --> 00:29:42.531]  Then the transnationals funnel those goods, those finished products, back into the U.S.
[00:29:43.675 --> 00:29:46.159]  And people say, oh, that's just to make money competition.
[00:29:46.159 --> 00:29:48.303]  No, they control the board game.
[00:29:48.303 --> 00:29:55.696]  This is to lower our standard of living, to get us degradated because the middle class is independent, but a massive poor class isn't.
[00:29:55.696 --> 00:29:56.958]  Then you have massive
[00:29:58.462 --> 00:30:11.378]  Social class envy, they don't have the left wing to control that, to focus it at the remaining middle class, then the underclass is liberalized, they pass gun control, they pass thought crime legislation, it's the total takeover.
[00:30:11.378 --> 00:30:15.423]  Yeah, it's a total mechanism of controlling, they have to control everything.
[00:30:16.664 --> 00:30:29.131]  Like Barry Goldwater said, for example, the trilateral, in his book, With No Apologies, he says there's not only political, social, and economic control, they want ecclesiastical control as well, because they know values is very important.
[00:30:29.131 --> 00:30:33.074]  And I want to talk about the World Council of Churches and all these neocons and the rest of it, but...
[00:30:34.392 --> 00:30:35.553]  We've got a bunch of callers.
[00:30:35.553 --> 00:30:37.295]  I want time to talk about solutions.
[00:30:37.295 --> 00:30:40.278]  I want time to talk about your books and other information.
[00:30:40.278 --> 00:30:46.064]  We got cut short last time, and I did give the number out after you'd already left us for your books again, but we'll do that.
[00:30:46.064 --> 00:30:48.146]  I'm not sure how long we have with you.
[00:30:48.146 --> 00:30:49.487]  How long can you stay with us, Dr. Cutty?
[00:30:50.100 --> 00:30:52.901]  Well, let's finish this hour and see how my throat's going.
[00:30:52.901 --> 00:30:56.403]  I had some throat surgery some time ago, but we'll see.
[00:30:56.403 --> 00:30:56.863]  Great.
[00:30:56.863 --> 00:30:59.905]  I hope to keep you at least halfway to the next hour.
[00:30:59.905 --> 00:31:04.287]  Real quick, some solutions right now to this fight.
[00:31:04.287 --> 00:31:05.648]  How do we resist this thing?
[00:31:05.648 --> 00:31:07.369]  Is it bottom line education?
[00:31:07.369 --> 00:31:10.050]  People have to know there's this enemy destroying their freedoms first?
[00:31:11.842 --> 00:31:13.923]  Yeah, and it's going to be hard.
[00:31:13.923 --> 00:31:18.045]  Unfortunately, Americans have been conditioned to want quick fixes.
[00:31:18.045 --> 00:31:27.048]  You know, the sort of half-hour TV show where the villains are conquered and everything becomes okay and you go back to eating your pizza and burgers and stuff.
[00:31:27.048 --> 00:31:33.771]  But that's not going to work because it's not just that they are doing a particular thing to us.
[00:31:33.771 --> 00:31:35.512]  They actually control the process.
[00:31:35.512 --> 00:31:40.374]  If they were just, you know, if there was just say one superintendent in a particular town in Texas that was
[00:31:41.094 --> 00:31:41.775]  I think so.
[00:31:56.224 --> 00:32:01.726]  Yeah, so the only way I see it is a really determined grassroots movement that is here to stay.
[00:32:01.726 --> 00:32:11.650]  Not a 5,000 person rally in Austin or something, but a movement that's here to stay through letters to the editor, listening to talk shows like yours, communicating, building slowly.
[00:32:11.650 --> 00:32:21.654]  It's going to take time that you organize an opposition that they know isn't going to go away and that is going to affect their re-election or re-appointment to some sort of local board.
[00:32:24.452 --> 00:32:25.213]  We're good to go.
[00:32:42.569 --> 00:32:49.572]  Look, 99 plus percent of the police, medical workers refused the smallpox shot.
[00:32:49.572 --> 00:32:51.073]  That's a major victory right there.
[00:32:51.073 --> 00:32:55.415]  Now the Globalists can't watch that attack for the total lockdown.
[00:32:55.415 --> 00:32:56.415]  We're having a lot of victories.
[00:32:56.415 --> 00:33:00.837]  I talked to police over the weekend who were at the event, and of course Colonel Roberts is a police officer.
[00:33:00.837 --> 00:33:03.098]  He says he goes to meet the police now.
[00:33:03.098 --> 00:33:07.420]  He says about half of them know about the New World Order and aren't going along with it.
[00:33:07.420 --> 00:33:09.862]  So I see a massive wake-up happening.
[00:33:09.862 --> 00:33:10.702]  It's just very quiet.
[00:33:11.630 --> 00:33:14.911]  Yeah, I would offer one cautionary note.
[00:33:14.911 --> 00:33:21.232]  The New World Order crowd is always pretty good at anticipating what we're going to do.
[00:33:21.232 --> 00:33:33.034]  And so what they try to do is demonize us by, if we come along, let's say, like the student movement in the 60s.
[00:33:33.034 --> 00:33:35.835]  They come in and they say, well, here are our 20 demands or whatever it is.
[00:33:36.580 --> 00:33:47.327]  And what the New World Order crowd will do is, if we say there are these 20 things wrong, they'll try and pick our weakest link and then demonize us and marginalize us.
[00:33:47.327 --> 00:33:51.310]  So what I would advocate is in a, let's say, a small town in Texas or whatever,
[00:33:52.182 --> 00:33:59.146]  You would pick your one basic issue that you think there's a lot of public support for and that you can win on, and then you do that.
[00:33:59.146 --> 00:34:05.649]  Once you've done that, you've gained credibility, it'll be hard for the press to say, these are a bunch of right-wing wackos, and then you move forward.
[00:34:05.649 --> 00:34:18.196]  Rather than say, alright, here are our 20 issues, our 20 demands, you might start with just one first to get credibility so that they can't be... Well, I've told listeners, pick a movement, you know, the fight for property rights, the fight for the Second Amendment is so key.
[00:34:18.196 --> 00:34:18.636]  That's right.
[00:34:19.156 --> 00:34:19.577]  That's right.
[00:34:19.577 --> 00:34:20.378]  That's exactly right.
[00:34:34.398 --> 00:34:37.080]  All right, let's go to some calls and we'll talk more about solutions.
[00:34:37.080 --> 00:34:40.902]  John, Louisiana, then Umar, Ted, Kenny and others.
[00:34:40.902 --> 00:34:41.803]  John, you're on the air.
[00:34:41.803 --> 00:34:42.483]  Welcome.
[00:34:42.483 --> 00:34:45.205]  Yes, good afternoon, Alex and Dr. Cuddy.
[00:34:45.205 --> 00:34:50.448]  It might be worthwhile to mention that old poor old Woodrow Wilson got wise to house
[00:34:50.868 --> 00:34:52.490]  Yeah, yeah, great damage had been done by then.
[00:35:08.471 --> 00:35:16.993]  And then he moved, as I understand it and remember, he moved into the White House and lived in the White House, and so he worked on all FDR night and day.
[00:35:16.993 --> 00:35:31.538]  I wanted to talk about the absurdity of a declining dollar, but first, Skolnik is reported by Joe Skousen as saying that Saddam Hussein has been moved and is located now in the side of the United States.
[00:35:31.538 --> 00:35:34.178]  Others report that Europe has said that he's in Russia.
[00:35:34.178 --> 00:35:36.159]  It's a fact that he's in one or the other.
[00:35:36.819 --> 00:35:40.962]  John, the evidence shows that he was probably taken out to Russia.
[00:35:40.962 --> 00:35:43.083]  They probably gave him the amnesty deal in the middle of the fight.
[00:35:43.083 --> 00:35:48.687]  They could still try a double though, so look out here in this running man system.
[00:35:48.687 --> 00:35:55.552]  But you need to understand that what we need to do is stick to things we can absolutely prove.
[00:35:55.552 --> 00:35:55.972]  Dr. Cutty?
[00:35:57.386 --> 00:36:04.491]  Yeah, it could be that he was taken out to Belarus or one of these other pre-arranged early on.
[00:36:04.491 --> 00:36:09.135]  But like Alex said, it's not that that's not important.
[00:36:09.135 --> 00:36:10.575]  It is important.
[00:36:10.575 --> 00:36:14.758]  But you have to watch for some distractions.
[00:36:14.758 --> 00:36:19.722]  Originally, you have Osama bin Laden, all focused on him.
[00:36:19.722 --> 00:36:21.943]  Then things aren't going so well, then you switch to Saddam.
[00:36:23.144 --> 00:36:23.665]  Stay there.
[00:36:23.665 --> 00:36:24.686]  Everybody stay there.
[00:36:24.686 --> 00:36:25.688]  Good point though, John.
[00:36:25.688 --> 00:36:27.190]  We'll be right back with more calls.
[00:36:55.339 --> 00:36:57.721]  Waging war on corruption.
[00:36:57.721 --> 00:37:02.025]  Alex Jones on the GCN Radio Network.
[00:37:02.025 --> 00:37:05.227]  Crashing the lies and disinformation.
[00:37:05.227 --> 00:37:09.671]  Dr. Cuddy, John had wanted you to speak about the dollar, a little bit more about that.
[00:37:09.671 --> 00:37:14.775]  I mean, to say that it's good for our economy, especially when we've been so de-industrialized.
[00:37:14.775 --> 00:37:16.416]  Everybody knew it was a strong dollar.
[00:37:16.416 --> 00:37:19.479]  It was fiat, but we could still buy a lot of stuff with it.
[00:37:19.479 --> 00:37:21.100]  What does this do, driving down the dollar?
[00:37:22.652 --> 00:37:27.115]  Well, the globalists don't give a diddly about what happens here.
[00:37:27.115 --> 00:37:28.916]  It's like you said, a leveling process.
[00:37:28.916 --> 00:37:38.382]  So if you drive down the dollar, then it becomes better, supposedly, for foreign investors to put their money in here.
[00:37:38.382 --> 00:37:41.724]  But our buying power is less.
[00:37:41.724 --> 00:37:48.748]  And so what you do is, in furtherance of the global economy, you sacrifice the Americans' wages.
[00:37:48.748 --> 00:37:49.369]  Absolutely.
[00:37:50.583 --> 00:37:51.764]  Let's take some more calls.
[00:37:51.764 --> 00:37:52.625]  Umar in Michigan.
[00:37:52.625 --> 00:37:53.205]  You're on the air.
[00:37:53.205 --> 00:37:54.827]  Thanks for holding.
[00:37:54.827 --> 00:37:55.307]  Uh, yeah.
[00:37:55.307 --> 00:37:57.269]  How you doing today, gentlemen?
[00:37:57.269 --> 00:37:58.490]  Good.
[00:37:58.490 --> 00:38:06.017]  Uh, like, Alex, one of your films was placed out in, uh, Camp Michigan at a pretty big store.
[00:38:06.017 --> 00:38:13.024]  It was given to two people, and all of a sudden, everybody that worked in the store wanted it.
[00:38:13.024 --> 00:38:14.085]  Uh, Dr. Cuddy?
[00:38:14.085 --> 00:38:14.765]  Yes, sir?
[00:38:14.765 --> 00:38:16.347]  Like, you're familiar with these
[00:38:17.324 --> 00:38:24.167]  Gigantic mutated cockroaches that's trying to kill 95% of the population.
[00:38:24.167 --> 00:38:36.192]  It's all kind of... I don't know whether you would call it proof or evidence or whatever, that they were involved, trained and funded Al Qaeda.
[00:38:36.192 --> 00:38:40.234]  What kind of way can we immediately bring them to justice?
[00:38:40.234 --> 00:38:45.016]  Because I grew up in... Yes, how do we bring the gigantic mutated cockroaches to justice, doctor?
[00:38:46.318 --> 00:38:51.984]  Uh, well, what kind of justice specifically?
[00:38:51.984 --> 00:38:55.447]  That's really mean to talk bad about cockroaches.
[00:38:55.447 --> 00:38:56.889]  God designed them, they have a job.
[00:39:03.177 --> 00:39:05.681]  Well, I mean, he talked about the educational process.
[00:39:05.681 --> 00:39:06.602]  People have to know.
[00:39:06.602 --> 00:39:12.070]  See, the globalists will ruin our economy and then tell us it's some other reason and impose as our saviors.
[00:39:12.070 --> 00:39:16.577]  Doctor, aren't they very good at creating the crisis and imposing as our savior throughout the crises?
[00:39:17.738 --> 00:39:23.921]  Oh yeah, that the crisis is created to facilitate the solution that they had all along.
[00:39:23.921 --> 00:39:33.525]  Well, we've been through it a number of times, whether it's school shootings, economic, school education, you know, that sort of thing.
[00:39:33.525 --> 00:39:39.147]  That's not going to make me give up my goods because of some school shootings when I know it's them that's behind it.
[00:39:39.147 --> 00:39:41.268]  Like we say, if this guy, what's his name?
[00:39:42.529 --> 00:39:45.091]  This psychologist that works for the CIA.
[00:39:45.091 --> 00:39:46.853]  I forgot his name.
[00:39:46.853 --> 00:39:47.493]  I got it wrote down.
[00:39:47.493 --> 00:39:48.434]  Jolion West was the guy.
[00:39:48.434 --> 00:39:49.455]  Yeah, Jolion West.
[00:39:49.455 --> 00:39:50.356]  That's him.
[00:39:50.356 --> 00:39:52.678]  He shows up at all the shootings.
[00:39:52.678 --> 00:39:53.899]  And you got Malvo.
[00:39:53.899 --> 00:39:57.662]  You got Malvo, one of the snipers, obviously on drugs, hopped up every time we see him.
[00:39:57.662 --> 00:40:00.865]  His eyes the size of saucers, saying, oh, it's the Matrix.
[00:40:00.865 --> 00:40:01.946]  I mean, this is incredible.
[00:40:01.946 --> 00:40:02.226]  Right.
[00:40:04.083 --> 00:40:18.749]  If you would, read... to look at Jolly West and Ewan Cameron and some of the others, you might look at a book called Blue Bird that gets into how there really was Manchurian candidates and others facilitated by the CIA.
[00:40:18.749 --> 00:40:19.970]  Who is that book written by?
[00:40:21.154 --> 00:40:23.275]  Dr. Ross, R-O-S-S.
[00:40:23.275 --> 00:40:35.739]  Well, I mean, Jolly and West ran things for the CIA at a campus in Canada, kidnapped hundreds and in some cases thousands of people, would keep them for years, give them new personalities, electroshock, drugs, torture.
[00:40:35.739 --> 00:40:37.579]  That's admitted, folks!
[00:40:37.579 --> 00:40:39.860]  That's on History Channel!
[00:40:39.860 --> 00:40:43.181]  And did he visit Tim McVeigh?
[00:40:43.181 --> 00:40:46.802]  Well, not you and Cameron, but the West certainly did.
[00:40:46.802 --> 00:40:47.022]  Right.
[00:40:47.614 --> 00:40:53.858]  Yeah, you and Cameron was, well actually, you also headed the American Psychological Corporation.
[00:40:53.858 --> 00:40:58.200]  That's why I don't see why nobody's not in jail.
[00:40:58.200 --> 00:41:02.303]  I mean, you know, we got all this so-called evidence and
[00:41:02.816 --> 00:41:04.699]  You know, nothing happens to them.
[00:41:04.699 --> 00:41:12.910]  You know, they commit crimes, they kill as many people as they want to, and they whim, and you know... Well, that's what tyrants do, but they don't have total power yet.
[00:41:12.910 --> 00:41:14.312]  We're fighting, people are waking up.
[00:41:14.312 --> 00:41:14.933]  Thanks for the call.
[00:41:14.933 --> 00:41:15.994]  Dr. Cotty, stay with us.
[00:41:15.994 --> 00:41:19.699]  We're going to get more into this and talk to Ted, Kenny, Bob, and others.
[00:41:21.121 --> 00:41:24.983]  We'll also, right when we get back, we're going to plug your books and how folks get those.
[00:41:24.983 --> 00:41:27.444]  People get a pen and paper ready.
[00:41:27.444 --> 00:41:31.185]  He also writes for World Ed Daily and many other publications.
[00:41:31.185 --> 00:41:36.288]  We'll be right back with Dr. Dennis Cuddy, link through to some of his articles at InfoWars.com.
[00:41:36.288 --> 00:41:37.448]  Third hour coming up, stay with me.
[00:41:50.731 --> 00:41:57.555]  Thanks for listening to the M2K Talk Archives, and we are listener-supported with the Honors System.
[00:41:57.555 --> 00:41:59.196]  We ask that you wait.
[00:41:59.196 --> 00:42:01.078]  Don't donate a dollar at a time.
[00:42:01.078 --> 00:42:06.661]  PayPal charges a 35-cent surcharge on anything of a dollar or less.
[00:42:06.661 --> 00:42:10.163]  Wait till you listen to five or ten, and then donate, please.
[00:42:10.163 --> 00:42:12.465]  We appreciate your voluntary support.
[00:42:17.583 --> 00:42:18.883]  Big Brother.
[00:42:18.883 --> 00:42:20.644]  Mainstream media.
[00:42:20.644 --> 00:42:22.445]  Government cover-ups.
[00:42:22.445 --> 00:42:23.985]  You want answers?
[00:42:23.985 --> 00:42:25.546]  Well, so does he.
[00:42:25.546 --> 00:42:29.747]  He's Alex Jones on the GCN Radio Network.
[00:42:29.747 --> 00:42:34.069]  And now, live from Austin, Texas, Alex Jones.
[00:42:34.069 --> 00:42:40.772]  Already in the third and final
[00:42:43.248 --> 00:42:44.649]  ...of this worldwide broadcast.
[00:42:44.649 --> 00:42:47.571]  I do this show Monday through Friday from 11 a.m.
[00:42:47.571 --> 00:42:48.791]  until 2 p.m.
[00:42:48.791 --> 00:42:51.893]  Central Standard Time, then back from 9 to midnight Central Standard Time.
[00:42:51.893 --> 00:42:59.538]  Blasting out on a growing list of wonderful AM and FM affiliates from New York to Florida to Rhode Island and Northern California to Texas and Colorado and you name it.
[00:43:01.109 --> 00:43:12.915]  The websites are InfoWars.com and Net, and we're on the shortwave during the day from 11 to 2 at 12.172 and 93.20, and at night from 9 to midnight at 5.085 and 68.90.
[00:43:12.915 --> 00:43:18.839]  We have Dr. Dennis Cuddy, an incredible author, an incredible researcher, and exposing the New World Order for many years.
[00:43:18.839 --> 00:43:21.040]  We've got a lot of callers who want to talk to him.
[00:43:21.040 --> 00:43:25.602]  We're about to go to Ted and others, but first off, Dr. Cuddy, how do folks get your books?
[00:43:25.602 --> 00:43:26.623]  What books do you recommend?
[00:43:26.623 --> 00:43:27.884]  I've read several of them.
[00:43:27.884 --> 00:43:28.424]  They're excellent.
[00:43:29.548 --> 00:43:35.910]  Well, most of them can be obtained from toll-free number 888-891-3300.
[00:43:35.910 --> 00:43:40.971]  That's 888-891-3300.
[00:43:40.971 --> 00:43:58.116]  And the reason I was glad you asked the listeners to your program, who are sizable in number, to have a pencil ready is even if you can't buy that book yourself,
[00:43:59.155 --> 00:44:10.241]  You should at least, at the very least, everybody listening can look at that book for free by simply asking your local public library to purchase it for you.
[00:44:10.241 --> 00:44:11.921]  Then you can check it out.
[00:44:11.921 --> 00:44:16.904]  So, it's important to jot that number down, and among the books are the most recent just out.
[00:44:16.904 --> 00:44:22.066]  It's called Cover Up, and I want to give a brief comment about the relevance to that today.
[00:44:22.066 --> 00:44:27.229]  It regards September 11th, the war with Iraq, and our vanishing constitutional rights.
[00:44:28.024 --> 00:44:32.167]  Before that was one called September 11th, Prior Knowledge.
[00:44:32.167 --> 00:44:37.450]  Prior to that is The Globalist, The Paralete Exposed, the term Alex has been using.
[00:44:37.450 --> 00:44:43.153]  Prior to that, Secret Records Revealed, it's about Cecil Rhodes and Rhodes Scholars and so on, plan to take over the world.
[00:44:43.153 --> 00:44:53.279]  And before that, one called Now is the Dawning of the New Age, New World Order, which sort of encapsulates those two concepts when they were first brought to our attention.
[00:44:53.279 --> 00:44:54.000]  And by the way,
[00:44:57.017 --> 00:44:58.077]  There's gonna be more chair.
[00:44:58.077 --> 00:44:59.818]  I mean, this is so convenient for him.
[00:44:59.818 --> 00:45:03.018]  First, Bin Laden gotta get him, then forget about him, now it's Saddam.
[00:45:03.018 --> 00:45:05.319]  Okay, Saddam's gone, now Bin Laden's back.
[00:45:05.319 --> 00:45:18.502]  All these convenient bombings legitimizing everything, and it comes out the Karloff Group owned the company that got bombed, and it turns out it was a quote, L.A., uh, excuse me, London Times, uh, they're there saying that it was a quote, C.I.E.
[00:45:18.502 --> 00:45:18.862]  front.
[00:45:18.862 --> 00:45:21.183]  I mean, this is all, this stinks to high heaven.
[00:45:22.122 --> 00:45:28.043]  Well, there's a lot of, like my sort of subtitle on this latest book is about connecting the dots.
[00:45:28.043 --> 00:45:30.504]  And two quick points here.
[00:45:30.504 --> 00:45:37.165]  What you just said, the quotes that you referred to, London Times and so forth, there's a lot of these key people showing up at key places.
[00:45:37.165 --> 00:45:44.947]  For example, Secretary of Defense Rumsfeld has been talking about the axis of the evil and we've got to get tough on North Korea and so on.
[00:45:45.695 --> 00:46:00.405]  And what some of your listeners may not be aware of is that in 2000, the year 2000, he was on the board of a Zurich-based energy company, ACB, which sold two light-water nuclear reactors to North Korea.
[00:46:00.405 --> 00:46:05.309]  So, you know, to what extent are we going to hold Rumsfeld accountable?
[00:46:05.309 --> 00:46:12.954]  And quickly, that hooks up with We Are Last Caller, where he's talking about no one pays or is accountable, and then what you just said,
[00:46:13.826 --> 00:46:14.407]  I don't think so.
[00:46:30.208 --> 00:46:44.237]  But now you find out just a week ago, Senator Bob Graham, head of the Intelligence Committee, was saying on Face the Nation, quote, I think what they, the administration, are shooting at is to cover up the failures that occurred before September 11th.
[00:46:44.237 --> 00:46:46.999]  Bob Schieffer says, are you accusing them of a cover-up?
[00:46:46.999 --> 00:46:49.421]  He says, yes, that's exactly right.
[00:46:49.421 --> 00:46:52.523]  And when we get back from the break, I'll tell you about my phone call to Newsweek.
[00:47:00.969 --> 00:47:04.032]  They've got us up against the ropes just slamming us.
[00:47:04.032 --> 00:47:07.875]  And you've got Pearl running around giving speeches about how to make money off war.
[00:47:07.875 --> 00:47:16.023]  You've got Cheney making all these billions off... It's incredible.
[00:47:16.023 --> 00:47:18.826]  He's the T-Rex of political talk.
[00:47:18.826 --> 00:47:21.609]  Alex Jones on the GCN Radio Network.
[00:47:23.124 --> 00:47:29.266]  I know about the crimes of the globalists.
[00:47:29.266 --> 00:47:30.067]  They're public.
[00:47:30.067 --> 00:47:31.247]  Thousands of them.
[00:47:31.247 --> 00:47:36.009]  But they tell us they're the authorities and we shouldn't ask questions and they're going to run our lives.
[00:47:36.009 --> 00:47:36.869]  I've seen note of that.
[00:47:36.869 --> 00:47:40.110]  We've got Dr. Cuddy for another 20 minutes or so.
[00:47:40.110 --> 00:47:43.552]  I know that his throat is, he's just had surgery.
[00:47:43.552 --> 00:47:45.953]  I appreciate him coming on with us.
[00:47:45.953 --> 00:47:50.914]  Before we go any further, let's give the number out for your books and let's give an address out or give websites out.
[00:47:50.914 --> 00:47:52.335]  You forgot to do that last segment.
[00:47:53.542 --> 00:48:04.344]  Well, the number on the books was the toll-free number, 888-891-3300.
[00:48:04.344 --> 00:48:06.865]  888-891-3300.
[00:48:06.865 --> 00:48:10.906]  And there's a couple of articles on World Net Daily.
[00:48:10.906 --> 00:48:13.867]  If you just go on there, there's a little box that does search.
[00:48:13.867 --> 00:48:15.167]  You can type in the name, Cuddy.
[00:48:15.982 --> 00:48:29.814]  And also on www.news.com, they have a particular site on the left side that says New World Order.
[00:48:29.814 --> 00:48:38.841]  You click on there and additional articles and up will come an addendum to my new book cover-up that will actually give most of the recent information.
[00:48:38.841 --> 00:48:41.564]  What is that, about 30 pages long?
[00:48:41.564 --> 00:48:43.505]  Yes, about that length.
[00:48:44.938 --> 00:48:49.659]  What's been uncovered, let's say, during the last month or so, plus additional stuff.
[00:48:49.659 --> 00:48:51.980]  I'll put Semiramis with her seven raids.
[00:48:51.980 --> 00:48:56.141]  Well, I'll tell you, you know, the FOX are, and I'll say it, the Lobalysts didn't have prior knowledge.
[00:48:56.141 --> 00:48:57.802]  They carry 9-1-1 out.
[00:48:57.802 --> 00:49:03.023]  There isn't a jury in the world that was honest if you showed them the evidence that wouldn't convict a Lobalyst of it.
[00:49:03.023 --> 00:49:14.086]  Well, that leads me sort of into what I was saying just before the break, and that is, because I have been interested, as you are, in who knew what, when, and where,
[00:49:15.290 --> 00:49:19.634]  I was curious, there were a couple of Newsweek articles right after September 11th.
[00:49:19.634 --> 00:49:29.461]  The first one, September 13th, by Michael Hirsch, and then two other authors, Evan Thomas, the head of Newsweek's Washington Bureau, and Mark Hosenball on the 24th.
[00:49:30.562 --> 00:49:40.932]  And so I call up Hirsch and I say, what about this report that these top Pentagon officials, the day before September 11th, suddenly canceled their travel plans for the next morning?
[00:49:40.932 --> 00:49:47.078]  For those that don't know, before they got all their lines straight, an early MSNBC slash Newsweek actually reported that.
[00:49:47.918 --> 00:49:49.278]  Uh, yeah.
[00:49:49.278 --> 00:49:53.179]  Uh, so I said the next morning, because of security concerns, to cancel it.
[00:49:53.179 --> 00:49:55.279]  He says, well, uh, what are you talking about?
[00:49:55.279 --> 00:49:57.180]  So I, you know, read him from his own article.
[00:49:57.180 --> 00:49:59.820]  He said, oh, yeah, yeah, yeah, you want to talk to Mark Hosenbaugh.
[00:49:59.820 --> 00:50:02.141]  I said, you mean not Evan Thomas, the head of the Bureau?
[00:50:02.141 --> 00:50:03.781]  No, no, Mark Hosenbaugh.
[00:50:03.781 --> 00:50:05.641]  So I call him up, and he's not there.
[00:50:05.641 --> 00:50:06.941]  I leave a message.
[00:50:06.941 --> 00:50:07.901]  It's 635.
[00:50:07.901 --> 00:50:11.742]  He calls back, uh, on the, uh, 8th of May.
[00:50:11.742 --> 00:50:15.783]  And I asked him, I said, if he had found out who the top Pentagon officials were.
[00:50:15.783 --> 00:50:16.583]  He said, no.
[00:50:17.223 --> 00:50:21.744]  I said, did you not ask who they were, or did you ask, and they wouldn't?
[00:50:21.744 --> 00:50:35.008]  That's kind of a big deal the day before they admit this, and we have Mayor Willie Brown in the San Francisco Chronicle saying, I got a call home on the flood in New York that day, the London Times reported, that Salman Rushdie was banned from flying that month to the U.S.
[00:50:35.008 --> 00:50:38.929]  for his quote, safety, and that's just one small facet of this.
[00:50:38.929 --> 00:50:44.271]  It's like Bush being on anthrax, I mean being on the Cipro that fights anthrax.
[00:50:46.175 --> 00:50:52.297]  About four weeks before it shows up in Boca Raton, I mean, these questions, the media is not asking blaring, red flag questions.
[00:50:52.297 --> 00:50:52.977]  But what did he say?
[00:50:52.977 --> 00:50:53.697]  Go ahead.
[00:50:53.697 --> 00:50:59.199]  Okay, uh, he had said no, and then I said, did you not ask who they were, or did you ask and they wouldn't tell you?
[00:50:59.199 --> 00:51:04.941]  And he paused for a minute and said, quote, I don't want to talk about it anymore, end quote.
[00:51:04.941 --> 00:51:07.662]  So, to me, that was extremely revealing.
[00:51:07.662 --> 00:51:13.144]  Yeah, the media, you could have said, oh, it was a mistake, or we don't want to discuss, yeah, no, we don't want to talk about it.
[00:51:13.144 --> 00:51:14.504]  Or had he been told not to?
[00:51:15.765 --> 00:51:17.585]  Well, you know, I called Lou Cacioli up.
[00:51:17.585 --> 00:51:21.146]  You know, he's one of the firemen that said bombs were going off, explosions.
[00:51:21.146 --> 00:51:24.547]  It turns out that the radios did malfunction in the towers.
[00:51:24.547 --> 00:51:25.947]  Turns out they told him to shut up.
[00:51:25.947 --> 00:51:27.327]  New York Daily News has reported.
[00:51:27.327 --> 00:51:30.028]  They've grabbed all the audio tapes and the video interviews they did.
[00:51:30.028 --> 00:51:34.109]  They're even trying to, you know, classify all the whitewash hearings themselves.
[00:51:34.109 --> 00:51:36.949]  And I call Cacioli up, and his wife goes, look, we're afraid.
[00:51:36.949 --> 00:51:38.090]  We can't really talk.
[00:51:38.090 --> 00:51:39.950]  I talk to him, and he goes, look, I can't talk to you.
[00:51:39.950 --> 00:51:41.310]  I haven't told him to talk to anybody.
[00:51:41.310 --> 00:51:44.831]  I mean, our government's calling firefighters up and saying, shut up.
[00:51:46.285 --> 00:51:48.646]  Reminds you of Oklahoma City, doesn't it?
[00:51:48.646 --> 00:51:51.568]  Yeah, it sure does.
[00:51:51.568 --> 00:51:52.708]  Did he sound scared?
[00:51:52.708 --> 00:51:55.689]  I mean, how did he say, I don't want to talk about it.
[00:51:55.689 --> 00:51:58.370]  Nervous.
[00:51:58.370 --> 00:51:59.211]  Nervous.
[00:51:59.211 --> 00:52:01.692]  Like he wanted to cut it off right there.
[00:52:01.692 --> 00:52:10.656]  You know, that's just one point out of hundreds that are all documented, like hijackers at many of those military bases from Monterey, California to Pensacola.
[00:52:11.391 --> 00:52:14.493]  Yeah, and that also explains what I may have mentioned in the last program.
[00:52:14.493 --> 00:52:17.955]  It seems strange to me that back in 1995 we were conducting military exercises
[00:52:42.901 --> 00:52:46.463]  The Russians, pardon me, not in Leningrad or St.
