[00:00:01.000 --> 00:00:16.000]  Intro
[00:53:20.859 --> 00:53:27.020]  And this is actually worse because it's easy to understand how a vaccine manufacturing
[00:53:27.020 --> 00:53:33.819]  company or a big pharmaceutical company that pays billions of dollars to media corporations
[00:53:33.819 --> 00:53:38.140]  to control what they say, oh, they're just marketing their product on the air.
[00:53:38.140 --> 00:53:40.500]  Yeah, you think that's really what it's all about?
[00:53:40.500 --> 00:53:41.500]  No.
[00:53:41.500 --> 00:53:43.620]  That's like a quarter of what it's about.
[00:53:43.620 --> 00:53:49.859]  If anything, it's like 20% they want their product marketed on air, and 80% they want
[00:53:49.859 --> 00:53:55.040]  to be able to control the press so that if their products go bad, they won't have any
[00:53:55.040 --> 00:53:57.160]  negative press about it.
[00:53:57.160 --> 00:54:01.700]  But you can kind of wrap your head around that and say, okay, and plus they all lied
[00:54:01.700 --> 00:54:03.980]  about the COVID-19 vaccine.
[00:54:03.980 --> 00:54:09.540]  But let's not forget just just, you know, for a little for a little added for a little
[00:54:09.540 --> 00:54:10.540]  added.
[00:54:10.540 --> 00:54:12.779]  What do they call it in a painting when you kind of just paint something off on the side
[00:54:12.779 --> 00:54:13.779]  that really has nothing to do with it?
[00:54:13.779 --> 00:54:14.779]  I forget what it's called.
[00:54:14.779 --> 00:54:19.460]  But, you know, just for a little bit of that, let's not forget that Joe Biden and Kamala
[00:54:19.460 --> 00:54:20.460]  Harris.
[00:54:20.460 --> 00:54:21.460]  Who else was it?
[00:54:21.460 --> 00:54:26.520]  All the Democrats at the end of 2020 all said they would not take the COVID-19 vaccine.
[00:54:26.520 --> 00:54:27.700]  They called it Trump's vaccine.
[00:54:27.700 --> 00:54:28.700]  They said it would be deadly.
[00:54:28.700 --> 00:54:29.700]  They said it would be dangerous.
[00:54:29.700 --> 00:54:31.700]  They told you not to take the vaccine.
[00:54:31.700 --> 00:54:35.500]  And then as soon as Joe Biden got in the office, all of a sudden they all loved the vaccine.
[00:54:35.500 --> 00:54:37.220]  The vaccine ingredients didn't change.
[00:54:37.220 --> 00:54:39.580]  The vaccine manufacturers didn't change.
[00:54:39.580 --> 00:54:41.379]  Nothing changed about the vaccine.
[00:54:41.379 --> 00:54:42.899]  Just who was in the White House changed.
[00:54:42.899 --> 00:54:44.460]  And then all of a sudden they loved it.
[00:54:44.460 --> 00:54:48.259]  But my point is, you can kind of wrap your head around, okay, they want to censor information
[00:54:48.259 --> 00:54:51.379]  about the vaccines that's killing people that they lied to you about and that their corporate
[00:54:51.379 --> 00:54:57.100]  sponsors pay these media these media programs to run their shows.
[00:54:57.540 --> 00:55:01.060]  This is, this is truly on a new level.
[00:55:01.060 --> 00:55:07.100]  ABC News host tells RFK Jr. he's too critical of the CIA, proceeds to censor him while speaking
[00:55:07.100 --> 00:55:08.100]  about vaccines.
[00:55:08.100 --> 00:55:11.680]  Too critical of the CIA.
[00:55:11.680 --> 00:55:16.100]  Same Lindsay Davis, Lindsay Davis.
[00:55:16.100 --> 00:55:17.100]  How would you do that?
[00:55:17.100 --> 00:55:23.560]  You have been very critical of multiple government agencies from the CIA to the FDA, CDC and on.
[00:55:23.560 --> 00:55:24.680]  How would you run those?
[00:55:24.770 --> 00:55:29.330]  Oh, you're too critical of the CIA.
[00:55:29.330 --> 00:55:33.890]  You're too critical of the CIA that helped kill your family members and then cover them
[00:55:33.890 --> 00:55:38.450]  up, those murders, with the corporate press.
[00:55:38.450 --> 00:55:41.650]  So folks, that is dark.
[00:55:41.650 --> 00:55:46.810]  It's one thing, and again, Lindsay Davis, folks, has no clue what planet she's on, okay?
[00:55:46.810 --> 00:55:51.210]  Again, I'm sure she might be a very nice lady, I don't know her, but I'm telling you, as
[00:55:51.210 --> 00:55:56.170]  a corporate prostitute, she clearly doesn't have a clue what planet she lives on.
[00:55:56.170 --> 00:55:58.810]  Do you think she even knows about the JFK files?
[00:55:58.810 --> 00:56:00.250]  Do you think she even knows?
[00:56:01.570 --> 00:56:04.570]  I mean, does she even know who John F. Kennedy Jr. is?
[00:56:04.570 --> 00:56:06.570]  I mean, I'm sure she's not that stupid, but it's like...
[00:56:07.570 --> 00:56:09.570]  Do you understand what you're doing here?
[00:56:10.570 --> 00:56:14.570]  You're too critical of the U.S. government that kills your family members.
[00:56:16.080 --> 00:56:23.080]  Wow. That has to make him feel some type of way.
[00:56:23.080 --> 00:56:31.080]  That has to make him feel some type of way to have that go down.
[00:56:31.080 --> 00:56:36.080]  So I think RFK Jr.'s poll numbers are going to increase.
[00:56:36.080 --> 00:56:44.080]  I think that the more activity that Robert F. Kennedy Jr. engages in,
[00:56:44.080 --> 00:56:48.080]  campaign activity, political activity, rallies, TV interviews,
[00:56:48.080 --> 00:56:53.080]  I mean, he needs to be on full blitz mode right now while Joe Biden is weak.
[00:56:54.670 --> 00:56:58.750]  And you might say, well, Joe Biden's always going to be weak.
[00:56:58.750 --> 00:57:00.029]  Yeah, well, he's weak now.
[00:57:00.029 --> 00:57:01.390]  The window of opportunity is now.
[00:57:03.070 --> 00:57:10.350]  You swing, you swing at the 0-3 fastball with the bases loaded in the bottom of the ninth
[00:57:10.350 --> 00:57:12.110]  inning down three runs.
[00:57:12.110 --> 00:57:12.830]  You're swinging.
[00:57:14.430 --> 00:57:15.150]  You're swinging.
[00:57:16.430 --> 00:57:21.710]  So he needs to be swinging here and he needs to be pushing the gas because that's the only
[00:57:21.710 --> 00:57:22.430]  chance he has.
[00:57:23.390 --> 00:57:24.509]  And I think he's going to.
[00:57:24.509 --> 00:57:26.190]  That's what I'm that's what I'm seeing going on.
[00:57:27.790 --> 00:57:30.670]  Now, we got more on this.
[00:57:32.910 --> 00:57:38.509]  Where the corporate press that lied about Donald Trump and just did the most absurd and
[00:57:38.509 --> 00:57:42.830]  rude and crude things towards Donald Trump and his family now saying, don't say anything
[00:57:42.830 --> 00:57:44.830]  negative about Joe Biden and his family.
[00:57:44.830 --> 00:57:45.790]  You can't do that.
[00:57:46.430 --> 00:57:48.670]  We're going to have Joe, Judge Joe Brown in studio.
[00:57:49.470 --> 00:57:54.430]  Turbo Force is back, sold out for eight months, and it's Turbo Force Plus.
[00:57:54.430 --> 00:57:56.029]  We made it even stronger.
[00:57:56.590 --> 00:58:00.350]  The strongest long term energy you're going to find anywhere.
[00:58:00.350 --> 00:58:07.310]  Turbo Force is back in stock at Infowarsstore.com or AAA253-3139.
[00:58:07.310 --> 00:58:13.630]  It's not just wide spectrum natural herbs that time release over 10 hours.
[00:58:13.630 --> 00:58:15.390]  Should be called 10 hour energy.
[00:58:15.390 --> 00:58:20.430]  It has a bunch of vitamins and minerals and a bunch of other key things in amino acids
[00:58:20.990 --> 00:58:25.950]  that turbo charge everything and are good for your heart, your brain, your liver, you
[00:58:25.950 --> 00:58:26.450]  name it.
[00:58:28.270 --> 00:58:30.430]  It is the super fuel.
[00:58:30.430 --> 00:58:31.870]  Rain Force Plus is great.
[00:58:31.870 --> 00:58:32.910]  Rain Force Ultra is great.
[00:58:32.910 --> 00:58:33.790]  They're two different tropics.
[00:58:33.790 --> 00:58:34.990]  They go good with this.
[00:58:34.990 --> 00:58:37.070]  But this is the King Kong.
[00:58:37.710 --> 00:58:39.230]  This is the boss.
[00:58:39.230 --> 00:58:40.990]  Turbo Force back in stock.
[00:58:40.990 --> 00:58:43.710]  Discounted Infowarsstore.com.
[00:58:43.710 --> 00:58:46.190]  More power, more strength, more energy.
[00:58:49.230 --> 00:58:54.910]  Hydrofluorosilicic acid is the third most deadly acid on Earth.
[00:58:54.910 --> 00:58:57.630]  And they've got our children drinking that.
[00:58:57.630 --> 00:59:00.270]  This is a psychotic death cult.
[00:59:00.270 --> 00:59:01.070]  Period.
[00:59:01.070 --> 00:59:02.029]  Case closed.
[00:59:02.029 --> 00:59:03.470]  Out to get you and your family.
[00:59:03.470 --> 00:59:08.350]  We sell the Alexa Pure Breeze made by the My Patriot Supply Ready Hour Group.
[00:59:08.350 --> 00:59:09.870]  It's been around about 15 years.
[00:59:09.870 --> 00:59:11.710]  Became the biggest company in the last six.
[00:59:11.710 --> 00:59:16.190]  They went out, hired engineers, reverse engineered the fancy best water filter system out there
[00:59:16.190 --> 00:59:17.710]  that sells for twice the price.
[00:59:17.710 --> 00:59:21.230]  And they made it as good in all the studies.
[00:59:21.230 --> 00:59:23.390]  It reduces things to non-detectable levels.
[00:59:23.390 --> 00:59:24.430]  Thousands of chemicals.
[00:59:24.430 --> 00:59:25.950]  But you can go pay two or three times.
[00:59:25.950 --> 00:59:28.830]  There's four or five other filters out there that are just as good.
[00:59:28.830 --> 00:59:33.150]  We sell the very best highest grade water filtration system for half the price of the
[00:59:33.150 --> 00:59:34.029]  leading competitor.
[00:59:34.029 --> 00:59:39.550]  And the media says we're bad and a cult for telling you you should filter your water.
[00:59:39.550 --> 00:59:41.150]  You should also filter your shower water.
[00:59:41.150 --> 00:59:42.590]  That's another way you absorb this crap.
[00:59:42.590 --> 00:59:44.270]  But I'm done talking about that.
[00:59:44.270 --> 00:59:46.910]  The point is you get the filters at MFORSTORE.COM.
[00:59:46.910 --> 00:59:48.029]  They're discounted right now.
[00:59:48.029 --> 00:59:48.910]  Only back in stock.
[00:59:52.509 --> 00:59:58.590]  If you are receiving this transmission, you are the resistance.
[00:59:58.810 --> 01:00:19.529]  It is mind control. I'm telling you folks, the corporate media, it's already done irreversible
[01:00:19.529 --> 01:00:24.610]  damage to itself from free-thinking Americans, but specifically those on the right wing.
[01:00:24.610 --> 01:00:34.610]  The left wing hasn't really had this realization yet, and the left-wingers that have, have left the Democrat Party and the liberal ideology, but now it's getting worse.
[01:00:34.610 --> 01:00:46.610]  This is from CNN last night, because all they do is lie, and usually nobody calls them out on their lies.
[01:00:46.610 --> 01:00:51.610]  The media never calls the Democrats out on their lies. They're all in it together.
[01:00:51.610 --> 01:01:01.610]  But it's starting to reach this point where members of the press that are left-wing are realizing, you know, I can't be a liar forever, and some of these lies are just too big to ignore.
[01:01:01.610 --> 01:01:11.610]  Here's a perfect example of that in clip five on CNN last night, where Randi Weingarten, kind of like Anthony Fauci says, oh, I never said lockdown, and there's like hours of clips of him saying it.
[01:01:11.610 --> 01:01:17.610]  So here's Randi Weingarten having her come-to-Jesus moment on CNN last night.
[01:01:18.610 --> 01:01:25.610]  Yeah, we don't know each other, but speaking on behalf of millions of American parents, I have four at home.
[01:01:25.610 --> 01:01:29.610]  I had to teach them at home. My wife had to teach them at home.
[01:01:29.610 --> 01:01:37.610]  I am stunned at what you have said this week about your claiming to have wanted to reopen schools.
[01:01:37.610 --> 01:01:42.610]  I think most – you'll find that most parents believe you were the tip of the spear of school closures.
[01:01:42.610 --> 01:01:49.610]  I heard numerous statements you made over the summer of 20, scaring people to death about the possibility of opening schools.
[01:01:49.610 --> 01:01:56.610]  And I hear no remorse whatsoever about the generational damage that's been done to these – I have two kids with learning differences.
[01:01:56.610 --> 01:02:02.610]  Do you know how hard it is for them to learn at home and not in a classroom that was designed for them?
[01:02:02.610 --> 01:02:11.610]  And for you to sit in front of Congress and the American people and say, oh, I wanted to open them the whole time, I am shocked.
[01:02:11.610 --> 01:02:17.610]  I'm stunned. I'm stunned. And there are millions of parents who feel the exact same way.
[01:02:17.610 --> 01:02:25.610]  Yeah, we're all shocked and stunned that these people lie to us and expect no pushback.
[01:02:25.610 --> 01:02:30.610]  I mean, folks, we're talking about the most obvious, blatant lies. You can't even believe.
[01:02:30.610 --> 01:02:40.610]  I walk up to you. I shake your hand. You meet me. You say, hey, Owen, that's a nice navy blazer you have on with the white and yellow stripes.
[01:02:40.610 --> 01:02:46.610]  And I say, I'm not wearing a navy blue blazer with white and yellow stripes. That is not true.
[01:02:46.610 --> 01:02:53.610]  OK. But OK, aside from the fact that they want to lie and get away with it, how about this?
[01:02:53.610 --> 01:03:00.610]  Anthony Fauci, oh, I never called for lockdowns. I was never a lockdown guy. That wasn't me.
[01:03:00.610 --> 01:03:05.610]  Oh, yeah. Here's you on 30 different television interviews. Here's an hour of you talking about lockdowns.
[01:03:05.610 --> 01:03:09.610]  Here's all your presentations with Donald Trump talking about lockdowns and 15 days to slow the spread and everything.
[01:03:09.610 --> 01:03:17.610]  Oh, what? Not me. Oh, I never did that. Oh. And now you have Justin Trudeau in Canada.
[01:03:17.610 --> 01:03:23.610]  Oh, I never wanted to make the vaccines mandatory. I never wanted to make anybody take the vaccines.
[01:03:23.610 --> 01:03:29.610]  I was all about vaccine choice. I never shut anybody's bank accounts down. We never stopped the rally.
[01:03:29.610 --> 01:03:33.610]  That wasn't me. Oh, OK. But hold on a second. Hold on a second.
[01:03:34.660 --> 01:03:37.660]  Forget that the fact that they're obviously lying.
[01:03:37.660 --> 01:03:39.660]  Where did their confidence go?
[01:03:39.660 --> 01:03:41.660]  What happened to their confidence?
[01:03:41.660 --> 01:03:43.660]  They were confident that the vaccines worked.
[01:03:43.660 --> 01:03:47.660]  They were urging you to get that vaccine
[01:03:47.660 --> 01:03:49.660]  because they were positive about how much it worked.
[01:03:49.660 --> 01:03:51.660]  Now they're saying, oh, no, no, no.
[01:03:51.660 --> 01:03:52.660]  We never wanted you to take that vaccine.
[01:03:52.660 --> 01:03:54.660]  We never mandated that vaccine.
[01:03:54.660 --> 01:03:56.660]  What are you talking about? That's not us.
[01:03:56.660 --> 01:03:58.660]  No, that was you.
[01:03:58.660 --> 01:04:01.660]  And you were exuding the utmost confidence
[01:04:01.660 --> 01:04:03.660]  when you were doing it.
[01:04:03.660 --> 01:04:05.660]  Same thing with the lockdowns.
[01:04:05.660 --> 01:04:08.660]  You were so confident schools had to be closed.
[01:04:08.660 --> 01:04:11.660]  You were so confident businesses had to be closed.
[01:04:11.660 --> 01:04:14.660]  You were so confident that was what we had to do
[01:04:14.660 --> 01:04:16.660]  to stop the spread.
[01:04:16.660 --> 01:04:18.660]  And you were confident and you were proud in that moment.
[01:04:18.660 --> 01:04:21.660]  And now you want to say, I never did lockdown.
[01:04:21.660 --> 01:04:26.660]  It wasn't me. I never said lockdown anything.
[01:04:26.660 --> 01:04:29.660]  Or Justin Trudeau, I never said mandate a vaccine.
[01:04:29.660 --> 01:04:31.660]  I didn't say that about the vaccines.
[01:04:31.660 --> 01:04:32.660]  We didn't shut down any protests,
[01:04:32.660 --> 01:04:35.660]  shut down any bank accounts.
[01:04:35.660 --> 01:04:36.660]  What happened to your...
[01:04:36.660 --> 01:04:37.660]  Okay, well, you're obviously lying,
[01:04:37.660 --> 01:04:40.660]  but, I mean, you were confident.
[01:04:40.660 --> 01:04:43.660]  You were exuding the utmost confidence
[01:04:43.660 --> 01:04:46.660]  telling us to take the vaccine and shut our businesses down.
[01:04:46.660 --> 01:04:48.660]  So it's not just that they're lying.
[01:04:48.660 --> 01:04:54.660]  Folks, they throw every ounce of themselves behind these lies
[01:04:54.660 --> 01:04:57.660]  and then expect you to act like they never said it.
[01:04:59.660 --> 01:05:02.660]  TurboForce is back, sold out for eight months,
[01:05:02.660 --> 01:05:04.660]  and it's TurboForce Plus.
[01:05:04.660 --> 01:05:06.660]  We made it even stronger.
[01:05:06.660 --> 01:05:10.660]  The strongest long-term energy you're going to find anywhere.
[01:05:10.660 --> 01:05:14.660]  TurboForce is back in stock at InfowarsStore.com
[01:05:14.660 --> 01:05:17.660]  or 888-253-3139.
[01:05:17.660 --> 01:05:21.660]  It's not just wide spectrum natural herbs
[01:05:21.660 --> 01:05:23.660]  that time release over 10 hours.
[01:05:23.660 --> 01:05:25.660]  It should be called 10-hour energy.
[01:05:25.660 --> 01:05:27.660]  It has a bunch of vitamins and minerals
[01:05:27.660 --> 01:05:30.660]  and a bunch of other key things in amino acids
[01:05:30.660 --> 01:05:32.660]  that turbocharge everything
[01:05:32.660 --> 01:05:36.660]  and are good for your heart, your brain, your liver, you name it.
[01:05:36.660 --> 01:05:39.660]  It is the super fuel.
[01:05:39.660 --> 01:05:41.660]  RainForce Plus is great.
[01:05:41.660 --> 01:05:42.660]  RainForce Ultra is great.
[01:05:42.660 --> 01:05:43.660]  They're two different nootropics.
[01:05:43.660 --> 01:05:44.660]  They go good with this.
[01:05:44.660 --> 01:05:47.660]  But this is the King Kong.
[01:05:47.660 --> 01:05:48.660]  This is the boss.
[01:05:48.660 --> 01:05:51.660]  TurboForce, back in stock, discounted,
[01:05:51.660 --> 01:05:53.660]  InfowarsStore.com.
[01:05:53.660 --> 01:05:56.660]  More power, more strength, more energy.
[01:05:58.660 --> 01:06:08.660]  The answer to 1984 is 1776.
[01:06:08.660 --> 01:06:11.660]  You're listening to The Alex Jones Show.
[01:06:11.660 --> 01:06:15.660]  And now, your host, Owen Troyer.
[01:06:15.660 --> 01:06:18.660]  And I'm joined by the great Judge Joe Brown
[01:06:18.660 --> 01:06:20.660]  at JudgeJoeBrownTV on Twitter,
[01:06:20.660 --> 01:06:24.660]  his website, thejudgejoebrownshow.com.
[01:06:25.660 --> 01:06:27.660]  And there is all kinds of stuff
[01:06:27.660 --> 01:06:30.660]  I want to talk to Judge Joe Brown about right now.
[01:06:30.660 --> 01:06:33.660]  But, Judge, let me just ask you,
[01:06:33.660 --> 01:06:35.660]  what's at the top of your mind today?
[01:06:35.660 --> 01:06:38.660]  I mean, we've got the mainstream media collapsing in on itself
[01:06:38.660 --> 01:06:40.660]  with the firing of Tucker Carlson,
[01:06:40.660 --> 01:06:42.660]  the censoring of RFK Jr.
[01:06:42.660 --> 01:06:44.660]  You've got the double standard
[01:06:44.660 --> 01:06:46.660]  in how they cover Joe Biden
[01:06:46.660 --> 01:06:48.660]  versus how they cover Donald Trump.
[01:06:48.660 --> 01:06:51.660]  You've got the political persecution of Donald Trump.
[01:06:51.660 --> 01:06:53.660]  These are some big things I'd like to hear your opinion on.
[01:06:53.660 --> 01:06:56.660]  What is the biggest story to you right now?
[01:06:56.660 --> 01:07:00.660]  Well, it's the lack of good common sense.
[01:07:00.660 --> 01:07:03.660]  That's the mainstream story right now.
[01:07:03.660 --> 01:07:05.660]  Let's take what they're doing.
[01:07:05.660 --> 01:07:09.660]  This character Bragg is doing to Trump
[01:07:09.660 --> 01:07:11.660]  with these indictments.
[01:07:11.660 --> 01:07:14.660]  It's a lack of thought.
[01:07:15.130 --> 01:07:28.850]  He's essentially saying that Trump committed a felony by paying a young lady to keep quiet
[01:07:28.850 --> 01:07:32.730]  about certain embarrassing things, Stormy Daniels.
[01:07:32.730 --> 01:07:41.130]  Now, when I was in law school, and when I taught law students myself, I always learned
[01:07:41.130 --> 01:07:48.230]  and taught that you flip the script, ask the thing the other way around.
[01:07:48.230 --> 01:07:54.530]  If somebody says, if you don't pay me something, I'll embarrass you.
[01:07:54.530 --> 01:07:55.530]  What is that?
[01:07:55.530 --> 01:07:56.530]  Extortion.
[01:07:56.530 --> 01:07:57.530]  It's blackmail.
[01:07:57.530 --> 01:07:58.530]  Blackmail.
[01:07:58.530 --> 01:07:59.530]  Extortion.
[01:07:59.530 --> 01:08:00.530]  It's a felony.
[01:08:00.530 --> 01:08:03.650]  Sorry, I was pretending to be your law student for a second here.
[01:08:03.650 --> 01:08:04.650]  Yeah.
[01:08:04.650 --> 01:08:10.050]  So Bragg indicted the victim of blackmail.
[01:08:10.050 --> 01:08:13.090]  So I mean, think how preposterous that is.
[01:08:13.090 --> 01:08:19.410]  Next thing is American law encourages settlement rather than going to trial.
[01:08:19.410 --> 01:08:25.730]  So if somebody complied with the spirit of the law, they attempted to settle this matter
[01:08:25.730 --> 01:08:31.330]  rather than trying it, you indict them for complying with the law.
[01:08:31.330 --> 01:08:34.810]  When you have a settlement, there's a gag provision.
[01:08:34.810 --> 01:08:37.410]  You don't tell the details.
[01:08:37.410 --> 01:08:46.130]  So when the corporate entity files its returns, and it says for a matter involving Stormy
[01:08:46.130 --> 01:08:52.970]  Daniels, and it doesn't get explicit, well, if they had, since it's a public record, that
[01:08:52.970 --> 01:08:56.170]  would have violated the gag provision.
[01:08:56.170 --> 01:09:00.090]  So again, you've indicted somebody for what?
[01:09:00.090 --> 01:09:06.410]  Complying with the law, and you've indicted them because they didn't violate the law.
[01:09:06.410 --> 01:09:13.050]  Next thing is you want to hold Trump responsible for what a corporation did.
[01:09:13.050 --> 01:09:23.090]  Well, under the 15th Amendment and through a long series of cases, corporations are fictitious
[01:09:23.090 --> 01:09:24.330]  people.
[01:09:24.330 --> 01:09:28.730]  That's how you don't have to worry about your money.
[01:09:28.730 --> 01:09:34.250]  If a corporation gets in trouble, you might lose what you invested, but they can't go
[01:09:34.250 --> 01:09:35.810]  after your bank account.
[01:09:35.810 --> 01:09:44.610]  So here you are going after a private citizen for what another person did.
[01:09:44.660 --> 01:09:52.660]  He supposedly got benefit of this corporation helping him with the
[01:09:53.010 --> 01:10:02.810]  payout on the blackmail, and another individual was brought in that too, but nine times out
[01:10:02.810 --> 01:10:10.290]  of 10, anytime you get a settlement or a fine or a cost, it's a relative or business associate
[01:10:10.290 --> 01:10:14.530]  or a friend that's helping out the individual in question.
[01:10:14.530 --> 01:10:21.290]  So in other words, this silly simpleton up there decided to campaign on, I'm going to
[01:10:21.290 --> 01:10:28.610]  take down Trump, so you individually got to get in the way of 360 million Americans and
[01:10:28.610 --> 01:10:36.090]  decide that you want to impose your little sick, far out fantasy of the world on somebody
[01:10:36.090 --> 01:10:44.570]  else for simply doing what is par for the course for the entirety of this country's history.
[01:10:44.570 --> 01:10:45.570]  It's ridiculous.
[01:10:45.570 --> 01:10:51.210]  And the same thing with what's going on down there in Georgia.
[01:10:51.210 --> 01:10:57.570]  Now that one about, go find some more votes.
[01:10:57.570 --> 01:10:58.570]  That's not illegal.
[01:10:58.570 --> 01:11:00.610]  That's just simple advocacy.
[01:11:00.610 --> 01:11:02.210]  That's First Amendment.
[01:11:02.210 --> 01:11:09.330]  It may not be your idea of the exactitude of the language that's required, but it's permissible.
[01:11:09.330 --> 01:11:15.170]  And the whole thing, what is it, 73 to 76% of the American population thinks something
[01:11:15.170 --> 01:11:17.890]  was wrong with that 2020 election.
[01:11:18.290 --> 01:11:24.290]  And it's an interesting side effect down here in Memphis and Shelby County, where I am running
[01:11:24.290 --> 01:11:33.210]  for mayor, well, right after the Justice Department on the one hand said there was nothing wrong
[01:11:33.210 --> 01:11:39.490]  with that election, a few days later, they issued their quarterly report down here in
[01:11:39.490 --> 01:11:45.650]  the Memphis area, said once again, these hacked and corrupted election machines prevented
[01:11:45.650 --> 01:11:48.290]  a fair election from occurring.
[01:11:48.290 --> 01:11:52.770]  Now Memphis is about the 14th largest city in the United States.
[01:11:52.770 --> 01:12:00.850]  So if it had a problem, how can you turn around and say the same agency of government say there
[01:12:00.850 --> 01:12:06.370]  was no problem, say it's inconsistency and we just don't think about these things.
[01:12:06.370 --> 01:12:09.690]  So maybe we need to start getting deep off in it.
[01:12:09.730 --> 01:12:16.490]  But with that said, I'm surprised that all of these learned legal authorities around
[01:12:16.490 --> 01:12:20.410]  the country haven't mentioned this.
[01:12:20.410 --> 01:12:25.090]  They haven't even done what I downgrade a first year law student on for not picking
[01:12:25.090 --> 01:12:26.090]  up.
[01:12:26.090 --> 01:12:32.770]  Okay, is that bribery by saying here, here's money that you want so you don't embarrass
[01:12:32.770 --> 01:12:33.770]  me?
[01:12:33.770 --> 01:12:38.690]  Or is that blackmail for having to pay somebody to be quiet?
[01:12:38.720 --> 01:12:46.940]  Well, it's funny that you bring this up, because that part, I had not really heard that angle.
[01:12:46.940 --> 01:12:51.160]  The stuff with the non-disclosure agreement, I'd kind of heard before, but not the way
[01:12:51.160 --> 01:12:52.660]  you presented it.
[01:12:52.660 --> 01:12:54.700]  But you said it so perfectly.
[01:12:54.700 --> 01:12:59.840]  Trump is the one who's victimized by a blackmail extortion campaign.
[01:12:59.840 --> 01:13:05.440]  Trump is the one who actually has followed the agreements in the non-disclosure document
[01:13:05.440 --> 01:13:06.960]  that he signed with Stormy Daniels.
[01:13:06.960 --> 01:13:09.040]  He's the only one following the law here.
[01:13:09.040 --> 01:13:10.240]  He's the victim.
[01:13:10.240 --> 01:13:13.320]  He's the one that ends up getting prosecuted.
[01:13:13.320 --> 01:13:18.160]  I mean, that really is the absurdity of it in a nutshell.
[01:13:18.160 --> 01:13:19.720]  And you know what that is?
[01:13:19.720 --> 01:13:27.040]  Bragg may be guilty of some ethical lapses that the state bar might need to look at.
[01:13:27.040 --> 01:13:30.400]  It's malicious prosecution.
[01:13:30.400 --> 01:13:34.880]  And in any event, when it comes to trial, the subject is being removal.
[01:13:34.880 --> 01:13:40.240]  And the other thing is, it's on a challenge of some judge that, as the balls might say,
[01:13:40.240 --> 01:13:43.600]  it doesn't even state a crime dismissed.
[01:13:43.600 --> 01:13:46.920]  So where are we going in American law if we allow this?
[01:13:46.920 --> 01:13:52.800]  And the other thing is, you haven't heard what I said before about the blackmail.
[01:13:52.800 --> 01:13:53.800]  Why not?
[01:13:53.800 --> 01:13:56.720]  Well, you know, let me say this.
[01:13:56.720 --> 01:13:58.720]  I didn't go to a bad law school.
[01:13:58.720 --> 01:13:59.720]  It was UCLA.
[01:13:59.720 --> 01:14:02.960]  I kind of came out at the top of the damn thing.
[01:14:02.960 --> 01:14:05.120]  But then I got to thinking about it.
[01:14:05.120 --> 01:14:10.560]  I don't look that old to me, but I've been doing this for a half century.
[01:14:10.560 --> 01:14:15.040]  And I just said, most of the people that have been in this game as long as me are dead now
[01:14:15.040 --> 01:14:19.680]  or, you know, disabled or long retired.
[01:14:19.680 --> 01:14:25.680]  How come it is that there's nobody out there now that thinks clearly like, wow, first year
[01:14:25.680 --> 01:14:27.920]  law students, you didn't get this.
[01:14:27.920 --> 01:14:29.480]  What's the matter with you?
[01:14:29.560 --> 01:14:35.160]  Judge, judge, we've got people in this country that can't even pass a basic first grade biology
[01:14:35.160 --> 01:14:39.160]  test now when it comes to what a man and a woman is.
[01:14:39.160 --> 01:14:44.680]  So I don't know if a first year law student not understanding this should be such a surprise.
[01:14:44.680 --> 01:14:49.320]  But you know, I got to tell you, I'm not about that.
[01:14:49.320 --> 01:14:53.680]  The latest member of the Supreme Court gets asked, what's a woman?
[01:14:53.680 --> 01:14:55.720]  I don't know what's a woman.
[01:14:55.720 --> 01:14:57.560]  She could have said herself.
[01:14:57.560 --> 01:15:00.960]  I mean, she's like, I'm the first black woman.
[01:15:00.960 --> 01:15:01.960]  I'm the first black woman.
[01:15:01.960 --> 01:15:03.680]  But she doesn't even know what a woman is.
[01:15:03.680 --> 01:15:06.320]  Yeah, you won't be on U.S. Supreme Court.
[01:15:06.320 --> 01:15:07.920]  You don't know what a woman is.
[01:15:07.920 --> 01:15:14.440]  Now, I know two people, the Honorable Bernice Donald, who was on the Sixth Circuit Court
[01:15:14.440 --> 01:15:21.360]  of Appeals, Roger E. Clifton, who's on the same circuit, Second Circuit Court of Appeals.
[01:15:21.360 --> 01:15:22.360]  I know them.
[01:15:22.360 --> 01:15:25.600]  You mean they certainly could tell you what a woman is.
[01:15:25.600 --> 01:15:26.600]  This is ridiculous.
[01:15:26.640 --> 01:15:28.560]  And you know what else it is?
[01:15:28.560 --> 01:15:37.000]  It is a direct code signal, political signal to the transsexual community that she's going
[01:15:37.000 --> 01:15:40.480]  to be on their side, which is inappropriate.
[01:15:40.480 --> 01:15:46.600]  Yeah, and that kind of delves into a lot of these issues we find out with the child sexual
[01:15:46.600 --> 01:15:48.000]  abuse issues.
[01:15:48.000 --> 01:15:52.040]  Judge Contenji Brown is ruining the good name of Judge Joe Brown here.
[01:15:52.040 --> 01:15:54.740]  We will not stand for that, ladies and gentlemen.
[01:15:54.740 --> 01:15:55.880]  We will not stand for that.
[01:15:55.880 --> 01:15:56.880]  We'll be right back.
[01:20:07.530 --> 01:20:25.889]  You know, I'm not really an authoritarian dictator, but if I ever was, I would preserve
