[00:00.000 --> 00:24.280]  Infowars, tomorrow's news today.
[54:20.380 --> 54:21.380]  They're the victims.
[54:21.380 --> 54:23.380]  I've got Saudi Arabia.
[54:23.380 --> 54:27.380]  I've got all these foreign countries ditching the U.S. dollar.
[54:27.380 --> 54:29.380]  India, Mexico, Brazil.
[54:29.380 --> 54:31.380]  I mean, Japan now, even Japan.
[54:31.380 --> 54:33.380]  I mean, folks, this is our ally.
[54:33.380 --> 54:36.380]  Japan is one of our biggest allies.
[54:36.380 --> 54:38.380]  And even they're like, we're out.
[54:38.380 --> 54:41.380]  I mean, we're in the boiling water right now, Pete.
[54:41.380 --> 54:46.380]  I mean, how do you how do we get people to understand the seriousness of this?
[54:46.380 --> 54:48.380]  Yeah, you know what you do?
[54:48.380 --> 54:51.380]  You watch two things, go on YouTube and pull a Bud Light video.
[54:51.380 --> 54:53.380]  Real men of genius.
[54:53.380 --> 54:55.380]  And remember that song it was playing?
[54:55.380 --> 54:56.380]  Oh, it's one of the best.
[54:56.380 --> 54:58.380]  One of the best commercials ever.
[54:58.380 --> 55:00.380]  This morning we woke up and it wasn't that long ago.
[55:00.380 --> 55:02.380]  They were playing that Bud Light commercial.
[55:02.380 --> 55:05.380]  Now we got what the heck is her name?
[55:05.380 --> 55:09.380]  They're freaking half big now holding up Bud Light.
[55:09.380 --> 55:13.380]  And they're actually putting its face on a Bud Light cam.
[55:13.380 --> 55:14.380]  Social engineer.
[55:14.380 --> 55:18.380]  So there's Dylan Mulvaney, a man pretending to be a woman.
[55:18.380 --> 55:20.380]  You should be proud you didn't know that name.
[55:20.380 --> 55:21.380]  All right.
[55:21.380 --> 55:22.380]  That's a good thing.
[55:22.380 --> 55:24.380]  I don't even want to know.
[55:24.380 --> 55:26.380]  I mean, that's how crazy things have gone.
[55:26.380 --> 55:27.380]  But you know what, folks?
[55:27.380 --> 55:28.380]  Here's the bottom line.
[55:28.380 --> 55:29.380]  You ready?
[55:29.380 --> 55:31.380]  I'm sick and tired.
[55:31.380 --> 55:34.380]  I'm so furious right now that I relied.
[55:34.380 --> 55:38.380]  I trusted so many people since 2020.
[55:38.380 --> 55:40.380]  President Trump surrounded himself, unfortunately,
[55:40.380 --> 55:42.380]  with a bunch of people that betrayed him as well
[55:42.380 --> 55:44.380]  at all of our expense.
[55:44.380 --> 55:45.380]  And guess what?
[55:45.380 --> 55:47.380]  They ended up kicking him out of office.
[55:47.380 --> 55:48.380]  We're back on our heels.
[55:48.380 --> 55:50.380]  Joe Biden stole the election.
[55:50.380 --> 55:53.380]  And now we're on the brink of World War 17.
[55:53.380 --> 55:55.380]  This guy's got thermonuclear war we're on the edge of.
[55:55.380 --> 55:57.380]  The banking system is about to collapse.
[55:57.380 --> 56:00.380]  And they're going to steal my vote from the person,
[56:00.380 --> 56:02.380]  I believe, that's going to go in there
[56:02.380 --> 56:03.380]  and clean it up the quickest.
[56:03.380 --> 56:04.380]  Are you kidding me?
[56:04.380 --> 56:07.380]  I'm sick and tired of everybody around me.
[56:07.380 --> 56:09.380]  So therefore, I'm taking a stand right now.
[56:09.380 --> 56:13.380]  This candle that I just held up is symbolic of the following.
[56:13.380 --> 56:15.380]  I'm going to stand up for my First Amendment rights.
[56:15.380 --> 56:18.380]  Nobody's going to tell me to not go protest
[56:18.380 --> 56:19.380]  because of January 6.
[56:19.380 --> 56:20.380]  You know why?
[56:20.380 --> 56:22.380]  Because I'm peaceable.
[56:22.380 --> 56:24.380]  I will peaceably assemble.
[56:24.380 --> 56:26.380]  I will redress my grievance.
[56:26.380 --> 56:28.380]  And if anybody tries to interfere with that
[56:28.380 --> 56:31.380]  and call me an insurrectionist and deprive me of my right,
[56:31.380 --> 56:34.380]  I'm going to bring criminal charges against them
[56:34.380 --> 56:35.380]  for taking away my rights.
[56:35.380 --> 56:37.380]  I'm not an insurrectionist.
[56:37.380 --> 56:39.380]  I'm going to stand up for my voting rights.
[56:39.380 --> 56:41.380]  And even if I get in the face of the government
[56:41.380 --> 56:44.380]  loudly but peacefully, you're not going to call me
[56:44.380 --> 56:46.380]  an insurrectionist anymore.
[56:46.380 --> 56:48.380]  I'm a United States Marine.
[56:48.380 --> 56:50.380]  I swore an oath to defend these rights.
[56:50.380 --> 56:52.380]  But mainly, I inherited these rights
[56:52.380 --> 56:55.380]  from those that have fought and died to protect
[56:55.380 --> 56:57.380]  what I'm standing up for now.
[56:57.380 --> 57:00.380]  And I want everyone to just at least support me
[57:00.380 --> 57:05.380]  If you want to watch on, I'm prepared to die in this spirit.
[57:05.380 --> 57:06.380]  Why?
[57:06.380 --> 57:08.380]  Because they want to kill me to shut me up
[57:08.380 --> 57:10.380]  and I'm not going to.
[57:10.380 --> 57:13.380]  Hopefully, everyone else feels the same way
[57:13.380 --> 57:15.380]  about their own rights.
[57:15.380 --> 57:18.380]  But if you don't look on, watch on,
[57:18.380 --> 57:20.380]  even if you have a morbid curiosity,
[57:20.380 --> 57:22.380]  you want to see me get shot because they will shoot me,
[57:22.380 --> 57:24.380]  especially if you don't stand with me.
[57:24.380 --> 57:26.380]  But at least cheer me on.
[57:26.380 --> 57:27.380]  But I'm not backing down.
[57:27.380 --> 57:29.380]  I'm not backing down.
[57:29.380 --> 57:31.380]  That's it. I'm fed up.
[57:31.380 --> 57:33.380]  Let's do five more minutes.
[57:33.380 --> 57:36.380]  I want to ask you about the issue of them gagging
[57:36.380 --> 57:39.380]  President Trump to try to keep him from campaigning
[57:39.380 --> 57:41.380]  and what you think may go down with that.
[57:41.380 --> 57:45.380]  And again, folks, everything Pete is saying here is true
[57:45.380 --> 57:47.380]  and he's genuine.
[57:49.380 --> 57:50.380]  The fight against the New World Order
[57:50.380 --> 57:52.380]  is now the top story in the world.
[57:52.380 --> 57:54.380]  The globalists are in deep trouble,
[57:54.380 --> 57:57.380]  but they're striking back with all their deep state operatives
[57:57.380 --> 58:00.380]  to shut down Infowars and other truth tellers
[58:00.380 --> 58:02.380]  like James O'Keefe and Tucker Carlson
[58:02.380 --> 58:03.380]  and countless others.
[58:03.380 --> 58:05.380]  So please pray for us now more than ever.
[58:05.380 --> 58:07.380]  Spread the word about the broadcast
[58:07.380 --> 58:09.380]  and get great products to keep us on air
[58:09.380 --> 58:11.380]  and fund our operation while at the same time
[58:11.380 --> 58:12.380]  enriching your life.
[58:12.380 --> 58:14.380]  Now we've got three new products available
[58:14.380 --> 58:17.380]  at Infowarsstore.com and a bestseller back at stock.
[58:17.380 --> 58:19.380]  We have the amazing Dr. Jones Naturals
[58:19.380 --> 58:21.380]  turmeric toothpaste that's so much more.
[58:21.380 --> 58:23.380]  Find out more at Infowarsstore.com.
[58:23.380 --> 58:25.380]  We have the ashwagandha root pills
[58:25.380 --> 58:27.380]  with black powder extract to accelerate your libido,
[58:27.380 --> 58:29.380]  stamina, testosterone.
[58:29.380 --> 58:31.380]  We have pure ashwagandha gummies
[58:31.380 --> 58:33.380]  at Infowarsstore.com as well.
[58:33.380 --> 58:34.380]  These are all the highest quality products.
[58:34.380 --> 58:36.380]  The prebiotic is now finally back at stock.
[58:36.380 --> 58:39.380]  They're all there at Infowarsstore.com.
[58:39.380 --> 58:40.380]  So please take action now.
[58:40.380 --> 58:42.380]  Enrich your life, empower your body,
[58:42.380 --> 58:43.380]  and keep us on air.
[58:43.380 --> 58:45.380]  Please take action now.
[58:45.380 --> 58:47.380]  Infowarsstore.com.
[58:51.380 --> 58:53.380]  It's hard to believe that we're already
[58:53.380 --> 58:56.380]  going into March 2023,
[58:56.380 --> 58:58.380]  and the world is an insane place.
[58:58.380 --> 58:59.380]  World War III has already started.
[58:59.380 --> 59:02.380]  Biden is a puppet and is dissolving our borders.
[59:02.380 --> 59:03.380]  There's mass censorship.
[59:03.380 --> 59:05.380]  James O'Keefe has been removed from Project Veritas.
[59:05.380 --> 59:06.380]  The list goes on and on
[59:06.380 --> 59:07.380]  of the bad things that are happening.
[59:07.380 --> 59:09.380]  But the good things that are happening
[59:09.380 --> 59:12.380]  is humanity is really accelerating its awakening.
[59:12.380 --> 59:13.380]  But those of us on the forefront
[59:13.380 --> 59:16.380]  are under more attack by the establishment than ever.
[59:16.380 --> 59:17.380]  That's why I'm counting on you
[59:17.380 --> 59:19.380]  to spread the word about the broadcast,
[59:19.380 --> 59:20.380]  to pray for the broadcast,
[59:20.380 --> 59:22.380]  and to keep the broadcast on the air
[59:22.380 --> 59:24.380]  by getting great products at Infowarsstore.com.
[59:24.380 --> 59:26.380]  And whether it's a final signed copy,
[59:26.380 --> 59:27.380]  they're almost all sold out,
[59:27.380 --> 59:28.380]  with a great reset in the world for the world,
[59:28.380 --> 59:29.380]  or ultimate bone broth
[59:29.380 --> 59:31.380]  finally back in stock for over two years,
[59:31.380 --> 59:33.380]  it's all available at Infowarsstore.com.
[59:33.380 --> 59:35.380]  These are truly amazing products.
[59:35.380 --> 59:38.380]  So get your Infowars products at Infowarsstore.com
[59:38.380 --> 59:39.380]  and enrich your life
[59:39.380 --> 59:41.380]  while keeping the broadcast on the air.
[59:41.380 --> 59:43.380]  It is your decision on whether or not we stay on air,
[59:43.380 --> 59:46.380]  so please take action now at Infowarsstore.
[59:47.380 --> 59:49.380]  Leading a frontal assault
[59:49.380 --> 59:52.380]  on the lies of the New World Order,
[59:52.380 --> 59:54.380]  it's Alex Jones.
[01:00:16.380 --> 01:00:18.380]  My screen with Pete here.
[01:00:18.380 --> 01:00:20.380]  As Donald Trump's playing now in the air,
[01:00:20.380 --> 01:00:22.380]  you can see it taking off,
[01:00:22.380 --> 01:00:24.380]  heading to New York.
[01:00:24.380 --> 01:00:26.380]  There were massive crowds of people
[01:00:26.380 --> 01:00:29.380]  in support of Donald Trump outside of Mar-a-Lago,
[01:00:29.380 --> 01:00:31.380]  and there is already a mass of people
[01:00:31.380 --> 01:00:33.380]  waiting at Trump Tower for his arrival.
[01:00:33.380 --> 01:00:37.380]  Now, Pete Santilli with us for one more segment.
[01:00:37.380 --> 01:00:39.380]  Okay, Pete, what do you think goes on
[01:00:39.380 --> 01:00:41.380]  with this potential gag order?
[01:00:41.380 --> 01:00:44.380]  To me, you know, I'm somewhat familiar with this
[01:00:44.380 --> 01:00:46.380]  going through my political persecution
[01:00:46.380 --> 01:00:49.380]  and knowing about others that I've covered.
[01:00:49.380 --> 01:00:51.380]  I mean, realistically,
[01:00:51.380 --> 01:00:55.380]  I feel like the only gag they could put on Donald Trump
[01:00:55.380 --> 01:00:58.380]  is to somehow say if we release you from jail today
[01:00:58.380 --> 01:01:00.380]  or we don't hold you here today
[01:01:00.380 --> 01:01:03.380]  that you can't talk about the case publicly
[01:01:03.380 --> 01:01:06.380]  outside of your, you know, attorney-client privilege.
[01:01:06.380 --> 01:01:07.380]  You can't make public comments,
[01:01:07.380 --> 01:01:09.380]  so basically he's not going to be able to go around
[01:01:09.380 --> 01:01:12.380]  the country campaigning talking about this case,
[01:01:12.380 --> 01:01:15.380]  which is problematic in and of itself
[01:01:15.380 --> 01:01:19.380]  with the threats of incarceration,
[01:01:19.380 --> 01:01:21.380]  but they're making it sound like
[01:01:21.380 --> 01:01:24.380]  that they'll just try to keep him from campaigning altogether,
[01:01:24.380 --> 01:01:26.380]  which is unprecedented.
[01:01:26.380 --> 01:01:28.380]  Pete, what do you think's going on?
[01:01:28.380 --> 01:01:31.380]  I'm going to say it very succinctly.
[01:01:31.380 --> 01:01:34.380]  You ready? I said for the entire segment
[01:01:34.380 --> 01:01:37.380]  that they're taking away my vote, my vote.
[01:01:37.380 --> 01:01:39.380]  Now what they're trying to do is to pile on
[01:01:39.380 --> 01:01:43.380]  and not only say, well, you can't have your vote.
[01:01:43.380 --> 01:01:46.380]  We're going to make sure that everybody around you
[01:01:46.380 --> 01:01:47.380]  doesn't hear from President Trump.
[01:01:47.380 --> 01:01:49.380]  They don't see the fight. We will win.
[01:01:49.380 --> 01:01:51.380]  We will brainwash everyone,
[01:01:51.380 --> 01:01:53.380]  so thereby canceling my freaking vote
[01:01:53.380 --> 01:01:57.380]  by having exclusive rights over the media.
[01:01:57.380 --> 01:01:59.380]  You're going to silence President Trump,
[01:01:59.380 --> 01:02:02.380]  and you're going to basically slow cook like a boiling frog.
[01:02:02.380 --> 01:02:07.380]  Everyone is accepting the St. Elmo's fire,
[01:02:07.380 --> 01:02:10.380]  St. Elmo, the knight of Malta, Ron DeSantis,
[01:02:10.380 --> 01:02:15.380]  which George Bush is so far up his keister.
[01:02:15.380 --> 01:02:18.380]  They want you to accept what they have to offer.
[01:02:18.380 --> 01:02:20.380]  So not only is my voice being taken away,
[01:02:20.380 --> 01:02:22.380]  my vote being taken away,
[01:02:22.380 --> 01:02:24.380]  my constitutional rights being deprived,
[01:02:24.380 --> 01:02:27.380]  but they're also going to brainwash everyone else
[01:02:27.380 --> 01:02:29.380]  through silencing President Trump,
[01:02:29.380 --> 01:02:30.380]  taking over the media,
[01:02:30.380 --> 01:02:33.380]  and mentioning crime, crime, crime, crime, crime.
[01:02:33.380 --> 01:02:35.380]  That's a double whammy on my vote.
[01:02:35.380 --> 01:02:36.380]  It's a deprivation of rights.
[01:02:36.380 --> 01:02:37.380]  You know what?
[01:02:37.380 --> 01:02:39.380]  This isn't about President Trump, folks.
[01:02:39.380 --> 01:02:43.380]  They will get away with whatever we let them get away with,
[01:02:43.380 --> 01:02:46.380]  and I hereby tell you we can do this peacefully.
[01:02:46.380 --> 01:02:49.380]  Anybody says I can't speak out like this,
[01:02:49.380 --> 01:02:51.380]  anyone that's threatened by my words,
[01:02:51.380 --> 01:02:54.380]  this is the hill I'm going to fight on.
[01:02:54.380 --> 01:02:55.380]  I will not back down.
[01:02:55.380 --> 01:02:57.380]  I will speak out peacefully.
[01:02:57.380 --> 01:03:01.380]  The representation of that spirit is the candle
[01:03:01.380 --> 01:03:04.380]  that the Romanians in tens of millions stood.
[01:03:04.380 --> 01:03:07.380]  Some of them died because the communists threatened to shoot them,
[01:03:07.380 --> 01:03:09.380]  but they refused to back down.
[01:03:09.380 --> 01:03:11.380]  I want to ask each and every one of you.
[01:03:11.380 --> 01:03:13.380]  I've lit the first candle here.
[01:03:13.380 --> 01:03:14.380]  Join me in the spirit.
[01:03:14.380 --> 01:03:16.380]  Light a candle, stand in peace,
[01:03:16.380 --> 01:03:19.380]  never back down, and let's get out in the streets.
[01:03:19.380 --> 01:03:21.380]  Yeah, I'm thinking about just bringing,
[01:03:21.380 --> 01:03:22.380]  I'm thinking about having a candle
[01:03:22.380 --> 01:03:24.380]  and just putting it on my desk every day now,
[01:03:24.380 --> 01:03:27.380]  and maybe we just use that for commentators and stuff
[01:03:27.380 --> 01:03:31.380]  just as our symbol of peacefully trying to take this country back.
[01:03:31.380 --> 01:03:33.380]  And Pete, let me just throw one more thing out there
[01:03:33.380 --> 01:03:34.380]  because I get this all the time.
[01:03:34.380 --> 01:03:37.380]  And believe me, I get it, folks, okay?
[01:03:37.380 --> 01:03:39.380]  Pete, you mentioned this earlier.
[01:03:39.380 --> 01:03:42.380]  I'm as sick as Donald Trump as almost anybody else.
[01:03:42.380 --> 01:03:44.380]  I'm going to be perfectly honest with you, okay?
[01:03:44.380 --> 01:03:47.380]  I've dealt with political persecution for my support of Donald Trump.
[01:03:47.380 --> 01:03:50.380]  I've been arrested three times because of my support of Donald Trump.
[01:03:50.380 --> 01:03:53.380]  I've been completely censored on the internet
[01:03:53.380 --> 01:03:55.380]  because of my support for Donald Trump.
[01:03:55.380 --> 01:03:56.380]  And do you know how many times Donald Trump
[01:03:56.380 --> 01:03:58.380]  and his people have reached out to me?
[01:03:58.380 --> 01:03:59.380]  Zero times.
[01:03:59.380 --> 01:04:01.380]  You know how many boxes full of autographed hats
[01:04:01.380 --> 01:04:02.380]  I've gotten to give out on the air?
[01:04:02.380 --> 01:04:03.380]  Zero times.
[01:04:03.380 --> 01:04:06.380]  You know how many invites I've gotten to Mar-a-Lago?
[01:04:06.380 --> 01:04:07.380]  Zero invites.
[01:04:07.380 --> 01:04:09.380]  I get nothing from Donald Trump.
[01:04:09.380 --> 01:04:12.380]  I've supported this man and paid the price for it
[01:04:12.380 --> 01:04:14.380]  and have gotten nothing in return.
[01:04:14.380 --> 01:04:16.380]  He's not going to come on air and do an interview with me.
[01:04:16.380 --> 01:04:17.380]  But you know what?
[01:04:17.380 --> 01:04:18.380]  I don't care.
[01:04:18.380 --> 01:04:20.380]  Donald Trump is not my daddy.
[01:04:20.380 --> 01:04:23.380]  I didn't do this to get favor in Donald Trump.
[01:04:23.380 --> 01:04:25.380]  No, everything Pete Santill is right.
[01:04:25.380 --> 01:04:27.380]  What they're doing to Donald Trump,
[01:04:27.380 --> 01:04:29.380]  they're going to do to us next.
[01:04:29.380 --> 01:04:32.380]  And if I am willing to put it all on the line again
[01:04:32.380 --> 01:04:34.380]  for Donald Trump, even though I'm sick of him,
[01:04:34.380 --> 01:04:36.380]  that should show you how serious this is.
[01:04:36.380 --> 01:04:37.380]  So believe me, I get it, Pete,
[01:04:37.380 --> 01:04:40.380]  but I understand this is bigger than Donald Trump.
[01:04:40.380 --> 01:04:44.380]  Oh yeah, I'd rather have 150 million people right now
[01:04:44.380 --> 01:04:47.380]  lighting candles to stand up for your constitutional rights
[01:04:47.380 --> 01:04:49.380]  than rely upon one man
[01:04:49.380 --> 01:04:52.380]  because that's too much for one man to carry.
[01:04:52.380 --> 01:04:54.380]  Plus they can lock them up like they're trying to do right now.
[01:04:54.380 --> 01:04:56.380]  150 million candles right now.
[01:04:56.380 --> 01:04:57.380]  Let's do it.
[01:05:00.380 --> 01:05:02.380]  The most banned man in America,
[01:05:02.380 --> 01:05:04.380]  Alex Jones.
[01:05:08.380 --> 01:05:09.380]  I want you all to know something.
[01:05:09.380 --> 01:05:11.380]  Alex Jones was right.
[01:05:11.380 --> 01:05:15.380]  Alex is right about far more than is wrong.
[01:05:15.380 --> 01:05:18.380]  Alex has been right on toward over a decade.
[01:05:18.380 --> 01:05:20.380]  I don't care how you slice it, dice it,
[01:05:20.380 --> 01:05:22.380]  flip it up or rub it down.
[01:05:22.380 --> 01:05:24.380]  Alex Jones was right.
[01:05:24.380 --> 01:05:26.380]  Think about how frustrated we are
[01:05:26.380 --> 01:05:28.380]  if you've been awake for a year or two.
[01:05:28.380 --> 01:05:30.380]  Imagine being like an Alex Jones or those guys
[01:05:30.380 --> 01:05:31.380]  who've been awake for like decades.
[01:05:31.380 --> 01:05:34.380]  Alex Jones called this years ago.
[01:05:34.380 --> 01:05:35.380]  Years ago.
[01:05:35.380 --> 01:05:37.380]  Alex Jones never bought the Russia hoax.
[01:05:37.380 --> 01:05:39.380]  Not for a second.
[01:05:39.380 --> 01:05:42.380]  You are one of the great thinkers of this.
[01:05:42.380 --> 01:05:44.380]  You are a martyr to the First Amendment.
[01:05:44.380 --> 01:05:47.380]  The government fears Alex Jones.
[01:05:47.380 --> 01:05:49.380]  That's why the globalists hate me
[01:05:49.380 --> 01:05:52.380]  is because I'm exposing their corporate worldwide tyranny.
[01:05:58.380 --> 01:06:02.380]  You're listening to The Alex Jones Show.
[01:06:02.380 --> 01:06:06.380]  And now, your host, Owen Troyer.
[01:06:06.380 --> 01:06:07.380]  All right.
[01:06:07.380 --> 01:06:11.380]  One existential crisis to the next.
[01:06:11.380 --> 01:06:16.380]  Tom Renz joins me now with just one more thing.
[01:06:16.380 --> 01:06:18.380]  I want you all to know something.
[01:06:18.380 --> 01:06:21.380]  Alex Jones was right about far more than is wrong.
[01:06:21.380 --> 01:06:24.380]  He was right about far more than is wrong.
[01:06:24.380 --> 01:06:29.380]  Tom Renz joins me now with just devastating news.
[01:06:29.380 --> 01:06:31.380]  Truly.
[01:06:31.380 --> 01:06:34.380]  And we heard about this last year.
[01:06:34.380 --> 01:06:38.380]  The idea, the potential, or even the practice
[01:06:38.380 --> 01:06:44.380]  that mRNA injections were being put into cattle
[01:06:44.380 --> 01:06:49.380]  and farm animals and essentially the animals eventually that we eat.
[01:06:49.380 --> 01:06:50.380]  That we eat.
[01:06:50.380 --> 01:06:53.380]  mRNA being injected into the animals that we eat.
[01:06:53.380 --> 01:06:55.380]  And at first they said, no, no, no, that's not happening.
[01:06:55.380 --> 01:06:56.380]  That's not the case.
[01:06:56.380 --> 01:06:57.380]  It's not going on.
[01:06:57.380 --> 01:07:01.380]  Well, unfortunately now, that is exactly the case.
[01:07:01.380 --> 01:07:04.380]  And Thomas Renz has the receipts to prove it.
[01:07:04.380 --> 01:07:06.380]  He joins me now.
[01:07:06.380 --> 01:07:12.380]  Okay, so as if the mRNA injections weren't enough of a disaster
[01:07:12.380 --> 01:07:15.380]  with all the arms, the human arms they've put them in,
[01:07:15.380 --> 01:07:18.380]  now they're going to put them into the animals.
[01:07:18.380 --> 01:07:21.380]  What do you think is going on here, Thomas Renz?
[01:07:21.380 --> 01:07:25.380]  Well, I mean, you know, they didn't kill enough with the first round of jabs,
[01:07:25.380 --> 01:07:27.380]  so they need to keep going, I guess.
[01:07:27.380 --> 01:07:29.380]  Yeah, listen, this is unbelievable.
[01:07:29.380 --> 01:07:33.380]  And just so that you know, Owen, because I had a couple people respond to this.
[01:07:33.380 --> 01:07:35.380]  You know, well, I'm just going to eat veggies.
[01:07:35.380 --> 01:07:36.380]  That ain't going to help.
[01:07:36.380 --> 01:07:38.380]  It ain't going to help because they're doing it there, too.
[01:07:38.380 --> 01:07:42.380]  In fact, it's actually, it appears that it would be easier
[01:07:42.380 --> 01:07:47.380]  from a scientific perspective to get the gene therapy aspects of the mRNA jabs
[01:07:47.380 --> 01:07:51.380]  into humans through engineered vegetables than for animals.
[01:07:51.380 --> 01:07:56.380]  But, you know, I've got it going back all the way, and we've been all over this.
[01:07:56.380 --> 01:08:00.380]  We've been posting it on Twitter, and honestly, it's the most viral thing I've ever had.
[01:08:00.380 --> 01:08:03.380]  We're over 4 million impressions on one tweet right now,
[01:08:03.380 --> 01:08:09.380]  but collectively we're looking at many, many, many millions of views and eyes.
[01:08:09.380 --> 01:08:12.380]  Wow, and let me tell you, that is so key,
[01:08:12.380 --> 01:08:15.380]  because that would have not happened if Elon Musk did not buy Twitter.
[01:08:15.380 --> 01:08:16.380]  Wow.
[01:08:16.380 --> 01:08:18.380]  That's true. That's true.
[01:08:18.380 --> 01:08:22.380]  And, you know, by the way, it appears in many ways that I'm still shadow-banned.
[01:08:22.380 --> 01:08:26.380]  I mean, Elon's doing a great job, and I support that Musk is making these moves,
[01:08:26.380 --> 01:08:29.380]  and I'm grateful that he is, but, you know, it's a big company.
[01:08:29.380 --> 01:08:31.380]  There's still stuff going on there.
[01:08:31.380 --> 01:08:33.380]  You know, this stuff should have been.
[01:08:33.380 --> 01:08:35.380]  In less than two days, we had over 4 million tweets.
[01:08:35.380 --> 01:08:38.380]  You would have thought every word in that tweet would have been trending,
[01:08:38.380 --> 01:08:42.380]  but we had almost nothing trending from there.
[01:08:42.380 --> 01:08:47.380]  And, honestly, I've tried to post certain things that I wasn't allowed to post.
[01:08:47.380 --> 01:08:50.380]  It just wouldn't let me post them until I got rid of certain words.
[01:08:50.380 --> 01:08:55.380]  So I think Elon's doing a great job, but I think he's got more work to do on that.
[01:08:55.380 --> 01:08:57.380]  But, anyways, we are getting the word out.
[01:08:57.380 --> 01:08:59.380]  Praise God.
[01:08:59.380 --> 01:09:04.380]  It's getting all over the place, and, you know, people are not happy about this.
[01:09:04.380 --> 01:09:11.380]  So we actually got a good, honest legislature, and there is at least one of them.
[01:09:11.380 --> 01:09:12.380]  Holly Jones, she works with me.
[01:09:12.380 --> 01:09:16.380]  She's a great friend, and she's elected as a house rep in Missouri.
[01:09:16.380 --> 01:09:20.380]  She sponsored Missouri House Bill 1169.
[01:09:20.380 --> 01:09:23.380]  It does three things, Owen, three things.
[01:09:23.380 --> 01:09:28.380]  First, it requires disclosure if a product has gene therapy qualities.
[01:09:28.380 --> 01:09:30.380]  It seems pretty straightforward.
[01:09:30.380 --> 01:09:35.380]  Second, it requires that if there are gene therapy aspects of a product,
[01:09:35.380 --> 01:09:41.380]  that any information about its transmissibility or shedding be something that you can request.
[01:09:41.380 --> 01:09:49.380]  And third, it requires informed consent for any sort of a medical intervention or gene therapy,
[01:09:49.380 --> 01:09:57.380]  including all benefits and risks, not just side effects, but serious adverse events of special interest,
[01:09:57.380 --> 01:10:02.380]  because those were excluded, as you know, from the disclosures on the COVID shots.
[01:10:02.380 --> 01:10:04.380]  So now, three things.
[01:10:04.380 --> 01:10:06.380]  So we don't ban anything in this bill.
[01:10:06.380 --> 01:10:12.380]  It's a two-page bill, no rioters, and it's in deeply red, very Republican Missouri.
[01:10:12.380 --> 01:10:14.380]  So you'd think it's an easy pass, right?
[01:10:14.380 --> 01:10:19.380]  It is being resisted like you can't believe.
[01:10:19.380 --> 01:10:25.380]  The rhino wing of the Republican Party in Missouri is battling this.
[01:10:25.380 --> 01:10:27.380]  They've sold out to the lobbyists tooth and nail.
[01:10:27.380 --> 01:10:32.380]  They don't want you to know that they're going to put gene therapy drugs into your food and poison you with it.
[01:10:32.380 --> 01:10:35.380]  I was going to say, that's all Big Pharma lobbying.
[01:10:35.380 --> 01:10:37.380]  Oh, yeah. Yeah.
[01:10:37.380 --> 01:10:39.380]  Well, here's the deal.
[01:10:39.380 --> 01:10:43.380]  The number one producer of seeds in this country is Bayer Monsanto.
[01:10:43.380 --> 01:10:46.380]  I think they're the number one producer in the world.
[01:10:46.380 --> 01:10:50.380]  Monsanto, owned by Bayer, Bayer is a pharmaceutical company, right?
[01:10:50.380 --> 01:10:52.380]  It always comes back to Big Pharma.
[01:10:52.380 --> 01:10:57.380]  Bill Gates, largest holder of agricultural land in the United States, right?
[01:10:57.380 --> 01:11:01.380]  You've got CCP, owns tons of our farmland.
[01:11:01.380 --> 01:11:05.380]  These CCP-owned factory farms, the Gates factory farms.
[01:11:05.380 --> 01:11:09.380]  See, these guys, they're the reason that these guys are opposing this.
[01:11:09.380 --> 01:11:13.380]  So you've got the Cattlemen's Association, the Pork Association, and I posted.
[01:11:13.380 --> 01:11:17.380]  I posted all the lobbyists that opposed House Bill 1169 in Missouri,
[01:11:18.380 --> 01:11:24.380]  and I posted the Emerging Issues Committee phone numbers and emails, so feel free to get a hold of them.
[01:11:24.380 --> 01:11:32.380]  It's on my Twitter, at RensTom, and we posted this online so that people can contact these people.
[01:11:32.380 --> 01:11:33.380]  Let them know. Let them know.
[01:11:33.380 --> 01:11:36.380]  Do you want informed consent or do you want them to sell out to the lobbyists?
[01:11:36.380 --> 01:11:39.380]  Do you want Bill Gates and his factory farmers to be able to do this?
[01:11:39.380 --> 01:11:43.380]  But you know, the most shocking thing about this,
[01:11:44.380 --> 01:11:48.380]  well, I don't even know if there can be a most shocking thing about this at this point,
[01:11:48.380 --> 01:11:55.380]  but one of them, Owen, the lobbyists that testified right after I did,
[01:11:55.380 --> 01:11:58.380]  I want you to brace yourself.
[01:11:58.380 --> 01:12:00.380]  Do you know why he opposed this?
[01:12:00.380 --> 01:12:07.380]  He said that if we're required to disclose this, we're going to have to put labels on all of our GMO foods.
[01:12:07.380 --> 01:12:13.380]  So what he's saying is that all of their GMO foods, they're not respecting our genes.
[01:12:13.380 --> 01:12:15.380]  Did you know that? Because I didn't.
[01:12:15.380 --> 01:12:18.380]  Well, that's actually amazing because this issue,
[01:12:18.380 --> 01:12:25.380]  they basically found a way to have certified organic not actually be organic.
[01:12:25.380 --> 01:12:30.380]  Like, they've rigged that whole certified organic through the USDA system
[01:12:30.380 --> 01:12:34.380]  that there's certain protocols that they can pass to get certified organic,
[01:12:34.380 --> 01:12:39.380]  but to actual organic people, they know that that's not actually organic.
[01:12:39.380 --> 01:12:46.380]  So they had to start new private endeavors like the non-GMO project
[01:12:46.380 --> 01:12:48.380]  to put those labels on the food products
