[00:00:01.380 --> 00:00:06.802]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:44:10.134 --> 00:44:15.038]  So people start saying you're taking over, you're arresting people, you're not letting them have speech, you're tax-exempt.
[00:44:15.038 --> 00:44:17.139]  Their answer is, we're going to take your army over.
[00:44:17.139 --> 00:44:19.241]  I mean, that's true occupation, is it not?
[00:44:19.241 --> 00:44:20.261]  Well, it is indeed.
[00:44:20.261 --> 00:44:25.685]  And what we have got here is now a gallop towards formal dictatorship.
[00:44:25.685 --> 00:44:32.670]  And the question is whether there are still enough independent-minded media around to speak out.
[00:44:32.670 --> 00:44:37.174]  You won't hear a word of criticism of this on the BBC, for instance.
[00:44:37.814 --> 00:44:40.755]  And this is a big problem, the media are being captured by these people.
[00:44:40.755 --> 00:44:46.897]  Let me ask you this, because you've worked in media, you've been a top newspaper editor, top advisor to Margaret Thatcher.
[00:44:46.897 --> 00:44:53.378]  This is really a dictatorship openly announcing itself, not since Hitler invaded, in my view, have we seen a threat this serious.
[00:44:53.378 --> 00:44:57.580]  Not even the Soviet Union, because people knew that's an outside group, it didn't have much of a chance.
[00:44:57.580 --> 00:44:58.660]  But specifically,
[00:44:59.420 --> 00:45:05.764]  The arrogance, the boldness of the left, the radical islamicists, these imams that call for violence supporting the EU.
[00:45:05.764 --> 00:45:09.547]  I mean, it's really just a crew of motley trash.
[00:45:10.774 --> 00:45:20.956]  Well, what has happened is that the governing class worldwide, the classe politique as the French call it, they have been making common totalitarian cause.
[00:45:20.956 --> 00:45:29.958]  You've got the two kinds of totalitarianism, the corporatists who like to be involved with big business and get big business to go along with them, those are the fascists.
[00:45:29.958 --> 00:45:37.019]  Then you've got the communists, the open collectivists, and that they're now finding common cause for the first time.
[00:45:37.019 --> 00:45:38.440]  They battled each other in the 20th century.
[00:45:39.680 --> 00:45:43.862]  But now, they are standing together against liberty.
[00:45:43.862 --> 00:45:47.604]  And that's the significance of this European army move.
[00:45:47.604 --> 00:45:49.426]  It's that they're so desperate.
[00:45:49.426 --> 00:45:53.668]  They know that the peoples of Europe do not love them.
[00:45:53.668 --> 00:46:00.672]  They know that they have failed to deliver what we would regard as useful European government.
[00:46:01.312 --> 00:46:12.159]  So they are now panicking and saying, how can we cling by the fingernails to this empire of bureaucracy that we have created, even though it's hated by the peoples of Europe?
[00:46:12.159 --> 00:46:18.363]  And the answer, of course, is to get the governing elites of Europe to join together, just as they did in trying to bully us.
[00:46:18.943 --> 00:46:23.307]  ...into voting for staying in the European Union, and that failed.
[00:46:23.307 --> 00:46:25.989]  So now they're going to do it by force.
[00:46:25.989 --> 00:46:44.824]  Just as in the United States, as you rightly point out, there's a growing movement, and it's now almost official part of the democratic platform, that anybody who actually comes out and says, hang on a moment, there are serious scientific problems with this climate change nonsense, can be arrested and detained and put on trial for that.
[00:46:44.824 --> 00:46:46.005]  But here's the difficulty.
[00:46:46.625 --> 00:46:57.478]  For as long as they're still talking about putting people on trial, there is at least the chance that you might get a fair trial, because the great thing about a trial is that both sides are heard.
[00:46:57.478 --> 00:47:00.281]  The danger with the European Army proposal...
[00:47:01.278 --> 00:47:09.708]  Is that there is no court to whom anyone in Europe can appeal if their governing class decides to go down this route.
[00:47:09.708 --> 00:47:19.120]  Because then that common European army will be established and let us be quite clear, its aim is not to do what NATO does, to protect
[00:47:19.660 --> 00:47:28.562]  The member states of NATO so that if any one of those states is invading... Its aim is to keep countries within the system, they admit.
[00:47:28.562 --> 00:47:42.385]  This is an internal army designed to suppress the will of the people and keep them cowering in fear and to kick down the door just like the KGB if the people disagree with them.
[00:47:42.825 --> 00:47:45.148]  That is what the European Army is about.
[00:47:45.148 --> 00:47:50.175]  That's why they want a European Army as well as NATO.
[00:47:50.175 --> 00:47:53.599]  Because NATO already deals with the external defence of Europe.
[00:47:53.599 --> 00:47:58.165]  It's NATO that's kept the peace and kept the Russians and everybody else at bay.
[00:47:59.266 --> 00:48:02.489]  So why do they need a European army as well as NATO?
[00:48:02.489 --> 00:48:10.515]  Answer, because NATO is explicitly forbidden to police the internal affairs of member states.
[00:48:10.515 --> 00:48:20.844]  And member states contribute to NATO, it's not commanded by NATO itself, so it goes back to the more republic strategy, but in a military coalition, the North Atlantic Treaty Organization.
[00:48:20.844 --> 00:48:23.526]  Now Lord Monckton, we're going to skip this, we have more time.
[00:48:23.526 --> 00:48:26.989]  I wanted to get Kit Daniels briefly, one of our writers that's been writing about this,
[00:48:28.090 --> 00:48:40.191]  And we have another writer, Clifford Cunningham, who wrote about this last week, proposed EU army hidden from British voters until after Brexit, and then right after they bring it out, just showing the amazing stealth of this.
[00:48:40.191 --> 00:48:40.671]  Kit Daniels?
[00:48:41.360 --> 00:48:42.361]  Yes, Alex.
[00:48:42.361 --> 00:48:50.667]  Yesterday, it was on Thursday I believe, I posted this article from our new guy Clifford Cunningham, and now this is before Brexit even happened.
[00:48:50.667 --> 00:49:01.936]  He said that as citizens of the United Kingdom are prepared to cast their votes in a nationwide referendum to decide whether or not to leave the European Union, a plan detailing the initial framework of the creation of the EU army
[00:49:02.396 --> 00:49:05.779]  Is being kept hidden from the public until the day after the vote.
[00:49:05.779 --> 00:49:13.745]  So now the EU bureaucrats are claiming that this whole EU army program is a response to Brexit, but this proves that it was not at all.
[00:49:13.745 --> 00:49:16.167]  They had this plan for months.
[00:49:16.167 --> 00:49:23.914]  But that, exactly, but I mean isn't it even more outrageous, Lord Monks, and then going back to Kip briefly, Daniels, that their answer is
[00:49:25.501 --> 00:49:26.482]  We're not going to let you leave.
[00:49:26.482 --> 00:49:30.405]  I mean, I'm reading the draft of it and it says we're going to keep you in.
[00:49:30.405 --> 00:49:32.126]  We're one shared common group.
[00:49:32.126 --> 00:49:34.068]  Basically, we're going to make it harder for you to leave.
[00:49:34.068 --> 00:49:37.611]  They're admitting that, hey, you didn't get to vote to enter this.
[00:49:37.611 --> 00:49:39.913]  We're unelected and we're going to let you leave.
[00:49:39.913 --> 00:49:55.225]  Now, this this European army idea has in fact been kicking around for a long time and it's been gathering dust, but also gathering momentum among the totalitarian left because they, since the fall of fascism and communism, the left have not had
[00:49:55.265 --> 00:50:04.512]  They had armies like that of Hitler and of Stalin at their disposal, and so they want, they realise now, they cannot out-argue us.
[00:50:04.512 --> 00:50:08.335]  They cannot speak against democracy and expect to be heard by democracy.
[00:50:08.335 --> 00:50:09.556]  They tried that.
[00:50:09.556 --> 00:50:17.903]  And even with all the elite backing only one side of the vote, it's the other side, the democratic side, that carried the day in Britain.
[00:50:18.363 --> 00:50:24.211]  So now, although I was born in a democracy, I do not live in one, I shall die in one.
[00:50:24.211 --> 00:50:26.194]  So the British people have won that.
[00:50:26.194 --> 00:50:34.626]  But the response, it's not a response to Brexit, this European army plan, it's been around for actually at least 15 years.
[00:50:34.626 --> 00:50:35.127]  It's amazing.
[00:50:35.407 --> 00:50:37.789]  Gathering momentum all that time.
[00:50:37.789 --> 00:50:51.222]  And as I say, the significance of this European army and the fact that only now are they admitting the latest stage in its development, as they knew perfectly well, that there would be an even larger negative vote against the EU if this came out in public.
[00:50:51.222 --> 00:50:54.725]  This just shows how little they care for how ordinary people think.
[00:50:57.767 --> 00:51:02.531]  I want to go back to you in a moment, but I want to have Kip be able to chime back in one more time because he's been on this beat writing about it.
[00:51:02.531 --> 00:51:05.012]  But then I want to ask you, Monkton, so ruminate on this for about a minute.
[00:51:06.112 --> 00:51:09.354]  You've told us which shoe was going to drop next, years before it happened.
[00:51:09.354 --> 00:51:14.516]  Please tell us what you expect from the EU next, what their scams are going to be, how we counter this.
[00:51:14.516 --> 00:51:31.304]  And do you agree with me that, regardless, it's one of the biggest victories in modern history against totalitarianism, because we forced the fact that, yes, we don't get to vote, you're unelected, world government's now out in the open, we've got world leaders like Donald Trump and Nigel Farage talking about mega banks.
[00:51:31.304 --> 00:51:32.885]  I mean, it seems to me this is just
[00:51:34.046 --> 00:51:45.200]  Absolutely devastating events that in the end will sink these people, but just like Hitler didn't know he was beaten at Leningrad or at the Battle of the Bulge and the Ardennes, they're still going to fight on for a while.
[00:51:45.200 --> 00:51:48.404]  So I want to get your take, Lord Monckton, in just a moment.
[00:51:48.404 --> 00:51:49.646]  Finishing up, Kit, other points.
[00:51:49.966 --> 00:51:51.768]  Yeah, I'm working on an article right now, Alex.
[00:51:51.768 --> 00:52:05.039]  I saw CNN yesterday, and they brought in a former ambassador, Christopher Hill, who said, quote, the only way to make Europe more than the sum of member state diplomacies is to make it into a real state.
[00:52:05.039 --> 00:52:12.606]  Multilevel governance may be just about satisfactory for managing mountains of butter, but is barely suitable for making decisions about guns.
[00:52:12.606 --> 00:52:17.230]  And CNN brought this guy on as a, quote, interview, but it's a little more than a propaganda piece.
[00:52:18.021 --> 00:52:22.529]  Let me respond to that and I'll get Lord Monk in response to my three questions if he can remember them.
[00:52:22.529 --> 00:52:23.871]  Look, again...
[00:52:25.034 --> 00:52:31.276]  You look at the EU, it's always been there to destroy the nation states, get them into debt and then fold them into the super state.
[00:52:31.276 --> 00:52:32.856]  They wrote about that 50 years ago.
[00:52:32.856 --> 00:52:36.577]  So their conspiracy is public to those that are learned.
[00:52:36.577 --> 00:52:37.417]  It's not debatable.
[00:52:37.417 --> 00:52:43.099]  The problem is the general public now begins to understand that this is a wicked organization.
[00:52:43.099 --> 00:52:47.960]  But how do we take them to the next level to understand it's always been premeditated?
[00:52:47.960 --> 00:52:48.500]  Lord Monckton.
[00:52:49.735 --> 00:53:09.564]  The first thing to do is to understand that this has now become, it didn't start as a premeditated attempt to take away democracy, but it has rapidly become exactly that, as the people who are behind all this realised how feeble the response of nation states would be when they needed to defend themselves.
[00:53:10.104 --> 00:53:22.096]  And already what is happening as a result of this vote is that there are about three and a half to four million signatures on a petition demanding there should be a rerun of the referendum in Britain because they don't like the result.
[00:53:22.096 --> 00:53:29.504]  It'll be just like Denmark and Ireland where they were made to vote again and vote again until they got the result that the governing class wanted.
[00:53:29.944 --> 00:53:33.285]  And only then was that referendum regarded as final.
[00:53:33.285 --> 00:53:37.547]  The same thing is now being attempted even with the British people.
[00:53:37.547 --> 00:53:40.348]  And I can tell you we're not going to like that very much.
[00:53:40.348 --> 00:53:50.172]  We are going to oppose this very vigorously the more the governing establishment tries to discredit and dishonour and not to implement that referendum.
[00:53:50.652 --> 00:54:06.628]  The more strongly the support for freedom will grow among ordinary people, and eventually the Conservative Party, which is deeply divided on this, and half of which still wishes that it could overturn this referendum and simply carry on as though it hadn't happened.
[00:54:06.628 --> 00:54:11.753]  You've got the whole of the Labour Party, which is effectively communist under its present leader, Jeremy Corbyn.
[00:54:12.333 --> 00:54:22.577]  Now in disarray, but the disarray is mainly due to an argument about how far they should push a reversal of the people's will.
[00:54:22.577 --> 00:54:29.280]  How far they should oppose the parliamentary bill that will be necessary to break us free of Europe.
[00:54:29.280 --> 00:54:31.021]  The referendum on its own doesn't do it.
[00:54:31.021 --> 00:54:32.922]  Parliament then has to do the people's will.
[00:54:33.642 --> 00:54:49.698]  And with the likes of the Labour Party and the Scottish National Workers' Party, all these parties that are left-wing, the so-called Liberal, so-called Democrats, who are neither, the so-called Greens, who are the destroyers of the planet, these people, they're all on the far left from
[00:54:49.858 --> 00:55:07.365]  I understand, but long term... They are going to fight and fight and fight to make sure that they will use the majority that they can muster in parliament, together with a whole lot of conservatives who aren't really conservative at all, to vote down any bill to give effect... So that's their next scam.
[00:55:07.365 --> 00:55:08.686]  Let me ask you this then.
[00:55:08.686 --> 00:55:10.247]  That's going to be the next battle.
[00:55:10.247 --> 00:55:11.127]  Sure.
[00:55:11.127 --> 00:55:13.468]  I mean, just brief questions here fast, because I want your view on this.
[00:55:14.861 --> 00:55:24.747]  But do you agree with me, though, that the genie's out of the bottle, it's gonna be a long fight, but there's no way, I mean, unless it's a total dictatorship, is there ever gonna be able to keep this thing in place?
[00:55:24.747 --> 00:55:26.808]  How long until you think Europe finally falls apart?
[00:55:27.728 --> 00:55:29.789]  The people have spoken here in Britain.
[00:55:29.789 --> 00:55:32.831]  They haven't been allowed to speak almost everywhere else.
[00:55:32.831 --> 00:55:40.216]  Where they have been allowed to speak, they have tended to be told to go and vote again and vote again until they get the answer the elites want.
[00:55:40.216 --> 00:55:42.938]  That technique will no longer work.
[00:55:42.938 --> 00:55:50.563]  There is now a need for something I've mentioned before, which is an international grouping to advance the cause of liberty.
[00:55:50.563 --> 00:55:55.326]  No longer, if we stand alone as national parties, will we be strong enough to defeat...
[00:55:58.209 --> 00:56:08.018]  You've talked about an open society of governments and peoples working together in shared cause so that the globalists just don't act like they're the only ones trying to have humanity come together.
[00:56:08.018 --> 00:56:09.299]  Why have we given them that power?
[00:56:09.299 --> 00:56:10.761]  We need something to counter that.
[00:56:11.738 --> 00:56:12.238]  We do.
[00:56:12.238 --> 00:56:29.368]  We now need a Freedom International, I don't know what we'll call it, but something like that, which is a subscription membership party, which everybody joins, from America, from Britain, from all the other countries of Europe and the Commonwealth and everywhere else, where liberty still matters.
[00:56:29.368 --> 00:56:35.672]  Because if we don't stand together now, then we'll fall, as I think it was Benjamin Franklin used to say.
[00:56:35.672 --> 00:56:36.512]  We'll hang separate.
[00:56:36.512 --> 00:56:39.474]  We must all hang together, or assuredly we shall all hang separately.
[00:56:40.194 --> 00:56:59.841]  Listen, I mean, Nigel Farage, I mean, I cannot stress, and yourself and the rest of the party, UKIP, coming from nowhere, now the fastest growing party in Europe, other parties joining, other parties picking up the nationalist rhetoric, this is beautiful, Le Pen, all the rest of it, I mean, this is clearly rising, and globally, this could bring in the new renaissance.
[00:57:00.581 --> 00:57:03.883]  Remember that this is not a nationalist movement, UKIP.
[00:57:03.883 --> 00:57:08.526]  What UKIP is, is a democratic, freedom-loving movement.
[00:57:08.526 --> 00:57:13.528]  We are not there to say a nation-state is the only way we can conduct our affairs.
[00:57:13.528 --> 00:57:23.294]  We are there to say that a European super-state that we do not elect and that our people cannot control, that is not the way forward for Europe any more than it is for our country.
[00:57:23.294 --> 00:57:26.716]  Where they arrest people for their speech, where they exempt themselves from taxes.
[00:57:26.716 --> 00:57:28.437]  I mean, it's a new royalty, isn't it?
[00:57:29.195 --> 00:57:30.816]  They exempt themselves from taxes.
[00:57:30.816 --> 00:57:36.918]  Worse, they exempt themselves also from civil suit and from criminal prosecution.
[00:57:36.918 --> 00:57:45.622]  And the people who run the Central Stability Pact... Yeah, tell folks who these new sovereigns are on these bureaucracies and how they set those up, briefly.
[00:57:45.622 --> 00:57:46.362]  I mean, this is amazing.
[00:57:46.362 --> 00:57:49.343]  Well, for instance, the European Stability Pact is a good example.
[00:57:49.343 --> 00:57:56.466]  This is the thing that was intended to address the collapse in the euro, which is still, of course, collapsing and will collapse still faster now that Britain's voted out.
[00:57:57.066 --> 00:58:13.137]  But they set up a governing body of absolute bankers, and these bankers have been given, by the treaty establishing the Stability Pact, total immunity from civil suit or criminal prosecution for any actions they take.
[00:58:13.137 --> 00:58:22.743]  And one of their actions that they are empowered by this treaty to take is to order any member state of the Stability Pact, fortunately not including Britain,
[00:58:23.303 --> 00:58:26.746]  To hand over any amount of money that they demand.
[00:58:26.746 --> 00:58:27.486]  That's the bail-in.
[00:58:27.486 --> 00:58:28.707]  As soon as they demand it.
[00:58:28.707 --> 00:58:30.669]  And that's how they're able to install leaders, too.
[00:58:30.669 --> 00:58:36.273]  That's how they're able to tell places like Greece or Italy, hey, here's your new leader.
[00:58:36.273 --> 00:58:39.376]  Back in 70 seconds with final comments from Warren Mumpkin and Kit Daniels.
[00:58:39.376 --> 00:58:40.537]  This is so incredible.
[00:58:40.537 --> 00:58:42.918]  World dictatorship is their goal.
[00:58:42.918 --> 00:58:43.699]  Kelly, it's amazing.
[00:58:43.699 --> 00:58:45.160]  Stay with us.
[00:58:45.160 --> 00:58:47.302]  Visit GCNlive.com today.
[00:58:50.023 --> 00:58:55.085]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:58:55.085 --> 00:59:03.767]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:59:03.767 --> 00:59:07.889]  Longevity also offers you an ingenious way to augment your income.
[00:59:07.889 --> 00:59:08.669]  And the best part?
[00:59:08.669 --> 00:59:11.530]  You'll be helping your friends and family along the way.
[00:59:11.530 --> 00:59:14.150]  Visit InfoWarsTeam.com today.
[00:59:14.150 --> 00:59:14.931]  Become a member.
[00:59:14.931 --> 00:59:18.992]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:59:19.212 --> 00:59:25.955]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:59:25.955 --> 00:59:26.916]  Another win-win.
[00:59:26.916 --> 00:59:30.637]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:59:30.637 --> 00:59:31.878]  And you can be too.
[00:59:31.878 --> 00:59:32.438]  It's simple.
[00:59:32.438 --> 00:59:35.380]  Just go to Infowarsteam.com today.
[00:59:35.380 --> 00:59:37.481]  Complete a short sign-up and you're part of the team.
[00:59:37.481 --> 00:59:40.722]  That's Infowarsteam.com or Infowarshealth.com.
[00:59:40.722 --> 00:59:47.025]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:59:47.025 --> 00:59:48.346]  Check it out for yourself today.
[00:59:52.038 --> 01:00:11.823]  You're listening to the Alex Jones Show.
[01:00:11.823 --> 01:00:16.484]  Live from the InfoWars.com studios, it's Alex Jones.
[01:00:22.330 --> 01:00:25.592]  Alright, again, I get upset.
[01:00:25.592 --> 01:00:31.536]  I start hyperventilating when we sit here and see open tyranny being set up and the general public's in a coma.
[01:00:31.536 --> 01:00:41.042]  I don't normally disagree with Lord Monckton because he's one of the leading experts on the EU tyranny and advised Margaret Thatcher on it who opposed going into it and spoke out against it.
[01:00:42.444 --> 01:00:46.929]  I mean, this is an unelected bureaucracy of mega-banks taking over countries and installing leaders.
[01:00:46.929 --> 01:00:50.894]  But just a closing comment from him and then one from Kit Daniels, the head of our next guest.
[01:00:50.894 --> 01:00:55.599]  We're going to Supreme Court rulings and more on Brexit coming up.
[01:00:55.599 --> 01:01:01.085]  I look at the euro, how they claim they set it up as a steel trade deal, an economic commission and all this.
[01:01:02.168 --> 01:01:06.590]  And I've seen some of the leaders of the Euro admit it was set up to consolidate control.
[01:01:06.590 --> 01:01:11.913]  I think it's been a tyranny from the beginning, and certainly is a naked tyranny now.
[01:01:11.913 --> 01:01:14.274]  I mean, why do you say it wasn't started as a tyranny, Lord Monckton?
[01:01:15.615 --> 01:01:23.158]  Originally, at least this was the official declared purpose, let's be clear about this, as a means of, it was called the European Coal and Steel Community.
[01:01:23.158 --> 01:01:27.560]  Its job was to make sure there was enough coal and steel to rebuild Europe after the Second World War.
[01:01:27.560 --> 01:01:30.881]  That was its... That was the Treaty of London in 48, wasn't it?
[01:01:30.881 --> 01:01:32.762]  And then in 56, the Treaty of Rome.
[01:01:33.482 --> 01:01:38.126]  And the Treaty of Rome was where it began to diverge from that original purpose.
[01:01:38.126 --> 01:01:50.396]  And because the treaty that set up the Coal and Steel community was a purely technocratic treaty just to make sure there was enough Coal and Steel to go round, that didn't need to be run democratically.
[01:01:50.896 --> 01:02:07.904]  But the people who then decided they would try and create a European super-state moved in, people like Jean Monnet, and they quite explicitly said, well, we don't want democracy, what we want is the governing elite to come together and form a Europe which we, the dictators, will run.
[01:02:07.904 --> 01:02:11.886]  And by the way, the German president just interrupted.
[01:02:11.886 --> 01:02:16.588]  Then promptly moved in and tried to do, bureaucratically, what they couldn't do by force of arms.
[01:02:17.168 --> 01:02:20.971]  And that has been the continuing problem with it ever since.
[01:02:20.971 --> 01:02:36.521]  And that is why, in the end, the likes of me, who at first were in favour of the free trade area, which the European Union originally was, when it was just the European Communities, we turned against it when it began galloping towards being the system that everyone can now see it becoming.
[01:02:36.701 --> 01:02:38.662]  And in closing, let me ask you this question.
[01:02:38.662 --> 01:02:40.103]  Infowars.com story.
[01:02:40.103 --> 01:02:43.024]  German president, there's video, says the elites are not the problem.
[01:02:43.024 --> 01:02:43.844]  This is a quote.
[01:02:43.844 --> 01:02:45.205]  The populations are the problem.
[01:02:45.205 --> 01:02:46.425]  Close quote.
[01:02:46.425 --> 01:02:48.746]  Are these people completely mentally ill?
[01:02:48.746 --> 01:02:50.087]  Why are they so arrogant?
[01:02:50.087 --> 01:02:54.309]  Why do they admit everything about world government, but then have their media say it doesn't exist?
[01:02:55.029 --> 01:03:00.572]  They are so arrogant precisely because the media have been so comprehensively captured.
[01:03:00.572 --> 01:03:11.657]  And if there's one book you need to read to work out how this was done, then it's Ion Mihai Pachapa, who was the head of the Securitate under Ceausescu's Romania.
[01:03:11.657 --> 01:03:20.982]  And he headed the disinformation directorate of the KGB, whose sole function was to denigrate and destroy the reputations of all the enemies of communism throughout Europe.
[01:03:21.742 --> 01:03:26.704]  And they managed to recruit a million European Communists.
[01:03:26.704 --> 01:03:27.064]  That's right.
[01:03:27.064 --> 01:03:34.686]  To help out in... And even after they fell, the brainwashed European Communists have continued the mission.
[01:03:34.686 --> 01:03:41.888]  They have indeed continued the mission, even though Pacheco eventually defected to the West and wrote a book saying that there were a million of them.
[01:03:41.888 --> 01:03:47.090]  When I tell people it was that many, they express shock and they just think I'm some kind of Reds Under the Beds merchant.
[01:03:47.090 --> 01:03:50.251]  But the phrase Reds Under the Beds was invented by Pacheco.
[01:03:50.251 --> 01:03:51.151]  It was invented as
[01:03:51.311 --> 01:03:55.273]  Well sure, they declassified a bunch of KGB files a few years ago and it was all documented.
[01:03:55.273 --> 01:04:00.555]  In fact, why don't you review that book for us and come back on and do a full hour about the controlled media in the future.
[01:04:00.555 --> 01:04:05.298]  Scienceandpublicpolicy.org, we salute you, congratulations Lord Monckton, and thank you for your fight.
[01:04:05.298 --> 01:04:13.602]  It's got to feel good to come from nowhere in the last 30 years, and you and Farage and others to be leading a global movement that I just feel honored to be part of, sir, and Trump is as well.
[01:04:14.386 --> 01:04:16.549]  Well, God bless you and thank you for your help, Alex.
[01:04:16.549 --> 01:04:18.152]  It's been absolutely vital.
[01:04:18.152 --> 01:04:18.693]  Well, thank you.
[01:04:18.693 --> 01:04:19.174]  It's amazing.
[01:04:19.174 --> 01:04:21.337]  We're not lying down, that's for sure.
[01:04:21.337 --> 01:04:23.060]  Kit, thank you for riding shotgun with us.
[01:04:23.060 --> 01:04:24.422]  More articles at InfoWars.
[01:04:24.422 --> 01:04:26.024]  Quick comment, Kit Daniels?
[01:04:26.024 --> 01:04:26.966]  Well, it's interesting, Alex.
[01:04:26.966 --> 01:04:29.390]  You said earlier that the EU is a Nazi program.
[01:04:29.710 --> 01:04:36.555]  Now it's interesting to point out that the Nazi Germany was not a technocracy, but they did put technocrats in power.
[01:04:36.555 --> 01:04:39.096]  That's what the Trilateral Commission grew out of in the 70s.
[01:04:39.096 --> 01:04:41.878]  You know, you had two separate movements, the U.S.
[01:04:41.878 --> 01:04:43.839]  technocracy and the German technocracy.
[01:04:43.839 --> 01:04:45.741]  The German technocracies would survive.
[01:04:45.741 --> 01:04:47.462]  I think the U.S.
[01:04:47.462 --> 01:04:51.124]  technocracy died in the 30s at the outbreak of World War II.
[01:04:51.124 --> 01:04:56.208]  So yeah, it's like Adolf Hitler was the last person to create a European super state.
[01:04:56.208 --> 01:04:58.349]  So yeah, this is a Nazi... It's incredible.
[01:04:58.349 --> 01:04:58.869]  Thank you, Kent.
[01:04:58.869 --> 01:04:59.570]  Thank you, Lord Monckton.
[01:05:00.210 --> 01:05:08.775]  Both GOP nominee Donald Trump and leftist investor George Soros have predicted the complete downfall of the European Union, despite Trump being a nationalist and Soros a globalist.
[01:05:08.775 --> 01:05:18.601]  The two billionaires both independently declared that they believe a domino effect has been started by Britain's decision to leave the EU and the process will be difficult for anyone to stop, as reported by Steve Watson.
[01:05:18.601 --> 01:05:19.462]  Soros said, quote,
[01:05:19.642 --> 01:05:25.364]  Now the catastrophic scenario that many feared has materialized, making the disintegration of the EU practically irreversible.
[01:05:25.364 --> 01:05:33.907]  Trump also predicted a complete breakup of the EU, and also warned that the continent would be completely unrecognizable within 10 years if strict immigration controls are not enacted.
[01:05:33.907 --> 01:05:35.127]  Trump told reporters, quote,
[01:05:41.169 --> 01:05:45.033]  Trump is referring to the resistance Scottish politicians are still giving Brexit.
[01:05:45.033 --> 01:05:47.535]  He continued, stating that, For more news, visit InfoWars.com.
[01:05:47.535 --> 01:05:48.596]  This is Kit Daniels reporting.
[01:05:59.701 --> 01:06:00.281]  I do not agree.
[01:06:00.281 --> 01:06:01.682]  You developed Living Defense for us.
[01:06:01.682 --> 01:06:03.022]  It took you over a year to do it.
[01:06:03.022 --> 01:06:04.242]  Why is this so good?
[01:06:04.242 --> 01:06:09.524]  Because people are actually waking up to the problem that pretty much scares me the most.
[01:06:09.524 --> 01:06:23.068]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[01:06:23.068 --> 01:06:24.429]  Right now with all the refugees,
[01:06:25.189 --> 01:06:26.850]  Uh, spreading disease around.
[01:06:26.850 --> 01:06:29.431]  We have biological warfare going on everywhere.
[01:06:29.431 --> 01:06:30.731]  These are all parasites.
[01:06:30.731 --> 01:06:31.832]  Tell us about all the stuff that's in it.
[01:06:31.832 --> 01:06:33.172]  There's so many things that are in it.
[01:06:33.172 --> 01:06:37.674]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[01:06:37.674 --> 01:06:40.956]  I recommend doing a parasite cleanse at least twice a year.
[01:06:40.956 --> 01:06:44.017]  Alright, well, I'm glad we've got some back in because I'm going back on it today.
[01:06:44.017 --> 01:06:45.077]  It just came back in yesterday.
[01:06:45.077 --> 01:06:46.998]  LivingDefense, InfoWarsLife.com.
[01:06:46.998 --> 01:06:48.019]  And folks, you can't lose.
[01:06:48.019 --> 01:06:50.740]  It's full of stuff that's great for your body, period.
[01:06:50.740 --> 01:06:50.860]  And...
[01:06:51.600 --> 01:06:52.622]  You support the broadcast.
[01:06:52.622 --> 01:06:53.985]  Infowarslive.com.
[01:06:53.985 --> 01:06:56.229]  Thank you Dr. Group from the Global Healing Center.
[01:06:56.229 --> 01:06:58.192]  Thank you so much for all your work sir on this great product.
[01:06:59.682 --> 01:07:07.867]  If you ever wanted a great deal on a powerful solar generator, but were waiting for an outrageously low price, you are not going to want to miss this important message.
[01:07:07.867 --> 01:07:08.688]  Here's why.
[01:07:08.688 --> 01:07:12.830]  My friends, we already see major power grid problems, and it's getting worse.
[01:07:12.830 --> 01:07:13.751]  So please listen.
[01:07:13.751 --> 01:07:17.453]  Solar generators really do provide life-saving electrical power.
[01:07:17.453 --> 01:07:23.837]  And unlike gas generators, solar generators run silently, emit no fumes or gases, and produce electricity from the sun.
[01:07:23.837 --> 01:07:27.940]  Whether it's dangerous summer storms, blackouts, intensifying civil unrest,
[01:07:28.180 --> 01:07:31.123]  You're not going to have to suffer through it like the rest of the sheep.
[01:07:31.123 --> 01:07:33.464]  And here's the best news if you want to get one this week.
[01:07:33.464 --> 01:07:38.308]  Solutions from Science has a big sale on their fast-charge solar generators.
[01:07:38.308 --> 01:07:45.054]  And they're giving away a couple thousand dollars worth of off-the-grid gear in addition to the low price for InfoWars listeners.
[01:07:45.054 --> 01:07:46.795]  So it's a good time to check it out.
[01:07:46.795 --> 01:07:48.497]  Go to gridwars.com.
[01:07:48.497 --> 01:07:50.218]  That's gridwars.com.
[01:07:50.218 --> 01:07:54.101]  It's a great opportunity to generate maximum electricity with minimum money.
[01:07:54.101 --> 01:07:55.663]  Go to gridwars.com.
[01:07:55.663 --> 01:07:57.024]  That's gridwars.com.
[01:08:02.930 --> 01:08:09.554]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
