[00:00.000 --> 00:13.680]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[55:08.880 --> 55:20.880]  So again, you see the narrative, it's Trump versus the Intel community, those brave souls who put their lives on the line for their nation, for their country.
[55:20.880 --> 55:22.880]  Trump versus those guys, right?
[55:22.880 --> 55:23.880]  Trump must be bad.
[55:23.880 --> 55:30.880]  Well, no, it's a rogue element inside and they've presented no evidence whatsoever.
[55:30.880 --> 55:36.880]  But Donald Trump is not patriotic if he even dares to question this.
[55:36.880 --> 55:42.880]  Again, after all the hot air, all the MSM hysteria, precisely zero.
[55:42.880 --> 55:47.880]  Zero evidence that Russia hacked the US presidential election has been presented.
[55:47.880 --> 55:52.880]  Zero evidence has been presented that they hacked John Podesta's emails.
[55:52.880 --> 56:07.880]  You saw the congressman get completely owned by Tucker Carlson several weeks ago when Tucker said, look in the camera and say that you've seen evidence and he's supposedly party to these intelligence briefings.
[56:07.880 --> 56:15.880]  Look in the camera, say you've seen evidence that Russia, Vladimir Putin hacked John Podesta's emails.
[56:15.880 --> 56:17.880]  He couldn't do it.
[56:17.880 --> 56:21.880]  He was completely exposed and embarrassed.
[56:21.880 --> 56:23.880]  So they can't even lie about it.
[56:23.880 --> 56:28.880]  When they're nailed down on specifics, they don't even want to say it themselves.
[56:28.880 --> 56:37.880]  They're saying, oh, we might present the evidence next week, week after week after week, this goes on with absolutely nothing to back it up.
[56:37.880 --> 56:39.880]  Is it just about delegitimizing Trump?
[56:39.880 --> 56:44.880]  Is it about actually trying to stop the transfer of power here in a couple of weeks?
[56:44.880 --> 56:47.880]  I'm going to talk about that with Roger Stone in the next segment.
[56:47.880 --> 57:03.880]  But NBC News reports top Russians celebrated when Trump won Intel report says a senior US intelligence official with direct knowledge confirmed to NBC News that the report on Russian hacking delivered to President Obama Thursday says that US intelligence
[57:03.880 --> 57:08.880]  picked up senior Russian officials celebrating Donald Trump's win.
[57:08.880 --> 57:10.880]  Well, what a surprise.
[57:10.880 --> 57:17.880]  They were celebrating somebody who said he wanted to normalize relations with Russia and not have a second Cold War.
[57:17.880 --> 57:19.880]  You think they'd be pleased about that?
[57:19.880 --> 57:20.880]  I'd be pleased about that.
[57:20.880 --> 57:25.880]  I'd be pleased about humanity not being plunged into World War III.
[57:25.880 --> 57:36.880]  With Hillary Clinton, the woman who said, even if there was a suggestion of Russian cyber hacking, that she would direct military assets against Russia.
[57:36.880 --> 57:40.880]  So, of course, they're going to be pleased if Trump wins.
[57:40.880 --> 57:42.880]  That is an evidence of hacking.
[57:42.880 --> 57:55.880]  The source described the intelligence about the celebration first reported by The Washington Post, which reported that Russia hacked the US electric grid with no evidence, didn't happen, had to come out the next day and admit it didn't happen.
[57:55.880 --> 58:00.880]  As a minor part of the overall intelligence report, which makes the case that Russia intervened in the election.
[58:00.880 --> 58:16.880]  Highly classified intercepts illustrate Russian government planning and direction of a multifaceted campaign by Moscow to undermine the integrity of the American political system, said the official, again, presenting absolutely no evidence to back it up.
[58:16.880 --> 58:30.880]  And again, we have this irony of Obama leaking intel information to NBC News while for eight years vigorously, aggressively prosecuting whistleblowers, people who leaked intelligence information.
[58:30.880 --> 58:48.880]  We'll be back with more on the Alex Jones Show Live breaking news at infowars.com. Don't go away.
[59:01.880 --> 59:11.880]  Vitamin mineral fusion drink mix at infowarslife.com is loaded with a full month supply of essential vitamins, minerals and amino acids that your body absolutely needs.
[59:11.880 --> 59:25.880]  In the history of infowars life, we've brought out a lot of amazing products like Survival Shield X2, SuperMail Vitality and so many others with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[59:25.880 --> 59:38.880]  This formula is the platinum standard of multivitamin mineral products and this part is most important. The ingredients in vitamin mineral fusion are either plant derived or of the highest quality lab standard.
[59:38.880 --> 59:50.880]  That means it's clean. That means it's pure and resecured. You're finding the tip of the spear in the info war. That's infowarslife.com and vitamin mineral fusion. Take action now before we sell out.
[59:50.880 --> 1:00:00.880]  You're listening to the Alex Jones Show.
[1:00:20.880 --> 1:00:35.880]  We're going to get into how Donald Trump himself is responding to all these allegations here in a moment, but first I want to talk to you about an exciting new product we've got at infowarsstore.com.
[1:00:35.880 --> 1:00:49.880]  It is tactical nanotechnology body armor. Again, previously only available to military and law enforcement. We've been working with some of the top special operators in the United States to source the absolute highest quality.
[1:00:49.880 --> 1:01:02.880]  And affordable body armor out there. We had a team of former Blackwater operators and Army Rangers analyze this for as we tested hundreds of different body armor technologies for their stopping power and safety.
[1:01:02.880 --> 1:01:14.880]  And infowars is excited to announce we have partnered up with National Defense Laboratories to bring you an advanced nanotechnology body armor that until now was only available to US military and law enforcement.
[1:01:14.880 --> 1:01:23.880]  It's cutting edge. It uses a patented form of carbon nanotube technology that makes it the lightest, strongest, most flexible body armor on the market.
[1:01:23.880 --> 1:01:34.880]  It's a game changing body armor. The best we've come across, the best we can find is waterproof super lightweight made in the USA comes with a 20 year warranty.
[1:01:34.880 --> 1:01:45.880]  And we have other products as well with the exclusive line of tactical nanotechnology body armor. Previously again only available to US military and law enforcement at infowarsstore.com.
[1:01:45.880 --> 1:01:58.880]  There you see the selection of great products again. The government is preparing for unrest. In fact, we've got a professor who's predicting massive unrest in the run up to 2020 and beyond.
[1:01:58.880 --> 1:02:09.880]  We're going to cover that story later. So top experts are predicting this. The elite are buying panic rooms. They're buying island shelters. They're preparing.
[1:02:09.880 --> 1:02:19.880]  So why shouldn't you at least make your own small preparations? We've got all the other great products, five star reviews, the infowars storeable food we've also got up there.
[1:02:19.880 --> 1:02:31.880]  It's available at infowarsstore.com and it helps us fight the constant attacks that we face on a daily basis from the establishment and from the mainstream media.
[1:02:31.880 --> 1:02:47.880]  New York Times reports, Trump says focus on Russian hacking is a political witch hunt. President-elect Donald J. Trump said in an interview Friday that the storm surrounding Russian hacking during the presidential campaign is a political witch hunt being carried out by his adversaries.
[1:02:47.880 --> 1:02:59.880]  They were embarrassed by their loss to him in the election last year. Trump spoke to the New York Times by telephone for three hours before he went in for the intelligence briefing.
[1:02:59.880 --> 1:03:10.880]  He said, quote, China relatively recently hacked 20 million government names referring to the breach of computers at the Office of Personnel Management in 2014 and 2015.
[1:03:10.880 --> 1:03:25.880]  Nobody even talks about that. This is a political witch hunt. And that's exactly right. They're not concerned about the actual giant hacking operations that have taken place that have been allowed to happen by the sheer incompetence of the Obama administration.
[1:03:25.880 --> 1:03:37.880]  But as soon as there's political grist to be made, they're right in there with the narrative repeated day after day after day with no evidence whatsoever to back it up.
[1:03:37.880 --> 1:03:50.880]  And of course, Lindsey Graham has got involved. Real clear politics reports. Graham at Russia hearing it is time not to throw pebbles but to throw rocks because that doesn't sound like Kim Jong-il at all.
[1:03:50.880 --> 1:04:00.880]  Does it flagrantly threatening a nuclear superpower? Just on a whim, Senator Lindsey Graham addresses the allegations of Russian hacking.
[1:04:00.880 --> 1:04:09.880]  This is what he said. Ladies and gentlemen, it is time now not to throw pebbles but to throw rocks. I wish we were not here. If it were up to me, we would all live in peace.
[1:04:09.880 --> 1:04:18.880]  Really? Is that why you hawk for every war going imaginable every single time? But Putin is up to no good and he needs to be stopped.
[1:04:18.880 --> 1:04:30.880]  Again, it sounds like a six year old child. This is a guy who's talking about a nuclear armed superpower. Mr. President-elect, when you listen to this, you can be skeptical but understand they're the intelligence community, the best among us.
[1:04:30.880 --> 1:04:42.880]  They're trying to protect us. Again, that same old BS once again. We know this is a politicized rogue element. Other elements, the larger body of the intelligence community doesn't even agree with them.
[1:04:42.880 --> 1:04:56.880]  This is about delegitimizing Trump. There's no evidence whatsoever to back it. Present the damn evidence already. Stop droning on about absolutely nothing. We'll be back with Roger Stone after the break in Four Wars dot com.
[1:05:12.880 --> 1:05:28.880]  I don't know, but from what I am told, they are very upset with how he has treated them and talked about them. And we need the intelligence community. We don't know what's going on. Look at the Russian hacking.
[1:05:28.880 --> 1:05:44.880]  Without the intelligence community, we wouldn't have discovered it. Yes, this Donald Trump. He threatens my world power. He threatens my monopoly on information. He won't buy into World War three with Russia. He's so hostile.
[1:05:44.880 --> 1:05:59.880]  Let me tell you, whether you're a super liberal Democrat or a very conservative Republican, you should be against dismantling the intelligence community.
[1:06:14.880 --> 1:06:27.880]  Download the free iPhone Android apps at info wars dot com forward slash show. It is critical that we be able to email you when we're being cyber attacked or shut down. Sign up to get our email alerts at info wars dot com forward slash newsletter.
[1:06:27.880 --> 1:06:41.880]  And finally, we have launched our new free app at info wars dot com forward slash app. You can download it on iPhone and drawing. Once you've downloaded the free app at info wars dot com forward slash app, you can then have you choose pay 495 a month to get info wars prime.
[1:06:41.880 --> 1:06:53.880]  We produce documentaries, special reports, live events and so much more on a daily and weekly basis just for prime members. We also have daily specials, sometimes as much as 50% off for members of info wars prime.
[1:06:53.880 --> 1:06:58.880]  Info wars has come a long way and info wars prime is just one more weapon in the fight for liberty.
[1:06:58.880 --> 1:07:11.880]  A clean toxic free body is the foundation of true health deep cleanse by info wars life dot com, a scientifically formulated blend of nano colloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[1:07:11.880 --> 1:07:25.880]  Using on proprietary multi step extraction technology deep cleanse are most affordable all in one cleanser with concentrated organic compounds like cilantro, milk thistle, phobic acid, orange peel zeolites and others deep cleanse doesn't hold back.
[1:07:25.880 --> 1:07:34.880]  Instead of buying five, six or even seven different cleansing products, we use decades old scientific research that puts together the Rolls Royce of all in one cleansing.
[1:07:34.880 --> 1:07:41.880]  Look, there's a reason deep cleanse is the only product on the market that uses our proprietary spider X herbal processing technique.
[1:07:41.880 --> 1:07:48.880]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[1:07:48.880 --> 1:07:58.880]  If you wish to find deep cleanse and experience the all in one cleansing visit info wars life dot com that's info wars life dot com or call 888-553-3139.
[1:08:18.880 --> 1:08:26.880]  You're listening to the Alex Jones show.
[1:08:26.880 --> 1:08:36.880]  We're live in the second hour of this Friday edition of the Alex Jones show Alex will be popping him with an update got willing next hour.
[1:08:36.880 --> 1:08:46.880]  But for the moment we turn to someone who will be familiar to all of you out there he is political consultant and strategist Roger Stone Roger welcome back.
[1:08:46.880 --> 1:08:48.880]  Paul great to be here.
[1:08:48.880 --> 1:08:52.880]  Now I want to talk about again this Russian hysteria we see every single day.
[1:08:52.880 --> 1:08:54.880]  We've got this NBC News leak.
[1:08:54.880 --> 1:09:06.880]  The Intel was supposedly leaked to them again echo chamber of dodgy evidence free intelligence just bouncing back and forth between anonymous sources and the mainstream media.
[1:09:06.880 --> 1:09:12.880]  Every single time we get this every single time they fail to present actual evidence.
[1:09:12.880 --> 1:09:20.880]  Roger isn't it amazing that the Obama administration has waged this eight year war on leakers and whistleblowers.
[1:09:20.880 --> 1:09:29.880]  You know demonize people like Julian Anderson who leaks the leaking intelligence and now they're leaking intelligence to the mainstream media.
[1:09:29.880 --> 1:09:32.880]  Now look the entire thing is a farce.
[1:09:32.880 --> 1:09:46.880]  The U.S. Senate armed committee armed services committee hearing yesterday run by establishment stooge John McCain was was laughable.
[1:09:46.880 --> 1:10:00.880]  McCain admits that all of their information is best based on assessments by the 17 intelligence agencies all of them politically controlled by Barack Obama.
[1:10:00.880 --> 1:10:12.880]  No Republican member of the House or Senate Intelligence Committee people who fully qualified to see classified documents have seen any proof.
[1:10:12.880 --> 1:10:38.880]  What we have are the claims of people like CIA director John Brennan a Wahabist who is most likely a Saudi mole a man who refused to utilize the Bible when he took the oath of CIA director or Mike Mullins a discredited former director who cleaned up the Clinton's paper trail on Benghazi.
[1:10:38.880 --> 1:10:42.880]  These are the people telling us we've been hacked by the Russians.
[1:10:42.880 --> 1:10:46.880]  They have produced no proof whatsoever.
[1:10:46.880 --> 1:10:55.880]  But endless hysteria and claims none of which are yet proven by anyone.
[1:10:55.880 --> 1:11:06.880]  Let me read to you what Chris Dowell of Fox News said this really obvious what they're trying to go with here after James Clapper's testimony who of course lied under oath let's not forget that.
[1:11:06.880 --> 1:11:12.880]  He said quote it's clear the nation's spies are not going to let Trump and go off the hook here.
[1:11:12.880 --> 1:11:18.880]  Their competency integrity and patriotism have been calling to question and they're not going to let the matter be table.
[1:11:18.880 --> 1:11:30.880]  So Roger they're trying to frame it as any question whatsoever any demand for evidence by Trump or by any Trump supporters is evidence that they're unpatriotic.
[1:11:30.880 --> 1:11:33.880]  How basic a narrative is that.
[1:11:33.880 --> 1:11:37.880]  Well it's the reflection of the entire narrative from the beginning.
[1:11:37.880 --> 1:11:40.880]  Paul you see this is the new McCarthyism.
[1:11:40.880 --> 1:11:47.880]  When I oppose thermonuclear war with the Russians over Syria.
[1:11:47.880 --> 1:11:55.880]  The Clinton needs to say I'm a I'm a traitor to my country a non patriotic American supporting the agenda of a foreign power.
[1:11:55.880 --> 1:11:59.880]  I grew up in the anti communist movement.
[1:11:59.880 --> 1:12:04.880]  I hated the Russian system then I hate the Russian system now.
[1:12:04.880 --> 1:12:19.880]  But the idea that if you don't support the neocons rush to war over Syria that you're a traitor to your country is insulting Hillary Clinton tried it on Donald Trump and the voters didn't buy it.
[1:12:19.880 --> 1:12:30.880]  I mean it's amazing that Democrats are doing this now after the decades of the left you know flung that allegation at the right oh if you criticize anyone you're you're a communist.
[1:12:30.880 --> 1:12:40.880]  Same with the war on terror and a Bosch you know the left were incensed that they would be they would be charged with being in league with the terrorists you know George Bosch gave the famous speech.
[1:12:40.880 --> 1:12:47.880]  You're either with us or you're with the terrorists that absolutely incensed the left and rightly so at the time I supported them.
[1:12:47.880 --> 1:12:57.880]  But now if anyone questions this intelligence that they're with the Russians you had Tucker Carlson interviewing the Democratic congressman who saw the intelligence.
[1:12:57.880 --> 1:13:08.880]  You know on on his Fox News show and he said why don't you go and get a show on RT again couldn't look in the camera couldn't say definitively that he'd seen any evidence that the Russians have hacked John Podesta's emails.
[1:13:08.880 --> 1:13:11.880]  It's absolutely insane that they're still pushing this narrative.
[1:13:11.880 --> 1:13:25.880]  Then you have Lindsay Graham. This is somebody who during this hearing yesterday literally sounded like Kim Jong-il from 10 years ago calling on Donald Trump to quote throw rocks at Russia.
[1:13:25.880 --> 1:13:36.880]  I mean Roger at what point does his rhetoric itself represent a national security threat given how unhinged Lindsay Graham sounds right now.
[1:13:36.880 --> 1:13:43.880]  Look, Lindsay Graham Graham is like the mini made for Senator John McCain.
[1:13:43.880 --> 1:13:53.880]  He is a war at any cost fellow whose general foreign policy is send troops and let's find out what this is about later.
[1:13:53.880 --> 1:14:06.880]  He has been a consistent drum beater for numerous foreign adventures that have cost both American American millions and lives.
[1:14:06.880 --> 1:14:11.880]  And he is a camp boy follower for Senator John McCain.
[1:14:11.880 --> 1:14:17.880]  These people are smarting over the defeat their defeat by Donald Trump.
[1:14:17.880 --> 1:14:23.880]  McCain had a great big nothing burger. I listened to his hearings.
[1:14:23.880 --> 1:14:30.880]  He has briefings from the CIA. He has assessments.
[1:14:30.880 --> 1:14:33.880]  But no one has seen proof of Russian hacking.
[1:14:33.880 --> 1:15:01.880]  Indeed, we are told by Craig Murray the UK veteran diplomat that human intelligence that he was involved in the passage of the Democratic National Committee leaks to WikiLeaks which were not hacked material but most likely perloined for which I believe a Seth Rich took four in the back in all honesty.
[1:15:01.880 --> 1:15:09.880]  So it is the entire narrative is an extraordinary one.
[1:15:09.880 --> 1:15:22.880]  And again, I mentioned a poll earlier that I think it was an NBC journalist was running who do you trust more the US Intel community and WikiLeaks of course they're trying to set it up as an adversarial thing Trump versus the Intel community.
[1:15:22.880 --> 1:15:36.880]  But shall we just look at this from a see from a historical point of view. They lied about the Kennedy assassination. They lied about Vietnam.
[1:15:36.880 --> 1:16:02.880]  They lied about Benghazi. They lied about the excesses in South America in the 70s. They were brought to heal by President Jimmy Carter, but the many CIA veterans that he fired had their revenge when they returned under Ronald Reagan.
[1:16:02.880 --> 1:16:12.880]  It's a rogue agency. Why would we believe anything that they say they have an agenda quite different than that of the American people.
[1:16:12.880 --> 1:16:34.880]  It's not a great track record is it to be honest. One thing though that cropped up again with the, of course we had the accusations that the emails were passed to WikiLeaks by Russia. No evidence whatsoever.
[1:16:34.880 --> 1:16:50.880]  Right now. No, you say you haven't met with them. Let's play. I never I have never on any occasion claimed that I had met with him. I had never claimed that we had directly communicated spoken on the phone on the net.
[1:16:50.880 --> 1:17:04.880]  Or otherwise, I simply said that we had a mutual friend, someone that was a friend of mine that I had a high regard for and someone who he had a high regard for this person is a libertarian, a free thinker.
[1:17:04.880 --> 1:17:19.880]  He's quite a chap. He told me several things that Assange had told him, such as Assange and WikiLeaks had unspecified political dynamite.
[1:17:19.880 --> 1:17:30.880]  That says nothing of John Podesta or Russian money laundering or the Clinton Foundation, simply that the information was politically devastating.
[1:17:30.880 --> 1:17:41.880]  The idea that I knew in advance the subject matter or the timing of anything WikiLeaks and Julian Assange chose to do is a lie.
[1:17:41.880 --> 1:17:54.880]  But it's a it's a it's a recycled refrain of the left who want to make the WikiLeaks disclosures, the product of Russian activities, which they are not.
[1:17:54.880 --> 1:17:59.880]  And which Assange himself has said repeatedly, they were not.
[1:17:59.880 --> 1:18:08.880]  And they've lied repeatedly about Assange as well. We had CNN insinuating that he was a pedophile. They had to withdraw that after WikiLeaks threatened legal action.
[1:18:08.880 --> 1:18:14.880]  We have this is this is a classic CIA disinformation dodgeball.
[1:18:14.880 --> 1:18:24.880]  As you know, they they plant him with some girl who he meets presumably in a pub and she's in a randy mood and they have a good time.
[1:18:24.880 --> 1:18:32.880]  And then she turns out to be an asset. They're charging him with a crime. This is a setup. This is so classic British intelligence.
[1:18:32.880 --> 1:18:41.880]  It's it's it's an absurdity. Assange does not work for any nation state. He's not particularly fond of the Russians.
[1:18:41.880 --> 1:18:49.880]  I don't think he particularly likes the United States or China either on the basis of many abuses that he knows about.
[1:18:49.880 --> 1:18:55.880]  But in my view, he is a patriot, not a stooge for Vladimir Putin.
[1:18:55.880 --> 1:19:09.880]  And he's not particularly a fan of Donald Trump either. That's what we have to remember. Assange was bashed by the right by the likes of Fox News for years and years when he kept releasing the Iraq footage, for example, back in 2010.
[1:19:09.880 --> 1:19:20.880]  The Guardian lied about him. They took an interview he did with I think it was an Italian newspaper and tried to frame it as if he was directly supporting Trump and being a cheerleader for Trump.
[1:19:20.880 --> 1:19:29.880]  Complete nonsense. They took a complete mistranslation of the interview. Again, had to retract the article. They get well over over again.
[1:19:29.880 --> 1:19:40.880]  In all honesty, Paul, I'm actually quite confident that if Assange had had negative material from the email files of Donald Trump, he'd have published it.
[1:19:40.880 --> 1:19:52.880]  Trump, as you know, quite famously does not use email. So would there be very little to find. But it was the Clinton's who were in government for 30 years, and that's why their information is important.
[1:19:52.880 --> 1:20:10.880]  That's right. Hold that thought. Roger will be back after the break. This is the Alex Jones show live info wars dot com.
[1:20:23.880 --> 1:20:32.880]  Patriot Power Greens has been so effective for many of the older soldiers that it's made their achy joints, stiff muscles and lack of energy, a thing of the past.
[1:20:32.880 --> 1:20:43.880]  Previously, this drink was only available to elite military units. But for a limited time, the creator of Patriot Power Greens has set aside a small number of free samples specifically for our conservative friends.
[1:20:43.880 --> 1:20:58.880]  All they ask is that you chip in a few bucks to cover shipping to claim your free samples of Patriot Power Greens. Go to green 75.com. That's green 75.com greens 75.com.
[1:20:58.880 --> 1:21:13.880]  Will the government protect your family from Iran and North Korea's newest weapon, EMP? We buy guns to protect ourselves. Home, health and car insurance for accidents. Maybe you also have food storage. But how would you keep your refrigerator running in a long term EMP blackout?
[1:21:13.880 --> 1:21:30.880]  Using tested military designs, the Solark EMP Hardened Solar Generator protects and powers your critical appliances for years without burying items underground or wrapping them in aluminum foil. Unlike other preps, Solark is used every day to help offset your electric bill automatically.
[1:21:30.880 --> 1:21:43.880]  Visit portablesolrllc.com to learn how easily expandable the system is. Solark is the most affordable and powerful solution on the market. The whole system even fits in the back of a pickup or SUV and can install in less than an hour.
[1:21:43.880 --> 1:21:57.880]  See for yourself why Solark beats other off-grid systems at portablesolrllc.com. Don't wait for the government. Go to portablesolrllc.com to learn why Solark is energy insurance for your family.
[1:21:57.880 --> 1:22:05.880]  For years, you've looked for safe solutions to protect what you've worked so hard to build. How do you weather the next market correction with confidence?
[1:22:05.880 --> 1:22:12.880]  Now there's a way to conquer the technology hurdle and help protect your profits without buying an annuity in any market condition.
[1:22:12.880 --> 1:22:27.880]  Introducing Wealth Guard from onthemarkmoney.com. Wealth Guard lets you know in advance if your accounts are dropping. An early warning system that tracks all your accounts. Get Wealth Guard today 100% free. Go to onthemarkmoney.com. That's onthemarkmoney.com.
[1:22:42.880 --> 1:22:57.880]  For incredibly delicious water now and in an emergency, get to goberky.com. We're call 877-886-3653. 877-886-3653. Goberky.com.
[1:23:12.880 --> 1:23:38.880]  We're all looking for safe, effective and all-natural remedies for ourself and our family. The solution is simplex. Simplex oils provide natural anti-inflammatory and pain relief.
[1:23:38.880 --> 1:23:45.880]  Anti-oxidant and nerve protection. And is an amazing topical acne removal and skin care supplement.
[1:23:45.880 --> 1:24:10.880]  Natural healing at a very affordable price. Find out more about our non-psychoactive CBD oil products. Go to simplexspecials.com. That's simplexspecials.com.
[1:24:10.880 --> 1:24:22.880]  We're live on The Alex Jones Show with Roger Stone. By the way, I want to get that Choll Schumer clip ready where he basically in a mafia-style way threatens Donald Trump says the Intel community will take its revenge.
[1:24:22.880 --> 1:24:32.880]  Let's get that queued up. I want to get Roger's reaction to that. Before we go back to Roger, I want to remind you again about the 2017 Make Our Bodies Great Again initiative at infowarslife.com.
[1:24:32.880 --> 1:24:42.880]  This was a historical year just gone with the historic victory of Donald J. Trump. But the globalists are going to come back even stronger in 2017.
[1:24:42.880 --> 1:24:50.880]  So you've got to be strong basically to have any impact, have any success in this information war. It's going to take a toll on your body.
[1:24:50.880 --> 1:25:03.880]  And these products really help you re-energize, read the five-star reviews, get the discounts currently in place with the 2017 Super Sale on all our top infowarslife formulations.
[1:25:03.880 --> 1:25:26.880]  Which includes Super Male Vitality, Secret 12, 30 and 20% off, Liver Shield 20% off, Survival Shield X2 30% off, Knockout 20% off, Prostaguard 20% off and Brainforce 30% off. And of course, if you sign up for the re-ups, then you can get them delivered on a regular basis without having to keep going back to the website again and again.
[1:25:26.880 --> 1:25:38.880]  So you will never forget to replenish your supplies. That is the 2017 Make Our Bodies Great Again Super Sale Special at infowarslife.com.
[1:25:38.880 --> 1:25:50.880]  It not only maintains as it helps us grow. You know, we lose reporters, we gain reporters, we're constantly having to pay for flights, pay for hotel rooms, pay for new equipment to upgrade everything.
[1:25:50.880 --> 1:25:58.880]  It's a great expense and you've seen how far we've come. We've accelerated in our growth and it's solely down to your support.
[1:25:58.880 --> 1:26:08.880]  And it works well both ways. You get the great products. We get to remain independent. This is key. They constantly try and bash us for selling products.
[1:26:08.880 --> 1:26:22.880]  God forbid we would sell nutritional supplements. Meanwhile, they're selling advertising to Prozac producers. You know, George Soros is funding Black Lives Matter to the tune of hundreds of thousands of dollars.
[1:26:22.880 --> 1:26:32.880]  CNN is taking money from Gulf state dictatorships. But we're bad for selling nutritional products. Well, we're proud of the products. The people who've got them say they work.
[1:26:32.880 --> 1:26:44.880]  You can read the independent reviews and it all goes to help support the growth of this network. It is the 2017 Make Our Bodies Great Again initiative at infowarslife.com.
[1:26:44.880 --> 1:26:51.880]  Let's go back to Roger Stone now. Do we have that Chuck Schumer clip ready? We got it ready. Let's roll it.
[1:26:51.880 --> 1:27:02.880]  You see the scare quotes there. The intelligence briefing on so-called Russian hacking was delayed until Friday. Perhaps more time needed to build a case. Very strange.
[1:27:02.880 --> 1:27:11.880]  We're actually told intelligence horses tell NBC News since this tweet has been posted that actually this intelligence briefing for the president-elect was always planned for Friday. It hasn't been delayed.
[1:27:11.880 --> 1:27:22.880]  But he's taking these shots. This antagonism is taunting to the intelligence community. You take on the intelligence community. They have six ways from Sunday at getting back at you.
[1:27:22.880 --> 1:27:30.880]  So even for a practical, supposedly hard-nosed businessman, he's being really dumb to do this. What do you think the intelligence community would do if they were motivated to?
[1:27:30.880 --> 1:27:41.880]  I don't know. But from what I am told, they are very upset with how he has treated them and talked about them. And we need the intelligence community. We don't know. Look at the Russian hacking.
[1:27:41.880 --> 1:27:45.880]  Without the intelligence community, we wouldn't have discovered it.
[1:27:45.880 --> 1:27:51.880]  Do you think he has an agenda to try to dismantle parts of the intelligence community? I mean, this form of taunting hostility.
[1:27:51.880 --> 1:27:58.880]  Whether you're a super liberal Democrat or a very conservative Republican, you should be against dismantling the intelligence community.
[1:27:58.880 --> 1:28:03.880]  Roger Stone, you heard the thinly veiled threat there. What do you make of that?
[1:28:03.880 --> 1:28:13.880]  First of all, that was an extraordinary exchange. The intelligence community needs to be revamped, reorganized and completely rethought.
[1:28:13.880 --> 1:28:23.880]  Because they have failed us repeatedly, lied to us about important significant issues such as Benghazi, the rise of ISIS.
[1:28:23.880 --> 1:28:39.880]  They have undermined President-elect Trump at every turn. And now they understand that he intends to restructure the entire information structure of the National Security Apparatus,
[1:28:39.880 --> 1:28:52.880]  defense, intelligence, which will now override seven different agencies, because Trump is going to depoliticize these agencies which have been abused by Obama.
[1:28:52.880 --> 1:29:01.880]  Now, this scares the bejesus out of the professional intelligence community.
[1:29:01.880 --> 1:29:07.880]  Trump is speaking openly about cutting the number of personnel at Langley.
[1:29:07.880 --> 1:29:25.880]  He has, I think, a low regard for a branch of government that sought to undermine his election, and has yet to be honest with him, most likely, since he has attended his first briefing.
[1:29:25.880 --> 1:29:35.880]  He's right to be deeply suspicious, and they fear an overhaul. And Trump understands the need to do exactly that.
[1:29:35.880 --> 1:29:41.880]  If I were John Brennan, I would not want to be briding too high.
[1:29:41.880 --> 1:29:46.880]  We'll be back to talk about it live. Stay right there, Roger, on the Alex Jones Show. Break your news.
[1:29:46.880 --> 1:29:48.880]  Head in for wars.com. Be back.
[1:29:48.880 --> 1:30:06.880]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[1:30:18.880 --> 1:30:27.880]  From what I am told, they are very upset with how he has treated them and talked about them. And we need the intelligence community. We don't know what's going on.
[1:30:27.880 --> 1:30:32.880]  Look at the Russian hacking. Without the intelligence community, we wouldn't have discovered it.
[1:30:32.880 --> 1:30:44.880]  Yes, this Donald Trump. He threatens my world power. He threatens my monopoly on information. He won't buy into World War III with Russia. He's so hostile.
[1:30:44.880 --> 1:30:52.880]  Let me tell you, whether you're a super liberal Democrat or a very conservative Republican, you should be against dismantling the intelligence community.
[1:30:52.880 --> 1:31:19.880]  This is Owen Schreuer for infowars.com. Godspeed, Donald Trump. Godspeed.
[1:31:22.880 --> 1:31:37.880]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves.
[1:31:37.880 --> 1:31:46.880]  The general public doesn't. The Alexa Pure Breeze will be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean.
[1:31:46.880 --> 1:31:53.880]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[1:31:53.880 --> 1:31:59.880]  Find out why this system is so revolutionary today. And infowars.com.
[1:31:59.880 --> 1:32:03.880]  Dr. Group, you developed Living Defense for us. It took you over a year to do it. Why is this so good?
[1:32:03.880 --> 1:32:14.880]  Because people are actually waking up to the problem that pretty much scares me the most. I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[1:32:14.880 --> 1:32:26.880]  But right now, we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism right now with all the refugees spreading disease around.
[1:32:26.880 --> 1:32:30.880]  We have biological warfare going on everywhere. These are all parasites.
[1:32:30.880 --> 1:32:32.880]  Tell us about all the stuff I said. There's so many things that are in it.
[1:32:32.880 --> 1:32:40.880]  You have the neem in there. You have the organic clove bud, the organic wormwood. I recommend doing a parasite cleanse at least twice a year.
