[00:00.000 --> 00:02.000]  We've got it.
[32:26.000 --> 32:30.000]  We'll pull it up from three weeks ago. So that's when you have knowledge.
[32:30.000 --> 32:34.000]  Not only is it in this memo from the Justice Department.
[32:34.000 --> 32:39.000]  Which the president says he wants to follow so he can act like, oh, we just got the idea to ban your guns.
[32:39.000 --> 32:46.000]  They say we'll have to have a buyback, though, at market value. Of course, that'll be whatever they determine.
[32:46.000 --> 32:51.000]  And then you go turn your magazines and rifles in. But then this goes on to just say, ban them all.
[32:51.000 --> 32:57.000]  And see, here's AP. AP spends it. Officer.com carries the AP article.
[32:57.000 --> 33:07.000]  NRA uses DOJ memo to accuse Obama on guns because the memo admits there's only 30 something actual mass shootings and assault weapons really aren't used.
[33:07.000 --> 33:10.000]  Hardly any crimes. So we just ought to ban everything.
[33:10.000 --> 33:15.000]  So the media spends one part of the memo where they admit it's about gun confiscation.
[33:15.000 --> 33:21.000]  But they spin it like, oh, well, the NRA is pointing out that, you know, assault weapons aren't using a lot of crime.
[33:21.000 --> 33:24.000]  The big elephant in the room is the gun confiscation.
[33:24.000 --> 33:31.000]  So we're now turning into death race 2000 or something, where only the government has the guns and human life has no value.
[33:31.000 --> 33:34.000]  And there's bonus points for killing women and kids and old people.
[33:34.000 --> 33:42.000]  We'll be back.
[33:42.000 --> 33:47.000]  We now take you live to the Central Texas command center.
[33:47.000 --> 33:57.000]  And the heart of the resistance rallying patriots worldwide.
[33:57.000 --> 34:03.000]  You're listening to the Alex Jones Show.
[34:03.000 --> 34:10.000]  The second hour is only about 13 minutes away and after the news, we'll be back and take your phone calls.
[34:10.000 --> 34:16.000]  A toll free number to join us specifically on the moves to disarm veterans outside of judicial law,
[34:16.000 --> 34:22.000]  just fraudulently through intimidation and lies and misinterpretation of the Brady Act.
[34:22.000 --> 34:29.000]  I want to get your take on that. I want to get your take on the Justice Department memo that's advising the president to just ban all guns outright.
[34:29.000 --> 34:32.000]  Just go right to confiscation.
[34:32.000 --> 34:37.000]  The company hired by Homeland Security, one of the biggest paper target makers in the U.S.,
[34:37.000 --> 34:44.000]  $2 million in 2012 and millions this year, it looks like, for paper targets of little kids and people to shoot.
[34:44.000 --> 34:47.000]  You cannot make up the bizarreness of all this.
[34:47.000 --> 34:53.000]  Here's the toll free number. I want to hear from you on the subject of the Second Amendment, because if it goes, everything goes.
[34:53.000 --> 34:59.000]  And it ties right into the deception of these people saying, we don't want your guns as they move forward to do it.
[34:59.000 --> 35:04.000]  It's amazing that right there shows the criminality and discredits them and their whole agenda.
[35:04.000 --> 35:06.000]  This should blow up in their face politically.
[35:06.000 --> 35:16.000]  877-789-ALEX, 877-789-ALEX, 877-789-2539.
[35:16.000 --> 35:19.000]  That's a different number than the weekday show because we run the whole show ourselves here.
[35:19.000 --> 35:25.000]  Okay, in this short segment, let me get to all these clips backing up what I was just saying, okay?
[35:25.000 --> 35:30.000]  And all the articles, all the info is at prisonplanet.com and infowars.com.
[35:30.000 --> 35:34.000]  Right now, they're all up there on the site.
[35:34.000 --> 35:48.000]  And it's shocking for me it's moving this quick, but you've got to understand they've already scripted and cast libertarians and American patriots and conservatives as the enemy.
[35:48.000 --> 35:58.000]  And in sitcoms and dramas and the WWE, everywhere on Hawaii Five-0, the new season, it's always the evil right-wingers are shooting cops.
[35:58.000 --> 36:02.000]  They are preparing for Homeland Security to go after us.
[36:02.000 --> 36:07.000]  And there's no way they'll get away with it if we stand up to them and point out what despicable criminals they are.
[36:07.000 --> 36:11.000]  The Obama administration and staging fast and furious, that's criminal.
[36:11.000 --> 36:16.000]  And all the other crimes they've committed, the energy companies, the scams, the Chicago mafia.
[36:16.000 --> 36:19.000]  The Chicago mafia basically runs this country now.
[36:19.000 --> 36:23.000]  I mean, I cannot overstate how bad things are.
[36:23.000 --> 36:28.000]  But admitting that, sometimes when stuff gets so bad, it can flip back real quick.
[36:28.000 --> 36:34.000]  And it doesn't mean Republicans are good either, but my goodness, I mean, America, wake up and get out of your coma.
[36:34.000 --> 36:38.000]  Stuff is getting crazy, crazy.
[36:38.000 --> 36:43.000]  And sure, I just knew about the stuff they were doing before you did, so I sounded crazy.
[36:43.000 --> 36:48.000]  Not because I'm crazy, they're crazy tyrants, so I'm reporting on it.
[36:48.000 --> 36:53.000]  If you were looking at a mirror of something really ugly, you'd think the mirror was ugly.
[36:53.000 --> 36:56.000]  I'm like the mirror, I'm only showing you what they're doing.
[36:56.000 --> 36:58.000]  I'm not the one doing this.
[36:58.000 --> 37:00.000]  I know it sounds crazy, but it's happening.
[37:00.000 --> 37:02.000]  History's crazy.
[37:02.000 --> 37:04.000]  Now let's go to this first clip.
[37:04.000 --> 37:08.000]  Here is Chris Cox, the executive director of the NRA, they released this Friday night,
[37:08.000 --> 37:16.000]  talking about the fact that this memo admits that there's very few crimes committed with assault weapons, so why do they want to ban them?
[37:16.000 --> 37:21.000]  But in the memo is the rest of the story where it says let's just confiscate.
[37:21.000 --> 37:24.000]  And that that's their real plan once they register.
[37:24.000 --> 37:27.000]  So let's go ahead and go to that clip.
[37:27.000 --> 37:29.000]  President Obama gives a good speech.
[37:29.000 --> 37:34.000]  And when you listen to him talk about new gun laws, you may think he sounds reasonable.
[37:34.000 --> 37:38.000]  But what happens when you look at the details behind the president's policies?
[37:38.000 --> 37:40.000]  How would they actually work?
[37:40.000 --> 37:43.000]  Let's look at what Obama's own experts have to say.
[37:43.000 --> 37:47.000]  This internal Justice Department memo says, quote,
[37:47.000 --> 37:52.000]  an assault weapons ban is unlikely to have an impact on gun violence.
[37:52.000 --> 37:56.000]  And unlikely that is unless it comes with something else.
[37:56.000 --> 38:05.000]  Obama's experts say that a gun ban, like the one being debated right now in Congress, will not work without mandatory gun buybacks.
[38:05.000 --> 38:07.000]  Mandatory gun buyback.
[38:07.000 --> 38:12.000]  That's government confiscation of legal firearms owned by honest citizens.
[38:12.000 --> 38:16.000]  And what about Obama's call for universal background checks?
[38:16.000 --> 38:24.000]  His own experts wrote that the effectiveness of universal background checks depends on, quote, requiring gun registration.
[38:24.000 --> 38:28.000]  Requiring gun registration with the federal government.
[38:28.000 --> 38:33.000]  That's an illegal abuse of privacy and freedom unprecedented in our history.
[38:33.000 --> 38:40.000]  So the Obama administration believes a gun ban will not work without mandatory gun confiscation.
[38:40.000 --> 38:46.000]  And universal background checks will not work without requiring national gun registration.
[38:46.000 --> 38:50.000]  Still think President Obama's proposals sound reasonable?
[38:50.000 --> 38:54.000]  Call Congress and tell them to reject President Obama's gun control agenda.
[38:54.000 --> 39:02.000]  And to get serious about protecting our kids, prosecuting criminals, and fixing our broken mental health system.
[39:02.000 --> 39:08.000]  Yeah, the answer to all of this is put more people on psychotropics than in almost every case they're on.
[39:08.000 --> 39:12.000]  And the insert says makes you commit mass murder and suicide at higher levels.
[39:12.000 --> 39:15.000]  I mean, it's megalomania, violent psychotic activity.
[39:15.000 --> 39:17.000]  I mean, it says it.
[39:17.000 --> 39:18.000]  It's not like that's our opinion.
[39:18.000 --> 39:22.000]  That's been admitted for 20 years since they approved it.
[39:22.000 --> 39:23.000]  I guess more than 20 years.
[39:23.000 --> 39:24.000]  Man, I'm getting old.
[39:24.000 --> 39:27.000]  1981, 30 years.
[39:27.000 --> 39:33.000]  Okay, let's go ahead now and go to another clip.
[39:33.000 --> 39:34.000]  This is a short one.
[39:34.000 --> 39:39.000]  Dianne Feinstein on 60 Minutes, the senator whose main bill Obama's trying to pass,
[39:39.000 --> 39:42.000]  saying if she can get the votes, she will physically ban them.
[39:42.000 --> 39:45.000]  Mr. and Mrs. America, turn in your semi-autos.
[39:45.000 --> 39:46.000]  Here it is.
[39:46.000 --> 39:51.000]  California Senator Dianne Feinstein worked for more than a year to get the assault weapons bill passed
[39:51.000 --> 39:55.000]  in the face of ferocious opposition from the National Rifle Association.
[39:55.000 --> 39:58.000]  She says she got the best she could.
[39:58.000 --> 40:06.000]  If I could have gotten 51 votes in the Senate of the United States for an outright ban,
[40:06.000 --> 40:12.000]  picking up every one of them, Mr. and Mrs. America, turn them all in, I would have done it.
[40:12.000 --> 40:14.000]  I could not do that.
[40:14.000 --> 40:17.000]  The votes weren't here.
[40:17.000 --> 40:22.000]  Okay, now I'm going to get to the rest of the clips here in a moment.
[40:22.000 --> 40:24.000]  I had a sheriff of Milwaukee County on a few days ago.
[40:24.000 --> 40:27.000]  He said it'll cause a second American Revolution that made national news.
[40:27.000 --> 40:30.000]  I'm going to get to Michael Moore saying, don't own guns, get a dog for protection
[40:30.000 --> 40:33.000]  when he has bodyguards and guns himself.
[40:33.000 --> 40:38.000]  Now, I was down at the Piers Morgan thing in New York, but also in Houston in Katy a few weeks ago.
[40:38.000 --> 40:40.000]  They were covering it when he was down there.
[40:40.000 --> 40:42.000]  And I saw Ted Nugent drive through, waved at him.
[40:42.000 --> 40:46.000]  He rolled down the window and said, I'll kick their butt for you, and drove in to the building
[40:46.000 --> 40:50.000]  where I'd been earlier there at the tactical firearms.
[40:50.000 --> 40:54.000]  And a fellow called in saying he was Ted Nugent, who's been on the show probably ten times
[40:54.000 --> 40:56.000]  in the last 15 years or so.
[40:56.000 --> 40:59.000]  In fact, I've been trying to get him on lately.
[40:59.000 --> 41:03.000]  And somebody called in saying they're Ted Nugent.
[41:03.000 --> 41:07.000]  And I said, okay, ask him, because I don't have time, I couldn't talk to him just now
[41:07.000 --> 41:10.000]  and run out there and find out who they are and make sure it's Ted.
[41:10.000 --> 41:13.000]  I said, ask him what he drove into the Piers Morgan thing in Houston in.
[41:13.000 --> 41:16.000]  And he said, my pilot's cruddy gray SUV.
[41:16.000 --> 41:21.000]  So it's either Ted Nugent or it's somebody that was there and knew.
[41:21.000 --> 41:24.000]  So I'm very excited to get Uncle Ted on with us.
[41:24.000 --> 41:26.000]  If it's Uncle Ted, I'll recognize his voice.
[41:26.000 --> 41:27.000]  Is that Uncle Ted?
[41:27.000 --> 41:33.000]  Alex, greetings from the Self-Evident Truth Army that supports everything you do, man.
[41:33.000 --> 41:34.000]  It's you.
[41:34.000 --> 41:36.000]  So that was definitely me in that cruddy SUV.
[41:36.000 --> 41:41.000]  And I'm just calling to let you know that those of us who dance on the skull of Piers
[41:41.000 --> 41:44.000]  Morgan ought to communicate more often, because you did God's work, man.
[41:44.000 --> 41:46.000]  And I'm calling in to say thank you.
[41:46.000 --> 41:47.000]  No, I want to thank you.
[41:47.000 --> 41:50.000]  Hey, I know you're a busy guy, but when can I get you on the show?
[41:50.000 --> 41:51.000]  We need to do it soon.
[41:51.000 --> 41:53.000]  I'm really, really busy these days.
[41:53.000 --> 41:56.000]  It just happened that I have a wonderful dinner with my daughter in Houston.
[41:56.000 --> 42:01.000]  I got in my truck on my way back home to Waco, and I heard you coming on the air with the
[42:01.000 --> 42:02.000]  new telephone number.
[42:02.000 --> 42:05.000]  So I dialed it, and I figured I'd just jump in and say hello.
[42:05.000 --> 42:08.000]  Well listen, can you do maybe 10 minutes with us while you're driving?
[42:08.000 --> 42:12.000]  Yeah, I think as long as I got a signal, I'd be more than happy to, because what you're
[42:12.000 --> 42:18.000]  celebrating and what you're sharing with the radio listeners out there is indisputable,
[42:18.000 --> 42:19.000]  it's irrefutable.
[42:19.000 --> 42:26.000]  And I gotta thank you, because it's so late in coming that those of us with the balls
[42:26.000 --> 42:33.000]  and the inside view of the criminality of this government right now, the unprecedented
[42:33.000 --> 42:39.000]  abuse of power and corruption and fraud and deceit by the Chicago gangster scammer acorn
[42:39.000 --> 42:44.000]  and chief, it's so diabolical that I just wanted to say thank you from the trenches.
[42:44.000 --> 42:45.000]  No, no, please don't thank me, sir.
[42:45.000 --> 42:49.000]  We wanna get your take on this, and we're going to break.
[42:49.000 --> 42:52.000]  We're gonna come back, start the next hour, maybe do 10, 15 minutes with you until your
[42:52.000 --> 42:53.000]  phone fades.
[42:53.000 --> 42:57.000]  Get Ted Nugent while you can here, because it's wango tango.
[42:57.000 --> 42:58.000]  It's a free for all.
[42:58.000 --> 43:00.000]  Got a rock and roll band.
[43:00.000 --> 43:04.000]  One of my favorite rock stars and one of my favorite patriots, Ted Nugent calling in.
[43:04.000 --> 43:08.000]  We're going to break here in about a minute, sir, but what do you make of the NRA getting
[43:08.000 --> 43:13.000]  this memo that the Department of Justice didn't want out, that they wanna physically take
[43:13.000 --> 43:14.000]  the guns?
[43:14.000 --> 43:16.000]  Would this be their Waterloo if we use it?
[43:16.000 --> 43:22.000]  Well, you know, I would like to think so if logic ruled the day and Americans were more
[43:22.000 --> 43:28.000]  engaged, but I think the apathy is still the number one curse in America, Alex.
[43:28.000 --> 43:29.920]  I don't think there's enough of us engaged.
[43:29.920 --> 43:35.540]  I would like to think that the most participatory, we the people, experimenters and self-government
[43:35.540 --> 43:40.440]  are indeed the Second Amendment community, but we still only represent maybe what, four,
[43:40.440 --> 43:44.640]  five, six percent of the actual gun lovers and the gun owners and the freedom lovers
[43:44.640 --> 43:45.820]  of this country.
[43:45.820 --> 43:50.280]  So I would hope that this kind of danger sign, but if we haven't demanded accountability
[43:50.280 --> 43:55.960]  for Benghazi or Fast and Furious and all the other criminal acts by this regime, then I'm
[43:55.960 --> 43:59.480]  afraid I don't have hope that this will be a motivator itself.
[43:59.480 --> 44:00.720]  No, you're right.
[44:00.720 --> 44:01.720]  That's what tyrants do.
[44:01.720 --> 44:05.920]  They get you used to putting up with their crap and then pretty soon you're in Nazi Germany.
[44:05.920 --> 44:06.920]  Second hour coming up.
[44:06.920 --> 44:08.160]  I know you're staying tuned.
[44:08.160 --> 44:15.480]  It's Ted Nugent, straight ahead for the next 10, 15 minutes, then your calls.
[44:15.480 --> 44:22.040]  From his Central Texas command center, deep behind enemy lines, the information war continues.
[44:22.040 --> 44:25.240]  It's Alex Jones and the GCN radio network.
[44:25.240 --> 44:33.360]  Oh, man, I have driven so many times from Houston up to the Waco area and the cell phone
[44:33.360 --> 44:35.160]  will be clear and then it cuts out.
[44:35.160 --> 44:36.160]  His cell phone was breaking up.
[44:36.160 --> 44:39.240]  I was talking to him during the break and he hadn't even known that I've been trying
[44:39.240 --> 44:40.240]  to get him on the show.
[44:40.240 --> 44:41.240]  That's how it is when you're so busy.
[44:41.240 --> 44:44.120]  I must have an old email or old phone number.
[44:44.120 --> 44:49.920]  So we're gonna get Ted Nugent back on the show and he said definitely he'll come in
[44:49.920 --> 44:51.160]  studio soon.
[44:51.160 --> 44:55.900]  Regardless, we'll continue taking your phone calls here, but we're able to get his number
[44:55.900 --> 44:58.640]  before it dropped off.
[44:58.640 --> 45:01.280]  So we'll see if we can get Ted Nugent back on with us.
[45:01.280 --> 45:04.560]  But how cool is that getting Ted Nugent to call into the show?
[45:04.560 --> 45:06.840]  Let's go to Doug in North Dakota.
[45:06.840 --> 45:10.800]  Doug, you follow Ted Nugent, go ahead.
[45:10.800 --> 45:11.800]  What an honor.
[45:11.800 --> 45:19.640]  Yeah, this has been a conundrum listening to Ted Nugent and looking at the cross talk.
[45:19.640 --> 45:28.800]  I was unfortunately under the impression that Ted would never align himself and cross over
[45:28.800 --> 45:32.840]  and take that final contact.
[45:32.840 --> 45:35.480]  This is a watershed moment, sir.
[45:35.480 --> 45:43.280]  And I say that with all due respect to you because as a over the road truck driver, 55
[45:43.280 --> 45:49.400]  years old, Ben thought I was awake, thought I knew what was going on.
[45:49.400 --> 45:56.000]  It wasn't until February of 2007 before I even knew who Alex Jones was.
[45:56.000 --> 45:57.980]  Well, enough about old Alex Jones.
[45:57.980 --> 46:02.100]  My point is they're coming after our guns now and we were able to get Ted Nugent back
[46:02.100 --> 46:03.100]  on.
[46:03.100 --> 46:04.100]  Did you guys get him?
[46:04.100 --> 46:06.240]  Okay, let's put this caller on hold.
[46:06.240 --> 46:07.240]  I'll come back to him.
[46:07.240 --> 46:09.440]  We're going to break in a moment, but we do have Ted.
[46:09.440 --> 46:11.800]  Let's go ahead and punch Mr. Nugent back up.
[46:11.800 --> 46:15.560]  I've driven around in the middle of Texas many times where he's at out there about Waco
[46:15.560 --> 46:17.680]  and it's either great cell phone or no cell phone.
[46:17.680 --> 46:21.960]  And Ted, as soon as you get good cell, I promise if we just pull over for 10 minutes, I just
[46:21.960 --> 46:26.320]  wanna get your take on all this news and the veterans getting letters saying that they
[46:26.320 --> 46:30.320]  may have their guns basically taken in mass even if they're just physically disabled.
[46:30.320 --> 46:32.320]  Ted, are you there?
[46:32.320 --> 46:33.320]  Yeah, I got you, Alex.
[46:33.320 --> 46:34.960]  Yeah, that's a very important point, man.
[46:34.960 --> 46:36.640]  I hope you got a good signal on that.
[46:36.640 --> 46:37.640]  Yes, sir.
[46:37.640 --> 46:38.640]  Yes, sir.
[46:38.640 --> 46:39.640]  Yes, sir.
[46:39.640 --> 46:45.120]  Well, what you're doing is you're as important, as critical, as pivotal as the Second Amendment
[46:45.120 --> 46:47.720]  is for genuine freedom.
[46:47.720 --> 46:53.040]  The reason the First Amendment exists because we the people and the media are supposed to
[46:53.040 --> 46:59.080]  always be asking questions and spotlighting cockroaches and hold the government accountable
[46:59.080 --> 47:05.120]  because so much of the media today has absolutely abandoned their duty under the First Amendment
[47:05.120 --> 47:08.400]  to ask those kinds of questions on behalf of the citizenry.
[47:08.400 --> 47:12.200]  What you're doing and what a lot of us are doing out there in the media now is we're
[47:12.200 --> 47:13.360]  picking up the slack.
[47:13.360 --> 47:15.880]  So yeah, this is a reality.
[47:15.880 --> 47:17.640]  They are coming after our guns.
[47:17.640 --> 47:23.640]  Dianne Feinstein has said on film, I would disarm America if I could.
[47:23.640 --> 47:29.120]  The attorney general violating his oath to the Constitution, running illegal guns to
[47:29.120 --> 47:35.080]  Mexican drug gangs is on film so that he needs to brainwash Americans about guns.
[47:35.080 --> 47:38.680]  This isn't an Alex Jones or a Ted Nugent thing.
[47:38.680 --> 47:43.400]  The documentation, the evidence is inescapable if you're paying attention.
[47:43.400 --> 47:44.400]  And exactly.
[47:44.400 --> 47:46.360]  And you and I aren't in comas.
[47:46.360 --> 47:47.440]  That's why we're angry.
[47:47.440 --> 47:51.840]  Paul Revere was riding around saying, get your guns and start shooting people.
[47:51.840 --> 47:53.000]  And he wasn't called radical.
[47:53.000 --> 47:54.160]  I'm not calling for that.
[47:54.160 --> 47:55.880]  You're not calling for that.
[47:55.880 --> 48:00.200]  But again, people can't criticize us for getting angry.
[48:00.200 --> 48:03.200]  That's what founded this country is getting a damn pulse.
[48:03.200 --> 48:05.760]  And I mean, who doesn't know?
[48:05.760 --> 48:08.440]  I was going to ask the rhetorical question.
[48:08.440 --> 48:13.120]  Who doesn't know why the founding fathers put the Second Amendment there?
[48:13.120 --> 48:19.320]  But horror of horror, Alex, like I was talking in our first conversation a moment ago, the
[48:19.320 --> 48:21.760]  curse, the embarrassment of apathy.
[48:21.760 --> 48:29.120]  There's an enormous swath of Americans that have no idea what the Constitution says, what
[48:29.120 --> 48:30.640]  the Bill of Rights says.
[48:30.640 --> 48:35.320]  That's why people are able to get away with the scam that the Second Amendment has to
[48:35.320 --> 48:36.720]  be interpreted.
[48:36.720 --> 48:38.520]  You've got to be kidding me.
[48:38.520 --> 48:44.400]  Who needs the right to keep in their arms so not be infringed interpreted?
[48:44.400 --> 48:50.400]  That's an indication of the shaping, the desoling, the shaping of America.
[48:50.400 --> 48:53.480]  And it's absolutely incredible, Ted.
[48:53.480 --> 48:54.560]  I'm giving you the floor.
[48:54.560 --> 48:56.780]  We're going to break for 60 seconds.
[48:56.780 --> 48:59.920]  We're coming right back to you and I want you to cover Fast and Furious.
[48:59.920 --> 49:03.320]  The veterans getting the letters where you think this fight is going.
[49:03.320 --> 49:08.040]  Should we move to impeach Obama, Ted Nugent for one segment on the road deep in the heart
[49:08.040 --> 49:14.400]  of Texas from the heart of the resistance, Ted Nugent.
[49:14.400 --> 49:20.520]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[49:20.520 --> 49:23.560]  You're listening to the Alex Jones Show.
[49:23.560 --> 49:31.760]  All right, he's out there driving near College Station deep in the heart of Texas, Ted Nugent,
[49:31.760 --> 49:36.520]  the top of the food chain rocker of stranglehold and so much more.
[49:36.520 --> 49:41.720]  But more importantly, a defender of the Constitutional Republic, one of the few people that really
[49:41.720 --> 49:45.200]  gets in there and says, look, this is about enslaving the American people.
[49:45.200 --> 49:49.120]  Ted, great to have you call in on the show, been a guest many times over the last 15 years
[49:49.120 --> 49:50.200]  or so.
[49:50.200 --> 49:53.480]  But Ted Nugent, you've got the floor for this segment.
[49:53.480 --> 49:57.360]  We've got Fast and Furious, nobody getting in trouble, I want you to speak to that.
[49:57.360 --> 50:02.240]  You've got the new DOJ memo that's going out to, it looks like to hundreds of thousands.
[50:02.240 --> 50:06.480]  Most veterans I know are getting it, saying either you must turn your guns in or we're
[50:06.480 --> 50:09.360]  coming for a psychological evaluation.
[50:09.360 --> 50:15.120]  People that are disabled with legs and stuff blown off are having visits saying that that
[50:15.120 --> 50:18.240]  means they're incompetent, incredible.
[50:18.240 --> 50:23.300]  You've got the new Department of Justice memo saying, hey, we ought to just confiscate the
[50:23.300 --> 50:24.800]  guns period.
[50:24.800 --> 50:28.640]  The NRA is now responding to that, but I know you're a board member last time I checked.
[50:28.640 --> 50:35.120]  So so much paper sized targets of citizens, men, women and children for Homeland Security,
[50:35.120 --> 50:36.280]  the 2 billion bullets.
[50:36.280 --> 50:37.640]  I want you to cover it all.
[50:37.640 --> 50:39.440]  Ted Nugent, you've got the floor.
[50:39.440 --> 50:46.520]  Well, Alex, you're bringing up some some crazy issues that the circumstances that allow this
[50:46.520 --> 50:52.680]  insanity to fester is more important than the various indicators.
[50:52.680 --> 50:54.840]  Like you said, yes, it is true.
[50:54.840 --> 51:00.000]  The Department of Justice is now trying to identify the most heroic Americans of all,
[51:00.000 --> 51:04.840]  the heroes that have volunteered and served this great nation, the US military.
[51:04.840 --> 51:09.600]  Some of the finest human beings, most upstanding, certainly the most courageous warriors amongst
[51:09.600 --> 51:10.600]  us.
[51:10.600 --> 51:15.000]  They're being targeted to lose their Second Amendment rights, which they've sacrificed
[51:15.000 --> 51:16.280]  dearly for.
[51:16.280 --> 51:24.140]  And yes, the fact that the attorney general is on record, literally on film, declaring
[51:24.140 --> 51:31.580]  how he wants this administration and this is Eric Holder's own words, brainwash Americans
[51:31.580 --> 51:33.040]  about guns.
[51:33.040 --> 51:39.960]  And you've got the fact that the evidence is irrefutable that the attorney general,
[51:39.960 --> 51:46.760]  the number one cop, the number one law enforcement official in the United States of America created
[51:46.760 --> 51:54.160]  this fast, furious scam, this gun running scheme, defying his vow, his oath to the U.S.
[51:54.160 --> 51:58.840]  Constitution to enforce the U.S. Constitution, including the Second Amendment.
[51:58.840 --> 52:07.800]  And the memos are numerous, where Eric Holder and Barack Obama and even Tim Geithner and
[52:07.800 --> 52:12.880]  Rahm Emanuel and even Hillary Clinton, they're all in on this, where they were using the
[52:12.880 --> 52:19.760]  fast and furious scam, again, illegally running guns to the Mexican drug gangs to somehow
[52:19.760 --> 52:27.240]  promote with a big government organized PR campaign to let Americans know that American
[52:27.240 --> 52:34.480]  guns are being used in Mexican crimes, killing people, but they are, but they were provided
[52:34.480 --> 52:35.480]  by the American government.
[52:35.480 --> 52:36.480]  A false flag.
[52:36.480 --> 52:37.480]  It's just diabolical.
[52:37.480 --> 52:47.600]  But again, I cannot overemphasize the most egregious criminal act of all.
[52:47.600 --> 52:52.040]  This is a sacred experiment in self-government.
[52:52.040 --> 52:57.320]  I've saluted too many flag-draped coffins and taken too many heroes of the military
[52:57.320 --> 53:02.920]  that have sacrificed their legs and their arms, their eyeballs and their skin fighting,
[53:02.920 --> 53:07.080]  not just for freedom, not just for the American way and the U.S. Constitution and Bill of
[53:07.080 --> 53:08.080]  Rights.
[53:08.080 --> 53:14.520]  But Alex, they all reference the Second Amendment because the Second Amendment is the teeth
[53:14.520 --> 53:15.520]  in freedom.
[53:15.520 --> 53:21.960]  It is a God-given individual right to each American citizen, actually every human being.
[53:21.960 --> 53:24.240]  And they've taken it everywhere else.
[53:24.240 --> 53:26.040]  They've taken it everywhere else.
[53:26.040 --> 53:32.160]  So, Alex, you're doing God's work, but the number one battle cry of freedom lovers and
[53:32.160 --> 53:37.920]  Americans who cherish this unique quality of life called the American dream, you've
[53:37.920 --> 53:38.920]  got to be engaged.
[53:38.920 --> 53:41.560]  You've got to be a member of the NRA.
[53:41.560 --> 53:45.340]  Number one, you've got to be a member of the National Rifle Association, and you've got
[53:45.340 --> 53:49.680]  to make sure that your buddies are members of the NRA and your coworkers and the guys
[53:49.680 --> 53:52.760]  at school with you, the guys that go to church and to the bar.
[53:52.760 --> 53:56.560]  I've got to say this since you raised it, I like where the NRA is going since you've
[53:56.560 --> 53:57.560]  been there.
[53:57.560 --> 54:02.440]  It's getting hardcore, and we need to be on the offense, so I salute the direction the
[54:02.440 --> 54:03.440]  NRA is going.
[54:03.440 --> 54:11.360]  There was a soft period that pissed off all patriots for a long time, but the NRA is the
[54:11.360 --> 54:17.280]  only real fist in the fight, and I got to tell you, you're right, Alex, the NRA has
[54:17.280 --> 54:23.240]  taken a much stronger, a much firmer, an absolute stance for the Second Amendment, and if I
[54:23.240 --> 54:28.520]  can, right in the Alex Jones radio show, God bless everybody who keeps voting for me on
[54:28.520 --> 54:29.520]  the board of directors.
[54:29.520 --> 54:34.320]  I've received some of the highest votes in the history of the National Rifle Association
[54:34.320 --> 54:36.240]  because people know that I am an-
[54:36.240 --> 54:37.240]  No, no, no.
[54:37.240 --> 54:40.840]  We need to clone you and then have it all Ted Nugent.
[54:40.840 --> 54:46.600]  Well, a lot of my fellow board members now and a lot of the people involved with the
[54:46.600 --> 54:50.960]  NRA are getting more engaged, but it's not just about writing letters to the NRA.
[54:50.960 --> 54:53.080]  It's about communicating on a weekly basis.
[54:53.080 --> 54:54.080]  Absolutely.
[54:54.080 --> 55:00.360]  On a weekly basis, not once a year, not once a month, every week, check up with your senator
[55:00.360 --> 55:01.360]  and your congressman.
[55:01.360 --> 55:02.360]  Call your mayor.
[55:02.360 --> 55:03.360]  Get aggressive.
[55:03.360 --> 55:05.080]  Call talk radio like you're doing.
[55:05.080 --> 55:06.400]  I mean, get that passion.
[55:06.400 --> 55:07.760]  Let me throw this at you.
[55:07.760 --> 55:09.140]  What about impeachment?
[55:09.140 --> 55:15.440]  This memo, fast and furious, saying our military's under NATO, saying he'll shut down power plants
[55:15.440 --> 55:18.520]  without congressional approval in the last state of the union.
[55:18.520 --> 55:23.320]  I mean, it's time for Congress to impeach Barack Obama's butt.
[55:23.320 --> 55:28.960]  Alex, there's no question that this guy's violations qualify for impeachment.
[55:28.960 --> 55:29.960]  There's no question.
[55:29.960 --> 55:33.660]  But when you've got, let's take the most recent outrage.
[55:33.660 --> 55:38.360]  When you've got the Secretary of State of the United States of America, who was brought
[55:38.360 --> 55:44.680]  in for questioning regarding the murder, the slaughter, the predictable slaughter of four
[55:44.680 --> 55:53.040]  American citizens in Benghazi, Alex, what kind of subhuman numbnuck would not know you
[55:53.040 --> 55:56.520]  need security in Benghazi- They ordered the stand down.
[55:56.520 --> 55:58.200]  They ordered the stand down for eight hours.
[55:58.200 --> 56:01.440]  The question is, why did they want that guy dead?
[56:01.440 --> 56:06.840]  And why does Hillary Clinton know that she's got the backing of the president and the government
[56:06.840 --> 56:14.120]  overall where she has the audacity to scam those elected officials who ask proper questions
[56:14.120 --> 56:20.760]  because the hearings are over, nothing, no accountability for Hillary Clinton in Benghazi,
[56:20.760 --> 56:24.240]  no accountability for Eric Holder- So what you're saying is, they're getting
[56:24.240 --> 56:27.480]  a green light to do whatever they want.
[56:27.480 --> 56:31.280]  They've got a green light to do whatever they want.
[56:31.280 --> 56:34.840]  And Alex, we were talking off the air, and we will get together.
[56:34.840 --> 56:40.440]  I could tell you some stories about how the studs have come after me and how they've tried
