[00:00.000 --> 00:23.160]  Infowars, tomorrow's news today.
[25:23.460 --> 25:33.260]  And I was told about the cast and then Carter reached out and the CIA would come to them
[25:33.260 --> 25:35.100]  and say, here's the script we want.
[25:35.100 --> 25:39.820]  And they just learned we get picked back up by Fox if we run the script again.
[25:39.860 --> 25:42.860]  And that's called predictive programming because they get your subconscious mind ready for
[25:42.860 --> 25:43.860]  it.
[25:43.860 --> 25:46.340]  So that when it actually happens, even though you saw it in a horror movie and didn't like
[25:46.340 --> 25:49.820]  what happened, your brain is made to make you overcome something.
[25:49.820 --> 25:53.600]  So you kind of get used to it and kind of subconsciously your brain gets you ready for
[25:53.600 --> 25:54.600]  it.
[25:54.600 --> 25:59.300]  You see how that works unless you consciously decide this is bad and that are conscious
[25:59.300 --> 26:00.500]  of the manipulation.
[26:00.500 --> 26:03.140]  If you're not conscious, my show hurts you.
[26:03.140 --> 26:07.420]  If you're not really focused on this and really getting it at a high cognitive level, then
[26:07.420 --> 26:10.240]  you just get more conditioned and prepared for all this, you understand?
[26:10.240 --> 26:13.300]  And that's what that globalist told me that time in that first class flight on American
[26:13.300 --> 26:15.300]  Airlines going to New York.
[26:15.300 --> 26:19.060]  I've told so many times, he said, you don't get it, Alex, people don't adapt and overcome
[26:19.060 --> 26:22.940]  like the Marines say, they adapt and succumb.
[26:22.940 --> 26:24.340]  They adapt and succumb.
[26:24.340 --> 26:25.340]  That was what he said.
[26:25.340 --> 26:29.360]  He laughed at me and said, you're on the wrong team.
[26:29.360 --> 26:30.860]  You will fail.
[26:30.860 --> 26:36.420]  Well, I know God's real, I know justice is real and you guys are not empowering humanity
[26:36.420 --> 26:37.420]  in doing this.
[26:37.420 --> 26:38.420]  And it's you that's going to fail.
[26:38.420 --> 26:45.420]  This is all a spiritual test, but I don't want to continue to be the person that breaks
[26:45.420 --> 26:49.560]  the big news.
[26:49.560 --> 26:53.820]  I know you probably get tired of having to fight to warn people, but you know, you should
[26:53.820 --> 26:57.380]  get excited about it because we got a good chance of stopping this fork.
[26:57.380 --> 26:58.380]  It's really bad.
[26:58.380 --> 26:59.380]  But regardless, God's watching.
[26:59.380 --> 27:00.980]  We've got a responsibility to expose this.
[27:00.980 --> 27:07.740]  And they're just rolling out on every front, a program of quote, blowing up the old system
[27:07.740 --> 27:13.140]  that has checks and balances and wasn't perfect, but that had some controls on evil.
[27:13.140 --> 27:16.860]  And we've seen the top scientists in the FDA, number one and number two quit a few months
[27:16.860 --> 27:18.740]  ago and say, these shots are poison.
[27:18.740 --> 27:19.740]  Don't get booster shots.
[27:19.740 --> 27:20.740]  Don't approve it.
[27:20.740 --> 27:24.060]  Below the age of 16, even that we should be pulling these vaccines.
[27:24.060 --> 27:27.420]  So they had to bring in whole new boards and whole new groups, and then they wouldn't vote
[27:27.420 --> 27:28.420]  for it.
[27:28.860 --> 27:32.580]  So we're in the third round to bring in a new board members, almost all of them from
[27:32.580 --> 27:39.460]  big pharma to finally, finally do this.
[27:39.460 --> 27:43.020]  And to finally say, we're coming at five-year-olds and up with something that doesn't even attack
[27:43.020 --> 27:45.100]  five-year-olds.
[27:45.100 --> 27:49.260]  And we know the shots with their incredibly alive immune system just absolutely triggers
[27:49.260 --> 27:52.900]  ADE even worse than in adults.
[27:52.900 --> 27:56.260]  And if you remember Fauci said in 2019, we need to blow up the old system using a new
[27:56.260 --> 28:00.980]  deadly virus as the pretext to totally take over so we can roll out any drug we want,
[28:00.980 --> 28:02.480]  anytime we want, anywhere we want.
[28:02.480 --> 28:03.820]  And it's not to empower us.
[28:03.820 --> 28:10.860]  They're not just testing, you know, deadly drugs on little African children just because
[28:10.860 --> 28:12.340]  they want to find some cure to help them.
[28:12.340 --> 28:15.140]  They're doing it because they like the power of killing.
[28:15.140 --> 28:19.540]  And they like the power of being able to get away with it with those doctors and scientists
[28:19.540 --> 28:24.500]  that take part in those very evil experiments to then recruit them into higher levels of
[28:24.500 --> 28:25.500]  the system.
[28:25.740 --> 28:29.540]  Preparing this army of mad scientists for the takeover, you're now witnessing.
[28:29.540 --> 28:33.860]  I tried to recruit my father when he was in high school and he figured out what was going
[28:33.860 --> 28:36.100]  on by the time he was in college.
[28:36.100 --> 28:42.660]  He was going to UT when he was 15, part of plan two, and they tried to recruit him into
[28:42.660 --> 28:43.940]  all this and he got out of it.
[28:43.940 --> 28:48.100]  He didn't tell me about it until I made the film Endgame now 15 years ago.
[28:48.100 --> 28:50.220]  I mean, I already knew about some of it for my grandma and stuff.
[28:50.220 --> 28:54.840]  And I knew he'd been involved in all these, you know, government programs and things as
[28:54.840 --> 28:58.760]  an intern when he was 15 years old at cancer research facilities and things like that.
[28:58.760 --> 29:04.680]  But they were recruiting people that would give lethal injections to people at cancer
[29:04.680 --> 29:06.960]  research facilities and things like that.
[29:06.960 --> 29:11.600]  So they've built this army over the last 50, 60 years.
[29:11.600 --> 29:17.000]  I guess that was like 60 years ago or almost 60 years ago with my dad.
[29:17.000 --> 29:23.720]  And that's why Fauci ran thousands of studies taking little black children, mainly they
[29:23.720 --> 29:26.840]  took some whites as well, but mainly black children.
[29:26.840 --> 29:30.820]  And they would take them who didn't even have HIV and they would test experimental drugs
[29:30.820 --> 29:31.820]  on them until they died.
[29:31.820 --> 29:36.400]  And when the mothers would complain, they'd say, well, take your baby if you don't shut
[29:36.400 --> 29:37.400]  up.
[29:37.400 --> 29:39.920]  I mean, that came out in the New York Times and Washington Post in the nineties.
[29:39.920 --> 29:46.680]  I remember covering and Bayer knew that millions of doses of factor eight had HIV and hepatitis
[29:46.680 --> 29:47.680]  in it.
[29:47.680 --> 29:50.440]  And it was in their corporate minutes out of Australia and France.
[29:50.440 --> 29:52.400]  They said, forget these hemophiliacs.
[29:52.400 --> 29:53.400]  There's too many of them.
[29:54.080 --> 29:55.080]  Let them die.
[29:55.080 --> 29:56.720]  Let's get rid of them.
[29:56.720 --> 30:01.280]  So they knowingly, not just for profit, knowingly put HIV in there.
[30:01.280 --> 30:04.000]  And that goes back to the Clintons and the Arkansas blood scandal.
[30:04.000 --> 30:08.320]  I mean, everything I say, or you could spend days researching it to blow you away, Arkansas
[30:08.320 --> 30:18.680]  blood scandal, CDC, FDA, NIH, illegally testing on foster children, drugs.
[30:18.680 --> 30:19.680]  That's all.
[30:19.960 --> 30:24.840]  You could spend weeks just reading all the stuff on that, but I'll tell you what's scary.
[30:24.840 --> 30:29.200]  25, 30 years ago, this stuff was all in the news and people were upset.
[30:29.200 --> 30:33.400]  When in Dallas, in Chicago, they were killing people that had car wrecks who weren't even
[30:33.400 --> 30:38.840]  hurt mentally, but who had a broken back and they were 18 years old and healthy.
[30:38.840 --> 30:42.280]  They'd kill your ass and make hundreds of thousands of dollars on your organs.
[30:42.280 --> 30:45.360]  That used to be on 60 minutes, by the way, I knew it was real.
[30:45.360 --> 30:48.040]  Cause my dad had people in Dallas that were, he didn't support it.
[30:48.040 --> 30:49.600]  He knew hospitals that were killing people.
[30:49.600 --> 30:54.280]  He told me, he told me about it.
[30:54.280 --> 30:55.280]  Now they don't even care.
[30:55.280 --> 30:56.280]  You don't hear a damn thing.
[30:56.280 --> 30:59.960]  Governor Northam goes on TV in Virginia and says, we keep babies alive and harvest their
[30:59.960 --> 31:02.840]  organs after they're born, but we keep them comfortable.
[31:02.840 --> 31:09.120]  You understand the bottom has dropped out and that's where we are as a society and as
[31:09.120 --> 31:10.120]  a country.
[31:10.120 --> 31:14.500]  So I'm going to go to break and I'm going to play a short little clip here from the
[31:14.500 --> 31:20.580]  Japanese TV show from 2007, and then we'll come right back with Tucker Carlson news and
[31:20.580 --> 31:21.580]  then Leo Zagami.
[31:21.580 --> 31:22.580]  I'm Alex Jones.
[31:22.580 --> 31:23.580]  Please stay with us.
[31:23.580 --> 31:30.300]  It was 10 years ago, just after the government instituted the whole isolation policy.
[31:30.300 --> 31:36.540]  We began hearing reports of a mass epidemic, some unknown disease sweeping the country.
[31:36.540 --> 31:41.740]  The details were vague at first, nothing on the cause or transmission of the disease.
[31:41.740 --> 31:47.820]  Only that it was highly contagious and in most cases fatal before the general public
[31:47.820 --> 31:52.260]  even had time to react, the government declared a state of emergency and ordered a mandatory
[31:52.260 --> 31:57.020]  vaccination program for our protection, they said.
[31:57.020 --> 32:02.940]  As it turns out, that was the beginning of our nightmare.
[32:02.940 --> 32:08.100]  The disease was a complete government fabrication and the supposed vaccine they were injecting
[32:08.100 --> 32:09.560]  into everyone.
[32:09.560 --> 32:16.820]  In reality, it was a cyber virus developed by Daiwa.
[32:16.820 --> 32:19.960]  The virus has a mutating effect on the cells of the body.
[32:19.960 --> 32:24.920]  It alters their molecular structure and converts them into biometal, essentially turning us
[32:24.920 --> 32:29.440]  into machines from the inside out.
[32:29.440 --> 32:31.320]  There's no way to stop it.
[32:31.320 --> 32:35.800]  And to make things worse, the cyber virus was still early in its experimental phase.
[32:35.800 --> 32:38.120]  What do you mean?
[32:38.120 --> 32:42.720]  Daiwa didn't even know if it would work, it had never been tested on a large scale.
[32:42.720 --> 32:47.920]  So they turned Japan into their own private laboratory.
[32:47.920 --> 32:52.080]  When it does work, the virus gradually progresses through the body until it finally reaches
[32:52.080 --> 32:53.400]  the brain.
[32:53.400 --> 32:59.480]  At that point, we become perfect androids under Daiwa's control.
[32:59.480 --> 33:03.160]  The speed of the process differs from person to person.
[33:03.160 --> 33:09.040]  Those of us who have yet to be fully assimilated, as best we can, we hold on to those fragments
[33:09.040 --> 33:12.000]  of our humanity that still remain.
[33:12.000 --> 33:17.720]  But even now, we can feel them slipping further and further away.
[33:17.720 --> 33:22.200]  Since the technology was still experimental, in the end most of us will basically be reduced
[33:22.200 --> 33:23.580]  to scrap metal.
[33:23.580 --> 33:24.580]  But it makes little difference.
[33:24.580 --> 33:29.360]  At best, we're still mindless machines with our memories erased.
[33:29.360 --> 33:36.320]  So either way, we're all just Daiwa's guinea pigs, trapped and waiting to die.
[33:36.320 --> 33:42.120]  Do you know how long you have?
[33:42.120 --> 33:43.520]  No.
[33:43.520 --> 33:48.000]  What we do know is, Daiwa won't stop when they're done with Japan.
[33:48.000 --> 33:52.480]  They'll target America next.
[33:52.480 --> 33:56.160]  They've already started planting androids in key positions.
[33:56.160 --> 34:01.960]  That politician...
[34:01.960 --> 34:09.640]  It...
[34:09.640 --> 34:15.200]  Scientists have been designing ways to put their so called vaccines in the food supply.
[34:15.200 --> 34:19.640]  And it seems they may have created an avenue to begin this.
[34:19.640 --> 34:25.740]  Brought to you by the American Chemical Society and four scientists from Communist China,
[34:25.740 --> 34:32.520]  functional hybrid micro-nano entities are being implemented to promote food safety.
[34:32.520 --> 34:39.060]  To detect hazardous substances in agricultural food products, they are putting in experimental
[34:39.060 --> 34:42.380]  hazardous substances.
[34:42.380 --> 34:48.460]  Molecular imprinting polymers integrated with quantum dots installs a surveillance platform
[34:48.460 --> 34:51.500]  into your food and body.
[34:51.500 --> 34:57.860]  Molecular imprinting polymers integrated with up-conversion luminescent nanoparticles conducts
[34:57.860 --> 35:01.140]  chemical analysis of your food and body.
[35:01.140 --> 35:07.740]  Up-conversion luminescent nanoparticles combined with metal-organic frameworks are tunable
[35:07.740 --> 35:13.880]  porous metals that have the power to regulate the dispensing of nutrition to comply with
[35:13.880 --> 35:16.700]  international mandates.
[35:16.700 --> 35:23.820]  Magnetic metal-organic frameworks are metal frameworks designed for targeting drug delivery.
[35:23.820 --> 35:30.140]  Magnetic covalent organic frameworks are used for sensing food in the human body.
[35:30.140 --> 35:37.980]  And covalent organic frameworks doped with quantum dots are used for detection of insecticides.
[35:37.980 --> 35:43.780]  If they wanted to regulate healthy food, they would promote organic growing, not inject
[35:43.780 --> 35:49.280]  a cocktail of metallic nanotech into the entire food supply.
[36:14.300 --> 36:17.400]  eight months, back in stock, 50 percent off.
[36:17.400 --> 36:22.720]  Ultimate bone broth plus it's even better than last formula with chaga mushrooms and
[36:22.720 --> 36:24.260]  turmeric and just everything.
[36:24.260 --> 36:25.300]  It's so good.
[36:25.300 --> 36:26.900]  It's now available again.
[36:26.900 --> 36:28.220]  20 percent off.
[36:28.220 --> 36:30.260]  Ultra 12, 60 percent off.
[36:30.260 --> 36:32.140]  Alpha Power, 40 percent off.
[36:32.140 --> 36:33.460]  Knockout, 50 percent off.
[36:33.460 --> 36:34.820]  Living Defense, 50 percent off.
[36:34.820 --> 36:37.100]  Pure Turmeric Extract Bodies, 40 percent off.
[36:37.100 --> 36:41.800]  activated charcoal toothpaste and mouthwash, 50 percent off, and it goes on and on and
[36:41.800 --> 36:42.800]  on.
[36:43.320 --> 36:44.320]  10 percent off.
[36:44.320 --> 36:45.800]  Last time of the year that deal's happening.
[36:45.800 --> 36:49.560]  It's all available now at Infowarsstore.com.
[36:49.560 --> 36:52.440]  The Black Friday sale comes early.
[36:52.440 --> 36:56.180]  It's going right now for the next two weeks and it supports the Infowar.
[36:56.180 --> 36:57.840]  Take action now and get prepared.
[37:04.180 --> 37:10.400]  Well the Democrat gubernatorial candidate is in a lot of trouble, McAuliffe.
[37:10.400 --> 37:15.040]  He's behind even in establishment polls in Virginia and they've thrown everything they
[37:15.040 --> 37:21.160]  can against the Republican businessman candidate and the state wants to say no to critical
[37:21.160 --> 37:25.400]  race theory and pedophile drag queen story time and all the rest of the brainwashing
[37:25.400 --> 37:26.400]  that's going on.
[37:26.400 --> 37:30.180]  They want to stop keeping babies alive after they're born and selling their body parts
[37:30.180 --> 37:34.620]  as Governor Northam or Governor Blackface is doing.
[37:34.620 --> 37:38.020]  And so they know that there's a huge landslide happening there and they're gonna have trouble
[37:38.140 --> 37:43.100]  with their electronic voting machines and their mail-in ballots stealing it.
[37:43.100 --> 37:47.060]  So what are they doing, ladies and gentlemen?
[37:47.060 --> 37:56.260]  Well they've been caught pulling a false flag and it's blown up completely in their face
[37:56.260 --> 37:59.020]  in a big, big, big way.
[37:59.020 --> 38:01.760]  And why is this so important?
[38:01.760 --> 38:06.860]  As I said earlier, this is a lot bigger than Alex Jones four years ago saying most the
[38:06.860 --> 38:12.140]  Tiki Torch guys are former Obama and Clinton staffers.
[38:12.140 --> 38:16.980]  And then I even went out and interviewed with my reporters and had them admit, well yeah,
[38:16.980 --> 38:21.500]  just a couple years ago I worked for Obama, but I don't like Obama now.
[38:21.500 --> 38:24.060]  Now I'm a white nationalist.
[38:24.060 --> 38:29.380]  And we sent reporters there to Charlottesville and we showed how a lot of the Tiki Torch
[38:29.380 --> 38:32.300]  leaders were leftists.
[38:32.300 --> 38:35.780]  Now some real people showed up and a lot of journalists showed up and Soros and others
[38:35.780 --> 38:39.860]  that were funding it were trying to collide using the state police, the right-wingers
[38:39.860 --> 38:40.860]  into the left-wingers.
[38:40.860 --> 38:43.380]  That's why Trump said there were good people on both sides.
[38:43.380 --> 38:46.580]  There were some liberals that came out who really think the statues are bad and that's
[38:46.580 --> 38:47.580]  their right to think that.
[38:47.580 --> 38:52.740]  There were some leftists that were Democratic Party operatives trying to create a crisis.
[38:52.740 --> 38:55.780]  There were some people just out there as journalists wanting to cover the statues, others that
[38:55.780 --> 38:59.180]  just thought it's part of heritage shouldn't get rid of them, I tend to agree with them.
[38:59.180 --> 39:04.540]  And then some that were actual real white supremacists and then a bunch of leftist provocateurs
[39:04.660 --> 39:06.980]  that had started the whole thing were trying to lead the thing.
[39:06.980 --> 39:09.500]  Yeah, that guy they just put on screen.
[39:09.500 --> 39:12.140]  I had that guy on the show, former Obama staffer.
[39:12.140 --> 39:13.460]  He came on my show.
[39:13.460 --> 39:18.500]  He didn't sue me for saying he was helping stir it up and really a Democrat operative
[39:18.500 --> 39:20.460]  because it's admitted.
[39:20.460 --> 39:25.540]  But they had a man who took the photo of the woman getting run over, sue me and say that
[39:25.540 --> 39:27.060]  I said he killed that woman.
[39:27.060 --> 39:28.620]  I never said that.
[39:28.620 --> 39:33.140]  I said the Democrats and the establishment knew they could have a big clash and hoping
[39:33.140 --> 39:37.540]  something bad would happen and then they would use that as a pretext to blame Trump
[39:37.540 --> 39:40.060]  and claim that all of us that supported Trump are racist.
[39:40.060 --> 39:41.220]  That's what I said.
[39:41.220 --> 39:49.540]  And Georgetown, the Vatican, the CIA, Georgetown Law Clinic, their free speech clinic has been
[39:49.540 --> 39:57.640]  suing me trying to bankrupt us for four years and falsely claimed that we said that a photographer
[39:57.640 --> 40:02.260]  murdered a woman when all we said was, hey, we had these guys on the show and they admit
[40:02.300 --> 40:07.100]  they used to work for Obama and I think they're still doing that because Soros got caught
[40:07.100 --> 40:14.620]  funding other tiki torch people as white supremacists in Ukraine.
[40:14.620 --> 40:17.780]  We're not saying the people in Charlottesville were the same ones.
[40:17.780 --> 40:19.620]  We're saying that was in the news too.
[40:19.620 --> 40:23.100]  So they conflated all that, sued us.
[40:23.100 --> 40:27.540]  We even showed all this in court and the judges said, then go ahead with it.
[40:27.540 --> 40:32.060]  But even the local paper had to admit in Charlottesville, they said, yeah, where did
[40:32.060 --> 40:33.700]  Jones ever say anything bad?
[40:33.700 --> 40:38.660]  Where did Jones ever say this guy did any of the things he Jones didn't, but they don't
[40:38.660 --> 40:42.100]  care you see, because the goal is to take us off air.
[40:42.100 --> 40:43.580]  The goal is to silence us.
[40:43.580 --> 40:54.900]  So this is a big deal for me because I remember Jesse Smollett came out one morning at like
[40:54.900 --> 40:59.420]  4 AM and said that he'd been attacked by men throwing bleach on him up in Chicago at two
[40:59.420 --> 41:02.700]  30 in the morning when it was 23 below zero when he went to subway.
[41:02.700 --> 41:07.020]  Well, I looked it up, subway wasn't opened then by his house.
[41:07.020 --> 41:10.060]  And I saw the police video, a little rope around his neck later and what a joke.
[41:10.060 --> 41:12.660]  Of course it was staged, but I came out the first person.
[41:12.660 --> 41:15.100]  I said, I don't care if I get sued to my right to say it.
[41:15.100 --> 41:16.100]  I think that was staged.
[41:16.100 --> 41:20.900]  And of course it was staged.
[41:20.900 --> 41:23.940]  And I've said the Bubba Wallace thing was, was more of that.
[41:23.940 --> 41:26.860]  And I said that the Jewish center is getting attacked in New Jersey.
[41:26.860 --> 41:29.980]  I bet that staged and it turned out it was staged.
[41:29.980 --> 41:35.980]  I mean, I said, when somebody drew the N word at the air force Academy candy machines, vending
[41:35.980 --> 41:39.740]  machines that it was staged and it was an officer ordered the guy to do it.
[41:39.740 --> 41:43.100]  So this is all part of having us divide and conquer each other.
[41:43.100 --> 41:47.980]  It's how empires control people, but that's not why this is important.
[41:47.980 --> 41:52.940]  That's secondary that Alex Jones has vindicated.
[41:52.940 --> 41:57.120]  The issue is here, ladies and gentlemen, is that they're never going to let me have
[41:57.120 --> 41:58.120]  a day in court.
[41:58.120 --> 42:03.260]  Just like in Texas, I was defaulted saying, I never gave them any evidence, never gave
[42:03.260 --> 42:04.260]  them what they subpoenaed.
[42:04.260 --> 42:07.900]  You're not even supposed to subpoena people's bank records and all their personal stuff
[42:07.900 --> 42:12.020]  and their phone records and everything in a, in a case of defamation or liable.
[42:12.020 --> 42:13.400]  You're supposed to say, what did they say?
[42:13.400 --> 42:14.400]  Is it true or not?
[42:14.400 --> 42:19.580]  And did they do it on purpose to be mean, but see, they can't let me have a jury trial
[42:19.580 --> 42:25.460]  because then the jury would know what the things they said about me were not true.
[42:25.460 --> 42:30.300]  And they'd see why I questioned things and how legitimate it was to question things and
[42:30.300 --> 42:33.140]  how it's all right.
[42:33.140 --> 42:36.660]  But you see, it's the same thing in Virginia.
[42:36.660 --> 42:39.340]  It's the same thing in Connecticut.
[42:39.340 --> 42:45.340]  They're trying to say, I'm going to be defaulted for giving them no of, of what they asked
[42:45.340 --> 42:49.820]  for when they asked for things that are impossible and do not exist because they can't let me
[42:49.820 --> 42:52.980]  get in front of a Virginia jury.
[42:52.980 --> 42:56.380]  When I never said any things they said, and I had the people on the show saying they'd
[42:56.380 --> 42:57.380]  worked for Obama.
[42:57.380 --> 43:01.580]  And it was my opinion and view that they were being funded to do this.
[43:01.580 --> 43:04.120]  And then we have a long history of this.
[43:04.120 --> 43:10.500]  So again, that's why I'm getting into this is they don't have cases.
[43:10.500 --> 43:14.060]  And so that's why they don't ever want me to get to a jury instead of the default, which
[43:14.060 --> 43:15.060]  is extremely rare.
[43:15.060 --> 43:18.300]  A lot of courts don't even argue that it's not even legal or lawful and that they don't
[43:18.300 --> 43:19.860]  really exist.
[43:19.860 --> 43:23.940]  If the person shows up to court, that's just my like runs off to Mexico.
[43:23.940 --> 43:27.900]  Then I guess you can have a default judgment.
[43:27.900 --> 43:33.940]  They can't allow me in there because they're now going to have in Texas, a jury trial of
[43:33.940 --> 43:35.140]  how guilty I am.
[43:35.140 --> 43:39.260]  So you're not just guilty until proven innocent.
[43:39.260 --> 43:40.600]  That's the opposite of American law.
[43:40.600 --> 43:42.320]  You're innocent until proven guilty.
[43:42.320 --> 43:47.680]  You're now guilty and we're going to decide how guilty you are.
[43:47.680 --> 43:52.840]  By claiming falsely, we never gave them any evidence or we never gave them what they asked
[43:52.840 --> 43:53.840]  for.
[43:53.840 --> 43:56.360]  I remember my lawyers are like, this is preposterous to give them everything.
[43:56.360 --> 43:58.080]  And I said, I have nothing to hide, do it.
[43:58.080 --> 44:02.620]  And their response was you've given us nothing.
[44:02.620 --> 44:08.260]  So again, yes, vindication for us yet again, that these things go on and it's right to
[44:08.260 --> 44:09.260]  question it.
[44:09.260 --> 44:10.260]  And it's, it's a good, healthy thing.
[44:10.260 --> 44:11.480]  And they're trying to silence that.
[44:11.480 --> 44:14.760]  And yet Goliath is attacking David here.
[44:14.760 --> 44:16.040]  And I wouldn't have changed anything.
[44:16.040 --> 44:17.040]  Folks.
[44:17.040 --> 44:18.040]  I've done the right thing.
[44:18.040 --> 44:19.520]  I've asked the right questions and I'm proud of what we've done.
[44:19.520 --> 44:21.860]  And now the world knows about false flags now.
[44:21.860 --> 44:24.320]  Now Tucker Carlson's got specials about false flags.
[44:24.320 --> 44:25.780]  Now people know what they're looking for.
[44:25.780 --> 44:29.920]  They're not just letting a bunch of Democrat party crisis actors like you're about to see
[44:29.920 --> 44:34.760]  in Virginia, march up there and try to frame the Republican candidate as being a white
[44:34.760 --> 44:40.200]  nationalist because their candidate is behind the polls.
[44:40.240 --> 44:45.720]  And so the system has tried with everything they've got to suppress us, but it's not worked.
[44:45.720 --> 44:48.040]  And I'm told now that the report is done and ready to air.
[44:48.040 --> 44:51.840]  In fact, it's just been posted to Bandot video.
[44:51.840 --> 44:55.800]  So after you're done watching here, you can go get the actual report and share it.
[44:55.800 --> 44:57.240]  But here it is dealing with this.
[44:57.240 --> 45:03.280]  But the reason this is so incredibly important is not because it vindicates Alex Jones.
[45:03.280 --> 45:05.120]  It vindicates all of us.
[45:05.120 --> 45:09.160]  And it just proves again that if we're watching and we're vigilant, we can expose these guys
[45:09.160 --> 45:14.880]  staging a lot of these events and that sometimes things aren't staged, but that it's our right
[45:14.880 --> 45:18.000]  and duty to check it out and make sure it wasn't because there's been so many false
[45:18.000 --> 45:24.080]  flags and so many staged events to get us into wars and, you know, just to pass laws
[45:24.080 --> 45:25.440]  and to do so many countless things.
[45:25.440 --> 45:32.160]  But the big reason that I'm getting around to now is that they're planning to stage physical
[45:32.160 --> 45:37.640]  false flags, Oklahoma city bombing type events in my view, the deep state Democrats are to
[45:37.640 --> 45:41.000]  further demonize the American people and list us as terrorists.
[45:41.000 --> 45:45.080]  And that's why the plot against the people that this corrupt capture just departments
[45:45.080 --> 45:49.560]  rolling out and the plot against the people they used hijacking our peaceful protest on
[45:49.560 --> 45:55.440]  January 6th is so critical to expose now because we're in the season of false flags.
[45:55.440 --> 45:58.960]  We're in the seasons of when they're going to try to pull all these scams.
[45:58.960 --> 46:03.580]  And so that's why being vigilant and being aware of this is so important because they're
[46:03.580 --> 46:09.020]  screaming louder than a stuck pig when it comes to us just looking at false flags and
[46:09.020 --> 46:14.580]  the idea that they even happen because most of the time it's this dirty, nasty group that
[46:14.580 --> 46:15.580]  we're talking about.
[46:15.580 --> 46:20.780]  Like the current attorney general was heavily involved in OKC and the fake militias and
[46:20.780 --> 46:25.100]  the fake white supremacy groups and taking over motorcycle gangs and turning them into
[46:25.100 --> 46:26.100]  militias.
[46:26.100 --> 46:30.340]  I mean, that's his specialty and he's trying to brand conservative Christian Americans
[46:30.340 --> 46:35.380]  as terrorists and is able to have an outright civil war against us in this country to outlaw
[46:35.380 --> 46:39.140]  dissent and take our guns and our free speech.
[46:39.140 --> 46:42.600]  They're trying to use me as the poster boy to do it with all these fake lawsuits funded
[46:42.600 --> 46:45.400]  by Soros and Bloomberg and Democrats.
[46:45.400 --> 46:46.980]  But you've seen through it.
[46:46.980 --> 46:48.820]  You've prayed for us and you've supported us.
[46:48.820 --> 46:52.500]  You've spread the word and we've gotten stronger in the face of this attack.
[46:52.500 --> 46:53.600]  Thanks to you.
[46:53.600 --> 46:55.260]  So thank you all for your support.
[46:55.260 --> 46:58.380]  Here is the report on this situation.
[46:58.420 --> 47:03.660]  The globalist deep state that controls the Democratic Party just got caught in a massive
[47:03.660 --> 47:06.020]  false flag in Virginia.
[47:06.020 --> 47:11.260]  Their plan to frame the Republican gubernatorial candidate as a white supremacist just blew
[47:11.260 --> 47:12.940]  up in their evil face.
[47:28.380 --> 47:33.260]  Infowars, the most banned network in the world.
[47:33.260 --> 47:39.620]  The Democratic Party and their operatives have been caught yet again staging a political
[47:39.620 --> 47:45.420]  false flag against the Republican Party in the tightly contested gubernatorial race in
[47:45.420 --> 47:51.140]  Virginia where the Republican, even in their skewed establishment polls, is several points
[47:51.140 --> 47:52.140]  ahead.
[47:52.140 --> 47:56.820]  So desperate to discredit him, the Democrats do what they always do, dress up in white
[47:56.820 --> 48:01.500]  supremacist outfits and then go out and try to scare the general public into believing
[48:01.500 --> 48:05.340]  that the Republican Party is actually a bunch of white nationalists that want to kill all
[48:05.340 --> 48:06.740]  the brown people.
[48:06.740 --> 48:11.180]  And yet again, they got caught and the corporate media went into overdrive trying to cover
[48:11.180 --> 48:16.220]  this up and then in came the Lincoln Project saying, oh no, we're Republicans that staged
[48:16.220 --> 48:20.580]  this false flag because we believe Trump and his supporters are so racist.
[48:20.580 --> 48:22.180]  It wasn't the Democrats.
[48:22.180 --> 48:27.120]  The Lincoln Project is the worst of the worst of a bunch of Democratic Party operatives.
[48:27.120 --> 48:31.500]  So it's another attempted Jedi mind trick they're engaged in to say, oh, it's not the
[48:31.500 --> 48:32.780]  Democrats that did this.
[48:32.780 --> 48:34.820]  Oh no, it was actually Republicans.
[48:34.820 --> 48:37.000]  How stupid do they think we are?
[48:37.000 --> 48:38.860]  Just look at these headlines.
[48:38.860 --> 48:43.260]  Democrat operatives caught dressing up as white supremacists in desperate last ditch
[48:43.260 --> 48:45.220]  Virginia election stunt.
[48:45.220 --> 48:46.860]  Here's a Forbes headline.
[48:46.860 --> 48:52.060]  Lincoln Project says it planted white supremacist impersonators at event for Virginia Republican
[48:52.060 --> 48:53.240]  candidate.
[48:53.240 --> 48:55.860]  Why is this so incredibly important?
[48:55.860 --> 49:01.020]  Because hundreds and hundreds of times Democrat operatives have been caught engaging in all
[49:01.020 --> 49:06.060]  sorts of hate crimes and other stunts against themselves and then the corporate establishment
[49:06.060 --> 49:12.580]  press comes out and covers their story as if it's true even when the truth comes out
[49:12.580 --> 49:14.020]  that it was staged.
[49:14.020 --> 49:17.500]  And now we see info wars vindicated yet again.
[49:17.500 --> 49:19.840]  Remember four years ago in Charlottesville?
[49:19.840 --> 49:22.720]  We sent reporters there to neutrally cover what was happening.
[49:22.720 --> 49:25.380]  They were trying to take down a Confederate statue.
[49:25.380 --> 49:27.520]  We were there neutrally just to cover it.
[49:27.520 --> 49:31.800]  And we witnessed individuals dressed up in the brown pants and the white shirts with
[49:31.800 --> 49:36.360]  the tiki torches, many of which have been directly linked to the Democratic Party.
