[00:00:04.776 --> 00:00:06.758]  Worldwide transmission.
[00:24:31.352 --> 00:24:47.096]  And thinking about where he's coming from, he says the argument that the two parties should represent opposed ideals and policies, one perhaps the right of the right and the other of the left, is a foolish idea acceptable only to the doctrinaire and academic thinkers.
[00:24:47.096 --> 00:24:58.119]  Instead, the two parties should be almost identical so that the American people can throw the rascals out at any election without leading to any profound or extensive shift in policy.
[00:24:59.557 --> 00:25:09.102]  I mean, I think that is a profound statement because it tells us what's going on and why things don't change.
[00:25:09.102 --> 00:25:12.984]  All right, there you go.
[00:25:12.984 --> 00:25:15.965]  Again, your take on what Ron Paul said four years ago.
[00:25:15.965 --> 00:25:17.706]  I mean, that says it all.
[00:25:17.706 --> 00:25:21.968]  And what's your view on this whole global corporate monopoly men system?
[00:25:22.228 --> 00:25:24.750]  Of course, Carol Quigley was exactly right.
[00:25:24.750 --> 00:25:28.472]  Very influential professor at Georgetown University for many years.
[00:25:28.472 --> 00:25:36.537]  And as Ron mentioned, Clinton cited him and thanked him in his acceptance speech at the Democratic Convention.
[00:25:36.537 --> 00:25:37.378]  But it's absolutely true.
[00:25:37.378 --> 00:25:38.979]  And we just have to look at the two parties.
[00:25:38.979 --> 00:25:40.660]  The two parties are identical.
[00:25:40.660 --> 00:25:43.382]  As Butler Schaefer says, two wings of the same bird of prey.
[00:25:43.382 --> 00:25:44.843]  They're both part of the government.
[00:25:46.578 --> 00:25:51.439]  It's not any more possible to take over the Republican Party than you can take over the Department of Justice.
[00:25:51.439 --> 00:25:54.300]  And they're evil, they're part of the government.
[00:25:54.300 --> 00:26:00.741]  But yes, they're both set up to be slightly different rhetorically, but in policies, exactly the same.
[00:26:00.741 --> 00:26:04.682]  Mitt Romney is a Goldman Sachs guy, Barack Obama is a Goldman Sachs guy.
[00:26:04.682 --> 00:26:09.164]  Barack Obama's for all these wars, Mitt Romney's for all these wars, both for the police state and so forth.
[00:26:09.164 --> 00:26:14.305]  So this is why we have a two-party system, it's why they don't want multiple parties, and it's why there's no...
[00:26:15.878 --> 00:26:17.939]  Except in style, there's no difference.
[00:26:17.939 --> 00:26:20.020]  This is not an accident.
[00:26:20.020 --> 00:26:21.341]  It's deliberate.
[00:26:21.341 --> 00:26:23.943]  It's why they love democracy.
[00:26:23.943 --> 00:26:30.906]  One of the many reasons they love democracy has been a great thing for the growth of the state.
[00:26:30.906 --> 00:26:43.073]  Everybody thinks Hans Hoppe's great book on democracy, The God That Failed, is the key guide to why democracy, as it's developed, is just an instrument for the state to use against the rest of us.
[00:26:43.753 --> 00:26:46.195]  And Quigley, of course, is very important to read.
[00:26:46.195 --> 00:26:48.856]  I'm so glad you're bringing Gary Allen's book back into print.
[00:26:48.856 --> 00:26:50.678]  Gary Allen was a very great man.
[00:26:50.678 --> 00:26:51.818]  Great writer.
[00:26:51.818 --> 00:26:55.761]  And this is a wonderful book, Alex.
[00:26:55.761 --> 00:26:58.662]  So, these are all things worth reading.
[00:26:58.662 --> 00:27:04.726]  And as usual, as you point out in this YouTube from Ron, he's always worth listening to.
[00:27:04.726 --> 00:27:05.827]  That's true today.
[00:27:05.827 --> 00:27:06.627]  It was true 30 or 40 years ago.
[00:27:10.024 --> 00:27:18.946]  In reaction to Richard Nixon's closing of the gold window and imposing price and wage controls on the economy in 1971.
[00:27:18.946 --> 00:27:20.447]  He's the same guy.
[00:27:20.447 --> 00:27:24.708]  And he's a sure guide to all this sort of thing.
[00:27:24.708 --> 00:27:26.328]  Look him up on YouTube.
[00:27:26.328 --> 00:27:32.209]  He's got many, many YouTubes from all his earlier campaigns, from his congressional speeches.
[00:27:32.209 --> 00:27:35.510]  They're all worth listening to.
[00:27:35.510 --> 00:27:38.611]  But again, don't expect anybody else to be Ron Paul.
[00:27:39.132 --> 00:27:45.009]  There's only been one Ron Paul and I would say that even though I support Ron Paul and all his and everything he's done
[00:27:48.131 --> 00:27:48.271]  There's
[00:28:11.186 --> 00:28:15.309]  I don't think I've ever brought anything up to him that he didn't already know about and then he'll know about stuff I don't know about.
[00:28:15.309 --> 00:28:17.110]  I mean I guess that's all he's doing is researching.
[00:28:31.564 --> 00:28:33.265]  That's our interview with Lou Rockwell.
[00:28:33.265 --> 00:28:37.628]  When we come back, there's a secret nuclear program in Austin, Texas.
[00:28:37.628 --> 00:28:38.789]  Some of it is admitted.
[00:28:38.789 --> 00:28:40.170]  A lot of it's underground.
[00:28:40.170 --> 00:28:46.974]  A rail gun blew up a few days ago outside of Austin, part of a Department of Defense program with UT.
[00:28:46.974 --> 00:28:53.198]  We're going to look at the secret nuclear program straight ahead and possible nuclear waste dumps.
[00:28:53.198 --> 00:28:55.760]  This is huge information.
[00:28:55.760 --> 00:28:56.260]  Stay with us.
[00:28:56.260 --> 00:28:56.961]  We'll be right back.
[00:29:01.803 --> 00:29:17.266]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:29:17.266 --> 00:29:21.967]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:29:21.967 --> 00:29:26.028]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions,
[00:29:26.641 --> 00:29:34.724]  It also comes equipped with the proper applicators and devices needed to deliver your Silver Solutions directly to key target areas.
[00:29:34.724 --> 00:29:42.688]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:29:42.688 --> 00:29:52.252]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:29:53.052 --> 00:29:56.977]  As well, we are always ready to answer any questions you may have.
[00:29:56.977 --> 00:30:00.762]  That's www.silverlungs.com.
[00:30:00.762 --> 00:30:05.208]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:30:05.208 --> 00:30:08.893]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[00:30:09.313 --> 00:30:13.336]  Every day we document the attempts to take control of our lives.
[00:30:13.336 --> 00:30:15.538]  But there's one thing we can all control.
[00:30:15.538 --> 00:30:17.139]  Your greatest dependency.
[00:30:17.139 --> 00:30:17.880]  Food.
[00:30:17.880 --> 00:30:25.486]  eFoodsDirect products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[00:30:25.486 --> 00:30:28.028]  This food is nutrient dense and tastes great.
[00:30:28.028 --> 00:30:32.071]  It's simple to make, portable, and has a shelf life of up to 25 years.
[00:30:32.071 --> 00:30:35.654]  Now with eFoodsDirect you'll get the most affordable, best tasting food you can buy.
[00:30:35.914 --> 00:30:40.738]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[00:30:40.738 --> 00:30:44.662]  This offer ends on June 20th, so take advantage of the summer savings now.
[00:30:44.662 --> 00:30:50.507]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[00:30:50.507 --> 00:30:52.089]  Don't let this offer pass you by.
[00:30:52.089 --> 00:30:57.474]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:30:57.474 --> 00:30:59.635]  More the best, for less guaranteed.
[00:31:00.456 --> 00:31:05.961]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:31:05.961 --> 00:31:08.363]  Start purifying your water with ProPure.
[00:31:08.363 --> 00:31:17.471]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:31:17.471 --> 00:31:20.913]  Its filters are silver impregnated to prevent bacterial growth.
[00:31:20.913 --> 00:31:22.595]  There's no priming required.
[00:31:22.595 --> 00:31:24.897]  It's NSF 42 certified.
[00:31:24.897 --> 00:31:27.459]  Optional fluoride filters can reduce fluoride up to 95%.
[00:31:27.459 --> 00:31:27.659]  Easy to
[00:31:28.780 --> 00:31:29.160]  I think so.
[00:31:55.541 --> 00:32:00.762]  You can also call to order 888-253-3139.
[00:32:00.762 --> 00:32:07.404]  When you're out on the road, the last place you want to be is on the road.
[00:32:07.404 --> 00:32:12.545]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:32:12.545 --> 00:32:21.267]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:32:21.267 --> 00:32:23.348]  They sew pride in every stitch.
[00:32:25.339 --> 00:32:27.611]  Guarantee you love the way they fit.
[00:32:29.762 --> 00:32:34.364]  They put a Diamond Gusset in the crotch, where you need it most.
[00:32:34.364 --> 00:32:39.426]  Blue Diamond Gussets got it, others don't.
[00:32:39.426 --> 00:32:41.567]  We turn jeans inside out.
[00:32:41.567 --> 00:32:43.368]  Diamond Gusset Jeans.
[00:32:43.368 --> 00:32:46.249]  Made in the USA with unparalleled quality.
[00:32:46.249 --> 00:32:52.872]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:32:52.872 --> 00:32:55.573]  Order yours at gusset.com.
[00:32:55.573 --> 00:32:58.815]  Diamond Gusset Jeans got it, others don't.
[00:33:01.812 --> 00:33:05.395]  Coast to Coast, direct from Austin.
[00:33:05.395 --> 00:33:13.401]  You're listening to the Alex Jones Broadcasting Network.
[00:33:13.401 --> 00:33:21.127]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:33:35.737 --> 00:33:47.125]  We take you now to InfoWars Nightly News reporter Aaron Dykes as we begin part one of our investigation into the secret national security complexes buried under Austin, Texas.
[00:33:47.125 --> 00:33:50.828]  Rail guns, nuclear reactors, and more.
[00:33:50.828 --> 00:34:04.217]  We have an InfoWars exclusive report uncovering the nuclear secrets of Austin, Texas as dangerous experimentations in the continuity of government threatens our very way of life.
[00:34:07.119 --> 00:34:12.266]  We have been compelled to create a permanent armaments industry of vast proportions.
[00:34:12.266 --> 00:34:16.552]  We must guard against the acquisition of unwarranted influence.
[00:34:17.091 --> 00:34:21.275]  Whether sought or unsought by the military-industrial complex.
[00:34:21.275 --> 00:34:30.944]  From before the days of President Dwight D. Eisenhower, the military-industrial complex has dominated research at universities across the United States.
[00:34:30.944 --> 00:34:40.173]  We must also be alert to the equal and opposite danger that public policy could itself become the captive of a scientific
[00:34:41.266 --> 00:34:46.210]  ...technological elite in laboratories and testing fields.
[00:34:46.210 --> 00:34:51.554]  The Free University has experienced a revolution in the conduct of research.
[00:34:52.281 --> 00:34:53.682]  There have been many disasters.
[00:34:53.682 --> 00:34:59.504]  In California in 1959, a large sodium reactor melted down.
[00:34:59.504 --> 00:35:06.667]  And many estimates show that it was over 70 times bigger than Three Mile Island, and similar in effect to Chernobyl.
[00:35:06.667 --> 00:35:09.508]  But Americans weren't told about it for decades later.
[00:35:09.508 --> 00:35:16.071]  The reactor problem in July of 1959 involved partial core meltdown, was not publicly acknowledged until decades later.
[00:35:16.351 --> 00:35:34.934]  That's why it's important to look at all the secret and covert infrastructure across the United States, including Austin, Texas, the site of three different covert nuclear reactors and reports of huge caches of radioactive waste being hidden in the community of Austin, Texas.
[00:35:34.934 --> 00:35:40.255]  This is similar to large stockpiles that have been found in California and other states.
[00:35:40.255 --> 00:35:44.656]  No one wants the waste in their community, so government universities tend to hide it.
[00:35:45.606 --> 00:35:56.153]  Alex Jones here with a breaking first report on the underground infrastructure that literally infest Austin, Texas and surrounding areas.
[00:35:56.153 --> 00:36:06.360]  Bioweapons, rail guns, secret cyclotron facilities exploding just a few days ago, and big underground nuclear plants.
[00:36:07.040 --> 00:36:09.001]  Research facilities.
[00:36:09.001 --> 00:36:16.004]  Some of the biggest research facilities in the country right here in Austin and almost no newspaper articles about it.
[00:36:16.004 --> 00:36:19.646]  The articles we found online by the statesmen and others have been removed.
[00:36:19.646 --> 00:36:21.927]  Wikipedia has had the record of it expunged.
[00:36:21.927 --> 00:36:25.769]  But my father when he was going to the University of Texas in the late 60s and was
[00:36:28.081 --> 00:36:36.266]  In departments that had access to the downtown reactor, saw it himself, worked on it as part of his physics class.
[00:36:36.266 --> 00:36:41.289]  Then, in the late 80s, they built new, larger reactors in North Austin.
[00:36:41.289 --> 00:36:42.590]  We're going to show you both of those.
[00:36:42.590 --> 00:36:55.778]  But in our investigation of these secretive infrastructures that the Department of Defense is controlling right here in Austin, but also in many other cities around the country, we discovered that hiding right under our nose, our own Chris Odens
[00:36:56.198 --> 00:37:19.036]  Great-grandfather had been the head superintendent of all the facilities for the University of Texas in Austin, the biggest campus in the world, and that up until 1970, when he retired, he told his great-grandson and family, for that matter, that the huge underground cave system right outside Austin had been used as a secret dumping ground.
[00:37:19.036 --> 00:37:21.258]  So, Chris, here in our office,
[00:37:22.158 --> 00:37:30.706]  Tell folks exactly what your grandfather told you that they stored in there and how big this cave system is.
[00:37:30.706 --> 00:37:43.999]  My great-grandfather, Benny Ellis, had told me many times about a site on the western portion of Austin, what used to be outside the city limits, right off of Redbud Trail.
[00:37:45.942 --> 00:37:53.947]  I'd say just a couple of hundred yards south of where the dam is at the beginning of the Old Town Lake, Lady Bird Lake, whatever they call it.
[00:37:53.947 --> 00:38:05.655]  And he told me for many years they had dumped barrels of chemical waste, heavy chests and containers of metal waste that he knew to be radioactive.
[00:38:05.655 --> 00:38:11.499]  He described them as containers with biohazard labels, radioactive labels.
[00:38:12.659 --> 00:38:20.664]  He had had the responsibility of controlling transportation and so in many cases he was witness to such events.
[00:38:20.664 --> 00:38:27.609]  And you said that your great-grandfather said that they would wall it off and that there were areas that were cemented so they would put it back in crevices.
[00:38:27.609 --> 00:38:32.372]  Over the years, even when looking at the cave entrance sites, there are
[00:38:32.972 --> 00:38:35.294]  Layers that are comprised of older concrete.
[00:38:35.294 --> 00:38:37.316]  You can see it's pitted and has aged.
[00:38:37.316 --> 00:38:42.920]  And then there have been newer installations where it's more polished, updated concrete.
[00:38:42.920 --> 00:38:49.786]  They've even disguised, or what I consider disguised, a portion of it as drainage for the entrance that goes underneath the cliff that's near it.
[00:38:49.966 --> 00:38:56.388]  This is a big deal because we have this history not just here but in Russia, Japan, where they just store this stuff all over the place.
[00:38:56.388 --> 00:38:58.989]  They store it in warehouses illegally.
[00:38:58.989 --> 00:39:07.111]  Repeat what you told me on the radio earlier today about the fact that they started moving it out to Red Bud because it had been in East Austin.
[00:39:08.211 --> 00:39:23.837]  Yes, according to him, for many years they had been attempting to store wastes of many kinds, dumping wastes of many kinds, as well as simply storing heavy equipment used by the university out where what is today Dishfalk Field.
[00:39:23.837 --> 00:39:26.438]  It's a large baseball diamond.
[00:39:26.438 --> 00:39:32.540]  That part of Austin was East Austin, typically known for having a higher minority population.
[00:39:32.540 --> 00:39:34.301]  There was a lot of blowback from the community.
[00:39:35.161 --> 00:39:41.246]  And they, in turn, began to store it underground in those lesser-known facilities.
[00:39:41.246 --> 00:39:44.488]  Hey, this is stored in the richest part of Austin now!
[00:39:44.488 --> 00:39:45.629]  It was not at that time.
[00:39:45.629 --> 00:39:47.170]  It was city limits.
[00:39:47.170 --> 00:39:48.831]  There was very little development.
[00:39:48.831 --> 00:39:51.133]  It was country.
[00:39:51.133 --> 00:39:59.138]  It was, at that time... I've got friends that live out there, and there's old fishing shacks and things in the 30s and 40s, and that's all that was out there.
[00:39:59.138 --> 00:39:59.298]  Right.
[00:39:59.298 --> 00:40:01.100]  I mean, that was the countryside.
[00:40:01.100 --> 00:40:01.460]  Exactly.
[00:40:01.860 --> 00:40:07.824]  Now before we get into the full report, that's just part one, because this just started developing yesterday, what's your overall view?
[00:40:07.824 --> 00:40:18.750]  And did your great-grandfather, who was the head of superintendent of facilities at UT for all those years, did he ever talk about the reactor underneath the presidential library?
[00:40:18.750 --> 00:40:27.355]  He did describe what many had said was underneath the Robert Lee Memorial Building.
[00:40:27.355 --> 00:40:28.716]  He said that
[00:40:30.305 --> 00:40:35.609]  There was more activity going on under the ground than above the ground.
[00:40:35.609 --> 00:40:42.814]  The campus was enormous and the tunnels were vast.
[00:40:42.814 --> 00:40:48.538]  They were able to do things like transfer library books from one building to another.
[00:40:49.497 --> 00:40:51.439]  underground when weather wouldn't permit.
[00:40:51.439 --> 00:41:00.486]  He even described times when personnel would use underground corridors instead of traveling above ground.
[00:41:00.486 --> 00:41:01.907]  And it's not just Austin, Texas.
[00:41:01.907 --> 00:41:04.629]  There is secret infrastructure in every major city.
[00:41:04.629 --> 00:41:11.515]  But even my grandfather and family that lived here in Austin talked about the old SAC base that's now our international airport, Bergstrom.
[00:41:11.515 --> 00:41:16.378]  And they admit that the Hilton Hotel out there is the big SAC command building.
[00:41:16.378 --> 00:41:16.819]  Was that?
[00:41:17.259 --> 00:41:23.383]  And I've talked to family who's currently in the military who says, well, we can't talk about it, but yes, there's a big underground base there.
[00:41:23.383 --> 00:41:29.567]  There's railways connected to UT, the Capitol, and all the way out to Fort Hood, 60 miles away.
[00:41:29.567 --> 00:41:30.488]  I mean, it's amazing.
[00:41:30.488 --> 00:41:37.793]  The United States has spent more money than all other countries combined on defense, but also on COG, continuity of government.
[00:41:37.793 --> 00:41:38.734]  Can you imagine?
[00:41:39.634 --> 00:41:41.216]  How big these underground bases are.
[00:41:41.216 --> 00:41:48.084]  I mean, I've been told it's just staggering the whole giant secret government corporate infrastructure that's underground.
[00:41:48.993 --> 00:42:02.559]  Despite the bedrock here, despite the manpower that would go into such a thing, I know I've been told of underground bases, even located in the Capitol, that were installed during the Cold War simply for bomb shelters.
[00:42:02.559 --> 00:42:05.180]  Chris Oden, thank you for taking time out to talk with us today.
[00:42:05.180 --> 00:42:13.563]  We're going to get into the full report right now from you guys on the street yesterday, Aaron Dykes yourself and Rob Jacobson running camera.
[00:42:13.563 --> 00:42:15.404]  We're going to have a part two next week.
[00:42:15.404 --> 00:42:17.845]  This rabbit hole goes very, very deep.
[00:42:18.465 --> 00:42:29.288]  The fact that most Austinites don't even know that bioweapons are being developed in Austin, that if they got out would kill over 90% of the people, things like mousepox, things like airborne Ebola.
[00:42:29.288 --> 00:42:41.231]  The fact that we've got an old reactor still operating, hidden underneath UT downtown, and then two up north, and you tell the average person and they laugh at you and there's almost no news coverage.
[00:42:41.231 --> 00:42:45.852]  You have to go back to the 80s to even find Austin American Statesman articles on this.
[00:42:45.852 --> 00:42:46.992]  This is wild.
[00:42:52.014 --> 00:42:56.246]  We'll be right back with more concerning the secret infrastructure underneath Austin, Texas.
[00:43:03.047 --> 00:43:11.153]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:43:11.153 --> 00:43:15.236]  Alex and his staff have used these pure soap products for years.
[00:43:15.236 --> 00:43:22.541]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:43:22.541 --> 00:43:25.343]  See them on the web at 5starsoap.com.
[00:43:25.543 --> 00:43:30.387]  Or call 800-340-7091 for a free catalog.
[00:43:30.387 --> 00:43:36.332]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:43:36.332 --> 00:43:41.736]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:43:41.736 --> 00:43:43.717]  This is an amazing deal.
[00:43:43.717 --> 00:43:48.961]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:43:48.961 --> 00:43:52.044]  See them on the web at 5starsoap.com or call
[00:43:52.344 --> 00:43:53.566]  Call 800-340-7091 for a free catalog.
[00:44:00.683 --> 00:44:05.106]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:44:05.106 --> 00:44:09.250]  As a listener, you know why you need to have a supply of the best affordable food on the planet.
[00:44:09.250 --> 00:44:13.253]  Every day, we document the attempts to take control of our lives.
[00:44:13.253 --> 00:44:15.474]  But there's one thing we can all control.
[00:44:15.474 --> 00:44:17.076]  Your greatest dependency.
[00:44:17.076 --> 00:44:17.816]  Food.
[00:44:17.816 --> 00:44:25.422]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[00:44:25.422 --> 00:44:27.944]  This food is nutrient-dense and tastes great.
[00:44:27.944 --> 00:44:29.265]  It's simple to make, portable,
[00:44:29.485 --> 00:44:31.966]  And has a shelf life of up to 25 years.
[00:44:31.966 --> 00:44:35.849]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[00:44:35.849 --> 00:44:40.671]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[00:44:40.671 --> 00:44:42.392]  This offer ends on June 20th.
[00:44:42.392 --> 00:44:44.594]  So take advantage of the summer savings now.
[00:44:44.594 --> 00:44:50.417]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[00:44:50.417 --> 00:44:51.998]  Don't let this offer pass you by.
[00:44:51.998 --> 00:44:53.979]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:44:57.381 --> 00:45:00.264]  More the best for less guaranteed.
[00:45:00.264 --> 00:45:04.808]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:45:04.808 --> 00:45:09.151]  Number one, new climate legislation could easily double or triple your electric bill.
[00:45:09.151 --> 00:45:14.896]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[00:45:14.896 --> 00:45:20.201]  It's true, total government control of electricity in the name of smart grid technology is coming.
[00:45:20.501 --> 00:45:21.322]  Number 3.
[00:45:21.322 --> 00:45:24.925]  In some areas of the country, the power grid is dangerously overloaded.
[00:45:24.925 --> 00:45:28.829]  And now, new socialist legislation is only compounding the problem.
[00:45:28.829 --> 00:45:29.629]  Number 4.
[00:45:29.629 --> 00:45:32.392]  Dangerous weather is always a threat to local grids.
[00:45:32.392 --> 00:45:35.735]  Every year, thousands of families lose their power from weather-related outages.
[00:45:36.055 --> 00:45:40.999]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[00:45:40.999 --> 00:45:46.063]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:45:46.063 --> 00:45:50.227]  You can get more information at www.mysolarbackup.com.
[00:45:50.227 --> 00:45:52.028]  That's mysolarbackup.com.
[00:45:52.028 --> 00:45:56.612]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:46:01.943 --> 00:46:05.906]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:46:05.906 --> 00:46:14.773]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:46:14.773 --> 00:46:19.396]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:46:19.396 --> 00:46:30.225]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:46:30.845 --> 00:46:40.348]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:46:40.348 --> 00:46:45.790]  Very easy to follow, step-by-step instructions are provided, making production fast and simple.
[00:46:45.790 --> 00:46:53.273]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:46:53.273 --> 00:46:55.674]  That's www.silverlungs.com.
[00:47:01.843 --> 00:47:05.444]  Coast to Coast, direct from Austin.
[00:47:05.444 --> 00:47:18.747]  You're listening to the Alex Jones Broadcasting Network.
[00:47:18.747 --> 00:47:26.849]  You've just heard part one of our first report concerning secret technology underground bases here in Austin, Texas.
[00:47:26.849 --> 00:47:30.730]  Our reporters go to the scene of where nuclear waste may be buried.
[00:47:32.498 --> 00:47:34.459]  Aaron Dykes here for InfoWars.com.
[00:47:34.459 --> 00:47:41.604]  We're here on the UT campus in downtown Austin to expose some of the secret infrastructure that goes on at universities.
[00:47:41.604 --> 00:47:45.167]  Right here in Austin, Texas, there are several nuclear facilities.
[00:47:45.167 --> 00:47:47.628]  One is reportedly underground this campus.
[00:47:47.628 --> 00:47:49.290]  There's another at the J.J.
[00:47:49.290 --> 00:47:56.314]  Pickle Research Facility, part of the larger Austin system just a few miles north of downtown here in Austin, Texas.
[00:47:57.455 --> 00:48:08.551]  Now, I'm standing here with one of our newest production team members, Christopher Oden, and not only is he a long-term Austin resident, his grandfather used to be a superintendent right here on UT campus.
[00:48:08.551 --> 00:48:09.553]  Christopher, tell us what you know.
[00:48:11.198 --> 00:48:26.303]  I do know that for a number of years, according to my great-grandfather, Benjamin Ellis, there was research conducted here that was not only kept under great security and great secrecy, it was
[00:48:27.723 --> 00:48:32.726]  Done by other agencies than just the University of Texas.
[00:48:32.726 --> 00:48:56.360]  I know that not only is there a nuclear reactor approximately six stories beneath our feet and the facilities to maintain such a reactor, there are a number of them, at least one, possibly two, at the Pickle Research Center about 15 miles north of here, as well as various locations in local caves within Travis County.
[00:48:57.583 --> 00:48:58.624]  Right here at J.J.
[00:48:58.624 --> 00:49:11.411]  Pickle, there's actually a nuclear reactor, a full-scale nuclear system, going on behind research facilities, bio labs, and other regular university functions that are going on.
[00:49:11.411 --> 00:49:15.173]  And we want to know why is this being covered up, why is it not talked about.
[00:49:15.173 --> 00:49:24.058]  We have footage we're going to show you of some of the cooling towers, and on Google Earth you can see some of the cooling ponds that are used for nuclear reactors.
[00:49:25.078 --> 00:49:39.848]  On June 13, 2012, there was an explosion at another research facility, which really just raises bigger questions about a lot of the secretive and often dangerous research that goes on under the auspices of university education.
[00:49:39.848 --> 00:49:48.173]  The University of Texas has been much less than transparent about a lot of their activities.
[00:49:50.234 --> 00:50:00.806]  They have nanotechnology projects that are published, but they've been very, very hush-hush about their nuclear reactor work.
[00:50:00.806 --> 00:50:09.936]  We do know across the country approximately 48 out of 64 nuclear reactor locations are admittedly leaking, admittedly rotting.
[00:50:10.356 --> 00:50:14.441]  They're leaking the radioactive element tritium into water supplies.
[00:50:14.441 --> 00:50:17.904]  That's all in MSNBC and other mainstream sources.
[00:50:17.904 --> 00:50:19.666]  So we know there's something going on.
[00:50:19.666 --> 00:50:24.051]  We know nuclear is not as clean as we were once convinced it was.
[00:50:24.051 --> 00:50:29.937]  And so the idea that something even more covert could be going on with dumping this material is certainly alarming.
[00:50:30.666 --> 00:50:42.090]  We're here at a location in a ravine just off of the Tom Miller Dam south of the Colorado River here in Austin and CJ here will explain what our sources told us.
[00:50:42.090 --> 00:50:48.872]  My great-grandfather did tell me that the University of Texas was using this area to dispose of nuclear waste.
[00:50:49.592 --> 00:51:01.338]  As we learn more about the disturbing nuclear secrets of Austin and its threats to the environment, we begin to understand how little we really know about what's going on in government and the world we live in.
[00:51:01.338 --> 00:51:05.360]  This is Aaron Dykes for InfoWars.com, signing off.
[00:51:05.660 --> 00:51:10.184]  And we will continue to bring you more coverage on that story as it unfolds.
[00:51:10.184 --> 00:51:23.015]  Meanwhile, we have learned that the CDC bioterror lab in Atlanta has had some serious problems with the airflow systems that they designed to stop the release of infectious agents.
[00:51:23.015 --> 00:51:26.638]  This revealed in government documents and internal emails.
[00:51:26.638 --> 00:51:30.221]  And this is the area of the building where they store anthrax.
[00:51:30.221 --> 00:51:32.843]  They have dangerous strains of influenza stored there.
[00:51:33.323 --> 00:51:35.104]  Monkeypox, you name it.
[00:51:35.104 --> 00:51:40.285]  These are microbes that have the potential to be used as bioweapons.
[00:51:40.285 --> 00:51:51.649]  And if any of these microbes were to get released on accident, let's say through one of those faulty ventilation systems, then there is seriously a potential for a global pandemic.
[00:51:51.649 --> 00:51:53.050]  It is that serious.
[00:51:53.050 --> 00:51:56.631]  And are there bioweapons labs in your neighborhood?
[00:51:56.631 --> 00:51:58.892]  InfoWars Nightly News investigates.
[00:52:01.547 --> 00:52:13.633]  Government-funded universities across the western world are developing massive warehouses full of bio-weapons that they say is for bio-defense under the BioShield program.
[00:52:13.633 --> 00:52:28.561]  Airborne Ebola, smallpox, bubonic plague, bird flu, and the H1N1 superbug are being weaponized and kept in moderately secured facilities like at the Galveston National Laboratory on the campus of the University of Texas.
