[00:00:00.394 --> 00:00:00.857]  We've got it!
[00:23:06.741 --> 00:23:12.457]  If you're part of the police department there in Fairfax County and you were part of the whole Bilderberg detail.
[00:23:13.835 --> 00:23:15.156]  Maybe you're not supposed to talk about it.
[00:23:15.156 --> 00:23:15.516]  Whatever.
[00:23:15.516 --> 00:23:25.740]  If you'd like to call in on the show, we'd like to hear from you, but also everybody that was out there demonstrating, protesting the huge hordes of alternative media, forcing the dinosaur media to report on things.
[00:23:25.740 --> 00:23:30.823]  I'm going to define the dinosaur media today because a reporter from Salon couldn't seem to understand it.
[00:23:30.823 --> 00:23:40.107]  It means establishment media that toes the party line from a left-wing or right-wing perspective and makes fun of people that talk about corruption and special interests manipulating government.
[00:23:40.327 --> 00:23:44.473]  They call you a conspiracy theorist if your head is screwed on even halfway straight.
[00:23:44.473 --> 00:23:46.756]  And you're not an idiot.
[00:23:46.756 --> 00:23:47.838]  So, let me give you the number.
[00:23:47.838 --> 00:23:49.881]  It's 877-789-ALEX.
[00:23:49.881 --> 00:23:51.143]  That's the Sunday Show number.
[00:23:51.143 --> 00:23:53.446]  It's different during the weekday, 11 to 2 Central Show.
[00:23:55.892 --> 00:23:58.493]  877-789-ALEX, 877-789-2539.
[00:23:58.493 --> 00:24:02.454]  And if you were there, we'd love to hear from you.
[00:24:02.454 --> 00:24:14.216]  My goodness, I love listeners and the power of the people that love liberty, the light in their eyes, black, white, Hispanic, Asian, old, young, North, South, East, West, Canada, Germany, England, you name it.
[00:24:14.216 --> 00:24:17.557]  It was so humbling to be around people like that.
[00:24:18.577 --> 00:24:27.623]  And just to have them totally counting on me and telling me how great I am, it's like nails on a chalkboard because I'm just an average guy doing what I have to do.
[00:24:27.623 --> 00:24:30.805]  And it makes me realize the responsibility I do have.
[00:24:30.805 --> 00:24:36.489]  And so when I screw up and do the things Alex Jones does, as you all do what you do, it's
[00:24:38.288 --> 00:24:41.653]  It's certainly the opposite of a power trip or an ego trip.
[00:24:41.653 --> 00:24:43.756]  Sometimes I come off as extremely arrogant.
[00:24:43.756 --> 00:24:47.501]  It's really just confidence and aggression and hatred of tyranny, love of liberty.
[00:24:47.501 --> 00:24:51.567]  But side issue, humbling to meet you all, humbling to see you all, 877-789-ALEX.
[00:24:55.120 --> 00:24:57.281]  Is the number easy to remember?
[00:24:57.281 --> 00:25:02.604]  I want to hear from anybody that was part of the events, any of the employees inside the Westfields.
[00:25:02.604 --> 00:25:05.426]  A lot of them were listeners as well from four years ago.
[00:25:05.426 --> 00:25:08.468]  It shows the power of reaching out to the police four years ago.
[00:25:08.468 --> 00:25:10.369]  None of them knew who we were four years ago.
[00:25:10.369 --> 00:25:14.491]  Of the hundreds of police they had out there guarding them at taxpayer expense.
[00:25:14.491 --> 00:25:19.474]  And they were almost running people over, the Bilderbergs people were, and folks were asking the cops, why don't you arrest them?
[00:25:19.474 --> 00:25:21.475]  They said, we've been told they have diplomatic immunity.
[00:25:24.073 --> 00:25:25.514]  Yeah, did you know?
[00:25:25.514 --> 00:25:28.336]  Well, in fact, I want to tell the history of diplomatic immunity sometime.
[00:25:28.336 --> 00:25:29.436]  In fact, I'm going to write a note.
[00:25:29.436 --> 00:25:32.878]  I've got like 20 pages of notes here, and of course I haven't gotten to one of the points yet.
[00:25:32.878 --> 00:25:45.046]  But diplomatic immunity, because they continue to just expand that out until they're saying, we're going to let the carbon taxers have diplomatic immunity now.
[00:25:45.046 --> 00:25:47.628]  We're going to give hedge funds diplomatic immunity.
[00:25:47.628 --> 00:25:49.669]  That's too big to fail taken to the next level.
[00:25:50.725 --> 00:25:51.725]  So we're going to talk about all that.
[00:25:51.725 --> 00:25:53.126]  Look, I got to say this.
[00:25:53.126 --> 00:25:58.569]  This is something I want to ask listeners that call in in the second hour after we hear from some Vilderberg folks.
[00:25:58.569 --> 00:26:00.630]  Vilderberg protesters.
[00:26:00.630 --> 00:26:01.510]  I like Rand Paul.
[00:26:01.510 --> 00:26:02.831]  I've known him for years.
[00:26:02.831 --> 00:26:04.472]  I spurred him to run.
[00:26:04.472 --> 00:26:05.752]  He said, I'm probably not going to.
[00:26:05.752 --> 00:26:07.673]  And I said, no, you really will get money.
[00:26:07.673 --> 00:26:08.794]  You will get support.
[00:26:08.794 --> 00:26:13.176]  My listeners were his first volunteers, make up part of his team.
[00:26:13.176 --> 00:26:15.637]  He's a great guy compared to everybody else in the Senate.
[00:26:15.637 --> 00:26:16.738]  Done what he'd say he'd do.
[00:26:18.187 --> 00:26:35.989]  uh... plays a little more politics in his dad but just to soften the edges of what he's doing is very effective uh... and so there's no reason to sit here and bashing but i think you'll destroy himself if he does take the vp ticket mit romney i know they met the closed-door session last week i was on the road never covered it
[00:26:37.162 --> 00:26:40.685]  People ask me about it, and it's just bad.
[00:26:40.685 --> 00:26:53.635]  Rand Paul said on air a few months ago when he was on, Senator Paul, and he also said off air when I was talking to him during the breaks, that well, if they do reach out to me, it's an honor to be considered for VP, but I don't think it's going to happen because I'm not going to compromise.
[00:26:54.332 --> 00:26:56.633]  Well, now they have reached out to him.
[00:26:56.633 --> 00:27:03.614]  And the word is, though, Bilderberg obviously does not like that apple, because they know it falls real close from the Ron Paul tree.
[00:27:03.614 --> 00:27:05.795]  And that's some big news on Ron Paul.
[00:27:05.795 --> 00:27:08.695]  The Bilderbergs are really mad at him.
[00:27:08.695 --> 00:27:12.936]  I'll break that down in just a moment if we have time, if not after the break.
[00:27:12.936 --> 00:27:23.019]  But smart Republicans, and I talked to some people in the national media, people that have a lot of big high-power Republican connections over the weekend,
[00:27:24.406 --> 00:27:25.747]  Names of course not be revealed.
[00:27:25.747 --> 00:27:26.547]  They said no.
[00:27:26.547 --> 00:27:32.330]  I mean what a lot of pile of Republicans want is to actually not be globalists and sell to the New World Order.
[00:27:32.330 --> 00:27:44.615]  They know this stuff's all real and they think that Rand Paul would be good in there because then hopefully it would force Romney to to to to and it would be a sign that Romney
[00:27:45.782 --> 00:27:48.625]  Is it just going to become Obama 2.0?
[00:27:48.625 --> 00:27:57.354]  Because Obama and Romney are both paying capital finance, Goldman Sachs, JP Morgan, supported abortion, open borders, carbon taxes, gun control.
[00:27:57.354 --> 00:28:02.239]  Romney wrote the model of Obamacare in Massachusetts, that's on record.
[00:28:02.239 --> 00:28:07.223]  I mean, he's not exciting the conservative, libertarian base, constitutional base.
[00:28:07.223 --> 00:28:09.626]  But I've got to say, they're not going to pick Rand Paul.
[00:28:11.869 --> 00:28:16.110]  Not because Rand Paul wouldn't even probably lie to himself and say, well, it's a great honor.
[00:28:16.110 --> 00:28:18.651]  I'll be able to change them from the inside.
[00:28:18.651 --> 00:28:25.393]  He's a good guy, but I think that, you know, that allure he would, he would think that you'll probably, you know, that, well, that he would change them, not him.
[00:28:25.393 --> 00:28:28.414]  But when you dance with the devil, you change, he doesn't.
[00:28:28.414 --> 00:28:31.435]  You stare into the abyss too long, you become the abyss.
[00:28:31.435 --> 00:28:33.776]  It will destroy Rand Paul politically.
[00:28:35.151 --> 00:28:39.534]  All the little political guys around him and stuff, they want to have the big job in the White House.
[00:28:39.534 --> 00:28:40.975]  They want to get into the power elite.
[00:28:40.975 --> 00:28:42.756]  They want Sunday news shows.
[00:28:42.756 --> 00:28:43.697]  They're all telling him.
[00:28:43.697 --> 00:28:45.658]  I know his dad isn't telling him this.
[00:28:45.658 --> 00:28:47.720]  But they're all telling him, hey, yeah, get in there.
[00:28:47.720 --> 00:28:48.600]  Doesn't matter.
[00:28:48.600 --> 00:28:53.123]  The word is the Bilderberg Group wants the Indiana governor, Mitch Daniels.
[00:28:53.123 --> 00:28:54.084]  I'll tell you about that.
[00:28:54.084 --> 00:28:56.846]  And then death threats against Ron Paul from the Bilderberg Group.
[00:28:56.846 --> 00:28:57.626]  Straight ahead.
[00:28:57.626 --> 00:28:58.087]  Stay with us.
[00:29:00.270 --> 00:29:04.631]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:29:04.631 --> 00:29:08.672]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[00:29:08.672 --> 00:29:12.373]  Every day, we document the attempts to take control of our lives.
[00:29:12.373 --> 00:29:14.894]  But there's one thing we can all control.
[00:29:14.894 --> 00:29:16.414]  Your greatest dependency.
[00:29:16.414 --> 00:29:17.174]  Food.
[00:29:17.174 --> 00:29:24.676]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[00:29:24.676 --> 00:29:27.217]  This food is nutrient-dense and tastes great.
[00:29:27.217 --> 00:29:28.517]  It's simple to make, portable,
[00:29:28.717 --> 00:29:31.158]  And has a shelf life of up to 25 years.
[00:29:31.158 --> 00:29:35.059]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[00:29:35.059 --> 00:29:37.640]  And the new products and pricing will blow you away.
[00:29:37.640 --> 00:29:42.502]  Compared to other food sources, including home cooked meals, you can cut your food cost in half.
[00:29:42.502 --> 00:29:44.482]  You just can't afford to ignore this.
[00:29:44.482 --> 00:29:50.124]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[00:29:50.124 --> 00:29:51.665]  Don't let this offer pass you by.
[00:29:51.665 --> 00:29:53.706]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:29:53.706 --> 00:29:54.166]  More the best.
[00:29:57.887 --> 00:29:58.547]  For less.
[00:29:58.547 --> 00:29:59.028]  Guaranteed.
[00:30:27.987 --> 00:30:29.508]  Easy to set up and use.
[00:30:29.508 --> 00:30:30.928]  Doesn't require electricity.
[00:30:30.928 --> 00:30:34.090]  Purify water from lakes, streams, ponds, and wells.
[00:30:34.090 --> 00:30:37.472]  This filter system leaves in beneficial minerals, which is key.
[00:30:37.472 --> 00:30:41.614]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:30:41.614 --> 00:30:44.355]  ProPure is the best gravity-fed filter out there.
[00:30:44.355 --> 00:30:45.916]  It's what my family uses.
[00:30:45.916 --> 00:30:49.237]  Infowars.com already has the lowest price on ProPure.
[00:30:49.237 --> 00:30:54.480]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:30:55.060 --> 00:31:01.904]  You can also call to order 888-253-3139.
[00:31:01.904 --> 00:31:10.009]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:31:10.009 --> 00:31:14.091]  Alex and his staff have used these pure soap products for years.
[00:31:14.091 --> 00:31:21.375]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:31:21.375 --> 00:31:24.197]  See them on the web at 5starsoap.com.
[00:31:24.417 --> 00:31:29.241]  Or call 800-340-7091 for a free catalog.
[00:31:29.241 --> 00:31:35.185]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:31:35.185 --> 00:31:40.590]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:31:40.590 --> 00:31:42.571]  This is an amazing deal.
[00:31:42.571 --> 00:31:47.815]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:31:47.815 --> 00:31:50.898]  See them on the web at 5starsoap.com or call
[00:31:51.318 --> 00:31:59.640]  800-340-7091 for a free catalog.
[00:31:59.640 --> 00:32:00.941]  Hi, this is Alex Jones.
[00:32:00.941 --> 00:32:06.522]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:32:06.522 --> 00:32:11.544]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:32:11.544 --> 00:32:16.565]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:32:17.105 --> 00:32:22.329]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:32:22.329 --> 00:32:29.454]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:32:29.454 --> 00:32:30.574]  And here's the best part.
[00:32:30.574 --> 00:32:36.939]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[00:32:37.259 --> 00:32:40.442]  So visit them today at survivalseedbank.com.
[00:32:40.442 --> 00:32:42.663]  That's survivalseedbank.com.
[00:32:42.663 --> 00:32:43.604]  Or give them a call at 877-327-0365.
[00:32:43.604 --> 00:32:43.804]  That's 877-327-0365.
[00:32:43.804 --> 00:32:47.247]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:32:47.247 --> 00:32:48.988]  This is Alex Jones for survivalseedbank.com.
[00:33:01.280 --> 00:33:04.881]  Coast to Coast, direct from Austin.
[00:33:04.881 --> 00:33:08.081]  You're listening to the Alex Jones Broadcasting Network.
[00:33:28.960 --> 00:33:32.581]  Coming to you live from the road in Virginia.
[00:33:32.581 --> 00:33:36.642]  Beautiful little town that we pulled in at.
[00:33:36.642 --> 00:33:46.165]  Not going to say the name because anytime we do that suddenly listeners show up, which is great, but then we can't get anything done.
[00:33:46.165 --> 00:33:47.506]  Amazing.
[00:33:47.506 --> 00:33:51.927]  Okay, I want to go to your phone calls and we're going to do that in a moment.
[00:33:51.927 --> 00:33:54.048]  Folks that are patiently holding here in a second.
[00:33:55.287 --> 00:33:58.903]  But first off, let me go through some of what we gleaned at Bilderberg 2012.
[00:34:02.338 --> 00:34:07.120]  The Indiana governor, Mitch Daniels, known for privatizing everything.
[00:34:07.120 --> 00:34:17.924]  That means handing over already paid for infrastructure in sweetheart deals and actually increasing the taxes on the people under it for giant profits to special insiders.
[00:34:17.924 --> 00:34:20.465]  The opposite of privatization, but they call it that.
[00:34:20.465 --> 00:34:27.408]  It's crony, monopoly, fraud, gangsterism, or piratical New World Orderism.
[00:34:29.482 --> 00:34:30.783]  Everybody thinks it's left and right.
[00:34:30.783 --> 00:34:37.326]  No, it's a bunch of scammers with inside deals hammering everybody.
[00:34:37.326 --> 00:34:40.147]  Also, Marco Rubio may have been there.
[00:34:40.147 --> 00:34:41.248]  We're not sure.
[00:34:41.248 --> 00:34:45.290]  One of our sources said it sure looked like him, but that's just one of the hotel workers.
[00:34:45.290 --> 00:34:46.490]  We got a couple of those sources.
[00:34:46.490 --> 00:34:48.091]  Well, three of them total.
[00:34:48.091 --> 00:34:49.932]  I haven't been able to get a hold of my Bilderberg source.
[00:34:51.434 --> 00:34:54.056]  In a couple days, obviously they're being watched.
[00:34:54.056 --> 00:34:56.919]  Not a Bilderberger, but one of their minions.
[00:34:56.919 --> 00:35:05.046]  Continuing here, but Marco Rubio did speak at the Pro-World Government, Pro-Tyranny Council on Foreign Relations group during Bilderberg in D.C.
[00:35:06.954 --> 00:35:11.177]  But the word is that the Bilderberg Group does not want Rand Paul.
[00:35:11.177 --> 00:35:16.780]  So let me just give that little message to some of Rand Paul's people that are really trying to get him into that job.
[00:35:16.780 --> 00:35:20.062]  The word is the Bilderberg Group does not like that idea.
[00:35:20.062 --> 00:35:21.563]  Now, they're not all powerful.
[00:35:21.563 --> 00:35:23.444]  They're trying to run everything.
[00:35:23.444 --> 00:35:25.065]  They secured things to a great extent.
[00:35:25.065 --> 00:35:27.426]  They want a dictatorial world government.
[00:35:27.426 --> 00:35:28.507]  They don't quite have it yet.
[00:35:28.507 --> 00:35:30.088]  I want to be clear about that.
[00:35:30.088 --> 00:35:32.389]  Salon was out there and a bunch of other publications.
[00:35:32.389 --> 00:35:32.890]  They kept saying,
[00:35:33.570 --> 00:35:34.370]  No, it was Haley Collar.
[00:35:34.370 --> 00:35:38.592]  She said, well if they were all powerful, like you say, how could you be protesting?
[00:35:38.592 --> 00:35:45.394]  I'm like, they're not all powerful, but they had me arrested for 15 hours until the media found out in Canada when I got there to cover it.
[00:35:45.394 --> 00:35:46.915]  They death threat people.
[00:35:46.915 --> 00:35:49.016]  Jim Tucker's been shot at.
[00:35:49.016 --> 00:35:50.836]  People have died that have been reporting on this.
[00:35:50.836 --> 00:35:52.757]  Are you doubting there's global mafias?
[00:35:52.757 --> 00:35:58.519]  I mean, first the mainstream media, the old dinosaur media said this didn't exist.
[00:35:58.519 --> 00:36:00.760]  The globalist controlled media is what the dinosaur media is.
[00:36:01.756 --> 00:36:10.402]  And then now they're like, okay, the Washington Post exists, AP it exists, all right, all these other publications, it exists, but the people that don't like it are still cooks, you know.
[00:36:10.402 --> 00:36:16.187]  Thank God there's these elitist meeting in secret with armed marines in plain clothes, which they later admitted.
[00:36:16.187 --> 00:36:20.250]  They had plain clothes ones out there with us, and it was really bizarre.
[00:36:20.250 --> 00:36:26.014]  I think it was some kind of Marine Corps training or something, and these young marines in there really acting pathetic and stupid and weird.
[00:36:26.972 --> 00:36:28.333]  Uh, it was bizarre.
[00:36:28.333 --> 00:36:34.218]  Uh, the police obviously weren't acting like that, but the Marines, very shameful, very shameful.
[00:36:34.218 --> 00:36:34.979]  I'll just say that again.
[00:36:34.979 --> 00:36:40.844]  A lot of Marines on our side, veterans and people, but the little young Marines they had out there stirring up trouble, very bizarre.
[00:36:40.844 --> 00:36:48.730]  Uh, going through some of the other, uh, big developments coming up.
[00:36:48.730 --> 00:36:50.932]  Aaron's going to break this down on a segment in the next hour.
[00:36:50.932 --> 00:36:53.054]  Aaron Dykes, one of our researchers riding with us on the trip.
[00:36:54.235 --> 00:37:06.388]  That the Syrian Transitional Council member was there, and that's the puppet government in waiting that the bankers that have hijacked this country are planning to install in Syria.
[00:37:06.388 --> 00:37:11.053]  And Bilderberg, the word we got three days ago was, they want a green light boost on the ground.
[00:37:11.053 --> 00:37:16.359]  I turn the news shows on, the day after this, and there's the Secretary of Defense, there's Hillary.
[00:37:16.719 --> 00:37:20.680]  There's all of them saying, we've got to have boots on the ground, not just a bombardment.
[00:37:20.680 --> 00:37:24.261]  We're going to invade, basically, because of the horrible massacres.
[00:37:24.261 --> 00:37:26.041]  Oh my gosh, the ceasefire failed.
[00:37:26.041 --> 00:37:32.882]  It turns out the massacres, like dead babies out of incubators in Kuwait, which they admit was a PR stunt, turns out they've got Al-Qaeda.
[00:37:32.882 --> 00:37:35.483]  This is on record in the back of the paper.
[00:37:35.483 --> 00:37:40.124]  Blowing up Libya, blowing up Syria, targeting military bases, police stations, you name it.
[00:37:40.124 --> 00:37:44.965]  And it's real Al-Qaeda in new black Al-Qaeda uniforms with Al-Qaeda patches.
[00:37:45.865 --> 00:37:47.965]  Blowing up everything and shooting people.
[00:37:47.965 --> 00:37:56.387]  We've had reporters that have gone there and our so-called government, this criminal group, is funding them to do all this and blame it on Assad.
[00:37:56.387 --> 00:38:05.629]  And again, I'm not saying Assad's a great guy, but I'm not saying Gaddafi was a great guy, but compared to Al-Qaeda, I mean Assad compared to Gaddafi was a great guy.
[00:38:05.629 --> 00:38:12.871]  It's kind of like Al-Qaeda and then way up the chain of much less worse is Gaddafi and then Assad is pretty much a stabilizer.
[00:38:14.818 --> 00:38:17.140]  But, that's why the Russians are giving them arms.
[00:38:17.140 --> 00:38:22.586]  I'm not saying the Russians are good either, but again, the banksters are running our country head-on to these people.
[00:38:22.586 --> 00:38:26.870]  The Russians are putting in spitsnatch weapons because it's their only port in the Mediterranean.
[00:38:26.870 --> 00:38:31.794]  Medvedev has said they may nuke the West now because of weapon systems being rolled in.
[00:38:31.794 --> 00:38:37.240]  Again, the globalists are playing a very, very, very dangerous game with all of our lives.
[00:38:38.578 --> 00:38:44.561]  They had Kasparov, the big chess champion, who's known CIA there, who they run for president in Russia.
[00:38:44.561 --> 00:38:48.923]  I mean, this is all about overthrowing other countries, but not even to democratize them.
[00:38:48.923 --> 00:38:50.304]  That's just the cover.
[00:38:50.304 --> 00:38:52.845]  They do this to bring in tyrannies.
[00:38:52.845 --> 00:38:55.306]  I mean, they are killing blacks, over 40,000 of them.
[00:38:55.306 --> 00:38:58.648]  The news even mainstreamed out of store media, even in Mets, as we told you months before it would happen.
[00:38:59.221 --> 00:39:00.582]  in Libya.
[00:39:00.582 --> 00:39:02.683]  Al-Qaeda's flags are flying everywhere.
[00:39:02.683 --> 00:39:04.323]  The women are having burqas put on their heads.
[00:39:04.323 --> 00:39:05.744]  Women are being kicked out of the colleges.
[00:39:05.744 --> 00:39:08.625]  It's like Afghanistan or something.
[00:39:08.625 --> 00:39:10.706]  Same thing in Egypt, to a lesser degree.
[00:39:10.706 --> 00:39:11.747]  Same thing.
[00:39:11.747 --> 00:39:15.048]  Al-Qaeda, that the criminal hijackers of the U.S.
[00:39:15.048 --> 00:39:25.313]  government, NATO, have said, on record, are going to expel all Christians, and there's some of the oldest Christian communities in the world, in Syria.
[00:39:25.874 --> 00:39:28.236]  Huge Christian community lives in total peace.
[00:39:28.236 --> 00:39:30.878]  You know, pre-Mohammed Christian groups.
[00:39:30.878 --> 00:39:35.281]  They're going to be expelled and the Jews are to be held and killed.
[00:39:35.281 --> 00:39:39.944]  This is the main group our criminal government is funding on record.
[00:39:39.944 --> 00:39:41.546]  I mean, look this up, folks.
[00:39:41.546 --> 00:39:45.729]  We've got articles at Infowars.com where mainline journalistic groups admit this.
[00:39:47.290 --> 00:39:47.911]  I'm ranting.
[00:39:47.911 --> 00:39:48.812]  It's just so criminal.
[00:39:48.812 --> 00:39:58.822]  And then I was reading Fareed Zarkaia, that CNN puppet that nobody watches, who I ran into in a CNN green room one time in New York last year, flipped out on me.
[00:39:58.822 --> 00:40:01.065]  Knew full well who I was.
[00:40:01.065 --> 00:40:05.470]  He's been at Bilderberg with a few token media people two or three years ago.
[00:40:06.553 --> 00:40:12.754]  He says, quote, and the article in the video is up on Infowars.com right now, starve Syria.
[00:40:12.754 --> 00:40:21.276]  He says militarily blockade food and medicine, like they did Iraq for more than a decade before bombarding it again.
[00:40:21.276 --> 00:40:27.057]  And again, Saddam put in by the CIA, shut up, all of that, told to invade Kuwait, look it up, April Gillespie.
[00:40:27.057 --> 00:40:29.758]  I mean, this is so evil, ladies and gentlemen.
[00:40:30.928 --> 00:40:33.731]  So incredibly off-the-charts evil.
[00:40:33.731 --> 00:40:35.672]  Aaron is going to be talking about that.
[00:40:35.672 --> 00:40:43.960]  The big news is, people first saw a report on this, some of them, and said, why would they be shooting their mouth off about Ron Paul at a Bilderberg meeting?
[00:40:43.960 --> 00:40:49.064]  You drive through, you see Ron Paul and Infowars.com stickers everywhere.
[00:40:49.064 --> 00:40:51.306]  You're being yelled at.
[00:40:51.306 --> 00:40:57.431]  When they get out of their cars that were driving through the gauntlet, our bullhorns on the street, people jumping in front of them, the cops dragging them off and all this.
[00:40:58.379 --> 00:41:04.365]  They get out and high level Bilderberg people would cuss and yell and say, I'm sick of Ron Paul.
[00:41:04.365 --> 00:41:04.805]  I hate him.
[00:41:04.805 --> 00:41:06.807]  Because we have people in the hotel.
[00:41:06.807 --> 00:41:10.971]  Well, Jim Tucker, he went in a week because he lives there in Virginia, was handing out cards.
[00:41:10.971 --> 00:41:12.253]  Hey, call me when they're rude to you.
[00:41:12.253 --> 00:41:14.214]  Call me when they say you can't look in their eyes.
[00:41:14.214 --> 00:41:15.536]  Call me when they treat you like filth.
[00:41:16.724 --> 00:41:19.007]  That's how journalists do it, and they call you.
[00:41:19.007 --> 00:41:20.568]  My source confirmed what Tucker said.
[00:41:20.568 --> 00:41:23.251]  He said, yeah, they use Ron Paul like an expletive.
[00:41:23.251 --> 00:41:25.433]  When they get out, they're real mad, some of them.
[00:41:25.433 --> 00:41:27.436]  And they sit around and talk garbage.
[00:41:27.436 --> 00:41:28.737]  Can you imagine to who?
[00:41:28.737 --> 00:41:29.918]  Bellhops, people like that.
[00:41:29.918 --> 00:41:33.362]  I can say bellhops because there's so many in the hotel, they won't be able to nail it down.
[00:41:33.362 --> 00:41:35.184]  They shoot their mouth off in the bar to waiters.
[00:41:35.184 --> 00:41:35.885]  I'll leave it at that.
[00:41:37.861 --> 00:41:40.784]  We've had dinner with some of these people at like 2 a.m., okay?
[00:41:40.784 --> 00:41:42.446]  You know, we got some hardcore stuff.
[00:41:42.446 --> 00:41:44.108]  And it's already been transmitted to the office.
[00:41:44.108 --> 00:41:47.932]  You can't pull us over and do stuff to us to stop it from getting out, okay?
[00:41:47.932 --> 00:41:49.774]  I want to say that to the Bilderberg Group as well.
[00:41:49.774 --> 00:41:50.395]  But we've got it.
[00:41:50.395 --> 00:41:52.137]  We know how to get it, okay?
[00:41:52.137 --> 00:41:54.540]  Because they treat these people like, no way I'm not talking to you.
[00:41:54.540 --> 00:41:55.861]  We just go, just take the card.
[00:41:55.861 --> 00:41:57.182]  We're not offering you money.
[00:41:57.182 --> 00:41:59.085]  When you hear how evil they are, you're going to want to call us.
[00:41:59.667 --> 00:42:00.367]  And they do.
[00:42:00.367 --> 00:42:02.888]  Just like the cops have been around them now and are suddenly on our side.
[00:42:02.888 --> 00:42:10.992]  These are some, look, these are arrogant people that are for killing 90% of the world's population in their official reports, UN, you name it.
[00:42:10.992 --> 00:42:12.713]  So I'm ranting, we're coming back, going to your calls.
[00:42:12.713 --> 00:42:17.955]  The point is, headline, Bilderberg group wants Ron Paul dead.
[00:42:17.955 --> 00:42:22.217]  InfoWars headline was, Bilderberg share Ron Paul death wish.
[00:42:22.217 --> 00:42:27.319]  And they would get out after being bullhorned, all these big Ron Paul banners and InfoWars banners, they would get out
[00:42:28.720 --> 00:42:35.185]  Other cars, because you know, they come through, they drive through the 200 yards or so around to the front of the big conference Marriott Luxury Center.
[00:42:36.201 --> 00:42:43.806]  And they get out and started saying, one German guy said, I want to put Ron Paul on plane with all his supporters.
[00:42:43.806 --> 00:42:49.731]  And once they reach over the ocean, the Atlantic, blow it up and blame it on Al-Qaeda.
[00:42:49.731 --> 00:42:51.092]  I mean, this was heard.
[00:42:51.092 --> 00:42:55.154]  Now, my source didn't confirm that, but he said, yes, they're very angry at Ron Paul for cussing his name.
[00:42:55.154 --> 00:42:56.435]  All right, we're going to come back.
[00:42:56.435 --> 00:42:58.377]  Go to your phone calls and a ton more.
[00:42:58.377 --> 00:42:59.758]  I haven't scratched the surface.
[00:42:59.758 --> 00:43:00.158]  Your calls.
[00:43:01.325 --> 00:43:16.798]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:43:16.798 --> 00:43:20.481]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:43:21.485 --> 00:43:34.256]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:43:34.256 --> 00:43:41.521]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:43:42.202 --> 00:43:52.589]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:43:52.589 --> 00:43:56.512]  As well, we are always ready to answer any questions you may have.
[00:43:56.512 --> 00:43:59.614]  That's www.SilverLungs.com
[00:44:00.256 --> 00:44:04.619]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:44:04.619 --> 00:44:08.643]  As a listener, you know why you need to have a supply of the best orderable food on the planet.
[00:44:08.643 --> 00:44:12.666]  Every day, we document the attempts to take control of our lives.
[00:44:12.666 --> 00:44:14.887]  But there's one thing we can all control.
[00:44:14.887 --> 00:44:16.409]  Your greatest dependency.
[00:44:16.409 --> 00:44:16.729]  Food.
[00:44:17.129 --> 00:44:24.656]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[00:44:24.656 --> 00:44:27.198]  This food is nutrient-dense and tastes great.
[00:44:27.198 --> 00:44:31.141]  It's simple to make, portable, and has a shelf life of up to 25 years.
[00:44:31.141 --> 00:44:34.724]  Now with eFoods Direct, you'll get the most affordable, best-tasting food you can buy.
[00:44:35.024 --> 00:44:37.627]  And the new products and pricing will blow you away.
