[00:00.000 --> 00:10.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[38:14.000 --> 38:26.000]  How many times did I say they're going to create a one world government where you worship an AI computer that can give you advanced technology or quote eternal life, but you really won't get eternal life.
[38:26.000 --> 38:36.000]  You'll be told that you're going to get rid of this body and enter this silicon system and that you won't hurt the earth anymore.
[38:36.000 --> 38:48.000]  And so there's going to be pressure for everybody to do this. And they're going to be able to tap into the pleasure centers. They're going to be able to basically make it whatever you want while you're still conscious and alive plugged into it.
[38:48.000 --> 39:00.000]  And it's going to be the greatest con of cons, a king of cons, that you'll believe your loved ones and things are inside the big computer system.
[39:00.000 --> 39:12.000]  And they'll have avatars and robot bodies that are in. They'll even have biological bodies in the future that are completely artificial but are biological.
[39:12.000 --> 39:24.000]  And you will think it's your family member. It'll have the sayings. It'll have the mannerisms. It'll have it all because in the future they'll be able to track everything you say, everything you do for years and have an algorithm.
[39:24.000 --> 39:36.000]  Just like Amazon can already, five years ago, tell you what you're going to order with 99% accuracy and already have your package preloaded days before you order it and ready to ship to you.
[39:36.000 --> 39:46.000]  People are going to believe they're talking to their loved ones inside of these avatars, inside of these AI systems, and it's not.
[39:46.000 --> 39:57.000]  And that's the big line. And that's going to be the great abomination that's going to come. And the dehumanization and the genetic engineering and all of it.
[39:57.000 --> 40:13.000]  The speech has to be linear though with the development of humanity, the city states, the nation states, the elites, the eugenics, the robber barons, the mind wars, the 20th century, the war for the future, which we're now in.
[40:13.000 --> 40:20.000]  The decision humans are obsolete, the decision to go to this silicon based system that the globalist believes is going to be eternal life.
[40:20.000 --> 40:30.000]  Ray Kurzweil is the top futurist technologist at Google and he's completely insane. Okay, invented scan printers 40 years ago, 50 years ago, whatever, big deal.
[40:30.000 --> 40:39.000]  Ray Kurzweil says off my father's papers and notes and things like telecomputer, it's going to recreate him. And I don't believe in God yet, I'm going to be God.
[40:39.000 --> 40:54.000]  Well, he may be crazy enough down the road to believe it's his dad off notebooks, but imagine computers and face scanners and all these ubiquitous systems in our houses that record everything we do in 3D dimension.
[40:54.000 --> 41:07.000]  You will be able to take that data and put it in a humanoid in a robot, whatever you want, and your mama won't be able to tell it's not you, but it's not you.
[41:07.000 --> 41:16.000]  We can't let this body live forever. But don't worry, you upload yourself into this computer and into this system.
[41:16.000 --> 41:25.000]  It's going to be we we're all going to be together, but you'll still have your individualism and everything that's in you everything you are we're going to control.
[41:25.000 --> 41:37.000]  Because when you realize you read 2001 Space Odyssey, you read childhood Zen, that was in my six OSS before that prayer, the telecommunications satellite, Odyssey Clark.
[41:37.000 --> 41:48.000]  He later gave speeches and things where he basically admitted, I'm a Luciferian, I believe all this, we're going to have to transcend our bodies to become the new superhuman.
[41:48.000 --> 42:00.000]  His thinking is the thinking of the insiders. And you know what, they'll argue, hey, we really are going to be gods. Look, we did all this and we envisioned it and we used builders.
[42:00.000 --> 42:04.000]  We use people.
[42:04.000 --> 42:24.000]  We use people to then have the idea, put it out there and enough money, enough taxpayer money, enough $700 toilet seats, the money siphoned off to actually build these Manhattan project type systems of AI, supercomputers, quantum engines, all of it to then be able to build the
[42:24.000 --> 42:38.000]  breakaway mass civilization that the establishment thinks it's going to get in. It believes the Earth's going to fail, fall, all the rest of this is consigned like an egg being fertilized.
[42:38.000 --> 42:50.000]  The Earth is simply the engine and the material to build the metamorphosis of what they're going to become. And so we're just the fuel for their operation.
[42:50.000 --> 42:55.000]  Well, guess what? We're going to have a discussion about this, but I haven't gotten to the next level.
[42:55.000 --> 43:21.000]  When we return, stay with us.
[43:26.000 --> 43:34.000]  Top scientists agree that aging is most likely caused by cellular damage, resulting from these reactive oxygen species.
[43:34.000 --> 43:47.000]  The antioxidants found in cell force are some of the most powerful available on the market. The stronger the antioxidant, the better its ability to scavenge for these reactive oxygen species and other free radicals.
[43:47.000 --> 43:59.000]  Boost, protect, and adapt with cell force from InfoWarsLife. Head to infowarslife.com or call 1-888-253-3139.
[44:18.000 --> 44:32.000]  And there's no way to quantify how strong this is, but the amount of bone protein and the amount of marrow and the amount of concentrated life force that is in this is incredible.
[44:32.000 --> 44:48.000]  Ladies and gentlemen, whether it's for your joints, whether it's for your arteries and your veins, whether it's for your brain, whether it's for energy, this, ladies and gentlemen, is the strongest, most concentrated bone broth formula out there, and it's amazing.
[44:48.000 --> 44:59.000]  Find out for yourself today at infowarsstore.com. What it can do for your family. And again, I want to thank you all for your support. You are funding the Information War in 2018.
[44:59.000 --> 45:09.000]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor? That's right.
[45:09.000 --> 45:21.000]  Now's the time to build your own food storage with Harvest Rights Freeze Dryers. Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[45:21.000 --> 45:30.000]  I'll tell you something. It is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals. Woo! That's what I'm talking about.
[45:30.000 --> 45:39.000]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[45:39.000 --> 45:48.000]  Harvest Rights Freeze Dryers retain 97% of the food's taste, color, and nutritional value and have a shelf life of up to 25 years.
[45:48.000 --> 45:55.000]  And that's what I call the miracle of food preservation. Harvest Rights is truly the world's best, most affordable freeze dryer.
[45:55.000 --> 46:20.000]  So what are you waiting for? Check it out right now at infowarsstore.com.
[46:20.000 --> 46:27.000]  Super male vitality was developed to activate your body's natural processes instead of using synthetic chemicals.
[46:27.000 --> 46:31.000]  InfoWarsLife wants to bring you the highest quality products.
[46:31.000 --> 46:40.000]  Our unique combination of ingredients is designed to assist the body in regulating proper balance and creating superior vitality in males.
[46:40.000 --> 46:44.000]  Support your body and mind and take yourself to the next level.
[46:44.000 --> 46:48.000]  Boost your vitality and energize your life.
[46:48.000 --> 46:55.000]  Take control of your body. Grab a bottle of super male vitality today at infowarslife.com.
[46:55.000 --> 47:03.000]  That's infowarslife.com.
[47:03.000 --> 47:11.000]  You're listening to the Alex Jones Show.
[47:11.000 --> 47:24.000]  We're all living in America, America. It's wonderful. We're all living in America, America.
[47:24.000 --> 47:27.000]  Welcome back. I am your host Alex Jones.
[47:27.000 --> 47:35.000]  Why am I so pro-Trump? Because the globalist hating, he's trying to build a future pro-family, pro-God, pro-human.
[47:35.000 --> 47:41.000]  You can say, well, I don't like the corruption of the big churches and I don't like all the... I get it.
[47:41.000 --> 47:47.000]  But what are the people coming and rebelling against that? What are they replacing it with?
[47:47.000 --> 47:51.000]  Well, if you don't believe in the world beast system, that's fine.
[47:51.000 --> 47:56.000]  The globalists definitely are taking it as a model and building it.
[47:56.000 --> 48:00.000]  And humans are able, when we have enough technological base and cultural base,
[48:00.000 --> 48:08.000]  to basically build and construct and create anything we want to. We are incredible creatures.
[48:08.000 --> 48:16.000]  And so, the basis of the speech that I would give, so something like the Oxford Union,
[48:16.000 --> 48:25.000]  would be political first and just a snapshot historically to parallel,
[48:25.000 --> 48:32.000]  to focus in on the power of the individual, the power of people. And this is where I would begin.
[48:32.000 --> 48:40.000]  Hitler was funded by the Rockefeller Foundation on record.
[48:40.000 --> 48:45.000]  Have a PowerPoint. Put the articles up, New York Times articles, you name it,
[48:45.000 --> 48:52.000]  showing Kaiser Wilhelm Institute, Adolf Hitler, Margaret Sanger, IBM, the Holocaust, all of it.
[48:52.000 --> 48:58.000]  And so, I would first point out, there's a struggle,
[48:58.000 --> 49:06.000]  where you've got the United States and our robber barons funding the Nazi Party, starting in the late 20s.
[49:06.000 --> 49:11.000]  And simultaneously, and again, this is a small snapshot of history, but so frustrating.
[49:11.000 --> 49:15.000]  It's not going on any little snapshot and then build out and connect it to everything.
[49:15.000 --> 49:17.000]  Because it's all there. We know exactly what happened.
[49:17.000 --> 49:21.000]  This is just the one little piece of the timeline we're jumping in on, you understand?
[49:21.000 --> 49:25.000]  The giant timeline, we're jumping in on one little piece of it.
[49:25.000 --> 49:30.000]  And just my limited knowledge of it, which is still way more expansive than most people out there,
[49:30.000 --> 49:33.000]  except globalists, who use this knowledge to control people.
[49:33.000 --> 49:37.000]  Trump and myself and others are trying to decentralize this knowledge.
[49:37.000 --> 49:39.000]  It's the only way to save humanity.
[49:39.000 --> 49:44.000]  Now, I'm going to get to that in a moment. They believe centralizing it is the way to save humanity.
[49:44.000 --> 49:51.000]  By ending humanity, by unifying it into one huge system so that, oh, we're all too powerful as individuals.
[49:51.000 --> 49:54.000]  We could all destroy the earth at any time. We're all like gods.
[49:54.000 --> 49:57.000]  So we all have to be one now to watch each other.
[49:57.000 --> 50:01.000]  That's total insanity. The answer is into space.
[50:01.000 --> 50:03.000]  That's the answer.
[50:03.000 --> 50:07.000]  And to have a moral system based on that and have a giant launch,
[50:07.000 --> 50:12.000]  because we are so dangerous to get as far away from each other as possible to then set up competing systems.
[50:12.000 --> 50:16.000]  And out of that new United States of the galaxy.
[50:16.000 --> 50:18.000]  And I'm serious.
[50:18.000 --> 50:20.000]  In the future, it'll create new states.
[50:20.000 --> 50:26.000]  And then you can decide what human groups or whatever humans become deal with each other.
[50:26.000 --> 50:29.000]  And that's really the real quantum leap in this thinking.
[50:29.000 --> 50:34.000]  The decision has been made to wallop the future, give you football, give you iPhones, give you entertainment,
[50:34.000 --> 50:40.000]  have men strutting around acting tough and women all freaked out and feeling alone and wondering what happened to them.
[50:40.000 --> 50:42.000]  Well, our species has been terminated.
[50:42.000 --> 50:50.000]  And then just everybody would be a bunch of selfish idiots that buy into the AI and give up with their consciousness and get phased out.
[50:50.000 --> 50:54.000]  Because the globalists think they're going to get the real upgrade where they're going to become gods.
[50:54.000 --> 50:55.000]  Of course they aren't.
[50:55.000 --> 50:58.000]  But believe me, what you get is not going to be that.
[50:58.000 --> 51:03.000]  So the media will take this out of context and say, I'm insane. I made this up.
[51:03.000 --> 51:05.000]  But they don't really do that anymore.
[51:05.000 --> 51:08.000]  They do it 10 years ago because it's exactly what they're really saying.
[51:08.000 --> 51:10.000]  In fact, they're going public with it now.
[51:10.000 --> 51:12.000]  But I digress. Where was I?
[51:12.000 --> 51:15.000]  Oh, back on the timeline.
[51:15.000 --> 51:19.000]  So Hitler is funded by Western eugenicists.
[51:19.000 --> 51:23.000]  The most popular place for eugenics in the world isn't even Germany or England or the U.S.
[51:23.000 --> 51:26.000]  It's Mexico, but that's another side issue.
[51:26.000 --> 51:29.000]  Incredible racism there by the quote upper classes.
[51:29.000 --> 51:35.000]  So I would begin saying there's a battle in all of our nations, good people and bad people, your own Edward VIII,
[51:35.000 --> 51:38.000]  your own King, swore allegiance to Hitler.
[51:38.000 --> 51:40.000]  And I'll show photos and news articles about that.
[51:40.000 --> 51:45.000]  Queen Elizabeth, how Hitler herself as a young girl,
[51:45.000 --> 51:49.000]  that he was going to be the new King of Europe and the European Union.
[51:49.000 --> 51:55.000]  I would then show London Guardian articles admitting that even though we broke it decades before they did.
[51:55.000 --> 51:58.000]  So I'd say so.
[51:58.000 --> 51:59.000]  I'm not saying England's bad.
[51:59.000 --> 52:01.000]  No, no, no, you're good.
[52:01.000 --> 52:05.000]  Because when it came, push came to shove, you had a secret treaty with Hitler.
[52:05.000 --> 52:09.000]  You were supposed to act like you were not really going to fight him, but stand down.
[52:09.000 --> 52:13.000]  But after Dunkirk and the rest of it, you decided to stand back up.
[52:13.000 --> 52:17.000]  And I'd go through the whole history of at least five hours, which they probably couldn't even give me.
[52:17.000 --> 52:20.000]  So it's a film we ought to make. It's a book auto, right?
[52:20.000 --> 52:24.000]  Oh, and Neil Strauss, oh, but they don't want that book released.
[52:24.000 --> 52:30.000]  They're working very hard to stop that, but they will fail.
[52:30.000 --> 52:33.000]  And again, there's just too much knowledge just to lay it all out.
[52:33.000 --> 52:36.000]  But just to give you a broad stroke here, back to the timeline.
[52:36.000 --> 52:43.000]  First, I would sit there and address them as a anglophile crowd that's a shame of their culture
[52:43.000 --> 52:48.000]  and a very diverse crowd of people from all over the world who aren't ashamed of it.
[52:48.000 --> 52:50.000]  They're coming there to take part in it.
[52:50.000 --> 52:53.000]  The birthplace of real open society, the birthplace of real open discussion.
[52:53.000 --> 52:55.000]  You know, here you are at Oxford.
[52:55.000 --> 53:00.000]  The true modern liberalism going back 800 years. I mean, here you are.
[53:00.000 --> 53:04.000]  600, even talk about technically, but 200 before that Magna Carta.
[53:04.000 --> 53:12.000]  So you pull back and you've got the British King who's really a German is really a Transylvanian sworn to Hitler.
[53:12.000 --> 53:16.000]  He's got an EU that all fails, falls apart.
[53:16.000 --> 53:20.000]  The Brits decide to not capitulate like their double Asian has set it up.
[53:20.000 --> 53:26.000]  They're the rebel Chamberlain and things are off to the races.
[53:26.000 --> 53:28.000]  And we defeat Hitler.
[53:28.000 --> 53:33.000]  But the idea and Yonker, they had the unelected EU, let that sink in unelected.
[53:33.000 --> 53:37.000]  They come back. They're still in power and they bring in the same system.
[53:37.000 --> 53:42.000]  And just like they were allied with Islam in World War Two 70 years ago,
[53:42.000 --> 53:46.000]  they're allied with it again, the most oppressive forms of it.
[53:46.000 --> 53:56.000]  But it's a giant population to the south and to the east ready to control the critical crossroads of the Middle East into Asia,
[53:56.000 --> 54:02.000]  into Russia, into Eurasia, into Eastern Europe, into Western Europe, into the Mediterranean.
[54:02.000 --> 54:05.000]  It's risk being played globally.
[54:05.000 --> 54:07.000]  And so that's just a very small part of it.
[54:07.000 --> 54:14.000]  And then you point out the censorship, the control, the attack on the family, all of it to debilitate you, all of it to make you weak,
[54:14.000 --> 54:19.000]  all of it to control you, then you show the quotes with the globalists admitting how they got this plan,
[54:19.000 --> 54:24.000]  how they are trying to end Europe, how they are trying to end Christendom, how they are trying to end the family.
[54:24.000 --> 54:31.000]  You show the Jesuit Pope up there pushing the whole thing, trying to bring that down as well while he lives behind his walls.
[54:31.000 --> 54:33.000]  You explain.
[54:33.000 --> 54:36.000]  We are fighting the 21st century version of Hitler.
[54:36.000 --> 54:40.000]  We're literally fighting the Nazi air.
[54:40.000 --> 54:49.000]  But just as England refused Edward VIII, who was in Germany when World War II started and had to get out via Spain and move to the U.S.,
[54:49.000 --> 54:58.000]  just as you refused your Nazism then, you must do it now, but you must understand the Nazis were only a prototype test,
[54:58.000 --> 55:07.000]  and that Aldous Huxley and Julian Huxley and the UN and all of them admitted and wrote books about the master plan to develop the computers,
[55:07.000 --> 55:13.000]  to merge with them, to exterminate the population, to transcend our humanity and to become a new species,
[55:13.000 --> 55:19.000]  and the decision was made on chalkboards more than a hundred years ago,
[55:19.000 --> 55:25.000]  and that we're now living the aftershocks of that today, and that it's not the technology's evil.
[55:25.000 --> 55:36.000]  It's that in all of it is the handiwork and the fingerprints and the Trojan horses and the spirit of the people that created Hitler as a side project.
[55:36.000 --> 55:41.000]  And then you begin to understand, and it's all oversimplified here,
[55:41.000 --> 55:46.000]  but when you talk about the darkest hour and you talk about Winston Churchill and you talk about America,
[55:46.000 --> 55:50.000]  America and England created Hitler.
[55:50.000 --> 55:53.000]  We wrongfully launched World War I, all of it.
[55:53.000 --> 55:58.000]  Hitler was horrible, but out of that we finally said no and turned against it.
[55:58.000 --> 56:10.000]  And who were we allied with? Russia, England, the United States against the Axis powers in World War II, and we won.
[56:10.000 --> 56:18.000]  And again, we're against an EU global power that was literally set up by Adolf Hitler and Junker's grandfather
[56:18.000 --> 56:23.000]  with a plan to put Edward VIII on the throne of the EU that would expand.
[56:23.000 --> 56:27.000]  They were going to put poison in the water, fluoride to lower your fertility.
[56:27.000 --> 56:32.000]  They were going to put force vaccines with added pathogens to dumb the population down.
[56:32.000 --> 56:34.000]  They called it soft kill. That's a Nazi term.
[56:34.000 --> 56:40.000]  This was all the Rockefellers having a big powerful industrial country they could use as an experiment.
[56:40.000 --> 56:44.000]  But today Russia isn't Stalinist run.
[56:44.000 --> 56:49.000]  It's becoming Christian and wants to be allied with us against radical Islam.
[56:49.000 --> 56:55.000]  So we're facing the very same EU allied with the Muslims, allied with the technocracy that created it.
[56:55.000 --> 56:58.000]  The EU calls itself a technocracy and we are in that fight.
[56:58.000 --> 57:03.000]  So we tolerate the left. We think they're mentally ill. Those are their minions. Those are their fodder.
[57:03.000 --> 57:06.000]  Those are their victims. Those are their servants. Those are their minions.
[57:06.000 --> 57:12.000]  Those are the sad people that were weak and programmed with high tech psychology.
[57:12.000 --> 57:15.000]  But we have history. We have science. We have facts.
[57:15.000 --> 57:23.000]  And we know we're facing a eugenics breakaway civilization plan that's actually gotten off the ground to a great extent.
[57:23.000 --> 57:29.000]  And we're all facing imminent doom within 25 to 30 years if we don't stop it.
[57:29.000 --> 57:32.000]  And Elon Musk is now telling you exactly what I'm telling you.
[57:32.000 --> 57:37.000]  Because there's patriots of the Pentagon working with him and others to try to warn people and get them to awaken to this
[57:37.000 --> 57:41.000]  and build a new human future that Trump and other nationalists are pushing.
[57:41.000 --> 57:46.000]  We sent out the emergency transmission. The people listened and now we're beginning to turn the tide.
[57:46.000 --> 57:49.000]  But we need you.
[57:49.000 --> 57:52.000]  Mike in Arizona here on the air worldwide. Go ahead.
[57:52.000 --> 57:59.000]  So, Alex, you can rent any day of the week. Thank you, sir, for doing what you do and being a patriot and doing your best to save America
[57:59.000 --> 58:04.000]  and encouraging us as fellow patriots to do that in our local areas as well.
[58:04.000 --> 58:11.000]  And as a longtime Infowars listener, I want to say thanks for the awesome brain force, Anthroplex.
[58:11.000 --> 58:14.000]  My girlfriend would like to say thanks for the Anthroplex too.
[58:14.000 --> 58:19.000]  I use the Biotruce Selenium, the super blue toothpaste for you folks who aren't big normal toothpaste fans.
[58:19.000 --> 58:24.000]  The super blue is awesome. And thank you so much, Alex, for the Infowars Life products.
[58:24.000 --> 58:30.000]  They are quality. I can't wait to get some more. And thank you so much for doing that for us to keep us healthy.
[58:30.000 --> 58:31.000]  Absolutely.
[58:31.000 --> 58:39.000]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's a bigger problems going on
[58:39.000 --> 58:51.000]  and if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[58:51.000 --> 58:59.000]  Over a year in the making, produced by one of the top organic firms in the country, that if you want proven studies and documentation,
[58:59.000 --> 59:05.000]  I'm going to speak for hours, just on the files I have here, of what this is proven to do, the ingredients in this.
[59:05.000 --> 59:10.000]  This is the ultimate immune system boost for this time of year, any time of the year.
[59:10.000 --> 59:16.000]  But immune wall is incredible. And folks, other formulas that aren't even as good are $70, $80.
[59:16.000 --> 59:18.000]  It's a great deal at $39.
[59:18.000 --> 59:26.000]  Immune wall, beta-glucans, olive leaf, and so much more. It is concentrated. You need to go read what is in here.
[59:26.000 --> 59:31.000]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[59:31.000 --> 59:37.000]  A citrus peel blend. I mean, this is the next level. It's now available, ladies and gentlemen, immune wall.
[59:37.000 --> 59:41.000]  I think it's beyond seasonal. Beta-glucan, olive leaf, and more.
[59:41.000 --> 01:00:09.000]  Immune wall, infowarsstore.com, infowarslive.com, or triple-A, 2533139.
[01:00:09.000 --> 01:00:14.000]  Live, raw, and unfiltered by Globalist Propaganda.
[01:00:14.000 --> 01:00:22.000]  It's the Alex Jones Show, tomorrow's news today.
[01:00:22.000 --> 01:00:28.000]  You know, the last segment, and I'm going to combine this segment with that last segment when we posted on YouTube and Facebook and other places.
[01:00:28.000 --> 01:00:40.000]  I got into the science fiction dreams of the British and U.S. elite that sold eugenics.
[01:00:40.000 --> 01:00:51.000]  Japan, Mexico, they all bought into it, and it was an idea of how to make your people better, how to make your IQs higher, how to make people be smarter, and live long.
[01:00:51.000 --> 01:01:03.000]  That's kind of the outside of what Eugenics is, but really it was a study of what humans are going to turn into transhumanism beyond breeding, but through merging with scientific systems.
[01:01:03.000 --> 01:01:11.000]  And that's because royalty and other elites had seen the problems of their own inbreeding, taking their genetic strengths and it becoming weak.
[01:01:11.000 --> 01:01:24.000]  And they saw the native wild intelligence that would sprout up, the idiot geniuses they would call it, in the general public from time to time, and they feared that, but at the same time wanted to capture it.
[01:01:24.000 --> 01:01:38.000]  So they wanted to go in with mass culling operations and numbing down operations, but also have testing very early on to target the chivalts and the other wizards that they wanted to then recruit into their systems,
[01:01:38.000 --> 01:01:45.000]  but they don't want them to ever challenge their duchy or challenge their fiefdom.
[01:01:45.000 --> 01:01:53.000]  They don't even want viceroys that rule in their steds or romantic legates that speak of the name of Caesar. They don't want that.
[01:01:53.000 --> 01:02:05.000]  They don't believe in honor based systems. They believe in pure hate, pure cutting, pure overthrow, just pure savage evil that never sleeps.
[01:02:05.000 --> 01:02:14.000]  And so they have built this total system of surveillance and they say, oh, we need world government to stop the atomic weapons we deployed and built.
[01:02:14.000 --> 01:02:22.000]  Oh, we need a world government to stop the genetic engineering as they wildly go forward with the cross human animal species and all this other dangerous stuff.
[01:02:22.000 --> 01:02:41.000]  And then as these disasters, both real and manufactured unfold, be they nuclear wars, mass plagues, you name it, the argument is going to then be in that whole systematic system that we must all upload ourselves into a giant hive mind,
[01:02:41.000 --> 01:02:52.000]  consciousness and we can have our personal selves and even our bodies and avatars. But the avatars will finally again not have a carbon footprint.
[01:02:52.000 --> 01:03:03.000]  That's why this is all moving and Bill Gates has admitted this and so that you will be pressured into an avatar and promised all these incredible things and promised all these great cultural
[01:03:03.000 --> 01:03:19.000]  enrichments that you're going to get that you're going to be part of if you will simply go along with their larger world view that is to dump people down, keep them in the dark, only give them backdoor technology with Trojan horses,
[01:03:19.000 --> 01:03:27.000]  poison them and get rid of them. You're saving the earth from this horrible scourge.
[01:03:27.000 --> 01:03:34.000]  And so that's the plan and I've had globalist people say, why don't you tape them? Why don't you, why don't you release the info?
[01:03:34.000 --> 01:03:44.000]  They say it all in books and videos and articles and public statements now. And if something's off record and somebody says, Alex, I'll tell you how stuff really works.
[01:03:44.000 --> 01:03:50.000]  Mr. Smart Guy, you're never going to save the general public. They're never going to wake up. They don't want to. That's why they're the way they are.
[01:03:50.000 --> 01:04:03.000]  The fact that you're interested in this and the fact that you know means you need to get on a plane and come up here to New York City or come to London and we're ready to hire you right now.
[01:04:03.000 --> 01:04:13.000]  And then it gets down to money and they're like, you know, I'm the deputy head of this organization and I'm not making $5 million a year, Mr. Jones.
[01:04:13.000 --> 01:04:23.000]  And I think this is really a good deal for you. And it's not just about the money, you know, you could do a lot more on the inside. I mean, look, 1 million a year, 3 million a year, 5 million a year, they know potential.
[01:04:23.000 --> 01:04:32.000]  That's why they're in charge. And I'm not like I'm some great dude. I'm mentally ill like Trump, they say, because I don't want to screw everybody over.
[01:04:32.000 --> 01:04:40.000]  I want to keep having grandmas and grandpas and little babies and everything else. And if people want to become cyborgs or chop their genitals off and say they're a woman, you can do that.
[01:04:40.000 --> 01:04:49.000]  Here's the deal. You're not going to brainwash all the kids and everybody else to make the world so ugly. We then accept this when really it's a giant Trojan horse to get us all to kill ourselves, basically.
[01:04:49.000 --> 01:04:57.000]  And we think we're all joining some big robot systems. We can be part of the elite and, you know, be at the real country club up in the cloud. Uh-uh, baby.
[01:04:57.000 --> 01:05:01.000]  Frank in North Carolina. Thanks for holding so long. Go ahead.
[01:05:01.000 --> 01:05:08.000]  Yeah, I just have to say something, man. It seems like every time I turn on your broadcast, you're bragging. It just gets old, man.
[01:05:08.000 --> 01:05:17.000]  I'm going to shut you down right now, okay? We're taking calls about your nomination. Do you understand they're having congressional hearings trying to shut us down?
[01:05:17.000 --> 01:05:27.000]  Do you understand I'm ringing the alarm? If that was happening to anybody else, I'd be freaked out. I mean, what's it going to take us being shut down? Is that what you want, Frank?
[01:05:27.000 --> 01:05:28.000]  You know what, Alex?
[01:05:28.000 --> 01:05:40.000]  Hey, I put him on pause again. Hey, Frank, do you understand it's not bragging to say we are the tip of the spear, we're under attack, we need your help. As much bagging as I do, we can barely pay the bills and grow in the face of this.
[01:05:40.000 --> 01:05:47.000]  I'm not going to just stop growth and let them start pushing us backwards. Do you understand? I need your help, Frank. I need your help, Frank.
[01:05:47.000 --> 01:05:53.000]  Go to infowarstore.com right now and help fund the info war.
[01:05:53.000 --> 01:05:59.000]  Do you understand? I need your help, Frank. Free press needs your help, Frank.
[01:05:59.000 --> 01:06:24.000]  Burning with the truth, burning with a desire to warn you, burning with victory.
[01:06:24.000 --> 01:06:32.000]  From the front lines of the information war, it's Alex Jones.
[01:06:32.000 --> 01:06:46.000]  Earlier I laid out a gestalt of the admitted stated plans of almost every tech billionaire and the globalists that fund them.
[01:06:46.000 --> 01:07:02.000]  And it is a plan to bring in world government, to poison you, to dumb you down, to distract you and to make this world, the real world, so ugly that you accept being euthanized with the belief that your body is going to be uploaded into this wondrous cloud.
[01:07:02.000 --> 01:07:14.000]  And that is their actual plan, a digital hell they're creating, just as Lucifer got one-third of the angels to go with him, and then all it created was a nightmare system.
[01:07:14.000 --> 01:07:22.000]  Now, whether you believe the devil exists or not, they're building a system right out of the mind of the old serpent himself.
[01:07:22.000 --> 01:07:32.000]  Everything you see Elon Musk talking about today, I've been talking about for 20 years, because it's all in the source documents.
[01:07:32.000 --> 01:07:44.000]  This is your final warning, my friends. The globalists think you're dumb and think you're stupid and told me to my face many times that I'm a fool and that you are profane and don't even deserve to know this.
[01:07:44.000 --> 01:07:56.000]  I'll tell you this, I tweeted a picture Hillary Clinton yesterday, one of her reported pervert buddies, and I said, this is your elitism, this is your power, this is your grace, this is your beauty, this is your purity.
[01:07:56.000 --> 01:08:18.000]  I don't want to be within a trillion miles of you. So, if you go to my Twitter account, realelixjones, I tweeted out yesterday morning, and it just shows the evil in her eyes, and it just shows you the evil in her actions and who these people are and what they stand for.
[01:08:18.000 --> 01:08:30.000]  Now, before I go any further, the Twitter's realelixjones, before I go any further, I didn't get to all this, but I will coming up, and out of Jerome Corsi's coming in with the secrets of QAnon, I'm going to have him host for two segments.
[01:08:30.000 --> 01:08:34.000]  But before I go any further here, look at all these other headlines.
[01:08:34.000 --> 01:08:50.000]  Trump ignores DOJ warning once FISA memo will release. Oh, the terrorists will get us. Oh, don't release it, please. First, it was nothing, then it was made up, then it wasn't important, and then blah, blah, blah. It's the total proof of the collusion of Obama, Hillary, the Democratic Party, all of them.
[01:08:50.000 --> 01:08:58.000]  Another one, amid turmoil, Trump seeks to reset the state of the Union. They don't want to reset. They want to kill our prosperity and control the economy.
[01:08:58.000 --> 01:09:12.000]  Senators, Press Podesta, and other Democrats about dossier, Hillary and Podesta, the articles on infowars.com, have been told you have two weeks to turn those documents over.
[01:09:12.000 --> 01:09:25.000]  Continuing, Trump amnesty offer intended to expose Democrat cynicism. Yeah, when he said, okay, I'll go ahead and legalize all these people, they went, no, we want totally open borders.
[01:09:25.000 --> 01:09:36.000]  Anybody can come here and you're a white supremacist if they want the end of the borders, folks. That's what this is. You see, they took that as weakness.
[01:09:36.000 --> 01:09:58.000]  Oh, look at this, migrants in Italy will be taught they shouldn't beat women when they say no. Isn't that just cute? Liberal California councilmen and teachers tell students military are dumb bleeps and the lowest of our low.
[01:09:58.000 --> 01:10:11.000]  Bernie Sanders acknowledges Democrats forced government shutdown. It was the right thing to do to do to do because he wants to like a Nazi hurt 1.8 million people and 800,000 children in DACA.
[01:10:11.000 --> 01:10:19.000]  He wants to do even though he just said legalize them. He's just shut it down because he was going to legalize them and I mean, we can't people know that.
[01:10:19.000 --> 01:10:29.000]  And then they go, oh, he's breaking his promise. Never broke his promise. He said, if you can really prove you're here and legal and been here a long time and work it, but they've been deported a bunch of times and are criminal and can't prove it.
[01:10:29.000 --> 01:10:43.000]  You're gone. Wow. Common sense, man. So that's just some of the news. Trump tells Piers Morgan, I wouldn't say I'm a feminist, but rather for everyone. Yeah, you're pro human.
[01:10:43.000 --> 01:10:53.000]  But meanwhile, unhinged Michael Morris sales. Trump is unfit. Narcissus sociopath threat to humanity. Now, I'm going to go to this special report by Paul Watson.
