[00:00.000 --> 00:08.880]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[54:41.960 --> 54:45.960]  And that's fine, because I've cleared the decks, but then he had some important news, and I was going to have him on, but we're going to have him on tomorrow.
[54:45.960 --> 54:51.960]  We're going to the Russia special in the third hour.
[54:51.960 --> 54:59.960]  We're going to take your phone calls and cover news and get to a bunch of special reports in the second hour.
[54:59.960 --> 55:05.960]  And who do we have hosting the fourth hour today? Anthony Gucciardi.
[55:05.960 --> 55:09.960]  So that is coming up.
[55:09.960 --> 55:19.960]  Now, by the way, I'm not hesitating here for lack of news. There's actually so much of it that it's dizzying when I look at it.
[55:19.960 --> 55:32.960]  I think the whole story of Trump coming out and just keeps pointing out Hillary founded ISIS.
[55:32.960 --> 55:40.960]  Notice the media hardly even wants to attack him on that. If they just want to say he wants a revolution, guns, guns, he wants to kill everybody.
[55:40.960 --> 55:49.960]  Because if they have to address the fact that she headed up the State Department when they brought Al Qaeda into Benghazi and took over that country and made it a failed state, and she said, I came.
[55:49.960 --> 55:56.960]  I saw he died.
[55:56.960 --> 56:10.960]  With that hyena laugh. And then it turns out that whole war was done by her. We have the head of defense intelligence Flynn at the time saying they were ordered to do it. And he's back in the news saying Obama's former top intel official.
[56:10.960 --> 56:17.960]  ISIS is already in America getting ready to attack slams administration efforts to downplay threat to America.
[56:17.960 --> 56:25.960]  That's on info wars.com. But doesn't matter. The hyena can laugh about it. Let's play that.
[56:25.960 --> 56:31.960]  You don't have the hyena clip. I was okay. I'm sorry. Poor guys. I just kind of shout out orders on there. I thought it happened a few minutes.
[56:31.960 --> 56:45.960]  Yeah, I want to play the hyena clip. Hillary is the hyena. I want to drag that back in and I want to play that on air because old Hillary is disintegrating in front of everyone.
[56:45.960 --> 56:59.960]  I think it's the age old parable that those that the gods would destroy they would first make man. She's clearly out of her mind. She's clearly doddering and falling down and just disintegrating in front of everyone.
[56:59.960 --> 57:16.960]  So even if she gets into office, even if she happens to steal it, if their hoax succeeds and then there's enough people that Trump's already dropped out or whatever.
[57:16.960 --> 57:28.960]  She gets in. Where does it go from there? You can just see the rapid accelerated decline of this country on and on and on.
[57:28.960 --> 57:39.960]  Are you going to put up with that? I want to talk in the first round of calls to first time callers. We have good phones. That's all I ask on specifics of do you buy these polls?
[57:39.960 --> 57:45.960]  What do you think is really going to happen in the election? What dirty tricks do you think they have up their sleeves? What do you make of Hillary's health? What do you make of Julian Assange?
[57:45.960 --> 58:03.960]  What do you make of all these deaths? Toll free number to join us 800-259-9231. Again, 800-259-9231 is the toll free number to join us on air.
[58:03.960 --> 58:13.960]  800-259-9231. If you disagree with me, maybe you're a Hillary supporter. In fact, I want to say Hillary supporters who are real go to the head of the line.
[58:13.960 --> 58:24.960]  Because we can hardly find you out there. I have plenty of Bernie supporters. But I actually want to know why you're still supporting this woman. You'll go to the head of the line 800-259-9231.
[58:24.960 --> 58:43.960]  We came. We saw. He died. I'll get you and your little dog too. Our number two straight ahead. Have you spread the word about Info Wars? We're trying to shove everybody down, folks. Don't take it for granted. Please pray for us. Thank you. We appreciate you.
[58:43.960 --> 58:56.960]  This is CNN Live.com today.
[59:13.960 --> 59:28.960]  Everything just kind of clears up.
[59:28.960 --> 59:38.960]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force. I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[59:38.960 --> 59:50.960]  You will find Brain Force and other game-changing products at infowarslife.com or call 888-253-3139.
[59:50.960 --> 59:59.960]  You're listening to the Alex Jones show.
[59:59.960 --> 01:00:23.960]  If you are receiving this transmission, you are the Resistance. From the front lines of the Information War, it's Alex Jones.
[01:00:23.960 --> 01:00:31.960]  Careful what you ask for. You just might get a Hillary. You might just steal the election.
[01:00:31.960 --> 01:00:50.960]  Then, the Crown came nothing. Because everyone will know.
[01:00:50.960 --> 01:00:59.960]  Wish I may, wish I might.
[01:00:59.960 --> 01:01:08.960]  This is a battle between trendiness and emptiness and mindlessness.
[01:01:08.960 --> 01:01:24.960]  A battle between the owners of the throngs of dumbed-down mindless fools and those that are trying to recapture and regain the ideas that built civilization.
[01:01:24.960 --> 01:01:39.960]  It's easy to point back at different human endeavors and look at how innovators stumble to paraphrase Teddy Roosevelt, but where would you be without those innovators?
[01:01:39.960 --> 01:02:03.960]  It's the West that tried to empower women and in some cases succeeded. And now it is a cacophony of globalists bringing back slavery, packaging it as if it's the latest, coolest thing, but it's a slavery of words, a slavery of ideas, a slavery of economic bondage.
[01:02:03.960 --> 01:02:14.960]  And it's a slavery of delusion, believing you're part of the power structure, believing you're part of the system.
[01:02:14.960 --> 01:02:31.960]  And you guys just popped in my ear. It must be key intel. What's that again? Trump calls Obama founder of ISIS and then they go on and say, he's not. What does that mean? Does that just mean they just say he's not? Like, I know you are, but what am I?
[01:02:31.960 --> 01:02:40.960]  Like, if you tell a fire hydrant it's a red fire hydrant. It is a red fire hydrant. You just say, no, I'm not a red fire hydrant. I identify as a fruit tree.
[01:02:40.960 --> 01:02:51.960]  I mean, Obama and Hillary are the people that ran the program to turn Islamic State loose and give it weapons and the former head of defense intelligence of others have come out and said it.
[01:02:51.960 --> 01:03:02.960]  And Trump knows that when he exposes this and they start countering him and they start saying he's a liar, it's going to give a platform. That's how Trump's traps work.
[01:03:02.960 --> 01:03:10.960]  He comes out and says something that sounds outrageous. That's true. The mainstream media attacks him and he knows that it will then cause those issues to be exposed.
[01:03:10.960 --> 01:03:18.960]  And that's why they're calling him the suicide kamikaze candidate. By the way, who started calling him. I'm not bragging. I just totally get it.
[01:03:18.960 --> 01:03:28.960]  Who started calling him. I just remembered this, the suicide kamikaze suicide mission candidate six months ago. I did. That's now their term for him.
[01:03:28.960 --> 01:03:34.960]  Because I said he's here to expose the private Federal Reserve. He's here to expose the harassment and attacks on Christians.
[01:03:34.960 --> 01:03:42.960]  He's here to expose our government's allied with Islamic State and radical Islam. He's here to expose how we've got one sided trade deals and are under globalism, not nationalism.
[01:03:42.960 --> 01:03:51.960]  And whether he loses or wins the candidacy, he wins big time by bringing out issues that it's taken us decades to get one tenth of this out.
[01:03:51.960 --> 01:03:59.960]  And so he doesn't get discredited if they destroy him or kill him or steal the election unless we buy the hulks that we're discredited.
[01:03:59.960 --> 01:04:12.960]  We got beat because we were moral and told the truth and stood up and then our guy didn't win because they stole it. And my gosh, I mean, that's just terrible.
[01:04:12.960 --> 01:04:20.960]  And that's what I want to talk about when I come back from break. I was driving into work this morning and I flipped through, as I do, four different talk stations.
[01:04:20.960 --> 01:04:31.960]  Two in San Antonio, two in Austin. And I listened about five minutes to each one and I heard the same thing. And I know all these hosts.
[01:04:31.960 --> 01:04:41.960]  Personally. And some of them very well. And I could just hear they've been told to throw the election to Hillary.
[01:04:41.960 --> 01:04:49.960]  I mean, it's everywhere, folks. It's everywhere. And they come in and say, hey, you like your house? You like your pool? You like your BMW?
[01:04:49.960 --> 01:04:55.960]  Throw this thing to Hillary or you're fired. Take it easy on Hillary. And I can just see it everywhere.
[01:04:55.960 --> 01:04:58.960]  I want to talk about that when we come back. Take your calls.
[01:04:58.960 --> 01:05:08.960]  The Clinton body count continues to pile up. WikiLeaks is now offering a $20,000 reward for more information in the murder of DNC staffer Seth Conrad Rich.
[01:05:08.960 --> 01:05:12.960]  Rich was shot multiple times in the back on the morning of July 10th.
[01:05:12.960 --> 01:05:17.960]  Although it's being investigated as a robbery, his wallet, credit cards and watch were not taken.
[01:05:17.960 --> 01:05:28.960]  Some are speculating that Rich was murdered because as a data analyst, he could have been the DNC staffer responsible for leaking the 20,000 damaging DNC emails to WikiLeaks.
[01:05:28.960 --> 01:05:39.960]  Rich follows Sean Lucas to an early grave. On August 2nd, Lucas was found lying dead on the bathroom floor just one month after serving a lawsuit to the DNC on behalf of Sanders supporters.
[01:05:39.960 --> 01:05:50.960]  On June 22nd, former president of the UN General Assembly, John Ash, was found dead from a barbell to the neck just days before he was set to testify against a former Clinton crony.
[01:05:50.960 --> 01:05:55.960]  Where there's smoke, there's fire. And dead bodies have been piling up around the Clintons for decades.
[01:05:55.960 --> 01:06:10.960]  Leigh Ann McAdoo for Infowars.com.
[01:06:26.960 --> 01:06:44.960]  Or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats and amino acids it needs to do its healing work, you need to check out InfowarsTeam.com.
[01:06:44.960 --> 01:06:51.960]  Give your body the gift of good nutrition. Head over to InfowarsTeam.com. Your body will be very grateful.
[01:06:51.960 --> 01:06:58.960]  Follow the web at InfowarsTeam.com. That's InfowarsTeam.com.
[01:07:22.960 --> 01:07:29.960]  Right now, with all the refugees spreading disease around, we have biological warfare going on everywhere. These are all parasites.
[01:07:29.960 --> 01:07:31.960]  Tell us about all the stuff we said. There's so many things that are in it.
[01:07:31.960 --> 01:07:39.960]  You have the neem in there. You have the organic clove bud, the organic wormwood. I recommend doing a parasite cleanse at least twice a year.
[01:07:39.960 --> 01:07:52.960]  Alright, well, I'm glad we've got some back in because I'm going back on it today. It just came back in yesterday. Living Defense, InfowarsLife.com. And folks, you can't lose. It's full of stuff that's great for your body, period. And you support the broadcast, InfowarsLife.com.
[01:07:52.960 --> 01:08:10.960]  Thank you, Dr. Group, from the Global Healing Center. Thank you so much for all your work, sir, on this great product.
[01:08:23.960 --> 01:08:31.960]  They have gotten the political establishment and the media establishment to become pure, wanton, henchmen of totalitarianism.
[01:08:31.960 --> 01:08:40.960]  If you were a foreign power looking to weaken America, you couldn't do better than Hillary Clinton's economic agenda.
[01:08:40.960 --> 01:08:43.960]  I think what the Chinese have done is really smart.
[01:08:43.960 --> 01:08:54.960]  The skyscrapers went up in Beijing and many other cities around the world, while the factories and neighborhoods crumbled right here in Detroit.
[01:08:54.960 --> 01:09:04.960]  It's all training us to accept less, lowering expectations, a post-industrial world, a new dark age. That's what the UN Biological Diversity Assessment 1996 calls for.
[01:09:04.960 --> 01:09:13.960]  When we abandoned the policy of America first, we started rebuilding other countries instead of our own.
[01:09:13.960 --> 01:09:20.960]  Not a world Winston that gets more beautiful and more technological and stronger, a world that gets uglier and stupider and more stunting.
[01:09:20.960 --> 01:09:27.960]  Government should allow Hillary Clinton to become President of the United States.
[01:09:27.960 --> 01:09:29.960]  I voted for Hillary Clinton.
[01:09:29.960 --> 01:09:33.960]  Well, I voted for Hillary. I guess I have to since I'm working for her as well.
[01:09:33.960 --> 01:09:38.960]  You want an image of the future Winston? It's a boot stomping on a human face forever.
[01:09:38.960 --> 01:09:44.960]  Muslims are peaceful and tolerant people and have nothing whatsoever to do with terrorism.
[01:09:44.960 --> 01:09:49.960]  Women are treated, discriminated against, and all of these countries she took money against.
[01:09:49.960 --> 01:09:56.960]  Gays and lesbians are either executed or punished severely. They're mistreated. She claims to be their champion.
[01:09:56.960 --> 01:10:03.960]  Don't look at me Winston and see the black circles around my eyes and see how ugly and weak I am expressing myself and dying.
[01:10:03.960 --> 01:10:08.960]  I torture people 18 hours a day and I have a heart of a life. That's the beauty of the satanic evil of the priest of power.
[01:10:08.960 --> 01:10:13.960]  Ripping apart humanity. We're here to hurt humans. We're here to suck your guts out.
[01:10:13.960 --> 01:10:22.960]  We now take you live to the Central Texas Command Center and the heart of the Resistance.
[01:10:22.960 --> 01:10:36.960]  And I want to add an addendum to that intro that Josh Owens put together because a lot of people won't know specifically the passage from 1984
[01:10:36.960 --> 01:10:51.960]  towards the end of the book where O'Brien has successfully tortured Winston into a servile mental patient who believes 2 plus 2 equals whatever the government says it equals.
[01:10:51.960 --> 01:10:59.960]  And that means it can equal 10, it can equal 5, it can equal 4 at the same time if the government says.
[01:10:59.960 --> 01:11:03.960]  So a suspension of logic.
[01:11:03.960 --> 01:11:11.960]  When you see the social justice warriors saying you're an effing white male, you're not allowed to have an opinion and they're effing white males saying it to you.
[01:11:11.960 --> 01:11:18.960]  There's no irony to them. And you look at that and you say that's a failed ideology. That's not going to win.
[01:11:18.960 --> 01:11:25.960]  No, Joseph Goebbels said you want the dumbest, most base ideology so that people don't have to think.
[01:11:25.960 --> 01:11:34.960]  You don't want to stimulate the thinking process in the public. You don't want big fancy open liberal societies.
[01:11:34.960 --> 01:11:42.960]  You don't want things that give people a chance to ever even exercise those mental muscles.
[01:11:42.960 --> 01:11:50.960]  You take the screw tape letters, a great literature, one of the top demons is talking to one of the subdemons, and he says don't try intellectual argument.
[01:11:50.960 --> 01:12:02.960]  That will only develop those centers of his brain. Just change the subject if he's thinking about God. Isn't it time to get some lunch?
[01:12:02.960 --> 01:12:04.960]  And that's what they do.
[01:12:04.960 --> 01:12:09.960]  So O'Brien has black circles around his eyes. He's working 18 hours a day.
[01:12:09.960 --> 01:12:15.960]  He's torturing Winston. He's got 50 people torturing off and on during the day.
[01:12:15.960 --> 01:12:21.960]  And he says, oh, I know what you're thinking Winston. And Winston's always horrified. He doesn't know what he's thinking.
[01:12:21.960 --> 01:12:30.960]  I look really old. I look really sick. I look like I'm falling apart. Well, that's the health of the state because this state is about destroying the human spirit.
[01:12:30.960 --> 01:12:39.960]  And I read this when I was like 12 and I was like, man, I've read a lot of history, but this is really dark. I read it again in college.
[01:12:39.960 --> 01:12:43.960]  And I read it again when I was about 30 years old because the major director was thinking about remaking 1984.
[01:12:43.960 --> 01:12:51.960]  A friend of mine. I was reading 1984 with him at the time and talking to him on the telephone about it.
[01:12:51.960 --> 01:13:03.960]  And so I went and I read basically every book, fiction, nonfiction, Orwell written. I sent off for a literature textbook that was like 800 pages long of his letters.
[01:13:03.960 --> 01:13:18.960]  And I should make a film not about 1984, not a remake of the film, but about George Orwell or Eric Blair because he literally ran off and hid to write this book.
[01:13:18.960 --> 01:13:23.960]  And he probably didn't die at tuberculosis and he died like nine months after the book came out. They killed him.
[01:13:23.960 --> 01:13:29.960]  And he thought they were going to try to kill him because he was high level Fabian socialist in the club.
[01:13:29.960 --> 01:13:37.960]  And it was so horrifying to him what they were planning to do to people. He put it in fiction.
[01:13:37.960 --> 01:13:42.960]  And 1984 is 1948 when he wrote the book.
[01:13:42.960 --> 01:13:47.960]  Of course, I'm not saying that that's what he wrote in essays.
[01:13:47.960 --> 01:13:55.960]  I tell you, George Orwell was an amazing person. He came from a very elite intellectual family that even been on the outskirts of a eugenics breeding program.
[01:13:55.960 --> 01:14:06.960]  He was married into the family was to the Wedgewoods, the Galtons, the Darwin's and others.
[01:14:06.960 --> 01:14:19.960]  And he just had done it all, basically. He was an imperial police officer, secret police in India, then a communist in the Spanish Civil War, heavy combat.
[01:14:19.960 --> 01:14:29.960]  Saul Orwell, the communist world on both sides, wouldn't work for MI6, OSS, top propagandists there at the BBC and wrote 1984 to warn the world.
[01:14:29.960 --> 01:14:34.960]  And when you understand, I'm going to read you just part, I'm going to read you one page from the book, okay?
[01:14:34.960 --> 01:14:39.960]  And when you hear this, if you understand, this is the actual plan, okay?
[01:14:39.960 --> 01:14:46.960]  After all the hedonism, after studies show all this porn, make sure we don't enjoy the real thing.
[01:14:46.960 --> 01:14:50.960]  And where you can't form real relationships. It's all been scientifically laid out.
[01:14:50.960 --> 01:14:56.960]  And I'm not saying censor it. I'm for free speech. My point is just be aware of what it's doing.
[01:14:56.960 --> 01:15:03.960]  So this is O'Brien torturing Winston and Winston's submitting now. Winston gets it.
[01:15:03.960 --> 01:15:06.960]  And he says, you know, later Winston, it's not enough that you get it now.
[01:15:06.960 --> 01:15:09.960]  We're going to have to brain damage you further though, because it's not even good to even understand this.
[01:15:09.960 --> 01:15:15.960]  I just want you to know how we conquered you first before we brainwash you, release you on the street for a year or so.
[01:15:15.960 --> 01:15:20.960]  Then we're going to shoot you in the back of the head one day and then burn you up and you'll never have a name in history.
[01:15:20.960 --> 01:15:23.960]  And we're going to shoot you as gas into the atmosphere, okay?
[01:15:23.960 --> 01:15:28.960]  Because we're Satanists and we want to kill God's creation. That's basically what's being said here.
[01:15:28.960 --> 01:15:33.960]  And then see, if you understand this, the ability to be free is two plus two equals four.
[01:15:33.960 --> 01:15:36.960]  You now understand the whole of it.
[01:15:36.960 --> 01:15:39.960]  Now I'm going to go to your phone calls.
[01:15:39.960 --> 01:15:42.960]  And we got big Trump news coming up too.
[01:15:42.960 --> 01:15:47.960]  Exactly. By making him suffer, obedience is not enough.
[01:15:47.960 --> 01:15:54.960]  Unless he is suffering, how can you be sure that he is obeying your will and on his own?
[01:15:54.960 --> 01:15:58.960]  Power is in inflicting pain and humiliation.
[01:15:58.960 --> 01:16:03.960]  Power is in tearing human minds to pieces and putting them together again in new shapes of your own choosing.
[01:16:03.960 --> 01:16:08.960]  See the Satanism, take over the creation, create all these mutations.
[01:16:08.960 --> 01:16:10.960]  The uglier the better.
[01:16:10.960 --> 01:16:21.960]  I mean, as a religious dowry, the top hedge fund people will pay 100 million, 50 million for a vile of monkey sperm poured on a skull.
[01:16:21.960 --> 01:16:28.960]  And you're like, that's not art. It doesn't matter. It's about taking all the labor of what poor widows would do is eating dog food
[01:16:28.960 --> 01:16:33.960]  and old people freezing to death in Detroit and just children not getting enough food at night
[01:16:33.960 --> 01:16:43.960]  and going and paying 100 million for cans of elephant manure dumped on the Virgin Mary.
[01:16:43.960 --> 01:16:46.960]  And you're like, okay, well they're just trying to be radical.
[01:16:46.960 --> 01:16:51.960]  They admit we want to do horrible things.
[01:16:51.960 --> 01:16:57.960]  We want to support some little wimp in a black outfit with real white skin who thinks he's a vampire,
[01:16:57.960 --> 01:17:05.960]  who runs around and creates the cans of manure as the jet copters land in New York to go in with suitcases of cash.
[01:17:05.960 --> 01:17:07.960]  Oh cans of manure. Thank you.
[01:17:07.960 --> 01:17:11.960]  You're like, let's just mental illness. No, it's not. They're conducting it.
[01:17:11.960 --> 01:17:15.960]  It's a ritual. Let's get the break. It's too important.
[01:17:15.960 --> 01:17:17.960]  Let's go back to the enemy.
[01:17:17.960 --> 01:17:20.960]  Exactly. By making him suffer, obedience is not enough.
[01:17:20.960 --> 01:17:25.960]  Unless he is suffering, how can you be sure that he is obeying your will and on his own?
[01:17:25.960 --> 01:17:31.960]  Power is in inflicting pain and humiliation. Power is in tearing human minds to pieces
[01:17:31.960 --> 01:17:34.960]  and putting them together again in new shapes of your own choosing.
[01:17:34.960 --> 01:17:38.960]  Do you begin to see then what kind of world we're creating?
[01:17:38.960 --> 01:17:43.960]  It is the exact opposite of the stupid hedonistic utopias that the older farmers imagine.
[01:17:43.960 --> 01:17:48.960]  A world of fear and treachery and torment. A world of trampling and being trampled upon.
[01:17:48.960 --> 01:17:53.960]  A world which will grow not less but more merciless as it refines itself.
[01:17:53.960 --> 01:17:56.960]  Progress in our world will be a progress towards more pain.
[01:17:56.960 --> 01:18:00.960]  The old civilizations claimed they were founded on love or justice.
[01:18:00.960 --> 01:18:04.960]  Ours is founded upon hatred.
[01:18:04.960 --> 01:18:09.960]  In our world, there will be no emotions except fear, rage, triumph, and self-abasement.
[01:18:09.960 --> 01:18:15.960]  Everything else we shall destroy. Everything.
[01:18:15.960 --> 01:18:19.960]  Already, we are breaking down the habits of thought which have survived from before the revolution.
[01:18:19.960 --> 01:18:25.960]  We have cut the links between child and parent, and between man and man, and between man and woman.
[01:18:25.960 --> 01:18:29.960]  No one dares trust a wife or a child or a friend any longer.
[01:18:29.960 --> 01:18:32.960]  But in the future, there will be no wives and no friends.
[01:18:32.960 --> 01:18:37.960]  Children will be taken from their mothers at birth, North Korea, as one takes eggs from a hen.
[01:18:37.960 --> 01:18:39.960]  The sex instinct will be eradicated.
[01:18:39.960 --> 01:18:44.960]  Procreation will be an annual formality like the renewal of a ration card.
[01:18:44.960 --> 01:18:49.960]  We will abolish the orgasm. Our neurologists are at work upon it now.
[01:18:49.960 --> 01:18:51.960]  There will be no loyalty except loyalty towards the party.
[01:18:51.960 --> 01:18:54.960]  There will be no love except the love of Big Brother.
[01:18:54.960 --> 01:18:58.960]  There will be no laughter except the laugh of triumph over defeated enemy.
[01:18:58.960 --> 01:19:01.960]  There will be no art, no literature, no science.
[01:19:01.960 --> 01:19:05.960]  When we are omnipotent, we shall have no more need of science.
[01:19:05.960 --> 01:19:08.960]  There will be no distinction between beauty and ugliness.
[01:19:08.960 --> 01:19:13.960]  There will be no curiosity, no enjoyment of the process of life, and competing pleasures will be destroyed.
[01:19:13.960 --> 01:19:18.960]  But always, do not forget this, Winston, always there will be the intoxication of power,
[01:19:18.960 --> 01:19:22.960]  constantly increasing and constantly growing, subtler.
[01:19:22.960 --> 01:19:28.960]  Always, at every moment, there will be the thrill of victory, the sensation of crampling on an enemy who is helpless.
[01:19:28.960 --> 01:19:35.960]  If you want a picture of the future, imagine a boot stomping on a human face forever.
[01:19:35.960 --> 01:19:40.960]  Now, think about this.
[01:19:40.960 --> 01:19:46.960]  He was there at the OSS and the MI6, and we all knew this forever.
[01:19:46.960 --> 01:19:48.960]  When we talked about it, it was declassified two years ago,
[01:19:48.960 --> 01:19:58.960]  that the CIA spent billions in 1940s, 50s, and 60s money to put out ugly art, things that didn't make sense,
[01:19:58.960 --> 01:20:04.960]  to tell you that was beauty so that you would get a confused sense of what innately you saw as beautiful.
[01:20:04.960 --> 01:20:09.960]  So that then they could finally ratchet it up to show nothing but ugliness,
[01:20:09.960 --> 01:20:16.960]  to the point of which you were unable to even recognize beauty and that you would adapt to the ugliness.
[01:20:16.960 --> 01:20:20.960]  That's why they made architecture ugly, they made things squat, they made things twisted on purpose,
[01:20:20.960 --> 01:20:25.960]  was so that you would lose basically those spiritual connections to the higher
[01:20:25.960 --> 01:20:28.960]  and understand that you were transcendent above all this.
[01:20:28.960 --> 01:20:32.960]  Now, we all knew this declassified two years ago.
[01:20:32.960 --> 01:20:35.960]  Education is meant to kill the love of knowledge.
[01:20:35.960 --> 01:20:37.960]  It's meant to kill the love of discovery.
[01:20:37.960 --> 01:20:43.960]  It's there to make sure none of these young people ever actually read real literature
[01:20:43.960 --> 01:20:47.960]  or actually ever begin to get involved in real art.
[01:20:47.960 --> 01:20:52.960]  And then they say, oh, the way you'll be successful is you're going to be an NFL football player.
[01:20:52.960 --> 01:20:56.960]  Even though there's only, what, a couple thousand NFL football players,
[01:20:56.960 --> 01:21:01.960]  even though genetically 99% of people couldn't be an NFL football player,
[01:21:01.960 --> 01:21:05.960]  that's where you can still have tribal male dominance and a simulation of the tribe
[01:21:05.960 --> 01:21:07.960]  where they can project their advertisements, their control.
[01:21:07.960 --> 01:21:10.960]  And Bernays all wrote about this.
[01:21:10.960 --> 01:21:14.960]  So that's the new manhood and they can package the new femininity
[01:21:14.960 --> 01:21:22.960]  and they just completely steal all of our birthrights away from us.
[01:21:22.960 --> 01:21:30.960]  Rembrandt with his pen and brush being able to capture candlelight that nobody else could do
[01:21:30.960 --> 01:21:40.960]  and to show a human image more human than human, almost show the soul of a person.
[01:21:40.960 --> 01:21:43.960]  That's not art.
[01:21:43.960 --> 01:21:48.960]  The greatest of the Dutch painters, no, no, no, it's splattering a bunch of random paint
[01:21:48.960 --> 01:21:52.960]  where, see, anybody can be a master.
[01:21:52.960 --> 01:21:55.960]  And sure, some splattered modern art is okay,
[01:21:55.960 --> 01:22:01.960]  but the point is they said, no, this is the highest level to set the precedent that they would choose
[01:22:01.960 --> 01:22:06.960]  what was high art, they would choose, they would define.
[01:22:06.960 --> 01:22:08.960]  Great example of this, we're going to get to it right now,
[01:22:08.960 --> 01:22:11.960]  that's what they were telling me during the last break, CNN has come out.
[01:22:11.960 --> 01:22:14.960]  I was wondering, because they weren't really covering this,
[01:22:14.960 --> 01:22:17.960]  his latest clip where he doesn't just say Hillary's a founder of ISIS,
[01:22:17.960 --> 01:22:19.960]  he says Obama and Hillary are co-founders,
[01:22:19.960 --> 01:22:22.960]  which we said two years ago over and over again at Nauseum, which is the truth.
[01:22:22.960 --> 01:22:24.960]  Our own military said it.
[01:22:24.960 --> 01:22:30.960]  So how do they spin it? They go, well, technically the founder of what we call ISIS is this Muslim.
[01:22:30.960 --> 01:22:32.960]  It's rhetorical.
[01:22:32.960 --> 01:22:36.960]  It is a figure of speech that she helped fund them, protected them, gave them the weapons.
[01:22:36.960 --> 01:22:40.960]  She really is at the State Department and then Obama as the president,
[01:22:40.960 --> 01:22:44.960]  the people that allowed this to happen and allowed them to invade Libya
[01:22:44.960 --> 01:22:48.960]  and then give them the support they needed to jump ahead into Syria.
[01:22:48.960 --> 01:22:51.960]  That's incontrovertible, the head of defense intelligence has come out,
[01:22:51.960 --> 01:22:54.960]  Colonel Shafer has come out, they've had congressional hearings,
[01:22:54.960 --> 01:22:56.960]  Ron Paul has talked about it, Senator Cruz has talked about it.
[01:22:56.960 --> 01:22:59.960]  Everybody knows that that's informed.
[01:22:59.960 --> 01:23:03.960]  But now the DNC has come out on Trump's ISIS claims.
[01:23:03.960 --> 01:23:08.960]  Donald Trump should apologize for his outrageous unhinged and patently false suggestions
[01:23:08.960 --> 01:23:12.960]  of the founding of ISIS, which is yet another out-of-control statement by a candidate
[01:23:12.960 --> 01:23:16.960]  who is unraveling before our eyes.
[01:23:16.960 --> 01:23:19.960]  That's Democratic National Committee.
[01:23:19.960 --> 01:23:28.960]  Now, if you continue, ladies and gentlemen, they just have a fact check.
[01:23:28.960 --> 01:23:32.960]  Oh, oh, they had a big fact check in the Atlantic monthly.
[01:23:32.960 --> 01:23:37.960]  The hit pause, I'll go to that in a minute.
[01:23:37.960 --> 01:23:43.960]  And they said that fact check found that Hillary was accurate 70 plus percent of the time
[01:23:43.960 --> 01:23:45.960]  and Trump was lying 70 percent.
[01:23:45.960 --> 01:23:53.960]  So thank you, and Snopes, a fat lady with a cat tells me what's reality as well.
[01:23:53.960 --> 01:23:57.960]  Snopes tells me that Islamic State isn't involving the terror attacks in Europe
[01:23:57.960 --> 01:24:03.960]  because she said so and because the media links to them as the authority.
[01:24:03.960 --> 01:24:08.960]  Really, here is another article today upon infowars.com from the Free Bacon.
[01:24:08.960 --> 01:24:10.960]  Obama, former top intel official.
[01:24:10.960 --> 01:24:12.960]  ISIS is already in America.
[01:24:12.960 --> 01:24:15.960]  The administration ever since downplayed threat, we have more intel.
[01:24:15.960 --> 01:24:19.960]  Cent com whistleblowers. Obama distorting ISIS intelligence.
[01:24:19.960 --> 01:24:24.960]  CBS This Morning, up on infowars.com.
[01:24:24.960 --> 01:24:30.960]  And then we have Flynn last year, no, no, this year on Al Jazeera,
[01:24:30.960 --> 01:24:38.960]  the former head relieved by Obama for not backing ISIS and Al Qaeda.
[01:24:38.960 --> 01:24:41.960]  Former D.I. director, U.S.-made willful decision to support ISIS in Syria.
[01:24:41.960 --> 01:24:46.960]  I mean, that's from 2015. Then he goes on TV this year.
[01:24:46.960 --> 01:24:49.960]  And their answer is to simply say, we have fact check.
[01:24:49.960 --> 01:24:50.960]  Let's go back to CNN.
[01:24:50.960 --> 01:24:52.960]  In fact, let's play the CNN clip.
[01:24:52.960 --> 01:24:58.960]  The Communist News Network, the Clinton News Network, how about the...
[01:24:58.960 --> 01:25:00.960]  I don't know how you describe how evil these people are.
[01:25:00.960 --> 01:25:05.960]  Anderson Cooper endorsed the Arab Spring in Libya and in Syria and in Egypt.
[01:25:05.960 --> 01:25:08.960]  Our own allies being overthrown and hundreds of churches being blown up.
[01:25:08.960 --> 01:25:11.960]  People sit there on the news saying how beautiful and wonderful it was.
[01:25:11.960 --> 01:25:13.960]  These are sick, evil people.
[01:25:13.960 --> 01:25:17.960]  And he admits that he's one of the major heirs to one of the robber bearing fortunes
[01:25:17.960 --> 01:25:21.960]  and is CIA as we speak. It's not even hidden.
[01:25:21.960 --> 01:25:26.960]  They have a CIA globalist with his Atlantic accent up there,
[01:25:26.960 --> 01:25:29.960]  like Thurston Howell III pissing down our backs.
