[00:00:01.957 --> 00:00:03.658]  Another world.
[00:56:24.639 --> 00:56:33.223]  But yes, we're all being banned and shadow banned and blocked ahead of the midterms now, 55, 59 and a half days out.
[00:56:33.223 --> 00:56:41.808]  We're 60 days out, 59 and a half days technically, out from this incredibly important election, and all I can say is, everything is on the line.
[00:56:41.808 --> 00:56:43.649]  You don't need me to tell you that.
[00:56:43.649 --> 00:56:46.550]  And they wouldn't be doing a mad dash to censor everybody.
[00:56:46.550 --> 00:56:47.491]  I mean, look at these articles.
[00:56:47.491 --> 00:56:48.511]  There's so many of these.
[00:56:48.511 --> 00:56:49.252]  Just type my name in.
[00:56:50.993 --> 00:56:54.576]  In the US, a lot of twisted people have access to guns.
[00:56:54.576 --> 00:56:58.359]  That's why Alex Jones and Infowars were too dangerous not to be banned.
[00:56:58.359 --> 00:56:58.999]  That's right.
[00:56:58.999 --> 00:57:01.581]  It's CNN saying hashtag hunt Republicans.
[00:57:01.581 --> 00:57:04.944]  It's CNN saying the guy that shot Scalise was a hero.
[00:57:04.944 --> 00:57:07.506]  They're the ones calling for Barron to be kidnapped and raped.
[00:57:07.506 --> 00:57:10.108]  They're the ones that have Antifa running around doing all this.
[00:57:10.108 --> 00:57:12.750]  It's leftists stabbing the Brazilian Trump in the stomach.
[00:57:12.750 --> 00:57:14.171]  They're the ones nine times out of ten.
[00:57:14.171 --> 00:57:17.634]  But now, I can't be on air preemptively.
[00:57:18.775 --> 00:57:28.801]  Because I'm going to cause people to go shoot folks with guns because the media lied and said that I said get your battles rifles ready for the media, which they won't show me saying because it's a lie.
[00:57:28.801 --> 00:57:35.345]  So I say to Jack Dorsey, hey, I didn't say that, Magic Wand being your band, because we're not going to let you respond to our lies.
[00:57:35.345 --> 00:57:37.606]  We're going to tell our lies and hope they work.
[00:57:37.606 --> 00:57:40.428]  But see, folks are already awake to you, so it doesn't work.
[00:57:40.428 --> 00:57:41.768]  Please support the broadcast.
[00:57:41.768 --> 00:57:47.512]  Download the free podcast everything at InfoWars.com forward slash show and spread those links, please.
[00:57:49.369 --> 00:57:55.662]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:57:55.662 --> 00:57:56.704]  Ultimate bone broth.
[00:57:58.445 --> 00:58:05.029]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[00:58:05.029 --> 00:58:14.093]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health trends on the planet.
[00:58:14.093 --> 00:58:25.920]  Built with more than 7 different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[00:58:26.520 --> 00:58:38.470]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[00:58:38.470 --> 00:58:42.193]  It's time to experience what Ultimate Bone Broth can do for you.
[00:58:42.193 --> 00:58:47.497]  Get a bottle of the all-new version of a fan favorite product today at InfoWarsStore.com.
[00:58:50.037 --> 00:58:54.139]  We all know that the outside toxins in the water is a serious health issue.
[00:58:54.139 --> 00:59:01.222]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[00:59:01.222 --> 00:59:06.045]  That's why we're bringing you something to provide clean water for your whole house with one system.
[00:59:06.045 --> 00:59:12.928]  The Pro-Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system
[00:59:13.368 --> 00:59:19.372]  That will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[00:59:19.372 --> 00:59:28.497]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[00:59:28.937 --> 00:59:36.418]  With its broad-spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[00:59:36.418 --> 00:59:52.881]  Head to infowarsstore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[00:59:52.881 --> 00:59:55.522]  You're listening to The Alex Jones Show!
[01:00:08.885 --> 01:00:14.057]  He aligns himself with the truth, and it's time for you to choose a side.
[01:00:14.057 --> 01:00:16.643]  You're listening to Alex Jones.
[01:00:30.686 --> 01:00:40.215]  If you just joined us, I got the DVR up here in the studio of Obama just 20 minutes ago live giving a press conference or a speech and it's just unbelievable.
[01:00:40.215 --> 01:00:47.281]  We've been stopping and starting at random times and he's taking credit for the 4.2% growth rate, the 4.6 projection.
[01:00:47.281 --> 01:00:51.886]  He's taking credit saying his economy is what did this.
[01:00:51.886 --> 01:00:54.328]  It is, I mean, I haven't seen much of it.
[01:00:54.328 --> 01:00:55.129]  It's all horrible.
[01:00:55.549 --> 01:01:04.879]  So we're just gonna start randomly playing it from early on, this segment, the next, and analyzing it, because I've been told by folks that watched it live, it is a whopper.
[01:01:04.879 --> 01:01:08.682]  Because remember, he said it'll never go to 3%, there is no magic wand.
[01:01:08.682 --> 01:01:11.886]  Paul Krugman, New York Times.
[01:01:11.886 --> 01:01:13.768]  This is crazy.
[01:01:13.768 --> 01:01:17.511]  And notice, I've been banned from everything.
[01:01:18.729 --> 01:01:21.812]  A day out from him now re-emerging.
[01:01:21.812 --> 01:01:22.733]  It's not just me.
[01:01:22.733 --> 01:01:25.835]  Thousands of libertarian, conservative, pro-Trump accounts.
[01:01:25.835 --> 01:01:30.359]  It's happening absolutely everywhere right now.
[01:01:30.359 --> 01:01:32.941]  And they are making their move.
[01:01:32.941 --> 01:01:33.542]  So what do we do?
[01:01:34.704 --> 01:01:37.226]  We don't let them steal our Republic or take our First Amendment.
[01:01:37.226 --> 01:01:38.527]  You hit the third dimension.
[01:01:38.527 --> 01:01:39.388]  You go to colleges.
[01:01:39.388 --> 01:01:41.029]  You go to speak at city council.
[01:01:41.029 --> 01:01:42.130]  You call in to talk radio.
[01:01:42.130 --> 01:01:43.492]  You call in to C-SPAN.
[01:01:43.492 --> 01:01:47.795]  You hand out cards with Infowars.com and say forbid information.
[01:01:47.795 --> 01:01:58.825]  You redouble your efforts because the reason they're getting so desperate right now and the reason Infowarsarmy.com is so critical is they've got internal polls that have already come out.
[01:01:58.825 --> 01:02:00.966]  Even CNN hit the panic button last week and said, okay,
[01:02:01.914 --> 01:02:02.794]  Looks like a red wave.
[01:02:02.794 --> 01:02:05.275]  Looks like the Trump effect is unstoppable.
[01:02:05.275 --> 01:02:07.696]  We are going to lose big.
[01:02:07.696 --> 01:02:08.837]  And they said, what are we going to do?
[01:02:08.837 --> 01:02:09.897]  And they said, 25th Amendment.
[01:02:09.897 --> 01:02:10.778]  Get him out now.
[01:02:10.778 --> 01:02:11.638]  Get him out now.
[01:02:11.638 --> 01:02:13.119]  Publish fake reports.
[01:02:13.119 --> 01:02:15.279]  All the people that are quoted say, I never said that.
[01:02:15.279 --> 01:02:17.200]  There's no tapes of it.
[01:02:17.200 --> 01:02:21.902]  It's solid lies, ladies and gentlemen.
[01:02:21.902 --> 01:02:26.664]  So let's go to some more of President Obama telling incredible whoppers.
[01:02:26.664 --> 01:02:27.384]  Here it is.
[01:02:27.384 --> 01:02:28.645]  Thanks for people around the world.
[01:02:32.301 --> 01:02:38.246]  That's the story of America.
[01:02:38.246 --> 01:02:41.648]  A story of progress.
[01:02:41.648 --> 01:02:44.911]  Fitful progress, incomplete progress, but progress.
[01:02:44.911 --> 01:02:46.813]  Hit pause.
[01:02:46.813 --> 01:02:48.354]  You can tell where this is going.
[01:02:48.354 --> 01:02:49.415]  Back in another minute, please.
[01:02:50.583 --> 01:02:52.284]  I haven't even seen this, I know where it's going.
[01:02:52.284 --> 01:02:56.047]  Progressivism, progress, things getting better because of bigger government.
[01:02:56.047 --> 01:02:57.568]  No, that's not the history of the United States.
[01:02:57.568 --> 01:02:59.489]  It's rugged individualism.
[01:02:59.489 --> 01:03:00.830]  It's swashbuckling.
[01:03:00.830 --> 01:03:02.491]  It's inventiveness.
[01:03:02.491 --> 01:03:05.493]  It's the dynamic human spirit.
[01:03:05.493 --> 01:03:14.520]  But they act like we have a totally open border, come here, be inducted into racial hatred of white people, and become a socialist under a victim ideology.
[01:03:15.874 --> 01:03:18.475]  We need to hear from you, just a little something.
[01:03:40.057 --> 01:03:43.498]  Oh my gosh, you know what, I've got to back this up at the start again.
[01:03:43.498 --> 01:03:47.620]  Wow, they're not clapping and he's having to tell them to clap.
[01:03:47.620 --> 01:03:51.061]  Wow, this is amazingly train wreckish.
[01:03:51.061 --> 01:03:52.522]  Let me just stop right there then.
[01:03:52.522 --> 01:03:54.182]  I'm going to try to be a good boy.
[01:03:54.182 --> 01:04:02.446]  It's just that everything I see is just cringeworthy failure with some packed audience of low-energy, drooling zombos.
[01:04:02.446 --> 01:04:08.308]  When you go to the Capitol, state, capital, or federal, and you see someone that looks like they have a lobotomy, black, white, old, young,
[01:04:08.988 --> 01:04:13.330]  dragging over to you and they start saying, no NRA, no KKK.
[01:04:13.330 --> 01:04:16.772]  You know they've been paid.
[01:04:16.772 --> 01:04:17.272]  You know.
[01:04:17.272 --> 01:04:23.196]  So this is echoes of Jeb Bush saying, please clap.
[01:04:23.196 --> 01:04:24.256]  Come on.
[01:04:24.256 --> 01:04:27.318]  But on Colbert, they bring in folks have the applause.
[01:04:28.638 --> 01:04:30.559]  I mean, you know, hit the applause lights!
[01:04:30.559 --> 01:04:31.580]  Come on, applause!
[01:04:31.580 --> 01:04:33.541]  Sometimes I got folks out front going, come on!
[01:04:33.541 --> 01:04:34.202]  Come on!
[01:04:34.202 --> 01:04:35.302]  Come on!
[01:04:35.302 --> 01:04:35.943]  Clap!
[01:04:35.943 --> 01:04:37.384]  Woo!
[01:04:37.384 --> 01:04:38.745]  Yeah, let's bring down America!
[01:04:38.745 --> 01:04:39.525]  Have a race war!
[01:04:39.525 --> 01:04:40.106]  Woo!
[01:04:40.106 --> 01:04:41.286]  Yeah!
[01:04:41.286 --> 01:04:42.267]  Oh, ban the guns!
[01:04:42.267 --> 01:04:43.628]  Woo!
[01:04:43.628 --> 01:04:44.168]  Woo!
[01:04:44.168 --> 01:04:45.029]  Be like Venezuela!
[01:04:45.029 --> 01:04:47.050]  Woo!
[01:04:47.050 --> 01:04:50.172]  Maybe I should get a laugh track going in the background, you know, like old shows.
[01:04:50.172 --> 01:04:50.653]  There you go.
[01:04:50.653 --> 01:04:52.734]  Yeah, there's old Combear.
[01:04:52.734 --> 01:04:55.276]  He gets to say holler or anybody else does their careers over.
[01:04:58.491 --> 01:05:07.995]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[01:05:07.995 --> 01:05:12.676]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[01:05:12.676 --> 01:05:14.197]  It is produced by extracting oil.
[01:05:14.397 --> 01:05:17.459]  From healthy, nutrient-dense plants known as lichens.
[01:05:17.459 --> 01:05:20.521]  Every batch is analyzed for purity and D3 content.
[01:05:20.521 --> 01:05:22.942]  It's completely free of toxins and allergens.
[01:05:22.942 --> 01:05:26.484]  Simply put, if you want the best at an extremely low price, this is it.
[01:05:26.484 --> 01:05:30.387]  Winner's Sun is the result of our pursuit of the best source of vitamin D3.
[01:05:30.387 --> 01:05:39.032]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[01:05:39.412 --> 01:05:44.438]  Read the facts at InfoWarsLife.com about Winter Sun, Vitamin D3.
[01:05:44.438 --> 01:05:50.384]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[01:05:50.384 --> 01:05:52.526]  Something the globalists are targeting.
[01:05:52.526 --> 01:05:55.149]  Visit InfoWars.com today or call 888-253-3139.
[01:06:20.520 --> 01:06:28.082]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:06:28.082 --> 01:06:34.584]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:06:34.584 --> 01:06:36.525]  You're listening to Alex Jones.
[01:06:36.525 --> 01:06:39.626]  I gotta tell ya, I miss Obama.
[01:06:40.885 --> 01:06:46.708]  Because especially now, he literally is riding Trump's magic wand here.
[01:06:46.708 --> 01:06:48.668]  He got tired of Michelle's.
[01:06:48.668 --> 01:06:53.110]  And he is doing the most incredible stuff you have ever seen.
[01:06:53.110 --> 01:06:55.491]  Now, I've only stopped and started this 30-minute speech.
[01:06:55.491 --> 01:06:56.912]  I've only seen like five minutes of it.
[01:06:56.912 --> 01:06:59.033]  It's all whoppers.
[01:06:59.033 --> 01:07:02.354]  Every 10 seconds is a galactic-level lie.
[01:07:02.354 --> 01:07:04.015]  So let's control ourselves, Owen.
[01:07:04.015 --> 01:07:07.997]  Owen Schroer, I'm the shotgun host of The War Room, 3 o'clock Central every day.
[01:07:07.997 --> 01:07:09.698]  Let's just write down notes, because
[01:07:10.718 --> 01:07:12.960]  It starts out with him not clapping.
[01:07:12.960 --> 01:07:15.001]  So he says, oh, just a little applause, come on.
[01:07:15.001 --> 01:07:19.684]  So bombshell, he can't even, he's re-emerged after the purge.
[01:07:19.684 --> 01:07:29.351]  As Trump said, millions of conservatives and Christians, thousands of prominent people, everyone I know, has been banned off major platforms, or totally banned, or shadow banned.
[01:07:29.351 --> 01:07:32.113]  I mean, it's just every hour the numbers are coming in.
[01:07:32.113 --> 01:07:35.775]  You had a bunch of your stuff banned yesterday, everybody that works here.
[01:07:35.775 --> 01:07:39.378]  Anthony Cumia had all his stuff banned simultaneously, and they admittedly
[01:07:40.984 --> 01:07:52.628]  The AP, BuzzFeed, all of them the same minute published huge articles about why I was banned, what I did, I bullied an innocent person, they won't say what, they speculate it was another child totally made up.
[01:07:52.628 --> 01:07:55.929]  No, it was Oliver Darcy who is the bully trying to get me deplatformed.
[01:07:55.929 --> 01:07:59.350]  So, then they have a congressman going, Jones tries to silence the innocent.
[01:08:00.626 --> 01:08:02.688]  No, you just silenced me!
[01:08:02.688 --> 01:08:05.811]  So everything is inversion because they're in full panic mode.
[01:08:05.811 --> 01:08:07.313]  So Owen's here.
[01:08:07.313 --> 01:08:11.076]  We're going to play and try to be good boys and get to this.
[01:08:11.076 --> 01:08:17.162]  Because he just concluded this train wreck speech a few minutes ago and it is the ultimate whopper.
[01:08:17.162 --> 01:08:23.528]  I mean, they got caught lying in the last election and so they said the answer is lies of the next level.
[01:08:23.528 --> 01:08:25.110]  Where I've never seen such lying, Owen.
[01:08:25.430 --> 01:08:39.158]  Well, I've been watching this speech from the beginning, and let me tell you, first of all, the biggest difference, the biggest noticeable difference, is Obama no longer has his confidence, he no longer has his swag, he's obviously desperate, he's in fear.
[01:08:39.158 --> 01:08:48.824]  Remember, he's been hiding for the last two years, so this is like him coming out of the woodworks, finally, to fight for the Democrat Party because he's been so scared of whatever is going on behind the scenes.
[01:08:48.824 --> 01:08:50.065]  The possum's crawling out of his
[01:08:50.446 --> 01:08:58.224]  But he's not Obama, so he's up there fumbling and stumbling and bumbling all through this speech, like you said, next-level propaganda.
[01:08:58.224 --> 01:08:59.988]  I mean, the average American, Alex...
[01:09:01.007 --> 01:09:05.709]  Listening to an Obama speech when he was President or State of the Union, he was smooth.
[01:09:05.709 --> 01:09:07.890]  That was smooth propaganda, baby.
[01:09:07.890 --> 01:09:10.451]  The average American is not going to pick up on that.
[01:09:10.451 --> 01:09:11.652]  This speech?
[01:09:11.652 --> 01:09:17.074]  The average American is going to hear this speech and their eyes are going to go, whoa!
[01:09:17.074 --> 01:09:19.555]  What in the hell is going on here?
[01:09:19.555 --> 01:09:20.556]  I have some of the quotes... No, I agree.
[01:09:20.556 --> 01:09:21.456]  They've gone crazy.
[01:09:21.456 --> 01:09:24.618]  Because just what I've watched is just like whoppers.
[01:09:24.618 --> 01:09:26.699]  I mean, I'm the reason the economy's better.
[01:09:26.699 --> 01:09:28.259]  I always said this would happen.
[01:09:28.259 --> 01:09:29.700]  No, you said it would never happen.
[01:09:30.240 --> 01:09:33.824]  Oh, you just dipped your foot in the pool, Alex.
[01:09:33.824 --> 01:09:35.246]  I'm telling you.
[01:09:35.246 --> 01:09:42.274]  What I'm almost thinking about doing, Alex, is playing Trump's speech last night in Billings, Montana.
[01:09:42.274 --> 01:09:44.797]  Just total kick-ass, real applause.
[01:09:45.057 --> 01:09:46.338]  American power!
[01:09:46.338 --> 01:09:47.199]  America's great!
[01:09:47.199 --> 01:09:48.019]  We're coming back!
[01:09:48.019 --> 01:09:49.040]  We kick ass!
[01:09:49.040 --> 01:09:50.101]  I love you!
[01:09:50.101 --> 01:10:03.971]  And then after you play that, play Obama's speech where it's like, America sucked, but I made America great, and everybody's racist and awful, but if I was president, we'd be better, and rich people suck, and white people suck, and it's just like, oh my God!
[01:10:04.611 --> 01:10:06.071]  Like, what is going on?
[01:10:06.071 --> 01:10:16.194]  How do you have the President of the United States give a rousing, real speech last night, telling you how great America is, to Obama, the former President, fumbling and bumbling and muttering and stuttering?
[01:10:16.194 --> 01:10:17.514]  Here's why he knows they're screwed.
[01:10:17.514 --> 01:10:18.795]  They can destroy me.
[01:10:18.795 --> 01:10:20.695]  They can maybe even kill Trump.
[01:10:20.695 --> 01:10:21.776]  People now are awake.
[01:10:21.776 --> 01:10:23.336]  They've got the internal polls.
[01:10:23.336 --> 01:10:28.597]  And they're even, like I said, the Democrats hit the panic button last week in the Wall Street Journal, the New York Times, and CNN.
[01:10:28.597 --> 01:10:30.258]  They said, no, it's a red wave.
[01:10:30.258 --> 01:10:30.678]  We're screwed.
[01:10:31.258 --> 01:10:34.242]  And so, they said the Trump effect is in full effect.
[01:10:34.242 --> 01:10:35.204]  He's unstoppable.
[01:10:35.204 --> 01:10:36.786]  America hates us now.
[01:10:36.786 --> 01:10:37.607]  What are we going to do?
[01:10:37.607 --> 01:10:44.837]  And that's when Panetta, the former head of the CIA, and the former head of the NSA, Hayden, came out and said, we need to stop now.
[01:10:46.527 --> 01:10:48.388]  The problem is Trump derangement syndrome.
[01:10:48.388 --> 01:10:51.209]  They're coming on like a stampede of crazy cows.
[01:10:51.209 --> 01:10:52.330]  Yeah, they can't stop.
[01:10:52.330 --> 01:10:53.330]  That's the most incredible thing.
[01:10:53.330 --> 01:10:53.890]  Yeah, there it is.
[01:10:53.890 --> 01:10:55.971]  Trump bump has become a tsunami.
[01:10:55.971 --> 01:10:57.192]  Let's just go to this Obama story.
[01:10:57.192 --> 01:11:03.775]  I'm telling you, Alex, the average American, and everyone rebroadcast this, they rebroadcast this on every major news network.
[01:11:03.775 --> 01:11:08.257]  They ban us and then this is what they ought to be banning.
[01:11:08.257 --> 01:11:08.937]  I'm sorry.
[01:11:08.937 --> 01:11:10.417]  I'm sorry, folks.
[01:11:10.417 --> 01:11:10.998]  Just go to it.
[01:11:10.998 --> 01:11:11.378]  Go to it.
[01:11:14.178 --> 01:11:15.859]  He said, is it really that hard to say Nazis are bad?
[01:11:15.859 --> 01:11:16.860]  Which is what Trump upset.
[01:11:16.860 --> 01:11:20.762]  And it's the ruling class that's mad.
[01:11:20.762 --> 01:11:21.042]  Hold on.
[01:11:44.031 --> 01:12:00.421]  I'm here today because this is one of those pivotal moments when every one of us, as citizens of the United States, need to determine just who it is that we are.
[01:12:00.421 --> 01:12:03.323]  Just what it is that we stand for.
[01:12:03.323 --> 01:12:04.304]  As citizens, huh?
[01:12:04.304 --> 01:12:05.524]  And as a fellow citizen.
[01:12:05.524 --> 01:12:06.125]  He's a globalist.
[01:12:08.940 --> 01:12:16.303]  But as a fellow citizen, I'm here to deliver a simple message, and that is that you need to vote because our democracy depends on it.
[01:12:25.091 --> 01:12:27.871]  It's coming up if we backed it up enough.
[01:12:27.871 --> 01:12:29.332]  We'll get the non-applause in here in a minute.
[01:12:29.332 --> 01:12:36.893]  Some of you may think I'm exaggerating when I say this November's elections are more important than any I can remember in my lifetime.
[01:12:36.893 --> 01:12:37.533]  Oh, that's true.
[01:12:37.533 --> 01:12:38.433]  Well, a rare moment of truth.
[01:12:38.433 --> 01:12:42.274]  I know politicians say that all the time.
[01:12:42.274 --> 01:12:46.255]  I have been guilty of saying it a few times, particularly when I was on the ballot.
[01:12:46.255 --> 01:12:49.895]  Yes, you're guilty of it.
[01:12:49.895 --> 01:12:53.396]  But just a glance at recent headlines.
[01:12:54.662 --> 01:12:57.563]  Should tell you that this moment really is different.
[01:12:57.563 --> 01:12:58.843]  Read our corporate news.
[01:12:58.843 --> 01:13:02.503]  The stakes really are higher.
[01:13:02.503 --> 01:13:12.225]  The consequences of any of us sitting on the sidelines are more dire.
[01:13:12.225 --> 01:13:19.526]  And it's not as if we haven't had big elections before or big choices to make in our history.
[01:13:19.526 --> 01:13:21.787]  Fact is, democracy has never been easy.
[01:13:21.787 --> 01:13:23.827]  And our founding fathers argued about everything.
[01:13:26.462 --> 01:13:27.143]  Founding fathers.
[01:13:27.143 --> 01:13:29.104]  We waged a civil war.
[01:13:29.104 --> 01:13:31.126]  He's trying to sound like an American.
[01:13:31.126 --> 01:13:31.646]  No, he's not.
[01:13:31.646 --> 01:13:32.887]  We overcame depression.
[01:13:32.887 --> 01:13:35.309]  He's a globalist.
[01:13:35.309 --> 01:13:45.957]  We've lurched from eras of great progressive change to periods of retrenchment.
[01:13:45.957 --> 01:13:54.324]  Still, most Americans alive today, certainly the students who are here, have operated
[01:13:55.450 --> 01:14:03.316]  Under some common assumptions about who we are and what we stand for.
[01:14:03.316 --> 01:14:10.941]  Out of the turmoil of the Industrial Revolution and the Great Depression, America adapted a new economy.
[01:14:10.941 --> 01:14:14.283]  A 20th century economy.
[01:14:14.283 --> 01:14:20.788]  Guiding our free market with regulations to protect health and safety and fair competition.
[01:14:20.788 --> 01:14:21.889]  Oh yeah.
[01:14:21.889 --> 01:14:22.749]  Empowering workers.
[01:14:23.697 --> 01:14:26.401]  With you in China, and shipping your jobs to China.
[01:14:26.401 --> 01:14:36.234]  Investing in science and infrastructure and educational institutions like U of I. Strengthening our system of...
[01:14:37.901 --> 01:14:39.402]  Primary and secondary education.
[01:14:39.402 --> 01:14:40.183]  Alright, hit pause.
[01:14:40.183 --> 01:14:41.124]  This is really hard to hear.
[01:14:41.124 --> 01:14:43.546]  I was listening later when all the Whopper live.
[01:14:43.546 --> 01:14:44.187]  Yeah, yeah.
[01:14:44.187 --> 01:14:44.927]  This is the beginning.
[01:14:44.927 --> 01:14:46.629]  He's kind of greasing the crowd right now.
[01:14:46.629 --> 01:14:52.213]  He starts laying out the propaganda and starts fumbling and bumbling like a miserable fool pretty soon here.
[01:14:52.213 --> 01:14:53.975]  Alright, we'll come back on the other side.
[01:14:53.975 --> 01:14:55.116]  This is really hard to watch.
[01:14:55.116 --> 01:14:58.859]  We're going to do it, but it gets really hilarious here in a minute.
[01:14:58.859 --> 01:14:59.920]  We'll cover it on the other side.
[01:14:59.920 --> 01:15:01.562]  Please don't forget, ladies and gentlemen, that
[01:15:02.597 --> 01:15:06.238]  He represents the folks that don't want you to be wealthy or successful or independent.
[01:15:06.238 --> 01:15:09.339]  He represents those that want you to live in austerity and poor to control your life.
[01:15:09.339 --> 01:15:10.099]  He admits that.
[01:15:10.099 --> 01:15:12.659]  He goes to Africa and says, you have to stay poor.
[01:15:12.659 --> 01:15:14.760]  This guy is a monster.
[01:15:14.760 --> 01:15:16.040]  We are asking you.
[01:15:16.040 --> 01:15:17.780]  We're not funded by the Rockefellers.
[01:15:17.780 --> 01:15:19.621]  We're not funded by the globalists.
[01:15:19.621 --> 01:15:21.941]  We're not funded by any of these people.
[01:15:21.941 --> 01:15:24.222]  We are funded by you.
[01:15:24.222 --> 01:15:28.823]  And so when you buy the products at InfoWareStore.com, just pause it.
[01:15:28.823 --> 01:15:29.083]  It's good.
[01:15:30.033 --> 01:15:31.253]  I'm just going to tell them we can stop it there.
[01:15:31.253 --> 01:15:31.574]  That's good.
[01:15:31.574 --> 01:15:32.214]  Thank you.
[01:15:32.214 --> 01:15:33.114]  I want to come back where we were at.
[01:15:33.114 --> 01:15:34.534]  Thank you.
[01:15:34.534 --> 01:15:36.495]  Again, I'm always directing things in here on air live.
[01:15:36.495 --> 01:15:36.855]  I'm sorry.
[01:15:36.855 --> 01:15:38.856]  It's part of the distraction stuff and I go crazy.
[01:15:38.856 --> 01:15:43.617]  But anyways, most people should not be doing a radio TV show than directing it themselves live on air.
[01:15:43.617 --> 01:15:47.058]  But I just want to come back with the interview with Obama.
[01:15:47.518 --> 01:15:50.621]  Anyways, if you don't fund us, we won't be here.
[01:15:50.621 --> 01:15:53.563]  We won't be able to operate and they'll be able to shut us down.
[01:15:53.563 --> 01:15:56.526]  And we've got great products that you need.
[01:15:56.526 --> 01:15:57.247]  We've got them there.
[01:15:57.247 --> 01:16:02.011]  If you like alkaline water or know someone that does, you're going to love the Dillon Living Water Bottle.
[01:16:02.011 --> 01:16:06.355]  It creates alkaline water on the go while reducing plastic waste and saving you money.
[01:16:06.355 --> 01:16:14.322]  Made with surgical grade stainless steel, the Dillon Bottle increases the pH up to 9 to deliver both alkaline and antioxidant water anywhere you want it.
[01:16:14.562 --> 01:16:17.905]  Alkaline water is healthier, tastes better, and can even boost energy.
[01:16:17.905 --> 01:16:22.609]  The Dillon Bottle makes it easy and affordable to be healthy and achieve optimal hydration.
[01:16:22.609 --> 01:16:25.451]  Get your Dillon Bottle today at D-Y-L-N dot C-O.
[01:16:25.451 --> 01:16:27.312]  That's D-Y-L-N dot C-O.
[01:16:27.312 --> 01:16:28.473]  Bacon lovers.
[01:16:28.473 --> 01:16:30.014]  We ship free.
[01:16:30.014 --> 01:16:31.856]  Try our amazing bacon.
[01:16:31.856 --> 01:16:33.857]  No refrigeration required.
[01:16:33.857 --> 01:16:42.825]  Proprietary value-added packaging provides 10-year shelf life and protects the leanest, thickest, center-cut, fully cooked bacon in America today.
[01:16:43.445 --> 01:16:46.891]  Ready to eat right from the pouch or warm and serve.
[01:16:46.891 --> 01:16:48.773]  Savory and delicious.
[01:16:48.773 --> 01:16:51.718]  Wholesale price for your everyday use.
[01:16:51.718 --> 01:16:54.643]  Order today at ReadyToEatBacon.com.
[01:16:54.643 --> 01:16:55.925]  ReadyToEatBacon.com
[01:16:57.529 --> 01:17:02.951]  When you use public Wi-Fi, hackers and identity thieves can see anything you do online.
[01:17:02.951 --> 01:17:06.552]  Embarrassing photos, your web history, even your passwords.
[01:17:06.552 --> 01:17:12.453]  That's why I use Private Internet Access to encrypt my internet connection for less than 10 cents a day.
[01:17:12.453 --> 01:17:21.056]  Sign up now at PrivateInternetAccess.com and in just a few minutes, you'll be browsing anonymously and only sharing what you want to share.
[01:17:21.056 --> 01:17:23.316]  PrivateInternetAccess.com.
[01:17:23.316 --> 01:17:25.397]  It's time to protect your online privacy.
[01:17:27.150 --> 01:17:29.311]  You've heard the phrase, you are what you eat?
[01:17:29.311 --> 01:17:30.112]  Not true.
[01:17:30.112 --> 01:17:31.953]  Actually you are what you can absorb.
[01:17:31.953 --> 01:17:35.955]  So if the vitamins and supplements you now take are not being absorbed, what good are they?
[01:17:35.955 --> 01:17:37.076]  Introducing Protovite.
[01:17:37.076 --> 01:17:43.420]  Proprietary liquid system that allows premium quality nutrients to positively affect the blood in an astonishing 5 minutes.
[01:17:43.420 --> 01:17:47.402]  Watch our amazing 2 minute live blood cell video at TrueHealthFacts.com.
[01:17:47.402 --> 01:17:49.284]  That's TrueHealthFacts.com.
[01:17:49.284 --> 01:17:49.804]  Then call 502-410-3411.
[01:17:49.804 --> 01:17:52.165]  Protovite is nutrition you can feel.
[01:17:52.165 --> 01:17:53.546]  Protovite is nutrition that gets in.
[01:17:59.051 --> 01:18:03.733]  You deserve a deep restful sleep with Knockout by InfoWars Life.
