[00:00.000 --> 00:18.640]  The
[1:07:57.340 --> 1:08:00.220]  or guidelines the judge is saying in this order.
[1:08:00.220 --> 1:08:01.740]  And according to the CDC,
[1:08:01.740 --> 1:08:05.180]  the current seven-day moving average of daily new cases
[1:08:05.180 --> 1:08:07.180]  has decreased, but you wouldn't know it
[1:08:07.180 --> 1:08:09.260]  listening to the Legion of Doom.
[1:08:09.260 --> 1:08:12.100]  This is concerning because the variant
[1:08:12.100 --> 1:08:15.220]  has been demonstrated to be more transmissible,
[1:08:15.220 --> 1:08:20.220]  more easily spread than the original COVID-19 virus,
[1:08:21.460 --> 1:08:23.700]  and it has potentially been shown
[1:08:23.700 --> 1:08:26.580]  to lead to more severe disease
[1:08:26.580 --> 1:08:30.060]  and disease that actually progresses more quickly,
[1:08:30.060 --> 1:08:32.180]  leading to more hospitalizations.
[1:08:32.180 --> 1:08:34.620]  Meanwhile, United Nations' tool,
[1:08:34.620 --> 1:08:37.100]  Canadian Prime Minister Justin Trudeau
[1:08:37.100 --> 1:08:39.460]  announced that non-essential travel
[1:08:39.460 --> 1:08:41.020]  between the U.S. and Canada
[1:08:41.020 --> 1:08:43.420]  will continue to be banned for another month
[1:08:43.420 --> 1:08:45.980]  despite mounting pressure from businesses
[1:08:45.980 --> 1:08:49.180]  to ease COVID-19 travel restrictions.
[1:08:49.180 --> 1:08:51.100]  We'll provide that information to the provinces
[1:08:51.100 --> 1:08:52.700]  and territories right away
[1:08:52.700 --> 1:08:54.500]  so that they can plan to get those doses
[1:08:54.500 --> 1:08:56.780]  into arms as quickly as possible,
[1:08:56.780 --> 1:08:59.060]  because that's what this is about,
[1:08:59.060 --> 1:09:02.300]  getting you your vaccine as soon as possible,
[1:09:02.300 --> 1:09:05.260]  getting it to your parents, friends, and neighbors,
[1:09:05.260 --> 1:09:08.140]  because every dose keeps someone safe.
[1:09:08.140 --> 1:09:10.420]  It has turned out to be more of a serious issue
[1:09:10.420 --> 1:09:11.460]  than previously thought.
[1:09:11.460 --> 1:09:13.420]  We're talking about myocarditis
[1:09:13.420 --> 1:09:15.180]  happening to some young people
[1:09:15.180 --> 1:09:17.420]  after getting the coronavirus vaccine,
[1:09:17.420 --> 1:09:19.700]  both the Pfizer and Moderna vaccines.
[1:09:19.700 --> 1:09:21.660]  The CDC is looking into it.
[1:09:21.660 --> 1:09:23.580]  While California has announced
[1:09:23.580 --> 1:09:26.660]  an Orwellian digital vaccine record system,
[1:09:26.660 --> 1:09:29.300]  as the vaccinated and unvaccinated
[1:09:29.300 --> 1:09:31.300]  continue to be segregated
[1:09:31.300 --> 1:09:33.060]  by the powers that be.
[1:09:33.060 --> 1:09:34.540]  But if you are vaccinated,
[1:09:34.540 --> 1:09:36.020]  what do you have to worry about?
[1:09:36.020 --> 1:09:38.860]  In the words of Buffalo Bill's wide receiver,
[1:09:38.860 --> 1:09:39.860]  Cole Beasley,
[1:09:39.860 --> 1:09:41.100]  I'm not vaccinated.
[1:09:41.100 --> 1:09:43.620]  I will be outside doing what I do.
[1:09:43.620 --> 1:09:45.260]  I'll be out in the public.
[1:09:45.260 --> 1:09:46.460]  If you're scared of me,
[1:09:46.460 --> 1:09:49.060]  then steer clear or get vaccinated.
[1:09:49.060 --> 1:09:50.820]  Point blank, period.
[1:09:50.820 --> 1:09:52.220]  John Bown reporting.
[1:09:54.500 --> 1:09:55.900]  All right, that's one of the reports.
[1:09:55.900 --> 1:09:58.540]  Now, I haven't gotten to the COVID news
[1:09:58.540 --> 1:09:59.700]  and it's really bad
[1:09:59.700 --> 1:10:01.300]  and it's what we knew was gonna happen.
[1:10:01.300 --> 1:10:02.380]  They take the restrictions off
[1:10:02.380 --> 1:10:03.500]  for just a few weeks or months,
[1:10:03.500 --> 1:10:05.060]  clamping right back down,
[1:10:05.060 --> 1:10:06.660]  and that's what the UN is announcing.
[1:10:06.660 --> 1:10:07.940]  And you're like, well, screw the UN.
[1:10:07.940 --> 1:10:08.780]  Well, exactly.
[1:10:09.620 --> 1:10:10.940]  And that's why they either go down
[1:10:10.940 --> 1:10:11.780]  or we go down.
[1:10:11.780 --> 1:10:12.620]  I'll be talking about it,
[1:10:12.620 --> 1:10:14.540]  but I wanna hit something right now
[1:10:14.540 --> 1:10:16.940]  because I just wanna let you guys understand this.
[1:10:18.980 --> 1:10:20.620]  Info wars almost had to lay off
[1:10:20.620 --> 1:10:23.220]  a bunch of people in 2019.
[1:10:24.500 --> 1:10:27.420]  And we just didn't even have the money
[1:10:27.420 --> 1:10:30.540]  to buy enough product to be able to get the product.
[1:10:30.540 --> 1:10:32.140]  But I made a few moves,
[1:10:32.140 --> 1:10:33.140]  never done this in my life,
[1:10:33.140 --> 1:10:34.660]  went into debt to get money,
[1:10:34.660 --> 1:10:36.300]  to buy enough product.
[1:10:36.300 --> 1:10:37.500]  And you guys bought the product
[1:10:37.500 --> 1:10:39.300]  and we got out of the hole in 2020.
[1:10:40.940 --> 1:10:44.180]  Then we got to where we can't ever get the supplies
[1:10:44.180 --> 1:10:45.780]  of the products we want to be able to sell them.
[1:10:45.780 --> 1:10:46.860]  So now there's that new problem
[1:10:46.860 --> 1:10:48.820]  and it's destroying a lot of businesses,
[1:10:48.820 --> 1:10:49.660]  half the businesses,
[1:10:49.660 --> 1:10:51.340]  and you know when the country went out of business,
[1:10:51.340 --> 1:10:52.820]  that's why they wanna keep the lockdowns going
[1:10:52.820 --> 1:10:54.460]  to destroy the small businesses.
[1:10:54.460 --> 1:10:55.660]  Well, my business is freedom,
[1:10:55.660 --> 1:10:58.140]  but I have you as a sponsor buying products
[1:10:58.140 --> 1:10:59.460]  that keep us on the air.
[1:11:00.780 --> 1:11:03.540]  And so now we can't get most of the products
[1:11:03.540 --> 1:11:07.180]  like Brainforce and so many others in.
[1:11:07.180 --> 1:11:08.180]  And even when they can do an order,
[1:11:08.180 --> 1:11:11.260]  they go, oh, sorry, we only have this much of the material.
[1:11:11.260 --> 1:11:12.460]  Now I've learned what's going on.
[1:11:12.460 --> 1:11:15.180]  Almost all the companies we use have been bought up.
[1:11:15.180 --> 1:11:17.060]  And we learned the companies that bought them up
[1:11:17.060 --> 1:11:20.020]  then sell their whole inventory to other companies
[1:11:20.020 --> 1:11:22.820]  that are in Walmart, Target, and Amazon,
[1:11:22.820 --> 1:11:25.620]  which is extremely monopolistic.
[1:11:25.620 --> 1:11:27.820]  And so I guess we could call this Operation T-Shirt.
[1:11:27.820 --> 1:11:28.660]  I don't know what to call it,
[1:11:28.660 --> 1:11:32.060]  but I don't like right on the red, right on the black.
[1:11:32.940 --> 1:11:34.500]  When I got a lot of stuff I wanna do to take
[1:11:34.500 --> 1:11:36.100]  on the new world order and a lot of people I wanna hire,
[1:11:36.100 --> 1:11:37.500]  I wanna go on the offense, man.
[1:11:37.500 --> 1:11:38.900]  People are ready.
[1:11:38.900 --> 1:11:40.660]  The world's waking up that I've been dead on.
[1:11:40.660 --> 1:11:42.940]  You've supported us, you've been dead on.
[1:11:42.940 --> 1:11:45.580]  So I guess you call it Operation T-Shirt?
[1:11:45.580 --> 1:11:46.420]  Cause I get it.
[1:11:46.420 --> 1:11:48.380]  You buy official cause it works great.
[1:11:48.380 --> 1:11:50.380]  You buy Turboforces, it works great.
[1:11:50.380 --> 1:11:52.140]  You buy X2 cause it works great.
[1:11:52.140 --> 1:11:53.780]  You buy the things you reuse.
[1:11:53.780 --> 1:11:55.340]  You buy our coffee, it's great coffee.
[1:11:55.340 --> 1:11:57.860]  You remember to buy it, it's great.
[1:11:57.860 --> 1:11:59.740]  But then when I can't supply it to you,
[1:12:00.660 --> 1:12:02.620]  this is the most trouble we've been in so far
[1:12:02.620 --> 1:12:04.300]  because I'm right here in the middle of the economy.
[1:12:04.300 --> 1:12:05.140]  Let's do a show.
[1:12:05.140 --> 1:12:06.260]  I gotta fund this operation.
[1:12:06.260 --> 1:12:08.860]  So I'm experiencing, it's actually good
[1:12:08.860 --> 1:12:12.180]  cause I get to see what's really going on the world
[1:12:12.180 --> 1:12:13.580]  and how devastating it is.
[1:12:13.580 --> 1:12:14.900]  So we have some new shirts.
[1:12:14.900 --> 1:12:17.500]  The Save the Frog shirt, infowars.com
[1:12:17.500 --> 1:12:18.700]  exposing what's in the water.
[1:12:18.700 --> 1:12:19.860]  It's a great conversation piece.
[1:12:19.860 --> 1:12:21.220]  It's the best seller.
[1:12:21.220 --> 1:12:22.660]  We sold 5,000 of them.
[1:12:22.660 --> 1:12:24.220]  For a T-Shirt, that's great in a month.
[1:12:24.220 --> 1:12:25.900]  That doesn't fund this operation.
[1:12:25.900 --> 1:12:27.380]  I sold them like 50 bucks it would.
[1:12:27.380 --> 1:12:28.700]  Maybe I should go up.
[1:12:28.700 --> 1:12:31.140]  But you know, 1776 it doesn't.
[1:12:31.140 --> 1:12:32.580]  We need to sell more of these.
[1:12:33.460 --> 1:12:36.140]  Also, we have the new free American shirt.
[1:12:36.140 --> 1:12:39.540]  Big, beautiful American flag in camo, in navy blue
[1:12:39.540 --> 1:12:40.500]  and in black.
[1:12:41.700 --> 1:12:44.020]  On the back it says infowars.com.
[1:12:44.020 --> 1:12:45.740]  This is very triggering the leftist.
[1:12:45.740 --> 1:12:47.260]  They hate this.
[1:12:47.260 --> 1:12:48.540]  They're gonna have it at the Olympics.
[1:12:48.540 --> 1:12:51.700]  The new Olympic player, transgender US Olympic BMX rider
[1:12:51.700 --> 1:12:54.020]  says his goals, it's now her,
[1:12:54.020 --> 1:12:57.380]  is to burn the US flag on the Olympic podium.
[1:12:57.380 --> 1:12:59.580]  So we need to champion the flag
[1:12:59.580 --> 1:13:00.700]  and it funds the info war.
[1:13:00.700 --> 1:13:04.340]  Everyone should get a free American shirt on the back.
[1:13:04.340 --> 1:13:06.900]  It has the classic info war square
[1:13:06.900 --> 1:13:08.580]  to help spread the word.
[1:13:08.580 --> 1:13:10.420]  So infowars.com.
[1:13:10.420 --> 1:13:12.820]  It has a big, beautiful American flag across the chest.
[1:13:12.820 --> 1:13:16.380]  It simply says free American in camo, in navy blue
[1:13:16.380 --> 1:13:18.180]  and in black, ladies and gentlemen.
[1:13:18.180 --> 1:13:19.820]  They are trying to take our country over.
[1:13:19.820 --> 1:13:21.540]  They're trying to shut down the independent media.
[1:13:21.540 --> 1:13:22.380]  And here's the news.
[1:13:22.380 --> 1:13:24.220]  I can't get a lot of the supplements,
[1:13:24.220 --> 1:13:26.620]  but I can get t-shirts.
[1:13:26.620 --> 1:13:28.020]  So that's why it's operation t-shirt.
[1:13:28.020 --> 1:13:31.020]  And I'm just hoping that we can sell
[1:13:31.020 --> 1:13:34.620]  tens of thousands of t-shirts to fund this operation.
[1:13:34.620 --> 1:13:36.860]  Because in 1776, these are high quality shirts
[1:13:36.860 --> 1:13:38.420]  made in America, all the rest of it,
[1:13:38.420 --> 1:13:39.260]  and printed in America.
[1:13:39.260 --> 1:13:41.860]  So they're costing us like seven, eight, nine bucks a piece.
[1:13:41.860 --> 1:13:43.580]  I could buy crap shirts for like $5 a piece.
[1:13:43.580 --> 1:13:45.180]  I could buy from China for $2 a piece.
[1:13:45.180 --> 1:13:46.580]  I'm not doing it.
[1:13:46.580 --> 1:13:49.500]  So please get them infowars.com today.
[1:13:49.500 --> 1:13:51.220]  Operation t-shirt, save infowars.
[1:13:51.220 --> 1:13:52.220]  We'll be right back.
[1:13:56.580 --> 1:13:58.660]  Your voice counts.
[1:13:58.660 --> 1:14:01.260]  When you share information, be it over the internet
[1:14:01.260 --> 1:14:03.740]  or in person, it changes the world.
[1:14:03.740 --> 1:14:06.340]  The globalists know their agenda is unpopular.
[1:14:06.340 --> 1:14:07.820]  They know you're angry.
[1:14:07.820 --> 1:14:09.540]  And now to get around big tech, it's
[1:14:09.540 --> 1:14:13.220]  more important than ever that we use every tool we've got.
[1:14:13.220 --> 1:14:16.020]  But ladies and gentlemen, if you sign up for our free news
[1:14:16.020 --> 1:14:18.540]  and show alerts, you can then take those alerts,
[1:14:18.540 --> 1:14:20.660]  those articles, and those live feeds,
[1:14:20.660 --> 1:14:22.580]  both the regular shows and special reports,
[1:14:22.580 --> 1:14:23.940]  and share them with everyone you know.
[1:14:23.940 --> 1:14:26.740]  Take action now by texting the word news,
[1:14:26.740 --> 1:14:31.380]  NEWS, to 833-470-0438.
[1:14:31.380 --> 1:14:35.660]  That's 833-470-0438 for infowars emergency news
[1:14:35.660 --> 1:14:40.700]  alerts, or text the word show to 833-470-0438
[1:14:40.700 --> 1:14:43.260]  and receive live show notifications.
[1:14:43.260 --> 1:14:44.460]  Take action now.
[1:14:44.460 --> 1:14:46.540]  Create the chain reaction, and tell others
[1:14:46.540 --> 1:14:47.780]  to share those texts.
[1:14:47.780 --> 1:14:54.260]  Get news alerts at 833-470-0438.
[1:14:54.260 --> 1:14:56.900]  All of the experts agree that getting proper sleep
[1:14:56.900 --> 1:14:58.620]  is the cornerstone of good health.
[1:14:58.620 --> 1:15:01.220]  It has been proven that a poor sleep schedule is linked
[1:15:01.220 --> 1:15:04.620]  with numerous health problems, including weight gain, memory
[1:15:04.620 --> 1:15:07.300]  issues, mood changes, poor concentration,
[1:15:07.300 --> 1:15:09.220]  and even a weakened immune system.
[1:15:09.220 --> 1:15:11.660]  Introducing RocketRest, the new product
[1:15:11.660 --> 1:15:15.420]  from our Dr. Jones naturals line at infowarstore.com.
[1:15:15.420 --> 1:15:17.380]  The new RocketRest formula is loaded
[1:15:17.380 --> 1:15:18.940]  with the best natural ingredients
[1:15:18.940 --> 1:15:21.540]  to help not only improve your quality of sleep,
[1:15:21.540 --> 1:15:23.940]  but help you wake up feeling refreshed.
[1:15:23.940 --> 1:15:26.580]  Many competitor sleep formulas focus only
[1:15:26.580 --> 1:15:28.860]  on getting you to sleep, but RocketRest
[1:15:28.860 --> 1:15:31.820]  was specifically formulated to help you feel rested
[1:15:31.820 --> 1:15:34.020]  and ready to take on the next day.
[1:15:34.020 --> 1:15:36.940]  It uses a unique quick release capsule system
[1:15:36.940 --> 1:15:39.940]  to ensure fast delivery of deep sleep support ingredients
[1:15:39.940 --> 1:15:41.860]  like melatonin and magnesium.
[1:15:41.860 --> 1:15:45.020]  RocketRest helps you fall asleep fast, stay asleep,
[1:15:45.020 --> 1:15:46.540]  and wake up feeling rested.
[1:15:46.540 --> 1:15:49.980]  So get the new RocketRest formula from Dr. Jones naturals
[1:15:49.980 --> 1:15:52.140]  right now at infowarstore.com.
[1:15:55.020 --> 1:15:59.260]  As men age, they often experience a slowdown
[1:15:59.260 --> 1:16:04.580]  in vitality, energy, and overall wellness.
[1:16:04.580 --> 1:16:08.500]  And that's why we made one of our most popular formulas
[1:16:08.500 --> 1:16:13.260]  to date, super male vitality, specifically designed
[1:16:13.260 --> 1:16:16.780]  to assist the body in regulating proper balance
[1:16:16.780 --> 1:16:20.500]  to create superior vitality in males.
[1:16:20.500 --> 1:16:23.900]  Now look, this unique formula promotes your body's
[1:16:23.900 --> 1:16:28.860]  own natural responses, and it contains no synthetic chemicals
[1:16:28.860 --> 1:16:31.700]  and no unwanted additives.
[1:16:31.700 --> 1:16:34.460]  Yes, we're talking about ancient wisdom
[1:16:34.460 --> 1:16:37.260]  combined with modern technology,
[1:16:37.260 --> 1:16:40.380]  working together in perfect synchronicity
[1:16:40.380 --> 1:16:44.100]  to help you get the most out of this herb-packed formula.
[1:16:44.100 --> 1:16:45.220]  So what are you waiting for?
[1:16:45.220 --> 1:16:47.060]  Go to the infowarstore.
[1:16:47.060 --> 1:16:49.740]  Never been a better time than right now.
[1:16:49.740 --> 1:16:53.580]  Super male vitality at infowarstore.com.
[1:16:53.580 --> 1:17:05.100]  You're listening to the Alex Jones show.
[1:17:05.100 --> 1:17:30.380]  Everybody knows that I love to talk.
[1:17:30.380 --> 1:17:34.500]  But the COVID news I have in front of me is so insane.
[1:17:34.500 --> 1:17:39.060]  So over the top, so powerful, that if I just
[1:17:39.060 --> 1:17:43.220]  release this information, it'll have almost no effect.
[1:17:43.220 --> 1:17:46.180]  But if I make a big deal about it and build it up
[1:17:46.180 --> 1:17:49.740]  and did, say, a special show tomorrow night,
[1:17:49.740 --> 1:17:52.220]  we'd have a couple million extra viewers tune in,
[1:17:52.220 --> 1:17:55.300]  and it'd be being talked about in a week
[1:17:55.300 --> 1:17:57.260]  on big national talk shows, and then you'd
[1:17:57.260 --> 1:18:00.540]  have congressional hearings about it a week later.
[1:18:00.540 --> 1:18:04.220]  But if I just report this, it'll go out to a couple million
[1:18:04.220 --> 1:18:06.540]  listeners, and people just kind of pick it up
[1:18:06.540 --> 1:18:08.500]  like it's par for the course, which I get.
[1:18:08.500 --> 1:18:10.340]  I'm not criticizing anybody.
[1:18:10.340 --> 1:18:12.060]  I understand human psychology.
[1:18:12.060 --> 1:18:13.700]  I've lived it.
[1:18:13.700 --> 1:18:15.620]  But nevertheless, there isn't time for that,
[1:18:15.620 --> 1:18:17.940]  because I don't know how long we'll be here.
[1:18:17.940 --> 1:18:21.060]  So let me go ahead and just hit this for you now.
[1:18:21.060 --> 1:18:25.540]  And when I read this article that just went up like 30 minutes
[1:18:25.540 --> 1:18:28.700]  ago on infowarstore.com during the last few breaks,
[1:18:28.700 --> 1:18:30.020]  it was like a punch in the stomach,
[1:18:30.020 --> 1:18:34.700]  because every damn bit of it is true.
[1:18:34.700 --> 1:18:39.220]  And every damn bit of it links to all the stuff they've done.
[1:18:39.220 --> 1:18:43.020]  And that's the point is that it's total proof that we
[1:18:43.020 --> 1:18:45.180]  have every angle.
[1:18:45.180 --> 1:18:49.220]  It's not like I just read this and go, oh, is this accurate?
[1:18:49.220 --> 1:18:51.700]  We already know all about the pieces.
[1:18:51.700 --> 1:18:55.140]  It's just another angle of what they did to us.
[1:18:55.140 --> 1:18:58.300]  If you saw a video of, say, your mother having her brains
[1:18:58.300 --> 1:19:01.700]  beat out with a hammer, and you saw a surveillance footage
[1:19:01.700 --> 1:19:05.500]  from, say, 20 feet in front, and when a thug kills your mother,
[1:19:05.500 --> 1:19:07.460]  somebody goes, oh, I've got another angle.
[1:19:07.460 --> 1:19:08.260]  OK, let me see.
[1:19:08.260 --> 1:19:11.100]  I hate to see it, but I want to know the thug.
[1:19:11.100 --> 1:19:12.540]  And then all of a sudden, you realize
[1:19:12.540 --> 1:19:14.140]  that you've been shown about 20 angles,
[1:19:14.140 --> 1:19:16.060]  that the person showing you the footage
[1:19:16.060 --> 1:19:19.300]  is the person that did it.
[1:19:19.300 --> 1:19:20.580]  And then what do you want to do?
[1:19:20.580 --> 1:19:22.820]  You want to break their neck.
[1:19:22.820 --> 1:19:24.020]  Because, I mean, this is real.
[1:19:24.020 --> 1:19:25.300]  I mean, they're really killing us.
[1:19:25.300 --> 1:19:26.500]  They're really poisoning us.
[1:19:26.500 --> 1:19:28.900]  They're really attacking us, and they're really
[1:19:28.900 --> 1:19:31.260]  messing with my family right now, too, off record,
[1:19:31.260 --> 1:19:32.380]  behind the scenes.
[1:19:32.380 --> 1:19:34.460]  And because they know they're losing,
[1:19:34.460 --> 1:19:35.860]  and they want to trick us into a fight,
[1:19:35.860 --> 1:19:38.940]  and they're using psychology on us.
[1:19:38.940 --> 1:19:40.060]  They were really smart.
[1:19:40.060 --> 1:19:42.420]  One of these videos I've got that's on infowars.com,
[1:19:42.420 --> 1:19:46.420]  where they have transgenderism and critical race theory
[1:19:46.420 --> 1:19:47.260]  coming into school.
[1:19:47.260 --> 1:19:48.780]  And they're at least the five-year-olds
[1:19:48.780 --> 1:19:51.020]  that they need to have their genitals cut off.
[1:19:51.020 --> 1:19:54.660]  And it's in Virginia, so some of the moms and people get up.
[1:19:54.660 --> 1:19:55.820]  But they're not allowed to talk.
[1:19:55.820 --> 1:19:58.980]  Oh, no, we're only going to let the people calling you
[1:19:58.980 --> 1:20:01.100]  hate-mongers and calling you devils.
[1:20:01.100 --> 1:20:05.340]  They let all the anti-human people,
[1:20:05.340 --> 1:20:08.020]  all the Satan's little helper collaborators,
[1:20:08.020 --> 1:20:12.220]  get up there and speak first, until the crowd got uppity
[1:20:12.220 --> 1:20:14.420]  and yelled and screamed over them,
[1:20:14.420 --> 1:20:18.060]  and then the police brutally assaulted the peaceful people
[1:20:18.060 --> 1:20:20.460]  and shut down the whole event.
[1:20:20.460 --> 1:20:22.820]  And that's going to be the formula everywhere.
[1:20:22.820 --> 1:20:24.580]  The cops grabbing people.
[1:20:24.580 --> 1:20:27.100]  Let me tell you, everybody lionizes the police.
[1:20:27.100 --> 1:20:28.660]  When the left gets control of your police,
[1:20:28.660 --> 1:20:32.700]  they're now North Korean prison guards.
[1:20:32.700 --> 1:20:34.940]  They're now captured in the hands of the enemy.
[1:20:34.940 --> 1:20:37.580]  They want to prove themselves the system.
[1:20:37.580 --> 1:20:40.940]  Violence against the Christian, violence against the patriot,
[1:20:40.940 --> 1:20:42.580]  violence against a pregnant woman,
[1:20:42.580 --> 1:20:45.820]  violence against a gun owner, violence against a conservative,
[1:20:45.820 --> 1:20:47.980]  that will be glorified and supported
[1:20:47.980 --> 1:20:54.580]  by the media and the police in areas they control.
[1:20:54.580 --> 1:20:56.860]  And they come and they say, we're getting access
[1:20:56.860 --> 1:20:57.860]  to your children.
[1:20:57.860 --> 1:20:59.860]  We're going to teach them that white kids are bad.
[1:20:59.860 --> 1:21:02.260]  We're going to teach your son, his gentle should be cut off.
[1:21:02.260 --> 1:21:04.260]  We're going to teach your little girl that she's a boy.
[1:21:04.260 --> 1:21:06.060]  We're going to form a relationship with them.
[1:21:06.060 --> 1:21:10.260]  And if you try to say no and don't go along with it,
[1:21:10.260 --> 1:21:14.220]  we are going to put you in prison.
[1:21:14.220 --> 1:21:19.660]  And that's all any of this is.
[1:21:19.660 --> 1:21:22.220]  So let me give you the big niche.
[1:21:22.220 --> 1:21:27.660]  You know Google, and you know Apple, and you know Bill Gates,
[1:21:27.660 --> 1:21:30.180]  and you know Fauci Rand, the Wuhan lab.
[1:21:30.180 --> 1:21:30.700]  You know that.
[1:21:30.700 --> 1:21:33.180]  You know every major scientist that comes out from there
[1:21:33.180 --> 1:21:35.180]  is a transhumanist that wants to get rid of humans
[1:21:35.180 --> 1:21:38.020]  or murders with machines like the guy we just played last hour
[1:21:38.020 --> 1:21:40.540]  saying we're going to make you short and make you sick if you
[1:21:40.540 --> 1:21:42.540]  eat meat by changing your genetics.
[1:21:42.540 --> 1:21:45.140]  You have an autoimmune response with a vaccine
[1:21:45.140 --> 1:21:48.740]  to make you allergic to cow.
[1:21:48.740 --> 1:21:50.020]  To bovine.
[1:21:50.020 --> 1:21:52.180]  Well, how about this article by Kevin McBreen
[1:21:52.180 --> 1:21:56.260]  up on infowars.com.
[1:21:56.260 --> 1:21:58.020]  I was in New York walking around,
[1:21:58.020 --> 1:22:00.380]  and I should probably shoot 500 hands.
[1:22:00.380 --> 1:22:02.180]  Most folks were fans.
[1:22:02.180 --> 1:22:04.940]  But I had one lady walk up to me and say to me,
[1:22:04.940 --> 1:22:08.780]  why don't you cover the viral shedding, Mr. Jones?
[1:22:08.780 --> 1:22:09.780]  I've tuned into your show.
[1:22:09.780 --> 1:22:11.420]  Why don't you cover the viral shedding?
[1:22:11.420 --> 1:22:14.660]  We covered the viral shedding first.
[1:22:14.660 --> 1:22:16.140]  So just because you tuned into the show
[1:22:16.140 --> 1:22:18.820]  and don't hear it being talked about at that particular moment
[1:22:18.820 --> 1:22:25.980]  does not mean that we haven't covered it.
[1:22:25.980 --> 1:22:29.260]  Like, Jones used to cover the Federal Reserve being private.
[1:22:29.260 --> 1:22:31.020]  I've done that about 10,000 times, sir.
[1:22:31.020 --> 1:22:32.740]  Jones used to talk more about 9-11.
[1:22:32.740 --> 1:22:33.980]  I'm the first guy to expose it.
[1:22:33.980 --> 1:22:36.460]  And I'm not tooting my horn.
[1:22:36.460 --> 1:22:41.740]  I just sometimes even are awake people aren't thinking.
[1:22:41.740 --> 1:22:44.220]  But let's just move on from that.
[1:22:44.220 --> 1:22:48.020]  I know I'm going to be hearing about this in a couple weeks.
[1:22:48.020 --> 1:22:53.700]  And I really don't want to hear about this in two weeks.
[1:22:53.700 --> 1:22:55.700]  I want to hear about this tonight.
[1:22:55.700 --> 1:22:57.540]  I want to see other people write about it.
[1:22:57.540 --> 1:22:58.300]  I don't want any credit.
[1:22:58.300 --> 1:22:58.980]  I don't care.
[1:22:58.980 --> 1:23:01.620]  I want to see it promoted all over Twitter and Facebook.
[1:23:01.620 --> 1:23:02.860]  Take our names off of it.
[1:23:02.860 --> 1:23:06.740]  Republish it, say Bilbo Baggins published it.
[1:23:06.740 --> 1:23:07.620]  I don't care.
[1:23:07.620 --> 1:23:09.300]  Whatever you do, get it out.
[1:23:09.300 --> 1:23:10.020]  See?
[1:23:10.020 --> 1:23:15.620]  Comprende, because this is the smoking gun.
[1:23:15.620 --> 1:23:18.060]  In fact, Kellerman brings a great researcher and writer.
[1:23:18.060 --> 1:23:22.660]  But I want the question mark taken off.
[1:23:22.660 --> 1:23:24.740]  It's like, Hitler was Hitler racist.
[1:23:24.740 --> 1:23:25.660]  You don't need a question mark.
[1:23:25.660 --> 1:23:26.700]  Hitler was a racist.
[1:23:29.620 --> 1:23:30.620]  What state come from?
[1:23:30.620 --> 1:23:31.900]  It comes from cows.
[1:23:31.900 --> 1:23:32.860]  Does the left want to ban it?
[1:23:32.860 --> 1:23:33.580]  Yes.
[1:23:33.580 --> 1:23:34.620]  Let's start.
[1:23:34.620 --> 1:23:36.380]  Is drag queen story time wrong?
[1:23:36.380 --> 1:23:38.300]  Yes, it is.
[1:23:38.300 --> 1:23:40.940]  Even your criticizes if you ask, is it wrong?
[1:23:40.940 --> 1:23:42.140]  So here's the article.
[1:23:42.140 --> 1:23:43.140]  Here's the smoking gun.
[1:23:43.140 --> 1:23:44.700]  And after our special guest leaves us,
[1:23:44.700 --> 1:23:49.380]  I'm going to start back up in the next hour on this enchilada.
[1:23:49.380 --> 1:23:51.860]  Because, man, I read this article and it gave me a headache,
[1:23:51.860 --> 1:23:54.860]  because I thought of literally, that's the skill I've got.
[1:23:54.860 --> 1:23:56.580]  It's like, all the data comes up.
[1:23:56.580 --> 1:23:58.500]  You don't really want a fully photographic memory,
[1:23:58.500 --> 1:24:00.300]  because mine's still quasi-photographic.
[1:24:00.300 --> 1:24:03.660]  And so I see something like this, I'm like, 100 things pop up
[1:24:03.660 --> 1:24:05.540]  that backed it up that I already know.
[1:24:05.540 --> 1:24:08.180]  And then I got a headache trying to extrapolate
[1:24:08.180 --> 1:24:09.900]  and how to connect it and say it all to you,
[1:24:09.900 --> 1:24:11.740]  because it's not like it's just one article.
[1:24:11.740 --> 1:24:14.540]  It's just another one sherry on top,
[1:24:14.540 --> 1:24:16.180]  straw that breaks the camel's back,
[1:24:16.180 --> 1:24:17.940]  whatever you want to call it.
[1:24:17.940 --> 1:24:19.020]  And again, I'm building this up.
[1:24:19.020 --> 1:24:19.940]  I didn't used to do that.
[1:24:19.940 --> 1:24:23.820]  Because if I don't build it up, no one cares.
[1:24:23.820 --> 1:24:25.460]  And this makes me have hyperventilate.
[1:24:25.460 --> 1:24:26.700]  I mean, I had an anxiety attack when
[1:24:26.700 --> 1:24:28.060]  I finished reading this article.
[1:24:28.060 --> 1:24:29.580]  Because these people are killing us, man.
[1:24:29.580 --> 1:24:32.380]  I am, my body, it's not like I'm a tough guy.
[1:24:32.380 --> 1:24:33.980]  I want to come after you.
[1:24:33.980 --> 1:24:35.020]  It's not like, oh, I'm mad.
[1:24:35.020 --> 1:24:36.340]  I like to get mad, act like I'm mad.
[1:24:36.340 --> 1:24:39.700]  My body goes, yeah, yeah, yeah.
[1:24:39.700 --> 1:24:42.300]  And my brain's first saying, what are you going to do
[1:24:42.300 --> 1:24:44.220]  right now to stop these people?
