[00:00.000 --> 00:07.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[31:04.000 --> 31:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[31:08.000 --> 31:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[31:14.000 --> 31:19.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[31:19.000 --> 31:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[31:24.000 --> 31:28.000]  And now, new socialist legislation is only compounding the problem.
[31:28.000 --> 31:31.000]  Number four, dangerous weather is always a threat to local grids.
[31:31.000 --> 31:35.000]  Every year, thousands of families lose their power from weather-related onages.
[31:35.000 --> 31:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[31:40.000 --> 31:43.000]  Folks, I really believe in the solar power generators offered by Solutions from Science.
[31:43.000 --> 31:49.000]  One of my oldest sponsors. You can get more information at www.mysolarbackup.com.
[31:49.000 --> 31:51.000]  That's mysolarbackup.com.
[31:51.000 --> 31:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[31:59.000 --> 32:02.000]  What's your home worth? How can you compare local real estate agents?
[32:02.000 --> 32:05.000]  And how do you get MLS listings for the entire country?
[32:05.000 --> 32:09.000]  If you're thinking of buying a home to take advantage of a tax credit or selling your house,
[32:09.000 --> 32:13.000]  you first need to see an incredible website called HomeGain.com.
[32:13.000 --> 32:17.000]  HomeGain.com will help you find a realtor to buy or sell a home.
[32:17.000 --> 32:19.000]  It's so easy, and best of all, it's free.
[32:19.000 --> 32:24.000]  At HomeGain.com, you can compare realtors anonymously, receive customized proposals,
[32:24.000 --> 32:27.000]  see consumer reviews, then select the best realtor for you.
[32:27.000 --> 32:31.000]  Go to HomeGain.com and get an instant home value estimate.
[32:31.000 --> 32:33.000]  View comparable homes and check out street views.
[32:33.000 --> 32:38.000]  HomeGain.com has an A-plus rating with a better business bureau and contains a wealth of information.
[32:38.000 --> 32:43.000]  Like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[32:43.000 --> 32:46.000]  See the top 12 home improvements right now at HomeGain.com.
[32:46.000 --> 32:49.000]  That's H-O-M-E-G-A-I-N dot com.
[32:49.000 --> 32:54.000]  Look for Max, the orange home gain gorilla, to help you find a realtor or with any other real estate needs
[32:54.000 --> 33:09.000]  you might have at HomeGain.com, your real estate connection.
[33:09.000 --> 33:24.000]  Okay, I'm going to get back into the forced drugging of the population with a deadly chemical weapon that precipitates out in the body, builds up.
[33:24.000 --> 33:28.000]  Your body sheds almost zero of the fluoride that you come in contact with your life.
[33:28.000 --> 33:33.000]  They put aluminum, they put mercury in the water as well as part of this program.
[33:33.000 --> 33:37.000]  That's what's being put in your water under the name of fluoride.
[33:37.000 --> 33:42.000]  Fluoride is bad enough, it's deadly poison, but they add all these other chemicals.
[33:42.000 --> 33:47.000]  Enjoy your Alzheimer's, enjoy your cancer, enjoy it all.
[33:47.000 --> 33:55.000]  But on a positive note, Jesse Ventura's book is now number two on the Amazon chart in the top ten of all the other major charts.
[33:55.000 --> 34:00.000]  One week out, we have the new book, In Hard Cover, American Conspiracies, discounted.
[34:00.000 --> 34:11.000]  It's $24.95 at infowars.com, it's $19.95 and you get one of my films free, the film of your choice free there on the special page when you get the book.
[34:11.000 --> 34:15.000]  That's a $44.95 value.
[34:15.000 --> 34:19.000]  That's more than half off American Conspiracies with Jesse Ventura.
[34:19.000 --> 34:21.000]  Two other program notes on that.
[34:21.000 --> 34:27.000]  He was on with us for an hour and 20 minutes Friday and went ahead and announced what I've been barred from announcing.
[34:27.000 --> 34:34.000]  American Conspiracies author Jesse Ventura's top TV show, number one on TruTV beat out all the other cable networks.
[34:34.000 --> 34:39.000]  But Fox is getting a second bigger series, bigger budget.
[34:39.000 --> 34:40.000]  I'm a consultant.
[34:40.000 --> 34:41.000]  I appeared in some of the shows.
[34:41.000 --> 34:44.000]  I'll be in more of the shows probably as a reporter.
[34:44.000 --> 34:45.000]  Very exciting news there.
[34:45.000 --> 34:54.000]  And Ventura had the idea that he wants to come down to Austin so I get a week off in the next few months and co-host for a week or host for a week.
[34:54.000 --> 34:57.000]  So look for that.
[34:57.000 --> 35:13.000]  The truth is really starting to get out there and the people are getting more and more hungry for hardcore information that we provide here on this radio show Monday through Friday 11 a.m. to 3 p.m.
[35:13.000 --> 35:18.000]  And then of course back Sundays, 4 to 6 p.m. central.
[35:18.000 --> 35:19.000]  Okay.
[35:19.000 --> 35:21.000]  I'm begging listeners.
[35:21.000 --> 35:29.000]  You were conditioned and brainwashed in school and told kooks talk about how fluoride's bad for you in the water and it's meant to make you passive.
[35:29.000 --> 35:35.000]  Just like you were told, kooks warn you about banks bankrupting things by design and setting up a world government.
[35:35.000 --> 35:37.000]  Now it's all being announced.
[35:37.000 --> 35:43.000]  Kooks say that your laptop built-in camera and microphone is listening to you and watching you.
[35:43.000 --> 35:47.000]  It's now mainstream admitted news.
[35:47.000 --> 36:03.000]  Please tell you that so you won't research, but if you'll just go to infowars.com and read this one article by Kurt Nemo and click on all the links to the U.S. government, to other governments, to major universities, you will see the facts for yourself.
[36:03.000 --> 36:09.000]  There is no longer any more time for denial, ladies and gentlemen.
[36:09.000 --> 36:11.000]  The facts are out.
[36:11.000 --> 36:27.000]  In fact, I want to play a short clip first from Fox News just two months ago with the Japanese government looking at putting lithium, another toxic chemical that they give psychotics in the water supply.
[36:27.000 --> 36:32.000]  Because if it makes one of us not commit suicide, if it makes us more docile, lithium must be good.
[36:32.000 --> 36:44.000]  That's also being proposed by White House science czar John P. Holdren. They are pushing the forced medication of the public, but here's the news. It's already going on by stealth.
[36:44.000 --> 36:45.000]  Here's that clip.
[36:45.000 --> 37:06.000]  State 32 now with only two weeks left of 2009. We're taking a look back at some of the most interesting healthcare discoveries of the past year. Joining us is Fox 9 medical expert Dr. R. Kel Georgia to talk about it. Good morning. Good morning.
[37:06.000 --> 37:22.000]  The researchers from Japan are suggesting that we add lithium. So why is that? Well, they're actually not suggesting it, but they're certainly looking into it. Lithium is a medication that in prescription doses treats mood disorders in people with bipolar disorder or manic depressive illness.
[37:22.000 --> 37:23.000]  Okay, that's enough.
[37:23.000 --> 37:37.000]  The researchers found in Japan. I've also got other clips where they say that mercury is good for your brain. In fact, cue that up. Mercury is good for your brain. Ki News, Austin, Texas, but this was a news feed.
[37:37.000 --> 37:46.000]  The CBS broadcast center sent this out to all their affiliates with a video package and the text. And then this was read locally on the news nationwide.
[37:46.000 --> 37:55.000]  A federal study saying mercury is good for your brain. We'll play that once they've had time to. Oh, they found it. Wow. Quick on the go there.
[37:55.000 --> 38:04.000]  Let's go ahead and play the news saying mercury is good for your brain. Lithium fluoride mercury. Good. Here it is.
[38:04.000 --> 38:21.000]  Mercury containing vaccines may have on kids. A life saving device wins over the counter approval by the FDA. And sick of your glasses and contact lenses, a new corrective eye surgery is approved today. Here's tonight's medical headlines with Medical Watcher Porter Seema Maverick.
[38:21.000 --> 38:34.000]  Mercury containing vaccines may help not harm kids according to two new studies in the journal pediatrics. There have been wise by concerns that mercury based preservatives and vaccines might impair the neurological development of children.
[38:34.000 --> 38:43.000]  These new studies suggest that the offices that the preservatives may actually be associated with improved behavior and mental performance.
[38:43.000 --> 38:52.000]  And by the way, I have two news articles and one from the FDA now saying they've recalled the H1N1 vaccine that it's dangerous.
[38:52.000 --> 39:02.000]  It's in the national post in Canada and it's on the FDA website, but nowhere else that I've seen. Just oh, by the way, it was bad for you and didn't protect you and it's dangerous.
[39:02.000 --> 39:15.000]  So are we the kooks saying mercury is not good for your brain? Fluoride is not good for your brain? Lithium shouldn't be put in our water. They're all basically out there conditioning you, getting you ready to accept this.
[39:15.000 --> 39:21.000]  I want to go to Aaron Dykes because two weeks ago he did a bunch of research and then got busy and never wrote the article.
[39:21.000 --> 39:32.000]  Because Aaron does video editing, he updates infowars.com and he writes incredible investigative reports because his favorite brand of apple juice, he saw them complaining in California.
[39:32.000 --> 39:44.000]  You know, it's that brand that won the World's Fair over 100 years ago that they're mad because they use municipal water and they've done it for over 100 years and they're about to add fluoride to it.
[39:44.000 --> 39:56.000]  And the city said, we'll pay to put machines in where it takes the fluoride out for you. And then the article out of California said, oh, everybody has rotten teeth now and use some fake statistics.
[39:56.000 --> 40:06.000]  So Aaron called a couple of dentists locally and they said, what are they talking about? This is ridiculous. The American Dental Association says that fluoride isn't even good now.
[40:06.000 --> 40:10.000]  But that's something else that's a fact that most people don't know. Aaron, tell us about this.
[40:10.000 --> 40:20.000]  Yeah, it's incredible. On the one hand, it's nice to know this company, Martinelli, cares about what goes into their products and tries to use clean water and everything.
[40:20.000 --> 40:26.000]  But on the other hand, it's one of the few cities in all of California that doesn't fluoridate. I'm sure that's not by accident.
[40:26.000 --> 40:37.000]  And they're now trying to force the fluoride into the community using phony force grants to the California Dental Association and using the state mandates that are out there.
[40:37.000 --> 40:44.000]  But they're trying to force in this water, excuse me, force in the fluoride into the water at great expense.
[40:44.000 --> 40:55.000]  And then they're later going to pin it on the community and they're even going to pay for the ultra expensive process of removing the fluoride for this company just so they could still force Medicaid the community.
[40:55.000 --> 41:02.000]  And you called some of the locals and you've tried to get a comment back from the apple juice makers. The best apple juice I've tasted.
[41:02.000 --> 41:09.000]  And, you know, they're going to put it in and the government will come in and spend millions to even get a medium sized city to do this.
[41:09.000 --> 41:13.000]  It's so important. The government cares so much about your teeth, Aaron.
[41:13.000 --> 41:19.000]  Yeah, this is a small, small community, but still they're going to force in, you know, millions of dollars worth of fluoride treatment.
[41:19.000 --> 41:25.000]  And this article in the LA Times is astounding. They're claiming there's a tooth epidemic.
[41:25.000 --> 41:32.000]  This person they have a quote from who's not even a dentist says it's the worst teeth she's seen outside of Nicaragua.
[41:32.000 --> 41:35.000]  Whatever that means, they're, they're tying.
[41:35.000 --> 41:37.000]  And then you called a local dentist and he said it was preposterous.
[41:37.000 --> 41:43.000]  He says it's outrageous. They're trying to say the migrant workers can't even afford to use toothpaste and have to brush with water.
[41:43.000 --> 41:45.000]  So therefore they had to Medicaid.
[41:45.000 --> 41:47.000]  And then he told you they come in flush with cash.
[41:47.000 --> 41:53.000]  Yeah, they come in and get dental work like anyone else at the rate of hundreds of dollars per time, per session, you know.
[41:53.000 --> 41:55.000]  And it's, it's a total fraud.
[41:55.000 --> 42:01.000]  I mean, on the one hand, if this is a total tooth epidemic, we need to have, you know, people on the ground investigating this.
[42:01.000 --> 42:05.000]  But we know it's total, total propaganda. Anything else, Aaron?
[42:05.000 --> 42:10.000]  No, that's just about it. I mean, they're force medicating and writing this terrible propaganda.
[42:10.000 --> 42:17.000]  But hey, we are the conspiracy theorist. Everybody knows lithium and fluoride and mercury are good.
[42:17.000 --> 42:19.000]  I don't know.
[42:19.000 --> 42:26.000]  But see how they just put this outrageous stuff out in the open. And then I sent an Emo yesterday, this video clip out of Boston.
[42:26.000 --> 42:30.000]  And I basically told him what I want him to write about. And then he went and found even more evidence.
[42:30.000 --> 42:37.000]  But, but here they are saying, oh my gosh, something else is in the fluoride. It might be poisonous. We've stopped putting it in your water.
[42:37.000 --> 42:42.000]  It's clogging up the machines. And then on the bags says causes kidney, liver failure, deadly poison.
[42:42.000 --> 42:49.000]  If you breathe one whiff of this, you're dead. On the bag says deadly poison with skull and crossbones.
[42:49.000 --> 42:56.000]  It's just hidden in plain view. When we come back, this is from the FDA website, U.S. Food and Drug Administration,
[42:56.000 --> 43:24.000]  you can recall the H1N1 vaccine.
[43:26.000 --> 43:34.000]  Take orders from now until March 22nd. The following week, they'll produce huge runs of the pre-ordered food passing the savings to you
[43:34.000 --> 43:40.000]  in this buy three, get one free program. Folks, this is the best chance to stock up you'll ever see.
[43:40.000 --> 43:44.000]  Another example, buy nine months worth of food and get three months free.
[43:44.000 --> 43:50.000]  You've got to go to efoodsdirect.com slash alex for the food buy of a lifetime.
[43:50.000 --> 44:00.000]  Go to efoodsdirect.com slash alex or 800-409-5633.
[44:00.000 --> 44:07.000]  When you're out on the road, the last place you want to be is on the road.
[44:07.000 --> 44:12.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[44:12.000 --> 44:21.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[44:21.000 --> 44:29.000]  They so pride in every stitch guarantee you love the way they fit.
[44:29.000 --> 44:34.000]  They put a diamond gusset in the crotch where you need it most.
[44:34.000 --> 45:00.000]  You diamond gussets got it, others don't.
[45:00.000 --> 45:04.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[45:04.000 --> 45:08.000]  This is our last chance to not relive history.
[45:08.000 --> 45:13.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[45:13.000 --> 45:19.000]  They have tremendous influence on our president and Congress, and they really are calling the shots.
[45:19.000 --> 45:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[45:24.000 --> 45:34.000]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty, and on its ashes constructing world government.
[45:34.000 --> 45:41.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches, and the Congress is saying, who do we make the checkout to?
[45:41.000 --> 45:48.000]  Today seems like nobody does care, and right now in Washington, D.C., we have seen a fall of the Republic.
[45:48.000 --> 45:59.000]  Get your copy of Fall of the Republic on DVD at infowars.com, or watch it online right now in super high quality at prisonplanet.tv.
[46:19.000 --> 46:30.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[46:30.000 --> 46:39.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[46:39.000 --> 46:45.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[46:45.000 --> 46:56.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator. That's www.silverlungs.com.
[47:15.000 --> 47:20.000]  Remember, there were quite a few recalls of the H1N1 vaccine.
[47:20.000 --> 47:26.000]  The media spun it that, oh, it wasn't strong enough to actually protect people, but now we have the actual details from the FDA.
[47:26.000 --> 47:33.000]  This is FDA.gov. We'll put it on screen for folks right now at prisonplanet.tv.
[47:33.000 --> 47:49.000]  It says 2010 biological recalls and it says recall of influenza A H1N1 vaccine and it gives multiple massive recalls of the vaccine.
[47:49.000 --> 47:52.000]  We'll give people a document cam shot of that right now.
[47:52.000 --> 48:03.000]  Then continuing here, here is a story out of the National Post, big paper in Canada. Flu shots futile study finds a nursing home test.
[48:03.000 --> 48:07.000]  Didn't find proof immunization stops viruses.
[48:07.000 --> 48:21.000]  A new Canadian-led study has added to the simmering scientific dispute over flu shot campaigns, concluding that immunizing nursing home workers does not and does nothing to cut the number of confirmed influenza cases among
[48:21.000 --> 48:27.000]  the home's elderly residents. So there are the facts.
[48:27.000 --> 48:38.000]  But, ladies and gentlemen, you don't need to be a rocket scientist to know that these big companies are just making money off this, but it's a lot worse than that.
[48:38.000 --> 48:46.000]  Hitler was able to do what he did because people couldn't imagine that someone could be that monstrous, that evil.
[48:46.000 --> 48:51.000]  Stalin was able to do what he did because people couldn't believe it was really happening.
[48:51.000 --> 48:58.000]  Mao Zedong killed between 60 and 80 million people. The Chinese government says 84 million. Our media says 64 million.
[48:58.000 --> 49:07.000]  The point is that I played a CNN clip last week where they said Mao was good.
[49:07.000 --> 49:14.000]  When you get a big government, it always gets taken over by evil people who enjoy death and destruction.
[49:14.000 --> 49:27.000]  And I have literally hundreds of government documents. We cover them in my film End Game, blueprint for global enslavement, where world leaders say they want to sterilize us, they want to poison us, they want to kill us.
[49:27.000 --> 49:33.000]  But you can't give somebody a shot and have them die an hour later. That would be too obvious.
[49:33.000 --> 49:48.000]  That's why, from the polio shots to the modern shots today, literally thousands of media reports, hundreds of government documents, how live cancer viruses are added to most of the major vaccines, mercury, you name it.
[49:48.000 --> 49:56.000]  And it's so horrible, people have trouble even believing this. But this is really happening. This is really going on.
[49:56.000 --> 50:08.000]  I've seen AP reports where they've done test of reservoirs that aren't connected to sewage treatment plants and aren't connected to runoff that shouldn't have Prozac and other drugs in it.
[50:08.000 --> 50:13.000]  But they're finding it at massive levels. It is being added to your water.
[50:13.000 --> 50:22.000]  I showed an ABC News article two weeks ago where kangaroos in Australia that drink flirtated water that the citizens are drinking are dying in mass.
[50:22.000 --> 50:28.000]  You can pull up endless news reports. Farm animals die from fluoride, where they'll have a drought.
[50:28.000 --> 50:41.000]  So farmers or ranchers will give, in say one case in Colorado I saw last year, they will give fluoridated water that the citizens are drinking and cows and horses drink a lot more water per capita per body weight than humans.
[50:41.000 --> 50:46.000]  And they start dying. They start fracturing bones. They start going insane.
[50:46.000 --> 50:54.000]  They start having their hair falling out. You are being chemically attacked by design.
[50:54.000 --> 51:01.000]  There's the ABC News headline, kangaroos dying of fluoride poisoning.
[51:01.000 --> 51:08.000]  This is the reality. Now, there are hundreds of other ways they're poisoning us and killing us.
[51:08.000 --> 51:25.000]  Every major GMO crop that gets approved has the side effect, but it's the main effect. They claim it's the side effect of reducing fertility and sterilizing mammalian species in the test of the rats and guinea pigs.
[51:25.000 --> 51:45.000]  Every major GMO food that gets approved in major top prestigious studies attacks the organs. In fact, Google this forum, GMO corn, study finds GMO corn causes organ damage.
[51:45.000 --> 51:59.000]  Study finds there was one that came out from a major prestigious outfit, what, just two weeks ago, three weeks ago. And I sit here. There it is. Monsanto, you guys are quick. Monsanto GMO corn linked to organ failure.
[51:59.000 --> 52:11.000]  Study reveals. In fact, print that for me. And the International Journal of Biological Sciences, one of the top three research journals.
[52:11.000 --> 52:23.000]  I mean, they know what's going on. And even if they don't know and they just don't care and it's about profit, you need to know this is going on. You need to know this is happening.
[52:23.000 --> 52:32.000]  You need to be made aware of what's going on in this agenda. In fact, pull up the Times of London article.
[52:32.000 --> 52:42.000]  World's richest meat and secret to talk about overpopulation. And it says we're establishing a global government to reduce population.
[52:42.000 --> 52:52.000]  Bill Gates gave a speech what two weeks ago, three weeks ago. We played clips of it here on air, where he said we've got to increase vaccination worldwide to reduce population.
[52:52.000 --> 53:03.000]  Just an open statement. And here's another issue. Most college grads were given the received knowledge that there's too many people and that humans are bad.
[53:03.000 --> 53:10.000]  And they feel like that this is happening to somebody else. No, this is happening to you. Put it back up on screen. There's the article.
[53:10.000 --> 53:24.000]  Billionaire Club in bid to curb overpopulation. World's richest meat and secret at Rockefeller University in New York to talk about plans to reduce world population.
[53:24.000 --> 53:38.000]  You are being attacked. The male sperm count is down by over 85% in Europe and the United States. They've got studies per city where they fluoridate the water where you'll have people in the who in the studies.
[53:38.000 --> 53:44.000]  They'll test people that have lived most their lives or their whole life in that city versus someone who's lived in a small town that doesn't fluoridate.
[53:44.000 --> 53:52.000]  Nothing wrong with their sperm. The people drinking fluoridated water, the sperm don't have tails. The sperm are deformed.
[53:52.000 --> 54:00.000]  The sperm are but but humans are so strong and our genetics are so strong and there's millions of sperm that go out every time.
[54:00.000 --> 54:09.000]  The mammals have intercourse that still some make it through still with that 13 to 15% of viable sperm we've got left.
[54:09.000 --> 54:17.000]  We can still continue human existence. And again, they can't have a soft kill or soft sterilization program happen overnight.
[54:17.000 --> 54:26.000]  It takes years for sodium fluoride and the other chemicals to build up in all of the organs. It takes years for this to happen.
[54:26.000 --> 54:40.000]  I had a scientist on what a month ago going over now declassified government documents where not only did they have agent orange that they knew was sterilizing and causing cancer in our troops in Vietnam.
[54:40.000 --> 54:55.000]  They added a neurotoxin to it to cause brain damage. That is a secret 1996 Army report declassified in the last few months that we had a guest on a toxicologist to cover.
[54:55.000 --> 55:10.000]  I mean, folks, they know exactly what they're doing. And I know American idols on. I know your favorite TV shows on. I know they're having the kite festival down in Zilker Park today.
[55:10.000 --> 55:23.000]  I was down there. It was beautiful. It was wonderful. Everything looks fine. But all of this evil is going on around you. And because it's so incredibly draconian and oppressive, a lot of us have trouble admitting it to ourselves.
[55:23.000 --> 55:39.000]  Last night before I took my wife and children out to dinner, I was sitting on the back porch and it just hit me how real this is, how right we are, how incredibly open this conspiracy against free humanity is.
[55:39.000 --> 55:51.000]  And just how psychopathic and evil our government is. Remember, this is mainline history, not debated. Eugenics was born 155 years ago or so in England.
[55:51.000 --> 56:04.000]  It became dominant in the United States. The Kaiser Wilhelm Institute in Germany was funded by the Rockefeller Foundation that ran Cold Spring Harbor Eugenics facility in New York that runs the human genome project today that ran the program 37 years ago to take your baby's
[56:04.000 --> 56:22.000]  blood at birth secretly. I told you about that 14 years ago now it's mainstream news. Studying how to kill us studying how to control us studying how to take over our government created Adolf Hitler and set him up. He was the eugenics
[56:22.000 --> 56:38.000]  furor. And Jesse Ventura's new book, by the way, has a chapter on Bush's grandfather, George Bush Sr.'s father, Prescott Bush, being the main Nazi agent in the U.S. That's London Guardian. That's associated press. You cannot make this up.
[56:38.000 --> 56:52.000]  Your life means nothing to these ruthless people. And if you have studied history, you would know that 9 times out of 10 ruthless mass murdering killers, the worst of the worst, get in control of society because they're the ones that have the hunger.
[56:52.000 --> 57:03.000]  They're the ones that have the desire for power and control and domination. So I ask yourselves, why are they forcibly medicating your water supply with a deadly poison? Why are you letting them do it?
[57:03.000 --> 57:16.000]  Why are you eating GMO food? Why are you giving your kids mercury filled shots? Why are you going along with this? Why do you let them put your kids on Ritalin and Prozac? Why do you let them do all this to you?
[57:16.000 --> 57:27.000]  We're going to come back in the next hour. We've got a bunch of police state, nanny state news we're going to cover. And your phone calls at 888-201-2244, 888-201-2244.
[57:27.000 --> 57:46.000]  I'm Alex Jones, a voice in the wilderness trying to warn you that there is great evil amongst us. It is expanding, it is taking over and we must meet it head on and have the strength to admit the level of tyranny and wickedness that we are facing. You must awaken now.
[57:46.000 --> 57:58.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator. Number one, new climate legislation could easily double or triple your electric bill.
[57:58.000 --> 58:09.000]  Number two, our new energies are wants to control how much power your electric company allows you to have. It's true, total government control of electricity in the name of smart grid technology is coming.
[58:09.000 --> 58:18.000]  Number three, in some areas of the country, the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem.
[58:18.000 --> 58:25.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather related onages.
[58:25.000 --> 58:35.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[58:35.000 --> 58:49.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[58:49.000 --> 59:06.000]  Hi, Alex has been encouraging you to get food. Well, here's an unbelievable chance for you to jumpstart your food savings plan from eFoodsDirect.com. Anyone placing food orders on the large volume production run scheduled for the week of March 22nd can get a lot of food for very little cost.
[59:06.000 --> 59:26.000]  For example, with each pre-production order of three seven-day responders, they'll ship a fourth week of food free. That's buy three, get one free. They'll take orders from now until March 22nd. The following week, they'll produce huge runs of the pre-ordered food passing the savings to you in this buy three, get one free program.
[59:26.000 --> 59:42.000]  Folks, this is the best chance to stock up you'll ever see. Another example, buy nine months worth of food and get three months free. You've got to go to eFoodsDirect.com slash Alex for the food buy of a lifetime or call 800-409-5633.
[59:42.000 --> 59:50.000]  Go to eFoodsDirect.com slash Alex or 800-409-5633.
[59:50.000 --> 59:59.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[1:00:21.000 --> 1:00:31.000]  Now I just did an hour long rant on how they're poisoning you, how they're killing you.
[1:00:31.000 --> 1:00:43.000]  If you agree, call. If you disagree, call. I'd like to hear you talk about that subject and call in about whatever you want, but if you call in wanting to plug something or ask me about Chewbacobbers, I'm probably going to hang up on you pretty quick.
[1:00:43.000 --> 1:00:55.000]  888-201-2244-888-201-2244. I want to come back in the next segment, get into some of your calls quickly, and then the nanny state.
[1:00:55.000 --> 1:01:07.000]  Chefs call proposed new salt ban absurd. If they can tell you what type of light bulb you can have, what type of toilet you can have, salt on your food, what kind of sugar you can eat, they can do anything.
[1:01:07.000 --> 1:01:17.000]  Obama supports a national DNA database. Video of that coming up and what it really means. PG&E customer refuses to take smart meter, locks up old meter.
[1:01:17.000 --> 1:01:25.000]  They want remote control meters. They're going in California, Texas. My office now has one. They didn't ask. They came and stuck it on the outside of the building.
[1:01:25.000 --> 1:01:40.000]  Tories revive random roadside breath tests in Canada. They're already taking blood here in the U.S. without warrants. Second ministerial declared in case against New Jersey blogger.
[1:01:40.000 --> 1:01:53.000]  Second mistrial declared in case against New Jersey blogger. FBI operative Nazi Hal Turner. I told you years ago he was a Fed. Here's AP. Here's Business Week on that.
[1:01:53.000 --> 1:02:07.000]  Venezuela calls for Internet control. Reuters. The whole world's announcing this. Shows the United States. In fact, China calls U.S. a hypocrite over human rights and criticizing Chinese censorship.
[1:02:07.000 --> 1:02:13.000]  Absolutely. The United States is becoming just like China. Also, I'm going to give you my take on what's big national news.
[1:02:13.000 --> 1:02:24.000]  Texas conservatives win curriculum change. Did they really? Did they really?
[1:02:24.000 --> 1:02:36.000]  Also, we'll get into IRS visit Sacramento car wash in pursuit of four cents of unpaid taxes. Sacramento B. There's an important story behind that.
[1:02:36.000 --> 1:02:46.000]  The mail online minister global warming nursery rhyme adverts banned for overstating the risk. Mexican military copter over U.S. neighborhood.
[1:02:46.000 --> 1:02:55.000]  I want to get back into that and how it ties in with this story. Teen hold to jail for overdue library DVD.
[1:02:55.000 --> 1:03:03.000]  And I want to dovetail that with a Arizona Republic article why some immigrants are let go. Citizens have the book thrown at them.
[1:03:03.000 --> 1:03:12.000]  But this article admits when illegals don't have driver's license or anything, they're let go. And this article says it's good. It's good.
[1:03:12.000 --> 1:03:22.000]  So we'll be breaking that down. Meanwhile, NAFTA and get an open borders have been so good for America. Detroit family sells home for just $10.
[1:03:22.000 --> 1:03:34.000]  And the mayor is talking about bulldozing one third of the city. So we're going to be discussing that coming up on the other side.
[1:03:34.000 --> 1:03:42.000]  Child abuse claims sweep Catholic Church in Europe. Georgia has done it again. They launched an attack on the Russian held area of South Ossetia.
[1:03:42.000 --> 1:03:49.000]  Said that Russia had attacked them later was admitted. It was all the hoax. They've now aired a national TV program saying Russia attacked Georgia.
[1:03:49.000 --> 1:03:57.000]  I mean, there's no end to these people. And it's now come out from a White House insider that Cheney wanted to start World War three with Russia.
[1:03:57.000 --> 1:04:05.000]  So that is just some of what is coming up on that front. Also city bank exposes 600,000 customers social security numbers.
[1:04:05.000 --> 1:04:11.000]  I see these articles every few days. It's the government. It's the big banks that sell and lose all our data.
[1:04:11.000 --> 1:04:19.000]  Then they say, oh, you need a national ID card to fix it. The national ID card won't stop them from doing all of this.
[1:04:19.000 --> 1:04:27.000]  So again, your calls are coming up at 888-201-2244 or 512-646-1776.
[1:04:27.000 --> 1:04:37.000]  And the websites are prisonplanet.tv, infowars.com, infowars.net, jonesreport.com, therealcoffeeparty.com.
[1:04:37.000 --> 1:04:43.000]  What is the endgame.com, arnoldexposed.com, and many more.
[1:04:43.000 --> 1:04:53.000]  But the two big ones, prisonplanet.com, infowars.com, the number one and number two biggest alternative websites on the Internet thanks to you spreading the word.
[1:04:53.000 --> 1:05:09.000]  They'll be right back.
[1:05:09.000 --> 1:05:23.000]  We hope to identify and number all of its citizens.
[1:05:39.000 --> 1:06:07.000]  The Genesis Communications Radio Network proudly presents The Alex Jones Show because there's a war on for your mind.
[1:06:07.000 --> 1:06:15.000]  Okay, here's what I'm going to do.
[1:06:15.000 --> 1:06:23.000]  I'm going to go to your phone calls and I'll give in each person 60 seconds. So have your points ready because I've got a bunch of other news we've absolutely got to get to.
[1:06:23.000 --> 1:06:33.000]  But I want to hear from you. Now, I don't screen calls, but I would ask listeners to comment on the forced medication of fluoride in the water that is a deadly toxic poison.
