[00:00.000 --> 00:27.860]  Little
[2:46:27.860 --> 2:46:33.860]  And it isn't just painful for Americans to watch. It is disturbing for people all over the world.
[2:46:33.860 --> 2:46:37.860]  And then there's our incoherent rambling about men on the moon and aliens.
[2:46:37.860 --> 2:46:40.860]  Listen to this embarrassing diatribe.
[2:46:40.860 --> 2:46:52.860]  You got the vaccination. Are you okay? No, it works. Or the mom and dad. Or the neighbor.
[2:46:52.860 --> 2:46:56.860]  Or when you go to church. I really mean it.
[2:46:56.860 --> 2:46:58.860]  There are trusted interlocutors.
[2:46:58.860 --> 2:47:06.860]  Think of the people. If your kid wanted to find out whether or not there was a man on the moon.
[2:47:06.860 --> 2:47:11.860]  Or whether those aliens are here or not.
[2:47:11.860 --> 2:47:15.860]  Who are the people they talk to beyond the kids who love talking about it?
[2:47:15.860 --> 2:47:19.860]  What? Man on the moon.
[2:47:19.860 --> 2:47:23.860]  Even his lap dogs at CNN called him out on his lies.
[2:47:23.860 --> 2:47:26.860]  President Joe Biden did a CNN town hall in Milwaukee.
[2:47:26.860 --> 2:47:30.860]  And he kept busting out big stats to make his point.
[2:47:30.860 --> 2:47:33.860]  Except some of those facts and figures just weren't true.
[2:47:33.860 --> 2:47:40.860]  Johnny Jackson, the former White House doctor who served for both former President Obama and President Trump,
[2:47:40.860 --> 2:47:46.860]  said that he believes Biden is suffering a cognitive decline and won't serve his full term.
[2:47:46.860 --> 2:47:48.860]  This is not a laughing matter anymore.
[2:47:48.860 --> 2:47:52.860]  I've been saying this ever since he was candidate. Candidate Biden.
[2:47:52.860 --> 2:47:55.860]  And we have to know what's going on at this particular point.
[2:47:55.860 --> 2:48:02.860]  It said, what about your hypocrites? You showed on TV, we had the far left, the liberal mainstream media,
[2:48:02.860 --> 2:48:08.860]  the self-appointed elites in academic medicine demanding that President Trump have a cognitive test
[2:48:08.860 --> 2:48:10.860]  just because they didn't like the nature of his tweets.
[2:48:10.860 --> 2:48:13.860]  Not because of any cognitive issues whatsoever.
[2:48:13.860 --> 2:48:15.860]  Now they're completely ignoring this and it's sad.
[2:48:15.860 --> 2:48:17.860]  We're being tested just like you said.
[2:48:17.860 --> 2:48:23.860]  Every day we're being tested whether it's Iran or China or Hamas or Russia, whatever it is.
[2:48:23.860 --> 2:48:28.860]  We're being tested on the national global stage every single day and he's failing miserably.
[2:48:28.860 --> 2:48:34.860]  The White House has been transformed from a symbol of power and authority
[2:48:34.860 --> 2:48:37.860]  into what looks like at this particular point an assisted living facility.
[2:48:37.860 --> 2:48:46.860]  It is a nightmare scenario, but would a President Harris be worse than the half a year we have endured with Joe Biden?
[2:48:46.860 --> 2:48:52.860]  Upon being elected, I will give the United States Congress 100 days to get their act together
[2:48:52.860 --> 2:48:55.860]  and have the courage to pass reasonable gun safety laws.
[2:48:55.860 --> 2:48:59.860]  And if they fail to do it, then I will take executive action.
[2:48:59.860 --> 2:49:02.860]  Kamala wouldn't even know where to begin as President.
[2:49:02.860 --> 2:49:07.860]  She would essentially be a lame duck and usher in a backlash of conservatism
[2:49:07.860 --> 2:49:12.860]  as Republicans overwhelmingly take the House and Senate in 2022.
[2:49:12.860 --> 2:49:18.860]  White nationalist extremism from Pittsburgh to Charleston to Orlando
[2:49:18.860 --> 2:49:24.860]  is a threat to the country we love and should be considered a national security priority.
[2:49:24.860 --> 2:49:35.860]  Black Lives Matter has been the most significant agent for change within the criminal justice system
[2:49:35.860 --> 2:49:46.860]  because it has been a counter force to the force within the system that is so grounded in status quo and in its own traditions.
[2:49:46.860 --> 2:49:57.860]  Whoever Kamala chooses wouldn't stack up to the compromised, corrupt, dementia riddled national security threat occupying the Oval Office right now.
[2:49:57.860 --> 2:50:01.860]  As the once thriving U.S. economy is dismantled,
[2:50:01.860 --> 2:50:07.860]  our borders are overrun by COVID infected refugees stagnating post-pandemic recovery
[2:50:07.860 --> 2:50:13.860]  and our culture and future generations are poisoned by Marxist ideology.
[2:50:13.860 --> 2:50:21.860]  We hold these truths to be self-evident. All men and women created by it go, you know the thing.
[2:50:21.860 --> 2:50:26.860]  It is inevitable. Joe Biden has to go. John Bowne reporting.
[2:50:31.860 --> 2:50:34.860]  All right, ladies and gentlemen, sorry for that interruption.
[2:50:34.860 --> 2:50:38.860]  We just had a little issue here in the studio. It's no problem.
[2:50:38.860 --> 2:50:43.860]  But so I'm just going to have to hold on to those news stories that are important to cover.
[2:50:43.860 --> 2:50:48.860]  And I'll just cover them coming up on the war room here in just over an hour.
[2:50:48.860 --> 2:50:53.860]  Gilles Valenti is about to take over here in the fourth hour and I'll be back.
[2:50:53.860 --> 2:50:56.860]  Remember, folks, infowarstore.com. That's how everything we do here is possible.
[2:50:56.860 --> 2:51:00.860]  Big specials happening. Get the survival shield X2 right now, 40% off.
[2:51:00.860 --> 2:51:04.860]  If you have trouble sleeping at night, we have the solution.
[2:51:04.860 --> 2:51:09.860]  We have the best sleep aids at infowarstore.com, whether it's the knockout 50% off,
[2:51:09.860 --> 2:51:16.860]  whether it's the down and out 50% off or any of the other great supplements at infowarstore.com.
[2:51:16.860 --> 2:51:20.860]  They're things that will help you in your life or if it's getting up in the morning
[2:51:20.860 --> 2:51:25.860]  with the Wake Up America Patriot Blend coffee that helped me get through the broadcast today
[2:51:25.860 --> 2:51:30.860]  and will probably help me get through broadcast number two coming up in an hour.
[2:51:30.860 --> 2:51:34.860]  Gerald Valenti takes over on The Alex Jones Show.
[2:51:40.860 --> 2:51:43.860]  But I'll tell you who's got five-star ratings when it comes to customer service.
[2:51:43.860 --> 2:51:50.860]  I'll tell you who built his network and infrastructure and has thousands of employees here in the United States
[2:51:50.860 --> 2:51:55.860]  and sources of materials all over North America and from Africa as well, which he's proud of.
[2:51:55.860 --> 2:51:58.860]  That's where you get the good cotton and then they put it together here in the United States.
[2:51:58.860 --> 2:52:01.860]  And that is Mike Lindell.
[2:52:01.860 --> 2:52:04.860]  Mike Lindell is a patriot. Mike Lindell is fighting.
[2:52:04.860 --> 2:52:10.860]  He is bold and he's got his products in stock ready to ship to you.
[2:52:10.860 --> 2:52:18.860]  When you use promo code Alex, you get the best specials they've got up to 66% off with promo code Alex.
[2:52:18.860 --> 2:52:24.860]  Whether it's their entire line of sheets or human beds that are revolutionary and very, very popular
[2:52:24.860 --> 2:52:29.860]  or animal beds for dogs and cats or the great cows or the pillows that they're best known for.
[2:52:29.860 --> 2:52:31.860]  And he's done great. His people are great.
[2:52:31.860 --> 2:52:34.860]  They've really come through and taken us out of the red into the black.
[2:52:34.860 --> 2:52:39.860]  So thank you all for shopping at MyPillow.com up to 66% off with promo code Alex.
[2:52:45.860 --> 2:52:49.860]  Granny Do Right. Granny Do Right. Thanks for holding her on the air. Go ahead.
[2:52:49.860 --> 2:52:56.860]  Yeah, and first of all, let me say I love your products. I am a granny and for all the senior citizens out there
[2:52:56.860 --> 2:53:03.860]  that may have spent a lifetime in the sun like me, I was loaded up with sunspots or age spots as they're lovingly called.
[2:53:03.860 --> 2:53:09.860]  But since taking your X2 for the last couple of years, my skin is just really gorgeous actually.
[2:53:09.860 --> 2:53:15.860]  People think I'm 55 years old and I was already taking your other supplements, but I thought, you know,
[2:53:15.860 --> 2:53:20.860]  well, maybe that's what I need to do because I just thought it was a hopeless situation.
[2:53:20.860 --> 2:53:25.860]  But when I started taking it, I mean, it doesn't happen immediately, but you know, over a period of time,
[2:53:25.860 --> 2:53:30.860]  I started noticing, okay, you know, this is a ticket. This is working. This is wonderful.
[2:53:30.860 --> 2:53:35.860]  You know, I don't have to put on derma blend anymore, you know.
[2:53:35.860 --> 2:53:40.860]  So anyway, it worked wonderfully and it really has totally cleared up my skin.
[2:53:40.860 --> 2:53:45.860]  You're listening to the Alex Jones show.
[2:54:10.860 --> 2:54:15.860]  You're listening to the Alex Jones show with Gerald Salente.
[2:54:20.860 --> 2:54:25.860]  Hello, hello. This is Gerald Salente, great being on the Alex Jones show.
[2:54:25.860 --> 2:54:34.860]  And info was that we're in a very, very, very dangerous state right now.
[2:54:34.860 --> 2:54:43.860]  This is unprecedented in world history. You know, when the COVID war broke out, we were the first to call it what it is.
[2:54:43.860 --> 2:54:53.860]  You go back to our January 28, 2020, Trends Journal cover, and it read coronavirus 106 dead in China.
[2:54:53.860 --> 2:54:58.860]  The next line was 1.6, 1.4 billion still alive.
[2:54:58.860 --> 2:55:07.860]  You know, what do you tell me? 106 people died in a place where about 1.5 million people die every year from air pollution.
[2:55:07.860 --> 2:55:11.860]  That's why they wear these masks.
[2:55:11.860 --> 2:55:15.860]  And the whole world changed like that.
[2:55:15.860 --> 2:55:20.860]  Italy became the first Western nation to lock down.
[2:55:20.860 --> 2:55:24.860]  And then one after another, one after another.
[2:55:24.860 --> 2:55:29.860]  And then two months ago, we warned about COVID war 2.0.
[2:55:29.860 --> 2:55:32.860]  The Delta variant is going to get you.
[2:55:32.860 --> 2:55:37.860]  Well, all this was going on, by the way, going back to 2000, January.
[2:55:37.860 --> 2:55:41.860]  People kept saying, oh, they're doing this to get rid of Trump.
[2:55:41.860 --> 2:55:44.860]  And we kept saying, no, it's bigger than Trump. It's not about Trump.
[2:55:44.860 --> 2:55:47.860]  No, no, no, they're doing it to get rid of Trump.
[2:55:47.860 --> 2:55:53.860]  Listen, get it out of your head. It has nothing to do with Trump.
[2:55:53.860 --> 2:55:59.860]  They wouldn't believe us, but we didn't change.
[2:55:59.860 --> 2:56:02.860]  Now look what's happened.
[2:56:02.860 --> 2:56:10.860]  Last week in France, they announced no vaccine, can't go to a restaurant, can't go to a concert.
[2:56:10.860 --> 2:56:12.860]  And it's happening everywhere.
[2:56:12.860 --> 2:56:16.860]  There's a place over here called the Senate House.
[2:56:16.860 --> 2:56:20.860]  I used to go there, listen to jazz and try around the block next to the Senate.
[2:56:20.860 --> 2:56:23.860]  It's called the Senate garage, excuse me, next to the Senate House.
[2:56:23.860 --> 2:56:28.860]  The Senate House is the oldest building in America, opens to the public.
[2:56:28.860 --> 2:56:38.860]  You can't go there unless you have proof of two vaccines.
[2:56:38.860 --> 2:56:44.860]  And they just showed you what little Warren Wilhelm.
[2:56:44.860 --> 2:56:53.860]  Yeah, Warren Wilhelm, that's that slimy piece of arrogant crap's real name.
[2:56:53.860 --> 2:57:01.860]  It's not Bill de Blasio lying SOB.
[2:57:01.860 --> 2:57:05.860]  Your name is Warren Wilhelm.
[2:57:05.860 --> 2:57:10.860]  You changed it so you'd get the Italian votes in New York.
[2:57:10.860 --> 2:57:15.860]  There's stupid everywhere whether they're going on about the Italians.
[2:57:15.860 --> 2:57:18.860]  I'm ashamed of them.
[2:57:18.860 --> 2:57:20.860]  Yeah, look at them.
[2:57:20.860 --> 2:57:27.860]  Fauci, Cuomo, Draghi over there in Italy, and the people bring them in.
[2:57:27.860 --> 2:57:30.860]  So again, has nothing to do with it.
[2:57:30.860 --> 2:57:35.860]  But you go back and you see what's going on.
[2:57:35.860 --> 2:57:43.860]  And you see what's happening. They're forcing everybody to get vaccinated.
[2:57:43.860 --> 2:57:50.860]  Kids can't go back to college without getting vaccinated.
[2:57:50.860 --> 2:57:55.860]  There's a group over here in New York that's fighting back.
[2:57:55.860 --> 2:57:58.860]  And they're suing the colleges.
[2:57:58.860 --> 2:58:05.860]  So suppose a kid went to college, got three years of college, got all his student loan debt,
[2:58:05.860 --> 2:58:11.860]  doesn't want to get a vaccination, now he can't finish school.
[2:58:11.860 --> 2:58:13.860]  And it's one after another.
[2:58:13.860 --> 2:58:16.860]  And it's in country after country.
[2:58:16.860 --> 2:58:19.860]  And that's what people have to get in their minds.
[2:58:19.860 --> 2:58:21.860]  It's not about Trump.
[2:58:21.860 --> 2:58:23.860]  It's not about America.
[2:58:23.860 --> 2:58:25.860]  It's about the world.
[2:58:25.860 --> 2:58:28.860]  There's one thing that's going on in America.
[2:58:28.860 --> 2:58:32.860]  Where is the fight for freedom?
[2:58:32.860 --> 2:58:36.860]  Why aren't the people taking to the streets?
[2:58:36.860 --> 2:58:41.860]  Remember, do what you can to keep Info Wars alive and thriving.
[2:58:41.860 --> 2:58:46.860]  Because freedom of speech is going to be, it's lost and it's going to get worse.
[2:58:46.860 --> 2:58:51.860]  And we're going to be right back.
[2:58:51.860 --> 2:58:55.860]  Ladies and gentlemen, Owen Schreuer here, the host of the Info Wars War Room.
[2:58:55.860 --> 2:59:00.860]  And I am very excited about our latest supplement edition to InfoWarsStore.com.
[2:59:00.860 --> 2:59:05.860]  Now, I've been supplementing with greens, fibers and vegetable capsules for a long time.
[2:59:05.860 --> 2:59:10.860]  And so I was excited to hear that we were adding our own greens fiber caps to InfoWarsStore.com.
[2:59:10.860 --> 2:59:14.860]  But then I read the ingredients and I was blown away. Listen to this.
[2:59:14.860 --> 2:59:24.860]  Organic pea fiber, organic alfalfa leaf, organic wheatgrass leaf, organic cilantro leaf, organic kale leaf, organic flax sprout, organic quinoa sprout.
[2:59:24.860 --> 2:59:28.860]  Ladies and gentlemen, all of these things are so incredible for your health.
[2:59:28.860 --> 2:59:32.860]  Just one of these ingredients can be a life-changing supplement for your health.
[2:59:32.860 --> 2:59:37.860]  And we've packed it all in to fibergreencaps at InfoWarsStore.com.
[2:59:37.860 --> 2:59:40.860]  So I'm excited to add this to my supplement routine every day.
[2:59:40.860 --> 2:59:46.860]  I suggest that you do the same thing and right now it's at an introductory price of $19.95.
[2:59:46.860 --> 3:00:14.860]  That's 33% off at InfoWarsStore.com.
[3:00:14.860 --> 3:00:22.860]  And as I said, you have to do everything you can to fight.
[3:00:22.860 --> 3:00:28.860]  And I'm not talking about a physical fight in the sense of, you know, violence.
[3:00:28.860 --> 3:00:33.860]  I'm talking about a fight for freedom.
[3:00:33.860 --> 3:00:41.860]  And these slimy little low-life politicians, they're saying that you get freedom with a vaccination.
[3:00:41.860 --> 3:00:47.860]  And that's how demented this is.
[3:00:47.860 --> 3:00:55.860]  You know, last week I talked about this, these accursed words, calling people premieres.
[3:00:55.860 --> 3:01:03.860]  The woman that's the premier of New South Wales.
[3:01:03.860 --> 3:01:07.860]  Gladys been jerking.
[3:01:07.860 --> 3:01:10.860]  Something like that.
[3:01:10.860 --> 3:01:14.860]  And we got caught by a way of having an affair with a married man.
[3:01:14.860 --> 3:01:16.860]  But a cat must have been desperate, man.
[3:01:16.860 --> 3:01:18.860]  You look at this fascia bruta.
[3:01:18.860 --> 3:01:20.860]  Holy Christ.
[3:01:20.860 --> 3:01:22.860]  Anyway.
[3:01:22.860 --> 3:01:26.860]  And now she's giving orders.
[3:01:26.860 --> 3:01:33.860]  New South Wales reported another 141 cases on Sunday,
[3:01:33.860 --> 3:01:38.860]  including two deaths, including a woman in authorities
[3:01:38.860 --> 3:01:41.860]  who had no preexisting condition.
[3:01:41.860 --> 3:01:43.860]  So they say.
[3:01:43.860 --> 3:01:51.860]  She goes on to say, if anybody thinks this is a disease just affecting older people, please think again.
[3:01:51.860 --> 3:01:57.860]  So if you said this to me person to person, I said, how about you thinking again?
[3:01:57.860 --> 3:01:59.860]  Who are you talking to?
[3:01:59.860 --> 3:02:02.860]  Hey, I'm the premier. Calm down.
[3:02:02.860 --> 3:02:10.860]  Those are curse words calling these pieces of garbage, scum, craps, presidents,
[3:02:10.860 --> 3:02:14.860]  premieres, prime ministers, chancellors.
[3:02:14.860 --> 3:02:16.860]  You're a public servant.
[3:02:16.860 --> 3:02:20.860]  So get your arrogant crap out of your head.
[3:02:20.860 --> 3:02:29.860]  Because maybe you're too damn stupid or arrogant or ignorant or just a damn liar.
[3:02:29.860 --> 3:02:38.860]  You've been jerking maybe off any way you want to look at the facts.
[3:02:38.860 --> 3:02:44.860]  Here are some facts from last week's Trends Journal.
[3:02:44.860 --> 3:02:48.860]  As we've pointed out in previous issues.
[3:02:48.860 --> 3:02:58.860]  Now, in Australia, there are 25 million people.
[3:02:58.860 --> 3:03:02.860]  25 million people in one year, seven months.
[3:03:02.860 --> 3:03:12.860]  918 people died allegedly, allegedly of the virus and fat mouth.
[3:03:12.860 --> 3:03:22.860]  That fat mouth Gladys been jerking off over there in Australia.
[3:03:22.860 --> 3:03:31.860]  Saying that if anybody thinks this is a disease just affecting all the people, please think again.
[3:03:31.860 --> 3:03:36.860]  Oh, you got one person on the 30, 30 years old died.
[3:03:36.860 --> 3:03:40.860]  And how many people live in in New South Wales?
[3:03:40.860 --> 3:03:45.860]  About 6 million, 6.8 million, something like that.
[3:03:45.860 --> 3:03:47.860]  Here you go.
[3:03:47.860 --> 3:03:54.860]  We've pointed out this is when 911 recorded deaths.
[3:03:54.860 --> 3:04:02.860]  Only 55 of the 911, now it's 918, were under 70 years old.
[3:04:02.860 --> 3:04:06.860]  Now, remember 918 deaths.
[3:04:06.860 --> 3:04:08.860]  You ready?
[3:04:08.860 --> 3:04:16.860]  700 of them at a 918 are over 80 years old.
[3:04:16.860 --> 3:04:24.860]  You're shooting this crap out of your mouth been jerking off over there in Australia.
[3:04:24.860 --> 3:04:26.860]  And they're locking down the plate.
[3:04:26.860 --> 3:04:29.860]  So what happened yesterday?
[3:04:29.860 --> 3:04:31.860]  Over the weekend.
[3:04:31.860 --> 3:04:34.860]  Demonstrations.
[3:04:34.860 --> 3:04:36.860]  What happened in Ireland?
[3:04:36.860 --> 3:04:39.860]  Demonstrations are going back to Australia.
[3:04:39.860 --> 3:04:42.860]  And again, we're writing about it in this new Trends Journal.
[3:04:42.860 --> 3:04:51.860]  More lockdown unrest down under and oh, they've been jerking that Gladys been jerking.
[3:04:51.860 --> 3:04:57.860]  Yeah, she expressed her utter disgust at the illegal protests,
[3:04:57.860 --> 3:05:04.860]  whose selfish actions have compromised the safety of all of us.
[3:05:04.860 --> 3:05:06.860]  Look what's going on.
[3:05:06.860 --> 3:05:12.860]  They are robbing us of our freedom unprecedented around the world.
[3:05:12.860 --> 3:05:19.860]  Italy, Draghi, the Bankster Bandit that used to run the European Central Bank,
[3:05:19.860 --> 3:05:25.860]  worked for the World Bank, the Bank of Italy.
[3:05:25.860 --> 3:05:33.860]  That Draghi, who the clowns that were going to pull Italy out of the Euro and Eurozone,
[3:05:33.860 --> 3:05:40.860]  the five star movement and the leg leg league brought in his prime minister.
[3:05:40.860 --> 3:05:44.860]  No Vax can't go to a restaurant in Italy.
[3:05:44.860 --> 3:05:46.860]  Got to eat outside.
[3:05:46.860 --> 3:05:49.860]  They're making this stuff up.
[3:05:49.860 --> 3:05:57.860]  The Vax Wars is one of our covers of the Trends Journal back in February.
[3:05:57.860 --> 3:06:05.860]  I've been warning about a Vax war now for over a year.
[3:06:05.860 --> 3:06:07.860]  Protests in France.
[3:06:07.860 --> 3:06:09.860]  Protests in England.
[3:06:09.860 --> 3:06:11.860]  Protests in Ireland.
[3:06:11.860 --> 3:06:15.860]  Protests in Australia.
[3:06:15.860 --> 3:06:19.860]  Nada in America.
[3:06:19.860 --> 3:06:25.860]  Zip, zero, tiny if anything.
[3:06:25.860 --> 3:06:27.860]  Look at the COVID cops.
[3:06:27.860 --> 3:06:33.860]  Look at these tough little pieces of scum.
[3:06:33.860 --> 3:06:35.860]  Look at them.
[3:06:35.860 --> 3:06:37.860]  Look at them.
[3:06:37.860 --> 3:06:41.860]  Freedom, it's gone.
[3:06:41.860 --> 3:06:44.860]  I'm fighting for freedom.
[3:06:44.860 --> 3:06:47.860]  Info wars, fighting for freedom.
[3:06:47.860 --> 3:06:51.860]  But here's the story and everybody get this in your head.
[3:06:51.860 --> 3:06:56.860]  And if you don't get it in your head, I don't want to hear it back from you.
[3:06:56.860 --> 3:07:05.860]  We all have to unite on the one umbrella.
[3:07:05.860 --> 3:07:07.860]  I'm tired of these people.
[3:07:07.860 --> 3:07:09.860]  You got to start local.
[3:07:09.860 --> 3:07:11.860]  Grow the hell up.
[3:07:11.860 --> 3:07:13.860]  You take it down from the top.
[3:07:13.860 --> 3:07:16.860]  I'm a close combat guy.
[3:07:16.860 --> 3:07:24.860]  If there's a couple of guys coming after me and I take out the top guy and the rest fall.
[3:07:24.860 --> 3:07:28.860]  The followers fall.
[3:07:28.860 --> 3:07:29.860]  One umbrella.
[3:07:29.860 --> 3:07:32.860]  There was a thing called the American Revolution.
[3:07:32.860 --> 3:07:34.860]  Where did they come from?
[3:07:34.860 --> 3:07:45.860]  Hell, Virginia, Maryland, Pennsylvania, Massachusetts, New York, 13.
[3:07:45.860 --> 3:07:46.860]  Look at them.
[3:07:46.860 --> 3:07:49.860]  You don't see this in America.
[3:07:49.860 --> 3:07:58.860]  They all got together declaration of independence, a constitution, a bill of rights.
[3:07:58.860 --> 3:08:01.860]  They joined together under one umbrella.
[3:08:01.860 --> 3:08:09.860]  We need a universal umbrella of freedom, peace and justice.
[3:08:09.860 --> 3:08:12.860]  This just has just started.
[3:08:12.860 --> 3:08:16.860]  And by the way, when we come back, we're going to talk about the economy.
[3:08:16.860 --> 3:08:20.860]  Because this thing is going to bring down the economy.
[3:08:20.860 --> 3:08:24.860]  Oh, it's tourist season over there in Europe, huh?
[3:08:24.860 --> 3:08:26.860]  Oh, New York.
[3:08:26.860 --> 3:08:28.860]  Tourism in New York City.
[3:08:28.860 --> 3:08:29.860]  Oh, you need it there.
[3:08:29.860 --> 3:08:30.860]  Yeah.
[3:08:30.860 --> 3:08:33.860]  Ain't happening.
[3:08:33.860 --> 3:08:34.860]  Not happening.
[3:08:34.860 --> 3:08:37.860]  No, they just passed small laws in America.
[3:08:37.860 --> 3:08:38.860]  Look at police.
[3:08:38.860 --> 3:08:39.860]  Look at these clowns.
[3:08:39.860 --> 3:08:40.860]  These are good guys.
[3:08:40.860 --> 3:08:41.860]  They're not fighting.
[3:08:41.860 --> 3:08:46.860]  In America, we got great police over here in Kingston, too.
[3:08:46.860 --> 3:08:52.860]  They're men and women, not boys and girls, COVID cops.
[3:08:52.860 --> 3:08:55.860]  And you see what they're doing in Australia.
[3:08:55.860 --> 3:08:57.860]  They got people riding everybody out.
[3:08:57.860 --> 3:08:58.860]  Who was there?
[3:08:58.860 --> 3:08:59.860]  Who was there?
[3:08:59.860 --> 3:09:00.860]  Who was there?
[3:09:00.860 --> 3:09:04.860]  And they're giving out hundreds of fines and locking people up.
[3:09:04.860 --> 3:09:13.860]  And you got that Gladys been jerking off over there in Australia,
[3:09:13.860 --> 3:09:17.860]  calling this illegal.
[3:09:17.860 --> 3:09:24.860]  I'm telling you, this thing is going down hard.
[3:09:24.860 --> 3:09:27.860]  And we have to unite to fight.
[3:09:27.860 --> 3:09:31.860]  And you do it by supporting info wars.
[3:09:31.860 --> 3:09:34.860]  Because if we don't unite, we're finished.
[3:09:34.860 --> 3:09:38.860]  We're finished.
[3:09:38.860 --> 3:09:41.860]  We'll be right back in a couple of minutes.
[3:09:41.860 --> 3:09:42.860]  My heart's broken.
[3:09:42.860 --> 3:09:45.860]  I'm so sad.
[3:09:45.860 --> 3:09:47.860]  But we could win.
[3:09:47.860 --> 3:09:53.860]  And we will.
[3:09:53.860 --> 3:09:54.860]  Jacob in Ohio.
[3:09:54.860 --> 3:09:55.860]  Welcome.
[3:09:55.860 --> 3:09:56.860]  Go ahead.
[3:09:56.860 --> 3:09:57.860]  Hey, how's it going, Alex?
[3:09:57.860 --> 3:09:58.860]  Good.
[3:09:58.860 --> 3:09:59.860]  Great last caller.
[3:09:59.860 --> 3:10:01.860]  Thanks for calling.
[3:10:01.860 --> 3:10:03.860]  Alex, thanks for taking my call.
[3:10:03.860 --> 3:10:06.860]  If I could, I just want to throw a quick plug out for the product.
[3:10:06.860 --> 3:10:08.860]  The X2 does wonders.
[3:10:08.860 --> 3:10:10.860]  They recommend it to everybody here on the fence about it.
[3:10:10.860 --> 3:10:11.860]  Get off the fence.
[3:10:11.860 --> 3:10:12.860]  Get the product.
[3:10:12.860 --> 3:10:13.860]  Support the info war.
[3:10:13.860 --> 3:10:14.860]  Tyler in Maine.
[3:10:14.860 --> 3:10:15.860]  You're on the year.
[3:10:15.860 --> 3:10:16.860]  Thanks for rolling.
[3:10:16.860 --> 3:10:17.860]  Go ahead.
[3:10:17.860 --> 3:10:18.860]  Hey, Alex.
[3:10:18.860 --> 3:10:19.860]  It's great to be on with you.
[3:10:19.860 --> 3:10:20.860]  It's an honor.
[3:10:20.860 --> 3:10:21.860]  Honored talking to you.
[3:10:21.860 --> 3:10:22.860]  Thanks for calling.
[3:10:22.860 --> 3:10:23.860]  Thanks for calling.
[3:10:23.860 --> 3:10:24.860]  Alex, thanks for taking my call.
[3:10:24.860 --> 3:10:27.860]  If I could, I just want to throw a quick plug out for the product.
[3:10:27.860 --> 3:10:28.860]  The X2 does wonders.
[3:10:28.860 --> 3:10:29.860]  It's an honor.
[3:10:29.860 --> 3:10:30.860]  Honored talking to you.
[3:10:30.860 --> 3:10:31.860]  Awesome.
[3:10:31.860 --> 3:10:34.860]  So, first thing I wanted to do was say, I love the product.
[3:10:34.860 --> 3:10:36.860]  Alpha Power, even at 29.
[3:10:36.860 --> 3:10:38.860]  If you ask my better half, she loves it.
[3:10:38.860 --> 3:10:39.860]  All right.
[3:10:39.860 --> 3:10:40.860]  It helps in the bedroom.
[3:10:40.860 --> 3:10:42.860]  So, just number one for a few of you.
[3:10:42.860 --> 3:10:43.860]  I like that one.
[3:10:43.860 --> 3:10:44.860]  It works.
[3:10:44.860 --> 3:10:45.860]  It's not a joke.
[3:10:45.860 --> 3:11:09.860]  All right.
[3:11:09.860 --> 3:11:12.860]  As we predicted, the globalists are now launching a new lockdown.
[3:11:12.860 --> 3:11:16.860]  And it's coming up in the next few weeks.
[3:11:16.860 --> 3:11:20.860]  So, we're going to get an additional 10% off at infowarstore.com, but only for one more
[3:11:20.860 --> 3:11:21.860]  week.
[3:11:21.860 --> 3:11:23.860]  They've told us you can extend it one more week, Alex.
[3:11:23.860 --> 3:11:24.860]  But that's it.
[3:11:24.860 --> 3:11:26.860]  They won't do this sale again until November.
[3:11:26.860 --> 3:11:29.860]  And then the food prices go up in 2022.
[3:11:29.860 --> 3:11:31.860]  This is insurance you can eat.
[3:11:31.860 --> 3:11:34.860]  It's the highest quality, hundreds of high quality foods, 3 months, 6 months, your supplies
[3:11:34.860 --> 3:11:38.860]  all ready for you at infowarstore.com or call toll free, triple 825-33139.
[3:11:38.860 --> 3:11:39.860]  Again, it's in the box.
[3:11:39.860 --> 3:11:45.300]  825-33139. Again, infowarstore.com, 10% off on high-quality
[3:11:45.300 --> 3:11:50.340]  storeable food, ready to ship, but it ends in just one week, so take action now while you still can.
[3:11:50.340 --> 3:12:18.100]  You're listening to the Alex Jones show. Waging war on corruption, it's Gerald Salente. You're listening to the Alex Jones show.
[3:12:18.100 --> 3:12:28.500]  Great being on the Alex Jones show. And as I said, my heart's broken. I got to tell you, it's dead up here in Kingston.
[3:12:28.500 --> 3:12:38.340]  Nine o'clock at night, it's dead. You can get a parking space out here during the day. Everybody complained. We need parking garages. No parking. You'll park anywhere you want now.
[3:12:38.340 --> 3:12:53.940]  People are freaking out again. They got their masks back on. I'm in Mascadona over here, boy. I'll tell you. Everybody, I mean, this is liberal, libtardly, and they're not liberals.
[3:12:53.940 --> 3:13:07.380]  Liberals are rumpin' minded people. I mean, Woodstock, the other night, 9.30 at night, a place is dead. There was a couple of bars that were rumpin' up, a little going on.
[3:13:07.380 --> 3:13:20.980]  Nothing going on. My buddy, Smokey Hormel, plays down in Brooklyn. You know what time they finished playing? 10.30 at night. That's when you used to begin playing.
[3:13:20.980 --> 3:13:41.860]  Anyway, it's going to get much worse before we're talking about what's going on in New York. This is what we wrote back in, you know, look, dead. Dead. It is action during the day, a little bit.
[3:13:41.860 --> 3:14:01.380]  At night, dead. The office occupancy rate in New York, office occupancy rate, 22%. Even in places like Dallas, where it's one of the higher ones, it's only around, you know, 50%.
