whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:08:27.520 --> 01:08:29.360]   but just like we talk about James O'Keefe
[01:08:29.360 --> 01:08:31.960]   and Project Veritas, devastating the criminal
[01:08:31.960 --> 01:08:33.600]   Democratic Party and the Republicans
[01:08:33.600 --> 01:08:35.720]   that work hand in glove with them.
[01:08:35.720 --> 01:08:40.800]   Joe Seals just started right side broadcasting,
[01:08:40.800 --> 01:08:42.520]   I don't know, in the last year,
[01:08:42.520 --> 01:08:45.200]   because he was just simply wanting to see Trump's speeches,
[01:08:45.200 --> 01:08:47.200]   but the media wasn't caring all of them.
[01:08:47.200 --> 01:08:49.640]   He went out, discovered it, how he could hook up,
[01:08:49.640 --> 01:08:52.080]   how he could subscribe to the feeds,
[01:08:52.080 --> 01:08:53.400]   began putting it up there,
[01:08:53.400 --> 01:08:55.920]   and now is funding just via donations
[01:08:55.920 --> 01:08:58.000]   a whole launch of a radio/TV network
[01:08:58.000 --> 01:09:02.720]   that already reaches millions of people every day now.
[01:09:02.720 --> 01:09:04.880]   And again, this is how we defeat the globalists.
[01:09:04.880 --> 01:09:07.760]   We build our own system, we tune out of them,
[01:09:07.760 --> 01:09:10.500]   and we build such a tsunami of new media
[01:09:10.500 --> 01:09:13.380]   that they have big trouble shutting us down.
[01:09:13.380 --> 01:09:16.820]   And we educate people to value independent new media.
[01:09:16.820 --> 01:09:19.440]   That's what it all comes down to,
[01:09:19.440 --> 01:09:24.280]   right side radio on YouTube or rsbn.tv.
[01:09:24.280 --> 01:09:25.120]   A lot of folks are saying,
[01:09:25.120 --> 01:09:26.080]   "Why do you have Michael Savage on
[01:09:26.080 --> 01:09:27.820]   promoting his show and his book?"
[01:09:27.820 --> 01:09:30.160]   I'm not charging him to do that,
[01:09:30.160 --> 01:09:31.000]   or why do I have these folks on?
[01:09:31.000 --> 01:09:32.560]   Because we're all in this together, folks.
[01:09:32.560 --> 01:09:34.920]   We have foreign megabanks funding,
[01:09:34.920 --> 01:09:40.720]   organizations run by Robert Cramer,
[01:09:40.720 --> 01:09:47.240]   national organizations, top Democrat organizations,
[01:09:47.240 --> 01:09:52.240]   with Scott Foval and others,
[01:09:52.240 --> 01:09:54.160]   running around bragging,
[01:09:54.160 --> 01:09:55.960]   "Yes, we've got illegals voting.
[01:09:55.960 --> 01:09:58.120]   Yes, we're busing in people to vote 10 times.
[01:09:58.120 --> 01:09:59.840]   It doesn't matter 'cause we control the press
[01:09:59.840 --> 01:10:01.960]   and the police, and we're above the law."
[01:10:01.960 --> 01:10:05.640]   I mean, I just played that clip twice in the last hour.
[01:10:05.640 --> 01:10:08.800]   And they go on in this long 16-minute video
[01:10:08.800 --> 01:10:13.600]   about just, he grips his glasses and shakes with pleasure
[01:10:13.600 --> 01:10:16.240]   and says, "And there's nothing they can do to stop us.
[01:10:16.240 --> 01:10:17.760]   We run everything.
[01:10:17.760 --> 01:10:19.680]   And we're gonna overthrow all the legislatures
[01:10:19.680 --> 01:10:21.880]   of the states now, and we're taking over."
[01:10:21.880 --> 01:10:25.520]   And then we're like, "Hey, you better have an ID to vote.
[01:10:25.520 --> 01:10:27.880]   People are voting over and over again."
[01:10:27.880 --> 01:10:29.600]   And they go, "That's racist.
[01:10:29.600 --> 01:10:31.480]   Hey, Obamacare doubles and triples prices.
[01:10:31.480 --> 01:10:32.880]   That's racist.
[01:10:32.880 --> 01:10:34.000]   Hey, you're starting war with Russia.
[01:10:34.000 --> 01:10:34.840]   That's racist.
[01:10:34.840 --> 01:10:36.720]   Hey, you're funding jihadis and slaving women.
[01:10:36.720 --> 01:10:37.680]   That's racist."
[01:10:37.680 --> 01:10:39.920]   That's all they do.
[01:10:39.920 --> 01:10:43.160]   WikiLeaks comes out, and it turns out
[01:10:43.160 --> 01:10:44.600]   Hillary's meeting with foreign banks
[01:10:44.600 --> 01:10:47.800]   for the takeover of the US and bringing us into bankruptcy.
[01:10:47.800 --> 01:10:49.240]   Trump covers it last Friday.
[01:10:49.240 --> 01:10:50.720]   And what did the national media say?
[01:10:50.720 --> 01:10:52.160]   "That's racist!"
[01:10:52.160 --> 01:10:54.920]   They said, "That's anti-Semitic."
[01:10:54.920 --> 01:10:56.920]   They said, "Alex Jones and Donald Trump."
[01:10:56.920 --> 01:10:59.040]   That was the main ones last week.
[01:10:59.040 --> 01:11:00.560]   "They're anti-Semitic now."
[01:11:00.560 --> 01:11:01.680]   What?
[01:11:01.680 --> 01:11:03.560]   That's right, we're against George Soros,
[01:11:03.560 --> 01:11:04.760]   so we're anti-Semitic.
[01:11:04.760 --> 01:11:08.120]   George Soros is a fricking Nazi collaborator
[01:11:08.120 --> 01:11:12.200]   who rounded up thousands of his fellow Jews on record,
[01:11:12.200 --> 01:11:14.880]   went on "60 Minutes" and said he's not ashamed of it.
[01:11:14.880 --> 01:11:20.720]   What parallel dark satire universe am I living in
[01:11:20.720 --> 01:11:24.400]   that I'm anti-Semitic because I'm against some freak
[01:11:24.400 --> 01:11:26.640]   who the new James Bond villain in the last movie
[01:11:26.640 --> 01:11:29.160]   is based on, MI6 helped write the script.
[01:11:29.160 --> 01:11:30.000]   They hate him.
[01:11:30.000 --> 01:11:31.240]   He tried to overthrow England.
[01:11:31.240 --> 01:11:32.320]   He brags about it.
[01:11:32.320 --> 01:11:34.680]   He's a monster who just overthrew Ukraine.
[01:11:34.680 --> 01:11:36.440]   He brags about it on CNN.
[01:11:36.440 --> 01:11:38.640]   We're against him overthrowing our country,
[01:11:38.640 --> 01:11:40.040]   and we're anti-Semitic?
[01:11:40.040 --> 01:11:41.760]   Then fine, call me that!
[01:11:41.760 --> 01:11:45.000]   You people are scum is what you are.
[01:11:45.000 --> 01:11:51.120]   Now, I wanted to get Joe, he's a busy guy.
[01:11:51.120 --> 01:11:53.040]   He's a humble guy, I didn't even want to come on.
[01:11:53.040 --> 01:11:53.880]   But I said, "You know, come on,
[01:11:53.880 --> 01:11:55.640]   "talk about what you're doing, how exciting it is,
[01:11:55.640 --> 01:11:56.760]   "where this is going."
[01:11:56.760 --> 01:12:00.360]   They've got the debate tonight with their feeds.
[01:12:00.360 --> 01:12:01.960]   We've got the feeds as well.
[01:12:01.960 --> 01:12:03.240]   We're gonna be here.
[01:12:03.240 --> 01:12:05.320]   Great part is they shut us down, they're up.
[01:12:05.320 --> 01:12:06.440]   We need more of this.
[01:12:06.440 --> 01:12:10.480]   We need more resistance because we're this close to winning.
[01:12:10.480 --> 01:12:12.640]   Joe, I mean, do you agree with me that really,
[01:12:12.640 --> 01:12:14.840]   nationalism, the tide is rising?
[01:12:14.840 --> 01:12:17.080]   We've got a Nigel Farage interview coming up, by the way.
[01:12:17.080 --> 01:12:18.240]   David Knight's about to conduct that.
[01:12:18.240 --> 01:12:19.800]   We're gonna have that for everybody soon.
[01:12:19.800 --> 01:12:20.920]   He's out in Vegas.
[01:12:20.920 --> 01:12:24.360]   I mean, so much exciting things are happening, sir.
[01:12:24.360 --> 01:12:28.120]   - Absolutely, Alex, and it's really good to be with you.
[01:12:28.120 --> 01:12:29.400]   We appreciate everything you do.
[01:12:29.400 --> 01:12:31.920]   We're big fans of yours here at Right Side.
[01:12:31.920 --> 01:12:33.520]   And you know, it really is just,
[01:12:33.520 --> 01:12:35.360]   you know, it's gonna take people like us,
[01:12:35.360 --> 01:12:37.680]   just regular, average, normal guys
[01:12:37.680 --> 01:12:39.920]   to do the job that the media won't do.
[01:12:39.920 --> 01:12:42.440]   We're fed up with it, we're tired of it.
[01:12:42.440 --> 01:12:45.160]   We have noticed our broadcast, you know,
[01:12:45.160 --> 01:12:48.360]   getting so many more viewers over the last several months
[01:12:48.360 --> 01:12:49.960]   because people finally are waking up
[01:12:49.960 --> 01:12:52.640]   and seeing this corrupt crap that's going on.
[01:12:52.640 --> 01:12:56.640]   For all to see, they're not even trying to hide it anymore.
[01:12:56.640 --> 01:12:59.480]   And I think that people are finally,
[01:12:59.480 --> 01:13:01.760]   thank God, starting to wake up to that.
[01:13:01.760 --> 01:13:05.680]   And I mean that because we've seen people flock to us,
[01:13:05.680 --> 01:13:08.680]   we've seen people flock to InfoWars,
[01:13:08.680 --> 01:13:11.360]   to, you know, people who are finally, you know,
[01:13:11.360 --> 01:13:14.600]   deciding to come out and just say, "Enough, enough."
[01:13:14.600 --> 01:13:16.480]   And that's why we started Right Side,
[01:13:16.480 --> 01:13:21.000]   is to give an alternative to all the crap that's going on,
[01:13:21.000 --> 01:13:23.360]   which just, I mean, it's just disgusting.
[01:13:23.360 --> 01:13:25.000]   - Well, Joe, what makes me so exciting is,
[01:13:25.000 --> 01:13:27.000]   and I wanna talk about your success story,
[01:13:27.000 --> 01:13:28.760]   not to brag about you, I know you're a humble guy,
[01:13:28.760 --> 01:13:31.000]   but as a microcosm for others.
[01:13:31.000 --> 01:13:33.200]   I mean, you were a stay-at-home dad.
[01:13:33.200 --> 01:13:36.000]   I mean, I've got your bio right here, like a year ago.
[01:13:36.000 --> 01:13:39.000]   And then now you're reaching, conservatively,
[01:13:39.000 --> 01:13:40.920]   15 million people a week.
[01:13:40.920 --> 01:13:43.200]   I mean, I can go see your numbers on YouTube alone.
[01:13:43.200 --> 01:13:44.760]   We're reaching 30 million a week.
[01:13:44.760 --> 01:13:47.320]   I mean, I hope you reach 100 million, 5 billion.
[01:13:47.320 --> 01:13:48.800]   We're gonna beat these people,
[01:13:48.800 --> 01:13:51.240]   but it's down to the wire, folks.
[01:13:51.240 --> 01:13:54.120]   It's down to the wire, and people have to understand
[01:13:54.120 --> 01:13:55.760]   that we can defeat the globalists,
[01:13:55.760 --> 01:13:57.640]   but we've all gotta get aggressive.
[01:13:57.640 --> 01:14:00.120]   And it may be putting a bumper sticker on your car,
[01:14:00.120 --> 01:14:01.360]   it may be calling to talk radio,
[01:14:01.360 --> 01:14:03.820]   or starting your own podcast, or whatever it is,
[01:14:03.820 --> 01:14:06.440]   or it might be legal stunts.
[01:14:06.440 --> 01:14:08.920]   I mean, $100,000 we put out,
[01:14:08.920 --> 01:14:11.120]   to go out and yell Bill Clinton's a rapist,
[01:14:11.120 --> 01:14:13.640]   if you ideologically believe that, which he settled cases.
[01:14:13.640 --> 01:14:14.880]   This is war, folks.
[01:14:14.880 --> 01:14:16.680]   They want a war, they're getting one.
[01:14:16.680 --> 01:14:18.520]   Go ahead, I mean, tell folks about your success story.
[01:14:18.520 --> 01:14:19.400]   - Absolutely.
[01:14:19.400 --> 01:14:21.320]   Listen, you're right, it is a war.
[01:14:21.320 --> 01:14:24.600]   And we all have to come together.
[01:14:24.600 --> 01:14:29.600]   Drudge, Infowars, us, Breitbart.
[01:14:29.600 --> 01:14:31.280]   There's a lot of new media out there
[01:14:31.280 --> 01:14:33.680]   that are doing some really good things.
[01:14:33.680 --> 01:14:35.360]   And it's taking--
[01:14:35.360 --> 01:14:37.400]   - And America is fighting for its life.
[01:14:37.400 --> 01:14:38.520]   That is not rhetoric.
[01:14:38.520 --> 01:14:41.920]   We are fighting for our lives here, people!
[01:14:41.920 --> 01:14:44.720]   Actual, hardcore, evil people are taking over
[01:14:44.720 --> 01:14:45.880]   that wanna hurt us.
[01:14:45.880 --> 01:14:48.720]   We're not getting conquered by Boss Hogg.
[01:14:48.720 --> 01:14:50.880]   We're getting conquered by really bad people.
[01:14:50.880 --> 01:14:51.960]   Go ahead.
[01:14:51.960 --> 01:14:53.780]   - Right, because we, you know, look,
[01:14:53.780 --> 01:14:55.820]   we didn't wanna do this, I didn't wanna do this.
[01:14:55.820 --> 01:14:57.220]   I had a nice life.
[01:14:57.220 --> 01:15:01.420]   And my life over the last year has been,
[01:15:01.420 --> 01:15:03.240]   I don't spend time with my family anymore.
[01:15:03.240 --> 01:15:04.960]   And the reason I justify this every day
[01:15:04.960 --> 01:15:09.480]   is because I want my kids to grow up in a world
[01:15:09.480 --> 01:15:10.320]   that makes sense.
[01:15:10.320 --> 01:15:12.840]   I want my kids to grow up in a world
[01:15:12.840 --> 01:15:15.960]   that is free of all this tyranny
[01:15:15.960 --> 01:15:17.080]   that's going on right now.
[01:15:17.080 --> 01:15:19.600]   And this is, I don't see my family anymore.
[01:15:19.600 --> 01:15:21.000]   And these guys, listen,
[01:15:21.000 --> 01:15:22.320]   let me tell you something about our company.
[01:15:22.320 --> 01:15:24.440]   The guys that are out there traveling the country
[01:15:24.440 --> 01:15:26.360]   following Trump around,
[01:15:26.360 --> 01:15:28.980]   we have cameras at almost every event now.
[01:15:28.980 --> 01:15:31.080]   We're talking about lawyers, EMTs.
[01:15:31.080 --> 01:15:33.980]   These are people that don't have formal experience
[01:15:33.980 --> 01:15:37.760]   in media who just decided enough is enough.
[01:15:37.760 --> 01:15:39.960]   They may not be the best at what they do.
[01:15:39.960 --> 01:15:40.960]   The camera working was,
[01:15:40.960 --> 01:15:43.600]   but the key is to go out and show people the movement.
[01:15:43.600 --> 01:15:46.120]   - Hey, I wasn't good at it 20 something years ago
[01:15:46.120 --> 01:15:46.960]   when I started.
[01:15:46.960 --> 01:15:51.680]   And again, they say necessity is the mother of invention.
[01:15:51.680 --> 01:15:54.940]   And what's so beautiful about this, Joe,
[01:15:54.940 --> 01:15:56.320]   is that they've pushed too far.
[01:15:56.320 --> 01:15:59.720]   And as you said, they're forcing people to finally unify.
[01:15:59.720 --> 01:16:01.680]   And the sleeping giant is rising.
[01:16:01.680 --> 01:16:03.400]   I mean, you were a successful businessman,
[01:16:03.400 --> 01:16:05.760]   but you were in between jobs in this economy,
[01:16:05.760 --> 01:16:07.160]   a stay at home dad.
[01:16:07.160 --> 01:16:11.200]   And then you started this in July of 2015.
[01:16:11.200 --> 01:16:15.320]   And so now a year and a quarter later,
[01:16:15.320 --> 01:16:16.200]   look at what you're doing.
[01:16:16.200 --> 01:16:17.720]   Let's talk about that.
[01:16:17.720 --> 01:16:18.540]   - Absolutely.
[01:16:18.540 --> 01:16:21.480]   We have a hundred million views almost now
[01:16:21.480 --> 01:16:22.640]   on our YouTube channel.
[01:16:22.640 --> 01:16:26.080]   Our Trump speeches consistently get hundreds of thousands,
[01:16:26.080 --> 01:16:27.680]   some of them millions of views.
[01:16:27.680 --> 01:16:29.440]   We're also, you know,
[01:16:29.440 --> 01:16:31.160]   thanks to people like Matt Drudge,
[01:16:31.160 --> 01:16:33.960]   who have begun linking to a lot of our Trump rallies
[01:16:33.960 --> 01:16:34.800]   and speeches.
[01:16:34.800 --> 01:16:36.640]   And, you know, I want to bring up another point
[01:16:36.640 --> 01:16:38.560]   is that, you know, Drudge said the other day,
[01:16:38.560 --> 01:16:41.680]   he sent out a tweet that was very telling and very true,
[01:16:41.680 --> 01:16:43.400]   which was that, you know,
[01:16:43.400 --> 01:16:45.720]   the mainstream media can't cover a lot of this
[01:16:45.720 --> 01:16:50.640]   WikiLeaks stuff because so much of it involves them.
[01:16:50.640 --> 01:16:53.920]   And people like CNN openly telling their viewers
[01:16:53.920 --> 01:16:55.240]   the other day, you know,
[01:16:55.240 --> 01:16:57.160]   oh, you can't look at this stuff.
[01:16:57.160 --> 01:16:58.000]   It's illegal.
[01:16:58.000 --> 01:16:59.600]   You can't look at it.
[01:16:59.600 --> 01:17:02.160]   And people are starting to call BS on that.
[01:17:02.160 --> 01:17:03.400]   And we are just,
[01:17:03.400 --> 01:17:06.280]   we're just so happy to be a part of all this.
[01:17:06.280 --> 01:17:08.200]   And, you know, bringing this to life.
[01:17:08.200 --> 01:17:09.800]   And look, this is not about us.
[01:17:09.800 --> 01:17:10.640]   I don't care.
[01:17:10.640 --> 01:17:11.920]   I'd like to be successful.
[01:17:11.920 --> 01:17:13.640]   I'd like to make money,
[01:17:13.640 --> 01:17:15.520]   but this is country first.
[01:17:15.520 --> 01:17:17.240]   - Okay, we're not going to have a platform
[01:17:17.240 --> 01:17:18.800]   that allowed us to be successful
[01:17:18.800 --> 01:17:20.400]   if we let these globalists take it.
[01:17:20.400 --> 01:17:22.080]   And again, let's be clear.
[01:17:22.080 --> 01:17:23.240]   Let's be a hundred percent clear.
[01:17:23.240 --> 01:17:24.600]   Your feeds, a lot of times,
[01:17:24.600 --> 01:17:26.200]   aren't even picked up by the media,
[01:17:26.200 --> 01:17:27.840]   but because you pick up the feeds,
[01:17:27.840 --> 01:17:29.480]   then they get put on other channels
[01:17:29.480 --> 01:17:32.120]   and reach tens of millions more like our channels.
[01:17:32.120 --> 01:17:33.560]   So when you talk about reaching a hundred million people,
[01:17:33.560 --> 01:17:35.340]   brother, it's way more than that.
[01:17:35.340 --> 01:17:36.560]   And that's exponential.
[01:17:36.560 --> 01:17:38.640]   And again, it's the fact that you took action
[01:17:38.640 --> 01:17:42.040]   as one person and now have hundreds of people
[01:17:42.040 --> 01:17:43.880]   working through you and with you
[01:17:43.880 --> 01:17:45.280]   just in a volunteer operation,
[01:17:45.280 --> 01:17:48.040]   but the expenses get paid and you're turning the tide.
[01:17:48.040 --> 01:17:49.920]   This is a game changer.
[01:17:49.920 --> 01:17:50.760]   - Absolutely.
[01:17:50.760 --> 01:17:53.480]   This is the thing, you know, it's so true.
[01:17:53.480 --> 01:17:55.560]   When we go, and I've been to some of these Trump rallies.
[01:17:55.560 --> 01:17:57.720]   Now, and I sit right there in the press pen
[01:17:57.720 --> 01:17:59.880]   with all the rest of the still enter it there.
[01:17:59.880 --> 01:18:01.680]   And they refuse.
[01:18:01.680 --> 01:18:04.520]   This is, you know, the one thing that got us,
[01:18:04.520 --> 01:18:06.460]   I said, you know, let's go to these events
[01:18:06.460 --> 01:18:08.020]   and start shooting instead of just paying
[01:18:08.020 --> 01:18:09.500]   for access to the feed.
[01:18:09.500 --> 01:18:11.840]   Let's go because Trump would always say
[01:18:11.840 --> 01:18:13.700]   the media never shows the crowd.
[01:18:13.700 --> 01:18:14.600]   And it's true.
[01:18:14.600 --> 01:18:15.440]   You see him-
[01:18:15.440 --> 01:18:16.940]   - And they weren't just cutting the crowds.
[01:18:16.940 --> 01:18:17.780]   You've caught them.
[01:18:17.780 --> 01:18:20.020]   They cut the feed a lot of times.
[01:18:20.020 --> 01:18:20.860]   - They cut the feed.
[01:18:20.860 --> 01:18:22.740]   - When the black preachers and the black folks
[01:18:22.740 --> 01:18:23.860]   are running up, hugging Trump,
[01:18:23.860 --> 01:18:25.580]   and there's this great moment and Trump has tears
[01:18:25.580 --> 01:18:27.420]   in his eyes and everybody's coming together.
[01:18:27.420 --> 01:18:29.940]   You hear Reuters go, cut it, cut it, cut it now.
[01:18:29.940 --> 01:18:30.780]   - Absolutely.
[01:18:30.780 --> 01:18:33.400]   And we actually offered that cameraman from Reuters the job.
[01:18:33.400 --> 01:18:34.280]   I never heard from him.
[01:18:34.280 --> 01:18:36.140]   I hope he's okay.
[01:18:36.140 --> 01:18:38.540]   - He says, no, he goes, no, you can fire me or whatever.
[01:18:38.540 --> 01:18:39.780]   I'm filming this.
[01:18:39.780 --> 01:18:42.340]   And they go, nope, that's it, cut it, cut the feed.
[01:18:42.340 --> 01:18:43.180]   - Yeah.
[01:18:43.180 --> 01:18:44.740]   So, and I think he refused
[01:18:44.740 --> 01:18:46.700]   and they finally just shut the feed internally.
[01:18:46.700 --> 01:18:50.540]   So, but the thing is we wanted to show the massive crowds
[01:18:50.540 --> 01:18:51.360]   at these events.
[01:18:51.360 --> 01:18:54.900]   You're talking about 25, 30,000 people at these events.
[01:18:54.900 --> 01:18:57.620]   And it's as simple as, you know, spinning the camera around.
[01:18:57.620 --> 01:18:59.620]   I've seen Trump call, you know,
[01:18:59.620 --> 01:19:01.060]   turn those cameras around and show them.
[01:19:01.060 --> 01:19:04.440]   And, you know, the guys are sitting down in chairs.
[01:19:04.440 --> 01:19:06.080]   They have a producer's line open
[01:19:06.080 --> 01:19:07.840]   and I know what's being said to them.
[01:19:07.840 --> 01:19:08.880]   Don't move that camera.
[01:19:08.880 --> 01:19:10.600]   A lot of these people want to.
[01:19:10.600 --> 01:19:13.000]   I've talked to these cameramen myself
[01:19:13.000 --> 01:19:15.640]   who work for some of these big networks at the events.
[01:19:15.640 --> 01:19:17.080]   My guys talk to them all the time
[01:19:17.080 --> 01:19:19.600]   and they say, you guys are the future of the media.
[01:19:19.600 --> 01:19:21.320]   You guys, I know that they like us.
[01:19:21.320 --> 01:19:23.840]   And I know that they, some of them are even Trump supporters
[01:19:23.840 --> 01:19:26.520]   but they have direct orders not to spin the camera.
[01:19:26.520 --> 01:19:27.360]   - Oh, absolutely.
[01:19:27.360 --> 01:19:28.960]   And now this is coming out.
[01:19:28.960 --> 01:19:30.880]   We have dozens and dozens of videos.
[01:19:30.880 --> 01:19:32.620]   Now we ought to do a compilation video
[01:19:32.620 --> 01:19:35.140]   about when America became authoritarian,
[01:19:35.140 --> 01:19:38.060]   where CNN, MSNBC,
[01:19:38.060 --> 01:19:40.580]   when somebody talks about Bill Clinton and rape,
[01:19:40.580 --> 01:19:42.700]   somebody talks about Bill Clinton and corruption
[01:19:42.700 --> 01:19:45.100]   or Hillary Clinton and WikiLeaks, they cut the feed.
[01:19:45.100 --> 01:19:49.580]   So here's Cuomo from his storied family of corruption.
[01:19:49.580 --> 01:19:54.420]   Here he is on CNN and he's saying,
[01:19:54.420 --> 01:19:55.740]   "You're not allowed to look at WikiLeaks.
[01:19:55.740 --> 01:19:56.580]   "It's illegal.
[01:19:56.580 --> 01:19:58.300]   "You've got to go through us."
[01:19:58.300 --> 01:20:00.420]   And then it cuts to yesterday
[01:20:00.420 --> 01:20:02.060]   when somebody brings up WikiLeaks
[01:20:02.060 --> 01:20:05.220]   and they literally cut the feed and he makes a joke about it.
[01:20:05.220 --> 01:20:06.780]   This is what we're talking about.
[01:20:06.780 --> 01:20:08.980]   And folks, they're not just gonna do this in mainstream TV.
[01:20:08.980 --> 01:20:10.300]   They're coming for us next
[01:20:10.300 --> 01:20:14.140]   because we're already bigger than them and they know it.
[01:20:14.140 --> 01:20:14.960]   Okay?
[01:20:14.960 --> 01:20:16.700]   And every week there are new people popping up
[01:20:16.700 --> 01:20:17.980]   that are incredibly successful.
[01:20:17.980 --> 01:20:19.380]   They're in panic mode.
[01:20:19.380 --> 01:20:21.260]   There are high school students, folks,
[01:20:21.260 --> 01:20:23.260]   that are putting out videos weekly
[01:20:23.260 --> 01:20:25.520]   that get an average of 10 million views.
[01:20:25.520 --> 01:20:28.580]   Some of them get 60 million views per video
[01:20:28.580 --> 01:20:29.520]   that are political.
[01:20:29.520 --> 01:20:32.340]   The Daily Show doesn't get that many viewers in a month.
[01:20:32.340 --> 01:20:34.340]   They're crapping themselves.
[01:20:34.340 --> 01:20:35.180]   They're in panic.
[01:20:35.180 --> 01:20:36.940]   They must shut us down.
[01:20:36.940 --> 01:20:38.120]   We are winning.
[01:20:38.120 --> 01:20:39.420]   They are losing.
[01:20:39.420 --> 01:20:41.500]   Trump's 15 points ahead in general polls.
[01:20:41.500 --> 01:20:42.900]   That's why he says it's all rigged
[01:20:42.900 --> 01:20:45.060]   'cause he knows when they've got a Reuters poll
[01:20:45.060 --> 01:20:47.460]   that samples 40-something percent more Democrats
[01:20:47.460 --> 01:20:50.380]   than Republicans, who's gonna win that poll, folks?
[01:20:50.380 --> 01:20:52.980]   I mean, they think we're so fricking stupid.
[01:20:52.980 --> 01:20:53.820]   Excuse me.
[01:20:53.820 --> 01:20:57.460]   I'm ranting with the CEO of Right Side Broadcasting.
[01:20:57.460 --> 01:20:58.300]   Go ahead, sir.
[01:20:58.300 --> 01:21:00.440]   - I wanted to say, I wanted to let everybody know
[01:21:00.440 --> 01:21:02.720]   that the Trump campaign is also finally
[01:21:02.720 --> 01:21:06.300]   getting wise to all this.
[01:21:06.300 --> 01:21:08.880]   And they are tonight, for the first time,
[01:21:08.880 --> 01:21:11.600]   and this is the first time I'm actually announcing this,
[01:21:11.600 --> 01:21:13.760]   and I hope it's okay with them that I do,
[01:21:13.760 --> 01:21:17.800]   but they are tonight going to take their message
[01:21:17.800 --> 01:21:19.040]   straight to the people
[01:21:19.040 --> 01:21:22.120]   after the debate is over with tonight.
[01:21:22.120 --> 01:21:23.700]   We know what CNN's gonna say.
[01:21:23.700 --> 01:21:25.240]   We know what MSNBC's gonna say.
[01:21:25.240 --> 01:21:26.280]   We know what they're all gonna say.
[01:21:26.280 --> 01:21:28.500]   Hillary could fall down and die on the stage
[01:21:28.500 --> 01:21:29.420]   and they would say she won.
[01:21:29.420 --> 01:21:30.940]   - Absolutely, absolutely.
[01:21:30.940 --> 01:21:33.220]   And so tonight, the Trump campaign
[01:21:33.220 --> 01:21:36.260]   is holding their own post-game debate show
[01:21:36.260 --> 01:21:39.220]   with their people, and it will be a live exclusive
[01:21:39.220 --> 01:21:40.780]   on Trump's Facebook,
[01:21:40.780 --> 01:21:43.020]   and we're the ones that are gonna be there filming it.
[01:21:43.020 --> 01:21:46.420]   You can also see it on rsbn.tv, our website,
[01:21:46.420 --> 01:21:48.100]   but we will be there right after the debate.
[01:21:48.100 --> 01:21:49.940]   - And I should add, you're graciously allowing us
[01:21:49.940 --> 01:21:50.980]   to have your feed as well,
[01:21:50.980 --> 01:21:53.300]   so we'll be able to simulcast with you.
[01:21:53.300 --> 01:21:54.140]   - Yes, sir.
[01:21:54.140 --> 01:21:55.060]   - That's wonderful. - Absolutely.
[01:21:55.060 --> 01:21:56.480]   - So no matter where you get it,
[01:21:56.480 --> 01:21:58.840]   over at Rideside Broadcasting or Trump's Facebook
[01:21:58.840 --> 01:22:01.400]   or InfoWars, more channels just means more people,
[01:22:01.400 --> 01:22:03.600]   our audience, their audience, all together.
[01:22:03.600 --> 01:22:06.120]   And listen, we have over a million tuning in on our streams.
[01:22:06.120 --> 01:22:07.840]   You've got millions, Trump will have millions.
[01:22:07.840 --> 01:22:09.920]   Watch, we'll end up probably having 10 million viewers
[01:22:09.920 --> 01:22:11.440]   to the post-game with Trump.
[01:22:11.440 --> 01:22:12.840]   Isn't that awesome?
[01:22:12.840 --> 01:22:15.600]   - That is amazing, and this is what it's about.
[01:22:15.600 --> 01:22:18.120]   It's about finally breaking that stronghold
[01:22:18.120 --> 01:22:19.960]   that the mainstream media has,
[01:22:19.960 --> 01:22:21.700]   and we're doing it one viewer at a time.
[01:22:21.700 --> 01:22:22.720]   And with this broadcast,
[01:22:22.720 --> 01:22:25.500]   we're gonna reach tens of millions of people tonight.
[01:22:25.500 --> 01:22:28.940]   And this is what it's gonna take.
[01:22:28.940 --> 01:22:31.380]   It's taking people like us that have finally had enough.
[01:22:31.380 --> 01:22:33.620]   And I'm telling you, there's a growing number of those.
[01:22:33.620 --> 01:22:35.420]   - Wow, Joe Seals, this is so exciting.
[01:22:35.420 --> 01:22:36.900]   Thank you for announcing this here.
[01:22:36.900 --> 01:22:38.260]   Take a few minutes to talk about it,
[01:22:38.260 --> 01:22:39.900]   then I'm gonna put a report out.
[01:22:39.900 --> 01:22:40.860]   That, I mean, this is great.
[01:22:40.860 --> 01:22:42.580]   No, in fact, it's good to announce this.
[01:22:42.580 --> 01:22:45.120]   Trump is going to just ignore the mainstream media,
[01:22:45.120 --> 01:22:48.260]   wade through 'em, go into Rideside Broadcasting,
[01:22:48.260 --> 01:22:50.820]   and boom, have his own press conference.
[01:22:50.820 --> 01:22:52.300]   This is genius.
[01:22:52.300 --> 01:22:54.380]   Oh my gosh, please lay it out for us.
[01:22:54.380 --> 01:22:57.020]   - So, okay, so it's not actually Trump,
[01:22:57.020 --> 01:22:58.820]   but all of the members of the campaign,
[01:22:58.820 --> 01:23:01.780]   all the surrogates, we're having people like Giuliani,
[01:23:01.780 --> 01:23:04.980]   all those people will be taking their message
[01:23:04.980 --> 01:23:08.300]   directly to the people via Facebook
[01:23:08.300 --> 01:23:09.980]   and also through our website.
