[00:00:00.683 --> 00:00:04.754]  Infowars.com is tomorrow's news.
[00:52:17.656 --> 00:52:18.737]  We did it.
[00:52:18.737 --> 00:52:19.137]  You did it.
[00:52:19.137 --> 00:52:19.877]  So celebrate it.
[00:52:19.877 --> 00:52:23.698]  They want to take that victory by destroying me, lying about me, lying about you.
[00:52:23.698 --> 00:52:24.178]  It doesn't matter.
[00:52:24.178 --> 00:52:27.979]  They're fighting the last war, like failed generals always do.
[00:52:27.979 --> 00:52:29.779]  Winning generals are always fighting the next war.
[00:52:30.970 --> 00:52:33.773]  And that's why they also want to stop us.
[00:52:33.773 --> 00:52:37.576]  Some of them are forward thinking and they go, this guy continues to be the detonator.
[00:52:37.576 --> 00:52:38.177]  It's not me.
[00:52:38.177 --> 00:52:39.137]  It's you.
[00:52:39.137 --> 00:52:40.078]  It's this community.
[00:52:40.078 --> 00:52:41.219]  That's why it's so precious.
[00:52:41.219 --> 00:52:45.703]  Let's go to Tucker Carlson where he lays it all out that the left hate America.
[00:52:45.703 --> 00:52:46.484]  That's who they are.
[00:52:46.484 --> 00:52:47.365]  They're not liberal.
[00:52:47.365 --> 00:52:48.706]  They're leftist.
[00:52:48.706 --> 00:52:49.807]  They're cancer.
[00:52:49.807 --> 00:52:50.528]  Here's Tucker Carlson.
[00:52:51.411 --> 00:52:57.338]  Well, you'd think that violence, physical attacks, and threats in our political system would shock all of us.
[00:52:57.338 --> 00:53:00.522]  But at this point, unfortunately, nobody is really surprised.
[00:53:00.522 --> 00:53:01.383]  It almost seems normal.
[00:53:01.383 --> 00:53:06.630]  It was just last year that a progressive activist tried to murder an entire field of Republican lawmakers.
[00:53:09.002 --> 00:53:09.622]  I don't know.
[00:53:27.093 --> 00:53:28.674]  We believe survivors!
[00:53:28.674 --> 00:53:28.974]  Shame!
[00:53:28.974 --> 00:53:29.594]  Shame!
[00:53:29.594 --> 00:53:29.814]  Shame!
[00:53:29.814 --> 00:53:30.234]  Shame!
[00:53:30.234 --> 00:53:30.975]  No borders!
[00:53:30.975 --> 00:53:31.735]  No walls!
[00:53:31.735 --> 00:53:33.176]  Sanctuary for all!
[00:53:33.176 --> 00:53:38.939]  If kids don't eat in peace, you don't eat in peace!
[00:53:47.122 --> 00:53:49.264]  So what is this really about?
[00:53:49.264 --> 00:53:51.806]  Suddenly this kind of rage is everywhere.
[00:53:51.806 --> 00:53:54.889]  You've seen tape like that for the past several months.
[00:53:54.889 --> 00:53:57.091]  But who exactly is it aimed at?
[00:53:57.091 --> 00:53:57.812]  What is the point?
[00:53:57.812 --> 00:54:06.159]  Well, Republicans obviously are the focus of most of it, conservatives more generally, anyone else who dissents from the one true faith of cultural leftism.
[00:54:07.040 --> 00:54:09.862]  But really the target is the country itself.
[00:54:09.862 --> 00:54:12.423]  The left is angry at America.
[00:54:12.423 --> 00:54:14.284]  They say so all the time.
[00:54:14.284 --> 00:54:18.546]  This is not the Democratic Party you grew up in, or that you remember if you're over 30.
[00:54:18.546 --> 00:54:21.948]  That party may have stood for some bad ideas, and it did.
[00:54:21.948 --> 00:54:27.491]  But there was never really a question about its fundamental loyalty to America, or the people who live here.
[00:54:27.491 --> 00:54:32.333]  The party of FDR and LBJ, even of Bill Clinton, was basically a patriotic party.
[00:54:32.333 --> 00:54:33.354]  It was an American party.
[00:54:33.974 --> 00:54:35.976]  Not anymore.
[00:54:35.976 --> 00:54:47.830]  In 2018, anyone who considers America a distinct physical place with meaningful borders and its own history and traditions and language and culture and values won't feel comfortable in the Democratic Party.
[00:54:47.830 --> 00:54:50.593]  Indeed, may not even be allowed in that party.
[00:54:51.354 --> 00:54:56.416]  To modern Democrats, the leaders of the party, America is an economy with land attached.
[00:54:56.416 --> 00:55:00.358]  It's a massive private equity scheme from which they are benefiting.
[00:55:00.358 --> 00:55:05.800]  Its people are interchangeable human widgets to be discarded and replaced when their usefulness expires.
[00:55:05.800 --> 00:55:06.481]  That's key, hit pause.
[00:55:06.481 --> 00:55:08.241]  Was it always this way?
[00:55:08.241 --> 00:55:09.062]  Back that up ten seconds.
[00:55:10.100 --> 00:55:15.383]  They literally want euthanasia of old people because they don't want to pay for them, even though that builds an economy of structure.
[00:55:15.383 --> 00:55:17.944]  Taking care of people builds a civilization.
[00:55:17.944 --> 00:55:19.685]  Barbarous civilizations don't take care of people.
[00:55:19.685 --> 00:55:21.366]  They think, oh, it's a zero-sum game.
[00:55:21.366 --> 00:55:24.867]  I'm taking care of an old person, or a disabled person, so I'm going to die.
[00:55:24.867 --> 00:55:25.668]  No.
[00:55:25.668 --> 00:55:27.349]  We don't take care of able-bodied people.
[00:55:27.349 --> 00:55:29.930]  We take care of the people that are really hurt.
[00:55:29.930 --> 00:55:30.910]  That's a civilization.
[00:55:30.910 --> 00:55:32.111]  It's what civilization is.
[00:55:32.111 --> 00:55:35.453]  So again, abort the babies, all of it, totally ruthless.
[00:55:35.453 --> 00:55:36.733]  They don't care about Arab Spring.
[00:55:36.733 --> 00:55:37.434]  They fund it all.
[00:55:38.294 --> 00:55:43.355]  But they flick on a light switch of when they care and when they don't, like this Washington Post journalist.
[00:55:43.355 --> 00:55:44.896]  Let's go back to Tucker.
[00:55:44.896 --> 00:55:50.957]  Its people are interchangeable human widgets to be discarded and replaced when their usefulness expires.
[00:55:50.957 --> 00:55:52.458]  Was it always this way?
[00:55:52.458 --> 00:55:55.639]  Was this always what America was like, you might ask?
[00:55:55.639 --> 00:55:57.299]  Shut up, they'll explain.
[00:55:57.299 --> 00:56:02.540]  Before Obama got elected, America was truly a horrible place, a nightmare.
[00:56:02.540 --> 00:56:04.521]  Watch New York Governor Andrew Cuomo explain.
[00:56:06.328 --> 00:56:08.430]  We're not going to make America great again.
[00:56:08.430 --> 00:56:12.753]  It was never that great.
[00:56:12.753 --> 00:56:13.274]  Yay!
[00:56:13.274 --> 00:56:14.495]  America sucks!
[00:56:14.495 --> 00:56:18.578]  It was never that great, said the guy who inherited his job from his dad.
[00:56:18.578 --> 00:56:23.702]  Cuomo's remarks got some coverage on this channel, but they were hardly unusual for Cuomo's party.
[00:56:23.702 --> 00:56:31.769]  Before she founded the hashtag MeSue movement, Senator Elizabeth Warren spent a lot of time telling audiences what an awful country this is.
[00:56:31.769 --> 00:56:32.530]  Here's one example.
[00:56:33.715 --> 00:56:36.839]  The hard truth about our criminal justice system.
[00:56:36.839 --> 00:56:42.585]  It's racist.
[00:56:42.585 --> 00:56:44.888]  No, black-on-black crime is racist.
[00:56:44.888 --> 00:56:46.209]  Aborting all black babies is racist.
[00:56:49.267 --> 00:56:51.169]  Racist front to back.
[00:56:51.169 --> 00:56:54.071]  In other words, our laws and our police are illegitimate.
[00:56:54.071 --> 00:56:55.132]  We're going to go to break.
[00:56:55.132 --> 00:56:57.074]  The full video is on Infowars.com.
[00:56:57.074 --> 00:56:57.534]  But that's it.
[00:56:57.534 --> 00:57:00.436]  They have to denigrate it to then take it over.
[00:57:00.436 --> 00:57:03.519]  And then, of course, once communists take over, you get nothing.
[00:57:03.519 --> 00:57:04.580]  But they get total power.
[00:57:05.776 --> 00:57:09.739]  But we're still fighting back, and speaking of that, your funding of us is beyond critical.
[00:57:09.739 --> 00:57:11.240]  It's absolutely needed.
[00:57:11.240 --> 00:57:23.188]  We have great products, we have the biggest sale ever going right now, Christmas, and all the other sales rolled into one, because we've just got to get the funding in now to launch our expansion against the globalists in the face of this attempt to shut us down.
[00:57:23.188 --> 00:57:27.330]  Free shipping store-wide, 50% off all the great supplements and nutraceuticals.
[00:57:27.330 --> 00:57:31.553]  T-shirts, big discounts, 35% off super high quality, affordable food, and so much more.
[00:57:31.553 --> 00:57:35.396]  Take advantage of it, whatever you do, heed our emergency call for support.
[00:57:36.296 --> 00:57:37.857]  We need your support now more than ever.
[00:57:37.857 --> 00:57:38.937]  Infowarsstore.com.
[00:57:38.937 --> 00:57:40.398]  Your financial support is critical.
[00:57:40.398 --> 00:57:42.219]  Plus their great products, the 360 WAN.
[00:57:42.219 --> 00:57:45.961]  But even more important is your prayers and spreading the articles at Infowars.com.
[00:57:49.011 --> 00:57:51.993]  Just like our information is game-changing, our products are game-changing.
[00:57:51.993 --> 00:57:54.594]  And Survival Psyllid X2 is the pure iodine.
[00:57:54.594 --> 00:57:56.476]  No one else has this from deep earth.
[00:57:56.476 --> 00:57:58.537]  Crystals between 7,000 and 12,000 feet.
[00:57:58.537 --> 00:57:59.998]  It's very hard for me to get.
[00:57:59.998 --> 00:58:01.919]  It's the good halogen.
[00:58:01.919 --> 00:58:04.020]  But instead they hammer you with the bad halogens.
[00:58:04.020 --> 00:58:10.564]  Fluoride, chlorine, bromine, that literally fog you, fill all your cells, your thyroid, you name it.
[00:58:10.564 --> 00:58:13.166]  Bio-Truth Selenium goes with it like a horse and carriage.
[00:58:13.166 --> 00:58:14.567]  Selenium is an electrochemical.
[00:58:15.867 --> 00:58:21.588]  It's needed as well in all activity in the body, particularly neurons.
[00:58:21.588 --> 00:58:23.389]  So these go incredibly well together.
[00:58:23.389 --> 00:58:24.969]  We have a combo of those.
[00:58:24.969 --> 00:58:26.330]  Just experience it for yourself.
[00:58:26.330 --> 00:58:29.070]  Why do you think they fear me so much?
[00:58:29.070 --> 00:58:30.110]  Very simple stuff.
[00:58:30.110 --> 00:58:31.731]  Filter your water.
[00:58:31.731 --> 00:58:33.831]  Yeah, I find myself selling water filters.
[00:58:33.831 --> 00:58:35.412]  Best out there for the price.
[00:58:35.412 --> 00:58:36.352]  When I say it's the last run,
[00:58:37.622 --> 00:58:39.165]  I think it'll be six bucks a year until we get more.
[00:58:39.165 --> 00:58:39.987]  I hope we get more.
[00:58:39.987 --> 00:58:41.310]  This is the last run it looks like.
[00:58:41.310 --> 00:58:42.212]  Survival Short X2.
[00:58:42.212 --> 00:58:45.459]  MFORWARSHORT.COM or MFORWARSHLIFE.COM or AAA253-3139.
[00:58:49.209 --> 00:58:51.571]  We all know the importance of fish oils.
[00:58:51.571 --> 00:58:58.155]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[00:58:58.155 --> 00:59:05.980]  Honor Roll is a powerful DHA fish oil formula for your child, built from the ground up to support your child's development.
[00:59:05.980 --> 00:59:15.066]  This formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[00:59:15.626 --> 00:59:27.613]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[00:59:27.613 --> 00:59:36.839]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[00:59:37.439 --> 00:59:41.762]  If you're looking for a formula to help your child grow, look no further.
[00:59:41.762 --> 00:59:52.069]  Try Honor Roll from InfoWarsLife at InfoWarsStore.com.
[00:59:52.069 --> 00:59:54.711]  You're listening to the Alex Jones Show.
[01:00:12.261 --> 01:00:19.926]  You know, I was working out this morning and I had it on old-fashioned country.
[01:00:19.926 --> 01:00:21.747]  Just rotating on Spotify where I'm banned.
[01:00:40.418 --> 01:00:47.886]  And it just reminded me about the celebration of women and the celebration of femininity.
[01:00:47.886 --> 01:00:59.778]  And it's made me realize how the globalists want to have men say they're women and actually take over that area and then try to emasculate men.
[01:01:01.104 --> 01:01:06.087]  And then have all these leftist groups come out and say, women with classic curves.
[01:01:06.087 --> 01:01:13.532]  First they got rid of that and had a bunch of heroin heads that, you know, looked like the gay fashion designers' boyfriends.
[01:01:13.532 --> 01:01:16.114]  Looked like little boys.
[01:01:16.114 --> 01:01:17.415]  And they turned the men into soy boys.
[01:01:17.415 --> 01:01:19.476]  So they're attacking masculinity.
[01:01:19.476 --> 01:01:20.617]  They're attacking femininity.
[01:01:20.617 --> 01:01:23.098]  And they're even saying, don't say the name mother or father.
[01:01:23.098 --> 01:01:26.000]  Don't say you're a boy or girl.
[01:01:26.000 --> 01:01:26.761]  It's unbelievable.
[01:01:26.761 --> 01:01:29.042]  It's a spirit.
[01:01:29.042 --> 01:01:30.243]  It's a program of control.
[01:01:32.363 --> 01:01:35.205]  But everybody wants masculinity.
[01:01:35.205 --> 01:01:36.947]  Everybody wants femininity.
[01:01:36.947 --> 01:01:42.752]  That's why they gotta come in and target your children when they're confused and don't know, like any predator would do.
[01:01:42.752 --> 01:01:49.497]  You think a tiger in India goes after the biggest, biggest bull, water buffalo?
[01:01:49.497 --> 01:01:53.821]  No, he'll grab the calf.
[01:01:53.821 --> 01:01:58.324]  You think a lion goes after the biggest ibex?
[01:02:00.014 --> 01:02:01.034]  Those after the baby.
[01:02:01.034 --> 01:02:14.661]  Even though the lion could take down a medium-sized elephant if it needed to.
[01:02:14.661 --> 01:02:16.422]  Not gonna do it, but see, it's all a big joke.
[01:02:16.422 --> 01:02:20.824]  Oh, there's a man winning the International Cycling Championship.
[01:02:20.824 --> 01:02:24.485]  Hell, he didn't want to compete against Lance Armstrong.
[01:02:24.485 --> 01:02:27.107]  Lance Armstrong taking steroids was cheating, even though they were all taking it.
[01:02:27.107 --> 01:02:27.707]  I'm not defending it.
[01:02:32.096 --> 01:02:33.917]  That's cheating beyond Lance Armstrong.
[01:02:33.917 --> 01:02:37.378]  So I say Lance Armstrong ought to say he's a woman.
[01:02:37.378 --> 01:02:39.139]  Hell, he already is halfway there.
[01:02:39.139 --> 01:02:41.660]  He'd probably kick my ass.
[01:02:41.660 --> 01:02:42.981]  That guy's like Superman.
[01:02:42.981 --> 01:02:44.682]  I've seen him in person.
[01:02:44.682 --> 01:02:46.823]  He's not trying to act like he's crazy and tough.
[01:02:46.823 --> 01:02:51.105]  But the point is, is that Lance Armstrong cheated.
[01:02:53.106 --> 01:02:54.426]  And he lost his titles.
[01:02:54.426 --> 01:03:05.971]  This guy waltzes in to win the big international cycling championship, and he's a foot and a half taller than the women he beat, and now one of the women who was in third place says, I feel cheated!
[01:03:05.971 --> 01:03:07.331]  Damn right you're cheated, lady!
[01:03:07.331 --> 01:03:08.071]  Let's get her on!
[01:03:08.071 --> 01:03:12.113]  This is all a sick joke!
[01:03:12.113 --> 01:03:14.434]  But we're so open, we're so nice.
[01:03:14.434 --> 01:03:16.915]  Oh, don't be anti-trans!
[01:03:16.915 --> 01:03:19.495]  Oh, that was cooked up at the Tavistock Institute?
[01:03:19.495 --> 01:03:20.496]  Let me tell you, I'm a libertarian.
[01:03:21.604 --> 01:03:25.626]  You wanna go have your testicles and your, you know what, cut off?
[01:03:25.626 --> 01:03:26.627]  You go do it.
[01:03:26.627 --> 01:03:31.069]  Just don't have me pay for it and don't teach kids how to do it.
[01:03:31.069 --> 01:03:38.213]  But I shouldn't even have to proviso that, hey, I'm not against anybody.
[01:03:38.213 --> 01:03:39.553]  Let's say they go, oh, you're against me.
[01:03:39.553 --> 01:03:41.094]  Let me teach your five-year-old.
[01:03:41.094 --> 01:03:42.175]  Is there really a girl?
[01:03:42.175 --> 01:03:43.716]  Your son.
[01:03:43.716 --> 01:03:45.797]  I don't want, if my mother
[01:03:47.071 --> 01:03:48.251]  My mother would never do this.
[01:03:48.251 --> 01:03:59.555]  If I caught my mother telling my 5-year-old son, who's 16 now, that you might actually be a girl, I would... If I found out my mother pushed that, I'd never talk to my mother again!
[01:03:59.555 --> 01:04:06.918]  But see, since it's somebody in a space alien outfit, if you're a TV viewer and you see this, that they have to go talk to little kids in schools, then it's alright.
[01:04:06.918 --> 01:04:09.779]  Oh, if it's a total fruitcake, super scary!
[01:04:09.779 --> 01:04:13.880]  They come in peace.
[01:04:13.880 --> 01:04:15.341]  They're plentiful as eyes.
[01:04:15.341 --> 01:04:16.381]  Their brains look delicious.
[01:04:18.698 --> 01:04:19.299]  Oh my god.
[01:04:19.299 --> 01:04:20.440]  You know, we're a radio show.
[01:04:20.440 --> 01:04:21.941]  That's actually our biggest audience.
[01:04:21.941 --> 01:04:25.424]  Those idiots thought censoring us off the web would hurt us.
[01:04:25.424 --> 01:04:27.966]  Man, we're on over 260 stations!
[01:04:27.966 --> 01:04:29.227]  On radio!
[01:04:29.227 --> 01:04:31.048]  Dum-dums!
[01:04:31.048 --> 01:04:32.129]  But, anyways.
[01:04:32.129 --> 01:04:34.811]  The left only thinks they can... What they see is all that's there.
[01:04:34.811 --> 01:04:35.432]  They're like, hold on.
[01:04:35.432 --> 01:04:35.912]  Get him off here.
[01:04:35.912 --> 01:04:37.113]  Get him off there.
[01:04:37.113 --> 01:04:40.716]  As if we prepared for decades for this attack.
[01:04:40.716 --> 01:04:46.701]  All you did was stick your arm down... Amore eel hole.
[01:04:46.701 --> 01:04:47.601]  Now you're trying to pull it out.
[01:04:47.601 --> 01:04:48.042]  You're noticing...
[01:04:49.505 --> 01:04:51.386]  Noticing we have you.
[01:04:51.386 --> 01:04:54.589]  Critical Intel is 60 seconds away.
[01:04:56.952 --> 01:05:01.074]  We all know that the outside toxins in the water is a serious health issue.
[01:05:01.074 --> 01:05:08.138]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[01:05:08.138 --> 01:05:12.961]  That's why we're bringing you something to provide clean water for your whole house with one system.
[01:05:12.961 --> 01:05:19.845]  The Pro-Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system
[01:05:20.285 --> 01:05:26.288]  That will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[01:05:26.288 --> 01:05:35.432]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[01:05:35.872 --> 01:05:43.336]  With its broad-spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[01:05:43.336 --> 01:05:56.102]  Head to infowarrestore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today.
[01:06:01.368 --> 01:06:03.490]  The Alex Jones Show.
[01:06:03.490 --> 01:06:23.989]  Because there is a war on for your mind.
[01:06:23.989 --> 01:06:25.851]  Don't stop at the top, my friends.
[01:06:25.851 --> 01:06:26.872]  Defeat the globalists.
[01:06:27.916 --> 01:06:32.859]  It's Thursday, the 18th day of October 2018.
[01:06:32.859 --> 01:06:38.803]  Oh, I love the Scorpion songs.
[01:06:38.803 --> 01:06:47.148]  Crank it up.
[01:06:47.148 --> 01:06:48.289]  Now, I want to know the trouble.
[01:06:48.289 --> 01:06:49.470]  I want to hear the problem.
[01:06:49.470 --> 01:06:53.092]  Tell me, let's go!
[01:06:53.092 --> 01:06:54.393]  He's on a mountain too high.
[01:06:56.758 --> 01:06:59.779]  To the best time in humanity's destiny.
[01:06:59.779 --> 01:07:03.381]  Don't stop at the top!
[01:07:03.381 --> 01:07:04.922]  I love the challenge.
[01:07:04.922 --> 01:07:07.403]  This is where I'm supposed to be.
[01:07:07.403 --> 01:07:09.584]  In the center of the fight.
[01:07:09.584 --> 01:07:11.605]  In the center of the arena.
[01:07:11.605 --> 01:07:14.526]  Fighting the biggest enemies toe-to-toe.
[01:07:14.526 --> 01:07:18.808]  Because the closer I get to their defeat, the closer I get to God.
[01:07:18.808 --> 01:07:20.109]  My spirit smiles.
[01:07:23.322 --> 01:07:23.942]  Think about that.
[01:07:23.942 --> 01:07:27.704]  Your will is one power they won't break!
[01:07:27.704 --> 01:07:28.044]  Ever!
[01:07:28.044 --> 01:07:31.845]  And they can feel our will rising!
[01:07:31.845 --> 01:07:35.387]  My will has never been stronger!
[01:07:35.387 --> 01:07:37.288]  Never been more powerful!
[01:07:37.288 --> 01:07:41.329]  It's not a mountain too high!
[01:07:41.329 --> 01:07:42.930]  Spread your wings!
[01:07:42.930 --> 01:07:43.850]  You're gonna make it!
[01:07:43.850 --> 01:07:46.311]  To the best time in your life!
[01:07:46.311 --> 01:07:47.592]  Don't stop at the top!
[01:07:49.628 --> 01:07:53.250]  And the top isn't being powerful in this system.
[01:07:53.250 --> 01:07:55.792]  The top isn't even overthrowing their system!
[01:07:55.792 --> 01:07:57.273]  Get behind me, Satan!
[01:07:57.273 --> 01:08:14.623]  The top is accelerating into the future, and innovating, and the renaissance that God gave it, where the enemy can't even understand what we've done, and they're always attacking the last thing we did, instead of knowing what we're doing now, because they don't understand it, so they seek to destroy us.
[01:08:15.456 --> 01:08:31.048]  They seek to brain damage the entire population under eugenics and poisonous, where we're infertile, where the science can take control of reproduction, try to build humans that will finally be conquered by evil!
[01:08:31.048 --> 01:08:39.155]  Now, they have removed us off YouTube because I have films that have been on YouTube with hundreds of millions of views.
[01:08:40.302 --> 01:08:45.284]  Hundreds of millions, hundreds and hundreds of millions of views, just for films.
[01:08:45.284 --> 01:08:53.166]  I produced Loose Change that had 200 million on Google Video before they took it down, and over 80 million on YouTube before they took it down.
[01:08:53.166 --> 01:08:55.387]  That's two different versions.
[01:08:55.387 --> 01:08:58.228]  There's a bunch of versions after that.
[01:08:58.228 --> 01:08:59.889]  Endgame, Obama Deception, all of it.
[01:09:00.740 --> 01:09:04.663]  Endgame had over 60 million views before it was taken off Google Video.
[01:09:04.663 --> 01:09:08.126]  Last time I checked, altogether about 10 million views on YouTube.
[01:09:08.126 --> 01:09:09.047]  And so what do they do?
[01:09:09.047 --> 01:09:15.032]  They remove me so they can introduce the counterfeits.
[01:09:15.032 --> 01:09:18.635]  And I'm sure this young man probably doesn't even know he's part of that.
[01:09:18.635 --> 01:09:21.677]  But, oh, where have we heard of this before?
[01:09:21.677 --> 01:09:22.518]  The thinning.
[01:09:22.518 --> 01:09:27.182]  I was actually producing a film whenever it got to finish called The Culling.
[01:09:28.291 --> 01:09:28.671]  The Thinning.
[01:09:28.671 --> 01:09:30.253]  It was to be called The Culling.
[01:09:30.253 --> 01:09:32.594]  The New World Order.
[01:09:32.594 --> 01:09:35.857]  Oh, but they have a film called The Thinning.
[01:09:35.857 --> 01:09:37.958]  New World Order.
[01:09:37.958 --> 01:09:49.968]  Logan Paul, who's an official YouTube operative, who goes and finds the dead Japanese person in the woods and then, oh, don't worry, YouTube will censor, but oh, he was brought back totally staged.
[01:09:49.968 --> 01:09:51.569]  I don't know if he knows that.
[01:09:54.070 --> 01:09:55.591]  But, oh, he got his reprieve.
[01:09:55.591 --> 01:09:56.532]  But, oh, it's his fault.
[01:09:56.532 --> 01:09:57.312]  We all lose our free speech.
[01:09:57.312 --> 01:09:59.614]  And now he's got a film about a world government.
[01:09:59.614 --> 01:10:03.256]  And if you don't pass a test for eugenics, you're killed.
[01:10:03.256 --> 01:10:06.619]  And, oh, one-child policies, which is all being set up and done.
[01:10:06.619 --> 01:10:09.321]  But see, now it's put out on YouTube Red.
[01:10:09.321 --> 01:10:11.442]  You can't put it out with the documents.
[01:10:11.442 --> 01:10:12.203]  Now it's real.
[01:10:12.203 --> 01:10:13.343]  Now we can stop it.
[01:10:13.343 --> 01:10:15.885]  You just put it out with Logan Paul.
[01:10:15.885 --> 01:10:21.029]  And so all the work we've done becomes, oh, you got that from Logan Paul.
[01:10:21.029 --> 01:10:22.330]  No, I got it from UNESCO and the UN.
[01:10:24.537 --> 01:10:35.144]  So let's go ahead and go to the trailer for his new film, The Thinning New World Order.
[01:10:35.144 --> 01:10:37.986]  Students must take a test over population.
[01:10:37.986 --> 01:10:39.907]  Those who fail are executed.
[01:10:39.907 --> 01:10:40.628]  Logan's run.
[01:10:41.992 --> 01:10:54.779]  We are live for the memorial service of Blake Redding, son of Texas Governor Dean Redding, who lost his life when he failed his thinning exam last week at Vista Point High School.
[01:10:54.779 --> 01:11:00.042]  Miss Michaels, I wanted to offer you an advisory role in our new thinning oversight committee.
[01:11:00.042 --> 01:11:02.343]  I notice it's Texas.
[01:11:02.343 --> 01:11:04.384]  My Christians want to call you.
[01:11:04.384 --> 01:11:05.665]  We're not with the governor.
[01:11:05.665 --> 01:11:07.166]  We're with the fight.
[01:11:08.047 --> 01:11:12.349]  We're hiding in plain sight at all levels of government to garner influence to end the thinning.
[01:11:12.349 --> 01:11:16.011]  We need you to help the governor find a way in.
[01:11:16.011 --> 01:11:18.392]  There are still a lot of questions that need answers.
[01:11:18.392 --> 01:11:20.533]  Not one person ever saw Blake's body.
[01:11:20.533 --> 01:11:25.395]  Are we doing this?
[01:11:25.395 --> 01:11:26.455]  They dig up his body.
[01:11:26.455 --> 01:11:30.797]  He's not there.
[01:11:30.797 --> 01:11:32.618]  They're really in his concentration camp.
[01:11:33.817 --> 01:11:35.317]  Congratulations.
[01:11:35.317 --> 01:11:37.518]  Your class has been spared.
[01:11:37.518 --> 01:11:43.079]  Every single one of you was chosen to receive a second chance at life.
[01:11:43.079 --> 01:11:44.579]  Ellie!
[01:11:44.579 --> 01:11:45.820]  Governor's kid, right?
[01:11:45.820 --> 01:11:48.220]  You're probably used to getting whatever you want.
[01:11:48.220 --> 01:11:50.641]  Ellie belongs to me now.
[01:11:50.641 --> 01:11:54.281]  If you look at her, I'm gonna kill you.
[01:11:54.281 --> 01:11:55.822]  But that's really how it works.
[01:11:55.822 --> 01:11:58.962]  Students are being put to work in some kind of labor camps.
[01:11:58.962 --> 01:11:59.582]  Like THS 1138.
[01:11:59.582 --> 01:12:00.843]  They give you the drug to brain damage you.
[01:12:00.843 --> 01:12:02.003]  They put you in the rehab.
[01:12:03.234 --> 01:12:08.159]  They'll put you in the cult.
[01:12:08.159 --> 01:12:10.501]  Everything you've been told about this place is a lie.
[01:12:10.501 --> 01:12:12.302]  No one's ever gotten out before.
[01:12:12.302 --> 01:12:13.103]  They have to try.
[01:12:13.103 --> 01:12:15.626]  So it's the island meets THX-113A meets reality.
[01:12:15.626 --> 01:12:18.488]  You're so close.
[01:12:18.488 --> 01:12:19.089]  Don't give up now.
[01:12:22.572 --> 01:12:24.754]  We'll take the wrong person in power to tend freedom.
[01:12:24.754 --> 01:12:28.116]  And notice he'll censor him and bring him back to make him like the star.
[01:12:28.116 --> 01:12:28.977]  And ooh.
[01:12:28.977 --> 01:12:30.218]  I'm leaving without her.
[01:12:30.218 --> 01:12:31.839]  And I'm not even against this guy.
[01:12:31.839 --> 01:12:37.343]  This is our last chance at this.
[01:12:37.343 --> 01:12:38.984]  Now here's Endgame from 11 years ago.
[01:12:38.984 --> 01:12:42.067]  And look how much of this has come true.
[01:12:42.067 --> 01:12:44.949]  Here's Endgame.
[01:12:44.949 --> 01:12:50.193]  In the near future, Earth is dominated by a powerful world government.
[01:12:51.807 --> 01:12:56.229]  Once free nations are slaves to the will of a tiny elite.
[01:12:56.229 --> 01:13:00.631]  The dawn of a new dark age is upon mankind.
[01:13:00.631 --> 01:13:03.273]  Countries are a thing of the past.
[01:13:03.273 --> 01:13:06.734]  Every form of independence is under attack.
[01:13:06.734 --> 01:13:12.237]  With the family and even the individual itself nearing extinction.
[01:13:12.237 --> 01:13:15.639]  Close to 80% of the Earth's population has been eliminated.
[01:13:17.268 --> 01:13:25.939]  The remnants of a once free humanity are forced to live within highly controlled, compact, prison-like cities.
[01:13:25.939 --> 01:13:28.703]  Travel is highly restricted.
[01:13:28.703 --> 01:13:34.631]  Superhighways connect the megacities and keep the population from entering into unauthorized zones.
[01:13:35.922 --> 01:13:38.783]  No human activity is private.
[01:13:38.783 --> 01:13:42.105]  AI supercomputers chronicle and categorize every action.
[01:13:42.105 --> 01:13:43.286]  Skynet.
[01:13:43.286 --> 01:13:50.369]  A prison planet dominated by a ruthless gang of control freaks, whose power can never be challenged.
[01:13:50.369 --> 01:13:52.650]  This is the vision of the global elite.
[01:13:52.650 --> 01:13:54.811]  Their goal.
[01:13:54.811 --> 01:13:58.713]  A program of total dehumanization, where the science of tyranny is law.
[01:14:00.336 --> 01:14:06.921]  A worldwide control grid designed to ensure the Overlord's monopoly of power forever.
[01:14:06.921 --> 01:14:17.888]  Our species will be condemned to this nightmare future unless the masses are awakened to the New World Order master plan and mobilized to defeat it.
