[00:00.000 --> 00:16.000]  From the front lines of the Information War, it's Alex Jones.
[35:58.000 --> 36:09.000]  Where you might get real wisdom sitting out on a dock with an old man fishing or working in a factory or going to church.
[36:09.000 --> 36:15.000]  Not a lot of fanfare there. So I will start next segment.
[36:15.000 --> 36:20.000]  I promise and it will go into the next hour.
[36:20.000 --> 36:31.000]  But when I go and I research this before I decide to talk about it and I decide to pull up articles and documents and things I've already read.
[36:31.000 --> 36:42.000]  And then I start to rescan over articles I've read over the years. It makes me excited that, oh my gosh, they admit it all will be able to stop it.
[36:42.000 --> 36:53.000]  And then I remember that it's a weird psychological thing about people.
[36:53.000 --> 37:08.000]  Back when world government was secret and you'd have to get Library of Congress documents leaked to you in an alley in DC by the caretaker of a dead senator's estate.
[37:08.000 --> 37:20.000]  People were just blown away because it was secret and it was proof that it was the media would deny that Bilderberg was meeting and they, you know, all that stuff.
[37:20.000 --> 37:28.000]  But then when they just come right out in the open London Guardian and say, the elite have moved to New Zealand and underground bunkers.
[37:28.000 --> 37:35.000]  They believe the world is going to end as we know it soon and there'll be depopulation.
[37:35.000 --> 37:40.000]  It's like a big deal. These are the people running things.
[37:40.000 --> 37:48.000]  This is the establishment and they've already been dug in and I can't even get, you know, I love Mark Dice. He's a great guy.
[37:48.000 --> 37:59.000]  But when he got mad at me 10 years ago over an argument we had about a book deal, he attacked me and we ought to find that video somewhere where he said,
[37:59.000 --> 38:08.000]  Jones is crazy. Somebody finds it online because I can't find it. Send it to me because he memorialized it.
[38:08.000 --> 38:19.000]  He said, Jones claims he knows James Cameron and that James Cameron has moved to New Zealand to avoid a digital AI takeover and an apocalypse.
[38:19.000 --> 38:25.000]  Because I talked about it on air like 10, 12 years ago and Dice thought it was bull and he said it was bull.
[38:25.000 --> 38:33.000]  I didn't say I talked to James Cameron. I was out in LA and I met with some lawyers and top producers that had produced some of his movies.
[38:33.000 --> 38:40.000]  And they said, unfortunately, James doesn't care about changing the way we watch movies on a big screen.
[38:40.000 --> 38:46.000]  He was going to have a 360 screen and they were going to have holograms and they already had the technology and he was going to.
[38:46.000 --> 38:57.000]  But Cameron decided that the elites going to kill everybody with a bio weapon. So Cameron has run off to a bunker in New Zealand and a bunch of other elites are running out there.
[38:57.000 --> 39:03.000]  And he's got all these ships out there he claims trying to find sunken wrecks. That's his tax write off.
[39:03.000 --> 39:13.000]  He's got ships because he's afraid New Zealand will fall and he's got ships that have got Faraday cages in them that will survive EMPs.
[39:13.000 --> 39:19.000]  Now, I said all that on shows. And when I said to these producers, I said, well, can I say that?
[39:19.000 --> 39:26.000]  They go, yeah, just don't say we told you. Because back then I wasn't as big as Alex Jones is today supposedly.
[39:26.000 --> 39:31.000]  And I came on air and I said, the leader moving to New Zealand, they're building underground bunkers for the end of the world.
[39:31.000 --> 39:36.000]  And they believe there's an AI takeover and a bio weapons going to be released.
[39:36.000 --> 39:41.000]  Now, you know, 10 years later, Elon Musk is saying all that because he's in the meetings.
[39:41.000 --> 39:45.000]  Well, look at these headlines. London Guardian.
[39:45.000 --> 39:51.000]  Why Silicon Valley billionaires are prepping for the apocalypse in New Zealand?
[39:51.000 --> 39:55.000]  That's last year, 10 years after I told you.
[39:55.000 --> 40:00.000]  Terminator director Cameron says machines have already won.
[40:00.000 --> 40:08.000]  U.S. elites buying up New Zealand redoubts to escape crack up civilization.
[40:08.000 --> 40:13.000]  5G gives you cancer. Wired magazine.
[40:13.000 --> 40:18.000]  Let me explain something, ladies and gentlemen. This isn't BS.
[40:18.000 --> 40:22.000]  I'm on record telling you all this.
[40:22.000 --> 40:28.000]  Now, is it going to happen?
[40:28.000 --> 40:36.000]  I've met with research scientists and people that hold patents and people that are worth, you know, $100 million, $200 million,
[40:36.000 --> 40:40.000]  who don't even feel like they're part of the establishment, who are scared
[40:40.000 --> 40:44.000]  and who have moved to different areas around the country and the whole country of Texas.
[40:44.000 --> 40:50.000]  And they say there's no stopping all this. They say it's all done.
[40:50.000 --> 40:56.000]  All I know is I've got a job to try to warn you. And this is the real reason they've got us off here.
[40:56.000 --> 40:59.000]  This is the real reason they're trying to shut us down because let me tell you something.
[40:59.000 --> 41:02.000]  We're telling you the truth and you have a right to know the truth.
[41:02.000 --> 41:07.000]  And I had to have a talk with my wife this weekend. I probably had to have one of my ex-wives soon
[41:07.000 --> 41:11.000]  and just say, listen, all troubles aside, all fighting with each other aside,
[41:11.000 --> 41:17.000]  we need to decide what we're going to do because whether it's going to be bio weapons or 5G that give you cancer,
[41:17.000 --> 41:23.000]  all of the establishment is moving out of populated areas now.
[41:23.000 --> 41:31.000]  And they're moving to these very quiet cell phone free areas, even where there's industrial things nearby,
[41:31.000 --> 41:35.000]  they won't build cell towers since the globalists have control over the companies.
[41:35.000 --> 41:39.000]  And I'm going to be publishing maps of this soon from their own admissions.
[41:39.000 --> 41:42.000]  There's something big, a big plan's about to happen.
[41:42.000 --> 41:46.000]  I don't know if the frequencies are going to activate a virus that's already in you,
[41:46.000 --> 41:51.000]  that's given to you airborne, so it's binary. I'm not sure. There's technology that does that.
[41:51.000 --> 41:55.000]  I'm just saying we know this is a weapon system. We're getting hit.
[41:55.000 --> 41:58.000]  And this isn't a Netflix series about Into the World.
[41:58.000 --> 42:02.000]  It's all these Netflix series about Into the World because they're getting you ready, folks,
[42:02.000 --> 42:07.000]  at a subconscious level to accept this as if it was meant to happen.
[42:07.000 --> 42:12.000]  Yeah, print me that Bloomberg article about how they're getting ready for the Into the World as well.
[42:12.000 --> 42:20.000]  And now they've gone from us telling you about it to now they're telling you about it and getting you ready for it.
[42:20.000 --> 42:25.000]  So I just want to tell all the yuppies and establishment people and the rest of you,
[42:25.000 --> 42:29.000]  you're not going to get out of this. You think you're going to escape this whole globalist program?
[42:29.000 --> 42:35.000]  You're crazy. Whatever you do, however you're listening, tell everyone on local AM and FM, local TV,
[42:35.000 --> 42:41.000]  or on the Internet, hey, Alex Jones is covering the fact that there are secret government facilities
[42:41.000 --> 42:47.000]  built all over the United States in areas where cell phones are illegal and he's about to show proof.
[42:47.000 --> 42:50.000]  You think I'll show you proof? I will.
[42:50.000 --> 42:56.000]  When we come back, I'm Alex Jones, infowars.com, tomorrow's news today.
[43:20.000 --> 43:28.000]  Oh, my God, Corey Booker, the amazing, oh, Pocahontas Joe Biden,
[43:28.000 --> 43:33.000]  Swallows Wells, his little new gun owners, yay, Bernie Sanders,
[43:33.000 --> 43:38.000]  lunch, the Soviet Union, Kamala Harris, and so many more.
[43:38.000 --> 43:44.000]  It's The Greatest Show on Earth at infowars.com for its last show, Wednesday and Thursday night.
[43:44.000 --> 43:50.000]  The Greatest Comedy Show on Earth, two nights only, 20 candidates and tons of laughs.
[43:50.000 --> 43:58.000]  June 26th and 27th, coverage starts at 7 p.m. at infowars.com forward slash show.
[44:00.000 --> 44:04.000]  InfoWars, the most banned network in the world.
[44:04.000 --> 44:07.000]  The viewers and listeners, I wouldn't be here if it wasn't for you,
[44:07.000 --> 44:10.000]  and we're under unprecedented evil attacks as you've seen,
[44:10.000 --> 44:14.000]  but I wanted to take just a minute out here, from the bottom of my heart,
[44:14.000 --> 44:18.000]  to tell you how much it means to me, that when you saw all those lies against us last week,
[44:18.000 --> 44:21.000]  the worst things you can say about people, that you knew they were liars,
[44:21.000 --> 44:23.000]  you went and looked it up and found out the truth.
[44:23.000 --> 44:26.000]  And so I feel very strong, and I feel God's hand on my shoulder,
[44:26.000 --> 44:30.000]  and I feel your love in my heart, and I want you to know that love is right back at you,
[44:30.000 --> 44:34.000]  and I want to thank you for all you've done with your word of mouth and your prayers and your financial support,
[44:34.000 --> 44:37.000]  because I'm committed to fight to the end, but I want to win,
[44:37.000 --> 44:41.000]  and without you, I'm going to be destroyed, and it's not going to be fun,
[44:41.000 --> 44:44.000]  but that's not what's important, the enemy could win.
[44:44.000 --> 44:46.000]  We're a key chess piece in this fight.
[44:46.000 --> 44:48.000]  We're being used by God. You're being used by God.
[44:48.000 --> 44:53.000]  This is Providence, so I salute you, and I thank you for all you've done from the bottom of my heart.
[44:53.000 --> 44:58.000]  InfoWars, the most banned network in the world.
[44:58.000 --> 45:07.000]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico,
[45:07.000 --> 45:11.000]  where the Chiapas farmers have spent years perfecting their techniques.
[45:11.000 --> 45:16.000]  Based off hundreds of years of traditional techniques and perfect conditions,
[45:16.000 --> 45:21.000]  we've sourced only the best to provide you with our immune support and wake up America,
[45:21.000 --> 45:23.000]  Patriot Blend Coffee.
[45:23.000 --> 45:29.000]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee bean.
[45:29.000 --> 45:34.000]  Carefully harvested and free of toxic chemicals used in big agricultural productions,
[45:34.000 --> 45:41.000]  Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[45:41.000 --> 45:45.000]  You can even choose to start your morning healthier with the immune support blend,
[45:45.000 --> 45:49.000]  infused with a powerful blend to support your immune response and stamina.
[45:49.000 --> 45:54.000]  To take care of your morning routine, get a bag of Patriot Blend coffee to support the show
[45:54.000 --> 45:59.000]  while enhancing your morning routine at infowarsstore.com.
[46:09.000 --> 46:18.000]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks and energy supplements.
[46:18.000 --> 46:23.000]  But they are riddled with dyes and toxins and synthetic caffeine and other chemicals
[46:23.000 --> 46:28.000]  that sure get you a quick boost but burn out in just a few hours and have terrible side effects.
[46:28.000 --> 46:34.000]  We have developed, hands down from our research, the most powerful, healthy energy drink,
[46:34.000 --> 46:37.000]  pre-workout and beyond system in the world.
[46:37.000 --> 46:40.000]  There's nothing else like it, you must experience it.
[46:40.000 --> 46:47.000]  It is a total game changer and it comes in easy to use, packets to mix in with fruit juice or water, whatever you'd like.
[46:47.000 --> 46:50.000]  Warning though, it's very, very strong, it lasts 10 hours,
[46:50.000 --> 46:54.000]  so take a half pack at the first time you take it because TurboForce is named TurboForce
[46:54.000 --> 46:57.000]  because it will take you into overdrive.
[46:57.000 --> 47:26.000]  You're listening to the Alex Jones show.
[47:26.000 --> 47:31.000]  If you are receiving this transmission, you are the Resistance.
[47:31.000 --> 47:48.000]  Live from the infowars.com studios, it's Alex Jones.
[47:48.000 --> 48:00.000]  Okay, 15, 16, 17 years ago, George Herbert Walker Bush's son, George W. Bush, was president.
[48:00.000 --> 48:04.000]  And I made a bunch of films critical of him and his agenda.
[48:04.000 --> 48:09.000]  And so the Democratic Party was trying to get me to join them.
[48:09.000 --> 48:15.000]  And I was out in Los Angeles routinely on national TV shows, I was in some big movies.
[48:15.000 --> 48:25.000]  And then one day I was going to be invited out to meet James Cameron out at one of his research facilities.
[48:25.000 --> 48:31.000]  And the day it was supposed to happen, one of the producers that's in his films comes over and goes,
[48:31.000 --> 48:32.000]  let's just go get dinner.
[48:32.000 --> 48:37.000]  James has left the country, he was going to give you and some others a tour,
[48:37.000 --> 48:41.000]  but he just decided this is off record not to launch this new project.
[48:41.000 --> 48:45.000]  It's going to be new movies with holograms and 360 screens.
[48:45.000 --> 48:47.000]  He just doesn't think there's going to be a future for humanity.
[48:47.000 --> 48:49.000]  I said, well, what did he tell you?
[48:49.000 --> 48:52.000]  And by then it was at dinner with these people.
[48:52.000 --> 48:57.000]  They said, well, he's just disillusioned and believes that there's about to be an extinction event of humanity,
[48:57.000 --> 49:01.000]  or at least a huge die off, and that it's going to be orchestrated.
[49:01.000 --> 49:09.000]  And that he even agrees that it may not be the worst thing and that he's building armored fortresses in New Zealand.
[49:09.000 --> 49:15.000]  And that, you know, he's got those ships you think are for exploration.
[49:15.000 --> 49:19.000]  Of course, either folks I've known for years, so they're just telling me this like I'm a fly on the wall.
[49:19.000 --> 49:22.000]  I was just little Alex Jones back then, not the big evil Alex Jones.
[49:22.000 --> 49:26.000]  And they're like, he has those ships in case New Zealand falls.
[49:26.000 --> 49:30.000]  He's got these research vessels, five or six big ones.
[49:30.000 --> 49:33.000]  So I'm hearing this and I'm going, well, this is crazy.
[49:33.000 --> 49:35.000]  So I said, can I talk about it?
[49:35.000 --> 49:37.000]  And they said, no, you can't talk about it.
[49:37.000 --> 49:41.000]  But we just don't say it's him or just don't say you heard it from us.
[49:41.000 --> 49:46.000]  So I came out for a few years and said the Hollywood elite are running to New Zealand.
[49:46.000 --> 49:49.000]  Then later it was announced he'd moved to New Zealand.
[49:49.000 --> 49:55.000]  And I just went ahead and said, well, he's moved there because he believes the collapse of civilization is coming.
[49:55.000 --> 50:02.000]  Now, about 10 years later, this is about 12 years ago, it's been in the New York Post, New York Times, Bloomberg.
[50:02.000 --> 50:04.000]  I can show you a bunch of articles for your TV viewer.
[50:04.000 --> 50:06.000]  You can see them on screen.
[50:06.000 --> 50:10.000]  Now, why am I starting this discussion with this?
[50:10.000 --> 50:25.000]  I later learned that the Silicon Valley crowd is running to Kauai, Hawaii, where the most secretive Pentagon, NSA, super weapons,
[50:25.000 --> 50:27.000]  space-based weapons are directed from.
[50:27.000 --> 50:30.000]  I mean, Kauai is like a underground base, okay?
[50:30.000 --> 50:33.000]  Also super gorgeous.
[50:33.000 --> 50:36.000]  That's why I started going to Kauai to check it out.
[50:36.000 --> 50:42.000]  Zuckerberg's got like a, you know, 10,000-acre ranch, whatever it is.
[50:42.000 --> 50:46.000]  And again, they're building fortresses there, and that's come out in the news.
[50:46.000 --> 50:52.000]  And I mean underground bases, I mean rocks that pop up and have, you know, huge double 50-caliber guns at them.
[50:52.000 --> 50:55.000]  I'm talking about drone attack helicopters.
[50:55.000 --> 50:58.000]  I've talked to folks in Kauai that have worked on them.
[50:58.000 --> 51:00.000]  Right across, there's Lenai.
[51:00.000 --> 51:03.000]  And so Larry Ellison of Oracle has Lenai.
[51:03.000 --> 51:04.000]  He owns part of the island.
[51:04.000 --> 51:06.000]  He has an armored fortress on it.
[51:06.000 --> 51:09.000]  So it's Lenai, it's Kauai.
[51:09.000 --> 51:14.000]  They're trying to buy from the ocean-faring Amish folks.
[51:14.000 --> 51:15.000]  I'm not kidding.
[51:15.000 --> 51:19.000]  They call it the Forbidden Island off the coast of Kauai.
[51:19.000 --> 51:27.000]  There's another island that was bought from the king of Hawaii before the U.S. took it over 150 years ago.
[51:27.000 --> 51:30.000]  That's got Amish living on it.
[51:30.000 --> 51:34.000]  And I know the globalists have been trying to buy that from them, but they haven't sold it.
[51:34.000 --> 51:36.000]  Crazy.
[51:36.000 --> 51:38.000]  You can do day hunting trips though there.
[51:38.000 --> 51:43.000]  I thought about helicoptering out there and doing a hunting trip for Wild Boar just to reconnoiter the area.
[51:43.000 --> 51:44.000]  But that's where they're going.
[51:44.000 --> 51:48.000]  They're going to Tasmania, south of Australia.
[51:48.000 --> 51:53.000]  They're going to New Zealand, north of Australia.
[51:53.000 --> 51:56.000]  Or I guess kind of east of Australia, northeast of Australia.
[51:56.000 --> 51:57.000]  This is happening.
[51:57.000 --> 51:59.000]  This is going on.
[51:59.000 --> 52:06.000]  But if Hollywood and the bankers and the media and the left are running to New Zealand,
[52:06.000 --> 52:12.000]  and a lot of other elitists, people like J.K. Rowling's are running to Tasmania,
[52:12.000 --> 52:15.000]  and the British Royal Family's built redouts there.
[52:15.000 --> 52:17.000]  Where are the bushes going?
[52:17.000 --> 52:18.000]  Paraguay of all places.
[52:18.000 --> 52:20.000]  Buying 200,000 acre ranches.
[52:20.000 --> 52:24.000]  They have airfields, shipping operations.
[52:24.000 --> 52:28.000]  We're talking up to 1,000 troops any one time there, paramilitary.
[52:28.000 --> 52:31.000]  They got that going on down there.
[52:31.000 --> 52:39.000]  But what's going on here in the United States, in Conus, continental United States,
[52:39.000 --> 52:42.000]  and what's going on in Canada?
[52:42.000 --> 52:54.000]  And I've talked to the folks that have been stringing the fiber optic cable,
[52:54.000 --> 53:00.000]  in some cases over 100 miles from internet zones, where the internet zones end,
[53:00.000 --> 53:07.000]  into underground facilities where these individuals are moving into.
[53:07.000 --> 53:09.000]  Because they've got to have engineers to do it.
[53:09.000 --> 53:11.000]  You've seen a lot of the engineers we've had on air.
[53:11.000 --> 53:17.000]  We've had the former head of technical of the NSA on many, many times.
[53:17.000 --> 53:19.000]  He hasn't given any info on this.
[53:19.000 --> 53:21.000]  I'm just giving you an example of the food chain here.
[53:21.000 --> 53:26.000]  Former head of the NSA, William Benny, right down to engineers that put in the cell towers
[53:26.000 --> 53:31.000]  and put in the NSA snooping hubs right at the cell tower level with the fiber optic.
[53:31.000 --> 53:34.000]  And by the way, the NSA gets their stuff all off fiber optic mainly.
[53:34.000 --> 53:37.000]  Some of it's wireless, but it's collected to fiber optic.
[53:37.000 --> 53:42.000]  If you go to AT&T or whatever, they have whole floors of Verizon or Deutsche Telecom,
[53:42.000 --> 53:43.000]  doesn't matter.
[53:43.000 --> 53:49.000]  You go to these and there'll be a whole room or floor that's just their fiber optics
[53:49.000 --> 53:51.000]  hooked into your fiber optics.
[53:51.000 --> 53:55.000]  So it all ends at the end chain with fiber optics.
[53:55.000 --> 53:58.000]  So I'm just giving everybody some base here.
[53:58.000 --> 54:09.000]  Before we return and I give you the gigantic trillion pound inch a lot of Maximus.
[54:09.000 --> 54:14.000]  Because they're not just running to Kauai.
[54:14.000 --> 54:16.000]  They're not just running to Lonay.
[54:16.000 --> 54:18.000]  They're not just running to Tasmania.
[54:18.000 --> 54:22.000]  They're not just running to armored redoubts in the middle of the desert in Australia.
[54:22.000 --> 54:25.000]  They're not just running to New Zealand.
[54:25.000 --> 54:28.000]  They're not just running to Switzerland in the mountains.
[54:28.000 --> 54:30.000]  They're not just running.
[54:30.000 --> 54:35.000]  No, the majority of the top tier.
[54:35.000 --> 54:40.000]  And the second tier, their minions know about this now.
[54:40.000 --> 54:46.000]  So what happens once the minions learn about this Exodus and once we give you these secrets on air,
[54:46.000 --> 54:49.000]  it's going to blow everything for them.
[54:49.000 --> 54:50.000]  Now.
[54:50.000 --> 54:52.000]  Now, why is that so important?
[54:52.000 --> 54:54.000]  I've explained how to blow globalist operations before.
[54:54.000 --> 54:56.000]  How to take back nations with populism.
[54:56.000 --> 54:58.000]  How to get populist candidates elected.
[54:58.000 --> 55:00.000]  This is why they want me dead, okay?
[55:00.000 --> 55:04.000]  It's why they haven't killed me yet, though, because I'd be a martyr and then you'd listen to what I said.
[55:04.000 --> 55:06.000]  They want to kill my name instead.
[55:06.000 --> 55:12.000]  But I'm going to lay out the next phase that give people in corporations that aren't evil
[55:12.000 --> 55:14.000]  and the people in government that aren't evil.
[55:14.000 --> 55:17.000]  Because you're all compartmentalized just like I am.
[55:17.000 --> 55:21.000]  If we're aware of this and understand this is real.
[55:21.000 --> 55:23.000]  This is happening.
[55:23.000 --> 55:29.000]  If they know they pull a bio weapon that reduces world population by billions
[55:29.000 --> 55:31.000]  and that we know to blame them, they won't do it.
[55:31.000 --> 55:36.000]  If we know 5G gives us cancer and we know the elite are moving to areas to be away from it,
[55:36.000 --> 55:38.000]  they'll never get away with it.
[55:38.000 --> 55:43.000]  If we know about their plans for the UN to break the borders and flood the country,
[55:43.000 --> 55:45.000]  we'll make provisions to stop it.
[55:45.000 --> 55:51.000]  If we know they're putting cancer viruses in major vaccines, people won't take them.
[55:51.000 --> 55:53.000]  You understand?
[55:53.000 --> 55:56.000]  We know how to blow their operation because they're behind.
[55:56.000 --> 55:58.000]  We're still on air. Others are on air.
[55:58.000 --> 56:04.000]  But that's why they've tried to psychologically inoculate everyone that I'm the devil and don't listen to me
[56:04.000 --> 56:07.000]  is because they hope you're such a coward that you'll think,
[56:07.000 --> 56:09.000]  oh, well, he's been demonized. He's been attacked.
[56:09.000 --> 56:11.000]  I better not defend him.
[56:11.000 --> 56:13.000]  I better not repeat what he says. They'll come after me.
[56:13.000 --> 56:18.000]  You're going to lose everything within 10 years.
[56:18.000 --> 56:22.000]  And that means your life, most of you, if you don't listen to me very, very carefully.
[56:22.000 --> 56:27.000]  This isn't some movie like Bird Box where she tells the kids, shut up or you're dead.
[56:27.000 --> 56:29.000]  You'll die. This is real.
[56:29.000 --> 56:31.000]  Most of you are already walking dead.
[56:31.000 --> 56:33.000]  I probably am already.
[56:33.000 --> 56:36.000]  We already are chop-full of airborne crap. You name it.
[56:36.000 --> 56:37.000]  They've already got us.
[56:37.000 --> 56:44.000]  They're getting ready to spring it with a binary wave with 5G.
[56:44.000 --> 56:46.000]  That's right.
[56:46.000 --> 56:48.000]  That's only one aspect of it.
[56:48.000 --> 56:52.000]  So I'm going to lay out their plan to kill you and your family.
[56:52.000 --> 56:57.000]  And that means if you're in the FBI, that means if you're at work at the butcher area at a grocery store,
[56:57.000 --> 57:01.000]  that means if you're a school teacher, it means you're black, you're white, you're Asian, you're whatever.
[57:01.000 --> 57:07.000]  You are under globalist attack by a breakaway civilization.
[57:07.000 --> 57:10.000]  And all the money is running for the exits.
[57:10.000 --> 57:14.000]  Even people worth 20 million, 50 million have got the word and are running.
[57:14.000 --> 57:16.000]  They're gone. They're not around.
[57:16.000 --> 57:19.000]  And when you look around and nobody's there, what's that mean?
[57:19.000 --> 57:22.000]  It means they're getting ready to pull the trigger.
[57:28.000 --> 57:31.000]  We're going to break. Please don't forget we have the Save the Info Wars mega special.
[57:31.000 --> 57:33.000]  Please support us. It's great products anyways.
[57:33.000 --> 57:37.000]  Store-wide free shipping, 50% off all the supplements and double Patriot points
[57:37.000 --> 57:40.000]  and a bunch of other specials on air filtration, water filtration, you name it.
[57:40.000 --> 57:44.000]  Please support us in the face of this. We need funding plus these are great products.
[57:44.000 --> 57:47.000]  Second hour, I detail the big secrets.
[57:49.000 --> 57:54.000]  I just want listeners to understand money is what allows us to beat this and stand against this.
[57:54.000 --> 57:58.000]  And we're seeing a lot of orders right now with the Save Info Wars 50% off.
[57:58.000 --> 58:02.000]  But we make only like $5, $10 on higher marked up stuff.
[58:02.000 --> 58:04.000]  We're making like $2 on the toothpaste at that price.
[58:04.000 --> 58:06.000]  And we're moving a ton of it, okay?
[58:06.000 --> 58:09.000]  But you move a couple hundred thousand dollars or something and you get $20,000.
[58:09.000 --> 58:12.000]  That doesn't pay for all the infrastructure, the bandwidth, the lawyers, the crew.
[58:12.000 --> 58:15.000]  So we need to sell millions and millions and millions of dollars of product.
[58:15.000 --> 58:17.000]  I want to expand, not contract.
[58:17.000 --> 58:19.000]  And for six months, we've not just made a standstill.
[58:19.000 --> 58:20.000]  The enemy's been winning.
[58:20.000 --> 58:24.000]  And I have labored and labored and labored and labored on this.
[58:24.000 --> 58:26.000]  I like to be expanding. I like to be winning. I like to be fighting.
[58:26.000 --> 58:28.000]  And we are winning the Info War. That's why we're so hated.
[58:28.000 --> 58:32.000]  But we need to be retreaded. We need to be tuned up. We need to be fixed up.
[58:32.000 --> 58:35.000]  We never have time to get it to dry out. We got a lot of holes shot at us.
[58:35.000 --> 58:40.000]  And the enemy wants to silence us. Then they're really going to plant child porn on us.
[58:40.000 --> 58:42.000]  Then they're going to kill me or you or anybody else.
[58:42.000 --> 58:45.000]  I mean, the Democrats now are going into a full revolutionary fervor,
[58:45.000 --> 58:46.000]  funded by foreign banks and the CHICOM.
[58:46.000 --> 58:49.000]  So go to mfullwarstore.com.
[58:49.000 --> 58:52.000]  I want to be very, very clear with everybody about all of this.
[58:52.000 --> 58:54.000]  We're going into the season of war.
[58:54.000 --> 58:57.000]  And they have been inches from shutting down the final bank accounts we have
[58:57.000 --> 59:00.000]  through their criminal activity and their digital fraud.
[59:00.000 --> 59:04.000]  And we need to know that we've got capital to go six months a year.
[59:04.000 --> 59:06.000]  We need to be in here. We need to be provisioned.
[59:06.000 --> 59:10.000]  And you've got my total commitment that I am going to rampage forward against the enemy fearlessly.
[59:10.000 --> 59:14.000]  I'm loving every minute of this because I know I'm getting under their skin.
[59:14.000 --> 59:16.000]  I'm bloody and then I'm up politically.
[59:16.000 --> 59:20.000]  I'm banging ads with them and they can't help but attack back with lies.
[59:20.000 --> 59:21.000]  That just brings more people here.
[59:21.000 --> 59:23.000]  So I'm in one hell of a fight and so are you.
[59:23.000 --> 59:27.000]  And I need war bonds. I need gas. I need ammo politically now.
[59:27.000 --> 59:31.000]  But literally, if you flood us with money and if you flood us with product purchases
[59:31.000 --> 59:35.000]  and if you flood us with your word of mouth, you're unstoppable. We're unstoppable together.
[59:35.000 --> 59:38.000]  I want to send a strong message to the enemy. I want to raise a couple million dollars right now
[59:38.000 --> 59:42.000]  to let the enemy know that their attacks are failing and that you will stand with us.
[59:42.000 --> 59:44.000]  And I will never back down to have my commitment.
[59:44.000 --> 01:00:08.000]  This only gives me more energy and more understanding of what we're facing and that we were right about this.
[01:00:08.000 --> 01:00:29.000]  From the front lines of the Information War, it's Alex Jones.
[01:00:29.000 --> 01:00:35.000]  A big extinction is coming.
[01:00:35.000 --> 01:00:42.000]  I want to stand up against it. I've not steered you wrong yet.
[01:00:42.000 --> 01:00:47.000]  I'm not steering myself wrong.
[01:00:47.000 --> 01:00:51.000]  I'm going to spend two more segments on this and get into the news. I haven't hit yet.
[01:00:51.000 --> 01:00:56.000]  I've covered a lot of information that I've covered previously but giving you updates on it.
[01:00:56.000 --> 01:01:07.000]  There are giant government projects going on that are hundreds of times bigger than the Manhattan Project.
[01:01:07.000 --> 01:01:15.000]  The Manhattan Project to develop atomic weapons before the Nazis and the Axis did.
[01:01:15.000 --> 01:01:20.000]  They had a couple hundred thousand people working directly on it and they were able to keep it quiet
[01:01:20.000 --> 01:01:31.000]  until they dropped Fat Man and Little Boy on Hiroshima and Nakasaki in 1945.
[01:01:31.000 --> 01:01:41.000]  Now, if you understand silent weapons for quiet wars and you understand soft kill,
[01:01:41.000 --> 01:01:47.000]  this is the end of the age of man according to the globalist. This is the end of humanity.
[01:01:47.000 --> 01:01:53.000]  But we're not meant to know what hits us. It's meant to lower our cue, poison us, make us infertile,
[01:01:53.000 --> 01:01:57.000]  dumb us down, culturally wreck us.
[01:01:57.000 --> 01:02:02.000]  The cultural norms no one would follow where we're so confused and so stunned,
[01:02:02.000 --> 01:02:10.000]  like a spider that bites its prey, pumps in some poison, ties it up, lets it dissolve their innards.
[01:02:10.000 --> 01:02:18.000]  A spider comes and checks, touches it to see that it's liquefied, and then when that heart's barely beaten in that bug,
[01:02:18.000 --> 01:02:27.000]  it then, and it dies right as the last drops are sucked in. It's done with such loving precision.
[01:02:27.000 --> 01:02:37.000]  And so we're tied up in web right now, but we can still break out. We can still get away.
[01:02:37.000 --> 01:02:45.000]  But see, it likes you to suffer as long as possible and struggle and release all those stress hormones
[01:02:45.000 --> 01:02:52.000]  before the vampire, a real vampire, a real blood drinker, sucks everything you ever are and ever were
[01:02:52.000 --> 01:02:55.000]  and ever will be out of you.
[01:02:55.000 --> 01:03:02.000]  It's liberal. Just like those babies after their barn, keeping them comfortable.
[01:03:02.000 --> 01:03:10.000]  Keeping them comfortable for a week or so, all the orders come in, top bitted prices, and then,
[01:03:10.000 --> 01:03:15.000]  then you slice them open and take all the goodies out.
[01:03:15.000 --> 01:03:21.000]  And then those doctors go out and play golf, visit their mistresses.
[01:03:21.000 --> 01:03:28.000]  The love is so good for them.
[01:03:28.000 --> 01:03:36.000]  Well, they're going to fry you and your family real slow, like a poached egg.
[01:03:36.000 --> 01:03:40.000]  And so I want to show you how they're doing. I want to show you where they're moving.
[01:03:40.000 --> 01:03:46.000]  I want to show you how they think they're going to sit there while there's all these runs for cancer
[01:03:46.000 --> 01:03:49.000]  and all these events. And why do half the kids have cancer?
[01:03:49.000 --> 01:03:55.000]  Oh, you don't know. It's liberal, though. We keep them comfortable and have lots of runs
[01:03:55.000 --> 01:04:00.000]  and lots of events and bake sales, raising money to treat it, never wondering
[01:04:00.000 --> 01:04:07.000]  why they rolled out the 5G and other things they knew would kill us.
[01:04:07.000 --> 01:04:13.000]  That's right. Children, doctors say, particularly vulnerable, dangerous 5G,
