[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[34:24.000 --> 34:27.000]  Washington Post, AP, you name it.
[34:27.000 --> 34:32.000]  Now, this is only a window into a larger issue of how they're going to use domestic checkpoints on highways.
[34:32.000 --> 34:37.000]  This has all been announced with federal checkpoints, federal police and TSA guns.
[34:37.000 --> 34:42.000]  At airports, you name it, that's where you'll just be disappeared for political reasons.
[34:42.000 --> 34:48.000]  We now have the Army Manual that I'll pull up and give you the number on, which they have said, yeah, that's their manual,
[34:48.000 --> 34:51.000]  where they use the term reeducation camp.
[34:51.000 --> 34:58.000]  They don't use the term, you know, we'll take political dissidents. They use the Soviet term.
[34:58.000 --> 35:03.000]  We have the executive orders now for all sorts of tyranny.
[35:03.000 --> 35:07.000]  We have Army Manuals about confiscating guns that have come out the last few months.
[35:07.000 --> 35:09.000]  All of this is coming out now.
[35:09.000 --> 35:14.000]  And you can just type in, new Army Manual has military trained for gun confiscation.
[35:14.000 --> 35:20.000]  Or, you know, Army War College professor, prepare for war with the Tea Party.
[35:20.000 --> 35:24.000]  I mean, look up these keywords I'm giving you. This is mainstream news.
[35:24.000 --> 35:29.000]  And the fact is that they have been demonizing preppers for a long time.
[35:29.000 --> 35:34.000]  But you also look at the Homeland Security and Mike reports that we've broken here that have been national news
[35:34.000 --> 35:38.000]  the last three and a half years saying gun owners, libertarians, are terror threats,
[35:38.000 --> 35:42.000]  but nobody's a terror threat like returning veterans.
[35:42.000 --> 35:48.000]  So why are preppers who run the gamut politically, who think, hey, you need food, you need firearms,
[35:48.000 --> 35:55.000]  basically grand daddy, my grandparents still have a grandparent alive, God bless her, almost 90.
[35:55.000 --> 36:01.000]  They always, you know, have a few months of food, always have firearms, always know how to can stuff.
[36:01.000 --> 36:04.000]  That's bad. That's why they're going after Amish.
[36:04.000 --> 36:08.000]  They're going at people with backyard, front yard gardens.
[36:08.000 --> 36:15.000]  The system doesn't like it. They're trying to restrict all sorts of SWAT meets, garage sales.
[36:15.000 --> 36:20.000]  A year ago, Louisiana passed a law, no cash used in secondhand sales.
[36:20.000 --> 36:24.000]  They want to track everything through the NSA grid illegally.
[36:24.000 --> 36:32.000]  Now, Stuart Rhodes is the founder, president of Oathkeepers, and he also is constitutional lawyer.
[36:32.000 --> 36:41.000]  I'm not going to go over his entire bio, but he's won awards for the reports he's done at Yale Law School
[36:41.000 --> 36:46.000]  for solving the puzzle of enemy combatant status, which he wrote many years before this was even a news item.
[36:46.000 --> 36:49.000]  He's worked for Congressman Ron Paul as well as a congressional staff.
[36:49.000 --> 36:54.000]  He's written for SWAT magazine. He's got like a five page bio, so I'm not going to go over the whole thing here.
[36:54.000 --> 37:00.000]  He was also in the Army until he was medically retired and a paratrooping night exercise, I believe it was, jump.
[37:00.000 --> 37:04.000]  And he joins us to go over this for the next 45 minutes.
[37:04.000 --> 37:10.000]  Then we'll get into the hurricane and could that affect the election and a bunch of other economic news and cover the latest poll numbers.
[37:10.000 --> 37:15.000]  But, Stuart, you know, I kind of threw out a couple different issues there and I'll interrupt you a few times
[37:15.000 --> 37:21.000]  to actually give the Army manual numbers for people for the civilian inmate labor camp programs,
[37:21.000 --> 37:26.000]  for the reeducation camps, and the Mayak and Homeland Security reports.
[37:26.000 --> 37:32.000]  While you're talking, I'm going to be searching it up myself, showing TV viewers and telling radio listeners how to pull it up themselves.
[37:32.000 --> 37:34.000]  It's important. I don't just hold it up and say the number.
[37:34.000 --> 37:39.000]  I'm going to show people while you're talking, I'm going to be searching and showing people with it up on screen.
[37:39.000 --> 37:41.000]  Live time, so they can see this for themselves.
[37:41.000 --> 37:45.000]  But you've got contacts everywhere, in the military, in the police.
[37:45.000 --> 37:48.000]  We do as well, but you do this full time.
[37:48.000 --> 37:50.000]  They're all saying, look for something big to happen soon.
[37:50.000 --> 37:53.000]  Now, the globalists are always doing that to get everybody on edge.
[37:53.000 --> 37:57.000]  So when they finally do drop the hammer, everybody almost expects it.
[37:57.000 --> 38:01.000]  We understand that's part of the psychology, but we do need to be made aware of this.
[38:01.000 --> 38:06.000]  Where should we start in this whole buildup, the Army manuals that have come out,
[38:06.000 --> 38:09.000]  the preppers being stranded.
[38:09.000 --> 38:11.000]  I've got another report here.
[38:11.000 --> 38:15.000]  A former cricket captain turned politician,
[38:15.000 --> 38:19.000]  detained and interrogated over drone views by U.S. immigration.
[38:19.000 --> 38:21.000]  I guess it's Imran Khan.
[38:21.000 --> 38:27.000]  He's very pro-western, lived in England most of his life, probably going to be the new Pakistani president.
[38:27.000 --> 38:32.000]  And they pulled him off a flight and said, we don't like the fact that you're campaigning against us bombing indiscriminately with drones.
[38:32.000 --> 38:38.000]  So they're now using the airports, they're now using this as the political roundup point,
[38:38.000 --> 38:42.000]  just like Nazi Germany used the train stations as their way to grab people.
[38:42.000 --> 38:44.000]  And now with facecans, there's nowhere to run.
[38:44.000 --> 38:48.000]  Stuart Rhodes of oathkeepers.org, thank you for joining us.
[38:48.000 --> 38:50.000]  Well, it's the same thing that happened during the Bush administration.
[38:50.000 --> 38:55.000]  Remember back then, it was leftist journalists who would be on the no-fly list.
[38:55.000 --> 38:58.000]  Now, it's swung a different direction now.
[38:58.000 --> 39:01.000]  Now you can say, well, it's kind of swung on the right wing, but it's not just that.
[39:01.000 --> 39:05.000]  It's kind of like the metastasizing of the national security state.
[39:05.000 --> 39:09.000]  It is a cancer that is growing and it's starting to eat us.
[39:09.000 --> 39:15.000]  And so one of the two things is going to happen, it's going to kill the host, you know, kill America, or we'll have to kill it.
[39:15.000 --> 39:18.000]  And, you know, the prepper's being targeted.
[39:18.000 --> 39:25.000]  What is a prepper except another person who's awake and aware and takes personal responsibility for themselves and their families?
[39:25.000 --> 39:35.000]  I see them as being interchangeable Ron Paul people, interchangeable with veterans, interchangeable with just traditional Americans who believe in taking care of themselves,
[39:35.000 --> 39:39.000]  who are not just, you know, sitting in front of the boob tube all day and dumbed down.
[39:39.000 --> 39:48.000]  And so it's a targeting, really, it's the targeting and the attempt to crush the traditional American spirit.
[39:48.000 --> 39:57.000]  They want you to be subservient, they want you to be, just go shop and do what you're told and go to work and don't question the two-party system.
[39:57.000 --> 40:03.000]  If you do, you step outside those bounds at all, they'll start assigning one label or another to you, right?
[40:03.000 --> 40:10.000]  I mean, extremist, prepper, just the latest version of it, you know, whatever it is, it's the same target audience though,
[40:10.000 --> 40:18.000]  is the people that are going to either be able to resist or those who are going to be able to ride out whatever comes down.
[40:18.000 --> 40:26.000]  And just to add, they want us to shut up and go quietly into the night while they build FEMA camps, while they deindustrialize the country,
[40:26.000 --> 40:36.000]  while they harass rural communities and set up the governor commission, the governor council that circumnavigates the states and the Tenth Amendment.
[40:36.000 --> 40:45.000]  I mean, it's all happening. Anyone who knows history, as you do, as an award-winning lawyer who's written on the subject of political papers,
[40:45.000 --> 40:50.000]  when you know history, you know the path we're going down. I mean, this is definitely tyranny.
[40:50.000 --> 40:56.000]  Yeah, exactly. And this is the same thing that happened in Nazi Germany or also happened in Stalinist Russia.
[40:56.000 --> 41:04.000]  In Russia, it was the independent farmers, the kulaks, who had to be crushed for Stalin to really take over, he had to take out any resistance.
[41:04.000 --> 41:11.000]  And because they could grow their own food and their own livestock, and they were independent landowners, they were a threat to his power.
[41:11.000 --> 41:18.000]  He wanted them completely subservient, so he confiscated their crops and starved them.
[41:18.000 --> 41:20.000]  What do you make of this new case?
[41:20.000 --> 41:26.000]  Of the National Guardsmen. I watched that, and he strikes me as very credible.
[41:26.000 --> 41:31.000]  I know you guys said you vetted him, and so I'm going to take that as being accurate.
[41:31.000 --> 41:34.000]  I think what's probably going on there is one of two things.
[41:34.000 --> 41:44.000]  Either his command has stepped out ahead in some ways and gone a little bit further down the same logical path,
[41:44.000 --> 41:50.000]  or this is just the first inkling of the meme coming down from above.
[41:50.000 --> 41:56.000]  I talked to other National Guardsmen, they have not heard anything about this, but I did find it credible, and I'm not surprised, like I said.
[41:56.000 --> 42:01.000]  Well, just to be clear, I was going to get to that in the next segment. When I said this latest case, I want to get back into the prepper,
[42:01.000 --> 42:07.000]  confirming that he wasn't allowed to fly for six days, because it was a prepper, but I was going to get into that next.
[42:07.000 --> 42:14.000]  Yes, this National Guardsman, who even during the breaks, you know, was out there at the repair area,
[42:14.000 --> 42:20.000]  had his officer walking around giving him orders, because he'd gone too far on his lunch.
[42:20.000 --> 42:25.000]  He sent us all his documents, all the info, and that's what we see in this particular order.
[42:25.000 --> 42:32.000]  You guys put the resettlement document up there so I can give people the Army regulation number.
[42:32.000 --> 42:42.000]  If folks go to FM3-39.40 in Tournament and Resettlement Operations, February 2010, we just got this four months ago,
[42:42.000 --> 42:49.000]  you can go to Army.mil and find this. It's the plan to put you in a, quote, reeducation camp.
[42:49.000 --> 42:55.000]  So we're going to get Stuart Rhodes' take on that, get his take on why they're going after the preppers and other intel
[42:55.000 --> 43:20.000]  he's getting from police and military across the United States. Stay with us.
[43:25.000 --> 43:32.000]  Call 800-340-7091 for a free catalog. Buy the one to two month sample package
[43:32.000 --> 43:36.000]  and enjoy soaps that are twice as good as what you're using now.
[43:36.000 --> 43:41.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[43:41.000 --> 43:45.000]  This is an amazing deal. You can save thousands of dollars
[43:45.000 --> 43:48.000]  and you will love the way real soap makes you feel.
[43:48.000 --> 43:59.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[43:59.000 --> 44:05.000]  Cold and flu season is upon us. Protect yourself with supernatural silver,
[44:05.000 --> 44:08.000]  a revolutionary new broad spectrum antibacterial.
[44:08.000 --> 44:14.000]  Recent advances in silver technology have resulted in a silver solution that can be used daily
[44:14.000 --> 44:20.000]  to prevent bacteria, viruses, mold and food poisoning, as well as help improve wound healing.
[44:20.000 --> 44:28.000]  Silver salt technology is safe enough to consume every day while powerful enough to destroy the causes of many serious diseases
[44:28.000 --> 44:33.000]  like strep throat, staph, pneumonia, colds, flus and other harmful pathogens.
[44:33.000 --> 44:38.000]  This new technology is much more effective than colloidal or ionic silvers
[44:38.000 --> 44:46.000]  and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[44:46.000 --> 44:50.000]  Supernatural silver is what you need for any emergency.
[44:50.000 --> 45:19.000]  Go to supernaturalsilver.com today and use the promo code ALEKSES for 20% off and like us on Facebook.
[45:20.000 --> 45:27.000]  There's no priming required. It's NSF-42 certified. Optional fluoride filters can reduce fluoride up to 95%.
[45:27.000 --> 45:33.000]  Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells.
[45:33.000 --> 45:39.000]  This filter system leaves in beneficial minerals, which is key. Save money by not buying bottled water
[45:39.000 --> 45:41.000]  and avoid BPA that leaches from the plastic.
[45:41.000 --> 45:45.000]  Propure is the best gravity-fed filter out there. It's what my family uses.
[45:45.000 --> 45:51.000]  Infowars.com already has the lowest price on Propure, but if you add the promo code WATER at checkout,
[45:51.000 --> 45:59.000]  you get an additional 10% off at Infowars.com. You can also call to order 888-253-3139.
[45:59.000 --> 46:02.000]  Alex Jones here with a message to fellow freedom lovers.
[46:02.000 --> 46:07.000]  The prognosis for the entire planetary economic system runs from bad to worse.
[46:07.000 --> 46:14.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[46:14.000 --> 46:20.000]  That's why we've assembled the most vital and important preparedness items at InfowarsShop.com.
[46:20.000 --> 46:24.000]  These are items that I did research on, that I personally use.
[46:24.000 --> 46:29.000]  You've got the LifeStraw so you can turn fetted water into safe water anywhere you go.
[46:29.000 --> 46:34.000]  The K-Tor Hand Crank Generator to charge up key equipment during power outages or out in the field.
[46:34.000 --> 46:37.000]  Strategic Relocation Third Edition by Joel Scousum.
[46:37.000 --> 46:44.000]  When disaster strikes by Matthew Stein, they're a safe use by Homeland Security to protect yourself during any radiological event.
[46:44.000 --> 46:47.000]  Hand Crank Shortwave AMFM radios.
[46:47.000 --> 46:52.000]  Everything that we've researched and found to be the best is available at InfowarsShop.com
[46:52.000 --> 46:59.000]  and your purchase makes our Infowars possible. We're getting prepared. Are you InfowarsShop.com?
[46:59.000 --> 47:09.000]  Coast to Coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:30.000 --> 47:38.000]  That's 12 noon to 3 p.m. Eastern and that transmission is on XM-166 as well as over 130 AMFM affiliates and growing.
[47:38.000 --> 47:41.000]  Very exciting. That shows people are finally starting to wake up.
[47:41.000 --> 47:49.000]  Now I want to try to give Stuart most of the floor this segment and the next couple and maybe take a few calls for him if you have any intel form or would like to get in touch with him.
[47:49.000 --> 47:53.000]  But the point is we know we're going in an authoritarian direction.
[47:53.000 --> 48:01.000]  You notice media ran TV shows called Doomsday Preppers to associate the idea of anybody trying to be prepped in life.
[48:01.000 --> 48:05.000]  You're supposed to have a flashlight, food, stuff like that as bad.
[48:05.000 --> 48:17.000]  And we've had Doomsday Preppers from the Doomsday Preppers show on famous people from different TV shows who had been taken to jail under psychological stuff and had their guns taken.
[48:17.000 --> 48:23.000]  We've talked about Marines that have had their guns taken for being on Facebook.
[48:23.000 --> 48:31.000]  I noticed that when I put out the new film, Strategic Relocation, based on the book by Joel Scalzen and we carry both of them, obviously I produced the film.
[48:31.000 --> 48:35.000]  I noticed some people are saying, what are you saying? It's the end of the world? No.
[48:35.000 --> 48:45.000]  We're saying that the government's digging in and when you hear about Strategic Relocation, I did research and moved to the Texas Hill Country outside Austin.
[48:45.000 --> 48:53.000]  There's thousands of different things you can do. How to protect yourself in a city, how to get out of every city.
[48:53.000 --> 48:59.000]  Joel's got maps on that on all the big cities in the film and in the book at infowarstore.com.
[48:59.000 --> 49:03.000]  But the new film, Strategic Relocation, we're going to have to even make more of these.
[49:03.000 --> 49:09.000]  It's probably going to sell out in like a week at the rate. This is a very hot film. Get it.
[49:09.000 --> 49:18.000]  It's now here. We've now got 10,000 of them right here at the Operation Headquarters and we'll print 10,000 more if we need to.
[49:18.000 --> 49:24.000]  And of course, your purchase supports Joel Scalzen and ourselves. Everything we're doing is $19.95. Get a free set of some rulebook and more.
[49:24.000 --> 49:31.000]  My new film, Strategic Relocation with Joel Scalzen, available at infowarstore.com or link through at prismplanet.com.
[49:31.000 --> 49:40.000]  And we're also going to talk to Joel because it's overall his copyright on the actual content about putting it out for prismplanet.tv and then do a water audience as well.
[49:40.000 --> 49:44.000]  But we're still gauging that and that's up to him. So again, Strategic Relocation.
[49:44.000 --> 49:52.000]  Listen, recap with a report here before we get back into preppers and our National Guard source about saying preppers will be treated as terrorists and hunted down.
[49:52.000 --> 49:57.000]  I've been to Urban Warfare drills where that's basically what they were doing a decade ago. They just didn't call them preppers, guys.
[49:57.000 --> 50:03.000]  John Deere caps and overalls. You know, they trained to kill your grandpa, basically. You've witnessed that. You know that's going on.
[50:03.000 --> 50:07.000]  But just in the seven, eight minutes we've got before we start the next hour, you've got the floor.
[50:07.000 --> 50:14.000]  Recap the different papers coming out of the war colleges about how the Tea Party is going to link up with Al Qaeda.
[50:14.000 --> 50:17.000]  I mean, Benedict Arnold types. Bizarreness.
[50:17.000 --> 50:27.000]  Well, if you had six, seven, eight minutes just to talk to millions of people and give them a report, which you are talking to millions, what would you say to them?
[50:27.000 --> 50:28.000]  Stuart Rhodes, founder of Oathkeepers.org.
[50:28.000 --> 50:36.000]  Well, I would say that the U.S. government is now telling you that you should take them at face value. They're telling you who their future military opponent is.
[50:36.000 --> 50:46.000]  And it is the general right. It is, in particular, the constitutionalist right, the Barry Goldwater conservatives, the Ron Paul supporters, the Chuck Baldwin supporters.
[50:46.000 --> 50:53.000]  They've been telling you this for years, so you should believe them. And actually, they're correct.
[50:53.000 --> 51:05.000]  We are their future military opponents because they're going down the same exact road that Nazi Germany went down or Stalinist Russia, except that they're trying to do it here in America.
[51:05.000 --> 51:11.000]  And the difference is, is there going to be a fight. And unless they were to, you know, I don't think they're going to back off.
[51:11.000 --> 51:14.000]  I don't think we have a political solution any longer. We're heading towards a fight.
[51:14.000 --> 51:19.000]  And so all we're really doing right now is shaping the future battle space.
[51:19.000 --> 51:28.000]  And within Oathkeepers, our way of doing that is to reach out to as many of the current serving military in particular, and also police officers,
[51:28.000 --> 51:35.000]  sheriffs especially, and trying to get them on our side. And if we get enough of them, then we can win in a very peaceful way.
[51:35.000 --> 51:44.000]  Like 1989, East Germany, when the wall fell after three days because East German military simply refused to fire on their fellow citizens.
[51:44.000 --> 51:52.000]  And then the other big equation in it is, of course, what the American people do, the more resilient you are, the more prepared you are, the better off you're going to be.
[51:52.000 --> 52:01.000]  Which is why they are beginning to also target preppers. They fear the current serving doing the right thing.
[52:01.000 --> 52:10.000]  They fear veterans, and they also fear all prepared Americans who are able to be self-sufficient, just like the Kulaks were in Russia.
[52:10.000 --> 52:15.000]  Anybody can grow their own food and shelter themselves even when the power is out.
[52:15.000 --> 52:24.000]  They are somebody who is a threat to the plans of the elites. They want us to absolutely destitute when the collapse comes, when the economic collapse hits.
[52:24.000 --> 52:35.000]  They don't want us to be at their mercy and be clamoring for the FEMA bracelets and the FEMA debit cards, or even the little FEMA chip in your arm, or the Norvcom versions of it.
[52:35.000 --> 52:38.000]  And the forced inoculations, they admit they're trying for that.
[52:38.000 --> 52:47.000]  Yeah, they want you to be totally subservient. So, of course, anybody who doesn't do those things, if you want to know what to be doing, look at the things they fear.
[52:47.000 --> 52:55.000]  People who are prepared, they fear gun owners, they fear people, they don't want you going and forming communities and forming barter networks.
[52:55.000 --> 52:58.000]  They hate Christians, real Christians.
[52:58.000 --> 53:09.000]  Right, they don't want you, anything that challenges their rule. Anybody who has allegiance to something other than them, they want you to be totally subservient to the political system as it is right now.
[53:09.000 --> 53:11.000]  That's why they hate the family.
[53:11.000 --> 53:19.000]  Right, they don't like, they don't want a family, allegiance and loyalty, they don't want loyalty to, they don't want faith, loyalty to your God.
[53:19.000 --> 53:23.000]  They don't want you to have loyalty to the U.S. Constitution or to the Founders Republic.
[53:23.000 --> 53:31.000]  They want loyalty to the government official, as outside the Constitution and illegitimate as they are, they want you to have loyalty to them.
[53:31.000 --> 53:36.000]  And they want you to be destitute and desperate so you'll give up your rights, which is what people do throughout history.
[53:36.000 --> 53:41.000]  It's a constant pattern throughout history that in crisis, in wartime, is when you give up your rights.
[53:41.000 --> 53:44.000]  And so we're heading into a period of crisis economically.
[53:44.000 --> 53:48.000]  And it's coming, and I think, I think Scowden's absolutely correct.
[53:48.000 --> 53:53.000]  I think that guys like Rawls, who have been talking about the American Readout, I think that they're correct also.
[53:53.000 --> 53:59.000]  You know, you need to get to, if you can't get to, you know, the Rocky Mountain West, you should at least get out of the cities.
[53:59.000 --> 54:03.000]  And like you did, you went to the Hill Country in Texas, which is a pretty awesome place.
[54:03.000 --> 54:10.000]  A lot of good people out there. It goes, you know, it's kind of like that old Hank Williams Jr. song, Country for a Can't Survive, and that's no joke.
[54:10.000 --> 54:13.000]  And if you get outside the cities, you get back to a real...
[54:13.000 --> 54:18.000]  And that's what Agenda 21 is. I've got to interrupt you because everything you're saying is making me just burn with understanding.
[54:18.000 --> 54:23.000]  I got awake because as a child, there were military books and history books everywhere.
[54:23.000 --> 54:28.000]  And I thought they were entertaining to read history because, you know, it was action every page.
[54:28.000 --> 54:33.000]  Why read fiction when you have to read to the end of the book to hear about battles when every page was a battle.
[54:33.000 --> 54:38.000]  And I've studied modern warfare. I've studied siege for 5,000 years, the oldest form of total war.
[54:38.000 --> 54:43.000]  They're setting us up for siege. They're setting you up like a foreign occupier would do.
[54:43.000 --> 54:48.000]  And of course, anybody who's self-sufficient is the enemy. Anybody loyal to the real America is the enemy.
[54:48.000 --> 54:57.000]  I'm getting chills here, Stuart. I mean, it's so real. Listen, I've 95% confirmed that I'm finding NSA substations,
[54:57.000 --> 55:04.000]  all over Austin and... I mean, I've confirmed their government data mining operations.
[55:04.000 --> 55:09.000]  I mean, you know, I sent reporters down to the big NSA base in San Antonio just a few weeks ago.
[55:09.000 --> 55:12.000]  And the cops came up and threatened them and said, you can't film in America.
[55:12.000 --> 55:17.000]  And we said, yes, we can. So they backed off when they've taken the film from the San Antonio Express News people.
[55:17.000 --> 55:23.000]  We at least knew our rights and handed them, you know, basically notice of a lawsuit and the fact of the NSA's lawsuits.
[55:23.000 --> 55:28.000]  But the point is, I mean, this is everywhere. Like you said, a cancer steward, this is giant.
[55:28.000 --> 55:32.000]  And this is what you do when you're setting up an occupying takeover grid.
[55:32.000 --> 55:37.000]  I hope people understand this is not some nanny state that wants full control because it wants to take care of us.
[55:37.000 --> 55:40.000]  These are horrible globalists.
[55:40.000 --> 55:49.000]  Right. I mean, it's like another level above what happened post World War II with the growth of the national security state,
[55:49.000 --> 55:53.000]  you know, the growth of the CIA, the emergence of the CIA in the 50s and all that.
[55:53.000 --> 55:57.000]  Now it's turned inward and it's increasing its pace exponentially.
[55:57.000 --> 56:03.000]  Well, they've said, why don't we just take over the whole economy and everything else and take over companies and arrest whoever we want.
[56:03.000 --> 56:08.000]  Right. And don't you have a new CIA domestic headquarters in Denver?
[56:08.000 --> 56:09.000]  Yes.
[56:09.000 --> 56:15.000]  So what is that, you know, folks are probably thinking to themselves, I never knew the CIA was ever used internally in the first place.
[56:15.000 --> 56:20.000]  They're now doing a wide open. And so, you know, what they're really doing is everything they've done overseas,
[56:20.000 --> 56:26.000]  all the manipulations and the coups and the assassinations they've done overseas for decades,
[56:26.000 --> 56:29.000]  they are now doing to the United States and to the American people.
[56:29.000 --> 56:32.000]  They're bringing war home.
[56:32.000 --> 56:37.000]  Whatever's been done in Iraq and Afghanistan or in the past in other countries will be done here.
[56:37.000 --> 56:39.000]  So the question is, is what do we do about it?
[56:39.000 --> 56:44.000]  And I think what we have to realize is where we are, where we're headed and then get ready ourselves.
[56:44.000 --> 56:46.000]  We need to get ready to.
[56:46.000 --> 56:49.000]  So people need to set aside their fear.
[56:49.000 --> 56:52.000]  They need to step out and get to know their neighbors.
[56:52.000 --> 56:54.000]  They need to go down to local veterans hall.
[56:54.000 --> 56:59.000]  One thing I'd recommend you do more than anything else is get with your local veterans and your BFW hall,
[56:59.000 --> 57:08.000]  American Legion or Marine Corps League and wake them up because that's a pool right there of people in your community who could help no matter what happens.
[57:08.000 --> 57:10.000]  And a lot of them won't listen up front.
[57:10.000 --> 57:14.000]  But when all this keeps happening, they're going to wake up later. We're already seeing a giant awakening.
[57:14.000 --> 57:16.000]  I want to talk more about this with Stuart Rhodes.
[57:16.000 --> 57:19.000]  Stuart, what else do you want to break down coming up in the next 30 minutes?
[57:19.000 --> 57:23.000]  I think we need to talk about the election and how people need to see past that.
[57:23.000 --> 57:26.000]  You know, that they're so fixated on anti-Obama.
[57:26.000 --> 57:34.000]  They're not seeing the, you know, the full picture is we're really food bar because the Republican Party, those who are in charge of it right now,
[57:34.000 --> 57:36.000]  have ever been as bad as Obama.
[57:36.000 --> 57:39.000]  That's right. You've worked in Congress. You've worked in Ron Paul's office, you know.
[57:39.000 --> 57:41.000]  All right, second hour. Call your friends and family folks.
[57:41.000 --> 57:44.000]  Tell them, tune in however you're listening now.
[57:44.000 --> 58:10.000]  This is important what's coming up.
[58:15.000 --> 58:20.000]  Call 800-340-7091 for a free catalog.
[58:20.000 --> 58:26.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[58:26.000 --> 58:31.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[58:31.000 --> 58:33.000]  This is an amazing deal.
[58:33.000 --> 58:38.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[58:38.000 --> 58:46.000]  See them on the web at 5starsope.com or call 800-340-7091 for a free catalog.
[59:09.000 --> 59:12.000]  These remarkable foods have been around since the beginning of history,
[59:12.000 --> 59:17.000]  with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[59:17.000 --> 59:22.000]  Even today, Japanese eat miso, Africans eat fermented porges, Koreans eat kamichi,
[59:22.000 --> 59:25.000]  and in India, fermented milk is a staple for healthy living.
[59:25.000 --> 59:26.000]  But here's some good news.
[59:26.000 --> 59:32.000]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[59:32.000 --> 59:35.000]  Since it's still legal to make these foods as long as you can make them yourself.
[59:35.000 --> 59:38.000]  For more information, check out fermentationfactor.com.
[59:38.000 --> 59:40.000]  That's fermentationfactor.com.
[59:40.000 --> 59:46.000]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com.
[59:46.000 --> 1:00:12.000]  That's www.fermentationfactor.com.
[1:00:12.000 --> 1:00:16.000]  Okay, we've got Stuart Rhodes, founder of Oathkeepers Patriot Constitutional Lawyer,
[1:00:16.000 --> 1:00:18.000]  what taught us class at Yale.
[1:00:18.000 --> 1:00:21.000]  I know he wrote award-winning papers there.
[1:00:21.000 --> 1:00:25.000]  And the point is, is that he is our guest here.
[1:00:25.000 --> 1:00:26.000]  And I wish he was wrong.
[1:00:26.000 --> 1:00:32.000]  Every time he's on, it really freaks me out because I know he's right.
[1:00:32.000 --> 1:00:33.000]  I study this stuff constantly.
[1:00:33.000 --> 1:00:36.000]  Remember, I'm the guy that made Police State 2000 in 1999.
[1:00:36.000 --> 1:00:41.000]  I'm the guy that said the military is coming to get your guns because I went and saw them drill to confiscate guns in America.
[1:00:41.000 --> 1:00:43.000]  And then we saw it in Katrina.
[1:00:43.000 --> 1:00:44.000]  All of it is a battle test.
[1:00:44.000 --> 1:00:46.000]  All of it is conditioning.
[1:00:46.000 --> 1:00:47.000]  It's all laboratory tests.
[1:00:47.000 --> 1:00:48.000]  They call it that.
[1:00:48.000 --> 1:00:51.000]  It's shaping the future battle space.
[1:00:51.000 --> 1:01:00.000]  And whether it's MIT Magazine or stuff out of West Point, for 15 years, I have had countless contacts,
[1:01:00.000 --> 1:01:05.000]  even had them on air, ROTC students at college being trained to be future officers.
[1:01:05.000 --> 1:01:08.000]  And then they almost always trained to fight militias and gun owners.
[1:01:08.000 --> 1:01:10.000]  They've been shaping this battle space for a long time.
[1:01:10.000 --> 1:01:16.000]  I think that's what Stuart was getting to about, you know, don't think that Romney's going to save you.
[1:01:16.000 --> 1:01:21.000]  And we're going to get into identifying three trends in far-right violence in the United States.
[1:01:21.000 --> 1:01:25.000]  You know, what the Army's being taught that the gun owners are evil.
[1:01:25.000 --> 1:01:28.000]  This is, you know, USMA, EDU.
[1:01:28.000 --> 1:01:29.000]  We're going to be getting into that.
[1:01:29.000 --> 1:01:33.000]  This is a short segment here, though, Stuart, before we come back and get into all that.
[1:01:33.000 --> 1:01:37.000]  Tell us about Oath Keepers and how people can get involved with that.
[1:01:37.000 --> 1:01:43.000]  You know, the awesome black caps you've got with Oath Keepers on it, how people can support you.
[1:01:43.000 --> 1:01:50.000]  Well, the main point of Oath Keepers, as I said, is to do what we best we can to get those in the ranks
[1:01:50.000 --> 1:01:55.000]  to understand their true loyalty to the American people and to our Constitution.
[1:01:55.000 --> 1:01:58.000]  And even more basic than that, to liberty itself.
[1:01:58.000 --> 1:02:00.000]  That's what our country is defined by.
[1:02:00.000 --> 1:02:06.000]  American Revolution was fought for liberty, and everything after that was supposed to be to secure and further our freedom.
[1:02:06.000 --> 1:02:09.000]  And of course, we all know that's not the way it's worked out.
[1:02:09.000 --> 1:02:14.000]  But we want to bring them back to that core root of their duty and obligation and their identity.
[1:02:14.000 --> 1:02:21.000]  They're Americans first, not just obedient to whoever happens to be in the White House or who happens to be running the banks.
[1:02:21.000 --> 1:02:25.000]  And so their loyalty is to the Declaration of Independence and to liberty.
[1:02:25.000 --> 1:02:29.000]  And so if we can do that, we can achieve a stand down within the military.
[1:02:29.000 --> 1:02:33.000]  And we're not saying that we want them to sit on their hands and do nothing if we're invaded.
