[00:00.000 --> 00:07.000]  the
[34:24.720 --> 34:30.160]  possibly can. I'm strongly supporting Ron DeSantis for reelection. In fact, I've already voted and
[34:30.160 --> 34:37.200]  I voted for him as is every member of our family. But everybody here in Florida was shocked in the
[34:37.200 --> 34:45.840]  debate between he and Charlie Christ earlier this week when Chris put the question to him,
[34:45.840 --> 34:52.480]  Governor, will you pledge to serve all four years if reelected or are you going to abandon
[34:52.480 --> 35:00.320]  Florida to run for president? And DeSantis hedged. He tried to finesse that question. The key point
[35:00.320 --> 35:08.080]  of course is that he didn't say yes and give that pledge. Alex, I had to go to DEF CON 4. I had no
[35:08.080 --> 35:16.560]  choice because of the history here. Many people who aren't Floridians may not know that Ron DeSantis
[35:16.560 --> 35:23.360]  was a relatively unknown congressman, a member of the Freedom Caucus, but the Republican establishment
[35:23.360 --> 35:30.480]  here in Florida, every Republican county chairman, every Republican state legislator in the state
[35:30.480 --> 35:36.160]  house and the state Senate, every member of the Republican congressional delegation, with the
[35:36.160 --> 35:43.600]  exception of my friend Matt Gaetz, had all endorsed Adam Putnam, the Rhino establishment,
[35:43.600 --> 35:50.240]  who was very far ahead in the polls. It was only a tweeted Donald Trump endorsement
[35:50.240 --> 35:56.960]  that catapulted DeSantis out of obscurity to the Republican nomination. And then
[35:58.160 --> 36:04.640]  Trump came here in the final two weeks of that campaign season and literally dragged Ron DeSantis
[36:04.640 --> 36:12.400]  over the finish line by a mere 34,000 votes. So I've been in politics a long time, Alex.
[36:12.400 --> 36:18.320]  I know you feel the same way as I do in the sense that loyalty is very important. Gratitude
[36:18.320 --> 36:23.840]  is very important. I want Ron DeSantis for governor. He's doing a great job now in his
[36:23.840 --> 36:29.680]  second part of his first term. He's been great on the culture wars. He's been great taking on
[36:29.680 --> 36:38.640]  those who try to force sex and gender and racial lies on our schoolchildren. He's been very good
[36:38.640 --> 36:43.520]  finally on the vaccinations after advocating them for the first two years of his term.
[36:43.520 --> 36:50.320]  But now I think it's an open secret among the Republican establishment in Florida
[36:50.320 --> 36:57.120]  that Ron DeSantis is going to challenge the champ. And since you mentioned the debate and
[36:57.120 --> 37:01.920]  what the challenge are brought up to Governor DeSantis, let's go ahead and roll that clip.
[37:03.920 --> 37:08.880]  And Ron, Ron, you talk about Joe Biden a lot. I understand. You think you're going to be running
[37:08.880 --> 37:12.880]  against him. I can see how you might get confused, but you're running for governor.
[37:12.880 --> 37:17.680]  You're running for governor. And I have a question for you. You're running for governor. Why don't
[37:17.680 --> 37:21.840]  you look in the eyes of the people of the state of Florida and say to them, if you're reelected,
[37:21.840 --> 37:32.160]  you will serve a full four year term as governor? Yes or no? Yes or no, Ron? Will you serve a full
[37:32.160 --> 37:38.000]  four year term if you're reelected governor of Florida? It's not a tough question. It's a fair
[37:38.000 --> 37:43.280]  question. He won't tell you. So you made a big deal of this, Roger. You've been saying this for
[37:43.280 --> 37:49.680]  the last year. Roger Stone warns DeSantis it would be treachery to run against Trump. You've
[37:49.680 --> 37:54.880]  recently said that again. Look, people are allowed to vote for who they want, but even
[37:54.880 --> 38:02.240]  national polls still show Trump getting a much bigger percentage than DeSantis. I want whoever
[38:02.240 --> 38:08.640]  is a good candidate that will defeat the Democrat machine. Where do you see this going? Well,
[38:08.640 --> 38:15.200]  I think there's more to the story now, Alex. President Trump announced two days ago that he
[38:15.200 --> 38:21.680]  was going to have a massive pre-election rally November 6th in Miami with Senator Marco Rubio,
[38:21.680 --> 38:28.960]  who is in a tough but I think winning race for the U.S. Senate. Then Governor DeSantis announced
[38:28.960 --> 38:36.560]  that he would have a rally the same day at the same time in Tampa. So we have dueling rallies.
[38:37.200 --> 38:43.840]  Ironically, Sun City Center in Tampa was the exact location where only one year ago,
[38:43.840 --> 38:50.640]  Ron DeSantis held a press conference to advocate for the vaccination. Look, here's what I don't
[38:50.640 --> 38:57.600]  want, Alex. I don't want a split in the MAGA majority within our party. I think those who
[38:57.600 --> 39:03.600]  want to put America first should stick together because if there's a split, I can see a Mitt
[39:03.600 --> 39:11.280]  Romney or even, God forbid, a Liz Cheney or some other Rhino candidate taking advantage of that
[39:11.280 --> 39:18.640]  division and trying to launch a campaign to take back the Republican party. Why doesn't DeSantis just
[39:18.640 --> 39:23.040]  be Trump's VP? I know they're both from Florida, but Trump could argue that he still lives in New
[39:23.040 --> 39:29.520]  York or New Jersey or anywhere he wants. Here's the fundamental problem with that. Donald Trump
[39:29.520 --> 39:36.640]  does not want to pay New York or New Jersey state income taxes. Florida has no income tax,
[39:37.360 --> 39:43.440]  and Donald Trump is now legally a Floridian. The Electoral College, while it does not
[39:44.240 --> 39:50.160]  prohibit the presidential and vice presidential candidate from being from the same state,
[39:50.160 --> 39:56.080]  what it does is penalize you, meaning you would forfeit the votes of Florida in the Electoral
[39:56.080 --> 40:02.640]  College if a Trump DeSantis ticket, in this case, carried the state of Florida. We can't afford to
[40:02.640 --> 40:08.800]  forfeit 27 electoral votes. Obviously, the governor of Florida can't move, but Donald Trump,
[40:08.800 --> 40:14.800]  particularly given the harassment of the New York state attorney general, there's no reason why he
[40:14.800 --> 40:20.000]  wants to go back to paying massive state income taxes. Let me raise this. Robert Barnes is a smart
[40:20.000 --> 40:25.840]  guy. I respect him. He's right, probably 95% of the time. He did some work for Trump during the
[40:25.840 --> 40:31.360]  2020 campaign exposing election fraud. He says he's talked to lawyers that were in the room
[40:31.360 --> 40:37.440]  over a year ago when DeSantis and Trump were meeting and that the agreement was made that
[40:37.440 --> 40:42.640]  either DeSantis wasn't going to run or he'd run as Trump's VP. And I said, really, Barnes,
[40:42.640 --> 40:46.640]  you really talked to lawyers that were in the room and said that and he said yes. Do you think
[40:46.640 --> 40:51.760]  he's being fed a lot of bull or do you think he's right? Yeah, I think that is categorically false.
[40:51.760 --> 40:55.680]  Now, I like Robert. I think he's a good guy. He would never intentionally lie,
[40:55.680 --> 41:02.720]  but somebody is giving him a false narrative. Look, you know, Ron DeSantis went to Yale,
[41:02.720 --> 41:09.760]  where he was sculling bones. He went to Harvard. He voted for TPP when he was in the Congress.
[41:09.760 --> 41:17.760]  You have, he has $200 million that has been put together by 42 billionaires in a secret slush fund.
[41:17.760 --> 41:24.480]  He's only going to end up spending about 50 million of that in the governor's race or less.
[41:24.480 --> 41:30.400]  He is going to win. I'm happy about that. But you saw that deer in the headlights look in the
[41:30.400 --> 41:38.800]  debate. He's not ready to take on Donald Trump. And then the warm endorsement of Jeb Bush of
[41:38.800 --> 41:46.560]  Ron DeSantis's reelection. This gives one very real pause. Okay, look, I understand his pedigree.
[41:46.560 --> 41:54.400]  And that makes me have some concerns. I also see the great things he's been doing. And I want to
[41:54.400 --> 41:59.120]  believe we've got some good leadership here. You know, I could talk five hours about the great
[41:59.120 --> 42:04.080]  things Trump did with the border, bringing us jobs back, you know, standing up the communist
[42:04.080 --> 42:11.760]  Chinese standing up to the left, reenergizing our military, promoting pro-American views and ideas,
[42:12.640 --> 42:17.040]  getting rid of a bunch of federal regulations that shut down US energy, making us the number one
[42:17.040 --> 42:23.040]  energy producer in the world now reversed in less than two years by Obama's third administration,
[42:23.040 --> 42:28.640]  known as the Biden administration. That said, since you keep firing out the new talking points
[42:28.640 --> 42:36.080]  against DeSantis, which I think are very legitimate, he has been walking back and his new surgeon
[42:36.080 --> 42:40.160]  general for doing a great job saying, don't give kids these poison shots. So he understands that's
[42:40.160 --> 42:46.720]  a liability as he positions himself for president. What is Trump doing? Even when Ben Shapiro that
[42:46.720 --> 42:54.400]  said, take the shots dummies, just take the shots dumbasses, we can pull up his his famous tweet,
[42:54.400 --> 43:00.880]  you know, hey dopes, just take it. His wife said three, he said two. Now he admits he was lied to,
[43:00.880 --> 43:07.040]  it's a fraud. So even if Ben Shapiro is jumping ship from the poison shots, Mr. Neocon, Mr.
[43:08.000 --> 43:13.520]  Globalist, what is going on with Trump? Here is the individual we're talking about, Ben Shapiro.
[43:14.320 --> 43:18.240]  We were lied to by the scientists. We were lied to by Pfizer. We were lied to by the government.
[43:18.240 --> 43:22.160]  We were lied to by the Biden administration. We were lied to. I don't like being lied to. I don't
[43:22.160 --> 43:28.880]  know about you. And it makes me not believe these people. Now, as I've spoken out before,
[43:28.880 --> 43:32.960]  I got back twice or have double that's my wife being a doctor and seeing bone neural patients
[43:32.960 --> 43:40.080]  is triple that's but knowing now what I know then what knowing then what I know now rather
[43:40.080 --> 43:47.040]  what I have actually gotten back based on the information that my actual chances of death
[43:47.040 --> 43:51.360]  from COVID were exorbitantly low. And I wouldn't be preventing my parents from getting that was
[43:51.360 --> 43:54.080]  really what I was concerned about because we were bubbled with my parents. What I've gotten it.
[43:54.640 --> 44:00.480]  I don't know. I really don't know. I think maybe not because again, my personal risk when it comes
[44:00.480 --> 44:06.640]  to the vaccine was extremely low when it came to COVID. I'm a young healthy male with no pre
[44:06.640 --> 44:14.080]  existing conditions. Hey, Ben, in October of 2020, months before the shot was rolled out here in the
[44:14.080 --> 44:18.800]  US, 30 knew what was happening in the UK with the shots, massive blood clots, heart attacks,
[44:18.800 --> 44:26.400]  strokes, infertility, cancer, death, autoimmune diseases, the little liver liquefying. Ben knew
[44:26.400 --> 44:31.920]  all of this. I know Trump's not a doctor. And so I'd be happy if he walked it back. He did try
[44:31.920 --> 44:37.200]  to get us the good therapeutics. He didn't ever try to force the shots on people. And so I'm not
[44:37.200 --> 44:41.760]  trying to hang this around Trump's neck. But Roger, we've agreed for over a year, they're going to
[44:41.760 --> 44:46.880]  hang it around his neck. And so yes, I would support Trump over to San us. I've seen the proofs
[44:46.880 --> 44:52.160]  in the pudding. The deep state hates him. I am going to support President Trump for president.
[44:52.160 --> 44:57.280]  But what about the thing hurting him the most with his constituency, these experimental shots
[44:57.280 --> 45:02.480]  that he got fooled into supporting? Well, first of all, as you point out, he did come out and
[45:02.480 --> 45:08.320]  strongly say that they should not in any way be mandatory. I considered that progress in a victory.
[45:08.320 --> 45:14.480]  Now that the CDC is trying to make the mandatory for schoolchildren, I think he has a great opportunity
[45:14.480 --> 45:21.840]  to attack that bad idea. I'm sorry to hear about Ben Shapiro being triple-vaxxed. Here's a message
[45:21.840 --> 45:27.040]  to the people of the Daily Wire. When Ben's no longer available, if you need somebody to do his
[45:27.040 --> 45:33.920]  show, yes, I'm available. You know, look, Ron DeSantis is 42 years old, Alex. We need him here
[45:33.920 --> 45:40.080]  in Florida. He is now doing a great job. But we need him to stay and not just run off and run for
[45:40.080 --> 45:46.800]  president within weeks of being reelected, which is why I have brought this issue to the fore.
[45:46.800 --> 45:50.720]  Well, I agree. I mean, I mean, it's a reckless thing for him to do because he can guarantee
[45:50.720 --> 45:56.480]  he'd do two more terms as governor totally as a showcase of what he could do for America.
[45:56.480 --> 46:01.760]  And then he could be in there in four years or six years. He could be there in eight years,
[46:01.760 --> 46:07.440]  in 10 years, in 12 years. I mean, definitely he could build that dynasty like Ronald Reagan,
[46:07.440 --> 46:12.720]  and then he could be the president when he's 50 years old. Well, as you know, Alex, I always get
[46:12.720 --> 46:17.520]  right to the point and I never kind of mince words. I really think this decision is not being made by
[46:17.520 --> 46:23.680]  Governor DeSantis, but I think it's being made by Lady Macbeth herself, Ron DeSantis' wife.
[46:23.680 --> 46:28.960]  Now, in the campaign here, they have put Casey DeSantis, who's a former newscaster. She's very
[46:28.960 --> 46:34.480]  beautiful. She's very articulate. They put her up in a lot of ads because, well, their polling
[46:34.480 --> 46:40.560]  shows that Ron doesn't have that kind of warm, charming, engaging side that Donald Trump has,
[46:40.560 --> 46:46.720]  and Casey DeSantis kind of warms up his imagery. But actually, I think she's the one who's made
[46:46.720 --> 46:53.360]  the decision that he should run now. I think she is the one who is forging ahead. But it concerns
[46:53.360 --> 47:00.480]  me when, for example, in Colorado, where Joe O'Day, the Republican U.S. Senate candidate,
[47:00.480 --> 47:06.800]  an out-and-out Trump attacking rhino, says that if he gets to the Senate, he will campaign against
[47:06.800 --> 47:14.640]  Donald Trump. He would be a solid vote for Mitch McConnell and the rhinos. Governor DeSantis is
[47:14.640 --> 47:22.000]  doing robo calls for him, campaigning for him. The governor is flying to New York. He's going to
[47:22.000 --> 47:28.240]  go to Long Island this weekend. I'm happy to see this in the sense that I am for Lee Zeldin. He's
[47:28.240 --> 47:34.480]  a great guy. He is America first. But why would you, if running for reelection in Florida, why would
[47:34.480 --> 47:40.400]  you head to New York unless, of course, it was because you are building a national base to run
[47:40.400 --> 47:46.160]  for president? The reason that I wanted to bring this up on the show today is many, many, many of
[47:46.160 --> 47:52.640]  the people who like both men just don't believe that this is what the governor is going to do.
[47:52.640 --> 47:59.040]  But I'm just telling you, the plan for him to move forward with an all-out candidacy
[47:59.600 --> 48:06.240]  was revealed in this debate. That was a great clip. Charlie Christ, who has been a Republican,
[48:06.240 --> 48:11.840]  an independent, then a Democrat, who was once strongly pro-life, strongly second amendment,
[48:11.840 --> 48:17.120]  now favors abortion on demand and wants to confiscate our guns. It's really pathetic.
[48:17.120 --> 48:23.440]  Well, Roger, let's expand on this. This is giant news if Ron DeSantis is going to run for president.
[48:23.440 --> 48:29.520]  And all the moves we see show that DeSantis and Trump are at loggerheads now and that both men,
[48:29.520 --> 48:34.640]  though, that's the case. So not just the history, not just the $200 million that DeSantis has got,
[48:34.640 --> 48:39.840]  not just all the different pieces of evidence, but the way that they are basically, it looks like
[48:39.840 --> 48:45.440]  campaigning against each other already is massive. I know you talk to 45 quite often,
[48:45.440 --> 48:48.560]  but the easiest way to not talk to Trump is to talk about what you talked about with Trump.
[48:48.560 --> 48:51.840]  But clearly, he probably wants some of his feelings or ideas out there.
[48:52.720 --> 48:56.080]  What do you imagine Trump's thinking about Ron DeSantis right now?
[48:56.880 --> 49:04.000]  Well, last night on Instagram, he put up a promotion for this rally in Miami on Sunday,
[49:04.000 --> 49:10.560]  November 6th. And he specifically said he was campaigning for Rubio and only Rubio.
[49:10.560 --> 49:17.040]  I think that kind of made the point. He also put up a picture of Ron DeSantis sitting alone,
[49:17.040 --> 49:23.760]  kind of like Forrest Gump. So, look, Trump is very clever. I think that he is sending a message.
[49:23.760 --> 49:28.720]  I think, in all honesty, he's very, very disappointed. I mean, he really doesn't
[49:28.720 --> 49:34.480]  understand this. He has always been there for Ron DeSantis. When Ron DeSantis fell short of his
[49:34.480 --> 49:39.760]  fundraising goals when he was elected, Trump did fundraisers for him. He did two rallies for him,
[49:39.760 --> 49:45.840]  as I say, in the final two weeks. For a long time, President Trump just didn't want to believe this.
[49:45.840 --> 49:50.800]  People kept telling him that DeSantis is running around organizing a presidential campaign. He
[49:50.800 --> 49:57.280]  just didn't want to believe it. They had a warm relationship. It's pretty clear to me of all of
[49:57.280 --> 50:05.840]  those potential candidates who want to run in 2024. The only one who has not gone to Trump and said,
[50:05.840 --> 50:12.560]  to him, look, Mr. President, if you run, I wouldn't run. At least the only serious candidate
[50:12.560 --> 50:19.120]  is Ron DeSantis. Now, Mike Pompeo, you remember him, the CIA director under Donald Trump, the guy
[50:19.120 --> 50:24.080]  who said Julian Assange was a foreign state actor, the guy who laid the whole groundwork
[50:24.080 --> 50:29.920]  for the Russian collusion hoax. He has now kind of changed his tune. So, originally, he said he
[50:29.920 --> 50:35.680]  was interested in running for president. He wouldn't run if Trump ran. Now, seeing the split
[50:35.680 --> 50:41.440]  between DeSantis and Trump, he's slowly changing his tune and saying, well, maybe he will run.
[50:42.240 --> 50:47.680]  He, if you look before his service to the Trump administration, he's got Rhino written all over
[50:47.680 --> 50:56.000]  him. So, my real fear here is that the America first majority within our party is going to get
[50:56.000 --> 51:02.640]  divided and that that allows an establishment Republican to walk away with this nomination and
[51:02.640 --> 51:08.880]  retake the party of Lincoln, the party of Goldwater, the party of Reagan, and the party of Trump.
[51:11.600 --> 51:18.560]  Now, let's just pull back here for a moment and finish up with the shots. I made a lot of
[51:18.560 --> 51:23.440]  headlines a few months ago when I said, I'm going to support DeSantis if Trump doesn't come out
[51:23.440 --> 51:28.240]  against these shots for children. And I wanted to see what DeSantis would do because I know
[51:28.240 --> 51:32.560]  as people watch and listen, I know a lot of Floridians would contact him and then I see his
[51:32.560 --> 51:36.560]  search in general come out and say, the shots don't work. They hurt you. They hurt children.
[51:36.560 --> 51:40.720]  Now, DeSantis is starting to echo that, which is going to save a lot of lives, which is the truth.
[51:40.720 --> 51:48.400]  But my real intent was knowing that Trump is in competition or knows that DeSantis is gunning for
[51:48.400 --> 51:53.760]  him to try to get Trump to do the right thing to energize his base and save a lot of lives
[51:53.760 --> 51:58.560]  and break the back of the deep state that's rolled out this depopulation weapon. Because
[51:58.560 --> 52:04.480]  children come first. See, it goes like this, God's on top, then children, then my family,
[52:04.480 --> 52:10.960]  then my country, and then my president. Okay, so I really like Trump. I love Trump.
[52:11.680 --> 52:15.360]  I think that they stole it from him. It'd be beautiful to see him back in this time. He'll
[52:15.360 --> 52:20.720]  know the pitfalls. He's not going to back down from them. They're so scared. I want Trump in.
[52:20.720 --> 52:26.880]  I want Trump in. But you understand, I don't do politics, Roger. I go after issues that I think
[52:26.880 --> 52:33.120]  are the right thing because God's watching me. And so I still support Trump because of all the
[52:33.120 --> 52:37.360]  great things he's done and all the great Republicans he's getting elected and the great job he's doing.
[52:38.080 --> 52:43.520]  But except for the turd and the punch bowl, what can we do to get him to stop being pigheaded?
[52:44.560 --> 52:49.600]  Well, Alex, I think we're doing it right now. As Donald Trump would see, let's see what happens.
[52:49.600 --> 52:56.320]  He often says that. Let's see what happens. I think the CDC decision to try to force the
[52:56.320 --> 53:02.080]  vaccination on schoolchildren puts this issue front and center again. So let's see what the
[53:02.080 --> 53:07.920]  president says. Believe me, Alex, he saw your broadcast. He has great affection for you.
[53:08.480 --> 53:16.320]  He's well aware of the pivotal role that InfoWars played in his initial nomination in 2016.
[53:16.320 --> 53:21.920]  He has great personal affection for you. He knows you have been vilified because of your
[53:21.920 --> 53:29.120]  support for him. So let's see what happens. In the meantime, however, you raised an important
[53:29.120 --> 53:38.560]  point at the very top. The efforts of the Democrats to shift all focus to this attack on Paul Pelosi
[53:38.560 --> 53:47.920]  in his home, claiming that this is an example of the violence among MAGA Republicans, really
[53:47.920 --> 53:53.680]  shows you how incredibly desperate they are about these upcoming elections. There are three
[53:53.680 --> 53:58.480]  triggers here, in my opinion. When the Democrats say the Republicans are going to cut your social
[53:58.480 --> 54:08.560]  security, they're going to cut your Medicare, and this new effort to reinvent the narrative
[54:08.560 --> 54:15.760]  regarding this attack on the speaker's husband, this shows you rank desperation. The numbers are
[54:15.760 --> 54:24.000]  sliding very fast on the Democrats. The Senate now appears to be within reach. Herschel Walker,
[54:24.000 --> 54:31.760]  who many had written off for dead, now leading in his race. If you saw that debate, it was epic.
[54:32.400 --> 54:38.240]  Warnock raises the questions about Herschel Walker's mental stability, but people have forgotten
[54:38.240 --> 54:46.480]  that Warnock ran over his wife with a car after a domestic dispute. So who's mentally unbalanced?
[54:46.480 --> 54:55.680]  Roger, I'm glad you raised the situation with Pelosi's husband and how they're now trying to
[54:55.680 --> 55:00.880]  connect it to QAnon or something. And then Senator Paul comes out and says, you know,
[55:00.880 --> 55:05.680]  I'm really sorry to hear about how you were attacked, and we should all be against violence.
[55:05.680 --> 55:11.520]  And then Democrats make fun of it and celebrate it. Rex Chapman calls Rand Paul a little bitch
[55:11.520 --> 55:17.120]  for wishing Paul Pelosi speedy recovery. So they are just getting so incredibly nasty,
[55:17.120 --> 55:22.240]  and after they burned down, you know, half the United States, nobody's buying into their January
[55:22.240 --> 55:27.520]  six narrative. I agree with you that the evidence shows they're looking at a political bloodbath
[55:27.520 --> 55:30.800]  with 10 days left. What rabbits could they pull from their hat?
[55:32.000 --> 55:38.480]  Well, you can see the way they're trying to reinvent this particular event. This fellow who
[55:38.480 --> 55:45.520]  attacked Pelosi at 2 30 in the morning, first of all, clearly there consensually. Pelosi is not
[55:45.520 --> 55:50.880]  the one who called the police, the neighbors called the police. The glass that is broken is
[55:50.880 --> 55:56.800]  broken from the outside from the inside, not the outside. So unlikely that he broke in.
[55:57.680 --> 56:05.920]  This guy's wife is a woman named Gypsy Taub. She is a ethnic Russian with a lefty connections.
[56:05.920 --> 56:12.480]  The man, I think his name is dupe. This guy is makes hemp jewelry. Does he sound like a right
[56:12.480 --> 56:18.960]  winger to you? And if you look at his Facebook pages, and you look at the writings of his wife,
[56:18.960 --> 56:25.760]  Gypsy Taub, she clearly wrote this stuff. You can you can see this. This is a Foghazy, as we would
[56:25.760 --> 56:31.360]  say back in the old neighborhood. And if this is what they're running on, they're going to lose.
[56:31.360 --> 56:38.000]  The American people are focused on gasoline prices. They're focused on food shortages.
[56:38.000 --> 56:44.240]  They're focused on the epic inflation that's destroying the buying power of the dollar for
[56:44.240 --> 56:50.080]  working families across the country. They can't understand why we're shipping billions of dollars
[56:50.560 --> 56:59.440]  to the Ukraine, walking us to up to the brink of of World War Three when we can't spend millions
[56:59.440 --> 57:06.560]  of dollars just to seal our southern border in order to end the crime and drug epidemic
[57:07.280 --> 57:16.240]  in America. I had dinner the other night with a very prominent former Democrat US Senator who
[57:16.240 --> 57:21.520]  served on the Foreign Affairs Committee when he was in the Senate. And although he is a loyal
[57:21.520 --> 57:28.080]  Democrat, he pointed out to me that we signed a treaty in 1994 with the Russians in which we
[57:28.080 --> 57:36.720]  absolutely guaranteed and agreed that we would not have Ukraine join NATO. In other words, we would
[57:36.720 --> 57:44.560]  not put NATO missiles, Western missiles funded by the United States, pointed at Russia on the ground
[57:44.560 --> 57:50.320]  in NATO, and that we are now violating that agreement. If you simply go out and say that,
[57:50.320 --> 57:57.600]  as I have, as you have Alex, as Tucker Carlson has done and others, we get attacked as Putin,
[57:57.600 --> 58:04.240]  puppets, which is absurd because in my case, I had members of my family mowed down by Russian
[58:04.240 --> 58:11.440]  tanks in Budapest in 1956. I have no illusions. Absolutely. And nobody's buying that. So what is
[58:11.440 --> 58:17.600]  your now 10 days out? What is your quick snapshot, current prediction, the way things are going now?
[58:17.600 --> 58:22.800]  What happens in 10 days? I think we're going to take control of the House. I think that the
[58:22.800 --> 58:29.120]  Senate is really, really close. We're either going to win or lose by a one or two seat majority.
[58:30.000 --> 58:36.320]  But our greatest enemy here, Alex, is overconfidence. Our greatest enemy is believing
[58:36.880 --> 58:41.680]  that there's a red wave in the bag, and therefore I don't need to worry too much about it.
[58:42.480 --> 58:49.760]  They will cheat. I am a proponent of voting on election day. I saw a piece yesterday by
[58:49.760 --> 58:54.640]  Dick Morris. Remember him? He was the guy who breathed life back into the political career of
[58:54.640 --> 59:00.480]  Bill Clinton. He says, we're making a giant mistake by voting on election day. The Republicans
[59:01.600 --> 59:09.600]  should be trying to rack up early votes by mail and absentee voter mailing. Last I heard Dick
[59:09.600 --> 59:15.440]  Morris was a Democrat, so I don't know why he's giving Republicans advice. But I don't agree with
[59:15.440 --> 59:22.640]  that. I believe that by voting on election day, those who would try to game the system are unable
[59:22.640 --> 59:29.280]  to do so because they don't know how many fraudulent votes to try to steal. Therefore, everybody
[59:29.280 --> 59:36.240]  must vote. That's the first and most important thing. Your friends, your family, your circle of
[59:36.240 --> 59:46.080]  business contacts, your social contacts, every single vote must be cast. But I'm a strong proponent
[59:46.080 --> 59:52.960]  in complete disagreement with Dick Morris. I think voting on election day is more effective.
[59:52.960 --> 59:58.720]  This was proven in the Arizona primaries, by the way. Oh, that's my last question.
[59:58.720 --> 01:00:05.600]  Well, what do you make of them trying to say that Kerry Lake had people attack her faltering
[01:00:05.600 --> 01:00:10.320]  opponents election headquarters with no evidence? It's the same thing with this whole Pelosi
[01:00:10.320 --> 01:00:14.640]  husband thing being attacked. Again, when the police get there, he's in his underwear, like you
[01:00:14.640 --> 01:00:20.080]  said, with the glass smashed outward. I mean, this is just out of control. People aren't going to buy
[01:00:20.080 --> 01:00:25.120]  this victimhood of the Democrats unless it's something really big, like a provocateur terror
[01:00:25.120 --> 01:00:30.560]  attack like the Whitmer situation in Michigan, but with actual violence. That's what I'm concerned
[01:00:30.560 --> 01:00:35.760]  about, Roger. Yeah, I totally agree with you, Alex. I think that they are fronding around trying to
[01:00:35.760 --> 01:00:41.920]  find an October surprise. Their big January six subpoena for Donald Trump, in which, by the way,
[01:00:41.920 --> 01:00:47.360]  the very first paragraph of the subpoena was an attempt to get all communications between
[01:00:47.360 --> 01:00:54.240]  Donald Trump and Roger Stone from November 20 November 3 2020 to the current time.
[01:00:54.240 --> 01:01:00.320]  Will they be disappointed in that? Because there are no conversations regarding January 6
[01:01:01.040 --> 01:01:07.600]  or the in the meter aftermath of the election. So that was a flop. That came and went in the
[01:01:07.600 --> 01:01:14.720]  media like that. Nobody's interested in January 6. Nobody's interested in the effort to hold
[01:01:14.720 --> 01:01:20.320]  Donald Trump to a completely different standard regarding his handling of presidential documents.
[01:01:20.320 --> 01:01:27.040]  We now know definitively George H. W. Bush, Barack Obama, George W. Bush all retained
[01:01:27.040 --> 01:01:32.240]  documents, including classified documents after their presidencies. None of them were prosecuted
[01:01:32.240 --> 01:01:39.280]  for that. They're desperate to try to make this an issue to distract from gas prices, food shortages,
[01:01:39.280 --> 01:01:44.640]  inflation. Absolutely. And by the way, Alex, that's my greatest concern.
[01:01:44.640 --> 01:01:51.360]  What if they decide to push the nuclear trigger between now and November? What if they are willing
[01:01:51.360 --> 01:01:59.600]  to go to a devastating world war in order to try to rally people behind the commander-in-chief?
[01:01:59.600 --> 01:02:06.560]  They are not above that, sadly. This is my greatest single fear. Pushing Putin, who's a bad guy,
[01:02:07.200 --> 01:02:12.720]  into a corner where the hardline generals in Russia are asking him what he's waiting for.
[01:02:12.720 --> 01:02:20.080]  Why doesn't he just go ahead and use tactical weapons? This is what weakness provides. This
[01:02:20.080 --> 01:02:27.040]  is what provocation provides. We're right on the precipice of a nuclear war.
[01:02:27.040 --> 01:02:34.560]  And, Roger, let me just back up in closing what you're saying. On Friday, as you know,
[01:02:34.560 --> 01:02:39.120]  the Pentagon came out and said, we now reserve the right to strike non-nuclear targets, even
[01:02:39.120 --> 01:02:45.200]  if no one's attacked us, poking and prodding the Russians to escalate. So the deep state's very
[01:02:45.200 --> 01:02:49.200]  desperate. And so people should not take this election for granted. We should all be praying.
[01:02:49.200 --> 01:02:55.280]  We should all be politically active. We should all be looking for false flags. Again, the best
[01:02:55.280 --> 01:03:01.920]  site for people to visit is stonezone.com. And, Roger, in the next 10 days, I'd like to get updates
[01:03:01.920 --> 01:03:07.600]  from you every single day, election night. We are going to be going until midnight here with a
[01:03:07.600 --> 01:03:12.320]  special live broadcast. I'd love to have you co-hosted. If you're not going to be doing it in
[01:03:12.320 --> 01:03:17.120]  Florida, we'd love to have you come to Austin and co-host like we've done before during the 2016
[01:03:17.120 --> 01:03:21.680]  election and others, stonezone.com. Roger Stone, thank you so much for the time.
[01:03:22.800 --> 01:03:27.920]  Alex, it's great to be with you. And I look forward to both of us being restored to Twitter.
[01:03:27.920 --> 01:03:32.800]  There's a bunch of menopausal bitties on there who are critics of mine. I think they're probably on
[01:03:32.800 --> 01:03:37.280]  the verge of suicide right now. No, I won't say their names that would make them important,
[01:03:37.280 --> 01:03:44.480]  but hats off to Elon Musk for returning to the precepts of free speech. And we'll work something
[01:03:44.480 --> 01:03:48.160]  out for election night. That would be fun. Thank you very much. We'll talk to you soon, Roger.
[01:03:49.600 --> 01:03:52.960]  All right, we're going to go to a quick break. And we're going to come back with a very special
[01:03:52.960 --> 01:03:57.360]  guest that I've known for eight years. And then in the last five or so, I've read several of his
[01:03:57.360 --> 01:04:04.400]  books, but I've personally gotten to have dinner with him and like three hour dinners. And I'm like,
[01:04:04.400 --> 01:04:09.840]  man, you got to go on air and lay out your knowledge of history and the globalist and the
[01:04:09.840 --> 01:04:14.720]  New World Order and where everything's going because this guy is as articulate and interesting
