[00:00:00.152 --> 00:00:00.623]  Let's go.
[00:57:35.003 --> 00:57:36.867]  Infowars is fighting back.
[00:57:36.867 --> 00:57:38.530]  Infowars needs your help.
[00:57:38.530 --> 00:57:40.554]  Infowars needs your prayers.
[00:57:40.554 --> 00:57:41.917]  Owen needs your prayers.
[00:57:41.917 --> 00:57:42.999]  We need funding.
[00:57:42.999 --> 00:57:43.941]  Infowarsstore.com
[00:57:48.120 --> 00:57:54.626]  With the daily wear and tear of the environment on our skin, it's only natural that it starts to crack and take damage.
[00:57:54.626 --> 00:58:01.372]  Wind, heat, water, and age are telltale signs that it's time to start taking care of your skin.
[00:58:01.372 --> 00:58:08.840]  With the InforWar Super Silver Cream, you can keep your skin feeling silky smooth and begin to heal the damages of the world around you.
[00:58:09.580 --> 00:58:25.303]  Created with ingredients like coconut oil, vitamin E, and the incredible Silver Sol formula, Info Whore Silver Cream works triple duty, supporting the beautifying and protecting of the skin in a fast, non-greasy formula, small and easily stored.
[00:58:25.303 --> 00:58:31.504]  It can support dry and damaged skin to reduce fine lines and wrinkles, while smoothing and softening calluses.
[00:58:31.504 --> 00:58:34.145]  With none of the harmful ingredients found in other formulas,
[00:58:34.525 --> 00:58:39.008]  You can be sure this silver cream is hard at work, promoting the healing of your skin.
[00:58:39.008 --> 00:58:43.030]  Don't miss out on the new Silversol Powered Can't Miss Formula.
[00:58:43.030 --> 00:58:46.392]  Get the Info Wars Super Silver Cream today.
[00:58:49.321 --> 00:58:59.407]  It is I, the leader of Cobra, here for a message to President Trump, the American people, and Alex Jones of InfoWars.
[00:58:59.407 --> 00:59:05.391]  Our operations with our partners, the Communist Chinese, have bought control of your media.
[00:59:05.391 --> 00:59:07.232]  But it's true.
[00:59:07.232 --> 00:59:10.414]  Your people are beginning to awaken.
[00:59:10.414 --> 00:59:13.456]  That's why Cobra is launching Operation
[00:59:13.476 --> 00:59:13.877]  We're good.
[00:59:32.418 --> 00:59:46.125]  See, when you expose our false flags and fake media, I will carry out attacks, and then blame you, like we've done with Alex Jones, blaming him for mass shootings we committed!
[00:59:46.125 --> 00:59:47.326]  Ha ha!
[00:59:47.326 --> 00:59:52.308]  Hail Cobra!
[00:59:52.308 --> 00:59:54.950]  You're listening to the Alex Jones Show.
[01:00:08.749 --> 01:00:15.052]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:00:28.922 --> 01:00:32.845]  Because he understands how big that was, and breaking with Owen Schroer, just now getting arrested.
[01:00:32.845 --> 01:00:43.113]  We're going to get into the huge coronavirus news, and big developments there, and then the big developments of Fox News admitting... Reprint me that article, I can't find it in my stack, thanks guys.
[01:00:43.113 --> 01:00:44.334]  Oh, here it is.
[01:00:44.334 --> 01:00:55.522]  That the fluoridation that they call fluoride is really a toxic mix of chemicals, and that it's a congressional waiver in law to do that, and now they're going to put the bio-sludge that's even worse
[01:00:56.493 --> 01:01:00.275]  We're not going to, they are on the crops.
[01:01:00.275 --> 01:01:06.900]  So this is so huge, this is all coming out, and they admit that it's deadly toxic, what the fluoride's doing to people.
[01:01:07.659 --> 01:01:09.061]  Just amazing.
[01:01:09.061 --> 01:01:14.807]  But I know you want to respond, because I saw you on Skype the last 10 minutes, shaking your head, watching that footage.
[01:01:14.807 --> 01:01:15.949]  Radio listeners can find it.
[01:01:15.949 --> 01:01:16.870]  We're uploading it right now.
[01:01:16.870 --> 01:01:21.074]  It just went live to Infowars.com and Newswars.com and Bandoff Video.
[01:01:21.074 --> 01:01:28.403]  I mean, Owen did nothing, and he's right in the same spot where the left is running around screaming like chickens on LSD or something.
[01:01:30.069 --> 01:01:41.336]  Well, Owen, he's to be commended for his actions and he is showing the complete hypocrisy of the system where you cannot stand silently holding a sign if that sign is pro-Trump.
[01:01:41.336 --> 01:01:46.460]  But you can hold a sign and not be molested by security if it's an anti-Trump sign.
[01:01:46.460 --> 01:01:50.883]  So now we have here in the Capitol building the same thing that the tech giants are doing.
[01:01:50.883 --> 01:01:56.887]  The content of your speech is what determines whether it's legal or illegal, whether it's allowed or banned.
[01:01:57.587 --> 01:01:59.648]  And, again, Owen Schroyer is doing that.
[01:01:59.648 --> 01:02:00.369]  He's proving it.
[01:02:00.369 --> 01:02:01.629]  And, by the way, I love what you just said.
[01:02:01.629 --> 01:02:03.010]  You're going to have a D.C.
[01:02:03.010 --> 01:02:04.931]  bureau or activities there.
[01:02:04.931 --> 01:02:05.671]  I agree.
[01:02:05.671 --> 01:02:09.673]  If Infowars can get in the faces of these people there in D.C.
[01:02:09.673 --> 01:02:12.015]  every single day, they can expose this hypocrisy.
[01:02:13.335 --> 01:02:14.996]  Owen Schroer just won big time.
[01:02:14.996 --> 01:02:21.378]  Even though he got arrested, it's a big win for showing the insanity of this censorship position.
[01:02:21.378 --> 01:02:24.239]  So hands up to Owen and Savannah, they're covering it as well.
[01:02:24.239 --> 01:02:31.101]  And I'll say this, the police, I'm not defending what they did, but clearly they didn't want to do it, they've been ordered to do it, and they did not look happy.
[01:02:31.101 --> 01:02:38.024]  But it shows the criminal orders they're being given by the human tick that is, well we know who's leading this whole thing, it's Nadler.
[01:02:39.161 --> 01:02:40.402]  Yeah, absolutely.
[01:02:40.402 --> 01:02:50.974]  And by the way, I've got a breaking story to share with you here today when we get into... Look, this clampdown on free speech and the release of the coronavirus have everything in common.
[01:02:50.974 --> 01:02:52.716]  This was all one big plan.
[01:02:52.716 --> 01:02:55.680]  It is a bioweapon and you're not allowed to talk about it.
[01:02:55.680 --> 01:02:58.163]  And the attacks on free speech are being ramped up everywhere.
[01:02:58.163 --> 01:03:00.145]  I've got details that no one else has covered yet.
[01:03:00.305 --> 01:03:03.008]  And by the way, I'll go ahead and just, I haven't told you this yet.
[01:03:03.008 --> 01:03:06.070]  You told me two days ago, massive, unprecedented attacks you're under.
[01:03:06.070 --> 01:03:07.572]  We won't get into how they're doing it.
[01:03:07.572 --> 01:03:09.494]  Guess what started getting attacked last night?
[01:03:09.494 --> 01:03:10.855]  Same style attack.
[01:03:10.855 --> 01:03:14.659]  And it turns out everybody's getting hit right now ahead of the coronavirus.
[01:03:14.659 --> 01:03:18.082]  They don't want us telling people who has their fingerprints on it.
[01:03:19.384 --> 01:03:21.045]  Yeah, it's a huge story.
[01:03:21.045 --> 01:03:25.426]  We are still disconnected from our own data servers now, two days and running.
[01:03:25.426 --> 01:03:28.507]  I've been able to post some emergency alerts, but here's the breaking news.
[01:03:28.507 --> 01:03:30.508]  I don't mean to take away from what Owen is doing.
[01:03:30.508 --> 01:03:32.248]  That's the big bombshell story of the day.
[01:03:32.248 --> 01:03:34.249]  No, no, it's coronavirus.
[01:03:34.249 --> 01:03:37.490]  The attack on free speech is important, but that's something that's a long-term fight.
[01:03:37.490 --> 01:03:39.651]  The coronavirus is really starting to look bad.
[01:03:40.555 --> 01:03:41.776]  It's very bad.
[01:03:41.776 --> 01:03:47.000]  The hospitals are being overrun in Wuhan province in China.
[01:03:47.000 --> 01:03:52.164]  10,000 hazmat suits have now been distributed to health care workers there.
[01:03:52.164 --> 01:03:56.968]  I mean, food supplies are being stripped bare because of the quarantines in three cities now.
[01:03:56.968 --> 01:03:57.509]  It's insane.
[01:03:57.509 --> 01:04:04.214]  But this is timed with a very specific new kind of attack, a new sabotage attack.
[01:04:04.214 --> 01:04:07.137]  I've got the details in a post I put up there this morning.
[01:04:07.877 --> 01:04:14.863]  There is a court, a federal court in California that's been hijacked by the vaccine deep state.
[01:04:14.863 --> 01:04:24.591]  And they have put out what are called the TROs, you know, Temporary Restraining Orders, that are secret sealed orders that don't exist in the normal court system.
[01:04:24.591 --> 01:04:29.976]  And they are ordering hosting companies and infrastructure providers to shut down temporarily
[01:04:30.716 --> 01:04:32.658]  All anti-vax websites.
[01:04:32.658 --> 01:04:34.921]  So that's what Natural News is suffering.
[01:04:34.921 --> 01:04:39.966]  Yesterday, I thought it was maybe somebody impersonating federal agents, getting fake hoaxed court orders.
[01:04:39.966 --> 01:04:41.888]  Oh my God, this news is the most massive ever.
[01:04:41.888 --> 01:04:44.170]  We knew it's not just DNS blocking.
[01:04:44.170 --> 01:04:52.318]  They now have secret court orders under national security to block anybody exposing what's happening and pointing out the truth.
[01:04:52.318 --> 01:04:54.100]  My God, it's martial laws that it is.
[01:04:56.818 --> 01:05:00.941]  I would thank you for everything you've done for the Infowar, but I know you're like me.
[01:05:00.941 --> 01:05:02.863]  You don't want my thanks.
[01:05:02.863 --> 01:05:09.088]  You want victory over the Globalists and these devil worshipping child molesters, and you want them off your back and off your children's back.
[01:05:09.088 --> 01:05:10.008]  And you know what?
[01:05:10.008 --> 01:05:13.291]  I'm the same way, and that's why we're on the same damn team.
[01:05:13.291 --> 01:05:22.638]  And it's why Infowars has been delivering time and time again, when it's clutch time, to focus the people on taking action against the Globalists.
[01:05:22.638 --> 01:05:24.039]  Because I'm committed to a future
[01:05:25.049 --> 01:05:26.350]  For humanity.
[01:05:26.350 --> 01:05:27.971]  And I know you are as well.
[01:05:27.971 --> 01:05:36.076]  So thank you in 2019 for standing with us because you are the Infowar and I want to thank you for committing to stand with us in 2020 however you can.
[01:05:36.076 --> 01:05:44.782]  From the bottom of my heart, from my family and from the great crew at Infowars, I want to thank you all because you are the Infowar and you know that's not just words, that's reality.
[01:05:45.842 --> 01:05:47.443]  You have made history.
[01:05:47.443 --> 01:05:49.323]  We have made history together.
[01:05:49.323 --> 01:05:53.905]  Infowars.com only has power because of you.
[01:05:53.905 --> 01:05:59.647]  And I suggest you use it.
[01:05:59.647 --> 01:06:02.308]  Waging war on corruption.
[01:06:02.308 --> 01:06:09.951]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[01:06:09.951 --> 01:06:11.752]  Ladies and gentlemen, Owen Schroyer.
[01:06:12.831 --> 01:06:36.033]  has been arrested for peacefully holding up a little sign the size of just printer paper saying tech companies ban me from social media democrats are trying to be banned from the capitol which they said in court the judge said no first amendment others are allowed to hold up signs at the very same spot we have footage from two days ago but he was arrested
[01:06:37.062 --> 01:06:38.446]  He was arrested.
[01:06:38.446 --> 01:06:41.435]  Now, Mike Adams has NaturalNews.com, over 300 major sites.
[01:06:43.994 --> 01:06:45.555]  And he is highly respected.
[01:06:45.555 --> 01:06:46.215]  He's an engineer.
[01:06:46.215 --> 01:06:50.838]  He owns a major toxicology lab that tests vaccines, everything.
[01:06:50.838 --> 01:06:54.319]  I mean, if anybody is accredited to be saying what he's saying, it's him.
[01:06:54.319 --> 01:06:58.241]  He's got medical doctors, scientists on his advisory group, his board.
[01:06:58.241 --> 01:07:02.003]  He's got a major facility, major facilities here in Texas, okay?
[01:07:02.003 --> 01:07:06.686]  Major publisher in multiple languages around the world, hundreds of books.
[01:07:06.686 --> 01:07:08.847]  I mean, he runs just a giant operation.
[01:07:11.485 --> 01:07:12.706]  And so we're already talking about free speech.
[01:07:12.706 --> 01:07:17.531]  He was going to come on about the coronavirus and just how Bill and Melinda Gates funded a vaccine for it.
[01:07:17.531 --> 01:07:18.712]  That's a fact.
[01:07:18.712 --> 01:07:20.713]  Others are reporting that.
[01:07:20.713 --> 01:07:24.757]  And suddenly, two days ago, he said, yeah, we can't get on our website.
[01:07:24.757 --> 01:07:26.098]  Hackers have gone in and blocked us.
[01:07:26.098 --> 01:07:27.359]  We've never seen this.
[01:07:27.359 --> 01:07:28.841]  Well, he just learned today.
[01:07:31.067 --> 01:07:34.168]  He just learned today the next level of censorship is here.
[01:07:34.168 --> 01:07:35.908]  It's not just IP level blocking.
[01:07:35.908 --> 01:07:40.330]  It's not just deplatforming you from Facebook, Twitter, YouTube.
[01:07:40.330 --> 01:07:53.034]  It's getting a judge in a secret court, just like they did with the president with the FISA warrants, to order takedowns of anti-vax sites and suddenly it's happening to other big prominent sites.
[01:07:53.034 --> 01:07:57.255]  It'll probably happen to Kennedy, who is
[01:07:59.127 --> 01:07:59.307]  That's
[01:08:19.870 --> 01:08:22.012]  Relay to us, because this could happen to us.
[01:08:22.012 --> 01:08:23.474]  This is happening everywhere, folks.
[01:08:23.474 --> 01:08:25.115]  This is how bad it's gotten.
[01:08:25.115 --> 01:08:29.079]  That's why we've got to have backup sites and relay sites and sites we work with.
[01:08:29.079 --> 01:08:35.826]  I've got big announcements I'm making on Monday, collaborations that we're involved in, because we knew this was coming with 284 days.
[01:08:35.826 --> 01:08:37.748]  But it's here.
[01:08:37.748 --> 01:08:43.434]  Secret court issuing website takedown orders in America targeting vaccine proof sites.
[01:08:44.847 --> 01:09:01.130]  And they have learned secret court orders hidden inside sealed termination court cases, which are being laundered through the federal bankruptcy courts, but have nothing to do with bankruptcies, are the hidden from the public view and assigned a secret code that indicates their real purpose.
[01:09:01.130 --> 01:09:08.111]  To disrupt and sabotage the independent media, boarding tech companies, to remove websites and platform channels, or disrupt indie media operations.
[01:09:08.111 --> 01:09:11.212]  And of course, it's being run out of San Francisco.
[01:09:11.212 --> 01:09:12.492]  Of course it is.
[01:09:13.655 --> 01:09:16.238]  Ladies and gentlemen, we even know the name of the judge.
[01:09:16.238 --> 01:09:19.761]  Mike's not going to release that at this time.
[01:09:19.761 --> 01:09:22.524]  It's incredible how he discovered this.
[01:09:22.524 --> 01:09:24.786]  This is the terrorism of the deep state.
[01:09:24.786 --> 01:09:27.188]  And you think Trump's invincible, folks.
[01:09:27.188 --> 01:09:29.871]  And they're telling him he's going to win the election, so he's confident.
[01:09:29.871 --> 01:09:33.654]  But they've got a bunch of tricks happening while the trial's going.
[01:09:33.654 --> 01:09:36.017]  We told you, if they start blocking sites,
[01:09:37.512 --> 01:09:39.914]  At the server level, you know they're dropping the hammer.
[01:09:39.914 --> 01:09:43.778]  So, so many points are converging together right now.
[01:09:43.778 --> 01:09:48.884]  Mike Adams, I already had you coming on today about these big issues with the coronavirus and what's happening.
[01:09:48.884 --> 01:09:55.070]  But this is the biggest censorship news ever because they have COG, Continued Government Emergency Courts.
[01:09:55.550 --> 01:09:57.212]  Obviously Trump isn't even involved in this.
[01:09:57.212 --> 01:09:59.634]  This is the deep state show rogue.
[01:09:59.634 --> 01:10:01.415]  Didn't want you to know this was even going on.
[01:10:01.415 --> 01:10:02.976]  You've been calling me for four or five days.
[01:10:02.976 --> 01:10:07.861]  It's happened to a bunch of other sites, medical news sites, big stuff going on.
[01:10:07.861 --> 01:10:12.184]  And so there is solved.
[01:10:12.184 --> 01:10:14.907]  Natural news subjected to industry sabotage.
[01:10:16.089 --> 01:10:26.035]  By vaccine, deep state working in junction with court, secret California court, incredible story, culprits identified, site functionality compromised, but recovery underway.
[01:10:26.035 --> 01:10:28.216]  We are very close to live status again.
[01:10:28.216 --> 01:10:29.257]  Check back for updates.
[01:10:29.257 --> 01:10:30.998]  Wow.
[01:10:30.998 --> 01:10:38.002]  And I'm not going to get into our architecture, how we stay up, but this is the deep state terrorism, folks.
[01:10:38.002 --> 01:10:41.305]  And if they can't, suicide of existence with fake lawsuits.
[01:10:41.305 --> 01:10:42.545]  This is the next level.
[01:10:42.545 --> 01:10:44.987]  That's why you've got to remember, we've got to go to the point of putting out our
[01:10:46.434 --> 01:10:58.845]  Backup sites, we haven't even announced to people yet, and we're gonna have to do a leapfrogging, folks, that when they take one big one down, you'll have to know what the new backup is on other servers, and it's gonna take them time, but Trump's gotta act on this now.
[01:10:58.845 --> 01:11:09.694]  Mike Adams, this is so illegal, this is so secret, this is so out of control, this is so unbelievable, this is exactly how this stuff is done, and it's all these maniac judges.
[01:11:11.936 --> 01:11:34.713]  We have a team of lawyers and private investigators working on this and they were able to uncover this secret sealed TRO, a temporary restraining order, which initially we thought was a hoax, but it turns out to have been issued by a court out of California.
[01:11:34.713 --> 01:11:37.516]  I already gave you the name of the judge off air.
[01:11:37.516 --> 01:11:39.037]  I can say this judge is a female.
[01:11:39.697 --> 01:11:42.758]  And she is a judge who has been accused.
[01:11:42.758 --> 01:11:45.578]  She's called one of the most corrupt judges in California.
[01:11:45.578 --> 01:11:53.820]  She's accused of helping a lawyer skim billions of dollars off of asbestos settlement trust funds.
[01:11:53.820 --> 01:12:00.222]  So she is a defender of chemical poisons and obviously an operative of the vaccine industry.
[01:12:00.222 --> 01:12:03.383]  Perhaps we'll release her name at a later date.
[01:12:03.383 --> 01:12:05.143]  But she signed an order
[01:12:05.683 --> 01:12:13.451]  To SabotageNaturalNews.com and we learned from our own attorneys that she signed similar orders for dozens of other websites.
[01:12:13.451 --> 01:12:21.339]  The only thing these sites have in common is that they were named on a list and they're all known to be vaccine truth websites or so-called anti-vax websites.
[01:12:21.719 --> 01:12:26.401]  My attorneys also warned me that this TRO could be escalated.
[01:12:26.401 --> 01:12:29.102]  They could literally seize your domain name.
[01:12:29.102 --> 01:12:33.804]  And you have no opportunity to defend against this restraining order.
[01:12:33.804 --> 01:12:34.945]  You're not given any notice.
[01:12:34.945 --> 01:12:36.925]  We were never given any notice whatsoever.
[01:12:36.925 --> 01:12:40.727]  Did you learn who went and filed the fake garbage against you?
[01:12:42.029 --> 01:12:43.089]  We know who filed it.
[01:12:43.089 --> 01:12:44.490]  Yes, we know who's involved in this.
[01:12:44.490 --> 01:12:45.850]  We know all the names.
[01:12:45.850 --> 01:12:54.452]  And our lawyers are going to be filing an emergency injunction against this TR probably in the Austin federal courts later today.
[01:12:54.452 --> 01:12:58.173]  So we're fighting this because it is blatantly illegal.
[01:12:58.173 --> 01:12:59.634]  And again, it's a secret court.
[01:12:59.634 --> 01:13:07.296]  Alex, listen, what they do is they go to an old bankruptcy court involving people that have nothing to do with us.
[01:13:09.296 --> 01:13:11.718]  A case that was terminated in 2018.
[01:13:11.718 --> 01:13:19.502]  And they reactivate the case and then they attach a new temporary restraining order that has nothing to do with anything to go shut down websites.
[01:13:19.502 --> 01:13:35.812]  So what they're doing is they're... No, no, believe me, they're telling me in my court cases, when we give them discovery no one's ever done before, do everything, they go, you're a criminal, you're not doing what we say, we're gonna put you in jail, and then they send us child porn hidden in files, we never open it, but then they do subpoenas and know right where to go.
[01:13:36.618 --> 01:13:37.859]  Yes, yes.
[01:13:37.859 --> 01:13:41.281]  All of our staff members were hit by attempted phishing attacks right before this happened.
[01:13:41.281 --> 01:13:44.463]  Of course, we know not to click strange links in email, so that didn't work.
[01:13:44.463 --> 01:13:45.683]  Well, I mean, here's the bottom line.
[01:13:45.683 --> 01:13:47.144]  Canary in the coal mine.
[01:13:47.144 --> 01:13:48.065]  You've talked to other sites.
[01:13:48.065 --> 01:13:48.685]  It's happening to them.
[01:13:48.685 --> 01:13:50.166]  They're making a big move.
[01:13:50.166 --> 01:13:56.190]  And it could be this virus out of China is what they're going to use to try to overthrow Trump, create a civil emergency.
[01:13:56.190 --> 01:14:02.654]  We've said one of their wild cards should be a bio attack or hysteria from a potential bio attack, Mike Adams.
[01:14:03.410 --> 01:14:04.852]  Well the timing of this is crucial.
[01:14:04.852 --> 01:14:08.557]  I think John Rappaport also has suffered severe attacks on his website.
[01:14:08.557 --> 01:14:16.447]  I noticed that when I went to InfoWars.com this morning that you had the Cloudflare turned way up because obviously you must have been getting hit by DDoS attacks as well.
[01:14:16.447 --> 01:14:17.269]  Massive, massive attacks.
[01:14:17.269 --> 01:14:18.110]  I didn't want to get into all this.
[01:14:18.590 --> 01:14:22.695]  What listeners don't get is we're not victims here, we're on the front lines of the fight.
[01:14:22.695 --> 01:14:25.298]  So we don't bitch and go, oh I'm a baby, help me.
[01:14:25.298 --> 01:14:26.640]  They've just arrested Owen.
[01:14:26.640 --> 01:14:28.482]  Everybody else is allowed to have speech, he can't.
[01:14:28.482 --> 01:14:34.209]  They're coming at us at every level, they're running black ops against my family, and we just keep rampaging forward winning.
[01:14:34.209 --> 01:14:36.972]  But I'm telling listeners, this isn't business as usual.
[01:14:36.972 --> 01:14:38.474]  This is Red Alert!
[01:14:38.974 --> 01:14:40.095]  Red alert!
[01:14:40.095 --> 01:14:41.596]  They're about to move on Trump.
[01:14:41.596 --> 01:14:43.517]  I'm telling you, you can feel it.
[01:14:43.517 --> 01:14:45.138]  You can see it, Mike.
[01:14:45.138 --> 01:14:48.420]  And that's why Trump needs to just absolutely come out and speak.
[01:14:48.420 --> 01:14:50.501]  Notice they're doing this while Trump's out of the country.
[01:14:50.501 --> 01:14:52.242]  I mean, this is out of control, man.
[01:14:52.242 --> 01:14:53.443]  They could kill Trump today.
[01:14:53.443 --> 01:15:01.508]  I mean, the fact that they're pulling secret courts doing this type of crap ahead of this virus, who the hell knows what they've already got and what they're doing.
[01:15:01.508 --> 01:15:07.452]  And they're testing to see if we figure it out and we know, or maybe our sites just disappear and everybody goes, oh, where did Infowars go?
[01:15:08.032 --> 01:15:10.894]  This is unbelievable!
[01:15:10.894 --> 01:15:12.656]  The courts have been hijacked at this point.
[01:15:12.656 --> 01:15:20.341]  They're hijacked by the vaccine deep state and this vaccine deep state is a cartel between corporations and government.
[01:15:20.341 --> 01:15:24.425]  Specifically the NIH, the National Institutes of Health.
[01:15:24.425 --> 01:15:31.090]  And they don't know what to do now that the UN scientists, head UN scientist came out and said vaccines are killing people, there's a cover-up.
[01:15:31.590 --> 01:15:33.412]  That's at Bandot Video.
[01:15:33.412 --> 01:15:35.014]  They absolutely don't know what to do.
[01:15:35.014 --> 01:15:36.635]  Mike, we're going to come right back to you and talk about this.
[01:15:36.635 --> 01:15:39.819]  Folks, this is the biggest censorship news ever.
[01:15:39.819 --> 01:15:42.381]  This takes the cake by orders of magnitude.
[01:15:42.381 --> 01:15:44.904]  This is like a number 10 earthquake, okay?
[01:15:44.904 --> 01:15:45.905]  This is it.
[01:15:45.905 --> 01:15:46.686]  Guaranteed.
[01:15:46.686 --> 01:15:47.707]  Red alert.
[01:15:47.707 --> 01:15:49.468]  All the stops are out.
[01:15:49.468 --> 01:15:50.389]  I can feel it.
[01:15:50.389 --> 01:15:51.330]  I can see it.
[01:15:51.330 --> 01:15:52.191]  This is it.
[01:15:52.191 --> 01:15:53.372]  They're going to try to kill Trump.
[01:15:53.372 --> 01:15:53.753]  This is it.
[01:15:56.107 --> 01:15:59.129]  We can all agree these are troubled times, right?
[01:15:59.129 --> 01:16:02.031]  So do you know who's on your wireless network?
[01:16:02.031 --> 01:16:09.236]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[01:16:09.236 --> 01:16:14.480]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[01:16:14.480 --> 01:16:22.085]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[01:16:22.085 --> 01:16:25.568]  And not just one, but all your devices with one out-of-the-box setup.
[01:16:25.828 --> 01:16:34.992]  Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[01:16:34.992 --> 01:16:38.093]  Call or click Flash Routers today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[01:16:38.093 --> 01:16:39.333]  That's 1-866-509-5817 or FlashRouters.com.
[01:16:39.333 --> 01:16:44.295]  Protect your wireless home network today with Flash Routers.
[01:16:55.535 --> 01:16:58.978]  I'm here with Scott Youseum, founder of OMG Tax.
[01:16:58.978 --> 01:17:03.842]  Tell us how your company helps our listeners out there who have a problem with the IRS.
[01:17:03.842 --> 01:17:10.227]  My team of lawyers, enrolled agents, and licensed tax experts remove wage garnishments sometimes in the same day.
[01:17:10.227 --> 01:17:15.611]  We even have reduced the total debt some of our clients were required to pay through what is known as an offer in compromise.
[01:17:15.691 --> 01:17:18.132]  Can you give us an example of somebody you help?
[01:17:18.132 --> 01:17:19.573]  Oh, can I ever?
[01:17:19.573 --> 01:17:24.715]  We have taken a $500,000 liability with the IRS.
[01:17:24.715 --> 01:17:25.495]  Guess what?
[01:17:25.495 --> 01:17:30.537]  The client didn't pay a dime through the representation known as non-collectible status with the government.
[01:17:30.537 --> 01:17:40.801]  If you owe the IRS more than $10,000 and you want to see if it's possible to pay a lot less, call OMG Tax right now for a free tax-saving consultation.
[01:17:41.061 --> 01:17:41.321]  Call 800-486-8112.
[01:17:41.321 --> 01:17:41.381]  800-486-8112.
[01:17:41.381 --> 01:17:41.441]  800-486-8112.
[01:17:41.441 --> 01:17:41.681]  That's 800-486-8112.
[01:17:56.929 --> 01:18:08.634]  If you understand why the globalists, why the servants of Satan hate InfoWars, it's because we're awake, we're alive, we're passionate, and we're not giving up.
[01:18:08.634 --> 01:18:17.418]  That's why it's critical for those of us that are aware of the New World Order's plans to not get down when they attack us, and they persecute us, and they lie about us.
[01:18:18.098 --> 01:18:22.660]  That's what we should expect because we are hurting these scumbags.
[01:18:22.660 --> 01:18:28.583]  The globalists have literally sold their soul to the dark side and they do what they do because they're slaves.
[01:18:28.583 --> 01:18:33.645]  Because they are eternally driven to try to suppress and dominate and destroy the innocent.
[01:18:34.165 --> 01:18:44.094]  It is up to us who are awake, not the sheep and not the wolves, but the sheepdogs, to stand firm and resist these wicked tyrants.
[01:18:44.094 --> 01:18:46.837]  They fear the fact that we are awake.
[01:18:46.837 --> 01:18:49.419]  They fear the fact that we are alive.
[01:18:49.419 --> 01:18:52.522]  They fear the fact that we love God.
[01:18:52.522 --> 01:18:55.945]  And that's all we ever have to know, is that God is in charge.
[01:18:57.290 --> 01:19:00.953]  It's time to take a new, healthier approach to one of your most basic needs.
[01:19:00.953 --> 01:19:08.018]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[01:19:08.018 --> 01:19:12.002]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[01:19:12.002 --> 01:19:18.987]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[01:19:18.987 --> 01:19:23.270]  This groundbreaking, gravity-fed water filtration system is like no other.
[01:19:23.270 --> 01:19:26.173]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[01:19:26.701 --> 01:19:31.463]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[01:19:31.463 --> 01:19:36.165]  Now when you buy your favorite products, you can add a donation right at the checkout.
[01:19:36.165 --> 01:19:41.648]  Simply open the donation option and either select a preset amount or enter a custom amount.
[01:19:41.648 --> 01:19:46.910]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[01:19:46.910 --> 01:19:48.391]  You asked, we delivered.
[01:19:48.391 --> 01:19:51.952]  This easy option gives you the means to donate directly to the cause.
[01:19:51.952 --> 01:19:53.853]  Remember, we're all part of the fight.
[01:19:53.853 --> 01:19:56.194]  InfoWars, brought to you by you.
[01:19:59.824 --> 01:20:14.090]  You're listening to the Alex Jones Show.
[01:20:14.090 --> 01:20:23.933]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the Info War.
[01:20:23.933 --> 01:20:25.574]  Remember what happened.
[01:20:25.574 --> 01:20:27.735]  We were the first to report on it.
[01:20:28.871 --> 01:20:40.976]  Three plus years ago, the FISA court, supposedly under the Patriot Act for Terrorists, was used against President Trump during the campaign when he was president-elect and after.
[01:20:40.976 --> 01:20:46.618]  And the FBI lied to Congress in 2017 and said they hadn't been surveilling Trump.
[01:20:46.618 --> 01:20:52.660]  It was all over the media, in the New York Times, saying Alex Jones is a liar, we didn't surveil him.
[01:20:52.660 --> 01:20:54.541]  We specifically said the FISA court.
[01:20:56.093 --> 01:21:02.306]  I was told that by former high-level people in the National Security Agency.
[01:21:02.306 --> 01:21:04.150]  We weren't just up here saying that.
[01:21:05.339 --> 01:21:09.541]  Why do you think they were saying, arrest me, kill me, I'm a Russian agent, and all this crap?
[01:21:09.541 --> 01:21:14.343]  The people that were telling me that are the folks that took down the entire Soviet Union, not the Russians.
[01:21:14.343 --> 01:21:15.663]  People like William Benning.
[01:21:15.663 --> 01:21:18.684]  And he said that on record here on air, so that's not a secret.
