[00:00.000 --> 00:15.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:51:17.000 --> 01:51:43.000]  Thank you.
[01:51:43.000 --> 01:52:10.000]  Thank you.
[01:52:10.000 --> 01:52:37.000]  Thank you.
[01:52:37.000 --> 01:52:59.000]  Thank you.
[01:52:59.000 --> 01:53:26.000]  Thank you.
[01:53:26.000 --> 01:53:53.000]  Thank you.
[01:53:53.000 --> 01:54:20.000]  Thank you.
[01:54:20.000 --> 01:54:47.000]  Thank you.
[01:54:47.000 --> 01:55:14.000]  Thank you.
[01:55:14.000 --> 01:55:41.000]  Thank you.
[01:55:41.000 --> 01:56:08.000]  Thank you.
[01:56:08.000 --> 01:56:35.000]  Thank you.
[01:56:35.000 --> 01:57:02.000]  Thank you.
[01:57:02.000 --> 01:57:29.000]  Thank you.
[01:57:29.000 --> 01:57:57.000]  Thank you.
[01:57:57.000 --> 01:58:25.000]  Thank you.
[01:58:25.000 --> 01:58:49.000]  Thank you.
[01:58:49.000 --> 01:59:18.000]  Thank you.
[01:59:19.000 --> 01:59:46.000]  Thank you.
[01:59:46.000 --> 02:00:11.000]  Thank you.
[02:00:11.000 --> 02:00:38.000]  Thank you.
[02:00:38.000 --> 02:01:04.000]  Thank you.
[02:01:04.000 --> 02:01:31.000]  Thank you.
[02:01:31.000 --> 02:01:58.000]  Thank you.
[02:01:58.000 --> 02:02:25.000]  Thank you.
[02:02:25.000 --> 02:02:52.000]  Thank you.
[02:02:52.000 --> 02:03:19.000]  Thank you.
[02:03:19.000 --> 02:03:47.000]  Thank you.
[02:03:47.000 --> 02:04:14.000]  Thank you.
[02:04:14.000 --> 02:04:43.000]  Thank you.
[02:04:44.000 --> 02:05:12.000]  Thank you.
[02:05:12.000 --> 02:05:41.000]  Thank you.
[02:05:42.000 --> 02:06:09.000]  Thank you.
[02:06:09.000 --> 02:06:36.000]  Thank you.
[02:06:36.000 --> 02:07:00.000]  Thank you.
[02:07:00.000 --> 02:07:28.000]  Thank you.
[02:07:28.000 --> 02:07:55.000]  Thank you.
[02:07:55.000 --> 02:08:22.000]  Thank you.
[02:08:22.000 --> 02:08:49.000]  Thank you.
[02:08:49.000 --> 02:09:16.000]  Thank you.
[02:09:16.000 --> 02:09:43.000]  Thank you.
[02:09:43.000 --> 02:10:11.000]  Thank you.
[02:10:11.000 --> 02:10:38.000]  Thank you.
[02:10:38.000 --> 02:11:05.000]  Thank you.
[02:11:05.000 --> 02:11:33.000]  Thank you.
[02:11:33.000 --> 02:12:00.000]  Thank you.
[02:12:00.000 --> 02:12:29.000]  Thank you.
[02:12:30.000 --> 02:12:59.000]  Thank you.
[02:13:00.000 --> 02:13:27.000]  Thank you.
[02:13:27.000 --> 02:13:54.000]  Thank you.
[02:13:54.000 --> 02:14:21.000]  Thank you.
[02:14:21.000 --> 02:14:48.000]  Thank you.
[02:14:48.000 --> 02:15:15.000]  Thank you.
[02:15:15.000 --> 02:15:43.000]  Thank you.
[02:15:43.000 --> 02:16:10.000]  Thank you.
[02:16:10.000 --> 02:16:38.000]  Thank you.
[02:16:38.000 --> 02:17:05.000]  Thank you.
[02:17:05.000 --> 02:17:32.000]  Thank you.
[02:17:32.000 --> 02:17:59.000]  Thank you.
[02:17:59.000 --> 02:18:26.000]  Thank you.
[02:18:26.000 --> 02:18:53.000]  Thank you.
[02:18:53.000 --> 02:19:20.000]  Thank you.
[02:19:20.000 --> 02:19:48.000]  Thank you.
[02:19:48.000 --> 02:20:15.000]  Thank you.
[02:20:15.000 --> 02:20:41.000]  Thank you.
[02:20:41.000 --> 02:21:07.000]  Thank you.
[02:21:07.000 --> 02:21:34.000]  Thank you.
[02:21:34.000 --> 02:21:59.000]  Thank you.
[02:21:59.000 --> 02:22:25.000]  Thank you.
[02:22:25.000 --> 02:22:52.000]  Thank you.
[02:22:52.000 --> 02:23:19.000]  Thank you.
[02:23:19.000 --> 02:23:46.000]  Thank you.
[02:23:46.000 --> 02:24:12.000]  Thank you.
[02:24:12.000 --> 02:24:39.000]  Thank you.
[02:24:39.000 --> 02:25:06.000]  Thank you.
[02:25:06.000 --> 02:25:33.000]  Thank you.
[02:25:33.000 --> 02:26:00.000]  Thank you.
[02:26:00.000 --> 02:26:29.000]  Thank you.
[02:26:30.000 --> 02:26:57.000]  Thank you.
[02:26:57.000 --> 02:27:24.000]  Thank you.
[02:27:24.000 --> 02:27:51.000]  Thank you.
[02:27:51.000 --> 02:28:12.000]  Thank you.
[02:28:12.000 --> 02:28:39.000]  Thank you.
[02:28:39.000 --> 02:29:06.000]  Thank you.
[02:29:06.000 --> 02:29:33.000]  Thank you.
[02:29:33.000 --> 02:30:00.000]  Thank you.
[02:30:00.000 --> 02:30:27.000]  Thank you.
[02:30:27.000 --> 02:30:54.000]  Thank you.
[02:30:54.000 --> 02:31:21.000]  Thank you.
[02:31:21.000 --> 02:31:48.000]  Thank you.
[02:31:48.000 --> 02:32:10.000]  Thank you.
[02:32:10.000 --> 02:32:37.000]  Thank you.
[02:32:37.000 --> 02:32:59.000]  Thank you.
[02:33:07.000 --> 02:33:34.000]  Thank you.
[02:33:34.000 --> 02:34:01.000]  Thank you.
[02:34:01.000 --> 02:34:29.000]  Thank you.
[02:34:29.000 --> 02:34:56.000]  Thank you.
[02:34:56.000 --> 02:35:23.000]  Thank you.
[02:35:23.000 --> 02:35:50.000]  Thank you.
[02:35:50.000 --> 02:36:17.000]  Thank you.
[02:36:17.000 --> 02:36:44.000]  Thank you.
[02:36:44.000 --> 02:37:11.000]  Thank you.
[02:37:11.000 --> 02:37:38.000]  Thank you.
[02:37:38.000 --> 02:38:05.000]  Thank you.
[02:38:05.000 --> 02:38:32.000]  Thank you.
[02:38:32.000 --> 02:38:58.000]  Thank you.
[02:38:58.000 --> 02:39:25.000]  Thank you.
[02:39:25.000 --> 02:39:52.000]  Thank you.
[02:39:52.000 --> 02:40:20.000]  Thank you.
[02:40:20.000 --> 02:40:47.000]  Thank you.
[02:40:47.000 --> 02:41:14.000]  Thank you.
[02:41:14.000 --> 02:41:41.000]  Thank you.
[02:41:41.000 --> 02:42:08.000]  Thank you.
[02:42:08.000 --> 02:42:35.000]  Thank you.
[02:42:35.000 --> 02:43:03.000]  Thank you.
[02:43:03.000 --> 02:43:32.000]  Thank you.
[02:43:33.000 --> 02:44:00.000]  Thank you.
[02:44:00.000 --> 02:44:27.000]  Thank you.
[02:44:27.000 --> 02:44:54.000]  Thank you.
[02:44:54.000 --> 02:45:23.000]  Thank you.
[02:45:24.000 --> 02:45:51.000]  Thank you.
[02:45:51.000 --> 02:46:18.000]  Thank you.
[02:46:18.000 --> 02:46:45.000]  Thank you.
[02:46:45.000 --> 02:47:12.000]  Thank you.
[02:47:12.000 --> 02:47:39.000]  Thank you.
[02:47:39.000 --> 02:48:08.000]  Thank you.
[02:48:08.000 --> 02:48:35.000]  Thank you.
[02:48:35.000 --> 02:49:02.000]  Thank you.
[02:49:02.000 --> 02:49:30.000]  Thank you.
[02:49:30.000 --> 02:49:57.000]  Thank you.
[02:49:57.000 --> 02:50:24.000]  Thank you.
[02:50:24.000 --> 02:50:51.000]  Thank you.
[02:50:51.000 --> 02:51:17.000]  Thank you.
[02:51:17.000 --> 02:51:44.000]  Thank you.
[02:51:44.000 --> 02:52:11.000]  Thank you.
[02:52:11.000 --> 02:52:38.000]  Thank you.
[02:52:38.000 --> 02:52:59.000]  Thank you.
[02:52:59.000 --> 02:53:27.000]  Thank you.
[02:53:27.000 --> 02:53:54.000]  Thank you.
[02:53:54.000 --> 02:54:21.000]  Thank you.
[02:54:24.000 --> 02:54:52.000]  Thank you.
[02:54:52.000 --> 02:55:20.000]  Thank you.
[02:55:20.000 --> 02:55:47.000]  Thank you.
[02:55:47.000 --> 02:56:14.000]  Thank you.
[02:56:14.000 --> 02:56:42.000]  Thank you.
[02:56:42.000 --> 02:57:09.000]  Thank you.
[02:57:09.000 --> 02:57:36.000]  Thank you.
[02:57:36.000 --> 02:58:03.000]  Thank you.
[02:58:03.000 --> 02:58:32.000]  Thank you.
[02:58:32.000 --> 02:58:59.000]  Thank you.
[02:58:59.000 --> 02:59:21.000]  Thank you.
[02:59:21.000 --> 02:59:48.000]  Thank you.
[02:59:51.000 --> 03:00:20.000]  Thank you.
[03:00:20.000 --> 03:00:46.000]  Thank you.
[03:00:46.000 --> 03:01:13.000]  Thank you.
[03:01:13.000 --> 03:01:40.000]  Thank you.
[03:01:40.000 --> 03:02:08.000]  Thank you.
[03:02:08.000 --> 03:02:35.000]  Thank you.
[03:02:35.000 --> 03:03:02.000]  Thank you.
[03:03:02.000 --> 03:03:31.000]  Thank you.
[03:03:31.000 --> 03:03:58.000]  Thank you.
[03:03:58.000 --> 03:04:25.000]  Thank you.
[03:04:25.000 --> 03:04:52.000]  Thank you.
[03:04:52.000 --> 03:05:19.000]  Thank you.
[03:05:19.000 --> 03:05:46.000]  Thank you.
[03:05:46.000 --> 03:06:14.000]  Thank you.
[03:06:14.000 --> 03:06:43.000]  Thank you.
[03:06:44.000 --> 03:07:10.000]  Thank you.
[03:07:10.000 --> 03:07:38.000]  Thank you.
[03:07:38.000 --> 03:08:01.000]  Thank you.
[03:08:09.000 --> 03:08:14.000]  If you are receiving this transmission, you are the resistance.
[03:08:14.000 --> 03:08:23.000]  From the front lines of the Information War, it's Alex Jones.
[03:08:23.000 --> 03:08:27.000]  Well, that is the fourth hour overdrive of the Alex Jones show.
[03:08:27.000 --> 03:08:29.000]  I'm your host Paul Joseph Watson.
[03:08:29.000 --> 03:08:35.000]  And I'm from England, a country where our own national flag is called racist and banned.
[03:08:35.000 --> 03:08:40.000]  But waving an ISIS flag next to Parliament is perfectly fine.
[03:08:40.000 --> 03:08:44.000]  Yes, that actually happened if you remember the story.
[03:08:44.000 --> 03:08:52.000]  And I'm from Britain, a country where we let in 300,000 immigrants net every single year,
[03:08:52.000 --> 03:09:00.000]  yet still revel in our own collective white guilt and ban our own flags to avoid offending immigrants.
[03:09:00.000 --> 03:09:06.000]  Can you imagine a situation in the United States where on the 4th of July,
[03:09:06.000 --> 03:09:14.000]  the local governments, the city governments ban the US flag, ban the display of old glory,
[03:09:14.000 --> 03:09:19.000]  because it might offend Mexican immigrants, because it might offend Muslims.
[03:09:19.000 --> 03:09:23.000]  Well, St. George's Day is nowhere on the scale of the 4th of July,
[03:09:23.000 --> 03:09:29.000]  but it is England's national day, supposedly celebrating its heritage.
[03:09:29.000 --> 03:09:38.000]  But that is no longer permissible in the new multicultural society that we're now living under in today's day and age.
[03:09:38.000 --> 03:09:43.000]  We got this story out of the Express, which Alex touched upon earlier.
[03:09:43.000 --> 03:09:51.000]  Angers, council officials say UK city is too multicultural to celebrate St. George's Day.
[03:09:51.000 --> 03:09:57.000]  Too multicultural to celebrate our own country to display our own flag.
[03:09:57.000 --> 03:10:05.000]  An English city council refused to host St. George's Day celebrations because the area is too multicultural.
[03:10:05.000 --> 03:10:09.000]  And you know, Bristol is not even compared to many areas of London.
[03:10:09.000 --> 03:10:12.000]  That quote, multicultural.
[03:10:12.000 --> 03:10:15.000]  So if it's happening in Bristol, it's happening everywhere else.
[03:10:15.000 --> 03:10:21.000]  Bristol City Council allowed the national day to pass without a single event for the patron saint,
[03:10:21.000 --> 03:10:25.000]  despite its history, dating back to 1222.
[03:10:25.000 --> 03:10:29.000]  Council chiefs said 91 different languages are spoken in the town,
[03:10:29.000 --> 03:10:32.000]  and it would be very difficult to commemorate them all.
[03:10:32.000 --> 03:10:36.000]  Some in the area feel as though the English symbols have been hijacked by far-right groups
[03:10:36.000 --> 03:10:38.000]  and are concerned about being branded racist.
[03:10:38.000 --> 03:10:41.000]  There's that collective white guilt once again.
[03:10:41.000 --> 03:10:49.000]  We're racist, even though we're letting 300,000 immigrants into a country with a population of 60 million every single year.
[03:10:49.000 --> 03:10:54.000]  That means we're racist, even though we're the most tolerant country in Europe for this.
[03:10:54.000 --> 03:10:57.000]  Gotta get that white guilt going.
[03:10:57.000 --> 03:10:59.000]  According to the Daily Star Sunday,
[03:10:59.000 --> 03:11:04.000]  Kathna Wolfe, founder of 91 Bays to Build a Global City,
[03:11:04.000 --> 03:11:07.000]  which aims to unite Bristol's multicultural communities,
[03:11:07.000 --> 03:11:10.000]  said people can be frightened of the white and red St. George's flag.
[03:11:10.000 --> 03:11:16.000]  So because it triggers people, because it frightens them, because it violates their safe space,
[03:11:16.000 --> 03:11:18.000]  it's banned.
[03:11:18.000 --> 03:11:20.000]  This is the national flag of England.
[03:11:20.000 --> 03:11:24.000]  This is the national day of commemoration of England's history,
[03:11:24.000 --> 03:11:27.000]  going back to 1222.
[03:11:27.000 --> 03:11:30.000]  And it's banned because it might offend minorities,
[03:11:30.000 --> 03:11:32.000]  because it might offend immigrants,
[03:11:32.000 --> 03:11:35.000]  because it might offend Muslims.
[03:11:35.000 --> 03:11:40.000]  What's not banned is if you're walking around the houses of Parliament, Westminster,
[03:11:40.000 --> 03:11:45.000]  the very heart of government in the capital city of the country,
[03:11:45.000 --> 03:11:48.000]  waving an ISIS flag.
[03:11:48.000 --> 03:11:50.000]  That's perfectly acceptable.
[03:11:50.000 --> 03:11:53.000]  This is from back in July, and we covered it at the time.
[03:11:53.000 --> 03:11:58.000]  Police criticised for not arresting men carrying ISIS flag near Parliament.
[03:11:58.000 --> 03:12:03.000]  Police had been criticised for failing to arrest a man who was seen wandering near Big Ben,
[03:12:03.000 --> 03:12:06.000]  draped in an Islamic state flag.
[03:12:06.000 --> 03:12:09.000]  The man was photographed walking past a group of scouts
[03:12:09.000 --> 03:12:15.000]  outside the houses of Parliament as he wore a large ISIS flag on his back.
[03:12:15.000 --> 03:12:19.000]  He was carrying a small child on his shoulders who was waving a smaller flag in their hand.
[03:12:19.000 --> 03:12:23.000]  And you can go to the Guardian article and see the picture.
[03:12:23.000 --> 03:12:29.000]  Giant Islamic state flag draped over most of his body,
[03:12:29.000 --> 03:12:31.000]  walking around central London,
[03:12:31.000 --> 03:12:34.000]  walking past the houses of Parliament,
[03:12:34.000 --> 03:12:37.000]  walking past Big Ben, draped in an ISIS flag.
[03:12:37.000 --> 03:12:39.000]  That's perfectly acceptable.
[03:12:39.000 --> 03:12:42.000]  It doesn't matter if that causes offence to anyone.
[03:12:42.000 --> 03:12:46.000]  The very symbol of a group that has decimated,
[03:12:46.000 --> 03:12:49.000]  that has massacred Christians across the Middle East,
[03:12:49.000 --> 03:12:51.000]  that has beheaded people,
[03:12:51.000 --> 03:12:55.000]  that has put people into tanks and drowned them alive,
[03:12:55.000 --> 03:12:58.000]  that has burned people alive in cages.
[03:12:58.000 --> 03:13:00.000]  You can support them. You can wave their flag.
[03:13:00.000 --> 03:13:04.000]  That's perfectly acceptable to the man who takes offence.
[03:13:04.000 --> 03:13:09.000]  But God forbid, would you want to wave the flag of England?
[03:13:09.000 --> 03:13:13.000]  The St George's Cross on St George's Day.
[03:13:13.000 --> 03:13:17.000]  This is the state of political correctness in Great Britain.
[03:13:17.000 --> 03:13:20.000]  If you think you've got it bad in America,
[03:13:20.000 --> 03:13:22.000]  you ain't seen nothing yet.
[03:13:22.000 --> 03:13:25.000]  And of course, it's not the first time we've seen this.
[03:13:25.000 --> 03:13:31.000]  In fact, I put an article out three years ago, May 2013.
[03:13:31.000 --> 03:13:35.000]  Council vetoes display of English flag because it's quote,
[03:13:35.000 --> 03:13:37.000]  offensive to Muslims.
[03:13:37.000 --> 03:13:41.000]  A local council in England vetoed the display of St George's
[03:13:41.000 --> 03:13:44.000]  cross flag over concerns it would be offensive to Muslims
[03:13:44.000 --> 03:13:47.000]  while allowing the rainbow flag of the lesbian, gay,
[03:13:47.000 --> 03:13:51.000]  bisexual and transgender pride movement to be flown.
[03:13:51.000 --> 03:13:55.000]  And of course, the dichotomy is, what are they going to do
[03:13:55.000 --> 03:13:58.000]  given how intolerant Muslims are towards gay people,
[03:13:58.000 --> 03:14:00.000]  towards transgender people?
[03:14:00.000 --> 03:14:03.000]  What are they going to do when they demand that those flags
[03:14:03.000 --> 03:14:05.000]  be taken down?
[03:14:05.000 --> 03:14:07.000]  Because they cause offence.
[03:14:07.000 --> 03:14:11.000]  Because of course, as we saw from a poll a couple of weeks ago,
[03:14:11.000 --> 03:14:16.000]  52% of Muslims think that homosexuality should be illegal
[03:14:16.000 --> 03:14:18.000]  in the United Kingdom.
[03:14:18.000 --> 03:14:20.000]  Should we take offence to that?
[03:14:20.000 --> 03:14:22.000]  Or are we going to accept this?
[03:14:22.000 --> 03:14:25.000]  Are we going to accept them when they call for the rainbow flag
[03:14:25.000 --> 03:14:28.000]  of the gay pride movement to be removed?
[03:14:28.000 --> 03:14:31.000]  Leftists are going to have a certain dichotomy
[03:14:31.000 --> 03:14:33.000]  when it comes to that situation.
[03:14:33.000 --> 03:14:37.000]  To be fair, in the past, when this has happened,
[03:14:37.000 --> 03:14:40.000]  they've talked to more mainstream Muslim groups
[03:14:40.000 --> 03:14:43.000]  and asked them, what do you think about this?
[03:14:43.000 --> 03:14:46.000]  Are you offended by the display of the English flag,
[03:14:46.000 --> 03:14:48.000]  the St George's Cross?
[03:14:48.000 --> 03:14:50.000]  And as is quoted in this article, in fact,
[03:14:50.000 --> 03:14:54.000]  a spokesman for the Bristol Muslim Cultural Society
[03:14:54.000 --> 03:14:57.000]  where this flag, the display of this flag,
[03:14:57.000 --> 03:15:00.000]  the commemoration of St George's Day was just basically
[03:15:00.000 --> 03:15:03.000]  not recognized by the council.
[03:15:03.000 --> 03:15:06.000]  He said, quote, used by the far right is one thing,
[03:15:06.000 --> 03:15:09.000]  but to say that Muslims are offended, I don't think is correct.
[03:15:09.000 --> 03:15:12.000]  We understand the flag is part of this country's heritage,
[03:15:12.000 --> 03:15:17.000]  and in fact, many Muslims will identify as being British themselves.
[03:15:17.000 --> 03:15:20.000]  So even the Muslims themselves, when they ask them,
[03:15:20.000 --> 03:15:22.000]  they're not even offended by it.
[03:15:22.000 --> 03:15:25.000]  So who are they trying to protect here?
[03:15:25.000 --> 03:15:28.000]  These are the same councils that, for example,
[03:15:28.000 --> 03:15:31.000]  in Rotherham, in Oxford, in Rochdale,
[03:15:31.000 --> 03:15:34.000]  in all these different areas of the United Kingdom,
[03:15:34.000 --> 03:15:37.000]  covered up, in some cases, for over a decade,
[03:15:37.000 --> 03:15:43.000]  child grooming, child sex abuse trafficking scandals,
[03:15:43.000 --> 03:15:48.000]  again, being run, being overseen by groups of Muslim men,
[03:15:48.000 --> 03:15:50.000]  predominantly Pakistanis.
[03:15:50.000 --> 03:15:54.000]  In Rotherham, the council covered it up for 13 years
[03:15:54.000 --> 03:15:57.000]  while these children, who were mainly white girls,
[03:15:57.000 --> 03:15:59.000]  were being abused.
[03:15:59.000 --> 03:16:03.000]  When asked why, they said, well, political correctness.
[03:16:03.000 --> 03:16:07.000]  We don't want to cause offence by drawing attention to the fact
[03:16:07.000 --> 03:16:11.000]  that this is a huge problem amongst Muslim communities,
[03:16:11.000 --> 03:16:16.000]  amongst Pakistani Muslim gangs, where they kidnap children,
[03:16:16.000 --> 03:16:21.000]  they sell them into the sex trade, they abuse them.
[03:16:21.000 --> 03:16:23.000]  A number of these scandals across the United Kingdom,
[03:16:23.000 --> 03:16:26.000]  which have come out over the past five years,
[03:16:26.000 --> 03:16:29.000]  and they covered it up to not cause offence.
[03:16:29.000 --> 03:16:31.000]  Just like now, they're telling people they can't display
[03:16:31.000 --> 03:16:34.000]  the St. George's flag not to cause offence.
[03:16:34.000 --> 03:16:38.000]  And in fact, if you look at this article from 2013,
[03:16:38.000 --> 03:16:40.000]  there are more examples.
[03:16:40.000 --> 03:16:44.000]  During the World Cup, okay, so this is soccer.
[03:16:44.000 --> 03:16:48.000]  This is not even affiliated with any kind of national celebration.
[03:16:48.000 --> 03:16:53.000]  God forbid we would want to express any pride in our own country, right?
[03:16:53.000 --> 03:16:57.000]  That's not allowed anymore under this new culturally diverse society.
[03:16:57.000 --> 03:17:02.000]  But even during the World Cup, in Bolton, in Coventry,
[03:17:02.000 --> 03:17:07.000]  people were flying the St. George's flag to support the England soccer team.
[03:17:07.000 --> 03:17:10.000]  They were told by councils to take it down,
[03:17:10.000 --> 03:17:13.000]  because it could be deemed racist.
[03:17:13.000 --> 03:17:15.000]  This is the flag of England.
[03:17:15.000 --> 03:17:18.000]  This is not, you know, a swastika.
[03:17:18.000 --> 03:17:21.000]  This is not a KKK flag.
[03:17:21.000 --> 03:17:25.000]  This is the flag of the country in which we live.
[03:17:25.000 --> 03:17:31.000]  In 2009, Labour-run Sandwell Council withdrew funding for a St. George's Day Parade,
[03:17:31.000 --> 03:17:35.000]  citing fears that it might attract far-right elements.
[03:17:35.000 --> 03:17:37.000]  So this hasn't just happened now.
[03:17:37.000 --> 03:17:39.000]  This hasn't started in 2016.
[03:17:39.000 --> 03:17:44.000]  We've been documenting this for at least seven, eight years.
[03:17:44.000 --> 03:17:48.000]  This is the state of multiculturalism in Britain today.
[03:17:48.000 --> 03:17:52.000]  And on that note, moving on to our next article,
[03:17:52.000 --> 03:17:57.000]  and this is going to be posted up on infowars.com here over the next 10, 15 minutes.
[03:17:57.000 --> 03:18:00.000]  Former US diplomat,
[03:18:00.000 --> 03:18:06.000]  suicidal migration policies will cause Europeans to flee their countries.
[03:18:06.000 --> 03:18:08.000]  Listen to these amazing quotes.
[03:18:08.000 --> 03:18:11.000]  This is former US diplomat Adam Topolanski,
[03:18:11.000 --> 03:18:17.000]  who worked for the US State Department between 1984 and 1988.
[03:18:17.000 --> 03:18:21.000]  He warns that Europeans will flee their own countries
[03:18:21.000 --> 03:18:24.000]  as a result of suicidal migration policies
[03:18:24.000 --> 03:18:26.000]  that have seen millions of Muslim asylum seekers
[03:18:26.000 --> 03:18:29.000]  pour into the continent over the last year.
[03:18:29.000 --> 03:18:31.000]  In our article for Hungary today,
[03:18:31.000 --> 03:18:35.000]  and the article links through to that original editorial,
[03:18:35.000 --> 03:18:39.000]  Topolanski says that European countries like Hungary and Czech Republic
[03:18:39.000 --> 03:18:42.000]  that have refused to bow to the migrant influx
[03:18:42.000 --> 03:18:44.000]  and, of course, have been labelled racist and xenophobic
[03:18:44.000 --> 03:18:48.000]  for merely wanting to protect the integrity of their own borders,
[03:18:48.000 --> 03:18:52.000]  will become a refuge for European citizens
[03:18:52.000 --> 03:18:55.000]  who will become migrants in their own land
[03:18:55.000 --> 03:18:58.000]  as a result of mass Muslim immigration.
[03:18:58.000 --> 03:19:00.000]  Listen to this quote.
[03:19:00.000 --> 03:19:04.000]  Tens, possibly hundreds of thousands of German, Dutch, French, Belgian,
[03:19:04.000 --> 03:19:09.000]  and other Western European citizens may opt to move to Hungary
[03:19:09.000 --> 03:19:15.000]  in the next 10, 20 to 30 years and settle there in the wake of the migration crisis.
[03:19:15.000 --> 03:19:20.000]  He adds that, quote, reverse migration is a predictable trend
[03:19:20.000 --> 03:19:22.000]  because European citizens, quote,
[03:19:22.000 --> 03:19:26.000]  will want to escape their leader's suicidal migration policies
[03:19:26.000 --> 03:19:30.000]  and will seek a safer place to retire.
[03:19:30.000 --> 03:19:34.000]  This is a former top US diplomat, worked for the US State Department,
[03:19:34.000 --> 03:19:36.000]  basically saying that European citizens
[03:19:36.000 --> 03:19:40.000]  are going to become migrants on their own continent.
[03:19:40.000 --> 03:19:45.000]  Western Europe is going to be overtaken by this mass wave of Muslims
[03:19:45.000 --> 03:19:50.000]  and that central Eastern European countries, like the Czech Republic,
[03:19:50.000 --> 03:19:55.000]  like Hungary, are going to become a new refuge for Europeans fleeing from the West.
[03:19:55.000 --> 03:20:07.000]  We'll get into it more after the break. This is the Alex Jones Show Live, Stay tuned.
[03:20:26.000 --> 03:20:30.000]  Meals like pasta, Alfredo, cheesy lasagna, breakfast, dessert, drinks and snacks,
[03:20:30.000 --> 03:20:33.000]  just add water and your family is eating delicious food
[03:20:33.000 --> 03:20:36.000]  instead of fighting for scraps in a food riot. Try it free.
[03:20:36.000 --> 03:20:40.000]  Order a no obligation free sample meal delivered right to your front door
[03:20:40.000 --> 03:20:44.000]  and for a limited time get a 10% discount and free shipping on all orders.
[03:20:44.000 --> 03:20:47.000]  Once done, you're set for 25 years.
[03:20:47.000 --> 03:20:50.000]  Be wise and be ready with wise food storage.
[03:20:50.000 --> 03:21:00.000]  Call for your free sample now.
[03:21:00.000 --> 03:21:02.000]  Are you concerned about the power grid?
[03:21:02.000 --> 03:21:05.000]  About the new war on the power grid?
[03:21:05.000 --> 03:21:09.000]  If so, this will be the most important radio message you will ever hear
[03:21:09.000 --> 03:21:11.000]  and the most valuable. Here's why.
[03:21:11.000 --> 03:21:17.000]  An important book revealing new and dangerous vulnerabilities of the power grid has just been written.
[03:21:17.000 --> 03:21:21.000]  Incredibly, the author has agreed to give away several free copies
[03:21:21.000 --> 03:21:24.000]  but only for a limited time to GCN listeners.
[03:21:24.000 --> 03:21:29.000]  He simply asks that you pay $3 to cover part of the shipping and handling cost.
[03:21:29.000 --> 03:21:35.000]  Even better, if you're one of the first 17 online today, he will actually FedEx the book to you.
[03:21:35.000 --> 03:21:40.000]  Why do this? Why would he spend extra money and all that bother to FedEx his new book?
[03:21:40.000 --> 03:21:43.000]  The answer is simple. America's power grid is in grave danger
[03:21:43.000 --> 03:21:47.000]  and most Americans are clueless. Find out what's going on behind the scenes
[03:21:47.000 --> 03:21:50.000]  and why the most common question this author gets is,
[03:21:50.000 --> 03:21:54.000]  do you fear for your life? Go to waronthegrid.com.
[03:21:54.000 --> 03:21:56.000]  That's waronthegrid.com.
[03:21:56.000 --> 03:21:59.000]  Don't wait, waronthegrid.com.
[03:21:59.000 --> 03:22:09.000]  I'm Nick Sobolewski, a select quote agent with a true story of how select quote goes to bat for you by in term life insurance.
[03:22:09.000 --> 03:22:13.000]  A while back, a man called me who had had prostate cancer.
[03:22:13.000 --> 03:22:17.000]  He asked if I could beat a very high quote another life insurance agent had given him.
[03:22:17.000 --> 03:22:19.000]  I said, let me see.
[03:22:19.000 --> 03:22:25.000]  Well, I took his pertinent information, then shopped the highly rated, price competitive companies we represent
[03:22:25.000 --> 03:22:30.000]  and found one who pre-approved him for a premium way below what he had been quoted.
[03:22:30.000 --> 03:22:35.000]  When it comes to term life insurance, no other company touches select quotes,
[03:22:35.000 --> 03:22:42.000]  experience and expertise in finding the right policy at the right price for almost anyone.
[03:22:42.000 --> 03:22:44.000]  How about you?
[03:22:44.000 --> 03:22:48.000]  For your free quote, call 1-800-654-1632.
[03:22:48.000 --> 03:22:52.000]  That's 1-800-654-1632.
[03:22:52.000 --> 03:22:55.000]  1-800-654-1632.
[03:22:55.000 --> 03:22:59.000]  Or go to selectquote.com. We shop. You save.
[03:22:59.000 --> 03:23:03.000]  Mother's Day is next week and Pro Flowers is offering an amazing special.
[03:23:03.000 --> 03:23:08.000]  100 stunning blooms for mom plus a free glass face for $19.99.
[03:23:08.000 --> 03:23:14.000]  Go to proflowers.com. Click on the blue microphone in the upper right corner and enter the secret code 3434.
[03:23:14.000 --> 03:23:17.000]  But hurry, this incredible deal expires this Friday.
[03:23:17.000 --> 03:23:21.000]  With fresh flowers, guaranteed delivery and add-ons to complete your gift,
[03:23:21.000 --> 03:23:25.000]  Pro Flowers says everything you need to be a gifting expert on Mother's Day.
[03:23:25.000 --> 03:23:27.000]  Order now from Pro Flowers to get huge savings.
[03:23:27.000 --> 03:23:30.000]  You picked the delivery date and it's guaranteed.
[03:23:30.000 --> 03:23:38.000]  100 colorful blooms sent fresh from the fields and guaranteed to stay fresh and beautiful for at least 7 days for $19.99.
[03:23:38.000 --> 03:23:40.000]  And will include a free glass face.
[03:23:40.000 --> 03:23:44.000]  Hurry, Mother's Day is next week and this incredible special expires this Friday.
