[00:00:00.009 --> 00:00:00.990]  We're good.
[00:45:00.686 --> 00:45:03.869]  Well, my point is that actually started in Tucson and Dallas.
[00:45:03.869 --> 00:45:06.811]  First time I saw it on the radar was about six, seven years ago.
[00:45:06.811 --> 00:45:11.575]  I have to pull the reports up, but look how far we've come with the Second Amendment.
[00:45:12.631 --> 00:45:24.100]  That it's weird that a state senator who's obviously under real threat by nuts and criminals, because that is who gets targeted, that it's weird that you would have a gun but not that cops would have guns.
[00:45:24.100 --> 00:45:29.564]  That's how domesticated we've got, you know, these chicken-necked liberals, these domesticated slaves.
[00:45:29.564 --> 00:45:30.804]  They're not real liberals.
[00:45:30.804 --> 00:45:37.810]  They see a citizen with a gun and they cower in fear, but they see a guy in a black ski mask and a stormtrooper outfit and they feel safe.
[00:45:37.810 --> 00:45:39.971]  What happened to you, America?
[00:45:39.971 --> 00:45:40.812]  Your comments on that.
[00:45:41.603 --> 00:45:50.826]  Boy, I tell you, I don't know because I do know that we caused an extreme amount of controversy a little earlier this year in our legislative session.
[00:45:50.826 --> 00:45:59.888]  I tried to run a bill that would have allowed anybody that comes onto a school campus from, you know, kindergarten all the way up through the university level
[00:46:00.909 --> 00:46:09.976]  If they had a CCW permit to be able to carry that, because you know right now our schools are in gun-free zones, which is just an open invitation to all the nuts.
[00:46:09.976 --> 00:46:14.941]  And oh my gosh, you would have thought that I had started World War III.
[00:46:14.941 --> 00:46:18.023]  I mean, it was really something down here at the Capitol.
[00:46:18.023 --> 00:46:23.067]  People came unglued about that, and it got out of committee, but it never did get to the floor.
[00:46:23.067 --> 00:46:24.849]  We have very weak leadership.
[00:46:25.461 --> 00:46:30.523]  Well, Karen, you're just an amazing person, and I just want to thank you and praise you for all you've done.
[00:46:30.523 --> 00:46:31.843]  You've just had amazing courage.
[00:46:31.843 --> 00:46:34.024]  I'm sad to hear that you're going to be retiring from the Senate.
[00:46:51.907 --> 00:46:54.008]  Oh, Alex, I appreciate that.
[00:46:54.008 --> 00:46:56.450]  You know, my husband and I have 11 children.
[00:46:56.450 --> 00:46:58.512]  We're expecting our 34th grandchild.
[00:46:58.512 --> 00:46:58.912]  Wow.
[00:46:58.912 --> 00:47:02.495]  I've got a lot of training and a lot of education to do with the kids.
[00:47:02.495 --> 00:47:09.700]  I mean, they're not where they need to be and, you know, they're our future and I feel like I've got a lot of work there.
[00:47:09.700 --> 00:47:13.383]  But 12 years in the legislature, I've run out of patience, Alex.
[00:47:14.665 --> 00:47:16.406]  No, but that is, I totally understand.
[00:47:16.406 --> 00:47:22.629]  I mean, you're, I would imagine, a very powerful, very assertive person, just wonderful.
[00:47:22.629 --> 00:47:26.191]  So Big Mama needs to be there to make sure everybody grows up well.
[00:47:26.191 --> 00:47:28.932]  We need the matriarch.
[00:47:28.932 --> 00:47:31.413]  That's very kind.
[00:47:31.413 --> 00:47:33.935]  But we'll keep involved in every way we can.
[00:47:33.935 --> 00:47:42.559]  I do a lot of work in Eagle Forum out here in Arizona, and we have a lot of meetings, and we're trying to reach and educate a lot of people.
[00:47:45.527 --> 00:47:49.658]  What are you hearing from fellow members of Eagle Forum when you come out and question the official fable?
[00:47:52.432 --> 00:48:01.974]  Well, um, I think there's a lot of the gals that are state chairmen, you know, that I work with that probably have very strong feelings that way, too.
[00:48:01.974 --> 00:48:08.075]  And I'd like to see us get into a little bit more of that as an organization, and I hope that we'll do so.
[00:48:08.075 --> 00:48:12.096]  I mean, some of the ladies are a little bit tentative, but we're not that way out here.
[00:48:12.096 --> 00:48:16.437]  You won't find that in Nevada or Utah or Arizona or California.
[00:48:16.437 --> 00:48:20.878]  I mean, those Eagle Forum presidents in those states are pretty hardcore, Alex.
[00:48:21.980 --> 00:48:23.020]  Well, that's what we need.
[00:48:23.020 --> 00:48:33.265]  In fact, I've talked to a lot of Eagle Forum women across the land, and the stereotype is that it's liberals who believe 9-11 is an inside job, but no!
[00:48:33.265 --> 00:48:42.369]  I would say that the most hardcore promoters of inside job information and false flag facts are the true conservatives of this country.
[00:48:42.369 --> 00:48:51.493]  I mean, how can the Free Republic crowd claim that they're conservative when they're supporting George Bush and carbon taxes and open borders and the rest of it?
[00:48:52.236 --> 00:48:53.417]  Absolutely, absolutely.
[00:48:53.417 --> 00:48:59.459]  I mean, I guess they call them neocons now or whatever, but it's just sickening.
[00:48:59.459 --> 00:49:07.663]  I mean, Fox News, I've just never seen such a ridiculous network.
[00:49:07.663 --> 00:49:09.724]  Well, all of it really is.
[00:49:09.724 --> 00:49:14.046]  It's the internet and programs like yourself and News With Views and
[00:49:14.488 --> 00:49:15.489]  You know, a little bit.
[00:49:15.489 --> 00:49:18.811]  World Net Daily used to be better, but it still has some good things.
[00:49:18.811 --> 00:49:27.138]  But anyway, you've got to go out and seek the information, because it's out there, and you can educate yourself if you truly have a desire to do so.
[00:49:28.812 --> 00:49:30.773]  Folks, I'll give you our congressional website.
[00:49:30.773 --> 00:49:34.514]  The easiest thing to do is just say Senator Karen Johnson and it comes up.
[00:49:34.514 --> 00:49:37.555]  Where would you like to see the 9-11 investigation go?
[00:49:37.555 --> 00:49:45.778]  The UN's talking about an investigation now and I think that's okay if it brings it out, but I don't want them to claim jurisdiction over this country.
[00:49:45.778 --> 00:49:52.580]  We need to have an investigation by the states, at the federal level.
[00:49:52.580 --> 00:49:55.321]  It is not the purview, I think, of the UN to have an investigation.
[00:49:56.212 --> 00:49:57.573]  Oh, Alex, yeah, I agree with you.
[00:49:57.573 --> 00:50:01.396]  The U.N., that just always gives me the willy-nillies.
[00:50:01.396 --> 00:50:11.605]  I would like to see, I guess, probably a grand jury, maybe a state grand jury that they could call for a federal grand jury investigation.
[00:50:11.605 --> 00:50:15.128]  I certainly don't want government appointees involved.
[00:50:15.128 --> 00:50:23.555]  I mean, we had enough of that, you know, with Keenan Hamilton and some of those folks that even now are questioning the information that they receive.
[00:50:24.278 --> 00:50:27.781]  So, uh, I would hope that we could get some private individuals.
[00:50:27.781 --> 00:50:33.905]  Love to see some folks like the Jersey Girls, you know, able to do some things with the information they've been able to get.
[00:50:33.905 --> 00:50:35.346]  Senator Karen Johnson, stay there.
[00:50:35.346 --> 00:50:39.490]  Final segment with this amazing hero, Senator Karen Johnson.
[00:50:39.490 --> 00:50:46.195]  Google that, or you can simply go to azleg.state.az.us.
[00:50:46.195 --> 00:50:47.415]  You can find her there.
[00:50:47.415 --> 00:50:49.177]  We'll be right back with Karen Johnson.
[00:50:54.021 --> 00:50:56.881]  Terror Storm, a history of government-sponsored terror.
[00:50:56.881 --> 00:50:58.441]  Loose Change Final Cut.
[00:50:58.441 --> 00:51:00.582]  Endgame, blueprint for global enslavement.
[00:51:00.582 --> 00:51:02.482]  The true story of the Bilderberg Group.
[00:51:02.482 --> 00:51:03.983]  The late great USA.
[00:51:03.983 --> 00:51:05.743]  America, freedom to fascism.
[00:51:05.743 --> 00:51:12.764]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:51:12.764 --> 00:51:16.845]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:51:16.845 --> 00:51:20.246]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:51:20.626 --> 00:51:23.410]  Or you would like a book on the history of the Federal Reserve.
[00:51:23.410 --> 00:51:26.493]  We've got the most well-researched and documented titles.
[00:51:26.493 --> 00:51:28.836]  All available at PrisonPlanet.com.
[00:51:28.836 --> 00:51:34.543]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[00:51:34.543 --> 00:51:39.509]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:51:40.550 --> 00:51:51.139]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:51:51.139 --> 00:51:52.621]  Join the info war today!
[00:51:53.387 --> 00:51:58.729]  The Federal Trade Commission estimates that 9 million Americans are victims of identity theft each year.
[00:51:58.729 --> 00:52:04.751]  The crime of identity theft occurs every 3.5 seconds, costing the victims an average of $8,000.
[00:52:04.751 --> 00:52:11.574]  If you own a PC, passwords are a common form of authentication, and often the only protection between a hacker and your personal information.
[00:52:11.914 --> 00:52:20.924]  Passwords that are stored in a spreadsheet, text file, data file, or any other file that is not encrypted and password protected are vulnerable to malicious theft and misuse.
[00:52:20.924 --> 00:52:25.869]  With PasswordSafe Pro, your passwords can be secured in an encrypted database within minutes.
[00:52:25.869 --> 00:52:32.476]  PasswordSafe Pro utilizes secure 160-bit encryption and comes complete with a strong password generation tool.
[00:52:32.836 --> 00:52:40.759]  For secure password protection and peace of mind, get your free Password Safe Pro today at www.PasswordSafePro.com.
[00:52:40.759 --> 00:52:46.801]  Again, get your free Password Safe Pro at www.PasswordSafePro.com.
[00:52:46.801 --> 00:52:50.642]  Secure password protection and peace of mind is one click away.
[00:52:50.642 --> 00:52:52.823]  Trust the Pro Password Safe Pro.
[00:52:54.218 --> 00:52:58.001]  It is now time to reign in evil and bring them to justice.
[00:52:58.001 --> 00:53:03.024]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[00:53:03.024 --> 00:53:08.488]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[00:53:08.488 --> 00:53:19.475]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[00:53:19.475 --> 00:53:23.438]  They are called Illuminati, elite, proponents of the New World Order.
[00:53:23.858 --> 00:53:26.639]  They oppose everything that is God and truth.
[00:53:26.639 --> 00:53:30.200]  They are of the line that was disinherited 2,000 years ago.
[00:53:30.200 --> 00:53:43.204]  Everything they have built over the centuries, the wealth they have accumulated, the power they have established, the poisoning of the masses, the destruction of the earth and mankind, we will undo through the authority that has now been delegated to us.
[00:53:43.204 --> 00:53:46.925]  Visit our website at unveilingthem.com.
[00:53:46.925 --> 00:53:51.227]  That's U-N-V-E-I-L-I-N-G them dot com.
[00:53:51.227 --> 00:53:52.487]  The message of his kingdom.
[00:54:19.053 --> 00:54:34.701]  Well, we appreciate Karen Johnson's continual service.
[00:54:34.701 --> 00:54:36.802]  I thought it was her, but that was going back eight years.
[00:54:37.754 --> 00:54:40.075]  He was fighting the martial law takeover.
[00:54:40.075 --> 00:54:43.917]  By the way, when they have curfews in major cities for adults, that's martial law.
[00:54:43.917 --> 00:54:48.299]  When the cops are coming to your door wanting to, quote, look for illegal guns, that's martial law without a warrant.
[00:54:48.299 --> 00:54:52.441]  When the police want to stop you and, quote, do a routine check, that's martial law.
[00:54:52.441 --> 00:54:54.842]  That means the Bill of Rights isn't in force.
[00:54:54.842 --> 00:55:00.005]  And I'm not against the police and military, but I am angry at how you're letting the globalists, these global corporations, take over our country.
[00:55:01.730 --> 00:55:09.753]  Karen, in the time we've got left, give me your thoughts on 9-11, any other points, whatever you think is most important.
[00:55:09.753 --> 00:55:17.315]  Well, I just think that we've got just a monumental amount of questions out there that are unanswered.
[00:55:17.315 --> 00:55:22.057]  I've had some very nice visits with Professor Stephen Jones.
[00:55:22.057 --> 00:55:28.239]  I've tried to attend a lot of different conferences, like Dale Griffith was out here.
[00:55:29.014 --> 00:55:35.580]  And Stephen Jones, and there have been others that have come here to the Phoenix area, and they've been very, very well attended.
[00:55:35.580 --> 00:55:39.863]  I've been just really encouraged by...and it was standing room only.
[00:55:39.863 --> 00:55:49.932]  We had Ray McGovern here, you know, several weeks ago, and it was in a huge church, and you could not even find a place to sit.
[00:55:49.932 --> 00:55:55.636]  So people are waking up, I really believe it now, whether or not it's going to be in time
[00:55:56.932 --> 00:55:59.014]  Well, I agree with you, and I want everybody to understand something.
[00:56:14.975 --> 00:56:19.998]  The left has woken up to government evil under Bush, but they need to know that Bush is just a puppet.
[00:56:19.998 --> 00:56:24.040]  And under Hillary or Obama, it's probably going to be the same or even worse.
[00:56:24.040 --> 00:56:27.502]  Each president gets worse because things are getting worse.
[00:56:27.502 --> 00:56:29.803]  The globalists are making their move.
[00:56:29.803 --> 00:56:31.724]  They're looting this country.
[00:56:31.724 --> 00:56:36.406]  And people need to understand, this is a bipartisan New World Order.
[00:56:36.406 --> 00:56:38.227]  Can I get your take on that, Senator?
[00:56:38.227 --> 00:56:41.569]  Oh, you hit it right on, you hit the nail right on the head, Alex.
[00:56:42.168 --> 00:56:52.633]  Um, you know, by 2010 is when they plan to have us moved into this North American Union, you know, which is a European Union for us, with Canada and Mexico, and on and on.
[00:56:52.633 --> 00:56:58.176]  And as far as the Democrats and Republicans, I mean, there's times when I'm ashamed to even say I'm a Republican.
[00:56:58.869 --> 00:57:06.131]  Uh, because of the connection with the Bushites and those people, the neocons that have been running things and destroying this country.
[00:57:06.131 --> 00:57:09.011]  But your Democrats are just as culpable.
[00:57:09.011 --> 00:57:12.532]  And I don't know why people think they have to choose between one or the other.
[00:57:12.532 --> 00:57:19.894]  I mean, we had a candidate, we had Dr. Ron Paul, a man that truly believes in this country and understands
[00:57:20.325 --> 00:57:27.274]  You know, the Federal Reserve System, how bad it is, and on and on, the Constitution, and yet the people rejected that.
[00:57:27.274 --> 00:57:35.045]  I don't know whether it's because, of course, the controlled media never really got the information out the way it should have been, but we've just got to keep working at it.
[00:57:36.520 --> 00:57:37.120]  I agree.
[00:57:37.120 --> 00:57:39.721]  Senator, can I keep you five more minutes or do you have to go?
[00:57:39.721 --> 00:57:40.181]  Oh, sure.
[00:57:40.181 --> 00:57:41.222]  Five more minutes is fine.
[00:57:41.222 --> 00:57:46.664]  We've got a 60, actually 70-second break and we'll come back to you, but we've still got some time now.
[00:57:46.664 --> 00:57:49.745]  You know, Ron Paul has won, though.
[00:57:49.745 --> 00:57:50.985]  I mean, he got the word out.
[00:57:50.985 --> 00:57:52.586]  Tens of millions woke up.
[00:57:52.586 --> 00:57:56.367]  I want the supporters to know that we've still had a big victory.
[00:57:56.367 --> 00:57:57.648]  Do you agree?
[00:57:57.648 --> 00:57:59.248]  I do, definitely.
[00:57:59.248 --> 00:58:03.790]  Let me tell you, here in Arizona, I was the co-chairman for his campaign here in Arizona,
[00:58:04.430 --> 00:58:09.612]  And it was amazing, the response that we got from the people here.
[00:58:09.612 --> 00:58:18.076]  I mean, oh my goodness, we had him out here three or four different times in the early spring, and as, once again, standing room only.
[00:58:18.076 --> 00:58:29.441]  But the people just, we had neighborhood meetings all over the place, and the homes were just packed, and it was very encouraging to see how strong the people felt about what was happening to this country.
[00:58:29.441 --> 00:58:29.801]  Stay there.
[00:58:29.801 --> 00:58:30.502]  Stay there, Senator.
[00:58:30.502 --> 00:58:31.222]  We'll be right back.
[00:58:35.953 --> 00:58:38.436]  Thank you for listening to GCN.
[00:58:38.436 --> 00:58:40.799]  Be sure to visit GCNlive.com today.
[00:58:40.799 --> 00:58:45.626]  It is a big idea.
[00:58:45.626 --> 00:58:48.449]  A new world order.
[00:58:48.449 --> 00:58:52.755]  In the near future, Earth is dominated by a powerful world government.
[00:58:56.684 --> 00:59:02.127]  For thousands of years, their dark order grew.
[00:59:02.127 --> 00:59:09.432]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:59:12.469 --> 00:59:17.913]  For the first time in history, the elite's plan for world government is blown wide open.
[00:59:17.913 --> 00:59:21.995]  You will learn the secret that drives the entire New World Order agenda.
[00:59:21.995 --> 00:59:26.358]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:59:46.391 --> 00:59:48.792]  Waging war on corruption.
[00:59:48.792 --> 00:59:56.715]  Alex Jones on the GCN Radio Network.
[00:59:56.715 --> 00:59:57.855]  Media.
[00:59:57.855 --> 00:59:59.596]  Government cover-ups.
[00:59:59.596 --> 01:00:01.197]  You want answers?
[01:00:01.197 --> 01:00:03.118]  Well, so does he.
[01:00:03.118 --> 01:00:06.939]  He's Alex Jones on the GCN Radio Network.
[01:00:06.939 --> 01:00:10.981]  And now, live from Austin, Texas, Alex Jones.
[01:00:12.093 --> 01:00:18.558]  We got State Senator Karen Johnson from Arizona standing up against the New World Order for many years.
[01:00:18.558 --> 01:00:19.619]  About to retire.
[01:00:19.619 --> 01:00:22.501]  We commend her for all her ongoing work.
[01:00:22.501 --> 01:00:29.086]  In closing, in the four and a half minutes we've got left, A, what do you think the globalists are going to do now that this is the biggest awakening?
[01:00:29.086 --> 01:00:30.067]  It's exponential.
[01:00:30.067 --> 01:00:32.649]  I can see that it's not going to stop.
[01:00:32.649 --> 01:00:33.790]  We've reached critical mass.
[01:00:33.790 --> 01:00:35.792]  It's an exponential chain reaction now.
[01:00:37.262 --> 01:00:41.145]  The New World Order is going to be more and more confronted as they squeeze.
[01:00:41.145 --> 01:00:44.648]  The people now know it's the Federal Reserve engineering the economic problems.
[01:00:44.648 --> 01:00:48.451]  They now know the criminal elements of the government are behind terror attacks.
[01:00:48.451 --> 01:00:52.074]  They now know that parts of the federal government ship in the majority of narcotics.
[01:00:52.074 --> 01:00:54.056]  The people now know.
[01:00:54.056 --> 01:00:58.519]  What do you see the establishment doing to try to block that?
[01:00:58.519 --> 01:01:05.365]  I guess through the media, they're doing everything they can to try to lull the people back to sleep again.
[01:01:07.909 --> 01:01:17.597]  The people just have to really, really be alert and they've got to wake up and they've got to keep doing what they're doing and pushing and pushing this back.
[01:01:17.597 --> 01:01:30.807]  You know, I hate to say it, but I'm afraid that it could come to some very, very bad situations in this country where we're going to perhaps have to take up arms and defend ourselves.
[01:01:32.208 --> 01:01:40.713]  I hate to say that, I hope it doesn't come to that, but I think we need to be prepared because I'm very fearful in many ways of what's coming down the pike.
[01:01:41.388 --> 01:01:42.849]  Oh, they're not going to stop pushing.
[01:01:42.849 --> 01:01:49.853]  I mean, if we wake up and now you've got the commission creeping away saying there was a cover-up, they know it's coming out.
[01:01:49.853 --> 01:01:51.774]  Europe, the UN's talking about it.
[01:01:51.774 --> 01:01:58.439]  The establishment knows that we know that they carried out the attacks, and I see them pulling anything.
[01:01:58.439 --> 01:02:02.841]  Bigger attacks, wars, and I don't think that's going to work for them either.
[01:02:02.841 --> 01:02:05.183]  It's like they're a cornered creature
[01:02:06.263 --> 01:02:10.166]  But they're a cornered creature that keeps on a coming, so we have to keep fighting back.
[01:02:10.166 --> 01:02:11.226]  I agree.
[01:02:11.226 --> 01:02:13.527]  I see very serious times ahead.
[01:02:13.527 --> 01:02:18.630]  That's why the more people wake up now, the better, because it'll just be over that much sooner.
[01:02:18.630 --> 01:02:24.633]  And I'm begging police and military and others to wake up and stand with the Republic, and not with a counterfeit government.
[01:02:24.633 --> 01:02:32.618]  Senator Johnson, in closing, what were one or two of the big smoking guns, you know, not just the motive and the history of, you know, who's done it in the past,
[01:02:33.796 --> 01:02:36.959]  What else about 9-11 made you question it?
[01:02:36.959 --> 01:02:43.985]  Well, my gosh, when you saw Building 7 go down, I mean, everybody should have gone, what the hay is going on here?
[01:02:43.985 --> 01:02:45.125]  My goodness!
[01:02:45.125 --> 01:02:54.053]  You know, Building 7, that hardly had much of a fire in it, and, I mean, it was a demolition, I mean, that would have been apparent to just about anybody.
[01:02:54.053 --> 01:02:59.277]  But to have the two Twin Towers just pancake down, you know, right
[01:02:59.744 --> 01:03:00.024]  I don't
[01:03:15.186 --> 01:03:17.927]  In a crazy manner, not just right down.
[01:03:17.927 --> 01:03:27.792]  I mean, it was very apparent, at least to me, that there had to be demolition or something went on in that building beyond the plane striking the building.
[01:03:27.792 --> 01:03:33.554]  They never would have taken either one of those towers down by having a plane crash into them that way.
[01:03:33.554 --> 01:03:35.535]  So that was one of the big things.
[01:03:35.535 --> 01:03:41.398]  I mean, there's questions about Shanksville, there's questions about the Pentagon, you know, the calls.
[01:03:42.159 --> 01:03:50.087]  Uh, the cell phone calls that were supposedly made, you know, high up in the air on those planes, which were impossible at that time.
[01:03:50.087 --> 01:03:53.050]  And then they try to abscond and say, oh, that was air phones.
[01:03:53.050 --> 01:03:55.813]  But no, they say they were independent, non-air phones.
[01:03:55.813 --> 01:03:56.694]  Go ahead.
[01:03:56.694 --> 01:03:57.595]  I mean, just crazy.
[01:03:57.595 --> 01:03:59.658]  And then also the tapes.
[01:03:59.658 --> 01:04:00.819]  The tapes of, uh...
[01:04:02.651 --> 01:04:06.014]  I'm trying to think, Mohammed was your classmate, Khalil Sheikh Mohammed?
[01:04:06.014 --> 01:04:06.234]  Yes.
[01:04:06.234 --> 01:04:08.416]  Or whoever he was that they arrested.
[01:04:08.416 --> 01:04:10.257]  And I mean, they tortured the man.
[01:04:10.257 --> 01:04:12.659]  They actually had tapes of all of that.
[01:04:12.659 --> 01:04:16.042]  And the 9-11 Commission was not allowed to see the tapes.
[01:04:16.042 --> 01:04:23.909]  They weren't allowed to even interrogate or talk to the interrogators of this Mohammed fella.
[01:04:23.909 --> 01:04:25.550]  And now they're going to have a show trial.
[01:04:25.550 --> 01:04:28.213]  Now they're going to have a show trial, Senator.
[01:04:28.213 --> 01:04:29.834]  But those were all destroyed.
[01:04:29.834 --> 01:04:30.935]  The tapes were destroyed.
[01:04:31.613 --> 01:04:33.414]  I mean, you know, what about that?
[01:04:33.414 --> 01:04:35.955]  What is going on here?
[01:04:35.955 --> 01:04:37.136]  Just amazing.
[01:04:37.136 --> 01:04:39.097]  Well, Senator, let me talk to you during the break and say bye to you.
[01:04:39.097 --> 01:04:42.138]  I want to invite you up for a full hour in the near future.
[01:04:42.138 --> 01:04:42.658]  Stay right there.
[01:04:42.658 --> 01:04:43.419]  We'll be right back to you.
[01:04:43.419 --> 01:04:43.879]  Stay there.
[01:04:43.879 --> 01:04:45.620]  All right, folks, we're coming back with Alan Stang.
[01:04:45.620 --> 01:04:47.121]  I'm going to go say bye to the Senator during the break.
[01:04:47.121 --> 01:04:47.481]  Stay with us.
[01:04:50.620 --> 01:05:03.778]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[01:05:03.778 --> 01:05:07.604]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation.
[01:05:07.944 --> 01:05:14.826]  In which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[01:05:14.826 --> 01:05:18.226]  Loose Change Final Cut is the ultimate 9-11 expose.
[01:05:18.226 --> 01:05:26.128]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:05:26.128 --> 01:05:33.370]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[01:05:33.590 --> 01:05:41.762]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[01:05:41.762 --> 01:05:44.406]  We're in a no-holds-bar information war.
[01:05:44.406 --> 01:05:49.714]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[01:05:52.176 --> 01:05:53.517]  I'm Harold Williams.
[01:05:53.517 --> 01:05:55.619]  I know about martial law.
[01:05:55.619 --> 01:05:57.501]  I want to teach you how to survive it.
[01:05:57.501 --> 01:06:06.448]  America has 10 telling signs of martial law, so use the short time left to learn to protect your family with the vital information in this book.
[01:06:06.448 --> 01:06:09.231]  Find the book at survivemartiallaw.com.
[01:06:09.231 --> 01:06:12.674]  I will tell you what you need to know to prepare for martial law.
[01:06:12.674 --> 01:06:13.975]  Things are changing fast.
[01:06:14.255 --> 01:06:17.058]  We even email you a free weekly update.
[01:06:17.058 --> 01:06:24.464]  I teach you how to act around troops, where to put supplies, how to be safe during the worst part of martial law, which is in the beginning.
[01:06:24.464 --> 01:06:28.508]  Surviving this major life transition can be difficult, but possible.
[01:06:28.508 --> 01:06:33.472]  Arm yourself with the knowledge, as this is the only weapon you will have to protect your family.
[01:06:33.612 --> 01:06:35.253]  Go to survivemartiallaw.com or call 866-644-1933.
[01:06:35.253 --> 01:06:36.913]  Act today as there will be no warning.
[01:06:36.913 --> 01:06:37.013]  866-644-1933.
[01:06:37.013 --> 01:06:39.314]  Find the book at survivemartiallaw.com.
[01:06:39.314 --> 01:06:40.434]  Protect your family!
[01:06:50.882 --> 01:06:54.663]  Hi, this is Alex Jones, and I want to talk to you about the high price of gasoline.
[01:06:54.663 --> 01:06:59.365]  It's no secret that gasoline quality is poor, even though we're paying record prices at the pump.
[01:06:59.365 --> 01:07:04.667]  I have run across a company called SFR, who has developed two products that improve gas mileage.
[01:07:04.667 --> 01:07:15.891]  Instead of paying a mechanic as much as $300 to clean your injection system, Protecta Complete Fuel System Treatment cleans to 95% of new engine condition, improving mileage in only one tank full.
[01:07:15.891 --> 01:07:18.252]  Protecta Engine Treatment not only reduces friction,
[01:07:18.672 --> 01:07:20.694]  But it extends the life of your engine.
[01:07:20.694 --> 01:07:21.614]  Let's face it.
[01:07:21.614 --> 01:07:24.457]  With the high price of gasoline, it's time to take action.
[01:07:24.457 --> 01:07:32.463]  Purchase a protective fuel system treatment for only $9.95 and receive a free engine treatment which is a $12.95 value free.
[01:07:32.463 --> 01:07:34.765]  Call 888-USE-SFR1.
[01:07:34.765 --> 01:07:38.387]  That number again is 888-USE-SFR1.
[01:07:38.387 --> 01:07:41.950]  Or check them out online at oilcompanysecret.com.
[01:07:41.950 --> 01:07:44.132]  That's oilcompanysecret.com.
[01:07:44.132 --> 01:07:46.494]  Satisfaction is guaranteed or your money back.
[01:07:46.974 --> 01:07:48.595]  And it's safe for all cars.
[01:07:48.595 --> 01:07:50.557]  Act now.
[01:07:50.557 --> 01:07:53.318]  He's the T-Rex of political talk.
[01:07:53.318 --> 01:07:58.762]  Alex Jones on the GCN Radio Network.
[01:07:58.762 --> 01:08:02.925]  Yeah, a couple months ago I decided to have all the icons on the show.
[01:08:02.925 --> 01:08:07.468]  In fact, I'm trying to get Red Beckman back on.
[01:08:07.468 --> 01:08:09.129]  He's in really bad health.
[01:08:09.129 --> 01:08:12.031]  Father of the Fully Informed Jury Association.
[01:08:12.031 --> 01:08:14.273]  Really one of the big granddaddies of exposing the Federal Reserve.
[01:08:16.613 --> 01:08:27.025]  But Alan Stang, G. Edward Griffin, I mean, there's a few others, but Alan Stang will be joining us here in just a few minutes for the rest of the hour.
[01:08:27.025 --> 01:08:27.966]  We appreciate him coming on.
[01:08:27.966 --> 01:08:30.690]  We'll talk about the news, what's happening in the world with him.
[01:08:30.690 --> 01:08:34.394]  He is just an amazing writer, researcher, author, you name it.
[01:08:35.859 --> 01:08:51.811]  Before we go to Alan Stang, I want to encourage all the listeners to get a PrisonPlanet.tv membership, not only to get my book, Paul Watson's book, in E-format, all 18 of my films in super high quality for download or streaming flash download.
[01:08:51.811 --> 01:09:00.758]  Multiple formats, different speeds, super high quality, you know, down to low quality for those of you that are connecting via dial-up still.
[01:09:02.572 --> 01:09:08.415]  All of my weekly TV reports, and now, the fourth hour every day, we go live with the video cams.
[01:09:08.415 --> 01:09:30.307]  We have a document cam, we do exclusive video feeds here for first time ever, clips of my films and extras, exclusives for PrisonPlanet.TV members, and then we also, on top of that, take that hour-long piece from the fourth hour, and we take that, and we
[01:09:33.655 --> 01:09:45.220]  Post it within an hour or two on PrisonPlanet.tv for members so you can go and watch that fourth hour of Overdrive, how you want, where you want, when you want.
[01:09:45.220 --> 01:09:50.002]  Put it on your MP3, iPod, you know, video player, whatever.
[01:09:50.002 --> 01:09:52.983]  And so there's quite an archive of those in the last three weeks building up.
[01:09:52.983 --> 01:09:56.624]  And some days I go even more over and do more than four hours.
[01:09:56.624 --> 01:09:58.045]  Friday I did five hours.
[01:09:58.886 --> 01:10:00.407]  Uh, and 15 minutes.
[01:10:00.407 --> 01:10:04.271]  I've done, uh, 5 hours and 50-something minutes before.
[01:10:04.271 --> 01:10:08.734]  And so PrisonPlanet.tv members get that added dimension of this being a TV show.
