[00:00.000 --> 00:27.700]  Infowars, tomorrow's news, today.
[01:13:13.100 --> 01:13:20.100]  That is a disease of overconfidence. I went and voted yesterday 45 minutes in line because I knew it had to be done
[01:13:20.100 --> 01:13:25.100]  and people need to stop just counting on somebody else to do it.
[01:13:25.100 --> 01:13:32.100]  I actually think, unfortunately, the results last night add to a growing frustration.
[01:13:32.100 --> 01:13:40.100]  What disappoints me is the number of people who tell me that after the last election, they just tuned out anything politically
[01:13:40.100 --> 01:13:45.100]  and stopped paying attention. I mean, their attitude is it's broken, it cannot be fixed.
[01:13:45.100 --> 01:13:51.100]  I'm going to go to my kids little league game and hope that they're not letting boys play girls sports and vice versa.
[01:13:51.100 --> 01:13:58.100]  That's right. You can't hide from this, folks. They're going to destroy us. You can no longer stick your damn head in the sand.
[01:13:58.100 --> 01:14:02.100]  And I know our audience isn't doing that, but man, I am so pissed. You're right.
[01:14:02.100 --> 01:14:11.100]  The silent majority sits there just saying it can't be stopped. It's because you won't get up and get involved.
[01:14:11.100 --> 01:14:19.100]  I think that I think that's exactly the truth. So if anything, the deep state is now emboldened.
[01:14:19.100 --> 01:14:31.100]  Look, Mike Lindell, I really think has has turned out absolutely empirical evidence of these massive voter drops at significant times that they're just not normal.
[01:14:31.100 --> 01:14:37.100]  They're irregular. They're illogical. In some cases, they're even mathematically impossible.
[01:14:37.100 --> 01:14:45.100]  Well, what happens? He gets derided as crazy pillow man just bitching again about the outcome of the election.
[01:14:45.100 --> 01:14:55.100]  And unfortunately, no mainstream media outlet will take this empirical data seriously, even though it's there for all to see.
[01:14:55.100 --> 01:15:03.100]  I mean, Alex, we elected a guy who lives in the basement with his parents and who can barely string together a sentence.
[01:15:03.100 --> 01:15:12.100]  He is so mentally impaired to the U.S. Senate. In one district in Pennsylvania, they reelected a Democrat who was dead.
[01:15:12.100 --> 01:15:24.100]  The guy passed away, but he still won. And it was unrealistic for the party establishment to think that this was going to be some romp to victory.
[01:15:24.100 --> 01:15:38.100]  If there is a silver lining, it is the fact that if we win the House, which incredibly is still, you know, in the middle of the day and the day after the election, that question still still an open question.
[01:15:38.100 --> 01:15:48.100]  That isn't itself a statement. We were talking in some quarters of winning by 35 seats. Some people said 40 seats. I never thought that was possible.
[01:15:48.100 --> 01:15:54.100]  But if there is a silver lining, we come back.
[01:16:00.100 --> 01:16:16.100]  The globalists are in an absolute panic right now. They are attacking and suing and censoring and spying on and engaging in bullying and physical attacks against populist conservatives and Christians, not just in America, but worldwide.
[01:16:16.100 --> 01:16:26.100]  And their number one most hated enemy in the media is info wars, because we know the globalist number. We know their operation. We know their modus operandi.
[01:16:26.100 --> 01:16:36.100]  And we know how to take them down peacefully. We've got great products that fund the operation that also are incredibly powerful and the highest quality for your immune system and more.
[01:16:36.100 --> 01:16:47.100]  We have the biggest sell of the year going right now. Black Friday comes early. Use promo code 1776 and get up to 60% off on these best selling products at infowarstore.com.
[01:16:47.100 --> 01:17:07.100]  Biggest sell of the year, promo code 1776, up to 60% off. Take action now and empower your body.
[01:17:17.100 --> 01:17:32.100]  That's why it's so essential today, now more than ever, to share links for info wars.com and to also financially support info wars.com at the most critical time on our fight by using promo code 1776 at checkout to get additional 10% off.
[01:17:32.100 --> 01:17:39.100]  These people are coming for your birthright. They're coming for your First Amendment. They admit once they've silenced us, they're coming for you.
[01:17:39.100 --> 01:17:48.100]  I am in your hands and I'm asking for your support now. You have my commitment to never give up or back down, but I could give out without your support. Thank you for all your past support.
[01:17:48.100 --> 01:18:00.100]  I'm encouraging you now to redouble your efforts at infowarstore.com with promo code 1776 for additional 10% off on the already big sales and huge discounts.
[01:18:00.100 --> 01:18:11.100]  I'm pointing my finger at you and I'm also pointing it right back at myself. You forget to take your multivitamins. You forget to take your vitamin D3. You forget to take your brain force plus.
[01:18:11.100 --> 01:18:21.100]  You forget to take DNA force plus. You forget to take DX3 and you know it makes your life better and you know it makes you healthier and you constantly forget and when you remember to do it, you're a lot healthier.
[01:18:21.100 --> 01:18:31.100]  This stuff will blow you away plus it funds our operation. We have the biggest settle of the year going right now at infowarstore.com with promo code 1776.
[01:18:31.100 --> 01:18:41.100]  Go to infowarstore.com and use promo code 1776 to get up to 60% off on these best selling products. The lowest deal is 40%.
[01:18:41.100 --> 01:18:54.100]  Most of the sales are 60% or 50% when you use promo code 1776. There's too many products to tell you about them all. They're all kick-ass. They keep us on the air. Please continue to support and I love you and I thank you.
[01:18:54.100 --> 01:19:13.100]  It's our best seller. We first came out with it five years ago and it was a moderate seller. But as folks tried vitamin mineral fusion and experienced the way it made them feel and how healthy it made them, it has become our number one overall best seller.
[01:19:13.100 --> 01:19:29.100]  It's sold out for a while but it's finally back in stock. Vitamin mineral fusion doesn't just supercharge your immune system but it helps every cellular function of the body. It has all the minerals, all the key amino acids, all of the essential vitamins that you need to live and be healthy.
[01:19:29.100 --> 01:19:40.100]  Essential means without these things you die. And so much of the food is debased. There's so many chemicals in the environment. It is critical to bolster our body defenses with a product like this.
[01:19:40.100 --> 01:19:54.100]  There are other great vitamin mineral products out there. But this is amongst the very best and it's a low price and it funds the infill war. So the only way you lose is not taking action today getting vitamin mineral fusion finally back in stock at infillwarstore.com for 50% off.
[01:19:54.100 --> 01:20:18.100]  Vitamin mineral fusion back in stock infillwarstore.com. Leading up frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:24.100 --> 01:20:50.100]  Final segment with Roger Stone, Professor Darren Beanie joining us and of course Steve Bannon. Owen Schreuer is going to break down all the battleground races that are still on going.
[01:20:50.100 --> 01:21:09.100]  Coming up in the third and into the fourth hour with me riding shotgun. Roger, you got cut off by the break, hard breaks with satellites. Stonezone.com is your awesome website. Stonezone.com. Roger, you were getting to the silver lining of this fiasco that we're still living through right now.
[01:21:09.100 --> 01:21:21.100]  Yeah, Alex, we talked about this last week and it's coming. It's coming true. If Republicans do end up winning the house, it appears to me like it will be by very narrow margin.
[01:21:21.100 --> 01:21:45.100]  So let's say you have control by five seats, just hypothetically, but then all you need is six America first, you know, patriots, people who put country above party to hold together and they can have a disproportionate amount of leverage and influence on the leadership and therefore on the agenda and therefore on the direction of the country.
[01:21:45.100 --> 01:21:59.100]  Had we had a blowout tonight last night, had we won the house by 30 seats, had we won the Senate by five or even seven, then there'd be no chance the leadership would be in firm control.
[01:21:59.100 --> 01:22:24.100]  So I'm going to be watching very carefully to see what our ending margin is. All you need would be, you know, Matt Gates, Marjorie Taylor Greene, a few others to hang together and not succumb to the offers of, you know, committee chairmanship or additional office space or additional staff money.
[01:22:24.100 --> 01:22:35.100]  All these other inducements that the leadership tries to use to keep people in line. And maybe you can have a more aggressive agenda in the house.
[01:22:35.100 --> 01:22:48.100]  If the Republicans get numerical control of the house, and they do not introduce articles of impeachment against Joe Biden, then there's something tragically wrong.
[01:22:48.100 --> 01:22:58.100]  I mean, the evidence is absolutely there for Democrats to say, oh, impeach him for what? How about 10% to the big guy? How about that? How about that for a start?
[01:22:58.100 --> 01:23:12.100]  I mean, terrific journalism outside the country in the UK daily mail outlining numerous white collar crimes that Joe Biden was directly involved in.
[01:23:12.100 --> 01:23:22.100]  If things are close enough, then that prediction you just put up on the screen may be absolutely true. McCarthy may not have the votes to become speaker.
[01:23:22.100 --> 01:23:34.100]  And that could provide leverage for Gates and Greene and Jordan, if he will now break with McCarthy, and a small group of rebels to take control.
[01:23:34.100 --> 01:23:42.100]  Some disappointing things have happened along the way. Laura Loomer was cheated out of her election to Congress.
[01:23:42.100 --> 01:23:51.100]  I have personally examined the documentation that primary was stolen. Alex, that's not a conspiracy theory.
[01:23:51.100 --> 01:23:57.100]  I'm not just saying that because I like her. I'm not just saying that because she's my friend or a friend of him for worse.
[01:23:57.100 --> 01:24:04.100]  I'm saying it because I with 40% 40 years experience have examined the actual documentation.
[01:24:04.100 --> 01:24:15.100]  It appears to me like Joe Ken will lose in Washington State, a state that is 100% male in ballots. They don't even have polling places. Alex, it's unbelievable.
[01:24:15.100 --> 01:24:28.100]  So a lot of good people, men and women, got chopped down early in this red drizzle, and it is very important.
[01:24:28.100 --> 01:24:41.100]  Whether the House Republicans with a narrow majority have the strength to go on offense regarding the abuses of the FBI, regarding the epic corruption of the first family,
[01:24:41.100 --> 01:24:53.100]  and to tell the American people what really happened on January 6th. How do you have a January 6th committee hearing that doesn't examine the murder of Ashley Babin?
[01:24:53.100 --> 01:24:55.100]  How is that even possible?
[01:24:55.100 --> 01:25:13.100]  You mentioned Michael Lindell. There's a big story on infowars.com by Don Salazar going viral. As you said, Michael Lindell got the actual voting statistic numbers last night, and it was a replay of what we saw two years ago.
[01:25:13.100 --> 01:25:27.100]  They went for the complete steal. Dems use Biden bump strategy to secure crucial races. And you can see on the graph as they dump the new ones in, it doesn't follow an organic graph like the Republicans.
[01:25:27.100 --> 01:25:38.100]  It is an absolutely artificial one. They don't even try to find to hide it. And this is what statisticians looking for fraud look for is these type of linear lines here.
[01:25:38.100 --> 01:25:49.100]  And it just goes on and on state by state. I mean, Roger, this is outrageous. The full video, the full analysis is on infowars.com. Everybody needs to go to infowars.com right now.
[01:25:49.100 --> 01:25:58.100]  And they need to look at this themselves. This is ridiculous. You don't get this type of stuff unless there is fraud going on.
[01:25:58.100 --> 01:26:11.100]  To choose great credit, Michael Lindell was extraordinarily well prepared for last night, unlike 2020, when they snuck up on us. And we saw this in Pennsylvania. We saw it in Nevada. We're now seeing it in Nevada.
[01:26:11.100 --> 01:26:24.100]  We saw it in Arizona. We saw it in state after state after state. You can't fake this stuff. You also can't sluff this off and say, oh, that's just, that's crazy. No, I think he's absolutely nailed it, nailed it.
[01:26:24.100 --> 01:26:32.100]  And the Stone Cold Proof is right there. The real question, of course, is, is it like a tree falling in the forest?
[01:26:32.100 --> 01:26:47.100]  I mean, but for info wars and frank speech and real America's voice and OAN and sometimes Newsmax, there are no outlets that are getting this information to the masses.
[01:26:47.100 --> 01:26:58.100]  That's why the continued success of info wars is so vitally important. You know, Alex, when we say we're the tip of the spear and look, I'm proud of my association with info wars.
[01:26:58.100 --> 01:27:06.100]  I worked there for 18 months. Alex, as you know, I went shorter and I did some great stuff together. You and I did great stuff together.
[01:27:06.100 --> 01:27:16.100]  If info wars goes down, folks, then there will be no place to put out the absolute unvarnished Stone Cold Truth, if you will.
[01:27:16.100 --> 01:27:23.100]  And by the grace of God, over and over again, eight times out of 10, we first put the story out, then picked up by Tucker and everybody else.
[01:27:23.100 --> 01:27:30.100]  And we see the great fruits of it. And it's our awesome audience, not just our great guests and analysis, that are the people that carry that forward.
[01:27:30.100 --> 01:27:35.100]  And it's the audience, the globalist. Hey, Roger Stone, thank you so much for the time. Please join us again tomorrow.
[01:27:35.100 --> 01:27:39.100]  And as we track the ongoing stolen election.
[01:27:39.100 --> 01:27:44.100]  Above all, Alex, every single one of our followers, everybody out there listening.
[01:27:44.100 --> 01:27:52.100]  Prayer, prayer is more important now than anything else. God will not let this country go down. Thank you, Alex. God bless you.
[01:27:52.100 --> 01:27:56.100]  Thank you. There goes Roger Stone. All right, Professor Darren Beatty joins us.
[01:27:56.100 --> 01:28:04.100]  And he's got a lot to talk about the election and he does want to go after McCarthy. He's absolutely right. We need, we need new Republican leadership.
[01:28:04.100 --> 01:28:09.100]  They are in there basically taking a dive and people should be mad at them.
[01:28:09.100 --> 01:28:16.100]  Just as bad as the Democrats at the end of the day and they don't support our Patriot candidates. And as Roger Stead, if we got a bunch of new great candidates elected,
[01:28:16.100 --> 01:28:22.100]  they'd give us a beachhead in Congress to keep expanding our Liberty movement, our anti-globalist movement, our pro-American movement.
[01:28:22.100 --> 01:28:28.100]  But when there's a tiny majority, it's like Mnuchin in the Senate is that key swing vote.
[01:28:28.100 --> 01:28:33.100]  You're really kind of like an independent. Well, it's the same thing with these Patriots we've got.
[01:28:33.100 --> 01:28:39.100]  Unlike Mnuchin, it's not a Patriot, but just a few votes, they'll be able to really have a lot of power.
[01:28:39.100 --> 01:28:44.100]  So this is very, very interesting times. There's more than one way to skin a cat.
[01:28:44.100 --> 01:28:51.100]  But we've only begun to fight to quote the founder of the U.S. Navy, John Paul Jones, Infowars.com.
[01:28:51.100 --> 01:29:04.100]  For tomorrow's news today, stay with us.
[01:29:21.100 --> 01:29:43.100]  Infowars.com.
[01:29:43.100 --> 01:29:53.100]  All of it from 40 to 60% off when you use promo code 1776 at infowarstore.com. You're insane with all the stuff going on in this world.
[01:29:53.100 --> 01:30:14.100]  Don't boost your immune system. Plus it keeps us on air. I win-win.
[01:30:23.100 --> 01:30:39.100]  So here's the story of this laboratory testing, diagnostics, prescriptions, treatment packages specifically for COVID, post-COVID, vaccine injury syndromes and all the usual things that are seen in primary care.
[01:30:39.100 --> 01:30:43.060]  And then we have an entire array of holistic products,
[01:30:43.060 --> 01:30:47.620]  an online store, media, and health advice.
[01:30:47.620 --> 01:30:50.300]  Come see The Wellness Company
[01:30:50.300 --> 01:30:54.540]  and go to onlinehealthnow.com as a conduit
[01:30:54.540 --> 01:30:56.900]  to The Wellness Company.
[01:30:56.900 --> 01:31:00.820]  Once a tragedy reaches a level of national significance,
[01:31:00.820 --> 01:31:03.860]  American citizens should be allowed
[01:31:03.860 --> 01:31:05.940]  to basically question that event
[01:31:05.940 --> 01:31:08.300]  in any way that they deem fit.
[01:31:08.300 --> 01:31:10.060]  The First Amendment is unique in the world.
[01:31:10.060 --> 01:31:11.580]  That's what they want to take away,
[01:31:11.580 --> 01:31:13.140]  your ability to speak freely.
[01:31:13.140 --> 01:31:14.900]  So they're going to go from Mike Lindell next,
[01:31:14.900 --> 01:31:16.340]  or are they going to go for Steve Bannon,
[01:31:16.340 --> 01:31:17.900]  or are they going to go for Tucker Carlson?
[01:31:17.900 --> 01:31:19.620]  I studied the globalist 30 years ago,
[01:31:19.620 --> 01:31:21.140]  but only 28 years.
[01:31:21.140 --> 01:31:22.820]  And I knew they were planning all of this.
[01:31:22.820 --> 01:31:25.220]  And I warned the public as a modern Paul Revere.
[01:31:25.220 --> 01:31:27.180]  But I couldn't have done it without your support.
[01:31:27.180 --> 01:31:28.820]  And now, because we've been so successful
[01:31:28.820 --> 01:31:30.380]  warning the population of the planet,
[01:31:30.380 --> 01:31:32.980]  not just America, we're public enemy number one
[01:31:32.980 --> 01:31:34.820]  when it comes to the globalist agenda.
[01:31:34.820 --> 01:31:36.860]  That's why it's more important than ever to realize
[01:31:36.860 --> 01:31:38.660]  how successful InfoWars has been
[01:31:38.660 --> 01:31:40.180]  because of your past support.
[01:31:40.180 --> 01:31:41.420]  So I salute you and I thank you.
[01:31:41.420 --> 01:31:43.980]  And I ask you now, the critical juncture of the battle,
[01:31:43.980 --> 01:31:46.860]  free double your efforts of visiting infowarstore.com
[01:31:46.860 --> 01:31:49.540]  and getting amazing products that keep us on air.
[01:31:49.540 --> 01:31:51.500]  1776 is the promo code.
[01:31:51.500 --> 01:31:54.260]  The destination is infowarstore.com.
[01:31:54.260 --> 01:31:56.900]  And I thank you all for your support.
[01:31:56.900 --> 01:32:00.580]  Think about a world without InfoWars.
[01:32:01.780 --> 01:32:03.220]  Just take a moment and sit back
[01:32:03.220 --> 01:32:05.580]  and think about all the incredible guests
[01:32:05.580 --> 01:32:08.340]  and callers and stories we've broken together,
[01:32:08.340 --> 01:32:09.860]  this family that is InfoWars.
[01:32:11.380 --> 01:32:14.380]  Think about how InfoWars is cited by Joe Rogan
[01:32:14.380 --> 01:32:16.620]  and Tucker Carlson and Bal Senaro
[01:32:16.620 --> 01:32:19.940]  and other foreign leaders like Nigel Farage
[01:32:19.940 --> 01:32:24.940]  as being the main impetus towards firing up their main base
[01:32:25.380 --> 01:32:27.580]  to defeat the New World Order.
[01:32:27.580 --> 01:32:31.340]  The only reason humanity's still in the fight today
[01:32:31.340 --> 01:32:34.740]  is because the viewers and listeners of this broadcast
[01:32:34.740 --> 01:32:36.980]  have taken action and supported this show.
[01:32:37.940 --> 01:32:39.660]  I don't take the credit.
[01:32:39.660 --> 01:32:41.380]  I give you the credit.
[01:32:41.380 --> 01:32:44.060]  And now InfoWars is facing its darkest hours.
[01:32:44.060 --> 01:32:45.620]  It isn't gonna give up.
[01:32:45.620 --> 01:32:47.460]  Without your support, we can be shut down.
[01:32:47.460 --> 01:32:50.620]  Please go to saveinfowars.com today.
[01:32:50.620 --> 01:32:54.620]  Saveinfowars.com today and donate for our legal defense fund.
[01:32:57.700 --> 01:33:00.500]  Leading a frontal assault on the lies
[01:33:00.500 --> 01:33:05.380]  of the New World Order, it's Alex Jones.
[01:33:13.380 --> 01:33:16.980]  From the front lines of the Information War,
[01:33:16.980 --> 01:33:34.900]  it's Alex Jones.
[01:33:34.900 --> 01:33:37.060]  Dr. Darren Beatty joins us for one segment
[01:33:37.060 --> 01:33:38.500]  and Steve Bannon for another segment.
[01:33:38.500 --> 01:33:41.100]  After that, the Noah Troyer just blew us away
[01:33:41.100 --> 01:33:42.100]  last night with his analysis.
[01:33:42.100 --> 01:33:43.580]  He's gonna be in the studio,
[01:33:43.580 --> 01:33:45.580]  going over the battleground operations
[01:33:45.580 --> 01:33:49.180]  that are still happening in Arizona, Nevada,
[01:33:49.180 --> 01:33:52.220]  and of course, Georgia and more.
[01:33:52.220 --> 01:33:53.740]  So look for that.
[01:33:53.740 --> 01:33:55.740]  He'll be riding shotgun with me.
[01:33:55.740 --> 01:33:57.660]  Please also remember, we're listed, supported,
[01:33:57.660 --> 01:33:58.700]  plus we've got great products
[01:33:58.700 --> 01:34:00.700]  that will empower you and change your life.
[01:34:00.700 --> 01:34:01.780]  We have the biggest sale of the year,
[01:34:01.780 --> 01:34:04.220]  always comes in November, Black Friday comes early.
[01:34:04.220 --> 01:34:05.980]  And we'll still have big sales into Christmas,
[01:34:05.980 --> 01:34:07.180]  but a lot of stuff will be sold out.
[01:34:07.180 --> 01:34:08.780]  So this is as good as it gets,
[01:34:08.780 --> 01:34:11.540]  the best time to do your Christmas shopping early
[01:34:11.540 --> 01:34:14.220]  and support your immune system with DNA Force Plus,
[01:34:14.220 --> 01:34:17.580]  X3, Vita Mineral Fusion, Ultimate Cril Oil,
[01:34:17.580 --> 01:34:19.060]  Body's Ultimate Turmeric Formula,
[01:34:19.060 --> 01:34:20.420]  the Ultimate Greens Formula.
[01:34:20.420 --> 01:34:23.980]  It's all there at infowarstore.com,
[01:34:23.980 --> 01:34:27.180]  or triple eight, two, five, three, three, one, three, nine.
[01:34:27.180 --> 01:34:28.780]  And I wanna thank you all for keeping us on the air.
[01:34:28.780 --> 01:34:30.780]  You can also get a signed or unsigned copy
[01:34:30.780 --> 01:34:31.620]  of my best selling book,
[01:34:31.620 --> 01:34:33.060]  The Great Reset the War for the World,
[01:34:33.060 --> 01:34:35.020]  and that is so critically needed right now
[01:34:35.020 --> 01:34:35.940]  to keep us on air.
[01:34:35.940 --> 01:34:37.300]  So thank you all for the support,
[01:34:37.300 --> 01:34:38.380]  you know who you are.
[01:34:38.380 --> 01:34:39.740]  I'm also battling with each state.
[01:34:39.740 --> 01:34:41.380]  All we need is the money for appeals.
[01:34:41.380 --> 01:34:43.380]  We can stay on air for at least another few years
[01:34:43.380 --> 01:34:44.220]  for the appeals,
[01:34:44.220 --> 01:34:45.620]  and then there may be some new, you know,
[01:34:45.620 --> 01:34:47.220]  system or new operation,
[01:34:47.220 --> 01:34:48.980]  but I need the money to keep Info Wars on air
[01:34:48.980 --> 01:34:51.180]  and fight the appeals and all the rest of it.
[01:34:51.180 --> 01:34:53.380]  So please donate to the Legal Defense Fund
[01:34:53.380 --> 01:34:55.780]  at saveinfowars.com.
[01:34:55.780 --> 01:34:57.580]  Saveinfowars.com.
[01:34:57.580 --> 01:34:59.580]  I wanna thank those that have donated, encourage everybody.
[01:34:59.580 --> 01:35:03.060]  This is a critical place to go, saveinfowars.com.
[01:35:03.060 --> 01:35:04.860]  Well, he heads up Revolver News,
[01:35:04.860 --> 01:35:06.580]  he doesn't need any introduction,
[01:35:06.580 --> 01:35:08.060]  and they're always on the cutting edge.
[01:35:08.060 --> 01:35:09.460]  So I'm gonna give him the floor
[01:35:09.460 --> 01:35:13.620]  for the balance of this segment Revolver.News.
[01:35:13.620 --> 01:35:15.180]  Wow, I could ask a hundred questions,
[01:35:15.180 --> 01:35:17.740]  but front and center for Dr. Darren Beatty,
[01:35:17.740 --> 01:35:20.060]  former Trump advisor and speech writer,
[01:35:20.060 --> 01:35:21.740]  what in the world just happened
[01:35:21.740 --> 01:35:23.340]  and where do you see this going?
[01:35:24.340 --> 01:35:27.980]  You know, it's a wild election with mixed results
[01:35:27.980 --> 01:35:32.580]  and it really, I think, defies any easy explanation.
[01:35:32.580 --> 01:35:35.420]  There's a piece that we ran that was visible
[01:35:35.420 --> 01:35:38.500]  in the shot that you showed about the steel.
[01:35:38.500 --> 01:35:40.860]  It was the steel on and we drew attention
[01:35:40.860 --> 01:35:44.580]  to various states that made some changes
[01:35:44.580 --> 01:35:47.780]  to the election laws and others that didn't.
[01:35:47.780 --> 01:35:50.420]  And that's an important piece to look at
[01:35:50.420 --> 01:35:53.340]  and we always wanna be vigilant about ensuring
[01:35:53.340 --> 01:35:56.420]  that votes that are made or votes that are counted.
[01:35:56.420 --> 01:35:58.740]  However, I think it goes beyond sort of
[01:35:58.740 --> 01:36:01.340]  the traditional understanding of fraud
[01:36:01.340 --> 01:36:06.180]  as this kind of, from some kind of malicious context
[01:36:06.180 --> 01:36:08.420]  of rigging machines and so forth.
[01:36:08.420 --> 01:36:13.340]  I think much of the election shenanigans
[01:36:13.340 --> 01:36:17.220]  that we saw yesterday, I think a lot of it, frankly,
[01:36:17.220 --> 01:36:20.380]  can be attributed to a different kind of fraud
[01:36:20.380 --> 01:36:25.180]  and that is the fraud of third world incompetence.
[01:36:25.180 --> 01:36:27.300]  I really think that third world incompetence
[01:36:27.300 --> 01:36:31.060]  is in making encroachments and inroads into our country
[01:36:31.060 --> 01:36:33.660]  in a way that people don't fully appreciate.
[01:36:33.660 --> 01:36:35.020]  I want you to elaborate on that,
[01:36:35.020 --> 01:36:37.180]  but I mean, just Google directing over 90%
[01:36:37.180 --> 01:36:39.700]  of the traffic to Democrats blocking Republicans
[01:36:39.700 --> 01:36:41.180]  and covering up Democrat corruption
[01:36:41.180 --> 01:36:42.940]  and blocking Hunter Biden's laptop
[01:36:42.940 --> 01:36:44.180]  and the Ministry of Truth.
[01:36:44.180 --> 01:36:46.180]  I mean, they admit that swings elections,
[01:36:46.180 --> 01:36:47.980]  that's election meddling right there.
[01:36:48.940 --> 01:36:53.540]  Absolutely, and that's why I think that discussion
[01:36:53.540 --> 01:36:57.060]  of election fraud, election meddling,
[01:36:57.060 --> 01:37:02.060]  can sometimes be counter-productively narrow
[01:37:02.220 --> 01:37:05.300]  because yes, there's the issue that people look at
[01:37:05.300 --> 01:37:08.300]  and say, okay, are they stuffing ballots?
[01:37:08.300 --> 01:37:10.500]  Are they, you know, are there mules?
[01:37:10.500 --> 01:37:13.900]  Are the machines somehow hacked from somewhere?
[01:37:13.900 --> 01:37:15.860]  It's not to say that we shouldn't pay attention
[01:37:15.860 --> 01:37:19.060]  to those things, but there are different forms
[01:37:19.060 --> 01:37:20.380]  of quote unquote fraud.
[01:37:20.380 --> 01:37:23.420]  There is the massive manipulation
[01:37:23.420 --> 01:37:27.060]  of the entire information ecosystem,
[01:37:27.060 --> 01:37:30.620]  the information war, the info war, if you will,
[01:37:30.620 --> 01:37:34.980]  that has a tremendous effect on how people,
[01:37:34.980 --> 01:37:38.500]  not only vote, but how people process reality
[01:37:38.500 --> 01:37:40.380]  at the most basic level.
[01:37:40.380 --> 01:37:42.460]  So it goes beyond even politics.
[01:37:42.460 --> 01:37:45.820]  That's something that is profoundly important.
[01:37:45.820 --> 01:37:48.260]  The construction of political machines,
[01:37:48.260 --> 01:37:49.900]  and again, there's cheating,
[01:37:49.900 --> 01:37:52.320]  but then there's the game itself.
[01:37:52.320 --> 01:37:55.220]  The Democrats have managed to position themselves
[01:37:55.220 --> 01:37:58.460]  very, very strongly in terms of the game itself,
[01:37:58.460 --> 01:38:03.460]  in terms of making their machines even more robust
[01:38:03.460 --> 01:38:07.660]  in light of the post COVID era.
[01:38:07.660 --> 01:38:11.180]  And the Republicans have not done that to their detriment.
[01:38:11.180 --> 01:38:13.220]  So I think there are other things like this
[01:38:13.220 --> 01:38:14.460]  that we need to focus on.
[01:38:14.460 --> 01:38:15.300]  No, you're right.
[01:38:15.300 --> 01:38:16.660]  If they don't focus on the technocracy
[01:38:16.660 --> 01:38:19.300]  and the ministry of truth that we now confirm
[01:38:19.300 --> 01:38:21.660]  through intercept is still operating illegally
[01:38:21.660 --> 01:38:23.740]  with the CIA and DHS spying,
[01:38:23.740 --> 01:38:25.900]  surveilling the Democrat think tanks.
[01:38:25.900 --> 01:38:29.020]  I mean, big tech with big corporations,
[01:38:29.020 --> 01:38:31.420]  the Democratic Party and with the WF around the world,
[01:38:31.420 --> 01:38:34.060]  they are establishing a digital dictatorship
[01:38:34.060 --> 01:38:35.740]  and that should be the main focus.
[01:38:37.020 --> 01:38:39.460]  Absolutely, that's the main focus.
[01:38:39.460 --> 01:38:43.020]  And it really transcends politics in the narrow sense
[01:38:43.020 --> 01:38:44.420]  in terms of its importance,
[01:38:44.420 --> 01:38:46.060]  because once you're able,
[01:38:46.060 --> 01:38:49.140]  we're so integrated into our machines now.
[01:38:49.140 --> 01:38:54.140]  We're so constantly managing our electronic devices,
[01:38:57.020 --> 01:38:58.740]  using our devices.
[01:38:58.740 --> 01:39:02.460]  Those devices process us on such a deep level
[01:39:02.460 --> 01:39:06.700]  that to be able to control the information flows
[01:39:06.700 --> 01:39:09.820]  through those devices is really nothing short
[01:39:09.820 --> 01:39:14.820]  of being able to create and manipulate people's very reality.
[01:39:15.100 --> 01:39:17.980]  And this is just a very dangerous Rubicon
[01:39:17.980 --> 01:39:19.820]  that I think has already been crossed
[01:39:19.820 --> 01:39:22.380]  in terms of the level of power
[01:39:22.380 --> 01:39:26.180]  that can be wielded by the technocrats
[01:39:26.180 --> 01:39:31.180]  who have sort of the inside access
[01:39:33.500 --> 01:39:35.740]  to how those algorithms work
[01:39:35.740 --> 01:39:37.740]  and what exactly they're doing with it.
[01:39:38.860 --> 01:39:41.020]  So, Doc, what comes next?
[01:39:41.020 --> 01:39:42.780]  I mean, I see this in raging people.
[01:39:42.780 --> 01:39:44.740]  I see it waking people up faster.
[01:39:44.740 --> 01:39:46.820]  I see exit polls showing Democrats say
[01:39:46.820 --> 01:39:48.660]  that they 70 plus percent of hate Biden
[01:39:48.660 --> 01:39:50.660]  and we're voting for change.
[01:39:50.660 --> 01:39:53.580]  I mean, they did have key areas where the machines
[01:39:53.580 --> 01:39:55.620]  got shut down to suppress stuff
[01:39:55.620 --> 01:39:57.580]  in midnight and 1 a.m. deliveries
[01:39:57.580 --> 01:39:58.620]  in Michigan or the ballots.
[01:39:58.620 --> 01:40:00.860]  I mean, obviously there's classic Democrat machine stuff
[01:40:00.860 --> 01:40:01.780]  but you're right.
[01:40:01.780 --> 01:40:04.460]  That secondary to fill up any holes,
[01:40:04.460 --> 01:40:07.220]  90% of the attack is the technocracy.
[01:40:07.220 --> 01:40:08.060]  What do we do?
[01:40:08.060 --> 01:40:09.700]  Because the Republican leadership,
[01:40:09.700 --> 01:40:11.660]  most of them are on the big tech payroll.
[01:40:11.660 --> 01:40:15.300]  Most of them don't even have any technical understanding.
[01:40:15.300 --> 01:40:17.620]  So they're basically like blind men
[01:40:17.620 --> 01:40:20.420]  trying to find a needle in a haystack.
[01:40:20.420 --> 01:40:22.380]  Yeah, it's very discouraging,
[01:40:22.380 --> 01:40:24.900]  but it's also sobering in a certain way.
[01:40:24.900 --> 01:40:28.060]  You know, there's talk about like the hacking
