[00:01.000 --> 00:05.000]  You're listening to the Alex Jones show.
[01:06:32.000 --> 01:06:46.000]  And so I set out to develop Caveman, but to not just have concentrated bone broth from chicken, but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[01:06:46.000 --> 01:06:56.000]  Info Wars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[01:06:56.000 --> 01:07:08.000]  Caveman is finally back at the Info War store. You can get 25% off the regular price for a limited time only at infowarslife.com or by calling toll-free triple A 253 3139.
[01:07:08.000 --> 01:07:15.000]  It's not just our water we need to filter. It's not just our food that needs to be cleaned. It's the air we're breathing, especially for our children.
[01:07:15.000 --> 01:07:30.000]  The artificial particulates of the chemicals is absolutely weighing down our immune systems. The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breeze.
[01:07:30.000 --> 01:07:38.000]  Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children, to the best job you can to purify your air.
[01:07:38.000 --> 01:07:48.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves. The general public doesn't.
[01:07:48.000 --> 01:08:02.000]  The Alexa Pure Breeze will be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean. This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:08:02.000 --> 01:08:13.000]  Find out why this system is so revolutionary today and then fullwarstore.com.
[01:08:13.000 --> 01:08:24.000]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[01:08:24.000 --> 01:08:35.000]  Well, he was the founder of Vice, syndicated radio and TV host Gavin McGinnis with us. And, you know, I love getting him on once a month. We really appreciate him coming on. He's a busy guy.
[01:08:35.000 --> 01:08:40.000]  And I was talking to him, to my producer in the break, and I was like, what do you want to get into today? Because I don't need to pre-talk to him.
[01:08:40.000 --> 01:08:55.000]  And he said, globalism, we're being conquered by it. It's taking over this corporate technocracy and their own words, these billionaires that are tax-exempt, fake liberals ending our free speech, the Google memos, all of this.
[01:08:55.000 --> 01:09:04.000]  Are we going to put up with this? And, you know, that's the thing. Nishi said a lot of things. We said, stare into the abyss, be careful, you don't become the abyss.
[01:09:04.000 --> 01:09:12.000]  It's kind of like, we know they're doing all this, and so we kind of just become comfortable with it. Like, oh, okay, well, they're starting force inoculations.
[01:09:12.000 --> 01:09:18.000]  Or, okay, they're big companies or tax-exempt, but they lobby for me to have higher taxes because they get corporate welfare.
[01:09:18.000 --> 01:09:30.000]  It's like, we need to stop putting up with it. And there's one guy in government who fired all the lobbyists, boosted the stock market, got thousands of companies to come back.
[01:09:30.000 --> 01:09:37.000]  And they're just ignoring all that with Newsweek cover saying, Trump never did anything. He's a total failure.
[01:09:37.000 --> 01:09:48.000]  I mean, can you imagine the elite are so delusional drinking their own Kool-Aid? That's my hope. They are so delusional. They thought we wanted Jeb or Hillary.
[01:09:48.000 --> 01:09:55.000]  That's who most of the donations went to. I mean, we don't want Jeb. We don't want Hillary. Yeah, we'll take the crazy reality star that didn't, you know, have to get America.
[01:09:55.000 --> 01:10:00.000]  He didn't have a hard-on to screw us. So he's got a hard-on to, you know, get the global software back.
[01:10:00.000 --> 01:10:06.000]  So Gavin McEnnis is our guest. He's got so many shows and so many platforms. I can't even go over it all.
[01:10:06.000 --> 01:10:12.000]  But he's compoundmedia.com. He's also, I guess, working with the Rebel Twitter at Gavin underscore McEnnis.
[01:10:12.000 --> 01:10:19.000]  And he joins us now as he tries to represent men, not against women or anybody else.
[01:10:19.000 --> 01:10:29.000]  There's this idea that, like, you know, men are inherently bad. That's kind of Gavin McEnnis' main forte, but he is a Swiss army knife of intellectual ideas.
[01:10:29.000 --> 01:10:33.000]  So let's front and center my maestro.
[01:10:33.000 --> 01:10:47.000]  Well, here's what I understand that politicians like Hillary, the DNC, I understand that they want to incentivize single moms and they want to shatter the black family so they can make more Americans dependent on them.
[01:10:47.000 --> 01:10:49.000]  I understand that Soros wants to...
[01:10:49.000 --> 01:10:57.000]  By the way, Margaret Singer said that. They did that. LBJ adopted it. It's all public. I mean, yeah, that's why she's the hero on the cover of Time Magazine.
[01:10:57.000 --> 01:11:02.000]  Sorry, go ahead. Black families, as you know, in the 40s had less illegitimacy than whites.
[01:11:02.000 --> 01:11:08.000]  Right. When I see, you know, a junkie on the street pull a gun, I go, I know what's going on here.
[01:11:08.000 --> 01:11:13.000]  You want to rob me because you want money for heroin. That's clear. Soros, it's clear. I understand their motive.
[01:11:13.000 --> 01:11:20.000]  What I'm obsessed with these days is how eager the populace is to assist these people.
[01:11:20.000 --> 01:11:25.000]  How eager they are to jump in bed with these people where they have no real gains.
[01:11:25.000 --> 01:11:33.000]  Exactly. If you're Roman soldiers taking over a town in Brittany and burning it, you get to rape the women, you get the gold.
[01:11:33.000 --> 01:11:40.000]  They're not even getting anything. They're screwing their own future, but it's VR. It's imaginary.
[01:11:40.000 --> 01:11:47.000]  Exactly. They're jumping next to the Roman soldiers and marching with them saying, let's rape and pillage my town.
[01:11:47.000 --> 01:11:52.000]  And you go, well, that was easy. I mean, these people were thought policing ourselves.
[01:11:52.000 --> 01:11:58.000]  So the Gestapo, the Secret Service, they don't even have to show up for work to thought polices because we'll do it.
[01:11:58.000 --> 01:12:05.000]  Like this Google memo thing, that he was fired not just by the CEO, but by his peers, by other people.
[01:12:05.000 --> 01:12:12.000]  And let's talk about that. CNN, I've got the clips coming up. They then misrepresented and said, he believes women shouldn't be able to wear shoes to come out of the house.
[01:12:12.000 --> 01:12:14.000]  Didn't say any of that.
[01:12:14.000 --> 01:12:22.000]  No, Forbes called it an anti-woman screed. You had a salon saying it confirms your worst fears.
[01:12:22.000 --> 01:12:29.000]  And they've just taken this fake narrative that he said women don't belong in the workforce and they've exaggerated it.
[01:12:29.000 --> 01:12:33.000]  And I don't think any of the media has even read it. It's only 3,000 words.
[01:12:33.000 --> 01:12:38.000]  And he's just saying, hey, I don't care if you're a man or a woman, I need good people. There's more guys in the pool.
[01:12:38.000 --> 01:12:46.000]  And on average, there's more engineers. We need to hire men or women. I don't care. It's just there's more men in the pool.
[01:12:46.000 --> 01:12:54.000]  So again, I mean, it's like when I hire people, are they good? Do they do a good job? I don't care what's between their legs.
[01:12:54.000 --> 01:13:01.000]  Right. And he was also saying he saw the future and he saw that he was about to get penalized for being male, which is illegal.
[01:13:01.000 --> 01:13:07.000]  And he was saying, hey, company, I want us all to work together. Women are a huge asset to the workforce.
[01:13:07.000 --> 01:13:19.000]  Sexism is bad. Equality is good. However, do we really need to demand every single aspect, every single floor, every single cubicle of this building is 50% male, 50% female?
[01:13:19.000 --> 01:13:25.000]  Do they really need to all, do the coders, which is a very rare skill, do the coders all have to be 50% female?
[01:13:25.000 --> 01:13:32.000]  Because that's forcing women into a role. It's slavery. It's forcing them into the Foxcom factory in China. That's really what it is.
[01:13:32.000 --> 01:13:38.000]  Let's get George Costanza into the NBA. Let's get some short, fat, Jewish guys playing NBA.
[01:13:38.000 --> 01:13:45.000]  I was about to say I was an OK football player, but by the time I was a sophomore and they put me on varsity in a 5-8 team in Dallas
[01:13:45.000 --> 01:13:53.000]  and huge black guys and white guys were running me over. I said, I quit. I have broken ribs. They're like, well, you did some good tackles.
[01:13:53.000 --> 01:14:00.000]  And I'm like, dude, I'm done. And again, it wasn't like I was mad that most of the guys running over me were black. It was just, that's the way it was.
[01:14:00.000 --> 01:14:12.000]  Well, that's communism, right? And affirmative action in schools too, forcing blacks to be at Harvard and giving them bonus scores and then penalizing Asians test scores.
[01:14:12.000 --> 01:14:18.000]  Did you see the story where the Indian guy posed as a black guy and then he got into medical school?
[01:14:18.000 --> 01:14:25.000]  Yeah, Mindy Kaling's brother, he's the one who did that, that comedian from the office. He did it and it worked.
[01:14:25.000 --> 01:14:30.000]  Because they're being discriminated against Indians. Indians, on average, most of them entered a super smart, hardworking, it's like brainy acts.
[01:14:30.000 --> 01:14:35.000]  They're like, gosh, we've got nothing but Indians here in our medical school. Well, that's who's passing the scores and doing it and doing it.
[01:14:35.000 --> 01:14:37.000]  You know, it's not their fault.
[01:14:37.000 --> 01:14:44.000]  The NBA is black. Sorry. The MLB is Hispanic. Sorry. That's just the way it is.
[01:14:44.000 --> 01:14:49.000]  The super mathematicians are Indian and Russian and German and Japanese.
[01:14:49.000 --> 01:14:56.000]  Why do you want to change that? I don't understand this compulsion and it ends up putting people in places where they're unhappy.
[01:14:56.000 --> 01:15:04.000]  Like, you make a woman be a coder or you make a woman be violent. I mean, Antifa keeps putting these women on the front lines because they brainwashed them.
[01:15:04.000 --> 01:15:14.000]  Oh yeah, when I couldn't get in to see Trump speak, like all these, on January 20th this year, it was always women up front and quite frankly, they would hit me and push me.
[01:15:14.000 --> 01:15:16.000]  So I went ahead and just ran them over.
[01:15:16.000 --> 01:15:25.000]  Yes. Well, we're going to, we're doing a big free speech rally in Boston in a couple weeks, August 19th.
[01:15:25.000 --> 01:15:34.000]  And I know that the protesters, the most violent ones, are going to be the women on the front lines because they think they're Charlize Theron and they think they can drop kick.
[01:15:34.000 --> 01:15:37.000]  And they're going to try to hit you in the head with a bike lock.
[01:15:37.000 --> 01:15:41.000]  Yeah, and it happens all the time and these women end up getting beat up. I see it everywhere.
[01:15:41.000 --> 01:15:49.000]  I remember we just finished a movie and there's all these female PAs and you're watching them lift these big sandbags and these big hundred pound boxes.
[01:15:49.000 --> 01:15:55.000]  Oh, I had this, I had like, they were, you're right, it's on video, frontline women ramming and hitting me with big guys behind them.
[01:15:55.000 --> 01:15:59.000]  So I went ahead and just knocked them over and I had a bunch of big guys with me and they're like, I'm a woman.
[01:15:59.000 --> 01:16:07.000]  I'm like, you just hit me. What the hell do you think is going on here, lady? You're in a man's world now. I'm going to run you over to go see the president.
[01:16:07.000 --> 01:16:16.000]  And it's the impetus behind all this feminism, making women into men, is making women to shatter the family and making women more dependent, more, they pay more taxes.
[01:16:16.000 --> 01:16:20.000]  Let's get them slaves into cubicles like everyone else and they can all vote Democrat.
[01:16:20.000 --> 01:16:24.000]  By the way, that's in all the eugenics memos. They said that.
[01:16:24.000 --> 01:16:32.000]  And I understand that, that motive. I understand what evil minds do. I just don't understand why we are so eager to accept it.
[01:16:32.000 --> 01:16:38.000]  I mean, remember at the woman's march, there was that man who put on a hijab, like he just fucked himself.
[01:16:38.000 --> 01:16:42.000]  And you think, well, how did we get so eager for self annihilation?
[01:16:42.000 --> 01:16:52.000]  We ought to pull that up. What do you search? Like man puts on a job. How is Sorcerer now the leader of women in Newsweek and USAA says, wear a hijab, be a Muslim.
[01:16:52.000 --> 01:17:00.000]  That's the greatest form of women's empowerment. It's like they're looking for Western men doing something to women and then they're just worshiping Islam.
[01:17:00.000 --> 01:17:10.000]  And I'm glad you brought that up because there was a video recently by AJ Plus called, The Face of Domestic Terrorism in America is White.
[01:17:10.000 --> 01:17:16.000]  And it was all about how Nazis are going to kill you when you're asleep and everyone's Timothy McVeigh and there's no such thing as Muslim terrorism.
[01:17:16.000 --> 01:17:23.000]  It's a tiny fraction. It's not really a thing. Pulse nightclub wasn't a thing. San Bernardino wasn't a thing. 9-11 never happened.
[01:17:23.000 --> 01:17:31.000]  And AJ Plus is Al Jazeera. Al Jazeera is owned by some family, you know, some billionaire family.
[01:17:31.000 --> 01:17:36.000]  They own basically every painting in the world. I forget what they're called, but they're over there in Qatar.
[01:17:36.000 --> 01:17:44.000]  And you think all these, all these Arab, all these Arab sheikhs have to do is throw a little bit of money at the, at the left coast and say,
[01:17:44.000 --> 01:17:50.000]  go make some bullshit propaganda and make sure everyone believes it. And they go, OK, and we have all these.
[01:17:50.000 --> 01:17:57.000]  Well, members CNN, when it came out, they were getting a half million dollars per show to put out good news for Saudi Arabia and Qatar and all this.
[01:17:57.000 --> 01:18:00.000]  I mean, this is pay to play.
[01:18:00.000 --> 01:18:06.000]  I can't figure out, is it because they don't have fathers? Is it because we're the first generation of divorce?
[01:18:06.000 --> 01:18:09.000]  And now we have all these guys who've never had a dad around, so they have no father.
[01:18:09.000 --> 01:18:14.000]  And so all the weird feminist women don't want a man, so they want a woman that doesn't make them happy.
[01:18:14.000 --> 01:18:19.000]  I don't care what they're into, whatever. And then they're mad. And so their daddy now is a Muslim sheikh.
[01:18:19.000 --> 01:18:24.000]  It's like, oh, I don't like Western men. Put a burqa on me and cut my genitals off. I love you.
[01:18:24.000 --> 01:18:35.000]  We talk to this guy, angry foreigner. He's got a YouTube channel and he's in Sweden. And he said, what's going on there is so sick and depraved that the Swedish feminists have castrated their men.
[01:18:35.000 --> 01:18:41.000]  So all their men are little eunuch beta boys and these women go, I kind of overdid it. I want a real man.
[01:18:41.000 --> 01:18:48.000]  So they're taking in refugee boys who are 19, 20, 25, but they pretend they're 14.
[01:18:48.000 --> 01:18:55.000]  And then they're having sex with these refugees, these fat, frumpy Swedish feminist hippies.
[01:18:55.000 --> 01:19:02.000]  So they've created this depraved jalopy of culture by getting rid of something and then trying to replace it.
[01:19:02.000 --> 01:19:07.000]  It's like if you fixed your car with duct tape, it's not going to last.
[01:19:07.000 --> 01:19:16.000]  Now, I want to ask you, we're going to break here in a moment, but separately, I'm seeing the leftist media criticizing Trump like he caused North Korea.
[01:19:16.000 --> 01:19:22.000]  He didn't give him the nukes. He didn't give him the missiles like the Clintons did. It's Kim Jong-un toggling around.
[01:19:22.000 --> 01:19:26.000]  Couldn't wipe his own butt, but he's like, you know, this world ruler threatening to nuke everybody.
[01:19:26.000 --> 01:19:30.000]  And then the media CNN's like, could Congress stop Trump from bombing North Korea?
[01:19:30.000 --> 01:19:36.000]  So now it's Trump's fault. Like Trump gave birth to Kim Jong-un.
[01:19:36.000 --> 01:19:43.000]  You know, the left is so in the same way they were so blindly in the tank for Obama.
[01:19:43.000 --> 01:19:47.000]  They are so blindly out of the tank for Trump and he can do absolutely no right.
[01:19:47.000 --> 01:19:50.000]  Did you know, like, I live in New York City. I talk to these people every day.
[01:19:50.000 --> 01:19:54.000]  Did you know they're still convinced that he's going to be out within the next few months?
[01:19:54.000 --> 01:19:58.000]  Just like you wasn't going to win the election, let's talk about the fake polls, the hoaxing.
[01:19:58.000 --> 01:20:03.000]  Where the Trump derangement syndrome goes, the mental illness, the PTSD, what's the next level?
[01:20:03.000 --> 01:20:08.000]  Is there any point where they ever come back to reality except jobs and stock markets?
[01:20:08.000 --> 01:20:13.000]  If food became scarce, would you be able to feed yourself and your family?
[01:20:13.000 --> 01:20:17.000]  Have you found some emergency food supplies? Can cost upwards of $300 for a month's supply?
[01:20:17.000 --> 01:20:21.000]  And worst of all, they're packed with chemicals and other unpronounceable ingredients.
[01:20:21.000 --> 01:20:27.000]  At 30dayfood.com, our mission is to provide you with food that's not only healthy and natural, but also affordable.
[01:20:27.000 --> 01:20:34.000]  At 30dayfood.com, for only $127, you can order meals that are naturally high in fiber, carbs and protein,
[01:20:34.000 --> 01:20:38.000]  and mylar bags with oxygen absorbers for superior shelf life.
[01:20:38.000 --> 01:20:41.000]  For a limited time only, your order ships free, but that's not all.
[01:20:41.000 --> 01:20:45.000]  Enter promo code PREP10 to receive 10% off your entire order.
[01:20:45.000 --> 01:20:48.000]  Call 800-700-2184 today.
[01:20:48.000 --> 01:20:53.000]  30dayfood.com keeps prices low by buying directly from suppliers in the Pacific Northwest,
[01:20:53.000 --> 01:20:55.000]  then passing the savings along to you.
[01:20:55.000 --> 01:21:02.000]  Go to 30dayfood.com or call 800-700-2184 for the most cost-effective and healthy food storage solution.
[01:21:02.000 --> 01:21:07.000]  That's 30dayfood.com at 800-700-2184.
[01:21:07.000 --> 01:21:09.000]  Heart disease is on the rise.
[01:21:09.000 --> 01:21:14.000]  Clogged arteries, high blood pressure and high cholesterol levels may not be fully detected by you.
[01:21:14.000 --> 01:21:16.000]  But the symptoms are there.
[01:21:16.000 --> 01:21:21.000]  Loss of energy, blood sugar, spikes and drops, poor circulation and irregular heartbeat
[01:21:21.000 --> 01:21:24.000]  are just a few of these that can alert you that something is wrong.
[01:21:24.000 --> 01:21:30.000]  Here, how heart and body extract is making a difference in thousands of people's lives across America.
[01:21:30.000 --> 01:21:34.000]  My blood pressure has normalized, my diabetes has totally improved.
[01:21:34.000 --> 01:21:38.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:21:38.000 --> 01:21:41.000]  I recommend heart and body extract to everyone.
[01:21:41.000 --> 01:21:46.000]  Anybody over 40 in the North American continent should be using this product as a preventive
[01:21:46.000 --> 01:21:49.000]  to keep their cardiovascular system healthy.
[01:21:49.000 --> 01:21:54.000]  Order your two-month supply today by calling 866-295-5305.
[01:21:54.000 --> 01:22:00.000]  That's 866-295-5305 or order online hbextract.com.
[01:22:00.000 --> 01:22:06.000]  Heart and body extract 866-295-5305 or hbextract.com.
[01:22:06.000 --> 01:22:13.000]  You want to save money in a place that gives you growth, control and certainty without stock market risk or tax risk
[01:22:13.000 --> 01:22:16.000]  and you want guarantees and you want it all tax free.
[01:22:16.000 --> 01:22:17.000]  That's a tall order.
[01:22:17.000 --> 01:22:22.000]  But you can get all of that with properly designed participating whole life insurance.
[01:22:22.000 --> 01:22:25.000]  Most people think life insurance pays after you're dead.
[01:22:25.000 --> 01:22:26.000]  That's true.
[01:22:26.000 --> 01:22:30.000]  But you can have tax free access to use your life insurance while you're alive.
[01:22:30.000 --> 01:22:32.000]  Get the free book to find out how.
[01:22:32.000 --> 01:23:00.000]  Call 702-660-7000.
[01:23:03.000 --> 01:23:08.000]  At Humalife, we believe your health is your wealth.
[01:23:08.000 --> 01:23:15.000]  That's why we offer an exclusive potent and pure selection of Omri certified 100% organic humic and folvic acid concentrates.
[01:23:15.000 --> 01:23:20.000]  These two acids stop viruses and harmful bacteria and increase frequency, vibration and vitality.
[01:23:20.000 --> 01:23:22.000]  In fact, they're called the missing link to your health.
[01:23:22.000 --> 01:23:26.000]  Pure liquid organic ATP energy rebuilds and regrows the immune system.
[01:23:26.000 --> 01:23:28.000]  You are the doctor at Humalife.
[01:23:28.000 --> 01:23:30.000]  You know best because you are the test.
[01:23:30.000 --> 01:23:32.000]  Find out more at HumalifeUSA.com.
[01:23:32.000 --> 01:24:01.000]  That's HumalifeUSA.com.
[01:24:02.000 --> 01:24:05.000]  Find out more at HumalifeUSA.com.
[01:24:32.000 --> 01:24:34.000]  Check out HumalifeUSA.com.
[01:25:03.000 --> 01:25:04.000]  I have a real wife.
[01:25:04.000 --> 01:25:05.000]  I have real kids.
[01:25:05.000 --> 01:25:07.000]  I'm into real things.
[01:25:07.000 --> 01:25:15.000]  And BuzzFeed, the same folks that put out the fake PP dossier, wrote this huge hit piece.
[01:25:15.000 --> 01:25:21.000]  And I mean, it brought an incredible revenue since it came out yesterday.
[01:25:21.000 --> 01:25:25.000]  I should pay Charlie Warzell to write these things.
[01:25:25.000 --> 01:25:27.000]  I mean, it's like, they don't understand.
[01:25:27.000 --> 01:25:31.000]  They're so hated.
[01:25:31.000 --> 01:25:36.000]  And they're so mentally ill, in my view, that it's coming up.
[01:25:36.000 --> 01:25:37.000]  I'm sorry.
[01:25:37.000 --> 01:25:38.000]  I'll get to it later.
[01:25:38.000 --> 01:25:43.000]  It's like a 15-page article and it goes, well, yes, there's nothing.
[01:25:43.000 --> 01:25:44.000]  It is California standards.
[01:25:44.000 --> 01:25:45.000]  There's no heavy metals.
[01:25:45.000 --> 01:25:46.000]  It's incredibly clean.
[01:25:46.000 --> 01:25:49.000]  And it's all standardized and blah, blah, blah.
[01:25:49.000 --> 01:25:53.000]  But there's $5 zinc in it and the product's $30.
[01:25:53.000 --> 01:25:55.000]  Because there's like seven ingredients.
[01:25:55.000 --> 01:25:57.000]  Yeah, there's $5 zinc in it.
[01:25:57.000 --> 01:25:58.000]  Exactly.
[01:25:58.000 --> 01:26:03.000]  So look, it's $30, but the zinc is $5.
[01:26:03.000 --> 01:26:05.000]  But there's a bunch of other ingredients.
[01:26:05.000 --> 01:26:06.000]  Ding dong.
[01:26:06.000 --> 01:26:07.000]  And they know that.
[01:26:07.000 --> 01:26:08.000]  I mean, can you imagine?
[01:26:08.000 --> 01:26:14.000]  I just got to say, the truth is so big, so deep, so luscious that I just have been in love with it.
[01:26:14.000 --> 01:26:17.000]  And I can't even describe how juicy it is.
[01:26:17.000 --> 01:26:23.000]  And then I couldn't imagine a little creeping, like, little, like, weasel creature that, like,
[01:26:23.000 --> 01:26:28.000]  sits there and then works for weird Nazi collaborators.
[01:26:28.000 --> 01:26:29.000]  You know, George Soros.
[01:26:29.000 --> 01:26:30.000]  I mean, what do you make of the left?
[01:26:30.000 --> 01:26:32.000]  Because like you said, they're at the break.
[01:26:32.000 --> 01:26:34.000]  They are, Gavin McGinnis, they are doubling down.
[01:26:34.000 --> 01:26:35.000]  They are tripling down.
[01:26:35.000 --> 01:26:36.000]  They are crazy.
[01:26:36.000 --> 01:26:38.000]  They believe Trump's about to be gone.
[01:26:38.000 --> 01:26:39.000]  They're nuts.
[01:26:39.000 --> 01:26:41.000]  Don't they get, they can kill Trump next week.
[01:26:41.000 --> 01:26:44.000]  We've already devastated their ass.
[01:26:44.000 --> 01:26:47.000]  I just, I really am perplexed by them.
[01:26:47.000 --> 01:26:52.000]  You know, I had dinner with Ann Coulter recently and she had these two gay bloggers with her
[01:26:52.000 --> 01:26:59.000]  that were previously at Mike, M-I-C, it's one of those Daily Coast, Vox, BuzzFeed type things.
[01:26:59.000 --> 01:27:03.000]  And he sat down and he said, hey, I'm sorry, I wrote that hit piece on you.
[01:27:03.000 --> 01:27:05.000]  And I said, what was it about again?
[01:27:05.000 --> 01:27:06.000]  And he goes, I don't remember.
[01:27:06.000 --> 01:27:08.000]  It was one of five things I wrote that day.
[01:27:08.000 --> 01:27:13.000]  Now, I understand that you don't have honor and you're not a truthful person, but why
[01:27:13.000 --> 01:27:15.000]  choose reporting?
[01:27:15.000 --> 01:27:20.000]  Why choose writing as your vocation when you have no honor?
[01:27:20.000 --> 01:27:22.000]  It's like me choosing football.
[01:27:22.000 --> 01:27:26.000]  If I'm going to stick a dagger in you, it's going to be done with passion and hatred.
[01:27:26.000 --> 01:27:28.000]  Why just be a little mercenary?
[01:27:28.000 --> 01:27:32.000]  Like, ooh, ooh, you know, making crap up.
[01:27:32.000 --> 01:27:33.000]  Why bother?
[01:27:33.000 --> 01:27:34.000]  I don't understand.
[01:27:34.000 --> 01:27:36.000]  It's sort of like being a closeted gay.
[01:27:36.000 --> 01:27:40.000]  Like why hide in the closet, move to New York City, put on some red short shorts.
[01:27:40.000 --> 01:27:45.000]  You can dance around at the gay pride parade and party your ass off with 100 boyfriends.
[01:27:45.000 --> 01:27:51.000]  So the left has chosen to debate about immigration, to get involved in figures and data they know
[01:27:51.000 --> 01:27:56.000]  nothing about, and to ruin people's lives when there's nothing in it for them and it's
[01:27:56.000 --> 01:27:58.000]  not really a natural place.
[01:27:58.000 --> 01:27:59.000]  You hit the key.
[01:27:59.000 --> 01:28:02.000]  They're not in a social compact.
[01:28:02.000 --> 01:28:04.000]  They're not in a social agreement.
[01:28:04.000 --> 01:28:07.000]  They're not in, they're not in that.
[01:28:07.000 --> 01:28:13.000]  I mean, they are being defrauded, but they simulate that they're in this big victory.
[01:28:13.000 --> 01:28:16.000]  Yeah, like, half of them don't have kids.
[01:28:16.000 --> 01:28:19.000]  And that's, that's, the right is kind of guilty of that too.
[01:28:19.000 --> 01:28:20.000]  Yeah.
[01:28:20.000 --> 01:28:24.000]  The biggest pundits, the ones that are on TV the most, they tend to be divorced or, or
[01:28:24.000 --> 01:28:25.000]  not.
[01:28:25.000 --> 01:28:26.000]  None of the EU leaders have kids.
[01:28:26.000 --> 01:28:30.000]  They're not bad, you don't have kids, but something chemical happens when the net, when
[01:28:30.000 --> 01:28:35.000]  the, like you really get into the species, you really click, you access your ancestors.
[01:28:35.000 --> 01:28:38.000]  It's magic when that, but you're like, and they go, oh, that's just genetic.
[01:28:38.000 --> 01:28:39.000]  Ignore it.
[01:28:39.000 --> 01:28:41.000]  No, that's when magic time starts.
[01:28:41.000 --> 01:28:44.000]  Yeah, and it's hard to explain to other people.
[01:28:44.000 --> 01:28:48.000]  I mean, I even have trouble explaining to young men who just got married, how different sex
[01:28:48.000 --> 01:28:49.000]  is when you're.
[01:28:49.000 --> 01:28:52.000]  I got five times more powerful when I had my first child.
[01:28:52.000 --> 01:28:53.000]  It just.
[01:28:53.000 --> 01:28:55.000]  I became Darth Vader.
[01:28:55.000 --> 01:28:58.000]  And you care about the future.
[01:28:58.000 --> 01:29:01.000]  You care about the next generation and the next generation.
[01:29:01.000 --> 01:29:05.000]  And you sit there in church and you feel this cohesion with all the previous generations.
[01:29:05.000 --> 01:29:07.000]  It's sort of just connects you.
[01:29:07.000 --> 01:29:09.000]  It's electrical.
[01:29:09.000 --> 01:29:11.000]  Because it is.
[01:29:11.000 --> 01:29:12.000]  Ancestrally, it's electrical.
[01:29:12.000 --> 01:29:17.000]  Genetically, you know, out of mama's womb, man, it's a connection to everybody behind
[01:29:17.000 --> 01:29:18.000]  you.
[01:29:18.000 --> 01:29:19.000]  You are completing the circuit.
[01:29:19.000 --> 01:29:20.000]  Look at centenarians.
[01:29:20.000 --> 01:29:23.000]  They discovered these people that live over a hundred.
[01:29:23.000 --> 01:29:27.000]  They all tend to, the Venn diagram tends to show them on islands like Greece and Japan.
[01:29:27.000 --> 01:29:29.000]  They tend to eat a lot of fresh, fresh fish.
[01:29:29.000 --> 01:29:33.000]  But one thing that really connects them is they're around their grandchildren and their
[01:29:33.000 --> 01:29:34.000]  great-grandchildren.
[01:29:34.000 --> 01:29:38.000]  And they've actually noticed not only does it prevent autism, but there's been cases where
[01:29:38.000 --> 01:29:43.000]  autism and dementia are creeping in, then these people move in with their grandchildren
[01:29:43.000 --> 01:29:46.000]  or near their grandchildren, and all of a sudden it starts going away.
[01:29:46.000 --> 01:29:48.000]  Because it's a fulcrum.
[01:29:48.000 --> 01:29:49.000]  It's meant to happen.
[01:29:49.000 --> 01:29:50.000]  It's magic.
[01:29:50.000 --> 01:29:51.000]  It's religious.
[01:29:51.000 --> 01:29:52.000]  It is the species.
[01:29:52.000 --> 01:29:53.000]  Absolutely.
[01:29:53.000 --> 01:29:54.000]  And then it's psychic.
[01:29:54.000 --> 01:30:23.000]  The information is being transferred between.
[01:30:23.000 --> 01:30:25.000]  Yeah, fungus is a growing epidemic.
[01:30:25.000 --> 01:30:30.000]  And I've been testing this formula and making changes to this formula for over 10 years.
[01:30:30.000 --> 01:30:32.000]  It's available at mforwardstore.com.
[01:30:32.000 --> 01:30:33.000]  We also have free shipping.
[01:30:33.000 --> 01:30:35.000]  Order $50 or more and 10% off.
[01:30:35.000 --> 01:30:38.000]  You sign up for auto-ship additionally on top of that.
[01:30:38.000 --> 01:30:39.000]  Please.
[01:30:39.000 --> 01:30:41.000]  We only have a limited supply of this.
[01:30:41.000 --> 01:30:42.000]  I don't want to get your reviews.
[01:30:42.000 --> 01:30:43.000]  I don't want to hear what you have to say.
[01:30:43.000 --> 01:30:44.000]  For me, it's been incredible.
[01:30:44.000 --> 01:30:49.000]  MycozX, antifungal, antifungus, antiease, get it today.
[01:30:49.000 --> 01:30:53.000]  Limited around, it'll be months until we get more, mforwardstore.com and forwardslife.com.
[01:30:53.000 --> 01:30:55.000]  Our triple A, two, five, three, three, one, three, nine.
[01:30:55.000 --> 01:30:59.000]  I cannot sell something unless it helps somebody.
[01:30:59.000 --> 01:31:01.000]  And you can't support an organization that didn't fight it harder.
[01:31:01.000 --> 01:31:03.000]  Look at the response we're getting.
[01:31:03.000 --> 01:31:05.000]  We ever changed the world together.
[01:31:05.000 --> 01:31:06.000]  You are the info war.
[01:31:06.000 --> 01:31:31.000]  God bless you all.
[01:31:31.000 --> 01:31:36.000]  No wonder the Versa is the most popular model in America.
