[00:00:30.203 --> 00:00:31.624]  It's Sunday Live.
[00:22:57.161 --> 00:23:00.723]  They said, we've only got a few years to save the Earth, we've got to depopulate now.
[00:23:00.723 --> 00:23:05.505]  It's their excuse towards mass murder and control while they get rich in the process.
[00:23:06.835 --> 00:23:13.380]  So Bill Maher is starting to understand this and going, wait, big tech are involved in this?
[00:23:13.380 --> 00:23:16.002]  And they're the ones covering it up?
[00:23:16.002 --> 00:23:18.044]  They're the very ones we want to investigate.
[00:23:18.044 --> 00:23:19.985]  Here's Bill Maher.
[00:23:19.985 --> 00:23:23.588]  All right, let me ask you about the media aspect of this, because I find this outrageous.
[00:23:23.588 --> 00:23:30.634]  Facebook banned any post for four months about COVID coming from a lab.
[00:23:31.721 --> 00:23:35.124]  Of course, now even the Biden administration is looking into this.
[00:23:35.124 --> 00:23:47.494]  Google, a Wall Street Journal reporter asked the head of Google's health division, notice that they don't do autofill searches for coronavirus lab leak the way they do it for any other question.
[00:23:47.494 --> 00:23:56.982]  And the guy said, well, we want to make sure the search isn't leading people down pathways that we would find to be not authoritative information.
[00:23:56.982 --> 00:24:00.304]  Well, you were wrong, Google and Facebook.
[00:24:00.304 --> 00:24:01.085]  We don't know.
[00:24:01.914 --> 00:24:05.858]  The reason why we want you is because we're checking on this.
[00:24:05.858 --> 00:24:11.285]  He said we want to ensure the first thing users see is information from the CDC, the WHO.
[00:24:11.285 --> 00:24:13.527]  That's who I'm checking on.
[00:24:13.527 --> 00:24:17.852]  The WHO has been very corrupt about a lot of... and the CDC has been wrong about a lot of...
[00:24:18.951 --> 00:24:24.655]  This is outrageous that I can't look this information up and now they're doing it with this drug Ivermectin.
[00:24:24.655 --> 00:24:27.618]  They threw Brett Weinstein off YouTube or almost.
[00:24:27.618 --> 00:24:29.619]  He's one strike away.
[00:24:29.619 --> 00:24:33.262]  YouTube should not be telling me what I can see about Ivermectin.
[00:24:33.262 --> 00:24:35.724]  Ivermectin isn't a registered Republican.
[00:24:35.724 --> 00:24:37.766]  It's a drug.
[00:24:37.766 --> 00:24:43.410]  I don't know if it works or not and a lot of other doctors don't either.
[00:24:43.410 --> 00:24:45.011]  So there you go, ladies and gentlemen.
[00:24:45.011 --> 00:24:45.972]  This is a big deal.
[00:24:47.370 --> 00:24:58.263]  Of course, Mar doesn't know, or he's covering up, but he probably just doesn't know that they're blocking ivermectin and they're blocking all these other cures because then you can't have an emergency authorization vaccine.
[00:24:58.263 --> 00:25:05.472]  If there's a treatment that even has 5% efficacy, these others have like 98, 99% if you get to somebody on time with any viral infection.
[00:25:06.064 --> 00:25:08.586]  So think about how cold-blooded and evil this is.
[00:25:08.586 --> 00:25:19.195]  They're blocking real treatments from the public, and when they go and sit with a cold or the flu, not even COVID, they won't give them these other treatments doctors have always used for decades because the UN says they can't now.
[00:25:19.195 --> 00:25:20.676]  That's total enslavement!
[00:25:20.676 --> 00:25:33.447]  Here's Greg Reese's latest powerful report, Smoking Gun Proof the COVID Pandemic is a Scam.
[00:25:33.447 --> 00:25:34.868]  According to the official narrative,
[00:25:35.558 --> 00:25:43.264]  COVID-19 was first discovered as a pneumonia outbreak in the city of Wuhan on December 31st of 2019.
[00:25:43.264 --> 00:25:53.531]  And it wasn't until January 9th of 2020 when this supposed mystery virus was officially diagnosed as a novel coronavirus.
[00:25:54.327 --> 00:26:03.155]  Operation Warp Speed began on May 15th of 2020 to facilitate and accelerate the development of COVID-19 vaccines.
[00:26:03.155 --> 00:26:11.563]  Of the companies receiving research funding, the one responsible for the mRNA vaccine was Moderna.
[00:26:11.563 --> 00:26:13.725]  But we know that none of this checks out.
[00:26:15.387 --> 00:26:25.515]  We now know that Anthony Fauci used NIH funds to create a novel coronavirus capable of directly infecting humans.
[00:26:25.515 --> 00:26:33.482]  And we also know that Moderna has been working with Fauci's NIH on the mRNA COVID vaccine since December of 2019.
[00:26:36.716 --> 00:26:53.975]  Born in 2010 as Mode RNA Therapeutics, they were criticized for their radical specialty of mRNA biohacking that transforms human cells into drug factories, and later changed their name to Moderna.
[00:26:56.056 --> 00:27:08.328]  With a reputation for losing top talent and keeping investors in the dark due to dangerous, unpredictable side effects, Moderna somehow became Big Pharma's golden unicorn.
[00:27:08.328 --> 00:27:16.255]  They went public in December of 2018 with the largest ever IPO in the biotech industry.
[00:27:16.255 --> 00:27:21.080]  Without even having a safe, effective product, they blew up faster than Uber.
[00:27:22.350 --> 00:27:43.253]  And a year later, before COVID-19 ever made headlines, Moderna was working with Fauci's NIH outsourcing redacted challenge studies, where subjects are deliberately infected with the Fauci-funded Wuhan lab-made coronavirus and treated with Moderna's experimental gene therapy.
[00:27:45.465 --> 00:27:50.526]  And as fate would have it, the massive investment in Moderna paid off.
[00:27:50.526 --> 00:27:57.027]  Operation Warp Speed brought Moderna's COVID-19 payoff to just under $2.5 billion.
[00:27:57.027 --> 00:27:59.988]  And actual sales to the U.S.
[00:27:59.988 --> 00:28:04.209]  alone is already over $15 billion.
[00:28:04.209 --> 00:28:07.850]  There does not seem to be any breakthrough science.
[00:28:07.850 --> 00:28:14.011]  The mRNA shots are still proving to be as unpredictable and deadly as experts have been saying for years.
[00:28:16.360 --> 00:28:22.166]  And we now officially know that the shot is permanently changing the person's DNA.
[00:28:22.166 --> 00:28:26.610]  And yet, people are still lining up to get the shot.
[00:28:26.610 --> 00:28:29.393]  Thanks to media and Big Pharma.
[00:28:29.393 --> 00:28:35.719]  And thanks to the self-proclaimed philanthropists who fund the media and Big Pharma.
[00:28:35.719 --> 00:28:38.082]  The ones who call themselves the Good Club.
[00:28:39.025 --> 00:28:48.590]  The ones who met in 2009 to discuss how to save the world and how overpopulation was a major priority.
[00:28:48.590 --> 00:28:55.133]  How much more evidence do we need before we collectively realize that this entire thing is a scam?
[00:28:55.133 --> 00:29:02.116]  For InfoWars.com, this is Greg Reese.
[00:29:02.116 --> 00:29:06.678]  The globalists are having their revolution, but free humanity has to have its revolution.
[00:29:07.577 --> 00:29:24.866]  We have to first recognize this anti-human takeover is trying to enslave the entire biological processes of humans and turn us into these artificial, corporate, controlled slaves.
[00:29:24.866 --> 00:29:25.626]  Worse than slaves.
[00:29:25.626 --> 00:29:29.668]  They're just property from cradle to grave of the system.
[00:29:29.668 --> 00:29:36.472]  Rendered down to be servile minions of the system in a ritual of dominance and satanic control.
[00:29:37.190 --> 00:29:47.218]  We have to recognize the great reset post-industrial world, which realizes a nightmare dystopia, and we have to promote liberty and freedom that is the opposite of their dystopia.
[00:29:47.218 --> 00:29:47.898]  It's that choice.
[00:29:47.898 --> 00:29:51.401]  It's that realization that's going to change the world.
[00:29:51.401 --> 00:29:53.603]  And it's the only choice we've got.
[00:29:53.603 --> 00:29:54.383]  Freedom or slavery.
[00:29:54.383 --> 00:29:55.864]  Good or evil.
[00:29:55.864 --> 00:29:57.105]  It is a spiritual battle.
[00:29:57.105 --> 00:30:01.168]  An ample war is at the tip of the spear fighting it.
[00:30:01.168 --> 00:30:03.991]  The equation is very simple.
[00:30:03.991 --> 00:30:05.712]  The mega banks control the media.
[00:30:05.712 --> 00:30:06.853]  They control big pharma.
[00:30:07.593 --> 00:30:13.551]  They control academia, they control the military, industrial complex, they control big tech.
[00:30:14.691 --> 00:30:23.796]  And everywhere that they have been in control in the third world, they have established absolute total despotism and dehumanization.
[00:30:23.796 --> 00:30:32.281]  It is the Western Christian idea of human freedom that ended slavery and that promoted women's rights and so much more that actually threatens them.
[00:30:32.281 --> 00:30:39.045]  So because they can't defeat that empowering ethic, they instead co-opt it, turn it upside down, and use
[00:30:39.885 --> 00:30:47.969]  The idea of equality to actually destroy human freedom and the free market that threatens their monopolies of control.
[00:30:47.969 --> 00:30:52.471]  That's why they target InfoWars, because we understand the keys to defeating them.
[00:30:52.471 --> 00:30:57.853]  But the only way our transmission gets out is if you promote InfoWars at man.video.
[00:30:57.853 --> 00:30:58.833]  So redouble your efforts.
[00:30:58.833 --> 00:30:59.874]  We're all in this together.
[00:31:00.643 --> 00:31:07.928]  The BioPros are the new non-GMO pollution solution, using eco-friendly products to treat everyday problems while supporting our environment.
[00:31:07.928 --> 00:31:14.732]  For the first time, the BioPros are bringing to the public market a suite of bioremediation products to the everyday consumer.
[00:31:14.732 --> 00:31:21.757]  Their first product they are launching is called BioSeptic Pro, a product specifically designed to establish a healthy septic system.
[00:31:21.757 --> 00:31:26.300]  BioSeptic Pro contains live microorganisms, not traditional enzymes like its competitors.
[00:31:26.560 --> 00:31:28.522]  This stuff lives in your septic system.
[00:31:28.522 --> 00:31:31.143]  It's really like probiotics for your septic tank.
[00:31:31.143 --> 00:31:32.965]  Say goodbye to septic problems.
[00:31:32.965 --> 00:31:35.506]  Gas buildup and odor guaranteed.
[00:31:35.506 --> 00:31:39.809]  BioSeptic Pro is light years ahead of traditional septic treatments.
[00:31:39.809 --> 00:31:47.034]  They have a revolutionary patented delivery system that carries live microorganisms to treat the problem at its core, making their products up to 100 times better.
[00:31:48.115 --> 00:31:49.896]  More effective than its competitors.
[00:31:49.896 --> 00:31:53.798]  Bioseptic Pro is safe for plumbing, human, animal, and aquatic life.
[00:31:53.798 --> 00:31:57.679]  Secure your Bioseptic Pro today at TheBiopros.com.
[00:31:57.679 --> 00:32:00.741]  For anaerobic septic tanks, TheBiopros.com.
[00:32:00.741 --> 00:32:05.243]  The 4th of July Super Sale starts now at InfoWarsTore.com.
[00:32:05.883 --> 00:32:11.327]  July 4th, 2021 is now upon us, and that means our yearly big sale is here.
[00:32:11.327 --> 00:32:17.471]  Storewide free shipping, double Patriot Points starts right now and runs through July 4th.
[00:32:17.471 --> 00:32:21.875]  Survival Shield X3 Tri-Iodine, the good halogen, 60% off.
[00:32:21.875 --> 00:32:25.157]  BioTrue Selenium, essential for your whole body, 50% off.
[00:32:25.157 --> 00:32:29.200]  Ultimate Krill Oil, 40% off with the free shipping and double Patriot Points.
[00:32:29.580 --> 00:32:34.543]  All water filtration systems are 10% off and the list goes on and on.
[00:32:34.543 --> 00:32:42.669]  And while this sale runs, we're going to be adding new specials every day that are one-day specials alone because we don't have enough supplies to keep them on sale.
[00:32:42.669 --> 00:32:54.837]  So the stuff I just listed is going to be on sale through July 4th, but every day visit InfoWarsTore.com because there's going to be new specials of select items with free shipping and double Patriot points up to 60% off at InfoWarsTore.com.
[00:33:03.483 --> 00:33:06.105]  You're listening to the Alex Jones Show!
[00:33:34.852 --> 00:33:38.615]  We're seeing a lot of really crazy things happening.
[00:33:38.615 --> 00:33:40.937]  We're seeing a lot of tyranny.
[00:33:40.937 --> 00:33:49.765]  We're seeing evil in high places try to have its will with us and dominate us.
[00:33:49.765 --> 00:33:55.470]  We are seeing the globalists make their move in a big, big way.
[00:33:55.470 --> 00:33:56.410]  But here's Proverbs 19, 21.
[00:33:56.410 --> 00:33:57.171]  Many are the plans.
[00:34:01.343 --> 00:34:08.665]  In a man's heart, but it is the Lord's purpose that prevails.
[00:34:08.665 --> 00:34:10.066]  And I've seen that over and over again.
[00:34:10.066 --> 00:34:21.349]  My dad always tells me that when I was a child and even now when I get upset about things, he says, son, the best laid plans of mice and men often go astray.
[00:34:21.349 --> 00:34:28.051]  And all these different globalist programs I've seen may work in their first and second step, but it always has uncontrollable
[00:34:28.846 --> 00:34:31.187]  Developments that they can't foresee.
[00:34:31.187 --> 00:34:33.688]  We're about to be talking to Roger Stone.
[00:34:33.688 --> 00:34:36.989]  Mike Lindell's coming up later in the next hour with big news.
[00:34:36.989 --> 00:34:38.309]  Talk about tomorrow's news today.
[00:34:38.309 --> 00:34:40.510]  We're not happy about this news.
[00:34:40.510 --> 00:34:46.892]  It was Roger a month ago that said his sources in New York said they're intending to indict Trump by July 4th.
[00:34:46.892 --> 00:34:53.654]  Well, CNN announced it rubbing their hands together that they think indictment of his company by July 4th.
[00:34:53.654 --> 00:34:54.814]  An unprecedented move.
[00:34:54.814 --> 00:34:55.795]  Talk about a straw man.
[00:34:55.795 --> 00:34:56.495]  We'll break it down
[00:34:58.135 --> 00:35:02.676]  In a moment, and why they're panicking so much.
[00:35:02.676 --> 00:35:05.918]  But first, let's talk about reality here.
[00:35:05.918 --> 00:35:07.398]  Two things.
[00:35:07.398 --> 00:35:13.520]  You need to support the economy and support organizations that tell the truth and fight tyranny.
[00:35:14.870 --> 00:35:21.754]  And there's no organization out there that's done a better job overall than this broadcast with our crew and all the guests and you, the listeners of this family.
[00:35:21.754 --> 00:35:25.197]  And we need funds to operate and keep the situation on the air.
[00:35:25.197 --> 00:35:27.378]  And we're just right there between the red and the black.
[00:35:27.378 --> 00:35:29.579]  And I want to be able to expand, not contract.
[00:35:29.579 --> 00:35:32.841]  So please shop at InfoWarsTore.com today.
[00:35:32.841 --> 00:35:36.043]  It's a first rate site with thousands of great items.
[00:35:36.043 --> 00:35:42.948]  We have the once a year July 4th super sale going right now, which means free shipping and double page rate points are back.
[00:35:43.644 --> 00:35:46.446]  Survival Shield X2 sold out, 50% off.
[00:35:46.446 --> 00:35:50.169]  The Good Halogen, find out about it, find out about the iodine conspiracy.
[00:35:50.169 --> 00:35:54.353]  Super Metal Super Female Vitality, just good cold-pressed herbs for libido, mainly.
[00:35:54.353 --> 00:35:55.694]  Everybody loves it.
[00:35:55.694 --> 00:35:56.955]  Both formulas are almost the same.
[00:35:56.955 --> 00:35:59.637]  It works for men and women, but there's two different variants of it.
[00:35:59.637 --> 00:36:01.679]  That's 50% off.
[00:36:01.679 --> 00:36:04.461]  Survival Shield X3, the tri-iodine, 50% off.
[00:36:04.461 --> 00:36:06.162]  Bio-Truth Selenium, 50% off.
[00:36:06.162 --> 00:36:10.005]  Ultimate Krill Oil, highest-grade Krill Oil, way better than even fish oil, many say.
[00:36:10.005 --> 00:36:10.966]  40% off.
[00:36:10.966 --> 00:36:12.948]  We have really high-quality fish oil as well.
[00:36:13.884 --> 00:36:21.640]  And all water filtrations 10% off, Alexa Pure Breeze and Alexa Pure Pro and all those systems are there.
[00:36:21.640 --> 00:36:23.725]  And then separately I want to hit this and we're going to Roger.
[00:36:24.756 --> 00:36:25.456]  Zero heads.
[00:36:25.456 --> 00:36:31.679]  The Fed faces the greatest risk in its history, an economic crisis accompanied by inflation.
[00:36:31.679 --> 00:36:33.300]  They've done all this by design.
[00:36:33.300 --> 00:36:35.782]  They've decided to bring us into this dystopia.
[00:36:35.782 --> 00:36:39.123]  They've got new lockdowns being announced and looming.
[00:36:39.123 --> 00:36:40.224]  This is the new world order move.
[00:36:40.224 --> 00:36:41.144]  Here's another one.
[00:36:41.144 --> 00:36:41.424]  U.S.
[00:36:41.424 --> 00:36:44.646]  food banks warn soaring prices will affect distributors.
[00:36:46.548 --> 00:36:48.609]  I talked to big national suppliers.
[00:36:48.609 --> 00:36:58.193]  They say everybody's already gone up massively, and the healthy indexes are by the fall, 60 plus percent increases in most major foodstuffs.
[00:36:58.193 --> 00:37:00.974]  We've seen doubling and tripling in many major commodities, lumber,
[00:37:02.378 --> 00:37:03.639]  Things like that are triple.
[00:37:03.639 --> 00:37:06.761]  I mean, this is a serious, serious situation.
[00:37:06.761 --> 00:37:09.423]  And I bring that up because it's done by design.
[00:37:09.423 --> 00:37:10.884]  Blackouts loom in California.
[00:37:10.884 --> 00:37:13.085]  Electricity prices are absolutely exploding.
[00:37:13.085 --> 00:37:14.927]  Why did I tell you what happened under Biden?
[00:37:14.927 --> 00:37:20.390]  Because they go back to the old globalist policies of shutting down America and economic war.
[00:37:20.390 --> 00:37:23.613]  And you see everything I told you is happening because the enemy is known.
[00:37:23.613 --> 00:37:24.513]  Their playbook is known.
[00:37:24.513 --> 00:37:28.556]  So, what else is in the big July 4th sale?
[00:37:28.556 --> 00:37:29.917]  They said, Alex, we got good news.
[00:37:29.917 --> 00:37:31.418]  We have bought so much food out.
[00:37:32.330 --> 00:37:34.855]  And we're gonna give you this month the authorization and right before Christmas
[00:37:42.699 --> 00:37:43.180]  We're good to go.
[00:38:05.715 --> 00:38:08.255]  Three weeks, 10% off.
[00:38:08.255 --> 00:38:09.436]  It's storable food.
[00:38:09.436 --> 00:38:10.116]  It's high quality.
[00:38:10.116 --> 00:38:11.216]  It's what I use.
[00:38:11.216 --> 00:38:12.736]  You can give it to your friends and family.
[00:38:12.736 --> 00:38:13.556]  It is insurance.
[00:38:13.556 --> 00:38:14.357]  You will eat.
[00:38:14.357 --> 00:38:23.598]  And it's only way to beat inflation is to get things like storable food so that you basically freeze the price and then going forward it can supplement what you're doing.
[00:38:23.598 --> 00:38:29.059]  So very smart move with the attempts to break down and shut down society and it funds InfoWars.
[00:38:29.059 --> 00:38:32.160]  So InfoWarsStore.com.
[00:38:32.160 --> 00:38:33.940]  InfoWarsStore.com.
[00:38:33.940 --> 00:38:34.180]  Okay.
[00:38:34.867 --> 00:38:39.889]  That said, now we've got our big guest here, ladies and gentlemen.
[00:38:39.889 --> 00:38:42.090]  And that's Roger Stone.
[00:38:42.090 --> 00:38:46.673]  And before I go to him, I want to just play a compilation of clips here.
[00:38:46.673 --> 00:38:54.216]  This is CNN rubbing their hands together about the looming indictment of Trump's company.
[00:38:54.216 --> 00:38:55.597]  That's just the beginning.
[00:38:55.597 --> 00:39:00.199]  And then Al Gore trying to say, oh, it's ridiculous to question the election.
[00:39:00.199 --> 00:39:00.979]  It's preposterous.
[00:39:00.979 --> 00:39:03.681]  They're really scared about what's coming out of Arizona.
[00:39:03.681 --> 00:39:04.001]  Here it is.
[00:39:05.965 --> 00:39:06.465]  Breaking news!
[00:39:06.465 --> 00:39:10.988]  A major development in the Manhattan District Attorney's investigation into the Trump Organization.
[00:39:10.988 --> 00:39:17.873]  The DA office telling Donald Trump's attorneys that criminal charges could be filed against the Trump Organization as soon as next week.
[00:39:17.873 --> 00:39:23.216]  The charges are believed to be tied to allegations of tax evasion over compensation paid to top executives.
[00:39:27.515 --> 00:39:49.174]  Pamela, the refusal of the former president to acknowledge that he lost by 7 million votes, it wasn't close for God's sake, and apparently a majority of his party is still so enthralled to him that they still believe that the American people did not make the judgment that they clearly made.
[00:39:49.594 --> 00:39:55.198]  And Mitt Romney came out and made the same desperate statements, going, oh, you know, he lost by 7 million votes.
[00:39:55.198 --> 00:39:59.080]  Yeah, after the polls closed, he was winning by record amounts before that.
[00:39:59.080 --> 00:40:00.641]  So joining us is Roger Stone.
[00:40:00.641 --> 00:40:01.301]  Here's the headline.
[00:40:01.301 --> 00:40:06.725]  Roger Stone predicts a Donald Trump criminal indictment is on the horizon on my show.
[00:40:06.725 --> 00:40:07.846]  That was May 30th, a month ago.
[00:40:09.179 --> 00:40:10.079]  Here's another one.
[00:40:10.079 --> 00:40:14.161]  Trump longtime ally Roger Stone says former president must prepare to be indicted.
[00:40:14.161 --> 00:40:15.202]  Again, that's a month ago.
[00:40:15.202 --> 00:40:16.222]  Here's the new headline.
[00:40:16.222 --> 00:40:21.425]  Trump organization can face criminal charges in New York as soon as next week.
[00:40:21.425 --> 00:40:22.946]  Again, unprecedented.
[00:40:22.946 --> 00:40:24.366]  He's got sources up there.
[00:40:24.366 --> 00:40:27.868]  We hope this doesn't happen, but they are telegraphing it's going to happen.
[00:40:27.868 --> 00:40:34.311]  Is this because they're so scared of Trump leading the Republican Party and going out and challenging their attempt to federalize elections?
[00:40:35.994 --> 00:40:38.416]  Alex, that's exactly what it is.
[00:40:38.416 --> 00:40:50.123]  Now, every one of those stories, of course, you have to go to the fifth paragraph before I'm quoted as saying these are fabricated charges, that these are contrived, politically motivated charges.
[00:40:50.123 --> 00:40:55.026]  I don't believe that the president or his real estate company did anything wrong.
[00:40:55.026 --> 00:41:01.671]  This is some kind of a case of selective prosecution, and it is being used because they are deathly afraid
[00:41:02.151 --> 00:41:06.113]  That Donald Trump will be on the ballot again in 2024.
[00:41:06.113 --> 00:41:07.654]  He surely beat them once.
[00:41:07.654 --> 00:41:09.835]  He most likely beat them twice.
[00:41:09.835 --> 00:41:18.640]  By the way, did Al Gore criticize Hillary Clinton when she demanded recounts in Pennsylvania and Michigan and Wisconsin and refused to concede that she had lost?
[00:41:18.640 --> 00:41:19.941]  I don't recall that happening.
[00:41:19.941 --> 00:41:20.881]  Do you?
[00:41:20.881 --> 00:41:25.744]  So this is pure politics and I can tell you exactly what happened here.
[00:41:26.704 --> 00:41:40.929]  The Mueller investigation and the thugs working there simply took the fruits of their exhaustive examination in which they could not find criminal charges against Donald Trump and they shipped them to Cy Vance in Manhattan.
[00:41:40.929 --> 00:41:43.330]  That's essentially what happened.
[00:41:43.330 --> 00:41:47.732]  And I do think that the President needs to be very wary of this.
[00:41:48.499 --> 00:41:54.085]  If I were him, I would not be confident about the lawyers who handled his impeachment.
[00:41:54.085 --> 00:41:56.847]  Uh, that fellow Bruce Castor was an embarrassment.
[00:41:56.847 --> 00:42:00.531]  What did he mean when he said Joe Biden won the election fair and square?
[00:42:00.531 --> 00:42:01.512]  No, no Bruce.
[00:42:01.512 --> 00:42:02.553]  No, he did not.
[00:42:02.553 --> 00:42:04.635]  And that's not your client's position.
[00:42:04.635 --> 00:42:08.199]  So I think it's vitally important that the president select one attorney
[00:42:08.779 --> 00:42:15.681]  Who is not Eric Hirschman, who is not Cipollone, these two guys sold him out repeatedly.
[00:42:15.681 --> 00:42:27.386]  That's the reason, by the way, the New York Times has a big reveal two days ago, perhaps it was yesterday, that Trump ordered the Justice Department to draw up the documents to enact the Insurrection Act.
[00:42:27.386 --> 00:42:32.527]  The question is not why he had them drawn up, the question is why he didn't sign them.
[00:42:32.527 --> 00:42:37.249]  I mean, the first duty of the President of the United States is to preserve order.
[00:42:37.981 --> 00:42:39.862]  Seattle, Portland, Kenosha.
[00:42:39.862 --> 00:42:44.946]  That was real insurrection that we know Millie also tried to shout down folks that wanted to do it.
[00:42:44.946 --> 00:42:45.306]  Stay there.
[00:42:45.306 --> 00:42:46.987]  We'll have the floor when we come back.
[00:42:46.987 --> 00:42:48.828]  Roger Stone will lay this out.
[00:42:48.828 --> 00:42:51.070]  We're not happy they're trying to indict Trevor's organization.
[00:42:51.070 --> 00:42:54.672]  We're warning him so he can get on a war footing ahead of what's happening.
[00:42:54.672 --> 00:42:56.834]  And then, of course, Roger's been talking to the president as well.
[00:42:56.834 --> 00:42:57.414]  We'll be right back.
[00:42:57.414 --> 00:43:00.316]  Stay with us.
[00:43:00.316 --> 00:43:04.059]  I don't like coming to you and saying this could be our last broadcast.
[00:43:04.059 --> 00:43:07.221]  Hell, I've been on there 27 years, and only the last year or so have I said that.
[00:43:07.754 --> 00:43:15.401]  But let me tell you, the New World Order is breathing down our neck, the big globalist publications are coming after us, and they're doing everything they can to shut us down.
[00:43:15.401 --> 00:43:21.167]  So please pray to keep InfoWars on the air, and please support the local station you're listening to as well.
[00:43:21.167 --> 00:43:32.778]  At the same time, go to InfoWarsStore.com while you still can, and get a book, get a film, get a t-shirt, get some supplements, because it's that money that helps us stay on air in the face of this thing.
[00:43:33.378 --> 00:43:35.520]  I need your help more than ever now.
[00:43:35.520 --> 00:43:39.623]  I want to keep fighting the globalists, but I can't do it if you don't support us.
[00:43:39.623 --> 00:43:50.231]  So, pray for us, word of mouth, tell folks about the broadcast however you can, and buy great products that will enrich you and your family's lives every day at InfoWareStore.com.
[00:43:50.231 --> 00:43:59.558]  Whether it's high quality coffee, or supplements, or books or films, all of it nurtures the soul, all of it empowers humanity, all of it is pro-human and pro-God.
[00:44:02.176 --> 00:44:10.163]  Products are now back in stock after months and months of not being available because of the COVID lockdowns that destroy the supply chain.
[00:44:10.163 --> 00:44:14.267]  BioTrue Selenium is the highest quality selenium from the mustard seed.
[00:44:14.267 --> 00:44:17.429]  It is essential for all cellular activity in the body.
[00:44:17.429 --> 00:44:19.511]  It's critical and it funds the info war.
[00:44:19.511 --> 00:44:20.572]  It's back in stock.
[00:44:20.572 --> 00:44:22.234]  Then we have Ultimate Krill Oil.
[00:44:22.234 --> 00:44:23.715]  Highest grade of krill oil.
[00:44:23.715 --> 00:44:28.399]  All the things it does for your brain, your cardiovascular system, your memory, your sleep, everything.
[00:44:28.399 --> 00:44:29.140]  It's back in stock.
[00:44:29.820 --> 00:44:33.023]  And by the way, all these are discounted 40 to 50% off.
[00:44:33.023 --> 00:44:35.866]  But then, one more other great item is now back in stock.
[00:44:35.866 --> 00:44:39.990]  We got a good shipment of it in, so I want to offer it at the lowest price ever, so you experience the benefits.
[00:44:39.990 --> 00:44:46.016]  And that is Survival Shield X3 Tri-Iodine, 60% off, with free shipping, double Patreon points.
[00:44:46.016 --> 00:44:48.578]  The other products are 50% off and 40% off.
[00:44:48.578 --> 00:44:50.640]  Check them out today at InfoWarsStore.com.
[00:44:50.640 --> 00:44:52.542]  The trifecta of InfoWars products.
[00:44:52.542 --> 00:44:53.343]  Bio-Tristellinium,
[00:44:59.089 --> 00:45:03.835]  You know, it's crazy to get to this point.
[00:45:03.835 --> 00:45:05.597]  It's very bittersweet.
[00:45:05.597 --> 00:45:08.581]  Everything we've talked about has happened just like we said it would.
[00:45:08.581 --> 00:45:09.842]  And now we have a lot of credibility.
[00:45:09.842 --> 00:45:10.763]  But I don't care about that.
[00:45:10.763 --> 00:45:12.025]  I care about beating the New World Order.
[00:45:12.771 --> 00:45:17.497]  And it's because we have so much credibility, they can't allow us to stay on air much longer.
[00:45:17.497 --> 00:45:20.842]  And I don't have time to tell you all the stuff they're doing to us for a lot of reasons.
[00:45:20.842 --> 00:45:22.364]  I can't tell you what's going on.
[00:45:22.364 --> 00:45:23.566]  But let's just say this.
[00:45:23.566 --> 00:45:24.887]  We're going to see this through to the end.
[00:45:24.887 --> 00:45:27.351]  We're going to stay on air as long as we can.
[00:45:27.971 --> 00:45:31.613]  So please pray for us and please buy the products at mfulworthstore.com.
[00:45:31.613 --> 00:45:34.174]  They're great products, plus they fund the operation.
[00:45:34.174 --> 00:45:37.355]  So you know, unlike other products you can buy, they're still great.
[00:45:37.355 --> 00:45:38.215]  Do they fund freedom?
[00:45:38.215 --> 00:45:39.336]  No, a lot of them don't.
[00:45:39.336 --> 00:45:45.778]  These are great products that fund freedom and fund justice when the whole world's waking up and looking for truth.
[00:45:45.778 --> 00:45:47.499]  That's why the globalists are censoring.
[00:45:47.499 --> 00:45:50.340]  They can't bring in all this tyranny and leave people like us on the air.
[00:45:50.920 --> 00:45:54.042]  So while you're at it, don't just financially support us and spread the word.
[00:45:54.042 --> 00:46:01.626]  Download everything we've done you can find and save it, because who knows how long we're going to be on the air and the enemy is trying to destroy everything we ever said.
[00:46:01.626 --> 00:46:05.868]  The 4th of July Super Sale starts now at m4warscore.com
[00:46:06.748 --> 00:46:12.235]  July 4th, 2021 is now upon us, and that means our yearly big sale is here.
[00:46:12.235 --> 00:46:18.363]  Storewide free shipping, double Patriot points starts right now and runs through July 4th.
[00:46:18.363 --> 00:46:21.947]  Survival Shield X3 Tri-Iodine, the good halogen, 60% off.
[00:46:22.728 --> 00:46:26.030]  BioTrue Selenium, essential for your whole body, 50% off.
[00:46:26.030 --> 00:46:30.493]  Ultimate Krill Oil, 40% off with the free shipping and double Patriot Points.
[00:46:30.493 --> 00:46:35.437]  All water filtration systems are 10% off and the list goes on and on.
[00:46:35.437 --> 00:46:43.242]  And while this sale runs, we're going to be adding new specials every day that are one-day specials alone because we don't have enough supplies to keep them on sale.
[00:46:43.662 --> 00:46:45.383]  You're listening to the Alex Jones Show!
[00:47:26.475 --> 00:47:43.286]  It was a month ago that Roger Stone joined us on air and said, from his sources in New York, where he until recently had an apartment, he's fully evacuated like Trump has, to Florida because of the incredible persecution and tyranny, he said, my sources say, by July 4th,
[00:47:44.258 --> 00:47:48.900]  They are planning to indict people around Trump or Trump or his organization.
[00:47:48.900 --> 00:47:55.664]  Now, they're saying, sources in the city say this is going to happen, they're going to indict his organization.
