[00:00.000 --> 00:18.000]  Infowars, tomorrow's news, today.
[1:00:31.280 --> 1:00:32.320]  bravely
[1:00:32.320 --> 1:00:38.960]  And selfless courage of the united states military and our diplomats and intelligence professionals your secretary
[1:00:39.520 --> 1:00:41.520]  President biden has described
[1:00:42.240 --> 1:00:44.240]  the evacuation from afghanistan
[1:00:44.240 --> 1:00:49.360]  As an extraordinary success his words extraordinary success
[1:00:50.000 --> 1:00:56.800]  This has to be the lie of the 21st century secretary called. Did I hear you say that al qaeda and isis k
[1:00:58.240 --> 1:01:01.920]  Are developing their capability to attack the us within two years
[1:01:02.400 --> 1:01:07.200]  I said was that the current intelligence community's assessment is that isis k could
[1:01:07.200 --> 1:01:13.760]  Potentially develop a capability within six to twelve months and that al qaeda could potentially develop that capability within
[1:01:14.240 --> 1:01:15.520]  One to two years
[1:01:15.520 --> 1:01:19.200]  We have considerable evidence that they have the intent the question at the moment is the capability
[1:01:19.520 --> 1:01:25.760]  Over the past halloween weekend a red alert quietly went off in northern virginia
[1:01:26.080 --> 1:01:34.800]  Informing the public of the possibility of a terrorist attack from an activated isis cell that had been sitting dormant in the united states
[1:01:34.800 --> 1:01:38.400]  Chief kevin davis told us today that this is a serious threat now
[1:01:38.560 --> 1:01:45.360]  What it is exactly remains a mystery because he couldn't get into the specifics and the information he was able to relay
[1:01:45.680 --> 1:01:47.680]  Was very vague
[1:01:55.520 --> 1:01:57.920]  Greater presence in places where people gather
[1:01:58.560 --> 1:02:00.960]  Whether it's a holiday weekend or just a normal weekend
[1:02:00.960 --> 1:02:08.160]  Uh, it's information that we're now aware of and because we're aware of this information and again, it's information that's regional
[1:02:08.880 --> 1:02:10.880]  We're taking the appropriate responsible
[1:02:11.840 --> 1:02:15.040]  actions to ensure that the community knows that that
[1:02:15.600 --> 1:02:24.400]  We we take all information about their safety very seriously as biden's open border handlers ramp up a war against american citizens
[1:02:24.560 --> 1:02:27.360]  Deeming them domestic terrorists for thought crimes
[1:02:27.360 --> 1:02:34.880]  I'm pleased to announce that the administration is today releasing the first national strategy for countering domestic terrorism
[1:02:35.120 --> 1:02:40.640]  Uh, let me ask you about organizations. The oath keepers are a white supremacist organization true
[1:02:41.280 --> 1:02:44.240]  I'm not sure that I can characterize their ideology
[1:02:44.320 --> 1:02:47.760]  I would say that we have charged a number of individuals
[1:02:48.320 --> 1:02:53.280]  Related to specific terrorist activity or violent activity. Maybe it's a better way of putting it
[1:02:53.280 --> 1:03:00.160]  Who self identify with the oath keepers and I think some of those individuals are ones that we would put in this
[1:03:00.800 --> 1:03:02.800]  racially motivated violent extremist category
[1:03:03.760 --> 1:03:09.760]  We also have a number of such investigations of individuals who self identify with the proud boys
[1:03:10.560 --> 1:03:15.840]  Uh, in a similar vein the biggest threat to americans is not jihadist overseas
[1:03:15.840 --> 1:03:23.600]  It's homegrown domestic terrorists inspired by white supremacists the gravest terrorist threat to the homeland is domestic violent extremism
[1:03:23.680 --> 1:03:30.720]  Domestic terrorism is our number one threat. Domestic terrorism has been steadily increasing and that that threat needs to be addressed
[1:03:30.880 --> 1:03:36.800]  Mexican drug cartels are controlling more american territory as the border becomes non-existent
[1:03:37.680 --> 1:03:41.840]  It is a war make no mistake about it and it is happening on american soil
[1:03:41.840 --> 1:03:49.440]  Texas agriculture commissioner Todd Staples says the same gangs that are blamed for thousands of deaths in mexico are now threatening
[1:03:49.600 --> 1:03:54.080]  Our nation's food supply farmers and ranchers are being run off their own property by
[1:03:54.800 --> 1:03:56.240]  armed
[1:03:56.240 --> 1:04:05.280]  Terrorists showing up and telling them to have to leave the land. We witnessed automatic gunfire going from mexico directly into the united states
[1:04:05.760 --> 1:04:10.640]  Um, the national guard soldiers we were with you can hear them kind of reacting saying whoa, holy bleep
[1:04:10.640 --> 1:04:12.640]  Um, they say this is
[1:04:13.040 --> 1:04:20.640]  Suspected cartel gunfire going indiscriminately directly into the united states the national guard soldiers told us multiple times in recent days
[1:04:21.040 --> 1:04:28.320]  Armed cartel members with ak47s have stood on the opposite side of the Rio Grande from them and have taunted them have racked the slides on their guns
[1:04:28.640 --> 1:04:32.240]  And have yelled to them in spanish that oh, we should just shoot you soldiers
[1:04:32.560 --> 1:04:39.520]  So tensions here along the Rio Grande along the border obviously going up and that cartel activity in the city behind us
[1:04:39.520 --> 1:04:40.800]  um
[1:04:40.800 --> 1:04:46.160]  It's still there the road to chaos has been paved with the democrats marxist subterfuge
[1:04:46.320 --> 1:04:54.560]  Either we respond with the lightning rod of justice and reclaim our dying republic or slowly boil past the point of no return
[1:04:55.040 --> 1:04:57.040]  john bown reporting
[1:04:57.920 --> 1:04:59.920]  I am cutting this announcement
[1:05:00.160 --> 1:05:07.520]  October 2021 is coming to a close and that means it's our yearly black friday comes early sale
[1:05:07.520 --> 1:05:14.400]  That runs for the first two weeks of november and right now you can save up to 60 off on our top selling products
[1:05:14.480 --> 1:05:19.360]  Plus get free shipping and double patria points at info war store dot com
[1:05:19.840 --> 1:05:25.040]  Brain force plus the great new tropic is back in stock 50 off ultimate bone broth
[1:05:25.120 --> 1:05:31.680]  We haven't had this for several years. It's back new and improved 20 percent off plus free shipping and double patria points
[1:05:31.760 --> 1:05:34.640]  All these are free shipping double patria points ultra 12
[1:05:34.640 --> 1:05:42.080]  60 percent off alpha power 40 percent off knockout sleep aid 50 percent off living defense
[1:05:42.320 --> 1:05:46.080]  50 percent off pure turmeric bodies extract 40 percent off
[1:05:46.400 --> 1:05:52.160]  Activated charcoal toothpaste and mouthwash both together or separate 50 percent off and more
[1:05:52.160 --> 1:06:05.680]  Check it all out today at info war store dot com get amazing products and fund the info war and the fight against the globalist
[1:06:05.680 --> 1:06:24.560]  It's time to wake up. It's time to free yourself from the trance
[1:06:25.440 --> 1:06:30.000]  It's time to realize that global government has been declared and its in game
[1:06:30.000 --> 1:06:35.040]  Is forced depopulation of at least 80 percent of the world?
[1:06:36.080 --> 1:06:44.240]  Well drew rinanda as is a frequent guest of the show and actually worked with info wars on border stories is on the stand right now
[1:06:44.800 --> 1:06:47.520]  They were just showing footage that he shot in
[1:06:48.240 --> 1:06:49.840]  Kenosha
[1:06:49.840 --> 1:06:50.720]  and
[1:06:50.720 --> 1:06:53.280]  He is now being asked questions by the
[1:06:54.640 --> 1:06:58.720]  Out of control george soros prosecutor. Let's go to some of that live
[1:06:58.720 --> 1:07:04.240]  professionally meaning you're paid. Yep. Who pays you? I am employed by real america's voice
[1:07:05.200 --> 1:07:10.960]  Real america's voice. Yes. What is that? That is a news commentary breaking news
[1:07:12.000 --> 1:07:16.000]  Website they have their own apps and uh, yeah website
[1:07:17.680 --> 1:07:25.200]  Other than getting paid by real america's voice. Do you get paid by any other source to do your professional commentating? No
[1:07:25.200 --> 1:07:32.000]  Is your drew h live website part of real america's voice? No
[1:07:34.000 --> 1:07:41.840]  The things that you post on your website drew h live. Do you also share those with real america's voice?
[1:07:43.200 --> 1:07:45.200]  Depending on
[1:07:45.280 --> 1:07:47.280]  What's going on where i'm at?
[1:07:47.520 --> 1:07:52.000]  But this is unrelated to what happened in kenosha because i was not employed by real america's voice at the time
[1:07:52.000 --> 1:07:55.120]  That's something that's happened since then. Yes
[1:07:56.480 --> 1:07:59.920]  And does real america's voice have any sort of
[1:08:01.840 --> 1:08:03.840]  political
[1:08:03.840 --> 1:08:05.840]  Bias or agenda or anything like that
[1:08:07.600 --> 1:08:09.600]  It goes to the bias of the witness your honor
[1:08:13.360 --> 1:08:18.400]  It's fricking video the bias he shot the video the child molesters and others trying to kill him
[1:08:18.400 --> 1:08:24.320]  This is not a pack of scum out burning down the town and um, I don't know how you would isolate
[1:08:26.320 --> 1:08:29.440]  A person's particular politics
[1:08:31.120 --> 1:08:33.280]  And determine that that person is going to
[1:08:34.800 --> 1:08:38.160]  Evaluate the evidence one way or another okay, how about
[1:08:39.760 --> 1:08:47.040]  Your videos that you have captured of these incidents that you call riots they're very
[1:08:47.040 --> 1:08:49.040]  Uh slanted against
[1:08:50.000 --> 1:08:55.680]  The people who are right you call riots mostly peaceful black lives matter rioters
[1:08:55.920 --> 1:08:58.880]  3 billion in damage rioting in the footage. Yes, absolutely
[1:08:59.520 --> 1:09:03.360]  And so you came here to kenosha because you felt that's what was going on here
[1:09:03.840 --> 1:09:07.680]  Um, I felt like it could have possibly been a riot on the first night
[1:09:08.160 --> 1:09:11.120]  So when I showed up it turned out to be a very violent riot
[1:09:11.120 --> 1:09:16.800]  And you continued to cover that on sunday monday and tuesday night. I covered it sunday night
[1:09:17.440 --> 1:09:21.840]  I went back to how evil he is and then came back covering the precious rioters
[1:09:21.840 --> 1:09:23.840]  So you weren't here on monday night at all no
[1:09:26.800 --> 1:09:34.080]  And on tuesday night you were recording video with your body cam. Yeah, you were also recording it with your cell phone. Yes
[1:09:34.080 --> 1:09:41.120]  The last video that we just watched there of the shooting of joseph rose and balm
[1:09:41.840 --> 1:09:45.040]  Was that recorded on your body cam or on your cell phone both?
[1:09:47.520 --> 1:09:49.520]  I just saw one video
[1:09:49.520 --> 1:09:53.520]  Did I were there's more than one video that you just shared with us? Uh, there's two
[1:09:53.840 --> 1:09:59.120]  There's the body cam and then there's the cell phone as well. What was the one we just saw?
[1:09:59.680 --> 1:10:01.680]  I believe that may have been both
[1:10:01.680 --> 1:10:03.680]  I
[1:10:04.080 --> 1:10:07.120]  Where is the body cam located when you were on your body right here?
[1:10:07.680 --> 1:10:14.240]  And when you recorded the shooting of joseph rose and balm, where were you holding your cell phone right here?
[1:10:15.440 --> 1:10:17.680]  Okay, so the cell phone is
[1:10:18.720 --> 1:10:20.400]  You're using your right hand
[1:10:20.400 --> 1:10:24.800]  Above your shoulder. Is that yes? Uh, shoulder
[1:10:27.200 --> 1:10:28.640]  Uh
[1:10:28.640 --> 1:10:33.680]  Same as my shoulder right here and the body cam you said was over on the left side of your chest
[1:10:34.080 --> 1:10:38.320]  Is that right? I believe so. Yes the video that we just saw I had a single angle
[1:10:38.400 --> 1:10:40.720]  I didn't have two separate angles. So when you tell us
[1:10:41.360 --> 1:10:43.600]  That's both. I don't understand what you mean
[1:10:44.240 --> 1:10:47.280]  Uh, that means that there's two recordings of the same thing
[1:10:47.520 --> 1:10:52.080]  And that's why I submitted to the defense and the prosecution the entire videos
[1:10:52.240 --> 1:10:56.320]  There's maybe about 80 to 100 trying to confuse the jury that drew edited it
[1:10:56.320 --> 1:11:00.320]  Deceptively what I'm asking you is what we just watched
[1:11:00.880 --> 1:11:04.320]  Which camera were you using to record that both?
[1:11:05.600 --> 1:11:07.600]  Is that edit is that video edited?
[1:11:08.000 --> 1:11:14.240]  Uh, no, I have not edited it, but it has been put together at the right time the timing. Who did that?
[1:11:14.880 --> 1:11:16.720]  I did that
[1:11:16.720 --> 1:11:23.600]  So you combine two video sources into one. Yeah, that's what you do when you put on a news report with the same timing and audio
[1:11:23.600 --> 1:11:29.840]  But at the same time it could all be seen the jury could see for themselves if they look at the body cam footage
[1:11:29.840 --> 1:11:31.840]  It's the exact same thing
[1:11:32.480 --> 1:11:34.480]  That's what I'm trying to get
[1:11:36.480 --> 1:11:43.360]  What a punk what you said if the jury looks at the body cam footage is that separate from the cell phone footage?
[1:11:43.600 --> 1:11:45.760]  Yeah, there's obviously two devices recording
[1:11:46.960 --> 1:11:51.440]  And you're telling us that the video that we just watched can we have exhibit 151?
[1:11:51.440 --> 1:11:53.440]  Play it again, please
[1:12:01.040 --> 1:12:03.040]  This is blown up in their face so bad
[1:12:03.360 --> 1:12:08.480]  They're literally supporting a pedophile a thief and a wife beater running around attacking people
[1:12:09.920 --> 1:12:12.160]  And now they're demonizing a journalist has a lot of courage
[1:12:16.480 --> 1:12:18.480]  Okay
[1:12:18.480 --> 1:12:20.480]  Uh
[1:12:21.040 --> 1:12:27.280]  Mr. Hernandez, we have the video that was the the last one played for you exhibit 151 up on the screen
[1:12:27.600 --> 1:12:29.600]  Can we play that forward please?
[1:12:32.400 --> 1:12:36.640]  Now as we're watching this video, mr. Hernandez, you're telling us that what we're seeing
[1:12:37.040 --> 1:12:40.720]  Has been recorded by two separate devices at the same time
[1:12:41.440 --> 1:12:43.440]  This is a body cam
[1:12:43.760 --> 1:12:47.920]  And then you put audio from the other camera on this video where it switches to your cell phone
[1:12:47.920 --> 1:12:50.400]  That's what we do. Can you please point that out to us?
[1:12:50.480 --> 1:12:54.160]  Oh, you'd have to fast forward all the way to when I get to car source three
[1:12:57.760 --> 1:12:59.760]  Can we skip
[1:13:01.840 --> 1:13:06.080]  You know skip to the two and a half minute mark, I guess I don't know this is so incredible
[1:13:07.440 --> 1:13:14.000]  This idiot is trying to imply that he's deceptively edited it when there's hundreds of camera shots of all this crap happening a little further back
[1:13:14.000 --> 1:13:18.400]  Okay, can we go back maybe 30 seconds? I don't know a little further back
[1:13:18.960 --> 1:13:24.240]  Right a little star right here. Okay. I'll tell you when it switches. Okay. Well, can it pause its life
[1:13:25.040 --> 1:13:26.560]  What drew did is when it's dark
[1:13:26.560 --> 1:13:30.800]  He uses the body cam because that got better footage and when he gets in the light he cuts to the cell phone
[1:13:31.120 --> 1:13:33.680]  All you do is take them with a timecode and sync them up on a computer
[1:13:33.840 --> 1:13:38.480]  You can flip back and forth in the edit and most people know that but they're trying to act like he did something deceptive
[1:13:38.480 --> 1:13:44.480]  Because there's two different videos. Yeah put together
[1:13:48.720 --> 1:13:50.720]  Literally no end of this guy
[1:13:54.800 --> 1:13:58.480]  That's what they got a big problem on the left stop burning down everything and running around
[1:13:59.680 --> 1:14:01.680]  Doing this stuff
[1:14:01.920 --> 1:14:03.920]  That we got the footage of these little monsters
[1:14:03.920 --> 1:14:05.600]  right
[1:14:05.600 --> 1:14:08.480]  There
[1:14:08.480 --> 1:14:12.400]  Okay, by the way, I now have third world populations running around in my backyard
[1:14:12.960 --> 1:14:14.960]  In austin in west austin
[1:14:14.960 --> 1:14:21.120]  What you again today you took i'm gonna start videotaping it of your body cam video and a portion of your cell phone video
[1:14:21.440 --> 1:14:23.440]  And you splice them together
[1:14:23.680 --> 1:14:29.760]  Um, I don't know if I would say splice but I put them together. That's an old-fashioned movie term from when they used to have
[1:14:30.240 --> 1:14:31.520]  actual
[1:14:31.520 --> 1:14:33.760]  film
[1:14:33.760 --> 1:14:35.760]  Why did you do that?
[1:14:35.840 --> 1:14:40.720]  Because it's just saying exactly that like I said you could take a look at the body cam footage as well. It's the
[1:14:41.840 --> 1:14:47.520]  You can see it as well on there and you've you're testifying here today that through your attorney
[1:14:48.240 --> 1:14:51.760]  You have provided the defense and the state with
[1:14:52.960 --> 1:14:57.760]  That entire incident recorded on both your body cam and on your cell phone. Yep
[1:14:57.760 --> 1:15:04.320]  But what we just saw was your editing of them together. You guys asked for my footage. So I gave it to you
[1:15:04.880 --> 1:15:06.880]  Through your attorney. Yes
[1:15:06.880 --> 1:15:09.600]  That's an attorney that you uh have out of madison
[1:15:11.120 --> 1:15:15.280]  Some relevance to this well your honor. We've had a lot of questions about other people
[1:15:18.240 --> 1:15:20.400]  All right, let's go to break it pause there. I know it's live
[1:15:20.480 --> 1:15:24.880]  We can pause it now. I'm gonna come back with more of this by the way and all the democrat run sandy hook suits
[1:15:24.880 --> 1:15:28.640]  They sue it's all about what prescriptions are you on?
[1:15:29.360 --> 1:15:33.200]  How do your satellites work? Who are your affiliates? Who are your sponsors? How do we shut you down?
[1:15:33.600 --> 1:15:35.600]  Nothing to do with the sandy hook people
[1:15:36.320 --> 1:15:40.080]  So, I mean watching watching a real judge versus these people is
[1:15:40.800 --> 1:15:42.800]  Unbelievable, but I mean we know that
[1:15:42.960 --> 1:15:46.640]  And my love that judge is a democrat. He's just an old school. And that's not a complete monster
[1:15:47.360 --> 1:15:50.240]  All right info wars.com news wars.com
[1:15:50.240 --> 1:15:56.320]  Tomorrow's news today. We'll be right back with more of Drew Hernandez in the written house truck
[1:15:56.960 --> 1:15:58.960]  Black friday comes early is our pick
[1:16:03.120 --> 1:16:05.680]  It's now becoming accepted knowledge
[1:16:06.000 --> 1:16:13.520]  Accepted fact that global government run by private corporations is taking over the united states and other formerly sovereign nations
[1:16:13.840 --> 1:16:16.960]  They're being destroyed. All the checks and balances are being annihilated
[1:16:16.960 --> 1:16:24.000]  Our our borders are being destroyed our currencies being destroyed and the american people have been listed as terrorist by the rogue federal government
[1:16:24.720 --> 1:16:28.160]  Info wars is going to continue to fight on and there is a big awakening happening
[1:16:28.160 --> 1:16:29.840]  We have a good chance of beating these people
[1:16:29.840 --> 1:16:33.040]  But we're not going to be able to stay on air unless you support us and you've been doing it
[1:16:33.200 --> 1:16:38.800]  So spread the word about the broadcast pray for the broadcast but also buy great products and info warshore.com
[1:16:39.040 --> 1:16:41.680]  If you're shopping with the big corporations or the establishment
[1:16:41.840 --> 1:16:44.640]  You're aiding the enemy if you're funding us and getting great products
[1:16:44.640 --> 1:16:47.360]  You are helping lead the war effort
[1:16:47.520 --> 1:16:51.920]  I cannot express to you how important it is to buy your products and do your christmas shopping
[1:16:52.000 --> 1:16:54.800]  And do your black friday shopping at info warshore.com
[1:16:54.960 --> 1:16:58.400]  We've got store-wide free shipping right now and double patria points
[1:16:58.880 --> 1:17:02.960]  I never compromise the quality of ingredients we put in info wars live products
[1:17:03.120 --> 1:17:06.240]  And that's why for more than two years we've been sold out of ultimate bone broth
[1:17:06.640 --> 1:17:13.360]  And we could never get the ingredients again until now and we have reformulated and not just used the same ingredients
[1:17:13.360 --> 1:17:18.160]  We've boosted it and made them even stronger. So out of all the bone broths out there
[1:17:18.160 --> 1:17:25.200]  I'm telling you this is next level. Listen what it's got in it cutting-edge chicken bone broth protein isolate powder for better flavor
[1:17:25.440 --> 1:17:31.200]  And dissolvability. It's got turmeric root chaga mushroom bee pollen goji berry alfalfa herb powder
[1:17:31.440 --> 1:17:35.920]  And a bunch of other amazing known berries that turbo charge your body with antioxidants
[1:17:36.000 --> 1:17:39.920]  And then it's got a bunch of other incredible things like magnesium potassium and sodium added
[1:17:39.920 --> 1:17:44.960]  I mean this sucker has got everything for your electrolytes. It's got real organic cocoa butter powder
[1:17:45.120 --> 1:17:49.120]  With natural chocolate flavor and a touch of sea salt and it just goes on and on
[1:17:49.360 --> 1:17:57.760]  It is now back in stock ultimate bone broth plus available at 20 off and free shipping out of the gates at infowarstore.com
[1:17:59.360 --> 1:18:06.400]  Ultimate bone broth is back and better than ever and 20 off plus free shipping and double patria points for our new sale
[1:18:06.400 --> 1:18:11.120]  After years of being off the shelves or bringing back one of the biggest fan favorite formulas ever
[1:18:11.360 --> 1:18:15.920]  And it's now been reformulated as even stronger its ultimate bone broth plus
[1:18:16.400 --> 1:18:24.000]  It's got concentrated high quality chicken broth protein turmeric root. That's so amazing chaga mushroom bee pollen goji berry
[1:18:24.240 --> 1:18:25.600]  alfalfa herb powder
[1:18:25.600 --> 1:18:31.280]  Then it's got added magnesium and potassium for electrolytes. It's got a real organic cocoa bean
[1:18:31.280 --> 1:18:37.120]  Powder with natural chocolate flavor and a touch of sea salt. It even tastes better than last formula
[1:18:37.440 --> 1:18:42.720]  And what it does for your body is simply amazing and again it has that cutting edge chicken broth
[1:18:43.280 --> 1:18:44.320]  protein
[1:18:44.320 --> 1:18:47.120]  Isolate powder for better flavor and dissolvability
[1:18:47.440 --> 1:18:50.480]  You're gonna love this and when it does for your joints what it does for your body
[1:18:50.800 --> 1:18:54.160]  It does for your bones is simply amazing and it helps finding info war
[1:18:54.400 --> 1:18:58.640]  This is really the best bone broth out there. So get yours at infowarstore.com today
[1:18:58.640 --> 1:19:04.880]  I'm cutting this brief announcement on the afternoon of november 9th
[1:19:05.840 --> 1:19:07.360]  2021
[1:19:07.360 --> 1:19:13.200]  And I just want all the listeners and viewers to know that I've kept this show in the air that I am very very thankful to you because
[1:19:13.840 --> 1:19:19.440]  My main drive is opposing these globalists and it's standing against them. I know that that's your main drive as well
[1:19:19.600 --> 1:19:22.720]  So I thank you for your moral support your prayers your word of mouth
[1:19:23.440 --> 1:19:26.080]  Fighting for all of us and all of our children's futures
[1:19:26.080 --> 1:19:29.280]  And also your financial support at infowarstore.com
[1:19:30.240 --> 1:19:34.080]  And it isn't just funding the info war that you engage in when you buy the products you get
[1:19:34.560 --> 1:19:40.240]  Amazing products that are so good for you and yourself and your family and right now until november 14th
[1:19:40.400 --> 1:19:42.560]  We have black friday comes early
[1:19:43.520 --> 1:19:48.160]  Up to 60 off on our best-selling items store wet for shipping and double patreon points
[1:19:48.160 --> 1:19:54.800]  So again, thank you all for your support and get amazing products like ultimate bone broth and brain force plus and so many others
[1:19:54.800 --> 1:19:58.800]  Right now massively discounted at infowarstore.com
[1:20:01.200 --> 1:20:03.840]  You're listening to the alex jones show
[1:20:14.960 --> 1:20:17.520]  Countries across the world are announcing lockdowns
[1:20:19.120 --> 1:20:21.120]  For the unvaccinated
[1:20:21.120 --> 1:20:25.440]  As more governments ban the Pfizer and Moderna shots for causing heart attacks
[1:20:26.320 --> 1:20:27.120]  That's coming up
[1:20:27.120 --> 1:20:30.240]  but we are focusing some on the written house trial because
[1:20:30.720 --> 1:20:34.160]  A reporter we've interviewed many times and actually worked with some on the border drew Hernandez
[1:20:35.280 --> 1:20:39.360]  Is there in Kenosha on the stand and we're watching the rat like
[1:20:40.720 --> 1:20:42.720]  Soros lawyer
[1:20:43.840 --> 1:20:46.880]  Go after him and it's it's it's it's blowing up in his face
[1:20:46.880 --> 1:20:50.880]  He's trying to imply that because he's got a body cam. It's black and white. He's got a cell phone
[1:20:50.880 --> 1:20:54.880]  That's color when he gets into the areas that are more lighted. He's got the footage synced up
[1:20:54.880 --> 1:20:58.480]  They show that when it's darker. They show the black and white and he's trying to imply that
[1:20:59.200 --> 1:21:05.600]  Oh a lawyer you hired a lawyer to fake all this when they have the raw footage from both the cell phone and the
[1:21:06.000 --> 1:21:09.280]  Tam they know they have it in evidence bait stamp as it's called
[1:21:09.760 --> 1:21:14.640]  They're just playing games. They also asked for his edited video that he put out on the internet
[1:21:14.640 --> 1:21:18.400]  Uh, which is again, it's not edited for deception but edited to put the best footage
[1:21:18.960 --> 1:21:21.520]  Together of what happened in a linear way. Here it is
[1:21:23.120 --> 1:21:28.080]  Help the need to retain an attorney to provide video on this case. I think it goes to bias
[1:21:28.880 --> 1:21:30.880]  I think it goes to credibility
[1:21:31.520 --> 1:21:36.560]  It's been asked by the witness. Let's take the lunch break. Um, please don't talk about the case during the break
[1:21:36.560 --> 1:21:43.200]  Um, let's get running behind
[1:21:45.840 --> 1:21:48.160]  Yeah, again, they said they're going to a lunch break but
[1:21:49.360 --> 1:21:54.240]  We'd pause this before I went to break and they're still going as of when I was outside just a moment ago
[1:21:54.240 --> 1:21:56.240]  So let's go back to it
[1:21:57.840 --> 1:22:00.080]  All right, so we've got a bit of a mystery going here
[1:22:01.280 --> 1:22:05.360]  All right now they decided to go to break and I guess the news is just looping something from earlier
[1:22:05.360 --> 1:22:09.680]  Well, as that unfolds, we will go over all of it for you. All right
[1:22:10.880 --> 1:22:12.880]  I'm gonna be honest with you
[1:22:16.640 --> 1:22:22.160]  The news today and this is happening more and more obviously because the globals are taking over and things are getting really bad
[1:22:23.920 --> 1:22:25.920]  But if that was a wartime rug caster
[1:22:26.320 --> 1:22:29.520]  Saying world war two or vietnam and there was big battles going on
[1:22:30.480 --> 1:22:31.760]  I would
[1:22:31.760 --> 1:22:35.520]  Just come in for maybe five ten minutes at a space and talk about what was happening
[1:22:38.320 --> 1:22:41.520]  But that's not the way this is. I mean I could talk for a hundred hours
[1:22:42.640 --> 1:22:44.640]  and never get to all this and
[1:22:46.400 --> 1:22:50.880]  I'm just completely exhausted by it and I have a responsibility to cover all this
[1:22:51.760 --> 1:22:53.760]  but at the same time
[1:22:54.320 --> 1:22:57.280]  Maybe I just want to tune in and watch football or something. I mean, maybe
[1:22:57.920 --> 1:23:00.800]  Maybe the globalist are right and maybe it's just too much what they're doing
[1:23:00.800 --> 1:23:04.480]  I should just hide my head in the sand and let them just go ahead and kill all the kids
[1:23:05.600 --> 1:23:09.840]  And just take all the shots they say and just you know slowly die because they're superior to me
[1:23:10.400 --> 1:23:12.880]  They're the globalists. They they deserve to inherit the earth
[1:23:14.240 --> 1:23:16.240]  But I can't do that ladies and gentlemen
[1:23:17.520 --> 1:23:19.520]  I can't do that so
[1:23:20.800 --> 1:23:22.800]  I'm not gonna do that
[1:23:22.800 --> 1:23:30.480]  I'm gonna cover the news and the only way I can do this is to just start over
[1:23:31.600 --> 1:23:36.320]  And just start plowing right through this stuff, but it's it's just unbelievable. I mean they're on the news announcing
[1:23:37.040 --> 1:23:40.320]  We're gonna put implantable microchips in you to make sure you're vaccinated
[1:23:42.080 --> 1:23:45.680]  And then they have separate articles saying it doesn't exist them, but we need to take the microchip
[1:23:45.760 --> 1:23:48.720]  There is no microchip, but you need to take it and we're gonna do it to you
[1:23:49.680 --> 1:23:50.960]  I mean
[1:23:50.960 --> 1:23:53.360]  It's just it's so crazy
[1:23:54.240 --> 1:23:57.200]  To see this type of warfare using propaganda and
[1:23:57.920 --> 1:24:03.440]  confusion and demoralization and the the outright poisoning of the population
[1:24:05.360 --> 1:24:08.720]  And because the population's never faced a type of covert war like this
[1:24:10.000 --> 1:24:15.760]  The population doesn't know what hit them. I mean the clips of the australian chancellor the leader of their
[1:24:18.480 --> 1:24:20.480]  Parliament
[1:24:20.480 --> 1:24:23.040]  Creepily, I mean I can cover the whole show just on this
[1:24:23.840 --> 1:24:26.640]  Your life's over, you know, we're gonna put you in a camp
[1:24:27.200 --> 1:24:30.640]  If we catch you outside your house when you're not vaccinated, we're gonna put you in a camp
[1:24:31.360 --> 1:24:35.520]  We're gonna make your life miserable and then and then they've got other australian
[1:24:36.080 --> 1:24:38.080]  Premiers governors saying it they've got
[1:24:38.880 --> 1:24:40.400]  the new zealand
[1:24:40.400 --> 1:24:42.880]  Prime minister saying it and and that's just so
[1:24:44.000 --> 1:24:46.000]  Damn evil
[1:24:46.000 --> 1:24:51.280]  I mean this isn't like growing up as a kid and you watch some cartoon where there's lex luther and the legion of doom
[1:24:51.280 --> 1:24:54.000]  And they're doing bad stuff and they cackling giggle
[1:24:54.560 --> 1:25:00.560]  There's footage of the main health minister cackling like a witch and saying your life's basically over and we're gonna give you
[1:25:00.960 --> 1:25:05.040]  A shot every two months and snickering and giggling with big ugly yellow teeth
[1:25:05.040 --> 1:25:13.360]  And and I've just gotten to the point of yeah, okay, the trial's still going here, I guess. I don't know what's going on
[1:25:16.160 --> 1:25:18.160]  P-e-y-t-o-m
[1:25:18.720 --> 1:25:21.200]  Engel e-n-g-e-l as an expert witness
[1:25:21.280 --> 1:25:26.320]  He's employed by the same firm that also is representing this witness
[1:25:26.880 --> 1:25:31.040]  So I think that that goes to buy us an expert from a law firm. Is that what you're telling me?
[1:25:31.600 --> 1:25:33.440]  I'm stating that right
[1:25:33.440 --> 1:25:36.320]  The expert was did um a phone dump
[1:25:37.600 --> 1:25:44.960]  So they have an expert who does what you would describe is when the when uh law enforcement takes a cell phone and does uh
[1:25:46.160 --> 1:25:48.160]  A search of the phone sure, okay
[1:25:48.480 --> 1:25:49.840]  that's
[1:25:49.840 --> 1:25:53.680]  What he did they they employ someone there to do it for
[1:25:54.560 --> 1:25:55.680]  anyone
[1:25:55.680 --> 1:25:57.680]  And we used that person
[1:25:58.240 --> 1:26:01.040]  Um to do it for mr. Rittenhouse
[1:26:01.040 --> 1:26:03.040]  They didn't know legal work
[1:26:03.600 --> 1:26:10.480]  And is that term it for a lawyer client kind of thing. He did it to do um, I think it's a cell bright
[1:26:11.440 --> 1:26:13.280]  No instruction
[1:26:13.280 --> 1:26:15.280]  If you asked me to do a phone dump
[1:26:18.080 --> 1:26:25.440]  In addition to thinking uh, um, I would uh, I would have to go to somebody to comply
