[00:00:11.713 --> 00:00:12.834]  Well, here we are.
[00:37:49.181 --> 00:37:50.361]  I've never heard of that before.
[00:37:50.361 --> 00:37:51.881]  Probably will never hear about it again.
[00:37:51.881 --> 00:37:54.282]  And this was going on for the Black Panther.
[00:37:54.282 --> 00:38:00.943]  And then the left turns it into this political football where they're like, oh, if you're white, you can't go see the Black Panther.
[00:38:00.943 --> 00:38:03.584]  Or, oh, this is a great time for black people.
[00:38:03.584 --> 00:38:04.944]  Finally a black superhero.
[00:38:04.944 --> 00:38:06.165]  Yeah, there it is.
[00:38:06.165 --> 00:38:08.725]  Look at that.
[00:38:08.725 --> 00:38:09.605]  Over $50,000 raised.
[00:38:09.605 --> 00:38:11.246]  Help children see Black Panther.
[00:38:11.246 --> 00:38:11.446]  Why?
[00:38:13.466 --> 00:38:19.588]  And then the funny thing about it, folks, I mean, here I am covering the Florida shooting.
[00:38:19.588 --> 00:38:21.049]  There's all this crazy news about it.
[00:38:21.049 --> 00:38:24.370]  All of this stuff is now surfacing on Sheriff Israel.
[00:38:24.370 --> 00:38:25.871]  It's so crazy, I don't even want to get into it.
[00:38:25.871 --> 00:38:27.331]  It's like you can't even believe it.
[00:38:27.331 --> 00:38:29.212]  He's hanging out with Hillary Clinton.
[00:38:29.212 --> 00:38:32.293]  He's got videos online of people accusing him of stuff you wouldn't even believe.
[00:38:32.293 --> 00:38:35.574]  And it's just like, and from years ago.
[00:38:35.574 --> 00:38:37.675]  And then I'm sitting here dealing with this Black Panther thing.
[00:38:38.959 --> 00:38:43.363]  And then you go, and so it's like, I'm wondering, is a cigar ever just a cigar anymore?
[00:38:43.363 --> 00:38:54.673]  Like, will I ever cover a, it's like, you can't, you don't even wanna talk about this, but it's like, will I ever cover a mass shooting and it will just be a mass shooting?
[00:38:54.673 --> 00:38:57.455]  Or is there always gonna be an FBI coverup?
[00:38:57.455 --> 00:38:59.637]  Is there always gonna be some weird deal with the shooter?
[00:38:59.637 --> 00:39:02.680]  Is the FBI always gonna have the information before it went down?
[00:39:02.680 --> 00:39:03.881]  Why does this happen every time?
[00:39:05.031 --> 00:39:13.816]  And so then you get the Black Panther movie, the left turns it into this political football, and then you actually go see it and you realize it's almost a relief.
[00:39:13.816 --> 00:39:16.657]  For the first time ever, a cigar is just a cigar.
[00:39:16.657 --> 00:39:19.299]  The Black Panther movie was just a movie.
[00:39:19.299 --> 00:39:20.540]  It was just a movie.
[00:39:20.540 --> 00:39:23.161]  It wasn't dominated by political overtones.
[00:39:23.161 --> 00:39:25.943]  It wasn't dominated with some black message.
[00:39:25.943 --> 00:39:29.825]  Sure, it had some messages in there, but it didn't overwhelm the film.
[00:39:31.448 --> 00:39:41.474]  And then if you actually break it down, I mean, honestly, the plot of the Black Panther actually deals with a lot of nationalistic messages.
[00:39:41.474 --> 00:39:45.157]  The country of Wakanda has a wall around it.
[00:39:45.157 --> 00:39:46.638]  It's shrouded in secrecy.
[00:39:46.638 --> 00:39:47.938]  They don't take any refugees.
[00:39:47.938 --> 00:39:49.139]  They don't take any migrants.
[00:39:49.139 --> 00:39:52.141]  I mean, it's 100% nationalistic.
[00:39:52.141 --> 00:39:53.842]  Their country first, 100% of the time.
[00:39:56.308 --> 00:39:58.629]  And then there's like this background message.
[00:39:58.629 --> 00:40:00.790]  Again, they didn't even turn it into a black-white thing.
[00:40:00.790 --> 00:40:01.850]  I mean, a little bit they did.
[00:40:01.850 --> 00:40:05.291]  They say, okay, inner city, you know, black children, we can help them.
[00:40:05.291 --> 00:40:05.892]  Okay, fine.
[00:40:05.892 --> 00:40:08.132]  Again, it didn't overwhelm the film.
[00:40:08.132 --> 00:40:18.136]  And then there's this other thing about secret technology, unleashing the secret technology, sharing the secret technology with the world that's been hidden in the secret society.
[00:40:18.136 --> 00:40:19.357]  That's what Trump is doing.
[00:40:19.357 --> 00:40:20.437]  That's what Trump has said.
[00:40:23.177 --> 00:40:39.005]  So for once a cigar was just a cigar, but we're so racist, and we're racist against black people, even though this Black Panther movie, not even that good, again, it's not bad, but it's not that good, shatters box office records.
[00:40:39.005 --> 00:40:43.527]  For a decent movie, halfway good movie, not that good, shatters all the box office records.
[00:40:43.527 --> 00:40:44.267]  Why?
[00:40:44.267 --> 00:40:47.769]  Because the political left turned it into a political football about black people.
[00:40:49.465 --> 00:40:53.006]  This country doesn't care if you're black or white.
[00:40:53.006 --> 00:40:57.407]  If you put out a good product, they will consume it.
[00:40:57.407 --> 00:40:59.188]  That's what it comes down to.
[00:40:59.188 --> 00:41:01.829]  That's why the NBA ratings are up.
[00:41:01.829 --> 00:41:05.050]  What is the NBA, like 90% black people?
[00:41:05.050 --> 00:41:06.390]  Their ratings are skyrocketing!
[00:41:08.098 --> 00:41:10.539]  Oh, but we're racist.
[00:41:10.539 --> 00:41:12.220]  He just elected a black president twice.
[00:41:12.220 --> 00:41:14.541]  Keep telling me how the whitey's racist, though.
[00:41:14.541 --> 00:41:16.282]  It's all about anti-white.
[00:41:16.282 --> 00:41:23.726]  It's all about the left dividing and conquering America because you cannot have a global government without America.
[00:41:23.726 --> 00:41:24.706]  Yeah, there's the story.
[00:41:24.706 --> 00:41:28.808]  NBA enjoying rating surge while NFL flounders.
[00:41:28.808 --> 00:41:31.589]  And you've got the LeBron James and all these guys coming up.
[00:41:31.589 --> 00:41:34.431]  They've got their political messages.
[00:41:34.431 --> 00:41:35.671]  And it's nothing new.
[00:41:35.671 --> 00:41:36.732]  It just gets headlines.
[00:41:37.952 --> 00:41:42.356]  What, I'm supposed to expect LeBron James to understand geopolitics?
[00:41:42.356 --> 00:41:47.220]  This is the, this is, you know, one of the best basketball players in the world.
[00:41:47.220 --> 00:41:52.564]  How is he, how is he possibly supposed to know everything about geopolitics and domestic politics?
[00:41:52.564 --> 00:41:57.388]  I'm not trying to be as, I mean, as Laura Ingram says it, just go dribble a basketball.
[00:41:59.209 --> 00:42:09.892]  And that's what she said, and that's what he does, and he's the best at it, and he wins, and he makes millions and millions and millions and millions and millions of dollars, and he gets all this attention, and he has millions of followers.
[00:42:09.892 --> 00:42:11.792]  He's huge, this guy, it's LeBron James!
[00:42:11.792 --> 00:42:13.673]  He travels the world!
[00:42:13.673 --> 00:42:22.035]  He's a world traveler, he's famous everywhere he goes, every city in America he goes to, it doesn't matter if it's black people, white people, they pay hundreds of dollars to see him play!
[00:42:22.035 --> 00:42:25.076]  And they're not like, oh, it's a black guy, I don't wanna... No, they don't care!
[00:42:25.076 --> 00:42:26.236]  He's fun to watch!
[00:42:28.422 --> 00:42:38.724]  But the left cannot get past the racial division lines, because just like the story says, and it's never changed, it's been the same thing forever.
[00:42:40.777 --> 00:42:44.338]  America is the number one enemy at the World Government Summit.
[00:42:44.338 --> 00:42:49.119]  Now it wouldn't be if Hillary Clinton was the leader of our country because she would sell us out to the to the world government.
[00:42:49.119 --> 00:42:50.560]  Trump will not.
[00:42:50.560 --> 00:42:51.920]  Trump believes in the National Anthem.
[00:42:51.920 --> 00:42:52.920]  Trump believes in America.
[00:42:52.920 --> 00:42:53.861]  Trump believes in freedom.
[00:42:53.861 --> 00:42:55.181]  Trump believes in independence.
[00:42:55.181 --> 00:42:57.662]  That's why they have to remove Trump so they can destroy America.
[00:42:57.662 --> 00:42:58.642]  Alex Jones on the other side.
[00:42:59.349 --> 00:43:05.715]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[00:43:05.715 --> 00:43:08.919]  Discover the power of ancient medicine with Bades.
[00:43:08.919 --> 00:43:12.622]  Bades contains one of the most potent forms of turmeric available.
[00:43:12.622 --> 00:43:17.327]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[00:43:17.327 --> 00:43:20.610]  It is well known in traditional medicine for its soothing properties.
[00:43:21.491 --> 00:43:32.477]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[00:43:32.477 --> 00:43:41.022]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
[00:43:42.643 --> 00:43:51.686]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[00:43:51.686 --> 00:43:55.988]  Try Bodies today at InfoWarsLife.com or call us at 1-888-253-3139.
[00:43:59.485 --> 00:44:08.049]  You know, I've got some talking points here about Caveman from Infowarsandlife.com, but instead of going over those talking points, let me just give you what I've experienced personally.
[00:44:08.049 --> 00:44:12.612]  From all the wives' tales in every culture, we know that the bones have the essence.
[00:44:12.612 --> 00:44:15.753]  We know chicken noodle soup is great for people that are sick.
[00:44:15.753 --> 00:44:18.855]  Again, in every culture, this has been reported because it works.
[00:44:20.393 --> 00:44:33.217]  And there's no way to quantify how strong this is, but the amount of bone protein and the amount of marrow and the amount of concentrated life force that is in this is incredible.
[00:44:33.217 --> 00:44:48.262]  Ladies and gentlemen, whether it's for your joints, whether it's for your arteries and your veins, whether it's for your brain, whether it's for energy, this, ladies and gentlemen, is the strongest, most concentrated bone broth formula out there, and it's amazing.
[00:44:49.282 --> 00:44:52.987]  Find out for yourself today at Infowarsstore.com what it can do for your family.
[00:44:52.987 --> 00:44:55.290]  And again, I want to thank you all for your support.
[00:44:55.290 --> 00:45:00.316]  You are funding the information war in 2018.
[00:45:00.316 --> 00:45:07.784]  I want to plow into all of this, but I'm going to spend a few minutes here first just encouraging listeners to understand that
[00:45:09.446 --> 00:45:20.277]  When you buy t-shirts, or water filtration systems, or books, or videos, or other material from InfoWarsTore.com, you are funding the revolution.
[00:45:20.277 --> 00:45:22.400]  I mean, I cannot say it any clearer.
[00:45:22.400 --> 00:45:26.344]  And so it is essential that you purchase the products at InfoWarsTore.com.
[00:45:26.344 --> 00:45:27.605]  I don't want to thank everybody that has, but
[00:45:27.845 --> 00:45:33.629]  We've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[00:45:33.629 --> 00:45:36.031]  You cannot beat that for children and adults.
[00:45:36.031 --> 00:45:38.672]  We've got the best mouthwash designed by Dr. Jones.
[00:45:38.672 --> 00:45:39.613]  That's my dad.
[00:45:39.613 --> 00:45:41.454]  The colloidal silver and iodine as well.
[00:45:41.454 --> 00:45:43.956]  Infowarslife.com or 888-253-3139.
[00:45:43.956 --> 00:45:53.142]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[00:45:53.142 --> 00:45:57.585]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[00:46:00.226 --> 00:46:01.706]  Vitamin Mineral Fusion.
[00:46:01.706 --> 00:46:04.407]  Visit InfoWarsLive.com to secure your canister.
[00:46:04.407 --> 00:46:11.890]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[00:46:11.890 --> 00:46:22.133]  Vitamin Mineral Fusion Drink Mix at InfoWarsLive.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:46:22.533 --> 00:46:30.375]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[00:46:30.375 --> 00:46:40.576]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[00:46:40.576 --> 00:46:42.617]  And this part is most important.
[00:46:42.617 --> 00:46:49.118]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[00:46:49.458 --> 00:46:50.879]  That means it's clean.
[00:46:50.879 --> 00:46:52.020]  That means it's pure.
[00:46:52.020 --> 00:46:54.902]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[00:46:54.902 --> 00:46:57.704]  That's InfoWarsLines.com and Vitamin Mineral Fusion.
[00:46:57.704 --> 00:47:03.408]  Take action now before we sell out.
[00:47:03.408 --> 00:47:06.029]  You're listening to the Alex Jones Show.
[00:47:18.439 --> 00:47:23.283]  Broadcasting live from the UN Stronghold, Austin, Texas.
[00:47:23.283 --> 00:47:26.765]  You're listening to The Alex Jones Show.
[00:47:26.765 --> 00:47:29.588]  And now, your host, Owen Troyer.
[00:47:31.395 --> 00:47:45.467]  Isn't the difficulty here legislatively the Constitution, which is Bret Stephens' point in the New York Times, which is he's calling for the repeal of the Second Amendment, and he says, the United States has by far more guns and more hands than any other country in the developed world.
[00:47:45.467 --> 00:47:49.110]  It has by far the highest incidence of firearm-related homicides and suicides.
[00:47:49.110 --> 00:47:55.575]  Correlation is not causation, but since Americans aren't dramatically crazier than other nationalities, what other explanation is there?
[00:47:55.575 --> 00:47:56.076]  However,
[00:47:56.716 --> 00:48:01.979]  It is in our Constitution, unlike other Western democracies.
[00:48:01.979 --> 00:48:08.022]  It's here, ladies and gentlemen, the next big assault on the Second Amendment.
[00:48:08.022 --> 00:48:10.003]  No amount of background checks.
[00:48:10.003 --> 00:48:13.284]  No amount of gun control.
[00:48:13.284 --> 00:48:21.889]  We'll stop evil people with evil intentions from doing harm with baseball bats, knives, 18 wheelers, and firearms.
[00:48:23.052 --> 00:48:31.696]  Just like you can't stop somebody from dragging their wife down to the edge of the lake and holding them underwater until they drown.
[00:48:31.696 --> 00:48:51.326]  I know I'm stating the incredibly moronically obvious fact here, but that's the logic, the glaring, emblazoned logic that the mainstream media and the deceivers who inhabit upside-down world are trying to push on us.
[00:48:52.901 --> 00:49:03.069]  Right in front of me, I've got articles out of the news where reporters are saying, well, if we had more abortions in this world, there'd be less kids killed.
[00:49:03.069 --> 00:49:05.811]  Now think about that logic.
[00:49:05.811 --> 00:49:07.692]  I see the sign all over the news.
[00:49:07.692 --> 00:49:10.174]  I see it as the new logo, the new pitch.
[00:49:10.174 --> 00:49:12.296]  Not one more.
[00:49:12.296 --> 00:49:13.237]  Stop it now.
[00:49:13.237 --> 00:49:15.418]  Don't let one more person ever get killed.
[00:49:15.418 --> 00:49:18.261]  Every time somebody gets shot, it's gun owners fault.
[00:49:18.261 --> 00:49:19.842]  If you just give your rights up this one end,
[00:49:22.588 --> 00:49:27.694]  Think about how fundamentally twisted that is, that all of us are guilty because someone does something wrong.
[00:49:27.694 --> 00:49:29.115]  No.
[00:49:29.115 --> 00:49:31.118]  We're innocent until proven guilty.
[00:49:31.118 --> 00:49:34.381]  When bad people do things, they're punished.
[00:49:34.381 --> 00:49:40.749]  And notice the bad guy went to a victim disarmament zone, another place where he knew there'd be a bunch of disarmed people.
[00:49:42.509 --> 00:49:45.971]  And then notice, of course, he turned out he was on psychotropic drugs.
[00:49:45.971 --> 00:49:48.052]  And it turned out the FBI was warned over and over again.
[00:49:48.052 --> 00:49:51.154]  And it turns out the school knew and banned him having a backpack.
[00:49:51.154 --> 00:49:56.037]  But no one would let them protect themselves.
[00:49:56.037 --> 00:49:56.817]  It's incredible.
[00:49:56.817 --> 00:50:03.181]  And now we have NBC this weekend coming out and saying, oh, look, let's just ban the Second Amendment.
[00:50:03.181 --> 00:50:04.221]  Let's be honest about it.
[00:50:04.221 --> 00:50:05.962]  OK, Supreme Court says it's a right.
[00:50:05.962 --> 00:50:07.743]  We're going to take it.
[00:50:07.743 --> 00:50:10.505]  The New York Times comes in and says, yeah, let's do it.
[00:50:12.073 --> 00:50:16.675]  But you know, they're not going to get rid of the bodyguards for all of those talk show hosts making millions of dollars a year.
[00:50:16.675 --> 00:50:24.998]  They're not going to get rid of that for people like Michael Moore, who I've seen with the six bodyguards that actually tried to manhandle me until I elbowed them back.
[00:50:24.998 --> 00:50:25.738]  No.
[00:50:25.738 --> 00:50:28.119]  They see you as their prey.
[00:50:28.119 --> 00:50:36.563]  The Bernie Sanders of the world want you disarmed, just like the proto-globalists did in the Soviet Union.
[00:50:36.563 --> 00:50:36.923]  And now,
[00:50:38.140 --> 00:50:46.102]  If you go to the headlines that festoon the fake stream media, you see their next move.
[00:50:46.102 --> 00:50:53.563]  CNN, marches, walkouts, and sit-ins, gun control, battle heads to the streets.
[00:50:53.563 --> 00:51:02.145]  And then it says, oh, the women's march, and oh, Black Lives Matter, and all these groups that are so grassroots, they're like AstroTurf at Cowboy Stadium.
[00:51:03.396 --> 00:51:17.309]  Why they're gonna lend their support to the new student movement that's anti-gun, that's going to have walkouts and sit-ins and highways blocked and marches saying, not one more of us killed.
[00:51:17.309 --> 00:51:24.575]  As we sit here in victim disarmament centers that the media advertises for mental patients to go attack, we want to be used as shills here.
[00:51:24.575 --> 00:51:29.500]  And of course, all the young smart students that come on our show and others, including victims,
[00:51:30.990 --> 00:51:32.190]  Say they don't want gun control.
[00:51:32.190 --> 00:51:33.451]  They understood what happened.
[00:51:33.451 --> 00:51:35.792]  The hero coach saved so many people that got killed.
[00:51:35.792 --> 00:51:37.513]  He was pro-Trump.
[00:51:37.513 --> 00:51:44.095]  Their voices don't get heard because speaking for them is all the George Soros funded groups.
[00:51:44.095 --> 00:51:53.619]  And that's all this is now, is the latest tentacle of the George Soros group, who supposedly represents women and now young people and students.
[00:51:55.470 --> 00:52:00.974]  And I see the same few spokespersons on every TV channel spouting the line.
[00:52:00.974 --> 00:52:02.675]  Hashtag enough walkout.
[00:52:04.711 --> 00:52:13.637]  As they crank up their next big social movement to not just break up our families but now disarm us and complete our journey into slavery and economically bankrupt us.
[00:52:13.637 --> 00:52:14.878]  Not one more!
[00:52:14.878 --> 00:52:22.724]  The idea that you can ban evil instead of just curtailing it, blocking it, and having good people set up defenses against it.
[00:52:22.724 --> 00:52:33.852]  The idea is it's a march for our lives and demanding Trump protect us when it was the FBI and others that stood down.
[00:52:35.179 --> 00:52:39.081]  But here comes the National Day of Action against gun violence in schools.
[00:52:39.081 --> 00:52:44.025]  And the media lies, it says gun violence is way up, when it's down almost 60% since 1992.
[00:52:44.025 --> 00:52:48.948]  And mass shootings are flat, despite the fact the media hypes it, and hypes it, and hypes it.
[00:52:48.948 --> 00:52:53.190]  So, to gun owners, to libertarians, to conservatives, we're gonna have to get aggressive.
[00:52:53.190 --> 00:52:55.232]  They're trying to bully us, yet, once again.
[00:52:56.192 --> 00:53:00.133]  They've got Mitt Romney, as we told you six months ago, first.
[00:53:00.133 --> 00:53:02.714]  Next year's news today, getting ready to run for the Senate.
[00:53:02.714 --> 00:53:05.855]  So he can look like a winner, kind of like Hillary did for the New York Senate.
[00:53:05.855 --> 00:53:10.617]  So he can run for Orrin Hatch's seat and be positioned to come in after Trump.
[00:53:10.617 --> 00:53:13.218]  He says, time to ban the assault rifles.
[00:53:13.218 --> 00:53:19.080]  And they've got the bill introduced right now, Dianne Feinstein, Mr. and Mrs. America.
[00:53:19.080 --> 00:53:20.060]  Turn them all in.
[00:53:22.247 --> 00:53:24.088]  So there you go, the next big fight's here.
[00:53:24.088 --> 00:53:27.731]  They're going to have their town halls run by fake news media, CNN.
[00:53:27.731 --> 00:53:33.376]  They're going to have everybody piling on.
[00:53:33.376 --> 00:53:37.659]  They're going to have Trump say, well, I do want to go after people that are mentally ill.
[00:53:37.659 --> 00:53:39.401]  We should have better background checks.
[00:53:39.401 --> 00:53:47.427]  Over and over again, people have been in mental institutions, they've been violent, they've been dishonorably discharged, like in the Texas case, and nothing's done.
[00:53:47.427 --> 00:53:48.448]  Follow the law.
[00:53:49.889 --> 00:54:06.058]  But instead, they have a stand-down, just like San Bernardino, where the FBI was trying to stop them for two years, and they got a criminal investigation of the FBI going, Obama did, for civil rights violations, for them wanting to get a wiretap of the mosque, and of the two particular individuals that did the shooting later.
[00:54:06.058 --> 00:54:14.462]  So when we say false flag, it's the false flag that they allow this to go on and turn off the default warning systems.
[00:54:14.462 --> 00:54:15.743]  This guy called himself
[00:54:16.761 --> 00:54:19.522]  Nicholas Cruz calls himself a school shooter.
[00:54:19.522 --> 00:54:20.982]  And you've got all the other anomalies.
[00:54:20.982 --> 00:54:22.223]  It's just crazy.
[00:54:22.223 --> 00:54:30.486]  We noticed they had to drop Vegas because that unraveled as an Islamic operation, gunrunning things so quickly.
[00:54:30.486 --> 00:54:34.387]  But this, they've been able to get their narrative together, and they're coming after the Second Amendment.
[00:54:34.387 --> 00:54:39.849]  And believe me, folks, they are not above
[00:54:41.098 --> 00:54:47.323]  Staging big events as they've been caught, or just making stuff up like the babies in the incubators to get us into the Iraq War.
[00:54:47.323 --> 00:54:57.230]  So now is the time for maximum vigilance and to pray for the families of those who were attacked, but to also remember that statistically this is one of the rarest ways to die.
[00:54:57.230 --> 00:55:06.116]  Just like Great White Shark attack is very rare, but they hype it and most people won't swim in the ocean above their head because they think Jaws is real.
[00:55:07.517 --> 00:55:10.078]  It's total, total, complete propaganda.
[00:55:10.078 --> 00:55:15.120]  We're going to go back to Owen Schroyer and the live transmission and a bunch of the special guests today.
[00:55:15.120 --> 00:55:22.763]  Please don't forget that the enemy isn't just coming after a Second Amendment, they're coming after our free speech, they're trying to censor us, they're trying to block us, they're trying to ban us from advertising.
[00:55:22.763 --> 00:55:27.405]  That's why you bypass them, then fullwarrestore.com and it changes the whole world.
[00:55:27.405 --> 00:55:32.107]  We've got to end this special in the next few days because I don't want to run out of Super Blue Toothpaste before we get more in April.
[00:55:33.408 --> 00:55:43.348]  Uh, so I'm going to go ahead and go back to regular price here very, very soon, but it's still 50% off Fortified with iodine and colloidal silver, 50% off the children's and adults in the mouthwash.
[00:55:44.431 --> 00:55:53.917]  We also again have great high-quality toothbrushes that are fortified with a little silver as well, both mechanical and hand-powered, classic.
[00:55:53.917 --> 00:56:01.883]  We also have the Bodies Ultimate Turmeric Formula with 400 plus milligrams of curcumin and the 95% rating.
[00:56:01.883 --> 00:56:06.186]  The average group out there has 3% in its actual strength.
[00:56:06.186 --> 00:56:07.406]  That's the Ultimate Turmeric Formula.
[00:56:07.406 --> 00:56:09.888]  That's about to go off sale, 50% off.
[00:56:09.888 --> 00:56:14.291]  Bodies, again, it's just excellent.
[00:56:15.232 --> 00:56:21.617]  We've got the Icarin liver and kidney detox, super high quality as well, highest concentration.
[00:56:21.617 --> 00:56:27.161]  We've got the pollen block, all of that 50% off and it's going to have to end in the next few days.
[00:56:27.161 --> 00:56:29.703]  Infowarsstore.com, Infowarslife.com
[00:56:30.703 --> 00:56:32.064]  We're AAA, 253, 3139.
[00:56:32.064 --> 00:56:36.126]  But thank you for standing with us and getting great products that help you and your family at the same time.
[00:56:36.126 --> 00:56:37.467]  A real total 360 win.
[00:56:37.467 --> 00:56:40.749]  And by committing to continue to do that, you get great products and fund the operation.
[00:56:40.749 --> 00:56:42.489]  So, we wouldn't be here without you.
[00:56:42.489 --> 00:56:43.450]  You are the InfoWar.
[00:56:43.450 --> 00:56:46.552]  An additional 10% off when you sign up for AutoShip.
[00:56:46.552 --> 00:56:49.533]  Free shipping on order at $50 or more.
[00:56:49.533 --> 00:56:51.174]  There's a serious war on for your mind.
[00:56:51.174 --> 00:56:54.916]  And we are beginning to win it with logic and facts, but we've got to continue to fight hard.
[00:56:55.891 --> 00:57:03.320]  And part of that war is fake news staging things, staging events, staging protests.
[00:57:03.320 --> 00:57:04.982]  They've been caught doing this multiple times.
[00:57:04.982 --> 00:57:09.848]  CNN is the, well, I mean, I guess the most caught
[00:57:10.973 --> 00:57:30.190]  News organization doing this with Jayco pretending to be in Kabul getting bombed years ago, totally fake, in an Atlanta basement, to the fake protests where they were handing out hijabs and having people getting ready to say, now the story's on Infowars.com, CNN organizing anti-gun debate in Florida.
[00:57:30.190 --> 00:57:34.834]  Apparently they're practicing it, they're staging it right now, and this is the Infowar.
[00:57:34.834 --> 00:57:36.136]  This is what CNN does.
[00:57:37.458 --> 00:57:39.741]  Do they not just report fake news?
[00:57:39.741 --> 00:57:44.147]  They literally make fake news by staging things.
[00:57:44.147 --> 00:57:45.329]  That's CNN.
[00:57:45.329 --> 00:57:47.272]  That's the Communist News Network.
[00:57:47.272 --> 00:57:48.474]  They belong in North Korea.
[00:57:50.037 --> 00:57:55.498]  Maximize your potential and take your body back with super male vitality.
[00:57:55.498 --> 00:58:00.840]  We're breaking the conditioning and fighting back against the globalist war on male vitality.
[00:58:00.840 --> 00:58:09.222]  Our ultimate non-GMO formula is sourced from powerful organic herbs that have been gathered from around the world and then concentrated for maximum potency.
[00:58:10.407 --> 00:58:17.309]  Super Male Vitality was developed to activate your body's natural processes instead of using synthetic chemicals.
[00:58:17.309 --> 00:58:21.731]  Info Wars Life wants to bring you the highest quality products.
[00:58:21.731 --> 00:58:29.494]  Our unique combination of ingredients is designed to assist the body in regulating proper balance and creating superior vitality in males.
[00:58:31.025 --> 00:58:34.708]  Support your body and mind and take yourself to the next level.
[00:58:34.708 --> 00:58:38.591]  Boost your vitality and energize your life.
[00:58:38.591 --> 00:58:40.072]  Take control of your body.
[00:58:40.072 --> 00:58:45.276]  Grab a bottle of Super Male Vitality today at infowarslife.com.
[00:58:45.276 --> 00:58:47.238]  That's infowarslife.com.
[00:58:51.232 --> 00:58:56.696]  New from Emmerich's Essentials, fragrance-free natural deodorant for your body care needs.
[00:58:56.696 --> 00:59:00.298]  Playing basketball in the dry summer heat really makes me sweat.
[00:59:00.298 --> 00:59:03.720]  To maintain my game, I need all the confidence I can get.
[00:59:03.720 --> 00:59:08.944]  That's why I use Emmerich's Essentials natural deodorant, made with organic ingredients.
[00:59:08.944 --> 00:59:15.628]  This deodorant combines mineral crystals with natural botanicals to ionize odor, keeping me fresh throughout the day.
[00:59:15.628 --> 00:59:20.792]  While shooting hoops, the last thing I want is sweaty armpits making my hands slippery and the ball wet.
[00:59:21.452 --> 00:59:25.453]  That's why I recommend Emmerich's Essentials Fragrance-Free Deodorant.
[00:59:25.453 --> 00:59:33.836]  Even though it's unscented, it's effective at combating strong body odor, and I don't have to worry about any unwanted allergic reactions to my sensitive skin.
[00:59:33.836 --> 00:59:38.537]  Whether you're a guy or gal, the last thing you want to be worried about is your deodorant.
[00:59:38.537 --> 00:59:42.758]  No petroleum-based ingredients, 100% natural and cruelty-free.
[00:59:42.758 --> 00:59:46.819]  Stay in the game with Emmerich's Essentials Fragrance-Free Natural Deodorant.
[00:59:46.819 --> 00:59:48.480]  Available at InfowarsStore.com.
[00:59:52.941 --> 01:00:05.167]  You're listening to the Alex Jones Show.
[01:00:05.167 --> 01:00:09.550]  You are listening to an InfoWars.com Frontline Report.
[01:00:09.550 --> 01:00:13.432]  If you are receiving this transmission, you are the Resistance.
[01:00:21.019 --> 01:00:31.891]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:00:31.891 --> 01:00:40.680]  Everything the globalists hate, they trick and deceive their minions into hating as well.
[01:00:40.680 --> 01:00:41.161]  Think about it.
[01:00:42.205 --> 01:00:43.846]  What do the globalists hate?
[01:00:43.846 --> 01:00:48.007]  Why is America the number one enemy at the World Government Summit?
[01:00:48.007 --> 01:00:51.188]  Because you can't have a world government with America.
[01:00:51.188 --> 01:00:53.348]  We're an independent republic.
[01:00:53.348 --> 01:00:55.069]  We determine our destiny.
[01:00:55.069 --> 01:00:56.869]  We determine our future.
[01:00:56.869 --> 01:00:59.410]  The globalists can't have that.
[01:00:59.410 --> 01:01:02.231]  So they trick and they deceive the average
[01:01:03.553 --> 01:01:07.456]  brainwashed liberal into hating the things that they hate.
[01:01:07.456 --> 01:01:09.057]  What do the globalists hate?
[01:01:09.057 --> 01:01:13.160]  The globalists hate an armed population, armed civilians.
[01:01:13.160 --> 01:01:14.441]  So what do they do?
[01:01:14.441 --> 01:01:24.108]  They have these gun attacks and then they target the guns and they get the average liberal to buy into it to then hate guns.
[01:01:24.108 --> 01:01:24.469]  Why?
[01:01:24.469 --> 01:01:26.790]  Because that's the globalist agenda to
[01:01:27.811 --> 01:01:29.553]  Take the firearms from Americans.
[01:01:29.553 --> 01:01:31.955]  That makes it easier to conquer us.
[01:01:31.955 --> 01:01:33.617]  They want to destroy America.
[01:01:33.617 --> 01:01:34.638]  So what do they do?
