whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:36:59.360 --> 00:37:01.180]   They don't want a nation that's informed.
[00:37:01.180 --> 00:37:03.300]   They don't want that.
[00:37:03.300 --> 00:37:07.420]   They're authoritarians, and their ideology is hating the country.
[00:37:07.420 --> 00:37:12.100]   Well, along comes a president that loves the country, and every major channel is trying
[00:37:12.100 --> 00:37:15.740]   to say the Make America Great Again hat is the new KKK.
[00:37:15.740 --> 00:37:20.940]   No, the people saying America was never great, it'll never be great, they're the globalists.
[00:37:20.940 --> 00:37:23.100]   They're the enemy, and I know you know that.
[00:37:23.100 --> 00:37:30.560]   But the president has to understand, if they lied to him and said he wasn't under surveillance
[00:37:30.560 --> 00:37:34.340]   before and after the campaign, and they said that he wasn't the subject and target number
[00:37:34.340 --> 00:37:39.260]   one when he is, and if they did all these things and tried to wear wires and tried to
[00:37:39.260 --> 00:37:42.980]   set him up and are going after everybody he knows, trying to find something, and Mueller
[00:37:42.980 --> 00:37:46.620]   can't, so they're getting desperate?
[00:37:46.620 --> 00:37:49.180]   No Russia?
[00:37:49.180 --> 00:37:55.180]   If you let them all lie to Congress, and you let them do all that, it emboldens them to
[00:37:55.180 --> 00:38:00.180]   do anything, and you deserve then what happens to you.
[00:38:00.180 --> 00:38:02.860]   I'm not happy they'll remove Trump or kill him.
[00:38:02.860 --> 00:38:06.880]   I'm not happy they'll say that the election was fake once they prove up some fake Russia
[00:38:06.880 --> 00:38:09.540]   collusion and remove Pence as well and install Pelosi.
[00:38:09.540 --> 00:38:11.940]   I told you that a month ago, that's now the official plan.
[00:38:11.940 --> 00:38:14.460]   It's being announced by Democrats now.
[00:38:14.460 --> 00:38:18.460]   I told you Hillary's gonna run again, now she's saying it.
[00:38:18.460 --> 00:38:24.900]   I'm sitting here basically like watching a wildfire a mile away come towards our houses,
[00:38:24.900 --> 00:38:29.540]   and I'm saying, hey guys, we got bulldozers, we've got tractors.
[00:38:29.540 --> 00:38:34.300]   Let's cut a fire break right now, or sure as the sun comes up, we're gonna have our
[00:38:34.300 --> 00:38:35.860]   neighborhood burned down.
[00:38:35.860 --> 00:38:41.140]   And everybody's like, are you sure it's gonna come up here?
[00:38:41.140 --> 00:38:42.980]   Well, why don't we wait for the fire department?
[00:38:42.980 --> 00:38:47.300]   Well, why don't we, do we have authorization to do that?
[00:38:47.300 --> 00:38:52.940]   It's this attitude of being followers and being ninnies.
[00:38:52.940 --> 00:39:00.280]   And so they want me off the air because we tell the truth.
[00:39:00.280 --> 00:39:06.000]   They want us off the air because we understand that there are things worth fighting for.
[00:39:06.000 --> 00:39:07.980]   And I really appreciate the president on many levels.
[00:39:07.980 --> 00:39:11.780]   That's why the globalists wanna take him down because he is a good guy.
[00:39:11.780 --> 00:39:16.020]   But he is too cozy up there being saluted at the White House and being lied to by all
[00:39:16.020 --> 00:39:21.940]   these yes men that he knows are lying to him and who hate his guts and who talk trash behind
[00:39:21.940 --> 00:39:23.380]   their backs about him.
[00:39:23.380 --> 00:39:29.780]   Because they're in there supposedly controlling the president, saving us from him, because
[00:39:29.780 --> 00:39:32.620]   they've been threatened by the deep state that they better be against Trump.
[00:39:32.620 --> 00:39:37.740]   So these men make the decision to sabotage Trump and not do what's right and lie to him
[00:39:37.740 --> 00:39:40.820]   because they're cowards.
[00:39:40.820 --> 00:39:45.020]   And if Trump wants to be lied to, and if Trump wants to go along with this, and if Trump
[00:39:45.020 --> 00:39:50.980]   wants to be maneuvered into being destroyed, then that is his problem.
[00:39:50.980 --> 00:39:59.980]   But before that happens, it's absolutely critical for us to be as loud and as vocal and as focused
[00:39:59.980 --> 00:40:04.860]   as we can.
[00:40:04.860 --> 00:40:10.420]   And to let everyone know the stakes because there's a lot of bad news taking place.
[00:40:10.420 --> 00:40:13.500]   There's also a lot of good news.
[00:40:13.500 --> 00:40:19.540]   All over the world, authoritarian regimes, globalist regimes, communist regimes, socialist
[00:40:19.540 --> 00:40:23.300]   regimes are collapsing.
[00:40:23.300 --> 00:40:32.660]   There is a major planetary nationalistic pro-family, pro-human explosion taking place.
[00:40:32.660 --> 00:40:37.940]   We'll cover that later in the next hour, but that's the good news.
[00:40:37.940 --> 00:40:43.500]   And Trump gets it, but it's not enough for the president to put out all these tweets
[00:40:43.500 --> 00:40:47.540]   about my gosh, all these FBI agents and people lied to Congress and lied to me.
[00:40:47.540 --> 00:40:51.660]   And they set up a phony investigation and it was to stop me from getting into office.
[00:40:51.660 --> 00:40:52.780]   It was to kick me out.
[00:40:52.780 --> 00:40:55.860]   It wasn't about Russia and something needs to be done.
[00:40:55.860 --> 00:41:04.540]   Yeah, by you, but they've so maneuvered you that you think if you fire Mueller that you're
[00:41:04.540 --> 00:41:09.300]   covering something up when the guy's a total criminal rogue.
[00:41:09.300 --> 00:41:11.780]   But don't even do that.
[00:41:11.780 --> 00:41:13.060]   Get with people you can trust.
[00:41:13.060 --> 00:41:14.060]   Get with patriots.
[00:41:14.060 --> 00:41:14.900]   Talk to some smart people.
[00:41:14.900 --> 00:41:28.260]   And appoint special counsels over uranium one, appoint a special counsel over the election
[00:41:28.260 --> 00:41:32.660]   and meddling by the Democrats and attempts to steal the election from you and to rig
[00:41:32.660 --> 00:41:41.140]   polls and rig CNN debates and a special counsel looking into the mafia tactics being carried
[00:41:41.140 --> 00:41:43.020]   out by the lawyers at the Justice Department.
[00:41:43.020 --> 00:41:44.220]   You have the text.
[00:41:44.220 --> 00:41:45.260]   You have the proof.
[00:41:45.260 --> 00:41:46.380]   You have the collusion.
[00:41:46.380 --> 00:41:47.500]   You have the fraud.
[00:41:47.500 --> 00:41:53.660]   You have the piss dossier, the steel dossier, admitted fraud paid for by Hillary and all
[00:41:53.660 --> 00:41:56.020]   the campaign violations.
[00:41:56.020 --> 00:41:58.860]   They're not going to back down Trump.
[00:41:58.860 --> 00:42:03.220]   And so the reason you see your allies starting to desert you and starting to say you're weak
[00:42:03.220 --> 00:42:11.060]   or starting to say you can't be saved like Fox News host, Judge Napolitano and others
[00:42:11.060 --> 00:42:17.300]   is because it shows weakness when you let these people do this in your face.
[00:42:17.300 --> 00:42:18.620]   You're the president.
[00:42:18.620 --> 00:42:20.660]   You can still stop them.
[00:42:20.660 --> 00:42:26.740]   I'm just a father of four in Texas who because I've stood for this country and done what's
[00:42:26.740 --> 00:42:28.700]   right have them investigating.
[00:42:28.700 --> 00:42:32.420]   Remember I told you this weeks ago people said it wasn't true.
[00:42:32.420 --> 00:42:39.860]   Investigating my dad for being in HR and paying Jerome Corsi.
[00:42:39.860 --> 00:42:41.180]   That's all that's how these criminals do.
[00:42:41.180 --> 00:42:42.580]   They target our families.
[00:42:42.580 --> 00:42:45.100]   It's because they do target families.
[00:42:45.100 --> 00:42:48.980]   They've got to be met head on.
[00:42:48.980 --> 00:42:52.740]   That's why we're doing this because we know we're dealing with scum.
[00:42:52.740 --> 00:43:00.140]   We've got to remove this cabal that has hijacked the Justice Department if we have any future.
[00:43:00.140 --> 00:43:06.060]   Nourish a probiotic friendly environment in your gut with prebiotic fiber by InfoWars
[00:43:06.060 --> 00:43:07.460]   Life.
[00:43:07.460 --> 00:43:12.620]   Help the good bacteria thrive and support overall digestive health with our specially
[00:43:12.620 --> 00:43:15.220]   formulated prebiotic fiber.
[00:43:15.220 --> 00:43:20.900]   A mixture of clinically studied and organic acacia, fruit and flax fiber.
[00:43:20.900 --> 00:43:26.060]   Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria which
[00:43:26.060 --> 00:43:31.580]   helps you digest food, absorb nutrients and even support your immune system.
[00:43:31.580 --> 00:43:36.560]   InfoWars Life's cutting edge formula only brings you the highest quality organic and
[00:43:36.560 --> 00:43:38.740]   clinically studied ingredients.
[00:43:38.740 --> 00:43:43.980]   Cheap prebiotic fibers are used up only at the beginning of the colon but our premium
[00:43:43.980 --> 00:43:50.860]   organic acacia fiber is slowly digested by the good bacteria throughout the entire colon
[00:43:50.860 --> 00:43:53.540]   for maximum prebiotic effect.
[00:43:53.540 --> 00:43:57.260]   Head to InfoWarsLife.com or call 1-888-253-3139.
[00:43:57.260 --> 00:44:05.260]   Do you realize that when you spread the links from InfoWars.com, when you spread the videos,
[00:44:05.260 --> 00:44:07.500]   you are changing the world?
[00:44:07.500 --> 00:44:10.860]   It's you that has defeated Hillary and the globalists.
[00:44:10.860 --> 00:44:15.780]   It is you, the InfoWarriors across the planet that stood against the bullying, that stood
[00:44:15.780 --> 00:44:20.100]   against the peer pressure, that stood against the threats that have now changed the world.
[00:44:20.100 --> 00:44:24.540]   That's why you've been on the team supporting us, praying for us and spreading the word.
[00:44:24.540 --> 00:44:25.540]   You are the InfoWar.
[00:44:25.540 --> 00:44:30.620]   And now because of their intensifying censorship, it's more important than ever that everyone
[00:44:30.620 --> 00:44:36.260]   go to InfoWars.com/newsletter and sign up via email so there's no way the censors can
[00:44:36.260 --> 00:44:41.580]   get between us with critical videos, articles, breaking news, intel, you name it.
[00:44:41.580 --> 00:44:47.140]   And so now I ask you more than ever to share the InfoWars.com articles, to share the videos,
[00:44:47.140 --> 00:44:49.540]   to tell people about the local stations you're listening to.
[00:44:49.540 --> 00:44:56.620]   The bare minimum you can do is sign up for the free newsletter at InfoWars.com/newsletter.
[00:44:56.620 --> 00:45:00.420]   We are the renaissance and we are winning.
[00:45:00.420 --> 00:45:03.820]   InfoWars Life is bringing you a breakthrough in modern medicine.
[00:45:03.820 --> 00:45:05.580]   Introducing Pollen Block.
[00:45:05.580 --> 00:45:10.740]   We have found an extraordinary new, natural way to alleviate seasonal distress symptoms
[00:45:10.740 --> 00:45:17.620]   including promoting clear nasal and sinus passageways, eye comfort and respiratory function.
[00:45:17.620 --> 00:45:23.460]   In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced
[00:45:23.460 --> 00:45:26.380]   less seasonal immune and inflammatory responses.
[00:45:26.380 --> 00:45:31.700]   They began studying this effect in published trials and decades later we now have the fruit
[00:45:31.700 --> 00:45:36.740]   of this research, a fast acting, chewable tablet that helps alleviate seasonal distress
[00:45:36.740 --> 00:45:37.740]   symptoms.
[00:45:37.740 --> 00:45:40.420]   Pollen Block is natural and effective.
[00:45:40.420 --> 00:45:41.420]   It is not an antihistamine.
[00:45:41.420 --> 00:45:46.340]   In fact, current research has found that it actually acts by blocking the activity of
[00:45:46.340 --> 00:45:52.180]   tryptase which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:45:52.180 --> 00:45:54.780]   Go outside and enjoy the air you breathe.
[00:45:54.780 --> 00:46:00.820]   Head to InfoWarsLife.com and grab a pack of our Pollen Block chewable tablets.
[00:46:00.820 --> 00:46:05.460]   You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:46:05.460 --> 00:46:11.180]   Our organic formula is made from high quality natural ingredients such as valerian root
[00:46:11.180 --> 00:46:17.140]   extract, L-tryptophan, lemon balm leaf extract and melatonin.
[00:46:17.140 --> 00:46:21.580]   Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:46:21.580 --> 00:46:26.740]   Millions of people around the world experience daytime drowsiness but with the rapid speed
[00:46:26.740 --> 00:46:29.980]   of life we need to be able to keep up the pace.
[00:46:29.980 --> 00:46:35.940]   Our natural mixture harnesses the power of 10 known ingredients to let your body relax
[00:46:35.940 --> 00:46:37.780]   and get the sleep you need.
[00:46:37.780 --> 00:46:40.180]   Wake up refreshed and take on the day.
[00:46:40.180 --> 00:46:45.500]   InfoWars Life wants to bring you a sleep support formula that goes above and beyond other leading
[00:46:45.500 --> 00:46:48.140]   brands at an affordable price.
[00:46:48.140 --> 00:46:51.820]   Get the sleep you deserve and experience the power of Knockout.
[00:46:51.820 --> 00:46:56.220]   Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:46:56.220 --> 00:47:03.940]   That's InfoWarsLife.com.
[00:47:03.940 --> 00:47:06.540]   You're listening to The Alex Jones Show.
[00:47:06.540 --> 00:47:23.540]   Crashing through the lies and disinformation, it's Alex Jones.
[00:47:23.540 --> 00:47:50.700]   Okay, so foreign multinational corporations got control of the Central Intelligence Agency
[00:47:50.700 --> 00:47:56.100]   before it was ever even founded out of Pratt House, Counsel on Foreign Relations.
[00:47:56.100 --> 00:48:00.860]   With the National Security Act of '47, they were allowed to operate in secret.
[00:48:00.860 --> 00:48:05.980]   They then by the 1990s took over what was left of the FBI at the federal level, at the
[00:48:05.980 --> 00:48:08.140]   highest level.
[00:48:08.140 --> 00:48:15.740]   And now they keep a cabal in there of white shoe Harvard and Yale lawyers who just engage
[00:48:15.740 --> 00:48:25.540]   in every crime under the sun and who then hand the crown around to each other.
[00:48:25.540 --> 00:48:33.500]   They really got full control under George Herbert Walker Bush in 1989.
[00:48:33.500 --> 00:48:37.700]   And now Trump has been maneuvered into putting the very same people back in.
[00:48:37.700 --> 00:48:43.560]   Some would say, well, maybe there's a war with China going on economically and maybe
[00:48:43.560 --> 00:48:49.060]   the old guard came in and said, you know, the old globalists like David Rockefeller
[00:48:49.060 --> 00:48:53.620]   and others, they made us do these bad things, but we want to be good now.
[00:48:53.620 --> 00:48:59.500]   So share power with us and put us in and we promise we'll stop.
[00:48:59.500 --> 00:49:03.340]   That would still be a bad sellout by the president.
[00:49:03.340 --> 00:49:07.940]   Because these people have no history of ever keeping any deals they make.
[00:49:07.940 --> 00:49:09.980]   But that's not what they're doing.
[00:49:09.980 --> 00:49:13.300]   They are moving against him as fast as they can.
[00:49:13.300 --> 00:49:17.580]   They got caught running investigations.
[00:49:17.580 --> 00:49:18.580]   They lied to Congress.
[00:49:18.580 --> 00:49:19.580]   They lied to the president.
[00:49:19.580 --> 00:49:20.580]   They lied to the courts.
[00:49:20.580 --> 00:49:21.580]   It's totally illegal.
[00:49:21.580 --> 00:49:22.580]   Open and shut.
[00:49:22.580 --> 00:49:23.580]   We have them.
[00:49:23.580 --> 00:49:25.000]   But where are the indictments?
[00:49:25.000 --> 00:49:27.720]   There aren't any men in D.C.
[00:49:27.720 --> 00:49:34.420]   There aren't any women in D.C. that are in any positions of power that are willing to
[00:49:34.420 --> 00:49:35.700]   move against this.
[00:49:35.700 --> 00:49:37.960]   And they know it.
[00:49:37.960 --> 00:49:42.360]   So you ask, why did they have 29 people raid Roger and all the rest of it?
[00:49:42.360 --> 00:49:53.500]   It's because they want to accustom you to the raw, out of control exercise of power.
[00:49:53.500 --> 00:49:55.900]   It's that simple.
[00:49:55.900 --> 00:50:02.860]   And they want to train you to see more and more people drug away in the night who aren't
[00:50:02.860 --> 00:50:05.300]   bin Laden or Pablo Escobar.
[00:50:05.300 --> 00:50:10.940]   This is what reigns of terror are all about.
[00:50:10.940 --> 00:50:16.040]   Now let me break down what's going to happen next if we let them take Trump out.
[00:50:16.040 --> 00:50:19.200]   Because, hey, I'm upset with Trump on a lot of levels.
[00:50:19.200 --> 00:50:21.920]   Not because he ended the shutdown.
[00:50:21.920 --> 00:50:24.600]   We were losing billions every few days on this.
[00:50:24.600 --> 00:50:26.720]   It was killing the economy.
[00:50:26.720 --> 00:50:28.400]   The Democrats want to stall the economy.
[00:50:28.400 --> 00:50:29.800]   And he figured that out.
[00:50:29.800 --> 00:50:32.720]   He should have declared the emergency 35 days ago.
[00:50:32.720 --> 00:50:33.720]   That's his power.
[00:50:33.720 --> 00:50:36.640]   What's on the border happening is an emergency.
[00:50:36.640 --> 00:50:42.860]   Now he says in 21 days he will declare it after this agreement.
[00:50:42.860 --> 00:50:43.860]   We'll see.
[00:50:43.860 --> 00:50:44.860]   He was going to do it.
[00:50:44.860 --> 00:50:46.420]   I told you months ago he was going to do it.
[00:50:46.420 --> 00:50:47.420]   It was the right thing to do.
[00:50:47.420 --> 00:50:53.820]   Then he balked the last day and didn't do it.
[00:50:53.820 --> 00:50:57.740]   Because he's surrounded by a bunch of people that don't want him to use his executive power.
[00:50:57.740 --> 00:50:59.420]   Obama declared emergencies.
[00:50:59.420 --> 00:51:00.940]   Bill Clinton declared emergencies.
[00:51:00.940 --> 00:51:03.460]   Ronald Reagan declared emergencies.
[00:51:03.460 --> 00:51:05.100]   Herbert Walker Bush declared them.
[00:51:05.100 --> 00:51:09.340]   And most of them declared them for reasons that weren't constitutional.
[00:51:09.340 --> 00:51:14.380]   Your border with massive caravans of tens of thousands, more coming, flesh-eating bacteria,
[00:51:14.380 --> 00:51:23.360]   drug-resistant TB, the black plague, cholera, everything else you can imagine, smallpox,
[00:51:23.360 --> 00:51:28.240]   you better believe that's an emergency.
[00:51:28.240 --> 00:51:32.420]   So this is really a big test for America.
[00:51:32.420 --> 00:51:33.980]   What do you do as listeners and viewers?
[00:51:33.980 --> 00:51:34.980]   What does the president do?
[00:51:34.980 --> 00:51:35.980]   What does Congress do?
[00:51:35.980 --> 00:51:42.980]   I know a lot of people listen to the show in government who aren't bad people and who
[00:51:42.980 --> 00:51:46.420]   really want to see change as well.
[00:51:46.420 --> 00:51:52.500]   That's why rank and file, I'd say 90% of law enforcement supports Trump at the state and
[00:51:52.500 --> 00:51:56.980]   local level, and 80% or so federal.
[00:51:56.980 --> 00:51:59.380]   But they're bringing in the reality winner types.
[00:51:59.380 --> 00:52:03.620]   She was a white girl that hated whites and joined ISIS and had a high-level security
[00:52:03.620 --> 00:52:08.460]   clearance at the FBI for Antifa.
[00:52:08.460 --> 00:52:15.260]   These people are crazy, and they have been emboldened.
[00:52:15.260 --> 00:52:23.820]   And so if the president doesn't do his job and do things like declare the emergency,
[00:52:23.820 --> 00:52:28.860]   let them bitch and say, we're not gonna get a new football field and barracks at West
[00:52:28.860 --> 00:52:29.860]   Point.
[00:52:29.860 --> 00:52:34.420]   I guarantee you, you poll those West Point students, not that he's the commander in chief,
[00:52:34.420 --> 00:52:39.300]   doesn't matter what they think, 99% of those cadets will say, yeah, if your leg's cut off,
[00:52:39.300 --> 00:52:41.500]   you tie a tourniquet on it.
[00:52:41.500 --> 00:52:44.140]   We don't need a new shiny hat.
[00:52:44.140 --> 00:52:45.900]   The border is essential.
[00:52:45.900 --> 00:52:48.600]   The border is critical.
[00:52:48.600 --> 00:52:52.420]   Your new barracks aren't.
[00:52:52.420 --> 00:52:56.980]   And everybody knows that, but they turn into this, no, people in their districts, Republicans
[00:52:56.980 --> 00:52:58.740]   too, they don't want that money taken.
[00:52:58.740 --> 00:53:00.140]   We'll get the money later.
[00:53:00.140 --> 00:53:02.980]   We don't even need the money from that.
[00:53:02.980 --> 00:53:04.540]   Bring the troops home out of Syria.
[00:53:04.540 --> 00:53:09.060]   That costs 20, 30 billion a year, 100 billion a year in Afghanistan.
[00:53:09.060 --> 00:53:16.580]   Whole wall, double-sided with razor wire and roads up and down, it costs 20 billion.
[00:53:16.580 --> 00:53:17.580]   That's not happening.
[00:53:17.580 --> 00:53:22.540]   So instead, we're going to see them ratchet this up, ratchet this up, cause civil unrest,
[00:53:22.540 --> 00:53:26.140]   a bunch of other fake investigations, have a bunch of people turn against Trump because
[00:53:26.140 --> 00:53:31.260]   they're facing jail time, tell lies about him, have the House impeach.
[00:53:31.260 --> 00:53:36.020]   The Senate will then try, and you're going to see the Kavanaugh hearings to the next
[00:53:36.020 --> 00:53:37.020]   level.
[00:53:37.020 --> 00:53:41.500]   And you're going to see them plunge the economy and say, Mr. President, you must step down
[00:53:41.500 --> 00:53:46.180]   for the good of the nation.
[00:53:46.180 --> 00:53:53.060]   The election has been found to be unconstitutional because of the Russia bots that are made up.
[00:53:53.060 --> 00:53:56.780]   Nancy Pelosi will take over in the interim while new elections are scheduled.
[00:53:56.780 --> 00:53:57.780]   And that was the whole plan.
[00:53:57.780 --> 00:54:01.620]   Obama signed executive orders to federalize elections before he left.
[00:54:01.620 --> 00:54:05.340]   All 50 attorney generals, including Democrats, said, don't do this.
[00:54:05.340 --> 00:54:07.900]   It breaks the federal system.
[00:54:07.900 --> 00:54:10.940]   We don't want the federal government running local elections.
[00:54:10.940 --> 00:54:12.980]   But see, it'll be like Venezuela.
[00:54:12.980 --> 00:54:14.740]   They're going to get back in power.
[00:54:14.740 --> 00:54:16.900]   They're going to schedule elections for a year out.
[00:54:16.900 --> 00:54:20.220]   You'll never have real elections again in this country.
[00:54:20.220 --> 00:54:22.920]   Just like I told you, once they banned me, they'd ban everybody.
[00:54:22.920 --> 00:54:25.060]   And now it's happening off the Internet.
[00:54:25.060 --> 00:54:26.780]   This is a formula.
[00:54:26.780 --> 00:54:33.740]   Silence us, then take our elections, then start imprisoning people en masse.
[00:54:33.740 --> 00:54:36.100]   This is how it's done.
[00:54:36.100 --> 00:54:42.020]   And also, again, just type in, search engine, Obama signed executive order federalizing
[00:54:42.020 --> 00:54:43.020]   elections.
[00:54:43.020 --> 00:54:47.020]   And all that got left in place once Trump got in because his advisors didn't tell him
[00:54:47.020 --> 00:54:48.260]   to rescind the executive order.
[00:54:48.260 --> 00:54:52.540]   And what was their job number one in thousands of articles two years ago?
[00:54:52.540 --> 00:54:55.140]   Don't let him read InfoWars or Breitbart.
[00:54:55.140 --> 00:54:57.180]   Don't let him see what's going on.
[00:54:57.180 --> 00:55:00.740]   Don't let him hear about what's happening.
[00:55:00.740 --> 00:55:06.260]   So Hillary Clinton, not ruling out running in 2020.
[00:55:06.260 --> 00:55:08.100]   That's out of the hill, told you.
[00:55:08.100 --> 00:55:12.660]   And she's out there badmouthing Bernie Sanders and others, like she always does, going after
[00:55:12.660 --> 00:55:16.980]   who she thinks will be a competition in the primaries.
[00:55:16.980 --> 00:55:20.460]   And they're in the news saying President Pelosi.
[00:55:20.460 --> 00:55:23.900]   The Democrats are saying, let her have the State of the Union, cancel the president,
[00:55:23.900 --> 00:55:25.780]   don't air his TV addresses.
[00:55:25.780 --> 00:55:27.980]   They're getting everybody ready.
[00:55:27.980 --> 00:55:32.380]   So we'll cover all of this and more in the next hour.
[00:55:32.380 --> 00:55:39.820]   And while we're busy fighting with each other, China is gearing up for physical war with
[00:55:39.820 --> 00:55:41.740]   us, shooting on our ships.
[00:55:41.740 --> 00:55:46.100]   But just Trump getting some basic policies in there against China is about to bring them
[00:55:46.100 --> 00:55:48.220]   to their knees.
[00:55:48.220 --> 00:55:53.220]   But the globalists are too busy trying to get full control of the US again.
[00:55:53.220 --> 00:55:56.260]   And it's just a very dangerous climate we're in.
[00:55:56.260 --> 00:56:02.300]   Please remember listeners that you hear local sponsors on radio, support them.
[00:56:02.300 --> 00:56:04.980]   You hear network sponsors, that's not how I get funded.
[00:56:04.980 --> 00:56:10.500]   I get funded at InfoWarsStore.com by you getting t-shirts, books, water filtration, air filtration,
[00:56:10.500 --> 00:56:12.100]   non-gmo heirloom seeds.
[00:56:12.100 --> 00:56:18.620]   The highest quality non-marijuana CBD oil has no THC, but it's the very best out there.
[00:56:18.620 --> 00:56:20.060]   InfoWarsStore.com.
[00:56:20.060 --> 00:56:24.260]   And we have our best selling brain force nootropic, it's excellent.
[00:56:24.260 --> 00:56:27.380]   Now we've got TurboForce.
[00:56:27.380 --> 00:56:34.180]   It's got even more of the healthy good plant derived boost with all these other key amino
[00:56:34.180 --> 00:56:39.100]   acids so it uploads with all the critical organic vitamins and minerals.
[00:56:39.100 --> 00:56:46.020]   It is the ultimate formula beyond energy drink, beyond pre-workout.
[00:56:46.020 --> 00:56:49.420]   This is next level because it burns clean.
[00:56:49.420 --> 00:56:52.780]   You don't take this and three, four hours later crash.
[00:56:52.780 --> 00:56:57.500]   A lot of people get totally boosted for 12, 14 hours.
[00:56:57.500 --> 00:56:58.500]   Most people 10 hours.
[00:56:58.500 --> 00:57:05.800]   So I'm going to tell you, don't take it anywhere close to bedtime.
[00:57:05.800 --> 00:57:09.820]   You've got to go read about TurboForce at InfoWarsLife.com.
[00:57:09.820 --> 00:57:12.180]   It took us two years at the top developers to bring it to you.
[00:57:12.180 --> 00:57:17.580]   I wanted the best because most companies put almost no product in it and then everything's
[00:57:17.580 --> 00:57:19.780]   advertising.
[00:57:19.780 --> 00:57:24.420]   I know this has more product in it than anything else out there and it's all high quality.
[00:57:24.420 --> 00:57:25.500]   It's all the best.
[00:57:25.500 --> 00:57:26.500]   It's all amazing.
[00:57:26.500 --> 00:57:28.700]   It is the next level.
[00:57:28.700 --> 00:57:32.540]   So if you've been into energy drinks and into all that kind of stuff and boosters, this
[00:57:32.540 --> 00:57:33.540]   is it.
[00:57:33.540 --> 00:57:34.540]   This is the next level.
[00:57:34.540 --> 00:57:35.540]   It's clean.
[00:57:35.540 --> 00:57:36.540]   It's all the best.
[00:57:36.540 --> 00:57:37.540]   It's all the best.
[00:57:37.540 --> 00:57:38.540]   It's all the best.
[00:57:38.540 --> 00:57:39.540]   It's all the best.
[00:57:39.540 --> 00:57:40.540]   It's all the best.
[00:57:40.540 --> 00:57:41.540]   It's all the best.
[00:57:41.540 --> 00:57:42.540]   It's all the best.
[00:57:42.540 --> 00:57:43.540]   It's all the best.
[00:57:43.540 --> 00:57:44.540]   It's all the best.
[00:57:44.540 --> 00:57:45.540]   It's all the best.
[00:57:45.540 --> 00:57:46.540]   It's all the best.
[00:57:46.540 --> 00:57:47.540]   It's all the best.
[00:57:47.540 --> 00:57:48.540]   It's all the best.
[00:57:48.540 --> 00:57:49.540]   It's all the best.
[00:57:49.540 --> 00:57:50.540]   It's all the best.
[00:57:50.540 --> 00:57:51.540]   It's all the best.
[00:57:51.540 --> 00:57:52.540]   It's all the best.
[00:57:52.540 --> 00:57:53.540]   It's all the best.
[00:57:53.540 --> 00:57:54.540]   It's all the best.
[00:57:54.540 --> 00:57:55.540]   It's all the best.
[00:57:55.540 --> 00:57:56.540]   It's all the best.
[00:57:56.540 --> 00:57:57.540]   It's all the best.
[00:57:57.540 --> 00:57:58.540]   It's all the best.
[00:57:58.540 --> 00:57:59.540]   It's all the best.
[00:57:59.540 --> 00:58:00.540]   It's all the best.
[00:58:00.540 --> 00:58:01.540]   It's all the best.
[00:58:01.540 --> 00:58:02.540]   It's all the best.
[00:58:02.540 --> 00:58:05.540]   It's all the best.
[00:58:05.540 --> 00:58:06.540]   It's all the best.
[00:58:06.540 --> 00:58:07.540]   It's all the best.
[00:58:07.540 --> 00:58:08.540]   It's all the best.
[00:58:08.540 --> 00:58:09.540]   It's all the best.
[00:58:09.540 --> 00:58:10.540]   It's all the best.
[00:58:10.540 --> 00:58:11.540]   It's all the best.
[00:58:11.540 --> 00:58:12.540]   It's all the best.
[00:58:12.540 --> 00:58:13.540]   It's all the best.
[00:58:13.540 --> 00:58:14.540]   It's all the best.
[00:58:14.540 --> 00:58:15.540]   It's all the best.
[00:58:15.540 --> 00:58:16.540]   It's all the best.
[00:58:16.540 --> 00:58:17.540]   It's all the best.
[00:58:17.540 --> 00:58:18.540]   It's all the best.
[00:58:18.540 --> 00:58:19.540]   It's all the best.
[00:58:19.540 --> 00:58:20.540]   It's all the best.
[00:58:20.540 --> 00:58:21.540]   It's all the best.
[00:58:21.540 --> 00:58:22.540]   It's all the best.
[00:58:22.540 --> 00:58:23.540]   It's all the best.
[00:58:23.540 --> 00:58:24.540]   It's all the best.
[00:58:24.540 --> 00:58:25.540]   It's all the best.
[00:58:25.540 --> 00:58:26.540]   It's all the best.
[00:58:26.540 --> 00:58:27.540]   It's all the best.
[00:58:27.540 --> 00:58:28.540]   It's all the best.
[00:58:28.540 --> 00:58:29.540]   It's all the best.
[00:58:29.540 --> 00:58:30.540]   It's all the best.
[00:58:30.540 --> 00:58:31.540]   It's all the best.
[00:58:31.540 --> 00:58:32.540]   It's all the best.
[00:58:32.540 --> 00:58:33.540]   It's all the best.
[00:58:33.540 --> 00:58:34.540]   It's all the best.
[00:58:34.540 --> 00:58:35.540]   It's all the best.
[00:58:35.540 --> 00:58:36.540]   It's all the best.
[00:58:36.540 --> 00:58:37.540]   It's all the best.
