[00:00:06.913 --> 00:00:07.334]  1-800-340-7091.
[00:24:29.170 --> 00:24:42.999]  The idea, if you listen to Rush Limbaugh or these other essentially pro-Wall Street characters, is they'll tell you that Obama is helping the deadbeats and the losers and the welchers of society, and he's robbing the achievers.
[00:24:42.999 --> 00:24:46.081]  Well, the deadbeats turn out to be those derivatives bankers.
[00:24:46.081 --> 00:24:47.802]  Now, you ask, who are they?
[00:24:47.802 --> 00:24:54.166]  We had an extraordinary event on Friday afternoon, which maybe can be the starting point for our conversation today.
[00:24:54.998 --> 00:25:04.083]  At the White House, Obama had a special meeting with about 15 representatives of what's today called the banking industry.
[00:25:04.083 --> 00:25:06.804]  It's really not an industry, it's really banking.
[00:25:06.804 --> 00:25:15.409]  But they were there, and you've got to think of this as Obama is the President of the United States, but he's meeting with the Board of Directors.
[00:25:15.409 --> 00:25:18.691]  The idea is that the United States is being made into a corporate state.
[00:25:19.358 --> 00:25:26.167]  In some ways similar to the Mussolini fascist corporate state of Italy in the 1920s, 1930s.
[00:25:26.167 --> 00:25:33.998]  And the board of directors comes to hear a report from the president and they know they made him, they can unmake him.
[00:25:34.511 --> 00:25:37.193]  These are the people who put Obama into office.
[00:25:37.193 --> 00:25:41.376]  Goldman Sachs gave Obama more money than any other single source.
[00:25:41.376 --> 00:25:43.437]  Citibank and others not far behind.
[00:25:43.437 --> 00:25:46.119]  In fact, total, four times what McCain got.
[00:25:46.119 --> 00:25:50.802]  Let me just go through this list and you'll hear the people who made Obama great.
[00:25:50.802 --> 00:25:54.285]  And again, once they're fed up with him, they can also get rid of him.
[00:25:54.285 --> 00:25:56.746]  Jamie Dimon of JPMorgan Chase.
[00:25:56.746 --> 00:25:58.507]  That is one of the biggest zombie banks.
[00:25:58.507 --> 00:26:01.890]  It's a derivatives monster with hundreds of
[00:26:03.072 --> 00:26:08.037]  Billions, and actually trillions of derivatives, just by itself.
[00:26:08.037 --> 00:26:11.220]  So, Diamond of JPMorgan Chase.
[00:26:11.220 --> 00:26:13.883]  We've got Ken Lewis of Bank of America.
[00:26:13.883 --> 00:26:15.885]  Now, this guy is an aggressive spokesman.
[00:26:15.885 --> 00:26:23.372]  He says, yeah, we're the bankers, we get the bonuses, and you're gonna sit there and like it, and by the way, I want another 500 billion, or whatever it is.
[00:26:24.306 --> 00:26:28.311]  Vikram Pandit, known in Wall Street circles as Pandit the Bandit.
[00:26:28.311 --> 00:26:40.444]  This is Citigroup, and Pandit, he's basically driven the stock of that company down to about a dollar a share, but they have been bailed out three times by the federal government to the tune of about $50 billion.
[00:26:40.444 --> 00:26:42.547]  We've got John Stumpf of Wells Fargo.
[00:26:43.127 --> 00:26:45.128]  Ken Chenault of American Express.
[00:26:45.128 --> 00:26:51.550]  Now, Ken Chenault can borrow money for zero interest and then lend it to you for 25% interest on your credit card.
[00:26:51.550 --> 00:26:54.150]  And every time you turn around, he's going to hit you with a new fine.
[00:26:54.150 --> 00:26:55.791]  John Koskinen of Freddie Mac.
[00:26:55.791 --> 00:26:57.611]  Now, that used to be a federal government agency.
[00:26:57.611 --> 00:27:03.093]  It was privatized, made into this tremendous cornucopia of corruption and money.
[00:27:03.753 --> 00:27:08.055]  Ronald Logue of State Street Bank, Robert Kelly of Bank of New York Mellon.
[00:27:08.055 --> 00:27:16.558]  Bank of New York Mellon is the back office of the TARP, of the original October bailout, the 700 billion that is still being distributed.
[00:27:16.558 --> 00:27:19.039]  Rick Waddell of Northern Trust.
[00:27:19.039 --> 00:27:26.682]  Northern Trust is a bank that gave Obama a sweetheart mortgage for his resco lot there in Chicago.
[00:27:26.682 --> 00:27:29.803]  James Rohr of PNC Financial Services Group
[00:27:30.442 --> 00:27:33.104]  Lloyd Blankfein of Goldman Sachs.
[00:27:33.104 --> 00:27:40.671]  Now, he deserves a special mention, of course, because Goldman Sachs is really one of the beneficiaries of this entire system.
[00:27:40.671 --> 00:27:43.373]  He was joined by John Mack of Morgan Stanley.
[00:27:43.373 --> 00:27:52.781]  If you put together Goldman Sachs and Morgan Stanley, Blankfein and Mack, you remember last summer, a year ago now, a year and a half ago, when you were paying
[00:27:53.504 --> 00:27:56.026]  About $4.50 to $5 a gallon for gas.
[00:27:56.026 --> 00:28:02.850]  My basic rough calculation is that out of the price of gasoline, Blank Fine and Mac were getting about a dollar.
[00:28:02.850 --> 00:28:11.675]  So each of them was getting 50 cents, maybe a little bit more for Goldman Sachs, but a total of a dollar out of the price of every gallon of gas sold in the United States.
[00:28:11.675 --> 00:28:12.816]  Through their speculation.
[00:28:12.816 --> 00:28:19.660]  Yeah, to Goldman Sachs and Morgan Stanley, because they were using derivatives on the London ICE exchange to get the price of gasoline.
[00:28:19.660 --> 00:28:21.261]  And they called it scamming free market.
[00:28:21.261 --> 00:28:22.922]  They're the ones giving the free market a bad name.
[00:28:23.522 --> 00:28:28.549]  The free market has not been seen on land or sea for many a day, and it's not going to be seen.
[00:28:28.549 --> 00:28:32.134]  If you say the free market, you're talking about this group of people.
[00:28:32.134 --> 00:28:34.917]  Pirates just running giant Ponzi scams.
[00:28:34.917 --> 00:28:36.519]  You're talking about Madoff running scams.
[00:28:36.519 --> 00:28:38.843]  Yeah, these are basically bigger versions of Madoff.
[00:28:40.925 --> 00:28:42.165]  Richard Davis of U.S.
[00:28:42.165 --> 00:28:42.625]  Bancorp.
[00:28:42.625 --> 00:28:43.546]  That's another one.
[00:28:43.546 --> 00:28:45.686]  Then a couple of sort of token people.
[00:28:45.686 --> 00:28:48.507]  Camden Fine of the Independent Community Bankers of America.
[00:28:48.507 --> 00:28:50.447]  That would be small, small regional banks.
[00:28:50.447 --> 00:28:52.627]  And they're of course, they're the lambs for the slaughter.
[00:28:52.627 --> 00:29:00.169]  The plan is that solvent local and regional banks are going to be fed into the voracious jaws of the sharks.
[00:29:00.169 --> 00:29:03.790]  JPMorgan Chase and Bank of America and Citibank.
[00:29:03.790 --> 00:29:05.950]  Ed Yingling of the American Bankers Association.
[00:29:05.950 --> 00:29:09.191]  So, I call this Obama and the 13 Zombies.
[00:29:09.511 --> 00:29:10.872]  Because these are zombie bankers.
[00:29:10.872 --> 00:29:12.573]  Why are they zombie bankers?
[00:29:12.573 --> 00:29:15.234]  They don't do anything for society.
[00:29:15.234 --> 00:29:16.835]  They say, we're lending.
[00:29:16.835 --> 00:29:19.136]  They haven't been lending for decades.
[00:29:19.136 --> 00:29:19.936]  Stay there, stay there.
[00:29:19.936 --> 00:29:20.396]  We've got a break.
[00:29:20.396 --> 00:29:22.597]  We're going to come back to this big meeting.
[00:29:22.597 --> 00:29:24.638]  And then, oh, we haven't gotten to this.
[00:29:24.638 --> 00:29:27.020]  Before the big meeting, he's running off to meet with the Queen.
[00:29:27.020 --> 00:29:28.280]  Obama's got to kneel before her.
[00:29:28.280 --> 00:29:28.900]  First time a U.S.
[00:29:28.900 --> 00:29:29.901]  President's done that.
[00:29:29.901 --> 00:29:30.341]  Stay with us.
[00:29:30.341 --> 00:29:31.782]  We'll be right back at pollwars.com.
[00:29:33.328 --> 00:29:33.668]  Sure.
[00:29:33.668 --> 00:29:37.189]  Before you throw away your used batteries, you need to listen to this.
[00:29:37.189 --> 00:29:39.109]  Now, going green can save money.
[00:29:39.109 --> 00:29:44.650]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[00:29:44.650 --> 00:29:52.671]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[00:29:52.671 --> 00:30:01.973]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[00:30:02.273 --> 00:30:05.477]  Increasing capacity and maintaining cell integrity.
[00:30:05.477 --> 00:30:10.684]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[00:30:10.684 --> 00:30:16.210]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[00:30:16.210 --> 00:30:17.332]  Save your money.
[00:30:17.332 --> 00:30:18.253]  Save the environment.
[00:30:18.633 --> 00:30:21.637]  Visit us online at r-charge.com.
[00:30:21.637 --> 00:30:23.879]  That's r-charge.com.
[00:30:23.879 --> 00:30:24.640]  Or call us at 989-637-4179.
[00:30:24.640 --> 00:30:25.121]  That's 989-637-4179.
[00:30:25.121 --> 00:30:26.422]  Be a part of the revolution today!
[00:30:33.870 --> 00:30:37.852]  I'm Todd Davis, CEO of LifeLock, and what I'm about to tell you is true.
[00:30:37.852 --> 00:30:42.694]  My real social security number is 457-55-5462.
[00:30:42.694 --> 00:30:45.615]  You may think I'm crazy, but I know my identity is safe.
[00:30:45.615 --> 00:30:49.897]  At LifeLock, every member is covered by our $1 million total service guarantee.
[00:30:52.799 --> 00:30:54.680]  It's not just the money that's being stolen.
[00:30:54.680 --> 00:30:59.224]  It's your reputation, your credits, and your valuable time to fix the huge mess.
[00:30:59.224 --> 00:31:02.767]  At LifeLock, we aim to prevent identity theft before it happens.
[00:31:02.767 --> 00:31:09.792]  And if anything happens while you're a client of LifeLock, you'll be protected by our exclusive $1 million total service guarantee.
[00:31:09.792 --> 00:31:14.176]  With LifeLock, you'll also see a huge reduction in junk mail and pre-approved credit offers.
[00:31:14.176 --> 00:31:14.736]  Call 1-800-605-4229 right now.
[00:31:17.518 --> 00:31:20.499]  Do you suffer from aches and pains in your knees, arms, wrists, or elbows?
[00:31:20.499 --> 00:31:23.280]  Is it difficult to get out of bed in the morning because of joint stiffness?
[00:31:23.280 --> 00:31:25.340]  Have you been looking for a safe, natural alternative to help
[00:31:46.476 --> 00:31:47.517]  Visit solartherm.ca
[00:32:16.476 --> 00:32:16.756]  Today at 1-877-747-6664.
[00:32:16.756 --> 00:32:17.197]  That's 1-877-747-6664.
[00:32:17.197 --> 00:32:18.920]  Or visit them online at solartherm.ca.
[00:32:18.920 --> 00:32:20.542]  That's solar, T-H-E-R-M, solartherm.ca.
[00:32:33.380 --> 00:32:39.341]  With an economy that continues to plummet, many of us will have to make the difficult decision to cut back on our expenses.
[00:32:39.341 --> 00:32:42.462]  One thing we cannot afford to cut back on, though, is our health.
[00:32:42.462 --> 00:32:50.224]  If you suffer from chronic illness, stress, a weak immune system, or just always feel tired, you need to visit Shentrition.com.
[00:32:50.224 --> 00:32:54.725]  The philosophy at Shentrition is to feed the body what it needs, plus heal the body with food.
[00:32:55.325 --> 00:32:55.706]  I think so.
[00:33:11.220 --> 00:33:13.761]  This is the GCN Radio Network, home to hard-hitting talk radio.
[00:33:48.021 --> 00:33:50.443]  There's a lot of confusion.
[00:33:50.443 --> 00:33:54.725]  The American people are angry.
[00:33:54.725 --> 00:34:03.070]  They're saying $165 million to AIG when we gave them $200-something billion, one company alone, of trillions and trillions.
[00:34:03.070 --> 00:34:08.314]  Imagine how mad they would be if they knew that that was all a diversion and a red herring and a distraction.
[00:34:08.314 --> 00:34:10.655]  So we're going to be talking about that as well, Webster Tarpley.
[00:34:10.655 --> 00:34:14.898]  Also, two bills last week had mandatory national service in them.
[00:34:15.538 --> 00:34:16.439]  That got stripped out.
[00:34:16.439 --> 00:34:17.420]  Another one's been introduced again.
[00:34:17.420 --> 00:34:18.781]  We're going to cover that later.
[00:34:18.781 --> 00:34:22.063]  Webster, you've gotten up to the 13 big zombie banks.
[00:34:22.063 --> 00:34:26.367]  That is the dead derivatives banks running global bubbles to buy up everything they create.
[00:34:26.367 --> 00:34:29.990]  Fiat, junk paper, buy real assets while it still has worth.
[00:34:29.990 --> 00:34:31.651]  The Ponzi scheme's now popped.
[00:34:31.651 --> 00:34:34.774]  They're telling the American taxpayer, you're going to be free market.
[00:34:34.774 --> 00:34:37.877]  You're going to give trillions of dollars in tax money to us.
[00:34:37.877 --> 00:34:40.599]  We've got the army standing by for martial law if you don't like it.
[00:34:41.199 --> 00:34:44.503]  And that's their quote, free market is basically robbing us at gunpoint.
[00:34:44.503 --> 00:34:45.024]  So continue.
[00:34:45.024 --> 00:34:49.208]  They march down to the White House ahead of the G20 coming up later this week.
[00:34:49.208 --> 00:34:57.818]  The first time a sitting president will go for an audience with the Queen of England ahead of that the day before he goes to Europe for that meeting.
[00:34:57.818 --> 00:34:58.639]  We'll get to that next.
[00:34:58.639 --> 00:34:59.340]  Right now, continue.
[00:35:00.034 --> 00:35:04.497]  Well, 13 zombie bankers meeting with Obama at the White House on Friday afternoon.
[00:35:04.497 --> 00:35:09.821]  And again, it's the board of directors receiving the report from the president, the guy they created.
[00:35:09.821 --> 00:35:22.271]  Again, Goldman Sachs with Blankfein, Mack of Morgan Stanley, Pandit of Citigroup, Lewis of Bank of America, and of course the dean of the bankers, Jamie Dimon of JPMorgan Chase.
[00:35:23.191 --> 00:35:32.500]  This is a discussion with Obama, and it shows, I think, this momentum towards what you can only call a corporate state, or indeed a fascist corporate state.
[00:35:32.500 --> 00:35:40.027]  When you have the government merging with the bankers and big business, that's not socialism, that's called fascism.
[00:35:40.027 --> 00:35:44.452]  That's what Mussolini did in Italy, and that was really imitative.
[00:35:44.452 --> 00:35:46.814]  Before you go any further, get into the fact that
[00:35:47.301 --> 00:35:51.864]  And I'm not even saying we need socialism, but if we're going to have it, might as well give it to the people if we're paying for it.
[00:35:54.804 --> 00:35:57.205]  Newsweek with the headline, we're all socialists now.
[00:35:57.205 --> 00:36:00.565]  This is the opposite of that, but that's their little left cover scam.
[00:36:00.565 --> 00:36:01.126]  Explain that.
[00:36:01.126 --> 00:36:03.586]  Yeah, Obama can't survive without left cover.
[00:36:03.586 --> 00:36:11.128]  In other words, if Bush tried to do these things, or anybody else operating under this right-wing ideology, there would be essentially a social explosion.
[00:36:11.128 --> 00:36:18.910]  The reason that they think Obama can get away with it is, of course, he's the Messiah, he's got this utopian messianic overtone going.
[00:36:19.540 --> 00:36:21.541]  But of course, he's a progressive.
[00:36:21.541 --> 00:36:23.042]  He's got left cover, right?
[00:36:23.042 --> 00:36:24.422]  He does this stuff for the people.
[00:36:24.422 --> 00:36:26.984]  He's helping out the average working stiff.
[00:36:26.984 --> 00:36:28.484]  And of course, none of that, right?
[00:36:28.484 --> 00:36:30.265]  He's owned by these bankers.
[00:36:30.265 --> 00:36:31.986]  Socialism would be different.
[00:36:31.986 --> 00:36:38.269]  Socialism, rigorously defined, is the ownership of means of production by the government.
[00:36:38.269 --> 00:36:42.811]  Now, the problem with that in the United States is there's almost nothing left in the way of means of production, right?
[00:36:42.811 --> 00:36:46.913]  The automobile industry is collapsing, infrastructure collapsing, highways, railroads.
[00:36:47.333 --> 00:36:47.993]  All collapsing.
[00:36:47.993 --> 00:36:49.754]  Hard to find anything much to own.
[00:36:49.754 --> 00:36:55.857]  The other thing is that under socialism, this is somehow supposed to be done in the interests of the working class.
[00:36:55.857 --> 00:36:59.018]  And you don't see anything of that with Obama.
[00:36:59.018 --> 00:37:00.839]  So, this group of people gathers.
[00:37:00.839 --> 00:37:06.142]  Now, they're looking ahead to the group of 20, which meets in London on April 2nd, this coming week.
[00:37:06.142 --> 00:37:10.403]  But the other thing they're doing is they're looking back towards what Geithner proposed.
[00:37:10.403 --> 00:37:12.564]  Two big things from Geithner this week.
[00:37:12.564 --> 00:37:15.766]  The first from Geithner is the toxic assets.
[00:37:16.718 --> 00:37:20.581]  And the bad bank, or aggregator bank, that he's talked about.
[00:37:20.581 --> 00:37:23.483]  Now, what are toxic assets?
[00:37:23.483 --> 00:37:24.784]  We're in a depression.
[00:37:24.784 --> 00:37:26.145]  What's the cause of the depression?
[00:37:26.145 --> 00:37:27.446]  Well, toxic assets.
[00:37:27.446 --> 00:37:35.852]  Does that mean that some penny ante, chicken feed, peanuts, subprime mortgages brought down the entire world banking system?
[00:37:35.852 --> 00:37:37.093]  The idea is crazy.
[00:37:37.093 --> 00:37:38.814]  This is a derivatives crisis.
[00:37:38.814 --> 00:37:43.198]  There's a 1.5 quadrillion derivatives bubble.
[00:37:43.198 --> 00:37:43.478]  1.5 or 1,500
[00:37:47.666 --> 00:37:51.267]  trillion dollars of derivatives out there in the world.
[00:37:51.267 --> 00:37:57.669]  And what they're trying to do, the whole US government is now being run to prop up that bubble, to keep it inflated, right?
[00:37:57.669 --> 00:37:58.890]  To keep it going.
[00:37:58.890 --> 00:38:09.013]  Now, Geithner says that he is going to put up six dollars of US government money from the Treasury for every dollar from a hedge fund or a bank.
[00:38:09.013 --> 00:38:13.074]  So, if I'm Goldman Sachs, and they're likely to be the first ones on this gravy train,
[00:38:13.940 --> 00:38:18.906]  I can come with a billion dollars, and I'm Goldman Sachs, I can say, Geithner, here's my billion.
[00:38:18.906 --> 00:38:30.119]  Geithner is going to put down six billion, in other words, six to one leverage with the government, treasury, you and me, providing the money, and then buy up some toxic derivatives and keep them.
[00:38:30.900 --> 00:38:34.581]  Suppose these things go to zero, because that's where they're likely to go, right?
[00:38:34.581 --> 00:38:38.663]  Derivatives, not only do they have no value, they have negative value.
[00:38:38.663 --> 00:38:42.865]  They're like the Rasputnik in the old Little Abner cartoon, right?
[00:38:42.865 --> 00:38:44.385]  It's a currency that has negative value.
[00:38:44.385 --> 00:38:46.546]  You've got to bring the garbageman to take it away.
[00:38:46.546 --> 00:38:49.367]  So, toxic assets are of that sort.
[00:38:49.367 --> 00:38:51.568]  So, if it goes to zero, who loses money?
[00:38:52.228 --> 00:38:55.970]  The taxpayer loses six times the amount that Goldman Sachs will lose.
[00:38:55.970 --> 00:39:01.153]  But if there's an upside, suppose these derivatives for some reason go up, who gets the upside?
[00:39:01.153 --> 00:39:02.874]  Goldman Sachs gets the upside.
[00:39:02.874 --> 00:39:05.215]  So this is basically putting the U.S.
[00:39:05.215 --> 00:39:11.939]  government into the hedge fund business with managers who are undoubtedly going to be Goldman Sachs, JP Morgan,
[00:39:13.983 --> 00:39:15.564]  The people that got us into this.
[00:39:15.564 --> 00:39:17.666]  Yeah, the people who created the crisis.
[00:39:17.666 --> 00:39:19.167]  AIG, don't forget them.
[00:39:19.167 --> 00:39:28.094]  The AIG financial products hedge fund of London, England, created by itself, one hedge fund, three trillion dollars of derivatives.
[00:39:28.094 --> 00:39:30.035]  Now, three trillion is a hefty sum.
[00:39:30.035 --> 00:39:32.697]  That's more than the gross national product of France.
[00:39:32.697 --> 00:39:34.499]  So, they're up there with three trillion.
[00:39:34.499 --> 00:39:35.960]  That's where your money went, by the way.
[00:39:35.960 --> 00:39:38.282]  Everybody's screaming about the $165 million, million with an M,
[00:39:40.183 --> 00:39:43.846]  of bonuses for these hedge fund hyenas from AIG.
[00:39:43.846 --> 00:39:49.011]  And of course, you deserve to be indignant about that, but you've got to be more indignant about the fact that the U.S.
[00:39:49.011 --> 00:39:54.916]  government has given $165 billion to AIG to unwind those derivatives.
[00:39:54.916 --> 00:39:59.920]  Now, the really interesting thing is, who got the $165 billion, right?
[00:39:59.920 --> 00:40:02.522]  For quite a while, Bernanke was saying, I won't tell you.
[00:40:02.522 --> 00:40:06.125]  Bernanke's number two guy, this guy Cohen at the Federal Reserve saying, I won't tell you.
[00:40:08.172 --> 00:40:11.909]  My lips are sealed so and he's from Goldman Sachs of course.
[00:40:12.518 --> 00:40:13.419]  So who got the money?
[00:40:13.419 --> 00:40:14.379]  Goldman Sachs!
[00:40:14.379 --> 00:40:21.505]  In other words, Kashkari basically put his hand into the taxpayer till and transferred about $12 billion to Goldman Sachs.
[00:40:21.505 --> 00:40:23.546]  And then, foreign banks.
[00:40:23.546 --> 00:40:28.250]  Barclays Bank of Britain, Societe Generale of France, and Deutsche Bank of Germany.
[00:40:28.250 --> 00:40:36.476]  Now, if those banks were so important, why didn't Gordon Brown of England, Sarkozy of France, and Merkel of Germany, why didn't they bail out their own banks?
[00:40:36.476 --> 00:40:37.217]  Why does the U.S.
[00:40:37.217 --> 00:40:38.818]  taxpayer have to pay for that?
[00:40:38.818 --> 00:40:40.079]  But that's what you get with Obama.
[00:40:40.499 --> 00:40:41.500]  Now that's one side of it.
[00:40:41.500 --> 00:40:50.265]  The other side with Obama is that Geithner at the Treasury says he wants to be able to seize any bank and indeed any company.
[00:40:50.265 --> 00:40:51.405]  Why does he want to do that?
[00:40:51.405 --> 00:40:52.186]  Let's look what they did.
[00:40:52.816 --> 00:40:55.178]  There's this bank called Washington Mutual, WAMU.
[00:40:55.178 --> 00:40:58.922]  It was the largest savings bank in the U.S., a very large deposit base.
[00:40:58.922 --> 00:41:01.565]  As far as I can see, it was, on the whole, solvent.
[00:41:01.565 --> 00:41:04.648]  So they're gobbling up all the healthy regional banks and insurance companies.
[00:41:04.648 --> 00:41:13.838]  What they did with that was, Sheila Bair, and Sheila Bair is a criminal, she's a Class A felon at the Federal Deposit Insurance Corporation, she said, I'm going to take Washington Mutual
[00:41:14.218 --> 00:41:14.498]  I think?
[00:41:33.585 --> 00:41:46.977]  And with the link between JPMorgan Goldman Sachs and Geithner and Obama, you would have a fully developed, full-blown fascist corporate state where the government and the banks would merge and become the same thing.
[00:41:46.977 --> 00:41:49.279]  And it's all done under left cover.
[00:41:49.279 --> 00:41:52.642]  Smoke and mirrors, but Obama has left cover.
[00:41:53.100 --> 00:41:55.701]  And that, I think, suggests the way to stop this stuff.
[00:41:55.701 --> 00:41:58.661]  If you want to stop Obama, strip away the left cover.
[00:41:58.661 --> 00:42:01.082]  It means, among other things, you've got to attack him from the left.
[00:42:01.082 --> 00:42:03.723]  Don't say he's a socialist who's helping the poor.
[00:42:03.723 --> 00:42:16.426]  Say that he's a tool of Wall Street and the big banks, who is basically robbing the Treasury and mobilizing the Federal Reserve to give that $10 or $12 trillion, or whatever it's going to be, maybe $12 trillion and counting by now,
[00:42:16.946 --> 00:42:17.387]  We're good to go.
[00:42:35.706 --> 00:42:36.366]  Yeah, and of course,
[00:43:04.861 --> 00:43:05.801]  Global warming.
[00:43:05.801 --> 00:43:07.522]  It's ironic, right?
[00:43:07.522 --> 00:43:18.125]  There's snow in the streets of Chicago and it's the last weekend in March, but nevertheless, we're told that humanity has to be crucified in order to stop global warming.
[00:43:18.125 --> 00:43:24.307]  This is the biggest fraud to come down the pike since race science or Aryan blood back in the 1930s.
[00:43:24.307 --> 00:43:25.048]  Alright, stay there.
[00:43:25.048 --> 00:43:25.628]  We gotta break.
[00:43:25.628 --> 00:43:26.608]  We're gonna come back.
[00:43:26.608 --> 00:43:27.568]  What is the G20?
[00:43:27.568 --> 00:43:31.290]  Why are they saying this is the birth of world government, of and by the bankers?
[00:43:31.290 --> 00:43:31.990]  We'll be right back.
[00:43:31.990 --> 00:43:32.430]  Stay with us.
[00:43:34.298 --> 00:43:37.040]  This year millions of people will lose electricity.
[00:43:37.040 --> 00:43:41.482]  Ice storms, earthquakes, flooding or hurricanes could leave you without power for days.
[00:43:41.482 --> 00:43:45.804]  Anyone that's ever been in a blackout knows that the first thing you need is a flashlight.
[00:43:45.804 --> 00:43:47.985]  That's why you need the Paclite.
[00:43:47.985 --> 00:43:52.768]  The Paclite is powered by a 9-volt battery and lasts up to 1,200 hours.
[00:43:52.768 --> 00:43:59.671]  It's so small it fits right in your pocket and glows in the dark, making it easy to find when you need it most.
[00:43:59.671 --> 00:44:00.872]  One Florida customer says,
[00:44:01.352 --> 00:44:05.196]  My Paclite has lasted through 4 hurricanes in 2 years.
[00:44:05.196 --> 00:44:09.960]  Over 30 days without electricity and I'm still using the same battery.
[00:44:09.960 --> 00:44:14.604]  The Paclite comes with a 25 year warranty and prices start at just $12.99.
[00:44:14.604 --> 00:44:17.947]  It's time for you to be prepared with a Paclite.
[00:44:17.947 --> 00:44:19.769]  Visit us at 9voltlite.com
[00:44:20.169 --> 00:44:24.317]  That's 9voltlight.com, or call us today toll free at 877-715-4448.
[00:44:24.317 --> 00:44:24.558]  That's 877-715-4448.
[00:44:33.228 --> 00:44:41.498]  This year, many of us will have to make the tough decision on what to cut back on and what's essential as we prepare for an uncertain future.
[00:44:41.498 --> 00:44:46.063]  In these troubled times, one of the most important things your family can have is good health.
[00:44:46.063 --> 00:44:50.728]  Some of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[00:44:50.728 --> 00:44:52.150]  It's a documented fact.
[00:44:52.991 --> 00:44:59.777]  80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection.
[00:44:59.777 --> 00:45:11.868]  Now, you can fight internal parasites, heavy metals, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[00:45:11.868 --> 00:45:15.532]  FPP is now available to you from FreshwaterOrganics.com.
[00:45:16.132 --> 00:45:19.254]  A two-month supply starts at just $17.
[00:45:19.254 --> 00:45:22.997]  FPP is so affordable you can't afford to do without.
[00:45:22.997 --> 00:45:26.299]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-3570.
[00:45:26.299 --> 00:45:26.499]  That's 888-949-3570.
[00:45:33.522 --> 00:45:39.125]  Cliff, have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[00:45:39.125 --> 00:45:47.690]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[00:45:47.690 --> 00:45:51.252]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[00:45:51.252 --> 00:45:54.154]  Do your herbal remedies have unwanted additives and fillers?
[00:45:54.474 --> 00:45:56.977]  Have you ever tested your body's pH level?
[00:45:56.977 --> 00:45:59.941]  Make the change to organic health and beauty products.
[00:45:59.941 --> 00:46:03.365]  Visit 2bnatural.com and order today!
[00:46:03.365 --> 00:46:11.976]  2bnatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[00:46:12.336 --> 00:46:14.438]  Visit 2benatural.com.
[00:46:14.438 --> 00:46:17.581]  That's T-O-B-E-natural.com.
[00:46:17.581 --> 00:46:19.142]  2benatural.com.
[00:46:19.142 --> 00:46:23.706]  Use coupon code RADIO for 15% discount and free alkaline food chart.
[00:46:23.706 --> 00:46:24.306]  Call 1-888-417-1375.
[00:46:24.306 --> 00:46:26.628]  That's 1-888-417-1375 to order or request your free catalog.
[00:46:33.891 --> 00:46:37.154]  Do you have more than $25,000 in credit card debt?
[00:46:37.154 --> 00:46:43.581]  Would you like to be out of debt in just 90 days using a system with proven and guaranteed results for over 15 years?
[00:46:43.581 --> 00:46:48.746]  Would you like to stop any mortgage foreclosure and have a written guarantee that would make most attorneys scream?
[00:46:48.746 --> 00:46:53.531]  Hi, I'm John Glia, the author of Winning the Collection Game and founder of Zero Debt in 90 Days.
[00:46:53.531 --> 00:46:56.794]  My zero debt expert system has helped tens of thousands of people.
[00:46:57.295 --> 00:46:59.856]  She was really skeptical, but she liked your written guarantees.
[00:46:59.856 --> 00:47:01.577]  And I'm glad we went with the program.
[00:47:01.577 --> 00:47:06.219]  Thanks to your system, John, we've got a fresh start and are debt-free, and it only took a few months.
[00:47:06.219 --> 00:47:09.361]  And you don't need an attorney to get the benefits of my proven system.
[00:47:09.361 --> 00:47:11.102]  In fact, you can keep your cash.
[00:47:11.102 --> 00:47:14.363]  No need to negotiate with creditors or pay a percentage of your debt.
[00:47:14.363 --> 00:47:24.168]  Call my experts today at 800-477-9256 and ask for free information on how you can be debt-free in 90 days without making one payment to any creditor.
[00:47:24.548 --> 00:47:26.030]  You are listening to GCN.
[00:47:26.030 --> 00:47:27.131]  Visit GCNlive.com today.
[00:47:45.476 --> 00:47:46.877]  I know we have loads of phone lines.
[00:47:46.877 --> 00:47:49.018]  Your calls are coming up the next hour with Webster Tarbley.
[00:47:49.018 --> 00:47:52.640]  We are live 29th of March 2009 on the Sunday edition.
[00:47:52.640 --> 00:47:58.943]  If you appreciate the information we put out here, remember we post it as a podcast for every show six days a week at InfoWars.com.
[00:47:58.943 --> 00:48:02.805]  Absolutely free there at InfoWars.com and PrisonPundit.com.
