[00:00.000 --> 00:29.960]  From the front lines of the Information War, it's Alex Jones.
[38:31.960 --> 38:39.960]  It was embarrassing for me to talk about the three times Hollywood producers, the actors are just minions.
[38:39.960 --> 38:45.960]  The producers were like, how you doing? Grab you right by the genitals as an act of power.
[38:45.960 --> 38:47.960]  And you're like, I'll knock you upside the head, you do that again.
[38:47.960 --> 38:50.960]  And then by the end of the meeting, they're like shaking scared of you.
[38:50.960 --> 38:53.960]  And I'd be careful, are you threatening me?
[38:53.960 --> 38:59.960]  I mean, literally after one guy grabbed me by the wave-o's one time an hour later at the meeting, he was scared.
[38:59.960 --> 39:03.960]  So I told him, I'm knocked you upside the head, bro.
[39:03.960 --> 39:08.960]  But the point is that most people, they get dominated by that.
[39:08.960 --> 39:12.960]  Or is that I didn't punch the one guy at one time was because it was so shocking the first time it happened.
[39:12.960 --> 39:17.960]  I'm like, it didn't hurt, but it was like firm handshake.
[39:17.960 --> 39:23.960]  Like when Crocodile Dundee, as I've said, is checking to see if a woman's really a woman.
[39:23.960 --> 39:31.960]  Because he's run into, I guess the words cross dressers or drag queens, whatever political correct word I'm supposed to use today.
[39:31.960 --> 39:36.960]  It's just absolutely insane that we've got at this point in civilization.
[39:36.960 --> 39:51.960]  But the media and the social engineers are seizing on it to blur the line, to blur the line between normal sexual friction in mammals.
[39:51.960 --> 39:55.960]  I mean, you go to Europe, you go to Italy, and you're with a good-looking woman.
[39:55.960 --> 40:00.960]  I was in Italy a few years ago with my wife, my second wife. We weren't married yet.
[40:00.960 --> 40:04.960]  And, you know, she's a very attractive woman.
[40:04.960 --> 40:11.960]  And, you know, she was with me and still the guys were whistling and, you know, saying hi to her.
[40:11.960 --> 40:17.960]  And a few times she went to a store without me from the hotel and she said, man, those guys were all over me grabbing my butt, you name it.
[40:17.960 --> 40:24.960]  And, you know, she's kind of a happy-go-lucky nice person. She just swat him away and everything.
[40:24.960 --> 40:28.960]  But the point is, is that that's what mammals do.
[40:28.960 --> 40:34.960]  Male deer are in the rut right now in the United States. White-tailed deer, mule, you name it.
[40:34.960 --> 40:39.960]  And they are chasing females around. And they're fighting in front of females.
[40:39.960 --> 40:46.960]  And the females are watching to see who's the most aggressive and who's the most handsome and, you know, who's pushing the envelope.
[40:46.960 --> 40:50.960]  And that's what goes on. And there's friction.
[40:50.960 --> 40:53.960]  And so guys are going to whistle at you. And guys are going to ask you out.
[40:53.960 --> 41:03.960]  And they're acting in school now that, like, a guy asking a girl out or turning red when he sees her or handing her notes is harassment.
[41:03.960 --> 41:09.960]  Or then, if she turns him down, he might be a jerk and tell people she's a slut.
[41:09.960 --> 41:12.960]  And sure, it hurts people's feelings and it shouldn't happen.
[41:12.960 --> 41:18.960]  And somebody's dad ought to kick their butt. But the point is, you turn them into victims when you make a huge deal.
[41:18.960 --> 41:23.960]  I would say, oh, let's put you on Prozac, honey. Somebody was rude to you.
[41:23.960 --> 41:30.960]  So that type of stuff is normal mammalian friction.
[41:30.960 --> 41:41.960]  But now they have all these microaggressions and the so-called feminist groups that just want to control women and get women in the workforce forcibly and control them and run their lives.
[41:41.960 --> 41:47.960]  Buy social engineers hired by the U.S. government and British government a hundred years ago.
[41:47.960 --> 41:54.960]  It's all declassified and they've done it. The state's taking control of the family. That's the goal.
[41:54.960 --> 41:59.960]  And so microaggression, the new workplace bigotry, there's never a way to be fair.
[41:59.960 --> 42:04.960]  There's never a way to get along. There's never a way to actually make people happy.
[42:04.960 --> 42:13.960]  And then the left uses all of these things and says things like, I had a disability. Even though you didn't know about my disability, I think you made fun of my disability.
[42:13.960 --> 42:21.960]  So I'm going to go to the EEOC. They've had cases like that in the news.
[42:21.960 --> 42:26.960]  The New York Times had an article out two days ago saying, can my children be friends with white people?
[42:26.960 --> 42:34.960]  And it goes on and says, even if you're interracial and all these other things, you need to grovel and worship black people or you are racist and I can't be associated with you.
[42:34.960 --> 42:42.960]  It's a cult of bullying. It's insane. And all it does is hamstring the people that are trying to deploy the political correctness.
[42:42.960 --> 42:51.960]  They wonder why they end up totally alone without jobs and alone is because they've been turned into brainwashed mental patients that go around stirring up trouble
[42:51.960 --> 42:57.960]  and have been desocialized where they can't even operate in society, meanwhile all the real pedophilia and stuff goes on.
[42:57.960 --> 43:03.960]  Choose to take control of your chemistry with Survival Shield X2 and Biotru Selenium.
[43:03.960 --> 43:08.960]  This powerful combo is perfect for supporting your thyroid and health.
[43:08.960 --> 43:15.960]  Biotru Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[43:15.960 --> 43:24.960]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[43:24.960 --> 43:32.960]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[43:32.960 --> 43:39.960]  With inadequate thyroid hormones, you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[43:39.960 --> 43:45.960]  Survival Shield X2 and Biotru Selenium work together to support the systems in your body.
[43:45.960 --> 43:49.960]  Take control of your chemistry today with this super combo.
[43:49.960 --> 44:10.960]  Discover the power of Survival Shield X2 and Biotru Selenium at InfowarsLife.com.
[44:20.960 --> 44:30.960]  The pure organic plant extracts are concentrated containing antibacterial properties that work well to help tone gums and freshen your breath.
[44:30.960 --> 44:37.960]  This antiseptic mouthwash is a concentrated formula. You will need to dilute one part mouthwash to 10 varts water.
[44:37.960 --> 44:42.960]  Imrex Essentials mouthwash is a great addition to your daily brushing routine.
[44:42.960 --> 44:47.960]  It is effective yet gentle enough for the most sensitive gums and canker sores.
[44:47.960 --> 44:50.960]  Go organic today with Imrex Essentials.
[44:50.960 --> 45:19.960]  Visit InfowarsStore.com to learn more at InfowarsStore.com.
[45:20.960 --> 45:35.960]  InfowarsLife is a great tool to help you relax and get the sleep you need.
[45:35.960 --> 45:38.960]  Wake up refreshed and take on the day.
[45:38.960 --> 45:46.960]  InfowarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[45:46.960 --> 45:49.960]  Get the sleep you deserve and experience the power of knockout.
[45:49.960 --> 45:57.960]  Head on over to InfowarsLife.com and say goodbye to fatigue. That's InfowarsLife.com.
[45:57.960 --> 46:02.960]  Dr. Group, you developed Living Defense for us. It took you over a year to do it. Why is this so good?
[46:02.960 --> 46:07.960]  Because people are actually waking up to the problem that pretty much scares me the most.
[46:07.960 --> 46:12.960]  I mean I try to make sure that I don't put toxins from food and water and beverages in my system.
[46:12.960 --> 46:20.960]  But right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[46:20.960 --> 46:27.960]  Right now with all the refugees spreading disease around, we have biological warfare going on everywhere.
[46:27.960 --> 46:28.960]  These are all parasites.
[46:28.960 --> 46:30.960]  Tell us about all the stuff I said. There's so many things that are in it.
[46:30.960 --> 46:35.960]  You have the neem in there. You have the organic clove bud, the organic wormwood.
[46:35.960 --> 46:38.960]  I recommend doing a parasite cleanse at least twice a year.
[46:38.960 --> 46:42.960]  Alright, well I'm glad we've got some back in because I'm going back on it today.
[46:42.960 --> 46:44.960]  I just came back in yesterday Living Defense, InfowarsLife.com.
[46:44.960 --> 46:48.960]  And folks, you can't lose. It's full of stuff that's great for your body, period.
[46:48.960 --> 46:53.960]  And you support the broadcast, InfowarsLife.com. Thank you, Dr. Group, from the Global Healing Center.
[46:53.960 --> 47:09.960]  Thank you so much for all your work, sir, on this great product.
[47:09.960 --> 47:30.960]  For every question they don't want you to ask, he has the answer they don't want you to hear. He is Alex Jones.
[47:30.960 --> 47:41.960]  So Al Franken is in hot, hot water. He has a very credible woman as a talk show host, a model, entertainer, great record with the USO.
[47:41.960 --> 47:47.960]  Coming out and saying that he basically sexually assaulted her, grabbed her, forced her from self-honor, kissed her.
[47:47.960 --> 47:54.960]  He said get away. He basically tried it again more on the turf when they had to do skits together.
[47:54.960 --> 48:00.960]  He has photos of him once she was asleep on the plane back, grabbing her breast.
[48:00.960 --> 48:08.960]  And he had the photo taken. He was in charge of the turf. He had it put on the memories disk.
[48:08.960 --> 48:16.960]  They gave everybody the participant. Here's your disk. Here's your CD with the photos from the month-long trip from Uncle Al.
[48:16.960 --> 48:21.960]  And it's him grabbing her breast. He's so disconnected from reality. It's like Harvey Weinstein.
[48:21.960 --> 48:29.960]  Oh, you come watch me shower. Then you give me oral sex. Don't say no. Everybody does this. I'm used to it. Give me what I want.
[48:29.960 --> 48:40.960]  No, no, please. I don't want to. No, no, please. No, no, no. It's all about the humiliation. It's all about the domination.
[48:40.960 --> 48:47.960]  It's not like a chase or something or where the woman acts a little bit like and then she, you know, embraces you or plays hard to get,
[48:47.960 --> 48:52.960]  which is pretty clear when a woman's doing that. These are women pushing themselves away when they've never dated him,
[48:52.960 --> 48:58.960]  never wanted to be with him and he just backstage in the dark comes over and grabs them.
[48:58.960 --> 49:03.960]  He's in big trouble. Here's a boil down of some of the, I don't want to say allegations.
[49:03.960 --> 49:12.960]  He's the one that took, had a photo taken of him groping her when she was asleep creeping up like a vampire. Let's take a look at this guy.
[49:12.960 --> 49:17.960]  Fox News alert. Bombshell new allegations against Democratic Senator Al Franken.
[49:17.960 --> 49:24.960]  That senator now accused of groping and kissing a woman without her consent. She was asleep 11 years ago.
[49:24.960 --> 49:27.960]  Doug McKellway is live in Washington with the latest Doug.
[49:27.960 --> 49:34.960]  Hi Harris. The accuser is Leanne Tweedendup, news anchor on K ABC Radio's McIntyre in the morning program.
[49:34.960 --> 49:40.960]  She's a former hostess at Hooters, a winner of the Venus International Model Search and has done modeling work for Frederick's of Hollywood.
[49:40.960 --> 49:46.960]  She alleges that in December of 2006 during a USO tour Al Franken, who was not yet then a senator,
[49:46.960 --> 49:52.960]  wrote a comedy skit for her and him that included lots of sexual innuendo and also included a kiss.
[49:52.960 --> 49:55.960]  He allegedly asked her to rehearse the skit and the kiss.
[49:55.960 --> 50:00.960]  She replied this is not Saturday Night Live and refused to include the kiss in the rehearsals.
[50:00.960 --> 50:05.960]  He allegedly persisted relentlessly and she ultimately gave in.
[50:05.960 --> 50:13.960]  He came at me and before I even knew it, he grabbed the he put his hand on the back of my head and pause back that up five seconds.
[50:13.960 --> 50:19.960]  She didn't give in. She said no in the rehearsals. He grabs her behind the stage.
[50:19.960 --> 50:24.960]  That's the full transcript and shoves his tongue down her throat.
[50:24.960 --> 50:34.960]  So back it up to what that guy just said because that that that's a misrepresentation, but I'm expanding on this right now.
[50:34.960 --> 50:42.960]  This is the pig that wants to ban conservatives free speech from social media. Let's go back.
[50:42.960 --> 50:49.960]  Then a senator wrote a comedy skit for her and him that included lots of sexual innuendo and also included a kiss.
[50:49.960 --> 50:52.960]  He allegedly asked her to rehearse the skit and the kiss.
[50:52.960 --> 50:57.960]  She replied this is not Saturday Night Live and refused to include the kiss in the rehearsals.
[50:57.960 --> 51:02.960]  He allegedly persisted relentlessly and she ultimately gave in.
[51:02.960 --> 51:07.960]  She did not. He came at me and before I even knew it, he grabbed the he put his hand on the back of my head
[51:07.960 --> 51:13.960]  and came towards me and mashed his face against my mouth and stuck his tongue in my mouth.
[51:13.960 --> 51:17.960]  And you know, I sort of pushed him back and I said, don't ever do that to me again.
[51:17.960 --> 51:21.960]  And I was so angry and I walked out of there.
[51:21.960 --> 51:28.960]  She says the tour wrapped up on Christmas Eve exhausted. They boarded an Air Force C-17 for the trip home from Afghanistan.
[51:28.960 --> 51:34.960]  She says, quote, I immediately fell asleep even though I was still wearing my flak vest and Kevlar helmet.
[51:34.960 --> 51:41.960]  It wasn't until I was back in the U.S. and looking through the CD of photos that we were given by the photographer that I saw this one.
[51:41.960 --> 51:46.960]  She alleges in this photograph that he growth me without my consent while I was asleep.
[51:46.960 --> 51:50.960]  I felt violated all over again, embarrassed, belittled, humiliated, she says.
[51:50.960 --> 51:54.960]  How dare anyone grab my breast like this and think it's funny.
[51:54.960 --> 52:00.960]  In a statement today, Senator Franken said, I certainly don't remember the rehearsal for this skit in the same way,
[52:00.960 --> 52:03.960]  but I send my sincerest apologies to Leigh Ann.
[52:03.960 --> 52:08.960]  Oh my gosh, turn it off. I don't know who that reporter is. I'm not trying to start a fight with that reporter.
[52:08.960 --> 52:16.960]  But she said, I said, no, no, no, he grabbed me, his horse's face on me.
[52:16.960 --> 52:21.960]  I pushed him off. That is not giving in. Who is that guy?
[52:21.960 --> 52:28.960]  I mean, I'm just so sick of the twisting here. She did not indicate in any way she gave in.
[52:28.960 --> 52:33.960]  So what is this half-assed defense of Al Franken? I'm not putting up with this anymore.
[52:33.960 --> 52:40.960]  And one of the crew members made a great point. She said, notice that Trump didn't endorse Roy Moore.
[52:40.960 --> 52:44.960]  And notice he must have gotten some intel. Others didn't.
[52:44.960 --> 52:48.960]  And then notice he's had his great trip in Asia and has stayed out of all this.
[52:48.960 --> 52:54.960]  And by the way, coming up after Roger Stone joins us, she told me about this not two days ago.
[52:54.960 --> 52:58.960]  It was a day and a half ago, I guess it'd be like Tuesday night or something.
[52:58.960 --> 53:04.960]  That, oh, wait, Al Franken, it's about to happen. Bunch of accusations, bunch of women.
[53:04.960 --> 53:09.960]  And I said, oh, really what? And he goes, well, grabbing a woman forces tongue down their throat, groping her.
[53:09.960 --> 53:13.960]  Boom, walk in today. There it is, drudgereport.com.
[53:13.960 --> 53:18.960]  So we'll be looking at all the angles of that. But he said more accusers.
[53:18.960 --> 53:24.960]  Well, that's now suddenly coming out. It's now being reported more women are set to come out on Al Franken.
[53:24.960 --> 53:28.960]  So will it turn into a Weinstein deal with underage women? Will it just go on and on?
[53:28.960 --> 53:33.960]  And we've got evidence here. We've got evidence that we don't have with Roy Moore.
[53:33.960 --> 53:38.960]  We've got actual photo. But again, I'm not defending more.
[53:38.960 --> 53:44.960]  I think, you know, I was court and 16 year old women when I was 35.
[53:44.960 --> 53:49.960]  It ain't illegal, brother, but I think it's creepy and I don't like it.
[53:49.960 --> 53:54.960]  And I understand this 35 years ago in Alabama. I understand.
[53:54.960 --> 53:58.960]  Most people got married. They were 16 on the wagon trails. I get it.
[53:58.960 --> 54:07.960]  Once little messy, you know, was a woman and she took a liking to Bob's son while they got married right there by the river.
[54:07.960 --> 54:12.960]  When they're 16, I get that part. The point is, is that this is the 21st century.
[54:12.960 --> 54:17.960]  And I guess I am a little bit of a conservative when it comes to that.
[54:17.960 --> 54:24.960]  There's a kind of this other end of conservatism that's so conservative, you know, that you marry your daughter off when she's 16, because you know it's a good Christian man.
[54:24.960 --> 54:29.960]  And you know what? If the guy's 20 years old and is a hardworking guy and good, that's great.
[54:29.960 --> 54:35.960]  It just gets weird when they're 35. But I digress and I'm sorry. I just keep digressing.
[54:35.960 --> 54:39.960]  I want to be able to think Roy Moore is a good guy.
[54:39.960 --> 54:45.960]  If they're not gonna get rid of Al Franken, not gonna get rid of Weinstein, not gonna get rid of all these other folks, or Bill Clinton,
[54:45.960 --> 54:49.960]  then I think, you know, say, I guess make Roy Moore president. He's not as bad as Bill Clinton.
[54:49.960 --> 54:54.960]  I don't think he's a bad man politically. I think he's got a good stance is what he did, you know, in government.
[54:54.960 --> 54:58.960]  And as a judge, I'm just, I'm just there. I don't support the Democrats acting like this.
[54:58.960 --> 55:04.960]  I don't support the Republicans acting like this. And it just shows a crazy culture and a crazy society.
[55:04.960 --> 55:09.960]  And maybe I'm just prejudiced because when I was 16, I was looking at 30-year-old women and just grueling.
[55:09.960 --> 55:13.960]  I mean, I just always, you know, when I was 12, I wanted the 16-year-old.
[55:13.960 --> 55:19.960]  When I was 16, I wanted the 25-year-old. And I just, it just, the bigger, better, full,
[55:19.960 --> 55:23.960]  engineed, you know, high horsepower women, you know what I mean?
[55:23.960 --> 55:30.960]  That's what I want is the real McCoy. And so I just don't get men that want a girl that's like a kid.
[55:30.960 --> 55:37.960]  I just, I just don't get it. I just could not imagine being 44 years old and dating an 18-year-old woman
[55:37.960 --> 55:40.960]  or a 17-year-old woman. It sounds like a nightmare, quite frankly.
[55:40.960 --> 55:43.960]  Okay, let's stop right there, ladies and gentlemen.
[55:43.960 --> 55:46.960]  But like, I'm very, very happy with my wife.
[55:46.960 --> 55:49.960]  Like smart business women and stuff that are super savvy.
[55:49.960 --> 55:54.960]  Like there's something about the looks and the intellect and the experience. That's sexy, man.
[55:54.960 --> 56:00.960]  And dating some 17-year-old girl, that sounds like a nightmare. A nightmare.
[56:00.960 --> 56:07.960]  But see, I'm mature. I want a challenge. I don't, I don't need arrested development where I feel like I'm over somebody.
[56:07.960 --> 56:10.960]  See, that's the difference, ladies and gentlemen. And that's this corruption of the youth.
[56:10.960 --> 56:13.960]  And I'm tired of it. And I'm sick of it. I'm going to stop right there.
[56:13.960 --> 56:18.960]  There's no way for me to plug this new product properly. So I'm not even going to do it this hour.
[56:18.960 --> 56:22.960]  I'm so excited about it. It's going to be a game changer for everybody,
[56:22.960 --> 56:25.960]  and it's also going to help fund the next level of the N4.
[56:25.960 --> 56:28.960]  You think we've devastated the globalist so far. Just wait.
[56:28.960 --> 56:33.960]  Now, we had 10 different things up for sale the last week and free shipping.
[56:33.960 --> 56:40.960]  All of those, SuperMell Vitality, you name it, they got down to such low levels that they're essentially sold out, so they're back to regular price.
[56:40.960 --> 56:44.960]  The free shipping will end Sunday because we have to.
[56:44.960 --> 56:51.960]  The free shipping will end Sunday. We ended the 50% off on the apparel because we sold out of almost all the shirts.
[56:51.960 --> 56:53.960]  We're taking action. It was a great deal.
[56:53.960 --> 56:56.960]  There are a lot of M4 Wars and Molan Labe shirts out there.
[56:56.960 --> 57:00.960]  We have the limited edition, anti-fascist, anti-communist shirt.
[57:00.960 --> 57:03.960]  The trigger is anti-fo. That's only for sale for another two weeks.
[57:03.960 --> 57:07.960]  We have this new shirt of the month. That's available at infowarstore.com.
[57:07.960 --> 57:15.960]  But we now have two new probiotics that are super ultra high quality and totally healthily produced,
[57:15.960 --> 57:23.960]  but are lower cost. We have a lot of work to lower the cost and we have a new digestive enzyme that helps you to digest all your food better,
[57:23.960 --> 57:30.960]  for better digestion, better health and better, you name it, better macro and micro nutrition absorption.
[57:30.960 --> 57:38.960]  The new product is Carnivore. Massive, massive research. Free shipping is extended until Sunday and it's 33% off out of the gates.
[57:38.960 --> 57:46.960]  The two new probiotics at infowarstore, Floralife, Carnivore and Floralife Everyday Maintenance, infowarstore.
[57:46.960 --> 57:51.960]  Men, give your body the support it needs with infowar's life prostaguard.
[57:51.960 --> 57:56.960]  It's time to start assisting the body in regulating proper prostate balance.
[57:56.960 --> 58:01.960]  Infowar's life has set out to bring you formulations that are not only the highest quality out there,
[58:01.960 --> 58:07.960]  but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[58:07.960 --> 58:15.960]  The prostaguard formula does just that with its mixture of plant based nutrients and antioxidants that help give your body total support.
[58:15.960 --> 58:24.960]  It's a hand selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium and copper.
[58:24.960 --> 58:29.960]  Prostaguard is something that the men on the infowar's crew take every day and from our research,
[58:29.960 --> 58:35.960]  it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[58:35.960 --> 58:39.960]  Now is the time to start naturally supporting your body.
[58:39.960 --> 58:43.960]  Get prostaguard on your side today exclusively at infowarslife.com.
[58:43.960 --> 59:06.960]  That's infowarslife.com.
[59:13.960 --> 59:15.960]  We do not use nanoparticles.
[59:15.960 --> 59:18.960]  The larger the particle, the safer it is for your body.
[59:18.960 --> 59:23.960]  The organic oils help hydrate the skin, leaving it nice and smooth.
[59:23.960 --> 59:27.960]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[59:27.960 --> 59:33.960]  Emeryx Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[59:33.960 --> 59:38.960]  Naturally protect your skin with SPF 30 sunscreen lotion by Emeryx Essentials.
[59:38.960 --> 59:42.960]  Stop exposing yourself and your family to toxic ingredients.
[59:42.960 --> 59:50.960]  Visit infowarsstore.com and learn more about the new SPF 30 sunscreen lotion.
[59:50.960 --> 01:00:01.960]  You're listening to the Alex Jones Show.
[01:00:01.960 --> 01:00:08.960]  The black plague is in Madagascar and the antibiotics aren't treating it.
[01:00:08.960 --> 01:00:14.960]  You've got tens of thousands of admitted animal-human chimera creations that are on the ground.
[01:00:14.960 --> 01:00:16.960]  The media doesn't even really care.
[01:00:16.960 --> 01:00:20.960]  You've got salmon in the ocean that aren't extincting their regular salmon.
[01:00:20.960 --> 01:00:22.960]  They're part-insect.
[01:00:22.960 --> 01:00:26.960]  There's thousands of insane things going on.
[01:00:26.960 --> 01:00:31.960]  Suddenly all these new super cancers are here.
[01:00:31.960 --> 01:00:34.960]  The globalists have gone completely insane.
[01:00:34.960 --> 01:00:40.960]  They'll believe they're going to merge with computers and become AI gods.
[01:00:40.960 --> 01:00:44.960]  And we're busy talking about pedophiles everywhere.
[01:00:44.960 --> 01:00:50.960]  Raping women, groping men, raping men, raping women, assaulting women, dominating people.
[01:00:50.960 --> 01:00:52.960]  And it's all about power.
[01:00:52.960 --> 01:00:55.960]  It's all about pushing it.
[01:00:55.960 --> 01:00:57.960]  It's all about messing with people.
[01:00:57.960 --> 01:00:59.960]  But we've got to talk about it.
[01:00:59.960 --> 01:01:02.960]  Because sex is how we continue the species.
[01:01:02.960 --> 01:01:04.960]  It's how we love each other.
[01:01:04.960 --> 01:01:06.960]  It's how we have organizations.
[01:01:06.960 --> 01:01:08.960]  It's how we interface.
[01:01:08.960 --> 01:01:20.960]  Just like everything from fruit flies up to African elephants to blue whales to cotton-tail bunnies.
[01:01:20.960 --> 01:01:24.960]  And why is there this obsession and this manipulation of sex?
[01:01:24.960 --> 01:01:26.960]  Because sex is power.
[01:01:26.960 --> 01:01:31.960]  It's deciding your whole genetic line before you and this person's genetic line.
[01:01:31.960 --> 01:01:37.960]  Do we want to engage in an activity that's meant to create new people?
[01:01:37.960 --> 01:01:39.960]  Oh no, that's bad. That's dirty.
[01:01:39.960 --> 01:01:42.960]  But splicing humans with animals in laboratories that don't have any rights.
[01:01:42.960 --> 01:01:44.960]  Let's have no discussion about that.
[01:01:44.960 --> 01:01:51.960]  Let's have all the fake left virtue signal all day about how men and women together are horrible
[01:01:51.960 --> 01:01:54.960]  and it's all rape and we've got to regulate it and control it.
[01:01:54.960 --> 01:01:56.960]  Then the right wing's on the other end saying,
[01:01:56.960 --> 01:02:01.960]  if you ever had sex on a wedlock, you're going to hell and it's dirty and you're going to be...
[01:02:01.960 --> 01:02:05.960]  Which then just drives everybody into the hands of the system.
[01:02:05.960 --> 01:02:09.960]  It says, have all the sex you ever wanted to have. It's perfect. It's wonderful. It's good.
[01:02:09.960 --> 01:02:12.960]  Not that that dehumanizes you as well.
[01:02:12.960 --> 01:02:14.960]  The other thing dehumanizes you.
[01:02:14.960 --> 01:02:16.960]  I mean, let me tell you something.
[01:02:19.960 --> 01:02:21.960]  Porn. Take porn.
[01:02:22.960 --> 01:02:24.960]  I can't even watch it anymore.
[01:02:24.960 --> 01:02:28.960]  And I'm not going to sit up here with our audience and be fake and say I've never seen porn.
[01:02:28.960 --> 01:02:30.960]  I literally...
[01:02:30.960 --> 01:02:32.960]  You know what I like?
[01:02:33.960 --> 01:02:38.960]  I like typing in pin-up girls from the 50s and I'll just sit there for like an hour
[01:02:38.960 --> 01:02:41.960]  on my computer looking at women as pin-up girls.
[01:02:41.960 --> 01:02:46.960]  Or like a waitress in a cute skirt and cute outfit.
[01:02:46.960 --> 01:02:48.960]  Like a woman cute and happy. That's what I like.
[01:02:48.960 --> 01:02:54.960]  It's like...porn's like watching sausage being made or something.
[01:02:54.960 --> 01:02:59.960]  Or like people go to the bathroom or it's like something two people do they love each other.
[01:02:59.960 --> 01:03:01.960]  It just turns into this...
[01:03:01.960 --> 01:03:03.960]  And it's admitted it turns into this dehumanization.
[01:03:03.960 --> 01:03:06.960]  The men watching porn aren't getting girlfriends or wives on average.
[01:03:06.960 --> 01:03:08.960]  They're not having children.
[01:03:08.960 --> 01:03:11.960]  And when they finally get a woman, they don't want that.
[01:03:11.960 --> 01:03:19.960]  Because it isn't like what they saw shot in a wide-angle lens.
[01:03:19.960 --> 01:03:22.960]  Or they think, oh, I have a two-some or a three-some or a four-some.
[01:03:22.960 --> 01:03:27.960]  That'll be the best thing ever because you saw that in porn.
[01:03:27.960 --> 01:03:30.960]  No, what that is is a train wreck.
[01:03:30.960 --> 01:03:34.960]  Because the people are all here, there, it's not real.
[01:03:34.960 --> 01:03:36.960]  It's not a connection.
[01:03:36.960 --> 01:03:42.960]  The real fulfillment is a man and woman that love each other connected having sex.
[01:03:42.960 --> 01:03:46.960]  Because that's what's designed by God to then create procreation.
[01:03:46.960 --> 01:03:52.960]  And then the act of love and coming together spiritually as you literally form a new creature.
[01:03:52.960 --> 01:03:54.960]  Puts the finishing touches on it.
[01:03:54.960 --> 01:04:01.960]  And shows these two people love each other so that they're gonna love this baby they have.
[01:04:01.960 --> 01:04:11.960]  Instead of the product of rape or whatever the case is and then the worst daddy or mommy doesn't like the child.
[01:04:11.960 --> 01:04:14.960]  And that's how you just begin these cultures of evil.
[01:04:14.960 --> 01:04:20.960]  And the cultures where women are suppressed and where women are controlled or women are kept like animals
[01:04:20.960 --> 01:04:28.960]  are the low IQ, inbred, failed, desperate, desperado, collapsed systems.
[01:04:28.960 --> 01:04:37.960]  And everything the left pushes is a merger with Orthodox Islam that literally cuts women's vaginas off.
[01:04:37.960 --> 01:04:42.960]  And sells them off at 9 in unarranged marriages.
[01:04:42.960 --> 01:04:45.960]  You're worried about Roy Moore with arranged marriages at 17?
[01:04:45.960 --> 01:04:50.960]  Roy Moore's the only problem is he didn't say cut girls' vaginas off.
[01:04:50.960 --> 01:04:54.960]  If he'd have done that, he'd be leading the march with Lyndon Sorcerer and the Democratic Party.
[01:04:54.960 --> 01:04:59.960]  America is an information-based civil war.
[01:04:59.960 --> 01:05:07.960]  That's why now more than ever we've got to hit the streets of America and let these globalists scum know we're not backing down from their bullying.
[01:05:07.960 --> 01:05:13.960]  We're only intensifying our operations in the face of their wannabe dictatorship.
[01:05:13.960 --> 01:05:21.960]  Being a conservative, a nationalist, a libertarian or simply a free speech advocate is truly the counterculture.
[01:05:21.960 --> 01:05:29.960]  The real punk rock is being a patriot who's pro-America, pro-capitalism and pro-freedom who at the same time is tolerant.
[01:05:29.960 --> 01:05:35.960]  Modern liberalism is a counterfeit of Thomas Jefferson's classical liberalism.
[01:05:35.960 --> 01:05:41.960]  They are the anti-liberalists who defend free speech, meet like-minded friends and promote freedom worldwide.
[01:05:41.960 --> 01:05:50.960]  We've got more than 60 original designs of high quality t-shirts for men and women as well as more Patriot Feral at infowarstore.com.
[01:05:50.960 --> 01:05:55.960]  Be part of the Second American Revolution at infowarstore.com.
[01:06:21.960 --> 01:06:27.960]  Well, how the mighty have fallen.
[01:06:27.960 --> 01:06:33.960]  The photos up on infowars.com and newswars.com.
[01:06:33.960 --> 01:06:35.960]  Well, it's dredgereport.com.
[01:06:35.960 --> 01:06:40.960]  Groper Al Franken, lecture conservatives on respecting women.
[01:06:40.960 --> 01:06:47.960]  I could not imagine me on an airplane with women that were asleep and then going over and grabbing their breast.
[01:06:47.960 --> 01:06:56.960]  Much less taking photos of it and then giving the woman a photo of it later as he did.
[01:06:56.960 --> 01:07:00.960]  But that's all part of the rubbing it in 10 years ago when he thought he was invincible.
[01:07:00.960 --> 01:07:08.960]  Then they want to assault the Christian Midwest and folks who aren't doing things like this because they see us standing in the way of what they want to do.
[01:07:08.960 --> 01:07:13.960]  But to control the debate, they attack us on our strengths, the fact that we try to honor women.
[01:07:13.960 --> 01:07:17.960]  So we got Judge Roy Moore, we're having to back off most of the story now.
[01:07:17.960 --> 01:07:22.960]  Most of the women are Democratic operatives or they're racing their Facebooks or it's not true.
