[00:00.000 --> 00:24.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[58:32.000 --> 58:38.000]  Congratulate Project Veritas on their big win on the New York Times. Now the suit will continue.
[58:38.000 --> 58:46.000]  Constitutional law professor Jonathan Turley saying he expects to quote teach the case next year in his own torts class when he deals in defamation.
[58:46.000 --> 58:56.000]  If you're wondering why is this such a big deal because to get past motion to dismiss in a defamation lawsuit against the New York Times is such a big win.
[58:56.000 --> 58:59.000]  Listen to this Canadian lawyer on YouTube tell you why.
[58:59.000 --> 59:06.000]  The absolute state of defamation law in the United States is that it is a victory simply to be allowed to continue suing for defamation.
[59:06.000 --> 59:09.000]  So much to tell you we're going to take you through this judge's order.
[59:09.000 --> 59:20.000]  We're going to give you the full details right now.
[59:20.000 --> 59:28.000]  This is the eighth time in more than half a century that the New York Times has lost a motion to dismiss without appeal.
[59:28.000 --> 59:38.000]  And we've learned this is the first case ever where the New York Times lost under New York's new anti-slap laws enacted last year.
[59:38.000 --> 59:42.000]  And because we've won on this motion we get to do discovery.
[59:42.000 --> 59:53.000]  The decision by the State Supreme Court which is a trial court allows Veritas to take the depositions of relevant New York Times employees which Veritas founder and President James O'Keefe said he would record and expose.
[59:53.000 --> 59:56.000]  I mean America this is what you've been waiting for.
[59:56.000 --> 59:59.000]  Now we get to open up the New York Times's newsroom.
[59:59.000 --> 1:00:01.000]  They're the ones in the hot seat.
[1:00:01.000 --> 1:00:07.000]  Now we can shine a light into their practices and what they're doing under oath and videotaped.
[1:00:07.000 --> 1:00:14.000]  How did we do it? We had the help of one of the nation's best defamation lawyers, Libby Locke, who helped us sue the New York Times last fall.
[1:00:14.000 --> 1:00:21.000]  If you recall our investigation on the Minnesota ballot harvesting videos which were self-evident, clear as day, it was all caught on tape.
[1:00:21.000 --> 1:00:29.000]  Last year Project Veritas, the journalism group, published a series of videos documenting what looked like voter fraud in Ilhan Omar's congressional district.
[1:00:29.000 --> 1:00:36.000]  In one of those videos the brother-in-law of a Minneapolis politician has seen bragging about collecting hundreds of absentee ballots in his car.
[1:00:36.000 --> 1:00:38.000]  The numbers don't lie. The numbers don't lie.
[1:00:44.000 --> 1:00:50.000]  Other footage showed Minneapolis officials acknowledging that political operatives were paying elderly people for their mailing ballots.
[1:00:50.000 --> 1:00:53.000]  Look, there's three ballots. There's 3,000 and 1,000.
[1:00:53.000 --> 1:00:54.000]  Okay.
[1:00:54.000 --> 1:00:56.000]  And it's all finished and they took every ballot.
[1:00:56.000 --> 1:00:58.000]  So we have here Ali Ghani.
[1:00:58.000 --> 1:01:03.000]  The money was brought by Ali Ghani. Ali Ghani is the campaign chair of Ilhan. He's a staffer in her office.
[1:01:03.000 --> 1:01:06.000]  It's got to be illegal, right? But it was happening.
[1:01:10.000 --> 1:01:15.000]  So almost immediately the New York Times dispatched one of its reporters to shut it down.
[1:01:15.000 --> 1:01:22.000]  The Times reported that the footage from Project Veritas was part of a, quote, coordinated disinformation campaign.
[1:01:22.000 --> 1:01:27.000]  As a matter of fact, the Times declared, Project Veritas' videos were, quote, deceptive.
[1:01:27.000 --> 1:01:34.000]  Now you just saw evidence of a man with ballots all over his lap. It's illegal in Minnesota to obtain more than three ballots.
[1:01:34.000 --> 1:01:37.000]  Do you have your possession more than three ballots?
[1:01:37.000 --> 1:01:47.000]  And the New York Times bizarrely looked at the same video which you just saw clips from and said that we were making claims without evidence.
[1:01:47.000 --> 1:01:53.000]  You can see their faces. You can see the faces of the man who exchanges $200 cash and they lied.
[1:01:53.000 --> 1:01:57.000]  And they said that we were lied solely on unnamed sources.
[1:01:57.000 --> 1:02:04.000]  Now what was interesting is that reporter Maggie Astor who wrote the article in the affidavit when she was then under oath.
[1:02:04.000 --> 1:02:10.000]  In this lawsuit she changed her tune. Remember? She changed it from solely to many.
[1:02:10.000 --> 1:02:13.000]  So they've already admitted that they're lying.
[1:02:13.000 --> 1:02:22.000]  And this is the importance of the discovery process because only when they're under oath, only when they're under oath, do they tell the truth.
[1:02:22.000 --> 1:02:26.000]  It was a glaring admission that we did, in fact, used named sources.
[1:02:26.000 --> 1:02:31.000]  In fact, all we did was show you people talking and show you evidence.
[1:02:31.000 --> 1:02:38.000]  But still, the New York Times called our video deceptive and refused to retract after we asked, so we sued.
[1:02:38.000 --> 1:02:43.000]  The Times asked the court to dismiss our case and make us pay their attorneys fees.
[1:02:43.000 --> 1:02:49.000]  Well, just last week, on March 18th, Justice Charles Wood, New York Supreme Court, issued a historic order.
[1:02:49.000 --> 1:02:55.000]  All right, ladies and gentlemen, we celebrate a huge victory for Project Bear Dots on the other side with James O'Keefe.
[1:03:20.000 --> 1:03:23.000]  We've worked with them for years, but they can never supply enough to our audience.
[1:03:23.000 --> 1:03:25.000]  They have massively expanded their factories.
[1:03:25.000 --> 1:03:29.000]  It's made right here in America, and they're ready to ship it to you right now.
[1:03:29.000 --> 1:03:31.000]  Citizenstronghold.com.
[1:03:31.000 --> 1:03:35.000]  When you go there, put in promo code ALIX and get 10% off on your purchases.
[1:03:35.000 --> 1:03:38.000]  They have it for children, they have it for women, they have it for men.
[1:03:38.000 --> 1:03:42.000]  They have backpacks that didn't unfold and are full top body armor.
[1:03:42.000 --> 1:03:45.000]  They've got it all right now ready to ship to you, 10% off.
[1:03:45.000 --> 1:03:49.000]  And the globalists are coming to try to stop the sale of it soon.
[1:03:49.000 --> 1:03:52.000]  That's why you need to get it now at Citizenstronghold.com.
[1:03:52.000 --> 1:03:54.000]  Promo code ALIX and get 10% off.
[1:03:58.000 --> 1:04:05.000]  We now take you live to the Central Texas Command Center and the heart of the Resistance.
[1:04:05.000 --> 1:04:08.000]  And now, your host, Owen Troyer.
[1:04:08.000 --> 1:04:13.000]  Ladies and gentlemen, we're into the second hour of the Alex Jones show.
[1:04:13.000 --> 1:04:16.000]  Owen Troyer sitting in for Alex Jones.
[1:04:16.000 --> 1:04:21.000]  James O'Keefe from Project Veritas joins us now.
[1:04:21.000 --> 1:04:27.000]  We just rolled a small snippet of the big breaking report of their victory over the New York Times.
[1:04:27.000 --> 1:04:32.000]  James, before we get into the ins and outs of the expose that you've done,
[1:04:32.000 --> 1:04:36.000]  not just on the ballot harvesting on the piece featured in this legal case,
[1:04:36.000 --> 1:04:38.000]  but more importantly, the victory here.
[1:04:38.000 --> 1:04:39.000]  What does it mean?
[1:04:39.000 --> 1:04:42.000]  What should America take away from this legal victory for you?
[1:04:42.000 --> 1:04:44.000]  What does it mean to Project Veritas?
[1:04:44.000 --> 1:04:46.000]  Where do you go from here on this case?
[1:04:57.000 --> 1:04:59.000]  All right, James, are you hearing me?
[1:04:59.000 --> 1:05:01.000]  Because I'm not hearing you.
[1:05:01.000 --> 1:05:02.000]  I'm sorry, guys.
[1:05:02.000 --> 1:05:03.000]  Can you hear me now?
[1:05:03.000 --> 1:05:06.000]  Censored by the New York Times, I'll just say it.
[1:05:06.000 --> 1:05:08.000]  Well, here I am.
[1:05:08.000 --> 1:05:09.000]  Thanks, Owen, for having me on.
[1:05:09.000 --> 1:05:10.000]  I appreciate it.
[1:05:10.000 --> 1:05:16.000]  This is only the eighth time we were aware of that someone has gotten past this motion to dismiss Faze
[1:05:16.000 --> 1:05:19.000]  in a defamation lawsuit against the New York Times.
[1:05:19.000 --> 1:05:20.000]  Why is that such a big deal?
[1:05:20.000 --> 1:05:24.000]  That's because now we get to do discovery into the New York Times.
[1:05:24.000 --> 1:05:30.000]  We get to open up their reporter's notebooks and see if they knowingly lied about me.
[1:05:30.000 --> 1:05:35.000]  The judge in this case already said that they're the ones who are part of a disinformation campaign,
[1:05:35.000 --> 1:05:40.000]  that they were acting, quote, deceptively in this historic order.
[1:05:40.000 --> 1:05:41.000]  So we've made this video.
[1:05:41.000 --> 1:05:44.000]  We even hired a voice actor to read quotes from the judge.
[1:05:44.000 --> 1:05:47.000]  It's pretty amazing stuff in this order.
[1:05:47.000 --> 1:05:52.000]  They're basically saying everything that they accused us of that they did,
[1:05:52.000 --> 1:05:55.000]  that they're blurring opinion, in fact, in this article.
[1:05:55.000 --> 1:06:00.000]  And, Owen, the reason why this is such a big deal is because the New York Times article that came out during the election
[1:06:00.000 --> 1:06:06.000]  calling our videos disinformation, well, Facebook relied upon that to ban the videos.
[1:06:06.000 --> 1:06:11.000]  So there's just a lot to say, a lot to break down, and I have a lot to say about it.
[1:06:11.000 --> 1:06:14.000]  So however you want to proceed, Owen.
[1:06:14.000 --> 1:06:17.000]  Well, think about the implications there, because this is what they do.
[1:06:17.000 --> 1:06:18.000]  It's all about timing.
[1:06:18.000 --> 1:06:25.000]  They know that your videos strike when the moment is hot, when the moment is ripe.
[1:06:25.000 --> 1:06:29.000]  And so they want to make sure that your videos don't have the impact in that moment.
[1:06:29.000 --> 1:06:35.000]  So for example, like this election, wow, if people saw this, if people saw the ballot harvesting that you guys captured,
[1:06:35.000 --> 1:06:40.000]  if people saw the pay for ballots that you guys captured, that's major landslide movement type of stuff.
[1:06:40.000 --> 1:06:47.000]  So they lie about you, censor it during the election, but maybe now if you can have a massive legal victory against them,
[1:06:47.000 --> 1:06:50.000]  maybe they won't be so inclined to do that in the future.
[1:06:50.000 --> 1:06:53.000]  Yeah, I think the only thing they respond to is power.
[1:06:53.000 --> 1:07:00.000]  And the deterrent here is the fact that now we have to conduct videotaped depositions.
[1:07:00.000 --> 1:07:03.000]  So this is very complicated, but defamation law.
[1:07:03.000 --> 1:07:05.000]  So I have to prove actual malice.
[1:07:05.000 --> 1:07:08.000]  That means I have to prove that they knowingly lied about me.
[1:07:08.000 --> 1:07:15.000]  And the reason why that's so hard is because you can't prove that until you get to the discovery phase of litigation.
[1:07:15.000 --> 1:07:18.000]  And you usually can't do that without having proved it.
[1:07:18.000 --> 1:07:19.000]  So it's sort of a paradox.
[1:07:19.000 --> 1:07:21.000]  And most people don't win like this.
[1:07:21.000 --> 1:07:23.000]  But this was so egregious.
[1:07:23.000 --> 1:07:31.000]  The judge writes in this order, there's just no, it's very impossible that the reporter was able to ask for comment,
[1:07:31.000 --> 1:07:33.000]  do all the things she needed to do.
[1:07:33.000 --> 1:07:39.000]  And the other thing the judge says in this order is he says that, you know, it's like David versus Goliath.
[1:07:39.000 --> 1:07:46.000]  Well, Goliath is trying to claim protections from us from a competitor armed with a, you know, a video camera.
[1:07:46.000 --> 1:07:48.000]  And a lot of amazing quotes in here.
[1:07:48.000 --> 1:07:53.000]  The judge also says the New York Times cites all these other people calling us misinformation.
[1:07:53.000 --> 1:08:01.000]  And the judge says, quote, while this is a lengthy media list, polling does not decide the truth nor speak to evidence.
[1:08:01.000 --> 1:08:04.000]  It's a quote from New York Supreme Court talking about that.
[1:08:04.000 --> 1:08:13.000]  So I think this is historic and I think, you know, it's time that we open up the reporter's notebooks when they lie,
[1:08:13.000 --> 1:08:17.000]  they forfeit the right to protect their sources and methods.
[1:08:17.000 --> 1:08:19.000]  Certainly I've been sued over a dozen times.
[1:08:19.000 --> 1:08:22.000]  Nobody cared when I was sued and went through discovery.
[1:08:22.000 --> 1:08:29.000]  So it's very important that we open it up because when they said that these videos are fake, they're not real, it's misinformation, it's deceptive.
[1:08:29.000 --> 1:08:31.000]  And it's time to hold them accountable.
[1:08:31.000 --> 1:08:37.000]  It's time to go to a jury trial, which we will be doing in New York court and we will win.
[1:08:37.000 --> 1:08:43.000]  Well, this is incredible considering this is all from a judge in New York where I would imagine, you know,
[1:08:43.000 --> 1:08:47.000]  it's tougher to win things like this specifically against the New York Times.
[1:08:47.000 --> 1:08:55.000]  But I would imagine the paper shredders are probably working overtime right now at the New York Times since this ruling, James.
[1:08:55.000 --> 1:09:01.000]  Well, it's and it is illegal or it's they should be held in contempt of court if they do that.
[1:09:01.000 --> 1:09:03.000]  But and I just want to repeat something.
[1:09:03.000 --> 1:09:11.000]  People people wonder how why are you celebrating this this victory when you haven't won it trial yet because to win in the United States.
[1:09:11.000 --> 1:09:19.000]  Just to just to have the judge say that you can conduct videotaped under oath depositions of New York Times employees.
[1:09:19.000 --> 1:09:28.000]  That means I get to sit down at a conference table all day long and ask them questions that they are required to answer under oath.
[1:09:28.000 --> 1:09:34.000]  I get to ask them what was going to their head when they said that I was part of a quote unquote disinformation campaign.
[1:09:34.000 --> 1:09:41.000]  And these reporters Maggie Astor and shoe are their names were driven by resentment.
[1:09:41.000 --> 1:09:50.000]  They were driven by malice towards me and this was on September 27. That's the day the New York Times did the the Trump tax return story.
[1:09:50.000 --> 1:09:57.000]  And our video unbeknownst to me at the time because I didn't know that the New York Times was coming out with the Trump tax return story.
[1:09:57.000 --> 1:10:04.000]  But the New York Times was resentful that our Minnesota ballot harvesting videos pushed them off the trending column on Twitter.
[1:10:04.000 --> 1:10:12.000]  So it was driven by a by a by a much hyped story about President Trump's tax returns being upstaged by our report.
[1:10:12.000 --> 1:10:19.000]  So the judges talking about this in the order and the New York Times own ethical policies that policies they publish on their website.
[1:10:19.000 --> 1:10:28.000]  Prohibit reporters from injecting their opinions and news articles will own the judge in this case says that that's exactly what they did.
[1:10:28.000 --> 1:10:39.000]  They they blurred fact and opinion and in their defense they defended themselves in a trying to dismiss the lawsuit by saying that it's an quote
[1:10:39.000 --> 1:10:49.000]  unverifiable expression of opinion. So their defense is essentially we can't be held responsible for anything report because it's all just opinion.
[1:10:49.000 --> 1:10:53.000]  Well that's ironic. And I think they really dug themselves a hole.
[1:10:53.000 --> 1:11:03.000]  They're in between a rock and a hard place saying that all the stuff they write is just opinion in a front page or an a section news article.
[1:11:03.000 --> 1:11:10.000]  So I am very excited to depose them depositions. If you don't know what a deposition is again it's videotaped.
[1:11:10.000 --> 1:11:17.000]  It's on camera. You're under oath. And by law you have to reply to my questions.
[1:11:17.000 --> 1:11:23.000]  So we're very excited to hold them accountable. And it's the only thing they fear Owen is to be held accountable.
[1:11:23.000 --> 1:11:28.000]  They're going to cry First Amendment. But again you can't lie about people like this with malice in your heart.
[1:11:28.000 --> 1:11:35.000]  It is actually unlawful. You will be a tortious issue in the law. You can't do it. And it's time.
[1:11:35.000 --> 1:11:38.000]  Frankly it's time more people start seeing the New York Times for defamation.
[1:11:38.000 --> 1:11:42.000]  That's what we hope happens as a result of this. And I think that's exactly what will happen.
[1:11:42.000 --> 1:11:47.000]  Well we won't let the New York Times have any idea what that deposition may look like.
[1:11:47.000 --> 1:11:53.000]  But you know I think that this is you know I hope millions of eyes and ears and Americans end up seeing this.
[1:11:53.000 --> 1:12:01.000]  Because I think what is going to be learned from this at least at the least James is that much of what the New York Times tries to do.
[1:12:01.000 --> 1:12:08.000]  And it's not just the New York Times. But for this case we'll talk New York Times is they knowingly misrepresent the truth.
[1:12:08.000 --> 1:12:12.000]  Or they knowingly fabricate narratives because they have a political agenda.
[1:12:12.000 --> 1:12:17.000]  And the Trump tax returns is another perfect example. They thought oh look at this we'll destroy Trump.
[1:12:17.000 --> 1:12:20.000]  We'll make him look bad. We'll get the tax returns out there. That'll get him.
[1:12:20.000 --> 1:12:24.000]  But it turns out there was nothing there. It was really just a political stunt.
[1:12:24.000 --> 1:12:31.000]  And then they get mad that your real journalism not a stunt. Not an agenda. Not a false narrative.
[1:12:31.000 --> 1:12:39.000]  But real journalism cameras faces voices exchanges beat their fake political news hack story.
[1:12:39.000 --> 1:12:43.000]  And oh and this is a direct quote from this order. I'm going to read it to you.
[1:12:43.000 --> 1:12:56.000]  It says the defendants the New York Times quote setting out with a preconceived narrative being motivated by ill will and bias failing to contact obvious sources of information
[1:12:56.000 --> 1:13:04.000]  relying on biased and non credible news sources violating journalistic standards refusing to retract after we called them out on it.
[1:13:04.000 --> 1:13:11.000]  Veritas alleges it has exceeded that standard by pleading overwhelming evidence of actual malice.
[1:13:11.000 --> 1:13:14.000]  That means that they knew that they were lying about us.
[1:13:14.000 --> 1:13:22.000]  Oh and they said in this article in October the New York Times wrote that we were quote making claims without evidence.
[1:13:22.000 --> 1:13:29.000]  I mean the video is everyone's name. There's faces there. It's so clear.
[1:13:29.000 --> 1:13:35.000]  And for them to say that I think we've crossed the Rubicon and that's why they're in the position they're in.
[1:13:35.000 --> 1:13:40.000]  And you better believe that they're scared. You know what they're scared about the discovery process.
[1:13:40.000 --> 1:13:44.000]  Me opening up the report notebooks and you better believe the paper shredders.
[1:13:44.000 --> 1:13:49.000]  They're probably trying to determine whether they are telling you look at the power bill for the New York Times.
[1:13:49.000 --> 1:13:54.000]  The paper shredders are working double time. Huge victory for Project Veritas. We got to celebrate it.
[1:13:54.000 --> 1:13:57.000]  Actually bought this in blocks. UHS frequencies.
[1:13:57.000 --> 1:14:02.000]  Snowden and others taught us how mobile phones are constantly spying on us.
[1:14:02.000 --> 1:14:11.000]  Not just tracking and recording our GPS location but recording audio and video as well with or without a battery.
[1:14:11.000 --> 1:14:17.000]  Now with the Info Wars privacy pouch you can go dark wherever you choose.
[1:14:17.000 --> 1:14:24.000]  Excellent. Now I have my own compact Faraday cage I can take wherever I want.
[1:14:24.000 --> 1:14:35.000]  And you can too at infowarstore.com. Government agencies, identity thieves, tech giants and now contact tracers
[1:14:35.000 --> 1:14:39.000]  are all tracking your every move through your mobile phone.
[1:14:39.000 --> 1:14:44.000]  Now you can have the power to easily cut them off and go dark.
[1:14:44.000 --> 1:14:53.000]  Support the Info War and get your Info Wars privacy pouch today. Infowarstore.com
[1:14:53.000 --> 1:15:01.000]  Vitamin mineral fusion is a remarkable product and it's back in stock 40% off at InfoWarstore.com right now.
[1:15:01.000 --> 1:15:05.000]  It's always been one of our top 10 best sellers. We've had it for six years or more.
[1:15:05.000 --> 1:15:09.000]  But now it's our number one best selling product of all time because people are doing their research,
[1:15:09.000 --> 1:15:15.000]  they're doing their shopping and they're checking the fine print and they're discovering that as high quality vitamins and minerals,
[1:15:15.000 --> 1:15:22.000]  all the essential vitamins and minerals and then key amino acids known to help carry this nutrition into the cells.
[1:15:22.000 --> 1:15:29.000]  So for your immune system, for your whole body, for life itself, vitamin mineral fusion back in stock at InfoWarstore.com.
[1:15:29.000 --> 1:15:33.000]  And despite the fact we can't keep it on the shelves, it's 40% off.
[1:15:33.000 --> 1:15:37.000]  The supply chains are breaking down. We try to put it in a bigger order. We couldn't even get it
[1:15:37.000 --> 1:15:41.000]  because getting high quality ingredients is very, very hard and we're not going to cut corners.
[1:15:41.000 --> 1:15:43.000]  We're going to keep the quality at the highest levels.
[1:15:43.000 --> 1:15:48.000]  It also funds the Info War, so get your vitamin mineral fusion now at InfoWarstore.com
[1:15:48.000 --> 1:16:15.000]  or 888-253-3139.
[1:16:15.000 --> 1:16:19.000]  Well, this is the Retracto the El Paca song.
[1:16:19.000 --> 1:16:24.000]  This isn't the part where they sing about Retracto the El Paca.
[1:16:24.000 --> 1:16:28.000]  So you may be a little bit confused, but that's what this is.
[1:16:28.000 --> 1:16:30.000]  Oh!
[1:16:34.000 --> 1:16:37.000]  Look at James, he loves it!
[1:16:40.000 --> 1:16:43.000]  That's for you New York Times.
[1:16:43.000 --> 1:16:47.000]  Can you hear us now, New York Times? James O'Keefe is with us.
[1:16:47.000 --> 1:16:51.000]  We should be celebrating huge victory for Project Veritas, but they're just beginning to fight
[1:16:51.000 --> 1:16:54.000]  against the fake news New York Times.
[1:16:54.000 --> 1:16:58.000]  Let's not focus too much on this, James, because the more we say, the more they're going to be tuned in
[1:16:58.000 --> 1:17:01.000]  and just listen to anything they can think to do.
[1:17:01.000 --> 1:17:04.000]  So they're probably, if you're a paper shredding company in New York,
[1:17:04.000 --> 1:17:07.000]  you're probably going to be getting a call from the New York Times here shortly.
[1:17:07.000 --> 1:17:13.000]  And again, I believe that that's unlawful. You can't destroy documents during the lawsuit,
[1:17:13.000 --> 1:17:17.000]  but we know that our adversaries, I hate to call them adversaries,
[1:17:17.000 --> 1:17:20.000]  because we're supposed to be fighting for the cause of truth.
[1:17:20.000 --> 1:17:23.000]  We know that they tend to stretch things.
[1:17:23.000 --> 1:17:26.000]  I just wanted to read one more quote, you know, this is from the motion,
[1:17:26.000 --> 1:17:29.000]  and the judge said that the terms, quote, disinformation and deceptive,
[1:17:29.000 --> 1:17:32.000]  I'm sorry, from the order, the judge's order in New York Supreme Court,
[1:17:32.000 --> 1:17:37.000]  the terms disinformation and deceptive provided by the New York Times certainly applied
[1:17:37.000 --> 1:17:42.000]  to the reporter's failure to note that they injected their opinions in news articles.
[1:17:42.000 --> 1:17:45.000]  Mike Sernovich just tweeted something that affected,
[1:17:45.000 --> 1:17:51.000]  that their entire defense relies upon the fact that everything they write is an opinion,
[1:17:51.000 --> 1:17:53.000]  so they can't be held accountable for what they write.
[1:17:53.000 --> 1:17:55.000]  You can't make this stuff up.
[1:17:55.000 --> 1:18:00.000]  That's why it's so great to sue them, because they do things like cite Wikipedia
[1:18:00.000 --> 1:18:02.000]  in their legal motions.
[1:18:02.000 --> 1:18:05.000]  I can't believe they cited Wikipedia in their motions,
[1:18:05.000 --> 1:18:08.000]  and, you know, this is what happens when you're a liar,
[1:18:08.000 --> 1:18:11.000]  and, you know, you have no defense when you're under oath.
[1:18:11.000 --> 1:18:13.000]  Well, and this is what happens when you tell the truth.
[1:18:13.000 --> 1:18:17.000]  This is what happens when Project Veritas just films the truth.
[1:18:17.000 --> 1:18:18.000]  That's all it is.
[1:18:18.000 --> 1:18:20.000]  They can't say that you edited that video.
[1:18:20.000 --> 1:18:21.000]  You didn't.
[1:18:21.000 --> 1:18:23.000]  They can't say that you took anything out of context.
[1:18:23.000 --> 1:18:24.000]  You didn't.
[1:18:24.000 --> 1:18:28.000]  In fact, you just provide commentary, you narrate over your videos.
[1:18:28.000 --> 1:18:30.000]  You wouldn't have to do that, James.
[1:18:30.000 --> 1:18:33.000]  The real reason why you do that is because sometimes the audio is kind of garbled or tough
[1:18:33.000 --> 1:18:34.000]  on some of these recordings.
[1:18:34.000 --> 1:18:36.000]  You wouldn't even have to do that.
[1:18:36.000 --> 1:18:37.000]  I mean, imagine.
[1:18:37.000 --> 1:18:40.000]  You could just put out the videos just on their own,
[1:18:40.000 --> 1:18:42.000]  and they would still say that they're fake.
[1:18:42.000 --> 1:18:43.000]  Right.
[1:18:43.000 --> 1:18:45.000]  And I like what you have on the screen there.
[1:18:45.000 --> 1:18:48.000]  It's an embarrassing defense is what it is.
[1:18:48.000 --> 1:18:51.000]  And I think that this goes to the whole idea of journalism,
[1:18:51.000 --> 1:18:53.000]  that journalism should be primary sources.
[1:18:53.000 --> 1:18:57.000]  You should not be wholly relying upon anonymously sourced material.
[1:18:57.000 --> 1:19:01.000]  Like in the Matt Gaetz example, there's an issue where there's a little bit overlap here
[1:19:01.000 --> 1:19:05.000]  because you got people in the Justice Department supposedly prosecuting
[1:19:05.000 --> 1:19:08.000]  or looking into illegal behavior saying, quote,
[1:19:08.000 --> 1:19:10.000]  people familiar with the situation.
[1:19:10.000 --> 1:19:12.000]  Well, I never do that.
[1:19:12.000 --> 1:19:14.000]  I never say people familiar with the situation.
[1:19:14.000 --> 1:19:16.000]  I show you the damn situation.
[1:19:16.000 --> 1:19:19.000]  I show you the guy in Minnesota ballot harvesting.
[1:19:19.000 --> 1:19:21.000]  I show you it firsthand.
[1:19:21.000 --> 1:19:24.000]  It's first participant observation journalism.
[1:19:24.000 --> 1:19:26.000]  I'm not asking you to trust me.
[1:19:26.000 --> 1:19:28.000]  I'm showing you the activity.
[1:19:28.000 --> 1:19:31.000]  And there's a case where we showed you the activity owned.
[1:19:31.000 --> 1:19:32.000]  It was in Minnesota.
[1:19:32.000 --> 1:19:33.000]  It was clear as day.
[1:19:33.000 --> 1:19:35.000]  The guy had hundreds of ballots.
[1:19:35.000 --> 1:19:37.000]  He was bragging about how illegal it was.
[1:19:37.000 --> 1:19:38.000]  You could see his lips moving.
[1:19:38.000 --> 1:19:41.000]  He uploaded it to his own Snapchat account.
[1:19:41.000 --> 1:19:45.000]  And they said I was making claims without evidence.
[1:19:45.000 --> 1:19:47.000]  And that's why we're suing.
[1:19:47.000 --> 1:19:49.000]  And again, I think a lot of people need to follow up with lawsuits.
[1:19:49.000 --> 1:19:50.000]  We have to sue these people.
[1:19:50.000 --> 1:19:52.000]  It's the only thing they respond to.
[1:19:52.000 --> 1:19:56.000]  And I know that people will sue and following up on our footsteps.
[1:19:56.000 --> 1:20:00.000]  And thank God for Project Veritas blazing the trail and leading the way.
[1:20:00.000 --> 1:20:03.000]  James, is there anything else that you want to talk about with this story
[1:20:03.000 --> 1:20:05.000]  before I move on to the next?
[1:20:05.000 --> 1:20:07.000]  Let's move on to the next one.
[1:20:07.000 --> 1:20:09.000]  You got incredible footage.
[1:20:09.000 --> 1:20:13.000]  Your team got incredible footage from the makeshift facilities.
[1:20:13.000 --> 1:20:16.000]  They're really not even facilities down at the southern border.
[1:20:16.000 --> 1:20:19.000]  James, what do you make of just in two short years,
[1:20:19.000 --> 1:20:22.000]  the Democrat Party sending their own media,
[1:20:22.000 --> 1:20:24.000]  having their own photo shoots,
[1:20:24.000 --> 1:20:27.000]  making this the most dire situation at the southern border to now here today
[1:20:27.000 --> 1:20:29.000]  when it's 10 times worse than it was then,
[1:20:29.000 --> 1:20:31.000]  you have the footage, we have the footage,
[1:20:31.000 --> 1:20:33.000]  and now they say that it's not even happening.
[1:20:33.000 --> 1:20:35.000]  What do you make of that?
[1:20:35.000 --> 1:20:38.000]  Well, I mean, what I make of it is that a lot of these
[1:20:38.000 --> 1:20:41.000]  Customs and Border Patrol agents and federal agents,
[1:20:41.000 --> 1:20:44.000]  I told this to Alex last week, they've got nowhere to go
[1:20:44.000 --> 1:20:46.000]  and they can't trust the media.
[1:20:46.000 --> 1:20:51.000]  I saw ABC News, they tweet out sanctioned photographs,
[1:20:51.000 --> 1:20:54.000]  they're given photographs by the press lackeys
[1:20:54.000 --> 1:20:57.000]  at these federal agencies.
[1:20:57.000 --> 1:21:00.000]  So what we don't see is what they don't want us to see,
[1:21:00.000 --> 1:21:03.000]  and we want to see the unsanctioned things.
[1:21:03.000 --> 1:21:06.000]  So I went down to Donna, Texas a couple weeks ago
[1:21:06.000 --> 1:21:09.000]  and we got the first photos inside that facility
[1:21:09.000 --> 1:21:11.000]  you're showing your images right there.
[1:21:11.000 --> 1:21:14.000]  They threatened to kick me out, so it was private property.
[1:21:14.000 --> 1:21:16.000]  I believe it is private property,
[1:21:16.000 --> 1:21:18.000]  so someone's making money off this whole deal.
[1:21:18.000 --> 1:21:20.000]  That's another story.
[1:21:20.000 --> 1:21:22.000]  And then we got an airplane and flew right about
[1:21:22.000 --> 1:21:24.000]  three, four, five hundred feet right over the facility.
[1:21:24.000 --> 1:21:27.000]  We could see the soccer fields, the astroturf,
[1:21:27.000 --> 1:21:29.000]  and those are kids aged six to sixteen.
[1:21:29.000 --> 1:21:33.000]  Those are the first images, world exclusive by Project Veritas,
[1:21:33.000 --> 1:21:36.000]  and they're laying in those metal blankets.
[1:21:36.000 --> 1:21:39.000]  What I make of it, Owen, is that we have to see
[1:21:39.000 --> 1:21:42.000]  the unsanctioned things, the things that the press people
[1:21:42.000 --> 1:21:46.000]  and the systems and border agencies don't want us to see.
[1:21:46.000 --> 1:21:49.000]  That means we have to work with whistleblowers.
[1:21:49.000 --> 1:21:51.000]  Last week we broke another story
[1:21:51.000 --> 1:21:54.000]  under the International Anzadouis Bridge in McAllen, Texas
[1:21:54.000 --> 1:21:57.000]  showing them sleeping in dirt.
[1:21:57.000 --> 1:22:02.000]  This is a federal facility outside on the dirt in blankets.
[1:22:02.000 --> 1:22:05.000]  And the whistleblowers come to us
[1:22:05.000 --> 1:22:07.000]  because there's nowhere else to go.
[1:22:07.000 --> 1:22:09.000]  I know they're going to Info Wars as well.
[1:22:09.000 --> 1:22:11.000]  There's simply nowhere else for these whistleblowers to go,
[1:22:11.000 --> 1:22:13.000]  so we have to tell their stories
