[00:00.000 --> 00:10.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[35:01.000 --> 35:11.000]  for their attempt to bankrupt their opposition, because they can't win the political and cultural argument.
[35:11.000 --> 35:21.000]  So imagine President Trump says, I'm a nationalist, I believe in America, I believe in our country, and I believe we just can't have completely open borders,
[35:21.000 --> 35:34.000]  and then let a bunch of people burning American flags, waving foreign flags, who rampaged over and beat up a bunch of police, march all the way up and into our country,
[35:34.000 --> 35:39.000]  and then open up a lane for unlimited amounts of other people to come in.
[35:39.000 --> 35:41.000]  And that's what happened.
[35:41.000 --> 35:52.000]  Last Thursday and Friday, the news, the enemy news, the globalist news was saying there were 200 people on the Guatemalan border with Mexico.
[35:52.000 --> 36:00.000]  I mean, I could look at it and watch the hours of footage and tell you it was 50,000 if it wasn't 100,000.
[36:00.000 --> 36:06.000]  It went on for miles and miles and miles and miles and miles and miles.
[36:06.000 --> 36:14.000]  And I told you that the UN has other refugee centers already getting the next group ready.
[36:14.000 --> 36:22.000]  And what is in the news right now that more migrant waves are coming up now that were already staged in Honduras and in Guatemala?
[36:22.000 --> 36:26.000]  Of course, it's a UN operation.
[36:26.000 --> 36:30.000]  They did the exact same thing starting six years ago in Europe.
[36:30.000 --> 36:39.000]  I've been covering it here every day on air, six, seven days a week I'm on air.
[36:39.000 --> 36:43.000]  We know every angle, you know every angle of this.
[36:43.000 --> 36:47.000]  You know, Louis Gohmert's up there going, well, maybe Soros is funding it.
[36:47.000 --> 36:48.000]  And I like Louis Gohmert.
[36:48.000 --> 36:49.000]  He's been on the show.
[36:49.000 --> 36:50.000]  He's a great guy.
[36:50.000 --> 36:59.000]  But man, World Net Daily, others, we've got all the articles, all the admissions with Soros and his open foundation and care and the Carnegie Endowment
[36:59.000 --> 37:01.000]  and the Rockefeller Endowment.
[37:01.000 --> 37:08.000]  It's all U.S. universities, professors and migrant studies down there running it, Gohmert.
[37:08.000 --> 37:10.000]  The Mexican president elect.
[37:10.000 --> 37:14.000]  Now the president said he would use this as a weapon to break the U.S.
[37:14.000 --> 37:17.000]  Mexico's acting like they're against it.
[37:17.000 --> 37:25.000]  What they sent, 20 cops to stop 50,000 people and wonder why they got beat up so they could act like, okay, Trump, you're going to cut our funding.
[37:25.000 --> 37:29.000]  Here, we'll send 50 cops when we can stop these people.
[37:29.000 --> 37:31.000]  Mexico controls that border.
[37:31.000 --> 37:34.000]  They've got over 10,000 troops just on the Guatemalan border.
[37:34.000 --> 37:35.000]  Tanks, you name it.
[37:35.000 --> 37:36.000]  They could have stopped it all.
[37:36.000 --> 37:40.000]  They didn't.
[37:40.000 --> 37:43.000]  Because the Mexican president, we wrote about it in July.
[37:43.000 --> 37:50.000]  President-elect in Mexico says they're going to use migrant waves to break down the borders of the U.S.
[37:50.000 --> 37:53.000]  This is our country under attack.
[37:53.000 --> 38:00.000]  And the media always shows little kids and stuff that even the Mexican police estimate that they are 80% military aged men.
[38:00.000 --> 38:02.000]  And they use the babies and people as shields.
[38:02.000 --> 38:09.000]  And many of them are criminals, the lowest educated coming out of those countries.
[38:09.000 --> 38:10.000]  That's the reality.
[38:10.000 --> 38:18.000]  And then our president gets up there and says, really with a soft angle that, oh, globalism is about everybody and the whole world's good.
[38:18.000 --> 38:19.000]  No, it's not.
[38:19.000 --> 38:23.000]  It's about driving down wages, about mega corporations paying no taxes.
[38:23.000 --> 38:25.000]  It's one thing Trump said yesterday that wasn't true.
[38:25.000 --> 38:29.000]  And it's at war against nation states and middle classes and prosperity.
[38:29.000 --> 38:32.000]  It's a vertical global integration of total power.
[38:32.000 --> 38:35.000]  They call themselves technocrats at Davos.
[38:35.000 --> 38:42.000]  They are allied with the Communist Chinese with their planned nightmare economy.
[38:42.000 --> 38:46.000]  And America is under attack putting up a fight against this.
[38:46.000 --> 38:52.000]  And we've only got a beachhead and most Americans are either on the fence or they don't think it's that serious.
[38:52.000 --> 39:05.000]  And they're letting a powerful minority of mainly white, pseudo-intellectual, power tripping professors and government employees go out and race bait and ally with China and these traders.
[39:05.000 --> 39:10.000]  All these people saying no borders, no walls, no USA at all, no USA at all.
[39:10.000 --> 39:13.000]  You go to any Democrat group, even main language.
[39:13.000 --> 39:17.000]  You bring up the USA's back, the economy's back, they get pissed.
[39:17.000 --> 39:24.000]  No Trump, no wall, no USA at all, no Trump, no wall, no USA at all.
[39:24.000 --> 39:25.000]  That's their goal.
[39:25.000 --> 39:27.000]  They are conquering the nation.
[39:27.000 --> 39:29.000]  And you're like, they're a bunch of idiots.
[39:29.000 --> 39:35.000]  No, they've got the power behind them and us sitting there and putting up with it is going to allow our destruction.
[39:35.000 --> 39:40.000]  You're being conquered right now.
[39:40.000 --> 39:44.000]  So Trump declares himself a nationalist and they call it CNN's all brothers.
[39:44.000 --> 39:46.000]  I can't believe he said that.
[39:46.000 --> 39:49.000]  It's like, I can't believe they put mother and father on the entrance exams.
[39:49.000 --> 39:51.000]  That hurts people that don't have mothers and fathers.
[39:51.000 --> 39:53.000]  I can't believe he calls himself a boy.
[39:53.000 --> 39:56.000]  What if someone doesn't see themselves as a boy?
[39:56.000 --> 39:59.000]  They even breathe air too.
[39:59.000 --> 40:00.000]  Oh my gosh.
[40:00.000 --> 40:01.000]  And they said the sky was blue.
[40:01.000 --> 40:05.000]  All this feigned garbage we're going to play coming up.
[40:05.000 --> 40:07.000]  Trump declares himself a nationalist.
[40:07.000 --> 40:08.000]  CNN says it's racist.
[40:08.000 --> 40:09.000]  You got to go read this article.
[40:09.000 --> 40:13.000]  That's Steve Watson.
[40:13.000 --> 40:16.000]  He says globalist is codeword for Jews.
[40:16.000 --> 40:17.000]  Oh yeah.
[40:17.000 --> 40:19.000]  Trump's really anti-Semitic.
[40:19.000 --> 40:22.000]  The president of the United States openly identifies himself as a nationalist.
[40:22.000 --> 40:24.000]  Hulls for jailing of his political opponents.
[40:24.000 --> 40:25.000]  No, he doesn't.
[40:25.000 --> 40:31.000]  Attacks the press and calls these up with dictators while Republicans in Congress stand out of the way by this stake.
[40:31.000 --> 40:33.000]  So this election could never be higher for democracy.
[40:33.000 --> 40:34.000]  Robert Reich.
[40:34.000 --> 40:38.000]  Everything he says what the Democrats are doing, they work for the foreign powers.
[40:38.000 --> 40:39.000]  They're trying to censor.
[40:39.000 --> 40:40.000]  They're trying to arrest their opponents.
[40:40.000 --> 40:45.000]  That's why they could be arrested because they're actually authoritarians.
[40:45.000 --> 40:50.000]  Okay folks, I'm still stuck on Trump saying out loud at a rally tonight that he's a nationalist.
[40:50.000 --> 40:52.000]  Let's not let this get lost in the chaos.
[40:52.000 --> 40:56.000]  This is a big admission which should terrify us all.
[40:56.000 --> 41:03.000]  They're terrified of America, of borders, of their own social security that all these illegals are going to drain.
[41:03.000 --> 41:07.000]  They're nihilist.
[41:07.000 --> 41:11.000]  What Trump did tonight is finally finish the rhetorical journey.
[41:11.000 --> 41:16.000]  He acknowledged what he's been the whole time, a nationalist.
[41:16.000 --> 41:24.000]  One of many in the world, he frames politics in transnational and deeply nationalistic terms,
[41:24.000 --> 41:28.000]  focused on the perceived threats of his concept of a nation.
[41:28.000 --> 41:29.000]  Robert Costa.
[41:29.000 --> 41:30.000]  And it goes on.
[41:30.000 --> 41:36.000]  Oh my gosh, this is just, oh, oh, oh, it's so bad.
[41:36.000 --> 41:40.000]  Can you imagine, in fact, let's play a clip here.
[41:40.000 --> 41:46.000]  Here's Don Lemon, slams Trump for using the word nation.
[41:46.000 --> 41:47.000]  What's the word nation?
[41:47.000 --> 41:54.000]  Mother, father, boy, girl, USA nation, God, country, Jesus.
[41:54.000 --> 41:57.000]  These are all the things that trigger them.
[41:57.000 --> 41:58.000]  And you go look at them.
[41:58.000 --> 42:00.000]  They all look like a bunch of narcissistic mental patients.
[42:00.000 --> 42:01.000]  But you know what?
[42:01.000 --> 42:10.000]  They've conquered us as part of the clip.
[42:10.000 --> 42:11.000]  Wow.
[42:11.000 --> 42:15.000]  I'm a nationalist, nationalist.
[42:15.000 --> 42:16.000]  Use that word.
[42:16.000 --> 42:18.000]  We're going to talk about that word tonight.
[42:18.000 --> 42:24.000]  It is a favorite of the alt-right and is loaded with nativists and racial undertones.
[42:24.000 --> 42:29.000]  And globalists, well, globalists have been used as a slur of sorts.
[42:29.000 --> 42:35.000]  Sometimes even against those in the administration, often with anti-semitic overtones, which has
[42:35.000 --> 42:41.000]  happened to make the president come right out and embrace nationalism openly and claim
[42:41.000 --> 42:42.000]  that mantle.
[42:42.000 --> 42:44.000]  What has happened here?
[42:44.000 --> 42:46.000]  That's gaslighting, folks.
[42:46.000 --> 42:49.000]  Massive leftists, these demonstrations, they just look at them and they smile and laugh
[42:49.000 --> 42:51.000]  like, like, I'm in junior high and feel bad.
[42:51.000 --> 42:53.000]  I've been laughed at by the pool kids.
[42:53.000 --> 42:54.000]  Like, can you believe Trump?
[42:54.000 --> 42:57.000]  He says we're a nation.
[42:57.000 --> 43:02.000]  Whether you're looking to boost the benefits of our fish oil formula or just want an alternative,
[43:02.000 --> 43:05.000]  InfoWarsLife has the formula for you.
[43:05.000 --> 43:10.000]  Ultimate Crill Oil is a powerhouse formula that takes advantages of the EPA, DHA, and
[43:10.000 --> 43:14.000]  Omega-3s found in our high-quality, ultra-pure Crill Oil Concentrate.
[43:14.000 --> 43:19.000]  Containing powerful antioxidants, such as Azazanthin and Omega-3s, Ultimate Crill Oil
[43:19.000 --> 43:24.000]  can help you experience the benefits of fish oil with less required DHA and EPA.
[43:24.000 --> 43:29.000]  This incredible formula can help your body in many ways, including supporting heart health,
[43:29.000 --> 43:34.000]  joint health and cognitive health, aiding and regulating fat metabolism, helping to maintain
[43:34.000 --> 43:36.000]  cognitive function and more.
[43:36.000 --> 43:40.000]  And while other Crill Oil formulas may chemically modify their formulas, we're giving you the
[43:40.000 --> 43:45.000]  benefits of a simple formula that contains unmodified, high-quality Crill Oil Concentrate.
[43:45.000 --> 43:49.000]  Paired with our ultimate fish oil, or used separately, it's time to see what Crill Oil
[43:49.000 --> 43:52.000]  can do for you with Ultimate Crill Oil.
[43:52.000 --> 43:55.000]  Now available at infowarsstore.com.
[44:22.000 --> 44:29.000]  For more information on Crill Oil, visit our website at infowarsstore.com.
[44:53.000 --> 44:59.000]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself
[44:59.000 --> 45:03.000]  and a gift to the Info War to fight the globalist and live in a free society.
[45:03.000 --> 45:10.000]  Several years ago, I set out with top formulators in the U.S. to create the strongest, most concentrated,
[45:10.000 --> 45:16.000]  over-the-top stamina, libido, workout, brain formula that is safe.
[45:16.000 --> 45:23.000]  I know from using this myself the last few months, and from seeing my friends and family
[45:23.000 --> 45:27.000]  use it, that this new product is going to end up being the number one best-selling product
[45:27.000 --> 45:30.000]  at infowarslife.com because it works so well.
[45:30.000 --> 45:34.000]  This is a gift you want to give yourself, and then rest assured you're fighting the Info War
[45:34.000 --> 45:38.000]  so it's a total absolute sure-win, no-lose equation.
[45:38.000 --> 45:43.000]  Try Alpha Power, exclusively available at infowarslife.com for yourself.
[45:43.000 --> 45:46.000]  Ladies and gentlemen, it's non-GMO.
[45:46.000 --> 45:50.000]  It's for your brain, it's for sports, it's for activities, and it's made in the U.S.A.
[45:50.000 --> 45:53.000]  Get your Alpha Power today at infowarslife.com.
[45:53.000 --> 45:57.000]  Everybody needs to try Alpha Power today.
[46:01.000 --> 46:07.000]  Years ago, Info War's Life created the powerful MycoZX formula to help you combat internal yeast.
[46:07.000 --> 46:10.000]  As the years went on and more toxins were pumped into the environment,
[46:10.000 --> 46:15.000]  our team knew we had to create a bigger and better formula to help support your gut health.
[46:15.000 --> 46:18.000]  MycoZX Plus is the result of the search for that formula.
[46:18.000 --> 46:23.000]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms,
[46:23.000 --> 46:26.000]  there's no better product to help your body fight back.
[46:26.000 --> 46:30.000]  MycoZX Plus helps support a healthy microbial balance in the body,
[46:30.000 --> 46:35.000]  supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[46:35.000 --> 46:39.000]  Powered by an impressive list of ingredients, including grapefruit seed extract,
[46:39.000 --> 46:41.000]  poudarco bark, and grape seed extract,
[46:41.000 --> 46:47.000]  our formula is fueled by ingredients that stood the test of time as powerful microbalancing properties.
[46:47.000 --> 46:52.000]  Pick up a bottle of the new and improved MycoZX Plus today at infowarslife.com.
[46:52.000 --> 47:10.000]  That's infowarslife.com.
[47:22.000 --> 47:47.000]  If you want to see the 18 videos or more that were banned by Twitter yesterday,
[47:47.000 --> 47:50.000]  you can just go to infowars.com.
[47:50.000 --> 47:54.000]  Twitter goes nuclear bans to 18 info wars linked accounts.
[47:54.000 --> 47:57.000]  Watch the forbidden content here.
[47:57.000 --> 48:03.000]  See the videos Twitter wants to hide and share them to join the battle against censorship and against the globalist,
[48:03.000 --> 48:09.000]  because we of course had the videos saved on our phones that had live streamed.
[48:09.000 --> 48:14.000]  So the good part is a lot of them are in HD as well from the big epic,
[48:14.000 --> 48:20.000]  biggest Trump rally ever if you don't count the inauguration that had a couple million people at it.
[48:20.000 --> 48:22.000]  So that is very, very important.
[48:22.000 --> 48:23.000]  That's on infowars.com.
[48:23.000 --> 48:25.000]  That only gets out if you get it out.
[48:25.000 --> 48:29.000]  They are fighting around the clock to stop not just us, but others.
[48:29.000 --> 48:33.000]  But this is on our platform and it's also on real.video.
[48:33.000 --> 48:38.000]  And so a lot of these videos are getting hundreds of thousands of views because you're sharing them.
[48:38.000 --> 48:43.000]  And they've even been harassing real.video and harassing us and trying to figure out how to shut that down.
[48:43.000 --> 48:47.000]  And calling up and threatening Mike Adams employees.
[48:47.000 --> 48:49.000]  They've had the mainstream media doing that.
[48:49.000 --> 48:54.000]  So this claim that, oh, we're just banning you off our own corporate things is boulder dash.
[48:54.000 --> 48:58.000]  It is a concerted global mafia attack.
[48:58.000 --> 49:07.000]  I mean, you've heard right that all 50 private or state run universities here in the United States are getting government funding from China
[49:07.000 --> 49:13.000]  to basically push anti Trump, anti America, anti free speech agenda.
[49:13.000 --> 49:20.000]  And it's also in the news that Canada has installed underwater Chinese monitoring devices outside of US sub base.
[49:20.000 --> 49:25.000]  So the Canadian government is now in active warfare against the United States.
[49:25.000 --> 49:29.000]  I mean, China is quarterbacking the entire enchilada.
[49:29.000 --> 49:34.000]  And look, I'm going to be honest with you, I am so upset about what's going on.
[49:34.000 --> 49:37.000]  And things are so charged and so epic.
[49:37.000 --> 49:48.000]  And the decision we're making right now is a culture so big that I almost can't be on air at this point.
[49:48.000 --> 50:01.000]  I mean, I do all this preparation and then I have to all this research and then I get so angry by the information and so disgusted that I just have trouble even talking at this point.
[50:01.000 --> 50:13.000]  I can't believe there's so many traders and pieces of crap in this country that actively have an inferiority complex with the Republic and a spiritual hatred of it.
[50:13.000 --> 50:24.000]  And it's spiritual because they will go out of their way to destroy this country and their own future because they have some existential envy that they have to act out.
[50:24.000 --> 50:31.000]  Working with the worst, most murderous, radical Islam, orthodox Islam, the Chai Khoms, Yunker.
[50:31.000 --> 50:34.000]  And it's like Yunker's the heir to the top Nazis.
[50:34.000 --> 50:37.000]  It has all the stolen wealth and Soros is.
[50:37.000 --> 50:46.000]  And it's like it's so crazy that everyone we're fighting are like super villains and their whole histories are pure evil.
[50:46.000 --> 50:48.000]  And then the good guys are under attack.
[50:48.000 --> 50:50.000]  Let me explain something.
[50:50.000 --> 50:55.000]  I don't feel sorry for myself being lied about and demonized. I know I'm in a war.
[50:55.000 --> 51:00.000]  And I feel good to see America waking up and coming back from the dead to a certain extent.
[51:00.000 --> 51:06.000]  But you know, people should be way more active and way more aggressive.
[51:06.000 --> 51:09.000]  Because this is serious, folks.
[51:09.000 --> 51:14.000]  This I mean, we're fighting people as bad as Hitler and Stalin and Mao combined.
[51:14.000 --> 51:16.000]  I mean, they are really wicked.
[51:16.000 --> 51:21.000]  And they are doing horrible things to our genetics. They're doing horrible things to our environment.
[51:21.000 --> 51:26.000]  The things the globalists are up to are so out of control and so bad it makes the head spin.
[51:26.000 --> 51:28.000]  And Trump's got to slowly introduce you to this.
[51:28.000 --> 51:30.000]  He's got to slowly introduce the public.
[51:30.000 --> 51:32.000]  I'm the test pilot. I hit the barbed wire.
[51:32.000 --> 51:37.000]  Trump comes in and then mainlines it and says it's okay to have a flag.
[51:37.000 --> 51:39.000]  It's okay to say mother and father.
[51:39.000 --> 51:41.000]  It's okay to have sovereignty.
[51:41.000 --> 51:43.000]  It's okay to be successful.
[51:43.000 --> 51:45.000]  It's okay to have a mother and father.
[51:45.000 --> 51:48.000]  It's okay to love God.
[51:48.000 --> 51:53.000]  And look, we're a big crowd of people and we're together and we have solidarity.
[51:53.000 --> 51:58.000]  We're of every race, color and creed and we love liberty and we're unified by our red blood.
[51:58.000 --> 52:03.000]  And to those of us that are advanced patriots that are awake and informed and involved and know what's going on,
[52:03.000 --> 52:05.000]  we're like, that's like baby talk.
[52:05.000 --> 52:12.000]  But he's talking to a lot of babies and he's mainlining Americana and common sense to them.
[52:12.000 --> 52:16.000]  And so that's why what Trump's doing is so precious and I'm so thankful for it.
[52:16.000 --> 52:22.000]  But then I see how he's surrounded by a bunch of double dealers and cowards
[52:22.000 --> 52:27.000]  because he's having to draw from people that are in the system
[52:27.000 --> 52:34.000]  to even know how to run things because the whole system is in rebellion against him.
[52:34.000 --> 52:37.000]  And it just makes me sad to see America in this position.
[52:37.000 --> 52:39.000]  Again, it's mixed feelings. Good things are happening.
[52:39.000 --> 52:45.000]  Coming back from the dead, but still it's so cut and dry that people fighting against this country,
[52:45.000 --> 52:53.000]  people fighting against the reassertions of our Republic are not Americans.
[52:53.000 --> 52:57.000]  They're globalist. They want to overthrow the country.
[52:57.000 --> 53:04.000]  They're allied with the most murderous regimes in history and they know they're involved in a conquering operation.
[53:04.000 --> 53:09.000]  I have stacks of news here where it's military aged men, 80% of them in the caravan,
[53:09.000 --> 53:13.000]  calling in an operation to break our border and to bring down the USA.
[53:13.000 --> 53:17.000]  And they're part of the very affiliated groups and universities that have the chant,
[53:17.000 --> 53:21.000]  no borders, no walls, no USA at all.
[53:21.000 --> 53:25.000]  It's cut and it's dry.
[53:25.000 --> 53:29.000]  And that's why it's an abomination when people come up to me on the street and say,
[53:29.000 --> 53:32.000]  man, how are you taking it? You must be down. You must be depressed.
[53:32.000 --> 53:36.000]  No, I'm ready for war. I'm on fire to fight and pissed.
[53:36.000 --> 53:40.000]  I can't figure out how to get more leverage to beat these people.
[53:40.000 --> 53:46.000]  That's how I feel. Not like I'm getting my ass kicked, but that I'm in a total war
[53:46.000 --> 53:52.000]  and I just can't swing fast enough to take these people down politically.
[53:52.000 --> 53:56.000]  I mean, where are your instincts? Where is your common sense?
[53:56.000 --> 53:58.000]  And I know our audience is hardcore.
[53:58.000 --> 54:03.000]  I'm not talking to you. I'm talking to new listeners and sell out to the establishment.
[54:03.000 --> 54:08.000]  But it's a spiritual thing.
[54:08.000 --> 54:18.000]  And misery loves company and these people are trying to destroy us
[54:18.000 --> 54:21.000]  and we have to stop laying down to them.
[54:21.000 --> 54:25.000]  We have to stop going along with the globalists and their minions
[54:25.000 --> 54:28.000]  and we have to stop trying to placate them and be friends with them
[54:28.000 --> 54:31.000]  and sit here and play nice. They're not playing nice.
[54:31.000 --> 54:37.000]  They're a bunch of bullying, evil jerks.
[54:37.000 --> 54:45.000]  And they now know that Info Wars has the spirit, the program, the code to relaunch it all.
[54:45.000 --> 54:50.000]  And that's why they treat us like we're death because to them we are death.
[54:50.000 --> 54:54.000]  To George Soros and to Hillary Clinton and to Barack Obama and to Lord Rothschild,
[54:54.000 --> 54:58.000]  you understand I'm the grim reaper.
[54:58.000 --> 55:03.000]  Come to their door. I'm death.
[55:03.000 --> 55:09.000]  And I am death and they know it.
[55:09.000 --> 55:12.000]  I'm death of their system and you're death to them.
[55:12.000 --> 55:14.000]  They really just love life.
[55:14.000 --> 55:18.000]  But see, to them we're death because if they can't suck off our unborn
[55:18.000 --> 55:21.000]  and if they can't piss on our families and deface everything,
[55:21.000 --> 55:25.000]  the little horrible demonic gremlins they are, it doesn't make them feel good.
[55:25.000 --> 55:31.000]  Only when they're strangling innocents in some satanic basement.
[55:31.000 --> 55:35.000]  Only when they're torturing toddlers to death, literally, do they feel alive
[55:35.000 --> 55:38.000]  in their psychotic dream.
[55:38.000 --> 55:41.000]  And I've interviewed the top psychiatrists that have interviewed the top serial killers.
[55:41.000 --> 55:44.000]  It's like blazing white light when they're doing horrible things.
[55:44.000 --> 55:47.000]  They're totally depressed and tortured when they're not because they're possessed.
[55:47.000 --> 55:52.000]  And if we won't stand against these possessed people, then we deserve to be enslaved by them
[55:52.000 --> 55:58.000]  and God will hold us in judgment for allowing them to endanger the innocent and the children.
[55:58.000 --> 56:06.000]  So I tell you now, those of you that have stood idly by, your soul, your immortal soul is on the line.
[56:06.000 --> 56:10.000]  And if you don't stand for the unborn and if you don't stand for the innocent
[56:10.000 --> 56:14.000]  and if you don't stand against these monsters, when you stand before God,
[56:14.000 --> 56:18.000]  God will say, I know you not, you didn't do anything.
[56:18.000 --> 56:22.000]  When the Holy Spirit touched you to fight these people and you were of the devil.
[56:22.000 --> 56:25.000]  So go back from which you came forever.
[56:25.000 --> 56:28.000]  You are not amongst us.
[56:28.000 --> 56:32.000]  You belong to death eternal.
[56:32.000 --> 56:36.000]  We've got a bunch of Trump clips and a total proof of election fraud next hour
[56:36.000 --> 56:38.000]  and I'm going to get focused and cover it all.
[56:38.000 --> 56:44.000]  Please, please don't forget that if you don't support this broadcast,
[56:44.000 --> 56:47.000]  we'll be shut down and we make it easy with the very best products.
[56:47.000 --> 56:52.000]  And we've had a 50% off sale and free shipping, the biggest sale in our history,
[56:52.000 --> 56:58.000]  and it has got to end the next few days because we're selling out a lot of our best selling products
[56:58.000 --> 57:02.000]  and because we are hurtling into the whole Christmas season.
[57:02.000 --> 57:06.000]  So it's a great time to take advantage of these super sales right now.
[57:06.000 --> 57:10.000]  Free shipping store-wide, 50% off on all the supplements,
[57:10.000 --> 57:16.000]  35% off on the highest quality storeable foods at infowarstore.com right now.
[57:16.000 --> 57:21.000]  And you support the broadcast and that lets us stand against the enemy, which infuriates them.
[57:21.000 --> 57:26.000]  You know how angry it makes the globalists that they've thrown everything they've got at us
[57:26.000 --> 57:28.000]  and at many levels we've just gotten stronger.
[57:28.000 --> 57:32.000]  You know how scared they were of all those live videos of 90% of the Trump supporters
[57:32.000 --> 57:36.000]  being huge infowar supporters, it scared them to death.
[57:36.000 --> 57:39.000]  It's why they want to extinguish us, but you won't let them.
[57:47.000 --> 57:52.000]  X2, we were selling it for about three years and then they found out how big it was
[57:52.000 --> 57:57.000]  and how much we were buying and they said, oh, we want more money, more money, and oh, this and that.
[57:57.000 --> 57:59.000]  And so I've broken my contract.
[57:59.000 --> 58:04.000]  And right now we can't get more of this proprietary ingredient that goes in X2
[58:04.000 --> 58:09.000]  that literally is so pure that if you put it in a peaker dish on top of 90 degree hot plate, it gasses.
[58:09.000 --> 58:12.000]  Like I dream of genie and there's this purple gas.
[58:12.000 --> 58:15.000]  I mean, that is so pure, it just goes right into your body when you take it.
[58:15.000 --> 58:20.000]  We're working on trying to get other suppliers right now, but I bought a huge amount of it,
[58:20.000 --> 58:23.000]  ordered it six months ago, so I get the price down.
[58:23.000 --> 58:26.000]  I said, if you don't lower it, I'm done, I'm breaking the contract.
[58:26.000 --> 58:28.000]  Well, I wrote the contract last week.
[58:28.000 --> 58:31.000]  And so this is potentially the last run.
[58:31.000 --> 58:34.000]  In fact, right now it is the last run of survival shield X2.
[58:34.000 --> 58:36.000]  And we've got a good supply of it.
[58:36.000 --> 58:37.000]  It'll be gone in a couple of months.
[58:37.000 --> 58:41.000]  X2, if you haven't experienced it, M4store.com.
[58:41.000 --> 58:44.000]  If you have experience, you know how great it is, I suggest you stock up on it.
[58:44.000 --> 58:48.000]  It's available right now for a limited time at M4store.com right now.
[58:48.000 --> 58:54.000]  Our grandparents, our great grandparents knew that they can't food during the fall, so they'd have it during the winter.
[58:54.000 --> 58:58.000]  And that's what I'm talking about at M4store.com.
[58:58.000 --> 59:03.000]  With M4Select, it's the full spectrum of my Patriot supply on the top,
[59:03.000 --> 59:05.000]  most respected companies out there.
[59:05.000 --> 59:10.000]  But because I private label it, I'm able to go below cost on contracts
[59:10.000 --> 59:13.000]  that all their other distributors aren't able to do.
[59:13.000 --> 59:18.000]  But I want to be a market leader, and I want you to have storeable food so it's a total win-win.
[59:18.000 --> 59:22.000]  We have those incredible sell prices back at M4store.com.
[59:22.000 --> 59:27.000]  M4Select, storeable foods, they've got special diet foods, they've got three-month supplies,
[59:27.000 --> 59:29.000]  your supplies, weak emergency supplies.
[59:29.000 --> 59:31.000]  They've got so many great products there.
[59:31.000 --> 59:33.000]  And you've got a three-year supply.
[59:33.000 --> 59:35.000]  If stuff happens, you can feed your whole block.
[59:35.000 --> 59:37.000]  It's up to us to be self-sufficient.
[59:37.000 --> 59:40.000]  If you're buying war bonds, bring you great products,
[59:40.000 --> 59:42.000]  and together with God's help, we are unstoppable.
[59:42.000 --> 59:52.000]  M4store.com, M4Select, high-quality storeable foods, powered by my Patriot supply.
[59:52.000 --> 59:55.000]  You're listening to the Alex Jones Show.
[59:55.000 --> 01:00:20.000]  All right, I'm going to try to be a disciplined individual when we come back in the next segment
[01:00:20.000 --> 01:00:29.000]  so I have more time, and I'm going to get into the magic wand statements of Obama,
[01:00:29.000 --> 01:00:32.000]  and how that's been countered by Trump.
[01:00:32.000 --> 01:00:38.000]  And we're also going to look at a story that's on DrudgeReport.com, photos,
[01:00:38.000 --> 01:00:41.000]  numbers at Trump Rally, dwarf those at Obama event.
[01:00:41.000 --> 01:00:48.000]  We're going to show you how the mainstream media then comes in and zooms in with the camera from the front
[01:00:48.000 --> 01:00:53.000]  to make it look like a bigger crowd, but then a backshot shows that it's not even a thousand people.
[01:00:53.000 --> 01:00:59.000]  So that's up on M4Wars.com and NewsWars.com that just shows the fraud of what's going on.
[01:00:59.000 --> 01:01:08.000]  But the first thing I want to get to when we come back is Van Jones and others saying,
[01:01:08.000 --> 01:01:16.000]  Trump's crazy, election fraud and voter fraud does not exist.
[01:01:16.000 --> 01:01:25.000]  And it's the same thing, this confidence game they play where they shit up there and look at everybody
[01:01:25.000 --> 01:01:28.000]  and say, isn't it horrible?
[01:01:28.000 --> 01:01:29.000]  He says, we're a nation.
[01:01:29.000 --> 01:01:32.000]  I've never heard something so hateful and weird and bizarre.
[01:01:32.000 --> 01:01:35.000]  Next, he'll say, we breathe oxygen and the grass is green.
[01:01:35.000 --> 01:01:37.000]  My God, the puppy dogs are sweet.
[01:01:37.000 --> 01:01:38.000]  I've never heard.
[01:01:38.000 --> 01:01:39.000]  It's insane.
[01:01:39.000 --> 01:01:42.000]  He wore a blue sports blazer with a red tie.
[01:01:42.000 --> 01:01:43.000]  Oh my God, that's crazy too.
[01:01:43.000 --> 01:01:45.000]  He talked into a microphone.
[01:01:45.000 --> 01:01:49.000]  Oh my Lord, that's so horrible.
[01:01:49.000 --> 01:01:54.000]  I mean, you think he was talking about child molestation or something, but they just sit there and have Don let me go.
[01:01:54.000 --> 01:01:59.000]  I'm just, I'm speechless.
[01:01:59.000 --> 01:02:07.000]  And when I go out and protest, these deranged leftists, they just look at me and they go,
[01:02:07.000 --> 01:02:17.000]  and it's like you're in junior high and the cool kids are trying to make you feel like you're stupid and you're not in the cool club.
[01:02:17.000 --> 01:02:27.000]  You know, you're sitting there eating your lunch real quick because you're about to skip the last half of school that day with a bunch of high schoolers who are about to pick you up,
[01:02:27.000 --> 01:02:28.000]  but you're hungry.
