[00:00:00.009 --> 00:00:01.370]  Welcome, my friends.
[00:35:12.719 --> 00:35:15.000]  And I want you to know that each and every one of you are leaders.
[00:35:15.000 --> 00:35:18.720]  Black, white, old, young, Hispanic, Asian, it doesn't matter.
[00:35:18.720 --> 00:35:22.201]  All of you have the spark of the Creator in your soul.
[00:35:22.201 --> 00:35:25.582]  The seed of the universe.
[00:35:25.582 --> 00:35:29.743]  And I just want you to know, I've been honored to know you and to work with you.
[00:35:29.743 --> 00:35:31.303]  And to be able to interact with all of you.
[00:35:31.303 --> 00:35:35.144]  And because I do so many hours a day, it's hard to stay focused like a laser beam.
[00:35:35.144 --> 00:35:37.805]  It's hard to be serious all the time.
[00:35:37.805 --> 00:35:38.825]  It's hard to not blow up.
[00:35:39.454 --> 00:35:43.458]  But I do the best job I can, and I attempt to tell the truth the best I can.
[00:35:43.458 --> 00:35:53.167]  I don't always know the exact truth, or every facet of the truth, but I always reach for it, and we are pure of heart and pure of spirit, and we love you.
[00:35:53.167 --> 00:36:04.078]  Okay, I got a bunch of news, and Seneca's still coming up, but I Google Jesse Ventura's name every day, and there's a lot of news articles the last couple days bashing him for his appearance here last week.
[00:36:07.591 --> 00:36:12.012]  Seems like a hundred years ago so much has happened, but it was just last Wednesday.
[00:36:12.012 --> 00:36:15.453]  AP, TV stations, hundreds of newspapers.
[00:36:15.453 --> 00:36:16.213]  Now it's broken.
[00:36:16.213 --> 00:36:20.734]  Now he's being asked about it on hundreds of other shows as he's on the talk circuit.
[00:36:20.734 --> 00:36:21.134]  Perfect.
[00:36:21.134 --> 00:36:22.395]  Now he did it here first.
[00:36:22.395 --> 00:36:26.576]  That issue broke out mainstream as the show was big enough to get it out because of you spreading the word.
[00:36:26.576 --> 00:36:29.216]  Now these fools are attacking him on shows everywhere.
[00:36:29.216 --> 00:36:31.337]  The audience is calling in and agreeing with him.
[00:36:31.337 --> 00:36:32.417]  They're panicking.
[00:36:32.417 --> 00:36:36.458]  It's magnifying as the fact that the emperor has no clothes is being revealed.
[00:36:38.473 --> 00:36:38.933]  It's fate.
[00:36:38.933 --> 00:36:39.494]  It's destiny.
[00:36:39.494 --> 00:36:40.955]  We couldn't have planned it this way.
[00:36:40.955 --> 00:36:45.779]  It couldn't have happened this good.
[00:36:45.779 --> 00:36:48.881]  So continue to get the YouTube videos of my interview with Jesse Ventura.
[00:36:48.881 --> 00:36:51.323]  The one I did a year and a half ago and the big one that broke last week.
[00:36:51.323 --> 00:36:52.283]  Get those out, everybody.
[00:36:52.283 --> 00:36:53.304]  Redouble your efforts.
[00:36:53.304 --> 00:37:00.830]  Know that it is the planting season for the great harvest of liberty and bringing tyranny to justice.
[00:37:00.830 --> 00:37:03.472]  Not that that fight will even be over, but we have to resist.
[00:37:04.907 --> 00:37:07.049]  If we don't have victories, we're going to be going backwards.
[00:37:07.049 --> 00:37:11.514]  If we can just hold them still, it's a victory.
[00:37:11.514 --> 00:37:12.375]  Which we're not doing.
[00:37:12.375 --> 00:37:20.103]  We've slowed them down so they've panicked, gone into convulsions of angry rage, putting everything they've got against us.
[00:37:20.103 --> 00:37:21.344]  And, uh, we are
[00:37:22.541 --> 00:37:46.893]  Still, even slowing them down even more, and so they're more enraged, frothing and flailing, which only wakes up more of the cattle, more of the sheep, who cease to be sheep, unlock their minds, realize they're being manipulated, and their journey towards liberty and wholesomeness and honor and beauty is begun.
[00:37:46.893 --> 00:37:49.195]  So, this twit on one of Canada's biggest stations,
[00:37:50.285 --> 00:37:50.786]  We're good to go.
[00:38:10.986 --> 00:38:14.369]  Uh, top of the hour is Paul Joseph Watson.
[00:38:14.369 --> 00:38:16.911]  Yeah, you won't hear him here for six months, and you might hear him three days in a row.
[00:38:16.911 --> 00:38:18.171]  That's how we do it here.
[00:38:18.171 --> 00:38:21.033]  Paul, excellent story up on PrisonPlanet.com.
[00:38:21.033 --> 00:38:24.596]  I saw this last night, sent him a story at about 1 a.m.
[00:38:24.596 --> 00:38:25.637]  when I was working.
[00:38:25.637 --> 00:38:31.441]  He got up early England time, Greenwich Mean Time, and put his own info into it and expanded it.
[00:38:32.429 --> 00:38:33.430]  Hello Alex, good to be back.
[00:38:33.430 --> 00:38:33.970]  Yeah, this guy's
[00:39:00.635 --> 00:39:02.396]  He's up there in Calgary, Canada.
[00:39:02.396 --> 00:39:09.738]  He's been a, from what I can see, he's been a hardcore debunker for at least a year.
[00:39:09.738 --> 00:39:25.304]  After writing the article that's on prisonplanet.com about his ridiculous debunking tactics against Ventura, I actually went and listened to some interviews that he did that are on Google Video.
[00:39:25.304 --> 00:39:30.306]  And the claims that he makes in those are just as ludicrous as the claims he makes in this article.
[00:39:31.058 --> 00:39:47.490]  For one, he says that WTC7, Building 7, collapsed not in 7 seconds as every single video from every single angle shows, but he claims it took 18 seconds to collapse, which is an outright lie.
[00:39:47.490 --> 00:39:51.973]  Anyone with two eyes that has watched any of the videos can see that.
[00:39:51.973 --> 00:40:00.439]  He also says that WTC7 did not collapse in its own footprint, which if you take the demolitions
[00:40:02.097 --> 00:40:12.301]  Industry definition of what constitutes collapsing in its own footprint, then it doesn't significantly damage any of the buildings around it, which Building 7 did not.
[00:40:12.301 --> 00:40:15.242]  It fell straight down in its own footprint.
[00:40:15.242 --> 00:40:28.026]  We got the high-resolution photographs of the rubble of WTC 7 around, what was it, 18 months ago, right up close to the rubble, and you could see that it was just piled on top of itself.
[00:40:28.026 --> 00:40:29.206]  It was in its own footprint.
[00:40:31.596 --> 00:40:41.103]  So I watched the videos on Google Video listening to the radio show and basically this guy Breckenridge likes the sound of his own voice.
[00:40:41.103 --> 00:40:56.275]  He had a debate about it with Nathan Moulton of Calgary 9-11 Truth who basically couldn't get a word in edgewise because this guy just ran on and on talking over him and that's what he does, spewing these lies.
[00:40:56.275 --> 00:40:58.617]  So if you read the article that I put up there today
[00:41:00.248 --> 00:41:15.660]  Breckenridge is basically making the point that the collapse of Building 7 was not suspicious because other buildings around the Twin Towers were destroyed when the Twin Towers collapsed.
[00:41:15.660 --> 00:41:22.365]  Which, for a start, yeah, they were destroyed, they were scooped out, but not one completely collapsed.
[00:41:22.365 --> 00:41:27.669]  And certainly none of them collapsed until weeks after when they were deliberately demolished.
[00:41:27.669 --> 00:41:29.310]  The foundations were still standing.
[00:41:30.464 --> 00:41:36.228]  But the most bizarre example he points to is St.
[00:41:36.228 --> 00:41:47.176]  Nicholas Church, which if you look at the picture that I posted of it on PrisonPlanet.com, is basically a four-story church building.
[00:41:47.176 --> 00:41:50.738]  It's not much bigger than a lot of people's houses.
[00:41:50.738 --> 00:41:52.920]  But by the way, it's one of those old-fashioned churches.
[00:41:54.486 --> 00:42:00.790]  In New York, it only looks like, with all four floors, that it might be 5,000 square feet.
[00:42:00.790 --> 00:42:03.112]  It's tiny one rooms on top of each other.
[00:42:03.112 --> 00:42:14.279]  You've got a tiny 60-person sanctuary in the bottom, then you've got where the church mission is, and then you've got two floors for the pastors to live in.
[00:42:14.279 --> 00:42:16.321]  It's a classic mission church.
[00:42:16.321 --> 00:42:17.601]  It's an old antique.
[00:42:17.601 --> 00:42:18.842]  That's why they didn't destroy it.
[00:42:18.842 --> 00:42:19.863]  I mean, it literally
[00:42:20.720 --> 00:42:23.921]  In fact, I looked it up online.
[00:42:23.921 --> 00:42:26.602]  It's the size of a small house.
[00:42:26.602 --> 00:42:27.923]  It's tiny.
[00:42:27.923 --> 00:42:32.004]  And it's right in the shadow of the South Tower.
[00:42:32.004 --> 00:42:35.745]  Giant 1,300 feet tower is right next to it.
[00:42:35.745 --> 00:42:40.207]  You could literally throw a stone and hit the South Tower if you're standing there.
[00:42:41.448 --> 00:42:54.416]  But he says obviously this building was destroyed on 9-11 because it's basically an ant compared to a giant woolly mammoth in comparison to the South Tower of the World Trade Center.
[00:42:54.416 --> 00:43:03.481]  Of course it was destroyed, but WTC 7 was a 47-story skyscraper that would be the biggest building in most major cities.
[00:43:03.481 --> 00:43:07.784]  And by the way, the church is an old stucco brick
[00:43:09.073 --> 00:43:10.914]  Building about a hundred and fifty years old.
[00:43:10.914 --> 00:43:13.936]  So you've got a little bitty brick building, but he doesn't show photos.
[00:43:13.936 --> 00:43:16.277]  He says the huge church was destroyed.
[00:43:16.277 --> 00:43:33.325]  Well, careful not to show any photos of it, because it looks absolutely ridiculous in comparison to a 576 feet tall skyscraper, which was, you know, nearly 400 feet away from the North Tower, which was... It's the biggest building in 33 states.
[00:43:35.294 --> 00:43:35.794]  Exactly.
[00:43:35.794 --> 00:43:41.257]  So that's his big example of how these other buildings were destroyed.
[00:43:41.257 --> 00:43:46.859]  So why is it inconceivable to say that WTC7 was destroyed?
[00:43:46.859 --> 00:43:56.483]  The other one's he sights are WTC3, which is otherwise known as the Marriott Hotel.
[00:43:56.483 --> 00:43:59.724]  Now the picture that he links to is from a different angle.
[00:43:59.724 --> 00:44:03.486]  The one I've got, which is after both towers have collapsed,
[00:44:04.497 --> 00:44:13.389]  And bear in mind that this is WTC3, and you'll see on the map that's posted there, it's sandwiched right in between the towers.
[00:44:13.389 --> 00:44:19.677]  I mean, obviously... Both towers fell on it, and none of the main superstructure collapsed.
[00:44:19.677 --> 00:44:22.301]  Only some of the roof, where the whole building fell on it.
[00:44:23.553 --> 00:44:30.377]  Yeah, it's got a big slice, it's basically sliced in half, but it's still not, the foundations have not collapsed.
[00:44:30.377 --> 00:44:34.559]  And certainly not at 3-4 speed in 7 seconds, not 18.
[00:44:34.559 --> 00:44:36.741]  Like Building 7 did.
[00:44:36.741 --> 00:44:41.643]  And it's a smaller building that had fires that burned for 6 weeks.
[00:44:41.643 --> 00:44:45.806]  It's less than half the height of Building 7 as well.
[00:44:45.806 --> 00:44:50.628]  And it was right in between the twin towers, it took the full brunt of both collapses.
[00:44:50.628 --> 00:44:51.629]  Yeah, it did not.
[00:44:52.341 --> 00:44:52.681]  I think?
[00:45:15.251 --> 00:45:20.554]  NIST themselves admit that debris from the Twin Towers did not cause the collapse of Building 7.
[00:45:20.554 --> 00:45:22.976]  That's right, it was buried in the debris field.
[00:45:22.976 --> 00:45:27.218]  A few small pieces of debris knocked out some windows.
[00:45:27.218 --> 00:45:29.139]  Dust field hit it.
[00:45:29.139 --> 00:45:34.102]  They admit all of that, but he just says NIST gives all the reasons and disproves it.
[00:45:34.102 --> 00:45:43.608]  But if you actually read the 10,000 page report, as scholars and many others have done, it says we believe bombs could have been in the building.
[00:45:43.608 --> 00:45:44.789]  Well yeah, then it says
[00:45:46.087 --> 00:45:49.549]  The original report concluded that fires gutted the building.
[00:45:49.549 --> 00:46:01.017]  Well, all the reports say the fires were confined to just eight floors, and you can see from the images right before it collapsed, the fires are minimal.
[00:46:01.017 --> 00:46:07.421]  And NIST has retracted five different reasons they said it fell.
[00:46:07.421 --> 00:46:08.842]  Right.
[00:46:08.842 --> 00:46:14.826]  And his other big citation is this Cambridge University report
[00:46:15.504 --> 00:46:21.086]  Which the BBC reported had already been published in September 2007.
[00:46:21.086 --> 00:46:30.730]  It seemed like they were quite eager to get it out there because it wasn't actually published until five months later in February of this year.
[00:46:30.730 --> 00:46:33.331]  And I mean, it's being completely debunked.
[00:46:33.331 --> 00:46:39.954]  It claims that the path of least resistance, the path of most resistance, sorry,
[00:46:40.891 --> 00:46:53.714]  Did not exist, so it completely contradicts the very laws of physics in saying that the building, the Twin Towers, fell in a vacuum, basically, and there was no resistance whatsoever.
[00:46:53.714 --> 00:47:05.816]  Now, I mean, Breckenridge's article is supposed to be about Building 7, and then he just suddenly switches to a report about the Twin Towers.
[00:47:05.816 --> 00:47:09.777]  So he's all over the place, and it amounts to something laughable.
[00:47:10.640 --> 00:47:13.001]  And ridiculous.
[00:47:13.001 --> 00:47:15.482]  But, for the general public that can't find the U.S.
[00:47:15.482 --> 00:47:28.827]  on a map, or Canada on a map, or doesn't know, you know, the basic continents, can't find Asia, people who think Vietnam is in the Middle East, and that's the general public, they're gonna just see, oh, look, he says it's not true.
[00:47:28.827 --> 00:47:32.549]  He put some links up here.
[00:47:32.549 --> 00:47:32.969]  Exactly.
[00:47:32.969 --> 00:47:37.871]  I mean, see, if you listen to those interviews on Google Video, it's even worse.
[00:47:38.792 --> 00:47:43.394]  He just sounds like some kind of demented chipmunk just running on at the mouth.
[00:47:43.394 --> 00:47:48.076]  I mean, nobody can get a word in because he just continually repeats.
[00:47:48.076 --> 00:47:49.676]  And no, it collapsed in 18 seconds.
[00:47:49.676 --> 00:47:52.077]  It didn't fall in its own footprint.
[00:47:52.077 --> 00:47:55.199]  And then he goes into this thing where he blames the firemen.
[00:47:55.199 --> 00:48:03.142]  He says that 9-11 troopers are blaming the firemen for being in on the conspiracy, which is a classic, you know, extrapolation of the
[00:48:04.125 --> 00:48:08.207]  It's harmful to the victim's line, which is regularly used.
[00:48:08.207 --> 00:48:10.288]  They got feds down at Ground Zero every day.
[00:48:10.288 --> 00:48:11.049]  We haven't even tracked them.
[00:48:11.049 --> 00:48:12.429]  They use fake names.
[00:48:12.429 --> 00:48:17.592]  They've got official passes by the city to be down there, so the cops worship them to bow down.
[00:48:17.592 --> 00:48:19.193]  And that's what they always say.
[00:48:19.193 --> 00:48:22.034]  They always say, you're saying the fireman blew it up?
[00:48:22.034 --> 00:48:22.695]  How dare you?
[00:48:22.695 --> 00:48:23.215]  How dare you?
[00:48:23.215 --> 00:48:28.938]  And just like the communist in martial law, where I walk up politely and they say, he just said something nasty to this woman.
[00:48:29.736 --> 00:48:33.458]  They make something up, they start yelling, he said the fireman did it!
[00:48:33.458 --> 00:48:35.359]  This guy, get him!
[00:48:35.359 --> 00:48:40.742]  And so they're using classic disinfo, so he's going off a script.
[00:48:40.742 --> 00:48:48.226]  Exactly, and now that you've got all kind of kooks down there trying to blame We Are Change for stuff, it's ridiculous.
[00:48:48.226 --> 00:48:56.510]  But I mean, our efforts are having a positive effect because you had the Japanese Member of Parliament
[00:48:57.677 --> 00:49:00.980]  I forget his name, was it Fugito?
[00:49:00.980 --> 00:49:01.880]  Vegeta, yeah.
[00:49:01.880 --> 00:49:03.362]  Vegeta.
[00:49:03.362 --> 00:49:14.310]  You had him on a week or two ago, and he was talking about a possible United Nations or European Parliamentary investigation into 9-11.
[00:49:14.310 --> 00:49:17.933]  And I want to be clear, we're not saying they have jurisdiction.
[00:49:17.933 --> 00:49:25.099]  The fact is, though, if we bring attention to this through any means necessary, this will seriously damage the New World Order.
[00:49:25.099 --> 00:49:25.339]  Right.
[00:49:27.389 --> 00:49:49.565]  The story today out of the New York Sun is that an official in the newly formed UN Human Rights Council, Richard Faulk, who has been in the news recently where he called Israel's government, he said their behavior was like the Nazis, which of course meant he's an anti-Semite according to the ADL.
[00:49:49.565 --> 00:49:51.007]  He has come out and said that
[00:49:52.671 --> 00:50:00.496]  He wants a UN-led investigation into the possibility that the neocons were involved in 9-11.
[00:50:00.496 --> 00:50:02.637]  That's the New York Sun headline today.
[00:50:02.637 --> 00:50:03.577]  See, I didn't know about that.
[00:50:03.577 --> 00:50:05.498]  That is massive news, Paul.
[00:50:05.498 --> 00:50:07.860]  Is that up on PrisonPlanet.com?
[00:50:07.860 --> 00:50:09.081]  It will be in five minutes.
[00:50:09.081 --> 00:50:11.542]  The article's already been written.
[00:50:11.542 --> 00:50:21.888]  And actually, Mr. Bolton, who obviously John Bolton has tried at every turn to
[00:50:25.633 --> 00:50:37.097]  This is just fabulous news.
[00:50:37.097 --> 00:50:37.757]  Stay there, Paul.
[00:50:37.757 --> 00:50:40.818]  I want you to read us out of that New York Sun article when we get back.
[00:50:40.818 --> 00:50:43.680]  And it sounds like you've already written another article about this, or Steve has.
[00:50:43.680 --> 00:50:47.321]  It'll be up on PrisonPlanet.com in minutes.
[00:50:47.321 --> 00:50:49.321]  In fact, Paul, during the break, you don't get a break.
[00:50:49.321 --> 00:50:50.362]  Update it right now.
[00:50:51.283 --> 00:50:54.706]  We'll be right back.
[00:50:54.706 --> 00:50:57.568]  Terror Storm, a history of government-sponsored terror.
[00:50:57.568 --> 00:50:59.129]  Loose Change Final Cut.
[00:50:59.129 --> 00:51:01.291]  Endgame, blueprint for global enslavement.
[00:51:01.291 --> 00:51:03.192]  The True Story of the Bilderberg Group.
[00:51:03.192 --> 00:51:04.673]  The Late Great USA.
[00:51:04.673 --> 00:51:06.455]  America, freedom to fascism.
[00:51:06.455 --> 00:51:13.480]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:51:13.480 --> 00:51:17.543]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:51:17.543 --> 00:51:20.946]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:51:21.326 --> 00:51:24.088]  Or you would like a book on the history of the Federal Reserve.
[00:51:24.088 --> 00:51:27.171]  We've got the most well-researched and documented titles.
[00:51:27.171 --> 00:51:29.532]  All available at PrisonPlanet.com.
[00:51:29.532 --> 00:51:35.237]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[00:51:35.237 --> 00:51:40.180]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:51:41.241 --> 00:51:51.828]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:51:51.828 --> 00:51:53.309]  Join the info war today!
[00:51:54.031 --> 00:51:57.274]  The election cycle draws near and we don't have much time left.
[00:51:57.274 --> 00:52:04.180]  If the American people truly hope to make a change in Washington, then we must act now with a cohesive plan for taking back our government.
[00:52:04.180 --> 00:52:08.564]  Washington You're Fired is a new patriotic documentary from the director of Beyond Treason.
[00:52:08.564 --> 00:52:13.128]  The video is the result of a two-year endeavor to assemble a video tool for engaging
[00:52:13.468 --> 00:52:17.951]  Educating and motivating the American people to climb back into the driver's seat of Congress.
[00:52:17.951 --> 00:52:25.997]  Washington You're Fired lays out the last seven years of fundamentally flawed terror-related spy bills in a linear fashion that no one has ever constructed before.
[00:52:25.997 --> 00:52:30.801]  The resulting shift in our governmental power structure leaves the American people with only two choices.
[00:52:30.801 --> 00:52:33.703]  Be a part of the problem or be a part of the solution.
[00:52:33.703 --> 00:52:40.988]  Washington You're Fired is being described as the best patriotic video since Freedom to Fascism and we want you to get a copy and share it with your friends.
[00:52:41.548 --> 00:52:43.229]  We invite you to make the change.
[00:52:43.229 --> 00:52:45.070]  Help take back our government now.
[00:52:45.070 --> 00:52:49.352]  Go to TakeBackWashington.com and get the tools you need for the information war.
[00:52:49.352 --> 00:52:51.273]  We have a plan to take back our government.
[00:52:51.273 --> 00:52:52.514]  Visit TakeBackWashington.com
[00:52:54.266 --> 00:53:03.193]  More than 700 chemicals have been found in our drinking water, and did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[00:53:03.193 --> 00:53:08.358]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[00:53:08.358 --> 00:53:19.487]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[00:53:19.867 --> 00:53:25.649]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or one year, whichever comes first.
[00:53:25.649 --> 00:53:31.910]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[00:53:31.910 --> 00:53:32.950]  What about you?
[00:53:32.950 --> 00:53:37.692]  Order your KDF Shower Filter normally, $49 for our special price of only $39.99 with free shipping.
[00:53:39.372 --> 00:53:41.695]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[00:53:41.695 --> 00:53:42.015]  That's 1-877-886-3653.
[00:53:42.015 --> 00:53:45.258]  Or simply click on the banner at GCNlive.com to order online now.
[00:54:05.967 --> 00:54:32.843]  I wish a buck was still silver It was back when the country was strong Back before Elvis And before the Vietnam War came along Before the Beatles and yesterday
[00:54:35.919 --> 00:54:40.541]  When a man could still work, still would.
[00:54:40.541 --> 00:54:49.126]  It's the best of the free life behind us now.
[00:54:49.126 --> 00:54:52.467]  And are the good times really over?
[00:54:52.467 --> 00:54:53.928]  We're good to go.
[00:54:53.928 --> 00:54:55.989]  Stop goin' downhill!
[00:54:55.989 --> 00:55:05.134]  And are we rollin' downhill like a snowball headed for hell?
[00:55:11.330 --> 00:55:16.912]  The Liberty Bell!
[00:55:16.912 --> 00:55:24.394]  Supposedly a free country.
[00:55:24.394 --> 00:55:35.118]  They've done everything they can by design to destroy this nation.
[00:55:35.118 --> 00:55:38.059]  And make us dependent on the globalists.
[00:55:38.059 --> 00:55:39.399]  Now they're gonna bankrupt the economy.
[00:55:40.635 --> 00:55:47.658]  Now they're going to bring us into true bondage.
[00:55:47.658 --> 00:55:49.058]  Let's go ahead and go back to Paul Watson.
[00:55:49.058 --> 00:56:00.222]  In the two or three minutes left, you've got other key points that are in this, but people can find out about the fraud of the debunkers and how it's just all pure manufactured lies and sophistry.
[00:56:00.222 --> 00:56:03.924]  But getting into this New York Sun story, that is ultra-massive.
[00:56:03.924 --> 00:56:04.904]  I mean, it's happening.
[00:56:04.904 --> 00:56:06.105]  The dam is breaking.
[00:56:06.105 --> 00:56:06.905]  We are witnessing
[00:56:08.254 --> 00:56:14.137]  The New York Sun headline, UN official calls for study of Neocon's role in 9-11 by Eli Lake, staff reporter for the New York Sun.
[00:56:31.818 --> 00:56:52.155]  And it's Richard Faulk, F-A-L-K, Milbank Professor of International Law at Princeton University, who has just been voted into the position of overseeing the human rights situation in Palestine, so by no means small fry.
[00:56:52.155 --> 00:56:54.817]  And I've got his quote here.
[00:56:55.760 --> 00:57:05.726]  He said, it is possibly true that especially the neoconservatives thought there was a situation in the country and in the world where something had to happen to wake up the American people.
[00:57:05.726 --> 00:57:14.771]  Whether they are innocent about the contention that they made that something happen or not, I don't think we can answer definitively at this point.
[00:57:14.771 --> 00:57:17.813]  All we can say is that there is a lot of ground for suspicion.
[00:57:17.813 --> 00:57:23.176]  There should be an official investigation of the sort the 9-11 Commission did not engage in.
[00:57:23.516 --> 00:57:27.077]  Okay, you've got a link now up on PrisonPlanet.com to the New York Sun story.
[00:57:27.077 --> 00:57:29.098]  Have you been able to write a blurb about this show?
[00:57:41.561 --> 00:57:43.722]  Yeah, the article's posted now.
[00:57:43.722 --> 00:57:45.563]  It's posted at PrisonPlanet.com.
[00:57:45.563 --> 00:57:48.485]  We need to push this as a new major wave.
[00:57:48.485 --> 00:57:52.287]  Give the bait to the enemy operatives, the fake conservatives and liberals.
[00:57:52.287 --> 00:57:55.569]  They're meant to neutralize real liberals and real conservatives.
[00:57:55.569 --> 00:57:57.411]  Give the enemy the bait.
[00:57:57.411 --> 00:57:59.092]  They're rat poison now.
[00:57:59.092 --> 00:58:00.592]  Email it to enemy stations.
[00:58:00.592 --> 00:58:02.794]  Email it to enemy operations.
[00:58:02.794 --> 00:58:09.398]  Out of their arrogance, they will counter-strike and reveal themselves so we can roll in artillery and the info war on them, which we then
[00:58:10.328 --> 00:58:12.289]  Up res to the next level.
[00:58:12.289 --> 00:58:15.371]  The defeat of the enemy is within sight.
[00:58:15.371 --> 00:58:23.817]  If you simply commit yourself to never surrender, never waver, they may set off nukes, they may release bird flu, but know it's them.
[00:58:23.817 --> 00:58:25.918]  Ladies and gentlemen, we are on the march.
[00:58:25.918 --> 00:58:28.440]  The empire is on the run.
[00:58:28.440 --> 00:58:31.562]  As Mark Cornkey says, fix bayonets.
[00:58:31.562 --> 00:58:32.543]  Paul Watson, thank you.
[00:58:36.240 --> 00:58:38.861]  Thank you for listening to GCN.
[00:58:38.861 --> 00:58:42.141]  Be sure to visit GCNlive.com today.
[00:58:42.141 --> 00:58:46.342]  It is a big idea.
[00:58:46.342 --> 00:58:49.163]  A new world order.
[00:58:49.163 --> 00:58:54.404]  In the near future, Earth is dominated by a powerful world government.
[00:58:54.404 --> 00:58:56.884]  It's known as the Bilderberg Group.
[00:58:56.884 --> 00:58:59.045]  Could their objective be world domination?
[00:58:59.687 --> 00:59:02.852]  For thousands of years, their dark order grew.
[00:59:02.852 --> 00:59:10.183]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:59:13.208 --> 00:59:18.652]  For the first time in history, the elite's plan for world government is blown wide open.
[00:59:18.652 --> 00:59:22.534]  You will learn the secret that drives the entire New World Order agenda.
[00:59:22.534 --> 00:59:25.096]  Build America is making great progress toward a world government.
[00:59:25.096 --> 00:59:26.257]  Most people have no idea.
[00:59:26.257 --> 00:59:27.037]  They're not after money.
[00:59:27.037 --> 00:59:28.318]  They have all the money they need.
[00:59:28.318 --> 00:59:29.319]  They're after power.
[00:59:29.319 --> 00:59:30.460]  That's what they're after these years.
[00:59:30.460 --> 00:59:39.165]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:59:39.165 --> 00:59:41.987]  Endgame, blueprint for global enslavement.
[00:59:41.987 --> 00:59:43.028]  You have been warned.
[00:59:47.137 --> 00:59:49.523]  Waging war on corruption.
[00:59:49.523 --> 00:59:52.289]  Alex Jones on the GCN Radio Network.
[00:59:58.058 --> 00:59:59.819]  Government cover-ups.
[00:59:59.819 --> 01:00:01.379]  You want answers?
[01:00:01.379 --> 01:00:02.940]  Well, so does he.
[01:00:02.940 --> 01:00:07.142]  He's Alex Jones on the GCN Radio Network.
[01:00:07.142 --> 01:00:11.203]  And now, live from Austin, Texas, Alex Jones.
[01:00:29.454 --> 01:00:32.615]  We're going to have open phones later in this hour, into the third hour today.
[01:00:32.615 --> 01:00:35.556]  A ton of economic news, police state news.
[01:00:35.556 --> 01:00:37.797]  It is all so important.
[01:00:37.797 --> 01:00:40.058]  Celica Stillo was raided by the BATF.
[01:00:40.058 --> 01:00:45.560]  He's one of the main people in the American Drug War film that just came out that we have on DVD.
[01:00:45.560 --> 01:00:50.182]  I consulted on the film, available at Infowars.com right now.
[01:00:50.182 --> 01:00:53.423]  And he kept saying that, you know, he's been broken into, he's been threatened.
[01:00:53.423 --> 01:00:56.764]  When you go on Dateline NBC or Nightline, he's been on a bunch of these.
[01:00:56.764 --> 01:00:58.845]  You can see him on YouTube, going back decades ago.
[01:01:00.089 --> 01:01:08.153]  People have uploaded that now, and he was there witnessing government drug dealing as the head DEA agent in Latin America, and he quit.
[01:01:08.153 --> 01:01:08.813]  He went public.
[01:01:08.813 --> 01:01:10.614]  He resigned.
[01:01:10.614 --> 01:01:15.156]  He has, you know, no criminal records, spotless record as an army sniper in Vietnam.
[01:01:15.156 --> 01:01:18.218]  His dad's a big war hero.
[01:01:18.218 --> 01:01:21.199]  He got, like, a bunch of bronze stars, silver stars, all that.
[01:01:21.199 --> 01:01:24.661]  He didn't get the Congressional Medal of Honor, but he was a real famous World War II guy down in the valley.
[01:01:25.706 --> 01:01:37.832]  And, uh, you know, real pro-America folks here in Texas, and they came and raided him because he goes to sell his book at the gun show, and I knew that Selly had quite a few guns of his own.
[01:01:37.832 --> 01:01:40.153]  I remember him coming to the Austin gun show.
[01:01:40.153 --> 01:01:43.815]  I saw him down there where he was selling two or three rifles, just mainline rifles.
[01:01:43.815 --> 01:01:44.455]  They don't care.
[01:01:44.455 --> 01:01:45.575]  It's over for him.
[01:01:45.575 --> 01:01:47.616]  They raided him, and we're trying to get him on the line.
[01:01:47.616 --> 01:01:50.898]  Have you had any luck yet, John, with that?
[01:01:52.541 --> 01:01:53.962]  We hope he's okay.
[01:01:53.962 --> 01:01:58.425]  He's always here whenever we call him to get him on.
[01:01:58.425 --> 01:02:00.786]  But when they raided him, they said, hey, saw you on TV.
[01:02:00.786 --> 01:02:02.507]  It was a real big joke.
[01:02:02.507 --> 01:02:03.808]  They've aired it like 50 times.
[01:02:03.808 --> 01:02:08.451]  It's their number one thing they're airing right now, American Drug War, on Showtime.
