[00:00.000 --> 00:12.000]  Big Brother, Mainstream Media, Government Cover-Ups. You want answers? Well, so does
[44:25.000 --> 44:30.000]  going to buy it. And my response to that was listen if you can't tell people you're doing it then you
[44:30.000 --> 44:35.000]  shouldn't be doing it in the first place. So I think we're going to see the same thing any kind of labeling whether it's
[44:35.000 --> 44:40.000]  labeling of garbage in the milk human growth hormone in the milk whether it's labeling
[44:40.000 --> 44:45.000]  bovine growth hormone whether it's labeling of GMO whether it's labeling of RFID
[44:45.000 --> 44:50.000]  tracking devices if they have to tell you about it they know that you're going to
[44:50.000 --> 44:55.000]  say no way. And what it's really going to come down to even if they do label it they're still going to be
[44:55.000 --> 45:00.000]  doing it in the cheap stuff going out to the people who aren't educated enough to read a label and then you're going to
[45:00.000 --> 45:05.000]  see a real divide in our culture between the people who are poor and not educated who will become
[45:05.000 --> 45:10.000]  sicker and sicker and those who have the money to avoid the genetically modified foods
[45:10.000 --> 45:15.000]  and I don't want to see that division in our society I don't think that's going to be a good move really for anyone
[45:15.000 --> 45:20.000]  involved. Hey thanks for the call Julio I appreciate it. All right let's go to Dan calling in from Idaho on
[45:20.000 --> 45:25.000]  compulsory service. Hello Dan. Hello Catherine. Say I think
[45:25.000 --> 45:30.000]  that when the parents get put under control by using these cards with their
[45:30.000 --> 45:35.000]  children then when big sister wants to justify her doing the same thing to us in the future
[45:35.000 --> 45:40.000]  she'll just say well you did it to your kids why can't we do it to you? See isn't that the case
[45:40.000 --> 45:45.000]  and you know you're so right here Dan because oftentimes what people say to me is well
[45:45.000 --> 45:50.000]  you know if they're going to have RFID tracking why don't they just put that on Congress and I say that'd be the worst thing
[45:50.000 --> 45:55.000]  in the world to do because the minute you take the people who are in positions of authority and
[45:55.000 --> 46:00.000]  control and you accustom them to being tracked monitored and surveilled then they don't even blink
[46:00.000 --> 46:05.000]  or think twice before they do it to us and this whole thing about parents you know getting parents
[46:05.000 --> 46:10.000]  on board parents are I have to say whenever I talk about implantable microchips and tracking
[46:10.000 --> 46:15.000]  devices everybody says oh no that's terrible I don't want it get it away from me oh but wait
[46:15.000 --> 46:20.000]  could you put that on my kid? There's something about the desire
[46:20.000 --> 46:25.000]  and I think it's in part because kids are so out of the control of parents today that if
[46:25.000 --> 46:30.000]  you can if you can appeal to parents sense that their kids are out of control
[46:30.000 --> 46:35.000]  then you can get the parents to put the prison bars on the kids you can get the parents to
[46:35.000 --> 46:40.000]  actually inject probably tracking devices right into their own flesh and blood right into their kids
[46:40.000 --> 46:45.000]  flesh you can probably get parents to not only sign up for this Justin Bieber
[46:45.000 --> 46:50.000]  cash card program but actually get them to beg for it or even pay for it
[46:50.000 --> 46:55.000]  so there's something really going on there where they appeal to our sense of being out of control
[46:55.000 --> 47:00.000]  and the one place where people feel like they do have a little bit of control is over their own children so yeah I think
[47:00.000 --> 47:05.000]  you're absolutely right I think that once they get the parents to do it to sign up for this then they'll turn around
[47:05.000 --> 47:10.000]  and say all right now we want you all to do it and you know it's coming you know especially in light of
[47:10.000 --> 47:15.000]  Obamacare I said I was going to mention that you know Obamacare is going to be all about you paying for that guy
[47:15.000 --> 47:20.000]  over there's medical care and right now yeah heck no I don't want you monitoring my
[47:20.000 --> 47:25.000]  Haagen Dazs consumption but you know I would like you to monitor that guy's Haagen Dazs consumption
[47:25.000 --> 47:30.000]  because I don't want to have to pay for his triple bypass surgery in a year so I think they're going to use
[47:30.000 --> 47:35.000]  that as the justification look how expensive all this health care is
[47:35.000 --> 47:40.000]  we don't have enough money for your health care because we're paying for that guy over there eating you know 50 bags of Cheetos
[47:40.000 --> 47:45.000]  a month why don't we just use the technology that we've got in place right now
[47:45.000 --> 47:50.000]  and register his Cheeto purchases and cut them off you know make that guy not eat the Cheetos
[47:50.000 --> 47:55.000]  and everybody's going to go oh yeah sounds good you know that's what they're doing at Safeway right now so I
[47:55.000 --> 48:00.000]  think it's coming I really do think it's you know they
[48:00.000 --> 48:05.000]  won't pay for what I'll do with this insurance and I won't do what they'll pay for because I go everything
[48:05.000 --> 48:10.000]  natural and when my children were born back in the early 80s I
[48:10.000 --> 48:15.000]  started having children we just had them at home we didn't get a birth certificate
[48:15.000 --> 48:20.000]  we didn't get a social security number we put the entry in the
[48:20.000 --> 48:25.000]  Bible we took the Bible down and got them passports and the kids have been able to
[48:25.000 --> 48:30.000]  function extremely well we made a historic case in Wyoming
[48:30.000 --> 48:35.000]  when my son was issued a driver's license without a social security number but we just lived
[48:35.000 --> 48:40.000]  to a different tune for a long time I'm going to tell you Dan I would love to hear that
[48:40.000 --> 48:45.000]  story actually because I've had a number of people on my own radio show in recent weeks
[48:45.000 --> 48:50.000]  talking about their court cases and their opposition to being numbered or having their kids
[48:50.000 --> 48:55.000]  numbered so if you could reach out to me if you go to my website it's kmashow.com or just
[48:55.000 --> 49:00.000]  katherinealbrick.com you can find the contact info on there and reach out to me because I'd love to talk to you
[49:00.000 --> 49:05.000]  further about that especially parents out there who've made the choice not to number their kids
[49:05.000 --> 49:10.000]  I think that the powers that be want you to believe that that doesn't
[49:10.000 --> 49:15.000]  happen and I happen to know for a fact that it absolutely does and that there are a lot of kids out
[49:15.000 --> 49:20.000]  there who are not part of the system so thank you Dan I appreciate the call please reach out
[49:20.000 --> 49:25.000]  and say hello to me let's see if we can squeeze in Bob in Michigan about compulsory service here
[49:25.000 --> 49:27.000]  just under the break Bob are you there?
[49:27.000 --> 49:32.000]  Very good thank you for taking my call and I'm going to add to what the previous caller said
[49:32.000 --> 49:37.000]  the social security number and the driver's license and so on makes you chattel
[49:37.000 --> 49:42.000]  goods of the executive branch of the government and if you look
[49:42.000 --> 49:47.000]  on the statutes that apply to the social security number
[49:47.000 --> 49:52.000]  it requires that you get order and notice and my question to everybody has anybody
[49:52.000 --> 49:57.000]  at all ever received order and notice this is what they don't want
[49:57.000 --> 50:02.000]  you people are arguing about the mechanics of this and we don't want that
[50:02.000 --> 50:07.000]  this is what you do that gentleman who was just on there is spot on and I'm just giving you the
[50:07.000 --> 50:12.000]  rest of the story because I'm with you Bob and let me point out one other thing too about this whole
[50:12.000 --> 50:17.000]  compulsory service thing tying in with IDing your kids at birth is that's the system through
[50:17.000 --> 50:22.000]  which you know the registration for military service right now is
[50:22.000 --> 50:27.000]  the way that they will nail your kids when your kids turn 18 or apply for college if they don't fill out that
[50:27.000 --> 50:32.000]  form if they don't sign up for selective service registration then they're in
[50:32.000 --> 50:37.000]  violation of federal law so there's no law making you register your kids but once you turn 18 you've got
[50:37.000 --> 50:42.000]  to do it especially if you want to go to college or qualify for any kind of grant or scholarship and that's
[50:42.000 --> 50:47.000]  going to be a big part of this compulsory service for everyone girls included if this
[50:47.000 --> 50:52.000]  thing passes if this new piece of legislation passes all right Catherine Albrecht filling in for
[50:52.000 --> 51:17.000]  Alex Jones we'll be right back with more of your call stay tuned.
[51:22.000 --> 51:27.000]  From now as it does tonight a long term food supply allows you to freeze the cost and the
[51:27.000 --> 51:32.000]  availability of the one thing you need most be prepared and get your supply from
[51:32.000 --> 51:37.000]  e Foods Direct right now is the best time to stock up and save hundreds of dollars with free
[51:37.000 --> 51:42.000]  shipping on all food supplies give yourself peace of mind and be prepared act now
[51:42.000 --> 51:47.000]  and call 800-409-5633 or visit eFoodsDirect.com
[51:47.000 --> 51:52.000]  slash Alex get free shipping on all orders for a limited time call 800-409-5633
[51:52.000 --> 51:57.000]  or go to e Foods Direct dot com slash Alex
[51:57.000 --> 52:02.000]  you can bet your life on e Foods Direct Hey everybody Ty
[52:02.000 --> 52:07.000]  Bollinger here once again real life real stories and he discovered Carnivora
[52:07.000 --> 52:12.000]  was so thrilled with the product that he shared it with his family and his friends and his patients
[52:12.000 --> 52:17.000]  my dad was a family physician he was a medical doctor almost all the symptoms were either diminished
[52:17.000 --> 52:22.000]  or gone amazing product amazing results like an amazing thing having
[52:22.000 --> 52:27.000]  such a profound change how I feel and knowing that it was the carnivore that did
[52:27.000 --> 52:32.000]  it and a lot of patients got better ranging from immune dysfunction to
[52:32.000 --> 52:37.000]  allergies and infection here's the toll free telephone number to call to access the carnivore telecast
[52:37.000 --> 52:42.000]  at Carnivora dot com on Tuesday March 12th 8 p.m. eastern time call
[52:42.000 --> 52:47.000]  1-888-694-9666 that's 1-888-694-9666
[52:47.000 --> 52:52.000]  once again 1-888-694-9666
[52:52.000 --> 52:57.000]  visit C-A-R-N-I-V-O-R-A dot com or call 1-866-VenusFly
[52:57.000 --> 53:02.000]  to order now Is this the year you finally get serious about your family's drinking water?
[53:02.000 --> 53:07.000]  If so, keep listening for a special offer from Big Berkey Water Filters
[53:07.000 --> 53:10.000]  Did you know that over 60% of municipal water is fluoridated?
[53:10.000 --> 53:15.000]  Berkey water filters distinguish themselves from many other filtration systems with the capability to significantly reduce
[53:15.000 --> 53:20.000]  dangerous chlorine, fluoride, arsenic and disinfection byproducts from municipal water via the Black Berkey and P.F. line of filters
[53:20.000 --> 53:24.000]  then there's affordability at only 1.7 cents per gallon
[53:24.000 --> 53:29.000]  Berkey water filters purify treated and untreated water even stagnant pond water
[53:29.000 --> 53:34.000]  you can save by simply reducing buying bottled water and using water filtered by your Berkey water filter
[53:34.000 --> 53:37.000]  no need to be constantly replacing expensive filters with a Berkey
[53:37.000 --> 53:39.000]  a single set of filters can last for 5 to 10 years
[53:39.000 --> 53:43.000]  choose the best size Berkey for your needs at Big Berkey Water Filters dot com
[53:43.000 --> 53:47.000]  and right now all GCM listeners get 5% off all ceramic filter systems
[53:47.000 --> 53:49.000]  just call 1-877-99-BERKEY
[53:49.000 --> 53:52.000]  that's 877-99-B-E-R-K-E-Y
[53:52.000 --> 53:54.000]  or visit Big Berkey Water Filters dot com
[53:54.000 --> 53:56.000]  free shipping on every order over $50
[53:56.000 --> 53:59.000]  Big Berkey Water Filters for the love of clean water
[54:17.000 --> 54:20.000]  Oh yeah fighting a new world order right here
[54:20.000 --> 54:22.000]  Catherine Albrecht filling in for Alex Jones
[54:22.000 --> 54:24.000]  so good to be on with you today
[54:24.000 --> 54:27.000]  giving you guys a heads up about a couple of things
[54:27.000 --> 54:29.000]  compulsory national service
[54:29.000 --> 54:33.000]  Obama warned us about it back as a candidate in 2008
[54:33.000 --> 54:34.000]  they elected him anyway
[54:34.000 --> 54:38.000]  he said quote we cannot continue to rely on our military
[54:38.000 --> 54:41.000]  in order to achieve the national security objectives we've set
[54:41.000 --> 54:45.000]  we've got to have a civilian national security force
[54:45.000 --> 54:50.000]  that's just as powerful just as strong and just as well funded
[54:50.000 --> 54:53.000]  he referred to this as a citizen army
[54:53.000 --> 54:56.000]  god forbid a citizen army back in 2008
[54:56.000 --> 54:58.000]  of course they want to disarm us
[54:58.000 --> 55:00.000]  so they don't really want a citizen army
[55:00.000 --> 55:04.000]  they just want an army of peons willing to march and step and do what they say
[55:04.000 --> 55:08.000]  we were warned about this also by Jim Lehrer back in 2006
[55:08.000 --> 55:12.000]  he spoke at my own graduation speech at Harvard as I received my doctorate
[55:12.000 --> 55:14.000]  he got up there and I said what in the world
[55:14.000 --> 55:16.000]  what kind of weird speech is this
[55:16.000 --> 55:20.000]  how would Jim Lehrer get up and tell us that we all need compulsory national service
[55:20.000 --> 55:23.000]  that a voluntary national service would not be adequate
[55:23.000 --> 55:27.000]  because it would be split between the elites and the common man
[55:27.000 --> 55:34.000]  and only if it is mandatory for all people alike will it be fair and just and equitable
[55:34.000 --> 55:35.000]  gulp
[55:35.000 --> 55:36.000]  yeah that's what they want
[55:36.000 --> 55:41.000]  they want everything to be equally abysmal for all people in the country
[55:41.000 --> 55:42.000]  so let's hope this thing doesn't pass
[55:42.000 --> 55:44.000]  introduced February 14, 2013
[55:44.000 --> 55:48.000]  it has already been referred to the House Armed Services Committee
[55:48.000 --> 55:52.000]  and the chair of that committee is Representative Buck McKeon
[55:52.000 --> 55:54.000]  he's a Republican from California
[55:54.000 --> 55:58.000]  he is going to be determining whether the bill passes and moves on to the committee stage
[55:58.000 --> 56:02.000]  opponents are urged to call Representative McKeon there in California
[56:02.000 --> 56:05.000]  and tell him how they feel about the bill
[56:05.000 --> 56:08.000]  you can also send him tweets and post on his Facebook page
[56:08.000 --> 56:13.000]  you can also contact Representative Rangel by contacting him as well
[56:13.000 --> 56:18.000]  and I'll post information about that on my blog at kmashow.com
[56:18.000 --> 56:22.000]  alright speaking again about or speaking further about compulsory service
[56:22.000 --> 56:26.000]  let's see we've got Zoe on the line listening from Illinois
[56:26.000 --> 56:27.000]  hi Zoe
[56:27.000 --> 56:30.000]  hi isn't I do have a couple things
[56:30.000 --> 56:34.000]  isn't compulsory service enslavement even though it's temporary
[56:34.000 --> 56:36.000]  you know it sounds like it doesn't it
[56:36.000 --> 56:39.000]  exactly it's essentially yanking you out of your home
[56:39.000 --> 56:41.000]  and putting a gun to your head if you don't comply
[56:41.000 --> 56:44.000]  and saying yay verily now you'll work for us
[56:44.000 --> 56:47.000]  so yes it definitely has that sense to it doesn't it
[56:47.000 --> 56:48.000]  I think it does
[56:48.000 --> 56:50.000]  and I wanted to tell you a couple things
[56:50.000 --> 56:53.000]  first of all you'll probably never want to speak to me again
[56:53.000 --> 56:56.000]  because on the weekend I was sort of
[56:56.000 --> 57:00.000]  I wasn't coerced but I was kind of gently urged
[57:00.000 --> 57:03.000]  and signed up for a restaurant card
[57:03.000 --> 57:08.000]  that I didn't know you had to put your name and address in an email
[57:08.000 --> 57:10.000]  and I don't even use email but I have one
[57:10.000 --> 57:13.000]  and so I ended up doing it
[57:13.000 --> 57:16.000]  and while I'm letting my friend do it I'm actually blind
[57:16.000 --> 57:18.000]  I was going why am I doing this
[57:18.000 --> 57:20.000]  and I did
[57:20.000 --> 57:22.000]  I think we need to listen to that little voice Zoe
[57:22.000 --> 57:25.000]  you know if there's a voice inside of you going don't do it
[57:25.000 --> 57:26.000]  don't do it don't do it
[57:26.000 --> 57:28.000]  you know that's called your conscience
[57:28.000 --> 57:31.000]  it should probably be operational
[57:31.000 --> 57:34.000]  you know this signing up for all of these rewards things
[57:34.000 --> 57:36.000]  is going to become easier and easier though
[57:36.000 --> 57:37.000]  because in this case you had a friend
[57:37.000 --> 57:38.000]  and she had to fill out a form
[57:38.000 --> 57:40.000]  and put down your name and they went blah blah blah blah blah
[57:40.000 --> 57:42.000]  you know in the future what it's going to involve
[57:42.000 --> 57:43.000]  is they're going to say
[57:43.000 --> 57:45.000]  hey you want to sign up for a discount
[57:45.000 --> 57:46.000]  and I put that in air quotes
[57:46.000 --> 57:50.000]  because the discount is always just avoiding a surcharge really
[57:50.000 --> 57:53.000]  because what they do is they crank the rates up really high
[57:53.000 --> 57:55.000]  the prices or the meals or the whatever it is
[57:55.000 --> 57:57.000]  they crank it up high to accommodate these discounts
[57:57.000 --> 57:59.000]  believe me they're not going to lose any money off of this
[57:59.000 --> 58:03.000]  and then they twist your arm to get you
[58:03.000 --> 58:06.000]  you know by essentially threatening you with higher prices
[58:06.000 --> 58:07.000]  or poor service
[58:07.000 --> 58:09.000]  and then if you comply
[58:09.000 --> 58:11.000]  then you get the decent prices once again
[58:11.000 --> 58:14.000]  so you know it's a bad plan across the board
[58:14.000 --> 58:15.000]  I encourage people not to do it
[58:15.000 --> 58:18.000]  but in the future it's just going to be tap your cell phone
[58:18.000 --> 58:19.000]  they're going to say hey you want to sign up
[58:19.000 --> 58:21.000]  just tap your smartphone against this little thing
[58:21.000 --> 58:23.000]  boom and it's done
[58:23.000 --> 58:25.000]  because they want to take away that moment Zoe
[58:25.000 --> 58:27.000]  that you had where your conscience kicked in
[58:27.000 --> 58:29.000]  and said I probably shouldn't do this
[58:29.000 --> 58:30.000]  alright thanks for the call
[58:30.000 --> 58:34.000]  coming back right after this hour with Adrian Salvucci
[58:34.000 --> 58:38.000]  he's going to talk to us about the global economic situation
[58:38.000 --> 58:40.000]  he's going to be joining us from Buenos Aires
[58:40.000 --> 59:02.000]  This is GCN, the Genesis Communications Radio Network
[59:10.000 --> 59:13.000]  that can be used inside the body as well as on the skin
[59:13.000 --> 59:19.000]  Supernatural Silver is unique and superior to colloidal and ionic silvers
[59:19.000 --> 59:22.000]  using a patented technology that is highly effective against
[59:22.000 --> 59:25.000]  colds, flus, infections, food poisoning and yeast
[59:25.000 --> 59:27.000]  in addition to many other pathogens
[59:27.000 --> 59:30.000]  Supernatural Silver is scientifically supported
[59:30.000 --> 59:32.000]  extremely safe
[59:32.000 --> 59:36.000]  and is the number one choice of thousands of people for immune system support
[59:36.000 --> 59:39.000]  find out how Supernatural Silver could change your life
[59:39.000 --> 59:45.000]  go to SupernaturalSilver.com and use the promo code healthy for 20% off
[59:45.000 --> 01:00:10.000]  that's SupernaturalSilver.com and like us on Facebook
[01:00:15.000 --> 01:00:17.000]  on the GCN Radio Network
[01:00:17.000 --> 01:00:20.000]  and now live from Austin, Texas
[01:00:20.000 --> 01:00:28.000]  Alex Jones
[01:00:28.000 --> 01:00:29.000]  Hey we're back
[01:00:29.000 --> 01:00:31.000]  Catherine Albrecht here with you
[01:00:31.000 --> 01:00:32.000]  filling in for Alex Jones
[01:00:32.000 --> 01:00:34.000]  he's taken a much needed break
[01:00:34.000 --> 01:00:36.000]  and I wish him all the best
[01:00:36.000 --> 01:00:37.000]  as he takes a deep breath
[01:00:37.000 --> 01:00:38.000]  hope he gets a massage
[01:00:38.000 --> 01:00:43.000]  we were talking about maybe getting him out there for a little shoulder relaxation
[01:00:43.000 --> 01:00:44.000]  you know we all need that
[01:00:44.000 --> 01:00:47.000]  I got to tell you it's hard to be out here on the front lines doing this work
[01:00:47.000 --> 01:00:49.000]  it is difficult every day you know
[01:00:49.000 --> 01:00:52.000]  because it's coming so fast
[01:00:52.000 --> 01:00:53.000]  and so furious
[01:00:53.000 --> 01:00:57.000]  you open up whatever portal you have to news
[01:00:57.000 --> 01:00:58.000]  whether it's Infowars.com
[01:00:58.000 --> 01:01:00.000]  whether it is your email
[01:01:00.000 --> 01:01:02.000]  and emails coming in from friends and colleagues
[01:01:02.000 --> 01:01:04.000]  whether it's the newsletters that you get
[01:01:04.000 --> 01:01:06.000]  whether it's the television that you turn on
[01:01:06.000 --> 01:01:08.000]  however it is that it's coming at you
[01:01:08.000 --> 01:01:11.000]  it's coming at you fast and furious
[01:01:11.000 --> 01:01:12.000]  do you feel it?
[01:01:12.000 --> 01:01:14.000]  I can't even cover
[01:01:14.000 --> 01:01:15.000]  even if I had all day
[01:01:15.000 --> 01:01:17.000]  we've got three hours here on Alex's show
[01:01:17.000 --> 01:01:19.000]  I'm going to be doing two hours
[01:01:19.000 --> 01:01:21.000]  in just a couple hours of my own radio show
[01:01:21.000 --> 01:01:23.000]  and even with that amount of time
[01:01:23.000 --> 01:01:26.000]  there is no possible way that I'm going to get to all the stories
[01:01:26.000 --> 01:01:28.000]  that for one day alone
[01:01:28.000 --> 01:01:30.000]  have come across my desk
[01:01:30.000 --> 01:01:32.000]  it is overwhelming
[01:01:32.000 --> 01:01:33.000]  utterly overwhelming
[01:01:33.000 --> 01:01:35.000]  and so the question then becomes what do we do?
[01:01:35.000 --> 01:01:38.000]  how do we respond to the onslaught
[01:01:38.000 --> 01:01:41.000]  the immense onslaught of all of this stuff happening
[01:01:41.000 --> 01:01:43.000]  the one thing I would advise you
[01:01:43.000 --> 01:01:44.000]  don't get discouraged
[01:01:44.000 --> 01:01:46.000]  I know that's easy to say, right?
[01:01:46.000 --> 01:01:48.000]  but don't get discouraged
[01:01:48.000 --> 01:01:50.000]  because you as one individual
[01:01:50.000 --> 01:01:52.000]  are not going to be able to stop the onslaught
[01:01:52.000 --> 01:01:53.000]  you are not
[01:01:53.000 --> 01:01:55.000]  there are people out there working to inform
[01:01:55.000 --> 01:01:56.000]  educate and fight back
[01:01:56.000 --> 01:01:59.000]  Alex Jones of course being one of the people at the forefront
[01:01:59.000 --> 01:02:01.000]  for well over a decade now
[01:02:01.000 --> 01:02:04.000]  I'm out there fighting the RFID spy chips
[01:02:04.000 --> 01:02:07.000]  we've got other people out there fighting against genetically modified foods
[01:02:07.000 --> 01:02:10.000]  we've got people fighting on many of the battlefronts
[01:02:10.000 --> 01:02:12.000]  but ultimately
[01:02:12.000 --> 01:02:15.000]  one individual person is not going to be able to stop this
[01:02:15.000 --> 01:02:17.000]  so at the end of the day
[01:02:17.000 --> 01:02:18.000]  what are you responsible for?
[01:02:18.000 --> 01:02:20.000]  this is really my question for you
[01:02:20.000 --> 01:02:21.000]  at the end of the day
[01:02:21.000 --> 01:02:23.000]  you're not responsible
[01:02:23.000 --> 01:02:25.000]  if this hideous bill
[01:02:25.000 --> 01:02:27.000]  that I was talking about in the first hour of Alex's show here
[01:02:27.000 --> 01:02:29.000]  this awful bill that would make
[01:02:29.000 --> 01:02:32.000]  mandatory, compulsory
[01:02:32.000 --> 01:02:33.000]  public service
[01:02:33.000 --> 01:02:35.000]  for people ages 18 to 24
[01:02:35.000 --> 01:02:37.000]  if that bill passes
[01:02:37.000 --> 01:02:39.000]  that's not going to be your personal fault
[01:02:39.000 --> 01:02:41.000]  you can't control whether that passes or not
[01:02:41.000 --> 01:02:43.000]  you can make a phone call
[01:02:43.000 --> 01:02:46.000]  you can maybe sign a petition
[01:02:46.000 --> 01:02:48.000]  but ultimately that's going to pass
[01:02:48.000 --> 01:02:49.000]  whether you get involved or not
[01:02:49.000 --> 01:02:51.000]  as much as I hate to say that
[01:02:51.000 --> 01:02:53.000]  the question then becomes
[01:02:53.000 --> 01:02:55.000]  what can you do?
[01:02:55.000 --> 01:02:57.000]  and what are you responsible for?
[01:02:57.000 --> 01:02:59.000]  and I say this maybe as a pep talk even for myself
[01:02:59.000 --> 01:03:01.000]  if we do get to the point
[01:03:01.000 --> 01:03:03.000]  where there are implantable microchips
[01:03:03.000 --> 01:03:05.000]  god forbid because they're really dangerous
[01:03:05.000 --> 01:03:07.000]  check out my website at chipmenot.com
[01:03:07.000 --> 01:03:09.000]  to see how they cause cancer
[01:03:09.000 --> 01:03:11.000]  but even that, even the thing
[01:03:11.000 --> 01:03:13.000]  where I've staked out my own territory
[01:03:13.000 --> 01:03:15.000]  and been fighting against this for 10 years
[01:03:15.000 --> 01:03:17.000]  even if that passes
[01:03:17.000 --> 01:03:19.000]  is it going to be my fault that it passes?
[01:03:19.000 --> 01:03:21.000]  so let me just give you
[01:03:21.000 --> 01:03:23.000]  a little bit of maybe reassurance
[01:03:23.000 --> 01:03:25.000]  that at the end of the day
[01:03:25.000 --> 01:03:27.000]  you are responsible for your own actions
[01:03:27.000 --> 01:03:29.000]  if you sign up your kids
[01:03:29.000 --> 01:03:31.000]  to be implanted with microchips
[01:03:31.000 --> 01:03:33.000]  shame on you, you're going to have to answer for that
[01:03:33.000 --> 01:03:35.000]  if you sign up and actually
[01:03:35.000 --> 01:03:37.000]  support some of these steps
[01:03:37.000 --> 01:03:39.000]  in this direction or you shop at the stores
[01:03:39.000 --> 01:03:41.000]  that are implementing these terrible programs
[01:03:41.000 --> 01:03:43.000]  or you
[01:03:43.000 --> 01:03:45.000]  get rid of cash and you
[01:03:45.000 --> 01:03:47.000]  only use your credit card or you sign up
[01:03:47.000 --> 01:03:49.000]  for all the frequent Shoppers Club cards
[01:03:49.000 --> 01:03:51.000]  then you're contributing to the problem
[01:03:51.000 --> 01:03:53.000]  so while we can't solve the problem
[01:03:53.000 --> 01:03:55.000]  we can certainly remove ourselves
[01:03:55.000 --> 01:03:57.000]  from contributing to it
[01:03:57.000 --> 01:03:59.000]  and this is actually in the book of Revelation in the Bible
[01:03:59.000 --> 01:04:01.000]  there's actually a place where it says
[01:04:01.000 --> 01:04:03.000]  speaking of Babylon
[01:04:03.000 --> 01:04:05.000]  the evil empire of the end
[01:04:05.000 --> 01:04:07.000]  known as Babylon in the Bible
[01:04:07.000 --> 01:04:09.000]  it actually says
[01:04:09.000 --> 01:04:11.000]  come out of her my people
[01:04:11.000 --> 01:04:13.000]  lest you be partakers of her sins
[01:04:13.000 --> 01:04:15.000]  and receive of her plagues
[01:04:15.000 --> 01:04:17.000]  so I believe right now
[01:04:17.000 --> 01:04:19.000]  if I had to look at the number one thing
[01:04:19.000 --> 01:04:21.000]  that we're supposed to do above and beyond anything else
[01:04:21.000 --> 01:04:23.000]  come out, don't participate
[01:04:23.000 --> 01:04:25.000]  don't feed the beast
[01:04:25.000 --> 01:04:27.000]  don't give it your data, don't log on
[01:04:27.000 --> 01:04:29.000]  to Google 50 times a day and say
[01:04:29.000 --> 01:04:31.000]  well right now I'm thinking about this
[01:04:31.000 --> 01:04:33.000]  don't tell him
[01:04:33.000 --> 01:04:35.000]  pull out, remove yourself
[01:04:35.000 --> 01:04:37.000]  step back, don't participate
[01:04:37.000 --> 01:04:39.000]  in Babylon and then
[01:04:39.000 --> 01:04:41.000]  once you've done that, then we can start figuring out
[01:04:41.000 --> 01:04:43.000]  where you can find your particular battleground
[01:04:43.000 --> 01:04:45.000]  and where you can stake your own
[01:04:45.000 --> 01:04:47.000]  spot and defend it
[01:04:47.000 --> 01:04:49.000]  alright, I'm Dr. Kathleen Albrecht filling in
[01:04:49.000 --> 01:04:51.000]  for Alex Jones, when we come back
[01:04:51.000 --> 01:04:53.000]  we'll be joined by Adrian Salbucci
[01:04:53.000 --> 01:04:55.000]  joining us from Buenos Aires, Argentina
[01:04:55.000 --> 01:05:01.000]  right after this
[01:05:25.000 --> 01:05:27.000]  documentary exposes how the continuity
[01:05:27.000 --> 01:05:29.000]  of government program has established an
[01:05:29.000 --> 01:05:31.000]  all powerful shadow state
[01:05:31.000 --> 01:05:33.000]  Police State 4 chronicles the sickening depth
[01:05:33.000 --> 01:05:35.000]  to which our republic has fallen
[01:05:35.000 --> 01:05:37.000]  prepare to enter the secretive world
[01:05:37.000 --> 01:05:39.000]  of emergency dictatorship
[01:05:39.000 --> 01:05:41.000]  body scammers, sound cameras
[01:05:41.000 --> 01:05:43.000]  citizen spies, stage terror
[01:05:43.000 --> 01:05:45.000]  and cameras on every street corner
[01:05:45.000 --> 01:05:47.000]  it's only the beginning of the New World
[01:05:47.000 --> 01:05:49.000]  Order's hellish plan
[01:05:49.000 --> 01:05:51.000]  the police state isn't coming
[01:05:51.000 --> 01:05:53.000]  it's here, secure your copy today
[01:05:53.000 --> 01:05:55.000]  at infowars.com
[01:05:55.000 --> 01:05:57.000]  or see it online in the highest quality
[01:05:57.000 --> 01:06:23.000]  at prisonplanet.tv
[01:06:27.000 --> 01:06:29.000]  it is the only one that does it
[01:06:29.000 --> 01:06:31.000]  and out of the gates
[01:06:31.000 --> 01:06:33.000]  we have it discounted at 10% off
[01:06:33.000 --> 01:06:35.000]  with promo code water
[01:06:35.000 --> 01:06:37.000]  this is the only system that in one unit
[01:06:37.000 --> 01:06:39.000]  helps reduce or remove
[01:06:39.000 --> 01:06:41.000]  pesticides, herbicides
[01:06:41.000 --> 01:06:43.000]  chloramines, ammonia and chlorine
[01:06:43.000 --> 01:06:45.000]  hydrofluorosilicic acid
[01:06:45.000 --> 01:06:47.000]  the most common form of fluoride
[01:06:47.000 --> 01:06:49.000]  not covered by other fluoride filter brands
[01:06:49.000 --> 01:06:51.000]  and sodium hexafluorosilicate
[01:06:51.000 --> 01:06:53.000]  get your Pro Pure
[01:06:53.000 --> 01:06:55.000]  with the new Pro 1 filters today
[01:06:55.000 --> 01:06:57.000]  at infowarsstore.com
[01:06:57.000 --> 01:07:01.000]  or by calling 888-253-3139
[01:07:01.000 --> 01:07:03.000]  If you want an American company
[01:07:03.000 --> 01:07:05.000]  with American products
[01:07:05.000 --> 01:07:07.000]  made by Americans
[01:07:07.000 --> 01:07:09.000]  here is the Cal Ben Soap Company
[01:07:09.000 --> 01:07:11.000]  Alex and his staff have used
[01:07:11.000 --> 01:07:13.000]  these pure soap products for years
