[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[35:01.000 --> 35:11.000]  Remember that? I had that guy on and grilled him and said, you're a liar. We're going to expose your research. Folks went and ferried it out. His research, it was all made up. He lost his tenure.
[35:12.000 --> 35:27.000]  That's the kind of people we're dealing with. Hey, can you own a gun in Chicago? No. Can you own one in New York? No. Can you own one in London? No. Can you own one in Paris? No. Anywhere these people get in control.
[35:27.000 --> 35:37.000]  What's the UN have out front there building in New York? A 357 magnum, dirty Harry style, tied the knot. A civilian gun.
[35:38.000 --> 35:47.000]  Thank God I live in Texas and not New York City where you got to have five padlocks and the crime rates on average five times where it is where I live in Austin, Texas.
[35:47.000 --> 35:59.000]  Because you don't home invade around here because more than half the houses have got guns and you die if you do it. And again, everybody knows this. Everybody who's got a brain knows it.
[36:00.000 --> 36:10.000]  But you see the billboards put up the last 20 years by the Justice Department, saying report illegal guns. And what's it? You've seen the billboards all over the country. And what does it show? A revolver.
[36:10.000 --> 36:21.000]  So that when the carpet cleaners at your house who moved here from New York or whatever and thinks guns are illegal or on all these movies and TV shows, they say the Second Amendment basically not exist.
[36:22.000 --> 36:28.000]  All these cop shows. Oh, you got a gun. You're going to jail all based in New York. The carpet cleaner calls the cops on you.
[36:28.000 --> 36:39.000]  The guy freaked out, saw my gun case for even had kids in my house. I said, what's going on? He goes, oh, you got guns in here. I'm not going to. I said, that's a gun case. Men, those are shotguns and stuff.
[36:40.000 --> 36:49.000]  And he said, I can't do it and starts leaving. And I had a bad feeling and called the carpet cleaner place by an hour later and they said, we stopped him. We understand you're allowed to have guns, but they still acted weird like I was bad.
[36:49.000 --> 37:03.000]  I said, I'll never use you again, you lunatics. This is how they operate. This is the culture, the idea they've created. That's why people open carrying everywhere is freaking out the system because they want to have the idea that guns are illegal.
[37:04.000 --> 37:13.000]  I read articles all the time where people are trying to sell their house and the realtors call the cops when they see a gun case or reloading. Oh, that must be explosives.
[37:13.000 --> 37:19.000]  This is such a, you've got one half the country totally domesticated, cowardly dumbed down.
[37:20.000 --> 37:27.000]  And then you've got those of us that could still skin a buck run a trot line who are seen as the enemy. And we're alien to these people.
[37:30.000 --> 37:32.000]  They think we're bad, ladies and gentlemen.
[37:32.000 --> 37:43.000]  They think we're bad. They think of a family's getting along and daddy's the head of the household that we're sick. They say this in their own textbooks.
[37:44.000 --> 37:51.000]  I've seen University of Texas textbooks where I live in Austin, Texas. I've shown them on air where they call the family a bygone era and a disease.
[37:52.000 --> 37:56.000]  Look it up. It's on a whole bunch of textbooks. You're like, well, that sounds crazy. Yeah, but they're in control.
[37:56.000 --> 38:01.000]  And by the way, I'm sick of calling these people liberals. They're not liberals.
[38:02.000 --> 38:06.000]  They're authoritarians posing as nanny state people that want to take care of you.
[38:07.000 --> 38:15.000]  What they want is to have you as their slaves. And let me stop right there before I get to these clips and Aaron Dyches report in the next segment on your calls.
[38:16.000 --> 38:17.000]  Freedom from war.
[38:17.000 --> 38:28.000]  The United States program for general and complete disarmament in the peaceful world U.S. Department of State. In fact, around here somewhere in our files, we have the original little blue State Department booklets.
[38:29.000 --> 38:41.000]  This is 1961. Just type in State Department Memorandum 7277 and they've got the diagrams. The full scans are online.
[38:41.000 --> 38:48.000]  This is from eat.edu. This is from what is that from Princeton?
[38:49.000 --> 38:59.000]  Go read this and it says the police will be armed. Hey cops, you think you're being given those tasers because it gives you something lower powered on the threat continuum.
[39:00.000 --> 39:02.000]  Read this. They're going to take your guns when they're done.
[39:03.000 --> 39:08.000]  And all you're going to have is a federalized brigade of troops and a local SWAT team that are under them.
[39:08.000 --> 39:16.000]  You notice under these national emergency agreements, the SWAT team and the emergency teams are already federal and already over at the threat fusion centers.
[39:17.000 --> 39:24.000]  In the future, the police aren't going to be able to have guns. Don't believe me? Go read 7277. Send off to the State Department for a booklet of it.
[39:25.000 --> 39:33.000]  This is what's in the Unideer document. This is what's in the UN treaty that I was just reading to you from Forbes.
[39:33.000 --> 39:41.000]  By the way, when they're done disarming the police, they've got graphics and they're showing the build down. That's why they called it build down in 61.
[39:42.000 --> 39:51.000]  You thought that term was new? The build down is once the UN NATO armies built. And guess who the UN Army is going to be? 1961, NATO.
[39:52.000 --> 39:59.000]  People like, oh, NATO will never be the world army. What do they call it now? The world army. Who does it command? Al Qaeda.
[39:59.000 --> 40:05.000]  Oh, you're a new listener. You didn't know NATO is commanding Al Qaeda in Libya, Syria and everywhere else. They use them against the Serbs.
[40:06.000 --> 40:14.000]  This is the real model. They use Al Qaeda to scare everybody to give it up their rights when we're really the target. Get sophisticated folks. Wake up.
[40:15.000 --> 40:19.000]  Here is the Attorney General. And this treaty, they could sign it the next month.
[40:19.000 --> 40:31.000]  Here is the Attorney General talking about how, this is on C-SPAN, how he met with TV heads to brainwash people to be anti-gun. Here it is.
[40:32.000 --> 40:38.000]  We just have to be repetitive about this. It's not enough to simply have a catchy ad on a Monday and then only do it every Monday.
[40:39.000 --> 40:45.000]  We need to do this every day of the week and just really brainwash people into thinking about guns in a vastly different way.
[40:45.000 --> 40:49.000]  Brainwash people into thinking about guns. Brainwash people.
[40:50.000 --> 40:56.000]  That's enough. The full clip song line is like a 30-minute C-SPAN clip and he goes on to say we've got to have anti-gun messages on TV everywhere.
[40:57.000 --> 41:10.000]  Not anti-criminals with guns. Anti-citizens. That's why cops move up the chain really fast. Ask any cop if they throw the book at a law-abiding citizen with their guns, catching them in some little thing.
[41:10.000 --> 41:20.000]  Let's go out to break with ABC News' gun confiscation Katrina. And remember, we have declassified Army training manuals for this year.
[41:21.000 --> 41:28.000]  Going back to 06 for gun confiscation. Look it up. Army manual for gun confiscation. Look it up. It's public.
[41:29.000 --> 41:33.000]  Not 29 palms, not a survey. They're training to take your guns in cordon cities.
[41:33.000 --> 41:43.000]  In the U.S. this is treason. Is the military bad? No. Those trying to use them as a weapon against our republic and our God-given rights that our forebearers fought hard for.
[41:44.000 --> 41:50.000]  That's treason. But take you out to break with the gun confiscation. We're going to come back. Remember this. High and dry homes. Here it is.
[41:51.000 --> 42:01.000]  That includes New Orleans where today authorities stepped up their efforts to empty the city. Bob Woodruff is there again tonight with an extraordinary human drama unfolding. Bob?
[42:01.000 --> 42:14.000]  That's true, Elizabeth. And good evening from New Orleans. Here the police and the National Guard find themselves in a very difficult position tonight to try to carry out an order to force people from the city without actually using force.
[42:15.000 --> 42:22.000]  Today in New Orleans, they got a lot tougher on the holdouts.
[42:22.000 --> 42:37.000]  We're going to come back. And this is how the Psyop works on all the newscasts. We're going to come back and play it. It's very informative. They say we don't use force and then it shows them grabbing people out of mansions, putting handcuffs on them, slamming them down and then stealing all their guns.
[42:38.000 --> 42:46.000]  And then they talk about killing Americans. The troops are like, yeah, you got to kill Americans. That's coming up. Regular big army.
[42:46.000 --> 42:56.000]  But, I mean, now it's public. The Secretary of the Army said two months ago in Council on Farm Relations, they're going to put brigades in every city to pull triggers on citizens.
[43:16.000 --> 43:27.000]  This includes 20 varieties of pure, hardy, easy to grow heirloom seeds. Yes, only $37.95. That's 70% less than our competitors. You could buy three survival seed vaults for less than one of theirs.
[43:28.000 --> 43:36.000]  The survival seed vault from mypatriotsupply.com includes detailed planting and seed saving instructions and ship same day. Plus all orders over $49 ship free.
[43:36.000 --> 43:46.000]  Mypatriotsupply.com is American owned by patriots like you. Passionate about freedom and preparedness. Call now 866-2290-927.
[43:47.000 --> 43:59.000]  That's 866-2290-927. Or discover more emergency preparedness items when you order at mypatriotsupply.com. Choose the original. Choose the survival seed vault at mypatriotsupply.com.
[43:59.000 --> 44:07.000]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die? Start purifying your water with ProPure.
[44:08.000 --> 44:16.000]  My friends, I've done a lot of research and the best gravity filter out there, Bar Nun, is ProPure and it's available discounted at infowars.com.
[44:17.000 --> 44:23.000]  Its filters are silver and pregnant to prevent bacterial growth. There's no priming required. It's NSF 42 certified.
[44:23.000 --> 44:33.000]  Optional fluoride filters can reduce fluoride up to 95%. Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells.
[44:34.000 --> 44:40.000]  This filter system leaves in beneficial minerals which is key. Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[44:41.000 --> 44:48.000]  ProPure is the best gravity fed filter out there. It's what my family uses. Infowars.com already has the lowest price on ProPure.
[44:48.000 --> 44:58.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com. You can also call to order 888-253-3139.
[44:59.000 --> 45:03.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[45:04.000 --> 45:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[45:09.000 --> 45:13.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[45:13.000 --> 45:19.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[45:20.000 --> 45:23.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[45:24.000 --> 45:27.000]  And now, new socialist legislation is only compounding the problem.
[45:28.000 --> 45:30.000]  Number four, dangerous weather is always a threat to local grids.
[45:31.000 --> 45:34.000]  Every year, thousands of families lose their power from weather related onages.
[45:35.000 --> 45:39.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[45:39.000 --> 45:44.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[45:45.000 --> 45:50.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[45:51.000 --> 45:58.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[45:58.000 --> 46:08.000]  If you want an American company with American products made by Americans, here is the Calben Soap Company.
[46:09.000 --> 46:12.000]  Alex and his staff have used these pure soap products for years.
[46:13.000 --> 46:19.000]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[46:19.000 --> 46:28.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[46:29.000 --> 46:34.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[46:35.000 --> 46:39.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[46:40.000 --> 46:46.000]  This is an amazing deal. You can save thousands of dollars and you will love the way real soap makes you feel.
[46:46.000 --> 46:54.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[47:16.000 --> 47:43.000]  All right, I'm going to continue ranting about this takeover here and then we're going to go to your calls in the next hour if you'd like to get queued up.
[47:43.000 --> 47:53.000]  We'd love to hear from you. The weekend number, it's different than the weekday number is 877-789-ALEX-877-789-ALEX.
[47:54.000 --> 47:58.000]  And there's this whole other dimension to this and that's what Aaron Dyches' report gets into at the end.
[47:59.000 --> 48:07.000]  Fast and Furious Staged to Pass UN Treaty is a key article that's been linked up at the top of infowars.com.
[48:07.000 --> 48:20.000]  There's a video report I filed on that. There's a detailed report that has all the clips, the documents, the statements by Aaron Dyches titled Emergency Alert UN Set to Ban Civilian Gun Ownership.
[48:21.000 --> 48:31.000]  Both of those are up on the site right now. Plus, Jews the preservation of firearms ownership, we've mirrored the great Aaron Zelman's research that I quite frankly think is conservative in the numbers.
[48:31.000 --> 48:38.000]  Of government killing over 260 million people, University of Hawaii confirms that number.
[48:39.000 --> 48:47.000]  Under demo side, after guns were registered and confiscated and in many of these massacres, it was the UN that did it.
[48:48.000 --> 48:56.000]  So go up to infowars.com in the featured news area, get those videos and those articles and email them out to everybody you know right now.
[48:56.000 --> 49:02.000]  You didn't think government takeover of healthcare would happen and there wasn't death panels in it. Now they admit it.
[49:03.000 --> 49:07.000]  They're going to phase it in over the next couple years. People didn't believe any of this would happen.
[49:08.000 --> 49:23.000]  People didn't believe when I told you two years ago Obama was shipping guns into Mexico and hand grenades to drug gangs so they could blame the Second Amendment and try to get a UN treaty passed so that Mexico could sue the U.S. at the UN over guns.
[49:23.000 --> 49:27.000]  By the way, you know they did that as part of that larger immigrant lawsuit.
[49:28.000 --> 49:36.000]  This is an international program to get us onto a treaty because the courts found that they didn't have any standing on executions, guns, any of it.
[49:37.000 --> 49:44.000]  So now when we sign this treaty, Mexico can go to the UN to try to force us to do something. See, this is what this is all about.
[49:44.000 --> 49:52.000]  And meanwhile the State Department's own memorandum which means it's U.S. policy 7277 that I just mentioned.
[49:53.000 --> 50:04.000]  State Department memorandum 7277. Notice I keep saying that. It's time to put down the remote miss a football game or whatever's on right now.
[50:04.000 --> 50:13.000]  What do they have in the middle of the summer? Baseball? It's time to put down the remote folks or it's all going out the window.
[50:14.000 --> 50:15.000]  You lose the liberty, you lose the prosperity.
[50:18.000 --> 50:26.000]  So let's finish up this report because when I reported for two weeks during Katrina they were confiscating guns with firefighters and witnesses that were there.
[50:26.000 --> 50:33.000]  People didn't believe it. They kept people from going into New Orleans and getting their mothers and people out of nursing homes and they died.
[50:34.000 --> 50:41.000]  Including the St. Bernard Parish sheriff was ordered by the feds not to save his mother and told the story on CBS News.
[50:42.000 --> 50:45.000]  Day one, yeah, mama, I'm coming to get you as soon as they let me. Day two, mama, I'm coming to get you.
[50:46.000 --> 50:52.000]  Day three, he starts crying. Her cell phone goes day five. He gets there six days later because the feds let him go to his mama.
[50:52.000 --> 50:58.000]  This is the sheriff in his county and she was dead in there with two feet of water up to her stretcher.
[50:59.000 --> 51:04.000]  Let me tell you, my mother is in a nursing home and some butt toothed fed. I mean, this is how pathetic we are.
[51:05.000 --> 51:13.000]  It's like it's North Korea. They said go out and cry for Kim Jong-il. We'd go out and do it. I mean, it's ridiculous what we've become as a country.
[51:13.000 --> 51:22.000]  And the feds wouldn't let people walk out. They blocked it. They use it as a siege development, as a siege drill of New Orleans.
[51:23.000 --> 51:31.000]  And why? Because it's what's in the Army manuals. We now have the Army manual they were using in 95, 96. We have the new manual.
[51:32.000 --> 51:39.000]  It's got gun confiscation in it. We covered that a week ago. The Army isn't even hiding this.
[51:39.000 --> 51:51.000]  Do you understand? We've got to say no to all this. The government is run by Chicago mafia that shipped guns into Mexico to blame the Second Amendment
[51:52.000 --> 51:57.000]  and got caught with the memos saying they were going to blame the Second Amendment and ban all semi-autos.
[51:58.000 --> 52:04.000]  That's a false flag stage terror attack, frame up, self-inflicted wound, inside job. You may have heard me talk about those.
[52:04.000 --> 52:09.000]  It's dirty government's favorite trick. That's why you never give up liberty for security.
[52:10.000 --> 52:19.000]  Because the minute you say you'll give up liberty and be a slave for security, those that want you to be a slave are going to start staging stuff to take your rights and pose as your savior.
[52:20.000 --> 52:23.000]  It is elementary, my dear Watson.
[52:23.000 --> 52:36.000]  And again, I just read to you from Forbes, not Alex Jones, even though we have our own detailed analysis.
[52:37.000 --> 52:44.000]  I just read to you where they admitted registration and banning of U.S. guns. That's what it really entails.
[52:45.000 --> 52:49.000]  And it's got the classic U.N. proviso that, oh, but we won't do this unless we want to get rid of it.
[52:49.000 --> 52:55.000]  How about the NDAA to secretly kill U.S. citizens, secretly torture disappearists? Obama first said he didn't want it.
[52:56.000 --> 52:59.000]  Then it turned out he wrote it. Then he said he wouldn't sign it. Then he did sign it.
[53:00.000 --> 53:04.000]  It turned out he demanded it be written because his, and notice Mitt Romney won't oppose him.
[53:05.000 --> 53:15.000]  You've got the Chicago gun-running mafia giving billions to energy companies and fraud, giving waivers to all their friends on health care and carbon taxes, open criminality at every level.
[53:15.000 --> 53:20.000]  Rahm Emanuel, all of this known filth, weatherman terrorist, all of it.
[53:21.000 --> 53:26.000]  Couldn't be more of a joke. The bankers have hired just a league of crooks to run their takeover.
[53:27.000 --> 53:33.000]  And the feds have got the central control. They're looting the treasury, bankrupting us, robbing us seven ways from Sunday.
[53:34.000 --> 53:40.000]  But we've still got guns and a basic culture of liberty. So these two things are existing in a paradox to each other.
[53:40.000 --> 53:53.000]  And Mitt Romney, who's certainly no angel and who I'm not supporting, you know, bank capital, he used to basically own and control, gave double the money to Obama they've given to him.
[53:54.000 --> 54:02.000]  When Obama comes out and calls him a criminal saying he still controlled bank capital when he left in 99, which is true to a certain extent.
[54:02.000 --> 54:09.000]  That's like saying Martha Stewart to prison for insider trading, but not, you know, Bernie Madoff or Ken Lay or something like that.
[54:10.000 --> 54:12.000]  And they're talking about how he's a crook.
[54:13.000 --> 54:19.000]  Meanwhile, Romney won't even hardly defend himself and won't even talk about fast and furious.
[54:20.000 --> 54:26.000]  And now says, well, the Supreme Court has ruled on health care. He's bought and paid for by the same people.
[54:26.000 --> 54:32.000]  And if they tell Mittens Romney to take a dive, he will. It's like a Don King boxing match.
[54:33.000 --> 54:43.000]  Now let me go to Katrina is remember the people running this government and the people running the UN have called for total civilian gun bans at nauseam.
[54:44.000 --> 54:46.000]  The quotes, the statements, the video clips, they're everywhere.
[54:46.000 --> 54:55.000]  And the first time they get a chance when a city's in trouble, they blockade from the hundreds of police departments and fire departments that wanted the Coast Guard wasn't allowed in.
[54:56.000 --> 55:00.000]  Walmart wasn't allowed in. Remember, and what they do, they ran into high and dry areas.
[55:01.000 --> 55:11.000]  Some of those houses look like $10 million houses. If you watch the video and took their guns, took their guns, took their guns, blew their safe doors and stole them.
[55:11.000 --> 55:15.000]  Listen to this ABC report. Here it is from where it was. Play it.
[55:19.000 --> 55:22.000]  Today in New Orleans, they got a lot tougher on the holdouts.
[55:23.000 --> 55:24.000]  Police Department in your home.
[55:25.000 --> 55:28.000]  Not only the flooded areas, but New Orleans driest and wealthiest neighborhoods too.
[55:30.000 --> 55:31.000]  Police Department.
[55:32.000 --> 55:37.000]  The police and National Guard going street by street, house to house.
[55:37.000 --> 55:43.000]  We need to make sure too that when we knock the doors, people usually need to make note, call it out.
[55:44.000 --> 55:48.000]  They say there are no orders to use force, just strong persuasion.
[55:49.000 --> 55:55.000]  Sometimes entering open houses with guns drawn and instructions to disarm anyone inside.
[55:56.000 --> 55:57.000]  You say guns will be taken.
[55:58.000 --> 56:00.000]  No one will be able to be armed. We will take all weapons.
[56:00.000 --> 56:06.000]  That happened today in this wealthy neighborhood where homeowners had armed themselves to protect their mansions.
[56:07.000 --> 56:13.000]  Residents were handcuffed on the ground. In the end, police took their weapons but let them stay in their homes.
[56:14.000 --> 56:17.000]  They were a little bit threatened because our weapons were bigger than their weapons.
[56:18.000 --> 56:23.000]  For many of the police and guard troops, it is an uncomfortable job to do this in an American city.
[56:23.000 --> 56:31.000]  This guard unit occupied a church using it as a base camp. They had to leave a note because they could not get hold of the pastor to get permission.
[56:32.000 --> 56:37.000]  It is, it is surreal. You just never, you never expect to do this in your own country.
[56:38.000 --> 56:42.000]  Chris Montgomery says he'd rather be in Iraq than patrolling American neighborhoods.
[56:43.000 --> 56:47.000]  Walking up and down these streets, you don't, you don't want to think about the stuff that you're gonna have to do.
[56:48.000 --> 56:49.000]  Somebody pops around the corner.
[56:50.000 --> 56:51.000]  Let me shoot an American.
[56:51.000 --> 56:52.000]  Yeah.
[56:53.000 --> 56:55.000]  Now let's talk about what was really going on there.
[56:56.000 --> 57:00.000]  The police department had their communications jammed by FEMA as the storm hit.
[57:01.000 --> 57:06.000]  There is evidence that some criminal elements did blow levies. I've been there to investigate it myself.
[57:07.000 --> 57:12.000]  It wasn't the first time the feds have blown the levies. They've done it before to protect the rich areas, back in the famous flood of the 20s.
[57:12.000 --> 57:20.000]  And then the other cops were busy robbing wall march and jewelry stores and homes and the military got into it as well.
[57:21.000 --> 57:27.000]  I've interviewed firefighters that were there. The military wasn't as bad as the police or the feds, but raping of women, robbing, looting.
[57:28.000 --> 57:35.000]  So that's what you can look for in an emergency is the feds kicking down your door and demanding sex with your wife if you want out of the city.
[57:35.000 --> 57:41.000]  And the sheriff sat there while his mother died and wouldn't come savor because the feds said so.
[57:42.000 --> 57:46.000]  Should have clapped them all in irons. These are the people that want your guns. Make no mistake.
[57:50.000 --> 57:55.000]  Let me ask you a question. What does freedom mean to you? The freedom to choose, the freedom to vote, the freedom to worship.
[57:56.000 --> 57:57.000]  How about the freedom to take control of your own future?
[57:58.000 --> 58:03.000]  My friends, they eat foods direct or celebrating freedom this month while helping you take control of your greatest dependency food.
[58:03.000 --> 58:10.000]  Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[58:11.000 --> 58:14.000]  The Patriot Pack is a 30-day supply of e-foods quick fix, easy to store food.
[58:15.000 --> 58:19.000]  For example, purchase a one-year supplying at five Patriot Packs, which is five months of food free.
[58:20.000 --> 58:23.000]  Use the extra food for everyday use and save hundreds off your grocery bill.
[58:24.000 --> 58:28.000]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[58:28.000 --> 58:35.000]  Call 800-409-5633 or go to e-foodsdirect.com.au and get your free Patriot Pack with purchase.
[58:36.000 --> 58:40.000]  Operators are standing by call 800-409-5633 or e-foodsdirect.com.au.
[58:41.000 --> 58:44.000]  E-foods is so affordable, the more you store and eat the more you save.
[58:45.000 --> 58:49.000]  Go to e-foodsdirect.com.au or call 800-409-5633 right now.
[58:50.000 --> 58:55.000]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die?
[58:55.000 --> 58:57.000]  Start purifying your water with ProPure.
[58:58.000 --> 59:03.000]  My friends, I've done a lot of research and the best gravity filter out there, Bar Nun, is ProPure.
[59:04.000 --> 59:06.000]  And it's available discounted at infowars.com.
[59:07.000 --> 59:10.000]  Its filters are silver and pregnant to prevent bacterial growth.
[59:11.000 --> 59:12.000]  There's no priming required.
[59:13.000 --> 59:14.000]  It's NSF-42 certified.
[59:15.000 --> 59:17.000]  Optional fluoride filters can reduce fluoride up to 95%.
[59:18.000 --> 59:19.000]  Easy to set up and use.
[59:20.000 --> 59:21.000]  Doesn't require electricity.
[59:21.000 --> 59:24.000]  Purify water from lake streams, ponds and wells.
[59:25.000 --> 59:27.000]  This filter system leaves in beneficial minerals, which is key.
[59:28.000 --> 59:31.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[59:32.000 --> 59:34.000]  ProPure is the best gravity-fed filter out there.
[59:35.000 --> 59:36.000]  It's what my family uses.
[59:37.000 --> 59:39.000]  Infowars.com already has the lowest price on ProPure.
[59:40.000 --> 59:44.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[59:44.000 --> 59:50.000]  You can also call to order 888-253-3139.
[59:51.000 --> 59:54.000]  Coast to coast, direct from Austin.
[59:55.000 --> 59:58.000]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.000 --> 01:00:07.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[01:00:07.000 --> 01:00:13.000]  It's Alex Jones and the GCN Radio Network.
[01:00:20.000 --> 01:00:22.000]  We just joined as we're talking about the UN Treaty.
[01:00:23.000 --> 01:00:26.000]  We began registering and, of course, disarming the American people.
[01:00:28.000 --> 01:00:33.000]  In Katrina, we saw gun confiscation for up to 100 miles away from even New Orleans.
[01:00:33.000 --> 01:00:37.000]  They go into rural, high and dry areas and just rob everybody.
[01:00:38.000 --> 01:00:40.000]  The FBI leading the military.
[01:00:42.000 --> 01:00:47.000]  And I talked to a lot of people that were there from the Coast Guard and fire departments.
[01:00:48.000 --> 01:00:52.000]  And it was only the fire departments in Coast Guard that were not demanding sexual favors.
[01:00:53.000 --> 01:00:58.000]  Can you imagine with people that have had power off for days and needing to get out and you want to have sex with them?
[01:00:58.000 --> 01:01:02.000]  I mean, I can't imagine trying to force it on somebody to begin with.
[01:01:03.000 --> 01:01:05.000]  I thought the whole point was that they were excited about it.
[01:01:06.000 --> 01:01:07.000]  I guess I'm just old-fashioned.
[01:01:08.000 --> 01:01:10.000]  But, I mean, in that type of situation.
[01:01:11.000 --> 01:01:16.000]  And then, by the way, it's hard to find, but it's the sheriff of that parish.
[01:01:17.000 --> 01:01:18.000]  We've had it before.
[01:01:20.000 --> 01:01:23.000]  I think it's something like Sheriff talks about FEMA sabotage.
[01:01:24.000 --> 01:01:25.000]  CBS News, it's a video.
[01:01:25.000 --> 01:01:27.000]  And he talks about it for five days.
[01:01:27.000 --> 01:01:29.000]  They wouldn't let him go get his mother out of the nursing home.
[01:01:30.000 --> 01:01:31.000]  And that's his county, his jurisdiction.
[01:01:32.000 --> 01:01:34.000]  I mean, my mother is stuck inside.
[01:01:35.000 --> 01:01:36.000]  I'm going to try to get there.
[01:01:36.000 --> 01:01:37.000]  And I'm sorry.
[01:01:37.000 --> 01:01:38.000]  Everybody tries to stop me.
[01:01:38.000 --> 01:01:39.000]  I'm going to have a big problem.
[01:01:42.000 --> 01:01:43.000]  It didn't matter.
[01:01:43.000 --> 01:01:45.000]  The police and military were all busy looting and stuff.
[01:01:45.000 --> 01:01:47.000]  I would have just taken a boat down the waterway.
[01:01:47.000 --> 01:01:48.000]  Somebody tried to stop me.
[01:01:49.000 --> 01:01:50.000]  I would say, hey, I'm going to get my mother.
[01:01:50.000 --> 01:01:52.000]  If they tried to stop me, of course, I'd be known as a terrorist.
[01:01:52.000 --> 01:01:55.000]  By the way, families tried to walk out on the highways.
[01:01:55.000 --> 01:01:56.000]  They would be a machine gun.
[01:01:57.000 --> 01:01:58.000]  We told you about that at the time.
[01:01:58.000 --> 01:01:59.000]  That was later confirmed.
[01:01:59.000 --> 01:02:01.000]  This is all that's going to happen during the disasters.
[01:02:01.000 --> 01:02:02.000]  They're going to come kill you.
[01:02:03.000 --> 01:02:04.000]  And people are running around.
[01:02:05.000 --> 01:02:08.000]  First, they were denying that our story was real that went nationwide
[01:02:09.000 --> 01:02:11.000]  because of info wars.com and drudgerport.com.
[01:02:12.000 --> 01:02:13.000]  It was in CBS local news.
[01:02:14.000 --> 01:02:20.000]  The military flying around doing bug spraying in Florida with C-130s at about 150, 200 feet.
[01:02:20.000 --> 01:02:23.000]  And the Psyops hit the site and said we were lying.
[01:02:23.000 --> 01:02:27.000]  It wasn't true with links to CBS, the Air Force and the army admitting it.
[01:02:28.000 --> 01:02:30.000]  And then the Psyops was, well, the army can do a better job.
[01:02:31.000 --> 01:02:35.000]  The army isn't supposed to be running DWI checkpoints and JAWS a life and all this.
[01:02:36.000 --> 01:02:41.000]  And the army admits in the army times four years ago, it's a Psyop to acclimate people.
[01:02:42.000 --> 01:02:45.000]  The childlike brains of the general public.
[01:02:45.000 --> 01:02:47.000]  And then I get emails or not even emails.
[01:02:47.000 --> 01:02:51.000]  I read emails that come into other guys, but comments, things I see in their life.
[01:02:52.000 --> 01:02:53.000]  Alex, don't bash our military.
[01:02:54.000 --> 01:02:57.000]  The military itself has a lot of good people in it.
[01:02:58.000 --> 01:03:05.000]  I'm going to go to break and come back and go to Marty, Tommy, Bobby, Frank, CJ, Scott, George, Roger, Lloyds, Tim, Victor, James,
[01:03:06.000 --> 01:03:08.000]  but have your point ready because I'm going to try to shut up and go to you.
[01:03:09.000 --> 01:03:10.000]  Then I've got Aaron Dyke's report.
[01:03:10.000 --> 01:03:11.000]  I'm going to play parts of an analyze here.
[01:03:11.000 --> 01:03:16.000]  My point is that's why the Germans did what they did because they kept saying, we'll support the military.
[01:03:17.000 --> 01:03:19.000]  Yeah, but I don't support Hitler and what he has them doing.
[01:03:20.000 --> 01:03:21.000]  Well, you better get behind the troops.
[01:03:22.000 --> 01:03:26.000]  Really, the troops would have been a better, a lot better off if that never would have happened.
[01:03:27.000 --> 01:03:30.000]  It's such a mindless argument that they use my support to troops.
[01:03:31.000 --> 01:03:32.000]  Really, they're not my troops.
[01:03:32.000 --> 01:03:36.000]  They work for the new world order now and most of the troops know that I'm sick of it.
[01:03:37.000 --> 01:03:39.000]  And look, this is a real takeover folks.
[01:03:39.000 --> 01:03:46.000]  We got some bold criminals running things that have stolen more than $35 trillion out of the Treasury in the last five years.
[01:03:47.000 --> 01:03:48.000]  Bipartisan.
[01:03:49.000 --> 01:03:51.000]  This isn't about Mitt Romney, Barack Obama.
