whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:59:07.000 --> 00:59:14.000]   It can indeed travel electronically through this wire right here, into the soundboard.
[00:59:14.000 --> 00:59:21.000]   That sound then goes out through other wires, carrying the coronavirus, sends out two satellites,
[00:59:21.000 --> 00:59:28.000]   that then get picked up by your local stations and your internet feed, and then is broadcast to you.
[00:59:28.000 --> 00:59:33.000]   But if you tune in and you can hear the sound of my voice, I've just given you the coronavirus.
[00:59:33.000 --> 00:59:35.000]   And you're dead.
[00:59:36.000 --> 00:59:39.000]   So, I would start planning accordingly.
[00:59:39.000 --> 00:59:42.000]   Get your will straightened out.
[00:59:42.000 --> 00:59:45.000]   Delete your internet browsing history.
[00:59:45.000 --> 00:59:48.000]   Tell your friends, your family, you love them.
[00:59:48.000 --> 00:59:52.000]   Because I'm murdering everybody with coronavirus.
[00:59:52.000 --> 00:59:55.000]   That's what now I've decided to do.
[00:59:55.000 --> 00:59:59.000]   I've decided to just come out, and I'm just going to come clean, folks.
[00:59:59.000 --> 01:00:04.000]   I was chosen by the Illuminati to be the super spreader of coronavirus.
[01:00:04.000 --> 01:00:06.000]   That was my job.
[01:00:06.000 --> 01:00:08.000]   And I've now completed my mission.
[01:00:08.000 --> 01:00:11.000]   And so, Alex, if you're wondering why I'm kind of, you know, droning around,
[01:00:11.000 --> 01:00:13.000]   it's because my mission is complete, Alex.
[01:00:13.000 --> 01:00:15.000]   I spread the coronavirus. You're all dead.
[01:00:15.000 --> 01:00:20.000]   So, it doesn't matter if you shelter in place or social distance or wear a mask.
[01:00:20.000 --> 01:00:23.000]   I already killed you deader than a hammer.
[01:00:23.000 --> 01:00:25.000]   You've already got the COVID-19.
[01:00:25.000 --> 01:00:27.000]   You're dead.
[01:00:27.000 --> 01:00:29.000]   And here's the thing.
[01:00:29.000 --> 01:00:34.000]   If you have any ancestors or children or you think that you're going to live past this and survive,
[01:00:34.000 --> 01:00:37.000]   I'm already developing the COVID-20.
[01:00:37.000 --> 01:00:41.000]   I've already got plans for COVID-21 and -22.
[01:00:41.000 --> 01:00:43.000]   You'll never escape me.
[01:00:43.000 --> 01:00:45.000]   I'm the super spreader.
[01:00:45.000 --> 01:00:50.000]   You know how many hands I've shaken? I coughed on an airplane.
[01:00:50.000 --> 01:00:56.000]   I even scratched-- I was sitting on an airplane,
[01:00:56.000 --> 01:01:00.000]   and I said, "I have an itch on my nose.
[01:01:00.000 --> 01:01:05.000]   If I scratch it, I'll pick up the coronavirus, and then I'll give it to the next person."
[01:01:05.000 --> 01:01:08.000]   And you know what I did? I scratched my nose.
[01:01:08.000 --> 01:01:11.000]   I went like this, right there on the airplane.
[01:01:11.000 --> 01:01:17.000]   And then I even dared to talk to the flight attendant.
[01:01:17.000 --> 01:01:20.000]   I said, "The flight attendant, would you like anything to drink?"
[01:01:20.000 --> 01:01:23.000]   I said, "I'll take a water." Boom! Just gave her corona.
[01:01:25.000 --> 01:01:27.000]   So there it is, ladies and gentlemen.
[01:01:27.000 --> 01:01:29.000]   There's really nothing else to do or say.
[01:01:29.000 --> 01:01:32.000]   Just accept that these are your final hours.
[01:01:32.000 --> 01:01:36.000]   Accept that you're dead. Accept that coronavirus is your new king.
[01:01:36.000 --> 01:01:40.000]   And just pray to Bill Gates that he can come up with a vaccine to save you.
[01:01:40.000 --> 01:01:42.000]   But he can't. He can't.
[01:01:42.000 --> 01:01:44.000]   Because I'll come find you.
[01:01:44.000 --> 01:01:47.000]   I'll come find you with my COVID-20 or -21, and I'll kill you with that.
[01:01:47.000 --> 01:01:51.000]   So I'm a mass murderer killing people with coronavirus, and I'm happy about it.
[01:01:51.000 --> 01:01:55.000]   Now it's official. The United Nations came out yesterday and said,
[01:01:55.000 --> 01:01:58.000]   "The COVID emergency will last five years."
[01:01:58.000 --> 01:02:02.000]   And the UK government said, "You must all carry cell phones outside,
[01:02:02.000 --> 01:02:06.000]   or you'll be arrested because we have to track your social distancing,
[01:02:06.000 --> 01:02:10.000]   and you're only allowed to have a list of ten people that you visit,
[01:02:10.000 --> 01:02:14.000]   and if you go outside that list of ten, you'll be permanently detained."
[01:02:14.000 --> 01:02:18.000]   Yes, ladies and gentlemen, this is the new world order,
[01:02:18.000 --> 01:02:22.000]   where they let the criminals out of jail, the rapists, the child molesters, the murderers,
[01:02:22.000 --> 01:02:26.000]   and where you are now non-essential and a prisoner.
[01:02:26.000 --> 01:02:31.000]   From the beginning of my research, it was clear the globalists are an authoritarian, anti-human group.
[01:02:31.000 --> 01:02:37.000]   They have to put this electronic straitjacket on us before they carry out their endgame,
[01:02:37.000 --> 01:02:39.000]   which is global depopulation.
[01:02:39.000 --> 01:02:43.000]   So you see, submitting to them is death.
[01:02:43.000 --> 01:02:47.000]   The only way to stop them is to expose them, to hate their guts,
[01:02:47.000 --> 01:02:50.000]   and realize they are humanity's mortal enemy.
[01:02:50.000 --> 01:02:52.000]   Wake up or die.
[01:02:52.000 --> 01:03:03.000]   You've found it, the tip of the spear.
[01:03:03.000 --> 01:03:09.000]   It is the Alex Jones Show with Owen Schroer.
[01:03:09.000 --> 01:03:12.000]   So at this point, you're probably asking yourself,
[01:03:12.000 --> 01:03:19.000]   "How can Schroer spread the coronavirus to tens of millions of people, killing numerous amounts?"
[01:03:19.000 --> 01:03:24.000]   But how can he still survive? How is he still alive to even be the super spreader?
[01:03:24.000 --> 01:03:31.000]   Well, ladies and gentlemen, I can tell you it's because of the supplements at Infowarsstore.com.
[01:03:31.000 --> 01:03:37.000]   Basically, it turned me into a superhuman so that I can take a COVID-39 if I needed to.
[01:03:37.000 --> 01:03:42.000]   I mean, I could take a COVID coronavirus infinity and probably still survive
[01:03:42.000 --> 01:03:45.000]   because of all the supplements at Infowarsstore.com.
[01:03:45.000 --> 01:03:48.000]   But that's how I'm able to be the super spreader.
[01:03:48.000 --> 01:03:52.000]   Now, I have already been selected by the Illuminati to be the super spreader,
[01:03:52.000 --> 01:03:54.000]   so you'll never be able to do that.
[01:03:54.000 --> 01:03:57.000]   So don't even think that that's in the cards for you.
[01:03:57.000 --> 01:04:03.000]   But if you want to try to be as healthy as me,
[01:04:03.000 --> 01:04:08.000]   you can go to Infowarsstore.com and you can take advantage of these supplements' sales,
[01:04:08.000 --> 01:04:13.000]   like 50% off Ultimate Krill Oil, 50% off Survival Shield X2.
[01:04:13.000 --> 01:04:15.000]   This is the final day for this, by the way.
[01:04:15.000 --> 01:04:21.000]   35% off Super Male Vitality, 50% off Emrix Essentials Hand Sanitizer.
[01:04:21.000 --> 01:04:26.000]   Hold on, wait a second. What? $100 off the Alexa Pure Breeze?
[01:04:26.000 --> 01:04:28.000]   No, no, I can't market that.
[01:04:28.000 --> 01:04:31.000]   The Alexa Pure Breeze, that filters your air that you breathe.
[01:04:31.000 --> 01:04:35.000]   That's like, you know, if I come into your house and I cough,
[01:04:35.000 --> 01:04:39.000]   and I get the corona spread into your house and the Alexa Pure Breeze sucks it in,
[01:04:39.000 --> 01:04:42.000]   then I just-- that defeats my purpose.
[01:04:42.000 --> 01:04:44.000]   I can't be having that.
[01:04:44.000 --> 01:04:49.000]   But the Alexa Pure Breeze is $100 off right now at Infowarsstore.com.
[01:04:49.000 --> 01:04:55.000]   DNA Force Plus, flagship, elite supplement, 50% off Living Defense Plus,
[01:04:55.000 --> 01:04:57.000]   the great probiotic, 50% off.
[01:04:59.000 --> 01:05:02.000]   And, you know, we do have the Infowars mask for sale right here.
[01:05:02.000 --> 01:05:08.000]   It is at Infowarsstore.com, but I'll find a way.
[01:05:08.000 --> 01:05:11.000]   I'll find a way. See, like, you're wearing your mask like this.
[01:05:11.000 --> 01:05:18.000]   Do you wear it with the nose off or up? I don't even know how to wear it properly.
[01:05:18.000 --> 01:05:20.000]   I'm a super spreader, so I don't wear the mask.
[01:05:20.000 --> 01:05:23.000]   But we do have the mask.
[01:05:23.000 --> 01:05:26.000]   It's not going to stop me from spreading it to you, though.
[01:05:26.000 --> 01:05:30.000]   Vaso Beat, 40% off right now, the great beet supplement.
[01:05:30.000 --> 01:05:32.000]   I mean, you can do the research about beets, folks.
[01:05:32.000 --> 01:05:35.000]   It's very powerful, that supplement, 40% off.
[01:05:35.000 --> 01:05:39.000]   Real Red Pill, Real Red Pill Plus, 50% off.
[01:05:39.000 --> 01:05:44.000]   And if you want to know how I was able to infect so many people with coronavirus
[01:05:44.000 --> 01:05:48.000]   in such a short period of time, that's because I drink the Turbo Force
[01:05:48.000 --> 01:05:50.000]   from Infowarsstore.com.
[01:05:50.000 --> 01:05:54.000]   So I can be spreading a viral disease 24 hours a day
[01:05:54.000 --> 01:05:59.000]   thanks to the supplement Turbo Force at Infowarsstore.com,
[01:05:59.000 --> 01:06:03.000]   which is currently 40% off.
[01:06:03.000 --> 01:06:07.000]   And so there you go. Now look, I was going to come on air today,
[01:06:07.000 --> 01:06:10.000]   and I've got these stacks of news, and I was going to get to all of it,
[01:06:10.000 --> 01:06:13.000]   but, you know, I just figured, why hide it anymore?
[01:06:13.000 --> 01:06:18.000]   Why hide it anymore? This is who I really am.
[01:06:18.000 --> 01:06:20.000]   I am the super spreader.
[01:06:21.000 --> 01:06:25.000]   I was selected by the Chai-coms and the Deep State and the Illuminati
[01:06:25.000 --> 01:06:27.000]   to be the super spreader.
[01:06:27.000 --> 01:06:29.000]   This was the plan all along.
[01:06:29.000 --> 01:06:33.000]   And now you know. This is the big, I am the Illuminati super spreader.
[01:06:33.000 --> 01:06:35.000]   Yes, there's the tally right there.
[01:06:35.000 --> 01:06:37.000]   I can't even keep up now.
[01:06:37.000 --> 01:06:40.000]   I mean, the people are dropping like flies thanks to my corona infection.
[01:06:40.000 --> 01:06:48.000]   But I should be rewarded as a hero
[01:06:48.000 --> 01:06:52.000]   because I'm killing the parasite to Earth known as humans.
[01:06:52.000 --> 01:07:00.000]   So I'm actually a deity in the sense that I am eliminating humanity,
[01:07:00.000 --> 01:07:04.000]   which is really a scourge upon this Earth,
[01:07:04.000 --> 01:07:08.000]   and so therefore, I'm a hero.
[01:07:08.000 --> 01:07:12.000]   And so until that number gets to, what are we at, about 7 billion,
[01:07:12.000 --> 01:07:15.000]   my job is not complete.
[01:07:15.000 --> 01:07:18.000]   Actually, we may be over the population of Earth.
[01:07:18.000 --> 01:07:22.000]   It doesn't matter. I'll spread the coronavirus into the next galaxy.
[01:07:22.000 --> 01:07:26.000]   See, there it is. I just went next galaxy. I just went intergalactic.
[01:07:26.000 --> 01:07:29.000]   So I've now killed every human on Earth with my corona spread,
[01:07:29.000 --> 01:07:31.000]   and I'm now going intergalactic.
[01:07:31.000 --> 01:07:33.000]   Can we get the intergalactic tally back up there, please?
[01:07:33.000 --> 01:07:35.000]   Let's start it up.
[01:07:35.000 --> 01:07:39.000]   Boom. Oh, 7,000 dead immediately just from coughing on the moon.
[01:07:39.000 --> 01:07:43.000]   Because that's the thing. You know, the air is so thin in space.
[01:07:43.000 --> 01:07:45.000]   When you cough in space--
[01:07:45.000 --> 01:07:48.000]   I mean, you've seen the graphics about when you cough at a grocery store
[01:07:48.000 --> 01:07:52.000]   and you spread corona, how that cough can go about 500 yards.
[01:07:52.000 --> 01:07:55.000]   It can make left turns. It can make right turns.
[01:07:55.000 --> 01:07:59.000]   It can navigate, you know, aisles and counters
[01:07:59.000 --> 01:08:01.000]   and go over things and under things.
[01:08:01.000 --> 01:08:03.000]   I mean, you've seen that.
[01:08:03.000 --> 01:08:08.000]   Folks, in space, it's a thousand times that.
[01:08:08.000 --> 01:08:11.000]   There's no gravity to weigh the corona down.
[01:08:11.000 --> 01:08:14.000]   The air is thin, so it just glides smoothly.
[01:08:14.000 --> 01:08:17.000]   It can reproduce like nothing.
[01:08:17.000 --> 01:08:19.000]   So that's the real spread.
[01:08:19.000 --> 01:08:24.000]   I mean, eliminating the humans on Earth, eh, that was phase one of the coronavirus.
[01:08:24.000 --> 01:08:28.000]   Folks, they're going to--see, you think you're going to go to Mars and be safe on Mars?
[01:08:28.000 --> 01:08:30.000]   I got a flight to Mars this weekend.
[01:08:30.000 --> 01:08:34.000]   I'm going to bury so many COVID-19s in the Mars dust.
[01:08:34.000 --> 01:08:40.000]   You take a step on Mars, you're going to be bleeding out of your eyeballs from coronavirus.
[01:08:40.000 --> 01:08:42.000]   So you're welcome.
[01:08:42.000 --> 01:08:46.000]   And so here's what we're going to do today.
[01:08:46.000 --> 01:08:49.000]   I'm going to open up the phone lines for you to call in and praise me
[01:08:49.000 --> 01:08:53.000]   and thank me for spreading coronavirus.
[01:08:53.000 --> 01:08:56.000]   And so that number to call in and properly say,
[01:08:56.000 --> 01:09:02.000]   "Owen Schroeder, thank you for super spreading corona and eliminating humanity,"
[01:09:02.000 --> 01:09:06.000]   that number is 877-789-2539.
[01:09:06.000 --> 01:09:08.000]   And I don't want any other calls.
[01:09:08.000 --> 01:09:12.000]   I mean, if you're not calling in to thank me for super spreading coronavirus,
[01:09:12.000 --> 01:09:15.000]   then just don't even bother.
[01:09:15.000 --> 01:09:17.000]   Because, folks, this virus is very serious.
[01:09:17.000 --> 01:09:23.000]   I mean, like, the nerve of people not to just give up all of their freedoms.
[01:09:23.000 --> 01:09:26.000]   I mean, seriously, like, as soon as you saw the first reports of coronavirus,
[01:09:26.000 --> 01:09:29.000]   you should have just slit your own throat.
[01:09:29.000 --> 01:09:30.000]   You should have just stopped breathing.
[01:09:30.000 --> 01:09:33.000]   You should have just chopped off your head.
[01:09:33.000 --> 01:09:37.000]   You should have sacrificed your firstborn.
[01:09:37.000 --> 01:09:41.000]   And so the fact that America is standing up to this coronavirus
[01:09:41.000 --> 01:09:45.000]   and people are not living in fear and people aren't buying the hoax
[01:09:45.000 --> 01:09:50.000]   and President Trump called it an artificial event,
[01:09:50.000 --> 01:09:55.000]   don't worry because the new app on your smartphone is recording all of this
[01:09:55.000 --> 01:09:57.000]   and it's sending me all this data.
[01:09:57.000 --> 01:10:02.000]   And so I'm going to go to your house and lick your doorknob.
[01:10:02.000 --> 01:10:05.000]   Okay?
[01:10:05.000 --> 01:10:10.000]   Now, you should be lucky it's me going to your house and licking your doorknob.
[01:10:10.000 --> 01:10:11.000]   If it was some of these other people,
[01:10:11.000 --> 01:10:15.000]   they would put that doorknob where the sun don't shine.
[01:10:15.000 --> 01:10:16.000]   That's how they like to spread it.
[01:10:16.000 --> 01:10:17.000]   I'm not into that stuff.
[01:10:17.000 --> 01:10:21.000]   I just like to cough on you.
[01:10:21.000 --> 01:10:23.000]   So they caught on, though, here in Austin, and I'm now banned.
[01:10:23.000 --> 01:10:28.000]   I'm not even allowed to go in a grocery store because I don't wear a mask
[01:10:28.000 --> 01:10:30.000]   because they know.
[01:10:30.000 --> 01:10:31.000]   I've been caught.
[01:10:31.000 --> 01:10:34.000]   I've been had.
[01:10:34.000 --> 01:10:38.000]   I am the super spreader.
[01:10:38.000 --> 01:10:44.000]   And I'm waiting for all of my due praise.
[01:10:44.000 --> 01:10:50.000]   Now, it doesn't matter what the media tells you about this coronavirus, folks.
[01:10:50.000 --> 01:10:54.000]   All that matters is that clearly it's going to kill you.
[01:10:54.000 --> 01:10:56.000]   Clearly I have it, and clearly I'm a super spreader.
[01:10:56.000 --> 01:11:01.000]   And so this whole notion of reopening or being free or having a business
[01:11:01.000 --> 01:11:05.000]   or living on planet Earth, you can just forget about all of it.
[01:11:05.000 --> 01:11:11.000]   You can just forget about all of that because it's over for you.
[01:11:11.000 --> 01:11:13.000]   The coronavirus is here.
[01:11:13.000 --> 01:11:20.000]   The coronavirus is now taking over planet Earth, soon planet Mars.
[01:11:20.000 --> 01:11:25.000]   And then it will mutate and turn into a gaseous-like substance
[01:11:25.000 --> 01:11:28.000]   and take over Jupiter.
[01:11:28.000 --> 01:11:33.000]   And then it will develop an ability to fight frostbite.
[01:11:33.000 --> 01:11:37.000]   It will head right to Pluto.
[01:11:37.000 --> 01:11:42.000]   So I would just suggest just, you know, just probably kill yourself.
[01:11:42.000 --> 01:11:46.000]   You don't want to see what's coming with this coronavirus, folks.
[01:11:46.000 --> 01:11:48.000]   I mean they're kind of letting you know what's up.
[01:11:48.000 --> 01:11:53.000]   They're saying like 6 billion could be dead tomorrow because you're going to reopen your bar
[01:11:53.000 --> 01:11:56.000]   or go to the gym.
[01:11:56.000 --> 01:12:00.000]   So I mean, all right, you know what?
[01:12:00.000 --> 01:12:01.000]   I'm going to do it.
[01:12:01.000 --> 01:12:03.000]   I'm going to actually--I'm going to get serious here.
[01:12:03.000 --> 01:12:05.000]   I'm going to tell you guys the big exclusive.
[01:12:05.000 --> 01:12:06.000]   Are you guys ready for this?
[01:12:06.000 --> 01:12:07.000]   Is the crew ready for this?
[01:12:07.000 --> 01:12:09.000]   Is any of the crew even left alive anymore?
[01:12:09.000 --> 01:12:11.000]   I coughed on that board in there.
[01:12:11.000 --> 01:12:13.000]   I coughed on one of the keyboards in there.
[01:12:13.000 --> 01:12:14.000]   You should all be dead too.
[01:12:14.000 --> 01:12:16.000]   It's probably why there's no camera switching right now.
[01:12:16.000 --> 01:12:18.000]   I killed all the crew with my corona.
[01:12:18.000 --> 01:12:20.000]   All right, folks.
[01:12:20.000 --> 01:12:30.000]   This is literally the biggest exclusive news that you're ever going to hear in the history of your life.
[01:12:30.000 --> 01:12:35.000]   Do you want to know what killed the dinosaurs?
[01:12:35.000 --> 01:12:37.000]   It wasn't a meteor.
[01:12:37.000 --> 01:12:39.000]   It wasn't a famine.
[01:12:39.000 --> 01:12:42.000]   It was the coronavirus.
[01:12:42.000 --> 01:12:46.000]   And now the coronavirus is back for revenge to kill you.
[01:12:46.000 --> 01:12:49.000]   And I've been chosen by the Illuminati as the super spreader.
[01:12:49.000 --> 01:12:51.000]   We're taking your thank yous to me on the other side.
[01:12:51.000 --> 01:12:56.000]   We're living in insanely dangerous times.
[01:12:56.000 --> 01:13:02.000]   And I've told folks going back three months ago, I'm not buying storable food because I'm worried about the COVID-19 virus.
[01:13:02.000 --> 01:13:04.000]   I'm worried about the food shortages and the economic collapse.
[01:13:04.000 --> 01:13:12.000]   And now it's admitted that a chain reaction has begun that's already caused food shortages and the collapse of farms and ranches across the United States.
[01:13:12.000 --> 01:13:14.000]   And it's even worse in the third world.
[01:13:14.000 --> 01:13:17.000]   So I hope Trump, with his initiatives, can clean this up and fix it.
[01:13:17.000 --> 01:13:23.000]   The election fraud and the COVID-19, all the wars and the third world collapsing and everything else that's going on.
[01:13:23.000 --> 01:13:27.000]   Now is the time to get storable foods because they'll last for 25 years.
[01:13:27.000 --> 01:13:29.000]   They're in easily totable bags.
[01:13:29.000 --> 01:13:33.000]   It's high quality food and it's good to have that box checked off to be ready.
[01:13:33.000 --> 01:13:34.000]   And it funds the InfoWars.
[01:13:34.000 --> 01:13:36.000]   So we have storable food available again.
[01:13:36.000 --> 01:13:40.000]   InfoWarsStore.com or call toll free, triple A, 253-3139.
[01:13:40.000 --> 01:13:44.000]   But whatever you do, get prepared and get ready because the globalists want you dependent on them.
[01:13:44.000 --> 01:13:46.000]   They do not want you to be self-sufficient.
[01:13:46.000 --> 01:13:50.000]   Get your storable food at InfoWarsStore.com right now while you still can.
[01:13:50.000 --> 01:13:55.000]   I'm cutting this ad on May 10th, 2020.
[01:13:55.000 --> 01:14:02.000]   And within a week or so, many of the best-selling items that we're selling at InfoWarsStore.com will no longer be at 50% off.
[01:14:02.000 --> 01:14:09.000]   In fact, last year I said I can't do 50% off anymore because our markup just isn't enough for us to be able to get enough profit to operate this operation.
[01:14:09.000 --> 01:14:12.000]   But I want you to get the ultimate krill oil.
[01:14:12.000 --> 01:14:14.000]   I want you to get bazzo beets.
[01:14:14.000 --> 01:14:16.000]   I want you to get DNA Force Plus.
[01:14:16.000 --> 01:14:18.000]   I want you to experience X2.
[01:14:18.000 --> 01:14:21.000]   I want you to get Real Red Pill and Real Red Pill Plus.
[01:14:21.000 --> 01:14:26.000]   They're all in stock right now, and they're 30 to 60% off.
[01:14:26.000 --> 01:14:30.000]   More than 20 items are 50% off right now.
[01:14:30.000 --> 01:14:39.000]   But we're going to have to end the sale on most items in about a week because a lot of the products are getting close to selling out like Real Red Pill, Real Red Pill Plus, and bazzo beets.
[01:14:39.000 --> 01:14:40.000]   So take action.
[01:14:40.000 --> 01:14:41.000]   Be healthier.
[01:14:41.000 --> 01:14:42.000]   Boost your body's natural defenses.
[01:14:42.000 --> 01:14:44.000]   And fund the InfoWar.
[01:14:44.000 --> 01:14:47.000]   Get these great products at InfoWarsStore.com.
[01:14:47.000 --> 01:14:57.000]   You're listening to The Alex Jones Show.
[01:14:57.000 --> 01:15:08.000]   It's my coronavirus theme song.
[01:15:08.000 --> 01:15:13.000]   It's the last song you'll ever hear.
[01:15:13.000 --> 01:15:19.000]   Defending the republic from enemies foreign and domestic.
[01:15:19.000 --> 01:15:21.000]   It's Alex Jones.
[01:15:21.000 --> 01:15:25.000]   And now your host, Owen Troyer.
[01:15:25.000 --> 01:15:32.000]   I have one more admittance I need to make here before I take your phone calls.
[01:15:32.000 --> 01:15:35.000]   Obviously thanking me for giving you the coronavirus.
[01:15:35.000 --> 01:15:38.000]   By the way, the fact that you've actually called in means you've already got it.
[01:15:38.000 --> 01:15:39.000]   Ha ha.
[01:15:39.000 --> 01:15:42.000]   I rigged the phone lines with the corona.
[01:15:42.000 --> 01:15:43.000]   You picked up the phone.
[01:15:43.000 --> 01:15:44.000]   You dialed.
[01:15:44.000 --> 01:15:45.000]   Boom.
[01:15:45.000 --> 01:15:46.000]   You got coronavirus.
[01:15:46.000 --> 01:15:49.000]   Where's my tally?
[01:15:49.000 --> 01:15:51.000]   Where is my death count tally?
[01:15:51.000 --> 01:15:58.000]   I need to know how many people are dying right now from me because here's my final admission, folks.
[01:15:58.000 --> 01:15:59.000]   I'm actually not even human.
[01:15:59.000 --> 01:16:01.000]   I am COVID-19.
[01:16:01.000 --> 01:16:03.000]   I am a coronavirus.
[01:16:03.000 --> 01:16:06.000]   I am the final mutation stage.
[01:16:06.000 --> 01:16:11.000]   I have mutated into a human appearance ooze.
[01:16:11.000 --> 01:16:15.000]   But really I'm just an amalgamation of coronaviruses.
[01:16:15.000 --> 01:16:18.000]   Millions of them ready to be spread.
[01:16:18.000 --> 01:16:23.000]   And each one custom tuned just for you.
[01:16:23.000 --> 01:16:24.000]   Just for you.
[01:16:24.000 --> 01:16:26.000]   That's how much I care.
[01:16:26.000 --> 01:16:31.000]   I want to make sure that when I kill you with coronavirus, it's a very personal thing.
[01:16:31.000 --> 01:16:43.000]   And so, you know, you guys got about, I don't know, hours, maybe days if you're lucky to survive this coronavirus.
[01:16:43.000 --> 01:16:46.000]   So I would be, you know, saying goodbye to your loved ones.
[01:16:46.000 --> 01:16:53.000]   And I mean, you could figure out a proper will, but whoever you would leave your money to or house to or property to, they're going to be dead too anyway.
[01:16:53.000 --> 01:16:56.000]   So I don't even worry about that.
[01:16:56.000 --> 01:16:59.000]   But no, folks, I have to be honest.
[01:16:59.000 --> 01:17:02.000]   I mean, you've seen some of the conspiracy theories out there about Owen Schroer.
[01:17:02.000 --> 01:17:05.000]   Some people think I'm an FBI agent or a CIA agent.
[01:17:05.000 --> 01:17:08.000]   Some people think I'm this other guy changed his appearance.
[01:17:08.000 --> 01:17:12.000]   Some people think I used to be married to this chick that I killed.
[01:17:12.000 --> 01:17:16.000]   You know, some people think I'm actually an alien from the moon.
[01:17:16.000 --> 01:17:17.000]   Folks, it's all fake news.
[01:17:17.000 --> 01:17:25.000]   I'm actually a coronavirus mutated into a human like structure simply to confuse and deceive you.
[01:17:25.000 --> 01:17:28.000]   That's why I've been going to all these rallies.
[01:17:28.000 --> 01:17:29.000]   That's why I've been shaking all these hands.
[01:17:29.000 --> 01:17:30.000]   That's why I never wear a mask.
[01:17:30.000 --> 01:17:31.000]   That's why I never wear gloves.
[01:17:31.000 --> 01:17:36.000]   That's why I never social distance.
[01:17:36.000 --> 01:17:38.000]   Yeah.
[01:17:38.000 --> 01:17:40.000]   It's been me the whole time, folks.
[01:17:40.000 --> 01:17:42.000]   And so you're welcome.
[01:17:42.000 --> 01:17:45.000]   I'm putting you out of your misery.
[01:17:45.000 --> 01:17:48.000]   And, you know, these doctors have it all wrong.
[01:17:48.000 --> 01:17:49.000]   We've got all the news stories.
[01:17:49.000 --> 01:17:56.000]   These doctors are saying 6 million more Americans will die if we reopen the economy.
[01:17:56.000 --> 01:17:58.000]   You're already dead.
[01:17:58.000 --> 01:17:59.000]   Okay.
[01:17:59.000 --> 01:18:00.000]   I've already super spread.
[01:18:00.000 --> 01:18:01.000]   I've been to all the cities.
[01:18:01.000 --> 01:18:03.000]   I've coughed on every phone booth.
[01:18:03.000 --> 01:18:05.000]   I've coughed in every restaurant.
[01:18:05.000 --> 01:18:08.000]   I've touched every piece of property.
[01:18:08.000 --> 01:18:15.000]   So, you know, quit fighting this and just take your coronavirus death.
[01:18:15.000 --> 01:18:19.000]   Because I really don't want to have to come to your front door and lick your doorknob.
[01:18:19.000 --> 01:18:23.000]   But I will if I have to just to spread corona.
[01:18:23.000 --> 01:18:29.000]   So, ladies and gentlemen, there have been a lot of very important Alex Jones broadcasts over the years.
[01:18:29.000 --> 01:18:32.000]   But you've now got the exclusive intel.
[01:18:32.000 --> 01:18:36.000]   The coronavirus has now mutated into a human-like form.
[01:18:36.000 --> 01:18:39.000]   The coronavirus is actually what killed the dinosaurs.
[01:18:39.000 --> 01:18:45.000]   And, yes, I, Owen Troyer, am actually an agent of the coronavirus mutation.
[01:18:45.000 --> 01:18:49.000]   Kind of like the Terminator, except it's not like AI robots from the future.
[01:18:49.000 --> 01:18:52.000]   It's just a coronavirus from the past.
[01:18:52.000 --> 01:18:54.000]   It's now finally mutated into human form.
[01:18:54.000 --> 01:18:56.000]   So this is really great.
[01:18:56.000 --> 01:19:04.000]   We have a bunch of callers ready to thank me for my contribution to mankind, which as someone that's not even human, I'm just a virus.
[01:19:04.000 --> 01:19:05.000]   I'm just a coronavirus.
[01:19:05.000 --> 01:19:13.000]   It's really an honor to receive such high accolades from humans as a virus, COVID-19.
[01:19:13.000 --> 01:19:14.000]   That's what I am.
[01:19:14.000 --> 01:19:21.000]   So let's go to some of these people that are certainly about to die just from being on the phone with me.
[01:19:21.000 --> 01:19:23.000]   So, Jerry in Washington.
[01:19:23.000 --> 01:19:28.000]   I think they say about the average lifespan of somebody that gets on the phone with me.
[01:19:28.000 --> 01:19:31.000]   You got about an hour left after you get off the phone with me.
[01:19:31.000 --> 01:19:33.000]   So enjoy your last hour, Jerry.
[01:19:33.000 --> 01:19:35.000]   Hey, Owen, how are you doing?
[01:19:35.000 --> 01:19:39.000]   I'm just infecting the world with coronavirus, just killing all humans.
[01:19:39.000 --> 01:19:43.000]   Just, you know, in every day, just every day in the life of a virus.
[01:19:43.000 --> 01:19:45.000]   I understand.
[01:19:45.000 --> 01:19:47.000]   We want to thank you for this humor.
[01:19:47.000 --> 01:19:51.000]   My wife and I, we've just been cracking up, rolling over on the floor.
[01:19:51.000 --> 01:19:55.000]   Well, yeah, I mean, good, because life is a big joke.
[01:19:55.000 --> 01:19:58.000]   And, you know, your freedom is a big joke.
[01:19:58.000 --> 01:20:02.000]   And so, you know, the coronavirus is very, very real.
[01:20:02.000 --> 01:20:06.000]   Well, you know, the scriptures state that God laughs, remember?
[01:20:06.000 --> 01:20:12.000]   Well, I hope that you spend the last hour of your life laughing, Jerry, because let me tell you something right now.
[01:20:12.000 --> 01:20:15.000]   For you personally, here's what I'm going to do for you, Jerry.
[01:20:15.000 --> 01:20:17.000]   You seem like a real nice guy.
[01:20:17.000 --> 01:20:18.000]   Here's what I'm going to do.
[01:20:18.000 --> 01:20:19.000]   Hold on.
