[00:00:00.593 --> 00:00:01.198]  Oh, no!
[00:38:38.744 --> 00:38:45.009]  I would be willing to bet you that only one-tenth of the population, if even that, has any clue as to what he's talking about.
[00:38:45.009 --> 00:38:46.790]  Has any clue at all.
[00:38:46.790 --> 00:38:50.453]  Maybe even, maybe even, you know, one percent of the population really understands.
[00:38:50.453 --> 00:38:56.878]  No, no, I agree with you because I've talked to so many bankers, business people, even folks that are worth hundreds of millions of dollars.
[00:38:56.878 --> 00:39:00.521]  They don't, who are in finance, they don't understand what this means.
[00:39:01.241 --> 00:39:01.681]  Right.
[00:39:01.681 --> 00:39:02.562]  Oh, absolutely.
[00:39:02.562 --> 00:39:03.083]  Absolutely.
[00:39:03.083 --> 00:39:05.444]  Because there's so many different components to it.
[00:39:05.444 --> 00:39:09.868]  You know, you mentioned that we've been talking a lot about the issue in Libya, what's going on over there right now.
[00:39:09.868 --> 00:39:20.856]  And one of the reasons we're able to do that is because if you go all the way back to when we first started doing these, one of the very first reality check segments we ever put together was about the fact that the U.S.
[00:39:20.856 --> 00:39:24.679]  was getting involved in Libya and it didn't make sense as to why we were doing it.
[00:39:24.679 --> 00:39:27.922]  The fact that we were involving ourselves without a declaration of war.
[00:39:28.722 --> 00:39:32.863]  And now we're starting to see kind of the ramifications of that foreign policy and what's it really about.
[00:39:32.863 --> 00:39:54.706]  One of the things we're going to move into in the next few weeks, and I think people will be pretty interested in it, is we're going to start taking a look at the situation with the petrodollar and what China's doing right now in terms of these refineries they're attempting to build in Saudi Arabia and in Egypt and ultimately what it's going to mean if the petrodollar disappears and there's a new currency in which oil was bought and traded.
[00:39:54.706 --> 00:39:57.787]  If that happens, it means a change in the way of life for everyone.
[00:40:01.410 --> 00:40:06.475]  Thank you, Mr. Edward R. Murrow.
[00:40:06.475 --> 00:40:10.159]  Absolutely on target, right there.
[00:40:10.159 --> 00:40:14.563]  That is so exciting to hear someone in mainstream news understand that.
[00:40:14.563 --> 00:40:18.927]  And the power structure knows this, but it's at a very high technocratic level.
[00:40:18.927 --> 00:40:19.928]  They're engineering
[00:40:20.689 --> 00:40:21.609]  No, I didn't say that one.
[00:40:48.018 --> 00:40:51.200]  Guys, can we cue that up, please, the CNBC Club?
[00:40:51.200 --> 00:41:00.666]  Because in more and more publications, they are admitting it, but it's more in establishment publications or in trade publications, they're admitting where we're going.
[00:41:00.666 --> 00:41:03.187]  But this isn't just quantitative easing.
[00:41:03.187 --> 00:41:10.392]  It's also been, and I want your take on this, going directly to the megabanks themselves as a kind of bailout.
[00:41:10.392 --> 00:41:14.014]  I mean, the $40 billion a month, half of the $80 billion goes to buy
[00:41:14.634 --> 00:41:20.220]  These derivatives, these mortgage derivatives, I mean, that isn't the taxpayer's job to pay for that.
[00:41:20.785 --> 00:41:22.086]  No, absolutely not.
[00:41:22.086 --> 00:41:23.807]  And they're doing exactly what you said.
[00:41:23.807 --> 00:41:28.831]  What they're essentially doing is saying, look, we're going to go in and we're going to buy all these mortgage-backed securities and derivatives.
[00:41:28.831 --> 00:41:35.296]  And in doing so, they are creating a system where they're socializing the profit.
[00:41:35.296 --> 00:41:41.841]  Or excuse me, they're privatizing the profit in that the banks are the ones who will profit from it, but then they're socializing the risk of it.
[00:41:41.841 --> 00:41:47.445]  They're buying up all these risky things with our dollars, then turning around and saying, well, here are the profits for that.
[00:41:47.445 --> 00:41:48.646]  We don't share in the profits of it.
[00:41:48.986 --> 00:41:59.650]  The other issue is that this is indefinite, and people may not realize this, but when you move into quantitative easing that has no end to it, it's simply indefinite, and you're going to buy all this up.
[00:41:59.650 --> 00:42:13.396]  If you have a 401k, if you have a mutual fund that you're investing into for your retirement, all of those very safe ones that traditionally have done well, those are all going to be bought up by the Fed.
[00:42:14.276 --> 00:42:15.717]  The Fed's going to have control of that.
[00:42:15.717 --> 00:42:24.919]  The government will control all of those safe bets, which means if you have money you need to put aside for your own retirement, they're actually going to force you to put it into riskier stocks.
[00:42:24.919 --> 00:42:28.360]  There are no safe bets because they're going to buy up all the ones that are safe.
[00:42:28.360 --> 00:42:31.661]  So it really hurts everyone in this process.
[00:42:31.661 --> 00:42:41.384]  It doesn't just help the banks, but it actually puts, you know, the average investor in a position where everything they're investing into for their future that traditionally has been very safe is now going to be very risky.
[00:42:41.804 --> 00:42:51.830]  They infect the whole system, then hold you hostage and say, we're too big to fail, and then basically transfer all the wealth to themselves while destroying your wealth.
[00:42:51.830 --> 00:42:56.653]  Then they're the last group standing, and they're able to buy everything up for pennies on the dollar.
[00:42:56.653 --> 00:43:02.737]  That is the economic model of conquest that we're now facing as a society.
[00:43:02.737 --> 00:43:07.540]  And as you just stated, when they announced unlimited QE3, that leaves one place.
[00:43:08.240 --> 00:43:11.966]  It leads to Weimar Republic Germany type inflation.
[00:43:11.966 --> 00:43:16.072]  It leads to Zimbabwe style inflation.
[00:43:16.072 --> 00:43:19.717]  That is the road that they've now put us on.
[00:43:19.717 --> 00:43:22.361]  And like you said, it's just a minor footnote.
[00:43:22.361 --> 00:43:22.762]  All QE3.
[00:43:24.284 --> 00:43:31.789]  No connection to gold exploding and other commodities like gasoline, oil, spiking.
[00:43:31.789 --> 00:43:34.290]  And this is just with the announcement.
[00:43:34.290 --> 00:43:41.414]  And here are the insiders now, not doing QE1, QE2, QE3, unlimited, open-ended QE3.
[00:43:41.414 --> 00:43:47.078]  Now they get to know, the insiders, when they're going to be doing it with these little adjustments.
[00:43:47.078 --> 00:43:50.180]  The insider trading ramifications are stratospheric.
[00:43:51.047 --> 00:44:04.071]  What's interesting too is even the terms that are used, QE1, QE2, QE3, it sounds like it is the third time that the Fed has gone through this process in order to, as most people would call it, stimulate the economy.
[00:44:04.071 --> 00:44:07.872]  The problem is QE1, QE2, and QE3 are not the same thing at all.
[00:44:07.872 --> 00:44:14.714]  They were completely different programs that were designed in order to affect the markets and affect the system.
[00:44:14.714 --> 00:44:15.975]  So QE3 is not round three.
[00:44:17.315 --> 00:44:17.555]  I think so.
[00:44:34.582 --> 00:44:36.063]  That's good for everyone.
[00:44:36.063 --> 00:44:44.248]  And again, as you mentioned too, most financial channels and most financial reporters aren't even talking about it, in any term that people can understand.
[00:44:44.248 --> 00:45:01.500]  But what you describe right now about shifting all of this burden away from the banks themselves, putting the risk onto the taxpayer, buying up the safe bets, shifting their own money, this is all stuff that, when you say it, a lot of people would say, oh, it's Alex Jones, it's all conspiratorial.
[00:45:01.900 --> 00:45:04.881]  It's not a conspiracy at all in terms of being hidden.
[00:45:04.881 --> 00:45:09.662]  It's a conspiracy that's happening right out in the open and anyone can find this information.
[00:45:09.662 --> 00:45:10.943]  They're just not bothering to do so.
[00:45:10.943 --> 00:45:15.164]  They're too busy worrying about the fact that Jersey Shore is off at the end of the season.
[00:45:15.164 --> 00:45:15.884]  Well, exactly.
[00:45:15.884 --> 00:45:20.085]  A lot of times I get up here and rant and rave because I'm genuinely upset.
[00:45:20.085 --> 00:45:28.528]  That tends to get people out of their trance to realize something's going on and I kind of make it safe to talk about these things and then others can start to cover it.
[00:45:28.528 --> 00:45:30.128]  So I think everybody, you know, the
[00:45:30.168 --> 00:45:53.020]  Lord works in mysterious ways that's why I'm excited to see you and others out there you know exposing this in a really focused news style because that will reach people out there who've kind of heard about this but think it's a conspiracy theory and there you are with a whole news team behind you able to lay all this out and people can go again to Fox19.com to find all your reports they're also on YouTube before we
[00:45:54.040 --> 00:45:58.003]  Go to some phone calls here and talk about some of the other reports you're working on right now.
[00:45:58.003 --> 00:46:03.787]  Ben Swan, award-winning reporter joining us right now.
[00:46:03.787 --> 00:46:07.930]  I wanted to ask you the question about your social media and things.
[00:46:07.930 --> 00:46:11.252]  Some of your own private websites or things outside of the Fox side.
[00:46:11.252 --> 00:46:13.954]  If folks want to follow some of the things you're talking about off-air.
[00:46:14.554 --> 00:46:16.155]  Yeah, you can go over to Facebook.
[00:46:16.155 --> 00:46:18.135]  We have a pretty strong Facebook page.
[00:46:18.135 --> 00:46:21.776]  It's facebook.com slash Ben Swan Reality Check.
[00:46:21.776 --> 00:46:23.597]  That's the easiest way to find it.
[00:46:23.597 --> 00:46:25.137]  And Swan is two N's.
[00:46:25.137 --> 00:46:28.478]  So if you're not familiar with me, then you've got to put in B-E-N-S-W-A-N-N.
[00:46:30.279 --> 00:46:31.360]  Reality check.
[00:46:31.360 --> 00:46:35.441]  And you can follow us on Twitter as well, and it's at Fox19VinSwan.
[00:46:35.441 --> 00:46:37.202]  So we're doing work on both of those sites.
[00:46:37.202 --> 00:46:42.384]  We don't really have much going on with Google Plus yet, but we're working on creating some circles there, create more discussion.
[00:46:42.384 --> 00:46:46.106]  Again, because as I mentioned, I mean, I'm a huge fan of the people who follow me.
[00:46:46.106 --> 00:46:53.169]  And I just feel like those are the folks, so many of them are so smart and savvy and they know what's going on.
[00:46:53.169 --> 00:46:55.370]  They're awake is the term I would use for them.
[00:46:55.370 --> 00:46:59.072]  And when you get around people who are awake, it energizes you and it
[00:46:59.352 --> 00:47:00.192]  Yeah, that's what's happened.
[00:47:00.192 --> 00:47:01.613]  Well, I've seen your sites.
[00:47:01.613 --> 00:47:03.894]  It's basically, it's liberty lovers.
[00:47:03.894 --> 00:47:11.577]  It's my listeners, it's your listeners, it's people that understand what's happening and who are breaking down the left-right paradigm and saying, hey, it's about liberty.
[00:47:11.577 --> 00:47:16.259]  Now, the Democrats just so happen to be, you know, absolute tyrants.
[00:47:16.259 --> 00:47:18.880]  The Republicans, shame, ball of wax.
[00:47:18.880 --> 00:47:23.761]  I tend to agree with Republicans more because on the surface they say they're pro-gun and things like that.
[00:47:23.761 --> 00:47:27.623]  But again, at the very top, you see with somebody like Obama and Romney,
[00:47:28.123 --> 00:47:30.244]  Past the rhetoric, there's almost no difference.
[00:47:30.244 --> 00:47:31.624]  What's your take on that?
[00:47:31.624 --> 00:47:32.524]  Oh, absolutely.
[00:47:32.524 --> 00:47:40.766]  I think you have to strain to find a real substantive difference between President Obama and Mitt Romney.
[00:47:40.766 --> 00:47:44.908]  And that's one reason why the two of them, I think, are going to really struggle when you get into this debate.
[00:47:44.908 --> 00:47:49.069]  The conventions were fascinating for folks who were kind of political watchers.
[00:47:49.069 --> 00:47:54.530]  The conventions were really interesting because the Republicans did such a poor job of shaping their message.
[00:47:54.530 --> 00:47:57.531]  Their message really wasn't about what they're going to change in the future.
[00:47:57.911 --> 00:48:08.676]  It was about how Obama had failed and he hadn't done enough and they really pushed for this we built it kind of idea because they were using a play on words but there really wasn't a vision for what they would do differently.
[00:48:08.676 --> 00:48:12.698]  The Democratic Convention, the same way, there was no real vision for the future it was
[00:48:13.058 --> 00:48:15.642]  Well, if we go with that guy, we're not going to like it.
[00:48:15.642 --> 00:48:20.750]  And so there was very little vision casting in either convention, which was kind of fascinating to me.
[00:48:20.750 --> 00:48:28.242]  And part of the reason I think for that is because if you really break down the direction that Governor Romney wants to take the country and the direction President Obama does,
[00:48:28.522 --> 00:48:36.587]  There are some differences in terms of how they want to deal with taxation, how they want to deal certainly with people who are in higher income brackets to taxation.
[00:48:36.587 --> 00:48:42.951]  But if we're talking about, for instance, foreign policy, tell me one thing Governor Romney will do differently than what President Obama did.
[00:48:42.951 --> 00:48:48.675]  Or TSA, or NSA, or the police state, or any of these things that really matter.
[00:48:49.525 --> 00:48:56.347]  It's like MapQuest plotting two different ways to go to the same destination.
[00:48:56.347 --> 00:48:59.808]  I mean, there's some changes in the route, but it goes the same place.
[00:48:59.808 --> 00:49:00.449]  Absolutely.
[00:49:00.449 --> 00:49:05.850]  Because ultimately, their view, and even when we talk about, you know, you asked me about some of my own personal views.
[00:49:05.850 --> 00:49:07.511]  Look, I'm a journalist.
[00:49:07.511 --> 00:49:08.852]  I'm a constitutionalist.
[00:49:08.852 --> 00:49:14.433]  My personal view is that the Constitution, rule of law, is what our founders and framers designed.
[00:49:14.433 --> 00:49:17.314]  They knew that we should not be a democracy.
[00:49:17.314 --> 00:49:18.815]  People say all the time we're a democracy.
[00:49:19.435 --> 00:49:20.635]  It's one of my biggest pet peeves.
[00:49:20.635 --> 00:49:21.376]  We're not a democracy.
[00:49:21.376 --> 00:49:22.376]  We're a republic.
[00:49:22.376 --> 00:49:23.656]  We're a republic, absolutely.
[00:49:23.656 --> 00:49:25.597]  And the difference is vast.
[00:49:25.597 --> 00:49:27.357]  The republic is rule of law.
[00:49:27.357 --> 00:49:29.238]  Democracy is rule of mob.
[00:49:29.238 --> 00:49:35.040]  And so all you need is a plus one in a democracy in order to push through any crazy laws or rules.
[00:49:35.040 --> 00:49:36.200]  And rob the other 49%.
[00:49:36.200 --> 00:49:38.341]  It's two wolves and a sheep voting on what's for dinner.
[00:49:38.341 --> 00:49:41.822]  But again, that's terrorist talk according to Homeland Security.
[00:49:41.822 --> 00:49:46.443]  Have you done a report yet on MYAC and Homeland Security reports saying veterans and gun owners are the terrorists?
[00:49:46.863 --> 00:49:50.586]  You know what, some people have been sending me some of that information and we are looking at doing something on that.
[00:49:50.586 --> 00:49:51.747]  Alright, we're going to break.
[00:49:51.747 --> 00:49:52.848]  It's like the Constitution.
[00:49:52.848 --> 00:49:55.029]  If you believe in the Constitution, you're a terrorist.
[00:49:55.029 --> 00:49:55.430]  Exactly.
[00:49:55.430 --> 00:49:56.650]  We're going to break.
[00:49:56.650 --> 00:49:57.851]  As usual, I've hogged the guests.
[00:49:57.851 --> 00:50:00.914]  We've got loaded phone lines for you, but let me just add this here.
[00:50:00.914 --> 00:50:02.135]  DrugsReport.com.
[00:50:02.135 --> 00:50:03.235]  It's also at Infowars.com.
[00:50:04.236 --> 00:50:08.922]  Our story about the nuclear reactor also evacuated at the J.J.
[00:50:08.922 --> 00:50:10.924]  Pickles Center here in Austin, Texas.
[00:50:10.924 --> 00:50:15.429]  It's top red-linked at the number one website in the world, DrudgeReport.com.
[00:50:15.429 --> 00:50:18.893]  You can go there, and I'm glad that our servers are still staying up.
[00:50:18.893 --> 00:50:21.596]  That'll probably send us about three million readers.
[00:50:21.596 --> 00:50:23.559]  Or is the site still up, InfoWars.com?
[00:50:24.019 --> 00:50:24.819]  Top link there.
[00:50:43.607 --> 00:50:49.113]  During the next hour, a little bit, when we cover QE3 or Unlimited QE, what that means, and so much more.
[00:50:49.113 --> 00:50:50.955]  But straight ahead, final segment.
[00:50:50.955 --> 00:50:53.318]  Maybe I'll twist his arm for five more minutes.
[00:50:53.318 --> 00:50:57.763]  Into the next hour, we can take six or seven calls with Ben Swan from Fox19.com.
[00:51:00.475 --> 00:51:07.000]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:51:07.000 --> 00:51:09.603]  78% of the Midwest corn belt is in drought conditions.
[00:51:09.603 --> 00:51:14.987]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:51:14.987 --> 00:51:18.230]  The cost to feed livestock is forcing farmers and ranchers out of business.
[00:51:18.410 --> 00:51:19.931]  Blowing up your food prices.
[00:51:19.931 --> 00:51:27.573]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[00:51:27.573 --> 00:51:31.454]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:51:31.454 --> 00:51:33.255]  Now is the time to get your supply.
[00:51:33.255 --> 00:51:37.256]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:51:37.256 --> 00:51:39.877]  You know about their delicious long-term storable foods.
[00:51:40.157 --> 00:51:42.938]  The fact is, you can eat at any time to save money today.
[00:51:42.938 --> 00:51:47.499]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:51:47.499 --> 00:51:48.159]  Don't wait!
[00:51:48.159 --> 00:51:50.040]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[00:51:50.040 --> 00:51:51.620]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:51:51.620 --> 00:51:53.141]  You can bet your life on eFoodsDirect.
[00:52:00.256 --> 00:52:05.480]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:52:05.480 --> 00:52:14.846]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:52:14.846 --> 00:52:28.896]  The Berkey light systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:52:29.156 --> 00:52:33.563]  Order the Berkey Light System today, complete with two black Berkey elements for only $231.
[00:52:33.563 --> 00:52:37.308]  And the Berkey Guy will ship your order free of charge.
[00:52:37.308 --> 00:52:42.896]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only $39.99.
[00:52:44.298 --> 00:52:46.641]  That's over 30% off the retail price.
[00:52:46.641 --> 00:52:47.583]  Call the Berkey guy at 1-877-886-3653.
[00:52:47.583 --> 00:52:47.803]  That's 1-877-886-3653.
[00:52:47.803 --> 00:52:48.604]  Or order online at GoBerkey.com.
[00:52:48.604 --> 00:52:49.305]  That's GoBerkey.com today!
[00:53:00.220 --> 00:53:04.101]  Digestive health is the key to wellness and elimination of toxins.
[00:53:04.101 --> 00:53:05.122]  That bears repeating.
[00:53:05.122 --> 00:53:09.003]  Digestive health is the key to wellness and elimination of toxins.
[00:53:09.003 --> 00:53:13.564]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[00:53:13.564 --> 00:53:19.046]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[00:53:19.426 --> 00:53:21.887]  Pro-EM1 is dairy, wheat, and soy free.
[00:53:21.887 --> 00:53:24.389]  Contains all natural and certified organic ingredients.
[00:53:24.389 --> 00:53:26.550]  Contains no preservatives or animal products.
[00:53:26.550 --> 00:53:28.631]  Supports a healthy digestive and immune system.
[00:53:28.631 --> 00:53:29.652]  Supports weight loss.
[00:53:29.652 --> 00:53:31.453]  Improves absorption of food nutrients.
[00:53:31.453 --> 00:53:33.114]  Aids in controlling yeast infections.
[00:53:33.114 --> 00:53:34.695]  Is never freeze-dried.
[00:53:34.695 --> 00:53:38.557]  And uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[00:53:38.917 --> 00:53:42.681]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[00:53:42.681 --> 00:53:46.605]  Spelled T-E-R-A-G-A-N-I-X dot com.
[00:53:46.605 --> 00:53:48.127]  Terragonics dot com.
[00:53:48.127 --> 00:53:48.987]  Or call toll free 866-369-3678.
[00:53:48.987 --> 00:53:49.428]  That's 866-369-3678.
[00:53:49.428 --> 00:53:50.509]  Pro-EM1, the raw probiotic.
[00:54:13.053 --> 00:54:17.634]  I think that right now the question is, do we all work for central bankers?
[00:54:17.634 --> 00:54:20.415]  That's what I want to address to our guest tonight.
[00:54:20.415 --> 00:54:22.556]  Is this global governance at last?
[00:54:22.556 --> 00:54:25.057]  Is it one world, the central bankers in charge?
[00:54:25.057 --> 00:54:30.018]  Jim Iorio, you say we've got some downside here, a correction in the markets.
[00:54:30.018 --> 00:54:30.698]  Fine.
[00:54:30.698 --> 00:54:34.299]  But aren't we all just living and dying for what the central banks do?
[00:54:34.299 --> 00:54:41.682]  Aren't we all just counting on the fact that there's a Bernanke put and that we won't go any lower than, say, 5% down from here?
[00:54:42.802 --> 00:54:46.966]  Of course we are, because if we look at the economic data, there's nothing to get excited about in that.
[00:55:01.240 --> 00:55:03.341]  Well now it's just unlimited QE.
[00:55:03.341 --> 00:55:07.442]  And they wanted us to beg for it first, because if they don't do it, we're in trouble.
[00:55:07.442 --> 00:55:09.623]  But if they do, we're in trouble because they engineered this.
[00:55:09.623 --> 00:55:20.006]  Ben Swine, he's one of the anchors over there, an investigative reporter at Fox 19 in Cincinnati, now has a national and international following via YouTube and their site.
[00:55:20.006 --> 00:55:23.207]  We're taking phone calls, got a lot of fans out there.
[00:55:23.207 --> 00:55:26.768]  We're going to take five phone calls for you for this short segment, and the next and you're gone.
[00:55:27.448 --> 00:55:30.450]  Let's talk to Brian in Colorado.
[00:55:30.450 --> 00:55:31.670]  You're on the air with our guest.
[00:55:31.670 --> 00:55:33.171]  Go ahead.
[00:55:33.171 --> 00:55:36.193]  Big fan of yours, Mr. Swan, and you as well, Mr. Jones.
[00:55:36.193 --> 00:55:41.355]  I wanted to bring you up to pace on a few things that I found out.
[00:55:41.355 --> 00:55:42.296]  I live in Colorado.
[00:55:43.209 --> 00:55:55.959]  And it's very frightening to have the ACF state they're going to take people's gun rights that smoke marijuana or use marijuana because a lot of people in Colorado have guns and a lot of people in Colorado smoke marijuana.
[00:55:55.959 --> 00:56:03.845]  But the thing I really wanted to point out to you gentlemen is that through my research I found that marijuana oil cures cancer.
[00:56:03.845 --> 00:56:05.606]  Well it's certainly been shown to be a treatment.
[00:56:05.606 --> 00:56:06.247]  Let me stop you.
[00:56:07.406 --> 00:56:08.967]  This is how crazy the news is.
[00:56:08.967 --> 00:56:11.268]  That broke after I was off air yesterday.
[00:56:11.268 --> 00:56:13.009]  We carried it on the nightly news.
[00:56:13.009 --> 00:56:15.050]  I read the ruling from two days ago.
[00:56:15.050 --> 00:56:15.410]  It's true.
[00:56:15.410 --> 00:56:24.915]  They're saying alcohol abuse, marijuana use, any drug, any substance abuse, that they say, no judge, no jury, they're taking your guns.
[00:56:24.915 --> 00:56:26.116]  Ben Swan, what do you make of that?
[00:56:27.003 --> 00:56:29.045]  I haven't heard it.
[00:56:29.045 --> 00:56:31.186]  So I really can't comment on it.
[00:56:31.186 --> 00:56:35.269]  I'd love to see it though.
[00:56:35.269 --> 00:56:37.311]  It's already in Featured News Archive.
[00:56:37.311 --> 00:56:40.193]  Just put it up on screen for folks that are watching and listening.
[00:56:40.193 --> 00:56:42.194]  You can find it at InfoWars.com.
[00:56:42.194 --> 00:56:44.516]  I have it reposted to the front page.
[00:56:44.516 --> 00:56:45.377]  Thank you, Brian.
[00:56:45.377 --> 00:56:49.100]  Let's go to Luke in South Korea.
[00:56:49.100 --> 00:56:50.461]  You're on the air with Mr. Swan.
[00:56:50.461 --> 00:56:50.761]  Go ahead.
[00:56:51.991 --> 00:56:52.872]  Hi there, how are you?
[00:56:52.872 --> 00:57:01.978]  I've seen from my own experience with mainstream media that certain stories the government want to have suppressed never make it to air.
[00:57:01.978 --> 00:57:06.000]  And in England they have the DA system, Defence Advisory.
[00:57:06.000 --> 00:57:11.744]  They've still got the legacy of that in Australia and they're trying to re-enact it as a voluntary... Yeah, it's a denotist, absolutely.
[00:57:11.744 --> 00:57:13.325]  And they're trying to get that here.
[00:57:13.325 --> 00:57:14.706]  What's your question for Mr. Swan?
[00:57:15.779 --> 00:57:22.981]  Well, with the absence of a D-Notice, how does the government get the issues they want suppressed, suppressed?
[00:57:22.981 --> 00:57:25.022]  They have talking points.
[00:57:25.022 --> 00:57:27.682]  I mean, I know because I've talked to National.
[00:57:27.682 --> 00:57:36.505]  You saw two weeks ago where the New York Times is in contact with the CIA and killing stories for them.
[00:57:36.505 --> 00:57:37.325]  Ben, your take on that?
[00:57:37.825 --> 00:57:38.446]  Well, absolutely.
[00:57:38.446 --> 00:57:40.548]  I think there are definitely talking points to go out.
[00:57:40.548 --> 00:57:45.732]  And I think within local media, the issue isn't so much talking points as it is groupthink.
[00:57:45.732 --> 00:57:51.778]  If, you know, the sister parent station or if the networks aren't talking about it, then it must not be news.
[00:57:51.778 --> 00:57:54.460]  And so it's groupthink on the lower level, bigger level, it's talking points.
[00:57:54.600 --> 00:57:55.701]  Exactly.
[00:57:55.701 --> 00:58:02.407]  At the top of the pyramid, talking points are given, White House meetings, you name it, book deals, all of it, because I've been offered it.
[00:58:02.407 --> 00:58:05.710]  And then all the little parrots think, oh, those are the stars.
[00:58:05.710 --> 00:58:08.172]  If I copy what they say, I'll rise up.
[00:58:08.172 --> 00:58:14.217]  When in truth, even if you were a cynical mercenary, being different is what will make you rise up in a stagnant system.
[00:58:15.714 --> 00:58:16.534]  Right on.
[00:58:16.534 --> 00:58:17.275]  All right.
[00:58:17.275 --> 00:58:19.536]  I hope that answers your question from South Korea.
[00:58:19.536 --> 00:58:25.018]  We're going to race back and we're going to go to Angel and then we're going to go to Eric.
[00:58:25.018 --> 00:58:29.440]  At least those, maybe some more for Ben Swan, Fox 19 reporter.
[00:58:29.440 --> 00:58:33.282]  But like he said, now from that city, he's worldwide.
[00:58:33.282 --> 00:58:35.983]  That's why the dinosaur media is in so much trouble.
[00:58:35.983 --> 00:58:38.164]  That's why the info war is exploding.
[00:58:42.981 --> 00:58:50.286]  This is GCN, the Genesis Communications Radio Network.
[00:58:50.286 --> 00:58:55.250]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[00:58:55.250 --> 00:59:02.655]  Introducing a brand new book for independent Americans who want practical advice on how to survive and even prosper in the challenging days ahead.
[00:59:02.655 --> 00:59:10.861]  The big book of off-the-grid secrets is packed with hard-hitting information on self-reliance gardening, food preparation, alternative energy, home security, and more.
[00:59:11.081 --> 00:59:15.043]  At 436 pages, there's simply nothing like it anywhere.
[00:59:15.043 --> 00:59:19.465]  Get the big book of off-the-grid secrets by going to OffTheGridSecrets.com.
[00:59:19.465 --> 00:59:21.927]  That's OffTheGridSecrets.com.
[00:59:21.927 --> 00:59:25.148]  Or call 800-206-4095.
[00:59:25.148 --> 00:59:28.290]  That's 800-206-4095.
[00:59:28.290 --> 00:59:33.293]  Order online and get our top 14 off-the-grid special reports free with your order.
[00:59:33.293 --> 00:59:37.775]  Reports like cash garden, how to grow all the food you'll ever need, and stick to your guns.
[00:59:37.935 --> 00:59:38.576]  We're good to go.
[01:00:04.994 --> 01:00:09.837]  Big Brother, Mainstream Media, Government Cover Ups.
[01:00:09.837 --> 01:00:11.418]  You want answers?
[01:00:11.418 --> 01:00:12.979]  Well, so does he.
[01:00:12.979 --> 01:00:17.162]  He's Alex Jones on the GCN Radio Network.
[01:00:17.162 --> 01:00:21.465]  And now, live from Austin, Texas, Alex Jones.
[01:00:21.465 --> 01:00:25.728]  Alright, let's go to an InfraGard story.
[01:00:27.369 --> 01:00:29.830]  With Chris in Florida, an InfraGard just hung up.
[01:00:29.830 --> 01:00:31.851]  I'm trying to get to your calls.
[01:00:31.851 --> 01:00:38.513]  Uh, Chris in Florida, you've got a InfraGard, uh, story.
[01:00:38.513 --> 01:00:40.994]  Hey, my dad's calling me up right now.
[01:00:40.994 --> 01:00:42.315]  Uh, hold on one second.
[01:00:42.315 --> 01:00:43.555]  Hey, hey, what's going on?
[01:00:43.555 --> 01:00:47.677]  I'm here on the radio.
[01:00:47.677 --> 01:00:49.218]  Yeah, okay, you wanna come on?
[01:00:49.218 --> 01:00:50.158]  I guess you're on your lunch break?
[01:00:51.863 --> 01:00:53.144]  Well, no, no, no, no.
[01:00:53.144 --> 01:00:54.545]  Call our internal number.
[01:00:54.545 --> 01:00:55.525]  That's a psy-op.
[01:00:55.525 --> 01:00:57.387]  Then he'll say that isn't your dad.
[01:00:57.387 --> 01:01:02.890]  And then he'll say, listen, I can tell that guy's following a script.
[01:01:02.890 --> 01:01:04.271]  No, no, no, no, no, no, no.
[01:01:04.271 --> 01:01:05.852]  Since you called in now, this is exciting.
[01:01:05.852 --> 01:01:07.593]  I'm going to go to my InfraGard guy.
[01:01:07.593 --> 01:01:11.436]  Hey, guys, will you come get my phone and give my dad the hotline number, please?
[01:01:11.436 --> 01:01:12.557]  That's hilarious.
[01:01:12.557 --> 01:01:14.198]  You don't have to talk about the patient itself.
[01:01:14.198 --> 01:01:16.799]  Just, you know, just tell me.
[01:01:16.799 --> 01:01:17.380]  Well, you know what to do.
[01:01:17.380 --> 01:01:17.620]  Here it is.
[01:01:20.625 --> 01:01:21.645]  I know it was a year and a half ago, Dad.
