[00:00.000 --> 00:15.000]  The answer to 1984 is 1776.
[58:07.000 --> 58:16.000]  We've got some deals on caveman as well. But again infowarslife.com or triple eight, two, five, three, three, one, three, nine.
[58:16.000 --> 58:23.000]  It is an act of resistance when you financially support us. Get the super blue fluoride free toothpaste for children and for adults.
[58:23.000 --> 58:28.000]  We've got two different forms of great organic mouthwash with colloidal silver iodine and more. It's all there.
[58:28.000 --> 58:39.000]  infowarsstore.com or triple eight, two, five, three, three, one, three, nine. We are the defenders of free speech, the defenders of the Republic and we will not back down.
[58:39.000 --> 58:49.000]  We will not give in. We are full steam ahead. Damn the maneuvers. We're going straight at them.
[58:49.000 --> 58:58.000]  As most of you already know, I am a voracious consumer of news and information and in the last four or five years doing more and more research.
[58:58.000 --> 59:08.000]  I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors in many cases had much better nutrition than we do today.
[59:08.000 --> 59:14.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing and then processing.
[59:14.000 --> 59:28.000]  And so I set out to develop caveman, but to not just have concentrated bone broth from chicken, but seven other super food ingredients known for cleansing and super charging the body at the same time.
[59:28.000 --> 59:38.000]  infowars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[59:38.000 --> 59:49.000]  Caveman is back in stock. People absolutely love it. So please secure your caveman today at infowarslife.com or by calling toll free triple A 253 3139.
[01:00:08.000 --> 01:00:17.000]  From the front lines of the information war, it's Alex Jones.
[01:00:17.000 --> 01:00:26.000]  We shot me, we shot Mike. Roger Stone is our guest. I mean look, we gave you the exclusive on the pardon.
[01:00:26.000 --> 01:00:30.000]  We gave you the exclusive on the Google droids watching and listening to you.
[01:00:30.000 --> 01:00:33.000]  We gave you the exclusive on their plan to overthrow Trump using COG.
[01:00:33.000 --> 01:00:39.000]  We gave you the exclusive on they're going to say he's mentally ill next because we're not just thinking this stuff up.
[01:00:39.000 --> 01:00:44.000]  We have the sources and stuff. This is a short segment long segment coming up and you'll be gone.
[01:00:44.000 --> 01:00:53.000]  How to go to your important meetings. What else is front and center on the radar? What does Trump need to do because it's clear and we'll get into this more in the next segment.
[01:00:53.000 --> 01:01:06.000]  They are initiating the attempt to overthrow him now. They said it a month ago. They said the next two months to have it telegraphs their operatives that they have confidence that now launch the full assault.
[01:01:06.000 --> 01:01:13.000]  Everyone I know in corporate inboxes from from Uber, you name it is, you know, Trump's a white supremacist, we must overthrow him.
[01:01:13.000 --> 01:01:22.000]  Nazis are everywhere, you know, get in their face. They're telling businesses from Starbucks to flower shops, ask people of their racist.
[01:01:22.000 --> 01:01:32.000]  You've seen hysteria on the street where they try to attack you everywhere. I mean, they have activated their people into a type of in pecking, weird temper tantrum revolution.
[01:01:32.000 --> 01:01:39.000]  I don't think it's going to go well. I mean, Hitler dropped bombs on England. It turned the people for the war from being against it.
[01:01:39.000 --> 01:01:49.000]  And I think these globalists and their minions are such cowards. They don't understand all this intimidation just gave me way more energy, made me commit to this absolute total resistance.
[01:01:49.000 --> 01:01:56.000]  Alex, I don't think the people of middle America who support this president are going to stand for some kind of coup.
[01:01:56.000 --> 01:02:06.000]  Of course, the president has an obligation to restore order in the events that there is a mass insurrection against constitutional government.
[01:02:06.000 --> 01:02:17.000]  The left is whip themselves into a frenzy because everything they have tried has failed. They were able to use Watergate to take Nixon out.
[01:02:17.000 --> 01:02:25.000]  They were able to murder John F. Kennedy when I say they, you know, the establishment, the deep state.
[01:02:25.000 --> 01:02:35.000]  I think Eisenhower called it the military industrial complex. None of their standard operating procedures are working with this president.
[01:02:35.000 --> 01:02:41.000]  And the reason for that is because we have a vibrant and robust alternative media.
[01:02:41.000 --> 01:02:47.000]  When people get sick of the lies on CNN, they can go to Info Wars to find out the truth.
[01:02:47.000 --> 01:03:02.000]  That's why the tech left is working overtime to try to censor us, to try to use the manipulation of our algorithms and a dozen other computer tricks to try to end our reach so that we can.
[01:03:02.000 --> 01:03:17.000]  And let's be clear. Let's be clear. They're launching everything now. The censorship has gone up 500-fold, the physical attacks 500-fold, the bullying, the freaking out, the rhetoric with CIA high-level folks saying we're going to kill Trump on television.
[01:03:17.000 --> 01:03:25.000]  They're canvassing Congress about who's going to go along with them, throwing them in a mental institution. I mean, this is happening.
[01:03:25.000 --> 01:03:37.000]  The single most important thing the president could do right now is to take the FISA court warrant that proves the mass-based illegal unconstitutional spying on at least 30,000 Americans
[01:03:37.000 --> 01:03:48.000]  and tell Jeff Sessions to bring an immediate criminal indictment against Brennan, Rogers, Jarrett, Rice, et al.
[01:03:48.000 --> 01:03:58.000]  That would cut right to the heart of the guts of the CIA. He's got to go on the offense. And we're seeing some signals with Sessions with the Awan Brothers indicted for espionage against the Republic.
[01:03:58.000 --> 01:04:07.000]  The word is shulch. The indictments are ready. We're seeing other criminal investigations of the Clintons going to high gear. I think the president must move now for the Republic.
[01:04:07.000 --> 01:04:25.000]  You know the most fundamental and important of Stone's rules. You never win on defense. The president must go on offense against both parties in Congress, go on offense against the Deep State, and begin the prosecution of those who violated our civil liberties under Obama.
[01:04:25.000 --> 01:04:40.000]  While he still has the backing of the military, because they're openly in the news shopping the military to go along with the coup, they're waiting to take his support away when they plunge the economy. He's got to move first so they can't blow the economy and complete the takeover of the country.
[01:04:40.000 --> 01:04:56.000]  The country has been invaded by globalist forces. These are alien outside forces. The president must move militarily. I believe outside of the courts. We cannot wait. Military action now.
[01:04:56.000 --> 01:05:12.000]  You deserve a deep restful sleep with knockout by InfoWarsLife. Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:05:12.000 --> 01:05:26.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep. Millions of people around the world experience daytime drowsiness, but with the rapid speed of life we need to be able to keep up the pace.
[01:05:26.000 --> 01:05:36.000]  Our natural mixture harnesses the power of ten known ingredients to let your body relax and get the sleep you need. Wake up refreshed and take on the day.
[01:05:36.000 --> 01:05:48.000]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price. Get the sleep you deserve and experience the power of knockout.
[01:05:48.000 --> 01:06:08.000]  Head on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[01:06:18.000 --> 01:06:32.000]  But in the 21st century, there are silent weapons for quiet war. Pathogens added to the food and water and to the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[01:06:32.000 --> 01:06:47.000]  I personally counter this onslaught with Anthroplex. Anthroplex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:06:47.000 --> 01:06:56.000]  However, why Anthroplex has turned so many heads today, it's time for us to take our bodies back into our own hands and it starts at infowarslife.com with Anthroplex.
[01:07:18.000 --> 01:07:33.000]  Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children, to the best job you can to purify your air. The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most toxic effects for themselves.
[01:07:33.000 --> 01:07:35.000]  The general public doesn't.
[01:07:35.000 --> 01:07:50.000]  The Alexa Pure Breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean. This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:07:50.000 --> 01:08:06.000]  Find out why this system is so revolutionary today at infowarsstore.com.
[01:08:21.000 --> 01:08:28.000]  The coolest thing, the Alex Jones show, is the piss in the face of all that.
[01:08:28.000 --> 01:08:39.000]  But we'll see. You see, they're launching a new Comedy Central show five nights a week based on me, where a guy plays me and then says horrible racist stuff so people want to kill me on the street.
[01:08:39.000 --> 01:08:52.000]  What's come? We're going to play a trailer for that coming up. No, but Roger's doing an amazing job. You were getting into the serious stuff. Great job on the film. Get me Roger Stone. And I think it does deserve an Oscar. I can only watch documentaries these days and it is riveting.
[01:08:52.000 --> 01:08:57.000]  So he's out there doing some important work and he's going to be spending a week a month with us here in the ATX.
[01:08:57.000 --> 01:09:09.000]  But finishing up, Roger, we have massive civil war. They're launching the admission that they're saying they think he's mentally ill, that they want to militarily overthrow him. You told TMZ when you got off the airplane yesterday in L.A.
[01:09:09.000 --> 01:09:17.000]  You said, look, we'll play the clip after you're gone. You said, look, I'm not for violence, but if they overthrow him, America's not putting up with it.
[01:09:17.000 --> 01:09:27.000]  It's not like where you punch us in the face like Antifa and then somebody fights back and you go, oh my God, you fought back against Antifa. They're the white knights that no one's allowed to fight back against.
[01:09:27.000 --> 01:09:38.000]  I mean, this is crazy how entitled they are. You can see them with the censorship, everything mounting, their campaigns for rioting, that they're building towards a crescendo and they admit they're building towards a crescendo to removing.
[01:09:38.000 --> 01:09:49.000]  What's your intel on how that may look? What you think is going to happen if they try it? I believe it's going to blow up spectacularly and take the Democratic Party from a dying coastal party to basically an outlawed party.
[01:09:49.000 --> 01:09:59.000]  Now, when I say Trump should use the military against these people, they're on TV saying, kill Trump. They're on TV saying, we're the CIA. We're going to kill him soon.
[01:09:59.000 --> 01:10:12.000]  We're organizing a coup outside of law. They've got Brennan and Clapper all saying it. So that's outside of law preparing a coup in America. You strike back against that with the national security apparatus.
[01:10:12.000 --> 01:10:21.000]  I'm not calling for the seven days in May. I'm calling to stop the seven days in May, literally. So what do you say in closing Roger Stone?
[01:10:21.000 --> 01:10:29.000]  Yeah, I think you have to remember, Alex, that the president is the head of government. He is not a candidate. He's the president of the United States.
[01:10:29.000 --> 01:10:40.000]  A move against him is therefore an illegal and unconstitutional move. He would have the right to order the military to put down mass insurrection in the country.
[01:10:40.000 --> 01:10:54.000]  I believe most police officers in this country would remain loyal to the president. Again, we are not the ones advocating violence. We are not the ones who are rationalizing violence.
[01:10:54.000 --> 01:11:07.000]  We are anti-violence. What I told TMZ was, however, that if there is an illegitimate, unconstitutional move to remove this president, it's going to be met with violence from those in Middle America
[01:11:07.000 --> 01:11:15.000]  who no longer have to depend on CNN and CBS to find out what's going on, who can find out what's going on by coming right here to Info Wars,
[01:11:15.000 --> 01:11:24.000]  or go to Breitbart or Daily Call or any number of other places that will tell you the truth, and those people will be mobilized.
[01:11:24.000 --> 01:11:34.000]  Of that, there is no doubt. In the next 24 hours, you're going to hear over and over again, Roger Stone advocated violence if Trump is impeached.
[01:11:34.000 --> 01:11:40.000]  Not what I said. Listen to the whole take. Not what I said.
[01:11:40.000 --> 01:11:48.000]  What's the next attack on him after that? Clearly, do you agree with me they're building towards the big event?
[01:11:48.000 --> 01:11:57.000]  There's no question. My sources like yours tell me that violence is the next event. They predicted this before Charlottesville.
[01:11:57.000 --> 01:12:06.000]  We now know that Charlottesville was a fraud, the guy who ran the entire operation, the top white supremacist.
[01:12:06.000 --> 01:12:13.000]  Well, it turns out that he was working for Hillary a year and a half ago, pardon me, for Obama a year and a half ago.
[01:12:13.000 --> 01:12:20.000]  So I think the fraud of Charlottesville has now been exposed. I expect Alex to answer your question directly.
[01:12:20.000 --> 01:12:30.000]  There will be more false flags. There will be more abject prop set up to foment violence and then blame that violence on Donald Trump.
[01:12:30.000 --> 01:12:37.000]  That's exactly what happened in Charlottesville, and I expect there will be other Charlottesvilles shortly.
[01:12:37.000 --> 01:12:44.000]  I expect Oklahoma City's federal building with a nursery again, blow it up, claim a Trump supporter did it, try to pin it on the president.
[01:12:44.000 --> 01:12:50.000]  None of us are going to buy that and we're ready for it and we know it. We knew that Soros was fighting the summer of rage.
[01:12:50.000 --> 01:12:59.000]  They finally got their event. They've been calling for all this violence. They finally get some violence to then brand us for the coming civil war, which they have lit the fuse on.
[01:12:59.000 --> 01:13:05.000]  But the truth is we're here fighting it. Our listeners are fighting it and we're going to win and we have the beach out of the president now.
[01:13:05.000 --> 01:13:15.000]  The big enemy, as you said, is the Republican establishment with the Speaker of the House meeting with Democrats on TV saying he wants to work with them basically against Trump.
[01:13:15.000 --> 01:13:23.000]  They're all preparing with Mitch McConnell saying Trump may be removed the New York Times this weekend. They are clearly preparing the attack in the next month.
[01:13:23.000 --> 01:13:32.000]  This is the time for maximum vigilance and never hedging our bets, but being fully committed to the Republic and fully committed to this champion, Donald John Trump.
[01:13:32.000 --> 01:13:35.000]  Thank you so much, Roger Stone.
[01:13:35.000 --> 01:13:46.000]  Alex, great to be with you. And again, the most important takeaway today, and you're hearing it on Info Wars first, Jeff Zucker, the head of CNN will be out of work shortly.
[01:13:46.000 --> 01:14:02.000]  Folks at the highest levels of AT&T who are on the verge of acquiring Time Warner and thus CNN are very unhappy with the way CNN has become a front organization and no longer a news organization.
[01:14:02.000 --> 01:14:03.000]  Well said, my friend.
[01:14:03.000 --> 01:14:04.000]  Your first at Info Wars.
[01:14:04.000 --> 01:14:07.000]  All right, we'll talk to you soon. Thank you, Roger.
[01:14:07.000 --> 01:14:08.000]  Great, Alex. Thank you.
[01:14:08.000 --> 01:14:22.000]  I was hearing that a few weeks ago, too, about some meetings in DC and let's just say the best laid plans of mice and men often go astray.
[01:14:22.000 --> 01:14:23.000]  Let me start getting to some clips.
[01:14:23.000 --> 01:14:29.000]  Then I want to open the phones up to take your calls out of Antonio Sabato Jr. joining us and I want to have open phones for him.
[01:14:29.000 --> 01:14:34.000]  Smart guy, good looking guy, libertarian conservative patriot, and the numbers are showing.
[01:14:34.000 --> 01:14:40.000]  Looks like he can win in his run for Congress. So we really look forward to having him on coming up.
[01:14:40.000 --> 01:14:44.000]  He's been on before and now he's getting traction in the polls.
[01:14:44.000 --> 01:14:50.000]  He was on Fox News this morning, which is what what made me think have Alia go ahead and call him up and try to get him on.
[01:14:50.000 --> 01:14:54.000]  So he's going to be popping in to join us as well because that's the real victory here.
[01:14:54.000 --> 01:14:55.000]  Keep moving forward.
[01:14:55.000 --> 01:15:03.000]  Get real patriots elected to Congress, to governorships, to state houses, 900 plus patriots elected to state houses.
[01:15:03.000 --> 01:15:05.000]  30 plus state houses now controlled by Republicans.
[01:15:05.000 --> 01:15:16.000]  The Liberty Movement is taking over the stinking evil old Republican Party that works with the evil white supremacist KKK Democratic Party.
[01:15:16.000 --> 01:15:21.000]  And their whole race baiting orgy is a symbol of their weakness.
[01:15:21.000 --> 01:15:29.000]  Again, I mean, I see CNN now and other publications and it is the headline, Bikers to Protest Trump.
[01:15:29.000 --> 01:15:33.000]  And I go, the bikers are for it. And I read it. It says the bikers there to protest him.
[01:15:33.000 --> 01:15:38.000]  And then I see them show crowds going, look at the bikers. They're against Trump because they had no crowd.
[01:15:38.000 --> 01:15:46.000]  So they pointed a camera at 200 yards at our crowd. I mean, that is incredible.
[01:15:46.000 --> 01:15:54.000]  They are telling lies now that are so big that that are just.
[01:15:54.000 --> 01:16:01.000]  Well, it's what Matt, one of the producers said, he goes, this is Hitler tactics.
[01:16:01.000 --> 01:16:05.000]  I mean, I think about how Schwarzenegger is lecturing Trump on how to not be a racist.
[01:16:05.000 --> 01:16:10.000]  The guy told Rolling Stone, he dreams of being Hitler.
[01:16:10.000 --> 01:16:18.000]  I'm not going to go into the whole thing about why he bought the rights to the movie, Pumping Iron, because they had, and we're going to put it on the DVD a decade ago,
[01:16:18.000 --> 01:16:26.000]  and made him pay exorbitantly to buy Pumping Iron because they, it was on the cutting room floor when he had talked about admiring Adolf Hitler and the master race.
[01:16:26.000 --> 01:16:33.000]  And they interviewed all these black bodybuilders. He'd walk in the gym and say, inwards, get out of here. Your God is here.
[01:16:33.000 --> 01:16:38.000]  And he was so racist and so hateful, he would make them cry.
[01:16:38.000 --> 01:16:46.000]  And then he'd take their girlfriends away from them and have sex with them in the gym in front of everybody.
[01:16:46.000 --> 01:16:50.000]  And I guess his bluff worked. He's like huge black guys. They'd back off. He threatened to kick their asses.
[01:16:50.000 --> 01:17:00.000]  He's completely insane. His father was an SS officer in the Gestapo and ran a major city in World War II.
[01:17:00.000 --> 01:17:05.000]  His brother, the big, the big guy who died in an automobile accident. I've read it all up on it.
[01:17:05.000 --> 01:17:12.000]  I made a documentary partially about Schwarzenegger, Marshall Lobb.
[01:17:12.000 --> 01:17:19.000]  His brother was a product of an SS marriage. Arnold was born, what, like last year of the war or whatever.
[01:17:19.000 --> 01:17:29.000]  The point is, is that ladies and gentlemen, you have a literal Nazi where it was in Rolling Stone that people come over to his house.
[01:17:29.000 --> 01:17:34.000]  He'd have Hitler speeches on the record player and would be in an SS uniform.
[01:17:34.000 --> 01:17:41.000]  He wore Nazi uniforms at the house for dinner parties.
[01:17:41.000 --> 01:17:46.000]  And I guess it gets people's attention. I mean, yeah, it's a real son of a real Nazi.
[01:17:46.000 --> 01:17:51.000]  Big, good-looking guy in a Nazi uniform with a German accent playing Hitler records.
[01:17:51.000 --> 01:17:55.000]  And the women were impressed, I guess. I mean, and he points his damn finger.
[01:17:55.000 --> 01:17:58.000]  Excuse me, listeners, I'm not trying to use those terms.
[01:17:58.000 --> 01:18:04.000]  He points his stinking, lily-livered finger at Donald Trump who's trying to turn this country around everything else
[01:18:04.000 --> 01:18:12.000]  and says he is a Nazi in that video he put out last week. That makes me sick.
[01:18:12.000 --> 01:18:18.000]  My family literally almost died. I almost don't exist because of Arnold Schwarzenegger's father and people like him.
[01:18:18.000 --> 01:18:25.000]  And then I've got to be lectured by this toad.
[01:18:25.000 --> 01:18:30.000]  I mean, I just can't handle it anymore.
[01:18:30.000 --> 01:18:36.000]  And then it gets worse because Arnold at least didn't round up Jews by the thousands.
[01:18:36.000 --> 01:18:41.000]  The godfather of the modern left, the guy that funds them, wasn't just a Nazi collaborator.
[01:18:41.000 --> 01:18:49.000]  He says he's proud of it and not sorry for it.
[01:18:49.000 --> 01:18:55.000]  George Soros, I mean, you cannot, and then George Soros is trying to destroy me 24x7 with massive money
[01:18:55.000 --> 01:19:00.000]  funding all these lies and all these private investigators and stuff.
[01:19:00.000 --> 01:19:05.000]  I mean, and just coming after me, after me, I mean, it's weird to have a weird Nazi after me.
[01:19:05.000 --> 01:19:10.000]  And he runs the Google Facebook censor board with Southern Barbie Law Center.
[01:19:10.000 --> 01:19:20.000]  He funds it. A weird Nazi censoring me and then I get Cuomo and his thug brother, Chris Cuomo on Trump rally.
[01:19:20.000 --> 01:19:31.000]  Nothing says fun like white supremacist and the headlines in the Washington Post and seeing in everyone who voted for Trump is a white supremacist.
[01:19:31.000 --> 01:19:35.000]  And it's just like, well, screw you.
[01:19:35.000 --> 01:19:41.000]  But they're like, oh, we don't care if you don't care, we're going to come after you and everybody else, including average citizens.
[01:19:41.000 --> 01:19:44.000]  You're not going to have leftists coming up to you poking you.
[01:19:44.000 --> 01:19:47.000]  Hey, hey, hey, bow down to me.
[01:19:47.000 --> 01:19:51.000]  You know what? They just woke up sleeping giant.
[01:19:51.000 --> 01:20:17.000]  I got so much energy. I'm ready to fight. I'm ready to win.
[01:20:17.000 --> 01:20:25.000]  You can order meals that are naturally high in fiber, carbs and protein packaged in mylar bags with oxygen absorbers for superior shelf life.
[01:20:25.000 --> 01:20:28.000]  For a limited time only your order ships free.
[01:20:28.000 --> 01:20:29.000]  But that's not all.
[01:20:29.000 --> 01:20:32.000]  Enter promo code PREP10 to receive 10% off your entire order.
[01:20:32.000 --> 01:20:35.000]  Call 800-700-2184 today.
[01:20:35.000 --> 01:20:50.000]  30dayfood.com keeps prices low by buying directly from suppliers in the Pacific Northwest, then passing the savings along to you.
[01:20:50.000 --> 01:21:16.000]  That's 30dayfood.com at 800-700-2184.
[01:21:16.000 --> 01:21:21.000]  Get there when you most need it. Visit solarc.us to see EMP testing.
[01:21:21.000 --> 01:21:50.000]  Get there when you most need it.
[01:21:50.000 --> 01:21:55.000]  Get there when you most need it.
[01:22:20.000 --> 01:22:29.000]  If you had purchased $100 of Bitcoin in 2010, today you'd have $2,600,000.
[01:22:29.000 --> 01:22:36.000]  While that sinks in, you now have a huge cryptocurrency opportunity at below market price at a guaranteed $0.10 per coin.
[01:22:36.000 --> 01:22:41.000]  Procoin, a coin publicly traded on the open market, easily converted to cash available in 60 countries,
[01:22:41.000 --> 01:22:46.000]  and Procoin is the only cryptocurrency offering coinback rewards for consumers and merchants.
[01:22:46.000 --> 01:22:51.000]  Take action by August 31st at procoincurrency.net. That's procoincurrency.net.
[01:22:51.000 --> 01:23:17.000]  The deadline for Tencent Guarantee is August 31st.
[01:23:17.000 --> 01:23:23.000]  For a truly modern twist on this primitive survival tool, feel the thrill only at slingbow.com.
[01:23:47.000 --> 01:24:12.000]  Get all plates at wholesale pricing only at catiarmor.com.
[01:24:12.000 --> 01:24:21.000]  I'm going to open the phones up in the next segment to give your take on the Civil War that globalists have launched through their compliant leftist stuges.
[01:24:21.000 --> 01:24:28.000]  The situation with the escalation in the war, at least on paper in Afghanistan,
[01:24:28.000 --> 01:24:31.000]  they're announcing they're getting ready to make their move to try to overthrow the president.
[01:24:31.000 --> 01:24:35.000]  How do you think that's going to go down? What do we do in response?
[01:24:35.000 --> 01:24:38.000]  I think the president has to move on them.
[01:24:38.000 --> 01:24:43.000]  And that makes me public enemy number one, but I'm willing to come out and say what this country needs.
[01:24:43.000 --> 01:24:48.000]  Remember, I'm the anti-police state guy. I'm the anti-coup guy.
[01:24:48.000 --> 01:24:52.000]  They are the ones with the police state. They are the ones with the coup.
[01:24:52.000 --> 01:25:01.000]  They are the ones openly announcing they want to kill the president and are planning to do it to legitimize it with their constituency.
[01:25:01.000 --> 01:25:07.000]  And to prepare them, like everybody's up at the edge of the cliff going, come on guys, let's jump. It's safe.
[01:25:07.000 --> 01:25:11.000]  So they jump off into the water and go, it's warm in here. Come on in. It's great.
[01:25:11.000 --> 01:25:17.000]  There's not piranhas in here or anything, as I swim by, as you swim by,
[01:25:17.000 --> 01:25:25.000]  as if we are going to put up with any of this, as if they have the moral authority,
[01:25:25.000 --> 01:25:33.000]  as if they have any military bearing or history, as if they have any physicality or any business acumen
[01:25:33.000 --> 01:25:39.000]  or any true gravitas when it comes to being aggressive in the real sense,
[01:25:39.000 --> 01:25:46.000]  because if they start a civil war, they plan to mop everybody up, shut down the red states forever,
[01:25:46.000 --> 01:25:50.000]  and basically create a one-party system. That's their stated goal.
[01:25:50.000 --> 01:25:55.000]  Have new fake elections overseen by them. It's basically the Venezuelan model.
[01:25:55.000 --> 01:26:03.000]  A permanent one-party state with a kind of vestigial Republican party that are lap dogs and plays along.
[01:26:03.000 --> 01:26:09.000]  The coup supporters at least think they're going to have a place in the new system.
[01:26:09.000 --> 01:26:14.000]  And because they know we reach tens of millions of people every day now, they're censoring us, they're blocking us,
[01:26:14.000 --> 01:26:21.000]  they're trying to boycott us, they're trying to shut us down, and they're having two shows on HBO,
[01:26:21.000 --> 01:26:32.000]  one show on Showtime, multiple shows on Netflix, every major cable comedy show,
[01:26:32.000 --> 01:26:39.000]  saying that Alex Jones is an evil bad person who needs to be taken off the air,
[01:26:39.000 --> 01:26:48.000]  and now they're launching comedy-central program where five nights a week.
[01:26:48.000 --> 01:26:52.000]  I'll tell you about this in the next segment.
[01:26:52.000 --> 01:26:56.000]  They have someone playing the part, quote, of Alex Jones.
[01:26:56.000 --> 01:27:04.000]  This is a new Stephen Colbert thing, and it's an actor reading on a teleprompter who then will make nonsensical arguments,
[01:27:04.000 --> 01:27:12.000]  and they admit it's supposed to be an Alex Jones approach to satire.
[01:27:12.000 --> 01:27:20.000]  And then when I go out on the street in Austin, Texas, where the failures of LA and other places have moved,
[01:27:20.000 --> 01:27:23.000]  they don't think, gee, we moved here because we collapsed to their areas of the country.
[01:27:23.000 --> 01:27:27.000]  They see me walking down the street, and they come over and go, F you and want to beat me up,
[01:27:27.000 --> 01:27:31.000]  and I ask them why, and they reprieve something they heard on Stephen Colbert,
[01:27:31.000 --> 01:27:34.000]  and I look at them and I go, dude, that's not real.
[01:27:34.000 --> 01:27:39.000]  And they go, shut up, fake news, fact check.
[01:27:39.000 --> 01:27:46.000]  What do you say for Charlotte? And I say, well, today, 13 people got run over and killed and hundreds injured.
[01:27:46.000 --> 01:27:52.000]  Shut up, that didn't happen, you're fake.
[01:27:52.000 --> 01:27:59.000]  And I look at the guy and I say, that's not fake, it's on video. It was a live feed. You saw it.
[01:27:59.000 --> 01:28:04.000]  They walk over saying F you, and a few of them would actually talk to me.
[01:28:04.000 --> 01:28:08.000]  It was usually the gay guys. They'd laugh at me and say, okay, I'll talk to you.
[01:28:08.000 --> 01:28:13.000]  They'd walk over all sassy pants doing like this, and, oh, yeah, really? Oh, sure, that never happened.
[01:28:13.000 --> 01:28:18.000]  That's fake news. The guy's boyfriend goes, well, actually, that did happen in Barcelona today.
[01:28:18.000 --> 01:28:22.000]  He's like, oh, that didn't matter, you're still fake.
[01:28:22.000 --> 01:28:28.000]  They don't believe anything I say, despite the fact I keep telling you everything that's going to happen,
[01:28:28.000 --> 01:28:32.000]  and it happens just basically exactly as we said.
[01:28:32.000 --> 01:28:38.000]  And that's not hard to do when you're tuned in to the real world already.
[01:28:38.000 --> 01:28:45.000]  But see, the establishment thinks you're so dumb, they put out, you're a racist, you're a Nazi, you're a fascist,
[01:28:45.000 --> 01:28:51.000]  and it's okay to punch a Nazi, it's okay to get rid of their free speech, and then, by extension,
[01:28:51.000 --> 01:28:58.000]  project on to everyone else that they are Nazis.
[01:28:58.000 --> 01:29:02.000]  I was wearing my wedding ring today because I never wear it, and believe it or not,
[01:29:02.000 --> 01:29:06.000]  I've lost so much weight since about four or five years ago when I was wearing it last, so I'm remarried,
[01:29:06.000 --> 01:29:10.000]  that it's just too loose, it's coming off, I can't wear it.
[01:29:10.000 --> 01:29:16.000]  It keeps distracting me. I have to get a new wedding ring, I guess, or I guess get it filled, make it smaller.
[01:29:16.000 --> 01:29:22.000]  That's just a fact. That wasn't a stunt for the products we sell to show how I've lost 40, 50 pounds the last few years.
[01:29:22.000 --> 01:29:30.000]  I still got a really big head, though, but I have lost 90% of my prodigious gut I had before,
[01:29:30.000 --> 01:29:36.000]  but I've gotten so focused on work, I've basically stopped working out now, so I'm wondering how soon do I start gaining weight again,
[01:29:36.000 --> 01:29:41.000]  but the products are so good, the X2, the Superman and the rest of it, that are on sale by the way right now,
[01:29:41.000 --> 01:29:44.000]  that I just basically quit working out. It's not good.
[01:29:44.000 --> 01:29:52.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[01:30:14.000 --> 01:30:18.000]  A powerful punch to get you through the night and achieve proper sleep.
[01:30:18.000 --> 01:30:24.000]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life,
[01:30:24.000 --> 01:30:30.000]  we need to be able to keep up the pace. Our natural mixture harnesses the power of ten known ingredients
[01:30:30.000 --> 01:30:34.000]  to let your body relax and get the sleep you need.
[01:30:34.000 --> 01:30:40.000]  Wake up refreshed and take on the day. InfoWarsLife wants to bring you a sleep support formula
[01:30:40.000 --> 01:30:44.000]  that goes above and beyond other leading brands at an affordable price.
[01:30:44.000 --> 01:30:48.000]  Get the sleep you deserve and experience the power of knockout.
[01:30:48.000 --> 01:31:14.000]  Get on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[01:31:18.000 --> 01:31:24.000]  In long lasting natural deodorant, Emrex Essentials is free of chemicals and toxins that may harm your body.
[01:31:24.000 --> 01:31:30.000]  We carefully select pure and simple ingredients to create formulas that are certified USDA made with organic.
[01:31:30.000 --> 01:31:35.000]  Our mission is to offer you everyday organic household products to enhance your life.
[01:31:35.000 --> 01:31:40.000]  Truly feel the difference by going organic natural without compromising on quality.
[01:31:40.000 --> 01:31:47.000]  Feel good about using Emrex Essentials. Start saving money and stop exposing yourself and your family to toxic ingredients.
[01:31:47.000 --> 01:31:53.000]  Visit infowarsstore.com and learn more about the new Emrex Essentials line of organic products.
[01:31:53.000 --> 01:32:19.000]  That's infowarsstore.com.
[01:32:19.000 --> 01:32:23.000]  It's loaded with good halogen iodine, instead of the bad halogen fluoride.
[01:32:23.000 --> 01:32:30.000]  Super Blue contains natural oils and ingredients used since Biblical times to help wipe out bad bacteria and eliminate bad breath.
