whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:11:59.820 --> 01:12:01.380]   Benghazi and Russia gate.
[01:12:01.380 --> 01:12:04.860]   But meanwhile, Chuck Todd says,
[01:12:04.860 --> 01:12:06.700]   he's succeeded.
[01:12:06.700 --> 01:12:09.100]   In despite the fact there's no
[01:12:09.100 --> 01:12:11.860]   evidence that anybody colluded to
[01:12:11.860 --> 01:12:14.020]   frame him that we did.
[01:12:14.020 --> 01:12:16.060]   No, you've been caught red handed,
[01:12:16.060 --> 01:12:16.740]   continue.
[01:12:16.740 --> 01:12:19.220]   >> Either way, Mr. Trump wins.
[01:12:19.220 --> 01:12:20.660]   The Mueller investigation,
[01:12:20.660 --> 01:12:22.140]   the president has succeeded in
[01:12:22.140 --> 01:12:23.460]   convincing millions that
[01:12:23.460 --> 01:12:25.340]   the investigation is biased despite
[01:12:25.340 --> 01:12:27.060]   trafficking only in innuendo and
[01:12:27.060 --> 01:12:28.420]   not providing evidence.
[01:12:28.420 --> 01:12:29.340]   Then there's the economy.
[01:12:29.340 --> 01:12:30.120]   It is doing well, but
[01:12:30.120 --> 01:12:31.220]   it was doing well before he took
[01:12:31.220 --> 01:12:31.740]   office.
[01:12:31.740 --> 01:12:32.860]   >> Pause.
[01:12:32.860 --> 01:12:34.180]   No, it was slowing before and
[01:12:34.180 --> 01:12:35.500]   now we've got thousands of new
[01:12:35.500 --> 01:12:36.580]   factories coming in and
[01:12:36.580 --> 01:12:38.060]   exuberance is up and they said it
[01:12:38.060 --> 01:12:39.340]   would never be above 3%.
[01:12:39.340 --> 01:12:40.860]   And it's basically about to be
[01:12:40.860 --> 01:12:42.860]   announced at 4%, on and on and on.
[01:12:42.860 --> 01:12:44.500]   So see, that was all Obama did
[01:12:44.500 --> 01:12:46.420]   that who said he'd never get above
[01:12:46.420 --> 01:12:46.920]   3%.
[01:12:46.920 --> 01:12:48.140]   What's he have a magic wand?
[01:12:48.140 --> 01:12:50.820]   Yeah, there's a magic wand hoping
[01:12:50.820 --> 01:12:51.780]   we're stupid,
[01:12:51.780 --> 01:12:53.260]   hoping we're gullible.
[01:12:53.260 --> 01:12:54.860]   >> It was doing well before he took
[01:12:54.860 --> 01:12:56.700]   office, yet with unemployment down
[01:12:56.700 --> 01:12:57.980]   and jobs being created,
[01:12:57.980 --> 01:12:59.660]   President Trump is getting this
[01:12:59.660 --> 01:13:00.220]   credit.
[01:13:00.220 --> 01:13:01.220]   Still, much of Mr.
[01:13:01.220 --> 01:13:03.140]   Trump's success is superficial.
[01:13:03.140 --> 01:13:04.340]   While he's more popular among
[01:13:04.340 --> 01:13:05.660]   Republicans, the party overall
[01:13:05.660 --> 01:13:06.300]   is shrinking.
[01:13:06.300 --> 01:13:07.980]   His trade war, North Korea, or
[01:13:07.980 --> 01:13:09.700]   the Mueller investigation, all
[01:13:09.700 --> 01:13:11.100]   could turn against him and
[01:13:11.100 --> 01:13:12.900]   frankly could turn against him now
[01:13:12.900 --> 01:13:14.100]   like North Korea has.
[01:13:14.100 --> 01:13:15.780]   >> And they're cheerleading that
[01:13:15.780 --> 01:13:17.740]   North Korea hasn't done everything
[01:13:17.740 --> 01:13:19.020]   it said it would do, but
[01:13:19.020 --> 01:13:20.340]   they never even agreed on
[01:13:20.340 --> 01:13:21.900]   the new timetable.
[01:13:21.900 --> 01:13:23.620]   And so Pompeo's rushing out there.
[01:13:23.620 --> 01:13:24.820]   We're trying to take North Korea
[01:13:24.820 --> 01:13:25.780]   away from China.
[01:13:25.780 --> 01:13:27.220]   They're putting pressure on them.
[01:13:27.220 --> 01:13:28.420]   This is a real tug of war to get
[01:13:28.420 --> 01:13:29.980]   them to come out of the dark.
[01:13:29.980 --> 01:13:31.180]   China's been keeping them in that
[01:13:31.180 --> 01:13:31.780]   bad position.
[01:13:31.780 --> 01:13:32.900]   That's coming up later.
[01:13:32.900 --> 01:13:33.660]   I'm going to break that down.
[01:13:33.660 --> 01:13:36.060]   But Trump's trying to go get peace.
[01:13:36.060 --> 01:13:37.740]   Trump's trying to fix things,
[01:13:37.740 --> 01:13:39.420]   something you guys never did.
[01:13:39.420 --> 01:13:41.260]   And then Chuck Todd sits up there
[01:13:41.260 --> 01:13:42.860]   bad mouthing everything.
[01:13:42.860 --> 01:13:44.420]   It's incredible.
[01:13:44.420 --> 01:13:45.300]   Meanwhile, no,
[01:13:45.300 --> 01:13:47.060]   the Republican Party's growing.
[01:13:47.060 --> 01:13:47.780]   It's populist.
[01:13:47.780 --> 01:13:48.740]   We're taking it over.
[01:13:48.740 --> 01:13:50.420]   It's getting more gubernatorial
[01:13:50.420 --> 01:13:51.880]   seats, more state house seats.
[01:13:51.880 --> 01:13:53.380]   More federal seats.
[01:13:53.380 --> 01:13:56.300]   The Democratic Party is
[01:13:56.300 --> 01:14:00.620]   a bizarro elitist coastal party.
[01:14:00.620 --> 01:14:03.420]   That its only hope is to bring in
[01:14:03.420 --> 01:14:06.620]   dumbed down third world populations
[01:14:06.620 --> 01:14:09.020]   that are on their payroll.
[01:14:09.020 --> 01:14:10.700]   So again, that's just Chuck Todd
[01:14:10.700 --> 01:14:11.980]   trying to hold the line,
[01:14:11.980 --> 01:14:14.180]   hold the forces during collapse.
[01:14:14.180 --> 01:14:15.620]   Make everybody think that they've
[01:14:15.620 --> 01:14:16.860]   got a shot from coming back from
[01:14:16.860 --> 01:14:18.060]   the dead and betting against
[01:14:18.060 --> 01:14:18.820]   the US economy.
[01:14:18.820 --> 01:14:19.660]   Saying it could turn,
[01:14:19.660 --> 01:14:20.620]   it could turn any moment.
[01:14:20.620 --> 01:14:21.460]   It's superficial.
[01:14:21.460 --> 01:14:22.720]   America isn't strong.
[01:14:22.720 --> 01:14:23.720]   By the way, I'm Chuck Todd.
[01:14:23.720 --> 01:14:24.680]   I love America.
[01:14:24.680 --> 01:14:25.600]   Remember CNN?
[01:14:25.600 --> 01:14:26.880]   We don't hate America.
[01:14:26.880 --> 01:14:27.600]   We love America.
[01:14:27.600 --> 01:14:28.480]   We don't hate Americans.
[01:14:28.480 --> 01:14:29.320]   We love Americans.
[01:14:29.320 --> 01:14:31.280]   Yeah, right.
[01:14:31.280 --> 01:14:34.760]   Bono warns that existence of UN,
[01:14:34.760 --> 01:14:36.960]   EU, and NATO are threatened.
[01:14:36.960 --> 01:14:38.960]   Well, the UN's a big criminal body
[01:14:38.960 --> 01:14:40.920]   with a horrible, wicked record.
[01:14:40.920 --> 01:14:42.160]   It's civil human rights
[01:14:42.160 --> 01:14:43.660]   commissions run by a bunch of
[01:14:43.660 --> 01:14:45.360]   dictators and mass murderers.
[01:14:45.360 --> 01:14:46.560]   It's literally a joke.
[01:14:46.560 --> 01:14:48.320]   The EU was created after a Nazi
[01:14:48.320 --> 01:14:50.440]   plan, has an unelected bureaucracy
[01:14:50.440 --> 01:14:51.320]   that runs it.
[01:14:51.320 --> 01:14:52.740]   And NATO's completely out of
[01:14:52.740 --> 01:14:53.980]   control, drug dealing,
[01:14:53.980 --> 01:14:55.220]   child sex trafficking.
[01:14:55.220 --> 01:14:56.920]   And he says they're all threatened
[01:14:56.920 --> 01:14:58.680]   and Bono's a little UN guy who goes
[01:14:58.680 --> 01:14:59.780]   out and says save it.
[01:14:59.780 --> 01:15:02.000]   Who gives less than 1% of the money
[01:15:02.000 --> 01:15:03.920]   he raises billions of dollars,
[01:15:03.920 --> 01:15:05.500]   $3 billion he's raised.
[01:15:05.500 --> 01:15:10.620]   For African aid, he keeps 99%.
[01:15:10.620 --> 01:15:12.900]   Talk about a monster pig creature.
[01:15:12.900 --> 01:15:15.420]   Meanwhile, Venezuela further
[01:15:15.420 --> 01:15:17.460]   protest as country begins running
[01:15:17.460 --> 01:15:18.660]   out of water.
[01:15:18.660 --> 01:15:19.940]   I'm going to get more into that.
[01:15:19.940 --> 01:15:21.760]   Brian Ross leaving ABC after lying
[01:15:21.760 --> 01:15:22.960]   about General Flynn and
[01:15:22.960 --> 01:15:24.560]   saying he was a Russian agent.
[01:15:24.560 --> 01:15:27.000]   We've got Archbishop condemned for
[01:15:27.000 --> 01:15:29.000]   cover up a pedophile is now in
[01:15:29.000 --> 01:15:29.680]   hiding.
[01:15:29.680 --> 01:15:31.580]   Yeah, I think the rats are in
[01:15:31.580 --> 01:15:33.160]   trouble.
[01:15:33.160 --> 01:15:34.540]   The rats that have hijacked
[01:15:34.540 --> 01:15:35.740]   the Catholic Church,
[01:15:35.740 --> 01:15:37.700]   the rats that have hijacked the FBI,
[01:15:37.700 --> 01:15:39.520]   the rats that have hijacked almost
[01:15:39.520 --> 01:15:41.120]   everything in this society.
[01:15:41.120 --> 01:15:42.400]   We're aware of it now and
[01:15:42.400 --> 01:15:44.040]   understand what's happening.
[01:15:44.040 --> 01:15:46.160]   So it's all coming up on the other
[01:15:46.160 --> 01:15:47.840]   side of this quick break.
[01:15:47.840 --> 01:15:49.200]   Please stay with us and
[01:15:49.200 --> 01:15:50.860]   please share the fact of where
[01:15:50.860 --> 01:15:52.060]   you're listening and
[01:15:52.060 --> 01:15:53.420]   how you're listening.
[01:15:53.420 --> 01:15:54.580]   That's critical to get around
[01:15:54.580 --> 01:15:55.160]   the censors.
[01:15:55.160 --> 01:15:56.160]   That is how we win thanks to you.
[01:15:56.160 --> 01:15:58.960]   >> Want revenge on the common
[01:15:58.960 --> 01:15:59.600]   house fly?
[01:15:59.600 --> 01:16:02.100]   Well, after 10,000 years,
[01:16:02.100 --> 01:16:03.880]   someone has finally come up with
[01:16:03.880 --> 01:16:05.700]   a better way, the bug assault.
[01:16:05.700 --> 01:16:07.240]   A miniaturized shotgun,
[01:16:07.240 --> 01:16:09.400]   which utilizes ordinary table salt
[01:16:09.400 --> 01:16:10.680]   as ammunition.
[01:16:10.680 --> 01:16:12.120]   Non-toxic and no batteries
[01:16:12.120 --> 01:16:13.700]   required, so much fun.
[01:16:13.700 --> 01:16:15.420]   You'll forget you have a wife and
[01:16:15.420 --> 01:16:15.920]   kids.
[01:16:15.920 --> 01:16:18.240]   39.95 and free economy shipping.
[01:16:18.240 --> 01:16:19.600]   Use discount code GCN and
[01:16:19.600 --> 01:16:21.600]   get an extra 10% off your purchase
[01:16:21.600 --> 01:16:23.480]   at bugassault.com.
[01:16:23.480 --> 01:16:25.040]   Fire your fly swatter,
[01:16:25.040 --> 01:16:27.080]   get your bug assault today.
[01:16:27.080 --> 01:16:28.000]   >> It's a no brainer.
[01:16:28.000 --> 01:16:29.160]   A big Berkey water filter is
[01:16:29.160 --> 01:16:30.440]   the one you need, period.
[01:16:30.440 --> 01:16:32.080]   You need a water filter that removes
[01:16:32.080 --> 01:16:34.080]   chlorine, fluoride, pharmaceuticals,
[01:16:34.080 --> 01:16:35.800]   BPA and other endocrine disruptors,
[01:16:35.800 --> 01:16:37.560]   pesticides, bacteria, viruses, and
[01:16:37.560 --> 01:16:38.560]   much more, right?
[01:16:38.560 --> 01:16:39.920]   And does it all at only two cents
[01:16:39.920 --> 01:16:40.520]   per gallon.
[01:16:40.520 --> 01:16:42.080]   Get the original most trusted name
[01:16:42.080 --> 01:16:43.480]   in gravity water filtration,
[01:16:43.480 --> 01:16:44.200]   Big Berkey.
[01:16:44.200 --> 01:16:46.160]   And now GCN listeners receive 5%
[01:16:46.160 --> 01:16:48.000]   off ceramic filter systems using
[01:16:48.000 --> 01:16:49.200]   discount code GCN.
[01:16:49.200 --> 01:16:51.840]   Call or click 1-877-99BERKEY or
[01:16:51.840 --> 01:16:53.440]   bigberkeywaterfilters.com.
[01:16:53.440 --> 01:16:57.040]   That's 1-877-99BERKEY.
[01:16:57.040 --> 01:16:59.760]   >> Bacon lovers, we ship free.
[01:16:59.760 --> 01:17:01.600]   Try our amazing bacon,
[01:17:01.600 --> 01:17:03.600]   no refrigeration required.
[01:17:03.600 --> 01:17:05.720]   Proprietary value added packaging
[01:17:05.720 --> 01:17:07.840]   provides 10 years shelf life and
[01:17:07.840 --> 01:17:09.640]   protects the leanest, thickest,
[01:17:09.640 --> 01:17:11.480]   center cut, fully cooked bacon in
[01:17:11.480 --> 01:17:13.200]   America today.
[01:17:13.200 --> 01:17:14.920]   Ready to eat right from the pouch
[01:17:14.920 --> 01:17:16.560]   or warm and serve.
[01:17:16.560 --> 01:17:18.520]   Savory and delicious.
[01:17:18.520 --> 01:17:19.720]   Wholesale price for
[01:17:19.720 --> 01:17:21.440]   your everyday use.
[01:17:21.440 --> 01:17:22.320]   Order today at
[01:17:22.320 --> 01:17:24.360]   readytoeatbacon.com.
[01:17:24.360 --> 01:17:26.840]   Readytoeatbacon.com.
[01:17:26.840 --> 01:17:28.280]   Get the ultimate knife at an
[01:17:28.280 --> 01:17:29.440]   ultimate price.
[01:17:29.440 --> 01:17:31.160]   The Fox Karambit Knife,
[01:17:31.160 --> 01:17:32.840]   finally available in the US.
[01:17:32.840 --> 01:17:34.760]   The Fox Karambit Knife opens with
[01:17:34.760 --> 01:17:36.680]   one hand, faster than you can pull
[01:17:36.680 --> 01:17:37.600]   a handgun.
[01:17:37.600 --> 01:17:39.720]   For utility, for defense, and for
[01:17:39.720 --> 01:17:41.040]   way less than other knives of
[01:17:41.040 --> 01:17:42.240]   this caliber, go to
[01:17:42.240 --> 01:17:44.000]   theultimateknife.com.
[01:17:44.000 --> 01:17:45.880]   Truly the best knife you will ever
[01:17:45.880 --> 01:17:47.360]   own and only available at
[01:17:47.360 --> 01:17:49.080]   theultimateknife.com.
[01:17:49.080 --> 01:17:50.920]   Use promo code radio at checkout
[01:17:50.920 --> 01:17:51.880]   for free shipping.
[01:17:51.880 --> 01:17:53.160]   Get the ultimate knife at
[01:17:53.160 --> 01:17:54.560]   the ultimate price at
[01:17:54.560 --> 01:17:56.400]   theultimateknife.com.
[01:17:56.400 --> 01:18:00.560]   >> This 4th of July is special.
[01:18:00.560 --> 01:18:01.440]   Everybody can see it,
[01:18:01.440 --> 01:18:02.520]   they can feel it.
[01:18:02.520 --> 01:18:04.120]   The globalists are attempting to
[01:18:04.120 --> 01:18:06.200]   kill a worldwide awakening to
[01:18:06.200 --> 01:18:07.000]   their tyranny.
[01:18:07.000 --> 01:18:08.440]   And America, yet again,
[01:18:08.440 --> 01:18:10.120]   is at the heart of the resistance
[01:18:10.120 --> 01:18:11.360]   of the globalists.
[01:18:11.360 --> 01:18:12.440]   That's why this 4th of July,
[01:18:12.440 --> 01:18:13.480]   I'm asking all of our great
[01:18:13.480 --> 01:18:15.120]   supporters to think about
[01:18:15.120 --> 01:18:16.480]   Infowars now more than ever.
[01:18:16.480 --> 01:18:17.840]   And what would the world be like
[01:18:17.840 --> 01:18:19.400]   if Infowars wasn't there resisting
[01:18:19.400 --> 01:18:20.240]   the globalists?
[01:18:20.240 --> 01:18:21.640]   What would have happened if you
[01:18:21.640 --> 01:18:23.360]   hadn't supported Infowars?
[01:18:23.360 --> 01:18:24.280]   We would not be having the
[01:18:24.280 --> 01:18:25.240]   victories we have today.
[01:18:25.240 --> 01:18:26.640]   So yes, a lot of good things are
[01:18:26.640 --> 01:18:27.320]   happening, but
[01:18:27.320 --> 01:18:28.480]   the enemy is striking back.
[01:18:28.480 --> 01:18:30.200]   So please, think about Infowars
[01:18:30.200 --> 01:18:31.840]   and funding our operation while
[01:18:31.840 --> 01:18:33.200]   you get great products at
[01:18:33.200 --> 01:18:34.880]   the same time on this 4th of July
[01:18:34.880 --> 01:18:36.000]   that's so historic.
[01:18:36.000 --> 01:18:37.520]   We have record sales going on
[01:18:37.520 --> 01:18:39.080]   right now, free shipping on
[01:18:39.080 --> 01:18:40.840]   hundreds of different items.
[01:18:40.840 --> 01:18:43.120]   More than 20 items are 50% off,
[01:18:43.120 --> 01:18:44.560]   X2 is 40% off,
[01:18:44.560 --> 01:18:46.840]   knockout sleep aid, 1776.
[01:18:46.840 --> 01:18:49.840]   Silver bullets, 995 glittle silver,
[01:18:49.840 --> 01:18:51.440]   and free shipping,
[01:18:51.440 --> 01:18:53.200]   you can't beat that.
[01:18:53.200 --> 01:18:54.800]   This 4th of July is special, and
[01:18:54.800 --> 01:18:56.520]   our sales are special to match it.
[01:18:56.520 --> 01:18:57.920]   Infowarsstore.com.
[01:18:57.920 --> 01:19:01.000]   >> Fueling your body is hard work.
[01:19:01.000 --> 01:19:02.520]   That's why we've introduced
[01:19:02.520 --> 01:19:04.440]   the Infowars Life Daily Digestive
[01:19:04.440 --> 01:19:06.800]   Pack to help you fuel it right.
[01:19:06.800 --> 01:19:08.440]   Combine FloraLife Everyday
[01:19:08.440 --> 01:19:10.440]   Maintenance and Carnivore to help
[01:19:10.440 --> 01:19:12.080]   you fuel your gut and body and
[01:19:12.080 --> 01:19:13.680]   take advantage of the powerful
[01:19:13.680 --> 01:19:15.040]   nutrients you receive.
[01:19:15.040 --> 01:19:16.840]   There's no better way to power
[01:19:16.840 --> 01:19:17.840]   your body.
[01:19:17.840 --> 01:19:20.040]   FloraLife is a powerful probiotic
[01:19:20.040 --> 01:19:21.920]   supplement with 20 of the most
[01:19:21.920 --> 01:19:23.360]   potent clinically studied
[01:19:23.360 --> 01:19:24.720]   probiotic strains.
[01:19:24.720 --> 01:19:26.160]   When paired with Carnivore,
[01:19:26.160 --> 01:19:28.120]   our incredible enzyme formula that
[01:19:28.120 --> 01:19:29.880]   helps you break down nutrients,
[01:19:29.880 --> 01:19:31.920]   these formulas fuel your gut and
[01:19:31.920 --> 01:19:33.920]   your body to help you fight toxins
[01:19:33.920 --> 01:19:35.840]   and stay fueled all day.
[01:19:35.840 --> 01:19:37.880]   These incredible formulas can help
[01:19:37.880 --> 01:19:39.600]   keep your body in tip-top shape
[01:19:39.600 --> 01:19:41.120]   in the fight against stress,
[01:19:41.120 --> 01:19:43.480]   aging, age, and outside toxins.
[01:19:43.480 --> 01:19:45.240]   There's no better time to try
[01:19:45.240 --> 01:19:47.280]   FloraLife and Carnivore to see how
[01:19:47.280 --> 01:19:49.640]   well they can support your body.
[01:19:49.640 --> 01:19:51.240]   Don't miss out on the chance to
[01:19:51.240 --> 01:19:52.240]   fuel your body and
[01:19:52.240 --> 01:19:53.440]   support recovery.
[01:19:53.440 --> 01:19:55.360]   Try the Infowars Life Daily
[01:19:55.360 --> 01:19:56.960]   Digestive Pack today.
[01:19:56.960 --> 01:20:01.280]   [MUSIC]
[01:20:01.280 --> 01:20:02.600]   >> You're listening to
[01:20:02.600 --> 01:20:03.960]   The Alex Jones Show.
[01:20:03.960 --> 01:20:09.360]   [MUSIC]
[01:20:09.360 --> 01:20:11.040]   >> A lot of the supporters believe
[01:20:11.040 --> 01:20:12.320]   that we are the enemy of
[01:20:12.320 --> 01:20:13.600]   the American people.
[01:20:13.600 --> 01:20:14.800]   And that is really,
[01:20:14.800 --> 01:20:16.560]   really an awful situation.
[01:20:16.560 --> 01:20:17.640]   We are not the enemy of
[01:20:17.640 --> 01:20:18.800]   the American people.
[01:20:18.800 --> 01:20:20.280]   We love the American people.
[01:20:20.280 --> 01:20:30.280]   [MUSIC]
[01:20:30.280 --> 01:20:32.520]   >> We are not the enemy of
[01:20:32.520 --> 01:20:33.680]   the American people.
[01:20:33.680 --> 01:20:35.120]   We love the American people.
[01:20:35.120 --> 01:20:36.560]   We love the American people.
[01:20:36.560 --> 01:20:38.560]   [MUSIC]
[01:20:38.560 --> 01:20:40.040]   We love the American people.
[01:20:40.040 --> 01:20:42.040]   [MUSIC]
[01:20:42.040 --> 01:20:43.040]   >> They came in peace.
[01:20:43.040 --> 01:20:45.040]   [MUSIC]
[01:20:45.040 --> 01:20:55.040]   [SOUND]
[01:20:55.040 --> 01:20:56.320]   >> We are not the enemy of
[01:20:56.320 --> 01:20:57.600]   the American people.
[01:20:57.600 --> 01:20:59.040]   We love the American people.
[01:20:59.040 --> 01:21:07.040]   [MUSIC]
[01:21:07.040 --> 01:21:08.040]   >> This is CNN.
[01:21:08.040 --> 01:21:12.040]   [MUSIC]
[01:21:12.040 --> 01:21:14.040]   >> If you are receiving this
[01:21:14.040 --> 01:21:15.320]   transmission,
[01:21:15.320 --> 01:21:17.240]   you are the resistance.
[01:21:17.240 --> 01:21:19.480]   [MUSIC]
[01:21:19.480 --> 01:21:21.560]   >> A lot of poison has been poured
[01:21:21.560 --> 01:21:23.800]   down America's throat since that
[01:21:23.800 --> 01:21:25.600]   2016 campaign started.
[01:21:25.600 --> 01:21:26.320]   >> Right.
[01:21:26.320 --> 01:21:28.120]   >> Started off calling Mexicans
[01:21:28.120 --> 01:21:29.960]   rapists and murderers.
[01:21:29.960 --> 01:21:31.600]   So it's hard to pour poison down
[01:21:31.600 --> 01:21:33.040]   other people's throat and
[01:21:33.040 --> 01:21:34.680]   not have some of it come back up
[01:21:34.680 --> 01:21:35.560]   and bubble up.
[01:21:35.560 --> 01:21:39.320]   [APPLAUSE]
[01:21:39.320 --> 01:21:42.720]   >> Cotton liar, yay.
[01:21:42.720 --> 01:21:46.320]   Incredible, isn't it?
[01:21:46.320 --> 01:21:47.760]   Now, shifting gears,
[01:21:47.760 --> 01:21:49.400]   Maxine Waters has raised
[01:21:49.400 --> 01:21:50.480]   the battle cry.
[01:21:50.480 --> 01:21:51.800]   Michael Moore has raised
[01:21:51.800 --> 01:21:52.680]   the battle cry.
[01:21:52.680 --> 01:21:54.560]   You've got all these people
[01:21:54.560 --> 01:21:56.880]   getting arrested for going out and
[01:21:56.880 --> 01:21:59.160]   saying kill Rand Paul, murder his
[01:21:59.160 --> 01:22:01.340]   children, murder his wife, rub
[01:22:01.340 --> 01:22:03.680]   their intestines all over the walls
[01:22:03.680 --> 01:22:05.080]   and type killing.
[01:22:05.080 --> 01:22:06.320]   That's all coming up in this
[01:22:06.320 --> 01:22:07.840]   segment, we're breaking it down.
[01:22:07.840 --> 01:22:09.480]   But I thought we'd kick it off
[01:22:09.480 --> 01:22:10.800]   first with a reminder of
[01:22:10.800 --> 01:22:12.720]   Mad Maxine in her latest speech.
[01:22:12.720 --> 01:22:14.360]   Says we are sick and tired of
[01:22:14.360 --> 01:22:16.440]   Trump, he's been there too long,
[01:22:16.440 --> 01:22:17.320]   impeach 45.
[01:22:17.320 --> 01:22:19.040]   Yeah, because you didn't like
[01:22:19.040 --> 01:22:19.920]   the election.
[01:22:19.920 --> 01:22:21.960]   You don't like the economy coming
[01:22:21.960 --> 01:22:23.960]   back, that your boot on our necks
[01:22:23.960 --> 01:22:26.120]   being removed, and you can see your
[01:22:26.120 --> 01:22:27.760]   corrupt power dwaning and
[01:22:27.760 --> 01:22:29.480]   your party disappearing.
[01:22:29.480 --> 01:22:33.560]   And that's what's happening.
[01:22:34.440 --> 01:22:36.200]   You can see all of it disappearing,
[01:22:36.200 --> 01:22:37.960]   you can see it running through your
[01:22:37.960 --> 01:22:38.520]   fingers.
[01:22:38.520 --> 01:22:40.000]   So here is Mad Max.
[01:22:40.000 --> 01:22:42.920]   >> I am not about to let this
[01:22:42.920 --> 01:22:44.720]   country go by the way of
[01:22:44.720 --> 01:22:45.960]   Donald Trump.
[01:22:45.960 --> 01:22:48.040]   We are sick and tired of him,
[01:22:48.040 --> 01:22:50.200]   he's been there too long.
[01:22:50.200 --> 01:22:52.600]   They dare me to say impeach him,
[01:22:52.600 --> 01:22:54.600]   today I say impeach 45.
[01:22:54.600 --> 01:23:01.080]   [APPLAUSE]
[01:23:01.080 --> 01:23:03.080]   >> Today I say Donald Trump,
[01:23:03.080 --> 01:23:05.560]   this is not your country to do with
[01:23:05.560 --> 01:23:07.480]   whatever you want to do.
[01:23:07.480 --> 01:23:09.120]   This country belongs to all of us.
[01:23:09.120 --> 01:23:10.680]   [APPLAUSE]
[01:23:10.680 --> 01:23:12.520]   >> And the Supreme Court upheld
[01:23:12.520 --> 01:23:14.920]   five countries that don't even have
[01:23:14.920 --> 01:23:17.240]   working airports, where the imams
[01:23:17.240 --> 01:23:18.960]   give them passports, and
[01:23:18.960 --> 01:23:21.360]   then occasional charter flights fly
[01:23:21.360 --> 01:23:23.680]   out, and then unvetted people from
[01:23:23.680 --> 01:23:26.240]   Libya, Somalia, Sudan, where they
[01:23:26.240 --> 01:23:28.240]   sell humans in slave markets.
[01:23:28.240 --> 01:23:31.080]   Where women unattended are kidnapped
[01:23:31.080 --> 01:23:32.720]   in minutes and gang raped.
[01:23:32.720 --> 01:23:35.560]   And then she's calling that bad,
[01:23:35.560 --> 01:23:38.280]   just like Bill Clinton says that
[01:23:38.280 --> 01:23:41.000]   Trump says he hates Mexicans and
[01:23:41.000 --> 01:23:43.520]   that Mexicans are criminals.
[01:23:43.520 --> 01:23:45.320]   Now he said we have an open border
[01:23:45.320 --> 01:23:47.080]   with a lot of criminals pouring
[01:23:47.080 --> 01:23:48.720]   across back and forth, it's
[01:23:48.720 --> 01:23:49.440]   dangerous.
[01:23:49.440 --> 01:23:51.560]   So again, they just regurgitate
[01:23:51.560 --> 01:23:53.600]   that lie over and over again.
[01:23:53.600 --> 01:23:55.600]   Let's go ahead and
[01:23:55.600 --> 01:23:57.160]   go to the Scott Pruitt becomes
[01:23:57.160 --> 01:23:59.000]   latest Trump official to be harassed
[01:23:59.000 --> 01:24:00.600]   at a restaurant with the fake,
[01:24:00.600 --> 01:24:02.320]   sanctimonious, angry woman,
[01:24:02.320 --> 01:24:04.120]   with her kid in his face like he's
[01:24:04.120 --> 01:24:05.320]   done something bad.
[01:24:05.320 --> 01:24:07.480]   Then we've got abolish ICE vandals
[01:24:07.480 --> 01:24:09.520]   throw brick through window of GOP
[01:24:09.520 --> 01:24:11.600]   office leave graffiti message.
[01:24:11.600 --> 01:24:13.240]   Here is the latest video.
[01:24:13.240 --> 01:24:15.200]   >> We deserve to have somebody in
[01:24:15.200 --> 01:24:17.280]   the UK who actually does protect
[01:24:17.280 --> 01:24:19.360]   our environment, somebody who
[01:24:19.360 --> 01:24:21.360]   believes in climate change and
[01:24:21.360 --> 01:24:22.880]   takes it seriously for
[01:24:22.880 --> 01:24:24.560]   the benefit of all of us,
[01:24:24.560 --> 01:24:26.320]   including our children.
[01:24:26.320 --> 01:24:28.400]   So I would urge you to resign before
[01:24:28.400 --> 01:24:30.160]   your scandals push you out.
[01:24:30.160 --> 01:24:33.040]   [LAUGH] >> So there you go.
[01:24:33.040 --> 01:24:36.720]   Again, America is having its carbon
[01:24:36.720 --> 01:24:38.320]   cut off to bankrupt as China has no
[01:24:38.320 --> 01:24:39.880]   carbon restrictions either this
[01:24:39.880 --> 01:24:40.800]   India or Mexico.
[01:24:40.800 --> 01:24:42.120]   This is an admitted plan to
[01:24:42.120 --> 01:24:43.640]   bankrupt us and pay Al Gore,
[01:24:43.640 --> 01:24:45.640]   the Rothschilds and Soros trillions
[01:24:45.640 --> 01:24:47.360]   of dollars if they ever got their
[01:24:47.360 --> 01:24:49.120]   carbon tax but that's going up in
[01:24:49.120 --> 01:24:50.520]   flame as well.
[01:24:50.520 --> 01:24:52.720]   There's a Nebraska Republican Party
[01:24:52.720 --> 01:24:54.560]   had the old brick thrown through
[01:24:54.560 --> 01:24:56.120]   abolish ICE and that's the
[01:24:56.120 --> 01:24:57.680]   Democrats big mantra now.
[01:24:57.680 --> 01:24:58.440]   Meanwhile,
[01:24:58.440 --> 01:25:00.600]   we have Jennifer Rubin says Sarah
[01:25:00.600 --> 01:25:02.680]   Sanders needs a life sentence of
[01:25:02.680 --> 01:25:04.480]   being made uncomfortable.
[01:25:04.480 --> 01:25:06.200]   Well, you know what's going to
[01:25:06.200 --> 01:25:07.640]   happen in major studies,
[01:25:07.640 --> 01:25:09.600]   it varies from country to country,
[01:25:09.600 --> 01:25:11.440]   but it's normally six times more
[01:25:11.440 --> 01:25:13.320]   likely to steal, nine times more
