whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:32:05.000 --> 00:32:10.000]   This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:32:10.000 --> 00:32:14.000]   You can buy factory direct, shipped via UPS right to your door.
[00:32:14.000 --> 00:32:20.000]   Check them out on the web at 5starsoap.com or call 800-340-7091.
[00:32:20.000 --> 00:32:24.000]   Take my word for it, once you've used pure soap, you won't buy anything else.
[00:32:24.000 --> 00:32:30.000]   Since 1947, Calden Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:32:30.000 --> 00:32:32.000]   Buy American and stay clean.
[00:32:32.000 --> 00:32:38.000]   As well as support Info Wars, visit 5starsoap.com today or call 1-800-340-7091.
[00:32:38.000 --> 00:32:40.000]   Well Marty, what do you have to say?
[00:32:40.000 --> 00:32:48.000]   As founder and owner for over 63 years, satisfaction is guaranteed on W Dirt Back.
[00:32:48.000 --> 00:32:58.000]   Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:32:58.000 --> 00:33:00.000]   Thank you.
[00:33:00.000 --> 00:33:11.000]   Big Brother, Mainstream Media, Government Cover-Ups.
[00:33:11.000 --> 00:33:14.000]   You want answers? Well so does he.
[00:33:14.000 --> 00:33:19.000]   It's Alex Jones on the GCN Radio Network.
[00:33:19.000 --> 00:33:24.000]   What do you mean I don't believe in God?
[00:33:24.000 --> 00:33:27.000]   Talk to him every day.
[00:33:27.000 --> 00:33:31.000]   What do you mean I don't support your system?
[00:33:31.000 --> 00:33:33.000]   I go to court when I have to.
[00:33:33.000 --> 00:33:35.000]   What do you mean I don't support your system?
[00:33:35.000 --> 00:33:38.000]   I let your goons stick their hands down my pants.
[00:33:38.000 --> 00:33:41.000]   You take my baby's blood at birth secretly.
[00:33:41.000 --> 00:33:43.000]   You got face scanning cameras up.
[00:33:43.000 --> 00:33:47.000]   You lovingly drink the uranium and lead water and mercury water.
[00:33:47.000 --> 00:33:49.000]   You get me in the tap.
[00:33:49.000 --> 00:33:51.000]   What do you mean?
[00:33:51.000 --> 00:33:54.000]   I love your tyranny.
[00:33:54.000 --> 00:33:57.000]   I lick your boots.
[00:33:57.000 --> 00:34:01.000]   I did find the article. Give me a document we can't show it.
[00:34:01.000 --> 00:34:03.000]   I'll show it folks. Here it is.
[00:34:03.000 --> 00:34:07.000]   This is from December 15, 2010.
[00:34:07.000 --> 00:34:13.000]   Congress job approval rating worst in Gallup history by Jeffrey M. Jones.
[00:34:13.000 --> 00:34:18.000]   13% approval of the way Congress is handling the job.
[00:34:18.000 --> 00:34:24.000]   And in some demographics it was low as 9%.
[00:34:24.000 --> 00:34:27.000]   And you can again just type into the search engine,
[00:34:27.000 --> 00:34:30.000]   "Congress job approval rating worst in Gallup history"
[00:34:30.000 --> 00:34:35.000]   and it will pull up this article for you if you'd like to look at that.
[00:34:35.000 --> 00:34:40.000]   And the reason I've made such a big issue out of this,
[00:34:40.000 --> 00:34:43.000]   there's the San Francisco Chronicle as well,
[00:34:43.000 --> 00:34:46.000]   is because according to Homeland Security,
[00:34:46.000 --> 00:34:52.000]   not liking what the government's doing is anti-government and evil and terrorist.
[00:34:52.000 --> 00:34:57.000]   But I thought our country's based on it's still we the people, right?
[00:34:57.000 --> 00:35:03.000]   As Dave Mustaine, friend of the show, was just saying in that little piece.
[00:35:03.000 --> 00:35:10.000]   Alright, without further ado, I've got 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 stacks.
[00:35:10.000 --> 00:35:12.000]   But I've covered one.
[00:35:12.000 --> 00:35:15.000]   I'm going to get to all of these today, but first,
[00:35:15.000 --> 00:35:18.000]   I want to take a bunch of your calls for the rest of this hour into the next,
[00:35:18.000 --> 00:35:23.000]   but I will cover a lot of news at 8 after next hour in the second segment of that hour
[00:35:23.000 --> 00:35:25.000]   on a host of issues.
[00:35:25.000 --> 00:35:28.000]   The acceleration of the implosion of the world economy,
[00:35:28.000 --> 00:35:33.000]   open announcement in England that they're moving towards martial law,
[00:35:33.000 --> 00:35:36.000]   science of man-made life can proceed,
[00:35:36.000 --> 00:35:39.000]   the White House says as they try to create artificial life.
[00:35:39.000 --> 00:35:41.000]   Now that is all coming up.
[00:35:41.000 --> 00:35:44.000]   But right now, let's go to Jill in Indiana.
[00:35:44.000 --> 00:35:46.000]   Jill, you're on the air.
[00:35:46.000 --> 00:35:51.000]   Hi. I live by the Muscatatuck River here in Indiana,
[00:35:51.000 --> 00:35:55.000]   and the Governor Rich Daniels has announced that he's going to buy 26,000 acres
[00:35:55.000 --> 00:36:01.000]   along the Muscatatuck River and 43,000 acres along the Wabash River.
[00:36:01.000 --> 00:36:05.000]   And if our Muscatatuck River is not cleaned out,
[00:36:05.000 --> 00:36:09.000]   then what happens is it backs up and it could actually flood our city.
[00:36:09.000 --> 00:36:14.000]   But anyway, they've only got -- they've got some money in this hunting
[00:36:14.000 --> 00:36:17.000]   and fishing wildlife fund, the 26 million,
[00:36:17.000 --> 00:36:21.000]   that they say they can only use it for conservation purposes,
[00:36:21.000 --> 00:36:24.000]   which would be the birds and the hardwoods,
[00:36:24.000 --> 00:36:27.000]   and that's why they want to buy all this ground.
[00:36:27.000 --> 00:36:33.000]   And I point out to them that they really don't have enough money to buy all this ground.
[00:36:33.000 --> 00:36:35.000]   And where are they getting the rest of their money?
[00:36:35.000 --> 00:36:37.000]   Are they getting it from the federal government?
[00:36:37.000 --> 00:36:40.000]   Because I want to know who's wanting to control our waterways,
[00:36:40.000 --> 00:36:44.000]   because if we can't keep that cleared out, it's going to be a real big problem.
[00:36:44.000 --> 00:36:47.000]   And they say, no, it's not coming from the federal government.
[00:36:47.000 --> 00:36:50.000]   Well, ma'am, Jill, I hear you and I appreciate your call.
[00:36:50.000 --> 00:36:52.000]   I don't know the particulars of what you're facing,
[00:36:52.000 --> 00:36:56.000]   but it's called the rewilding program of the United Nations.
[00:36:56.000 --> 00:37:00.000]   The federal government has close to half the land in this country.
[00:37:00.000 --> 00:37:05.000]   State governments then own more combined than private individuals.
[00:37:05.000 --> 00:37:10.000]   Private individuals in land of the free, home of the brave,
[00:37:10.000 --> 00:37:14.000]   not even just individuals, private corporations, businesses.
[00:37:14.000 --> 00:37:20.000]   Of the different pieces, the feds are the biggest owner, then state government.
[00:37:20.000 --> 00:37:24.000]   Next is all of the private interest together.
[00:37:24.000 --> 00:37:31.000]   So in America, the minority of the land is actually owned by private individuals or corporations.
[00:37:31.000 --> 00:37:37.000]   And what's happening is through these big multinational corporations and through government,
[00:37:37.000 --> 00:37:42.000]   they come in, they buy up land for nature preserves, and then they've done it here in Austin.
[00:37:42.000 --> 00:37:45.000]   They stole tens of thousands of acres under Save Our Springs.
[00:37:45.000 --> 00:37:54.000]   Then they turn around five, six, seven years later when you've forgotten and sell it at fire sale prices to insiders.
[00:37:54.000 --> 00:37:55.000]   And then they build on it.
[00:37:55.000 --> 00:38:04.000]   So the good news is if building needs to be done after they've used your tax money to go buy it and then--
[00:38:04.000 --> 00:38:09.000]   and when I say steal it, here in Austin for a decade plus, they wouldn't let people build on their land.
[00:38:09.000 --> 00:38:10.000]   They wouldn't let them use it.
[00:38:10.000 --> 00:38:14.000]   They wouldn't let them sell it for commercial use.
[00:38:14.000 --> 00:38:15.000]   And so it depressed the value.
[00:38:15.000 --> 00:38:20.000]   They zoned it by passing laws, ranch land, you name it, that you couldn't build on it.
[00:38:20.000 --> 00:38:23.000]   Then they came in and said, okay, now the city's going to buy it.
[00:38:23.000 --> 00:38:26.000]   One piece they bought was over 15,000 acres.
[00:38:26.000 --> 00:38:30.000]   And then a year later they announced, we're actually going to allow some building on it.
[00:38:30.000 --> 00:38:33.000]   And now they've built shopping malls, you name it.
[00:38:33.000 --> 00:38:35.000]   I mean they've got it all figured out.
[00:38:35.000 --> 00:38:39.000]   So it's all about stealing property, putting you into compact cities.
[00:38:39.000 --> 00:38:42.000]   It's all part of the larger Agenda 21.
[00:38:42.000 --> 00:38:53.000]   The good news is some states out west are moving that under common law and under the state charters when they were previously territories,
[00:38:53.000 --> 00:39:04.000]   if the feds don't-- they have first dibs under the territory rules to open it up for people to stake a land claim or a mineral claim.
[00:39:04.000 --> 00:39:09.000]   But the feds haven't been issuing those in many cases for, well, really in the last 70, 80, 90 years.
[00:39:09.000 --> 00:39:11.000]   It's very hard to get them unless you're an insider.
[00:39:11.000 --> 00:39:15.000]   Before you just showed up and said, well, nobody staked this 100 acres.
[00:39:15.000 --> 00:39:17.000]   It's mine. It's my Ponderosa.
[00:39:17.000 --> 00:39:19.000]   And that's when people moved west.
[00:39:19.000 --> 00:39:22.000]   But they've frozen that up.
[00:39:22.000 --> 00:39:27.000]   Well, the states are going in and reading the fine print and they're going, well, that's going to revert to the state now.
[00:39:27.000 --> 00:39:31.000]   And we're going to let people strike claims on this.
[00:39:31.000 --> 00:39:36.000]   Obviously it won't be free or it won't be one cent an acre or three cents an acre.
[00:39:36.000 --> 00:39:43.000]   We bought our land from the Mexican government for three cents an acre in the 1820s, 1829 on my dad's side.
[00:39:43.000 --> 00:39:46.000]   I mean it's not going to be that inexpensive.
[00:39:46.000 --> 00:39:49.000]   But the states are going to raise a lot of money.
[00:39:49.000 --> 00:39:50.000]   And it's a good thing.
[00:39:50.000 --> 00:39:52.000]   It needs to happen.
[00:39:52.000 --> 00:40:01.000]   And I'm even open if counties want to pass because that's the people, regulations where the new land that's sold has to be pasture.
[00:40:01.000 --> 00:40:07.000]   Or maybe if it's even more inexpensive, if you have it for say wildlife preserve, people want that.
[00:40:07.000 --> 00:40:08.000]   Believe me.
[00:40:08.000 --> 00:40:19.000]   I mean if Colorado said we're selling millions of acres, I mean I might even, I love Texas, but if I could go buy a couple thousand acres for cheap, I'd probably move to Colorado.
[00:40:19.000 --> 00:40:24.000]   But again, that's why move west, young man.
[00:40:24.000 --> 00:40:30.000]   Haven't you been told California's full of whiskey, women and gold as the country music song says.
[00:40:30.000 --> 00:40:32.000]   I'm not looking for whiskey, women or gold.
[00:40:32.000 --> 00:40:34.000]   I'm looking for land.
[00:40:34.000 --> 00:40:36.000]   I can't afford land.
[00:40:36.000 --> 00:40:38.000]   You know, more than a few acres.
[00:40:38.000 --> 00:40:40.000]   You know, business deal gone bad many years ago.
[00:40:40.000 --> 00:40:44.000]   I got like four acres out in the hill country.
[00:40:44.000 --> 00:40:46.000]   And I can barely pay the taxes on that.
[00:40:46.000 --> 00:40:47.000]   So I don't really own the land.
[00:40:47.000 --> 00:40:50.000]   Okay, I said I'd take your calls and now I've been ranting for three minutes.
[00:40:50.000 --> 00:40:51.000]   Let's go to Scott in Arizona.
[00:40:51.000 --> 00:40:52.000]   Scott, you're on the air.
[00:40:52.000 --> 00:40:53.000]   Welcome.
[00:40:53.000 --> 00:40:55.000]   Hey, Alex.
[00:40:55.000 --> 00:41:01.000]   What I wanted to talk to you about is a little organization, actually it's a pretty big organization.
[00:41:01.000 --> 00:41:10.000]   It's called Office of International Treasury Control, which is also known as Foundation X.
[00:41:10.000 --> 00:41:16.000]   They claim to be a sovereign entity and they claim that they, Federal Reserve reports to them.
[00:41:16.000 --> 00:41:18.000]   They claim to have all the--
[00:41:18.000 --> 00:41:21.000]   Are you saying you've identified Foundation X?
[00:41:21.000 --> 00:41:23.000]   Yes, it's called--
[00:41:23.000 --> 00:41:26.000]   It's called Office of International Treasury Control.
[00:41:26.000 --> 00:41:31.000]   They claim that on the fourth and fifth level, you have to be, you know, a president or--
[00:41:31.000 --> 00:41:39.000]   Just like you'd heard from the gentleman in England with the parliament there, all the same criteria.
[00:41:39.000 --> 00:41:43.000]   If you look them up, they say that there's a lot of disinformation out on them,
[00:41:43.000 --> 00:41:46.000]   but they're part of the UN if you go to their official site.
[00:41:46.000 --> 00:41:49.000]   Wikipedia, you know, anybody could put something on there.
[00:41:49.000 --> 00:41:57.000]   They say that's disinformation about them, that they only release information to people that, you know, comes through them.
[00:41:57.000 --> 00:42:00.000]   If it doesn't come through them, it's disinformation.
[00:42:00.000 --> 00:42:02.000]   But they have the UN symbol on there.
[00:42:02.000 --> 00:42:09.000]   I've talked to a few people about them and they're kind of a very, very secret organization.
[00:42:09.000 --> 00:42:12.000]   Let me just put something out here for you.
[00:42:12.000 --> 00:42:16.000]   When we talk about Foundation X, that is the private families,
[00:42:16.000 --> 00:42:21.000]   and I've talked to very high-powered people in the British government and in the EU government.
[00:42:21.000 --> 00:42:23.000]   You've heard some of them here on air.
[00:42:23.000 --> 00:42:25.000]   I'm not going to say their names, but you can guess who they are.
[00:42:25.000 --> 00:42:28.000]   But I know members of the EU parliament.
[00:42:28.000 --> 00:42:33.000]   I know members of the House of Lords, not just Lord Monckton.
[00:42:33.000 --> 00:42:40.000]   And I'm here to tell you that's not who they say is running this.
[00:42:40.000 --> 00:42:47.000]   If you want to know the most public manifestation of what Lord Blackheath called Foundation X,
[00:42:47.000 --> 00:42:53.000]   it's the OECD, the Office of Economic Cooperative Development.
[00:42:53.000 --> 00:42:58.000]   And that was the receivership arm for all of Europe after it had been imploded at the end of World War II.
[00:42:58.000 --> 00:43:06.000]   And that was the instrument through which the Marshall Plan pumped what would be tens of trillions of dollars today,
[00:43:06.000 --> 00:43:11.000]   tens of billions in post-World War II numbers.
[00:43:11.000 --> 00:43:18.000]   It's what they ran things like Lend-Lease through during the war, not just to the British, but to the Russians.
[00:43:18.000 --> 00:43:29.000]   In today's numbers, trillions of dollars of weaponry and raw material from Ford pickup trucks to Overland Company jeeps,
[00:43:29.000 --> 00:43:38.000]   to the Russians, to thousands of ships and battleships and carriers and carrier ships.
[00:43:38.000 --> 00:43:45.000]   So the issue here is it's the private families that own the Bank of England, the Bundesbank, the private Federal Reserve.
[00:43:45.000 --> 00:43:54.000]   They just call it Foundation X, kind of like Lindsey Williams was calling Ken Fromm, before he could say his name, Mr. X.
[00:43:54.000 --> 00:44:02.000]   There's a lot of groups that run around and claim they've got these trillions of dollars coming down the pike
[00:44:02.000 --> 00:44:06.000]   and who pose as if they're part of international organizations.
[00:44:06.000 --> 00:44:11.000]   But I've seen no proof of the organization that you're talking about, because I have looked at it previously,
[00:44:11.000 --> 00:44:16.000]   because I saw this a few months ago, as being a real organization.
[00:44:16.000 --> 00:44:20.000]   But I will continue to do more research on it.
[00:44:20.000 --> 00:44:30.000]   I know who the real power is, who can shut down overnight more than 20 post-Commonwealths and current commonwealths,
[00:44:30.000 --> 00:44:33.000]   like Canada, Australia, New Zealand, the list goes on and on.
[00:44:33.000 --> 00:44:39.000]   Who can shut down parliaments in what was formerly the Dutch East Indies and other Dutch holdings?
[00:44:39.000 --> 00:44:46.000]   The Queen of England and her Saxe-Coburg-Gotha cousin, Queen Beatrix of the Netherlands.
[00:44:46.000 --> 00:44:53.000]   Again, they love to act like they have no power. And I see your point, you're saying this group likes to act like it has no power.
[00:44:53.000 --> 00:44:57.000]   But I'm talking about the bonafide groups who, when they have to show their power,
[00:44:57.000 --> 00:45:06.000]   they will go from being submerged to briefly uncloaking and emerging when they have to engage in power plays.
[00:45:06.000 --> 00:45:07.000]   Anything else?
[00:45:07.000 --> 00:45:09.000]   Yeah, real quick here on that.
[00:45:09.000 --> 00:45:14.000]   Now, I did check them out, because I agree with everything you're saying, 100%.
[00:45:14.000 --> 00:45:20.000]   But they claim that they go through their history and how they gained and how everything is, you know, they go through in detail.
[00:45:20.000 --> 00:45:24.000]   I mean, that's what really threw me off, because they talk about those families, that they're connected with them,
[00:45:24.000 --> 00:45:27.000]   that they are part of everything you just mentioned.
[00:45:27.000 --> 00:45:32.000]   They talk about Shekel Island, how they gained and put this entity into play,
[00:45:32.000 --> 00:45:35.000]   and that they are the biggest shareholder of the gold bullion.
[00:45:35.000 --> 00:45:37.000]   Listen, I appreciate your call.
[00:45:37.000 --> 00:45:44.000]   But the real power brokers don't come out and tell you how they run everything and how their entire system locks together.
[00:45:44.000 --> 00:45:49.000]   They occasionally, if it's the former German Chancellor Helmut Schmidt or David Rockefeller,
[00:45:49.000 --> 00:45:53.000]   they'll write a book saying, yeah, we want global government, it's for your own good.
[00:45:53.000 --> 00:45:56.000]   Or they'll say, oh, look, we're giving all our money away to charity.
[00:45:56.000 --> 00:45:58.000]   It's really tax-free foundations.
[00:45:58.000 --> 00:46:03.000]   So their wealth is untaxable, which is an undue trade advantage and a vertical integration.
[00:46:03.000 --> 00:46:06.000]   But send me more information or write an article about it and send it to me.
[00:46:06.000 --> 00:46:08.000]   I'm not trying to totally poop at what you're saying.
[00:46:08.000 --> 00:46:11.000]   I believe that it's not correct.
[00:46:11.000 --> 00:46:12.000]   I appreciate your call, Scott.
[00:46:12.000 --> 00:46:13.000]   Thank you.
[00:46:13.000 --> 00:46:15.000]   But people can check it out for themselves.
[00:46:15.000 --> 00:46:17.000]   You just talked about it.
[00:46:17.000 --> 00:46:23.000]   And again, I don't believe anything Wikipedia says, as you were saying, because they've got my name spelled wrong.
[00:46:23.000 --> 00:46:25.000]   They've got a bunch of stuff on there that's wrong.
[00:46:25.000 --> 00:46:29.000]   It's been on Wikipedia before that I'm dead.
[00:46:29.000 --> 00:46:33.000]   And so, I mean, I know that Wikipedia has a lot of problems.
[00:46:33.000 --> 00:46:44.000]   But Wikipedia says the Office of International Treasury Control is a seemingly elaborate fraudulent organization which claims to be associated with the United Nations and the Federal Reserve, the Central Bank of the United States.
[00:46:44.000 --> 00:46:49.000]   It has attempted to deceive people and organizations in Ecuador, Fiji and the United Kingdom.
[00:46:49.000 --> 00:46:54.000]   The U.N. and Federal Reserve have denied any knowledge in connection with the OITC.
[00:46:54.000 --> 00:46:57.000]   The purpose of the hoax is unknown.
[00:46:57.000 --> 00:47:02.000]   I don't really know what this is, but I know what Nassera is.
[00:47:02.000 --> 00:47:04.000]   I've been hearing about this for 12, 13 years.
[00:47:04.000 --> 00:47:14.000]   There's a secret group of good people in government, and everything is going to be okay in one year, and you don't have to get involved in government because there's a secret group of white knights that are going to save you.
[00:47:14.000 --> 00:47:19.000]   Total baloney.
[00:47:19.000 --> 00:47:24.000]   Over and over again, people get sent these Nigerian emails saying, "I am Prince Babupe.
[00:47:24.000 --> 00:47:26.000]   I have $14 trillion.
[00:47:26.000 --> 00:47:31.000]   If you give me $5,000 from your bank account, I will transfer you $15 million."
[00:47:31.000 --> 00:47:34.000]   It is simply a small favor I need.
[00:47:34.000 --> 00:47:43.000]   They find old ladies and young men and just gullible people, and they literally run around going, "I've been contacted by Prince Babupe."
[00:47:43.000 --> 00:47:45.000]   I mean, I've known people.
[00:47:45.000 --> 00:47:53.000]   I've known people who are supposedly in the Patriot movement who get one of these emails and go on the radio and say, "They've tried to buy me off.
[00:47:53.000 --> 00:47:57.000]   I've been offered $15, $20 million by Prince Babupe."
[00:47:57.000 --> 00:47:59.000]   There is no Prince Babupe.
[00:47:59.000 --> 00:48:03.000]   If you give the Nigerians your bank account, they're going to rob you.
[00:48:03.000 --> 00:48:10.000]   Then after they take your $5, $10, whatever they get, they say, "Oh, the prince only needs $10,000 more," knowing you've already cashed in.
[00:48:10.000 --> 00:48:12.000]   You've got a stake.
[00:48:12.000 --> 00:48:14.000]   You don't want to admit you've been conned.
[00:48:14.000 --> 00:48:20.000]   Prince Babupe is now saying, "Give me double the money, and you'll get not $15 million but $30 million."
[00:48:20.000 --> 00:48:25.000]   The husband goes to the wife, or the wife goes to the husband and says, "We've got to give.
[00:48:25.000 --> 00:48:27.000]   Look, the prince is coming to meet with me.
[00:48:27.000 --> 00:48:29.000]   He promises after I get the money.
[00:48:29.000 --> 00:48:31.000]   I want to know Prince Babupe.
[00:48:31.000 --> 00:48:33.000]   My life is incredibly magic now.
[00:48:33.000 --> 00:48:35.000]   It's like Hollywood.
[00:48:35.000 --> 00:48:37.000]   Don't tell me this dream hasn't come true.
[00:48:37.000 --> 00:48:39.000]   Prince Babupe!
[00:48:39.000 --> 00:48:41.000]   Prince Babupe!"
[00:48:41.000 --> 00:48:43.000]   And they give him the next $10,000.
[00:48:43.000 --> 00:48:49.000]   Then Prince Babupe comes back and says, "No, I only need $20,000 more, and then I will transfer you $50 million."
[00:48:49.000 --> 00:48:53.000]   Folks usually go through the thing two or three times before they figure out they've been conned.
[00:48:53.000 --> 00:49:00.000]   Or they still believe Prince Babupe is real, but somebody got to them, and so for years they're trying to call Prince Babupe.
[00:49:00.000 --> 00:49:03.000]   People travel to Nigeria to meet with Prince Babupe.
[00:49:03.000 --> 00:49:06.000]   They go into hotels and say, "Where is Prince Babupe?"
[00:49:06.000 --> 00:49:07.000]   Everyone laughs at them.
[00:49:07.000 --> 00:49:09.000]   There is no Prince Babupe.
[00:49:09.000 --> 00:49:11.000]   So I'm not going to talk about Prince Babupe anymore.
[00:49:11.000 --> 00:49:14.000]   Let's go ahead and take another phone call here.
[00:49:14.000 --> 00:49:16.000]   Let's talk to Pat in Ohio.
[00:49:16.000 --> 00:49:17.000]   You're on the air.
[00:49:17.000 --> 00:49:19.000]   Yeah, hi, Alex.
[00:49:19.000 --> 00:49:21.000]   I've got two questions, if you don't mind.
[00:49:21.000 --> 00:49:26.000]   The first one is about Mr. Fong.
[00:49:26.000 --> 00:49:32.000]   Sometimes I kind of think he wanted to die because he knew about the cancer on the shelf.
[00:49:32.000 --> 00:49:36.000]   He knew that his friend, Mr. Lawler, had gotten free.
[00:49:36.000 --> 00:49:40.000]   He's been cancer-free, according to Pastor Williams.
[00:49:40.000 --> 00:49:45.000]   So why would he not follow suit, follow the same route that his friend did?
[00:49:45.000 --> 00:49:51.000]   And his son, even though they say he persuaded him to go with chemotherapy,
[00:49:51.000 --> 00:49:56.000]   surely Mr. Fong had talked to his son about the cancer on the shelf.
[00:49:56.000 --> 00:49:58.000]   Only certain people knew about it.
[00:49:58.000 --> 00:50:03.000]   Well, that's mainly a capillary side issue that Lindsay Williams knows.
[00:50:03.000 --> 00:50:07.000]   These two former oil company executives that have given him a lot of good intel,
[00:50:07.000 --> 00:50:11.000]   and one of them has a son who's a doctor, so he went the conventional route,
[00:50:11.000 --> 00:50:12.000]   the other went another route.
[00:50:12.000 --> 00:50:16.000]   I'm not saying there's a 100% cancer cure.
[00:50:16.000 --> 00:50:21.000]   I know there are a lot of-- I know two-time top globalist,
[00:50:21.000 --> 00:50:28.000]   two-time winner of the Nobel Prize for Medicine and Science, Linus Pauling,
[00:50:28.000 --> 00:50:35.000]   said megadoses of natural vitamin C are a big, very good treatment.
[00:50:35.000 --> 00:50:42.000]   And I know that mainline medical science ignores a lot of things that are good treatments as well.
[00:50:42.000 --> 00:50:47.000]   And I think that, you know, obviously radiation, these other things, have a pretty bad track record.
[00:50:47.000 --> 00:50:54.000]   But the bigger news of Lindsay Williams from his sources is that oil's going to $150, $200 a barrel in the next six months.
[00:50:54.000 --> 00:50:56.000]   But stay there. We'll see if we've got any other points.
[00:50:56.000 --> 00:51:00.000]   On the other side, Pat, then Andrew, Shannon, George, and others. Stay with us.
[00:51:00.000 --> 00:51:09.000]   A very wealthy U.S. citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[00:51:09.000 --> 00:51:14.000]   He says it will change everything about our lives, the way you shop, travel, invest, educate your children,
[00:51:14.000 --> 00:51:17.000]   and even how you take care of your health and your own family.
[00:51:17.000 --> 00:51:20.000]   Now, this man has made some outrageous predictions over the years.
[00:51:20.000 --> 00:51:22.000]   The crazy part is he's usually right.
[00:51:22.000 --> 00:51:28.000]   You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:51:28.000 --> 00:51:32.000]   In fact, Barron's called his work a dire prophecy.
[00:51:32.000 --> 00:51:39.000]   Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[00:51:39.000 --> 00:51:43.000]   I can't stress this enough. You should at least watch this free video online today.
[00:51:43.000 --> 00:51:47.000]   He explains everything you need to know, including simple steps you can take to protect yourself.
[00:51:47.000 --> 00:51:52.000]   You can find the video at www.endofamerica3.com.
[00:51:52.000 --> 00:51:54.000]   That's endofamerica3.com.
[00:51:54.000 --> 00:51:59.000]   We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:51:59.000 --> 00:52:04.000]   As an authorized Berkey dealer for over five years and serving thousands of satisfied customers,
[00:52:04.000 --> 00:52:08.000]   the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:52:08.000 --> 00:52:13.000]   The Berkey light systems include a set of self-sterilizing and recleanable black purification elements
[00:52:13.000 --> 00:52:18.000]   that purify water by removing chlorine, pathogenic bacteria, cysts, and parasites to make it more efficient.
[00:52:18.000 --> 00:52:24.000]   The Berkey light system is a non-detectable chemical that removes harmful chemicals such as herbicides and pesticides.
[00:52:24.000 --> 00:52:29.000]   Order the Berkey light system today, complete with two black Berkey elements for only $209,
[00:52:29.000 --> 00:52:35.000]   and the Berkey guy will include three sport Berkey water bottles and ship everything to you free of charge.
[00:52:35.000 --> 00:52:41.000]   That's right, three sport Berkey water bottles and free shipping. An $87 value, yours free.
[00:52:41.000 --> 00:52:45.000]   Call the Berkey guy at 1-877-833-4245.
[00:52:45.000 --> 00:52:49.000]   That's 1-877-886-3653.
[00:52:49.000 --> 00:52:52.000]   Or order online at GoBerkey.com.
[00:52:52.000 --> 00:52:55.000]   That's GoBerkey.com today.
[00:52:55.000 --> 00:52:57.000]   Hi, this is Alex Jones.
[00:52:57.000 --> 00:53:02.000]   Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:53:02.000 --> 00:53:07.000]   Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:53:07.000 --> 00:53:10.000]   It's true, seeds have outperformed even gold and silver before in the 60s.
[00:53:10.000 --> 00:53:15.000]   And it's possible that could even happen again.
[00:53:15.000 --> 00:53:20.000]   So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:53:20.000 --> 00:53:27.000]   They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:53:27.000 --> 00:53:29.000]   And here's the best part.
[00:53:29.000 --> 00:53:32.000]   These seeds have not been genetically modified in any way,
[00:53:32.000 --> 00:53:35.000]   and you actually get enough seeds to plant a full acre crisis garden.
[00:53:35.000 --> 00:53:40.000]   So visit them today at SurvivalSeedBank.com.
[00:53:40.000 --> 00:53:42.000]   That's SurvivalSeedBank.com.
[00:53:42.000 --> 00:53:46.000]   Or give them a call at 877-327-0365.
[00:53:46.000 --> 00:53:50.000]   That's 877-327-0365.
[00:53:50.000 --> 00:53:55.000]   Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:53:55.000 --> 00:53:58.000]   This is Alex Jones for SurvivalSeedBank.com.
[00:54:00.000 --> 00:54:12.000]   [Music]
[00:54:12.000 --> 00:54:16.000]   Obi-Wan never told you what happened to Prince Mabubi.
[00:54:16.000 --> 00:54:21.000]   He told me enough. He told me you killed him.
[00:54:21.000 --> 00:54:27.000]   No, I am Prince Mabubi.
[00:54:27.000 --> 00:54:29.000]   All right, folks, I'm trying to have some fun today.
[00:54:29.000 --> 00:54:31.000]   Gallows humor. We are back live.
[00:54:31.000 --> 00:54:34.000]   Thank you for joining us. I'm going to go back to your calls here in a moment.
[00:54:34.000 --> 00:54:39.000]   One note for folks that want to get a book that is now out of print everywhere,
[00:54:39.000 --> 00:54:44.000]   selling for $900-and-something on Amazon and eBay.
[00:54:44.000 --> 00:54:46.000]   And they're selling at that price.
[00:54:46.000 --> 00:54:47.000]   We sold out.
[00:54:47.000 --> 00:54:53.000]   We had no idea that when we bought the last of these a few weeks ago that it was one of the hottest books on the web.
[00:54:53.000 --> 00:54:54.000]   We didn't look at what it was selling for.
[00:54:54.000 --> 00:54:56.000]   I heard her say it was going out of print.
