[00:00.000 --> 00:12.000]  Big Brother mainstream media government coverups you want answers well so does he
[46:18.000 --> 46:22.000]  real in a union way because they are manifesting
[46:22.000 --> 46:26.000]  like a moth to flame, just evil, evil, evil
[46:26.000 --> 46:30.000]  I kill my babies, the group they're part of
[46:30.000 --> 46:34.000]  you go to their Facebook, we're going to put some on screen, shows
[46:34.000 --> 46:38.000]  Red Guards Austin, it's a Maoist group
[46:38.000 --> 46:42.000]  after the police, I saw some signs on there, kill the police, some other signs
[46:42.000 --> 46:46.000]  that said, you know, hands up with your rifle, take on the police, all this kind of stuff
[46:46.000 --> 46:50.000]  and how horrible the Austin police
[46:50.000 --> 46:54.000]  department is and just burning American flags, hammers and sickles
[46:54.000 --> 46:58.000]  Malinlin and tattoos, all their little
[46:58.000 --> 47:02.000]  UT communist meetings donate to end capitalism
[47:02.000 --> 47:06.000]  unless they took it down, I know we have screenshots of the one, there's one that says
[47:06.000 --> 47:10.000]  kill the police and there's one that says shoot the police, so can we please
[47:10.000 --> 47:14.000]  earlier I wanted those, that's what I want, number one maximum I need that from the beginning
[47:14.000 --> 47:18.000]  of the show or have the crew in there, go get them for me and bring them in
[47:18.000 --> 47:22.000]  okay, now I want to go ahead and go to this first
[47:22.000 --> 47:26.000]  clip, I want to play the shorter clip, not the big montage
[47:26.000 --> 47:30.000]  of two leaders of it, I guess I think their boyfriend
[47:30.000 --> 47:34.000]  girlfriend, one white guy and one mixed girl
[47:34.000 --> 47:38.000]  who is sitting there talking about how he gets money in a community
[47:38.000 --> 47:42.000]  to pay for abortions, he's killed 50, and then another
[47:42.000 --> 47:46.000]  and then his girlfriend, who we believe is his girlfriend, says that
[47:46.000 --> 47:50.000]  she's killed her baby, she kills her baby, she doesn't have babies and it's David Knight's wife
[47:50.000 --> 47:54.000]  who's a very loving sweet lady who tried to adopt black babies, they wouldn't let her
[47:54.000 --> 47:58.000]  she couldn't have children, so they got a sweet young girl who's 13 years old now
[47:58.000 --> 48:02.000]  from China, who was basically starving an orphanage
[48:02.000 --> 48:06.000]  and she says, yeah that's you white people trying to save the world, no they're just loving Christians
[48:06.000 --> 48:10.000]  that wanted to have children, and as soon as they adopted, God blessed them and they
[48:10.000 --> 48:14.000]  had their son, and then they adopted another child
[48:14.000 --> 48:18.000]  so they're just really sweet and nice smart people, and like demon
[48:18.000 --> 48:30.000]  he's hissing at him, so I want to play that clip, here it is.
[48:30.000 --> 48:34.000]  Kill babies, I pay for that. I pay all my money for that.
[48:34.000 --> 48:38.000]  I get free abortions on demand without apology.
[48:38.000 --> 48:42.000]  Yup, and I'm going to hell. Yeah, I still pay to kill babies though.
[48:42.000 --> 48:48.000]  Oh yeah. How do you get your abortions paid for? I pay for them. I thought you said free.
[48:48.000 --> 48:52.000]  I pay for them. Upwards of 50. Really? Oh yeah.
[48:52.000 --> 48:56.000]  Wow, you must make money. I raise money from the community for it. Oh, you don't use your money?
[48:56.000 --> 48:59.000]  Yup. You multiply your efforts, huh?
[48:59.000 --> 49:04.000]  Why are you so worried about a fucking zygote? Ultimately your sympathies do not lie with black people,
[49:04.000 --> 49:07.000]  they lie with your racist white middle class agenda, and that's where we'll always lie,
[49:07.000 --> 49:11.000]  and you will be destroyed holding that line. Okay, I adopted to children.
[49:11.000 --> 49:16.000]  Oh, good for you, white savior. Aren't you so proud you're fucking white?
[49:16.000 --> 49:20.000]  Exactly, he's not white. Exactly, you're a white savior.
[49:20.000 --> 49:24.000]  You think that it is the white man's duty to fix everybody's problems, right?
[49:24.000 --> 49:29.000]  How many did you adopt? How many? How many did I adopt? I kill my kids.
[49:29.000 --> 49:33.000]  How many? How many did I adopt? I kill my kids.
[49:33.000 --> 49:43.000]  I kill my kids. Then we show shots of the website,
[49:43.000 --> 49:47.000]  and they did find it to kill the police stuff on the Facebook.
[49:47.000 --> 49:49.000]  We're gonna put that up here in just a moment.
[49:49.000 --> 49:53.000]  Sir, I saw one of the minions was attacking you. What was it? Did you see the look in their eyes?
[49:53.000 --> 49:56.000]  Praise, look, just out in space. I mean, the guy had...
[49:56.000 --> 49:59.000]  I mean, it's beyond the stuff I've seen from the Manson family.
[49:59.000 --> 50:04.000]  I mean, look, they're nothing. They are nothing.
[50:04.000 --> 50:07.000]  I can see your soul. I love you. I love you, too. God bless you.
[50:07.000 --> 50:09.000]  We're gonna beat these people. I hate the New World Order.
[50:09.000 --> 50:11.000]  He's the name. Yeah. Damn right.
[50:11.000 --> 50:14.000]  Whoa! Get it. People ask me why I'm a Christian, why I talk about God.
[50:14.000 --> 50:17.000]  I don't mean these fake churches. I face the New World Order over and over again.
[50:17.000 --> 50:22.000]  They're all devil worshipers. We know who they are, and we're sick out of them.
[50:22.000 --> 50:25.000]  You've been ousted. We see you hurting children, you filth.
[50:25.000 --> 50:29.000]  We see you. We see you as humanity's rising.
[50:29.000 --> 50:33.000]  You stop, impact us, and tell us to submit. We'll never submit to you.
[50:33.000 --> 50:35.000]  And humanity's rising. That's right.
[50:35.000 --> 50:39.000]  And God sees everything. Damn right. God sees everything.
[50:39.000 --> 50:43.000]  Now, if you're a radio listener, we're playing audio here,
[50:43.000 --> 50:46.000]  but you can see the video at infowars.com forward slash show.
[50:46.000 --> 50:49.000]  I'm gonna skip this network break, but the last one I've skipped a whole bunch this week.
[50:49.000 --> 50:52.000]  It's out of control. I apologize.
[50:52.000 --> 50:56.000]  Now, you have to understand that they're not joking around when they're saying this.
[50:56.000 --> 51:00.000]  They're very, very serious, and it's religious.
[51:00.000 --> 51:03.000]  And there is a sick, demonic power in killing your child,
[51:03.000 --> 51:06.000]  especially if you don't repent.
[51:06.000 --> 51:10.000]  We did find the photos on the Red Guards Austin site where it says,
[51:10.000 --> 51:16.000]  you know, get your guns, rise up, arms up, shoot back, solidarity with Ferguson.
[51:16.000 --> 51:20.000]  And then I saw another one on there where it says, kill the police.
[51:20.000 --> 51:26.000]  So they may have taken it down, but the point is that that is on the website.
[51:26.000 --> 51:30.000]  That is the type of stuff that is being pushed.
[51:30.000 --> 51:34.000]  Wage, people's war against the pigs, the police, the enemy.
[51:34.000 --> 51:37.000]  And then you were finally finding some of these.
[51:37.000 --> 51:43.000]  And then they've got dead pig heads hanging up at their demonstrations.
[51:43.000 --> 51:48.000]  I mean, this is just unbelievable. And they even like North Korea.
[51:48.000 --> 51:52.000]  I mean, talk about tyranny, some weird little 30-year-old fat guy
[51:52.000 --> 51:55.000]  walking around killing people with anti-aircraft guns.
[51:55.000 --> 51:58.000]  I mean, look at that one with all the children worshiping Mao,
[51:58.000 --> 52:00.000]  the painting right there on the right-hand side, middle.
[52:00.000 --> 52:02.000]  Yeah, click on that one. That's it.
[52:02.000 --> 52:04.000]  I mean, this is bizarro land.
[52:04.000 --> 52:07.000]  Mao was kicked out by the Communist in China.
[52:07.000 --> 52:10.000]  He killed the Chinese government, says 84 million.
[52:10.000 --> 52:12.000]  CIA says 65 million.
[52:12.000 --> 52:14.000]  By the way, who likes Mao?
[52:14.000 --> 52:19.000]  David Rockefeller wrote an op-ed praising him when he died in the New York Times.
[52:19.000 --> 52:24.000]  Just type in New York Times, David Rockefeller, Mao Zedong.
[52:24.000 --> 52:27.000]  You'll get the full-scanned New York Times.
[52:27.000 --> 52:31.000]  I mean, these, they're just into anything nasty and bad.
[52:31.000 --> 52:34.000]  In fact, can we pull up the former Green Beret, Larry Grathwald,
[52:34.000 --> 52:38.000]  who just died last year, who infiltrated and helped convict a weatherman.
[52:38.000 --> 52:40.000]  And he was in these meetings with them where they were talking about
[52:40.000 --> 52:42.000]  how they're going to put 50 million of us in slave camps
[52:42.000 --> 52:44.000]  and kill half of us that are in the slave camp.
[52:44.000 --> 52:47.000]  That was in the 70s. These are Obama's advisors.
[52:47.000 --> 52:49.000]  Obama came out of this.
[52:49.000 --> 52:53.000]  This isn't some, some, some miscreant subset.
[52:53.000 --> 52:57.000]  This is what you run into when you go to a campus.
[52:57.000 --> 53:00.000]  These are the enforcers that go hang out with the professors
[53:00.000 --> 53:03.000]  and sit around and discuss this stuff all day.
[53:03.000 --> 53:05.000]  They're lovers of death.
[53:05.000 --> 53:07.000]  Truly, truly, truly sick.
[53:07.000 --> 53:09.000]  And I told you, they're lovers of death.
[53:09.000 --> 53:11.000]  That's why they're out there at an abortion clinic.
[53:11.000 --> 53:13.000]  It's not about women's rights, not about choice.
[53:13.000 --> 53:15.000]  It's not about any of that.
[53:15.000 --> 53:18.000]  It is about killing your own children.
[53:18.000 --> 53:22.000]  I want to go ahead and air at least part of this montage video.
[53:22.000 --> 53:25.000]  I'll narrate some of the parts that don't translate well for radio
[53:25.000 --> 53:27.000]  from what happened.
[53:27.000 --> 53:33.000]  A bizarre, shocking video as communist as, as, as, as hellraiser rats.
[53:33.000 --> 53:37.000]  He's like the bugs that would run out from under a demon.
[53:37.000 --> 53:42.000]  You know, out of the pit of hell, out of like a dead horse on the side of the road, maggots.
[53:42.000 --> 53:44.000]  And I mean, these are names that describe them
[53:44.000 --> 53:49.000]  because you've got to be around them to feel the aura of weakness and in failure
[53:49.000 --> 53:52.000]  and just how, how, how they're so weak and so soulless
[53:52.000 --> 53:57.000]  that they've just given themselves to the worst thing they can hoping for power.
[53:57.000 --> 54:01.000]  And then they can't hide the fact that they're so nasty.
[54:01.000 --> 54:05.000]  But let's go ahead and again, the one menu they sent against us was like,
[54:05.000 --> 54:10.000]  out of a movie, a zombie with translucent white skin and dead eyes going,
[54:10.000 --> 54:14.000]  just bumping into people and he wasn't acting.
[54:14.000 --> 54:16.000]  He was just mind blown.
[54:16.000 --> 54:22.000]  This is what the devil can send against us when we're out there trying to save children.
[54:22.000 --> 54:26.000]  And then I love how, in fact, I'll play the montage coming up the next hour.
[54:26.000 --> 54:32.000]  Back it up to the clip we just played where David Knight's wife is like lovingly going,
[54:32.000 --> 54:38.000]  so I, I, she reminds me of my grandfather's mother.
[54:38.000 --> 54:41.000]  Not that she's old, but just that she was so sweet and so letty-like,
[54:41.000 --> 54:45.000]  but not fake sweet, like just genuinely super sweet.
[54:45.000 --> 54:48.000]  So sweet you could just like, you know, just hug them and sing into them.
[54:48.000 --> 54:51.000]  And when she's making me cookies or lunch or something,
[54:51.000 --> 54:54.000]  and she's like, oh, you know, I'm not racist.
[54:54.000 --> 54:58.000]  I, I want to, I tried to adopt minority children and I did.
[54:58.000 --> 55:02.000]  Shut up, you racist. I'm trying to help people. We just want to kill them.
[55:02.000 --> 55:04.000]  I killed my baby.
[55:04.000 --> 55:06.000]  I mean, yeah.
[55:06.000 --> 55:08.000]  Your mother's in hell.
[55:08.000 --> 55:10.000]  Your mother does such and such in hell.
[55:10.000 --> 55:12.000]  Let me spew some.
[55:12.000 --> 55:14.000]  I'll get you and your little dog too.
[55:14.000 --> 55:16.000]  Jumps on a broom.
[55:16.000 --> 55:19.000]  These are not liberals.
[55:19.000 --> 55:23.000]  I keep telling you they're death worshipers.
[55:23.000 --> 55:27.000]  The secret police would come in to linen who they worship and would say,
[55:27.000 --> 55:29.000]  we've killed half of the people in this town.
[55:29.000 --> 55:32.000]  And we're raping the women, we're taking them to camps, we're slaughtering.
[55:32.000 --> 55:34.000]  And, you know, everyone's submitting.
[55:34.000 --> 55:36.000]  No one even rebelled.
[55:36.000 --> 55:38.000]  And he would say, I want more blood.
[55:38.000 --> 55:40.000]  I want more terror.
[55:40.000 --> 55:44.000]  More. This is in mainline Russian books put out by them.
[55:44.000 --> 55:46.000]  And he would start flopping around the ground going,
[55:46.000 --> 55:49.000]  blood, blood, and he would go to an island.
[55:49.000 --> 55:55.000]  That's why in what's the movie with the dude and Clint Eastwood,
[55:55.000 --> 55:57.000]  where they're bank robbers at the end.
[55:57.000 --> 55:59.000]  He dies because he's had his head knocked in.
[55:59.000 --> 56:01.000]  It's a really good movie.
[56:01.000 --> 56:05.000]  There they a crazy guy pulls over his car and opens the trunk.
[56:05.000 --> 56:08.000]  It's white rabbits start pouring out and he's shooting them with a shotgun.
[56:08.000 --> 56:10.000]  Real crazy.
[56:10.000 --> 56:13.000]  That's actually from V.I. Lennon.
[56:13.000 --> 56:17.000]  He would go to this little island over popularly with rabbits and would just shoot them
[56:17.000 --> 56:20.000]  and cut them and eat them and just flop around for hours.
[56:20.000 --> 56:24.000]  I mean, I mean, that's what you're dealing with.
[56:24.000 --> 56:29.000]  So let's go ahead and go back to her when she thinks with her power.
[56:29.000 --> 56:31.000]  I'm going to lecture you.
[56:31.000 --> 56:33.000]  I'm going to call you a racist.
[56:33.000 --> 56:35.000]  I've never probably even had a job.
[56:35.000 --> 56:38.000]  I'm, you know, lavish with UT and all the rest of it.
[56:38.000 --> 56:41.000]  And I sit around dreaming of red terror.
[56:41.000 --> 56:43.000]  But I'm going to point my finger at you,
[56:43.000 --> 56:46.000]  a woman who saved a starving child from an orphanage.
[56:46.000 --> 56:50.000]  I'm going to point my finger at you and I'm going to tell you I got the moral high ground
[56:50.000 --> 56:52.000]  and most people just bow.
[56:52.000 --> 56:54.000]  Oh my gosh, you're a nobody filled with evil.
[56:54.000 --> 56:55.000]  Let me bow to you.
[56:55.000 --> 56:56.000]  No.
[56:56.000 --> 56:59.000]  Stop bowing to them.
[56:59.000 --> 57:01.000]  Stop being intimidated by them.
[57:01.000 --> 57:03.000]  Let's play the demon again.
[57:03.000 --> 57:04.000]  I'm worried about a zygote.
[57:04.000 --> 57:07.000]  And ultimately your sympathies do not lie with black people.
[57:07.000 --> 57:10.000]  They lie with your racist white middle class agenda and that's where we'll always lie.
[57:10.000 --> 57:12.000]  And you will be destroyed holding that line.
[57:12.000 --> 57:13.000]  Okay.
[57:13.000 --> 57:15.000]  I adopted two children.
[57:15.000 --> 57:16.000]  Oh, good for you.
[57:16.000 --> 57:17.000]  White savior.
[57:17.000 --> 57:18.000]  Aren't you so proud?
[57:18.000 --> 57:20.000]  They're not white.
[57:20.000 --> 57:22.000]  Exactly, he's not white.
[57:22.000 --> 57:23.000]  Exactly.
[57:23.000 --> 57:24.000]  You're a white savior.
[57:24.000 --> 57:28.000]  You think that it is the white man's duty to fix everybody's problems, right?
[57:28.000 --> 57:30.000]  How many did you adopt?
[57:30.000 --> 57:31.000]  How many did I adopt?
[57:31.000 --> 57:33.000]  I killed my kids.
[57:33.000 --> 57:35.000]  How many did I adopt?
[57:35.000 --> 57:37.000]  I killed my kids.
[57:37.000 --> 57:41.000]  I killed my kids.
[57:41.000 --> 57:43.000]  All right, that's enough.
[57:43.000 --> 57:45.000]  And these people are all over the country.
[57:45.000 --> 57:49.000]  In fact, I'm going to start sending my reporters out to these anarchist things.
[57:49.000 --> 57:52.000]  We're going to track back how these different groups are funded by the Obama Administration,
[57:52.000 --> 57:56.000]  Justice Department, groups like that, Soros.
[57:56.000 --> 58:00.000]  We're going to go to Bright, come back, get into other world news, and then we'll revisit
[58:00.000 --> 58:04.000]  this at the bottom of the hour and get some of the witnesses in here to this.
[58:04.000 --> 58:08.000]  But I haven't gotten any really dramatic footage or information yet.
[58:08.000 --> 58:11.000]  You need to understand what we're facing, what we're dealing with.
[58:11.000 --> 58:17.000]  They're abject pit of hell control freak nobodies who think that they're going to be like communists
[58:17.000 --> 58:19.000]  who take over and rule.
[58:19.000 --> 58:21.000]  I mean, it is just unbelievable.
[58:21.000 --> 58:25.000]  Briefly, if you want to fund our operation that's funded by the people, high quality products,
[58:25.000 --> 58:27.000]  the special ends this Sunday.
[58:27.000 --> 58:31.000]  We've got 20% off super male and super female vitality,
[58:31.000 --> 58:35.000]  and a lot of other specials at infowarslife.com with the high quality nutraceuticals.
[58:35.000 --> 58:36.000]  Thank you all for your support.
[58:36.000 --> 58:40.000]  infowarslife.com or 888-253-3139.
[58:40.000 --> 58:42.000]  Stay with us.
[58:42.000 --> 58:49.000]  Visit GCNLive.com today.
[58:49.000 --> 58:50.000]  I want more candy.
[58:50.000 --> 58:51.000]  I want more video games.
[58:51.000 --> 58:52.000]  Line, line, line.
[58:52.000 --> 58:57.000]  And it's that type of behavior that spurred me to do the research to develop a true
[58:57.000 --> 59:02.000]  nutraceutical formula that was designed to smooth out and help children focus.
[59:02.000 --> 59:05.000]  All of our children are hit with modern mind control.
[59:05.000 --> 59:08.000]  Television, music, fast food, GMOs, sugars, you name it.
[59:08.000 --> 59:13.000]  Young humans have not yet developed their nervous system and are being hammered daily
[59:13.000 --> 59:14.000]  by globalist concoctions.
[59:14.000 --> 59:19.000]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[59:19.000 --> 59:24.000]  Working with my team, we set out to find the best formula with the highest quality ingredients
[59:24.000 --> 59:26.000]  that children would actually like and take.
[59:26.000 --> 59:30.000]  We worked with the leading manufacturer in nutritional supplements that are safe for
[59:30.000 --> 59:34.000]  children to bring you the most affordable and powerful calming formula out there,
[59:34.000 --> 59:39.000]  using child ease with herbs and calming extracts like chamomile and lemon balm
[59:39.000 --> 59:41.000]  and essential nutrients that taste great.
[59:41.000 --> 59:45.000]  Obtain your child ease today at infowarslife.com.
[59:45.000 --> 01:00:05.000]  You're listening to the Alex Jones show.
[01:00:05.000 --> 01:00:10.000]  Big Brother, mainstream media, government cover-ups.
[01:00:10.000 --> 01:00:11.000]  You want answers?
[01:00:11.000 --> 01:00:13.000]  Well, so does he.
[01:00:13.000 --> 01:00:17.000]  He's Alex Jones on the GCN Radio Network.
[01:00:17.000 --> 01:00:32.000]  And now, live from Austin, Texas, Alex Jones.
[01:00:32.000 --> 01:00:38.000]  You want to know what American universities owned and run by the big mega banks are doing?
[01:00:38.000 --> 01:00:47.000]  They're creating glow-in-the-dark communists of the most servile and pathetic type
[01:00:47.000 --> 01:00:50.000]  who've never probably worked a day in their life.
[01:00:50.000 --> 01:00:55.000]  The way to disperse them is to have a helicopter drop job applications on them.
[01:00:55.000 --> 01:00:59.000]  I'm going to air just a few minutes of this, then come back from break
[01:00:59.000 --> 01:01:01.000]  and get into all the international and world news.
[01:01:01.000 --> 01:01:06.000]  But we went out to a pro-life demonstration yesterday that we organized.
[01:01:06.000 --> 01:01:08.000]  And the communists showed up and tried to block free speech,
[01:01:08.000 --> 01:01:10.000]  grabbed our microphone, assaulted people,
[01:01:10.000 --> 01:01:12.000]  and then began to tell us how they love Satan.
[01:01:12.000 --> 01:01:14.000]  I haven't gotten to all those clips yet.
[01:01:14.000 --> 01:01:17.000]  And how they weren't the red brigade and weren't a communist
[01:01:17.000 --> 01:01:22.000]  and how we were conspiracy theorists, even though we have all the photos.
[01:01:22.000 --> 01:01:25.000]  And then the police basically pampered them and allowed them to assault people.
[01:01:25.000 --> 01:01:26.000]  I mean, it's just a fact.
[01:01:26.000 --> 01:01:27.000]  I mean, they haven't been arrested yet.
[01:01:27.000 --> 01:01:30.000]  I would have been.
[01:01:30.000 --> 01:01:34.000]  I've been arrested because I refuse to be in a free speech zone four or five times.
[01:01:34.000 --> 01:01:36.000]  I'm not here to bash the police.
[01:01:36.000 --> 01:01:39.000]  I was telling you, you know, you just follow orders, I guess,
[01:01:39.000 --> 01:01:42.000]  because you go to their website, it talks about get arms,
[01:01:42.000 --> 01:01:45.000]  take the guns off the cops, then it goes on to basically say
[01:01:45.000 --> 01:01:48.000]  prepare for revolution against the police.
[01:01:48.000 --> 01:01:49.000]  And that's fine.
[01:01:49.000 --> 01:01:52.000]  That's their free speech until they say, you know, kill the police.
[01:01:52.000 --> 01:01:56.000]  But that's what's coming out of some of the ribs affiliated with this one,
[01:01:56.000 --> 01:02:00.000]  or at least on this Facebook, and severed rotting pig heads at their events.
[01:02:00.000 --> 01:02:03.000]  I mean, this is, this is, this is macabre.
[01:02:03.000 --> 01:02:04.000]  This is a cultic.
[01:02:04.000 --> 01:02:06.000]  This is just evil.
[01:02:06.000 --> 01:02:12.000]  So let's go ahead and play a few minutes of that clip and then huge news that just broke.
[01:02:12.000 --> 01:02:16.000]  Conspiracy theories are causing militants to abandon ISIS.
[01:02:16.000 --> 01:02:17.000]  Stay with us.
[01:02:17.000 --> 01:02:44.000]  We're going to go out to break with some of the communist assault.
[01:02:47.000 --> 01:03:01.000]  We need to.
[01:03:01.000 --> 01:03:03.000]  Excuse us.
[01:03:03.000 --> 01:03:05.000]  Oh, you got a chill.
[01:03:05.000 --> 01:03:24.000]  Why are you so worried about a psycho?
[01:03:24.000 --> 01:03:27.000]  And ultimately your sympathies do not lie with black people.
[01:03:27.000 --> 01:03:29.000]  They lie with your racist white middle class agenda.
[01:03:29.000 --> 01:03:30.000]  And that's where we'll always lie.
[01:03:30.000 --> 01:03:32.000]  And you will be destroyed holding that line.
[01:03:32.000 --> 01:03:35.000]  Okay, I adopted two children.
[01:03:35.000 --> 01:03:36.000]  Oh, good for you.
[01:03:36.000 --> 01:03:37.000]  White savior.
[01:03:37.000 --> 01:03:38.000]  Aren't you so proud?
[01:03:38.000 --> 01:03:39.000]  They're not white.
[01:03:39.000 --> 01:03:40.000]  Exactly.
[01:03:40.000 --> 01:03:41.000]  He's not white.
[01:03:41.000 --> 01:03:42.000]  Exactly.
[01:03:42.000 --> 01:03:43.000]  You're a white savior.
[01:03:43.000 --> 01:03:48.000]  You think that it is the white man's duty to fix everybody's problems, right?
[01:03:48.000 --> 01:03:49.000]  How many did you adopt?
[01:03:49.000 --> 01:03:50.000]  How many?
[01:03:50.000 --> 01:03:51.000]  How many did I adopt?
[01:03:51.000 --> 01:03:52.000]  I kill my kids.
[01:03:52.000 --> 01:03:53.000]  How many?
[01:03:53.000 --> 01:03:54.000]  How many did I adopt?
[01:03:54.000 --> 01:03:56.000]  I kill my kids.
[01:03:56.000 --> 01:03:58.000]  I kill my kids.
[01:03:58.000 --> 01:04:02.000]  I pay for that.
[01:04:02.000 --> 01:04:04.000]  I pay all my money for that.
[01:04:04.000 --> 01:04:08.000]  I get free abortions on demand without apology.
[01:04:08.000 --> 01:04:10.000]  And I'm going to hell.
[01:04:10.000 --> 01:04:12.000]  Yeah, I still pay to kill babies though.
[01:04:12.000 --> 01:04:13.000]  Really?
[01:04:13.000 --> 01:04:14.000]  Oh, yeah.
[01:04:14.000 --> 01:04:16.000]  How do you get your abortions paid for?
[01:04:16.000 --> 01:04:17.000]  I pay for them.
[01:04:17.000 --> 01:04:19.000]  I thought they said free.
[01:04:19.000 --> 01:04:21.000]  Upwards of 50.
[01:04:21.000 --> 01:04:22.000]  Really?
[01:04:22.000 --> 01:04:23.000]  Oh, yeah.
[01:04:23.000 --> 01:04:24.000]  Wow.
[01:04:24.000 --> 01:04:25.000]  I raise money from the community for it.
[01:04:25.000 --> 01:04:27.000]  Oh, you don't use your money?
[01:04:27.000 --> 01:04:29.000]  You multiply your efforts, eh?
[01:04:29.000 --> 01:04:33.000]  Well, we're down here pointing out that all black lives matter, all lives matter.
[01:04:33.000 --> 01:04:40.000]  And that the very people who want to literally wipe out black Americans through Planned Parenthood on record
[01:04:40.000 --> 01:04:44.000]  are the ones trying to create this whole race war and garbage off some of these tragedies.
[01:04:44.000 --> 01:04:48.000]  So we're pointing out the real organized genocide with the documented proof.
[01:04:48.000 --> 01:04:50.000]  We're talking a lot of great folks.
[01:04:50.000 --> 01:04:51.000]  Sir, give us your take on all this.
[01:04:51.000 --> 01:04:55.000]  Yeah, I think that we're going to continue forward as a country.
[01:04:55.000 --> 01:04:57.000]  Yeah, we need to...
[01:04:57.000 --> 01:04:59.000]  Give us our...
[01:04:59.000 --> 01:05:03.000]  The latest example of liberal free speech oppression is brought to you by Kit Daniels
[01:05:03.000 --> 01:05:04.000]  in the article,
[01:05:04.000 --> 01:05:08.000]  Campus Police Intimidate Student Over Her Anti-Obama and Pro-Gun Signs.
[01:05:08.000 --> 01:05:12.000]  A college student is suing her school after three campus cops and an administrator
[01:05:12.000 --> 01:05:17.000]  ordered her not to carry an anti-Obama sign and a pro-gun sign on campus without special permission.
[01:05:17.000 --> 01:05:20.000]  Nicole Sanders, a student at Blynne College in Brenham, Texas,
[01:05:20.000 --> 01:05:24.000]  was recently demonstrating with the signs when she was told she needed special permission for them
[01:05:24.000 --> 01:05:26.000]  and had to stay in the college's free speech zone.
[01:05:26.000 --> 01:05:29.000]  I needed to fill out a form stating what I'm doing, where I'm doing it,
[01:05:29.000 --> 01:05:32.000]  who's involved, and what outcome we were expecting, she said.
[01:05:32.000 --> 01:05:35.000]  We have to wait until four administrators sign it.
[01:05:35.000 --> 01:05:38.000]  In response, Sanders has filed a lawsuit against Blynne College stating
[01:05:38.000 --> 01:05:41.000]  its policies and their enforcement are unconstitutional.
[01:05:41.000 --> 01:05:45.000]  This story is eerily similar to an incident at California Polytech earlier this year
[01:05:45.000 --> 01:05:50.000]  in which school officials were also requiring students to engage in First Amendment activities on campus
[01:05:50.000 --> 01:05:52.000]  to apply for a free speech permit.
[01:05:52.000 --> 01:05:56.000]  You can find more stories like these at infowars.com and prismplanet.com.
[01:05:56.000 --> 01:06:25.000]  Do reporting for InfoWars Nightly News.
[01:06:26.000 --> 01:06:28.000]  I'm Alex Jones here.
[01:06:28.000 --> 01:06:33.000]  For the last two years, I've been working with top doctors, nutritionist, and chemist
[01:06:33.000 --> 01:06:38.000]  to design a nutraceutical formulation that has truly life-changing health benefits.
[01:06:38.000 --> 01:06:42.000]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[01:06:42.000 --> 01:06:47.000]  Experience the benefits of combining over 14 ancient herbs and extracts
[01:06:47.000 --> 01:06:50.000]  with exciting new advances in nutraceutical science.
[01:06:50.000 --> 01:06:56.000]  Visit infowarslife.com or call 1-888-253-3139.
[01:06:56.000 --> 01:06:58.000]  That's infowarslife.com.
[01:06:58.000 --> 01:07:01.000]  I want more candy. I want more videos here. Why, why, why?
[01:07:01.000 --> 01:07:05.000]  And it's that type of behavior that spurred me to do the research
[01:07:05.000 --> 01:07:11.000]  to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[01:07:11.000 --> 01:07:14.000]  All of our children are hit with modern mind control.
[01:07:14.000 --> 01:07:17.000]  Television music, fast food, GMOs, sugars, you name it.
[01:07:17.000 --> 01:07:20.000]  Young humans have not yet developed their nervous system
[01:07:20.000 --> 01:07:23.000]  and are being hammered daily by globalist concoctions.
[01:07:23.000 --> 01:07:26.000]  It's no wonder they can't focus and calm down
[01:07:26.000 --> 01:07:28.000]  and then are put on dangerous psychotropic drugs.
[01:07:28.000 --> 01:07:33.000]  Working with my team, we set out to find the best formula with the highest quality ingredients
[01:07:33.000 --> 01:07:35.000]  that children would actually like and take.
[01:07:35.000 --> 01:07:38.000]  We worked with the leading manufacturer in nutritional supplements
[01:07:38.000 --> 01:07:43.000]  that are safe for children to bring you the most affordable and powerful calming formula out there.
[01:07:43.000 --> 01:07:48.000]  Introducing Child Ease with herbs and calming extracts like chamomile and lemon balm
[01:07:48.000 --> 01:07:50.000]  and essential nutrients that taste great.
[01:07:50.000 --> 01:07:54.000]  Obtain your Child Ease today at infowarslife.com.
[01:07:54.000 --> 01:08:17.000]  That's Child Ease exclusively at infowarslife.com.
[01:08:25.000 --> 01:08:27.000]  Thank you for riding shop done with us today.
[01:08:27.000 --> 01:08:30.000]  Whether you're listening on AM and FM stations across the country
[01:08:30.000 --> 01:08:34.000]  or watching vmfullwars.com or some of the cable and TV systems
[01:08:34.000 --> 01:08:37.000]  that pick up the TV side of this transmission.
[01:08:37.000 --> 01:08:38.000]  Don't forget the nightly news.
[01:08:38.000 --> 01:08:41.000]  It'll be this evening, 7 o'clock central as it is weeknights.
[01:08:41.000 --> 01:08:49.000]  And I will return this Sunday live, 4 to 6 p.m. central standard time.
[01:08:49.000 --> 01:08:53.000]  I will be live in studio this Sunday.
[01:08:53.000 --> 01:08:57.000]  Normally I'd probably take off the Sunday and tape a show or do a rebroadcast
[01:08:57.000 --> 01:09:00.000]  on the eve of Memorial Day.
