[00:00:01.727 --> 00:00:03.188]  You have the power.
[00:27:24.106 --> 00:27:37.809]  See, having an opinion, knowing the three branches of government, being able to tie your shoelaces, being able to find your rear end with both hands, that is now a conspiracy theory in a world of inept, dumbed-down jellyfish.
[00:27:37.809 --> 00:27:42.210]  Let's play this clip of Donald Trump telling it like it is.
[00:27:42.210 --> 00:27:46.170]  I'm speaking in front of thousands of people for a week.
[00:27:46.170 --> 00:27:48.611]  I win and I get fewer delegates than he's got.
[00:27:49.409 --> 00:27:51.390]  Okay, it's not fair, folks.
[00:27:51.390 --> 00:27:52.650]  It's not fair.
[00:27:52.650 --> 00:27:54.371]  Because I'm the outsider.
[00:27:54.371 --> 00:27:59.633]  And what they do is they want to knock out the outsider because they want to keep their little party going.
[00:27:59.633 --> 00:28:07.717]  And the reason our country owes 21, and soon, 21 trillion, not billion, trillion dollars, okay?
[00:28:07.717 --> 00:28:11.438]  The reason we owe all of this money is because of the system.
[00:28:11.438 --> 00:28:13.319]  So here's what we got to do.
[00:28:13.319 --> 00:28:14.580]  We're going to win so much.
[00:28:14.580 --> 00:28:16.761]  What you have to do is go out and vote.
[00:28:18.385 --> 00:28:23.251]  I tell you, I'm all in for Donald Trump, folks, and he may not be perfect.
[00:28:23.251 --> 00:28:25.694]  I don't know where this is going, but the whole establishment's against him.
[00:28:25.694 --> 00:28:28.278]  All these foreign governments are telling us we can't have him.
[00:28:28.278 --> 00:28:31.041]  They're stealing states from him in front of everybody.
[00:28:31.041 --> 00:28:35.066]  And wait, they're doing it to Bernie Sanders, too.
[00:28:35.066 --> 00:28:37.129]  He wins all these states, they just take the delegates.
[00:28:38.516 --> 00:28:40.918]  I mean, what is your line in the sand?
[00:28:40.918 --> 00:28:43.420]  Is there any level of garbage you won't put up with?
[00:28:43.420 --> 00:28:45.022]  I'm going to give the number out when we come back.
[00:28:45.022 --> 00:28:46.763]  I want to ask you that question.
[00:28:46.763 --> 00:28:48.805]  I mean, where are they going next after this?
[00:28:48.805 --> 00:28:49.546]  Seriously.
[00:28:49.546 --> 00:28:52.348]  Infowars.com forward slash show.
[00:28:52.348 --> 00:28:55.451]  So you can send the video link to live feed out to everybody you know.
[00:28:56.917 --> 00:29:04.921]  It's Friday, so let's see what the tolerant and loving anti-Trump supporters have been up to this week in their quest to stomp out fascism.
[00:29:04.921 --> 00:29:23.410]  After offending a German-Jewish immigrant by waving a Trump equals Nazi sign right in his face, a Bernie Sanders supporter told the man he needed to go back to Germany, further demonstrating the excessive hypocrisy of social justice warriors who are completely intolerant, and in this case, xenophobic, to anyone who disagrees with their worldviews.
[00:29:23.410 --> 00:29:26.131]  And to counter the violent rhetoric of Donald Trump,
[00:29:26.291 --> 00:29:32.255]  A supporter of the Never Trump movement advertised t-shirts for sale advocating the assassination of Donald Trump.
[00:29:32.255 --> 00:29:35.277]  No reports of anyone getting beaten for wearing this shirt yet.
[00:29:35.277 --> 00:29:39.700]  Not like Emmanuel, who got jumped at his school for wearing a pro-Trump t-shirt.
[00:29:39.700 --> 00:29:45.164]  He posted photos of the bloody bathroom and a photo of his tooth that got knocked out during the assault.
[00:29:45.164 --> 00:29:47.265]  And how did the Never Trumpers respond?
[00:29:47.265 --> 00:29:49.967]  Well, they proceeded to mock the boy on Twitter.
[00:29:49.967 --> 00:29:53.689]  Just another week in the Orwellian world of lefty hypocrisy.
[00:29:53.689 --> 00:29:56.031]  Leanne McAdoo reporting for InfoWars.com
[00:29:58.031 --> 00:30:01.532]  Infowarslife.com, oil of oregano formulation.
[00:30:01.532 --> 00:30:07.134]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:30:07.134 --> 00:30:15.016]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[00:30:15.496 --> 00:30:21.639]  Sourced from top-leading manufacturers to ensure a concentrated level of bioactive ingredients.
[00:30:21.639 --> 00:30:30.704]  Extracted directly from the wild herb and sealed in easy-to-use capsules, you will no longer need to endure the burning of liquid oregano on the tongue.
[00:30:30.704 --> 00:30:36.927]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[00:30:36.927 --> 00:30:43.210]  Wild-crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[00:30:43.670 --> 00:30:49.057]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[00:30:49.057 --> 00:30:51.520]  Now available at InfoWarsLife.com.
[00:30:51.520 --> 00:30:53.562]  That's InfoWarsLife.com or call 888-253-3139.
[00:30:57.625 --> 00:30:58.585]  Hey, how you doing, Alex?
[00:30:58.585 --> 00:30:59.165]  Good, brother.
[00:30:59.165 --> 00:31:01.106]  Just recently started using your products.
[00:31:01.106 --> 00:31:02.827]  Everything you said about them is correct.
[00:31:02.827 --> 00:31:06.848]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[00:31:06.848 --> 00:31:09.469]  Well, thank you, brother, because it also funds our operation.
[00:31:09.469 --> 00:31:11.889]  But doing that, I know I've got to have the highest quality.
[00:31:11.889 --> 00:31:19.772]  Super Mel Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:31:20.092 --> 00:31:23.295]  We did the super male and the super female vitality.
[00:31:23.295 --> 00:31:24.856]  Big changes, a lot of energy.
[00:31:24.856 --> 00:31:27.879]  We've gotten off to the cheap energy drinks, energy shots.
[00:31:27.879 --> 00:31:29.541]  Saving a ton of money there.
[00:31:29.541 --> 00:31:32.263]  Sourced from powerful organic herbs.
[00:31:32.263 --> 00:31:35.346]  Harvested around the planet and then concentrated.
[00:31:35.586 --> 00:31:37.388]  Or maximum potency.
[00:31:37.388 --> 00:31:49.401]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while but then burn you out in my experience where stuff that gets your glands naturally going goes right to the source so it's pretty exciting and I love it.
[00:31:49.401 --> 00:31:56.329]  Visit Infowarslife.com today to secure your super male vitality and other powerful products from Infowarslife.
[00:31:57.461 --> 00:32:00.962]  When cells become toxic, they die early and aging sets in.
[00:32:00.962 --> 00:32:09.226]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:32:09.226 --> 00:32:14.628]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:32:14.628 --> 00:32:17.149]  You want the best that's out there at the lowest price anywhere?
[00:32:17.149 --> 00:32:19.249]  We now have the synergistic solution.
[00:32:19.249 --> 00:32:23.451]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:32:27.435 --> 00:32:28.356]  Shower Filters.
[00:32:28.356 --> 00:32:30.077]  We're introducing the best yet.
[00:32:30.077 --> 00:32:34.139]  The brand new ProPure ProMax High Performance Shower Filter.
[00:32:34.139 --> 00:32:38.962]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:32:38.962 --> 00:32:46.046]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:32:46.046 --> 00:32:53.011]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[00:33:01.269 --> 00:33:18.553]  You're listening to the Alex Jones Show.
[00:33:18.553 --> 00:33:22.653]  Resistance to tyrants is obedience to God.
[00:33:22.653 --> 00:33:25.734]  It's Alex Jones.
[00:33:25.734 --> 00:33:26.674]  I'm awake.
[00:33:26.674 --> 00:33:27.914]  I'm informed.
[00:33:27.914 --> 00:33:28.835]  I don't want to be a slave.
[00:33:28.835 --> 00:33:30.015]  I'm upset about what's happening.
[00:33:30.956 --> 00:33:31.976]  I'm your host Alex Jones.
[00:33:31.976 --> 00:33:32.997]  Thank you so much for joining us.
[00:33:32.997 --> 00:33:35.398]  I want to open the phones up in the next segment.
[00:33:35.398 --> 00:33:37.038]  I have open phones throughout the broadcast.
[00:33:37.038 --> 00:33:42.040]  Rob Dew and Krube are in Wisconsin and Illinois.
[00:33:42.040 --> 00:33:44.341]  They've been following Trump for a full week.
[00:33:44.341 --> 00:33:51.504]  They've had some of the most viral news videos out there garnering millions of views in just the last week.
[00:33:51.504 --> 00:33:53.205]  So I want to salute those guys.
[00:33:53.205 --> 00:33:55.626]  They will report to us on their findings.
[00:33:55.626 --> 00:33:57.407]  What they have been discovering is that
[00:33:58.807 --> 00:34:05.372]  50 to 1 conservatively, more pro-Trump people in Wisconsin than there are protesters.
[00:34:05.372 --> 00:34:14.077]  But the media comes up, and we'll put the cameras real close to the protesters to create the illusion that there's a bunch of anti-Trump people.
[00:34:14.077 --> 00:34:19.581]  Then they'll go find a small throng away from the main crowd of thousands of Trump supporters and show them.
[00:34:21.471 --> 00:34:22.592]  I learned this 20 years ago.
[00:34:22.592 --> 00:34:24.033]  I'd be at a pro-gun rally we'd have.
[00:34:24.033 --> 00:34:25.834]  We'd have like 2,000 people at the Capitol.
[00:34:25.834 --> 00:34:27.875]  Sometimes like 5,000 would show up.
[00:34:27.875 --> 00:34:37.180]  And they would go and show the corner of the crowd and say dozens showed up or a dozen showed up.
[00:34:37.180 --> 00:34:40.502]  Mainstream media relishes deceiving you.
[00:34:41.843 --> 00:34:57.396]  And the reason they're getting in so much trouble is there's YouTube, there's Facebook, there's all these video sites where people are going out and seeing what really happened versus what the media says will happen.
[00:34:57.396 --> 00:35:04.502]  But the mainstream media's tactic is start censoring the Internet, start going after new media, start shutting things down.
[00:35:04.502 --> 00:35:07.265]  Because if they can't beat us, their answer is shut us down.
[00:35:09.249 --> 00:35:11.250]  So, what is your line in the sand?
[00:35:11.250 --> 00:35:12.811]  Will they ever go too far?
[00:35:12.811 --> 00:35:14.792]  What are you doing to fight this tyranny?
[00:35:14.792 --> 00:35:22.137]  And if they're openly stealing the election from Donald Trump and Bernie Sanders, but much worse with Trump.
[00:35:22.137 --> 00:35:25.359]  Sanders was winning the first state, so they sold Ohio.
[00:35:25.359 --> 00:35:26.920]  Turned out, came out in court, he won.
[00:35:26.920 --> 00:35:29.901]  They still gave it to Hillary.
[00:35:29.901 --> 00:35:32.063]  He won 20 points in New Hampshire.
[00:35:32.063 --> 00:35:33.804]  They still gave most of the delegates to Hillary.
[00:35:35.714 --> 00:35:40.557]  And so it created a self-fulfilling prophecy because the Democrats were really smart.
[00:35:40.557 --> 00:35:46.321]  They started stealing the delegates the day after, just saying, sorry, state doesn't go to you.
[00:35:46.321 --> 00:35:53.767]  The Republicans said, we're going to wait till we get to Cleveland in the summer, and then we're going to take them.
[00:35:53.767 --> 00:35:55.608]  I mean, they said that on the news last few months.
[00:35:58.626 --> 00:36:03.247]  But then the perception was the way Trump has like double what Cruz does, this looks bad.
[00:36:03.247 --> 00:36:04.948]  We'll start stealing it at the state level.
[00:36:04.948 --> 00:36:06.908]  So they stole the election in Texas.
[00:36:06.908 --> 00:36:09.229]  That's come out very clear.
[00:36:09.229 --> 00:36:14.270]  Stole the delegates outright in Louisiana, Tennessee and other states.
[00:36:14.270 --> 00:36:18.931]  So that even though he wins that night, he doesn't win the next day or the next week.
[00:36:19.895 --> 00:36:23.658]  So I'm asking you, how much worse is this going to get?
[00:36:23.658 --> 00:36:29.784]  I mean, if they're going to start openly stealing elections, we know they've messed with them before, some have been stolen.
[00:36:29.784 --> 00:36:34.648]  I say be involved to keep the system honest, to point out it's a fraud.
[00:36:34.648 --> 00:36:40.713]  You give up and say it's all over, then the sky's the limit.
[00:36:40.713 --> 00:36:41.494]  That's my view.
[00:36:41.494 --> 00:36:43.395]  Maybe I'm wrong.
[00:36:43.395 --> 00:36:45.697]  But it is really getting crazy.
[00:36:45.697 --> 00:36:46.338]  And never forget,
[00:36:47.273 --> 00:36:53.775]  In Gallup, and a bunch of other national polls, Congress has between an 8 and 11% approval rating.
[00:36:53.775 --> 00:36:57.576]  Government in general has like a 15% approval rating.
[00:36:57.576 --> 00:37:03.778]  So, the people know that we're in trouble, and I don't want to just blame the government itself.
[00:37:03.778 --> 00:37:09.819]  We've let it get corrupt, we've let special interests come in, ignore the law, ignore the rules, do whatever they want.
[00:37:09.819 --> 00:37:12.340]  It's back in the news today.
[00:37:12.340 --> 00:37:16.421]  President Obama, the Border Patrol has reported.
[00:37:18.114 --> 00:37:27.143]  Their main union this weekend is increasing the amount of legals coming in and not even letting the Border Patrol stop anybody now, including drug smugglers.
[00:37:27.143 --> 00:37:28.624]  The border is wide open.
[00:37:28.624 --> 00:37:30.967]  Oh, but you've got to go to the TSA.
[00:37:30.967 --> 00:37:32.608]  You've got to go through a checkpoint.
[00:37:32.608 --> 00:37:35.011]  You've got to be spied on to make sure we're all safe.
[00:37:35.011 --> 00:37:36.432]  But the border is wide open.
[00:37:36.432 --> 00:37:41.517]  They're flying tens of thousands of refugees in with no vetting, no IDs, no passports.
[00:37:41.517 --> 00:37:42.038]  But that's OK.
[00:37:45.558 --> 00:37:49.820]  Border Patrol Counsel says catch-and-release policy continues fueling illegal immigration.
[00:37:49.820 --> 00:37:51.541]  No kidding.
[00:37:51.541 --> 00:37:54.282]  So, this is a lawless takeover.
[00:37:54.282 --> 00:37:55.602]  Here's the toll-free number to join us.
[00:37:55.602 --> 00:37:56.083]  877-789-2539.
[00:37:56.083 --> 00:37:56.343]  877-789-2539.
[00:37:56.343 --> 00:37:56.583]  877-789-ALEX.
[00:37:56.583 --> 00:37:58.724]  All I ask is that you have a good phone and not be too drunk.
[00:37:58.724 --> 00:38:00.244]  I know it's Sunday afternoon, but please.
[00:38:12.520 --> 00:38:15.243]  Let's go back to the original clip because it's so powerful.
[00:38:15.243 --> 00:38:18.045]  I'm going to play that first clip one more time and then MSNBC.
[00:38:18.045 --> 00:38:20.568]  But this is Trump.
[00:38:20.568 --> 00:38:27.515]  Republican Party bosses want to knock out the outsider to keep their little party going.
[00:38:27.515 --> 00:38:31.458]  I'm speaking in front of thousands of people for a week.
[00:38:31.458 --> 00:38:33.921]  I win and I get fewer delegates than he's got.
[00:38:34.702 --> 00:38:36.663]  Okay, it's not fair, folks.
[00:38:36.663 --> 00:38:37.924]  It's not fair.
[00:38:37.924 --> 00:38:39.665]  Because I'm the outsider.
[00:38:39.665 --> 00:38:44.928]  And what they do is they want to knock out the outsider because they want to keep their little party going.
[00:38:44.928 --> 00:38:53.012]  And the reason our country owes 21, and soon, 21 trillion, not billion, trillion dollars, okay?
[00:38:53.012 --> 00:38:56.714]  The reason we owe all of this money is because of the system.
[00:38:56.714 --> 00:38:57.675]  So here's what we gotta do.
[00:38:58.607 --> 00:39:02.210]  We're going to win so much, what you have to do is go out and vote.
[00:39:02.210 --> 00:39:03.191]  That's right.
[00:39:03.191 --> 00:39:09.656]  And quite frankly, I know from inside baseball, Trump had to be encouraged to even talk about this because he doesn't want to be seen as a sore loser.
[00:39:09.656 --> 00:39:20.746]  But if you win the Indy 500 by a mile and they give it to the guy that was a mile behind you, you don't just say, I've been robbed, you've been robbed, you go punch him in the face.
[00:39:22.110 --> 00:39:25.332]  The judges need to be tarred and feathered, and I don't mean literally.
[00:39:25.332 --> 00:39:33.078]  I'm saying, if this was the Indy 500 and the judges say, you know, Dale Earnhardt didn't win it when he won it by a mile, everybody sees it in front of God and man.
[00:39:33.078 --> 00:39:39.502]  I mean, you gotta get angry, folks, and Trump isn't even angry enough.
[00:39:39.502 --> 00:39:42.784]  Because he knows how asleep the public is, by the way.
[00:39:42.784 --> 00:39:46.006]  You're being robbed, nakedly.
[00:39:46.006 --> 00:39:47.828]  Sanders won't even talk about how he's being robbed.
[00:39:48.649 --> 00:39:52.730]  Because the mainstream media looks down on that and they're all busy making it normal.
[00:39:52.730 --> 00:40:00.313]  Let's play this MSNBC piece from last Thursday.
[00:40:00.313 --> 00:40:02.454]  There's a bunch of other ones.
[00:40:02.454 --> 00:40:11.457]  And they have BuzzFeed and Alternet and just scores of articles out today attacking Roger Stone and yours truly Alex Jones.
[00:40:11.457 --> 00:40:15.758]  Trump ally Roger Stone says he's planning days of rage at the convention.
[00:40:17.386 --> 00:40:24.312]  The former Trump advisor says he's planning protests with allies in Cleveland and street theater.
[00:40:24.312 --> 00:40:26.794]  And won't let them, quote, steal the nomination.
[00:40:26.794 --> 00:40:38.804]  And they have other channels saying Alex Jones has called for riots, Alex Jones has called for... What I've called for is 5 million people, said it now, go to Cleveland, I'm gonna be there the whole time.
[00:40:38.804 --> 00:40:43.308]  Be there to promote freedom, be there to promote liberty, be there to outnumber the Soros bots 10 to 1.
[00:40:45.498 --> 00:40:52.843]  And be there so that if they steal it openly, we all just shout, you stole it, you are criminals, you are thieves.
[00:40:52.843 --> 00:40:58.747]  Because if we just don't show up and let them steal the election, it'll normalize it.
[00:40:58.747 --> 00:41:00.949]  This could really blow up in their faces.
[00:41:00.949 --> 00:41:03.951]  So they're trying to imply we're going there to burn things down and riot.
[00:41:03.951 --> 00:41:06.333]  Ladies and gentlemen, that'd be the dumbest thing in the world to do.
[00:41:06.333 --> 00:41:08.995]  That's what the Soros crowds and the Black Lives Matter people do.
[00:41:10.796 --> 00:41:16.058]  We're going to be there as citizen journalists, documenting the criminal empire and what it's done.
[00:41:16.058 --> 00:41:19.999]  And energizing the people to respond and say, we're not buying it.
[00:41:19.999 --> 00:41:24.620]  We're not going along with Priebus and the rest of them stealing the election.
[00:41:24.620 --> 00:41:27.061]  Let's go ahead and go to this clip.
[00:41:27.061 --> 00:41:30.482]  Trump may not have the wherewithal to get enough votes on the convention floor.
[00:41:30.482 --> 00:41:34.463]  Supporters like Infowars Alex Jones are now preparing to revolt.
[00:41:34.463 --> 00:41:36.263]  Back to the beginning again.
[00:41:36.263 --> 00:41:38.144]  Trump may not have the wherewithal
[00:41:41.539 --> 00:41:43.920]  Because they're stealing it.
[00:41:43.920 --> 00:41:48.362]  And have never done this before.
[00:41:48.362 --> 00:41:50.543]  It's his fault that he won the election.
[00:41:50.543 --> 00:41:53.444]  It's his fault he's way ahead in the leader and clearly the winner.
[00:41:53.444 --> 00:41:55.585]  It's his fault they're stealing it.
[00:41:55.585 --> 00:41:56.105]  See the spin?
[00:41:56.105 --> 00:41:57.966]  Let's go back to it.
[00:41:57.966 --> 00:42:00.947]  Find the pledge to get on the ballot in the first place.
[00:42:00.947 --> 00:42:09.111]  Amid growing signs that Trump may not have the wherewithal to get enough votes on the convention floor, supporters like InfoWars Alex Jones are now preparing to revolt.
[00:42:10.291 --> 00:42:13.872]  Be in Cleveland for the week of that convention.
[00:42:13.872 --> 00:42:14.852]  Be there.
[00:42:14.852 --> 00:42:18.253]  And we are going to absolutely show the world the real power.
[00:42:18.253 --> 00:42:36.637]  We need 5 million constitutional Trumpians, Trumpists, to be there so that all the Soros trash and all the filth, the few hundred thousand they'll have there, are totally dwarfed and the establishment does not dare steal the popular vote from the people.
[00:42:38.024 --> 00:42:45.194]  According to one party operative I spoke to a couple weeks ago, Republican National Committeeman named Curly Hoagland, the popular vote doesn't matter at all.
[00:42:45.194 --> 00:42:48.939]  It's the delegates who really pick the nominee regardless of how the citizens in their states vote.
[00:42:48.939 --> 00:42:49.219]  Stay there.
[00:42:49.219 --> 00:42:49.500]  Pause that.
[00:42:49.500 --> 00:42:53.385]  We're going to come back and play them openly saying, oh, your vote never counted.
[00:42:53.385 --> 00:42:55.508]  And see, I'm the conspiracy theorist.
[00:42:56.761 --> 00:42:58.802]  Brainforce, it's completely different.
[00:42:58.802 --> 00:43:00.043]  Try a bottle of it.
[00:43:00.043 --> 00:43:01.624]  Rob Dew joins us.
[00:43:01.624 --> 00:43:04.726]  You worked, I guess, like 20 plus hours.
[00:43:04.726 --> 00:43:05.826]  Tell us what Brainforce did.
[00:43:05.826 --> 00:43:06.767]  I've been working all day.
[00:43:06.767 --> 00:43:09.268]  I took a couple hours off coaching basketball.
[00:43:09.268 --> 00:43:10.689]  I get in here at 830.
[00:43:10.689 --> 00:43:12.590]  I was kind of run down.
[00:43:12.590 --> 00:43:14.311]  You know, I just didn't feel like I was going to make it.
[00:43:14.531 --> 00:43:16.412]  And I really wanted to do a good job on the interview.
[00:43:16.412 --> 00:43:18.233]  I got my bottle of Brain Force right there.
[00:43:18.233 --> 00:43:19.294]  I popped two of them.
[00:43:19.294 --> 00:43:21.575]  And about 20 minutes later, it's like, bing!
[00:43:21.575 --> 00:43:23.376]  Everything just kind of clears up.
[00:43:23.376 --> 00:43:25.037]  It's got four and a half stars.
[00:43:25.037 --> 00:43:26.358]  People really love it.
[00:43:26.358 --> 00:43:26.958]  Read about it.
[00:43:26.958 --> 00:43:30.800]  Find out why third-party nutraceutical sites give it such high praise.
[00:43:30.800 --> 00:43:36.063]  Because it really does have the best organic-based systems that will blow your socks off.
[00:43:36.263 --> 00:43:40.306]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[00:43:40.306 --> 00:43:46.452]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[00:43:46.452 --> 00:43:52.357]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:43:56.584 --> 00:43:57.404]  Hey, everyone!
[00:43:57.404 --> 00:43:59.685]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:43:59.685 --> 00:44:03.526]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:44:03.526 --> 00:44:05.607]  You've all heard the shocking statistics.
[00:44:05.607 --> 00:44:15.891]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:44:15.891 --> 00:44:21.853]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:44:22.333 --> 00:44:37.170]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives, to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino
[00:44:37.210 --> 00:44:37.691]  I think so.
[00:44:57.598 --> 00:44:58.278]  Uh, yeah.
[00:44:58.278 --> 00:45:04.100]  First of all, I want to say Secret 12, X2, Supermail, Brain Force, Prostagart, Silver Bullet.
[00:45:04.100 --> 00:45:05.060]  I use them all.
[00:45:05.060 --> 00:45:06.040]  They're phenomenal.
[00:45:06.040 --> 00:45:06.780]  They work.
[00:45:06.780 --> 00:45:07.621]  Buy them, folks.
[00:45:07.621 --> 00:45:08.041]  Thank you, brother.
[00:45:08.041 --> 00:45:10.021]  I really thank you guys for putting those out there.
[00:45:10.021 --> 00:45:16.243]  I am a relatively short-time listener and I'm quite a supporter of your fine, fine products.
[00:45:16.243 --> 00:45:18.224]  Welcome to the InfoWar.
[00:45:18.224 --> 00:45:23.645]  It's so easy to get these incredible nutraceuticals that support your health and the InfoWar at the same time.
[00:45:24.065 --> 00:45:24.805]  I'm a nine-year listener.
[00:45:24.805 --> 00:45:28.727]  I buy all the Nutraceuticals, Patio FX, uh, Nascent Iodine.
[00:45:28.727 --> 00:45:29.487]  Let me ask you a question.
[00:45:29.487 --> 00:45:30.528]  Have they worked for you?
[00:45:30.528 --> 00:45:33.389]  They're the most unbelievable products I've ever had in my life.
[00:45:33.389 --> 00:45:34.729]  What products are you taking?
[00:45:34.729 --> 00:45:40.752]  Everything from, uh, Super Male to, uh, Brain Force to Winter Sun, uh, X2.
[00:45:40.752 --> 00:45:42.753]  Even got a little, uh, DNA Force.
[00:45:42.753 --> 00:45:46.214]  So, and I just re-upped everything and I just went to Autofill.
[00:45:46.394 --> 00:45:51.417]  Visit Infowarslife.com to read the information and research and to see the reviews for yourself.
[00:45:51.417 --> 00:45:53.479]  That's Infowarslife.com or call 888-253-3139.
[00:46:16.374 --> 00:46:21.037]  There's still so much new information coming out that we simply can't even keep up with it.
[00:46:21.037 --> 00:46:29.984]  In our quest for the purest iodine, we drill down more than 7,000 feet to gather these purple-blue crystals to extract the ultra-pure iodine.
[00:46:29.984 --> 00:46:33.886]  On top of that, we also screen our iodine for radiation before bottling.
[00:46:33.886 --> 00:46:36.728]  It is the purest, cleanest, strongest out there.
[00:46:36.728 --> 00:46:45.995]  Quite frankly, I'm flattered that with the launch of survival shield, nascent iodine, that major brands and major companies have been knocking down our doors to get our formula and that they have been
[00:46:46.135 --> 00:46:47.776]  You're listening to the Alex Jones Show!
[00:46:47.776 --> 00:46:50.758]  From the front lines of the information war, it's Alex Jones!
[00:47:34.212 --> 00:47:35.874]  All right, the break cut off the clip.
[00:47:35.874 --> 00:47:36.394]  It's a short clip.
[00:47:36.394 --> 00:47:38.556]  I'm going to play it all in its entirety right now.
[00:47:38.556 --> 00:47:46.163]  I mean, it's an eight-minute segment, but I'm going to play about a minute and a half of it, where Rachel Maddow's twin, Chris Hedges... That's his name, right?
[00:47:49.025 --> 00:47:56.048]  He's on MSNBC, and he just calmly says it's Trump's fault, he doesn't know what he's doing, he's losing his delegates.
[00:47:56.048 --> 00:48:00.109]  And, you know, we talked to officials, this is the way it is, your popular vote doesn't matter.
[00:48:00.109 --> 00:48:07.992]  And with a straight face for the next eight minutes, they just sit there and go, this is how it's always been, you've never voted, you people are crazy.
[00:48:07.992 --> 00:48:14.434]  And I have him on CNBC, and I have Priebus on FOX.
[00:48:14.434 --> 00:48:15.895]  You've all seen it, it's everywhere.
[00:48:19.443 --> 00:48:23.326]  Saying that the people really love this, and this is the way it's always been done.
[00:48:23.326 --> 00:48:36.476]  Now again, the media acts like it's a popular vote, they get up there on election night and watch the numbers, and who are you voting for, and it's your time to choose, and I voted stickers, and it's all a giant fraud.
[00:48:36.476 --> 00:48:39.879]  State money and federal money is spent on elections.
[00:48:39.879 --> 00:48:44.362]  It's racketeering to come out and say we've changed the rules and ignored you.
[00:48:44.362 --> 00:48:45.043]  The parties
[00:48:46.749 --> 00:48:57.093]  Go back to the time of the laws, but they're only ceremonial as the body that's organized of the people to carry this out.
[00:48:57.093 --> 00:49:11.479]  It won't stand up in court to say party officials who were never elected but were appointed by other party officials chose who would then be the nominee, ignoring someone who has double the votes of their next competitor.
[00:49:11.479 --> 00:49:15.701]  This is so fundamental.
[00:49:17.096 --> 00:49:22.339]  It's like they have a contest at school for whoever can do the most pull-ups in the fifth grade.
[00:49:22.339 --> 00:49:25.900]  And one kid does 15, the next kid does 7.
[00:49:25.900 --> 00:49:37.146]  And they go, well, the judge is the other kid's father, so we're going to let the person that got 7 pull-ups win.
[00:49:37.146 --> 00:49:43.769]  I use the analogy of a child killer, child molester, grabbing a 5-year-old out of the backyard and being found with a dead body a month later in the back of their car.
[00:49:45.123 --> 00:49:48.666]  And the child molester killer doesn't deny that they killed the child.
[00:49:48.666 --> 00:49:51.108]  They just say, you're a conspiracy theorist.
[00:49:51.108 --> 00:49:53.109]  I'm allowed to kill your kid.
[00:49:53.109 --> 00:49:57.032]  And that's a brutal, horrible sounding allegory.
[00:49:57.032 --> 00:49:58.133]  But you know what?
[00:49:58.133 --> 00:50:06.139]  Stealing the election openly and telling you it's not a theft in some weird Obi-Wan Kenobi mind game?
[00:50:06.139 --> 00:50:08.321]  Mind you know what?
[00:50:08.321 --> 00:50:09.182]  Mind F.
[00:50:10.424 --> 00:50:12.105]  I'm sorry, that's what it is.
[00:50:12.105 --> 00:50:15.768]  And then they look at everybody and go, it's the conspiracy loon.
[00:50:15.768 --> 00:50:21.253]  I've got articles right here in the media saying, conspiracy theorist Jones thinks it's wrong.
[00:50:21.253 --> 00:50:24.696]  They're going to ignore the popular vote.
[00:50:24.696 --> 00:50:27.998]  That label, see, trumps your vote.
[00:50:27.998 --> 00:50:29.960]  Literally trumps Trump.
[00:50:29.960 --> 00:50:33.303]  Because they use the magic word like racism.
[00:50:35.213 --> 00:50:36.654]  You're against open borders?
[00:50:36.654 --> 00:50:37.915]  You're against carbon taxes?
[00:50:37.915 --> 00:50:39.137]  You're against Obamacare?
[00:50:39.137 --> 00:50:40.758]  Because you found out it's a scam?
