[00:00.000 --> 00:10.580]  xbox test
[45:46.720 --> 45:50.920]  We're going to sell out of this very quickly, but it's an offer so that you experience how
[45:50.920 --> 45:53.240]  amazing both these products are.
[45:53.240 --> 45:57.560]  Secure yours at infowarstore.com today or infowarstlife.com.
[45:57.560 --> 46:00.560]  We've had this in for two weeks.
[46:00.560 --> 46:01.560]  I've been so busy.
[46:01.560 --> 46:05.240]  I haven't talked about it because I've been covering news, but it's very exciting.
[46:05.240 --> 46:07.560]  It's super silver skin cream.
[46:07.560 --> 46:11.440]  It's got all of these benefits, too many to mention, but it's revolutionary.
[46:11.440 --> 46:12.440]  It's brand new.
[46:12.440 --> 46:13.440]  People are going to love it.
[46:13.440 --> 46:17.240]  It's going to be the new super silver skin cream exclusively at infowarstore.com, 25%
[46:17.240 --> 46:18.240]  off an introductory price.
[46:18.240 --> 46:20.800]  The new super silver skin cream is the best of both worlds.
[46:20.800 --> 46:23.200]  It helps reduce wrinkles and keep your skin healthy.
[46:23.200 --> 46:26.680]  Super silver skin cream is infused with patented silver salt technology.
[46:26.680 --> 46:31.360]  It's used by top hospitals and health clinics to kill off everything from MRSA to Candida
[46:31.360 --> 46:32.360]  fungus.
[46:32.360 --> 46:36.960]  It's also loaded with the best natural ingredients for your skin like coconut oil, vitamin E,
[46:36.960 --> 46:42.160]  unlike most skin creams, super silver skin cream is free of BPA, parabens, harsh preservatives
[46:42.160 --> 46:43.160]  and sulfates.
[46:43.160 --> 46:47.040]  It's got the highly sought after hyaluronic acid, we have little tubes of it, we have
[46:47.040 --> 46:48.040]  big tubes of it.
[46:48.040 --> 46:49.040]  This stuff is the real deal.
[46:49.040 --> 46:53.200]  It's super silver skin cream exclusively at infowarstore.com while supplies last, so
[46:53.200 --> 47:01.440]  please check it out, the new products at infowarstore.com, 25% off as an introductory.
[47:01.440 --> 47:17.840]  We're listening to the Alex Jones show.
[47:17.840 --> 47:22.440]  Welcome back ladies and gentlemen, I'm your host Alex Jones, Paul Joseph Watson of summit.news.
[47:22.440 --> 47:26.480]  You also did this great work at infowarstore.com and newswarstore.com.
[47:26.480 --> 47:32.480]  The only way this critical pro-human, pro-freedom information gets out, try to shape the future
[47:32.480 --> 47:40.200]  in a good way, not in a dystopic, technocracy way, is when you speak out and is when you
[47:40.200 --> 47:48.160]  by hand share the live feed at infowarstore.com or like Drudge is doing, top story on drudgereport.com.
[47:48.160 --> 47:50.800]  That's the top link on the internet, no one disputes that.
[47:50.800 --> 47:55.120]  Second largest website in the world, largest news site in the world, there it is, social
[47:55.120 --> 48:03.720]  credit score to determine who can buy a gun, Amazon Echo and Apple, watch would flag neuro
[48:03.720 --> 48:07.040]  psychiatric violence.
[48:07.040 --> 48:11.280]  That means when your brain is showing wavelengths of violence, I mean they prove that lie detectors
[48:11.280 --> 48:17.440]  were a fraud 50 years ago, said a lot of folks to death row in the gas chamber and lethal
[48:17.440 --> 48:22.400]  injection, but now they've got, oh big tech says the algorithm says, well they already
[48:22.400 --> 48:26.560]  say Trump's mentally ill, red flag laws would take his guns.
[48:26.560 --> 48:32.200]  They already violate the law, they already violate the regulations, they already violate
[48:32.200 --> 48:39.160]  the psychiatric board rules, violating the goldwater rule and they diagnose it from
[48:39.160 --> 48:45.640]  afar, they've had psychology today, diagnose me and make up all this crap.
[48:45.640 --> 48:49.640]  Psychology didn't start till Germany like 150 years ago, it's just a way to look at how
[48:49.640 --> 48:53.640]  people operate in the world and put labels on it and a lot of it you could say is true
[48:53.640 --> 48:57.400]  but a lot of it isn't and it was used in the Soviet Union and Nazi Germany to oppress
[48:57.400 --> 49:02.400]  people and it's used in China to oppress people, but look at Hong Kong pulling down the face
[49:02.400 --> 49:08.520]  skating cameras, fighting back, that's an example to us all, the story's up on infowars.com
[49:08.520 --> 49:14.960]  and newswars.com right now, they've withdrawn the bill in Hong Kong to secretly arrest and
[49:14.960 --> 49:16.480]  disappear people.
[49:16.480 --> 49:23.600]  Let me show you that article, document cam shot please, Hong Kong leader withdrawing
[49:23.600 --> 49:31.600]  incendiary extradition bill, bill's introduction sparked massive protests and so you see the
[49:31.600 --> 49:35.680]  power of taking action, there's seven and a half billion of us, I'm not against technology,
[49:35.680 --> 49:41.080]  they always say oh people are troglodytes, they're against it, no, no, no, I'm not against
[49:41.080 --> 49:44.120]  a rifle, I'm not going to put it in my mouth and pull the trigger, that's technology, not
[49:44.120 --> 49:48.800]  against a phone, but it's not really a phone, it's a tracking and surveillance system and
[49:48.800 --> 49:52.400]  by the way the answer to this is just a mitigating factor, if you're not going to get rid of
[49:52.400 --> 49:56.920]  the so-called smart phones, they're really little digital minders, it's the phones that
[49:56.920 --> 50:01.640]  do it all but they know that you expect privacy on it so they never announce it's listening
[50:01.640 --> 50:07.480]  to you, it's the worst device but you opt in with the Alexa and the Google Assistant
[50:07.480 --> 50:12.840]  all these and so psychologically you're used to talking to it and so they're telling you
[50:12.840 --> 50:17.280]  oh we are listening to you for your own good but it's okay and they don't want you to
[50:17.280 --> 50:21.640]  really talk about this until it's ubiquitous but now it's being exposed so oh we'll stop
[50:21.640 --> 50:27.720]  the mass shootings with it, think about how out of control and how incredibly dangerous
[50:27.720 --> 50:32.280]  that is, we're going back to Paul Watson in a moment but please remember the system, the
[50:32.280 --> 50:37.960]  Democratic Party, Hillary Clinton is publicly her law firms financed over 30 lawsuits against
[50:37.960 --> 50:42.960]  M4 Wars when she lost, we've gotten over 30 of them thrown out and we're beginning to
[50:42.960 --> 50:47.080]  win on appeals at many other places, you never see that in the news but it's cost millions
[50:47.080 --> 50:52.520]  of dollars, we've got great products you already need so please go to m4warstore.com and get
[50:52.520 --> 50:59.080]  a Molon Labe t-shirt, get a Gadsden flag t-shirt, go and get some of the great supplements that
[50:59.080 --> 51:04.960]  they've got huge articles out demonizing, I mean here's an article right here, back
[51:04.960 --> 51:10.800]  in camp shop please, right brain, the new republic with myself and Ben Shapiro basically
[51:10.800 --> 51:16.800]  say we shouldn't be allowed to sell new tropics that Amazon sells and everybody else sells,
[51:16.800 --> 51:19.960]  of course they're best sellers because he was the guy that admits wow this stuff really
[51:19.960 --> 51:24.400]  woke me up and was clean energy and was much better than coffee, they even admit the article
[51:24.400 --> 51:29.920]  it works great but the FD80s just shut us down, incredible information on that front
[51:29.920 --> 51:35.920]  so get Turbo Force ladies and gentlemen which is the best new tropic out there, you're going
[51:35.920 --> 51:42.520]  to find the packets are incredibly strong, 10 hour clean energy focus with all the minerals
[51:42.520 --> 51:47.280]  and amino acids so it's a pre-workout, a post-workout, it's good for truck drivers, good for doctors,
[51:47.280 --> 51:52.520]  good for lawyers, good for school teachers, good for factory workers, it's amazing, Turbo
[51:52.520 --> 51:55.760]  Force, I went out and got the top firm in the country, had to pay them a bunch of money
[51:55.760 --> 51:59.440]  to give us the ultimate formula better than what they were putting out but they didn't
[51:59.440 --> 52:03.640]  want to put the money into it, so I got to tell you it's amazing, get a very low price
[52:03.640 --> 52:08.120]  for it for what you get in all these packets that come with it and it blows away the competition,
[52:08.120 --> 52:12.880]  you have Brain Force Plus that goes with it, an amazing new tropic, infowarstore.com or
[52:12.880 --> 52:21.520]  AAA 2533139 and again that's how we fund this operation, we've also launched Band.video
[52:21.520 --> 52:27.040]  this week, Band.video has Paul Watson, David Knight, Owen Schreuer, myself on it but we're
[52:27.040 --> 52:31.760]  going to be adding other contributors to it where you can have your own video, your own
[52:31.760 --> 52:38.640]  postings and it won't be censored like Google and YouTube and Facebook and Twitter, we're
[52:38.640 --> 52:43.840]  also providing the great folks at memeworld.com so again be sure and check out Band.video,
[52:43.840 --> 52:49.800]  bookmark it and then hand share it, circumventing the censors. Paul the magnitude of this, recapping
[52:49.800 --> 52:55.160]  what's happened, getting into Trump, you know you get big brownie points if you attack Trump,
[52:55.160 --> 52:57.840]  I haven't really done it, you haven't really done it because the alternative is Hillary
[52:57.840 --> 53:03.280]  and the Democrats but the red flag stuff, extrajudicial, killing Fourth Amendment, killing
[53:03.280 --> 53:07.520]  due process, wouldn't have stopped any of these mass shootings, these people all said
[53:07.520 --> 53:13.360]  they were going to kill people, most of them are Antifa, the Florida shooter 44 times,
[53:13.360 --> 53:17.280]  the police were called saying he was going to kill people, he was allowed to commit crimes,
[53:17.280 --> 53:22.440]  let out of jail, they let this happen, the police stood down. In almost every case these
[53:22.440 --> 53:29.040]  mass shootings were preventable but having Alexa or having Google assist or having Facebook's
[53:29.040 --> 53:33.160]  little, what's it's spy called, watching and listening to us and sending it back to DARPA
[53:33.160 --> 53:40.200]  to build psychological profiles with big tech, big psych and big pharma, admittedly that's
[53:40.200 --> 53:48.080]  what it says in the plan, all together with US intelligence agencies outside of law disappearing
[53:48.080 --> 53:51.960]  you or taking your guns or not letting you buy a gun or not letting you travel, this
[53:51.960 --> 53:58.160]  is hell on earth and we're told by the Washington Post who lies a lot that it's Ivanka Trump
[53:58.160 --> 54:02.720]  loves it, well I went and looked it up, I found her promoting in other places, I found
[54:02.720 --> 54:08.000]  her proposing it to Trump two years ago, so this article looks accurate that Trump is
[54:08.000 --> 54:12.640]  test ballooning this, what in the hell do you think is going on and what do we say to
[54:12.640 --> 54:17.160]  Trump because I want a supporting but my God, you talk about throwing the baby out with
[54:17.160 --> 54:24.280]  the bathwater, Paul Austin. I would ask why he's making an alliance with the very big
[54:24.280 --> 54:29.120]  tech companies that are banning and censoring his supporters left, right and center by
[54:29.120 --> 54:34.680]  teaming up with them to create what is a frightening Orwellian system, we know in China that again
[54:34.680 --> 54:40.320]  2.5 million people in the month of July alone, there's total millions and millions more prevented
[54:40.320 --> 54:44.760]  from buying plane tickets, you are going to get punished, you are punished Alex Jones
[54:44.760 --> 54:50.760]  by PayPal because of your political opinions, PayPal is taking over credit card companies,
[54:50.760 --> 54:55.320]  what happens when you go to buy groceries at the store, you put in your credit card,
[54:55.320 --> 55:01.040]  it says sorry denied because some pencil net in Silicon Valley doesn't like what you posted
[55:01.040 --> 55:06.840]  on Facebook, Facebook has made it clear, anything that disagrees with the narrative, the dogma
[55:06.840 --> 55:11.720]  put out by Mark Zuckerberg is not allowed on their platform, they literally ban people
[55:11.720 --> 55:16.560]  who post photos of you because you've been fully deperson, this is the ultimate end game
[55:16.560 --> 55:22.360]  of mass surveillance and we were talking about the widening golf alley between the underclass
[55:22.360 --> 55:25.800]  and the elite, how the elite are going to take on this technology, how it's not going
[55:25.800 --> 55:30.800]  to be available to the underclass and that's going to create more tensions in society,
[55:30.800 --> 55:37.640]  they just have to need stats out Alex, servant class jobs to cater for the needs of the elite
[55:37.640 --> 55:45.720]  rose 114% over the last 10 years, that's compared with just the 7% rise in overall jobs, so
[55:45.720 --> 55:52.240]  all those jobs, the pedicurus, the manicurus, the massages, the skins get specialist, they're
[55:52.240 --> 55:58.920]  all booming, they've got 3.2 million class service class workers in the United States,
[55:58.920 --> 56:04.840]  that's an increase of 2.8 million since 2010, the elite is importing migrants to become their
[56:04.840 --> 56:09.840]  wage slaves, the middle class is disappearing and we're not going to get access to this
[56:09.840 --> 56:16.920]  technology which turns our new elite into basically cyborg superheroes, so that is 25
[56:16.920 --> 56:20.280]  years in the future unless we stop it now.
[56:20.280 --> 56:25.840]  Paul, that's the moment we've reached here and they've been building the architecture
[56:25.840 --> 56:31.800]  for this the entire time, we like children have been kept out of the big adult table,
[56:31.800 --> 56:35.040]  I've gone and read all the documents, so if you were like, hey people might want to be
[56:35.040 --> 56:38.160]  informed, hey you might want to know, they put fluoride in the water to dumb you down,
[56:38.160 --> 56:43.680]  Obama's White House Science Zahar wrote that in 1974, 45 years ago, here's the page number,
[56:43.680 --> 56:48.160]  here it is, and then it's all out, I mean do you like lower IQs, you like cancer, you
[56:48.160 --> 56:53.200]  like breast cancer, I mean they know, Glyphosate grows breast tumors, document shot please,
[56:53.200 --> 56:59.640]  I want to show folks this article you mentioned, again, servant class, it's just absolutely
[56:59.640 --> 57:04.760]  amazing, servant class jobs to cater for the elite are booming, and that's what it's
[57:04.760 --> 57:09.880]  all about, we have the biggest income disparities ever, we have the biggest massive global corporations
[57:09.880 --> 57:14.480]  offshore paying almost no taxes, but then they're the very leftist groups funding Black
[57:14.480 --> 57:18.760]  Lives Matter and lobbying for higher taxes on the middle class here, they want to conquer,
[57:18.760 --> 57:22.000]  they want to vertically integrate, they are survival of the fittest, they are social
[57:22.000 --> 57:27.160]  dire on us, they are ruthless, Paul do a little bit more with us talking about how we fight
[57:27.160 --> 57:31.520]  back, and then you couldn't get more excited here folks, I don't have to put the excitement
[57:31.520 --> 57:36.280]  in my voice, I'm excited, this is a lot more important than the NFL Super Bowl, isn't it?
[57:36.280 --> 57:40.320]  It's about the whole future, I'm going to lay out the declassified documents where they
[57:40.320 --> 57:47.360]  planned all of this by 1962, a hundred times bigger than the Manhattan Project.
[57:47.360 --> 57:51.640]  In infowars life, we always try to bring you game changing products, now we've already
[57:51.640 --> 57:56.640]  been promoting and selling super silver wound gel for over a year, it's a best seller,
[57:56.640 --> 58:02.120]  it is the best you can get, a 100% review rate on power reviews, well now we teamed
[58:02.120 --> 58:07.360]  up with them and came out with two different types of skin cream, one is naturally sent
[58:07.360 --> 58:13.040]  up with grapefruit essential oils, the other is unscented, it's got hyaluronic acid, vitamin
[58:13.040 --> 58:20.280]  E, essential oils from grapefruit, it's got coconut oil and so much more, and this patented
[58:20.280 --> 58:25.440]  nano type of silver that has been proven to be the most effective and the best, it's got
[58:25.440 --> 58:31.000]  all these other great vitamins and compounds that are known to be wonderful for your skin,
[58:31.000 --> 58:35.800]  if you're a woman, man, if you're a child, we are so excited about the new super silver
[58:35.800 --> 58:41.320]  skin cream, we have it in the smaller tube and the large tube, it's very, very affordable,
[58:41.320 --> 59:07.800]  and it funds our operations, check it out today and get yours at InfoWarsLife.com.
[59:07.800 --> 59:14.560]  We've launched it ladies and gentlemen, it's now live, band.video, band.video isn't just
[59:14.560 --> 59:19.240]  going to be a home for Alex Jones or David Knight or Owen Troyer or Paul Watson band
[59:19.240 --> 59:24.680]  videos, we are building it to be a place where band memes are able to be posted and where
[59:24.680 --> 59:30.360]  a growing list of freedom loving contributors are able to have a home free from being shut
[59:30.360 --> 59:35.800]  down, free from being censored, free from being silenced by big tech, the chai comms,
[59:35.800 --> 59:42.640]  the Hollywood scum and the globalist, freedom of speech has a home, it's called band.video.
[59:42.640 --> 59:51.400]  America and the world is fighting back against tyranny at band.video.
[59:51.400 --> 01:00:05.600]  You're listening to the Alex Jones show.
[01:00:05.600 --> 01:00:12.680]  You know, I'm not trying to toot my horn here, Alex Jones back live, I'm really upset, I'm
[01:00:12.680 --> 01:00:13.680]  really worried.
[01:00:13.680 --> 01:00:20.400]  I mean, when my dad was in high school, he was already going to UT and he told me about
[01:00:20.400 --> 01:00:23.160]  this stuff when I was a kid.
[01:00:23.160 --> 01:00:29.280]  Information energy, information currencies, how they had CD-ROMs, in like the mid 60s,
[01:00:29.280 --> 01:00:34.840]  the secret nuclear reactors, of course later, it's all come out, that was just standard,
[01:00:34.840 --> 01:00:39.640]  that was just standard for anybody that was being groomed for the technocracy.
[01:00:39.640 --> 01:00:43.480]  And there are millions of people in the technocracy now and they know all about this and they
[01:00:43.480 --> 01:00:48.160]  talk to you like you're a child and they're building this whole thing and then now we're
[01:00:48.160 --> 01:00:51.120]  told Trump is looking to adopt.
[01:00:51.120 --> 01:00:55.200]  Now again, I don't just believe the Washington Post, but then I went and looked it up, Ivanka
[01:00:55.200 --> 01:01:01.040]  and one of Trump's best friends that heads up this group is proposing DARPA do all this
[01:01:01.040 --> 01:01:07.520]  is a friend of Trump's and has said that Trump is looking to launch this.
[01:01:07.520 --> 01:01:13.120]  Now whether that's true or not, they're trying to test balloon, AI that's already watching
[01:01:13.120 --> 01:01:20.040]  and listening to us, spying on us and controlling our behavior and extrajudicially outside due
[01:01:20.040 --> 01:01:29.840]  process, finding us guilty of thought crime, Paul, we are now living something far stranger,
[01:01:29.840 --> 01:01:32.160]  far stranger than 1984.
[01:01:32.160 --> 01:01:38.240]  Well, Orwell couldn't even predict the levels of technology and how much they'd be interlinked.
[01:01:38.240 --> 01:01:44.080]  You know, when he wrote that book over half a century ago, it's at a point in China now.
[01:01:44.080 --> 01:01:48.920]  I keep seeing articles in the mainstream media saying, oh, it's not networks together, they'll
[01:01:48.920 --> 01:01:50.520]  never get it sorted out.
[01:01:50.520 --> 01:01:54.200]  It's online to be all networked together in 2020.
[01:01:54.200 --> 01:02:01.160]  They've already got areas in China, Shandong province, where people's trustworthiness rankings
[01:02:01.160 --> 01:02:06.400]  again, based on their personal behavior, their political opinions, what they buy, what TV
[01:02:06.400 --> 01:02:11.640]  programs they watch, where their trustworthiness rankings are displayed at the entrance to their
[01:02:11.640 --> 01:02:13.160]  own houses.
[01:02:13.160 --> 01:02:17.000]  So you can tell if this person's been a bad individual if they said something naughty
[01:02:17.000 --> 01:02:18.000]  out of turn.
[01:02:18.000 --> 01:02:20.800]  If it's going to be installed there, it's going to be installed here.
[01:02:20.800 --> 01:02:24.640]  They're already trying to do it in Hong Kong, which is why they're ripping down all the smart
[01:02:24.640 --> 01:02:25.640]  ones.
[01:02:25.640 --> 01:02:28.760]  Paul, what do you think banning UNI's name and a positive mention on Facebook?
[01:02:28.760 --> 01:02:29.760]  That's the social score.
[01:02:29.760 --> 01:02:33.080]  They're saying, you'll only say their name's the negative connotation.
[01:02:33.080 --> 01:02:35.120]  That is beyond a cult.
[01:02:35.120 --> 01:02:40.920]  That is beyond the branch divisions, beyond Jim Jones, beyond Hail Bob, beyond Heaven's
[01:02:40.920 --> 01:02:41.920]  Gate.
[01:02:41.920 --> 01:02:43.920]  I mean, this is a total takeover.
[01:02:43.920 --> 01:02:49.840]  Well, there's a meme, and it's like somebody taking a shower and Mark Zuckerberg's looking
[01:02:49.840 --> 01:02:54.120]  in the window, and it says something like, watch out, Zook's watching, and that's what
[01:02:54.120 --> 01:02:55.120]  it's all about.
[01:02:55.120 --> 01:02:56.720]  It's not just your behavior.
[01:02:56.720 --> 01:03:02.160]  You can shut up, you can sell censor, but if you like a Facebook post or a tweet by somebody
[01:03:02.160 --> 01:03:06.080]  else or even follow them, now you're in the same league as them.
[01:03:06.080 --> 01:03:11.200]  They've had an entire matrix as mapped out, Alex, where people who have talked to other
[01:03:11.200 --> 01:03:15.160]  people on YouTube are part of this radicalization web.
[01:03:15.160 --> 01:03:16.480]  It's all being pushed by the NG.
[01:03:16.480 --> 01:03:20.200]  Oh, I've got an article here that will do five more minutes when we come back.
[01:03:20.200 --> 01:03:26.480]  Leftist study calls for banning smart clusters, small clusters of right-wing thought criminals
[01:03:26.480 --> 01:03:32.080]  to avoid inflaming the entire hive, and when I read Senate hearings about banning conservatives
[01:03:32.080 --> 01:03:40.360]  yesterday on air, they said, anyone that stirs anybody up in any way, I mean, this is incredible.
[01:03:40.360 --> 01:03:45.360]  Anyone that foments dissent, what the hell do you think the First Amendment's about?
[01:03:45.360 --> 01:03:49.880]  When you don't like safe slavery, it was the abolitionists that fomented dissent.
[01:03:49.880 --> 01:03:52.520]  Martin Luther King didn't like black people not being able to ride at the front of the
[01:03:52.520 --> 01:03:53.520]  bus.
[01:03:53.520 --> 01:03:54.520]  He fomented dissent.
[01:03:54.520 --> 01:04:00.960]  That's the whole point of America.
[01:04:00.960 --> 01:04:01.960]  What are solutions, Paul?
[01:04:01.960 --> 01:04:02.960]  We're going to break.
[01:04:02.960 --> 01:04:04.200]  We'll come back and give you the floor for five minutes.
[01:04:04.200 --> 01:04:05.360]  What are the solutions?
[01:04:05.360 --> 01:04:10.200]  Solutions are for the Trump administration to pass some kind of digital bill of rights
[01:04:10.200 --> 01:04:15.040]  to roll back the power that these big tech companies have to remove their immunity under
[01:04:15.040 --> 01:04:17.120]  Section 23, the Communications Act.
[01:04:17.120 --> 01:04:18.760]  None of it's happened.
[01:04:18.760 --> 01:04:20.240]  They promised it for months.
[01:04:20.240 --> 01:04:25.240]  Instead, they're literally working with them, and Jovaint is pushing this red flag law,
[01:04:25.240 --> 01:04:27.680]  which is basically the social credit score as well.
[01:04:27.680 --> 01:04:30.000]  So they're going in the opposite direction.
[01:04:30.000 --> 01:04:35.440]  So the solutions that were possibly there are vast, but quickly disappearing, Alex, because
[01:04:35.440 --> 01:04:40.320]  apparently Trump administration doesn't want a lesson, doesn't find it important that their
[01:04:40.320 --> 01:04:46.320]  primary supporters, people who've got elected, are all being silenced and muscled out of existence.
[01:04:46.320 --> 01:04:51.000]  Back in 60 seconds to conclude with Paul Watson about what we need to do about Trump is impeachment
[01:04:51.000 --> 01:04:52.000]  in order.
[01:04:52.000 --> 01:04:53.000]  Is impeachment in order?
[01:04:53.000 --> 01:04:57.000]  I'm serious.
[01:04:57.000 --> 01:05:03.640]  There are only a few days left for you to get DNA Force Plus at 50% off and get a free
[01:05:03.640 --> 01:05:06.720]  bottle of Carnivore 90 for free.
[01:05:06.720 --> 01:05:13.320]  That's 90 powerful enzyme capsules designed to help you digest and absorb protein and
[01:05:13.320 --> 01:05:16.640]  fat and to clean out your guts in a healthy way.
[01:05:16.640 --> 01:05:22.320]  DNA Force Plus is our flagship product and needs no introduction, but Carnivore is so
[01:05:22.320 --> 01:05:27.760]  amazing that I want to offer you a free bottle of it so you can experience how great it is.
[01:05:27.760 --> 01:05:32.440]  We will be out of Carnivore in just the next week or so at current sales levels.
[01:05:32.440 --> 01:05:35.400]  I'm doing this because it's such an important product for people.
[01:05:35.400 --> 01:05:40.040]  I want those of you on the fence to experience it like so many others have.
[01:05:40.040 --> 01:05:46.720]  So again, we are running this special as long as our stock of Carnivore 90 is still here.
[01:05:46.720 --> 01:05:53.120]  Get your DNA Force Plus 50% off right now at InfoWarsStore.com or InfoWarsLive.com and
[01:05:53.120 --> 01:06:06.120]  we get a free bottle of Carnivore 90.
[01:06:06.120 --> 01:06:14.120]  Defending the Republic from enemies, born and domestic, it's Alex Jones.
[01:06:14.120 --> 01:06:23.160]  Well, there was a big study came out yesterday where eating fast food over a long period
[01:06:23.160 --> 01:06:25.200]  of time can make you go blind.
[01:06:25.200 --> 01:06:29.760]  There are cases of it where people, this is a testing on blind within one year.
[01:06:29.760 --> 01:06:34.560]  I wonder if President Trump's gone blind because reportedly he eats fast food three,
[01:06:34.560 --> 01:06:38.160]  four times a day, loves cake, loves ice cream, hey, wonderful.
[01:06:38.160 --> 01:06:42.400]  The truth is though, it's full of additives, full of crap, full of trans fats.
[01:06:42.400 --> 01:06:43.400]  There it is.
[01:06:43.400 --> 01:06:48.440]  He ate a diet from fries and chips, left teen, fussy eater, blind from malnutrition.
[01:06:48.440 --> 01:06:54.720]  But another big study came out yesterday mirroring that, but I'm not being sarcastic here.
[01:06:54.720 --> 01:06:58.360]  Trump guzzles, can diet cokes a day?
[01:06:58.360 --> 01:07:01.920]  Now, diet coke breaks down to 87 degrees of wood alcohol.
[01:07:01.920 --> 01:07:09.160]  Well, your temperature in your body is 98.8 or 98.6, I forget.
[01:07:09.160 --> 01:07:10.960]  Wood alcohol is very addicting.
[01:07:10.960 --> 01:07:11.960]  It's very toxic.
[01:07:11.960 --> 01:07:16.480]  It's neurotoxin and excitotoxin, a toxin that gets you high.
[01:07:16.480 --> 01:07:23.120]  Trump's gobbling MSG, Trump's gobbling, aspartame all day, you know, it makes monkeys go blind
[01:07:23.120 --> 01:07:26.080]  in studies, should never have been approved.
[01:07:26.080 --> 01:07:29.440]  And you know, he's there, he's got stamina, I like a lot of what he does.
[01:07:29.440 --> 01:07:32.560]  He's trying to make America great again, he's fighting the chai comms, but what's the point
[01:07:32.560 --> 01:07:37.240]  of defeating the chai comms if we just adopt the social credit score that China has?
[01:07:37.240 --> 01:07:44.480]  So if you just tuned in, Drugsupport.com has the top link right there for everybody, where
[01:07:44.480 --> 01:07:49.120]  the Washington Post, we'll put that on screen please, where the Washington Post is coming
[01:07:49.120 --> 01:07:55.360]  out and saying, oh, Ivanka, oh, Trump's top advisor, they've had all these meetings with
[01:07:55.360 --> 01:08:02.560]  him and Trump's really excited about a social score with DARPA and Big Tech in a partnership
[01:08:02.560 --> 01:08:07.320]  founding DARPA with a bunch of psychiatrists that will watch everything you do and put
[01:08:07.320 --> 01:08:11.240]  it in a digital database, and if we decide your heart rate's too high or you're under
[01:08:11.240 --> 01:08:15.560]  stress, we'll take your guns or I'll let you buy guns, and that's out of the gates they're
[01:08:15.560 --> 01:08:21.240]  saying, well, we have all these assistants listening to you.
[01:08:21.240 --> 01:08:25.880]  And so if they hear violence or family violence, and again, oh, sounds good, they put it in
[01:08:25.880 --> 01:08:29.200]  your house as a trojan horse, then they admit the government's using it.
[01:08:29.200 --> 01:08:31.760]  And that's the point I made yesterday.
[01:08:31.760 --> 01:08:37.040]  Experts and the Democrats are running Big Tech and having them in hearings spying on
[01:08:37.040 --> 01:08:39.520]  people and saying, I want Paul Watson off the Internet.
[01:08:39.520 --> 01:08:41.160]  I want Alex Jones off the Internet.
[01:08:41.160 --> 01:08:42.600]  I want Matt Drugs off the Internet.
[01:08:42.600 --> 01:08:47.640]  I spent two hours yesterday showing you the articles, the congressional testimony, Rolling
[01:08:47.640 --> 01:08:52.680]  Stone admitting it, the government's running the censorship.
[01:08:52.680 --> 01:08:56.200]  So Trump is involved, and he's not ignorant, folks.
[01:08:56.200 --> 01:08:58.000]  I know he only uses patent paper.
[01:08:58.000 --> 01:09:01.440]  I know that he dictates out the tweets, okay?
[01:09:01.440 --> 01:09:03.480]  I understand he's 73 years old.
[01:09:03.480 --> 01:09:04.480]  And I like the president.
[01:09:04.480 --> 01:09:05.480]  But you know what?
[01:09:05.480 --> 01:09:07.240]  I like freedom a lot more.
[01:09:07.240 --> 01:09:08.760]  And this is shameful, Paul.
[01:09:08.760 --> 01:09:12.520]  So I didn't say that for effect, you know, Ann Coulter's saying Trump's portrayed us every
[01:09:12.520 --> 01:09:13.520]  five minutes.
[01:09:13.520 --> 01:09:15.920]  No, they've built a lot of border wall now.
[01:09:15.920 --> 01:09:17.560]  He can't get Congress to fund it.
[01:09:17.560 --> 01:09:19.560]  Mostly attacks are fake, okay?
[01:09:19.560 --> 01:09:23.480]  And I really care about Trump, but this is outrageous.
[01:09:23.480 --> 01:09:28.040]  And I don't have a bone to pick with Jared Kushner or with Ivanka Trump, but a lot of
[01:09:28.040 --> 01:09:32.280]  our top advisors, smart folks, and it's been in the news, which I don't just believe, but
[01:09:32.280 --> 01:09:39.120]  I see them themselves out with Google and Apple in face locks, you know, with Tim Cook,
[01:09:39.120 --> 01:09:41.960]  who says he supports Chinese censorship here in America.
[01:09:41.960 --> 01:09:47.880]  And so it seems like a collapse into surveillance and so dangerous, the rollout of, yeah, we're
[01:09:47.880 --> 01:09:54.200]  listening to you, and government agencies with leftist psychiatrists and psychologists
[01:09:54.200 --> 01:09:58.760]  are going to be controlling everything you do, and then I go back to the founding of
[01:09:58.760 --> 01:10:03.320]  the internet plan that I'll cover once you're gone next segment, and they admitted the plan.
[01:10:03.320 --> 01:10:08.440]  They're actually carrying out 1962 to 2019.
[01:10:08.440 --> 01:10:10.800]  How many years is that, folks?
[01:10:10.800 --> 01:10:12.880]  How many years is that from 62?
[01:10:12.880 --> 01:10:13.880]  That's 38.
[01:10:13.880 --> 01:10:19.920]  And then you add 19 to that 38, 19 folks, 38, 19.
[01:10:19.920 --> 01:10:21.680]  Think about that.
[01:10:21.680 --> 01:10:28.120]  They planned this whole thing out, and now it's happening.
[01:10:28.120 --> 01:10:29.120]  It's unbelievable.
[01:10:29.120 --> 01:10:32.360]  Paul, you've got the floor for the next six minutes.
[01:10:32.360 --> 01:10:33.440]  What do we do about Trump?
[01:10:33.440 --> 01:10:34.440]  How do we counter this?
[01:10:34.440 --> 01:10:38.520]  Because the vacuum of him doing nothing is his supporters and hundreds of millions of
