[00:00.000 --> 00:08.940]  big brother mainstream media government cover-ups you want answers well so does
[1:09:09.700 --> 1:09:13.700]  Cooling trend illustrates how fast the world is warming.
[1:09:13.700 --> 1:09:20.700]  Now, the earth is always heating up and cooling down. Most of it's based on the sun. The sun is cooled down, so now we're cooling down.
[1:09:20.700 --> 1:09:25.700]  Who knows how long they don't understand the sun completely?
[1:09:25.700 --> 1:09:31.700]  Or even that big of a grasp of it, they just know that that's the main heater of the planet.
[1:09:31.700 --> 1:09:35.700]  And there's no debating that, but they're counting on the public being stupid.
[1:09:35.700 --> 1:09:42.700]  I watched about 15 minutes of TV this weekend and was flipping past some children's cartoons.
[1:09:42.700 --> 1:09:53.700]  I think the show was Charlie and Lola, and I watched about a minute of it, and it was about polar bears drowning and not being able to make it back to the ice,
[1:09:53.700 --> 1:09:57.700]  as if polar bears can't swim and that the glaciers are all melting.
[1:09:57.700 --> 1:10:04.700]  Glaciers flow. It's ice flowing, and the condensation, the rain, the snow, the sleet builds up,
[1:10:04.700 --> 1:10:13.700]  and then it pushes down through the valleys, through the fjords, to the ocean, and they're always coming to the sea in the spring,
[1:10:13.700 --> 1:10:23.700]  breaking off into the ocean. But again, they know the public isn't aware of that, so they say, oh my God, look, the glaciers are all melting.
[1:10:23.700 --> 1:10:31.700]  Remember about six months ago, the United Nations and the media said for sure that part of Antarctica and the Arctic would break off.
[1:10:31.700 --> 1:10:36.700]  There's going to be a huge disaster, but the sea levels would rise this year and flood some cities,
[1:10:36.700 --> 1:10:43.700]  and they said that the North Pole would probably be completely melted this year.
[1:10:43.700 --> 1:10:51.700]  Well, actually, last time I checked, and this was reported by all the major weather outfits, the satellite photos,
[1:10:51.700 --> 1:11:01.700]  33% increase in the size of the Arctic and 33% increase in the diameter of the ice of the Antarctic to the south.
[1:11:01.700 --> 1:11:09.700]  That doesn't matter, because the public, they've done studies, most of the public doesn't know what the Arctic is versus the Antarctic.
[1:11:09.700 --> 1:11:13.700]  They don't know that it expands and contracts every year.
[1:11:13.700 --> 1:11:19.700]  They don't know that, again, Mars has ice caps and that those were melting and now expanding again.
[1:11:19.700 --> 1:11:28.700]  They just don't know this, that they don't know that their SUV isn't causing ice caps to melt on Mars.
[1:11:28.700 --> 1:11:34.700]  And they don't understand that the government of the world, the private banks that are openly announcing that they are the government of the world,
[1:11:34.700 --> 1:11:48.700]  want to tax and regulate every facet of human life on this planet.
[1:11:48.700 --> 1:11:57.700]  So Obama, he's just got to pass this greenhouse gases law to tax your cows and tax your sheep and tax your fowl and tax your business,
[1:11:57.700 --> 1:12:05.700]  your home, anything that puts off carbon, including human breathing, that's been proposed by the United Nations.
[1:12:05.700 --> 1:12:11.700]  Also, Reuters is saying Obama's stimulus could reach $1 trillion to get the economy going.
[1:12:11.700 --> 1:12:12.700]  What is that $1 trillion?
[1:12:12.700 --> 1:12:20.700]  It's going to be a payoff to cronies and friends of the establishment, the defense budgets over $1 trillion for 2009 separately,
[1:12:20.700 --> 1:12:23.700]  but $8.5 trillion in the first seven weeks.
[1:12:23.700 --> 1:12:32.700]  We haven't gotten numbers in about a week and a half yet on how many more trillions they've stolen.
[1:12:32.700 --> 1:12:34.700]  It normally comes out each week how much they've stolen.
[1:12:34.700 --> 1:12:44.700]  It'd be $1 trillion, $2 trillion, $3 trillion, $4 trillion, about a trillion, $300 billion on average stolen by the offshore private banks per week.
[1:12:44.700 --> 1:12:47.700]  But now in the last week and a half, just no numbers coming out.
[1:12:47.700 --> 1:12:56.700]  Congress isn't even saying, of course, Congress and Bloomberg have been told, the media and the elected government have been told,
[1:12:56.700 --> 1:13:05.700]  the Federal Reserve is above the law will no longer tell anyone anything.
[1:13:05.700 --> 1:13:14.700]  Top banks admit huge losses in Wall Street pyramid fraud, and this report is from the French news agency.
[1:13:14.700 --> 1:13:19.700]  Top world financial groups on Monday revealed massive potential losses, it's in the hundreds of billions,
[1:13:19.700 --> 1:13:26.700]  led scam run by Wall Street trader Bernard Maddoff admitting they were fooled by a classic pyramid investment fraud.
[1:13:26.700 --> 1:13:28.700]  What do you think derivatives are?
[1:13:28.700 --> 1:13:33.700]  That's where your pension funds went.
[1:13:33.700 --> 1:13:38.700]  British, French, Japanese and Spanish banks and funds said investments totaling billions of dollars,
[1:13:38.700 --> 1:13:48.700]  euros could be wiped off the balance sheets by the scandal that is set to affect some of the richest people in the world.
[1:13:48.700 --> 1:13:54.700]  The Royal Bank of Scotland alone is going to lose 400 million pounds,
[1:13:54.700 --> 1:14:01.700]  joining a growing list of banks and investors in Europe, Asia and the United States struck by the scandal.
[1:14:01.700 --> 1:14:08.700]  Shares in Sanatanda, the biggest bank in Spain and the second largest in Europe after HSBC,
[1:14:08.700 --> 1:14:16.700]  plunged after the lender said it had an exposure of more than $3 billion to Maddoff investment securities in New York.
[1:14:16.700 --> 1:14:25.700]  That's the way he's moved to Dubai, non-extradition just like Cheney and everybody else and Halliburton and Blackwater have all moved there.
[1:14:25.700 --> 1:14:29.700]  So they can laugh at us from afar, no extradition.
[1:14:29.700 --> 1:14:37.700]  Shares again plunged after France's Nenexes investment bank already brought low by subprime losses.
[1:14:37.700 --> 1:14:42.700]  See, that's all a lie, it's not subprime losses, it's that they sold derivatives on those.
[1:14:42.700 --> 1:14:54.700]  Maximum exposure at 450 million euros or $606 million, retail banking giant BNP revealed potential losses and it goes on and on from there.
[1:14:54.700 --> 1:15:01.700]  And that's just banks in the tens of billions, investors are saying it's hundreds of billions, just private investors.
[1:15:01.700 --> 1:15:06.700]  You know, the deal sounds like it's too good to be true, it is.
[1:15:06.700 --> 1:15:08.700]  It's that simple.
[1:15:08.700 --> 1:15:12.700]  Now we're going to get Gerald Salente back on the show this week, not just Ron Paul.
[1:15:12.700 --> 1:15:16.700]  Grease-style riots come into the US, we've predicted that as well.
[1:15:16.700 --> 1:15:23.700]  Troops and mercenaries will be used to detain Americans in prison camps, warns deadly accurate trends forecaster.
[1:15:23.700 --> 1:15:27.700]  By the way, I was flattered to find out, it's a long time listener of the show.
[1:15:27.700 --> 1:15:39.700]  Frighteningly accurate trends forecaster Gerald Salente says the American people in America will see riots similar to those currently ongoing in Greece and that this will cause, will be caused by hyperinflation, depression,
[1:15:39.700 --> 1:15:46.700]  leading to the inevitable use of troops and mercenaries to deal with the crisis as Americans are incarcerated in internment camps.
[1:15:46.700 --> 1:15:50.700]  Now, remember though, the banks engineered all of this.
[1:15:50.700 --> 1:15:57.700]  The Army and the Marines are all saying, oh, we just now started planning to be on the streets of America.
[1:15:57.700 --> 1:16:03.700]  We just now got the idea we have to do this when for decades they've been quietly setting it up.
[1:16:03.700 --> 1:16:13.700]  And I'm seeing a lot of military people in military newspapers and websites and message boards laughing saying, oh, well, we got our pensions from Uncle Sam, we'll be fine.
[1:16:13.700 --> 1:16:16.700]  Yeah, they're just going to devalue it and tax it and give you a pittance.
[1:16:16.700 --> 1:16:24.700]  So go ahead and laugh. I mean, you're engineered to laugh at the people, the police have been trained to be paramilitary, and again, a military fights an enemy.
[1:16:24.700 --> 1:16:29.700]  So see, we're now the enemy, but see what you didn't know is you're the enemy of the New World War II.
[1:16:29.700 --> 1:16:32.700]  What you didn't know was that you're not going to be winners either.
[1:16:32.700 --> 1:16:36.700]  What you didn't understand was you're in the same boat with us.
[1:16:36.700 --> 1:16:44.700]  So they taught you to hate us, they taught you to despise us, they, you know, to call us civilians and that you're paramilitary and that it's an us against them mentality.
[1:16:44.700 --> 1:16:48.700]  Okay, go ahead and guard the bank robbers as they suck the country dry.
[1:16:48.700 --> 1:16:53.700]  But they're going to take your pension funds. Many of you will get nothing.
[1:16:53.700 --> 1:16:58.700]  Okay, and for feds out there, yours is going to be massively reduced.
[1:16:58.700 --> 1:17:04.700]  So keep on laughing. Keep on being evil and see what happens to servants of evil.
[1:17:04.700 --> 1:17:08.700]  I'm not the one that's going to punish you. You're going to punish yourself.
[1:17:08.700 --> 1:17:18.700]  So cut off your nose, despite your face. I'm asking you not to, but hey, don't let me get in the way of what you're so dedicated to do.
[1:17:18.700 --> 1:17:21.700]  As we have highlighted before, Salante's accuracy is stunning.
[1:17:21.700 --> 1:17:29.700]  He predicted in any seven, the crash, the subprime mortgage crisis and the panic of 08 and is routinely cited even by mainstream news networks is highly credible.
[1:17:29.700 --> 1:17:33.700]  You got about a 95% accuracy rate. The cause of the riots will be hyperinflationary depression.
[1:17:33.700 --> 1:17:41.700]  Salante told interviewer Lou Rockwell, causing Americans to revolt in similar circumstances than we have witnessed recently in Iceland and Greece.
[1:17:41.700 --> 1:17:47.700]  The trouble would be sparked up by Obama declaring a bank holiday whereby people will be, won't be able to withdraw their money.
[1:17:47.700 --> 1:17:53.700]  See, our media doesn't tell you unless you read deep into the articles. They're rioting and, you know, they're, oh, they're just young punks.
[1:17:53.700 --> 1:17:58.700]  They're just scum. They just are communists. They just hate freedom.
[1:17:58.700 --> 1:18:05.700]  No, the banks have been shutting down. The banks have been not giving them their money. The jobs are, are disappearing.
[1:18:05.700 --> 1:18:10.700]  And the police are out shooting people in the streets.
[1:18:10.700 --> 1:18:18.700]  The cause of the riots would be a hyperinflationary depression. Salante told interviewer, what's going on in Greece with these riots has nothing to do with a 15 year old boy being killed.
[1:18:18.700 --> 1:18:26.700]  That was only the spark that ignited the pent up really the hatred and disdain people have for the scandals and corrupt government.
[1:18:26.700 --> 1:18:31.700]  And the same thing is going on in this country as well said Salante.
[1:18:31.700 --> 1:18:35.700]  The military and the police better be asking, whose side are you going to be on?
[1:18:35.700 --> 1:18:45.700]  I don't want riots. I don't want this to happen. It's in the IMF and World Bank plans, documents, that I put in my book seven years ago, 9-11, to set the tyranny.
[1:18:45.700 --> 1:18:53.700]  In the book we talk about by 2007, 2009, in there that they were planning this because we had their documents,
[1:18:53.700 --> 1:18:59.700]  that the final phase is called the IMF riot. I mean, that's in their internal documents.
[1:18:59.700 --> 1:19:04.700]  They shut off liquidity, shut off the currency, let the nations implode.
[1:19:04.700 --> 1:19:12.700]  Then the public riots. The public will riot within three to four days. They've got Pentagon studies put out in the fifties on this.
[1:19:12.700 --> 1:19:16.700]  The American people will riot within three to four days.
[1:19:16.700 --> 1:19:30.700]  They will steal within three to four days. And every major study worldwide shows within 10 to 15 days, anyone, almost anyone, everyone will kill, will kill for food.
[1:19:30.700 --> 1:19:34.700]  Okay, now understand this is how are they going to get us to accept martial law?
[1:19:34.700 --> 1:19:40.700]  How are they going to sell us on accepting troops on the streets? They will implode the economy by design. How many years have I told you this?
[1:19:40.700 --> 1:19:49.700]  So then you beg for it, and then the troops come in to make sure that the depression continues. But they will believe they're actually trying to help.
[1:19:49.700 --> 1:19:54.700]  You understand how this is being orchestrated? Like a symphony orchestra of destruction?
[1:19:57.700 --> 1:20:01.700]  How would you like to save up to 90% on your phone bill?
[1:20:01.700 --> 1:20:04.700]  It can be done thanks to Empire One Telecom.
[1:20:04.700 --> 1:20:11.700]  EOT offers voiceover IP technology that will allow you to make phone calls from your home or business without the high cost.
[1:20:11.700 --> 1:20:23.700]  Take advantage of EOT's most popular plan, which includes unlimited long distance throughout the U.S. and Canada, and 360 minutes of international calling for only $19.95 a month.
[1:20:23.700 --> 1:20:31.700]  Plus, all calling plans include over 40 special features, including call waiting, caller ID, and three-way calling, free.
[1:20:31.700 --> 1:20:35.700]  Take your phone number on the road with you thanks to EOT's travel-friendly box.
[1:20:35.700 --> 1:20:41.700]  Simply plug your adapter into any internet connection and start making phone calls. It's that easy.
[1:20:41.700 --> 1:20:49.700]  So if you have a high-speed internet connection and are ready to dramatically lower your monthly phone bill, choose your plan now at eottech.com.
[1:20:49.700 --> 1:20:51.700]  That's eottech.com.
[1:20:51.700 --> 1:21:02.700]  Now from the makers of Loose Change, the most downloaded film in internet history comes the long-awaited release of Loose Change Final Cut,
[1:21:02.700 --> 1:21:07.700]  an entirely new two-hour film that completely destroys the official fable forever.
[1:21:07.700 --> 1:21:14.700]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions,
[1:21:14.700 --> 1:21:18.700]  and the true perpetrators of the horrendous crime are brought to justice.
[1:21:18.700 --> 1:21:22.700]  Loose Change Final Cut is the ultimate 9-11 expose.
[1:21:22.700 --> 1:21:30.700]  From hijackers being trained at U.S. military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[1:21:30.700 --> 1:21:36.700]  Secure your copy of Loose Change Final Cut today at infowars.com or prisonplanet.com.
[1:21:36.700 --> 1:21:42.700]  While you're visiting the online video store, be sure to check out the huge discounts on films like M-Game, Blueprint for Global Enslavement,
[1:21:42.700 --> 1:21:48.700]  America, Freedom to Fascism, and hundreds of other titles. We're in a no-holds-far information war.
[1:21:48.700 --> 1:22:12.700]  Truth is our weapon, and prisonplanet.com has the tools you need to take the fight back to Big Brother.
[1:22:12.700 --> 1:22:18.700]  The Chinese government has begun a campaign of economic threats against the U.S., hinting liquidation of its vast holdings of U.S. treasuries,
[1:22:18.700 --> 1:22:22.700]  responding to Washington's trade sanctions, forcing the Yan Revolution.
[1:22:22.700 --> 1:22:29.700]  Communist Party bodies are warning that Beijing may use its 1.33 trillion reserves as a political weapon, causing bond yields to spike,
[1:22:29.700 --> 1:22:32.700]  hammering the U.S. housing market, and throwing the economy into a recession.
[1:22:32.700 --> 1:22:36.700]  Russia, Switzerland, and several other countries have reduced their holdings due to this threat.
[1:22:36.700 --> 1:22:43.700]  Economist Ambrose Evans-Pritchard published the report, China Threatens Nuclear Option of Dollar Sales.
[1:22:43.700 --> 1:22:49.700]  Call for the report today, 800-686-2237. The value of your hard-earned money is being lost in the global game of chess.
[1:22:49.700 --> 1:23:14.700]  Call 800-686-2237. That's 800-686-2237.
[1:23:14.700 --> 1:23:23.700]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[1:23:23.700 --> 1:23:32.700]  Increasing capacity and maintaining cell integrity. Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[1:23:32.700 --> 1:23:37.700]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[1:23:37.700 --> 1:23:45.700]  Save your money. Save the environment. Visit us online at r-charge.com. That's r-charge.com.
[1:23:45.700 --> 1:23:55.700]  Or call us at 989-637-4179. That's 989-637-4179. Be a part of the revolution today.
[1:23:55.700 --> 1:24:08.700]  By the way, we've called the California Highway Patrol and they admit that they are running checkpoints with the U.S. Marine Corps in California.
[1:24:08.700 --> 1:24:16.700]  Now the Marines, Friday, talked to the media, blog and radio and said, yeah, we are, but it's only for your safety.
[1:24:16.700 --> 1:24:23.700]  Now they're spinning and saying, well, we're only looking for our own Marines at the checkpoints. And this is just training.
[1:24:23.700 --> 1:24:28.700]  Oh, really? That's what the Army Times says about the Army and the Marines to be used in America.
[1:24:28.700 --> 1:24:38.700]  And there's a new order out by Secretary of Defense Gates and Barack Obama saying it's going to be non-military, even non-police functions.
[1:24:38.700 --> 1:24:47.700]  It's going to be military policing and, quote, environmental issues and community issues like helping at car wrecks.
[1:24:47.700 --> 1:24:54.700]  You see, oh, we're here to give toys to the children that used to us in our battle uniforms with our machine guns out.
[1:24:54.700 --> 1:25:02.700]  Oh, we're here to help at checkpoints and car wrecks. It's all part of the acclamation.
[1:25:02.700 --> 1:25:09.700]  And I want to state this clearly. We told the military, we told everybody this was being set up.
[1:25:09.700 --> 1:25:15.700]  The public laughed. The military said, yeah, we know we're being trained for it. So what? Some individuals are against it.
[1:25:15.700 --> 1:25:20.700]  I would say the majority. We have polls, but still they say they'll follow their orders.
[1:25:20.700 --> 1:25:25.700]  And the main training is to confiscate your guns once the rioting starts.
[1:25:25.700 --> 1:25:34.700]  Now, again, they'll let the rioting go crazy and then come in after the rioting's over and go door to door confiscating your guns, quote, securing the area.
[1:25:34.700 --> 1:25:42.700]  So those of you that stay in your houses or your farms or ranches, they're going to come by a week later, a month later, six months later, and take your guns.
[1:25:42.700 --> 1:25:51.700]  And they'll make examples of a few farms and ranches and homes. They'll gun everybody down, burn the house down like they did in New Orleans and other parts of the world.
[1:25:51.700 --> 1:25:56.700]  And then it'll be televised and people will say, okay, I better show up and turn my gun in.
[1:25:56.700 --> 1:26:01.700]  But some people aren't going to go along with this and they will be called terrorists.
[1:26:01.700 --> 1:26:06.700]  Now, there's no debating that the military's been taken over by the foreign banks.
[1:26:06.700 --> 1:26:14.700]  There's no debating. This is not our government. There's no debating that the banks have stolen 8.5 trillion. This is all completely illegitimate.
[1:26:14.700 --> 1:26:21.700]  There's no debating. This is the ongoing march of the New World Order.
[1:26:21.700 --> 1:26:28.700]  And the government is completely illegitimate. Now, remember, they're going to say, oh, well, we only put troops on the streets because of the rioting.
[1:26:28.700 --> 1:26:34.700]  They spent decades secretly setting it up. And then in the last few years, not so secretly.
[1:26:34.700 --> 1:26:39.700]  But even when they admit they've built FEMA camps, even when they admit this is for the American people,
[1:26:39.700 --> 1:26:46.700]  even when it's admitted they've trained 26,000 preachers and 23,000 executives to be part of carrying out martial law and being spies,
[1:26:46.700 --> 1:26:55.700]  even when Obama says they're going to have a million-man spy force, that Bill Clinton helped first set up and George Bush expanded, and now Obama's making public.
[1:26:55.700 --> 1:27:02.700]  Even when they admit that, the people go on infowars.com and they say, you're a liar, none of this is true.
[1:27:02.700 --> 1:27:05.700]  They go on the media and they laugh at me and make fun of it.
[1:27:05.700 --> 1:27:15.700]  Even when hundreds of newspapers come out and say, yeah, it's world government, we're taking over, tyranny's good, freedom's bad, we want your guns.
[1:27:15.700 --> 1:27:18.700]  People say it's not real. Not well. Let me tell you what's real.
[1:27:18.700 --> 1:27:21.700]  What's real is the 8.5 trillion they've stolen from your pension funds.
[1:27:21.700 --> 1:27:26.700]  That's why the average person's lost about 60% of their investments.
[1:27:26.700 --> 1:27:34.700]  And they told you your pension funds, your 401Ks, were safe from a pack of criminals. I mean, they didn't set up all this martial law of the last couple of decades.
[1:27:34.700 --> 1:27:40.700]  They didn't gear all this, they didn't stage terror attacks to scare you into accepting police state for nothing.
[1:27:40.700 --> 1:27:45.700]  The police state is the means to the end, total financial control.
[1:27:45.700 --> 1:27:53.700]  National ID cards, showing ID cards to buy and sell, face skins to buy and sell, and it's now all being announced.
[1:27:53.700 --> 1:28:01.700]  This is bondage. The feds didn't start worldwide in every western country from New Zealand to the U.S.
[1:28:01.700 --> 1:28:10.700]  Secretly taking blood 35 years ago, started the same year, 1973, taking blood secretly from every baby that was born.
[1:28:10.700 --> 1:28:15.700]  We told you about it 13 years ago, about seven years ago, we had a U.S. congressman on fighting it.
[1:28:15.700 --> 1:28:26.700]  Now it's all over the news, and they say, yeah. And they try to force mothers who know about it now to make them take the blood and sign a waiver, because people are suing them over it.
[1:28:26.700 --> 1:28:34.700]  There's been a secret DNA database on you. That's how crooked and criminal the people are that have hijacked our government.
[1:28:34.700 --> 1:28:40.700]  And just because they hijacked the plane and put on the captain's outfit, doesn't mean they're the captain.
[1:28:40.700 --> 1:28:47.700]  Be like, if you came home and your wife wasn't there and there was some woman dressed up like her, going, honey, it's me, it's me.
[1:28:47.700 --> 1:28:53.700]  And then most of the public just buy it and go, okay, well, I can't deal with the fact that my wife's gone.
[1:28:53.700 --> 1:28:59.700]  There's some woman here that looks a lot like her, saying that she's my wife. I'll just go ahead and believe it's my wife.
[1:28:59.700 --> 1:29:07.700]  And your kids come home and say that in mama. You say, shut up, you conspiracy theorist. Shut up!
[1:29:07.700 --> 1:29:16.700]  The denial has gotten us in this situation. A bristling military and paramilitary police force who are slitting their own throats,
[1:29:16.700 --> 1:29:20.700]  who are there as a rearguard action to protect the system as they bring us down.
[1:29:20.700 --> 1:29:25.700]  Some of the other news, Google wants its own fast track on the web.
[1:29:25.700 --> 1:29:29.700]  That means Internet 2 shutting down the old web, Wall Street Journal.
[1:29:29.700 --> 1:29:37.700]  Police thwart Moscow rally. Arrest 130 people for no reason. And a lot more.
[1:29:37.700 --> 1:29:42.700]  Dell launches U.S.-based voice contract services for a premium rate. You want to talk to an American?
[1:29:42.700 --> 1:29:45.700]  You got to pay $12.95 extra a month. We'll be right back.
[1:29:45.700 --> 1:29:55.700]  We're on the march. The empire's on the run. Alex Jones and the GCN Radio Network.
[1:29:55.700 --> 1:30:04.700]  Hello, I'm Steve Scheng. For the past several months, folks have constantly asked me to give them the date as to when they should be finished stocking up on food.
[1:30:04.700 --> 1:30:15.700]  We've been so beaten up by stock market banking, housing and unemployment crashes that we're desensitized and frozen and active like the frog being unknowingly cooked in gradually increasingly hot water.
[1:30:15.700 --> 1:30:19.700]  Well, snap out of it. We now have a deadline. Joe Biden said it's going to happen.
[1:30:19.700 --> 1:30:31.700]  Former Secretary of State Colin Powell went on CBS Meet the Press and pointed to about January 22 as the time a major international incident would force the new president to make unpopular decisions.
[1:30:31.700 --> 1:30:37.700]  While I take the general at his word, my best advice is to have your food in your possession prior to the inauguration.
[1:30:37.700 --> 1:30:43.700]  Contact eFoodsDirect.com for your supplies prior to this deadline for disaster.
[1:30:43.700 --> 1:30:55.700]  Ask yourself, is it better to have too much too soon or too little too late? Call 800-409-5633 or on the web eFoodsDirect.com.
[1:30:55.700 --> 1:31:02.700]  Hi, this is Steve Scheng. The spirit of America is independence. The greatest gift of independence is food.
[1:31:02.700 --> 1:31:07.700]  Over one-third of Americans can't afford to buy food and pay their other expenses.
[1:31:07.700 --> 1:31:17.700]  The lines of credit and cards are often cut back or cancelled. Last year the eFoodsDirect holiday food unit was a fun and exciting one-year supply with a great price.
[1:31:17.700 --> 1:31:24.700]  This year to quickly complete our food supply preparations, eFoodsDirect has created a very serious holiday unit.
[1:31:24.700 --> 1:31:31.700]  This super food supply costs $300 less than the basic Liberty one-year supply and has more food.
[1:31:31.700 --> 1:31:39.700]  This holiday food for less than half the cost of last year's groceries. Gift certificates are available for shipments that will not arrive by Christmas.
[1:31:39.700 --> 1:31:48.700]  Food is the gift of life and love this holiday season. Call 800-409-5633 on the web eFoodsDirect.com.
[1:31:48.700 --> 1:31:55.700]  That's 800-409-5633. That's 800-409-5633.
[1:31:55.700 --> 1:32:02.700]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[1:32:02.700 --> 1:32:06.700]  The enemy struck America on September 11th. But who is the enemy?
[1:32:06.700 --> 1:32:08.700]  Bin Laden. This is his MO.
[1:32:08.700 --> 1:32:11.700]  We have to look to the Middle East. We have to look to Osama Bin Laden.
[1:32:11.700 --> 1:32:18.700]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[1:32:18.700 --> 1:32:25.700]  Some U.S. investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[1:32:25.700 --> 1:32:29.700]  I'm aware that some Israeli citizens have been detained.
[1:32:29.700 --> 1:32:36.700]  Bin Laden's connections to the CIA, the hijackers' ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network,
[1:32:36.700 --> 1:32:40.700]  warnings in war games, the shadow government, and much, much more. Fabled Enemies.
[1:32:40.700 --> 1:32:47.700]  Get the DVD at infowars.com or see it in super high quality along with hundreds of other titles at prisonplanet.tv.
[1:32:47.700 --> 1:32:52.700]  Either you are with us or you are with the terrorists.
[1:33:18.700 --> 1:33:25.700]  Preface this by saying, I woke up because I happen to stumble into urban warfare drills in Texas.
[1:33:25.700 --> 1:33:32.700]  And then I traveled urban warfare drills in 96, 97, 98, 99, 2000, 2001.
[1:33:32.700 --> 1:33:37.700]  I've been to more than 30 listeners have sent me video from scores of other events.
[1:33:37.700 --> 1:33:43.700]  The Marines training to confiscate our guns, the Marines training to take over our cities, the Marines training,
[1:33:43.700 --> 1:33:52.700]  and then in places like Swansboro, actually running checkpoints, helping police arrest people in Swansboro, North Carolina on video.
[1:33:52.700 --> 1:33:59.700]  And I post these videos. I made films about it and people thought I hired people and put them in fake uniforms.
[1:33:59.700 --> 1:34:06.700]  When I showed the Marines landing in San Diego, when I showed Marines landing in Oakland, California particularly,
[1:34:06.700 --> 1:34:10.700]  and practicing taking over the city, people thought it was fake.
[1:34:10.700 --> 1:34:19.700]  I mean, they thought I had the Coronado landing and Sea Cobras landing and a thousand Marines and foreign troops admitting it was for America.
[1:34:19.700 --> 1:34:21.700]  They couldn't believe it in police day 2000.
[1:34:21.700 --> 1:34:28.700]  And my friend, Rick Linklater, a director laughed and said, man, that would cost 20 million bucks just to shoot one of those scenes.
[1:34:28.700 --> 1:34:31.700]  No, it was real, ladies and gentlemen.
[1:34:31.700 --> 1:34:36.700]  Well, now it's all over the news. The Army Times says they want to put 20,000 combat troops on the streets of America.
[1:34:36.700 --> 1:34:42.700]  They've been quietly gearing up for this for a long time. They had Marines secretly dressed up in police uniforms in the late 80s.
[1:34:42.700 --> 1:34:50.700]  I have interviews with them, busting down gun dealers' doors. That's in road to tyranny, the film I made in 2002.
[1:34:50.700 --> 1:34:57.700]  But now all over the nation, we're getting reports of Marines at DUI checkpoints aiding the police.
[1:34:57.700 --> 1:35:10.700]  And the big issue here is they told KCDZ FM and Joshua Tree, beautiful area of California, that the Highway Patrol said the Marines will not be there.
[1:35:10.700 --> 1:35:14.700]  It's a conspiracy theory. But people showed up and there were the Marines.
[1:35:14.700 --> 1:35:24.700]  We called the chips. They now admit that, yes, the Marines are aiding them and observing them unless they're a military personnel and then they're arresting them off base.
[1:35:24.700 --> 1:35:28.700]  So they're now spinning it. The Marines early on admitted they were doing this.
[1:35:28.700 --> 1:35:34.700]  Now they say, well, we're only observing and we have one of the Marine Corps spokesmen about this on tomorrow.
[1:35:34.700 --> 1:35:42.700]  The point is, this is to acclimate us. This is to condition us. And the bigger issue is the deceptiveness about all of this.
[1:35:42.700 --> 1:35:50.700]  The way this is being done, quietly to acclimate the public. But every time you confront them, I mean, I remember calling the Marines about Swansboro.
[1:35:50.700 --> 1:35:55.700]  And they just said, we weren't there. We didn't do that. That's not true.
[1:35:55.700 --> 1:36:01.700]  And it's the Marines. We have them training and then being given orders.
[1:36:01.700 --> 1:36:07.700]  Because some of the video was, well, point is, let's go to our guest before we run out of time with him.
[1:36:07.700 --> 1:36:26.700]  He's Gary Dinyou and we appreciate Derry coming on, or Derry Dinyou, excuse me, from KCDZ FM 1077 in Joshua Tree, California, who's been on top of this from day one.
[1:36:26.700 --> 1:36:33.700]  There's also been some great articles written on the local blogs. And of course, the Kurt Nemo's also been a story at infowars.com.
[1:36:33.700 --> 1:36:37.700]  Gary, tell us exactly what's going on here.
[1:36:37.700 --> 1:36:47.700]  Well, what happened is I'm a news director of a local radio station here in Joshua Tree, Alex. And we received a fact from the CHP last week on Wednesday,
[1:36:47.700 --> 1:36:56.700]  announcing they were going to do a sobriety driver license checkpoint in the Yucca Valley area with the help of the United States Marine Corps,
[1:36:56.700 --> 1:37:05.700]  its military police with them. Well, being somewhat familiar with Posse Comitatus, I contacted a constitutional lawyer out of Palm Springs who told me
[1:37:05.700 --> 1:37:13.700]  even the presence of marked military police units would give any civilian the reasonable expectation that the use of military forces imminent
[1:37:13.700 --> 1:37:17.700]  and violated the Posse Comitatus statutes. No question about it.
[1:37:17.700 --> 1:37:26.700]  So on Friday, the day of the checkpoint, we ran a very strong editorial questioning why military police are being used in a civilian enforcement action.
[1:37:26.700 --> 1:37:35.700]  Received another fact from the CHP at about 11.30 that day, which indicated the military had been pulled out of that checkpoint.
[1:37:35.700 --> 1:37:47.700]  But guess what? They had that checkpoint Friday night and marked military police units with uniformed Marine military police were assisting in the checkpoint
[1:37:47.700 --> 1:37:51.700]  in the Yucca Valley Friday evening here in San Bernardino County.
[1:37:51.700 --> 1:37:52.700]  Were they armed?
[1:37:52.700 --> 1:38:00.700]  I do not know, sir. I was not there myself. However, two of my employees said they were uniformed Marines at the checkpoint,
[1:38:00.700 --> 1:38:03.700]  but they did not indicate to me whether they could tell they were armed or not.
