[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[35:02.000 --> 35:11.000]  Kill them, shoot them, murder the Americans. They are trash. Get them. I mean, how beautiful China is, how bad America is.
[35:11.000 --> 35:17.000]  And it turns out that at least an hour and a half, some reports are two hours before, this even aired.
[35:17.000 --> 35:23.000]  It was on Chinese state-run news. Everybody tune in. We're going to show the Americans.
[35:23.000 --> 35:26.000]  And they played it with Obama there.
[35:26.000 --> 35:37.000]  Now, what did Hu Jintao say two weeks ago? He said, we're dumping your dollar. Your dollar's worthless. America's over.
[35:37.000 --> 35:47.000]  They got a citizen's organization for balancing the budget. In fact, queue up that TV ad that got banned on History Channel and ABC News for me, Jaren, the one we aired earlier in the week, please.
[35:47.000 --> 36:03.000]  A citizen's activist group put together a national TV ad that shows a Chinese professor fictitiously fiction 20 years from now, in 2030, talking about how America fell because the Chinese bought us up through fraud.
[36:03.000 --> 36:14.000]  That's actually what's taught. They did their research for this ad that the U.S. media would not air. And that's how the censorship begins.
[36:14.000 --> 36:23.000]  This is what's really going on. And now, worldwide, they're starting to trade in the Chinese currency to replace the dollar.
[36:23.000 --> 36:34.000]  Hu Jintao has said they want to replace the dollar. Russia has said that. And so has George Soros. So has David Rockefeller. So has Ted Turner.
[36:34.000 --> 36:44.000]  They all hate this country because of the guns and the property and the liberty. And they've tried to weaken you with the sports and the diversions and the drugs and the sex and the porn.
[36:44.000 --> 36:50.000]  And they think they've got you very close. And they're testing right now this humiliation.
[36:50.000 --> 37:00.000]  So this was played at the Winehouse. I'm going to read the article right now. It's 11 pages long. I can't read it all. But Lang Lang, the pianist, says he chose it.
[37:00.000 --> 37:07.000]  They have links to the video of him saying it. Chairman Hu Jintao recognized it as soon as he heard it.
[37:07.000 --> 37:13.000]  Patriotic Chinese Internet users were delighted as soon as they saw the videos online.
[37:13.000 --> 37:20.000]  Early morning TV viewers in China knew it would be playing an hour or two beforehand. It was announced on TV.
[37:20.000 --> 37:34.000]  As the White House State Dinner, January 19th, about six minutes into his set, Lang Lang began tapping out the famous anti-American propaganda melody,
[37:34.000 --> 37:43.000]  My Motherland, which was also made famous in China by the movie The Battle of Shang Yang Lying Mountain or Triangle Mountain.
[37:43.000 --> 37:54.000]  The film depicts a group of people's volunteer army soldiers who were first hemmed in on the Triangle Hill and then by reinforcements arrived, take up their rifles and counterattack, the U.S. military jackals.
[37:54.000 --> 38:00.000]  That's what it's called. And I know I'm going to be called unpatriotic for not worshiping the death of our troops. I understand.
[38:00.000 --> 38:05.000]  See, when you actually don't want the troops breathing D.U. or being experimented on with vaccines, that's unpatriotic.
[38:05.000 --> 38:11.000]  When you just put an American flag out and salute the Chinese and do whatever the government tells you, that's patriotism nowadays.
[38:11.000 --> 38:15.000]  You don't want to really hear about what's really going on. I understand. I'm bad.
[38:15.000 --> 38:24.000]  The movie and the tune are widely known among Chinese and the song has been a leading piece of anti-American propaganda by the Chinese Communist Party, CCP for decades.
[38:24.000 --> 38:31.000]  CCP propaganda has always referred to the Korean War as the movement to resist America and help North Korea.
[38:31.000 --> 38:37.000]  The message of the propaganda is that the United States is an enemy and fighting in the North Korean war for the United States.
[38:37.000 --> 38:42.000]  The real goal was said to be to invade and conquer China.
[38:42.000 --> 38:46.000]  The victory at Triangle Hill was promoted as a victory over imperialist.
[38:46.000 --> 38:55.000]  Now, that's one page. It goes on for 11 and they give all these lists of how Hu Jintao and they brag in their papers, big papers to a billion-plus people.
[38:55.000 --> 39:01.000]  Look, Hu Jintao did not bow. Obama did. He did it last year and again this week.
[39:01.000 --> 39:08.000]  Look, our great leader only barely put his hand out. Obama had to reach out and take it.
[39:08.000 --> 39:17.000]  See, it's like when Obama's bowing, he just goes, like, kiss the ring and Obama bows and takes it. And it's all about training us to take anything.
[39:17.000 --> 39:26.000]  TSA sticking their hands down our pants. All of this humiliation, telling us the world financial crisis is our fault when it's the offshore banks that engineered it and bragged.
[39:26.000 --> 39:34.000]  It's all about breaking your will. Austin, Texas started out two years ago with a warrantless blood checkpoints.
[39:34.000 --> 39:43.000]  Now they're nationwide. Austin now, the Washington Post reports, started because we're fed run with drones watching citizens.
[39:43.000 --> 39:48.000]  That's coming up later. I'm in Austin for those listening all over the world.
[39:48.000 --> 40:00.000]  It's all about breaking our will, acclimating, because once you don't have any morals, once you don't have any views yourself, once you're an empty consumer, you'll consume whenever they put out, even if it's cyanide.
[40:00.000 --> 40:11.000]  The one thing Americans know how to do now is laugh in the face of truth. If you tell someone something profound and powerful, they laugh because that's the instinct of a fool.
[40:11.000 --> 40:20.000]  They've been trained. That's the one thing that gives them value is that they are such losers, such failures, and never stand up for themselves and buy into every scam.
[40:20.000 --> 40:26.000]  That is the religion of the New World Order is being fools.
[40:26.000 --> 40:33.000]  The name of the song is My Motherland, originally titled Big River in an interview broadcast on Phoenix TV in China.
[40:33.000 --> 40:37.000]  The first thing Lang Lang is quoted as saying is that he chose the piece.
[40:37.000 --> 40:48.000]  He said, I thought to play My Motherland because I think playing the tune at the White House banquet can help us as the Chinese people feel extremely proud of ourselves and express our feelings through the song.
[40:48.000 --> 40:56.000]  Yeah, the Chinese people revolting against the tyranny, fighting back with sticks and stones against guns and winning over and over again. There's a huge revolt going on in China.
[40:56.000 --> 41:11.000]  They want to get them all fervored, filled through fake nationalism to hate Americans and to feel a false pride so they won't commit suicide in the factories working 18 hours a day, building our iPads that then de-industrialize us.
[41:11.000 --> 41:15.000]  He said he felt extremely proud of ourselves and express our feelings through the song.
[41:15.000 --> 41:23.000]  I think it's especially good and I like the tune and of itself every time I hear it extremely moved.
[41:23.000 --> 41:34.000]  He expressed the idea more frankly later on his blog, playing the song praising China to heads of state from around the world would seem to tell them that our China is formidable, that our Chinese people are unified.
[41:34.000 --> 41:36.000]  I felt deeply honored and proud.
[41:36.000 --> 41:44.000]  They play a song saying we kill the American dogs, we kill, we kill the jackals, we kill the Marines, we kill the army.
[41:44.000 --> 41:51.000]  Go read the text of the song. We will get them. We will cut them all down. We will shoot the dogs.
[41:51.000 --> 42:06.000]  Imagine Obama in Beijing or Peking or anywhere else playing a song about a war that just happened 55, 60 years ago about killing Chinese dogs.
[42:06.000 --> 42:18.000]  Imagine a modern U.S. president playing the old 50s song. I forget who the author was. In 1814 we took a little trip along with Colonel Jackson around the mighty Mississippi.
[42:18.000 --> 42:23.000]  We took a little bacon and we took a little beans and we whooped the bloody British in the town of New Orleans.
[42:23.000 --> 42:28.000]  We fired our guns and the British kept it coming. There weren't quite as many as there was a time before.
[42:28.000 --> 42:34.000]  We fired our guns and they began to run on down the Mississippi to the Gulf of Mexico.
[42:34.000 --> 42:45.000]  Old Hickory said we could take them by surprise. That was 200-plus years ago and wasn't calling them dogs if a president played that as a guest of the British.
[42:45.000 --> 42:52.000]  But only Americans will take it. It's politically correct. Oh, our military are dogs you kill. Thank you. You own our debt.
[42:52.000 --> 42:59.000]  You're saying down with America, down with the dollar. Thank you. Thank you. Americans have been neutralized through political correctness.
[42:59.000 --> 43:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[43:04.000 --> 43:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[43:08.000 --> 43:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[43:14.000 --> 43:20.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[43:20.000 --> 43:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[43:24.000 --> 43:29.000]  And now, new socialist legislation is only compounding the problem.
[43:29.000 --> 43:32.000]  Number four, dangerous weather is always a threat to local grids.
[43:32.000 --> 43:36.000]  Every year, thousands of families lose their power from weather-related onages.
[43:36.000 --> 43:41.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[43:41.000 --> 43:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[43:46.000 --> 43:52.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[43:52.000 --> 44:00.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[44:00.000 --> 44:04.000]  Diamond Gusted is proud to announce the anthem of the Patriot Movement.
[44:04.000 --> 44:08.000]  They're offering a free CD, t-shirt and bumper sticker with a qualifying purchase.
[44:08.000 --> 44:13.000]  Diamond Gusted offers great products at great prices while keeping Americans working.
[44:13.000 --> 44:22.000]  We're looking for a factory where a man can feed his family, not worried about them moving south,
[44:22.000 --> 44:28.000]  closing the doors and shutting her down tomorrow.
[44:28.000 --> 44:34.000]  I'm looking for America.
[44:34.000 --> 44:39.000]  Wear American and be proud. Go to gusted.com forward slash America.
[44:39.000 --> 44:51.000]  Land on the fray in the home of the brave. Seems like I just woke up one day and it was gone. Long gone.
[44:51.000 --> 44:55.000]  But I know in my heart it's still a place.
[44:55.000 --> 45:20.000]  Go to gusted.com forward slash America today.
[45:20.000 --> 45:27.000]  I'm looking for America.
[45:51.000 --> 46:08.000]  A very wealthy US citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[46:08.000 --> 46:13.000]  He says it will change everything about our lives. The way you shop, travel, invest, educate your children,
[46:13.000 --> 46:16.000]  and even how you take care of your health and your own family.
[46:16.000 --> 46:21.000]  The man has made some outrageous predictions over the years. The crazy part is, he's usually right.
[46:21.000 --> 46:27.000]  You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[46:27.000 --> 46:31.000]  In fact, Barron's called his work a dire prophecy.
[46:31.000 --> 46:36.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet,
[46:36.000 --> 46:42.000]  and it's a real eye-opener. I can't stress this enough. You should at least watch this free video online today.
[46:42.000 --> 46:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[46:46.000 --> 46:52.000]  You can find the video at www.EndOfAmerica3.com. That's End of America.
[46:52.000 --> 47:13.000]  Number 3.com. Watch the free video at www.EndOfAmerica3.com. That's EndOfAmerica3.com.
[47:22.000 --> 47:42.000]  Imagine Hu Jintao, elected by the Communist Party dictatorship. There's not voting in China.
[47:42.000 --> 47:50.000]  A man who continues mass exterminations, weekly sports stadium, and executions of political dissidents.
[47:50.000 --> 47:58.000]  And what does it tell you about our government and western governments that there's now zero criticism of them and their tyranny?
[47:58.000 --> 48:10.000]  What does that tell you? And that at the state dinner, now four days ago, on the evening of the 19th, when he's there at that big state dinner,
[48:10.000 --> 48:22.000]  they have this top Chinese artist, singer and pianist, play the big anti-America, kill the American military, kill the jackals.
[48:22.000 --> 48:33.000]  What does that tell you? And it goes through with links to how it was known in advance, how the Chinese media was bragging about it before it happened.
[48:33.000 --> 48:48.000]  It's got all of these bizarre newspaper quotes from the Chinese population showing their understanding.
[48:48.000 --> 48:55.000]  One blog said, the right place at the right time, the right song, echoed Chinese propaganda and its declaration for victory over the U.S.
[48:55.000 --> 49:06.000]  Chinese have been taught that the United States lost the Korean War. A U.S. general is quoted in the propaganda as describing the Korean War as being the wrong war at the wrong time and the wrong place with the wrong enemy,
[49:06.000 --> 49:18.000]  which is taken as an admission of defeat. In fact, the quote is from General Omar N. Bradley, testifying to Congress to why the United States should not extend the war, the Korean War, into China.
[49:18.000 --> 49:27.000]  Yeah, it's just the U.S. that saved China from the Japanese. And what did we get immediately from the Communist? Any time they could capture our people, slave labor.
[49:27.000 --> 49:38.000]  That's what you get from the Communist. And of course, it's now been declassified that the CIA in 49 decided not to back Chiang Kai-shek and put Mao into power.
[49:38.000 --> 49:42.000]  Unbelievable.
[49:42.000 --> 50:00.000]  So China works for the New World Order, folks, and it just goes on and on with the humiliating the U.S., all the links to Chinese news, where they will show how Hu Jintao will not bow, will not smile when Obama or Biden shakes their hand.
[50:00.000 --> 50:11.000]  They will bow, and he barely sticks his hand out. It's a sign of disrespect in Asia, especially China. And they say that, look at the dog, look at him bow.
[50:11.000 --> 50:22.000]  But see, why is Obama bowing when presidents never did that? It's all part of training us to see our president bow, to accept more and more in the future.
[50:22.000 --> 50:34.000]  You know, my dad worked for the railroad before going to college, and he learned then from the railroad engineers that they never upgrade our rail lines and our rail beds.
[50:34.000 --> 50:46.000]  That's why when my grandmother would go to college to get her master's degree from East Texas to Houston every day, she could get down there in an hour and back in an hour to get her master's degree because it was a speed train.
[50:46.000 --> 50:56.000]  It went over 100 miles an hour in the late 1940s. That same rail line, the trains can't go over 40 miles an hour now.
[50:56.000 --> 51:04.000]  But China is coming in now to build the East Coast rail line that's going to be a 200-plus mile-an-hour train.
[51:04.000 --> 51:16.000]  See, we buy toasters and iPads. You've got to love the liberal Apple always lecturing us and moralizing about paying carbon taxes and hating families and not having kids.
[51:16.000 --> 51:24.000]  But then they're over in China where they have to put nets around the Apple factories because so many people are committing suicide. That's on record.
[51:24.000 --> 51:29.000]  Apple has to put nets around because they're working 18 hours a day chained down.
[51:29.000 --> 51:43.000]  But see, the left didn't want to hear about that. Just like main line conservatives, they don't want to hear about China openly at the White House playing songs about how we're dogs and our military are jackals.
[51:43.000 --> 51:51.000]  And how, I've got the quotes here. You see the jackal, you shoot it, you kill it. Jackals must be killed.
[51:51.000 --> 51:57.000]  It's on infowars.com. Go read it. One of the top stories.
[51:57.000 --> 52:01.000]  And what's in my news today?
[52:01.000 --> 52:07.000]  China Bank moves to buy U.S. branches. No, of course.
[52:07.000 --> 52:13.000]  Chinese stealth fighter jet may use U.S. technology.
[52:13.000 --> 52:21.000]  They claim they picked up parts of shot down U.S. aircraft in Serbia. Give me a break. Clinton, everybody else is on record giving them everything.
[52:21.000 --> 52:24.000]  Whenever we give to Israel, what's coming out in the news is giving to China.
[52:24.000 --> 52:30.000]  Oh, but don't criticize Israel. Just do whatever we're told. Just sit down and take it.
[52:30.000 --> 52:33.000]  And I pay for it as a taxpayer.
[52:33.000 --> 52:42.000]  Meanwhile, my military, and I've been to the urban warfare drills, and you've seen them in New Orleans, go into high and dry areas and take the guns.
[52:42.000 --> 52:47.000]  On the news, into homes that have their own power, their own generators, going in and taking them.
[52:47.000 --> 52:52.000]  Our military, our police are being given almost unlimited Pentagon funding.
[52:52.000 --> 53:00.000]  They're setting up threat fusion spy centers everywhere to dominate and spy on the American people.
[53:00.000 --> 53:07.000]  And who do they spy on? Gun owners, conservatives, libertarians, those that want us out of the Federal Reserve, those that want to get rid of NAFTA and GATT.
[53:07.000 --> 53:15.000]  Ron Paul, it came out two months ago via ACLU foyer requests, lawsuits.
[53:15.000 --> 53:23.000]  Ron Paul meetings have government spies, FBI, you name it, infiltrating them because he's a real American.
[53:23.000 --> 53:28.000]  We were sent by the military two years ago that the Army goes to our in the federal.
[53:28.000 --> 53:32.000]  The Army, and it said, don't let them know you're with the Army. They may kill you.
[53:32.000 --> 53:36.000]  They teach the U.S. Army that I may kill them.
[53:36.000 --> 53:40.000]  Really, I care about our military. I care about our republic. I'm a real American.
[53:40.000 --> 53:46.000]  I'm not singing songs at the White House calling you jackals and talking about lining you up and blowing your heads off.
[53:46.000 --> 53:51.000]  But see, it's because I am a real American that I am the bad man.
[53:51.000 --> 53:59.000]  I'm not part of this offshore political class selling everybody out.
[53:59.000 --> 54:09.000]  And it goes on and on and on from there. But coming up in the next hour, look at this Reuters article.
[54:09.000 --> 54:17.000]  Utah City may use blimp as anti-crime spy in the sky. I remember 11 years ago and then again eight years ago seeing government documents that were public.
[54:17.000 --> 54:19.000]  They weren't even classified.
[54:19.000 --> 54:31.000]  That they already tethered on the border blimps, but not blimps watching for foreigners coming in, for watching for Americans leaving, and that they have it over 100,000 feet in the air over every major U.S. city.
[54:31.000 --> 54:37.000]  Giant DARPA blimps with face scanning cameras, license plate reading cameras, watching everything we do.
[54:37.000 --> 54:44.000]  And now here's Reuters. Utah City may use blimp as anti-crime spy in the sky. Here's another one.
[54:44.000 --> 54:53.000]  23-story rocket launches U.S. spy satellite. And now it's come out that these spy satellites aren't being used against the Chinese. They're being used against us.
[54:53.000 --> 55:01.000]  Biggest rocket ever launched in West Coast history. 23 stories tall. Our tax money pays for it.
[55:01.000 --> 55:03.000]  And it's for spying on us.
[55:03.000 --> 55:11.000]  Came out in Der Spiegel that these three satellites they launched and claimed were for global warming issues are for spying on us.
[55:11.000 --> 55:18.000]  And it's an infrared biometric scan of the top of your head and your shoulders. They can tell who you are from space.
[55:18.000 --> 55:25.000]  Of course, they got to have ground cameras that face scan your face, that triangulate with the satellite while it's over you.
[55:25.000 --> 55:35.000]  And then it connects that ID number with the infrared shot of the top of your body, but they just shut down the virtual fence.
[55:35.000 --> 55:39.000]  We told you four years ago they were never going to build it and they've shut down the physical fence.
[55:39.000 --> 55:45.000]  The borders open, but they've got billion dollar giant satellites watching us.
[55:45.000 --> 55:52.000]  Because we're the milk cows. We're the slaves. We're the food. We're the idiot food.
[55:52.000 --> 55:57.000]  Dumb gerbils that have had our eyes poked out or our legs chopped off.
[55:57.000 --> 56:05.000]  And the government's a big python snake teamed up with a bigger python snake from China that's killed more people than any government in history.
[56:05.000 --> 56:10.000]  Who comes here at the White House and says your dollar is dead. Ha, ha, ha.
[56:10.000 --> 56:15.000]  And here's a song about killing your troops.
[56:15.000 --> 56:25.000]  Hours before Chinese news saying everyone tune in. Watch this as a humiliation of America.
[56:25.000 --> 56:28.000]  The Republicans won't stop it.
[56:28.000 --> 56:32.000]  Ken Starr hooked in with the Chinese. He wouldn't go after Clinton for any of the Chinese sellouts.
[56:32.000 --> 56:36.000]  The missile secrets. Ron Brown threatened to speak out so he got shot in the head.
[56:36.000 --> 56:42.000]  Commerce secretary.
[56:42.000 --> 56:45.000]  No.
[56:45.000 --> 56:51.000]  No, they're too busy teaching the FBI and the police that we're the enemy.
[56:51.000 --> 56:53.000]  That those of us that care about the country are enemies.
[56:53.000 --> 56:56.000]  Here's another one. Who needs search warrants? Just follow your nose.
[56:56.000 --> 57:03.000]  Lou Rockwell reports on this. He gives a whole bunch of examples of police all over the nation announcing we no longer have warrants to come in your house.
[57:03.000 --> 57:07.000]  We no longer have warrants to search your bags on the streets. We no longer.
[57:07.000 --> 57:11.000]  Cops, you're Americans too.
[57:11.000 --> 57:16.000]  Okay, you're having your liberty, your future destroyed as well.
[57:16.000 --> 57:19.000]  That's all coming up. We're going to get into the attack on free speech.
[57:19.000 --> 57:30.000]  Google's big announcement that they're going to start shutting down total access and searchability to alternative news sites like drudgereport.com, infowars.com, prismplanet.com.
[57:30.000 --> 57:36.000]  We got Ron Paul beat Sarah Palin in a key straw poll. I had Ron Paul on Friday.
[57:36.000 --> 57:40.000]  You watch, folks. He's going to run for president. Got to get behind him.
[57:40.000 --> 57:43.000]  That's all coming up. And we're going to take some phone calls next hour.
[57:43.000 --> 57:50.000]  Let's stay where this will be right back. We've got to resist this takeover.
[58:13.000 --> 58:20.000]  Enter promo code homegain150 and receive up to $150 when you close a deal with a homegain agent.
[58:20.000 --> 58:26.000]  Share the homegain150 promo code with your friends via Facebook, Twitter, text and more.
[58:26.000 --> 58:32.000]  Look for Max the homegain gorilla to find out more about how homegain is going to pay you.
[58:32.000 --> 58:39.000]  Visit homegain150.com today to enter your promo code and get paid for buying or selling a house.
[58:39.000 --> 58:45.000]  That's H-O-M-E-G-A-I-N-150.com.
[59:10.000 --> 59:14.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[59:14.000 --> 59:18.000]  And now, new socialist legislation is only compounding the problem.
[59:18.000 --> 59:21.000]  Number four, dangerous weather is always a threat to local grids.
[59:21.000 --> 59:25.000]  Every year, thousands of families lose their power from weather-related onages.
[59:25.000 --> 59:30.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[59:30.000 --> 59:35.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[59:35.000 --> 59:39.000]  You can get more information at www.mysolarbackup.com.
[59:39.000 --> 59:41.000]  That's mysolarbackup.com.
[59:41.000 --> 1:00:08.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[1:00:08.000 --> 1:00:14.000]  All right, folks, I'm going to give the toll-free number out, specifically on the China situation.
[1:00:14.000 --> 1:00:19.000]  You just joined us, China, is openly saying the dollar is dead,
[1:00:19.000 --> 1:00:22.000]  openly teamed up with the big central banks looting this country.
[1:00:22.000 --> 1:00:27.000]  The more it implodes, the more they can come in and buy it up for pennies on the dollar.
[1:00:27.000 --> 1:00:35.000]  At the White House dinner last Wednesday, now four days ago, they openly had a Chinese pianist play and sing a song
[1:00:35.000 --> 1:00:39.000]  about killing American military and dogs in Korea.
[1:00:39.000 --> 1:00:43.000]  Just incredible, absolutely incredible, and I want to get into the attacks on free speech.
[1:00:43.000 --> 1:00:48.000]  The toll-free number to join us is 877-789-ALIX.
[1:00:48.000 --> 1:00:53.000]  877-789-ALEX.
[1:00:53.000 --> 1:00:56.000]  Also, we've launched this V for Victory campaign.
[1:00:56.000 --> 1:01:02.000]  A subcomponent of the answer to 1984 is 1776.
[1:01:02.000 --> 1:01:08.000]  And I see the classic Cohen-Delpro, or useful camp follower tactics of saying,
[1:01:08.000 --> 1:01:12.000]  1776 is when Adam Weishaupt started the Illuminati.
[1:01:12.000 --> 1:01:16.000]  Why does your contest, no, that's when we have the start of the Revolutionary War.
[1:01:16.000 --> 1:01:21.000]  That's why I say the answer to 1984, 1776, and I've said that hundreds of times.
[1:01:21.000 --> 1:01:23.000]  That's why I coined that term.
[1:01:23.000 --> 1:01:25.000]  So we're not going to let that be a distraction.
[1:01:25.000 --> 1:01:28.000]  They say Winston Churchill used the V. It's satanic.
[1:01:28.000 --> 1:01:31.000]  It's V for the French resistance against occupation.
[1:01:31.000 --> 1:01:33.000]  It's a powerful, simple symbol.
[1:01:33.000 --> 1:01:35.000]  I mean, Hitler used an eagle.
[1:01:35.000 --> 1:01:37.000]  Can we use an American eagle?
[1:01:37.000 --> 1:01:38.000]  Give me a break.
[1:01:38.000 --> 1:01:40.000]  If I used a tree as our symbol, you'd say,
[1:01:40.000 --> 1:01:43.000]  the Norse believed the tree was the symbol of the universe.
[1:01:43.000 --> 1:01:45.000]  It's Norse occultism.
[1:01:45.000 --> 1:01:50.000]  Any symbol there is has been used by anybody and everybody.
[1:01:50.000 --> 1:01:55.000]  Now, if I was using Upside Down Stars or Bathomet, then there'd be an issue.
[1:01:55.000 --> 1:01:57.000]  But holy mackerel, folks.
[1:01:57.000 --> 1:02:01.000]  I mean, this is about people seeing a flyer.
[1:02:01.000 --> 1:02:02.000]  We've got this new one.
[1:02:02.000 --> 1:02:04.000]  A listener made this variant.
[1:02:04.000 --> 1:02:05.000]  It's my favorite.
[1:02:05.000 --> 1:02:07.000]  It's up on infowars.com.
[1:02:07.000 --> 1:02:10.000]  A listener made this variant.
[1:02:10.000 --> 1:02:13.000]  New V for Victory posters.
[1:02:13.000 --> 1:02:16.000]  And they took our basic design that I churned out with Phil last Thursday,
[1:02:16.000 --> 1:02:18.000]  and they added, we are legion.
[1:02:18.000 --> 1:02:20.000]  You are not alone.
[1:02:20.000 --> 1:02:21.000]  United, we stand.
[1:02:21.000 --> 1:02:23.000]  V for victory, infowars.com.
[1:02:23.000 --> 1:02:25.000]  It's got a short message at the bottom.
[1:02:25.000 --> 1:02:30.000]  And later this week, I'm going to put out another variant that deals with how China
[1:02:30.000 --> 1:02:32.000]  is teamed up with the offshore banks.
[1:02:32.000 --> 1:02:34.000]  And we're going to write an article about that,
[1:02:34.000 --> 1:02:38.000]  and it's going to have a URL there to explain that we're being occupied by
[1:02:38.000 --> 1:02:41.000]  foreign banks with China as their muscle.
[1:02:41.000 --> 1:02:44.000]  This is about getting small towns, cities, counties talking.
[1:02:44.000 --> 1:02:48.000]  I'm getting a lot of chatter and emails and comments about these going up at malls,
[1:02:48.000 --> 1:02:52.000]  message boards, telephone polls, everywhere that's legal and lawful,
[1:02:52.000 --> 1:02:55.000]  banner hangs, a bunch of videos coming in.
[1:02:55.000 --> 1:02:56.000]  Very, very exciting.
[1:02:56.000 --> 1:03:01.000]  We just launched this Friday morning right before Ron Paul was on with us.
[1:03:01.000 --> 1:03:09.000]  So also in this latest post that New V for Victory posters under it,
[1:03:09.000 --> 1:03:14.000]  there's a link to a subpage of one of my MySpace, excuse me, Facebook pages.
[1:03:14.000 --> 1:03:19.000]  And when you click on that, it takes you to where literally, I said 30 or 40.
[1:03:19.000 --> 1:03:20.000]  It's more like 100.
[1:03:20.000 --> 1:03:22.000]  I count during a break.
[1:03:22.000 --> 1:03:26.000]  Different V for Victory designs have been posted.
[1:03:26.000 --> 1:03:30.000]  Just amazing artist and folks out there standing up for liberty.
[1:03:30.000 --> 1:03:32.000]  So pick whatever version you want.
[1:03:32.000 --> 1:03:35.000]  Other folks have made an R for resistance.
[1:03:35.000 --> 1:03:37.000]  Next they'll say R is satanic.
[1:03:37.000 --> 1:03:42.000]  But I think the R for resistance is a great poster that's in there as well.
[1:03:42.000 --> 1:03:47.000]  So you do whatever you want to get the word out about the New World Order.
[1:03:47.000 --> 1:03:51.000]  But now is the time, just like the French hanging up posters in the dead of night,
[1:03:51.000 --> 1:03:54.000]  to say we don't have solidarity with this corrupt takeover.
[1:03:54.000 --> 1:03:56.000]  We don't agree with what's happening.
[1:03:56.000 --> 1:03:59.000]  And it's just another, look at the Obama poster deal.
[1:03:59.000 --> 1:04:05.000]  It was on hundreds of TV stations, hundreds, hundreds of news articles written about it, hundreds.
[1:04:05.000 --> 1:04:11.000]  From Japan to the U.S., from Mexico to the Netherlands, from England to South Africa,
[1:04:11.000 --> 1:04:14.000]  they posted our Obama Joker.
[1:04:14.000 --> 1:04:18.000]  And it took this godlike figure, they were trying to sell us through tyranny,
[1:04:18.000 --> 1:04:21.000]  and showed his real face.
[1:04:21.000 --> 1:04:24.000]  And it's all that simple.
[1:04:24.000 --> 1:04:28.000]  The Sons of Liberty, for about 15 years before the Revolutionary War,
[1:04:28.000 --> 1:04:34.000]  posted flyers decrying the king and showing that he was just in a piece of garbage.
[1:04:34.000 --> 1:04:35.000]  Same thing.
[1:04:35.000 --> 1:04:36.000]  We're getting involved.
[1:04:36.000 --> 1:04:38.000]  It's resistance is victory.
[1:04:38.000 --> 1:04:40.000]  You lift weights, it's resistance.
[1:04:40.000 --> 1:04:41.000]  You get stronger.
[1:04:41.000 --> 1:04:42.000]  Resistance is victory.
[1:04:42.000 --> 1:04:47.000]  That's why we're doing this with the answer to 1984's 1776 contest.
[1:04:47.000 --> 1:04:51.000]  And it's all a cooperative effort for liberty, and the globalists can't stop that.
[1:04:51.000 --> 1:04:54.000]  The TSA's launching their own contest, trying to get you involved,
[1:04:54.000 --> 1:04:56.000]  helping them, the people are standing up.
[1:05:00.000 --> 1:05:04.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[1:05:04.000 --> 1:05:08.000]  This is our last chance to not relive history.
[1:05:08.000 --> 1:05:13.000]  We're finishing off this agenda that we're pulling the rug from underneath the Americans at home.
[1:05:13.000 --> 1:05:17.000]  I've turned a tremendous influence on our president in Congress,
[1:05:17.000 --> 1:05:19.000]  and they really are calling the shots.
[1:05:19.000 --> 1:05:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[1:05:24.000 --> 1:05:27.000]  For the Republic identifies the enemies of our nation.
[1:05:27.000 --> 1:05:32.000]  The criminal offshore cartel held bent on destroying sovereignty,
[1:05:32.000 --> 1:05:34.000]  and on its ashes constructing world government.
[1:05:34.000 --> 1:05:36.000]  Tim Geithner, Bernanke, and Arsonists.
[1:05:36.000 --> 1:05:39.000]  They're asking for more matches, and the Congress is saying,
[1:05:39.000 --> 1:05:40.000]  who do we make the check out to?
[1:05:40.000 --> 1:05:42.000]  Today seems like nobody does care.
[1:05:42.000 --> 1:05:47.000]  And right now in Washington, D.C., we have seen a fall of the Republic.
[1:05:47.000 --> 1:05:52.000]  Get your copy of Full of the Republic on DVD at infowars.com,
