[00:00:08.192 --> 00:00:10.593]  Wow, Friday.
[00:52:58.909 --> 00:52:59.909]  White House statement.
[00:52:59.909 --> 00:53:05.393]  President Trump is condemned to violence in all forms and it's sad that others like Johnny Depp have not followed his lead.
[00:53:05.393 --> 00:53:06.935]  I hope that some of Mr. Depp's
[00:53:08.137 --> 00:53:12.040]  Colleagues will speak out against this type of rhetoric.
[00:53:12.040 --> 00:53:15.903]  Well, maybe people like Kurt Russell.
[00:53:15.903 --> 00:53:18.725]  Maybe people like Rick Linklater.
[00:53:18.725 --> 00:53:21.867]  Maybe people like Clint Eastwood.
[00:53:23.373 --> 00:53:25.515]  Maybe folks like Bruce Willis.
[00:53:25.515 --> 00:53:31.640]  But those guys kind of come out every once in a while and just say something that makes sense about America, and then like a turtle pull their head back in.
[00:53:31.640 --> 00:53:38.765]  I'm not telling Clint Eastwood what he should do, but I know he served in Korea and did a lot of other great things for this country, and I know he's a listener.
[00:53:38.765 --> 00:53:43.369]  Clint Eastwood should... I mean, if he wants to fight for the country, now more than ever.
[00:53:44.457 --> 00:53:48.560]  I wouldn't associate with people like Tom Hanks, who needs you, not the other way around.
[00:53:48.560 --> 00:53:50.582]  Tom Hanks is the globalist piece of filth.
[00:53:50.582 --> 00:53:52.143]  It's time to stop associating with them.
[00:53:52.143 --> 00:53:54.945]  I wouldn't be part of the whole Hollywood combine.
[00:53:54.945 --> 00:53:58.007]  They need you, not the other way around.
[00:53:58.007 --> 00:53:59.969]  And I would come out and speak out about all this.
[00:53:59.969 --> 00:54:07.975]  And we need Kurt Russell, who I know is super smart, and I know is a listener of the show, to just come out and say, this is wrong, this is cultic, this is out of control.
[00:54:07.975 --> 00:54:12.698]  James Woods goes on Fox like once every two years.
[00:54:12.698 --> 00:54:13.639]  Puts out a lot of great tweets.
[00:54:14.872 --> 00:54:16.133]  You can tell he's fighting for this country.
[00:54:16.133 --> 00:54:17.634]  We need James Woods.
[00:54:17.634 --> 00:54:18.915]  Always loved James Woods.
[00:54:18.915 --> 00:54:25.381]  It's funny, like, every actor I ever really liked, like Clint Eastwood, Kurt Russell, James Woods, I didn't really even know their politics growing up, but those were the actors I liked.
[00:54:25.381 --> 00:54:27.542]  I didn't like Hollywood movies.
[00:54:27.542 --> 00:54:31.425]  Schwarzenegger, I thought his movies were okay, but, you know, he's a big liberal, fake conservative.
[00:54:31.425 --> 00:54:32.686]  Don't like Schwarzenegger.
[00:54:32.686 --> 00:54:39.412]  But everybody I always instinctively liked, it turned out, was a patriot.
[00:54:39.412 --> 00:54:41.614]  But it's still all just make-believe.
[00:54:42.892 --> 00:54:49.855]  And the reason we love these actors is that we were celebrating humanity, and who they remind us of in our own lives.
[00:54:49.855 --> 00:54:51.836]  That's it.
[00:54:51.836 --> 00:54:53.977]  But we don't live by watching that.
[00:54:53.977 --> 00:55:00.999]  We live by having our own lives, our own destiny, and having wide-eyed wonderment in the universe.
[00:55:00.999 --> 00:55:08.863]  And not just being purely competitive creatures, but to be competitive to build a better world, and to be strong, and to say no to tyrants.
[00:55:08.863 --> 00:55:11.824]  Because most so-called competitive men join the power structure.
[00:55:12.708 --> 00:55:17.610]  They think that's competitive to amass more money for themselves while they sell out their own culture.
[00:55:17.610 --> 00:55:27.894]  Real power, real manhood, real alpha leadership is bucking the trend when it's the right thing to do and not caring what the crowd says.
[00:55:27.894 --> 00:55:34.976]  You think I care when Hollywood scum attack me and when a pack of liars say I'm worthless and I'm evil and I'm bad?
[00:55:34.976 --> 00:55:38.718]  Telling the truth to the face of tyranny is
[00:55:40.376 --> 00:55:42.239]  The true act of resistance.
[00:55:42.239 --> 00:55:46.626]  George Orwell said, in a world of universal deceit, telling the truth is a revolutionary act.
[00:55:48.015 --> 00:55:49.776]  And that's so true today.
[00:55:49.776 --> 00:55:54.379]  So again, all of you, the InfoWars listeners, you are why they hate InfoWars.
[00:55:54.379 --> 00:56:04.205]  Because you are diverse, you have diverse backgrounds, diverse ancestry, diverse culture, diverse religion, but you know evil when you see it.
[00:56:04.205 --> 00:56:07.066]  You have a soul that wants to resist tyranny.
[00:56:07.066 --> 00:56:11.409]  And they know you are tens upon tens upon tens of millions just in the U.S.
[00:56:12.904 --> 00:56:18.390]  I walk down the street now in Austin and every third person wants to shake my hand or get a photo.
[00:56:18.390 --> 00:56:23.176]  I walk down the street and I hear people listening to me on their phones.
[00:56:23.176 --> 00:56:27.741]  They'll pull earbuds out and I'll be sitting next to a guy and he goes, I'm just listening to you.
[00:56:27.741 --> 00:56:31.646]  Then I walk outside and the person in my car is listening.
[00:56:33.337 --> 00:56:53.640]  Imagine if they took action, if they spread links, if they started their own podcast, if they called in to C-SPAN, if they... Whatever the case is, if they bought some of the products, because only a fraction of the listeners are buying the Super Blue Fluoride Free Game Changing Coil Silver Iodine Toothpaste, or the Emrix Essentials, or X2, the good halogen that changed my life so much.
[00:56:54.461 --> 00:56:59.705]  Frankly, I got really lazy taking it because it made me lose like 35 pounds on top of the 30 I'd lost.
[00:56:59.705 --> 00:57:00.706]  Then I work out a lot less.
[00:57:00.706 --> 00:57:05.149]  I'm starting to put a few back on because, I mean, it's just, it sped up my metabolic system.
[00:57:05.149 --> 00:57:07.751]  It's such a detoxifier.
[00:57:07.751 --> 00:57:08.852]  Most people are deficient.
[00:57:08.852 --> 00:57:11.554]  Most of the iodine in the environment you don't actually absorb.
[00:57:11.554 --> 00:57:12.235]  This you do.
[00:57:12.235 --> 00:57:13.395]  It's amazing.
[00:57:13.395 --> 00:57:16.678]  It's very powerful, though, so consult your health care provider or do your own research.
[00:57:16.678 --> 00:57:18.840]  SurvivalShieldX2 at InfoWarsLife.com.
[00:57:21.249 --> 00:57:24.095]  Or call toll free, 888-253-3139.
[00:57:24.095 --> 00:57:25.659]  And quite frankly, I don't know how long we'll be able to get it.
[00:57:26.570 --> 00:57:28.971]  From this rare earth crystal source, quite frankly.
[00:57:28.971 --> 00:57:33.272]  And there's other stuff going on, so I might not even be able to... X2 might not exist in six months.
[00:57:33.272 --> 00:57:35.272]  I don't want to say that just to sell it.
[00:57:35.272 --> 00:57:36.453]  I'm not.
[00:57:36.453 --> 00:57:39.733]  I don't know if X2, quite frankly, is going to be available.
[00:57:39.733 --> 00:57:40.474]  It's just going to be gone.
[00:57:40.474 --> 00:57:43.154]  We can go back to the old seaweed base.
[00:57:43.154 --> 00:57:46.075]  It's very pure, very clean, but not as strong.
[00:57:46.075 --> 00:57:47.516]  But if you want X2, it's available.
[00:57:47.516 --> 00:57:49.756]  Infowarslife.com or 888-253-3139, and your purchase again.
[00:57:53.632 --> 00:57:55.333]  That's everything we do here possible.
[00:57:55.333 --> 00:57:57.814]  Then again, I'm wearing this t-shirt today.
[00:57:57.814 --> 00:58:07.819]  I thought because the Civil War pretty much started, I ought to just put on, you know, combat gear here, metaphysically, but also just to note that that's what it's all about, ladies and gentlemen.
[00:58:07.819 --> 00:58:13.022]  Towards Washington, with the Reeves around him, honoring our great founder.
[00:58:13.022 --> 00:58:15.543]  All he did is an example against tyranny.
[00:58:15.543 --> 00:58:19.265]  Then Infowars.com over the heart and on the back.
[00:58:19.265 --> 00:58:22.146]  My free speech doesn't end when you get offended.
[00:58:22.146 --> 00:58:23.187]  Infowars.com.
[00:58:24.375 --> 00:58:27.138]  So I believe this is the most important shirt we've got.
[00:58:27.138 --> 00:58:33.304]  We don't even hardly sell it, but it's got really high quality fabric, but it costs a little bit more.
[00:58:33.304 --> 00:58:35.766]  And I believe this is a shirt everyone needs.
[00:58:35.766 --> 00:58:36.347]  We'll be back.
[00:58:36.347 --> 00:58:37.328]  Please spread the word.
[00:58:37.328 --> 00:58:39.830]  It is an info war and you are the key to it all.
[00:58:39.830 --> 00:58:41.111]  Second hour straight ahead.
[00:58:41.111 --> 00:58:43.474]  Please support our local affiliates.
[00:58:43.474 --> 00:58:45.255]  Visit GCNlive.com today.
[00:58:50.694 --> 00:58:56.177]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:58:56.177 --> 00:58:57.017]  I take this.
[00:58:57.017 --> 00:58:58.158]  My family takes this.
[00:58:58.158 --> 00:59:02.440]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:59:02.440 --> 00:59:06.882]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:59:07.042 --> 00:59:11.684]  If I ever forget to take them, I have a noticeable difference.
[00:59:11.684 --> 00:59:12.805]  I don't feel good.
[00:59:12.805 --> 00:59:16.567]  The nascent iodine is one of the ones that was life-changing for me.
[00:59:16.567 --> 00:59:19.268]  Yeah, I actually have just run out of my Super Female.
[00:59:19.268 --> 00:59:25.051]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:59:25.051 --> 00:59:28.012]  Very exciting, feeling great, looking good.
[00:59:28.012 --> 00:59:31.554]  And I know my hair is luxurious once again.
[00:59:31.554 --> 00:59:33.795]  So, obviously, the Super Female is amazing.
[00:59:33.795 --> 00:59:34.155]  I love it.
[00:59:34.295 --> 00:59:37.096]  Nascent Iodine is essential.
[00:59:37.096 --> 00:59:38.116]  Survival Shield X2.
[00:59:38.116 --> 00:59:43.777]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[00:59:43.777 --> 00:59:45.938]  It's got a five-star rating.
[00:59:45.938 --> 00:59:47.178]  It's a win-win.
[00:59:47.178 --> 00:59:51.519]  Infowarslife.com.
[00:59:51.519 --> 00:59:54.120]  You're listening to the Alex Jones Show.
[01:00:03.559 --> 01:00:05.681]  Man, I am so psynched with Trump.
[01:00:05.681 --> 01:00:15.148]  Discover trends and global developments years before they happen, right here on the Alex Jones Show.
[01:00:15.148 --> 01:00:19.071]  And I'm the big bad monster, I'm the big bad wolf, I'm the bad guy.
[01:00:19.071 --> 01:00:21.993]  So said the MSM that lies continually, so I'm pretty honored.
[01:00:21.993 --> 01:00:25.595]  You know, I say I'm psynched with Trump, this is common sense.
[01:00:25.595 --> 01:00:27.337]  This morning I meant to open the show.
[01:00:29.312 --> 01:00:35.342]  Offering to campaign for Nancy Pelosi to stay in the Speakership of the House of Representatives.
[01:00:35.342 --> 01:00:38.527]  She was previously that, now she's the Democratic leader.
[01:00:38.527 --> 01:00:41.592]  I was going to campaign for her to remain the Democratic leader.
[01:00:44.212 --> 01:00:49.955]  Because obviously she's such a doddering, corrupt, out-of-touch, Looney Tunes piece of work.
[01:00:49.955 --> 01:00:52.256]  Democratic fundraisings at an all-time low.
[01:00:52.256 --> 01:00:55.717]  They've thrown every bit of money they had in the last four special elections and failed.
[01:00:55.717 --> 01:00:58.759]  And sure enough, POTUS made the same point.
[01:00:58.759 --> 01:01:04.922]  It would be a very, very sad day for Republicans if Nancy Pelosi steps down, says Trump.
[01:01:04.922 --> 01:01:06.483]  That's up on DrudgeReport.com.
[01:01:06.483 --> 01:01:09.184]  I want to post this on InfoWars.com.
[01:01:09.184 --> 01:01:11.605]  Trump meets with top CEOs.
[01:01:11.605 --> 01:01:13.406]  So we're going to get that video and play that for you.
[01:01:16.361 --> 01:01:18.723]  Oh my gosh, that is so delicious.
[01:01:18.723 --> 01:01:22.405]  So that's just some of the news that's up on Drudge.
[01:01:22.405 --> 01:01:26.287]  Some of the other news, Johnny Depp jokes about Trump assassination backlash.
[01:01:26.287 --> 01:01:27.788]  Yeah, I hope nobody kills him.
[01:01:27.788 --> 01:01:30.830]  I mean, you know, he is calling for civil war and murder.
[01:01:30.830 --> 01:01:32.832]  We're pushing it, part of the trend.
[01:01:32.832 --> 01:01:35.093]  Eleventh Hollywood star to imagine violence.
[01:01:35.093 --> 01:01:37.234]  Yeah, that's a good article, I'm going to go over that.
[01:01:37.234 --> 01:01:40.376]  MSNBC president like suicide bomber.
[01:01:40.376 --> 01:01:42.358]  Federal Republican congressman attacked, threatened.
[01:01:43.649 --> 01:01:44.911]  I'm going to go over all those.
[01:01:44.911 --> 01:01:52.820]  Update, Democratic official caught saying, I'm glad Scalise got shot.
[01:01:52.820 --> 01:01:53.881]  I mean, that's what's going on.
[01:01:53.881 --> 01:01:55.303]  That's the trend for civil war.
[01:01:56.937 --> 01:02:00.778]  Then we've got Pelosi, we've got President Trump saying, keep her!
[01:02:00.778 --> 01:02:19.942]  But see, I almost didn't want to come celebrate this, because the Democrats might get wise and get rid of her, but see, there's such a dictatorship of Schumer in the Senate, and Pelosi in the House, and then David Brock's like the brain that like runs their, you know, their operations and stuff, and you know, the skeletons all, you know, meet there.
[01:02:21.886 --> 01:02:22.106]  I don't
[01:02:44.929 --> 01:02:50.950]  Well, let's just say he doesn't have as powerful a demon in him as his father.
[01:02:50.950 --> 01:02:52.691]  He has like a slimer demon or something.
[01:02:52.691 --> 01:02:56.971]  He's got like a little, some kind of little goblin creature spirit.
[01:02:56.971 --> 01:03:00.232]  I mean, we're talking about rat-level creatures here.
[01:03:00.232 --> 01:03:08.674]  But, what does it say about us if rat-crazed, spirit-cooking, Aleister Crowley-loving little dweebies
[01:03:09.778 --> 01:03:11.698]  Who've drank their own wimp Kool-Aid.
[01:03:11.698 --> 01:03:14.399]  They want to pull down the whole universe because they're such wimps.
[01:03:14.399 --> 01:03:15.419]  They're so ugly.
[01:03:15.419 --> 01:03:17.220]  They're so twisted.
[01:03:17.220 --> 01:03:20.361]  They want to pull everybody else down so they can feel powerful above it.
[01:03:20.361 --> 01:03:21.961]  It's not going to work that way.
[01:03:21.961 --> 01:03:27.242]  We've had so much prosperity dumbos that people kind of tolerated you.
[01:03:27.242 --> 01:03:28.883]  They didn't want to look at you.
[01:03:28.883 --> 01:03:33.104]  But now, now you will face the full fury.
[01:03:39.706 --> 01:03:42.488]  And I've been waiting for this a long time.
[01:03:42.488 --> 01:03:48.152]  Now we're going to go to break soon and come back with Max Keiser from Mexico City.
[01:03:48.152 --> 01:03:54.516]  And then I've got a powerful Joe Rogan clip I meant to get to yesterday that I've got to play about Evergreen College and the mental illness by design.
[01:03:54.516 --> 01:03:58.960]  And then I've got a powerful, when I say powerful, am I overusing the word?
[01:03:58.960 --> 01:04:05.805]  Very important, poignant, thought-provoking piece by George Garland that I'd never heard
[01:04:06.900 --> 01:04:08.903]  With him on politics, political correctness, and more.
[01:04:08.903 --> 01:04:14.150]  We're going to air both of those this hour after Max Keiser leaves us.
[01:04:14.150 --> 01:04:19.157]  If the water doesn't rise over Bear Creek, or if the hair doesn't lip the Admiral.
[01:04:19.157 --> 01:04:21.921]  They say, oh don't use those old fashioned British terms, it hurts my hair lip.
[01:04:22.765 --> 01:04:24.386]  Not meant to hurt someone with a hair lip.
[01:04:24.386 --> 01:04:26.407]  It's an old saying.
[01:04:26.407 --> 01:04:31.769]  And we've got to start using the old sayings or they're going to have a monopoly on words and tell us what words to use.
[01:04:31.769 --> 01:04:33.510]  It's total tyranny.
[01:04:33.510 --> 01:04:35.251]  It's control of language.
[01:04:35.251 --> 01:04:36.992]  It's out of control by design.
[01:04:36.992 --> 01:04:47.077]  And then Michael Malice, an expert on North Korea, the unauthorized biography on Dear Leader, that's the name of the book, will be joining us on the nightmare, I mean the heaven,
[01:04:47.998 --> 01:04:51.943]  of the utopic communist country of North Korea.
[01:04:51.943 --> 01:04:57.732]  We'll also look at the implosion of other wonderlands like Cuba and Venezuela.
[01:05:00.155 --> 01:05:03.977]  Wow, you're going to love the latest idea out of the EU.
[01:05:03.977 --> 01:05:14.561]  Ska Keller, a German member of the European Parliament and of the Green Party, said we should transplant entire villages from Syria to Germany and that would encourage more migrants to enter Germany.
[01:05:14.561 --> 01:05:15.842]  Listen to these quotes.
[01:05:15.842 --> 01:05:23.645]  The idea of Syrian villages is only one possibility we can use, for example, if refugees don't want to go to a country alone that has no other refugees.
[01:05:23.905 --> 01:05:29.387]  People would rather go where compatriots already live, which makes integration and acceptance easier.
[01:05:29.387 --> 01:05:31.388]  Let's look at these three compatriots.
[01:05:31.388 --> 01:05:32.648]  From Paul Joseph Watson.
[01:05:32.648 --> 01:05:33.048]  Sweden.
[01:05:33.048 --> 01:05:35.989]  Migrants viciously beat disabled men while calling him racist.
[01:05:35.989 --> 01:05:42.191]  Three compatriot refugees attempted to steal a homeless man's wallet in a train station during an incident which took place last month.
[01:05:42.191 --> 01:05:49.214]  The handicapped man was kicked and punched and received a vicious uppercut as one of the migrants lectured him about war on Muslims and how all Swedes were racist.
[01:05:49.534 --> 01:05:51.438]  Now how's that for acceptance?
[01:05:51.438 --> 01:05:54.703]  You can read both articles now on InfoWars.com.
[01:05:54.703 --> 01:05:57.869]  Roger reporting for InfoWars.com and InfoWars Nightly News.
[01:05:59.264 --> 01:06:09.871]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[01:06:09.871 --> 01:06:11.932]  That's why I'm introducing Z-SHIELD.
[01:06:11.932 --> 01:06:14.794]  Toxic Metal and Chemical Defense Support.
[01:06:14.794 --> 01:06:16.275]  It's made in the USA.
[01:06:16.275 --> 01:06:19.417]  It's filled with known compounds from nature that are
[01:06:19.657 --> 01:06:23.100]  Absolutely associated with detoxifying the body and it supports the info war.
[01:06:23.100 --> 01:06:25.181]  It is a classical 360 win.
[01:06:25.181 --> 01:06:34.889]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[01:06:34.889 --> 01:06:47.218]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America,
[01:06:47.398 --> 01:06:51.700]  To reignite those brush fires to the next level, and to be healthy and as focused as you can be.
[01:06:51.700 --> 01:06:55.002]  Thanks to your support and your prayers, together, we're changing the world.
[01:06:55.002 --> 01:06:56.583]  Now it's time to change our bodies.
[01:06:56.583 --> 01:06:57.263]  With a Z-Shield.
[01:06:57.263 --> 01:06:59.064]  At InfoWarsLive.com.
[01:06:59.064 --> 01:07:08.169]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:07:08.169 --> 01:07:16.274]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:07:16.554 --> 01:07:21.436]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:07:21.436 --> 01:07:28.218]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:07:28.218 --> 01:07:35.401]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:07:35.401 --> 01:07:42.243]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:07:42.423 --> 01:07:46.910]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:07:46.910 --> 01:07:50.294]  Available in original or with our immune support infusion blend.
[01:07:50.294 --> 01:07:56.603]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:07:56.603 --> 01:07:58.286]  Available at Infowarslife.com
[01:08:00.916 --> 01:08:07.382]  From the front lines of the Information War, it's Alex Jones.
[01:08:27.459 --> 01:08:35.368]  MSNBC's Alyssa Jordan, who was married to Michael Hastings, she was formerly a top aide on the National Security Council for Obama.
[01:08:38.186 --> 01:08:41.807]  She is saying that Trump is like a suicide bomber.
[01:08:41.807 --> 01:08:51.030]  We have another MSNBC host saying ISIS should target Trump properties like Trump Tower, but he's violent, he's like a suicide bomber.
[01:08:51.030 --> 01:08:57.232]  That's coming up in a moment, then Max Keiser joins us from Mexico City with breaking news on the economy, politics, and more.
[01:08:57.232 --> 01:09:00.453]  Always interesting and informative when Max Keiser joins us.
[01:09:00.453 --> 01:09:01.733]  But first, here's Johnny Depp.
[01:09:02.802 --> 01:09:14.507]  A guy from Kentucky, trying to have a kind of quasi-Atlantic accent, British accent, talking about getting Trump in the dark, stomping on him with Doc Martens.
[01:09:14.507 --> 01:09:16.888]  I mean, there's a longer clip, we played it last hour.
[01:09:16.888 --> 01:09:19.849]  And then saying, has an actor killed a president?
[01:09:19.849 --> 01:09:26.292]  So, it's all part of this pushing the narrative, and you've got Democrats getting caught saying they hope Scalise dies, and you've got
[01:09:27.386 --> 01:09:33.730]  When Trump says, you know, let's have prayers for him and his family, and for the police officers, and then the Democrats boo and hiss.
[01:09:33.730 --> 01:09:40.615]  I mean, these are truly sickening people who are incredibly wimpy, is the other part.
[01:09:40.615 --> 01:09:43.296]  Most of them don't have jobs, most of them are mentally ill.
[01:09:43.296 --> 01:09:50.141]  I mean, you go to a Democratic Party event, it looks like, it looks like Day of the Dead.
[01:09:50.141 --> 01:09:51.742]  Especially, especially the young people.
[01:09:51.742 --> 01:09:52.982]  It's very, very sad.
[01:09:52.982 --> 01:09:53.683]  What has happened?
[01:09:53.683 --> 01:09:54.704]  Well, look at Johnny Depp!
[01:09:55.560 --> 01:09:58.912]  He looks like a cross between a meth head and a lot lizard.
[01:10:00.173 --> 01:10:03.215]  You know, that you mix in with a child molester creeping around in a white van.
[01:10:03.215 --> 01:10:08.357]  I'm not saying he's a child molester, but Johnny Depp looks like a child molester.
[01:10:08.357 --> 01:10:11.979]  And he's all shaken from all the drugs he's taken and can hardly talk.
[01:10:11.979 --> 01:10:17.421]  What's going to happen if somebody walks up to him because they don't like him pushing Civil War and pumps a bunch of bullets into him?
[01:10:17.421 --> 01:10:24.464]  Or God forbid, don't blame the Second Amendment, they walk up and pull out a double-edged dagger and just grab him by the back of the head and start running it into him.
[01:10:24.464 --> 01:10:25.525]  I hope that doesn't happen.
[01:10:26.365 --> 01:10:28.826]  Because they're all hoping for violence and stuff.
[01:10:28.826 --> 01:10:29.806]  I'm scared of violence.
[01:10:29.806 --> 01:10:32.427]  I don't want anything to do with it.
[01:10:32.427 --> 01:10:36.689]  Now let's go ahead and, uh, because we're winning the Info War so good, why would we have that?
[01:10:36.689 --> 01:10:39.170]  But don't worry, there'll be time enough for whatever they want.
[01:10:39.170 --> 01:10:40.991]  I'm sure they're gonna get what they want.
[01:10:40.991 --> 01:10:45.272]  Here's, uh, Johnny Creeper Van Depp.
[01:10:45.272 --> 01:10:46.833]  I think he needs help.
[01:10:51.963 --> 01:10:55.985]  A lot of wonderful dark, dark places you could go.
[01:10:55.985 --> 01:11:02.989]  A lot of Doc Martens in the, uh... It's just a question.
[01:11:02.989 --> 01:11:04.670]  I'm not insinuating anything.
[01:11:04.670 --> 01:11:06.171]  By the way, this is gonna be in the press.
[01:11:06.171 --> 01:11:08.753]  It'll be horrible.
[01:11:08.753 --> 01:11:10.934]  But I'd like, I like that you're all a part of it.
[01:11:10.934 --> 01:11:16.417]  When was the last time an actor assassinated a president?
[01:11:16.417 --> 01:11:18.598]  Connie thinks it's so cool.
[01:11:18.598 --> 01:11:20.039]  For some drug addict.
[01:11:25.520 --> 01:11:31.148]  Now, I want to clarify, I'm not an actor.
[01:11:31.148 --> 01:11:32.990]  I lie for a living.
[01:11:32.990 --> 01:11:37.336]  No, what you are is a rotten-toothed little snake.
[01:11:37.336 --> 01:11:37.937]  It's been a while.
[01:11:40.179 --> 01:11:43.002]  I mean, just look at him trying to act cool.
[01:11:43.002 --> 01:11:46.265]  They all try to dress like gypsies, and it's just... Give me a break!
[01:11:46.265 --> 01:11:47.626]  Get a job, man!
[01:11:47.626 --> 01:11:57.735]  $600 million that you didn't give to charity, that you blew and lost because you're such a moron, and you've got all these fake supposed friends around you.
[01:12:01.769 --> 01:12:11.255]  Imagine just waddling around acting cool like Johnny Depp does all day, when if he didn't have the money and he wasn't in movies, people go, oh look, there's another junkie!
[01:12:11.255 --> 01:12:12.976]  There's another meth mouth!
[01:12:12.976 --> 01:12:18.659]  There's another rotten-toothed, know-it-all piece of crap that wants a war with hard-working people!
[01:12:20.196 --> 01:12:25.560]  Because all the degenerate Hollywood folks hate Christians, that's why they hate Russia, that's why they hate America.
[01:12:25.560 --> 01:12:29.142]  They're a bunch of devil-worshipping crap.
[01:12:29.142 --> 01:12:33.025]  And America is scraping it off the bottom of our shoes.
[01:12:33.025 --> 01:12:36.327]  And pretty soon, Hollywood's going to be totally bankrupt.
[01:12:36.327 --> 01:12:45.133]  Everybody should stop seeing their movies, should stop watching what they do, should just only analyze their propaganda so folks know it's poison.
[01:12:45.133 --> 01:12:48.376]  And just point out, that's poison, that's death, that's destruction.
[01:12:49.235 --> 01:12:52.536]  Now, here is Michael Hastings' wife.
[01:12:52.536 --> 01:12:53.156]  Remember his car?
[01:12:53.156 --> 01:12:56.476]  It blew up going down the road?
[01:12:56.476 --> 01:12:58.777]  Joe Biggs was at the funeral.
[01:12:58.777 --> 01:13:00.497]  She said, I'm going to get these bastards.
[01:13:00.497 --> 01:13:01.497]  They killed him.
[01:13:01.497 --> 01:13:04.058]  But then when she went on Piers Morgan, she said, oh, nothing happened.
[01:13:04.058 --> 01:13:05.838]  It was totally normal.
[01:13:05.838 --> 01:13:10.439]  Now she's saying the president's like a suicide bomber, and he doesn't ever keep his word.
[01:13:10.439 --> 01:13:15.180]  No, that's why they're mad, is because he's really keeping his word on almost every agenda.
[01:13:16.007 --> 01:13:20.931]  And then Congress is blocking him on tax cuts and things like that, but the regulations are the equivalent of tax cuts.
[01:13:20.931 --> 01:13:21.252]  Here it is.
[01:13:22.113 --> 01:13:23.714]  The broadcast, I said bluff.
[01:13:23.714 --> 01:13:25.436]  I said the president was bluffing.
[01:13:25.436 --> 01:13:27.538]  I may have been perhaps too fair.
[01:13:27.538 --> 01:13:32.542]  It would seem as if the president may have been lying all along about the existence of these tapes.
[01:13:32.542 --> 01:13:39.188]  No, he's just wasting, he wasted the country's collective time speculating over whether these tapes existed or not.
[01:13:39.188 --> 01:13:42.390]  It's a sad day when you cannot depend on the president's word.
[01:13:42.390 --> 01:13:47.855]  And my advice would just be to Republicans who do cozy up to him, it's just like hugging a suicide bomber.
[01:13:47.855 --> 01:13:49.657]  He blows you up in the process with him.
[01:13:50.277 --> 01:13:52.317]  It's like, that's a little strong, Elise.
[01:13:52.317 --> 01:14:02.619]  Yeah, I mean, this is not, I mean, look at what, if you go out on a limb, if you're a Republican who went out on a limb and defended Donald Trump over saying, well, he's got tapes that are going to back up his point of view.
[01:14:02.619 --> 01:14:03.419]  I'll keep going, yeah.
[01:14:03.419 --> 01:14:05.620]  No, no, exactly.
[01:14:05.620 --> 01:14:13.621]  She knows a lot about bombs because her husband got blown up and I'm sad that happened.
[01:14:13.621 --> 01:14:15.922]  But if you hug Trump, he blows you up.
[01:14:15.922 --> 01:14:16.702]  He lies to you.
[01:14:18.902 --> 01:14:27.589]  No, he said you better be careful there aren't tapes because he knew what he really said to Comey and he bluffed Comey.
[01:14:27.589 --> 01:14:29.911]  Into telling the truth.
[01:14:29.911 --> 01:14:31.893]  That he didn't try to obstruct justice.
[01:14:31.893 --> 01:14:32.913]  So what did the MSM do?
[01:14:32.913 --> 01:14:34.535]  They just said it's not real.
[01:14:34.535 --> 01:14:36.476]  Comey never said that he didn't obstruct.
[01:14:36.476 --> 01:14:37.217]  Comey never said that.
[01:14:37.217 --> 01:14:38.398]  Really, I have the clips.
[01:14:38.398 --> 01:14:41.420]  Maybe we should play them again.
[01:14:41.420 --> 01:14:45.684]  That's how stupid they think we are.
[01:14:45.684 --> 01:14:46.725]  Now continuing here.
[01:14:49.036 --> 01:14:55.121]  I want to deal with some other issues that are very, very important.
[01:14:55.121 --> 01:15:01.647]  We're going to do that at about 40 after when Max Keiser leaves us.
[01:15:01.647 --> 01:15:06.011]  DWS says Jay Johnson is wrong in every respect.
[01:15:06.011 --> 01:15:08.052]  That's Debbie Wasserman Schultz.
[01:15:08.052 --> 01:15:10.675]  And that no one requested access to DNC servers.
[01:15:10.675 --> 01:15:12.256]  Remember all that?
