[00:00:01.536 --> 00:00:08.164]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:30:40.456 --> 00:30:45.221]  Folks, I really believe in the solar-powered generators offered by Solutions from Science, one of my oldest sponsors.
[00:30:45.501 --> 00:30:49.668]  You can get more information at www.mysolarbackup.com.
[00:30:49.668 --> 00:30:51.471]  That's mysolarbackup.com.
[00:30:51.471 --> 00:30:53.714]  Remember, the government doesn't own the sun.
[00:30:53.714 --> 00:30:56.058]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:30:59.801 --> 00:31:03.383]  Alex told you the government announced recently that the recession is over.
[00:31:03.383 --> 00:31:04.684]  It ended on June of 2009.
[00:31:04.684 --> 00:31:09.087]  The millions of Americans unable to find work might not agree.
[00:31:09.087 --> 00:31:14.710]  Perhaps the recession ended for the bankers and government employees, but for the rest of us, things seem to be getting worse.
[00:31:15.691 --> 00:31:16.151]  We're good to go.
[00:31:34.249 --> 00:31:39.531]  You and your family need food to survive a crisis and you can't eat paper, stocks or metals.
[00:31:39.531 --> 00:31:44.892]  Alex has been urging you to invest in delicious easy fix meals to enjoy now or save for long term.
[00:31:44.892 --> 00:31:48.094]  This will freeze the cost of your food while you can still afford it.
[00:31:48.094 --> 00:31:51.054]  Visit efoodsdirect.com on the internet or call 800-409-5633.
[00:31:51.054 --> 00:31:51.855]  That's efoodsdirect.com or 800-409-5633.
[00:31:59.177 --> 00:32:00.338]  A very wealthy U.S.
[00:32:00.338 --> 00:32:07.040]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:32:07.040 --> 00:32:09.842]  He says it will change everything about our lives.
[00:32:09.842 --> 00:32:15.204]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:32:15.204 --> 00:32:18.265]  Now this man has made some outrageous predictions over the years.
[00:32:18.265 --> 00:32:20.326]  The crazy part is, he's usually right.
[00:32:20.566 --> 00:32:26.830]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:32:26.830 --> 00:32:30.192]  In fact, Barron's called his work a dire prophecy.
[00:32:30.192 --> 00:32:35.976]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:32:35.976 --> 00:32:37.617]  And it's a real eye-opener.
[00:32:37.617 --> 00:32:38.917]  I can't stress this enough.
[00:32:38.917 --> 00:32:41.599]  You should at least watch this free video online today.
[00:32:41.599 --> 00:32:43.020]  He explains everything you need to know.
[00:32:43.280 --> 00:32:45.802]  Including simple steps you can take to protect yourself.
[00:32:45.802 --> 00:32:50.424]  You can find the video at www.EndOfAmerica3.com.
[00:32:50.424 --> 00:32:53.026]  That's End of America, the number three, dot com.
[00:32:53.026 --> 00:32:56.889]  Watch the free video at www.EndOfAmerica3.com.
[00:32:56.889 --> 00:33:00.951]  That's EndOfAmerica3.com.
[00:33:00.951 --> 00:33:04.533]  Coast to coast, direct from Austin.
[00:33:04.533 --> 00:33:07.735]  You're listening to the Alex Jones Broadcasting Network.
[00:33:26.578 --> 00:33:28.940]  It's Sunday, March the 6th.
[00:33:28.940 --> 00:33:30.681]  It's the Alex Jones Show live.
[00:33:30.681 --> 00:33:33.383]  I'm Paul Joseph Watson filling in for Alex.
[00:33:33.383 --> 00:33:35.404]  We'll be going to your calls shortly.
[00:33:35.404 --> 00:33:35.945]  The number is 877-789-2539.
[00:33:35.945 --> 00:33:38.567]  We'll be going to Henry in Canada and Ty in New York.
[00:33:43.470 --> 00:33:57.020]  But we have Alex Jones calling in to discuss this Bill O'Reilly clip and the big smear attempt, tag team, faux left-right attack on InfoWars between Fox News and Media Matters.
[00:33:57.020 --> 00:34:06.147]  Alex, what do you think about the fact that Bill O'Reilly claims he's never heard of you or what you do, when in fact you're completely creaming him on Alexa?
[00:34:06.147 --> 00:34:13.133]  InfoWars.com is 43,000 places higher in the rankings than BillOReilly.com.
[00:34:13.633 --> 00:34:18.516]  Well, to be clear, some of the biggest newspapers in the country aren't as big as InfoWars.com.
[00:34:18.516 --> 00:34:19.556]  It's rated in the U.S.
[00:34:19.556 --> 00:34:24.639]  about 400, just to give people an idea of how huge it is.
[00:34:24.639 --> 00:34:25.840]  And it's growing exponentially.
[00:34:25.840 --> 00:34:28.221]  But we don't normally get into these media wars.
[00:34:28.221 --> 00:34:30.862]  And, of course, I've got a stomach bug, so I'm out today.
[00:34:30.862 --> 00:34:35.104]  I appreciate you filling in, Paul, but I feel better, so I'm calling in.
[00:34:35.104 --> 00:34:36.645]  I just want to point out that I'm glad.
[00:34:36.645 --> 00:34:40.687]  I mean, I'm sad that he's lying and that when he lied, they all laughed about it.
[00:34:40.687 --> 00:34:41.788]  But I'm glad.
[00:34:42.665 --> 00:34:55.033]  That when the White House a month ago put out a press release attacking our story about carbon taxes and the shutdown of power plants being associated with the blackouts during the cold weather.
[00:34:56.275 --> 00:34:58.376]  I'm glad that they didn't give me credit in there.
[00:34:58.376 --> 00:35:08.259]  They just said, oh, an unreputable source, even though we all know it was Drudge, Lincoln Goss, and the Heritage Foundation, and then the major Texas power authority came out and said that I was correct days later.
[00:35:08.259 --> 00:35:08.779]  I'm glad.
[00:35:08.779 --> 00:35:13.781]  They're so scared of me that they just said a source so evil that we won't even link to him.
[00:35:13.781 --> 00:35:15.601]  And it's the same thing with Bill O'Reilly.
[00:35:15.601 --> 00:35:16.862]  It's the same thing with all these people.
[00:35:16.862 --> 00:35:22.663]  They're so scared of us that he would disdain his dwindling audience of about a million and a half people.
[00:35:22.663 --> 00:35:24.464]  It was five million six, seven years ago.
[00:35:25.004 --> 00:35:31.467]  That he would sit there and lie to them and tell them we don't know who this guy is when they're playing a clip of me from The View.
[00:35:31.467 --> 00:35:32.807]  But here's the issue.
[00:35:32.807 --> 00:35:34.668]  It almost discredits me to go on The View.
[00:35:34.668 --> 00:35:37.069]  It discredits me if O'Reilly did endorse me.
[00:35:37.069 --> 00:35:42.431]  Politico, last year when they were trying to destroy Rand Paul, the mainstream media was, in a Senate race.
[00:35:43.058 --> 00:35:44.660]  He said, well what can bring down Rand Paul?
[00:35:44.660 --> 00:35:49.746]  And I said, one thing, if the mainstream media endorses him, attacking his approval ratings will go up.
[00:35:49.746 --> 00:35:50.927]  And that actually happened.
[00:35:50.927 --> 00:35:55.532]  Bill Clinton went to campaign against him, and he gained about six points in a week.
[00:35:55.532 --> 00:35:57.294]  The more lies they put out, the higher he went.
[00:35:57.294 --> 00:35:59.036]  You guys are discredited.
[00:35:59.036 --> 00:35:59.777]  You're a joke.
[00:36:00.297 --> 00:36:05.421]  And that's the bottom line, and that's why all over the place they dare not speak our name, they dare not talk about us.
[00:36:05.421 --> 00:36:17.609]  Forget just internet numbers, forget having the number one podcast with over 400,000 every day, forget being number one on ShotKast with over 300,000 tuning into live streams a day, forget the fact that we're on over 80 AM and FM stations now.
[00:36:17.609 --> 00:36:21.392]  Bill O'Reilly had to leave talk radio because the audience was too smart for him.
[00:36:21.392 --> 00:36:23.294]  The guy only had a few million listeners when he left.
[00:36:23.294 --> 00:36:24.975]  We're up to 4 million a week now.
[00:36:24.975 --> 00:36:27.977]  We are the underdog coming from behind, climbing up the mountain.
[00:36:29.033 --> 00:36:29.433]  We're good to go.
[00:36:44.439 --> 00:36:52.344]  He warned people about the New World Order decades ago, but it is true that most of his audience is nearing the grave.
[00:36:52.344 --> 00:36:55.666]  Most of Fox News' audience is nearing the grave.
[00:36:55.666 --> 00:37:00.308]  We're out there reaching out to the young people, and that's why they're so scared.
[00:37:00.308 --> 00:37:07.072]  There's a lot of older folks out there that know more about this than somebody who's 37 like myself or 28 like yourself, Paul.
[00:37:07.072 --> 00:37:09.414]  It's just that they are hating their audience.
[00:37:09.414 --> 00:37:10.434]  They are disdainful.
[00:37:10.434 --> 00:37:11.415]  They constantly lie.
[00:37:12.116 --> 00:37:13.438]  Here's one more example.
[00:37:13.438 --> 00:37:14.461]  I've seen Fox News.
[00:37:15.544 --> 00:37:20.145]  I've seen all the major channels when Ron Paul, two years in a row, won the straw poll.
[00:37:20.145 --> 00:37:22.846]  In fact, the guys could queue it up for the next segment if you want.
[00:37:22.846 --> 00:37:26.707]  And they had to apologize when we pointed it out a month ago, or three and a half weeks ago.
[00:37:26.707 --> 00:37:29.388]  We pointed it out at InfoWars.com.
[00:37:29.388 --> 00:37:30.529]  They weren't going to apologize.
[00:37:30.529 --> 00:37:32.169]  Two days later, they were forced to.
[00:37:32.169 --> 00:37:40.011]  They took booing and basically dubbed it over Ron Paul to make it look like he was booed when he was not booed when he won the straw poll.
[00:37:40.011 --> 00:37:41.532]  They took another year
[00:37:42.407 --> 00:37:44.208]  Last year, where he bit Mitt Romney again.
[00:37:44.208 --> 00:37:46.971]  This time, he beat him by even more.
[00:37:46.971 --> 00:37:51.014]  And they stuck a microphone right with the Mitt Romney crowd and had them boo last year.
[00:37:51.014 --> 00:37:53.235]  This year, they got caught trying to do it, so it got shut down.
[00:37:53.235 --> 00:37:56.718]  So they just aired the old tape of Ron Paul being booed last year.
[00:37:56.718 --> 00:37:59.080]  And since then, I listen to talk radio.
[00:37:59.080 --> 00:38:00.361]  I listen to talk radio news.
[00:38:00.361 --> 00:38:02.142]  I listen to Fox News on the radio.
[00:38:02.142 --> 00:38:03.463]  I listen to all of it.
[00:38:03.883 --> 00:38:11.127]  And you never hear him talk about Ron Paul even being a contender when he's in first or second poll, in Gallup, you name it.
[00:38:11.127 --> 00:38:15.870]  This is why they have no audience, because they don't care.
[00:38:15.870 --> 00:38:19.973]  They work for the big military industrial banking complex that took this country over, Paul.
[00:38:20.613 --> 00:38:39.448]  And it's their job to suppress us while the banks steal $28 trillion, Bloomberg reported, and gut this country while they put their Obama EAS emergency kill switches on all the radio and TV, as they announce he's going to start cutting into the media broadcast, as they put 9,000 telescreens in Walmarts saying, spy on your neighbors, if this isn't a police state, what is?
[00:38:39.448 --> 00:38:46.754]  As the TSA, as we told you a decade ago, or nine years ago, rolls out on the streets of America strip-searching children on the side of the highway
[00:38:47.014 --> 00:38:55.077]  This is the Federal Gestapo force as three different Senators, Jay Rockefeller and others, call for quote, ending the internet as we know it.
[00:38:55.077 --> 00:39:00.279]  As they call for an end to free speech on talk radio, with the Ferris Doctrine being reinstituted.
[00:39:00.279 --> 00:39:04.780]  As they call for FCC regulation of the web and restricting access to our websites.
[00:39:04.780 --> 00:39:13.503]  As the White House regulations our Cass Sunstein openly comes out, Paul, and says arrest people that don't believe in man-made global warming, or that 9-11 is an inside job.
[00:39:13.503 --> 00:39:14.464]  I mean, this is crazy.
[00:39:14.464 --> 00:39:15.364]  These people are tired
[00:39:15.404 --> 00:39:16.284]  We're good to go.
[00:39:40.573 --> 00:39:46.597]  It was in the Ottawa Sun and Associated Press two weeks ago, that, oh, they did sign a North American Union SPP agreement.
[00:39:46.597 --> 00:39:48.238]  In fact, Paul, I'll have to read it later.
[00:39:48.238 --> 00:39:53.241]  That said, they're going to have foreign troops patrol America to, quote, deal with American protesters.
[00:39:53.241 --> 00:39:54.382]  Foreign troops.
[00:39:54.382 --> 00:39:57.204]  Foreign troops training to come and take your guns.
[00:39:57.204 --> 00:39:58.265]  I've been to the drills.
[00:39:58.265 --> 00:40:01.307]  The point is, now they're announcing it to you all over the news.
[00:40:01.307 --> 00:40:03.248]  Watson, we're in a fight for the Republic.
[00:40:03.248 --> 00:40:04.389]  You're in a fight for England.
[00:40:04.389 --> 00:40:05.910]  You're in a fight for every free country.
[00:40:05.910 --> 00:40:07.911]  And if people recognize it and realize the incredible
[00:40:08.351 --> 00:40:10.914]  Historical position we're in, we can win this thing.
[00:40:10.914 --> 00:40:18.461]  So I'm glad that I'm the person, they dare not speak my name, because they know we have a lot of liberty in our hearts and minds, and we're setting bushfires everywhere.
[00:40:18.461 --> 00:40:19.382]  God bless you, Paul Watson.
[00:40:20.689 --> 00:40:22.690]  Okay, thanks Alex.
[00:40:22.690 --> 00:40:48.207]  And yeah, but what's even more dangerous and disconcerting than Fox News and Bill O'Reilly is the fact that Media Matters, the admitted White House propaganda front group, their own founders admit that's what they are, piggybacked onto this Bill O'Reilly smear and are now using it to ring-fence what they define as thought crime.
[00:40:48.207 --> 00:40:49.188]  Again, using 9-11
[00:40:51.357 --> 00:40:51.597]  I'm
[00:41:08.723 --> 00:41:21.433]  Media Matters hit piece, they imply that Napolitano is wrong because he agrees with Jones that Obama wants to start a wider global war to expand the empire.
[00:41:21.433 --> 00:41:24.735]  Again, according to them, that's another thought crime.
[00:41:24.735 --> 00:41:38.226]  Even as the Predator drone strikes accelerate under Obama, even as special forces invade Libya, and even as George Soros, the billionaire globalist who funds Media Matters to the tune of millions of dollars,
[00:41:38.726 --> 00:41:45.454]  Calls for the Iranian government to be toppled in, quote, the bloodiest of revolutions.
[00:41:45.454 --> 00:41:50.620]  So, you know, when I watch Bill O'Reilly smear Alex Jones, I don't really get that angry.
[00:41:50.620 --> 00:41:52.543]  He's old media.
[00:41:52.543 --> 00:41:55.045]  He's rapidly losing his influence.
[00:41:56.926 --> 00:42:21.300]  He's rapidly becoming irrelevant and he doesn't really try to hide the fact that he's becoming irrelevant, but it's the fact that media matters hide their propaganda behind this bluster of being non-partisan, you know, legitimate, grassroots, progressive, and do it in a manner as if they're some righteous organization standing up against hateful extremists, when in fact
[00:42:21.880 --> 00:42:28.083]  They're funded directly by a dirty globalist who is inciting bloodshed in Iran.
[00:42:28.083 --> 00:42:36.266]  And their own stated purpose, which they admit to, is to drive home the Obama White House's message and agenda.
[00:42:36.266 --> 00:42:42.408]  Let's see if Media Matters in their next hit piece will address those statements.
[00:42:42.408 --> 00:42:47.631]  We'll be back with your calls on the Alex Jones Show on this Sunday, March 6th.
[00:42:47.631 --> 00:42:48.571]  Edition.
[00:42:48.571 --> 00:42:49.331]  Don't go away.
[00:42:49.331 --> 00:42:49.992]  PrisonPlanet.tv.
[00:43:02.011 --> 00:43:05.972]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:43:05.972 --> 00:43:14.833]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:43:14.833 --> 00:43:19.454]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:43:19.454 --> 00:43:30.256]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:43:30.916 --> 00:43:40.419]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[00:43:40.419 --> 00:43:45.840]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:43:45.840 --> 00:43:53.342]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:43:53.342 --> 00:43:55.743]  That's www.SilverLungs.com.
[00:44:01.198 --> 00:44:05.219]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:44:05.219 --> 00:44:08.460]  This is our last chance to not relive history.
[00:44:08.460 --> 00:44:13.241]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:44:13.241 --> 00:44:19.642]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:44:19.642 --> 00:44:21.883]  I think it's incumbent upon all of us
[00:44:22.403 --> 00:44:24.044]  Tim Geithner, Bernanke, they're arsonists!
[00:44:24.044 --> 00:44:25.145]  They're asking for more matches!
[00:44:25.145 --> 00:44:27.446]  And the Congress is saying, who do we make the check out to?
[00:44:41.334 --> 00:44:48.602]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the Republic.
[00:44:48.602 --> 00:44:57.732]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[00:44:59.704 --> 00:45:04.267]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:45:04.267 --> 00:45:05.168]  Number 1.
[00:45:05.168 --> 00:45:08.590]  New climate legislation could easily double or triple your electric bill.
[00:45:08.590 --> 00:45:09.471]  Number 2.
[00:45:09.471 --> 00:45:14.354]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:45:14.354 --> 00:45:15.094]  It's true.
[00:45:15.094 --> 00:45:19.978]  Total government control of electricity in the name of smart grid technology is coming.
[00:45:19.978 --> 00:45:20.798]  Number 3.
[00:45:20.798 --> 00:45:24.380]  In some areas of the country, the power grid is dangerously overloaded.
[00:45:24.380 --> 00:45:28.083]  And now, new socialist legislation is only compounding the problem.
[00:45:28.283 --> 00:45:29.083]  Number 4.
[00:45:29.083 --> 00:45:31.844]  Dangerous weather is always a threat to local grids.
[00:45:31.844 --> 00:45:35.525]  Every year, thousands of families lose their power from weather-related outages.
[00:45:35.525 --> 00:45:36.305]  Number 5.
[00:45:36.305 --> 00:45:40.446]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:45:40.446 --> 00:45:45.508]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:45:45.508 --> 00:45:49.689]  You can get more information at www.mysolarbackup.com.
[00:45:49.689 --> 00:45:51.470]  That's mysolarbackup.com.
[00:45:51.470 --> 00:45:56.071]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-866-422-9000.
[00:45:56.451 --> 00:46:00.733]  A very wealthy U.S.
[00:46:00.733 --> 00:46:07.656]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:46:07.656 --> 00:46:10.217]  He says it will change everything about our lives.
[00:46:10.217 --> 00:46:15.600]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:46:15.600 --> 00:46:18.641]  Now this man has made some outrageous predictions over the years.
[00:46:18.641 --> 00:46:20.702]  The crazy part is, he's usually right.
[00:46:20.942 --> 00:46:27.207]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:46:27.207 --> 00:46:30.569]  In fact, Barron's called his work a dire prophecy.
[00:46:30.569 --> 00:46:36.353]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:46:36.353 --> 00:46:37.994]  And it's a real eye-opener.
[00:46:37.994 --> 00:46:39.295]  I can't stress this enough.
[00:46:39.295 --> 00:46:41.977]  You should at least watch this free video online today.
[00:46:41.977 --> 00:46:46.200]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:46:46.200 --> 00:46:48.242]  You can find the video at www.
[00:46:48.982 --> 00:46:50.802]  End of America 3.com.
[00:46:50.802 --> 00:46:53.383]  That's End of America, the number 3.com.
[00:46:53.383 --> 00:46:57.264]  Watch the free video at www.EndOfAmerica3.com.
[00:46:57.264 --> 00:47:01.064]  That's EndOfAmerica3.com.
[00:47:01.064 --> 00:47:02.605]  Coast to Coast.
[00:47:02.605 --> 00:47:04.645]  Direct from Austin.
[00:47:04.645 --> 00:47:07.866]  You're listening to the Alex Jones Broadcasting Network.
[00:47:20.168 --> 00:47:24.791]  This is our land.
[00:47:24.791 --> 00:47:28.114]  These are our people.
[00:47:28.114 --> 00:47:28.894]  The workers.
[00:47:28.894 --> 00:47:31.977]  The strivers.
[00:47:31.977 --> 00:47:34.659]  The builders.
[00:47:34.659 --> 00:47:38.121]  These are our people.
[00:47:38.121 --> 00:47:41.464]  Who are they?
[00:47:41.464 --> 00:47:44.286]  They are the dark armies.
[00:47:44.286 --> 00:47:47.108]  The dark murdering armies whose only honor
[00:47:47.944 --> 00:47:50.365]  It's intrusive.
[00:47:50.365 --> 00:47:52.266]  The answer to 1984 is 1776.
[00:47:52.266 --> 00:47:54.887]  You're listening to The Alex Jones Show.
[00:48:05.265 --> 00:48:12.149]  Paul Jones of Quartersome filling in for Alex Jones on this Sunday, March the 6th edition of the Alex Jones Show.
[00:48:12.149 --> 00:48:19.773]  We're talking about old media versus new media in light of this Bill O'Reilly smear attack on Alex Jones.
[00:48:19.773 --> 00:48:27.798]  And of course Media Matters hijacking it, piggybacking on it to launch their own smear against Alex Jones.
[00:48:27.798 --> 00:48:32.301]  And since Media Matters is so keen on identifying thought crimes,
[00:48:32.921 --> 00:48:37.726]  Which if you merely mention them makes you an extremist in their eyes.
[00:48:37.726 --> 00:48:53.122]  Will it now become a thought crime to point out that Media Matters and the group that owns it themselves admit that they are not a genuine independent media organisation and that they're nothing more than an overly abused whore for the Obama White House?
[00:48:53.883 --> 00:49:05.488]  I mean, to claim that Media Matters is a legitimate media outfit is like claiming that the White House Press Office is an independent media outfit.
[00:49:05.488 --> 00:49:08.209]  I mean, Media Matters is state media.
[00:49:08.209 --> 00:49:09.589]  It's a government front.
[00:49:09.589 --> 00:49:12.431]  They're no better than Chinese state media.
[00:49:12.431 --> 00:49:17.833]  And in fact they're worse, because at least Chinese state media doesn't pretend to be anything else.
[00:49:19.315 --> 00:49:24.840]  I mean, the Obama White House is the pimp, and the likes of Media Matters and Think Progress are the whores.
[00:49:24.840 --> 00:49:27.362]  That's why they're constantly attackers.
[00:49:27.362 --> 00:49:29.324]  They're obsessed with it.
[00:49:29.324 --> 00:49:34.729]  And if we're so irrelevant, as Bill O'Reilly makes out, then why attackers at all?
[00:49:34.729 --> 00:49:37.171]  First they ignore you, then they attack you, then you win.
[00:49:38.894 --> 00:49:48.617]  And judging by the Alexa numbers in comparison with both Bill O'Reilly and Media Matters, there's no doubt that we are winning.
[00:49:48.617 --> 00:49:50.097]  Henry in Canada.
[00:49:50.097 --> 00:49:50.817]  You're on the air.
[00:49:50.817 --> 00:49:51.597]  Go ahead, Henry.
[00:49:51.597 --> 00:49:55.739]  Oh, AJ.
[00:49:55.739 --> 00:49:57.439]  InfoWars.com.
[00:49:57.439 --> 00:50:00.840]  Setting brush fires in the minds of men.
[00:50:00.840 --> 00:50:01.440]  That's right.
[00:50:01.440 --> 00:50:02.740]  What's on your mind today?
[00:50:02.740 --> 00:50:08.022]  I'd be careful about saying that, though, because George Soros might get the wrong idea and think you were talking about arson.
[00:50:09.795 --> 00:50:10.535]  Well, exactly.
[00:50:10.535 --> 00:50:12.215]  I mean, we're the extremists.
[00:50:12.215 --> 00:50:19.257]  It's like Media Matters with the Poplowski smear, which every other independent publication had to retract.
[00:50:19.257 --> 00:50:21.477]  Indeed, mainstream publications did.
[00:50:21.477 --> 00:50:25.718]  And Media Matters failed to do so completely.
[00:50:25.718 --> 00:50:27.258]  What's on your mind, Henry?
[00:50:27.258 --> 00:50:32.519]  I just wanted to say cheerio, mate, and to leave a message of resistance from Canada.
[00:50:32.519 --> 00:50:34.500]  Just to say that we're
[00:50:36.004 --> 00:50:37.365]  Doing banner hangs.
[00:50:37.365 --> 00:50:39.047]  We're handing out DVDs.
[00:50:39.047 --> 00:50:41.149]  I woke up a quarter of my high school.
[00:50:41.149 --> 00:50:42.411]  We're spray painting roads.
[00:50:42.411 --> 00:50:45.213]  We're having an effect.
[00:50:45.213 --> 00:50:46.294]  Good to hear it.
[00:50:46.294 --> 00:50:51.320]  And we've seen innumerable excellent videos for the
[00:50:52.805 --> 00:50:53.806]  V for Victory!
[00:51:11.576 --> 00:51:22.024]  DHS and Homeland Security and Janet Napolitano see fit to stick their messages up in Walmart and Superbowl and everywhere else, so why shouldn't we?
[00:51:22.024 --> 00:51:32.132]  And it's about making them know that we're here and making everyone realise that, you know, they're not isolated in this fight, in the info war.
[00:51:32.132 --> 00:51:33.934]  Thanks for the call, Henry.
[00:51:33.934 --> 00:51:36.176]  Ty in New York, you're on the air, go ahead, Ty.
[00:51:37.202 --> 00:51:39.303]  Yeah, hey Paul, thanks for having the call.
[00:51:39.303 --> 00:51:48.590]  Yeah, I mean, I think when you talk about these groups, you know, again, Media Matters, Fox News, like you said many times here, these are just propaganda outlets.
[00:51:48.590 --> 00:51:53.693]  So the fact that they're not mentioning what's going on, you know, that's part of what they do.
[00:51:53.693 --> 00:51:55.154]  They create a reality.
[00:51:55.154 --> 00:51:57.856]  They don't observe or really report truth.
[00:51:57.856 --> 00:52:00.158]  And I think that's why they are failing.
[00:52:00.158 --> 00:52:03.340]  Because they have websites, and as you say, they have resources.
[00:52:03.940 --> 00:52:11.727]  But no one wants to hear it, you know, in the sense that, you know, people gravitate away from the lies and the way that they're controlling language.
[00:52:11.727 --> 00:52:15.911]  I mean, you know, these are the people that have given us the term humanitarian warfare.
[00:52:15.911 --> 00:52:17.012]  I mean, what does that even mean?
[00:52:18.817 --> 00:52:27.824]  Well exactly, and I mean, it's not like it's me saying that Media Matters is an Obama White House propaganda front.
[00:52:27.824 --> 00:52:33.709]  They admit it, they're proud of it, and then in the next breath they say they're non-partisan.
[00:52:33.709 --> 00:52:37.392]  If you go on Sourcewatch.org and type in Media Matters,
[00:52:38.052 --> 00:52:55.682]  All the quotes from the people who founded their organisation, the likes of Jennifer Palmieri and John Podesta and the Centre for American Progress, they admit that their mission is to carry the domestic and foreign policy agenda of the Obama White House.
[00:52:55.682 --> 00:52:57.183]  So they're proud of the fact.
[00:52:57.843 --> 00:53:10.752]  You know, we see it now with them obsessively attacking us and then George Soros calls for bloody revolution in Iran and then they attack us for saying that Obama wants to expand the empire.
[00:53:10.752 --> 00:53:13.674]  So the hypocrisy is unrelenting.
[00:53:13.674 --> 00:53:15.175]  Anything else on your mind, Ty?
[00:53:16.284 --> 00:53:22.289]  Yeah, you know, when it comes to Libya, I mean, I'm not surprised about the SAS there at all.
[00:53:22.289 --> 00:53:26.513]  I'm sure there's a lot of special forces activity from the U.S.
[00:53:26.513 --> 00:53:29.636]  This has to be a fact, even if it's just recon.
[00:53:29.636 --> 00:53:35.441]  And the fact remains that, you know, I don't know if they're, I mean, they're with the rebels or they're captured by the rebels.
[00:53:35.441 --> 00:53:37.803]  You know, if they're being held by rebels,
[00:53:38.678 --> 00:53:40.359]  Are they not with Gaddafi?
[00:53:40.359 --> 00:53:42.480]  I mean, you know, where are the royalties lying here?
[00:53:42.480 --> 00:53:44.861]  I mean, the whole thing's just so ambiguous.
[00:53:44.861 --> 00:53:55.845]  I didn't know if you had any thoughts on that specifically, or... You know, I mean, I just think this whole thing... And I have, and again, I'm sorry, one quick other point is, I've seen some footage, but it just doesn't seem to be covered.
[00:53:55.845 --> 00:53:58.026]  I mean, you're here, but you don't see.
[00:53:58.026 --> 00:54:01.527]  Egypt was just 24-7, you know, you could see everything.
[00:54:01.527 --> 00:54:03.448]  Here, I... I don't see much.
[00:54:03.448 --> 00:54:05.229]  So the whole thing just seems rather ambiguous.
[00:54:06.601 --> 00:54:33.971]  Well the thing about the SAS soldiers, they've apparently been detained by rebels and the explanation is that some of these rebels do not want any kind of foreign intervention because they fear that Gaddafi will seize upon that as evidence that there's a western military intervention which will then allow him to rally the rest of the population around patriotic fervour.
[00:54:33.971 --> 00:54:35.412]  So there's some truth in that.
[00:54:36.092 --> 00:54:43.237]  But the fact is we reported last week that the SAS, the Special Forces, were going in.
[00:54:43.237 --> 00:54:56.806]  They went in on the 22nd and the 23rd into Benghazi and at the same time there was this whole media debate about should we send in troops for humanitarian aid and they were already in the country for a week!
[00:54:57.853 --> 00:55:10.148]  And humanitarian aid certainly becomes more pressing when it involves a country that has the largest oil reserves on the entire continent of Africa.
[00:55:10.148 --> 00:55:11.670]  Thanks for the call, Ty.
[00:55:11.670 --> 00:55:13.372]  We're going to go to John in Missouri.
[00:55:13.372 --> 00:55:14.273]  You're on the air, John.
[00:55:14.273 --> 00:55:14.694]  Go ahead.
[00:55:15.402 --> 00:55:16.343]  Hey, thanks a lot.
[00:55:16.343 --> 00:55:22.048]  I want to say, I woke up a short time ago, but ever since then I've been working hard.
[00:55:22.048 --> 00:55:30.655]  The first thing I want to say to people out there, Americans and everybody globally, but specifically for the Americans, I have to say one thing.
[00:55:30.655 --> 00:55:38.202]  I pledge allegiance to the flag of the United States of America and to the Republic for which it stands,
