whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:39:05.480 --> 00:39:06.480]   airfield.
[00:39:06.480 --> 00:39:07.480]   I
[00:39:07.480 --> 00:39:08.480]   have
[00:39:08.480 --> 00:39:09.480]   to
[00:39:09.480 --> 00:39:10.480]   leave
[00:39:10.480 --> 00:39:11.480]   on
[00:39:11.480 --> 00:39:12.480]   the
[00:39:12.480 --> 00:39:13.480]   Syrian
[00:39:13.480 --> 00:39:14.480]   airfield.
[00:39:14.480 --> 00:39:15.480]   I
[00:39:15.480 --> 00:39:16.480]   have
[00:39:16.480 --> 00:39:17.480]   to
[00:39:17.480 --> 00:39:18.480]   leave
[00:39:18.480 --> 00:39:19.480]   on
[00:39:19.480 --> 00:39:20.480]   the
[00:39:20.480 --> 00:39:21.480]   Syrian
[00:39:21.480 --> 00:39:22.480]   airfield.
[00:39:22.480 --> 00:39:23.480]   I
[00:39:23.480 --> 00:39:24.480]   have
[00:39:24.480 --> 00:39:25.480]   to
[00:39:25.480 --> 00:39:26.480]   leave
[00:39:26.480 --> 00:39:27.480]   on
[00:39:27.480 --> 00:39:28.480]   the
[00:39:28.480 --> 00:39:29.480]   Syrian
[00:39:29.480 --> 00:39:30.480]   airfield.
[00:39:30.480 --> 00:39:31.480]   I
[00:39:31.480 --> 00:39:32.480]   have
[00:39:32.480 --> 00:39:33.480]   to
[00:39:33.480 --> 00:39:34.480]   leave
[00:39:34.480 --> 00:39:35.480]   on
[00:39:35.480 --> 00:39:36.480]   the
[00:39:36.480 --> 00:39:37.480]   Syrian
[00:39:37.480 --> 00:39:38.480]   airfield.
[00:39:38.480 --> 00:39:39.480]   I
[00:39:39.480 --> 00:39:40.480]   have
[00:39:40.480 --> 00:39:41.480]   to
[00:39:41.480 --> 00:39:42.480]   leave
[00:39:42.480 --> 00:39:43.480]   on
[00:39:43.480 --> 00:39:44.480]   the
[00:39:44.480 --> 00:39:45.480]   Syrian
[00:39:45.480 --> 00:39:46.480]   airfield.
[00:39:46.480 --> 00:39:47.480]   I
[00:39:47.480 --> 00:39:48.480]   have
[00:39:48.480 --> 00:39:49.480]   to
[00:39:49.480 --> 00:39:50.480]   leave
[00:39:50.480 --> 00:39:51.480]   on
[00:39:51.480 --> 00:39:52.480]   the
[00:39:52.480 --> 00:39:53.480]   Syrian
[00:39:53.480 --> 00:39:54.480]   airfield.
[00:39:54.480 --> 00:39:55.480]   I
[00:39:55.480 --> 00:39:56.480]   have
[00:39:56.480 --> 00:39:57.480]   to
[00:39:57.480 --> 00:39:58.480]   leave
[00:39:58.480 --> 00:39:59.480]   on
[00:39:59.480 --> 00:40:00.480]   the
[00:40:00.480 --> 00:40:01.480]   Syrian
[00:40:01.480 --> 00:40:02.480]   airfield.
[00:40:02.480 --> 00:40:03.480]   I
[00:40:03.480 --> 00:40:04.480]   have
[00:40:04.480 --> 00:40:05.480]   to
[00:40:05.480 --> 00:40:06.480]   leave
[00:40:06.480 --> 00:40:07.480]   on
[00:40:07.480 --> 00:40:08.480]   the
[00:40:08.480 --> 00:40:09.480]   Syrian
[00:40:09.480 --> 00:40:10.480]   airfield.
[00:40:10.480 --> 00:40:11.480]   I
[00:40:11.480 --> 00:40:12.480]   have
[00:40:12.480 --> 00:40:13.480]   to
[00:40:13.480 --> 00:40:14.480]   leave
[00:40:14.480 --> 00:40:15.480]   on
[00:40:15.480 --> 00:40:16.480]   the
[00:40:16.480 --> 00:40:17.480]   Syrian
[00:40:17.480 --> 00:40:18.480]   airfield.
[00:40:18.480 --> 00:40:19.480]   I
[00:40:19.480 --> 00:40:20.480]   have
[00:40:20.480 --> 00:40:21.480]   to
[00:40:21.480 --> 00:40:22.480]   leave
[00:40:22.480 --> 00:40:23.480]   on
[00:40:23.480 --> 00:40:24.480]   the
[00:40:24.480 --> 00:40:25.480]   Syrian
[00:40:25.480 --> 00:40:26.480]   airfield.
[00:40:26.480 --> 00:40:27.480]   I
[00:40:27.480 --> 00:40:28.480]   have
[00:40:28.480 --> 00:40:29.480]   to
[00:40:29.480 --> 00:40:30.480]   leave
[00:40:30.480 --> 00:40:31.480]   on
[00:40:31.480 --> 00:40:32.480]   the
[00:40:32.480 --> 00:40:33.480]   Syrian
[00:40:33.480 --> 00:40:34.480]   airfield.
[00:40:34.480 --> 00:40:35.480]   I
[00:40:35.480 --> 00:40:36.480]   have
[00:40:36.480 --> 00:40:37.480]   to
[00:40:37.480 --> 00:40:38.480]   leave
[00:40:38.480 --> 00:40:39.480]   on
[00:40:39.480 --> 00:40:40.480]   the
[00:40:40.480 --> 00:40:41.480]   Syrian
[00:40:41.480 --> 00:40:42.480]   airfield.
[00:40:42.480 --> 00:40:43.480]   I
[00:40:43.480 --> 00:40:44.480]   have
[00:40:44.480 --> 00:40:45.480]   to
[00:40:45.480 --> 00:40:46.480]   leave
[00:40:46.480 --> 00:40:47.480]   on
[00:40:47.480 --> 00:40:48.480]   the
[00:40:48.480 --> 00:40:49.480]   Syrian
[00:40:49.480 --> 00:40:50.480]   airfield.
[00:40:50.480 --> 00:40:51.480]   I
[00:40:51.480 --> 00:40:52.480]   have
[00:40:52.480 --> 00:40:53.480]   to
[00:40:53.480 --> 00:40:54.480]   leave
[00:40:54.480 --> 00:40:55.480]   on
[00:40:55.480 --> 00:40:56.480]   the
[00:40:56.480 --> 00:40:57.480]   Syrian
[00:40:57.480 --> 00:40:58.480]   airfield.
[00:40:58.480 --> 00:40:59.480]   I
[00:40:59.480 --> 00:41:00.480]   have
[00:41:00.480 --> 00:41:01.480]   to
[00:41:01.480 --> 00:41:02.480]   leave
[00:41:02.480 --> 00:41:03.480]   on
[00:41:03.480 --> 00:41:04.480]   the
[00:41:04.480 --> 00:41:05.480]   Syrian
[00:41:05.480 --> 00:41:06.480]   airfield.
[00:41:06.480 --> 00:41:07.480]   I
[00:41:07.480 --> 00:41:08.480]   have
[00:41:08.480 --> 00:41:09.480]   to
[00:41:09.480 --> 00:41:10.480]   leave
[00:41:10.480 --> 00:41:11.480]   on
[00:41:11.480 --> 00:41:12.480]   the
[00:41:12.480 --> 00:41:13.480]   Syrian
[00:41:13.480 --> 00:41:14.480]   airfield.
[00:41:14.480 --> 00:41:15.480]   I
[00:41:15.480 --> 00:41:16.480]   have
[00:41:16.480 --> 00:41:17.480]   to
[00:41:17.480 --> 00:41:18.480]   leave
[00:41:18.480 --> 00:41:19.480]   on
[00:41:19.480 --> 00:41:20.480]   the
[00:41:20.480 --> 00:41:21.480]   Syrian
[00:41:21.480 --> 00:41:22.480]   airfield.
[00:41:22.480 --> 00:41:23.480]   I
[00:41:23.480 --> 00:41:24.480]   have
[00:41:24.480 --> 00:41:25.480]   to
[00:41:25.480 --> 00:41:26.480]   leave
[00:41:26.480 --> 00:41:27.480]   on
[00:41:27.480 --> 00:41:28.480]   the
[00:41:28.480 --> 00:41:29.480]   Syrian
[00:41:29.480 --> 00:41:30.480]   airfield.
[00:41:30.480 --> 00:41:31.480]   I
[00:41:31.480 --> 00:41:32.480]   have
[00:41:32.480 --> 00:41:33.480]   to
[00:41:33.480 --> 00:41:34.480]   leave
[00:41:34.480 --> 00:41:35.480]   on
[00:41:35.480 --> 00:41:36.480]   the
[00:41:36.480 --> 00:41:37.480]   Syrian
[00:41:37.480 --> 00:41:38.480]   airfield.
[00:41:38.480 --> 00:41:39.480]   I
[00:41:39.480 --> 00:41:40.480]   have
[00:41:40.480 --> 00:41:41.480]   to
[00:41:41.480 --> 00:41:42.480]   leave
[00:41:42.480 --> 00:41:43.480]   on
[00:41:43.480 --> 00:41:44.480]   the
[00:41:44.480 --> 00:41:45.480]   Syrian
[00:41:45.480 --> 00:41:46.480]   airfield.
[00:41:46.480 --> 00:41:47.480]   I
[00:41:47.480 --> 00:41:48.480]   have
[00:41:48.480 --> 00:41:49.480]   to
[00:41:49.480 --> 00:41:50.480]   leave
[00:41:50.480 --> 00:41:51.480]   on
[00:41:51.480 --> 00:41:52.480]   the
[00:41:52.480 --> 00:41:53.480]   Syrian
[00:41:53.480 --> 00:41:54.480]   airfield.
[00:41:54.480 --> 00:41:55.480]   I
[00:41:55.480 --> 00:41:56.480]   have
[00:41:56.480 --> 00:41:57.480]   to
[00:41:57.480 --> 00:41:58.480]   leave
[00:41:58.480 --> 00:41:59.480]   on
[00:41:59.480 --> 00:42:00.480]   the
[00:42:00.480 --> 00:42:01.480]   Syrian
[00:42:01.480 --> 00:42:02.480]   airfield.
[00:42:02.480 --> 00:42:03.480]   I
[00:42:03.480 --> 00:42:04.480]   have
[00:42:04.480 --> 00:42:05.480]   to
[00:42:05.480 --> 00:42:06.480]   leave
[00:42:06.480 --> 00:42:07.480]   on
[00:42:07.480 --> 00:42:08.480]   the
[00:42:08.480 --> 00:42:09.480]   Syrian
[00:42:09.480 --> 00:42:10.480]   airfield.
[00:42:10.480 --> 00:42:11.480]   I
[00:42:11.480 --> 00:42:12.480]   have
[00:42:12.480 --> 00:42:13.480]   to
[00:42:13.480 --> 00:42:14.480]   leave
[00:42:14.480 --> 00:42:15.480]   on
[00:42:15.480 --> 00:42:16.480]   the
[00:42:16.480 --> 00:42:17.480]   Syrian
[00:42:17.480 --> 00:42:18.480]   airfield.
[00:42:18.480 --> 00:42:19.480]   I
[00:42:19.480 --> 00:42:20.480]   have
[00:42:20.480 --> 00:42:21.480]   to
[00:42:21.480 --> 00:42:22.480]   leave
[00:42:22.480 --> 00:42:23.480]   on
[00:42:23.480 --> 00:42:24.480]   the
[00:42:24.480 --> 00:42:25.480]   Syrian
[00:42:25.480 --> 00:42:26.480]   airfield.
[00:42:26.480 --> 00:42:27.480]   I
[00:42:27.480 --> 00:42:28.480]   have
[00:42:28.480 --> 00:42:29.480]   to
[00:42:29.480 --> 00:42:30.480]   leave
[00:42:30.480 --> 00:42:31.480]   on
[00:42:31.480 --> 00:42:32.480]   the
[00:42:32.480 --> 00:42:33.480]   Syrian
[00:42:33.480 --> 00:42:34.480]   airfield.
[00:42:34.480 --> 00:42:35.480]   I
[00:42:35.480 --> 00:42:36.480]   have
[00:42:36.480 --> 00:42:37.480]   to
[00:42:37.480 --> 00:42:38.480]   leave
[00:42:38.480 --> 00:42:39.480]   on
[00:42:39.480 --> 00:42:40.480]   the
[00:42:40.480 --> 00:42:41.480]   Syrian
[00:42:41.480 --> 00:42:42.480]   airfield.
[00:42:42.480 --> 00:42:43.480]   I
[00:42:43.480 --> 00:42:44.480]   have
[00:42:44.480 --> 00:42:45.480]   to
[00:42:45.480 --> 00:42:46.480]   leave
[00:42:46.480 --> 00:42:47.480]   on
[00:42:47.480 --> 00:42:48.480]   the
[00:42:48.480 --> 00:42:49.480]   Syrian
[00:42:49.480 --> 00:42:50.480]   airfield.
[00:42:50.480 --> 00:42:51.480]   I
[00:42:51.480 --> 00:42:52.480]   have
[00:42:52.480 --> 00:42:53.480]   to
[00:42:53.480 --> 00:42:54.480]   leave
[00:42:54.480 --> 00:42:55.480]   on
[00:42:55.480 --> 00:42:56.480]   the
[00:42:56.480 --> 00:42:57.480]   Syrian
[00:42:57.480 --> 00:42:58.480]   airfield.
[00:42:58.480 --> 00:42:59.480]   I
[00:42:59.480 --> 00:43:00.480]   have
[00:43:00.480 --> 00:43:01.480]   to
[00:43:01.480 --> 00:43:02.480]   leave
[00:43:02.480 --> 00:43:03.480]   on
[00:43:03.480 --> 00:43:04.480]   the
[00:43:04.480 --> 00:43:05.480]   Syrian
[00:43:05.480 --> 00:43:06.480]   airfield.
[00:43:06.480 --> 00:43:07.480]   I
[00:43:07.480 --> 00:43:08.480]   have
[00:43:08.480 --> 00:43:09.480]   to
[00:43:09.480 --> 00:43:10.480]   leave
[00:43:10.480 --> 00:43:11.480]   on
[00:43:11.480 --> 00:43:12.480]   the
[00:43:12.480 --> 00:43:13.480]   Syrian
[00:43:13.480 --> 00:43:14.480]   airfield.
[00:43:14.480 --> 00:43:15.480]   I
[00:43:15.480 --> 00:43:16.480]   have
[00:43:16.480 --> 00:43:17.480]   to
[00:43:17.480 --> 00:43:18.480]   leave
[00:43:18.480 --> 00:43:19.480]   on
[00:43:19.480 --> 00:43:20.480]   the
[00:43:20.480 --> 00:43:21.480]   Syrian
[00:43:21.480 --> 00:43:22.480]   airfield.
[00:43:22.480 --> 00:43:23.480]   I
[00:43:23.480 --> 00:43:24.480]   have
[00:43:24.480 --> 00:43:25.480]   to
[00:43:25.480 --> 00:43:26.480]   leave
[00:43:26.480 --> 00:43:27.480]   on
[00:43:27.480 --> 00:43:28.480]   the
[00:43:28.480 --> 00:43:29.480]   Syrian
[00:43:29.480 --> 00:43:30.480]   airfield.
[00:43:30.480 --> 00:43:31.480]   I
[00:43:31.480 --> 00:43:32.480]   have
[00:43:32.480 --> 00:43:33.480]   to
[00:43:33.480 --> 00:43:34.480]   leave
[00:43:34.480 --> 00:43:35.480]   on
[00:43:35.480 --> 00:43:36.480]   the
[00:43:36.480 --> 00:43:37.480]   Syrian
[00:43:37.480 --> 00:43:38.480]   airfield.
[00:43:38.480 --> 00:43:39.480]   I
[00:43:39.480 --> 00:43:40.480]   have
[00:43:40.480 --> 00:43:41.480]   to
[00:43:41.480 --> 00:43:42.480]   leave
[00:43:42.480 --> 00:43:43.480]   on
[00:43:43.480 --> 00:43:44.480]   the
[00:43:44.480 --> 00:43:45.480]   Syrian
[00:43:45.480 --> 00:43:46.480]   airfield.
[00:43:46.480 --> 00:43:47.480]   I
[00:43:47.480 --> 00:43:48.480]   have
[00:43:48.480 --> 00:43:49.480]   to
[00:43:49.480 --> 00:43:50.480]   leave
[00:43:50.480 --> 00:43:51.480]   on
[00:43:51.480 --> 00:43:52.480]   the
[00:43:52.480 --> 00:43:53.480]   Syrian
[00:43:53.480 --> 00:43:54.480]   airfield.
[00:43:54.480 --> 00:43:55.480]   I
[00:43:55.480 --> 00:43:56.480]   have
[00:43:56.480 --> 00:43:57.480]   to
[00:43:57.480 --> 00:43:58.480]   leave
[00:43:58.480 --> 00:43:59.480]   on
[00:43:59.480 --> 00:44:00.480]   the
[00:44:00.480 --> 00:44:01.480]   Syrian
[00:44:01.480 --> 00:44:02.480]   airfield.
[00:44:02.480 --> 00:44:03.480]   I
[00:44:03.480 --> 00:44:04.480]   have
[00:44:04.480 --> 00:44:05.480]   to
[00:44:05.480 --> 00:44:06.480]   leave
[00:44:06.480 --> 00:44:07.480]   on
[00:44:07.480 --> 00:44:08.480]   the
[00:44:08.480 --> 00:44:09.480]   Syrian
[00:44:09.480 --> 00:44:10.480]   airfield.
[00:44:10.480 --> 00:44:11.480]   I
[00:44:11.480 --> 00:44:12.480]   have
[00:44:12.480 --> 00:44:13.480]   to
[00:44:13.480 --> 00:44:14.480]   leave
[00:44:14.480 --> 00:44:15.480]   on
[00:44:15.480 --> 00:44:16.480]   the
[00:44:16.480 --> 00:44:17.480]   Syrian
[00:44:17.480 --> 00:44:18.480]   airfield.
[00:44:18.480 --> 00:44:19.480]   I
[00:44:19.480 --> 00:44:20.480]   have
[00:44:20.480 --> 00:44:21.480]   to
[00:44:21.480 --> 00:44:22.480]   leave
[00:44:22.480 --> 00:44:23.480]   on
[00:44:23.480 --> 00:44:24.480]   the
[00:44:24.480 --> 00:44:25.480]   Syrian
[00:44:25.480 --> 00:44:26.480]   airfield.
[00:44:26.480 --> 00:44:27.480]   I
[00:44:27.480 --> 00:44:28.480]   have
[00:44:28.480 --> 00:44:29.480]   to
[00:44:29.480 --> 00:44:30.480]   leave
[00:44:30.480 --> 00:44:31.480]   on
[00:44:31.480 --> 00:44:32.480]   the
[00:44:32.480 --> 00:44:33.480]   Syrian
[00:44:33.480 --> 00:44:34.480]   airfield.
[00:44:34.480 --> 00:44:35.480]   I
[00:44:35.480 --> 00:44:36.480]   have
[00:44:36.480 --> 00:44:37.480]   to
[00:44:37.480 --> 00:44:38.480]   leave
[00:44:38.480 --> 00:44:39.480]   on
[00:44:39.480 --> 00:44:40.480]   the
[00:44:40.480 --> 00:44:41.480]   Syrian
[00:44:41.480 --> 00:44:42.480]   airfield.
[00:44:42.480 --> 00:44:43.480]   I
[00:44:43.480 --> 00:44:44.480]   have
[00:44:44.480 --> 00:44:45.480]   to
[00:44:45.480 --> 00:44:46.480]   leave
[00:44:46.480 --> 00:44:47.480]   on
[00:44:47.480 --> 00:44:48.480]   the
[00:44:48.480 --> 00:44:49.480]   Syrian
[00:44:49.480 --> 00:44:50.480]   airfield.
[00:44:50.480 --> 00:44:51.480]   I
[00:44:51.480 --> 00:44:52.480]   have
[00:44:52.480 --> 00:44:53.480]   to
[00:44:53.480 --> 00:44:54.480]   leave
[00:44:54.480 --> 00:44:55.480]   on
[00:44:55.480 --> 00:44:56.480]   the
[00:44:56.480 --> 00:44:57.480]   Syrian
[00:44:57.480 --> 00:44:58.480]   airfield.
[00:44:58.480 --> 00:44:59.480]   I
[00:44:59.480 --> 00:45:00.480]   have
[00:45:00.480 --> 00:45:01.480]   to
[00:45:01.480 --> 00:45:02.480]   leave
[00:45:02.480 --> 00:45:03.480]   on
[00:45:03.480 --> 00:45:04.480]   the
[00:45:04.480 --> 00:45:05.480]   Syrian
[00:45:05.480 --> 00:45:06.480]   airfield.
[00:45:06.480 --> 00:45:07.480]   I
[00:45:07.480 --> 00:45:08.480]   have
[00:45:08.480 --> 00:45:09.480]   to
[00:45:09.480 --> 00:45:10.480]   leave
[00:45:10.480 --> 00:45:11.480]   on
[00:45:11.480 --> 00:45:12.480]   the
[00:45:12.480 --> 00:45:13.480]   Syrian
[00:45:13.480 --> 00:45:14.480]   airfield.
[00:45:14.480 --> 00:45:15.480]   I
[00:45:15.480 --> 00:45:16.480]   have
[00:45:16.480 --> 00:45:17.480]   to
[00:45:17.480 --> 00:45:18.480]   leave
[00:45:18.480 --> 00:45:19.480]   on
[00:45:19.480 --> 00:45:20.480]   the
[00:45:20.480 --> 00:45:21.480]   Syrian
[00:45:21.480 --> 00:45:22.480]   airfield.
[00:45:22.480 --> 00:45:23.480]   I
[00:45:23.480 --> 00:45:24.480]   have
[00:45:24.480 --> 00:45:25.480]   to
[00:45:25.480 --> 00:45:26.480]   leave
[00:45:26.480 --> 00:45:27.480]   on
[00:45:27.480 --> 00:45:28.480]   the
[00:45:28.480 --> 00:45:29.480]   Syrian
[00:45:29.480 --> 00:45:30.480]   airfield.
[00:45:30.480 --> 00:45:31.480]   I
[00:45:31.480 --> 00:45:32.480]   have
[00:45:32.480 --> 00:45:33.480]   to
[00:45:33.480 --> 00:45:34.480]   leave
[00:45:34.480 --> 00:45:35.480]   on
[00:45:35.480 --> 00:45:36.480]   the
[00:45:36.480 --> 00:45:37.480]   Syrian
[00:45:37.480 --> 00:45:38.480]   airfield.
[00:45:38.480 --> 00:45:39.480]   I
[00:45:39.480 --> 00:45:40.480]   have
[00:45:40.480 --> 00:45:41.480]   to
[00:45:41.480 --> 00:45:42.480]   leave
[00:45:42.480 --> 00:45:43.480]   on
[00:45:43.480 --> 00:45:44.480]   the
[00:45:44.480 --> 00:45:45.480]   Syrian
[00:45:45.480 --> 00:45:46.480]   airfield.
[00:45:46.480 --> 00:45:47.480]   I
[00:45:47.480 --> 00:45:48.480]   have
[00:45:48.480 --> 00:45:49.480]   to
[00:45:49.480 --> 00:45:50.480]   leave
[00:45:50.480 --> 00:45:51.480]   on
[00:45:51.480 --> 00:45:52.480]   the
[00:45:52.480 --> 00:45:53.480]   Syrian
[00:45:53.480 --> 00:45:54.480]   airfield.
[00:45:54.480 --> 00:45:55.480]   I
[00:45:55.480 --> 00:45:56.480]   have
[00:45:56.480 --> 00:45:57.480]   to
[00:45:57.480 --> 00:45:58.480]   leave
[00:45:58.480 --> 00:45:59.480]   on
[00:45:59.480 --> 00:46:00.480]   the
[00:46:00.480 --> 00:46:01.480]   Syrian
[00:46:01.480 --> 00:46:02.480]   airfield.
[00:46:02.480 --> 00:46:03.480]   I
[00:46:03.480 --> 00:46:04.480]   have
[00:46:04.480 --> 00:46:05.480]   to
[00:46:05.480 --> 00:46:06.480]   leave
[00:46:06.480 --> 00:46:07.480]   on
[00:46:07.480 --> 00:46:08.480]   the
[00:46:08.480 --> 00:46:09.480]   Syrian
[00:46:09.480 --> 00:46:10.480]   airfield.
[00:46:10.480 --> 00:46:11.480]   I
[00:46:11.480 --> 00:46:12.480]   have
[00:46:12.480 --> 00:46:13.480]   to
[00:46:13.480 --> 00:46:14.480]   leave
[00:46:14.480 --> 00:46:15.480]   on
[00:46:15.480 --> 00:46:16.480]   the
[00:46:16.480 --> 00:46:17.480]   Syrian
[00:46:17.480 --> 00:46:18.480]   airfield.
[00:46:18.480 --> 00:46:19.480]   I
[00:46:19.480 --> 00:46:20.480]   have
[00:46:20.480 --> 00:46:21.480]   to
[00:46:21.480 --> 00:46:22.480]   leave
[00:46:22.480 --> 00:46:23.480]   on
[00:46:23.480 --> 00:46:24.480]   the
[00:46:24.480 --> 00:46:25.480]   Syrian
[00:46:25.480 --> 00:46:26.480]   airfield.
[00:46:26.480 --> 00:46:27.480]   I
[00:46:27.480 --> 00:46:28.480]   have
[00:46:28.480 --> 00:46:29.480]   to
[00:46:29.480 --> 00:46:30.480]   leave
[00:46:30.480 --> 00:46:31.480]   on
[00:46:31.480 --> 00:46:32.480]   the
[00:46:32.480 --> 00:46:33.480]   Syrian
[00:46:33.480 --> 00:46:34.480]   airfield.
[00:46:34.480 --> 00:46:35.480]   I
[00:46:35.480 --> 00:46:36.480]   have
[00:46:36.480 --> 00:46:37.480]   to
[00:46:37.480 --> 00:46:38.480]   leave
[00:46:38.480 --> 00:46:39.480]   on
[00:46:39.480 --> 00:46:40.480]   the
[00:46:40.480 --> 00:46:41.480]   Syrian
[00:46:41.480 --> 00:46:42.480]   airfield.
[00:46:42.480 --> 00:46:43.480]   I
[00:46:43.480 --> 00:46:44.480]   have
[00:46:44.480 --> 00:46:45.480]   to
[00:46:45.480 --> 00:46:46.480]   leave
[00:46:46.480 --> 00:46:47.480]   on
[00:46:47.480 --> 00:46:48.480]   the
[00:46:48.480 --> 00:46:49.480]   Syrian
[00:46:49.480 --> 00:46:50.480]   airfield.
[00:46:50.480 --> 00:46:51.480]   I
[00:46:51.480 --> 00:46:52.480]   have
[00:46:52.480 --> 00:46:53.480]   to
[00:46:53.480 --> 00:46:54.480]   leave
[00:46:54.480 --> 00:46:55.480]   on
[00:46:55.480 --> 00:46:56.480]   the
[00:46:56.480 --> 00:46:57.480]   Syrian
[00:46:57.480 --> 00:46:58.480]   airfield.
[00:46:58.480 --> 00:46:59.480]   I
[00:46:59.480 --> 00:47:00.480]   have
[00:47:00.480 --> 00:47:01.480]   to
[00:47:01.480 --> 00:47:02.480]   leave
[00:47:02.480 --> 00:47:03.480]   on
[00:47:03.480 --> 00:47:04.480]   the
[00:47:04.480 --> 00:47:05.480]   Syrian
[00:47:05.480 --> 00:47:06.480]   airfield.
[00:47:06.480 --> 00:47:07.480]   I
[00:47:07.480 --> 00:47:08.480]   have
[00:47:08.480 --> 00:47:09.480]   to
[00:47:09.480 --> 00:47:10.480]   leave
[00:47:10.480 --> 00:47:11.480]   on
[00:47:11.480 --> 00:47:12.480]   the
[00:47:12.480 --> 00:47:13.480]   Syrian
[00:47:13.480 --> 00:47:14.480]   airfield.
[00:47:14.480 --> 00:47:15.480]   I
[00:47:15.480 --> 00:47:16.480]   have
[00:47:16.480 --> 00:47:17.480]   to
[00:47:17.480 --> 00:47:18.480]   leave
[00:47:18.480 --> 00:47:19.480]   on
[00:47:19.480 --> 00:47:20.480]   the
[00:47:20.480 --> 00:47:21.480]   Syrian
[00:47:21.480 --> 00:47:22.480]   airfield.
[00:47:22.480 --> 00:47:23.480]   I
[00:47:23.480 --> 00:47:24.480]   have
[00:47:24.480 --> 00:47:25.480]   to
[00:47:25.480 --> 00:47:26.480]   leave
[00:47:26.480 --> 00:47:27.480]   on
[00:47:27.480 --> 00:47:28.480]   the
[00:47:28.480 --> 00:47:29.480]   Syrian
[00:47:29.480 --> 00:47:30.480]   airfield.
[00:47:30.480 --> 00:47:31.480]   I
[00:47:31.480 --> 00:47:32.480]   have
[00:47:32.480 --> 00:47:33.480]   to
[00:47:33.480 --> 00:47:34.480]   leave
[00:47:34.480 --> 00:47:35.480]   on
[00:47:35.480 --> 00:47:36.480]   the
[00:47:36.480 --> 00:47:37.480]   Syrian
[00:47:37.480 --> 00:47:38.480]   airfield.
[00:47:38.480 --> 00:47:39.480]   I
[00:47:39.480 --> 00:47:40.480]   have
[00:47:40.480 --> 00:47:41.480]   to
[00:47:41.480 --> 00:47:42.480]   leave
[00:47:42.480 --> 00:47:43.480]   on
[00:47:43.480 --> 00:47:44.480]   the
[00:47:44.480 --> 00:47:45.480]   Syrian
[00:47:45.480 --> 00:47:46.480]   airfield.
[00:47:46.480 --> 00:47:47.480]   I
[00:47:47.480 --> 00:47:48.480]   have
[00:47:48.480 --> 00:47:49.480]   to
[00:47:49.480 --> 00:47:50.480]   leave
[00:47:50.480 --> 00:47:51.480]   on
[00:47:51.480 --> 00:47:52.480]   the
[00:47:52.480 --> 00:47:53.480]   Syrian
[00:47:53.480 --> 00:47:54.480]   airfield.
[00:47:54.480 --> 00:47:55.480]   I
[00:47:55.480 --> 00:47:56.480]   have
[00:47:56.480 --> 00:47:57.480]   to
[00:47:57.480 --> 00:47:58.480]   leave
[00:47:58.480 --> 00:47:59.480]   on
[00:47:59.480 --> 00:48:00.480]   the
[00:48:00.480 --> 00:48:01.480]   Syrian
[00:48:01.480 --> 00:48:02.480]   airfield.
[00:48:02.480 --> 00:48:03.480]   I
[00:48:03.480 --> 00:48:04.480]   have
[00:48:04.480 --> 00:48:05.480]   to
[00:48:05.480 --> 00:48:06.480]   leave
[00:48:06.480 --> 00:48:07.480]   on
[00:48:07.480 --> 00:48:08.480]   the
[00:48:08.480 --> 00:48:09.480]   Syrian
[00:48:09.480 --> 00:48:10.480]   airfield.
[00:48:10.480 --> 00:48:11.480]   I
[00:48:11.480 --> 00:48:12.480]   have
[00:48:12.480 --> 00:48:13.480]   to
[00:48:13.480 --> 00:48:14.480]   leave
[00:48:14.480 --> 00:48:15.480]   on
[00:48:15.480 --> 00:48:16.480]   the
[00:48:16.480 --> 00:48:17.480]   Syrian
[00:48:17.480 --> 00:48:18.480]   airfield.
[00:48:18.480 --> 00:48:19.480]   I
[00:48:19.480 --> 00:48:20.480]   have
[00:48:20.480 --> 00:48:21.480]   to
[00:48:21.480 --> 00:48:22.480]   leave
[00:48:22.480 --> 00:48:23.480]   on
[00:48:23.480 --> 00:48:24.480]   the
[00:48:24.480 --> 00:48:25.480]   Syrian
[00:48:25.480 --> 00:48:26.480]   airfield.
[00:48:26.480 --> 00:48:27.480]   I
[00:48:27.480 --> 00:48:28.480]   have
[00:48:28.480 --> 00:48:29.480]   to
[00:48:29.480 --> 00:48:30.480]   leave
[00:48:30.480 --> 00:48:31.480]   on
[00:48:31.480 --> 00:48:32.480]   the
[00:48:32.480 --> 00:48:33.480]   Syrian
[00:48:33.480 --> 00:48:34.480]   airfield.
[00:48:34.480 --> 00:48:35.480]   I
[00:48:35.480 --> 00:48:36.480]   have
[00:48:36.480 --> 00:48:37.480]   to
[00:48:37.480 --> 00:48:38.480]   leave
[00:48:38.480 --> 00:48:39.480]   on
[00:48:39.480 --> 00:48:40.480]   the
[00:48:40.480 --> 00:48:41.480]   Syrian
[00:48:41.480 --> 00:48:42.480]   airfield.
[00:48:42.480 --> 00:48:43.480]   I
[00:48:43.480 --> 00:48:44.480]   have
[00:48:44.480 --> 00:48:45.480]   to
[00:48:45.480 --> 00:48:46.480]   leave
[00:48:46.480 --> 00:48:47.480]   on
[00:48:47.480 --> 00:48:48.480]   the
[00:48:48.480 --> 00:48:49.480]   Syrian
