[00:00.000 --> 00:08.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[38:07.000 --> 38:14.000]  And so now that it comes out, they go, okay, let's start criminal investigations in 14 states looking to start indicting Planned Parenthood.
[38:14.000 --> 38:24.000]  See, we have to be laughed at, tell the truth, force the truth out, make it safe for others to look at it, and then everything will collapse in the enemy operation.
[38:24.000 --> 38:34.000]  I've told you many times their strongest point and their weakest point is the same thing. They're over the top insane, over the top diabolical, over the top evil.
[38:34.000 --> 38:45.000]  And the average person just does not want to grab a child out of a playground and torture him for a month in a subterranean torture base while worshipping Satan.
[38:45.000 --> 38:54.000]  The average person doesn't want to get with 15 people in black rubs and torture a two-year-old for three days, sucking the blood out of them, like Satanists do with cutting them all over their body.
[38:54.000 --> 39:05.000]  The average person doesn't want to sell baby parts and buy Lamborghinis. The average person doesn't want to put a brain-eating acid in the water to brain damage people.
[39:05.000 --> 39:16.000]  The average person doesn't want one in three by 2025, that's the CDC believes, one in three will be wearing diapers and basically a football helmet, not knowing who they are.
[39:16.000 --> 39:27.000]  I mean it's just epic, legendary, over the top, 500 times Twilight Zone, we live it.
[39:27.000 --> 39:33.000]  The average person doesn't believe Dinecore, loads up C-130s for little kids and flies them into black holes.
[39:33.000 --> 39:42.000]  But it's been in the news, been in congressional hearings, nobody got in trouble.
[39:42.000 --> 39:51.000]  You take a Gardasil shot, you're going to have serious autoimmune problems, you're going to have fertility problems and sometimes you're going to end up dying or in a wheelchair for the rest of your life.
[39:51.000 --> 39:59.000]  And we knew it during the trials 10 years ago, it came out, it's been banned in more than, what is it, 10 countries, 11 countries? Or restricted?
[39:59.000 --> 40:09.000]  And you don't even hear that here, they're testing, being able to maim everybody and get away with it.
[40:09.000 --> 40:23.000]  Not in Kansas anymore and it's my job to smash through the lies and disinformation, to crash through it, to blow holes in it.
[40:23.000 --> 40:32.000]  It's my job to be destroyed, it's my job to go in and explode and then lead everybody else into defeat the enemy and I'm not the only one doing it.
[40:32.000 --> 40:40.000]  But I'll tell you, I was analyzing this morning while I was psychoanalyzing myself, being retrospective and I thought, man, why isn't I not afraid?
[40:40.000 --> 40:48.000]  Why isn't I'm ready to die? Why is it I don't care and I'm so committed because I realize the whole species is dying and it's a normal instinct.
[40:48.000 --> 41:00.000]  And then the cherry on top is, I've been involved in abortions and I've been involved in bad things and so every minute is a blessing and whatever God does to me, it's what I deserve.
[41:00.000 --> 41:11.000]  I'm free and I repent of everything I've been involved in and I just offer myself up to resist evil and it doesn't mean I'm perfect, it doesn't mean I have all the answers, but let me tell you, God is with me and I can feel it.
[41:11.000 --> 41:22.000]  The providence is there and I just wish other people could share in this because it's an epic, epic, epic time to be alive.
[41:22.000 --> 41:36.000]  And I will, I will do whatever it takes to not be a disgraceful evil person when I die.
[41:36.000 --> 41:45.000]  And I just feel so sorry for people out there that have no common sense and who don't realize that all that matters is who you are, your soul.
[41:45.000 --> 42:01.000]  The first thing the world tells you is you don't have a soul and then all these major elites, when I've infiltrated the organizations and their groups, they are the most superstitious, occult, obsessed people you could ever imagine and they don't want you to know about any of this stuff so you're totally spiritually blind,
[42:01.000 --> 42:11.000]  spiritually stupid, so that you don't understand that they're using occult systems of manipulation to control the planet.
[42:11.000 --> 42:20.000]  All occult means is hidden. The CIA that's been secret since 1947 and above the law is occult.
[42:20.000 --> 42:35.000]  We are the anti-occult. We're here to expose the fraud. We're here to bring it out in the light
[42:35.000 --> 42:49.000]  because vampires, parasites, roaches don't like the sun. I love the sun.
[42:49.000 --> 42:54.000]  And we're going to drag them kicking and screaming out at high noon out of their crypts.
[42:54.000 --> 43:01.000]  And we don't have to do anything to them. We just have to spiritually drag the enemy out in the open square and they will burst into flames.
[43:01.000 --> 43:13.000]  The allegory is so true. They will burn. They will turn to dust in front of our eyes the minute we recognize the light.
[43:13.000 --> 43:23.000]  But to bring light into the world, to bring God's light into the world, we have to be the vessels for that light.
[43:23.000 --> 43:32.000]  We have to be the conduit for that light. And that doesn't mean going to the church and acting how moral you are and how you're perfect
[43:32.000 --> 43:38.000]  and how you never looked at pornography or you never drank a beer or you're high and mighty and more proper than everyone else.
[43:38.000 --> 43:46.000]  That's not what God's looking for, a bunch of Pharisees. God's looking for people that love justice and love God and love innocence
[43:46.000 --> 43:53.000]  and love creativity and love truth and who are willing to stand up against demons, who are willing to stand up against corrupt people,
[43:53.000 --> 44:01.000]  who are willing to get on that field and who aren't afraid.
[44:01.000 --> 44:08.000]  A lot of you out there don't believe in God. You don't believe in spiritual things. You don't believe in other dimensions which have been proven.
[44:08.000 --> 44:17.000]  Let me tell you something about the metaphysical world that's guaranteed. It's based on free will and you open and close the gate to evil and to good,
[44:17.000 --> 44:26.000]  to apathy and to strength. You have to make the decision that you want to see the matrix.
[44:26.000 --> 44:34.000]  You have to make the decision that you want to go down the rabbit hole. You have to make the decision and open yourself up.
[44:34.000 --> 44:41.000]  The truth is you think you're not open to those forces. If you're not open to good in your mind, you're open to bad.
[44:41.000 --> 44:49.000]  So the truth is you're already wide open, standing in the middle of the road, the most dangerous place to be, Lukewarm.
[44:49.000 --> 44:58.000]  You want to make a conscious decision and while you're alive on this planet, give it one shot when you look at all this fantasticness around you
[44:58.000 --> 45:09.000]  and you don't think there's more, there's a lot more on heaven and earth than in all your books to quote Shakespeare.
[45:09.000 --> 45:15.000]  I want to get into the economy. I want to briefly tell folks that we have a very exciting announcement.
[45:15.000 --> 45:19.000]  We got more of the brain force, the proprietary product.
[45:19.000 --> 45:28.000]  Let me get Anthony in here later to cover some medical news. Maybe when he comes in to cover health and medical news, he can go over this because he worked with the chemists and designers
[45:28.000 --> 45:33.000]  with the known compounds that are known to boost brain activity.
[45:33.000 --> 45:38.000]  But there are now reviews on this because the first batch came in a few months ago. It's sold out in four days.
[45:38.000 --> 45:45.000]  Another batch has come in and the laboratory could not supply a bigger batch.
[45:45.000 --> 45:50.000]  One-tenth of this sold out in just the first three hours of sale.
[45:50.000 --> 45:55.000]  I predict it will sell out by tomorrow. If you want to try brain force, haven't been able to get it in the last two months.
[45:55.000 --> 46:00.000]  Brain force is back in. Then in about two weeks, we have a larger shipment coming in.
[46:00.000 --> 46:07.000]  They say, might be six weeks for all I know, that it's because it's hard to get the organic concentrated ingredients.
[46:07.000 --> 46:10.000]  If I'd use crudier ones, it'd be no problem.
[46:10.000 --> 46:18.000]  We're kind of victims of our own fact that we want to have something so good, but clean, healthy energy, waking up the mind.
[46:18.000 --> 46:24.000]  Brain force is back and I predict it'll be sold out within 48 hours at current sales rates.
[46:24.000 --> 46:28.000]  We appreciate you purchasing it. This place costs a lot of money to run and operate.
[46:28.000 --> 46:39.000]  I used to want to stay small, but I had enemies try to destroy me, try to set me up, demonize me for even trying to have five employees and even having a modest house and a modest vehicle.
[46:39.000 --> 46:43.000]  So I said, you know what? I have all these enemies. They must not want me to become successful.
[46:43.000 --> 46:50.000]  I have a responsibility to fund a larger operation and to not reach two or three million a week like I was reaching 15 years ago,
[46:50.000 --> 46:54.000]  but to reach 20 million a week like we're reaching now and 40, 50, 100.
[46:54.000 --> 46:57.000]  You know, we're going to go all the way. We're committed.
[46:57.000 --> 47:05.000]  So I'm so proud of Rachel Maddow and MSNBC demonizing the fact that we sell high quality supplements that even on the herbal nerd sites,
[47:05.000 --> 47:16.000]  they say, you know, five star because this is the organic concentrated highest quality nutraceuticals at very competitive prices.
[47:16.000 --> 47:20.000]  That's a win-win and we're going to grow even more, God willing.
[47:20.000 --> 47:27.000]  We're going to go all the way and we're going to be successful because Providence is on our side, at least for now.
[47:27.000 --> 47:29.000]  And we're thankful for that. So thank you all for your support.
[47:29.000 --> 47:36.000]  But if you want to get this incredibly high quality product, it's available right now at infowarslife.com
[47:36.000 --> 47:41.000]  or by calling toll free 888-253-3139er.
[47:41.000 --> 47:47.000]  And briefly, here are some of the new brain force reviews.
[47:47.000 --> 47:50.000]  This is a 5.0. It has a 5.9 right now for this product.
[47:50.000 --> 47:58.000]  The average is 4.8 and that's with the power review site, one of the most highly respected out there.
[47:58.000 --> 48:02.000]  Excellent product. I feel great and very noticeably efficient.
[48:02.000 --> 48:05.000]  A great energy, which also let me feeling no side effects.
[48:05.000 --> 48:09.000]  Sad, the bottle is almost empty and I can't wait until it's back in stock.
[48:09.000 --> 48:14.000]  That's Tom Biggs from New Jersey. Thank you, Tom, for your support.
[48:14.000 --> 48:17.000]  Here's another one.
[48:17.000 --> 48:20.000]  Grandma, Zach, Rolling Meadows, Illinois.
[48:20.000 --> 48:24.000]  My husband and I both take brain force every day and it's helped us remember better and function better.
[48:24.000 --> 48:31.000]  Husband stated before taking, he would sometimes feel like he was in a fog since starting brain force, he no longer has that problem.
[48:31.000 --> 48:35.000]  I'll recommend this to a friend.
[48:35.000 --> 48:42.000]  50 is the new 30. Atlanta, Georgia. I'm an herbalist nut. I never put trust in traditional medicine.
[48:42.000 --> 48:49.000]  I am upwards of 40 and need a boost. I've been listening to Alex Jones since 2007 and found him to be reputable.
[48:49.000 --> 48:55.000]  So I said, I'll try some no vitality. Hallelujah. It works. It works too well. No side effects.
[48:55.000 --> 49:00.000]  I don't know if I'm addicted. Got to have it. Seriously, I've found lightning in a bottle.
[49:00.000 --> 49:08.000]  I've found Pounce Dionnes Fountain of Youth. If I pronounce that right. Yes, I would recommend it.
[49:08.000 --> 49:13.000]  Here's another one. I'm going to stop. Gary in Barrel City, Texas.
[49:13.000 --> 49:17.000]  Tastes great. Give him more stamina, more energy. Feel great. Sleep better.
[49:17.000 --> 49:20.000]  He does that because it jacked up the other day and just a great product.
[49:20.000 --> 49:25.000]  And see, it's got the known compounds that are in your brain. One of the compounds actually in the brain.
[49:25.000 --> 49:32.000]  It's prescription in Europe. Anthony will briefly pop in the next hour and talk about he's got other news, but I wanted to go over the science.
[49:32.000 --> 49:37.000]  I want to show you some of the studies. And so I'll only take one or two a day.
[49:37.000 --> 49:43.000]  And noticeably, people have seen the energy, the stamina, been able to shoot more reports, do more, get more done.
[49:43.000 --> 49:51.000]  And it doesn't have speed in it to just speed you up. It does have some Urimate. There's a different type of caffeine, but a small dose of that.
[49:51.000 --> 49:55.000]  But it'll definitely knock your socks off as well. So brain force is back in.
[49:55.000 --> 50:00.000]  And it is my goal to have this stuff come in in small lots and sell out to create artificial scarcity.
[50:00.000 --> 50:03.000]  We want to be able to have it, promote it and fund our operation.
[50:03.000 --> 50:09.000]  So we should have more in in two weeks. It shouldn't have any sellouts of that for a while.
[50:09.000 --> 50:14.000]  Also, super male vitality is back in. It was sold out for a couple months.
[50:14.000 --> 50:19.000]  And it's concentrated herbs and key compounds on to get your glands going again.
[50:19.000 --> 50:29.000]  You can see the thousands of reviews on that product at infowarslife.com or 888-253-3139.
[50:29.000 --> 50:36.000]  Okay, I'm going to get into China in detail when we come back.
[50:36.000 --> 50:42.000]  And then Congressman Walter Jones joins us and we'll get into the move to remove Maynard.
[50:42.000 --> 50:48.000]  And we'll also segue into the announcements of attacking Assad and their military that's fighting ISIS.
[50:48.000 --> 51:07.000]  And how outrageous that is, we have Jeff Bush's comments backing it.
[51:19.000 --> 51:26.000]  Call 800-274-3070 to claim yours. Limit two per caller while supplies last.
[51:26.000 --> 51:32.000]  This offer isn't available online, so you want to make sure and grab this opportunity to get prepared today.
[51:32.000 --> 51:43.000]  800-274-3070 to get your four week food supply for the incredible price of only $99 and it'll be shipped to you completely free.
[51:43.000 --> 51:54.000]  Call 800-274-3070 right now. That's 800-274-3070 to claim yours while supplies last. Don't wait. Call today.
[52:13.000 --> 52:17.000]  Proven to help control muzzle rise.
[52:43.000 --> 52:53.000]  Or call 770-485-7015. That's htfirearms.com. Or call 770-485-7015.
[53:14.000 --> 53:18.000]  But please don't use AT&T. For everyone else, bookmark Alex Jones' listen line number today.
[53:18.000 --> 53:44.000]  1-605-562-9000. That's 1-605-562-9000.
[53:48.000 --> 54:11.000]  So the world debt is exponentially climbing. Most of it is fiat debt, not created by even governments or individuals, but we've been signed on to it.
[54:11.000 --> 54:18.000]  China that the mainstream media has been telling us is a great economy the last few years. Stock markets have been imploding.
[54:18.000 --> 54:26.000]  They've been devaluing their currency by design to out-compete other competitors when no one can even compete with China because things are so rigged.
[54:26.000 --> 54:37.000]  Stock markets are down across the world. Here's the headline from MarketWatch. China could trigger the biggest financial route since 2008.
[54:37.000 --> 54:46.000]  But don't worry, they'll have a global stabilization package, trillions to the bankers, and more free interest rates for them, but higher for us.
[54:46.000 --> 54:51.000]  Don't worry, they'll have a managed global economy the next step to save us.
[54:51.000 --> 55:07.000]  So much for that one-time correction, the People's Bank of China let the yon drop again overnight, fixing the currency 1.6 below Tuesday's close following the 1.9 evaluation heard around the world a day ago.
[55:07.000 --> 55:27.000]  So massive devaluations daily. And the average person, as I don't care what goes over there in China, well, if you dig in your backyard, you run into them. It affects us completely because our entire industrial base has basically been shipped there.
[55:27.000 --> 55:33.000]  All we do is print money and then I guess the Chinese women come here to have their babies for free.
[55:33.000 --> 55:39.000]  And if you don't pay for it as a taxpayer or a racist, of course, you can't go to China and have a baby for free. They laugh at you.
[55:39.000 --> 55:43.000]  Maybe harvest your organs, but that's okay because they're not white.
[55:43.000 --> 55:52.000]  Deutsche Bank, for one, is predicting that the yon is overvalued by around 10%, so if the yon continues to weaken, things could get a lot darker for markets.
[55:52.000 --> 55:59.000]  And stocks aren't dealing with the new China reality that we've seen so far.
[55:59.000 --> 56:08.000]  The Crack Market Blog says the U.S. market reaction in S&P fell 1% today and yesterday and futures are pointing sharply lower.
[56:08.000 --> 56:12.000]  Here's another one, Financial Times of London.
[56:12.000 --> 56:21.000]  What's next? A China housing crash? And that's the big one that most of our experts agree is the key trigger they're looking at.
[56:21.000 --> 56:30.000]  Could be war in the Middle East, could be war with Russia, could be a major scandal, could be a new Enron type deal, but the big one.
[56:30.000 --> 56:38.000]  Could be new derivatives news or a state or major city going under like Chicago or LA, but the big one is the Chinese housing market.
[56:38.000 --> 56:45.000]  Prices have fallen, but high deposit required means low risk of crisis.
[56:45.000 --> 56:52.000]  China's equity markets cool down, its currency is devalued, attention will return to the question of whether the country's property market is heading for a fall.
[56:52.000 --> 57:01.000]  In my view, the boom days are over, but with buyers required to put at least 30% downcast, the risk of a crisis are low.
[57:01.000 --> 57:10.000]  Unless they just walk away, they're always telling us it's low as it all happens.
[57:10.000 --> 57:21.000]  And they're not mentioning that they forced all people out of the countryside into these cities, and then as their manufacturing economy goes belly up during a global depression, that's what we're in.
[57:21.000 --> 57:28.000]  Under a global depression, it will cause incredible destabilization in a country that has thousands of riots a month.
[57:28.000 --> 57:32.000]  China's currency devaluation could spark tidal wave of deflation.
[57:32.000 --> 57:44.000]  London Guardian, Western central banks, advised to resist raising interest rates and told to prepare to ward off deflationary slump in the face of cheaper Chinese exports.
[57:44.000 --> 57:48.000]  Make no mistake, this is the start of something big, something ugly.
[57:48.000 --> 58:03.000]  The city bank economist Albert Edwards rarely mentions his words, but his reaction to China's devaluation, which hit shock waves through global markets, underlined how powerfully Beijing's move maybe fell thousands of miles away.
[58:03.000 --> 58:09.000]  And in the next hour after Walter Jones leaves us with Congressman, we'll get more into that.
[58:09.000 --> 58:14.000]  China's currency devaluation since global exports reeling.
[58:14.000 --> 58:19.000]  China's devaluation marks escalation of currency war.
[58:19.000 --> 58:26.000]  And then coming up, 12 signs that an imminent global financial crash has become even more likely.
[58:26.000 --> 58:28.000]  Who keeps warning you about this?
[58:28.000 --> 58:30.000]  Gold and silver surges, dollar slumps.
[58:30.000 --> 58:34.000]  It's all coming up second hour, so your friends and family tune in.
[58:34.000 --> 58:36.000]  This is an emergency transmission.
[58:36.000 --> 58:39.000]  Thank you for listening to GCN.
[58:39.000 --> 58:44.000]  Visit GCNLive.com today.
[59:10.000 --> 59:13.000]  Bolt carrier group for 308 and 556 ARs.
[59:13.000 --> 59:15.000]  Custom kydex holsters.
[59:15.000 --> 59:20.000]  Ideal for concealed carry with.080 thick kydex to ensure durability.
[59:20.000 --> 59:23.000]  Most competitors material use.060.
[59:23.000 --> 59:26.000]  Configure yours today at hdfirearms.com.
[59:26.000 --> 59:32.000]  And my favorite, single stage trigger, a home run upgrade for your AR-15 and AR-10 platforms.
[59:32.000 --> 59:38.000]  Find out more at hdfirearms.com today or call 770-485-7015.
[59:38.000 --> 59:44.000]  That's hdfirearms.com or call 770-485-7015.
[01:00:08.000 --> 01:00:12.000]  He's Alex Jones on the GCN Radio Network.
[01:00:12.000 --> 01:00:17.000]  And now, live from Austin, Texas, Alex Jones.
[01:00:23.000 --> 01:00:28.000]  Ladies and gentlemen, we're now into hour number two.
[01:00:28.000 --> 01:00:35.000]  Congressman Walter Jones with big news on the move to remove Boehner will be joining us.
[01:00:35.000 --> 01:00:42.000]  Coming up at the start of the next segment, then we've got some major breaking health news.
[01:00:42.000 --> 01:00:45.000]  We're going to have a guest in studio on that subject.
[01:00:45.000 --> 01:00:50.000]  And then we're going to continue with open phones in the third hour.
[01:00:50.000 --> 01:00:57.000]  Specifically dealing with what's happening in China, devaluing their currency.
[01:00:57.000 --> 01:01:04.000]  Almost four points in just the last two days to further undermine everybody else's finished goods.
[01:01:04.000 --> 01:01:08.000]  Value added products around the world.
[01:01:08.000 --> 01:01:13.000]  And really breaking the deal they have with the globalists to make them the major industrial city.
[01:01:13.000 --> 01:01:20.000]  Because it's kind of a rollerball globalist model where different countries under globalism,
[01:01:20.000 --> 01:01:24.000]  one's a military country, one's the industrial country, one's the energy sector,
[01:01:24.000 --> 01:01:27.000]  one's the entertainment sector, media sector.
[01:01:27.000 --> 01:01:29.000]  So there's not war anymore to make everybody dependent.
[01:01:29.000 --> 01:01:34.000]  Well, the globalists just used that to consolidate power for themselves and then sold weapons in the back
[01:01:34.000 --> 01:01:36.000]  to destabilize things even more.
[01:01:36.000 --> 01:01:38.000]  So that's coming up.
[01:01:38.000 --> 01:01:41.000]  Twelve signs of an imminent global financial crash.
[01:01:41.000 --> 01:01:43.000]  Has it come even more likely?
[01:01:43.000 --> 01:01:45.000]  The story about Michael Snyder is excellent.
[01:01:45.000 --> 01:01:47.000]  It's up on infowars.com.
[01:01:47.000 --> 01:01:49.000]  Did you see what just happened?
[01:01:49.000 --> 01:01:52.000]  I'm going to cover this in detail, but let's get into it right now.
[01:01:52.000 --> 01:01:57.000]  The devaluation of the Yonba China triggered the largest one-day drop of the currency in modern era.
[01:01:57.000 --> 01:02:02.000]  This caused other global currencies to crash relatively U.S. dollar.
[01:02:02.000 --> 01:02:07.000]  The price of oil hit a six-year low and stock markets all over the world were rattled.
[01:02:07.000 --> 01:02:14.000]  The Dow fell 212 points on Tuesday and Apple stock plummeted another 5%.
[01:02:14.000 --> 01:02:20.000]  As we hurdle towards the absolutely critical months of September and October,
[01:02:20.000 --> 01:02:27.000]  if it's an organized, orchestrated collapse, it'll be in October so they can fearmonger, get things fixed,
[01:02:27.000 --> 01:02:31.000]  get a power grab package and a bailout package by November and then still have a Christmas.
[01:02:31.000 --> 01:02:39.000]  But if it crashes in November or December, I don't think it's rigged then and boy, it could go all the way.
[01:02:39.000 --> 01:02:44.000]  But don't worry, the elites are headed to their bunkers right now, but we shouldn't fearmonger.
[01:02:44.000 --> 01:02:51.000]  If we're lucky and can stop this or slow it down or have a smooth landing, then it's, oh, really?
[01:02:51.000 --> 01:02:57.000]  Where was the global crisis, Alex? You only predicted it would come and it came, but it wasn't that bad.
[01:02:57.000 --> 01:03:03.000]  Don't you people sound like idiots now?
[01:03:03.000 --> 01:03:10.000]  And I wish I wasn't right. I wish I wasn't wrong about all of it.
[01:03:10.000 --> 01:03:17.000]  But we don't make stuff up. You know, knock on wood.
[01:03:17.000 --> 01:03:20.000]  I have never been sued for libel or slander.
[01:03:20.000 --> 01:03:25.000]  Other people threaten it and then I just have my lawyer's contact and go, well, here's our evidence and here's our source.
[01:03:25.000 --> 01:03:30.000]  So you can sue our source if you want, who said another publication or a document.
[01:03:30.000 --> 01:03:35.000]  But usually we're just going off an admitted document, a court case and admission.
[01:03:35.000 --> 01:03:43.000]  It's not us saying it. 95% of what we cover is open source intelligence.
[01:03:43.000 --> 01:03:56.000]  5% is my analysis and where I think it's going and that's proven very accurate, but it's not hard when you have a historical context.
[01:03:56.000 --> 01:04:05.000]  And the patriots worldwide, people that want stability, want decency, that are throughout the system. It's not just evil out there acting, operating.
[01:04:05.000 --> 01:04:09.000]  We've been trying to stop all this. So we're like holding the gate back with the enemy trying to come in.
[01:04:09.000 --> 01:04:18.000]  You're like, you say there's an enemy horde out there and like swords are sticking through the wall and people are climbing over the parapet and falling on top people and fireballs are shooting in.
[01:04:18.000 --> 01:04:23.000]  And you're like, oh, you claim there's fireballs and then one flies over and burns their hair.
[01:04:23.000 --> 01:04:27.000]  And you're like, I don't see any fireballs as their hair is on fire.
[01:04:27.000 --> 01:04:31.000]  So you claim they're selling baby parts, dead baby plops right beside them.
[01:04:31.000 --> 01:04:36.000]  I don't know what you're talking about. You claim Margaret Sanger's a non-c, you're the racist.
[01:04:36.000 --> 01:04:43.000]  C'mon, set so. We wear pink sweaters and talk with a lisp. That means we're intellectual.
[01:04:43.000 --> 01:04:46.000]  Margaret Sanger was never involved in anything.
[01:04:46.000 --> 01:04:50.000]  And Christ was not the Messiah, as Pastor Hayes says as well.
[01:04:50.000 --> 01:04:53.000]  We'll be right back.
[01:05:21.000 --> 01:05:30.000]  The rifle maker tracking point launched in 2011 sold more than a thousand of its Linux powered rifles with a self aiming system.
[01:05:30.000 --> 01:05:36.000]  The scope allows you to designate a target and dial in the variables like wind temperature and weight of the ammunition being fired.
[01:05:36.000 --> 01:05:41.000]  The result is a weapon that can allow even a gun novice to reliably hit targets as far as a mile away.
[01:05:41.000 --> 01:05:46.000]  But like everything else tied to the grid, these two researchers are showing that it can be hacked.
[01:05:46.000 --> 01:05:52.000]  For more information on all the things that can be hacked in this world and what it means to you, go to infowars.com.
[01:05:52.000 --> 01:06:20.000]  Rob Dew reporting.
[01:06:23.000 --> 01:06:29.000]  Custom kydex holsters. Ideal for concealed carry with.080 thick kydex to ensure durability.
[01:06:29.000 --> 01:06:32.000]  Most competitors material use.060.
[01:06:32.000 --> 01:06:35.000]  Configure yours today at hdfirearms.com.
[01:06:35.000 --> 01:06:41.000]  And my favorite, single stage trigger, a home run upgrade for your AR-15 and AR-10 platforms.
[01:06:41.000 --> 01:06:53.000]  Find out more at hdfirearms.com today or call 770-485-7015. That's hdfirearms.com or call 770-485-7015.
[01:06:53.000 --> 01:07:00.000]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:07:00.000 --> 01:07:10.000]  At Infowars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market's day for the lowest price available.
[01:07:10.000 --> 01:07:17.000]  Now, InfowarsLife.com has taken colloidal silver to the next level using a cutting edge technique that is free of toxic artificial additives.
[01:07:17.000 --> 01:07:25.000]  InfowarsLife.com developed a silver bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:07:25.000 --> 01:07:29.000]  We set out to bring you the very best at the lowest price.
[01:07:29.000 --> 01:07:34.000]  Find out more about the proprietary development of silver bullet at InfowarsLife.com.
[01:07:34.000 --> 01:07:38.000]  In these times, it's essential to have high quality colloidal silver on hand.
[01:07:38.000 --> 01:07:45.000]  No survival chest is complete without silver bullet, exclusively available at InfowarsLife.com.
[01:07:45.000 --> 01:08:11.000]  To secure your silver bullet today at InfowarsLife.com or by calling toll-free 888-253-3139.
[01:08:15.000 --> 01:08:30.000]  Welcome to the second hour of the broadcast on this Wednesday, the 12th day of August, 2015.
[01:08:30.000 --> 01:08:41.000]  Coming up, the shocking degeneration of the Chinese stock market and their currency, the Yon, and how that's going to affect the United States.
[01:08:41.000 --> 01:08:51.000]  With Congressman, former Congressman Ron Paul and others warning that the day of reckoning is coming probably this fall or this winter.
[01:08:51.000 --> 01:09:00.000]  And we have Gerald Salente, we have Harry Dent, we have Max Kaiser, we have Peter Schiff,
[01:09:00.000 --> 01:09:10.000]  we have a whole bunch of financial experts that have been accurately breaking down what's coming joining us this week and next week.
[01:09:10.000 --> 01:09:19.000]  Joining us now is Representative Walter Jones, Jones.house.gov and 28pages.org.
[01:09:19.000 --> 01:09:25.000]  And of course, he is a Congressman serving his ninth term from North Carolina.
[01:09:25.000 --> 01:09:39.000]  And he joins us to break down the huge development that he and others have been spearheading to try to remove Speaker Boehner from his position.
[01:09:39.000 --> 01:09:47.000]  We could get rid of Pelosi out of leadership, Harry Reid in the Senate, people like Boehner when he's not playing golf with Obama.
[01:09:47.000 --> 01:09:55.000]  He's defending Obamacare. We can't defund Planned Parenthood. We can't stop partial birth abortion.
[01:09:55.000 --> 01:10:04.000]  We can't control the borders. We can't keep the power plants on even though there's no law to shut them off because Boehner,
[01:10:04.000 --> 01:10:10.000]  whether he's blackmailed or whether he's paid off or whether he's had lobotomy, we don't know.
[01:10:10.000 --> 01:10:16.000]  But with a Republican Speaker of the House like this, you might as well just put Nancy Pelosi back in there.
[01:10:16.000 --> 01:10:19.000]  At least we know who she is.
[01:10:19.000 --> 01:10:22.000]  So Representative Walter Jones is here to give us the inside baseball.
[01:10:22.000 --> 01:10:29.000]  We're very thankful to him on what happened last week and the fact that this could still happen if people get behind it.
[01:10:29.000 --> 01:10:37.000]  And this could be a real game changer. I don't have to tell the audience that if we're able to remove these rhinos out of the power structure.
[01:10:37.000 --> 01:10:47.000]  And then we'll look at federal lawsuit could reveal the contents of 28 pages omitted from 9-11 report implicating the Saudi government quarterbacking the operation.
[01:10:47.000 --> 01:10:50.000]  And of course Congressman Jones has been exposing that.
[01:10:50.000 --> 01:10:56.000]  Now they're saying take out Assad to defeat ISIS when ISIS is al-Qaeda Saudi Arabian funded.
[01:10:56.000 --> 01:11:07.000]  This is the Republican and Democratic leadership playing on the ignorance of the public saying take out Assad who has been fighting al-Qaeda to stop al-Qaeda.
[01:11:07.000 --> 01:11:11.000]  So just incredible. Walter Jones is an expert on this as well.
[01:11:11.000 --> 01:11:13.000]  Thank you so much for joining us, sir.
[01:11:13.000 --> 01:11:21.000]  And please give us an update on exactly what's happening as the mainstream media is not covering the fact that Boehner is in some trouble, isn't he?
[01:11:21.000 --> 01:11:28.000]  Yes, and Alex, thank you. It's always an honor and pleasure to be on your show. I appreciate you telling the truth to the American people.
[01:11:28.000 --> 01:11:43.000]  And on this issue, let me, for those that may be not as familiar as you are and I, we in the Congress have been very frustrated by John Boehner and the fact that he does not follow conservative principles.
[01:11:43.000 --> 01:11:54.000]  You can blame President Obama for spending money, but he can't raise the debt ceiling unless we in Congress pass legislation to allow him to raise that debt ceiling.
[01:11:54.000 --> 01:12:02.000]  So let me go to where we are now. Mark Meadows, who is also a Congressman from North Carolina, he's from the mountain area.
[01:12:02.000 --> 01:12:08.000]  I'm from the coastal area. And we have been talking for months now about what we could do.
[01:12:08.000 --> 01:12:20.000]  We tried to get into a second round back in January with Mr. Boehner trying to get 29 votes to send it to a second round and then maybe we could get him out in January.
[01:12:20.000 --> 01:12:24.000]  That did not happen. So the frustration has continued.
[01:12:24.000 --> 01:12:39.000]  And we met about five or six weeks ago. Ted Yeho from Florida, Thomas Massey from Kentucky, myself and Mark Meadows talking about what can we do? What kind of opportunities do we have as members of Congress to bring the Congress back to the people?
[01:12:39.000 --> 01:12:46.000]  It's their house, not our house. And so Mr. Meadows came up with this idea of vacating the chair.
[01:12:46.000 --> 01:12:54.000]  So he and Thomas Massey worked together on a resolution, it's H Resolution 385.
[01:12:54.000 --> 01:13:01.000]  H Resolution 385. Your listeners can go on anybody's website, mine or anyone else and find this.
[01:13:01.000 --> 01:13:07.000]  Let me read two parts of this very quickly to get us talking, Alex.
