[00:00.000 --> 00:04.000]  You can feel it
[29:36.720 --> 29:42.960]  Turbo Force, 10-Hour Clean Energy, 40% off, Body's Ultimate Turmeric Formula, 40% off,
[29:42.960 --> 29:50.280]  DNA Force Plus, the World's Royce for your cells and immune systems, 40% off, InfoWorstStore.com.
[29:50.280 --> 29:54.520]  This could be potentially your last chance to get a t-shirt, a book, a film, or these
[29:54.520 --> 29:55.520]  great supplements.
[29:55.520 --> 30:00.240]  We're going to keep going 110%, but we need your support.
[30:00.240 --> 30:04.880]  If you think the tyranny and oppression we're living under now is bad, wait till they've
[30:04.880 --> 30:10.520]  got their World ID and that's exactly what the COVID Passports are all about.
[30:10.520 --> 30:15.920]  And CloudSwab and the UN and all the other globalist leaders own words they admit that
[30:15.920 --> 30:21.040]  once they've gotten you with that system then, they're going to carbon tax you everywhere
[30:21.040 --> 30:26.000]  you go and track what you do and publicly they're saying they're going to decide when
[30:26.000 --> 30:31.240]  you can travel and when you can't travel and MasterCard and then all the other big companies
[30:31.240 --> 30:35.320]  are currently announcing they're going to track what you do and where you go and tax
[30:35.320 --> 30:37.720]  you with a carbon tax for it.
[30:37.720 --> 30:41.320]  This is the holy grail of tyranny, ladies and gentlemen.
[30:41.320 --> 30:44.560]  This is the takeover and humanity better wake up and say no.
[30:44.560 --> 30:46.360]  Finally, folks are starting to wake up.
[30:46.360 --> 30:50.000]  Joe Rogan, Tucker Carlson, others who leave the charts along with InfoWorst, but it's
[30:50.000 --> 30:51.000]  not enough.
[30:51.000 --> 30:54.840]  Every individual has to not comply and we have to talk about bringing the globalists
[30:54.840 --> 30:55.840]  to justice.
[30:55.840 --> 30:59.920]  You see, they need the fear of God put in them legally and lawfully.
[30:59.920 --> 31:02.760]  UN-run contact tracers aren't coming.
[31:02.760 --> 31:07.680]  They're here all over the world from Australia to the United States, from Canada to Germany.
[31:07.680 --> 31:11.240]  But these tyrants are tracking everything you do, everywhere you go and then coming
[31:11.240 --> 31:16.800]  to your house and threatening in some cases actually taking people away into the night
[31:16.800 --> 31:22.240]  to their facilities and they're planning in the next year to expand their shield process
[31:22.240 --> 31:26.080]  where they come and take, quote, healthy people away and put them in facilities for their
[31:26.080 --> 31:27.080]  safety.
[31:27.080 --> 31:31.120]  This is nothing less than martial law and one big thing you can do to fight back is to get
[31:31.120 --> 31:35.680]  high quality Faraday cages, many of which are made here in America and are very compliant
[31:35.680 --> 31:39.840]  meaning U.S. government military grade at InfoWorstStore.com.
[31:39.840 --> 31:44.840]  We have the entire line of silent pocket ready to ship to you when you visit InfoWorstStore.com.
[31:44.840 --> 31:50.240]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones,
[31:50.240 --> 31:52.800]  we've got them for laptops, we've got them for iPads.
[31:52.800 --> 31:55.360]  It's all there at InfoWorstStore.com.
[31:55.360 --> 32:00.680]  So protect your privacy today and support the InfoWorst at InfoWorstStore.com.
[32:00.680 --> 32:07.240]  ResetWorst.com is the coordinates on the Internet where you can find the most important information
[32:07.240 --> 32:11.400]  I've produced in 28 years on air.
[32:11.400 --> 32:16.760]  A lot of what's in the courses is known, a lot isn't, but it's my particular perspective
[32:16.760 --> 32:20.440]  in my definitions and my way of seeing the world.
[32:20.440 --> 32:21.840]  Doesn't mean it's perfectly right.
[32:21.840 --> 32:25.720]  As the Bible says, we all see through a rose color darkly, but we've proven that we've
[32:25.720 --> 32:30.600]  got some of the clearest cutting edge discernment out there.
[32:30.600 --> 32:35.800]  I want you to have access to this information because you need these tools, in my experience
[32:35.800 --> 32:39.480]  at least, to stand for the globalists and not let them break your will.
[32:39.480 --> 32:47.160]  And so through Christmas Day, the course is 25% off at ResetWorst.com and it's not just
[32:47.160 --> 32:52.280]  an amazing game-changing consciousness-raising course, it also funds the InfoWorst, so it's
[32:52.280 --> 32:54.080]  a true 360 win.
[32:54.080 --> 33:01.640]  ResetWorst.com, MindWorst, SpiritWorst, 25% off at ResetWorst.com.
[33:01.640 --> 33:26.920]  Meeting of frontal assault on the lies of the New World Order, it's Alex Jones.
[33:26.920 --> 33:38.600]  All right, I got really upset about what's going on in the world last segment and kind
[33:38.600 --> 33:42.000]  of got off into rabbit trails, but I'm going to get focused right now and cover all the
[33:42.000 --> 33:46.000]  news and just break down scientifically what's going on.
[33:46.000 --> 33:47.560]  Here it is very simply.
[33:47.560 --> 33:52.840]  There's been a foreign multinational corporate coup allied with communist China, the European
[33:52.840 --> 33:58.680]  Union, radical Islam, that's operating system is God-hating, life-hating Hollywood Satanist
[33:58.680 --> 34:00.320]  pedophiles.
[34:00.320 --> 34:11.920]  And this legion of doom, this consortium of evil, this army of corruption is organized
[34:11.920 --> 34:16.040]  and is coming after humanity and bragging about it and admitting it, and it's called
[34:16.040 --> 34:18.920]  the Great Reset, it's called Build Back Better.
[34:18.920 --> 34:28.200]  And our own leaders, who I think are good people, Trump and all of them but Flynn, Rand
[34:28.200 --> 34:32.680]  Paul, Ted Cruz, all of them know good and damn well what's going on, it's all admitted
[34:32.680 --> 34:37.000]  by Klaus Schwab, it's admitted by the UN, it's admitted by the Davos Group, it's admitted
[34:37.000 --> 34:42.400]  by Bill Gates, they could destroy them politically by just exposing them.
[34:42.400 --> 34:46.600]  They are the enemy, they are the bad guys, but they will not be identified because if
[34:46.600 --> 34:52.760]  you go directly after the globalist, they try to destroy you, well they're already destroying
[34:52.760 --> 35:01.480]  everybody, so let them, let them stop letting these globalists just run all over us, the
[35:01.480 --> 35:03.920]  danger isn't giving into them.
[35:03.920 --> 35:08.400]  I don't know how these so-called leaders live with themselves, sleep at night, knowing
[35:08.400 --> 35:15.080]  this is going on and only giving quarter measures, and that's why they fear General Flynn.
[35:15.080 --> 35:20.160]  He doesn't want to be president, he wants Trump to run again, he wants Trump to be strong,
[35:20.160 --> 35:23.720]  I know Flynn really well, I know his family and everybody around him, and you notice they've
[35:23.720 --> 35:28.520]  got all these articles in MSNBC and CNN and all these videos and the new republic of him
[35:28.520 --> 35:32.880]  burning down America with rebel flags and he's a KKK and he's going to kill you with
[35:32.880 --> 35:41.720]  no evidence of that because he understands what's going on, he understands what we're
[35:41.720 --> 35:47.280]  really facing, he understands they provocateur January 6th, he understands this is a globalist
[35:47.280 --> 35:51.600]  takeover, he understands COVID was made in a lab and released on us for fear and control
[35:51.600 --> 35:56.000]  and now the shot is a soft kill weapon to weaken and collapse the country and so that
[35:56.000 --> 36:01.120]  the good people get fired from their jobs and the nation further accelerates its decline.
[36:01.120 --> 36:07.160]  This is all clowered and pivot, this is all a deindustrialization, societal collapse operation,
[36:07.160 --> 36:15.800]  agenda 21 and we've got all these Pentagon generals running around doing litmus tests
[36:15.800 --> 36:19.640]  of critical race theory for the military and forced injection to get the good people
[36:19.640 --> 36:25.360]  kicked out and now having new litmus tests in the Washington Post saying we need a litmus
[36:25.360 --> 36:35.000]  test to make sure with a new loyalty confirmation and pledging allegiance for the third time
[36:35.000 --> 36:40.400]  to Biden that the military understands that when the Democrats win the midterms if anybody
[36:40.400 --> 36:45.840]  protests they're terrorist, it actually says that in these articles ladies and gentlemen
[36:45.840 --> 36:50.520]  and then it says an example of the evil in the military and how we need the military
[36:50.520 --> 36:55.840]  to be prepared to take out the rest of the military in a civil war, how about third
[36:55.840 --> 37:00.720]  world stuff here because a general over the National Guard in Oklahoma said this is an
[37:00.720 --> 37:07.840]  experimental shot, this COVID-19 Pfizer shot and he read the federal law and the military
[37:07.840 --> 37:12.560]  regulations that killed the anthrac shots in the early 2000s that were experimental
[37:12.560 --> 37:16.760]  and said we're not giving it to our National Guard and the courts have almost unanimously
[37:16.760 --> 37:21.480]  agreed with them and you got the Pentagon saying there's an example of the insurrectionist,
[37:21.480 --> 37:26.560]  we need to be ready to arrest all this military brass that doesn't follow our legal orders.
[37:26.560 --> 37:31.080]  These are not legal or lawful orders.
[37:31.080 --> 37:35.600]  That's why Biden in June of this year put in his national strategy for countering domestic
[37:35.600 --> 37:41.160]  terrorism where they say those that oppose forced inoculations, those that oppose lock
[37:41.160 --> 37:47.560]  nouns, new lock nouns, those that oppose open borders or those that say there is election
[37:47.560 --> 37:54.240]  fraud are the main terror threat and the CIA and the military need to be used against them.
[37:54.240 --> 37:59.480]  Now here's the big news, you should have said this at the start of the show.
[37:59.480 --> 38:04.240]  You get the mind game, I mean you get the mind control, you get the gaslighting, don't
[38:04.240 --> 38:07.840]  you everybody?
[38:07.840 --> 38:13.600]  They're the ones saying use the military and the CIA and the Patriot Act and they are
[38:13.600 --> 38:18.160]  against the American people and to surveil us and watch us and prepare the military
[38:18.160 --> 38:21.520]  to come kill us.
[38:21.520 --> 38:26.640]  That's treason, that's martial law, that's illegal, that's out of control and they say
[38:26.640 --> 38:33.560]  it's to counter Trump and General Flynn and Alex Jones and Roger Stone as if any of us
[38:33.560 --> 38:38.080]  are plotting a military attack on something.
[38:38.080 --> 38:42.240]  That would blow up in our face, it would give the enemy the high ground, they would be able
[38:42.240 --> 38:46.520]  to bring in a real hot coup against America, not just their soft coup and that would be
[38:46.520 --> 38:49.280]  the biggest gift to them ever.
[38:49.280 --> 38:53.320]  And we know there were groups bringing those plans to Trump and telling him he needs to
[38:53.320 --> 38:57.960]  use the military and declare all that and I looked at that constitutionally and I said
[38:57.960 --> 39:02.240]  there's evidence of fraud, yes you could do that but I said this is a trap to set Trump
[39:02.240 --> 39:05.520]  up and when and if he does that he'll be arrested.
[39:05.520 --> 39:10.760]  And I had Robert Barnes on saying that, I had Roger Stone on saying that, we're all
[39:10.760 --> 39:18.240]  on record in November and December and January saying we don't want that military coup.
[39:18.240 --> 39:22.800]  Well Flynn had it brought up to him that if there was a breakdown and a societal battle
[39:22.800 --> 39:29.280]  in the states that Trump could use the federal marshals and then federal troops to grab the
[39:29.280 --> 39:35.520]  machines if there was fraud which has been done before by the feds back in 2000 but that
[39:35.520 --> 39:38.320]  was never done.
[39:38.320 --> 39:42.200]  What we do have is the deep state globalist system that knows it's illegitimate, it's
[39:42.200 --> 39:46.480]  already committed a coup against this country and it's already basically taken over and
[39:46.480 --> 39:51.640]  is massively censoring and taking bank accounts away from millions of people and persecuting
[39:51.640 --> 39:56.120]  everyone and surveilling everyone and putting the ADL in charge of all of it.
[39:56.120 --> 39:59.960]  I mean this is what you do in an authoritarian state.
[39:59.960 --> 40:05.080]  This is what happens in an authoritarian state and you have Pelosi ordering the sergeant
[40:05.080 --> 40:09.320]  of arms to not defend the building and open the doors.
[40:09.320 --> 40:14.320]  You have Trump asking for 10,000 National Guard on January 6 and being told no by the
[40:14.320 --> 40:16.120]  DC mayor.
[40:16.120 --> 40:18.760]  That's who controls those unless he overrides it.
[40:18.760 --> 40:23.600]  You had Millie saying don't do it, Trump are all resigned when he wanted 10,000 troops
[40:23.600 --> 40:31.440]  the weeks before and then when Trump came out and told Mark Meadows, the chief of staff
[40:31.440 --> 40:36.440]  he wanted it, now they've got those text messages spinning it like Trump wanted National Guard
[40:36.440 --> 40:38.360]  for a coup.
[40:38.360 --> 40:43.080]  Trump wanted National Guard because they believed like past events we'd had where we were peaceful
[40:43.080 --> 40:47.000]  in DC that Antifa was going to attack us.
[40:47.000 --> 40:50.960]  But Antifa didn't attack a million of us that day, the few thousand cowards that worked
[40:50.960 --> 40:53.480]  for the Southern Primary Law Center, ADL and others.
[40:53.480 --> 41:00.800]  In deep state, George Soros, they were dressed in red caps and red, white and blue outfits
[41:00.800 --> 41:04.840]  and even caught on video and they were there working with the FBI and working with other
[41:04.840 --> 41:10.160]  criminal organizations to break through the first offenses and to overwhelm the police
[41:10.160 --> 41:14.640]  that were then ordered to stand down by Pelosi on record.
[41:14.640 --> 41:18.840]  And if you're a radio listener, we already put those articles on screen, TV viewers saw
[41:18.840 --> 41:21.040]  them.
[41:21.040 --> 41:25.240]  So here's what's going to happen, we're going to come back and talk about it.
[41:25.240 --> 41:31.920]  The coup's already happened, America's already being shut down and destroyed right now.
[41:31.920 --> 41:38.280]  We by one vote saved having our coal and most of our gasoline cut off the next two years
[41:38.280 --> 41:40.440]  and you're like, that sounds devastating.
[41:40.440 --> 41:44.040]  You see the inflation, you see the borders collapsing, you see the supply chain breakdowns,
[41:44.040 --> 41:46.280]  you're under attack.
[41:46.280 --> 41:51.120]  This isn't a probe, this isn't beta test, this is it boys and girls, this is it, you're
[41:51.120 --> 41:57.080]  in it now, okay?
[41:57.080 --> 42:00.680]  So there's still a way to fix this legislatively, there's still a way to fix this.
[42:00.680 --> 42:07.240]  You notice we just beat their build back better, UN, carbon tax, Debo's Group, Crown Jewel.
[42:07.240 --> 42:11.800]  To shut ourselves down when nobody else does, because the globalists have invested overseas
[42:11.800 --> 42:14.360]  and they want to bring us to our knees.
[42:14.360 --> 42:19.720]  And then bankrupt our economy and put us all on welfare so they can dictate our surrender.
[42:19.720 --> 42:24.720]  We just won politically, we're gaining all the states, the legislatures, the courts,
[42:24.720 --> 42:26.200]  we're winning.
[42:26.200 --> 42:31.000]  We're beginning to reverse Roe v. Wade, we don't want violence, but they do, it's the
[42:31.000 --> 42:32.720]  only move they've got.
[42:32.720 --> 42:37.680]  And do you think the globalists that are at arm's length are scared to trigger civil
[42:37.680 --> 42:38.680]  war in America?
[42:38.680 --> 42:41.000]  No, they want one.
[42:41.000 --> 42:42.320]  They want one.
[42:42.320 --> 42:46.200]  So they're planning to trigger one now.
[42:46.200 --> 42:49.420]  Every day we're on air is precious, every day you share links of precious.
[42:49.420 --> 42:53.120]  We have to affect the hearts and minds out there with the truth ahead of what's about
[42:53.120 --> 42:54.240]  to go down.
[42:54.240 --> 42:59.720]  Enough exposure, they may not pull the false flags.
[42:59.720 --> 43:05.320]  So this could be literally your last chance with all the insane things happening in the
[43:05.320 --> 43:11.920]  world to get enforced products and to support us into 2022, the do or die year, store-wide
[43:11.920 --> 43:17.880]  free shipping, double patriot points, brain force plus 50% off, amazing, new tropic, ultimate
[43:17.880 --> 43:22.720]  krill oil, back in stock, highest rated krill oil, so good for your whole body, 50% off.
[43:22.720 --> 43:27.520]  We've got knockout sleep support, 50% off, hair and beard support, 60% off.
[43:27.520 --> 43:32.560]  We also have COVID land 2, the mask film, when you order the very important film, you
[43:32.560 --> 43:37.880]  get a free DVD with two films on it about Bohemian growth, turbo force, 10 hour clean
[43:37.880 --> 43:44.320]  energy, 40% off, body's ultimate turmeric formula, 40% off, DNA force plus, the worlds
[43:44.320 --> 43:50.760]  Royce for your cells and immune systems, 40% off, infoorcestore.com, this could be potentially
[43:50.760 --> 43:55.280]  your last chance to get a t-shirt, a book, a film, or these great supplements, we're
[43:55.280 --> 43:59.880]  going to keep going 110% but we need your support.
[43:59.880 --> 44:06.400]  Christmas Day 2021 is almost here and I want to encourage our amazing listeners and viewers
[44:06.400 --> 44:11.760]  who have changed the world through your support of infoorce to help take this fight against
[44:11.760 --> 44:14.760]  here to the next level and that's what Reset Wars does.
[44:14.760 --> 44:20.520]  We've extended the sale of 25% off on the course, Mind Wars Spirit Wars, it's two courses
[44:20.520 --> 44:27.240]  in one until Christmas Day, ladies and gentlemen, help give your friends, your family, your
[44:27.240 --> 44:31.960]  neighbors the gift of being aware of how the globalists are manipulating them and trying
[44:31.960 --> 44:38.160]  to break their will and please give yourself and the whole world the gift of keeping infoorce
[44:38.160 --> 44:39.960]  on the air at this critical time.
[44:39.960 --> 44:42.160]  Without your support, we would have already been shut down.
[44:42.160 --> 44:45.160]  With your support, we're not just going to stay on air, we're going to take the fight
[44:45.160 --> 44:51.000]  to the next level because now is the historic point, now is the inflection point and it's
[44:51.000 --> 44:59.400]  all about Reset Wars, 25% off through Christmas Day at resetwars.com, get the course now.
[44:59.400 --> 45:04.720]  Well here we are, the year 2021 is almost over.
[45:04.720 --> 45:09.000]  Christmas is just a few days away, I want to take a little bit of time out to thank
[45:09.000 --> 45:14.280]  you all for keeping us in the fight, the New World Order would have already basically won
[45:14.280 --> 45:19.000]  it if it wasn't for Info Wars and I'm not bragging, I'm letting you know that together
[45:19.000 --> 45:24.200]  as a family, we have changed the world and that we have a responsibility because God
[45:24.200 --> 45:29.480]  put us in this position to not back down now at the very critical point.
[45:29.480 --> 45:33.280]  This is an Info War and the globalists are trying to break your will and demoralize you
[45:33.280 --> 45:38.160]  and I've produced a two part course, Mind Wars Spirit Wars, six plus hours that lays
[45:38.160 --> 45:41.120]  out the most game changing information ever.
[45:41.120 --> 45:45.440]  It's available right now at resetwars.com and through Christmas Day, we've extended
[45:45.440 --> 45:53.360]  the sale 25% off so Reset Wars is now available at infowarstore.com and also at resetwars.com
[45:53.360 --> 45:55.000]  for 25% off.
[45:55.000 --> 46:00.960]  Thanks for getting the course and thanks for keeping Info Wars on the air.
[46:00.960 --> 46:05.400]  I want to explain something that is absolutely key to understanding our world, it's very
[46:05.400 --> 46:12.280]  simple but the multiple don't know, the privately owned central banks of the world are artificially
[46:12.280 --> 46:18.080]  creating thousands of trillions of dollars and other major currencies and using them
[46:18.080 --> 46:25.400]  to buy up infrastructure, intellectual property, energy, they're using it to buy people, to
[46:25.400 --> 46:31.040]  buy influence and in the past they created thousands of trillions so that they could
[46:31.040 --> 46:35.360]  leverage that manipulate markets but they never allowed that money to get into the general
[46:35.360 --> 46:38.280]  circulation or it would cause massive inflation.
[46:38.280 --> 46:42.800]  Now they've gone ahead and weaponized it and are flooding every sector of the world economy
[46:42.800 --> 46:48.760]  buying up everything not to have the companies operate but to actually shut them down and
[46:48.760 --> 46:53.320]  force the collapse of civilization, making the companies they do fund be the only things
[46:53.320 --> 46:54.320]  left standing.
[46:54.320 --> 46:58.280]  This is the great reset, this is what's happening now, war on everyone is the only way to stop
[46:58.280 --> 47:02.080]  it.
[47:02.080 --> 47:13.480]  Creating a frontal assault on the lies of the New World Order, it's Alex Jones.
[47:13.480 --> 47:28.880]  Alright, let me lay out what's about to go down in the next 324 days, now again the
[47:28.880 --> 47:33.960]  enemy has 5 or 6 cards in their hand and we know what those cards are and we know how
[47:33.960 --> 47:39.080]  they're pre-programming and laying the groundwork or the highway for the card they're going
[47:39.080 --> 47:44.000]  to play so you can tell what card they're going to play because they think we're so
[47:44.000 --> 47:50.400]  stupid they telegraph it and prepare it and lay it out, that's how we know what's coming
[47:50.400 --> 47:55.400]  next and you think well sometime they might do a little bit of a faint or they might put
[47:55.400 --> 47:56.400]  out some disinfo.
[47:56.400 --> 48:02.920]  If the general public was fully awake they might do that but no, when they prepare their
[48:02.920 --> 48:10.040]  brainwashing they prepare their program they launch it, 95% of the time and they are preparing
[48:10.040 --> 48:15.560]  as you see everywhere that conservatives are all terrorists, free speeches terrorism, gun
[48:15.560 --> 48:19.120]  owners are terrorists, people that want to control the border are terrorists, people
[48:19.120 --> 48:23.840]  that don't want to bankrupt the economy are terrorists, people that love America are terrorists,
[48:23.840 --> 48:27.600]  people that question election fraud are terrorists, people that don't want to take deadly shots
[48:27.600 --> 48:32.160]  are terrorists and they've had enough of us and it's time to put us in camps and you
[48:32.160 --> 48:37.120]  know we're just ready for all this to end because with half the public that's totally
[48:37.120 --> 48:42.200]  unconscious they really believe it's the unvaxxed is the reason the economy is shutting down,
[48:42.200 --> 48:45.880]  they really believe that's why gas prices are high, they really believe that's why
[48:45.880 --> 48:51.040]  they got to wear a mask all the time, if you just do what you were told by the New World
[48:51.040 --> 49:01.640]  Order why they'd be okay and so they've been put into that deranged mass mob psychology,
[49:01.640 --> 49:05.960]  mass psychosis that Carl Jung talked about that the Pentagon is obsessed with and I
[49:05.960 --> 49:09.000]  want to explain what's happened with the Pentagon, the Pentagon is full of some of the best people
[49:09.000 --> 49:18.040]  in America but when you get to the very top of it ladies and gentlemen they're globalist
[49:18.040 --> 49:23.480]  and they are telling all the way down to the ROTC at colleges, the officer class being
[49:23.480 --> 49:32.920]  trained to be officers, they're telling them that you're going to have a war with the American
[49:32.920 --> 49:42.880]  right wing who are white supremacist terrorists because they believe in ABCDEFG and the ABC
[49:42.880 --> 49:50.160]  you know what those are, God, country, capitalism, free market, you don't want to defund the police,
[49:50.160 --> 49:54.200]  you believe in due process, you believe in medical rights, you believe in the Nuremberg
[49:54.200 --> 49:59.760]  Code, you believe in just common sense, you believe in what America is all about, obviously
[49:59.760 --> 50:06.960]  you're the enemy hell turn on the news but the ROTC training, the West Point training,
[50:06.960 --> 50:14.120]  the Pentagon training, the critical race theory training, it is all not just that America
[50:14.120 --> 50:18.640]  is inherently evil and we've got to take down the Teddy Roosevelt statue because you know
[50:18.640 --> 50:28.920]  he was a civil rights advocate, obviously he's evil, you see it's about demonizing their
[50:28.920 --> 50:34.880]  opposition before they make their move and all hell is going to break loose when they
[50:34.880 --> 50:40.920]  do this and they're going to use this Civil War they trigger as the pretext to kill the
[50:40.920 --> 50:44.560]  dollars we know at bringing the new global currency and say don't worry it's the new
[50:44.560 --> 50:49.760]  app just like your vaccine app, this is how you buy and sell but you better behave or
[50:49.760 --> 50:54.640]  we turn it off and then you're not going and watching the movie Red Dawn, the movie theater
[50:54.640 --> 51:01.240]  like I did with my grandfather in the mid-1980s, one of the last movies he ever saw, he didn't
[51:01.240 --> 51:06.200]  die until a lot later but he didn't really like movies but we went and saw that and we
[51:06.200 --> 51:09.040]  went and saw Good Bad and the Ugly one time too with the Paramount Theater, he liked that
[51:09.040 --> 51:15.240]  movie but here in Austin my mom's dad but you know Red Dawn's a movie where they're
[51:15.240 --> 51:20.480]  in the occupied town and you know people are disappearing, you can't speak out, you can't
[51:20.480 --> 51:24.840]  go out at night, that's where you are but it's not just you can't go out at night, you
[51:24.840 --> 51:30.680]  can't go out any time unless your app says it's all official, it's all unified, it's
[51:30.680 --> 51:34.440]  here, you read about tyranny in history books, you read about times where horrible things
[51:34.440 --> 51:40.640]  happen and you ask why did that happen because people followed orders and so thank God you've
[51:40.640 --> 51:45.480]  got the head of the National Guard in Oklahoma saying a bunch of federal courts have ruled
[51:45.480 --> 51:48.960]  against this saying it's experimental and it says right here in the federal law if something
[51:48.960 --> 51:53.720]  is experimental you can't make troops take it, I'm not going to make them take it, I'm
[51:53.720 --> 51:58.640]  going to follow the law, I'm going to stand up to Hitler and say what you're doing is
[51:58.640 --> 52:04.440]  wrong, that's what you're supposed to do and they say oh no that's a you read the article
[52:04.440 --> 52:08.440]  the Washington Post that's white supremacist code, oh you don't want to take a deadly shot
[52:08.440 --> 52:12.400]  you're a white supremacist and of course it makes no sense to you whether you're black
[52:12.400 --> 52:17.560]  or white or older young you're awake but to the average leftist they hear that and they
[52:17.560 --> 52:24.440]  think the National Guard in Oklahoma are Nazis because they don't want to take a poison and
[52:24.440 --> 52:29.080]  it makes no sense because it's not meant to make sense unless you're an unconscious zombie
[52:29.080 --> 52:38.440]  who's been brainwashed so there's a cocktail of things they can do there's a mix but obviously
[52:38.440 --> 52:43.360]  I mean the Pentagon is globalist control now and it says we believe in the midterms and
[52:43.360 --> 52:50.440]  we believe in 2024 that when Trump loses and when they lose which they will that we need
[52:50.440 --> 52:55.080]  the military in the streets ahead of time you know fighting the American people and ready
[52:55.080 --> 53:01.080]  and again don't you see the mind control that's what's illegal Trump couldn't even get 10,000
[53:01.080 --> 53:05.920]  National Guard for January 6 rally for security because oh my gosh that's a police state that's
[53:05.920 --> 53:12.760]  martial law that's the end of the world you can't do that when no one would have looked
[53:12.760 --> 53:16.320]  at that as a bad thing that should have happened and they sent away half of the Capitol Police
[53:16.320 --> 53:22.120]  to do traffic control that day it was a setup and by the way we're gonna break news on Tuesday
[53:22.120 --> 53:26.240]  I'm ready to break it now and ready to break it tomorrow but we're putting documents together
[53:26.240 --> 53:30.760]  we've got witnesses we're gonna break something and we're still on air on Tuesday concerning
[53:30.760 --> 53:36.360]  January 6 I should have said the start of the show that is just the most incredible
[53:36.360 --> 53:47.360]  information ever total smoking gun of who was behind the Capitol attack who is on the
[53:47.360 --> 53:57.120]  Jan 6 committee and it's hiding in plain view when I learned this today and did hours of
[53:57.120 --> 54:04.400]  research on it afterwards everything clicked into place and I was like oh my goodness Jiminy
[54:04.400 --> 54:18.840]  Crickets holy Toledo there it was right there and wait till you learn this on Tuesday but
[54:18.840 --> 54:22.400]  again that's why they got the censorship in place hoping this information doesn't get
[54:22.400 --> 54:30.400]  out but if this gets out Pelosi and the Democrats and Liz Cheney aren't just gonna be out of
[54:30.400 --> 54:36.040]  office they're the ones that are gonna be going to prison so folks the criminals have
[54:36.040 --> 54:40.080]  made their move the offshore banks think they can sit back and have their minions do all
[54:40.080 --> 54:46.800]  this who are blackmailed and controlled seven ways from Sunday but you're about to see history
[54:46.800 --> 54:52.160]  unfold in a massive massive way so they plan to stage terror attacks ahead of the midterms
[54:52.160 --> 54:58.080]  probably on some racial attacks some attacks on schools tax on a black college black church
[54:58.080 --> 55:03.760]  something along those lines an attack on Pfizer facility an attack on Bill Gates's compound
[55:03.760 --> 55:07.720]  something like that they're already pre-programming now so obviously we don't want that nobody
[55:07.720 --> 55:11.320]  wants to be offensively violent we're winning politically they're losing they're bleeding
[55:11.320 --> 55:16.400]  out right now we need to just stand back and watch them politically die the problem is
[55:16.400 --> 55:21.760]  and I mean that metaphysically or as a archetype or as a parable not literally bleeding out
[55:21.760 --> 55:26.720]  we know we need to sit back while they bleed out and explain we're not violent we're not
[55:26.720 --> 55:30.560]  the ones that want to cut off your power and open the borders and child traffic and everything
[55:30.560 --> 55:34.320]  else and they provocateur us on January 6 and we drop the ball and they set us up we
[55:34.320 --> 55:38.360]  walked into a trap but we're not for any violence we don't want any of that to happen hell let
[55:38.360 --> 55:43.080]  them steal the midterms think how hated they'll be let them steal the next one I mean they'll
[55:43.080 --> 55:48.160]  never be a democrat or communist or socialist elected a dog catcher after this now's the
[55:48.160 --> 55:53.480]  time to be Mahatma Gandhi copying Jesus Christ and Martin Luther King jr copying Gandhi
[55:53.480 --> 56:02.200]  now is the time to hold back and turn the other cheek now is the time now is the time
[56:02.200 --> 56:06.680]  we decry all offensive violence we do not want to go out and attack any of these groups
[56:06.680 --> 56:10.440]  or people they attack our children while they attack the police while they attack our local
[56:10.440 --> 56:14.520]  governments while they try to bully us and overthrow us we want to politically expose
[56:14.520 --> 56:19.080]  them and spiritually expose them and undermine their authority because they're frauds and
[56:19.080 --> 56:26.320]  politically assassinate them with the truth not with violence politically assassinate
[56:26.320 --> 56:38.960]  their character politically destroy them but not harm a hair on their chinny chin chin
[56:38.960 --> 56:45.200]  that's the key in going this exactly civil disobedience that is the answer they walk
[56:45.200 --> 56:48.400]  us into a travel in January 6 now they're trying to put those of us that try to stop
[56:48.400 --> 56:53.720]  it in prison because they know that they're weak and they know this is all coming out
[56:53.720 --> 56:57.320]  and they know they're in trouble and now they're saying they want martial law and troops on
[56:57.320 --> 57:04.000]  the street and the CIA to attack American citizens to keep us safe from a coup from an insurrection
[57:04.000 --> 57:09.320]  2.0 when it's what they're announcing that's illegal it's what they're pushing that's totally
[57:09.320 --> 57:14.040]  criminal on its face and they just want to hide that in plain view and hope you don't
[57:14.040 --> 57:19.640]  notice because the whole political system is turning against them the whole world is
[57:19.640 --> 57:24.960]  turning against globalism and their COVID launch and their lockdowns and their new lockdowns
[57:24.960 --> 57:30.680]  and all their desperate fear-mongering is the acts of a global corporate psychological
[57:30.680 --> 57:35.720]  warfare behavioral psychology system that drank its own kool-aid smoked its own dope
[57:35.720 --> 57:40.320]  and that is going down and we don't want to get crushed while it's collapsing we want
[57:40.320 --> 57:45.400]  to step aside at a safe distance while these scumbags destroy themselves hour number two
[57:45.400 --> 57:52.000]  in massive news straight ahead I never compromised let's go ahead take another call let's talk
[57:52.000 --> 57:56.600]  to Malcolm in Tennessee welcome hello Alex yes Malcolm all right I will make this quick
[57:56.600 --> 58:01.200]  and real short where the other Patriots can get on the line Alex I have to promote one
[58:01.200 --> 58:07.080]  thing from one of your co-host Owen shroyer super male volatility and brain force plus
