[00:00.000 --> 00:02.000]  You've got it
[28:21.360 --> 28:27.360]  So she had to go in a, she says, are there a private place? He said no, even though they had the little private rope room where they liked to molest people
[28:27.360 --> 28:36.360]  He said no, you'll go in the bathroom, so she had to stand in front of everyone at the metal mirrors and do it and then come out and then he inspected it and basically yelled at her
[28:36.360 --> 28:42.360]  It's land of the humiliated cowards and slaves, land of the people that will take anything
[28:42.360 --> 28:51.360]  I'm going to tell you more about this when we come back, then I ran, and what's happening with the electric cars that no one wants to buy, that you pay for with your taxpayer money to build the assembly lines on
[28:51.360 --> 28:57.360]  But now they're shutting those down, it's all coming up, I'm Alex Jones and FullWars.com
[29:21.360 --> 29:31.360]  This video uses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream
[29:31.360 --> 29:40.360]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the silver lungs generator
[29:40.360 --> 29:53.360]  Very easy to follow, step-by-step instructions are provided, making production fast and simple. Go to www.silverlungs.com today and learn more about the breakthrough technology of the silver lungs generator
[29:53.360 --> 30:18.360]  That's www.silverlungs.com
[30:23.360 --> 30:30.360]  This is a free product that has helped me lose 37 pounds in just two months
[30:30.360 --> 30:41.360]  Products like Beyond Tangy Tangerine, Pollen Burst and Rebound, when I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months
[30:41.360 --> 30:49.360]  Now that's results. I want to challenge my listeners to go to infowarsteam.com and to order just three of their products
[30:49.360 --> 30:54.360]  You will see the changes in the way you look, feel and in your appetite almost immediately
[30:54.360 --> 31:20.360]  Start your journey to health and wellness today, infowarsteam.com
[31:25.360 --> 31:29.360]  And it can produce an endless supply of nutrient dense food for you and your family
[31:29.360 --> 31:33.360]  And here's the best part, these seeds have not been genetically modified in any way
[31:33.360 --> 31:37.360]  And you actually get enough seeds to plant a full acre crisis garden
[31:37.360 --> 31:40.360]  So visit them today at www.survivalseedbank.com
[31:40.360 --> 31:47.360]  That's www.survivalseedbank.com or give them a call at 877-327-0365
[31:47.360 --> 31:56.360]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item
[31:56.360 --> 32:20.360]  This is Alex Jones for survivalseedbank.com
[32:27.360 --> 32:35.360]  The new Alex Jones Quick Fix Family Pack saves you so much money, the savings from eating this food will actually help you pay your other bills
[32:35.360 --> 32:42.360]  No matter what effect the mid-east crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now
[32:42.360 --> 32:47.360]  Order now for 50% savings and free shipping on these affordable family packs
[32:47.360 --> 32:56.360]  Call 800-409-5633 or eFoodsDirect.com slash Alex
[32:56.360 --> 32:59.360]  Call 800-409-5633 or eFoodsDirect.com slash Alex
[33:01.360 --> 33:04.360]  Coast to coast, direct from Austin
[33:04.360 --> 33:19.360]  You're listening to the Alex Jones Broadcasting Network Network
[33:34.360 --> 33:50.360]  It's always about more power, more arbitrary power, 10 years after 9-11, the TSA as Forbes reported last week
[33:50.360 --> 33:55.360]  TSA coming to a highway near you, in fact put that up on screen for PrisonPlanet.tv viewers
[33:55.360 --> 33:59.360]  A congresswoman who I want to get on did a story about, yeah, they're all over the country now
[33:59.360 --> 34:02.360]  You pull up the checkpoints and they're now groping you on highways
[34:02.360 --> 34:04.360]  They're not sworn officers
[34:04.360 --> 34:06.360]  I've checked, it's illegal
[34:06.360 --> 34:10.360]  Police aren't allowed to start groping you or stop you without a warrant
[34:10.360 --> 34:12.360]  Or without probable cause
[34:12.360 --> 34:14.360]  What is this? And she's like, we've got to pass a law
[34:14.360 --> 34:18.360]  Lady, congresswoman, there are laws
[34:18.360 --> 34:20.360]  They're not following them
[34:20.360 --> 34:23.360]  The feds are power grabbing
[34:23.360 --> 34:26.360]  And it has nothing to do with Al Qaeda
[34:26.360 --> 34:31.360]  The globalists are putting in charge everywhere
[34:31.360 --> 34:35.360]  We do have in the next segment that Darren McBrain report on the DPS gunboats
[34:35.360 --> 34:38.360]  And they're flipping out on us for trying to cover them
[34:38.360 --> 34:39.360]  That's coming up
[34:39.360 --> 34:42.360]  But continuing here, here it is, TSA
[34:42.360 --> 34:49.360]  Ask woman to prove her breast pump is real at airport
[34:49.360 --> 34:51.360]  And do me a favor, since you're showing that on screen
[34:51.360 --> 34:53.360]  Scroll down to the actual newscast
[34:53.360 --> 34:55.360]  That's Mike Adams, great report at infoawards.com
[34:55.360 --> 34:57.360]  I want to show people cause they won't believe it
[34:57.360 --> 35:01.360]  The KSDK link right there
[35:01.360 --> 35:03.360]  I want to show folks that if they're watching
[35:03.360 --> 35:05.360]  There it is, news five
[35:05.360 --> 35:07.360]  Where the news comes first, TSA
[35:07.360 --> 35:11.360]  Ask woman to prove her breast pump is real at airport
[35:11.360 --> 35:14.360]  And it's in Hawaii
[35:14.360 --> 35:18.360]  And she's, I mean, again
[35:18.360 --> 35:20.360]  I have been in airports
[35:20.360 --> 35:22.360]  I was in Billings, Montana
[35:22.360 --> 35:25.360]  And the woman had her hotel
[35:25.360 --> 35:27.360]  She had her shampoo
[35:27.360 --> 35:29.360]  And look, I'm not a pack rat
[35:29.360 --> 35:31.360]  But when I go to a hotel and they got lotion
[35:31.360 --> 35:34.360]  And they got a sewing kit they're giving you
[35:34.360 --> 35:37.360]  Or they've got, I even get the shower cap as a joke
[35:37.360 --> 35:39.360]  And then pull out of my bag when I get home
[35:39.360 --> 35:41.360]  And put it on my head and let my kids laugh at me
[35:41.360 --> 35:43.360]  But you know, I'll take the lotion, I'll take the shampoo
[35:43.360 --> 35:46.360]  I have seen them repeatedly, but one time in Billings
[35:46.360 --> 35:48.360]  It was a woman and her husband and her kids
[35:48.360 --> 35:51.360]  And this jackboot started screaming at her
[35:51.360 --> 35:53.360]  Why do you have this, you know?
[35:53.360 --> 35:55.360]  It says over there ounces
[35:55.360 --> 35:57.360]  And then it was sure enough
[35:57.360 --> 36:00.360]  Below the ounce amount, she was just flipping out on someone
[36:00.360 --> 36:03.360]  I mean, who else wants a job
[36:03.360 --> 36:06.360]  Hin pecking and messing with law abiding citizens
[36:06.360 --> 36:09.360]  It sounds like the most horrible thing in the world
[36:09.360 --> 36:11.360]  I mean, even when somebody's done something wrong to me
[36:11.360 --> 36:14.360]  I don't like having to get in their face
[36:14.360 --> 36:16.360]  Because then if they bow up, well, you know, things escalate
[36:16.360 --> 36:20.360]  But just this hin pecking normal people
[36:20.360 --> 36:22.360]  And treating us like we're criminals
[36:22.360 --> 36:24.360]  Like, I got pulled over last night
[36:24.360 --> 36:27.360]  I was speeding, and I said, okay, I agree
[36:27.360 --> 36:29.360]  I was probably speeding, just give him a ticket, please
[36:29.360 --> 36:32.360]  And the guy came back and said, no, Alex, I'm just going to give you a warning
[36:32.360 --> 36:34.360]  But the point is, he didn't look all crazed-eyed
[36:34.360 --> 36:37.360]  And wasn't all, like, in my face
[36:37.360 --> 36:39.360]  Like, I was, like, you know, trying to freak me out
[36:39.360 --> 36:41.360]  And escalate things, he was just a nice guy
[36:41.360 --> 36:43.360]  Like cops used to be
[36:43.360 --> 36:45.360]  And I go, okay, fine
[36:45.360 --> 36:47.360]  But when they bow up and want to search your car
[36:47.360 --> 36:49.360]  And ask, what are you hiding? I'm like, look
[36:49.360 --> 36:51.360]  You want to have militarized gun boats
[36:51.360 --> 36:54.360]  Running around all over the place, they have a fighting drug traffic
[36:54.360 --> 36:57.360]  Make the drugs decriminalized
[36:57.360 --> 36:59.360]  I mean, I read all these federal filings
[36:59.360 --> 37:02.360]  Where the US government constantly gets caught shipping drugs in
[37:02.360 --> 37:04.360]  They have the Marines growing the opium
[37:04.360 --> 37:07.360]  Don't ask to search my car for drugs
[37:07.360 --> 37:10.360]  When the stinking things are shipped in
[37:10.360 --> 37:12.360]  And the cops are like, well, then why are we busting you
[37:12.360 --> 37:14.360]  To keep the price up, to keep it illegal
[37:14.360 --> 37:16.360]  To pack to private prisons owned by banks
[37:16.360 --> 37:18.360]  That launder the drug money
[37:18.360 --> 37:20.360]  You haven't figured this out yet?
[37:20.360 --> 37:22.360]  You need to have them illegal so they can shut down drug dealers
[37:22.360 --> 37:24.360]  That aren't sanctioned
[37:24.360 --> 37:28.360]  Mexico is collapsing because of the drug war
[37:28.360 --> 37:31.360]  Completely, every analyst out there
[37:31.360 --> 37:35.360]  Does not debate that the drug war did this to Mexico
[37:35.360 --> 37:38.360]  You made it illegal, you made it, you have a thousand times
[37:38.360 --> 37:40.360]  The profit it would have
[37:40.360 --> 37:42.360]  You regulate it like cigarettes, like beer
[37:42.360 --> 37:44.360]  You turn the bureaucrats loose on it
[37:44.360 --> 37:47.360]  Getting their piece of it, it'll be
[37:47.360 --> 37:49.360]  Well, Europe's done it many areas
[37:49.360 --> 37:52.360]  Portugal saw 70 plus percent
[37:52.360 --> 37:54.360]  Or it was like 69 percent to be technical
[37:54.360 --> 37:59.360]  Pull that up, Portugal drug decriminalization
[37:59.360 --> 38:01.360]  Big success, you'll see all the numbers
[38:01.360 --> 38:03.360]  It's like Forbes, AP Reuters
[38:03.360 --> 38:05.360]  We can do that here
[38:05.360 --> 38:07.360]  Now, does it mean the cops won't get to have black uniforms
[38:07.360 --> 38:09.360]  That kick down doors and have excuses
[38:09.360 --> 38:11.360]  To have giant paramilitary systems
[38:11.360 --> 38:13.360]  I mean, they get to be warriors
[38:13.360 --> 38:15.360]  Not actually in the foreign country fighting
[38:15.360 --> 38:17.360]  But they get to be here in a war
[38:17.360 --> 38:19.360]  And then raid the wrong house
[38:19.360 --> 38:22.360]  Every two days I see police raiding the wrong house
[38:22.360 --> 38:24.360]  Every few days I see in the news
[38:24.360 --> 38:26.360]  Where they raid some insurance salesman
[38:26.360 --> 38:28.360]  Or some old lady, or some Marine Corvette
[38:28.360 --> 38:30.360]  And the cops don't even yell police sometimes
[38:30.360 --> 38:32.360]  The person's asleep and they get up
[38:32.360 --> 38:34.360]  Don't have a gun, have a remote in their hand, get killed
[38:34.360 --> 38:36.360]  And then it corrupts the police
[38:36.360 --> 38:38.360]  I had Serpico, the famous New York detective on
[38:38.360 --> 38:41.360]  I said how many of the other narcotics detectives
[38:41.360 --> 38:43.360]  Were on the take and dealing drugs
[38:43.360 --> 38:45.360]  You said all of them but me
[38:45.360 --> 38:48.360]  All of them, all of them
[38:48.360 --> 38:51.360]  Folks, I grew up in Dallas where the police
[38:51.360 --> 38:54.360]  All of them because I wasn't into drugs
[38:54.360 --> 38:57.360]  But drugs were rampant in the 80s
[38:57.360 --> 39:00.360]  And I'd be at parties and sometimes the cop
[39:00.360 --> 39:02.360]  Would be off duty in his pickup truck
[39:02.360 --> 39:05.360]  With drugs delivering them to the party
[39:05.360 --> 39:07.360]  Whatever they people wanted
[39:07.360 --> 39:10.360]  And I'm talking about the 16-year-old kids
[39:10.360 --> 39:12.360]  And then I'm at school a month later
[39:12.360 --> 39:14.360]  And they got drug dogs wanting to search people
[39:14.360 --> 39:16.360]  Hey, I've seen you with the other cop
[39:16.360 --> 39:18.360]  You guys are drug dealers
[39:18.360 --> 39:19.360]  Oh, you're going to the office
[39:19.360 --> 39:20.360]  We're gonna slam your head in the wall
[39:20.360 --> 39:22.360]  Ask how you know this
[39:22.360 --> 39:24.360]  Threaten to plant stuff on you
[39:24.360 --> 39:27.360]  I'm just like, look, I don't use that stuff, buddy
[39:29.360 --> 39:31.360]  I don't know how people do hard drugs
[39:31.360 --> 39:33.360]  I've tried a few hard drugs once or twice
[39:33.360 --> 39:35.360]  And it literally felt like I'd been stomped in the head
[39:35.360 --> 39:36.360]  By a mule the next day
[39:36.360 --> 39:39.360]  Why would anyone use cocaine?
[39:39.360 --> 39:41.360]  Why would anyone use methamphetamine?
[39:41.360 --> 39:43.360]  If being up for two days and then throwing up
[39:43.360 --> 39:45.360]  The third day with dry heaves
[39:45.360 --> 39:47.360]  Is your idea fun?
[39:47.360 --> 39:49.360]  They're like, oh, you just had some bad stuff
[39:49.360 --> 39:51.360]  Try it again when I was like 15
[39:51.360 --> 39:54.360]  Did the same thing, thank God
[39:54.360 --> 39:56.360]  When I've had a broken leg and they gave me opiates
[39:56.360 --> 40:00.360]  I threw up and I'm allergic to them
[40:00.360 --> 40:02.360]  I feel so sorry for everybody in bondage
[40:02.360 --> 40:04.360]  And it's big pharma
[40:04.360 --> 40:08.360]  Shelling the exact same garbage
[40:08.360 --> 40:10.360]  That's on the street, it's just synthetic
[40:10.360 --> 40:12.360]  And that's okay, though
[40:12.360 --> 40:13.360]  That's okay, though
[40:13.360 --> 40:15.360]  Even though it kills hundreds of thousands of people a year
[40:15.360 --> 40:16.360]  Go look it up
[40:16.360 --> 40:18.360]  But never mind, that's not the threat
[40:18.360 --> 40:19.360]  Tornados aren't the threat
[40:19.360 --> 40:21.360]  Cancer exploding is not the threat
[40:21.360 --> 40:22.360]  All these real threats aren't the threat
[40:22.360 --> 40:25.360]  No, TSA asked women to prove her breast pump
[40:25.360 --> 40:28.360]  Is real at airport
[40:28.360 --> 40:30.360]  KITV
[40:30.360 --> 40:33.360]  A Hawaiian mom says she was humiliated
[40:33.360 --> 40:35.360]  When asked to prove her breast pump
[40:35.360 --> 40:37.360]  Was real at an airport
[40:37.360 --> 40:40.360]  I've had them pull out a Canon
[40:40.360 --> 40:42.360]  3,000 dollar 35mm cameras
[40:42.360 --> 40:44.360]  We shoot video, they shoot the best video
[40:44.360 --> 40:46.360]  I was flying, they're like, what's this
[40:46.360 --> 40:48.360]  And I walked over because they were searching dude
[40:48.360 --> 40:49.360]  Last time I flew with him
[40:49.360 --> 40:51.360]  And I walked over the TSA person
[40:51.360 --> 40:53.360]  And I'm like, is everybody so scared of him
[40:53.360 --> 40:56.360]  You gotta talk to him, I go, it's a Canon camera
[40:56.360 --> 40:59.360]  Man, look at it, you've seen, you know that's a camera
[40:59.360 --> 41:00.360]  And the person's like, get back in line
[41:00.360 --> 41:03.360]  I'm like, no, no, he works for me
[41:03.360 --> 41:04.360]  Get your supervisor if you want
[41:04.360 --> 41:06.360]  That's a Canon camera
[41:06.360 --> 41:08.360]  And you know what a black Canon camera is
[41:08.360 --> 41:11.360]  With a Canon lens on it, don't you
[41:11.360 --> 41:13.360]  And then they call some supervisor
[41:13.360 --> 41:14.360]  Trying to intimidate me
[41:14.360 --> 41:17.360]  And that's when the loud preaching starts
[41:17.360 --> 41:19.360]  I don't care what you eat
[41:19.360 --> 41:22.360]  I'm not gonna play your mentally ill game anymore
[41:22.360 --> 41:24.360]  What's a breast pump, what's a Canon camera
[41:24.360 --> 41:26.360]  It's all about how I'm bad
[41:26.360 --> 41:29.360]  How I've done something wrong, no
[41:29.360 --> 41:33.360]  The whole TSA insanity blew up two years ago
[41:33.360 --> 41:35.360]  When I found out that my employee Michelle
[41:35.360 --> 41:37.360]  Had taken her two daughters who I've known for years
[41:37.360 --> 41:38.360]  Well, I've known one of them
[41:38.360 --> 41:39.360]  She's like eight or nine now
[41:39.360 --> 41:40.360]  But the other one was like a year old
[41:40.360 --> 41:42.360]  And they were gonna have a man
[41:42.360 --> 41:44.360]  Go in her pants at Denver Airport
[41:44.360 --> 41:46.360]  And I heard this, she came and gave the testimony
[41:46.360 --> 41:48.360]  TSA said we were liars
[41:48.360 --> 41:49.360]  Then all the videos came out of it
[41:49.360 --> 41:51.360]  Happening nationwide, Drudge Report picked it up
[41:51.360 --> 41:53.360]  Number one story for two months
[41:53.360 --> 41:56.360]  According to Alexa and all the tracker systems
[41:56.360 --> 41:58.360]  Because all that anger was already there
[41:58.360 --> 42:00.360]  People were already awake
[42:00.360 --> 42:04.360]  But boom, boom, that's why they don't like this show
[42:04.360 --> 42:07.360]  It can trigger a domino effect of people
[42:07.360 --> 42:08.360]  That are already up there and awake
[42:08.360 --> 42:10.360]  And my goal is to get other talk show hosts
[42:10.360 --> 42:12.360]  Other people informed, which I'm now seeing happening
[42:12.360 --> 42:14.360]  So they kill me or arrest me, it won't work
[42:14.360 --> 42:18.360]  And finally, after 17 years on air
[42:18.360 --> 42:20.360]  It's now 17 years next month
[42:20.360 --> 42:22.360]  Finally, I see everything I talk about
[42:22.360 --> 42:23.360]  Being a talking point now
[42:23.360 --> 42:25.360]  And being picked up by everybody
[42:25.360 --> 42:28.360]  Michael Savage reads my articles in entirety on the air
[42:28.360 --> 42:30.360]  Of course it doesn't mention it, but I don't care
[42:30.360 --> 42:33.360]  See, I don't care if he doesn't say infowars.com
[42:33.360 --> 42:34.360]  I don't care if Limbaugh
[42:34.360 --> 42:36.360]  Who has actually sourced my articles on there
[42:36.360 --> 42:37.360]  Doesn't give me credit
[42:37.360 --> 42:38.360]  All I want is the info to get out
[42:38.360 --> 42:41.360]  You see, it's not about Alex Jones
[42:41.360 --> 42:43.360]  I know the effect we're having
[42:43.360 --> 42:44.360]  But I'm going to tell you the rest of this
[42:44.360 --> 42:45.360]  Briefly when we get back
[42:45.360 --> 42:47.360]  And then we'll get into the Iran situation
[42:47.360 --> 42:50.360]  What's happening with the electric cars
[42:50.360 --> 42:53.360]  I was attacked by WikiLeaks reports by Stratford
[42:53.360 --> 42:57.360]  In a little local group here in Austin
[42:57.360 --> 43:00.360]  As a kook, which is a badge of honor
[43:00.360 --> 43:02.360]  When you're out on the road
[43:02.360 --> 43:07.360]  The last place you want to be is on the road
[43:07.360 --> 43:09.360]  But if the unfortunate happens
[43:09.360 --> 43:12.360]  You'll be glad you were wearing diamond gussets
[43:12.360 --> 43:16.360]  There's a place down in Tennessee
[43:16.360 --> 43:21.360]  Where they make blue diamond gusset jeans
[43:21.360 --> 43:25.360]  They so pride in every stitch
[43:25.360 --> 43:29.360]  Guarantee you love the way they fit
[43:29.360 --> 43:32.360]  And put a diamond gusset in the crotch
[43:32.360 --> 43:34.360]  Where you need it most
[43:34.360 --> 43:37.360]  Blue diamond gussets got it
[43:37.360 --> 43:39.360]  Others don't
[43:39.360 --> 43:41.360]  We turned jeans inside out
[43:41.360 --> 43:43.360]  Diamond gusset jeans
[43:43.360 --> 43:46.360]  Made in the USA with unparalleled quality
[43:46.360 --> 43:48.360]  Our Defender motorcycle jeans combine
[43:48.360 --> 43:50.360]  Gusset Comfort with Kevlar Protection
[43:50.360 --> 43:52.360]  So you can ride all day with confidence
[43:52.360 --> 43:55.360]  Order yours at gusset.com
[43:55.360 --> 43:57.360]  Diamond gusset jeans got it
[43:57.360 --> 43:59.360]  Others don't
[44:27.360 --> 44:32.360]  I've lost 37 pounds in two months
[44:32.360 --> 44:35.360]  Simply getting the vitamins and minerals I need
[44:35.360 --> 44:37.360]  Check it out for yourself, it's incredible
[44:37.360 --> 44:39.360]  Go to infowarsteam.com today
[44:39.360 --> 44:41.360]  And order your first canister
[44:41.360 --> 44:43.360]  Of Beyond Tangy Tangerine
[44:43.360 --> 44:46.360]  Complete Multivitamin Mineral Complex Dietary Supplement
[44:46.360 --> 44:48.360]  And get your first canister
[44:48.360 --> 44:50.360]  Of Beyond Tangy Tangerine
[44:50.360 --> 44:53.360]  Complete Multivitamin Mineral Complex Dietary Supplement
[44:53.360 --> 44:58.360]  That's infowarsteam.com
[45:24.360 --> 45:26.360]  And now, new socialist legislation
[45:26.360 --> 45:28.360]  Is only compounding the problem
[45:28.360 --> 45:29.360]  Number four
[45:29.360 --> 45:31.360]  Dangerous weather is always a threat to local grids
[45:31.360 --> 45:34.360]  Every year, thousands of families lose their power
[45:34.360 --> 45:35.360]  From weather-related onages
[45:35.360 --> 45:36.360]  Number five
[45:36.360 --> 45:39.360]  A solar power generator provides powerful backup insurance
[45:39.360 --> 45:40.360]  And peace of mind
[45:40.360 --> 45:42.360]  Folks, I really believe in the solar power generators
[45:42.360 --> 45:44.360]  Offered by Solutions from Science
[45:44.360 --> 45:45.360]  One of my old sponsors
[45:45.360 --> 45:49.360]  You can get more information at www.mysolarbackup.com
[45:49.360 --> 45:51.360]  That's mysolarbackup.com
[45:51.360 --> 45:53.360]  Remember, the government doesn't own the sun
[45:53.360 --> 45:55.360]  So go to mysolarbackup.com
[45:55.360 --> 46:21.360]  Or call 1-877-327-0365
[46:26.360 --> 46:29.360]  Your risk is the hundreds of hazardous toxic detergents
[46:29.360 --> 46:33.360]  That give you rashes, itching sores, and deteriorating clothing
[46:33.360 --> 46:34.360]  Called lint
[46:34.360 --> 46:35.360]  If you want something better
[46:35.360 --> 46:37.360]  If you want something you've never had before
[46:37.360 --> 46:39.360]  You have to do something you've never done before
[46:39.360 --> 46:41.360]  Getting a free catalog is easy
[46:41.360 --> 46:44.360]  By calling 800-340-7091
[46:44.360 --> 46:47.360]  Or see Calvin on the web at www.5starsoap.com
[46:47.360 --> 46:49.360]  Take charge of your health now
[46:49.360 --> 46:52.360]  By calling 800-340-7091
[46:52.360 --> 46:56.360]  Or see Calvin on the web at www.5starsoap.com
[47:23.360 --> 47:26.360]  Look, this is a psychological warfare system
[47:26.360 --> 47:27.360]  That we live under
[47:27.360 --> 47:29.360]  Americans are to be broken
[47:29.360 --> 47:31.360]  The land of the free, the home of the brave
[47:31.360 --> 47:34.360]  Is to be terrorized with manufactured terror
[47:34.360 --> 47:36.360]  And then the federal government itself
[47:36.360 --> 47:39.360]  Run by foreign megabanks that have hijacked this country
[47:39.360 --> 47:42.360]  Are basically occupying our local police
[47:42.360 --> 47:44.360]  Using the military against us
[47:44.360 --> 47:46.360]  It's all out in the open now
[47:46.360 --> 47:48.360]  All to secure their ill-gotten gains
[47:48.360 --> 47:50.360]  The globalists are criminals
[47:50.360 --> 47:52.360]  They have to bring in a tyranny
[47:52.360 --> 47:54.360]  So they can engage in their crime
[47:54.360 --> 47:56.360]  Without getting in trouble
[47:56.360 --> 47:58.360]  That's the goal
[47:58.360 --> 48:00.360]  And always escalating that level of crime
[48:00.360 --> 48:02.360]  TSA asks women to prove
[48:02.360 --> 48:04.360]  Her breast pump is real at airport
[48:04.360 --> 48:06.360]  It's all about their personal power
[48:06.360 --> 48:08.360]  And I watch them getting off
[48:08.360 --> 48:10.360]  On harassing people
[48:10.360 --> 48:13.360]  I asked him if there was a private place
[48:13.360 --> 48:15.360]  I could go pump when he said
[48:15.360 --> 48:16.360]  You must prove
[48:16.360 --> 48:17.360]  And he said no
[48:17.360 --> 48:19.360]  You can go in the women's bathroom
[48:19.360 --> 48:21.360]  You're scum
[48:21.360 --> 48:23.360]  I had to stand in front of the mirrors
[48:23.360 --> 48:25.360]  And sinks and pump my breast
[48:25.360 --> 48:27.360]  In front of every tourist
[48:27.360 --> 48:29.360]  That walked into that bathroom
[48:29.360 --> 48:31.360]  I was embarrassed and humiliated
[48:31.360 --> 48:33.360]  And then angry that I was treated this way
[48:33.360 --> 48:35.360]  Yeah, because the plugs are by the sink
[48:35.360 --> 48:37.360]  So she's in there doing this
[48:37.360 --> 48:39.360]  When the bottle was full
[48:39.360 --> 48:41.360]  She was allowed back on the plane
[48:41.360 --> 48:43.360]  Oh yeah, back on the plane
[48:43.360 --> 48:44.360]  They pulled her off
[48:44.360 --> 48:46.360]  The TSA is apologizing saying
[48:46.360 --> 48:47.360]  The agent made a mistake
[48:47.360 --> 48:49.360]  This system-wide
[48:49.360 --> 48:51.360]  Remember, over and over again
[48:51.360 --> 48:53.360]  Dozens and dozens and dozens
[48:53.360 --> 48:55.360]  And dozens of times
[48:55.360 --> 48:57.360]  They said we're not groping under 12-year-olds
[48:57.360 --> 48:59.360]  Oh, because it violates state laws and pedophilia
[48:59.360 --> 49:01.360]  Oh, we're going to stop that
[49:01.360 --> 49:03.360]  Now when they get caught doing it
[49:03.360 --> 49:04.360]  And then they never stop
[49:04.360 --> 49:05.360]  It's all about stalling you
[49:05.360 --> 49:06.360]  All about mind games
[49:06.360 --> 49:08.360]  All about deception
[49:08.360 --> 49:10.360]  The agency released a statement saying
[49:10.360 --> 49:12.360]  In part, we accept responsibility
[49:12.360 --> 49:14.360]  For the apparent misunderstanding
[49:14.360 --> 49:16.360]  And any inconvenience or embarrassment
[49:16.360 --> 49:18.360]  Or no, they're going to continue it, see
[49:18.360 --> 49:19.360]  Just like they kept saying
[49:19.360 --> 49:20.360]  We don't strip old ladies
[49:20.360 --> 49:21.360]  We don't make people that can't walk
[49:21.360 --> 49:22.360]  Get out of wheelchairs
[49:22.360 --> 49:23.360]  That are going home to die
[49:23.360 --> 49:25.360]  And it turns out they are
[49:25.360 --> 49:26.360]  They take old ladies in there
[49:26.360 --> 49:28.360]  And they pull their underwear off
[49:28.360 --> 49:30.360]  And laugh at them
[49:30.360 --> 49:32.360]  And it just goes on and on
[49:32.360 --> 49:33.360]  We have a big breakdown on this
[49:33.360 --> 49:35.360]  From Mike Adams at Natural News
[49:35.360 --> 49:36.360]  At infowars.com
[49:36.360 --> 49:38.360]  If you want to read the full-spectrum
[49:38.360 --> 49:40.360]  Breakdown with links to the mainstream media
[49:40.360 --> 49:42.360]  Reports and video of it
[49:42.360 --> 49:45.360]  Okay, I'm not going to spend a lot of time on this
[49:45.360 --> 49:48.360]  But it's so multifaceted and so bizarre
[49:52.360 --> 49:53.360]  About three months ago
[49:53.360 --> 49:56.360]  They went and did a report on militarization of police
[49:56.360 --> 49:58.360]  Now the state police were buying six
[49:58.360 --> 50:00.360]  $600-plus-thousand-dollar armored boats
[50:00.360 --> 50:02.360]  With big machine guns mounted all over them
[50:02.360 --> 50:03.360]  And we did a report
[50:03.360 --> 50:04.360]  They talked to us
[50:04.360 --> 50:06.360]  We did a report and I said, you know
[50:06.360 --> 50:07.360]  The drug war is a fraud
[50:07.360 --> 50:09.360]  And it's basically leading
[50:09.360 --> 50:11.360]  To so many of the problems that we have
[50:11.360 --> 50:13.360]  And it jacks up the prices of the drugs
[50:13.360 --> 50:15.360]  But police like to be able to seize it
[50:15.360 --> 50:16.360]  And grow their agencies
[50:16.360 --> 50:19.360]  And they also like to be involved
[50:19.360 --> 50:21.360]  In the illicit trade, the black market
[50:21.360 --> 50:23.360]  Because it's very lucrative
[50:23.360 --> 50:28.360]  The police got very rich all over the country
[50:28.360 --> 50:30.360]  During ten years of prohibition
[50:30.360 --> 50:32.360]  And they made drugs illegal right after that
[50:32.360 --> 50:33.360]  When they lost alcohol
[50:33.360 --> 50:34.360]  They had to have something new
[50:34.360 --> 50:36.360]  That's all on record
[50:36.360 --> 50:38.360]  And they have drugs illegal
[50:38.360 --> 50:40.360]  So they can shut down the competition
[50:40.360 --> 50:42.360]  And then there's no police officer I talked to
[50:42.360 --> 50:43.360]  That doesn't know
[50:43.360 --> 50:44.360]  The government's been caught
[50:44.360 --> 50:46.360]  In the 50s, 60s, 70s, 80s, 90s
[50:46.360 --> 50:48.360]  Growing the opium, growing the cocaine
[50:48.360 --> 50:50.360]  Growing the coca, shipping it in
[50:50.360 --> 50:53.360]  And only shutting down their competition
[50:53.360 --> 50:56.360]  I mean, bottom line
[50:56.360 --> 50:58.360]  And now they have the troops growing the opium
[50:58.360 --> 51:00.360]  In Afghanistan and admitting it
[51:00.360 --> 51:02.360]  And then shipping it into America
[51:02.360 --> 51:05.360]  So Mexico's collapsing
[51:05.360 --> 51:07.360]  40,000 dead in the last three years
[51:07.360 --> 51:08.360]  Thousands dead on our side
[51:08.360 --> 51:11.360]  And they're using it to take our liberties again
[51:11.360 --> 51:13.360]  This is how the plan works
[51:13.360 --> 51:15.360]  So Darren McBreen says
[51:15.360 --> 51:16.360]  I want to go back out
[51:16.360 --> 51:18.360]  Because they didn't have the machine guns mounted
[51:18.360 --> 51:19.360]  The first time
[51:19.360 --> 51:21.360]  They're going to have these heavy machine guns mounted
[51:21.360 --> 51:22.360]  And boy, it looks like James Bond
[51:22.360 --> 51:24.360]  Real rows of machine guns
[51:24.360 --> 51:25.360]  Big armored boats
[51:25.360 --> 51:27.360]  They're going to be in South Texas
[51:27.360 --> 51:29.360]  But it's going to proliferate into other areas
[51:29.360 --> 51:30.360]  Drones are in the sky
