whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:32:16.180 --> 00:32:17.860]   Hi folks, Alex Jones here.
[00:32:17.860 --> 00:32:21.500]   Why not go back to basics and be safe with Calbin Pure Soaps?
[00:32:21.500 --> 00:32:25.820]   They're all natural and you'll save some 85% the money you're spending for your cleaning
[00:32:25.820 --> 00:32:26.820]   products now.
[00:32:26.820 --> 00:32:32.980]   Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[00:32:32.980 --> 00:32:35.460]   Now Calbin Soaps are available to you and me.
[00:32:35.460 --> 00:32:39.580]   Triple concentrated for all your cleaning needs, from bathing and laundry to dishes,
[00:32:39.580 --> 00:32:40.580]   hair and more.
[00:32:40.580 --> 00:32:42.620]   No harsh chemicals, no animal testing.
[00:32:42.620 --> 00:32:47.540]   I use them and love them, knowing they're all natural and safe, and I say it big time.
[00:32:47.540 --> 00:32:51.740]   Call Calbin Pure Soap at 1-800-340-7091.
[00:32:51.740 --> 00:32:54.860]   That's 1-800-340-7091.
[00:32:54.860 --> 00:32:58.820]   Or log on to 5starsoap.com now for a free catalog.
[00:32:58.820 --> 00:33:08.700]   Again that number, 1-800-340-7091, 5starsoap.com, for all your cleaning needs.
[00:33:08.700 --> 00:33:10.700]   Thank you for listening to GCA.
[00:33:10.700 --> 00:33:28.260]   Visit GCNlive.com today.
[00:33:28.260 --> 00:33:32.380]   Twelve months ago, the British Ministry of Defense released their ten year prospectus,
[00:33:32.380 --> 00:33:34.700]   what they believe would happen in the next ten years.
[00:33:34.700 --> 00:33:38.500]   They said the derivatives market would implode in the near future, worldwide martial law
[00:33:38.500 --> 00:33:39.500]   would be instated.
[00:33:39.500 --> 00:33:45.340]   We wrote big articles about it, linked to it, had experts from Britain on about it.
[00:33:45.340 --> 00:33:50.580]   I told you of course, about nine years ago, we read federal documents on air, how they
[00:33:50.580 --> 00:33:55.540]   plan to put license plate reading cameras in nationwide, and about four years ago, you
[00:33:55.540 --> 00:33:59.460]   saw the headline, "Florida Town Reads the Plates and Runs the Background of Everybody
[00:33:59.460 --> 00:34:00.940]   that Drives Through It."
[00:34:00.940 --> 00:34:08.140]   Well, here is the news today, Portland Tribune, got a link to it up on Infowars.com.
[00:34:08.140 --> 00:34:13.380]   We could all be tracked, cops test license plate cameras that store trace all data.
[00:34:13.380 --> 00:34:17.740]   Everyone is recorded, everyone is tracked, they're just letting local police dial into
[00:34:17.740 --> 00:34:18.740]   it.
[00:34:18.740 --> 00:34:22.040]   Those traffic cameras, they told you were for traffic five, six years ago?
[00:34:22.040 --> 00:34:27.980]   It was in the Pentagon documents that that is a military control grid for NORTHCOM.
[00:34:27.980 --> 00:34:31.720]   That's your government now, not Congress, but the military.
[00:34:31.720 --> 00:34:38.500]   Said Thomas Barnett, one of the top war specialists and futurists at the Navy, have to say on
[00:34:38.500 --> 00:34:42.820]   C-SPAN, he said, "We work for the banks, we work for Wall Street."
[00:34:42.820 --> 00:34:45.020]   Wall Street is foreign.
[00:34:45.020 --> 00:34:49.060]   Austin is one of the wealthiest, richest towns in the United States.
[00:34:49.060 --> 00:34:53.940]   I know a lot of prominent people, people who are part of the New World Order, but "don't
[00:34:53.940 --> 00:34:57.540]   like it," and they have been leaving the country for five years.
[00:34:57.540 --> 00:34:58.980]   What have I been telling you?
[00:34:58.980 --> 00:35:03.020]   Saying, quote, "Financially, the United States won't exist."
[00:35:03.020 --> 00:35:11.140]   The United States is going to be the epicenter of an economic hydrogen bomb going off worldwide.
[00:35:11.140 --> 00:35:17.300]   By design, there isn't time to suck your thumbs anymore and deny what I'm saying.
[00:35:17.300 --> 00:35:23.660]   There's only time to go research what I'm saying and find out it's true, because politically,
[00:35:23.660 --> 00:35:26.860]   the American people have already gotten their head out of the sand.
[00:35:26.860 --> 00:35:33.660]   Two weeks ago, they told Congress, "We do not want this banker bailout plan."
[00:35:33.660 --> 00:35:35.340]   These are mainly foreign-owned banks.
[00:35:35.340 --> 00:35:39.420]   That's why you now hear they're bailing out foreign banks, because our banks are foreign,
[00:35:39.420 --> 00:35:40.420]   basically, out of Europe.
[00:35:40.420 --> 00:35:44.780]   They figured this scam out hundreds of years ago, the Ponzi schemes.
[00:35:44.780 --> 00:35:46.780]   And we don't want you to do that.
[00:35:46.780 --> 00:35:54.180]   And so, the President had his group on financial markets not prop up the stock market that
[00:35:54.180 --> 00:35:59.220]   Monday, that still didn't terrorize the public into submission.
[00:35:59.220 --> 00:36:02.340]   The public did not go along with the threat.
[00:36:02.340 --> 00:36:05.980]   And so, the President's working group on financial markets did not bail the stock market out
[00:36:05.980 --> 00:36:07.180]   that Monday evening.
[00:36:07.180 --> 00:36:10.540]   It dropped around a trillion, two hundred billion, to be technical, one trillion, two
[00:36:10.540 --> 00:36:12.300]   hundred billion point three.
[00:36:12.300 --> 00:36:18.660]   Then, it dropped another three trillion in value since then, from its high of last year,
[00:36:18.660 --> 00:36:23.460]   this week, its high last year on Thursday, of fourteen thousand, down to right around
[00:36:23.460 --> 00:36:25.900]   eight thousand.
[00:36:25.900 --> 00:36:27.780]   And it's only going to go down more.
[00:36:27.780 --> 00:36:32.860]   Now, we told you on this show, we said, "You watch, they pass that banker takeover bill,"
[00:36:32.860 --> 00:36:35.420]   that's what it said, "a small group of private banks."
[00:36:35.420 --> 00:36:38.700]   Not your bank on Main Street, but the private families that own the Federal Reserve.
[00:36:38.700 --> 00:36:42.940]   "If you do that, they are going to hammer the stock market down to nothing, because
[00:36:42.940 --> 00:36:45.220]   they want to buy it up cheap."
[00:36:45.220 --> 00:36:48.340]   And then we gave all the documents and linked to them on the website.
[00:36:48.340 --> 00:36:50.500]   I mean, we have them engineering it.
[00:36:50.500 --> 00:36:52.060]   We have them doing it.
[00:36:52.060 --> 00:36:57.380]   And look, if you can't figure that out intellectually or economically, if you can't figure out what
[00:36:57.380 --> 00:37:01.660]   I'm saying, I know most of you can, but some probably can't, those that tune into mainstream
[00:37:01.660 --> 00:37:05.300]   media and are basically brain damaged from birth from the fluoride you drink, if you
[00:37:05.300 --> 00:37:09.780]   can't figure out what I'm saying there, you never saw a President or a Prime Minister
[00:37:09.780 --> 00:37:14.900]   or a Democratic leader of the House or Senate or Republican leader, the Speaker of the House,
[00:37:14.900 --> 00:37:19.300]   whatever, come out and say, "Depression, depression, depression, we're going to have a depression."
[00:37:19.300 --> 00:37:24.300]   But they came out for two weeks terrorizing the public, trying to get the public behind
[00:37:24.300 --> 00:37:25.980]   this banker takeover bill.
[00:37:25.980 --> 00:37:26.980]   That's what it is.
[00:37:26.980 --> 00:37:30.920]   Immunity, unlimited power, the power for these select group to take over other banks and
[00:37:30.920 --> 00:37:33.520]   other brokerage firms and insurance companies.
[00:37:33.520 --> 00:37:38.440]   And private companies separate from the financial system.
[00:37:38.440 --> 00:37:40.200]   And what did they do?
[00:37:40.200 --> 00:37:43.420]   What did they do?
[00:37:43.420 --> 00:37:48.820]   They dropped the market, thousands and thousands and thousands of points, from 11,000 down
[00:37:48.820 --> 00:37:54.020]   to 8,000, and then they have a world summit and say we need a world banking elite now
[00:37:54.020 --> 00:37:56.140]   to be in complete power.
[00:37:56.140 --> 00:37:57.140]   And what happened?
[00:37:57.140 --> 00:38:00.100]   I told you when they passed that the stock market would plunge, and what happened?
[00:38:00.100 --> 00:38:01.660]   It plunged.
[00:38:01.660 --> 00:38:04.780]   Because the enemy is out in the open with what they're doing.
[00:38:04.780 --> 00:38:09.860]   Now the Boston Globe can make jokes all day, postpone the election, is it a joke or is
[00:38:09.860 --> 00:38:10.860]   it?
[00:38:10.860 --> 00:38:15.260]   And I'm surprised even this much truth could come out in a major paper, but you ought to
[00:38:15.260 --> 00:38:17.180]   go read it.
[00:38:17.180 --> 00:38:20.460]   But they don't ever mention what the congressman had to say.
[00:38:20.460 --> 00:38:24.820]   The fact that multiple congressmen, Democrats and Republicans, were threatened with martial
[00:38:24.820 --> 00:38:27.660]   law if they didn't go along with it.
[00:38:27.660 --> 00:38:31.580]   Now last week when I heard this on C-SPAN, I didn't just stop there, I called and had
[00:38:31.580 --> 00:38:33.700]   the congressman on.
[00:38:33.700 --> 00:38:34.700]   Here it is.
[00:38:34.700 --> 00:38:43.900]   The only way they can pass this bill is by creating and sustaining a panic atmosphere.
[00:38:43.900 --> 00:38:47.220]   That atmosphere is not justified.
[00:38:47.220 --> 00:38:54.060]   Many of us were told in private conversations that if we voted against this bill on Monday,
[00:38:54.060 --> 00:38:59.020]   that the sky would fall, the market would drop 2 or 3,000 points the first day, another
[00:38:59.020 --> 00:39:03.980]   couple thousand the second day, and a few members were even told that there would be
[00:39:03.980 --> 00:39:08.340]   martial law in America if we voted no.
[00:39:08.340 --> 00:39:09.340]   That's what I call fear-mongering.
[00:39:09.340 --> 00:39:10.340]   Unjustified.
[00:39:10.340 --> 00:39:11.340]   Proven wrong.
[00:39:11.340 --> 00:39:17.020]   We've got a week, we've got two weeks to write a good bill.
[00:39:17.020 --> 00:39:21.780]   The only way to write, to pass a bad bill, keep the panic pressure on.
[00:39:21.780 --> 00:39:23.660]   Now what does the Senate say to this bill?
[00:39:23.660 --> 00:39:24.660]   Now that's from C-SPAN.
[00:39:24.660 --> 00:39:29.260]   Now they knew that bad-mouthing the market for weeks, saying depression, would make the
[00:39:29.260 --> 00:39:34.380]   general public and institutional investors, cities, counties, states, that's the biggest
[00:39:34.380 --> 00:39:36.940]   amount of investment, pull out.
[00:39:36.940 --> 00:39:38.980]   And they did.
[00:39:38.980 --> 00:39:42.500]   And so while they sit up there saying, "Oh, things are bad, depression, boy, give us more
[00:39:42.500 --> 00:39:47.300]   power," they are the ones orchestrating it all, while the money is given to the select
[00:39:47.300 --> 00:39:53.540]   inside group of banks to go and forcibly with regulators, take over those banks, take over
[00:39:53.540 --> 00:39:56.340]   those institutions.
[00:39:56.340 --> 00:40:02.340]   Meanwhile, Chrysler, GM, have merger talks, sources report.
[00:40:02.340 --> 00:40:07.340]   Chrysler is in talks with General Motors Corporation about a deal to combine the number one, number
[00:40:07.340 --> 00:40:12.780]   three automakers at a time when both are struggling to cut costs and shore up cash, according
[00:40:12.780 --> 00:40:15.020]   to three people familiar with the matter.
[00:40:15.020 --> 00:40:16.020]   That's from Reuters.
[00:40:16.020 --> 00:40:18.620]   So again, every U.S. asset being bought up.
[00:40:18.620 --> 00:40:22.340]   And that'll be done with taxpayer money and handed over to Chrysler.
[00:40:22.340 --> 00:40:25.940]   Scramble to save banks as IMF warns of meltdown from Reuters.
[00:40:25.940 --> 00:40:29.460]   Again, more fear-mongering from the central banks.
[00:40:29.460 --> 00:40:36.460]   Give us unlimited power or it's going to be financial Armageddon, financial terrorism.
[00:40:36.460 --> 00:40:37.820]   Here's another one from Reuters.
[00:40:37.820 --> 00:40:40.860]   Markets to fall another 20 percent.
[00:40:40.860 --> 00:40:41.860]   More at most.
[00:40:41.860 --> 00:40:42.860]   IMF economist.
[00:40:42.860 --> 00:40:47.400]   In a worst-case scenario, markets could fall more than 20 percent, but there is practically
[00:40:47.400 --> 00:40:48.400]   zero chance.
[00:40:48.400 --> 00:40:52.640]   Another Great Depression, International Monetary Fund chief economist Oliver Blanchard was
[00:40:52.640 --> 00:40:58.660]   quoted as saying on Sunday, "Really, we don't have an economy left here in the United States.
[00:40:58.660 --> 00:41:05.420]   All we have is debt and rolling debt over into our houses and getting a new mortgage
[00:41:05.420 --> 00:41:06.860]   on another house we flip.
[00:41:06.860 --> 00:41:08.620]   I mean, this is a total setup."
[00:41:08.620 --> 00:41:13.320]   Meanwhile, the sheriff in Chicago halts foreclosure evictions, Reuters reports.
[00:41:13.320 --> 00:41:14.900]   That's actually something sensible to do.
[00:41:14.900 --> 00:41:19.980]   I mean, if you're going to be bailing out international bankers, why should they be
[00:41:19.980 --> 00:41:20.980]   forcing people out of their homes?
[00:41:20.980 --> 00:41:24.620]   I mean, I'm not a socialist, but we shouldn't just have socialism only for the banking elite
[00:41:24.620 --> 00:41:26.820]   and not the people who are going to have it.
[00:41:26.820 --> 00:41:30.260]   Gold runs out in German rush.
[00:41:30.260 --> 00:41:32.500]   Gold runs out in German rush.
[00:41:32.500 --> 00:41:36.360]   London Evening Standard, risk-averse Germans are turning to gold in troublesome times,
[00:41:36.360 --> 00:41:37.360]   but there's none left.
[00:41:37.360 --> 00:41:42.220]   German gold dealers say demand has skyrocketed in the past week to ten times normal as more
[00:41:42.220 --> 00:41:46.300]   orders can be taken for the foreseeable future.
[00:41:46.300 --> 00:41:47.660]   No more orders can be taken.
[00:41:47.660 --> 00:41:53.980]   The demand exceeds our capabilities by a great deal, said Helko Ganas, head of precious metals
[00:41:53.980 --> 00:41:55.900]   company Proernem.
[00:41:55.900 --> 00:41:57.700]   The request cannot be satisfied right now.
[00:41:57.700 --> 00:42:02.380]   A dealer from the Dusseldorf WGZ Bank confirmed.
[00:42:02.380 --> 00:42:04.860]   And it goes on to say the country has run out of gold.
[00:42:04.860 --> 00:42:07.420]   The U.S. Mint has suspended gold sales.
[00:42:07.420 --> 00:42:09.780]   The Canadian Mint doesn't have any maple leaves left.
[00:42:09.780 --> 00:42:10.780]   Other mints are running out.
[00:42:10.780 --> 00:42:12.260]   The Russian Mint doesn't have it.
[00:42:12.260 --> 00:42:14.300]   And why don't they have it?
[00:42:14.300 --> 00:42:19.340]   Because the private banks have derivatives and have leveraged and played all sorts of
[00:42:19.340 --> 00:42:23.920]   games -- this has been admitted -- on suppressing the price of paper.
[00:42:23.920 --> 00:42:24.920]   Paper gold.
[00:42:24.920 --> 00:42:26.900]   Or people that hold paper in the price of gold.
[00:42:26.900 --> 00:42:38.980]   And so banks and mints can't buy gold at its real price of around $1,500.
[00:42:38.980 --> 00:42:41.100]   They can't do that.
[00:42:41.100 --> 00:42:43.720]   Because that's the real price of gold.
[00:42:43.720 --> 00:42:53.540]   And so, but because the financial dictatorship says gold only costs $850 an ounce, you see,
[00:42:53.540 --> 00:42:55.460]   no one can get it.
[00:42:55.460 --> 00:42:57.820]   And so they can't issue the coin anymore.
[00:42:57.820 --> 00:43:00.260]   This is the utter mind control that we're under.
[00:43:00.260 --> 00:43:04.900]   Your phone calls on the controlled economic collapse straight ahead and what a depression
[00:43:04.900 --> 00:43:06.740]   will look like, not just in the U.S.
[00:43:06.740 --> 00:43:12.420]   Drink and Mate proudly presents another mind-boggling episode of America's Toughest Quiz Show.
[00:43:12.420 --> 00:43:13.420]   It's too complicated.
[00:43:13.420 --> 00:43:17.740]   Let's see if we can figure out which contestant got the intellectual edge after an evening
[00:43:17.740 --> 00:43:20.140]   of partying by using Drink and Mate.
[00:43:20.140 --> 00:43:25.160]   For 20 points and the win, Nilt, Glur5 and blank kinate receptor subunits and hippocampal
[00:43:25.160 --> 00:43:27.660]   neurons co-assemble to form functional receptors.
[00:43:27.660 --> 00:43:29.660]   Uh, uh, Pony?
[00:43:29.660 --> 00:43:31.660]   Oh, too bad.
[00:43:31.660 --> 00:43:33.220]   Yes, Chip?
[00:43:33.220 --> 00:43:36.220]   The logical companion of Glur5, Glur6.
[00:43:36.220 --> 00:43:38.220]   You've won the game.
[00:43:38.220 --> 00:43:39.500]   Hey, life is like a game.
[00:43:39.500 --> 00:43:43.220]   And if you want to win, you've got to give it your best every day, which doesn't always
[00:43:43.220 --> 00:43:46.260]   happen after an evening of celebrating with friends and family.
[00:43:46.260 --> 00:43:51.020]   That's why there's Drink and Mate, a patented formula of guava leaf extract proven to reduce
[00:43:51.020 --> 00:43:52.500]   the effects of hangover.
[00:43:52.500 --> 00:43:56.900]   It restores balance to your body, keeping headaches and nausea at bay, and it really
[00:43:56.900 --> 00:43:57.900]   works.
[00:43:57.900 --> 00:43:58.900]   Tell 'em, Don.
[00:43:58.900 --> 00:43:59.900]   Drink and Mate.
[00:43:59.900 --> 00:44:01.300]   I wouldn't be able to read this without it.
[00:44:01.300 --> 00:44:04.100]   Available at quality retailers nationwide.
[00:44:04.100 --> 00:44:06.300]   Drink and Mate urges you to please drink responsibly.
[00:44:06.300 --> 00:44:08.300]   Honey, have you seen the remote?
[00:44:08.300 --> 00:44:10.500]   Sweetie, have you seen my car keys?
[00:44:10.500 --> 00:44:12.500]   I can't find my wallet.
[00:44:12.500 --> 00:44:13.500]   Sound familiar?
[00:44:13.500 --> 00:44:16.900]   Why not save time looking for lost things and lose the stress instead?
[00:44:16.900 --> 00:44:22.300]   Introducing our patented Find One, Find All Key Finders, or FOFA XD for short.
[00:44:22.300 --> 00:44:26.420]   Once a FOFA key finder is attached to each of those easy to lose things, it can find
[00:44:26.420 --> 00:44:28.460]   and be found by all the rest.
[00:44:28.460 --> 00:44:32.720]   Use your wallet to find your keys, your keys to find the remote control, or any of them
[00:44:32.720 --> 00:44:34.860]   to find an uncharged or muted cell phone.
[00:44:34.860 --> 00:44:36.580]   The possibilities are endless.
[00:44:36.580 --> 00:44:40.900]   FOFA goes through walls, cushions, and laundry baskets up to 30 feet and projects a clear
[00:44:40.900 --> 00:44:42.380]   90 plus decibel beep.
[00:44:42.380 --> 00:44:43.940]   Got the remote!
[00:44:43.940 --> 00:44:46.540]   Oh, my keys.
[00:44:46.540 --> 00:44:47.540]   There's my wallet.
[00:44:47.540 --> 00:44:52.700]   Order your FOFA today with batteries included along with a 30 day money back guarantee by
[00:44:52.700 --> 00:44:57.780]   calling Find One, Find All at 866-245-8670.
[00:44:57.780 --> 00:45:00.660]   That's 866-245-8670.
[00:45:00.660 --> 00:45:04.060]   Or buy online at findonefindall.com.
[00:45:04.060 --> 00:45:06.180]   That's findonefindall.com.
[00:45:07.180 --> 00:45:09.900]   Gee, honey, those new shoes look great on you.
[00:45:09.900 --> 00:45:12.620]   And look, they show off my new toenails, too.
[00:45:12.620 --> 00:45:13.980]   New toenails?
[00:45:13.980 --> 00:45:15.460]   What happened to the old ones?
[00:45:15.460 --> 00:45:18.900]   Well, they're not really new, just clear and healthy looking.
[00:45:18.900 --> 00:45:20.920]   Remember how embarrassed I was?
[00:45:20.920 --> 00:45:23.500]   They were so discolored, really awful looking.
[00:45:23.500 --> 00:45:25.340]   Well, they sure look clear now.
[00:45:25.340 --> 00:45:27.380]   I wish I could wear sandals again.
[00:45:27.380 --> 00:45:29.380]   My toenails are a disaster.
[00:45:29.380 --> 00:45:32.700]   Look, this one looks white and that one's thick and yellow.
[00:45:32.700 --> 00:45:33.700]   Here's my secret.
[00:45:33.700 --> 00:45:35.300]   Non-X nail gel.
[00:45:35.300 --> 00:45:39.720]   It clears out yellowing keratin debris, the cause of nail discoloration.
[00:45:39.720 --> 00:45:40.720]   So that's it.
[00:45:40.720 --> 00:45:44.060]   I've got ugly keratin debris build up under my nails.
[00:45:44.060 --> 00:45:46.340]   And Non-X nail gel gets rid of it.
[00:45:46.340 --> 00:45:49.960]   You'll need to use it daily, but clear nails are worth it.
[00:45:49.960 --> 00:45:50.960]   You bet.
[00:45:50.960 --> 00:45:55.420]   When we go to the beach next summer, my toenails are going to look just as good as yours do.
[00:45:55.420 --> 00:45:57.260]   Thanks to Non-X nail gel.
[00:45:57.260 --> 00:45:59.860]   Non-X nail gel for clear, healthy looking nails.
[00:45:59.860 --> 00:46:04.780]   Now at Walgreens, Rite Aid, CVS, Long's, Meijer, Target, and other fine pharmacies and mass
[00:46:04.780 --> 00:46:06.500]   retailers in the foot care section.
[00:46:06.500 --> 00:46:11.020]   You know, as a father and a husband, one of the enjoyable things in my life has been walking
[00:46:11.020 --> 00:46:15.180]   in at night and checking on my children, checking up on my wife, making sure she has the things
[00:46:15.180 --> 00:46:19.860]   she needs, but mostly providing for my family and knowing that they're secure, that they
[00:46:19.860 --> 00:46:22.100]   feel comfortable every day in their little skins.
[00:46:22.100 --> 00:46:26.300]   They don't have to worry about the oddities of the world taking over and wrecking their
[00:46:26.300 --> 00:46:27.300]   lives.
[00:46:27.300 --> 00:46:28.900]   I've always wanted to be a good provider.
[00:46:28.900 --> 00:46:32.820]   And I'm not going to change that now just because the economy's in upheaval and because
[00:46:32.820 --> 00:46:37.580]   there's a lot of political and social uncertainty and I hear about global famines and I see
[00:46:37.580 --> 00:46:40.420]   the escalating prices in gas and food and oil.
[00:46:40.420 --> 00:46:42.420]   Electricity's going to go way up, I'm told, this winter.
[00:46:42.420 --> 00:46:43.540]   Hey, I'm not going to sweat it.
[00:46:43.540 --> 00:46:44.620]   I've done the right thing.
[00:46:44.620 --> 00:46:47.020]   I got rid of a bunch of junk and toys out in the garage.
[00:46:47.020 --> 00:46:48.920]   I converted that money into food.
[00:46:48.920 --> 00:46:49.920]   That food's out there.
[00:46:49.920 --> 00:46:51.500]   I've got a two or three year supply of food in the garage.
[00:46:51.500 --> 00:46:52.660]   My family's secure.
[00:46:52.660 --> 00:46:53.940]   I don't got to worry, okay?
[00:46:53.940 --> 00:46:56.860]   I do hope that you'll join me in this new sense of American security.
[00:46:56.860 --> 00:46:58.460]   Call efoodsdirect.com.
[00:46:58.460 --> 00:47:02.700]   That's efoodsdirect.com or 1-800-409-5633.
[00:47:02.700 --> 00:47:09.980]   Call them today, you'll be glad you did.
[00:47:09.980 --> 00:47:21.020]   You're listening to GCN, the Genesis Communication Radio Network.
[00:47:21.020 --> 00:47:26.260]   The global elites derive their power from the private banking system that controls the
[00:47:26.260 --> 00:47:29.900]   issuance of currency and credit, liquidity.
[00:47:29.900 --> 00:47:32.640]   We've always told you that's your enemy.
[00:47:32.640 --> 00:47:35.500]   We told you they were planning an economic implosion.
[00:47:35.500 --> 00:47:37.780]   They've done it hundreds of times in third world nations.
[00:47:37.780 --> 00:47:38.780]   That's been public.
[00:47:38.780 --> 00:47:39.780]   Argentina, Brazil, Guatemala, Nigeria.
[00:47:39.780 --> 00:47:47.020]   They did it back in the mid-90s in Japan.
[00:47:47.020 --> 00:47:49.740]   And we know what we're talking about here.
[00:47:49.740 --> 00:47:53.380]   A depression will be devastating, but the banks need to do that.
[00:47:53.380 --> 00:47:55.420]   They need to have a long controlled economic collapse.
[00:47:55.420 --> 00:48:01.220]   They want to have an incremental one, not an overnight one, so they can further expand
[00:48:01.220 --> 00:48:03.700]   their control of the world economy.
[00:48:03.700 --> 00:48:07.820]   And they want to, out of the crisis they've created, blame it on the public and claim
[00:48:07.820 --> 00:48:09.380]   that subprime mortgages did it.
[00:48:09.380 --> 00:48:10.420]   That's one small part.
[00:48:10.420 --> 00:48:16.180]   They packaged those bad loans and sold them repeatedly.
[00:48:16.180 --> 00:48:18.580]   So the people are not to blame.
[00:48:18.580 --> 00:48:23.620]   In that respect, the people are to blame for being slovenly, being ignorant, not being
[00:48:23.620 --> 00:48:26.500]   involved in their government, letting the private banks take over.
[00:48:26.500 --> 00:48:31.140]   If you study U.S. history in its first hundred years, everything was about the private banks.
[00:48:31.140 --> 00:48:33.700]   Everything was about stopping them taking over.
[00:48:33.700 --> 00:48:36.300]   People understood that.
[00:48:36.300 --> 00:48:39.140]   Thomas Jefferson.
[00:48:39.140 --> 00:48:45.300]   Of course, you have the famous case of Burr in a shootout, Duel, killing Alexander Hamilton
[00:48:45.300 --> 00:48:47.060]   who wanted to have private banks take over.
[00:48:47.060 --> 00:48:49.140]   And have a king, wanted George Washington to be a king.
[00:48:49.140 --> 00:48:54.140]   We have Andrew Jackson fighting the British banks taking over.
[00:48:54.140 --> 00:48:55.700]   On his deathbed, they said, "What are you most proud of?"
[00:48:55.700 --> 00:49:01.260]   And he said, "I killed the bank on his deathbed at the Hermitage there in Tennessee."
[00:49:01.260 --> 00:49:06.220]   So politically, if we can expose that these guys need to go to jail, as Congressman Ron
[00:49:06.220 --> 00:49:08.340]   Paul said a few weeks ago on this radio show.
[00:49:08.340 --> 00:49:09.660]   He said, "Yeah, they're guilty."
[00:49:09.660 --> 00:49:11.060]   He listed the crimes.
[00:49:11.060 --> 00:49:15.500]   Bernanke, Paulson, Alan Greenspan, they have engineered this.
[00:49:15.500 --> 00:49:20.020]   And we need to start having discussions and talks about that.
[00:49:20.020 --> 00:49:24.460]   And talks about real ways to help Main Street and rebuild our industry.
[00:49:24.460 --> 00:49:28.860]   Instead of, "Oh, let's have a bailout of the same New World Order foreign banks that engineered
[00:49:28.860 --> 00:49:29.860]   this."
[00:49:29.860 --> 00:49:33.380]   You see, they're creating a world depression and then they're stocking up with our currency
[00:49:33.380 --> 00:49:37.820]   and our money to be able to buy everything up they don't have while they do that.
[00:49:37.820 --> 00:49:41.580]   Let's go to Justin in LA and then many, many others that are patiently holding.
[00:49:41.580 --> 00:49:43.300]   Justin, you're on the air worldwide.
[00:49:43.300 --> 00:49:44.860]   Oh, great.
[00:49:44.860 --> 00:49:46.780]   Thank you, Alex.
[00:49:46.780 --> 00:49:51.220]   I mean, Albert Louis Potham.
[00:49:51.220 --> 00:49:54.340]   I'm really excited to be on your show and I've written down what I wanted to say on
[00:49:54.340 --> 00:49:58.260]   air because I'm afraid I'd be too nervous and just get distracted.
[00:49:58.260 --> 00:49:59.260]   Go ahead and shoot.
[00:49:59.260 --> 00:50:01.460]   Okay, I want to tell you a story.
[00:50:01.460 --> 00:50:04.380]   I'm hopping mad right now with all the things that I thought I'd call about.
[00:50:04.380 --> 00:50:08.460]   Like I'd been researching depleted uranium chemtrails which I have almost two thousand
[00:50:08.460 --> 00:50:09.460]   photographs of.
[00:50:09.460 --> 00:50:14.220]   I'm talking about my martial law experience in Los Angeles.
[00:50:14.220 --> 00:50:19.860]   Last month, September, I'm sorry, September 14th at 11 p.m., I was walking down to the
[00:50:19.860 --> 00:50:24.220]   end of my street to go to Settle M and get a gallon of water because the tap water here
[00:50:24.220 --> 00:50:25.220]   is...
[00:50:25.220 --> 00:50:26.220]   You're engaging in Al-Qaeda activity.
[00:50:26.220 --> 00:50:27.220]   All right.
[00:50:27.220 --> 00:50:28.220]   You're outside.
[00:50:28.220 --> 00:50:29.220]   You're not supposed to be slaved.
[00:50:29.220 --> 00:50:33.180]   I only get one house down from my apartment complex and this Lawndale sheriff's deputy,
[00:50:33.180 --> 00:50:37.260]   Tony Torres, shines a spotlight on me from about 15 feet away.
[00:50:37.260 --> 00:50:38.580]   I turn and look.
[00:50:38.580 --> 00:50:42.020]   He screams at me to come over there and put my hands on the hood of the car.
[00:50:42.020 --> 00:50:43.020]   I hesitate.
[00:50:43.020 --> 00:50:46.020]   I ask why because I know he has no probable cause.
[00:50:46.020 --> 00:50:49.460]   And after a moment of him screaming at me to come over there and spread my legs, I go
[00:50:49.460 --> 00:50:50.460]   to the car.
[00:50:50.460 --> 00:50:54.540]   He runs up behind me, pulls my hands behind my back and starts taking everything out of
[00:50:54.540 --> 00:50:57.580]   my pocket and patting me down without consent or...
[00:50:57.580 --> 00:50:58.580]   Okay.
[00:50:58.580 --> 00:51:00.020]   Now, long story short, why?
[00:51:00.020 --> 00:51:03.900]   Well, he told me that there...
[00:51:03.900 --> 00:51:06.340]   I said, "This is not the Germany or communist Russia."
[00:51:06.340 --> 00:51:08.580]   He said, "I have to do this.
[00:51:08.580 --> 00:51:09.580]   This is...
[00:51:09.580 --> 00:51:11.420]   You know, this is a high crime area.
[00:51:11.420 --> 00:51:13.500]   I have to do this."
[00:51:13.500 --> 00:51:14.500]   And...
[00:51:14.500 --> 00:51:15.500]   Yeah, that happens.
[00:51:15.500 --> 00:51:18.220]   I'll leave my office at like midnight a lot and just anybody walking to the convenience
[00:51:18.220 --> 00:51:22.060]   store that's next door, the cops just wait in the dark and turn their lights on and frisk
[00:51:22.060 --> 00:51:25.860]   him and shake him down, which sounds good, but they're doing nothing about stopping all
[00:51:25.860 --> 00:51:29.500]   the real cry on the open borders, you know, the rest of it.
[00:51:29.500 --> 00:51:32.580]   That's what I told this guy because I talked to him for about a half an hour after he did
