[00:00.000 --> 00:10.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[42:23.000 --> 42:26.000]  They're just not as hardcore as they used to be, at least they're free speech.
[42:26.000 --> 42:33.000]  And we understand what happened to them. We understand how the global stop rate, but it's pretty much, you know, do this, we're going to kill you.
[42:33.000 --> 42:37.000]  When you say, okay, we'll do what you got to do. Just hope I don't see it coming.
[42:37.000 --> 42:43.000]  But we're going to break Pelosi news that's the biggest ever and goes to the heart of who and her son really are.
[42:43.000 --> 42:45.000]  And this could bring this monster down.
[42:45.000 --> 42:53.000]  You talk about me too movement, you talk about fraud, you talk about criminal activity, you talk about her son using the speaker of the house's power illegally.
[42:53.000 --> 42:57.000]  They've caught them red handed. We have the video, the audio, the text messages, everything.
[42:57.000 --> 43:04.000]  Beto Rourke came out dozens of times and said, we're going to confiscate all your semi automatic rifles.
[43:04.000 --> 43:11.000]  And he got all the other Democrats on the stage, nine others to agree and said that he was a hero.
[43:11.000 --> 43:12.000]  Think about that.
[43:12.000 --> 43:16.000]  Now, those Democrats have taken all the guns in the cities they control.
[43:16.000 --> 43:25.000]  Their blue cities are literal crap holes covered with needles and with massive drug dealing and incredible levels of violent crime.
[43:25.000 --> 43:27.000]  They know what they're doing.
[43:27.000 --> 43:35.000]  And now the Supreme Court's come out and ruled that gun manufacturers can be sued into oblivion for what criminals do using their firearms.
[43:35.000 --> 43:39.000]  My goodness, ladies and gentlemen, this country is under such incredible attack.
[43:39.000 --> 43:48.000]  But more and more towns and cities are saying they're sanctuaries for the Second Amendment and they're going to follow the original Bill of Rights and Constitution.
[43:48.000 --> 43:51.000]  And they're not going to help in the confiscation of guns.
[43:51.000 --> 43:54.000]  So you see a lot of these cities ignore illegal aliens.
[43:54.000 --> 43:58.000]  Well, we could ignore all your unconstitutional laws.
[43:58.000 --> 44:03.000]  A question was once posed to Thomas Jefferson.
[44:03.000 --> 44:11.000]  What is the level of tyranny that a tyrant will take humanity to?
[44:11.000 --> 44:12.000]  How far will they go?
[44:12.000 --> 44:13.000]  What's their limit?
[44:13.000 --> 44:20.000]  And he said it is the limit to which other men and women will submit.
[44:20.000 --> 44:23.000]  The answer is there is no limit to evil.
[44:23.000 --> 44:26.000]  It is a bottomless pit.
[44:26.000 --> 44:33.000]  We've been taught in modern culture and society that evil doesn't exist or that there's no free will.
[44:33.000 --> 44:35.000]  There's no devil or the God.
[44:35.000 --> 44:45.000]  But those very same people have all these rules for us about speech and how we can dress and where we can live and what our houses can be like.
[44:45.000 --> 44:49.000]  They just don't want us to have any values so they can run over us.
[44:49.000 --> 44:51.000]  Oxford's banned clapping.
[44:51.000 --> 44:59.000]  Universities in the U.S. have banned 21 Gun Salutes for veterans. These people are dangerous cult leaders and it's time to reject them.
[44:59.000 --> 45:04.000]  The globalists know that I will never willingly give up.
[45:04.000 --> 45:07.000]  I've said it many times, I will never give in.
[45:07.000 --> 45:10.000]  I will never give up, but I could give out.
[45:10.000 --> 45:16.000]  And it's very, very frustrating to see them committing all their crimes against humanity.
[45:16.000 --> 45:24.000]  To see evil running rampant like this and to know that most Americans have already been silenced in cyberspace.
[45:24.000 --> 45:28.000]  That most Americans have already been shadow banned by big tech.
[45:28.000 --> 45:38.000]  And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about news wars dot com,
[45:38.000 --> 45:47.000]  info wars dot com and banned dot video. And that people are hungry for the truth now more than ever and that if you tell people, hey, the banned truth they don't want you to have,
[45:47.000 --> 45:51.000]  is it info wars dot com forward slash show and banned dot video.
[45:51.000 --> 45:59.000]  So take heart folks, they've had to censor everybody to show everybody down because the truth is powerful and they can't beat us fair and square.
[45:59.000 --> 46:10.000]  There's a famous quote by Marine Corps General in the Korean War when three million Chai comms had flooded across the border and surrounded the Marines.
[46:10.000 --> 46:14.000]  More than 50 to one some estimates have it.
[46:14.000 --> 46:19.000]  But the point is they were outnumbered and the general was told general were completely surrounded.
[46:19.000 --> 46:23.000]  He said good, we can attack in all directions.
[46:23.000 --> 46:33.000]  Well, that's the point that info wars has reached and it really is epic. It really is biblical and we wouldn't have gone this far without all your support.
[46:33.000 --> 46:40.000]  But it's going to become more critical than ever as the censorship becomes complete.
[46:40.000 --> 46:52.000]  And it's not just Americans, but folks all over the world are completely silenced when it comes to speak in the name of a CIA fake whistleblower or exposing a pedophile or speaking out against dangerous vaccines.
[46:52.000 --> 46:57.000]  Because by info wars having its own platform that checkmates the globalists.
[47:22.000 --> 47:27.000]  From the info wars.com studios. It's Alex Jones.
[47:27.000 --> 47:54.000]  Tom Papert is going to be hosting the fourth hour today so he can go through large parts of this hour long breakdown that is absolutely vital to go viral.
[47:54.000 --> 48:01.000]  And it is going viral right now as we speak.
[48:01.000 --> 48:11.000]  Pelosi's son ex-girlfriend claims he forced abortion abuse weaponizing CPS massive fraud.
[48:11.000 --> 48:14.000]  And then she's got the text messages the video all of it.
[48:14.000 --> 48:19.000]  This guy tries to deny it's even his girlfriend or that one of the children is probably his.
[48:19.000 --> 48:25.000]  Again putting his own children in foster care and threatened her to do that and then did it.
[48:25.000 --> 48:31.000]  But this was what goes on in the kingdom of Nancy Pelosi and imagine if Brett Kavanaugh had actually done this.
[48:31.000 --> 48:36.000]  So we have to go after these people for the real things they're doing.
[48:36.000 --> 48:39.000]  Trump's not going to do it. The just department's probably not going to do it for a while.
[48:39.000 --> 48:43.000]  We have to lead. You know we led exposing Jeffrey Epstein.
[48:43.000 --> 48:45.000]  Now it's all over the news.
[48:45.000 --> 48:48.000]  Now Congress admits it. I'll play some clips of that in a moment.
[48:48.000 --> 48:55.000]  But Tom Papert will be here in the third hour and he is obviously not going to have time into air the entire hour long interview.
[48:55.000 --> 48:58.000]  It's linked up on infowars.com.
[48:58.000 --> 49:03.000]  Big article. Big investigative report by Patrick Howley, national file.com.
[49:03.000 --> 49:12.000]  Again it's a great site. It's a 12 page investigative report and it is going super viral out there right now.
[49:12.000 --> 49:23.000]  We've also added to this article on infowars the live feed so that when people are tuned in they can also find the article and hear more about this and understand what's going on.
[49:23.000 --> 49:26.000]  But that's why all the censorship is taking place.
[49:26.000 --> 49:32.000]  Now remember just 16 months ago it was Alex Jones being censored and it was only going to be him.
[49:32.000 --> 49:38.000]  And then it was Republican members of Congress being censored by Facebook, Twitter, YouTube.
[49:38.000 --> 49:44.000]  And then it was again the Taiwanese and the Hong Kong and other emojis by Apple.
[49:44.000 --> 49:47.000]  Because China said we don't want their flags available.
[49:47.000 --> 49:50.000]  And clicking their heels they said yes sir.
[49:50.000 --> 49:53.000]  Well now it's Eric Sierra Mola.
[49:53.000 --> 49:56.000]  Even though you're supposed to be public and senators have said his name.
[49:56.000 --> 49:59.000]  Oh no but now we're told there isn't a whistleblower or he's not the whistleblower.
[49:59.000 --> 50:02.000]  Schiff met with a whistleblower. He's very impressed. Oh I never met with a whistleblower.
[50:02.000 --> 50:08.000]  And vitamin getting caught lying. People are like why aren't you covering the impeachment?
[50:08.000 --> 50:12.000]  We're into three weeks of crap. It's totally staged. It's ridiculous.
[50:12.000 --> 50:15.000]  We already know all this. We're tomorrow's news today.
[50:15.000 --> 50:20.000]  Look at this article. Facebook blocks posts on BIM support for border fence.
[50:20.000 --> 50:28.000]  It's an article with a video of Democrats saying we need a border fence up until Trump got in.
[50:28.000 --> 50:33.000]  And they just blocked it. That's control of history ladies and gentlemen.
[50:33.000 --> 50:39.000]  Remember Google said the Republican Party's main affiliation is Nazis on Google.
[50:39.000 --> 50:44.000]  And Trump does nothing. He'll be hanging out with Tim Cook today.
[50:44.000 --> 50:47.000]  Who runs the worst factories on the planet with suicide deaths.
[50:47.000 --> 50:50.000]  And again I'm a big supporter of Trump. Glad it's not Hillary.
[50:50.000 --> 50:55.000]  But when it comes to saying he's going to take action on big tech censorship it's coming.
[50:55.000 --> 51:01.000]  It's going to be strong action. You heard that six months ago. Where is it? Where is it?
[51:01.000 --> 51:06.000]  And now turning point USA. And the rest of them are acting worse than leftists.
[51:06.000 --> 51:12.000]  Blocking whole groups of people from coming and asking questions at their events.
[51:12.000 --> 51:19.000]  And Trump signed an executive order saying he'll take money away from universities if they let groups do that.
[51:19.000 --> 51:27.000]  So the neocons and ever Trumpers are taking over Trump. And so if you want to know why people like Matt Drudge are pissed at him.
[51:27.000 --> 51:32.000]  There's your answer. I mean Drudge links to my super hardcore stuff.
[51:32.000 --> 51:34.000]  Trump why are you saying you're for red flag laws. Better not do that.
[51:34.000 --> 51:37.000]  Hey Trump do something about censorship or we're done with you.
[51:37.000 --> 51:41.000]  He would top link that. That's Drudge's message to the president.
[51:41.000 --> 51:45.000]  Now I'm not going to abandon the president but there's a split here.
[51:45.000 --> 51:51.000]  Because if you support him and then he's like Hillary light. Well if Hillary was in she wouldn't have gotten away with this I think.
[51:51.000 --> 51:58.000]  I'm glad she got beaten. And we'll talk about that more but Tom you're taking over just like an hour and eight minutes from now.
[51:58.000 --> 52:04.000]  The third hour I'm going up to deliver my message up there in North Austin at the big Apple facility.
[52:04.000 --> 52:09.000]  We'll put that address on screen for you here in a minute for TV viewers. I'll give that out but everybody should come out there.
[52:09.000 --> 52:19.000]  And there'll be a bunch of leftists too and just let Trump know that hey we're glad that you are moving a few factories back to the U.S.
[52:19.000 --> 52:24.000]  That's wonderful. Pat Tim Cook on the head for that but it's like we need him to get off the neck of the First Amendment.
[52:24.000 --> 52:31.000]  But separately let's get a national file on this huge report and some of the clips and what's coming up next hour.
[52:31.000 --> 52:37.000]  Well Alex I want to say that you're right. I mean there is this massive discrepancy in this country like the GDP is growing.
[52:37.000 --> 52:43.000]  The stock market is up. Oh boy. Meanwhile people like you people like millions of Americans are being censored.
[52:43.000 --> 52:52.000]  Some people are losing their jobs because of this censorship. So it's very ironic and it does feel at times like President Trump is being coopted by the neocons in his midst.
[52:52.000 --> 52:56.000]  And I think you warned that that could very well happen all the way back in 2017.
[52:56.000 --> 53:02.000]  So I just want to commend you on your foresight and your honesty for actually telling it like it is.
[53:02.000 --> 53:07.000]  Tom national flags aren't allowed on on the A.I. watching what you're doing.
[53:07.000 --> 53:13.000]  Now people that import are having trouble sending them. Now you can't play clips of Obama and Hillary saying we need a wall.
[53:13.000 --> 53:18.000]  I mean Facebook blocks that. I mean that's that's come on folks. Come on.
[53:18.000 --> 53:26.000]  Well it's absolutely in your face. I mean yesterday a bunch of websites got dinged for fake news for covering the impeachment fiasco which is boring.
[53:26.000 --> 53:31.000]  I mean it's honestly one of the most boring things you could cover because it's so predictable. We all know what they're going to do.
[53:31.000 --> 53:40.000]  But as everybody knows Schiff essentially admitted that the witness from yesterday did speak to the Sierra Mela whistleblower.
[53:40.000 --> 53:49.000]  And I don't know the whistleblower. Exactly. And Facebook says that if you speculate if you say huh what does that mean.
[53:49.000 --> 53:56.000]  Then you are committing the cardinal sin of fake news and you'll be kicked off the platform which is why a national file.
[53:56.000 --> 54:03.000]  It's true everything we can. And I really appreciate your support to not be entirely dependent on social media.
[54:03.000 --> 54:06.000]  And of course I can't give those secrets away because then they'll be stolen from us.
[54:06.000 --> 54:12.000]  But articles like this are why they don't want us to be on these platforms.
[54:12.000 --> 54:17.000]  I mean we have the ex-girlfriend who we spent a solid week vetting.
[54:17.000 --> 54:23.000]  We've talked to her lawyers. We've done extensive research on every single person she mentioned in the hour long interview.
[54:23.000 --> 54:33.000]  And it is all completely rock solid. This woman has been in her motion text messages and videos and audio. I mean she hasn't.
[54:33.000 --> 54:41.000]  Right. I mean going back years years and years of photos with her children growing up in the presence of Paul Pelosi Jr.
[54:41.000 --> 54:46.000]  Who they referred to as daddy. That is before Paul Pelosi Jr.
[54:46.000 --> 54:56.000]  And I'm excited allegedly that he got everything he could from this woman through her under the bus allegedly stole her big beautiful apartment building from her.
[54:56.000 --> 55:02.000]  Stole it out from under his allegedly growing marijuana in the basement. I mean it's as insane as it could possibly be.
[55:02.000 --> 55:09.000]  And you sit there and you think this can't be real. And then I'm sitting there and I'm looking at the photos that Patrick Howley got a national file.
[55:09.000 --> 55:19.000]  And I'm like this is him. You can see him in the videos. You can see him when he's going and he's talking about his his new energy company and he was using clips of his mom.
[55:19.000 --> 55:27.000]  One of the biggest bombshells in this entire thing. And it's just bombshell after bombshell after bombshell. I highly recommend everybody read the article.
[55:27.000 --> 55:36.000]  It shows you what the sociopathic psychopathic monsters are like and the way they operated and what they do and what they do to people around them.
[55:36.000 --> 55:47.000]  Well in the way they grift. So one of the biggest bombshells is Paul Pelosi allegedly what he will do is he sets up these shell companies that never are designed to actually make a product.
[55:47.000 --> 55:56.000]  They're never designed to succeed. They're designed to take money from gullible people. So he'll call someone on the phone and say hi allegedly. This is what happens.
[55:56.000 --> 56:07.000]  Hi I'm Paul Pelosi and this is my mom's office calling you know Nancy Pelosi. She's the speaker of the house and we have an investment opportunity for you.
[56:07.000 --> 56:16.000]  So please give me a million dollars and you too can be involved in a Ukrainian oil company. And so then the gullible people do it. They give him money.
[56:16.000 --> 56:22.000]  This is what the ex-girlfriend says she saw over the course of years and years and years. It never ends.
[56:22.000 --> 56:34.000]  And so this is way more flagrant than anything that we've heard before. We did the bombshell piece a couple months ago or just last month I think it was where we exposed that Paul Pelosi had big ties to a company that did business
[56:34.000 --> 56:43.000]  in Ukraine just like Joe Biden did with Hunter Biden. So as you said Alex this is kind of a window into the world of the elite. They use people.
[56:43.000 --> 56:56.000]  They beat people. There's one account. She says that while Paul Pelosi was reportedly taking the oven out of her apartment stealing it from her essentially ripping out her kitchen.
[56:56.000 --> 57:07.000]  He enlisted the help of a homeless man. This homeless man was then crushed under the oven and Paul Pelosi sat there and did nothing and she's screaming you help him help him he's going to die.
[57:07.000 --> 57:16.000]  The man says I'm going to get my head split open. This is going to kill me. And Pelosi reportedly says so what. This is the callous nature of these people.
[57:16.000 --> 57:26.000]  They don't view and that's why they like the drugged out zombies all around them. This makes them feel good to see people in piles of feces. You have to understand folks they just gleefully they fly around in helicopters.
[57:26.000 --> 57:40.000]  How to be ripping a stove out they want everything they love the act of stealing dominating humiliating because that's what they are literal demons. And you've got all the audio all the video the text messages and then what he did to this woman taking
[57:40.000 --> 57:48.000]  your kids away putting them in foster care and saying in the text messages I'm going to do this to you. This is what this monster does.
[57:48.000 --> 57:59.000]  I spend a lot of time reminding the info wars family of listeners and viewers that without you won't be on the air and I spent a lot of time thanking you.
[57:59.000 --> 58:14.000]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern ball reviewers but something I should spend more time on is just reminding you that these products are really amazing.
[58:14.000 --> 58:28.000]  You've got that pledge from me but you've seen the third party test out there the air filtration the water filtration the supplements are all the very best you're going to find out there and you can't fund an operation anywhere else that's fighting the globalist.
[58:28.000 --> 58:44.000]  This hard so it's not a burden to support info wars. It really is something that is good for everybody that stands for justice and freedom and make your life and your family's life and your children's life so much better.
[58:44.000 --> 58:59.000]  Thank you so much.
[58:59.000 --> 59:17.000]  I could see where the globalists were going I could see what their in game agenda was what their goal was and I knew that when they were setting a sub to be deplatformed that they were really setting the pressure to take everybody off air to silence everyone to ban words and
[59:17.000 --> 59:30.000]  names and information on fake whistleblowers so that their false narratives couldn't be opposed. But the globalist really feared was independent media and platforms in the future.
[59:30.000 --> 59:41.000]  It was the model of info wars as much as the information that had to be silenced because they need total information dominance for their outrageous lies and the evil they're pushing to succeed.
[59:41.000 --> 59:51.000]  That's why keeping info wars on the air is now more imperative and more vital than ever.
[59:51.000 --> 1:00:08.000]  You're listening to the Alex Jones show.
[1:00:08.000 --> 1:00:28.000]  It's a raging war on corruption. It's Alex Jones coming to you live from the front lines of the info war.
[1:00:28.000 --> 1:00:41.000]  You're going to be back in the third hour and I'm going to play a few of these clips now but again making her get an abortion reportedly denying he knew her when he's in all these photos and text messages and then and then what he did to her.
[1:00:41.000 --> 1:00:54.000]  I mean this is so abusive and this is how these people treat women children they can get power over but they're always on the news how much they love women how much they love children but Hillary Clinton chose to represent brutal child rapist out of college as a lawyer.
[1:00:54.000 --> 1:00:58.000]  I mean it's the same MO over and over again.
[1:00:58.000 --> 1:01:13.000]  Well that's right. I mean it's really sickening to listen to this woman's account. I mean her children were yes ripped from her putting child putting foster care where they were reportedly abused because again we have the text message that comes from Paul Pelosi at least it seems that way.
[1:01:13.000 --> 1:01:34.000]  I mean maybe we can't say that 100% but the text message appears to come from him. The number that is in this text message is actually in the lawsuit that she filed against him and he is apparently allegedly saying if you don't do what I want then I'm going to call CPS and they're going to take your children away.
[1:01:34.000 --> 1:01:46.000]  That's exactly what happened last year. She gets about six hours of FaceTime with her children every 27 days. At one point one of her children went missing and again you can see the images on NationalFile.com.
[1:01:46.000 --> 1:01:59.000]  I know you've been putting them on screen for TV viewers at home Alex. You can see a man who certainly appears to be Paul Pelosi Jr. with these kids. They called him daddy according to this woman.
[1:01:59.000 --> 1:02:16.000]  I mean I've looked up his photos. It's him and I'm so wow and you guys get into all of it. The younger child may be his. Tell folks what she's saying, what she's reporting that this person that looks like him and has the phone number says he's him.
[1:02:16.000 --> 1:02:29.000]  Maybe it's an imposter, a Nigerian scam of some type, a white Nigerian but seriously where he reportedly made her get the abortion because he wanted the next baby to be his.
[1:02:29.000 --> 1:02:46.000]  So apparently this is what this nice young lady Kirina thing says. She says that she he Paul Pelosi Jr. She claims that he is obsessed with her genetics that he thinks that she is pure and beautiful and wonderful. And so for years he was essentially according to her
[1:02:46.000 --> 1:03:02.000]  stalking this poor woman and eventually managed to get himself inserted into her lifestyle in her life but she was pregnant at the time so he forced her under threat of violence is what she says to get an abortion to abort her
[1:03:02.000 --> 1:03:18.000]  unborn child when she was five months pregnant so he could have the next child with her but she also I mean this is this is the beautiful irony of these sick freaks Alex she says that he she tells us in the hour long interview you could find a national file
[1:03:18.000 --> 1:03:31.000]  com she claims that he has erectile dysfunction so he may have never been able to create the child of his dreams with Tom you're taking over next hour thank you let's go to the clip six Pelosi forced abortion here it is
[1:03:31.000 --> 1:03:38.000]  Nancy Pelosi actually knew that her son was trying to force you to have an abortion is that right.
[1:03:38.000 --> 1:03:59.000]  Yes the very next day Paul Pelosi. Well the reason why I had an abortion in. So it started because Paul Pelosi Jr. said he wanted me to have his child and no one else is and Paul Pelosi Jr. has been mad at me for having three children already.
[1:03:59.000 --> 1:04:12.000]  However this time he caught me while being pregnant so he must stop my pregnancy before I have another child that does not belong to him. So I try to tell his mother about what Paul Pelosi Jr. forced me to do.
[1:04:12.000 --> 1:04:22.000]  And right after my abortion his mother declared on her website right away that she was pro abortion so I gave up right then and there.
[1:04:22.000 --> 1:04:30.000]  Did Nancy Pelosi acknowledge your you when you tried to reach out to her did you try to reach out to her to tell her about this.
[1:04:30.000 --> 1:04:40.000]  I did not reach out to her because as soon as I reached out I saw the declaration on a website about pro abortion. So I just gave up I understood.
[1:04:40.000 --> 1:04:52.000]  I knew her and I understood what she was trying to do. So I just backed off because that would be her usual functions. If she was trying to answer someone she would just do it that way.
[1:04:52.000 --> 1:04:56.000]  All right folks you think this is bad. We're going to get into the really hardcore stuff straight ahead.
[1:04:56.000 --> 1:05:11.000]  Major report out of major university researchers working on food based treatment to slow aging science daily probiotics in the gut of a particular type cause your entire body to be healthier and make you live longer and make you not get intestinal cancer.
[1:05:11.000 --> 1:05:27.000]  We have the very best formula literally with what they even mentioned in the studies and it explains the hormone called FGF 21 pro longevity heals the entire body and actually reverses aging but is only made in the lower intestine.
[1:05:27.000 --> 1:05:44.000]  Oh and what does it say it's fiber from a spectrum of certain types of berries that grows this. And yes this is a plug gut fusion. And what do we have in this high auric berry blend strawberry blueberry blackberry cranberry escobalio grape and pomegranate.
[1:05:44.000 --> 1:05:54.000]  It's the pulp from them that then grows this gut fusion for children for young people for old people for everybody. This is fiber and glutamine. You're not going to find a better formula.
[1:05:54.000 --> 1:06:05.000]  It's a good solution. It's amazing. In four store.com.
[1:06:05.000 --> 1:06:10.000]  Waging war on corruption.
[1:06:10.000 --> 1:06:25.000]  Jones coming to you live from the front lines of the info war.
[1:06:25.000 --> 1:06:52.000]  The whole house of cards is coming down in a big, big way. Now there's a report up on info wars dot com from Kellan McBrain and it links to a true pundit report that lists the FBI agent that was investigating this and mysteriously died listed others who are investigating this and mysteriously died.
[1:06:52.000 --> 1:07:07.000]  When you listen to the interview with a confirmed investigator the FBI hired a few years ago to do this investigating the Epstein case or the FBI. It's just chilling.
[1:07:07.000 --> 1:07:19.000]  Then the individual did go in report this directly to the FBI they opened an investigation and the FBI agent heading up the investigation died we have the name all the info we've pulled it up it's confirmed.
[1:07:19.000 --> 1:07:32.000]  This is exactly what's been reported to me, not just by Kathy O'Brien, but others and researching the type of rituals these groups do this is exactly what they do.
[1:07:32.000 --> 1:07:37.000]  And then you add people being killed in and around this.
[1:07:37.000 --> 1:07:45.000]  And all these state senators and people that have been investigating things like this getting killed. It's just incredible. We know they're doing this.
[1:07:45.000 --> 1:07:57.000]  We know Epstein was doing this you know this whole thing with the Prince and the Queen's son and how it's a 17 year old girl and he's lying about it. They know their stuff a lot worse.
[1:07:57.000 --> 1:08:08.000]  So they've chosen to focus in on that that's why he's doing interviews. That's why he's looking guilty because it diverts everything off to a 17 year old woman who was a sex life and recruited when she was 14.
[1:08:08.000 --> 1:08:19.000]  And obviously he did it. It's true and we know it. They have all the evidence. But that's the tip of the iceberg is the girls that look 20 but they're 15.
[1:08:19.000 --> 1:08:27.000]  Then they go oh you're corrupted. That's how they corrupt the government people. That's how they corrupt the scientific establishment to get them under their control.
[1:08:27.000 --> 1:08:30.000]  This is a Ponzi scheme.
[1:08:30.000 --> 1:08:39.000]  And now the whole thing is coming down. Now this is a 30 minute interview and I have real trouble listening to it.
[1:08:39.000 --> 1:08:41.000]  Because it's real.
[1:08:41.000 --> 1:08:52.000]  And it fits into what Ted Gunnerson laid out and so much more in the finders and how they would cut the children's feet to get the blood and the rituals because they didn't want you to see the cuts.
[1:08:52.000 --> 1:09:01.000]  And the exact type of things that they were up to. And again we know this case was opened up. We know the FBI agent over it did die.
[1:09:01.000 --> 1:09:12.000]  We know in the early stages of the investigation they used other investigators because they were having to hide it from the rest of the bureau because there's deep status in there and they get green lit from Trump which has happened.
[1:09:12.000 --> 1:09:21.000]  That's the good thing Trump's been doing is going after the perverts. He's not into this going after the Satanist perverts is too kind of a name.
[1:09:21.000 --> 1:09:29.000]  But before I get to this let's go ahead and play a senator and a congressman.
[1:09:29.000 --> 1:09:37.000]  Come out and talk about the American people not buying the official story of Epstein and nothing hurting confidence in the system like it as I've been telling you for months.
[1:09:37.000 --> 1:09:39.000]  Nothing.
[1:09:39.000 --> 1:09:43.000]  I thought it was the zeitgeist six months ago when he was arrested again.
[1:09:43.000 --> 1:09:51.000]  And then I thought it was huge when he died. Now this has got leftist coming up to me and apologizing all over Austin.
[1:09:51.000 --> 1:09:56.000]  Other cities I go to. People walk up with tears in their eyes when I'm at the shopping center or I'm in a restaurant.
[1:09:56.000 --> 1:10:01.000]  They go I thought you were full but I thought you were fake news. And I thought Hillary was good.
[1:10:01.000 --> 1:10:04.000]  I mean this is happening. Old women young women old men.
[1:10:04.000 --> 1:10:11.000]  I mean people now get it because they all heard me attacked in the news for claiming Epstein had an island and child sex and Bill Clinton.
[1:10:11.000 --> 1:10:18.000]  I didn't make any of this up. The Clintons kill people. You think I just want to make stuff up to mafia.
[1:10:18.000 --> 1:10:23.000]  I've got to do this because I've been put in this position by God.
[1:10:23.000 --> 1:10:27.000]  That mean I'm some special person but I'm willing to do it.
[1:10:27.000 --> 1:10:29.000]  And that's why I'm here.
[1:10:29.000 --> 1:10:33.000]  And I have to do this.
[1:10:33.000 --> 1:10:37.000]  And you have to do this too. It's not fun to expose this. Nobody wants to sit there and dwell on this.
[1:10:37.000 --> 1:10:41.000]  But you know what this is going on on a mass scale because here's the thing about a Ponzi scheme.
[1:10:41.000 --> 1:10:48.000]  You start with a small group. You corrupt the next group. The next group. It's called a corruption Ponzi scheme where they get you in on the corruption.
[1:10:48.000 --> 1:10:53.000]  And then now the pyramid has gotten massive and they've got so many people involved.
[1:10:53.000 --> 1:11:06.000]  State police and FBI confirmed 3,000 Catholic priests in Pennsylvania alone were involved in abuse of little boys mainly.
[1:11:06.000 --> 1:11:12.000]  Most of them reported that it was satanic rituals. This is mainstream news.
[1:11:12.000 --> 1:11:18.000]  The deputy pope, the pope's right-hand man just got convicted of trafficking hundreds of little boys and raping them.
[1:11:18.000 --> 1:11:22.000]  Some of them ended up dead. That was barely even in the news, folks.
[1:11:22.000 --> 1:11:28.000]  The pope's right-hand man, the guy he has investigating it, it turns out, has been implicated.
[1:11:28.000 --> 1:11:37.000]  And you're like, are there this many pedophiles? No. They have a network and they take over.
[1:11:37.000 --> 1:11:43.000]  And they go to other people that just want money and power and they say, you got to have sex with a 15-year-old girl.
[1:11:43.000 --> 1:11:50.000]  You and your wife got to do it. And a lot of times just the wives are like, let's get in there. I want this $10 million.
[1:11:50.000 --> 1:11:56.000]  People in key positions, banking, academia, science, and the husband will do it and they'll do it.
[1:11:56.000 --> 1:12:01.000]  And a month later, it's like, all right, now you're going to have sex with an eight-year-old.
[1:12:01.000 --> 1:12:07.000]  And then if you get in a bigger position of power, they go, this kid's been giving us trouble.
[1:12:07.000 --> 1:12:12.000]  We want you to go into this basement and beat this five-year-old to death with a baseball bat.
[1:12:12.000 --> 1:12:15.000]  And if you don't do it, we're going to kill you.
[1:12:15.000 --> 1:12:17.000]  See, the people think they're silent for power.
[1:12:17.000 --> 1:12:21.000]  At the end, they get money. It's paid right back to the globalists.
[1:12:21.000 --> 1:12:23.000]  You get nothing but slavery.
[1:12:23.000 --> 1:12:26.000]  Most people, husband and wife, are going with baseball bats.
[1:12:26.000 --> 1:12:30.000]  The old kid's begging. They just start beating their brains out.
[1:12:30.000 --> 1:12:35.000]  When what you do is the guy doing it, you go, yeah, let me have that baseball bat and you beat their brains out.
[1:12:35.000 --> 1:12:38.000]  And then you get their address book.
[1:12:38.000 --> 1:12:43.000]  And then you do what you do to them, don't you?
[1:12:43.000 --> 1:12:46.000]  You want to see savage power?
[1:12:46.000 --> 1:12:52.000]  They're going to get it soon, don't worry, because God is vengeance.
[1:12:52.000 --> 1:12:56.000]  And you can feel the vengeance coming down.
[1:12:56.000 --> 1:13:01.000]  Like Sunday morning.
[1:13:01.000 --> 1:13:06.000]  So, let's start with this sickening first 10 minutes of the interview.
[1:13:06.000 --> 1:13:10.000]  Here it is.
[1:13:10.000 --> 1:13:17.000]  Just so we're on the same page and just know, what I plan on doing is,
[1:13:17.000 --> 1:13:22.000]  I'm going to contact the FBI, right?
[1:13:22.000 --> 1:13:26.000]  If I can't find anybody worth a shit in the FBI,
[1:13:26.000 --> 1:13:30.000]  I'm going to try something in Homeland Security to come and talk to you.
[1:13:30.000 --> 1:13:34.000]  And you enter them, I'm going to work on this video.
[1:13:34.000 --> 1:13:41.000]  The parts that I like, I'm going to cut up and put in a one area, right?
[1:13:41.000 --> 1:13:49.000]  And then if they don't do anything with the story with you,
[1:13:49.000 --> 1:13:51.000]  I'm going to do a story on it.
[1:13:51.000 --> 1:13:53.000]  I said, we're not going to do anything right away,
[1:13:53.000 --> 1:13:56.000]  because I want to give these guys an opportunity to talk to you.
[1:13:56.000 --> 1:14:00.000]  And if they talk to you, that's a story too, that they're talking to you,
[1:14:00.000 --> 1:14:01.000]  and this is what happened to you.
[1:14:01.000 --> 1:14:05.000]  If they're not talking to you, then that's a story as well.
[1:14:05.000 --> 1:14:08.000]  They're not talking to you, but this is what happened to you.
[1:14:08.000 --> 1:14:16.000]  But I just want you to know that when we do a story or have your name and everything,
[1:14:16.000 --> 1:14:22.000]  I'm not interested in doing something any other way when it comes to this,
[1:14:22.000 --> 1:14:29.000]  because I think that this is the best way for you to start putting blocks back on top of this.
