whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:50:59.000 --> 00:51:02.000]   Introducing ProOne.
[00:51:02.000 --> 00:51:05.000]   All of your filtration in one system, portable, on the go.
[00:51:05.000 --> 00:51:10.000]   No more do you have two or three filters to just reduce sodium fluoride.
[00:51:10.000 --> 00:51:12.000]   You have a system that cuts out the sodium fluoride
[00:51:12.000 --> 00:51:16.000]   and up to 95% of hydrofluorosilicic acid.
[00:51:16.000 --> 00:51:20.000]   Advanced manufacturing technology combines silver impregnated white ceramic
[00:51:20.000 --> 00:51:25.000]   with new Aquamedics advanced media for removal of fluoride and other heavy metals,
[00:51:25.000 --> 00:51:27.000]   all in one filter element.
[00:51:27.000 --> 00:51:30.000]   It is the only one that does it, and out of the gates.
[00:51:30.000 --> 00:51:33.000]   We have it discounted at 10% off with promo code WATER.
[00:51:33.000 --> 00:51:39.000]   This is the only system that in one unit helps reduce or remove pesticides,
[00:51:39.000 --> 00:51:44.000]   herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid,
[00:51:44.000 --> 00:51:48.000]   the most common form of fluoride not covered by other fluoride filter brands,
[00:51:48.000 --> 00:51:50.000]   and sodium hexafluorosilicate.
[00:51:50.000 --> 00:51:55.000]   Get your ProPure with the new ProOne filters today at InfoWarsStore.com
[00:51:55.000 --> 00:51:59.000]   or by calling 888-253-3139.
[00:52:00.000 --> 00:52:04.000]   Ladies and gentlemen, America is more dangerous than ever
[00:52:04.000 --> 00:52:07.000]   with 9 million property crimes last year.
[00:52:07.000 --> 00:52:10.000]   Crimes are happening every day.
[00:52:10.000 --> 00:52:13.000]   Be proactive and protect your home and family.
[00:52:13.000 --> 00:52:18.000]   SimpliSafe home security system helps guard against criminals, thugs and thieves.
[00:52:18.000 --> 00:52:24.000]   Listen, SimpliSafe is the absolute best alarm system and company in America today.
[00:52:24.000 --> 00:52:25.000]   Here's why.
[00:52:25.000 --> 00:52:27.000]   We offer a 60-day money-back guarantee.
[00:52:27.000 --> 00:52:33.000]   It's affordable, no contracts to sign, and is built with the latest wireless technology.
[00:52:33.000 --> 00:52:36.000]   SimpliSafe protects the ones you love the most,
[00:52:36.000 --> 00:52:39.000]   even if a criminal cuts your power and phone lines.
[00:52:39.000 --> 00:52:44.000]   When you order SimpliSafe today, you'll receive a 10% discount along with a free keychain remote.
[00:52:44.000 --> 00:52:47.000]   Don't wait. This offer is only valid through February 28th.
[00:52:47.000 --> 00:52:51.000]   Take advantage of this special discount offer at GetSimpliSafe.com.
[00:52:51.000 --> 00:52:53.000]   That's GetSimpliSafe.com.
[00:52:53.000 --> 00:52:58.000]   Protect your home and family now at GetSimpliSafe.com.
[00:52:58.000 --> 00:53:02.000]   My name is Jessica Armand.
[00:53:02.000 --> 00:53:05.000]   I'm an activist, a GCN listener and mother of three.
[00:53:05.000 --> 00:53:10.000]   Our drinking water and food are filled with fluoride and other contaminants that harm our teeth and gums.
[00:53:10.000 --> 00:53:15.000]   To protect my family, I created My Magic Mud, an all-natural teeth whitening and strengthening remedy.
[00:53:15.000 --> 00:53:19.000]   My Magic Mud is a soft powder that polishes your teeth, reduces sensitivity
[00:53:19.000 --> 00:53:22.000]   and removes harmful toxins from deep inside your mouth.
[00:53:22.000 --> 00:53:24.000]   You deserve a bright, healthy smile.
[00:53:24.000 --> 00:53:26.000]   Visit MyMagicMud.com and get yours today.
[00:53:26.000 --> 00:53:29.000]   That's MyMagicMud.com.
[00:53:29.000 --> 00:53:33.000]   A lot of people's lives and bodies are out of balance.
[00:53:33.000 --> 00:53:39.000]   AlkaVision Plasma pH Drops optimize pH level and get rid of harmful waste and acid.
[00:53:39.000 --> 00:53:43.000]   Just a few drops in water restores vibrance and energy and gets you back in balance.
[00:53:43.000 --> 00:53:46.000]   Now order two bottles and get $10 off your order.
[00:53:46.000 --> 00:53:49.000]   Sign up for monthly auto shipping and save 25%.
[00:53:49.000 --> 00:53:54.000]   Call 800-518-7615 or visit alkavision.com.
[00:53:54.000 --> 00:53:59.000]   Alkalize your body. Supercharge your health at alkavision.com.
[00:54:00.000 --> 00:54:28.000]   [Music]
[00:54:28.000 --> 00:54:32.000]   This is a song about Obama, all the supporters standing on the street,
[00:54:32.000 --> 00:54:36.000]   wanting their free health care,
[00:54:36.000 --> 00:54:40.000]   wanting their Subway sandwiches that have a plastic emulsifier in them,
[00:54:40.000 --> 00:54:43.000]   linked to all sorts of organ failure.
[00:54:43.000 --> 00:54:47.000]   But if Michelle says, "Eat Subway,"
[00:54:47.000 --> 00:54:53.000]   we have to harden our heart against the enemy.
[00:54:53.000 --> 00:54:56.000]   Because we love the good people out there.
[00:54:56.000 --> 00:54:59.000]   Because we love justice.
[00:54:59.000 --> 00:55:01.000]   That's what it comes down to. We are under siege.
[00:55:01.000 --> 00:55:04.000]   You know, I tie this in to buying local as much as you can.
[00:55:04.000 --> 00:55:09.000]   None of us are perfect.
[00:55:09.000 --> 00:55:12.000]   None of us are perfect, but we've got to try to go to the farmers markets.
[00:55:12.000 --> 00:55:14.000]   We've got to try to buy from local producers.
[00:55:14.000 --> 00:55:19.000]   I buy milk from an Amish group, Mennonite group, really, outside of San Antonio.
[00:55:19.000 --> 00:55:22.000]   Best milk ever. Totally raw.
[00:55:22.000 --> 00:55:26.000]   Lasts like twice as long. It's like a nature's vaccine.
[00:55:26.000 --> 00:55:29.000]   Just so amazing. There's a lot of different groups.
[00:55:29.000 --> 00:55:33.000]   And this is happening and it threatens the system.
[00:55:33.000 --> 00:55:38.000]   That's why I buy from southern Mexico in the high mountains,
[00:55:38.000 --> 00:55:45.000]   the high quality Chiapas farmer grown directly from their co-op.
[00:55:45.000 --> 00:55:50.000]   Volcanic soil grown, Wake Up America blend immune support.
[00:55:50.000 --> 00:55:53.000]   We've been drinking this for 15 years. Similar types that are hard to get.
[00:55:53.000 --> 00:55:56.000]   Now we have a source directly down there to the major co-op.
[00:55:56.000 --> 00:55:59.000]   And so they get almost all the money.
[00:55:59.000 --> 00:56:05.000]   When I buy the raw beans, take them up to Colorado, have them roasted, packaged, and then shipped out to you.
[00:56:05.000 --> 00:56:09.000]   Two different Wake Up America blends.
[00:56:09.000 --> 00:56:16.000]   And why are the Chiapas the only Mexicans that haven't been dominated in 50 plus years
[00:56:16.000 --> 00:56:21.000]   by the government trying to take their property and force them up to Mexico City like all the other slaves in Mexico?
[00:56:21.000 --> 00:56:27.000]   Because they are farmers and they have old guns, many of them 80 years old or more,
[00:56:27.000 --> 00:56:30.000]   and they're willing to kill people for their property.
[00:56:30.000 --> 00:56:35.000]   And because of that, even though I don't agree with their politics, it doesn't matter.
[00:56:35.000 --> 00:56:40.000]   They've got guts and guts is enough. I buy coffee directly from them.
[00:56:40.000 --> 00:56:45.000]   And they send in armored vehicles, they send in thousands of Mexican troops to attack them on a routine basis
[00:56:45.000 --> 00:56:49.000]   to the point of the Mexican government's made a truce with them and pulled out of most areas of Chiapas
[00:56:49.000 --> 00:56:52.000]   because they won't back off. So you know what I do?
[00:56:52.000 --> 00:56:55.000]   I like the coffee. I love the coffee. Isn't it funny?
[00:56:55.000 --> 00:57:00.000]   The best coffee to me is the coffee from people that are willing to fight to the death for their land.
[00:57:00.000 --> 00:57:03.000]   That's what it's all about, ladies and gentlemen.
[00:57:03.000 --> 00:57:06.000]   So I try to support them and you support them as well when you buy this coffee.
[00:57:06.000 --> 00:57:13.000]   I didn't mean to get off into a plug here. It's just that's what this is all about.
[00:57:13.000 --> 00:57:16.000]   Raymond Teague, the NASA scientist, a good friend of mine who died last year.
[00:57:16.000 --> 00:57:19.000]   So many great people died last year. My God.
[00:57:19.000 --> 00:57:23.000]   And my uncle, three days into this year. I can't believe he's gone.
[00:57:23.000 --> 00:57:27.000]   Such a good man. Such a loving person. Such an honorable person.
[00:57:27.000 --> 00:57:30.000]   Makes me want to be a better person just thinking about him.
[00:57:30.000 --> 00:57:35.000]   That's what good people are supposed to do is challenge us to be like them.
[00:57:35.000 --> 00:57:42.000]   But Raymond, you know, he would always buy cows from local farmers and he would butcher them himself.
[00:57:42.000 --> 00:57:51.000]   He was one of those guys that could skin a buck, run a trot line and run the cameras on the space shuttle or the Skylab or on the moon.
[00:57:51.000 --> 00:57:54.000]   He said we went to the moon. Raymond was my good friend. He wasn't a liar.
[00:57:54.000 --> 00:57:58.000]   He said there was secret technology involved. He couldn't talk about it.
[00:57:58.000 --> 00:58:04.000]   He died before he told me everything. He almost told me more at a meeting with Jim Mars at a hotel, but he was like conditioned.
[00:58:04.000 --> 00:58:09.000]   He started choking up. He goes, I can't. I said I was going to tell you. I can't. I swore. I swore.
[00:58:09.000 --> 00:58:12.000]   But the whole point is, is that he's gone now. I'll never know.
[00:58:12.000 --> 00:58:24.000]   And then when Dr. Bob Bowman, former head of Star Wars, all he told me is they had a fleet of over 100 robot drones in orbit by 1979 with D.U.
[00:58:24.000 --> 00:58:30.000]   SABOs that could decapitate and kill every major government, every leader in one hour.
[00:58:30.000 --> 00:58:33.000]   That was 1979. You think we're in Kansas anymore?
[00:58:33.000 --> 00:58:39.000]   Stay with us. Police state in-depth investigation. The Taser police straight ahead.
[00:58:39.000 --> 00:58:47.000]   Thank you for listening to GCN. Visit GCNlive.com today.
[00:58:47.000 --> 00:58:53.000]   Hi, folks. Alex Jones here with some important information.
[00:58:53.000 --> 00:58:58.000]   I want to tell you about Matt Redhawk and his team of patriots over at My Patriot Supply.
[00:58:58.000 --> 00:59:06.000]   Several years ago, Matt was sitting in his two bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[00:59:06.000 --> 00:59:11.000]   Deciding to take action, a company run by patriots for patriots was born.
[00:59:11.000 --> 00:59:15.000]   My Patriot Supply has never taken a loan or accepted outside funding.
[00:59:15.000 --> 00:59:21.000]   They now operate two distribution facilities and employ over 50 hardworking American men and women.
[00:59:21.000 --> 00:59:24.000]   It is rare to find companies who practice what they preach.
[00:59:24.000 --> 00:59:29.000]   And that's why I stock my pantry with high quality storable foods from My Patriot Supply.
[00:59:29.000 --> 00:59:41.000]   Go to MyPatriotSupply.com/Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:59:41.000 --> 00:59:47.000]   That's 866-229-0927. Do business with someone who shares your values.
[00:59:47.000 --> 00:59:50.000]   MyPatriotSupply.com/Alex.
[00:59:53.000 --> 00:59:59.000]   Waging war on corruption. Alex Jones on the GCN Radio Network.
[00:59:59.000 --> 01:00:10.000]   Big Brother. Mainstream media. Government cover-ups.
[01:00:10.000 --> 01:00:13.000]   You want answers? Well, so does he.
[01:00:13.000 --> 01:00:17.000]   He's Alex Jones on the GCN Radio Network.
[01:00:17.000 --> 01:00:22.000]   And now, live from Austin, Texas, Alex Jones.
[01:00:24.000 --> 01:00:29.000]   [Music]
[01:00:29.000 --> 01:00:34.000]   It makes me fundamentally angry, because I have a farming and ranching family,
[01:00:34.000 --> 01:00:39.000]   to know that every farmer and rancher I know, even if they've got big pieces of property and are hardworking,
[01:00:39.000 --> 01:00:45.000]   have to have one or two other jobs while farming full-time, working until midnight many nights of the week,
[01:00:45.000 --> 01:00:49.000]   just to be able to pay the property taxes and keep their property.
[01:00:49.000 --> 01:00:55.000]   Four years ago, they got rid of the hobby farming exemption that almost everybody operated under,
[01:00:55.000 --> 01:01:00.000]   where your farm could lose money, but you could still operate it.
[01:01:00.000 --> 01:01:05.000]   So we actually lose money now, keeping our little ranch.
[01:01:05.000 --> 01:01:12.000]   And then I see all the bull on the news about how Obama wants to help farmers and ranchers.
[01:01:12.000 --> 01:01:15.000]   It just makes me want to throw up.
[01:01:15.000 --> 01:01:20.000]   I know people that have owned giant 12,000 acre ranches, you name it,
[01:01:20.000 --> 01:01:26.000]   that have gotten out of the cattle business, because you cannot make money in it now. It's so rigged.
[01:01:26.000 --> 01:01:29.000]   It's so rigged.
[01:01:29.000 --> 01:01:35.000]   That's why cattle ranchers all over the country are throwing in the hat, throwing in the towel.
[01:01:35.000 --> 01:01:39.000]   See, I've got a lot of family works in medical management, so I know about that.
[01:01:39.000 --> 01:01:42.000]   I know Obamacare is a pure bull, before it got passed.
[01:01:42.000 --> 01:01:45.000]   I'm not smart. I know how stuff works, though.
[01:01:45.000 --> 01:01:50.000]   And I know what the Rural Affairs Commission is, a Pentagon globalist criminal takeover,
[01:01:50.000 --> 01:01:53.000]   with local spies in our communities. These people are absolute enemies.
[01:01:53.000 --> 01:01:57.000]   These are commissars. You want to know what it was like to live in Ukraine under the Soviets?
[01:01:57.000 --> 01:02:01.000]   You're about to find out.
[01:02:01.000 --> 01:02:05.000]   And I'm getting to the point, and I tell you where these game wardens, you're doing nothing,
[01:02:05.000 --> 01:02:08.000]   fishing on your own property, they show up, harass you, and they're there.
[01:02:08.000 --> 01:02:12.000]   We're on a federal grant, bugging their eyes out at you, trying to dominate you, trying to intimidate you,
[01:02:12.000 --> 01:02:14.000]   that you've done something wrong.
[01:02:14.000 --> 01:02:17.000]   They're the vanguard, and now the environmental cops, and all the rest of it.
[01:02:17.000 --> 01:02:19.000]   It's time to get back in their face.
[01:02:19.000 --> 01:02:21.000]   Say, "Stop bugging your eyes out at me."
[01:02:21.000 --> 01:02:27.000]   We were out on Lake Austin wakeboarding, me and Shane Steiner, with our kids, back in the fall,
[01:02:27.000 --> 01:02:30.000]   when it was still warm enough.
[01:02:30.000 --> 01:02:33.000]   There was nobody out there. One day I played hooky and took off, and it was like,
[01:02:33.000 --> 01:02:36.000]   we were out there from like noon to five, and you usually see all hundreds of boats.
[01:02:36.000 --> 01:02:40.000]   We might have seen six, seven boats, and every boat was being pulled over and harassed.
[01:02:40.000 --> 01:02:45.000]   Everyone in a kayak was being pulled over and harassed.
[01:02:45.000 --> 01:02:52.000]   And these police, it was against the game wardens, pulled up, bugging their eyes out at us.
[01:02:52.000 --> 01:02:56.000]   I bugged my eyes out, stood on the back, stuck my chest out, started videotaping,
[01:02:56.000 --> 01:02:58.000]   and they smiled and drove off.
[01:02:58.000 --> 01:03:00.000]   And they were, "What's your problem?"
[01:03:00.000 --> 01:03:03.000]   I was like, "You're bugging your eyes out at me, like you're looking for trouble.
[01:03:03.000 --> 01:03:07.000]   What the hell's your problem, you anti-American piece of crap?
[01:03:07.000 --> 01:03:10.000]   Move to North Korea if you want to act like that."
[01:03:10.000 --> 01:03:15.000]   I'm sick of it. I'm sick of being treated like a slave. I'm tired of it.
[01:03:15.000 --> 01:03:18.000]   They're treating us all like prisoners, folks, getting us ready.
[01:03:18.000 --> 01:03:21.000]   And when we roll over and act like sheep to all these police and bureaucrats,
[01:03:21.000 --> 01:03:24.000]   it greases the skids for what they're doing.
[01:03:24.000 --> 01:03:27.000]   And again, I'm not even against the game wardens.
[01:03:27.000 --> 01:03:30.000]   You need them in a lot of areas. There's a lot of bad folks out there.
[01:03:30.000 --> 01:03:34.000]   The point is that your mission is not to harass and treat people like crud
[01:03:34.000 --> 01:03:39.000]   and go around messing with people who are not doing anything.
[01:03:39.000 --> 01:03:42.000]   You're there to just generate revenue.
[01:03:42.000 --> 01:03:45.000]   You're told, "Generate revenue," or you're not going to have a job.
[01:03:45.000 --> 01:03:48.000]   No amount of revenue will ever feed this system. It's designed to implode.
[01:03:48.000 --> 01:03:54.000]   They'll take unlimited money and put it into a derivatives black hole to bankrupt the system.
[01:03:54.000 --> 01:03:57.000]   That's the goal. And don't sit there and say I'm wrong.
[01:03:57.000 --> 01:04:03.000]   This is an economic program of siege the globalists are carrying out.
[01:04:03.000 --> 01:04:08.000]   There we were, wakeboarding and going off the rope swings up and down the river.
[01:04:08.000 --> 01:04:11.000]   They call it Lake Austin, Lady Bird Lake. They changed the name every five years.
[01:04:11.000 --> 01:04:15.000]   The point is it's a dammed-up Colorado River.
[01:04:15.000 --> 01:04:17.000]   And we're going up and down this thing.
[01:04:17.000 --> 01:04:20.000]   And I mean, I would drive by. Look at the body language of these people.
[01:04:20.000 --> 01:04:23.000]   You'd have a family out on kayaks. They'd go over and harass them.
[01:04:23.000 --> 01:04:25.000]   You'd have a, you know, whatever.
[01:04:25.000 --> 01:04:28.000]   And I'm just tired of it, and I'm tired of rolling over to it.
[01:04:28.000 --> 01:04:32.000]   And I'm tired. I see the videos where people will be fishing on the Texas coast.
[01:04:32.000 --> 01:04:35.000]   And they'll run over and yell at them and pull guns on them.
[01:04:35.000 --> 01:04:39.000]   You know, that isn't how America used to operate.
[01:04:39.000 --> 01:04:43.000]   That's how Mexico operates. In fact, the police aren't even that rude in Mexico now.
[01:04:43.000 --> 01:04:47.000]   We're going to talk about all this, taser deaths and so much more.
[01:04:47.000 --> 01:04:51.000]   And people that have been brain damaged by it straight ahead are going to have a lawyer in studio
[01:04:51.000 --> 01:04:57.000]   dealing with a case right here in the greater Austin metro area that's made national news.
[01:04:57.000 --> 01:05:04.000]   Alex Jones here to tell you about how you can help spread liberty worldwide
[01:05:04.000 --> 01:05:09.000]   while also enjoying what I have found to be the best-tasting 100% organic coffee on the planet.
[01:05:09.000 --> 01:05:14.000]   For more than a decade, my favorite coffee has come from the high mountains of southern Mexico
[01:05:14.000 --> 01:05:18.000]   where the Chiapas farmers grow their unique shade-grown arabica beans.
[01:05:18.000 --> 01:05:23.000]   We have now managed to secure these sought-after beans in a highly customized blend.
[01:05:23.000 --> 01:05:29.000]   Discover and try a bag of the Patriot Blend 100% organic coffee at Infowarslife.com.
[01:05:29.000 --> 01:05:35.000]   This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn
[01:05:35.000 --> 01:05:37.000]   that so many other coffees give me personally.
[01:05:37.000 --> 01:05:39.000]   Hands down, this is my favorite coffee.
[01:05:39.000 --> 01:05:44.000]   And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:05:44.000 --> 01:05:48.000]   Stop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:05:48.000 --> 01:05:51.000]   Available in original or with our immune-support infusion blend,
[01:05:51.000 --> 01:05:58.000]   you will be supporting a free press, all the while enjoying a truly great-tasting cup of my favorite coffee.
[01:05:58.000 --> 01:06:00.000]   Available at Infowarslife.com.
[01:06:00.000 --> 01:06:05.000]   In the last 50 years, iodine has been phased out of our staple foods
[01:06:05.000 --> 01:06:11.000]   and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:06:11.000 --> 01:06:14.000]   Guess what else is in the halogen family? Fluoride.
[01:06:14.000 --> 01:06:16.000]   Ladies and gentlemen, Alex Jones here.
[01:06:16.000 --> 01:06:22.000]   In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:06:22.000 --> 01:06:25.000]   It's the good halogen on the periodic table.
[01:06:25.000 --> 01:06:27.000]   And the results are on record.
[01:06:27.000 --> 01:06:33.000]   Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:06:33.000 --> 01:06:36.000]   Bottom line, iodine is important.
[01:06:36.000 --> 01:06:42.000]   Unbound, clean, in a glycerin base, nascent iodine was the answer for myself and my family.
[01:06:42.000 --> 01:06:48.000]   You will find Survival Shield nascent iodine exclusively at Infowarslife.com.
[01:06:48.000 --> 01:06:53.000]   Infowarslife Survival Shield nascent iodine isn't just for emergencies.
[01:06:53.000 --> 01:07:00.000]   I take it every day. That's Infowarslife.com or call toll-free 888-253-3139.
[01:07:00.000 --> 01:07:06.000]   Introducing Pro-Wine. All of your filtration in one system, portable, on the go.
[01:07:06.000 --> 01:07:10.000]   No more do you have two or three filters to just reduce sodium fluoride.
[01:07:10.000 --> 01:07:16.000]   You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[01:07:16.000 --> 01:07:23.000]   Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media
[01:07:23.000 --> 01:07:27.000]   for removal of fluoride and other heavy metals, all in one filter element.
[01:07:27.000 --> 01:07:30.000]   It is the only one that does it and out of the gates.
[01:07:30.000 --> 01:07:34.000]   We have it discounted at 10% off with promo code water.
[01:07:34.000 --> 01:07:43.000]   This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine,
[01:07:43.000 --> 01:07:49.000]   hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[01:07:49.000 --> 01:07:51.000]   and sodium hexafluorosilicate.
[01:07:51.000 --> 01:08:00.000]   Get your Pro-Pure with the new Pro-Wine filters today at info-workstore.com or by calling 888-253-3139.
[01:08:00.000 --> 01:08:19.000]   [Music]
[01:08:19.000 --> 01:08:24.000]   If you are receiving this transmission, you are the resistance.
[01:08:24.000 --> 01:08:26.000]   It's Alex Jones.
[01:08:26.000 --> 01:08:30.000]   [Music]
[01:08:30.000 --> 01:08:36.000]   Relatives of a Cedar Creek High School student say he is in a coma tonight after a school resource officer tased him.
[01:08:36.000 --> 01:08:40.000]   Tonight Beats Chris Best is live outside the campus. Chris.
[01:08:40.000 --> 01:08:44.000]   Well, Terri, that student, a 17-year-old boy, is in a hospital right now,
[01:08:44.000 --> 01:08:51.000]   but it all started here at Cedar Creek High School on Wednesday when two girls started fighting.
[01:08:51.000 --> 01:08:56.000]   It was these two girls that were fighting, and I guess the boyfriend broke it up, and the cops went after the boyfriend.
[01:08:56.000 --> 01:09:00.000]   This senior at Cedar Creek High School asked us not to show his face.
[01:09:00.000 --> 01:09:07.000]   And while the boy was resisting, that's when they, I guess, one pulled out a baton, and the other one put out a taser and tased him.
[01:09:07.000 --> 01:09:14.000]   According to the Bastrop County Sheriff's Office, a fight broke out in the hallway between two girls Wednesday afternoon
[01:09:14.000 --> 01:09:20.000]   and two sheriff's deputies, Randy McMillan and Timothy Stahlcup, acting as school resource officers tried to break it up.
[01:09:20.000 --> 01:09:27.000]   Investigators say 17-year-old Noe Nino de Rivera tried to interfere, and McMillan tasered the teen.
[01:09:27.000 --> 01:09:34.000]   At first, I didn't really get it because I thought people were playing, but then when I really heard it happened, I was like, "Wow, that's crazy."
[01:09:34.000 --> 01:09:41.000]   Noe Nino de Rivera's family tells us he fell, hit his head, and has undergone at least one surgery.
[01:09:41.000 --> 01:09:44.000]   They also tell us he is in a coma.
[01:09:44.000 --> 01:09:50.000]   All right, and we're going to show you some exclusive photos here that the family has given us through their lawyer,
[01:09:50.000 --> 01:09:56.000]   Attorney Adam Lowy, who is in studio with us, and he takes on a lot of these high-profile police shooting cases
[01:09:56.000 --> 01:10:00.000]   where they shoot people on the back, you name it, here in Central Texas.
[01:10:00.000 --> 01:10:05.000]   And it's not my job and my goal to just sit here and demonize police.
[01:10:05.000 --> 01:10:13.000]   When police do good things, we point it out, but I am sick of seeing police use too much force and then whitewash it.
[01:10:13.000 --> 01:10:20.000]   Because the latest thing is they're saying that this poor young man, de Rivera, might have already had a brain problem,
[01:10:20.000 --> 01:10:22.000]   when there's no evidence of that. I mean, it is insane.
[01:10:22.000 --> 01:10:31.000]   And that reminds me of a lot of the other cases we've seen where they then claim heart trouble and things like that,
[01:10:31.000 --> 01:10:35.000]   when they've obviously beaten someone's head in, like the Kelly Thomas case.
[01:10:35.000 --> 01:10:40.000]   And the jury bought that and said, "Doesn't matter you beat him for 20 minutes, and he crushed his larynx,
[01:10:40.000 --> 01:10:46.000]   and beat his skull in, and broke his nose, and broke other bones, and as he begged for daddy in a pool of blood.
[01:10:46.000 --> 01:10:51.000]   No, no, no, he might have had a heart problem. Maybe an Easter Bunny too was involved."
[01:10:51.000 --> 01:11:01.000]   So, really, really scary to know that the police will shoot you or taser you with the drop of a hat, and kill you in many cases.
[01:11:01.000 --> 01:11:06.000]   And then the grand juries will no-bill it, nothing will happen.
[01:11:06.000 --> 01:11:09.000]   If the police are above the law, we're in deep trouble.
[01:11:09.000 --> 01:11:15.000]   And they just had demonstrations last week out in Los Angeles about the Kelly Thomas verdict,
[01:11:15.000 --> 01:11:19.000]   finding the two police officers that looked like thugs out of central casting not guilty.
[01:11:19.000 --> 01:11:25.000]   The police then arrested the peaceful demonstration, and laughed and said, "We're above the law.
[01:11:25.000 --> 01:11:29.000]   We're going to beat your brains out, reportedly, when we get you to the police station."
[01:11:29.000 --> 01:11:33.000]   Though they didn't do that. So, it's really becoming a thug culture.
[01:11:33.000 --> 01:11:38.000]   Who have you known in your life that thinks they're above the law, and gets on an arrogant power trip?
[01:11:38.000 --> 01:11:43.000]   It's happened to all of us in business, with employees, with bosses, with anybody.
[01:11:43.000 --> 01:11:45.000]   Some of you may have had a spouse that was like that.
[01:11:45.000 --> 01:11:50.000]   Well, imagine bad guys getting badges and guns with a corrupt government,
[01:11:50.000 --> 01:11:56.000]   that wants an authoritarian, autocratic mindset and atmosphere, giving them the green light to do whatever they want.
[01:11:56.000 --> 01:12:01.000]   Remember in Miami, where they shoot the woman with the rubber bullets, and she's bleeding everywhere,
[01:12:01.000 --> 01:12:03.000]   for no reason, in a peaceful demonstration?
[01:12:03.000 --> 01:12:07.000]   And then the police chief says, "Great job shooting that woman in the face."
[01:12:07.000 --> 01:12:09.000]   And they all laugh about it.
[01:12:09.000 --> 01:12:12.000]   But if you shot the cop in the face with a rubber bullet, they'd kill you.
[01:12:12.000 --> 01:12:15.000]   And it'd be, "Our poor officer was shot and bloodied."
[01:12:15.000 --> 01:12:21.000]   Again, or, "Don't blow bubbles in a peace demonstration, because if it touches me, I'm going to arrest you for detergent in my eye."
[01:12:21.000 --> 01:12:23.000]   They're important. You're not.
[01:12:23.000 --> 01:12:28.000]   When they shoot your dog, it's no big deal, including a chihuahua or a labrador.
[01:12:28.000 --> 01:12:32.000]   But then when a police dog gets killed, they have parades and shut down Houston.
[01:12:32.000 --> 01:12:37.000]   It's this idea that government's good, Congress is good, they're all above the law,
[01:12:37.000 --> 01:12:43.000]   the big bankers are tax-exempt, but we, we the people, well, we have no rights.
[01:12:43.000 --> 01:12:45.000]   We're dirt.
[01:12:45.000 --> 01:12:52.000]   And so joining us to break all this down is his lawyer, in this case, out of Bastrop, Texas.
[01:12:52.000 --> 01:12:58.000]   And dovetailing in with all of this is the Washington Post today,
[01:12:58.000 --> 01:13:04.000]   reporting on the militarization of police and how scary and dangerous it is, and the abuses.
[01:13:04.000 --> 01:13:11.000]   Even mainstream media and the normally establishment, groveling Washington Post and Wall Street Journal and New York Times
[01:13:11.000 --> 01:13:13.000]   are saying this is a dangerous phenomenon.
[01:13:13.000 --> 01:13:19.000]   Folks, I would love to support the police, but the culture is becoming very dangerous and very gangsterish,
[01:13:19.000 --> 01:13:23.000]   very mob psychology under Homeland Security.
[01:13:23.000 --> 01:13:25.000]   It's happening worldwide, the militarization.
[01:13:25.000 --> 01:13:28.000]   And we all know the police are bad in North Korea.
[01:13:28.000 --> 01:13:31.000]   We all know the police are bad in Mexico.
[01:13:31.000 --> 01:13:41.000]   So people shouldn't act like it's weird for us to try to warn people about what's happening.
[01:13:41.000 --> 01:13:46.000]   Look at this young man, and we now have the video, that the establishment, the public servants fought,
[01:13:46.000 --> 01:13:52.000]   the authorities fought to never release of him doing nothing, standing there, contradicting the official story.
[01:13:52.000 --> 01:13:53.000]   We're going to play that video.
[01:13:53.000 --> 01:13:59.000]   If you're a TV viewer, most of you are radio listeners, it's all posted up on Infowars.com and PrisonPlanet.com right now.
[01:13:59.000 --> 01:14:03.000]   But the attorney for Noe DeRivera is with us.
[01:14:03.000 --> 01:14:09.000]   And of course that's Adam Lowy with the law firm, Lowy Law Firm, helping injured Texans.
[01:14:09.000 --> 01:14:19.000]   And we're talking about the tasing case of Noe Nino DeRivera that happened back on November 20th, 2013.
[01:14:19.000 --> 01:14:22.000]   He's going to give us an update, tell us exactly what happened and where this is going.
[01:14:22.000 --> 01:14:28.000]   But again, this story, though a local story, is a microcosm that we hear about all over the nation
[01:14:28.000 --> 01:14:32.000]   of kids being tasered and falling down and becoming brain damaged or dying.
