[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[33:43.000 --> 33:46.000]  I'm not saying you're bad if you like an NFL football game.
[33:46.000 --> 33:49.000]  I just shouldn't have to pay for the sports stadium.
[33:49.000 --> 33:53.000]  I'm not saying you're bad if you like F1 racing. I personally like all sorts of race car stuff.
[33:53.000 --> 33:59.000]  NASCAR, F1, funny cars, top fuel, monster trucks. I like vehicles.
[33:59.000 --> 34:03.000]  I mean, I'm Americana. Who doesn't like vehicles?
[34:03.000 --> 34:05.000]  I don't like paying for it.
[34:05.000 --> 34:08.000]  And I don't like that this is the most elitist sport there is.
[34:08.000 --> 34:13.000]  And when I got caught off of the break, I was bringing up the Saudi royal family.
[34:13.000 --> 34:21.000]  They're busily funding so many of the al-Qaeda groups. This is in LA Times, AP, Reuters, pull it up.
[34:21.000 --> 34:23.000]  I show it all the time, Washington Post.
[34:23.000 --> 34:30.000]  That's who's being used via NATO to attack Libya and now Syria and now all these other areas to get rid of Assad.
[34:30.000 --> 34:33.000]  Assad was not offensively causing any trouble.
[34:33.000 --> 34:37.000]  Al-Qaeda is literally 100 times worse than Assad.
[34:37.000 --> 34:43.000]  And now Hillary says we need to invade Syria last week because al-Qaeda is there.
[34:43.000 --> 34:46.000]  I mean, that is incredible.
[34:46.000 --> 34:51.000]  And of course they lied when they said that the Benghazi attack on the ambassador was a protest.
[34:51.000 --> 34:55.000]  Of course they knew it was al-Qaeda. That's who they put in charge in Benghazi.
[34:55.000 --> 35:00.000]  That's the first city they took over two years ago as a base to take over the rest of Libya.
[35:00.000 --> 35:07.000]  They used al-Qaeda forces out of Saudi Arabia and Egypt over the border from the east into the eastern city of Benghazi
[35:07.000 --> 35:10.000]  to take over the rest of the North African country.
[35:10.000 --> 35:15.000]  And they're still lining people up and murdering them and doing purges over there.
[35:15.000 --> 35:22.000]  Of Alawite Muslims, of Shiite Muslims, of Christians and of blacks, mainly.
[35:22.000 --> 35:25.000]  And the blacks can't be in Africa. Where can they be?
[35:25.000 --> 35:30.000]  So the point is all of this is going on. It's totally immoral. And the system can only get away with it
[35:30.000 --> 35:33.000]  because the public is disconnected from reality.
[35:33.000 --> 35:38.000]  And we had all better hope that one day the king of Saudi Arabia or the crown prince
[35:38.000 --> 35:42.000]  didn't wake up and decide to launch a big war with Iran because that's what they're pushing for.
[35:42.000 --> 35:47.000]  And that's where we go to next. And I'll get more into my calls for revolution.
[35:47.000 --> 35:52.000]  It's time. If you want it. They have cultural revolutions. They have economic revolutions.
[35:52.000 --> 36:00.000]  They have religious revolutions. They have velvet revolutions of modern renaissance.
[36:00.000 --> 36:04.000]  That's what I'm calling for. But you've got to get out of the system.
[36:04.000 --> 36:08.000]  You've got to say no. Look, you build it, they come.
[36:08.000 --> 36:17.000]  NBC, CBS, ABC, Huffington Post, DrudgeReport.com, Alabama, Missouri TV stations.
[36:17.000 --> 36:23.000]  I've got a giant stack here. I mean, it's a big stack of two days of news
[36:23.000 --> 36:28.000]  with people picking up the fact that we've called for folks to videotape the TSA
[36:28.000 --> 36:33.000]  this next week starting Monday for the next seven days
[36:33.000 --> 36:36.000]  and to opt out of the body scanners, which they have now admitted in major studies,
[36:36.000 --> 36:38.000]  pull them up, cause cancer.
[36:38.000 --> 36:41.000]  We're going to add some more flyers up tomorrow with excerpts of the news
[36:41.000 --> 36:46.000]  and scientists where they talk about causing cancer, not just the old machines, the new machines.
[36:46.000 --> 36:49.000]  And the TSA admits it's legal and lawful to film them.
[36:49.000 --> 36:51.000]  You just can't interfere with what they're doing.
[36:51.000 --> 36:53.000]  So we're going to let them know we're the boss.
[36:53.000 --> 36:58.000]  That is a revolution of standing back up and demanding our rights.
[36:58.000 --> 37:02.000]  It is so elementary. It is so simple that if you act like a slave,
[37:02.000 --> 37:07.000]  if you act compliantly and you act like a criminal, which the system's trying to train you to do,
[37:07.000 --> 37:12.000]  then you will go into slavery. That's what all this is about.
[37:12.000 --> 37:16.000]  Now, I want to get into the top information, obviously,
[37:16.000 --> 37:19.000]  and the reason I haven't gotten into it for 37 minutes of airtime
[37:19.000 --> 37:23.000]  is because I don't even know how to address this. It's so huge.
[37:23.000 --> 37:26.000]  It's so big. It's so daunting.
[37:26.000 --> 37:29.000]  And it's so disgusting to see it happening.
[37:29.000 --> 37:34.000]  And it's such a complex issue that when this heated up last Thursday, Friday, Saturday, Sunday,
[37:34.000 --> 37:38.000]  we've posted articles on it from different perspectives.
[37:38.000 --> 37:42.000]  I've researched it and I, as best I can tell,
[37:42.000 --> 37:46.000]  I'm now going to break down what's happening in the Middle East currently.
[37:46.000 --> 37:52.000]  But to understand what's happening between Israel and Gaza to its southwest to Egypt
[37:52.000 --> 37:56.000]  in that zone with the Palestinians,
[37:56.000 --> 38:00.000]  you have to understand what's happening to the north in Lebanon and then Syria
[38:00.000 --> 38:02.000]  and the Golan Heights.
[38:02.000 --> 38:06.000]  You have to know what's going on with the Muslim Brotherhood
[38:06.000 --> 38:12.000]  that the West has helped put in power in Egypt and in Tunisia and in Libya
[38:12.000 --> 38:17.000]  and that they're trying to install in Syria.
[38:17.000 --> 38:20.000]  And you have to understand that the Palestinian leader,
[38:20.000 --> 38:24.000]  both the military leader that was killed and the current non-military leader
[38:24.000 --> 38:26.000]  are members of the Muslim Brotherhood.
[38:26.000 --> 38:29.000]  And so you have to have the background of this.
[38:29.000 --> 38:35.000]  Why would NATO and Obama and Saudi Arabia
[38:35.000 --> 38:39.000]  back when Saudi Arabia supposedly allies with Israel?
[38:39.000 --> 38:44.000]  Don't think about this like Ford, Chevy, Dallas Cowboys, Washington Redskins,
[38:44.000 --> 38:47.000]  rah-rah, which side you're on, Palestinian, Israeli.
[38:47.000 --> 38:51.000]  Pull back like a globalist who wants chaos, who wants crises,
[38:51.000 --> 38:54.000]  who wants division, who wants to get countries into more debt.
[38:54.000 --> 38:56.000]  You want more chaos.
[38:56.000 --> 38:58.000]  That's what you get power out of.
[38:58.000 --> 39:00.000]  That's what you can then direct things out of.
[39:00.000 --> 39:03.000]  That's what you can use as a political distraction.
[39:03.000 --> 39:06.000]  So shutting down which side you root for.
[39:06.000 --> 39:09.000]  And obviously most people in the polls show this.
[39:09.000 --> 39:11.000]  The polls have flipped the last decade.
[39:11.000 --> 39:14.000]  Watching Israel with all this incredible firepower,
[39:14.000 --> 39:18.000]  you know, going after folks throwing rocks at their tanks,
[39:18.000 --> 39:22.000]  public opinion worldwide has flipped against Israel.
[39:22.000 --> 39:25.000]  And you add to all of this that coming up next week,
[39:25.000 --> 39:29.000]  the UN is going to look at recognizing the Palestinians
[39:29.000 --> 39:34.000]  and calling to basically put UN troops in whether Israel likes it or not.
[39:34.000 --> 39:37.000]  That's biblical type stuff, which we don't even get into,
[39:37.000 --> 39:39.000]  but things are really getting crazy.
[39:39.000 --> 39:43.000]  You look at all that going on, and so there's always off and on
[39:43.000 --> 39:45.000]  rockets coming in out of Gaza.
[39:45.000 --> 39:47.000]  I'm not saying that's a good thing. It's bad.
[39:47.000 --> 39:49.000]  I don't think the Palestinians should be doing that.
[39:49.000 --> 39:51.000]  Rockets coming in out of Lebanon.
[39:51.000 --> 39:53.000]  That's been heating up the last few months.
[39:53.000 --> 39:55.000]  So from the north and the southwest,
[39:55.000 --> 39:58.000]  you got rockets coming into Israel, which is tiny.
[39:58.000 --> 40:00.000]  I mean, it's teeny tiny.
[40:00.000 --> 40:02.000]  So you can drive across it in a few hours.
[40:02.000 --> 40:06.000]  So all this is going on, Obama's now been elected,
[40:06.000 --> 40:10.000]  so they don't, you know, a new wider war won't mess up his election.
[40:10.000 --> 40:14.000]  Israel wants to take out Syria so they can go up against Iran,
[40:14.000 --> 40:17.000]  their biggest ally, Iran's biggest ally, Syria.
[40:17.000 --> 40:19.000]  See, the real world folks is complex.
[40:19.000 --> 40:21.000]  I'm giving you some of the background here.
[40:21.000 --> 40:22.000]  So here's some of the pieces.
[40:22.000 --> 40:25.000]  Also, something happened last Tuesday,
[40:25.000 --> 40:28.000]  this is in Harit's newspaper, Harat's, however you pronounce it,
[40:28.000 --> 40:32.000]  the Jerusalem Post and a bunch of other publications.
[40:32.000 --> 40:39.000]  You can just type in, killed Palestinian leader had peace deal.
[40:39.000 --> 40:44.000]  And it goes over that again in Harat's and other papers.
[40:44.000 --> 40:46.000]  The real reason assault in Gaza,
[40:46.000 --> 40:49.000]  why Israel is escalating the assault on Gaza in November,
[40:49.000 --> 40:53.000]  you've got the UN agreement coming up next week
[40:53.000 --> 40:59.000]  to recognize the Palestinians as a non-member observer state,
[40:59.000 --> 41:00.000]  but that's still part of the UN.
[41:00.000 --> 41:02.000]  So they're going to recognize them as a state.
[41:02.000 --> 41:04.000]  It's like China doesn't want Taiwan recognized.
[41:04.000 --> 41:06.000]  And that fight always goes back and forth.
[41:06.000 --> 41:08.000]  So that's going on.
[41:08.000 --> 41:10.000]  No matter which side you're on, Taiwanese or Chinese,
[41:10.000 --> 41:13.000]  you know, the issue is that's a big contentious issue.
[41:13.000 --> 41:16.000]  So Israeli peace activist, Hamas leader,
[41:16.000 --> 41:19.000]  Jabari killed amid talks on long-term truce.
[41:19.000 --> 41:22.000]  And there is that Harat's headline for you.
[41:22.000 --> 41:24.000]  If you're watching on prisonplanet.tv,
[41:24.000 --> 41:26.000]  people get confused listening on the radio.
[41:26.000 --> 41:29.000]  I try to give you verbal cues to go find where I got it.
[41:29.000 --> 41:31.000]  If you're a radio listener to go see it for yourself
[41:31.000 --> 41:34.000]  and for TV viewers, you can just sit back and see it for yourself.
[41:34.000 --> 41:37.000]  So Huffington Post also has articles on that.
[41:37.000 --> 41:39.000]  So that's part of what's going on here.
[41:39.000 --> 41:40.000]  What is it?
[41:40.000 --> 41:41.000]  Four Israelis killed now?
[41:41.000 --> 41:43.000]  And that is not a good thing.
[41:43.000 --> 41:45.000]  But I mean, more people die a day in Israel
[41:45.000 --> 41:46.000]  in car accidents from that.
[41:46.000 --> 41:47.000]  I looked up the numbers.
[41:47.000 --> 41:49.000]  It's like seven a day on average.
[41:49.000 --> 41:54.000]  They die a day comparatively from what's happened here.
[41:54.000 --> 41:57.000]  So Israel's certainly using this as a reason to go in.
[41:57.000 --> 41:59.000]  They've been using high-tech weapons,
[41:59.000 --> 42:04.000]  300 plus attacks or sorties into the country
[42:04.000 --> 42:06.000]  since last Wednesday.
[42:06.000 --> 42:09.000]  They are blowing up all the major government infrastructure,
[42:09.000 --> 42:11.000]  what looks like preparation for an invasion.
[42:11.000 --> 42:16.000]  And again, Jerusalem Post, Harat's and the times of London,
[42:16.000 --> 42:24.000]  the Sunday times today are all saying that Israel is admittedly
[42:24.000 --> 42:30.000]  massing tanks and weapons and 80,000 troops to invade Gaza.
[42:30.000 --> 42:33.000]  And I guess basically right around to the streets
[42:33.000 --> 42:35.000]  blowing everything up because that's what they're going to do.
[42:35.000 --> 42:37.000]  They certainly wouldn't dare go inside the buildings.
[42:37.000 --> 42:40.000]  So when we come back, I'm going to finish up with what I really,
[42:40.000 --> 42:43.000]  not what I believe, I know what's behind this.
[42:43.000 --> 42:46.000]  I'm just wondering how it's going to unfold,
[42:46.000 --> 42:49.000]  but this could easily turn into a wider war
[42:49.000 --> 42:51.000]  that could lead to the Third World War
[42:51.000 --> 42:56.000]  and a lot of financial, military and governmental experts are saying the same thing.
[42:56.000 --> 42:59.000]  So 2012 could end with a bang.
[43:01.000 --> 43:04.000]  We have witnessed two terrible storms in the east,
[43:04.000 --> 43:06.000]  but we are still in the eye of the perfect storm,
[43:06.000 --> 43:09.000]  the most devastating economic conditions since the Great Depression,
[43:09.000 --> 43:12.000]  America's worst drought in agricultural history,
[43:12.000 --> 43:15.000]  and now the economic results of the presidential election.
[43:15.000 --> 43:18.000]  This perfect storm is a huge threat to everyone's food supply.
[43:18.000 --> 43:21.000]  I just doubled down and got even more supplies from E-Foods Direct,
[43:21.000 --> 43:23.000]  and I recommend you do the same.
[43:23.000 --> 43:27.000]  It's GMO-free with no hydrogenated oils and has a 25-year shelf life.
[43:27.000 --> 43:29.000]  It's time to get your own supply from E-Foods Direct.
[43:29.000 --> 43:33.000]  I know I won't be standing in a bread line trading my freedom for food.
[43:33.000 --> 43:37.000]  I'm taking control of my future, and you're nuts if you don't do the same.
[43:37.000 --> 43:40.000]  Go to efoodsdirect.com forward slash Alex to find the specials.
[43:40.000 --> 43:44.000]  You can start with a holiday gift pack that's normally $80, now under $50.
[43:44.000 --> 43:47.000]  Remember, I can warn you but I can't feed you.
[43:47.000 --> 43:52.000]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[43:52.000 --> 43:55.000]  Would you rather prepare six months too early or one day too late?
[43:55.000 --> 44:00.000]  409-5633 or efoodsdirect.com forward slash Alex.
[44:00.000 --> 44:03.000]  Millions of people are going to get sick this winter from colds,
[44:03.000 --> 44:04.000]  flus and other illnesses.
[44:04.000 --> 44:06.000]  Make sure you're not one of them.
[44:06.000 --> 44:11.000]  Supernatural silver is a new technology that is highly effective against the germs, bacteria
[44:11.000 --> 44:14.000]  and fungus that can breed in your chest, throat and sinuses.
[44:14.000 --> 44:19.000]  Kill off these germs and allow your immune system to become stronger with supernatural silver.
[44:19.000 --> 44:26.000]  A powerful new silver solution that is several hundred times more effective than colloidal or ionic silvers.
[44:26.000 --> 44:31.000]  Supernatural silver can be taken daily for prevention and will not create resistant bacteria.
[44:31.000 --> 44:37.000]  It is non-toxic and is proven to be effective against many of the most serious diseases out there today,
[44:37.000 --> 44:42.000]  such as resistant staph, strep, pneumonia, viruses and flus.
[44:42.000 --> 44:48.000]  Supernatural silver is a safe and effective way to fight pathogens where antibiotics and other drugs fail.
[44:48.000 --> 44:50.000]  Have it on hand for any emergency.
[44:50.000 --> 45:00.000]  Go to www.supernaturalsilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[45:21.000 --> 45:25.000]  This film exposes the fraud that Obama is like nothing I've seen.
[45:25.000 --> 45:29.000]  If you want to know who Obama's real daddy is, this is the film for you.
[45:29.000 --> 45:34.000]  Don't forget, your purchase supports our broadcast and our growing media network.
[45:34.000 --> 45:36.000]  You'll also find it at www.infowarshop.com.
[45:36.000 --> 45:40.000]  None dare call a conspiracy by Gary Allen, the book that woke me up.
[45:40.000 --> 45:44.000]  We're also carrying behind the green mask, you and Agenda 21 by Rosa Corey.
[45:44.000 --> 45:47.000]  This book is coffin nails to the globalist takeover.
[45:47.000 --> 45:54.000]  The greater good, the most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[45:54.000 --> 45:59.000]  These titles and a lot more are all available at www.infowarshop.com.
[45:59.000 --> 46:05.000]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[46:05.000 --> 46:07.000]  Start purifying your water with ProPure.
[46:07.000 --> 46:13.000]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[46:13.000 --> 46:17.000]  And it's available discounted at www.infowars.com.
[46:17.000 --> 46:20.000]  Its filters are silver and pregnant to prevent bacterial growth.
[46:20.000 --> 46:22.000]  There's no priming required.
[46:22.000 --> 46:24.000]  It's NSF-42 certified.
[46:24.000 --> 46:27.000]  Optional fluoride filters can reduce fluoride up to 95%.
[46:27.000 --> 46:29.000]  Easy to set up and use.
[46:29.000 --> 46:31.000]  Doesn't require electricity.
[46:31.000 --> 46:34.000]  Purify water from lake streams, ponds and wells.
[46:34.000 --> 46:37.000]  This filter system leaves in beneficial minerals, which is key.
[46:37.000 --> 46:41.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[46:41.000 --> 46:44.000]  ProPure is the best gravity-fed filter out there.
[46:44.000 --> 46:46.000]  It's what my family uses.
[46:46.000 --> 46:49.000]  Infowars.com already has the lowest price on ProPure.
[46:49.000 --> 46:55.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[46:55.000 --> 47:12.000]  You can also call to order 888-253-3139.
[47:25.000 --> 47:29.000]  And the GCN Radio Network.
[47:29.000 --> 47:33.000]  By the way, I'm going to get former top CIA analyst Ronald Reagan and George Bush Sr.
[47:33.000 --> 47:36.000]  Ray McGovern on this week about the guy's situation.
[47:36.000 --> 47:37.000]  He's been there many times.
[47:37.000 --> 47:38.000]  He's a top expert.
[47:38.000 --> 47:43.000]  I'm going to get Colonel Anthony Schaefer on who ran the unit that was able to target bin Laden twice,
[47:43.000 --> 47:45.000]  but was ordered not to kill him in 2001.
[47:45.000 --> 47:47.000]  I want his take on it.
[47:47.000 --> 47:51.000]  So I'm just calling out here live on air when I want the producers to set up.
[47:51.000 --> 47:56.000]  I'm going to be breaking this down in great detail where I've got three hours tomorrow.
[47:56.000 --> 48:00.000]  But also, what secession means.
[48:00.000 --> 48:02.000]  Not secession to form our own new country.
[48:02.000 --> 48:04.000]  The federal government's been taken over.
[48:04.000 --> 48:05.000]  We have to secede.
[48:05.000 --> 48:09.000]  The states have to pull out and say, we have the power to pull out.
[48:09.000 --> 48:10.000]  You're illegitimate.
[48:10.000 --> 48:12.000]  We want the private Federal Reserve out of here.
[48:12.000 --> 48:14.000]  We want the banksters out of here.
[48:14.000 --> 48:18.000]  We want the Neural Order out of here because they've set up a financial system.
[48:18.000 --> 48:20.000]  They want us in debt that's impossible to pay back.
[48:20.000 --> 48:23.000]  The entitlements are just the way to blame us.
[48:23.000 --> 48:25.000]  And entitlements are bad.
[48:25.000 --> 48:31.000]  The welfare is bad because it makes people dependent and creates a dependent class that will vote to take the middle class's money
[48:31.000 --> 48:39.000]  and give 90% of it to foreign banks, 10% as a payoff to the low level folks that pull the lever in the voting booth
[48:39.000 --> 48:43.000]  to take my guns, to raise my property taxes.
[48:43.000 --> 48:45.000]  Do you understand how that works?
[48:45.000 --> 48:51.000]  The ultra-rich have always employed the poor to vote to take the people's rights.
[48:51.000 --> 48:53.000]  It happened in ancient Greece.
[48:53.000 --> 48:54.000]  I love that series, Rome.
[48:54.000 --> 49:00.000]  I don't watch a lot of television, but they had two series years ago, four or five years ago, or Rome, because it was so accurate.
[49:00.000 --> 49:06.000]  I've probably read 50 books or more on Rome and Roman history, and that's true.
[49:06.000 --> 49:10.000]  They would go and pay off the poor Romans with bread and circus.
[49:10.000 --> 49:16.000]  They literally gave them bread and a few pieces of silver a month and gave them free games.
[49:16.000 --> 49:22.000]  If they would vote out the patrician class that was conservative, that had built the empire, that wasn't corrupt.
[49:22.000 --> 49:28.000]  You know the Romans would execute you if you cheated on your wife when they first founded the Republic?
[49:28.000 --> 49:34.000]  Because Rome had come out of these decadent kings and it was wild, the proto-Romans.
[49:34.000 --> 49:36.000]  They weren't putting up with it.
[49:36.000 --> 49:38.000]  And then they became all decadent.
[49:38.000 --> 49:41.000]  Same story that we're going through again.
[49:41.000 --> 49:56.000]  And by the end of it, people were marrying their sisters and brothers and marrying their horses and declaring themselves God by the Caligula Nero type situation in the 100 years after Christ.
[49:56.000 --> 49:59.000]  All that degeneration happened over 250 years.
[49:59.000 --> 50:01.000]  And how old's America? 235.
[50:01.000 --> 50:06.000]  We are right at the point that no country, no empire has ever gone past this.
[50:06.000 --> 50:11.000]  Nobody, nobody, nobody.
[50:11.000 --> 50:14.000]  And we look just like decadent Rome.
[50:14.000 --> 50:17.000]  And now decadent Rome says, you know, it's not the corrupt bankers.
[50:17.000 --> 50:19.000]  It's not the globalists that are the problem.
[50:19.000 --> 50:20.000]  It's Alex Jones.
[50:20.000 --> 50:23.000]  He says corrupt megabanks run us and there's going to be a world government.
[50:23.000 --> 50:28.000]  And I'm like, well, here's the Times of London, AP Time Magazine, CNBC.
[50:28.000 --> 50:31.000]  I mean, I've had Nightline here going, you're a kook.
[50:31.000 --> 50:33.000]  You think there's a world government run by banks.
[50:33.000 --> 50:35.000]  And I go over to a computer and I go, well, here's all these world leaders.
[50:35.000 --> 50:37.000]  And here's the Davos minutes.
[50:37.000 --> 50:42.000]  They're talking about a different world government than you, Alex.
[50:42.000 --> 50:45.000]  They play these mind games.
[50:45.000 --> 50:48.000]  They talk to me like I'm the general public and dumbed down.
[50:48.000 --> 50:50.000]  Folks, you don't have to be idiots.
[50:50.000 --> 50:52.000]  You don't have to be bamboozled.
[50:52.000 --> 50:57.000]  You can get as informed about the New World Order as you are about other issues.
[50:57.000 --> 51:00.000]  I want to briefly get into Formula One again because we have a report on it.
[51:00.000 --> 51:01.000]  And it's the group.
[51:01.000 --> 51:02.000]  They're here where I live now.
[51:02.000 --> 51:03.000]  They've come to me.
[51:03.000 --> 51:10.000]  And of course I'm paying for their event, a little crime syndicate meeting.
[51:10.000 --> 51:15.000]  All the race cars are just the background.
[51:15.000 --> 51:16.000]  But you look at what's happening.
[51:16.000 --> 51:22.000]  This is what's happening in Israel and with Hamas and Hezbollah and all the rest of it.
[51:22.000 --> 51:28.000]  There's no doubt that the West is putting radical Muslims in everywhere.
[51:28.000 --> 51:30.000]  So they can blow them up later.
[51:30.000 --> 51:33.000]  I said a year and a half ago when they killed Qaddafi or when they started the invasion,
[51:33.000 --> 51:35.000]  before they killed Qaddafi, I said, you watch.
[51:35.000 --> 51:40.000]  Within two years, they'll be bombing all over Africa saying they're fighting al-Qaeda.
[51:40.000 --> 51:42.000]  They're already doing it.
[51:42.000 --> 51:43.000]  Didn't take a year and a half, two years.
[51:43.000 --> 51:45.000]  Within a year, they were doing it.
[51:45.000 --> 51:49.000]  We've got to have troops in Africa in Libya because of al-Qaeda.
[51:49.000 --> 51:51.000]  The al-Qaeda our government shipped in.
[51:51.000 --> 51:56.000]  Shame ones they shipped in against the Russians, against the Serbs, against everybody else.
[51:56.000 --> 52:00.000]  And the TSA says they want to grope my family because of al-Qaeda, the government runs.
[52:00.000 --> 52:04.000]  They want to grope my family because the underwear bomber was put on the plane by the U.S. government.
[52:04.000 --> 52:05.000]  That came out on C-SPAN.
[52:05.000 --> 52:06.000]  I'm a weirdo.
[52:06.000 --> 52:07.000]  I watched C-SPAN.
[52:07.000 --> 52:13.000]  I read the Detroit Free Press when they were the only paper to report that the deputy head of the secretary of state,
[52:13.000 --> 52:17.000]  the deputy secretary of state said, yeah, the government ordered us to put him on the plane.
[52:17.000 --> 52:19.000]  I had a witness who saw him put him on the plane.
[52:19.000 --> 52:20.000]  Of course I knew.
[52:20.000 --> 52:22.000]  Our listeners are everywhere now.
[52:22.000 --> 52:26.000]  And remember that criminals, remember we're watching you too.
[52:26.000 --> 52:30.000]  So just because you got away with that, putting that drugged up idiot on there,
[52:30.000 --> 52:34.000]  doesn't mean everybody doesn't know now who knows how to tie their shoelaces, what you did.
[52:34.000 --> 52:37.000]  So you're either awake or you're getting more and more dumbed down.
[52:37.000 --> 52:40.000]  I mean, it really comes down to that.
[52:40.000 --> 52:47.000]  But what's happening in the Middle East with hundreds and hundreds dying a day on the...
[52:47.000 --> 52:50.000]  I mean, in one airstrike today, they killed 10 people, 10 civilians.
[52:50.000 --> 52:53.000]  That's being reported on in New York Daily News.
[52:53.000 --> 52:57.000]  And what they'll do is they'll report on one group of civilians killed and make that the headline about 10.
[52:57.000 --> 53:01.000]  Instead of the hundreds dead each day, that'll be a minor footnote.
[53:01.000 --> 53:03.000]  They'll say, oh, 10 dead in airstrike.
[53:03.000 --> 53:09.000]  And people then walk up and say, oh, look, 10 are dead today.
[53:09.000 --> 53:11.000]  That's a little game media plays.
[53:11.000 --> 53:16.000]  That's actually in a British psychological warfare manual they declassified about 15 years ago that I read.
[53:16.000 --> 53:20.000]  How they would do that, how if there was a British force taking over an African country.
[53:20.000 --> 53:21.000]  They use the example.
[53:21.000 --> 53:23.000]  And they say, you see, you kill a few thousand people.
[53:23.000 --> 53:27.000]  Say you killed a couple or mention one of the killings as the big headline.
[53:27.000 --> 53:29.000]  And people will not even notice the larger number later.
[53:29.000 --> 53:35.000]  So see, once you've read psych warfare manuals that are public, I mean, you just see the tricks every day.
[53:35.000 --> 53:37.000]  The war propaganda.
[53:37.000 --> 53:46.000]  Oh, look, at least 10 dead civilians and possibly top of Mars rocket mastermind killed Israeli airstrike in deadliest day in one airstrike.
[53:46.000 --> 53:49.000]  In one airstrike.
[53:49.000 --> 53:52.000]  Of what, a hundred a day they've been doing the last three days.
[53:52.000 --> 53:56.000]  And again, even if you support Israel and think it's great, they're blowing them up.
[53:56.000 --> 53:59.000]  You're being lied to, you're being manipulated.
[53:59.000 --> 54:01.000]  Tell us hundreds dead.
[54:01.000 --> 54:03.000]  Tell us hundreds dead.
[54:03.000 --> 54:06.000]  Don't sit there and play that game with me.
[54:06.000 --> 54:07.000]  Okay.
[54:07.000 --> 54:10.000]  You see, that's what's so frustrating when you're awake because you see all this.
[54:10.000 --> 54:12.000]  What's happening?
[54:12.000 --> 54:14.000]  The West has put.
[54:14.000 --> 54:17.000]  Kick their dictator hazy mubarak out.
[54:17.000 --> 54:19.000]  Put in radical Muslims in Egypt.
[54:19.000 --> 54:22.000]  Put in radical actual al-Qaida in Egypt.
[54:22.000 --> 54:25.000]  Backing up the Muslim Brotherhood put in total al-Qaida.
[54:25.000 --> 54:30.000]  That's where they fly al-Qaida flags at the courthouses and Tripoli and all over Libya now.
[54:30.000 --> 54:32.000]  Al-Qaida is in full charge there.
[54:32.000 --> 54:37.000]  Al-Qaida has taken about a third of, they're attacking from three directions.
[54:37.000 --> 54:40.000]  They're in Syria north of Israel.
[54:40.000 --> 54:45.000]  So our government, let me say it again, is putting al-Qaida in because it's not our government.
[54:45.000 --> 54:51.000]  It's not that our government's anti-Al-Qaida pro-Israel or anti-Israel pro-Al-Qaida or whatever.
[54:51.000 --> 54:53.000]  They're totally cold-blooded.
[54:53.000 --> 54:59.000]  They want huge wars, death and destruction for weapon sales, for distractions in the media,
[54:59.000 --> 55:02.000]  to take over society. That's what's going on here.
[55:02.000 --> 55:03.000]  That's what's happening.
[55:03.000 --> 55:08.000]  And they've got a big, major economic worldwide meltdown about to happen.
[55:08.000 --> 55:10.000]  Part two, as I said they would do.
[55:10.000 --> 55:14.000]  Once they got Obama and others in, now it's not an election issue.
[55:14.000 --> 55:18.000]  They can say, oh my gosh, we're going to go into total collapse, not just oppression in Europe in here.
[55:18.000 --> 55:25.000]  If you don't give us unlimited money.
[55:25.000 --> 55:29.000]  And so that's what they're gearing us up to.
[55:29.000 --> 55:38.000]  They are, they are getting us ready now to be politically distracted with a big Iran war,
[55:38.000 --> 55:46.000]  a Syria falling first, and terror attacks in Europe, maybe even here, Israel in a larger war.
[55:46.000 --> 55:50.000]  And by the way, that's not just Alex Jones saying that.
[55:50.000 --> 55:55.000]  I have a stack of articles here and it's up at infowars.com.
[55:55.000 --> 56:00.000]  Top economic advisors forecast World War, Washington's blog breaks it down.
[56:00.000 --> 56:05.000]  Kyle Bass, Larry Edelson, Jim Rogers, Mark Fauber predict widespread war.
[56:05.000 --> 56:09.000]  And then it's got quotes from them all over the mainstream news saying,
[56:09.000 --> 56:15.000]  when politicians are unpopular and when there's a depression they always start a war.
[56:15.000 --> 56:18.000]  Yeah, World War I, World War II, the list goes on and on.
[56:18.000 --> 56:22.000]  It goes on to say trade wars always lead to wars.
[56:22.000 --> 56:25.000]  A continuation of bailouts in Europe can only spark another World War.
[56:25.000 --> 56:28.000]  So those are national investor Jim Rogers.
[56:28.000 --> 56:32.000]  Mark Fauber, the next thing the government will do is distract the attention of the people
[56:32.000 --> 56:36.000]  on economic conditions if they'll start a war somewhere.
[56:36.000 --> 56:39.000]  If the global economy doesn't recover, usually people go to war.
[56:39.000 --> 56:41.000]  That's Rogers, it goes on and on.
[56:41.000 --> 56:43.000]  And I've got military brass saying the same thing.
[56:43.000 --> 56:45.000]  I've got politicos saying it.
[56:45.000 --> 56:49.000]  Notice how suddenly Obama gets elected, the economy falls apart and they say,
[56:49.000 --> 56:55.000]  oh, that's because people don't like Obama and they're afraid he's going to take jobs
