[00:00.000 --> 00:22.000]  The
[20:25.000 --> 20:27.000]  I
[20:27.000 --> 20:29.000]  I
[20:29.000 --> 20:31.000]  I
[20:31.000 --> 20:33.000]  I
[20:33.000 --> 20:35.000]  I
[20:35.000 --> 20:37.000]  I
[20:37.000 --> 20:39.000]  I
[20:39.000 --> 20:41.000]  I
[20:41.000 --> 20:43.000]  I
[20:43.000 --> 20:45.000]  I
[20:45.000 --> 20:47.000]  I
[20:47.000 --> 20:49.000]  I
[20:49.000 --> 20:51.000]  I
[20:51.000 --> 20:53.000]  I
[20:53.000 --> 20:55.000]  I
[20:55.000 --> 20:57.000]  I
[20:59.000 --> 21:01.000]  I
[21:01.000 --> 21:03.000]  I
[21:03.000 --> 21:05.000]  I
[21:05.000 --> 21:07.000]  I
[21:07.000 --> 21:09.000]  I
[21:09.000 --> 21:11.000]  I
[21:11.000 --> 21:13.000]  I
[21:13.000 --> 21:15.000]  I
[21:15.000 --> 21:17.000]  I
[21:17.000 --> 21:19.000]  I
[21:19.000 --> 21:21.000]  I
[21:23.000 --> 21:25.000]  I
[21:25.000 --> 21:27.000]  I
[21:27.000 --> 21:29.000]  I
[21:29.000 --> 21:31.000]  I
[21:31.000 --> 21:33.000]  I
[21:33.000 --> 21:35.000]  I
[21:35.000 --> 21:37.000]  I
[21:37.000 --> 21:39.000]  I
[21:39.000 --> 21:41.000]  I
[21:41.000 --> 21:43.000]  I
[21:43.000 --> 21:45.000]  I
[21:45.000 --> 21:47.000]  I
[21:47.000 --> 21:49.000]  I
[21:49.000 --> 21:51.000]  I
[21:51.000 --> 21:53.000]  I
[21:53.000 --> 21:55.000]  I
[21:55.000 --> 21:57.000]  I
[21:57.000 --> 21:59.000]  I
[21:59.000 --> 22:01.000]  I
[22:01.000 --> 22:03.000]  I
[22:03.000 --> 22:05.000]  I
[22:05.000 --> 22:07.000]  I
[22:07.000 --> 22:09.000]  I
[22:09.000 --> 22:11.000]  I
[22:11.000 --> 22:13.000]  I
[22:13.000 --> 22:15.000]  I
[22:15.000 --> 22:17.000]  I
[22:19.000 --> 22:21.000]  I
[22:21.000 --> 22:23.000]  I
[22:23.000 --> 22:25.000]  I
[22:25.000 --> 22:27.000]  I
[22:27.000 --> 22:29.000]  I
[22:29.000 --> 22:31.000]  I
[22:31.000 --> 22:33.000]  I
[22:33.000 --> 22:35.000]  I
[22:35.000 --> 22:37.000]  I
[22:37.000 --> 22:39.000]  I
[22:39.000 --> 22:41.000]  I
[22:41.000 --> 22:43.000]  I
[22:43.000 --> 22:45.000]  I
[22:45.000 --> 22:49.000]  I
[22:49.000 --> 22:51.000]  I
[22:51.000 --> 22:53.000]  I
[22:53.000 --> 22:55.000]  I
[22:55.000 --> 22:57.000]  I
[22:57.000 --> 22:59.000]  I
[22:59.000 --> 23:01.000]  I
[23:01.000 --> 23:03.000]  I
[23:03.000 --> 23:05.000]  I
[23:05.000 --> 23:07.000]  I
[23:07.000 --> 23:09.000]  I
[23:09.000 --> 23:11.000]  I
[23:11.000 --> 23:13.000]  I
[23:13.000 --> 23:15.000]  I
[23:15.000 --> 23:17.000]  I
[23:17.000 --> 23:19.000]  I
[23:19.000 --> 23:21.000]  I
[23:21.000 --> 23:23.000]  I
[23:23.000 --> 23:25.000]  I
[23:25.000 --> 23:27.000]  I
[23:27.000 --> 23:29.000]  I
[23:29.000 --> 23:31.000]  I
[23:31.000 --> 23:33.000]  I
[23:33.000 --> 23:35.000]  I
[23:35.000 --> 23:37.000]  I
[23:39.000 --> 23:41.000]  I
[23:41.000 --> 23:43.000]  I
[23:43.000 --> 23:45.000]  I
[23:45.000 --> 23:47.000]  I
[23:47.000 --> 23:49.000]  I
[23:49.000 --> 23:51.000]  I
[23:51.000 --> 23:53.000]  I
[23:53.000 --> 23:55.000]  I
[23:55.000 --> 23:57.000]  I
[23:57.000 --> 23:59.000]  I
[23:59.000 --> 24:01.000]  I
[24:01.000 --> 24:03.000]  I
[24:03.000 --> 24:05.000]  I
[24:05.000 --> 24:09.000]  I
[24:09.000 --> 24:11.000]  I
[24:11.000 --> 24:13.000]  I
[24:13.000 --> 24:15.000]  I
[24:15.000 --> 24:17.000]  I
[24:17.000 --> 24:19.000]  I
[24:19.000 --> 24:21.000]  I
[24:21.000 --> 24:23.000]  I
[24:23.000 --> 24:25.000]  I
[24:25.000 --> 24:27.000]  I
[24:27.000 --> 24:29.000]  I
[24:29.000 --> 24:31.000]  I
[24:31.000 --> 24:33.000]  I
[24:33.000 --> 24:35.000]  I
[24:35.000 --> 24:37.000]  I
[24:37.000 --> 24:39.000]  I
[24:39.000 --> 24:41.000]  I
[24:41.000 --> 24:43.000]  I
[24:43.000 --> 24:45.000]  I
[24:45.000 --> 24:47.000]  I
[24:47.000 --> 24:49.000]  I
[24:49.000 --> 24:51.000]  I
[24:51.000 --> 24:53.000]  I
[24:53.000 --> 24:55.000]  I
[24:55.000 --> 24:57.000]  I
[24:57.000 --> 24:59.000]  I
[24:59.000 --> 25:01.000]  I
[25:01.000 --> 25:03.000]  I
[25:03.000 --> 25:05.000]  I
[25:05.000 --> 25:07.000]  I
[25:07.000 --> 25:09.000]  I
[25:09.000 --> 25:11.000]  I
[25:11.000 --> 25:13.000]  I
[25:13.000 --> 25:15.000]  I
[25:15.000 --> 25:17.000]  I
[25:17.000 --> 25:19.000]  I
[25:19.000 --> 25:21.000]  I
[25:21.000 --> 25:25.000]  I
[25:25.000 --> 25:27.000]  I
[25:27.000 --> 25:29.000]  I
[25:29.000 --> 25:31.000]  I
[25:31.000 --> 25:33.000]  I
[25:33.000 --> 25:35.000]  I
[25:35.000 --> 25:37.000]  I
[25:37.000 --> 25:39.000]  I
[25:39.000 --> 25:41.000]  I
[25:41.000 --> 25:43.000]  I
[25:43.000 --> 25:45.000]  I
[25:45.000 --> 25:47.000]  I
[25:47.000 --> 25:49.000]  I
[25:49.000 --> 25:51.000]  I
[25:51.000 --> 25:53.000]  I
[25:53.000 --> 25:55.000]  I
[25:55.000 --> 25:57.000]  I
[25:57.000 --> 25:59.000]  I
[25:59.000 --> 26:01.000]  I
[26:01.000 --> 26:03.000]  I
[26:03.000 --> 26:05.000]  I
[26:05.000 --> 26:07.000]  I
[26:07.000 --> 26:09.000]  I
[26:09.000 --> 26:11.000]  I
[26:11.000 --> 26:13.000]  I
[26:13.000 --> 26:15.000]  I
[26:15.000 --> 26:17.000]  I
[26:17.000 --> 26:19.000]  I
[26:19.000 --> 26:21.000]  I
[26:21.000 --> 26:23.000]  I
[26:23.000 --> 26:25.000]  I
[26:25.000 --> 26:27.000]  I
[26:27.000 --> 26:29.000]  I
[26:29.000 --> 26:31.000]  I
[26:31.000 --> 26:33.000]  I
[26:33.000 --> 26:35.000]  I
[26:35.000 --> 26:37.000]  I
[26:37.000 --> 26:41.000]  I
[26:41.000 --> 26:43.000]  I
[26:43.000 --> 26:45.000]  I
[26:45.000 --> 26:47.000]  I
[26:47.000 --> 26:49.000]  I
[26:49.000 --> 26:51.000]  I
[26:51.000 --> 26:53.000]  I
[26:53.000 --> 26:55.000]  I
[26:55.000 --> 26:57.000]  I
[26:57.000 --> 26:59.000]  I
[26:59.000 --> 27:01.000]  I
[27:01.000 --> 27:03.000]  I
[27:03.000 --> 27:05.000]  I
[27:05.000 --> 27:07.000]  I
[27:07.000 --> 27:09.000]  I
[27:09.000 --> 27:11.000]  I
[27:11.000 --> 27:13.000]  I
[27:13.000 --> 27:15.000]  I
[27:15.000 --> 27:17.000]  I
[27:17.000 --> 27:19.000]  I
[27:19.000 --> 27:21.000]  I
[27:21.000 --> 27:23.000]  I
[27:23.000 --> 27:25.000]  I
[27:25.000 --> 27:27.000]  I
[27:27.000 --> 27:29.000]  I
[27:29.000 --> 27:31.000]  I
[27:31.000 --> 27:33.000]  I
[27:33.000 --> 27:35.000]  I
[27:35.000 --> 27:37.000]  I
[27:37.000 --> 27:39.000]  I
[27:39.000 --> 27:41.000]  I
[27:41.000 --> 27:43.000]  I
[27:43.000 --> 27:45.000]  I
[27:45.000 --> 27:47.000]  I
[27:47.000 --> 27:49.000]  I
[27:49.000 --> 27:51.000]  I
[27:51.000 --> 27:53.000]  I
[27:53.000 --> 27:55.000]  I
[27:57.000 --> 27:59.000]  I
[27:59.000 --> 28:01.000]  I
[28:01.000 --> 28:03.000]  I
[28:03.000 --> 28:05.000]  I
[28:05.000 --> 28:07.000]  I
[28:07.000 --> 28:09.000]  I
[28:09.000 --> 28:11.000]  I
[28:11.000 --> 28:13.000]  I
[28:13.000 --> 28:15.000]  I
[28:15.000 --> 28:17.000]  I
[28:17.000 --> 28:19.000]  I
[28:19.000 --> 28:21.000]  I
[28:21.000 --> 28:23.000]  I
[28:23.000 --> 28:25.000]  I
[28:25.000 --> 28:27.000]  I
[28:27.000 --> 28:29.000]  I
[28:29.000 --> 28:31.000]  I
[28:31.000 --> 28:33.000]  I
[28:33.000 --> 28:35.000]  I
[28:35.000 --> 28:37.000]  I
[28:37.000 --> 28:39.000]  I
[28:39.000 --> 28:41.000]  I
[28:41.000 --> 28:43.000]  I
[28:43.000 --> 28:45.000]  I
[28:45.000 --> 28:47.000]  I
[28:47.000 --> 28:49.000]  I
[28:49.000 --> 28:51.000]  I
[28:51.000 --> 28:53.000]  I
[28:53.000 --> 28:55.000]  I
[28:55.000 --> 28:57.000]  I
[29:01.000 --> 29:03.000]  I
[29:03.000 --> 29:05.000]  I
[29:05.000 --> 29:07.000]  I
[29:07.000 --> 29:09.000]  I
[29:09.000 --> 29:11.000]  I
[29:11.000 --> 29:13.000]  I
[29:13.000 --> 29:15.000]  I
[29:15.000 --> 29:17.000]  I
[29:17.000 --> 29:19.000]  I
[29:19.000 --> 29:21.000]  I
[29:21.000 --> 29:23.000]  I
[29:23.000 --> 29:25.000]  I
[29:25.000 --> 29:27.000]  I
[29:27.000 --> 29:29.000]  I
[29:29.000 --> 29:31.000]  I
[29:31.000 --> 29:33.000]  I
[29:33.000 --> 29:35.000]  I
[29:35.000 --> 29:37.000]  I
[29:39.000 --> 29:41.000]  I
[29:41.000 --> 29:43.000]  I
[29:43.000 --> 29:45.000]  I
[29:45.000 --> 29:47.000]  I
[29:47.000 --> 29:49.000]  I
[29:49.000 --> 29:51.000]  I
[29:51.000 --> 29:53.000]  I
[29:53.000 --> 29:55.000]  I
[29:55.000 --> 29:57.000]  I
[29:57.000 --> 29:59.000]  I
[29:59.000 --> 30:01.000]  I
[30:01.000 --> 30:03.000]  I
[30:03.000 --> 30:05.000]  I
[30:07.000 --> 30:09.000]  I
[30:09.000 --> 30:11.000]  I
[30:11.000 --> 30:13.000]  I
[30:13.000 --> 30:15.000]  I
[30:15.000 --> 30:17.000]  I
[30:17.000 --> 30:19.000]  I
[30:19.000 --> 30:21.000]  I
[30:21.000 --> 30:23.000]  I
[30:23.000 --> 30:25.000]  I
[30:25.000 --> 30:27.000]  I
[30:27.000 --> 30:29.000]  I
[30:29.000 --> 30:31.000]  I
[30:31.000 --> 30:33.000]  I
[30:33.000 --> 30:35.000]  I
[30:35.000 --> 30:37.000]  I
[30:37.000 --> 30:39.000]  I
[30:39.000 --> 30:41.000]  I
[30:41.000 --> 30:43.000]  I
[30:43.000 --> 30:45.000]  I
[30:45.000 --> 30:47.000]  I
[30:47.000 --> 30:49.000]  I
[30:49.000 --> 30:51.000]  I
[30:51.000 --> 30:53.000]  I
[30:53.000 --> 30:55.000]  I
[30:55.000 --> 30:57.000]  I
[30:59.000 --> 31:01.000]  I
[31:01.000 --> 31:03.000]  I
[31:03.000 --> 31:05.000]  I
[31:05.000 --> 31:07.000]  I
[31:07.000 --> 31:09.000]  I
[31:09.000 --> 31:11.000]  I
[31:11.000 --> 31:13.000]  I
[31:13.000 --> 31:15.000]  I
[31:15.000 --> 31:17.000]  I
[31:17.000 --> 31:19.000]  I
[31:19.000 --> 31:21.000]  I
[31:21.000 --> 31:23.000]  I
[31:23.000 --> 31:25.000]  I
[31:25.000 --> 31:27.000]  I
[31:27.000 --> 31:29.000]  I
[31:29.000 --> 31:31.000]  I
[31:31.000 --> 31:33.000]  I
[31:33.000 --> 31:35.000]  I
[31:35.000 --> 31:37.000]  I
[31:37.000 --> 31:39.000]  I
[31:39.000 --> 31:41.000]  I
[31:41.000 --> 31:43.000]  I
[31:43.000 --> 31:45.000]  I
[31:45.000 --> 31:47.000]  I
[31:47.000 --> 31:49.000]  I
[31:49.000 --> 31:51.000]  I
[31:51.000 --> 31:53.000]  I
[31:53.000 --> 31:55.000]  I
[31:55.000 --> 31:57.000]  I
[31:57.000 --> 31:59.000]  I
[31:59.000 --> 32:01.000]  I
[32:01.000 --> 32:03.000]  I
[32:03.000 --> 32:05.000]  I
[32:05.000 --> 32:07.000]  I
[32:07.000 --> 32:09.000]  I
[32:11.000 --> 32:13.000]  I
[32:13.000 --> 32:15.000]  I
[32:15.000 --> 32:17.000]  I
[32:17.000 --> 32:19.000]  I
[32:19.000 --> 32:21.000]  I
[32:21.000 --> 32:23.000]  I
[32:23.000 --> 32:25.000]  I
[32:25.000 --> 32:27.000]  I
[32:27.000 --> 32:29.000]  I
[32:29.000 --> 32:31.000]  I
[32:31.000 --> 32:33.000]  I
[32:33.000 --> 32:35.000]  I
[32:35.000 --> 32:37.000]  I
[32:37.000 --> 32:39.000]  I
[32:39.000 --> 32:41.000]  I
[32:41.000 --> 32:43.000]  I
[32:43.000 --> 32:45.000]  I
[32:45.000 --> 32:47.000]  I
[32:47.000 --> 32:49.000]  I
[32:49.000 --> 32:51.000]  I
[32:51.000 --> 32:53.000]  I
[32:53.000 --> 32:55.000]  I
[32:55.000 --> 32:57.000]  I
[32:57.000 --> 32:59.000]  I
[32:59.000 --> 33:01.000]  I
[33:03.000 --> 33:05.000]  I
[33:05.000 --> 33:07.000]  I
[33:07.000 --> 33:09.000]  I
[33:09.000 --> 33:11.000]  I
[33:11.000 --> 33:13.000]  I
[33:13.000 --> 33:15.000]  I
[33:15.000 --> 33:17.000]  I
[33:17.000 --> 33:19.000]  I
[33:19.000 --> 33:21.000]  I
[33:21.000 --> 33:23.000]  I
[33:23.000 --> 33:25.000]  I
[33:25.000 --> 33:27.000]  I
[33:27.000 --> 33:29.000]  I
[33:29.000 --> 33:31.000]  I
[33:31.000 --> 33:33.000]  I
[33:33.000 --> 33:35.000]  I
[33:35.000 --> 33:37.000]  I
[33:37.000 --> 33:39.000]  I
[33:39.000 --> 33:41.000]  I
[33:41.000 --> 33:43.000]  I
[33:43.000 --> 33:45.000]  I
[33:45.000 --> 33:47.000]  I
[33:47.000 --> 33:49.000]  I
[33:49.000 --> 33:51.000]  I
[33:51.000 --> 33:53.000]  I
[33:53.000 --> 33:55.000]  I
[33:55.000 --> 33:57.000]  I
[33:59.000 --> 34:01.000]  I
[34:01.000 --> 34:03.000]  I
[34:03.000 --> 34:05.000]  I
[34:05.000 --> 34:07.000]  I
[34:07.000 --> 34:09.000]  I
[34:09.000 --> 34:11.000]  I
[34:11.000 --> 34:13.000]  I
[34:13.000 --> 34:15.000]  I
[34:15.000 --> 34:17.000]  I
[34:17.000 --> 34:19.000]  I
[34:19.000 --> 34:21.000]  I
[34:21.000 --> 34:23.000]  I
[34:23.000 --> 34:25.000]  I
[34:27.000 --> 34:29.000]  I
[34:29.000 --> 34:31.000]  I
[34:31.000 --> 34:33.000]  I
[34:33.000 --> 34:35.000]  I
[34:35.000 --> 34:37.000]  I
[34:37.000 --> 34:39.000]  I
[34:39.000 --> 34:41.000]  I
[34:41.000 --> 34:43.000]  I
[34:43.000 --> 34:45.000]  I
[34:45.000 --> 34:47.000]  I
[34:47.000 --> 34:49.000]  I
[34:49.000 --> 34:51.000]  I
[34:51.000 --> 34:53.000]  I
[34:53.000 --> 34:55.000]  I
[34:55.000 --> 34:57.000]  I
[34:57.000 --> 34:59.000]  I
[34:59.000 --> 35:01.000]  I
[35:01.000 --> 35:03.000]  I
[35:03.000 --> 35:05.000]  I
[35:05.000 --> 35:07.000]  I
[35:07.000 --> 35:09.000]  I
[35:09.000 --> 35:11.000]  I
[35:11.000 --> 35:13.000]  I
[35:15.000 --> 35:17.000]  I
[35:17.000 --> 35:19.000]  I
[35:19.000 --> 35:21.000]  I
[35:21.000 --> 35:23.000]  I
[35:23.000 --> 35:25.000]  I
[35:25.000 --> 35:27.000]  I
[35:27.000 --> 35:29.000]  I
[35:29.000 --> 35:31.000]  I
[35:31.000 --> 35:33.000]  I
[35:33.000 --> 35:35.000]  I
[35:35.000 --> 35:37.000]  I
[35:37.000 --> 35:39.000]  I
[35:39.000 --> 35:41.000]  I
[35:41.000 --> 35:43.000]  I
[35:43.000 --> 35:45.000]  I
[35:45.000 --> 35:49.000]  I
[35:49.000 --> 35:51.000]  I
[35:51.000 --> 35:53.000]  I
[35:53.000 --> 35:55.000]  I
[35:55.000 --> 35:57.000]  I
[35:57.000 --> 35:59.000]  I
[35:59.000 --> 36:01.000]  I
[36:01.000 --> 36:03.000]  I
[36:03.000 --> 36:05.000]  I
[36:05.000 --> 36:07.000]  I
[36:07.000 --> 36:09.000]  I
[36:11.000 --> 36:13.000]  I
[36:15.000 --> 36:17.000]  I
[36:17.000 --> 36:19.000]  I
[36:19.000 --> 36:21.000]  I
[36:21.000 --> 36:23.000]  I
[36:23.000 --> 36:25.000]  I
[36:25.000 --> 36:27.000]  I
[36:27.000 --> 36:29.000]  I
[36:29.000 --> 36:31.000]  I
[36:31.000 --> 36:33.000]  I
[36:33.000 --> 36:35.000]  I
[36:35.000 --> 36:37.000]  I
[36:37.000 --> 36:39.000]  I
[36:39.000 --> 36:41.000]  I
[36:41.000 --> 36:43.000]  I
[36:43.000 --> 36:45.000]  I
[36:45.000 --> 36:47.000]  I
[36:47.000 --> 36:49.000]  I
[36:49.000 --> 36:51.000]  I
[36:51.000 --> 36:53.000]  I
[36:53.000 --> 36:55.000]  I
[36:55.000 --> 36:57.000]  I
[36:57.000 --> 36:59.000]  I
[36:59.000 --> 37:01.000]  I
[37:03.000 --> 37:05.000]  I
[37:07.000 --> 37:09.000]  I
[37:09.000 --> 37:11.000]  I
[37:11.000 --> 37:13.000]  I
[37:13.000 --> 37:15.000]  I
[37:15.000 --> 37:17.000]  I
[37:17.000 --> 37:19.000]  I
[37:19.000 --> 37:21.000]  I
[37:21.000 --> 37:23.000]  I
[37:23.000 --> 37:25.000]  I
[37:25.000 --> 37:27.000]  I
[37:27.000 --> 37:29.000]  I
[37:29.000 --> 37:31.000]  I
[37:31.000 --> 37:33.000]  I
[37:35.000 --> 37:37.000]  I
[37:37.000 --> 37:39.000]  I
[37:39.000 --> 37:41.000]  I
[37:41.000 --> 37:43.000]  I
[37:43.000 --> 37:45.000]  I
[37:45.000 --> 37:47.000]  I
[37:47.000 --> 37:49.000]  I
[37:49.000 --> 37:51.000]  I
[37:51.000 --> 37:53.000]  I
[37:53.000 --> 37:55.000]  I
[37:55.000 --> 37:57.000]  I
[37:57.000 --> 37:59.000]  I
[37:59.000 --> 38:01.000]  I
[38:01.000 --> 38:03.000]  I
[38:03.000 --> 38:05.000]  I
[38:05.000 --> 38:07.000]  I
[38:07.000 --> 38:09.000]  I
[38:09.000 --> 38:11.000]  I
[38:11.000 --> 38:13.000]  I
[38:13.000 --> 38:15.000]  I
[38:15.000 --> 38:17.000]  I
[38:17.000 --> 38:19.000]  I
[38:19.000 --> 38:21.000]  I
[38:23.000 --> 38:25.000]  I
[38:25.000 --> 38:27.000]  I
[38:27.000 --> 38:29.000]  I
[38:29.000 --> 38:31.000]  I
[38:31.000 --> 38:33.000]  I
[38:33.000 --> 38:35.000]  I
[38:35.000 --> 38:37.000]  I
[38:37.000 --> 38:39.000]  I
[38:39.000 --> 38:41.000]  I
[38:41.000 --> 38:43.000]  I
[38:43.000 --> 38:45.000]  I
[38:45.000 --> 38:47.000]  I
[38:47.000 --> 38:49.000]  I
[38:49.000 --> 38:51.000]  I
[38:51.000 --> 38:53.000]  I
[38:53.000 --> 38:55.000]  I
[38:55.000 --> 38:57.000]  I
[38:57.000 --> 38:59.000]  I
[38:59.000 --> 39:01.000]  I
[39:01.000 --> 39:03.000]  I
[39:03.000 --> 39:05.000]  I
[39:05.000 --> 39:07.000]  I
[39:07.000 --> 39:09.000]  I
[39:09.000 --> 39:11.000]  I
[39:11.000 --> 39:13.000]  I
[39:13.000 --> 39:15.000]  I
[39:15.000 --> 39:17.000]  I
[39:17.000 --> 39:19.000]  I
[39:19.000 --> 39:21.000]  I
[39:21.000 --> 39:23.000]  I
[39:23.000 --> 39:25.000]  I
[39:25.000 --> 39:27.000]  I
[39:27.000 --> 39:29.000]  I
[39:29.000 --> 39:31.000]  I
[39:31.000 --> 39:33.000]  I
[39:33.000 --> 39:35.000]  I
[39:35.000 --> 39:37.000]  I
[39:37.000 --> 39:39.000]  I
[39:39.000 --> 39:41.000]  I
[39:41.000 --> 39:43.000]  I
[39:43.000 --> 39:45.000]  I
[39:45.000 --> 39:47.000]  I
[39:47.000 --> 39:49.000]  I
[39:49.000 --> 39:51.000]  I
[39:51.000 --> 39:53.000]  I
[39:53.000 --> 39:55.000]  I
[39:55.000 --> 39:57.000]  I
[39:57.000 --> 39:59.000]  I
[39:59.000 --> 40:01.000]  I
[40:01.000 --> 40:03.000]  I
[40:03.000 --> 40:05.000]  I
[40:05.000 --> 40:07.000]  I
[40:07.000 --> 40:09.000]  I
[40:09.000 --> 40:11.000]  I
[40:11.000 --> 40:13.000]  I
[40:13.000 --> 40:15.000]  I
[40:15.000 --> 40:17.000]  I
[40:17.000 --> 40:19.000]  I
[40:19.000 --> 40:21.000]  I
[40:21.000 --> 40:23.000]  I
[40:23.000 --> 40:25.000]  I
[40:25.000 --> 40:27.000]  I
[40:27.000 --> 40:29.000]  I
[40:29.000 --> 40:33.000]  I
[40:33.000 --> 40:35.000]  I
[40:35.000 --> 40:37.000]  I
[40:37.000 --> 40:39.000]  I
[40:39.000 --> 40:41.000]  I
[40:41.000 --> 40:43.000]  I
[40:43.000 --> 40:45.000]  I
[40:45.000 --> 40:47.000]  I
[40:47.000 --> 40:49.000]  I
[40:49.000 --> 40:51.000]  I
[40:51.000 --> 40:53.000]  I
[40:53.000 --> 40:55.000]  I
[40:55.000 --> 40:57.000]  I
[40:57.000 --> 40:59.000]  I
[40:59.000 --> 41:01.000]  I
[41:01.000 --> 41:03.000]  I
[41:03.000 --> 41:05.000]  I
[41:05.000 --> 41:07.000]  I
[41:07.000 --> 41:09.000]  I
[41:09.000 --> 41:11.000]  I
[41:11.000 --> 41:13.000]  I
[41:13.000 --> 41:15.000]  I
[41:15.000 --> 41:17.000]  I
[41:19.000 --> 41:21.000]  I
[41:21.000 --> 41:23.000]  I
[41:23.000 --> 41:25.000]  I
[41:25.000 --> 41:27.000]  I
[41:27.000 --> 41:29.000]  I
[41:29.000 --> 41:31.000]  I
[41:31.000 --> 41:33.000]  I
[41:33.000 --> 41:35.000]  I
[41:35.000 --> 41:37.000]  I
[41:37.000 --> 41:39.000]  I
[41:39.000 --> 41:41.000]  I
[41:41.000 --> 41:43.000]  I
[41:43.000 --> 41:45.000]  I
[41:45.000 --> 41:47.000]  I
[41:47.000 --> 41:49.000]  I
[41:49.000 --> 41:51.000]  I
[41:51.000 --> 41:53.000]  I
[41:53.000 --> 41:55.000]  I
[41:55.000 --> 41:57.000]  I
[41:57.000 --> 41:59.000]  I
[41:59.000 --> 42:01.000]  I
[42:01.000 --> 42:03.000]  I
[42:03.000 --> 42:05.000]  I
[42:05.000 --> 42:07.000]  I
[42:07.000 --> 42:09.000]  I
[42:11.000 --> 42:13.000]  I
[42:15.000 --> 42:17.000]  I
[42:17.000 --> 42:19.000]  I
[42:19.000 --> 42:21.000]  I
[42:21.000 --> 42:23.000]  I
[42:23.000 --> 42:25.000]  I
[42:25.000 --> 42:27.000]  I
[42:27.000 --> 42:29.000]  I
[42:29.000 --> 42:31.000]  I
[42:31.000 --> 42:33.000]  I
[42:33.000 --> 42:35.000]  I
[42:35.000 --> 42:37.000]  I
[42:37.000 --> 42:39.000]  I
[42:39.000 --> 42:41.000]  I
[42:41.000 --> 42:43.000]  I
[42:43.000 --> 42:45.000]  I
[42:45.000 --> 42:47.000]  I
[42:47.000 --> 42:49.000]  I
[42:49.000 --> 42:51.000]  I
[42:51.000 --> 42:53.000]  I
[42:53.000 --> 42:55.000]  I
[42:55.000 --> 42:57.000]  I
[42:57.000 --> 42:59.000]  I
[42:59.000 --> 43:01.000]  I
[43:01.000 --> 43:03.000]  I
[43:03.000 --> 43:05.000]  I
[43:05.000 --> 43:07.000]  I
[43:09.000 --> 43:11.000]  I
[43:11.000 --> 43:13.000]  I
[43:13.000 --> 43:15.000]  I
[43:15.000 --> 43:17.000]  I
[43:17.000 --> 43:19.000]  I
[43:19.000 --> 43:21.000]  I
[43:21.000 --> 43:23.000]  I
[43:23.000 --> 43:25.000]  I
[43:25.000 --> 43:27.000]  I
[43:27.000 --> 43:29.000]  I
[43:29.000 --> 43:31.000]  I
[43:31.000 --> 43:33.000]  I
[43:33.000 --> 43:35.000]  I
[43:35.000 --> 43:37.000]  I
[43:37.000 --> 43:39.000]  I
[43:39.000 --> 43:41.000]  I
[43:41.000 --> 43:43.000]  I
[43:43.000 --> 43:45.000]  I
[43:45.000 --> 43:47.000]  I
[43:47.000 --> 43:49.000]  I
[43:49.000 --> 43:51.000]  I
[43:53.000 --> 43:55.000]  I
[43:55.000 --> 43:57.000]  I
[43:57.000 --> 43:59.000]  I
[43:59.000 --> 44:01.000]  I
[44:01.000 --> 44:03.000]  I
[44:03.000 --> 44:05.000]  I
[44:05.000 --> 44:07.000]  I
[44:07.000 --> 44:09.000]  I
[44:09.000 --> 44:11.000]  I
[44:11.000 --> 44:13.000]  I
[44:13.000 --> 44:15.000]  I
[44:15.000 --> 44:17.000]  I
[44:17.000 --> 44:19.000]  I
[44:19.000 --> 44:21.000]  I
[44:21.000 --> 44:23.000]  I
[44:23.000 --> 44:25.000]  I
[44:25.000 --> 44:27.000]  I
[44:27.000 --> 44:29.000]  I
[44:29.000 --> 44:31.000]  I
[44:31.000 --> 44:33.000]  I
[44:33.000 --> 44:35.000]  I
[44:35.000 --> 44:37.000]  I
[44:37.000 --> 44:39.000]  I
[44:39.000 --> 44:41.000]  I
[44:41.000 --> 44:43.000]  I
[44:43.000 --> 44:45.000]  I
[44:45.000 --> 44:47.000]  I
[44:47.000 --> 44:49.000]  I
[44:49.000 --> 44:51.000]  I
[44:53.000 --> 44:55.000]  I
[44:55.000 --> 44:57.000]  I
[44:57.000 --> 44:59.000]  I
[44:59.000 --> 45:01.000]  I
[45:01.000 --> 45:03.000]  I
[45:03.000 --> 45:05.000]  I
[45:05.000 --> 45:07.000]  I
[45:07.000 --> 45:09.000]  I
[45:09.000 --> 45:11.000]  I
[45:11.000 --> 45:13.000]  I
[45:13.000 --> 45:15.000]  I
[45:15.000 --> 45:17.000]  I
[45:17.000 --> 45:19.000]  I
[45:21.000 --> 45:23.000]  I
[45:23.000 --> 45:25.000]  I
[45:25.000 --> 45:27.000]  I
[45:27.000 --> 45:29.000]  I
[45:29.000 --> 45:31.000]  I
[45:31.000 --> 45:33.000]  I
[45:33.000 --> 45:35.000]  I
[45:35.000 --> 45:37.000]  I
[45:37.000 --> 45:39.000]  I
[45:39.000 --> 45:41.000]  I
[45:41.000 --> 45:43.000]  I
[45:43.000 --> 45:45.000]  I
[45:45.000 --> 45:47.000]  I
[45:47.000 --> 45:49.000]  I
[45:49.000 --> 45:51.000]  I
[45:51.000 --> 45:53.000]  I
[45:53.000 --> 45:55.000]  I
[45:55.000 --> 45:57.000]  I
[45:57.000 --> 45:59.000]  I
[45:59.000 --> 46:01.000]  I
[46:01.000 --> 46:03.000]  I
