[00:00.000 --> 00:08.680]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[32:11.880 --> 32:14.880]  Home gain lets you compare realtors anonymously.
[32:14.880 --> 32:21.880]  It's easy. Go to homegain150.com to find and compare realtors anonymously.
[32:21.880 --> 32:28.880]  Enter promo code homegain150 and receive up to $150 when you close a deal with a home gain agent.
[32:28.880 --> 32:34.880]  Share the home gain 150 promo code with your friends via Facebook, Twitter, text and more.
[32:34.880 --> 32:40.880]  Look for Max the home gain gorilla to find out more about how home gain is going to pay you.
[32:40.880 --> 32:47.880]  Visit homegain150.com today to enter your promo code and get paid for buying or selling a house.
[32:47.880 --> 32:53.880]  That's H-O-M-E-G-A-I-N-150.com.
[32:53.880 --> 32:58.880]  H-O-M-E-G-A-I-N-150.com
[33:00.880 --> 33:04.880]  Coast to coast, direct from Austin.
[33:04.880 --> 33:09.880]  You're listening to the Alex Jones Broadcasting Network.
[33:09.880 --> 33:14.880]  H-O-M-E-G-A-I-N-150.com
[33:20.880 --> 33:25.880]  I was a highwayman along the coach roads I did ride
[33:25.880 --> 33:33.880]  You see I live in the real world. I went to the gym today and heard all these grown men like a bunch of mother hens
[33:33.880 --> 33:40.880]  talking about sports icons and what great men they were and what great athletes they were.
[33:40.880 --> 33:47.880]  You can't blame them for being small children. They were raised up to only have icons that didn't matter
[33:47.880 --> 33:55.880]  and that's why they don't value liberty and freedom. They value being like little kids obsessing over other people.
[33:55.880 --> 34:04.880]  I live in the real world. I deal with real issues. I went on air two months before 9-11
[34:04.880 --> 34:09.880]  and said they're going to blow the world trade center up, call the wine house and tell them don't do it.
[34:09.880 --> 34:12.880]  They're going to blame it on their asset bin Laden.
[34:12.880 --> 34:18.880]  I get sent the secret federal documents where they admit homeland security set up for gun owners, conservatives,
[34:18.880 --> 34:24.880]  returning veterans and that the government that's illegitimate is preparing for war with the American people
[34:24.880 --> 34:29.880]  after they steal everybody's pension funds and bank accounts and devalue the dollar.
[34:29.880 --> 34:42.880]  That's what matters. I've gone up against the TSA and put it on the front burner nationwide as a revolt.
[34:42.880 --> 34:50.880]  And so you better believe when I get contacted by members of a film crew who are Hispanic and who are smart
[34:50.880 --> 34:55.880]  and who understand what a racist film that is full of stereotypes on both sides
[34:55.880 --> 35:00.880]  that it was going to generate enmity and division. You better believe I covered it.
[35:00.880 --> 35:07.880]  And then to see Rodriguez and others go in the press and say nothing that was in that trailer was in the film
[35:07.880 --> 35:14.880]  and then I had the script and knew he was lying and then to see them in the newspaper saying that I didn't have the script
[35:14.880 --> 35:20.880]  and then to go to the movie theater and it was the script word for word. That's outrageous.
[35:20.880 --> 35:26.880]  I mean, if you're going to make a birth of the nation, that was the famous Ku Klux Klan, pro-Ku Klux Klan film,
[35:26.880 --> 35:31.880]  if you're going to make one of those from a Hispanic perspective, if you're going to be a Hispanic supremacist,
[35:31.880 --> 35:33.880]  then be proud about it.
[35:33.880 --> 35:39.880]  Like the Brown Berets I can play clips of right here saying whites are the devil and whites need to all be killed
[35:39.880 --> 35:45.880]  or Reverend Wright up there saying whites are the devil or Black Panthers I've played here saying kill all the white women,
[35:45.880 --> 35:51.880]  kill all the white children. I mean, if you're going to get into that type of garbage, then go all the way.
[35:51.880 --> 35:56.880]  Don't sneak around and say it's comedy or it's satire when everybody knows it isn't.
[35:56.880 --> 36:03.880]  I know what your political beliefs are. I live here in this town.
[36:03.880 --> 36:09.880]  Don't sit there and say that you're in fantasy world when you're not in fantasy world,
[36:09.880 --> 36:15.880]  when you're in the real world in a real arena against real adversaries.
[36:15.880 --> 36:21.880]  I read the SPP North American Union documents, how they're going to use racial division to bring in the world government,
[36:21.880 --> 36:26.880]  how they're going to use the flu, how they're going to use the border implosion to do it.
[36:26.880 --> 36:31.880]  I want freedom for Mexico. I want freedom for my country. I want to live in peace with everybody.
[36:31.880 --> 36:38.880]  But I know the Ford Foundation and the big social engineers, and this came out in several congressional commissions
[36:38.880 --> 36:44.880]  back in the 1940s, 50s, 60s and 70s, the church committees and others, that the Carnegie Endowment and others
[36:44.880 --> 36:50.880]  said they would create racial division in this country in the name of diversity to get everybody at each other's throats
[36:50.880 --> 36:57.880]  through divide and conquer so we don't come together against the New World Order.
[36:57.880 --> 37:01.880]  By 2045, more than half this country is going to be Hispanic.
[37:01.880 --> 37:08.880]  And if the globalists can teach Hispanics to be anti-America and to hate this Republic, they're going to be able to win.
[37:08.880 --> 37:15.880]  But if we, the people, no matter what color you are, can wake up everybody, including Hispanics,
[37:15.880 --> 37:19.880]  of the global crime syndicate, we can have a free society together.
[37:19.880 --> 37:25.880]  We can all own guns and own property and have low taxes and control our own destiny.
[37:25.880 --> 37:32.880]  But you look at Hollywood, all they do is push destructive stuff to the culture, to the family.
[37:32.880 --> 37:38.880]  Everything they sell is death. You're never going to hear a liberal black leader talk about how,
[37:38.880 --> 37:44.880]  and I was corrected, I've been saying 51% of blacks have been aborted since Roe v. Wade 1973.
[37:44.880 --> 37:52.880]  I'm sorry, it was 52%. 52% of black people are not born in this country.
[37:52.880 --> 37:58.880]  They're murdered in the womb. That number is climbing to upwards of 30% of Hispanics.
[37:58.880 --> 38:01.880]  The globalists are upset. They're only killing about 18% of whites.
[38:01.880 --> 38:07.880]  Now, all these fake white leaders, black leaders, Hispanic leaders on the left and the right,
[38:07.880 --> 38:12.880]  they'll never talk about issues like that. I don't want Hispanic babies dead.
[38:12.880 --> 38:17.880]  I want them to have freedom in 1776 beating in their heart.
[38:17.880 --> 38:24.880]  Not a bunch of Ford Foundation racial division trash that Robert Rodriguez is putting out.
[38:24.880 --> 38:28.880]  Now, he's got his first amendment to put movies like that out.
[38:28.880 --> 38:32.880]  And I said that, and I told the Fort Worth Star Telegram and the Austin,
[38:32.880 --> 38:36.880]  American Statesmen and Fox News and all of them when they called to quote me,
[38:36.880 --> 38:44.880]  that I'm saying that they've denied funding to mildly political films in Texas and the state of Texas,
[38:44.880 --> 38:48.880]  because if it's going to have tax incentives, which I'm all for, I'm always for lower taxes,
[38:48.880 --> 38:51.880]  then it should be no strings attached.
[38:51.880 --> 38:55.880]  I've never tried to go get the tax incentives because I looked at the way it's set up.
[38:55.880 --> 39:00.880]  You got to go to this little board and they decide and I would never get them.
[39:00.880 --> 39:06.880]  But Rodriguez could put out one of the most radical hate-filled, race-baiting films I've ever seen,
[39:06.880 --> 39:09.880]  and he was going to get the funding. It was approved. We called the governor's office.
[39:09.880 --> 39:11.880]  Then they lied and said it hadn't been approved.
[39:11.880 --> 39:15.880]  Now it came out in the statesmen through FOIA requests that they'd been told they were getting funding.
[39:15.880 --> 39:20.880]  That's why Danny Trejo, the star of the film, is now in the news.
[39:20.880 --> 39:27.880]  He is now in the Austin, America Statesmen. He is now in the Hollywood Reporter.
[39:27.880 --> 39:33.880]  Here's the headline, Machetes Danny Trejo, Knox, Texas Film Commission, Funding Decision.
[39:33.880 --> 39:36.880]  He says, it's going back on your word and that's not Texan.
[39:36.880 --> 39:42.880]  Well, in your movie, Texans are all racist devils that have to be mass-murdered in a helter-skelter Charlie Manson race war.
[39:42.880 --> 39:47.880]  Trejo, the bad guys talk about how their great-great-granddaddy was at the Alamo.
[39:47.880 --> 39:53.880]  So don't act like you got some respect for Texas. You don't have any respect for those men at the Alamo,
[39:53.880 --> 39:58.880]  a third of them that were Hispanic. You don't even know about the Alamo, Mr. Trejo.
[39:58.880 --> 40:03.880]  So shut up! It's going back on your word and that's not Texan.
[40:03.880 --> 40:10.880]  Trejo tells the Hollywood Reporter, I'm kind of hurt. You're kind of hurt that we called you on your race war film.
[40:10.880 --> 40:17.880]  We're in the script. They have you worship as God at the end, the only part of it that was cut out.
[40:17.880 --> 40:24.880]  Rather than the film being negative to Texas, Trejo feels strongly the funding reversal goes against the Texas way of life.
[40:24.880 --> 40:28.880]  I think the way the Texas Film Commission did this puts Texas in the bad lights, says Trejo.
[40:28.880 --> 40:34.880]  All the folks at the Alamo would be pretty mad right now. Really? They'd be pretty mad right now.
[40:34.880 --> 40:39.880]  Yeah, I bet they would when your film attacks the people at the Alamo. It's a bunch of racist scum.
[40:39.880 --> 40:44.880]  It might be Machete kills the Texas Film Commission.
[40:44.880 --> 40:49.880]  And I've got him in other newspapers talking about coming to Texas as Machete.
[40:49.880 --> 40:56.880]  By the way, the Film Commission is a puppet of Rick Perry. The Film Commission had had to resign a few months ago.
[40:56.880 --> 41:03.880]  Actually, December 1st, he had to resign a month ago.
[41:03.880 --> 41:08.880]  Rick Perry's getting ready to run for president. You think he's going to have his name attached to this?
[41:08.880 --> 41:14.880]  By the way, I don't think Rick Perry has any business involved with your film.
[41:14.880 --> 41:19.880]  But I simply told the statesman, and I told the Film Commission, and it was printed all over the country,
[41:19.880 --> 41:23.880]  I listed the films that they've cut funding for. They didn't get their tax incentives.
[41:23.880 --> 41:28.880]  A film about Waco and others. And I said, if you take their incentives and not this incentive,
[41:28.880 --> 41:33.880]  you can never take anybody else's incentive. And I said, that's fine with me,
[41:33.880 --> 41:39.880]  because I don't want you to have the moral authority to be able to waddle in there and censor people.
[41:39.880 --> 41:46.880]  I'm all for tax cuts. By the way, I say in the next legislative session that they reverse that law
[41:46.880 --> 41:53.880]  and give the 1.7 million to Robert Rodriguez. Maybe he can move down to war-torn Mexico,
[41:53.880 --> 41:57.880]  where the criminal elite down there rule over their people.
[41:57.880 --> 42:03.880]  Hey, Trejo and Rodriguez, why don't you make a movie about the racism in Mexico
[42:03.880 --> 42:10.880]  and how if you watch the Mexican Congress on C-SPAN when they have it on sometimes,
[42:10.880 --> 42:18.880]  they look wider than people in Alabama. They look wider than a Ku Klux Klan rally.
[42:18.880 --> 42:25.880]  I was recently on vacation, and where I was on vacation was about half the people there were rich Mexicans,
[42:25.880 --> 42:34.880]  and I thought I was looking at 6'5 people from the Netherlands or something, or Scandinavians.
[42:34.880 --> 42:44.880]  You know, I don't call you cockroaches like the rich Mexicans that got their foot on your neck, dude.
[42:44.880 --> 42:49.880]  I'm not like Margaret Sanger, the fake liberal, saying we got to hire black leaders so we can kill these weeds.
[42:49.880 --> 42:53.880]  Now, I'm not here trying to have division. I want to be friends with everybody,
[42:53.880 --> 42:59.880]  but I'm not going to sit here and watch your trashy film implying all whites are racist and take it.
[42:59.880 --> 43:09.880]  Hi, this is Alex Jones. You've heard me talk about the delicious, easy to fix and very storable foods from eFoodsDirect.com.
[43:09.880 --> 43:14.880]  I've told you for years that eFoodsDirect has the best storable food on the planet.
[43:14.880 --> 43:18.880]  Now it's that time of year again, and their holiday special is here.
[43:18.880 --> 43:25.880]  They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[43:25.880 --> 43:32.880]  The first is a six-month bulk supply in tin cans, and the second is a five-week supply of quick and easy to fix meals,
[43:32.880 --> 43:36.880]  including delicious bakery items, shipped in heavy tote bags.
[43:36.880 --> 43:43.880]  Now, for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[43:43.880 --> 43:59.880]  Call now 800-409-5633 or visit them at eFoodsDirect.com forward slash Alex. That's 800-409-5633 or eFoodsDirect.com forward slash Alex.
[43:59.880 --> 44:03.880]  Diamond Gusset is proud to announce the anthem of the Patriot Movement.
[44:03.880 --> 44:07.880]  They're offering a free CD, t-shirt and bumper sticker with a qualifying purchase.
[44:07.880 --> 44:13.880]  Diamond Gusset offers great products at great prices while keeping Americans working.
[44:13.880 --> 44:18.880]  We're looking for a factory where a man can feed his family.
[44:18.880 --> 44:27.880]  Not worried about them moving south, closing the doors and shutting her down tomorrow.
[44:27.880 --> 44:33.880]  I'm looking for America.
[44:33.880 --> 44:39.880]  Where American and be proud, go to gusset.com forward slash America.
[44:39.880 --> 44:48.880]  I landed a free in my home of the brave. Seems like I just woke up one day and it was gone.
[44:48.880 --> 44:51.880]  Long gone.
[44:51.880 --> 44:54.880]  But I know in my heart it's still the same.
[44:54.880 --> 44:59.880]  Again, go to gusset.com forward slash America today.
[44:59.880 --> 45:04.880]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[45:04.880 --> 45:09.880]  Number one, new climate legislation could easily double or triple your electric bill.
[45:09.880 --> 45:14.880]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[45:14.880 --> 45:20.880]  It's true, total government control of electricity in the name of smart grid technology is coming.
[45:20.880 --> 45:24.880]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[45:24.880 --> 45:28.880]  And now new socialist legislation is only compounding the problem.
[45:28.880 --> 45:35.880]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather related onages.
[45:35.880 --> 45:40.880]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[45:40.880 --> 45:45.880]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[45:45.880 --> 45:51.880]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[45:51.880 --> 45:59.880]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[45:59.880 --> 46:07.880]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions.
[46:07.880 --> 46:15.880]  Yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[46:15.880 --> 46:20.880]  My name is Mario Sifaldi and I'm the developer of the Silver Lungs Generator.
[46:20.880 --> 46:25.880]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions,
[46:25.880 --> 46:33.880]  it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[46:33.880 --> 46:41.880]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[46:41.880 --> 46:51.880]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[46:51.880 --> 47:12.880]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[47:21.880 --> 47:31.880]  The Silver Lungs System is designed to deliver your silver solutions directly to key target areas.
[47:31.880 --> 47:41.880]  The Silver Lungs System comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[47:41.880 --> 48:01.880]  The Silver Lungs System comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[48:01.880 --> 48:04.480]  But that's what I'm frustrated about.
[48:04.480 --> 48:08.280]  I have all the government documents, and we have scientists on air that they're putting
[48:08.280 --> 48:13.960]  hundreds of toxic poisons in the water to reduce fertility and to brain damage people,
[48:13.960 --> 48:18.520]  and I'm busy having to deal with race war movies.
[48:18.520 --> 48:23.920]  I know that the so-called liberals, not on the street, they're well-meaning, but at
[48:23.920 --> 48:28.640]  the highest levels, the Ford Foundation, people like Margaret Singer, the Rockefellers, said
[48:28.640 --> 48:33.560]  they would pose as liberals, would stir up racial division so they get people's trust
[48:33.560 --> 48:38.400]  as the ones stirring it up, show when you're busy hating the white guy or the Mexican or
[48:38.400 --> 48:42.080]  whoever that lives down the street or the guy from China or the guy from Germany or
[48:42.080 --> 48:46.720]  whatever, or the Brit or whoever, while you're busy hating somebody because of their religion
[48:46.720 --> 48:51.080]  or their color or whatever, the big government's the referee over it all, and they're a bunch
[48:51.080 --> 48:54.080]  of eugenicists that want you dead.
[48:54.080 --> 48:58.080]  Why didn't Robert Rodriguez make a movie about, hey, Hispanics, don't go out and abort all
[48:58.080 --> 49:05.000]  your babies, I don't want you to die, I want you to live, I love you, I don't dislike
[49:05.000 --> 49:09.680]  you because of what color your skin is, I don't like it that you're being filled full
[49:09.680 --> 49:15.360]  of racism for me, and I'm supposed to sit here and take it, I'm 36 years old, I hadn't
[49:15.360 --> 49:19.840]  done jack squat to anybody.
[49:19.840 --> 49:24.600]  The only racism I've ever experienced in my life is from people that aren't white coming
[49:24.600 --> 49:30.360]  after me because I'm white, and do I sit there and then hate everybody who's a different
[49:30.360 --> 49:35.440]  color than me because certain groups, certain people in those groups have attacked me, no,
[49:35.440 --> 49:39.600]  but I'm not gonna lay down here with a bunch of self-righteous people lecturing me about
[49:39.600 --> 49:46.160]  how I'm bad, see, it's all a political intimidation, just to make everybody guilty, guilty for
[49:46.160 --> 49:51.400]  the earth, pay more taxes, has nothing to do with saving the earth, oh, guilty about
[49:51.400 --> 49:54.920]  race, oh, you're not for the health care, you don't like black people, remember that
[49:54.920 --> 50:00.960]  was the talking point on CNN and MSNBC, what does that have to do with it?
[50:00.960 --> 50:07.680]  Just non sequitur in the middle of nowhere, whether it was Carlos Watson or the hardball
[50:07.680 --> 50:12.880]  guy or the other host on CNN, all of them, this is really racism, that's why they don't
[50:12.880 --> 50:16.560]  want the government health care, really, we read the subsections about death panels,
[50:16.560 --> 50:20.240]  now it's admitted that they are in there and that they are gonna cut people's care who
[50:20.240 --> 50:26.200]  are older, they're like, be quiet racist, racist, you throw that out there because you're
[50:26.200 --> 50:31.000]  worse than just a run of the mill racist, you're a raced baiter, you're a master racist who
[50:31.000 --> 50:36.480]  uses it and that's why I'm frustrated and I don't like being talked to like an idiot
[50:36.480 --> 50:42.280]  by Rodriguez and people saying you don't have the script, you know none of what's in the
[50:42.280 --> 50:48.240]  trailers in the movie and it was a lie, I'm tired of government, I'm tired of media treating
[50:48.240 --> 50:53.920]  me like I'm stupid, I'm not stupid and the American people aren't stupid and they're
[50:53.920 --> 50:54.920]  waking up.
[50:54.920 --> 50:58.280]  Alright, I said I'd take a lot of calls here in the new year and I promise when we come
[50:58.280 --> 51:02.920]  back next hour, I'm taking nothing but calls, I won't even get to all this news then.
[51:02.920 --> 51:11.000]  Paul, Peter, Jason, Jarrah, Nick, Manny, Laura, Bob, Andrew, Tim, Henry, Garfield, we could
[51:11.000 --> 51:18.000]  take unlimited calls, the phone system would take 500 calls at once, oh, help me, 88821,
[51:18.000 --> 51:22.960]  22244, I appreciate you holding, I just want to live in peace and they make these race
[51:22.960 --> 51:27.080]  war films so if you're Hispanic, you don't feel comfortable around whites.
[51:27.080 --> 51:30.720]  So if you're white, you don't feel comfortable around Hispanics and everybody's got a chip
[51:30.720 --> 51:32.120]  on their shoulder.
[51:32.120 --> 51:36.760]  Meanwhile, we're all fighting with each other, I mean have you seen how the blacks and Hispanics
[51:36.760 --> 51:38.920]  are killing each other, it's even worse.
[51:38.920 --> 51:44.120]  See the media convinces people that racism only comes from white people, it isn't what
[51:44.120 --> 51:50.120]  you call racism, it's tribalism, you ever seen the Star Trek episode where you know
[51:50.120 --> 51:54.320]  the overlords are white on one side of their face and black on the other and on the other
[51:54.320 --> 51:57.960]  it's the opposite, they're genetically identical except for that but one group's suppressed
[51:57.960 --> 52:03.320]  and the others aren't, there's always groups that will use division to get control.
[52:03.320 --> 52:09.440]  I'm fighting with the big international mega banks, I want my free market, I want my private
[52:09.440 --> 52:13.680]  property, I want my self dignity, I want my second amendment.
[52:13.680 --> 52:20.440]  So I don't have to live in fear, it's a mark of a free man that I got a 357 magnum right
[52:20.440 --> 52:29.120]  here, it's a mark of a free man that I got semi-auto 7mm magnum rifles, it's a mark of
[52:29.120 --> 52:36.680]  a free man that if I want to bear it, semi-autic 50 cal, I got one, it's mine, I'm free, I'm
[52:36.680 --> 52:43.640]  not domesticated, I didn't have my wavos hacked off, it's not even that I have courage,
[52:43.640 --> 52:50.040]  it's when people get in my face, I get right back at it and I'm not running anymore, I'm
[52:50.040 --> 52:59.960]  not backing down anymore, I got the TSA here sticking their hands down people's pants.
[52:59.960 --> 53:04.000]  Now they're confiscating it, photocop people's credit cards, listen though I mentioned this
[53:04.000 --> 53:07.800]  light bulb business, if they can ban whatever toilets they want globally, if they can ban
[53:07.800 --> 53:12.720]  tobacco wherever they want globally, first where you can smoke it later totally ban it,
[53:12.720 --> 53:18.360]  if they can have federal inspections of your house, that's on the books now, pass the house
[53:18.360 --> 53:23.160]  and repass the senate, if they can ban your light bulb, if they can put sodium fluoride
[53:23.160 --> 53:26.360]  in your water and now the media announces the government wants to put lithium in from
[53:26.360 --> 53:31.720]  Japan to the United States, both nations have announced it, all that's happening, they set
[53:31.720 --> 53:37.600]  the precedent with things that sound reasonable, oh you've got to put this certain type of mercury
[53:37.600 --> 53:43.040]  filled light bulb in, that major studies show gives you a horrible headache and all of these
[53:43.040 --> 53:48.480]  incandescent studies show are soothing to the eye and more of a natural light, you're
[53:48.480 --> 53:53.720]  not allowed to have those and in Europe they're actually raiding people's houses that have
[53:53.720 --> 53:58.160]  them now, when you see an Audi commercial about the green police arresting people, that's
[53:58.160 --> 54:02.440]  what they're really getting you ready for, they're now digging through people's trashcans
[54:02.440 --> 54:06.560]  all over the US and cities that have put it in taking you to jail if you don't recycle
[54:06.560 --> 54:12.120]  properly, they're arresting 81 year old women for things like that, it's happening, it's
[54:12.120 --> 54:18.200]  tyranny, it has nothing to do with the environment, it's their excuse to take over society, oh
[54:18.200 --> 54:24.760]  Chris Matthews say to that, oh you're a racist, I think I like a blue car, not a green car,
[54:24.760 --> 54:30.960]  oh you're a racist, see any opinion the political correct people bring out race, when it has
[54:30.960 --> 54:36.760]  nothing to do with it, it's a distraction, it's a political football and meanwhile they
[54:36.760 --> 54:43.240]  couldn't get the Congress to pass the greenhouse gas takeover, let me explain to you but I'm
[54:43.240 --> 54:47.920]  all against pollution, I live here, I don't want to die, my family lives here, your family
[54:47.920 --> 54:51.800]  lives here, I've studied the power plants, Texas supplies more power to any other state
[54:51.800 --> 54:56.560]  in the union to surrounding states, number one power producer in the country, Texas this
[54:56.560 --> 55:00.880]  year said you haven't passed that legislation, if you pass it in the Congress we'll follow
[55:00.880 --> 55:04.800]  it even though it's a violation of states rights, that's what the Attorney General said,
[55:04.800 --> 55:09.800]  they couldn't pass the law, Obama announced last week they're going to have the EPA come
[55:09.800 --> 55:17.520]  in, China has no restrictions on their reactors, on their coal powered plants, here they have
[55:17.520 --> 55:22.720]  digital sniffers up on the top and sestas that fly above every day, to test the air,
[55:22.720 --> 55:27.560]  there is literally no pollution coming out of those coal powered plants when they're
[55:27.560 --> 55:33.040]  operating under specs, except for carbon dioxide and water vapor, so they've listed that as
[55:33.040 --> 55:38.400]  a toxic waste when it's what plants breathe and every study shows that it's been much
[55:38.400 --> 55:43.440]  higher in Earth's earlier history and that it's good for humans, good for plants because
[55:43.440 --> 55:53.120]  plants then exhale more oxygen that we need, the Earth is carbon dioxide, oxygen starved
[55:53.120 --> 55:59.800]  and now there's no law backing up the EPA, they just come into Texas and seize control
[55:59.800 --> 56:04.800]  of plants and they're going to raise the standards and shut down many coal powered plants, China
[56:04.800 --> 56:09.240]  gets to build two to three a week, we don't even get two or three new coal powered plants
[56:09.240 --> 56:14.080]  a year in the entire United States, we can't compete and that's globalism, shut down our
[56:14.080 --> 56:19.760]  nation by any way they can, they tell you what type of light bulbs you can have, what
[56:19.760 --> 56:25.680]  type of toilet you think any of that's going on in China or India or Mexico, zero, zero,
[56:25.680 --> 56:30.360]  it's meant to deindustrialize this country and it's a huge out of control federal power
[56:30.360 --> 56:34.480]  grab, the environmental protection agency announced Thursday it is taking the unprecedented
[56:34.480 --> 56:40.040]  step of directly issuing air permits to industries in Texas citing the state's unwillingness
[56:40.040 --> 56:44.680]  to comply with greenhouse gas regulations going into effect January 2nd, you know when
[56:44.680 --> 56:48.680]  the TSA start sticking their hands down people's pants, people say show us the law and they
[56:48.680 --> 56:53.560]  say we don't have a law, it's a policy, a sworn peace officer can't do that but these
[56:53.560 --> 56:59.480]  goons do, these federal goons outside of their jurisdiction, it's the same thing here, they
[56:59.480 --> 57:05.240]  didn't pass the law, there's no congressional law, at least Congress in 2007 passed the
[57:05.240 --> 57:12.560]  law to phase in banning the incandescent light bulbs, there's no law here, these are lawless
[57:12.560 --> 57:17.960]  people, it's illegitimate and Texas needs to stand up against these globalists in their
[57:17.960 --> 57:24.120]  own statements at the UN saying they want to shut down our industrial capacity because
[57:24.120 --> 57:27.840]  then only certain key insiders will be able to operate, they'll move everything that's
[57:27.840 --> 57:33.320]  left to China, this is the mega rich waging war against all the rest of us, they don't
[57:33.320 --> 57:37.920]  want a free market just like the legislation they're trying to pass to shut down the family
[57:37.920 --> 57:43.440]  farms and ranches that was publicly written by big agribusiness to shut down their competition,
[57:43.440 --> 57:50.800]  it's the real fight, second hour straight ahead info wars dot com, stay with us.
[57:50.800 --> 57:55.080]  Hi folks this is Alex Jones asking you for a minute of your time to tell you about soap,
[57:55.080 --> 57:59.420]  not detergents but good old fashioned pure soap made by the Calvin soap company, a family
[57:59.420 --> 58:04.800]  owned and operated American company, my family, staff, friends and radio listeners are constantly
[58:04.800 --> 58:09.000]  telling me how much they love these products for bath, air, laundry and dishes, there is
[58:09.000 --> 58:13.760]  nothing like these factory direct big money saving triple concentrated soaps anywhere,
[58:13.760 --> 58:21.040]  get a free detailed catalog by calling 800-340-7091 or see them online at 5starsoap dot com or
[58:21.040 --> 58:25.360]  info wars dot com, let's talk to the owner of 5star soap Marty Schachter and see what
[58:25.360 --> 58:26.360]  he has to say.
[58:26.360 --> 58:33.680]  As founder and owner for over 63 years people keep asking me how is business, I'm happy
[58:33.680 --> 58:43.760]  to say our business is going down the drain, call us at 1-800-340-7091, visit our website
[58:43.760 --> 58:50.520]  5starsoap dot com for buying a one to two month soap sampler, thank you.
[58:50.520 --> 58:56.000]  A very wealthy US citizen is predicting that in 2011 we will witness the most important
[58:56.000 --> 59:01.280]  day in America in more than 50 years, he says it will change everything about our lives,
[59:01.280 --> 59:05.120]  the way you shop, travel, invest, educate your children and even how you take care of
[59:05.120 --> 59:06.720]  your health and your own family.
[59:06.720 --> 59:11.640]  Now this man has made some outrageous predictions over the years, the crazy part is he's usually
[59:11.640 --> 59:15.960]  right, you see he predicted the collapse of GM, Panny May, Freddie Mac and America's
[59:15.960 --> 59:21.680]  biggest mall owner, General Growth Properties, in fact Barron's called his work a dire prophecy,
[59:21.680 --> 59:25.720]  recently he created a video which you can watch online for free detailing his biggest
[59:25.720 --> 59:30.400]  and most important prediction yet and it's a real eye opener, I can't stress this enough,
[59:30.400 --> 59:34.120]  you should at least watch this free video online today, he explains everything you need
[59:34.120 --> 59:38.080]  to know including simple steps you can take to protect yourself, you can find the video
[59:38.080 --> 59:45.440]  at www.endofamerica3.com, that's end of America, the number three dot com, watch the free video
[59:45.440 --> 01:00:11.440]  at www.endofamerica3.com, that's endofamerica3.com.
[01:00:11.440 --> 01:00:17.040]  Okay, the entirety of the second hour is dedicated to your phone calls, all in Ohio, thanks for
[01:00:17.040 --> 01:00:23.920]  holding during my ranting, sorry I got diverted off into the issues of the balkanization,
[01:00:23.920 --> 01:00:24.920]  go ahead.
[01:00:24.920 --> 01:00:31.600]  Yeah, Alex, new year greetings to you and your family and the staff, I'm sorry I left
[01:00:31.600 --> 01:00:38.000]  out the word happy because I don't think 2011 is exactly going to be happy, Alex I've been
[01:00:38.000 --> 01:00:43.400]  awake for 15 years and I'm learning more every day thanks to you and your broadcast, I listen
[01:00:43.400 --> 01:00:51.360]  to you every day, there were three things that I consider as top issues, number one
[01:00:51.360 --> 01:00:57.120]  on the list was your expose of the TSA and the body scanners, I mean this thing went
[01:00:57.120 --> 01:01:02.120]  viral all over the nation and Alex I want to tell you I'm an elected official here in
[01:01:02.120 --> 01:01:11.800]  Ohio and one of my resolutions is to work with our sheriff to keep these things out of our
[01:01:11.800 --> 01:01:17.000]  buildings and off our streets, I mean the sheriff is a top law enforcement officer in
[01:01:17.000 --> 01:01:22.320]  our county and he's got the right and the power to do that and doubling my efforts to
[01:01:22.320 --> 01:01:28.080]  work with our state legislatures to help them learn about the 10th amendment because obviously
[01:01:28.080 --> 01:01:29.560]  they don't know what it is.
[01:01:29.560 --> 01:01:33.960]  Well that is the good news, that is the good news, I mean as you know but others may not,
[01:01:33.960 --> 01:01:39.400]  New Jersey, Colorado, I mean all over legislatures are moving, the congressional legislature,
