[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[32:34.000 --> 32:41.000]  Tim Geithner, Bernanke, and Arsonists, they're asking for more matches and the Congress is saying, who do we make the check out to?
[32:41.000 --> 32:48.000]  Today seems like nobody does care and right now in Washington D.C. we have seen a fall of the Republic.
[32:48.000 --> 33:09.000]  Get your copy of Full of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[33:09.000 --> 33:24.000]  We are back live. Alex Jones here. The websites are infowars.com.
[33:24.000 --> 33:31.000]  Prisonplanet.tv where you can see the live video streaming of the syndicated radio broadcast, prisonplanet.tv.
[33:31.000 --> 33:46.000]  Okay, I want to cover North Korea. Then I'm going to get into the economy and show how we're being dominated not by a hereditary dictatorship but by a cartel of private banks
[33:46.000 --> 33:53.000]  and how they've designed a financial system to destroy our economy by design.
[33:53.000 --> 33:55.000]  So I'm going to go ahead and get into this right now.
[33:55.000 --> 34:08.000]  Now just listen to this Associated Press article and while we're talking I'm going to put up on screen video of Kim Jong-il, the hereditary dictator from his father, Kim Il-sung.
[34:08.000 --> 34:23.000]  Now I'm making his son who's never been seen on North Korean TV, who's never been seen by Western television that they admit the article that this guy has never before been seen.
[34:23.000 --> 34:25.000]  He looks just like his dad, the dictator.
[34:25.000 --> 34:30.000]  And now they bring him out and say he will soon be your leader.
[34:30.000 --> 34:43.000]  You know, dad is sick and so here is the son and you watch all these men, all these parasites, all these women that literally cannibalize the North Korean people.
[34:43.000 --> 34:47.000]  Their population has gone down by more than 5 million just in the last 20 years.
[34:47.000 --> 35:00.000]  They're literally killing their own people, a bunch of vampires with that little demonic goblin, Kim Jong-il, stumbling around the stage, unveiling his son.
[35:00.000 --> 35:02.000]  And this evil will just continue forever.
[35:02.000 --> 35:13.000]  I mean, once they get in control and once they brainwash the population, you know, in 20, 30 years when this guy's all diseased and drugged out like his father,
[35:13.000 --> 35:18.000]  he will be appointing his son a hereditary dictator or king.
[35:18.000 --> 35:25.000]  And their nation, when diplomats land, they have 50-year-old airplanes, 50-year-old cars, the streets are empty.
[35:25.000 --> 35:35.000]  Vanity Fair reported about a decade ago that you could buy human body parts at the equivalent of hot dog stands on the streets.
[35:35.000 --> 35:44.000]  Okay, absolute hell on earth, worse than 1984. But according to the churches that have been paid off by the federal government under faith-based initiatives,
[35:44.000 --> 35:52.000]  the clergy response teams, they're teaching churches in this country and the preachers to tell their flocks, Romans 13, do whatever government says it's of God.
[35:52.000 --> 36:03.000]  So according to their twisting of the Bible, this is of God and we should all worship Kim Jong-un, the third generation dictator.
[36:03.000 --> 36:12.000]  All of you that love government and worship it and worship the checkpoints and the face-scanning cameras and school kids thumb-scanning to get their school lunches nationwide and all of this,
[36:12.000 --> 36:18.000]  this is where we're going. We know where this goes. We understand where it's going.
[36:18.000 --> 36:23.000]  We'll be lucky if we only turn into something like Mexico in the next decade.
[36:23.000 --> 36:35.000]  North Korea's Kim heir apparent son at Lavish Parade. And they love to make everybody do acrobatics and marching to show, look at our slaves, how well trained they are.
[36:35.000 --> 36:49.000]  Clapping, waving and even cracking a smile, the youngest son of North Korean leader Kim Jong-il joined his father Sunday at a massive military parade in his most public appearance since being unveiled as the nation's next leader.
[36:49.000 --> 37:05.000]  Let's say he never before been seen. Kim Jong-un dressed in a dark blue civilian suit sat next to his father on an observation platform at Kim, the second-sung plaza, that's the first dictator,
[37:05.000 --> 37:15.000]  as armored trucks with rocket launchers and tanks rolled by as part of celebrations marking the 65th anniversary of the reclusive state's ruling workers' party.
[37:15.000 --> 37:21.000]  They have red points and they have tanks on the streets, just like a third world country, just like the United States is turning into.
[37:21.000 --> 37:31.000]  I mean, people would put down Kim Jong-il or his son if they had naked body scanners at the airport, but we do it here and oh, we're land of the free, home of the brave.
[37:31.000 --> 37:37.000]  While Homeland Security puts out reports demonizing gun owners, conservatives, libertarians saying we're the number one threat.
[37:37.000 --> 37:52.000]  APCO bureau chief, one of the only photographers allowed in, they go on, it was a monumentous public debut of Kim Jong-un, less than two weeks after he was made a four-star general and set on the path to succession,
[37:52.000 --> 37:59.000]  which would carry the Kim dynasty over the communist country into a third generation. His father, Kim Il-sung, was the nation's founder.
[37:59.000 --> 38:09.000]  Just days earlier, the world got a first glimpse of the sun from photos published in a state newspaper. Oh, the first glimpse the slaves got to see.
[38:09.000 --> 38:19.000]  Of course, most of them don't even get newspapers, it doesn't matter. Sunday's appearance was carried live by state TV, beaming him into North Korean households and giving the people their first good luck at the future leader.
[38:19.000 --> 38:39.000]  Oh, the dear one, the dear leader. Seeing the two Kims side by side above the huge portrait of Kim Il-sung and later waving to the crowd drew huge cheers of hooray and some tears from North Koreans attending the parade in the heart of the capital.
[38:39.000 --> 38:51.000]  Just like people here, cheer on the police state, cheer on the Federal Reserve, raping them because they feel like they're part of the power structure.
[38:51.000 --> 39:07.000]  Kim Jong-il, protect him to the death. Kim Jong-il, let us unite to support him. They chanted for the 68-year-old leader, walk the length of the platform, appearing to limp slightly and gripping the banister.
[39:07.000 --> 39:25.000]  The Kims later appeared at a nighttime celebration that exploded into a grand spectacle of fireworks and patriotism. Historic footage of Kim Il-sung played on big screens as thousands of dancers performed intricate routines that were choreographed.
[39:25.000 --> 39:41.000]  At one point, the dancers seemed to transform the stadium floor into a vast sea of ocean waves, then a field of trees. The Workers' Party parade was said to be North Korea's largest ever impressive display of unity and military might for a country known for its elaborately staged performances.
[39:41.000 --> 39:57.000]  Look at this positive AP article. Oh, he's such a leader. And then they went on to give speeches about how they were keeping North Korea safe from the Western terrorist.
[39:57.000 --> 40:16.000]  Just like they took everybody's freedoms in communist Russia to keep everybody safe from hate crimes and terrorism. And what did the Soviets develop? The term politically incorrect. Everything we're seeing unfold here has happened over and over and over again.
[40:16.000 --> 40:34.000]  We know where this goes. The elites just don't not care about you. They want you bankrupted. And the slave camps that more than half the population lives in, they are literally animals that can hardly talk.
[40:34.000 --> 40:48.000]  They are animals to the state. They have been turned and reduced into slaves. And I guess this happened in this country, too. The millions of black slaves brought here were not allowed to read and write. They were not allowed to have, obviously, weapons.
[40:48.000 --> 41:04.000]  They had to stay in barns like animals. But, but, and I've got the slave training manuals from the 1700s, translated into English out of French and Portuguese out of the sugar cane plantations in the Caribbean.
[41:04.000 --> 41:22.000]  How they controlled people. They would take women when they were very young, teach them how to read and write, teach them that they got to live in the house. They were the enforcers and they were the spies that would watch over the male men and boys.
[41:22.000 --> 41:30.000]  And how did they begin this? That's feminism. How, oh, this has all been well documented. Look it up for yourself.
[41:30.000 --> 41:42.000]  They described how when they would bring slaves in, more than half would die from the transatlantic voyage from the African Gold Coast, where they'd been conked on the head.
[41:42.000 --> 41:58.000]  Sharks would follow the ships all the way across. On average, about half the slaves, the human beings, would die. And once they got there, they would take the biggest, strongest leader male, who was obviously the most intelligent, and they would claim he'd done something wrong.
[41:58.000 --> 42:08.000]  They'd have a, someone there that could, you know, speak, one of the slave traders who could speak the African dialect and they would then beat him to near death or to death.
[42:08.000 --> 42:22.000]  They would then take male children and claim they'd been bad and start beating them to death. And then they tell the women, okay, you keep them down. You keep them in line. We won't kill your men.
[42:22.000 --> 42:38.000]  Everything's done for the children. Oh, let's turn our guns in to keep the households safe. Let's break up the family. Let's, let's pay black people starting in the 60s to not have men in the home so they could break up the family and go from 50% illegitimacy to over 90%.
[42:38.000 --> 42:48.000]  Well, now it's being done to everybody else. This is the social engineering. We live in a country that is becoming more and more like North Korea every day.
[42:48.000 --> 43:00.000]  And now the mainstream media is admitting that the federal government wants to start censoring talk radio on the internet. They want to shut me up so I can't sit here and tell you all of this. We'll be right back.
[43:00.000 --> 43:09.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator. Number one, new climate legislation could easily double or triple your electric bill.
[43:09.000 --> 43:20.000]  Number two, our new energies are wants to control how much power your electric company allows you to have. It's true. Total government control of electricity in the name of smart grid technology is coming.
[43:20.000 --> 43:29.000]  Number three, in some areas of the country, the power grid is dangerously overloaded. And now new socialist legislation is only compounding the problem.
[43:29.000 --> 43:36.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather related onages.
[43:36.000 --> 43:46.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[43:46.000 --> 44:00.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[44:00.000 --> 44:10.000]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap, not detergents, but good old fashioned pure soap made by the Calvin Soap Company, a family owned and operated American company.
[44:10.000 --> 44:18.000]  My family, staff, friends and radio listeners are constantly telling me how much they love these products for bath, air, laundry and dishes.
[44:18.000 --> 44:31.000]  There is nothing like these factory direct, big money saving triple concentrated soaps anywhere. Get a free detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[44:31.000 --> 44:36.000]  Let's talk to the owner of 5star soap, Marty Schachter, and see what he has to say.
[44:36.000 --> 45:00.000]  Mr. Schachter and owner for over 63 years, people keep asking me, how's business? I'm happy to say our business is going down the drain. Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying a one to two month soap sampler. Thank you.
[45:06.000 --> 45:21.000]  If you're selling a home, finding a realtor and getting any real estate questions answered, go to homegain.com and see what I'm talking about. All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[45:21.000 --> 45:32.000]  This is a great way to be able to monitor the value of your home and again, it's absolutely free. There are tons of tools to help you. For instance, if you want to remodel your home, go to homegain.com.
[45:32.000 --> 45:39.000]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[45:39.000 --> 45:45.000]  For 10 years, these folks have been helping home sellers and buyers. Visit their link at infowars.com.
[45:45.000 --> 45:57.000]  Look for Max the Orange Home Gain Gorilla to help you with any real estate needs you might have. You'll love this site. It's homegain.com.
[45:57.000 --> 46:06.000]  Listen up friends, this is Alex Jones with key information. The mainstream media is now admitting that we're going into a depression.
[46:06.000 --> 46:14.000]  Don't be dependent on the government for you and your family. You need to get your own supply of high quality storeable foods from eFoodsDirect.com.
[46:14.000 --> 46:22.000]  They're the best company out there. The longest continually operating with a ton of great food to choose from. It's all fresh and made on a monthly basis.
[46:22.000 --> 46:30.000]  Not some old credit food they're selling you like some of the other guys. Try their new evacuation pack, a two week supply of delicious, easy to fix food.
[46:30.000 --> 46:36.000]  It comes with all the equipment you need to prepare it with open talk of a strike on Iran the next three months.
[46:36.000 --> 46:41.000]  The crisis in the Gulf and possible evacuations. Get yourself and your family ready today.
[46:41.000 --> 46:45.000]  The place to go is eFoodsDirect.com. Go to their website online right now.
[46:45.000 --> 46:59.000]  eFoodsDirect.com forward slash Alex or call 800-409-5633. Again on the web eFoodsDirect.com forward slash Alex or give them a call at 800-409-5633.
[47:15.000 --> 47:23.000]  From Austin, Texas. Broadcasting worldwide. It's Alex Jones.
[47:23.000 --> 47:32.000]  Okay, we're going to take a lot of calls in the second hour today. The total free number to join us on 10, 10, 10 is 888-201-2244.
[47:32.000 --> 47:47.000]  And we'll get you up and on the air today. I want to do first time callers. I want to add that give first time callers a chance to get on board 888-201-2244.
[47:47.000 --> 47:57.000]  Later in the next hour, I'm going to get into this financial news, but I want to cover the overall global takeover first and tie it into the tyranny of big government.
[47:57.000 --> 48:06.000]  A.K.A. North Korea that I was just talking about. Bank of America stops U.S. foreclosures for review.
[48:06.000 --> 48:13.000]  A decade ago we covered this. Bank of America stops foreclosures across the country expanding review of mortgage documents.
[48:13.000 --> 48:31.000]  And we had a lot of financial guests on a decade ago talking about the fact that banks were taking mortgages, lumping them into derivatives, and then selling them as huge packages that couldn't be differentiated from the individual mortgages.
[48:31.000 --> 48:46.000]  And then the original sellers would still, in most cases, service and take all the fines and fees. And I had an experience where my mortgage got sold three times in one year and Bank of America got it.
[48:46.000 --> 48:57.000]  And they took our escrow and started threatening to come after us. And I had to begin filing suit on them until they apologized and found the problem and gave him my escrow back.
[48:57.000 --> 49:14.000]  They were paying these people and they had just taken my escrow. And so they're trying to get a law passed and it went to Obama's desk, but he didn't sign it, which was one good thing he did this week, where they're allowed to basically engage in all this criminality.
[49:14.000 --> 49:27.000]  I came out in AP last week that JP Morgan has been raiding with private goons, so has Goldman Sachs and others, and taking people's houses that they don't even own or that have paid cash or paid it off. They just don't care.
[49:27.000 --> 49:47.000]  That's like Bloomberg a month ago reporting that 6 million veterans, a secret deal was signed 11 years ago for when the veterans die, World War Two, Korea, Vietnam, Desert Storm One or the current wars, that they don't get their death benefits they paid for through insurance and the insurance companies just keep it.
[49:47.000 --> 49:52.000]  And the veterans affairs, the Department of Veterans just decided that was okay.
[49:52.000 --> 50:09.000]  I mean, folks, the corruption is so crazy that it's even hard for me to believe. So that's my point. We're not in Kansas anymore. The system has made the decision to commit millions of super hardcore crimes.
[50:09.000 --> 50:25.000]  Remember, again, 11 years ago, insiders began to send dossiers about Bernie Madoff stealing now over $100 billion. First, it was 50, then 70, then 80, then 90. And it turned out the SEC blocked all those investigations.
[50:25.000 --> 50:36.000]  And then this year, through the banking reform bill, they were given more secrecy and more power to not be audited by Congress, just like the private fellow reserve is outside of Congress.
[50:36.000 --> 50:48.000]  Just like the World Trade Organization is a private group outside of Congress. This is global corporate governance, not your corporation down the street, not your bank down the street, that in many cases is doing a great job.
[50:48.000 --> 50:59.000]  The big mega fortune 100. They're the ones that sold the trillions and derivatives. They're the ones that bought up the infrastructure. Now they get bailed out to fix the problem.
[50:59.000 --> 51:16.000]  Then they make lending even more hard to get. That's coming up. And I remember 15 years ago, reading public trilateral commission documents by David Rockefeller in Zbigniew Brzezinski, Brzezinski, one of Obama's top advisors, where they said,
[51:16.000 --> 51:30.000]  buy 2012. This is in the 70s, 1975, 76. And how many years have I talked about this? How many films have I laid this out? How right have we been? How they would sell derivatives?
[51:30.000 --> 51:40.000]  And when they got rid of Glass-Steagall, we knew that was happening in 1999. How they would buy up the planet's resources through the fraudulent counterfeit financial instruments they had made.
[51:40.000 --> 51:54.000]  How they would then pose as the savior to fix the problem they created and would announce a bank of the world made up of the IMF and World Bank that you would pay a value-added global tax to about 2% GDP per nation,
[51:54.000 --> 52:07.000]  another currency transaction, Tobin VAT, not on them, on us, and a carbon tax. Now, how did all of this come true? How is this all over AP Reuters Bloomberg today?
[52:07.000 --> 52:20.000]  How was I so right? Well, it wasn't hard. I was reading what they said they would do. I want you to understand, I'm your new listener. Everything you're hearing here, everything, is on the record admitted.
[52:20.000 --> 52:29.000]  I know you have that old memory of the mainline Republican host saying none of this existed for decades. That was to keep you in the dark. Now, they're at the point of emerging with all of this.
[52:29.000 --> 52:39.000]  They can't hide it, so the Republicans are taking the tack of being the opposition to it to make sure they can get back in power and share power with the Democrats.
[52:39.000 --> 52:46.000]  But they've miscalculated. So many real conservatives are about to get elected. The globalists are scared.
[52:46.000 --> 53:05.000]  Now, the Trilateral Commission said they would implode the world economy, then they would have global currency wars, and out of that crisis, this is in 75, looking forward to this time we're in now, they said once we've gotten to that point,
[53:05.000 --> 53:15.000]  and once we've collectivized things in the world financial system to that point, once we've got, and of course they were making money and vertically integrating the economy and consolidating power the whole time,
[53:15.000 --> 53:27.000]  but just moving towards the real bonanza of no way out, they said that they would propose a global currency, now they've announced at the bandcore, but it won't be a paper currency, you get out of an ATM or a currency exchange.
[53:27.000 --> 53:38.000]  It is bank to bank issued by the big mega six global banks, bank to bank digital currency that they just make up out of nothing. It's not even backed up by mortgages.
[53:38.000 --> 53:54.000]  It's not even backed up by the US Treasury. It's just a whole new level in the name of stopping the currency wars, because what is called currency wars is what the G20 announced two years ago last year and this year.
[53:54.000 --> 54:21.000]  Search this term G20 announces coordinated currency devaluation coordinated coordinated, and then as everybody notices that the currencies are plunging they go Jeepers, Jimity crickets, we better fix this and here's a stack of mainstream news today, all up on info wars.com and prison planet.com
[54:21.000 --> 54:35.000]  It's written as if they just got a new plan this week. It's a global currency and the IMF and World Bank will stop the banks from all their bad behavior, even though they're just private holding companies for the mega banks, but we won't mention that.
[54:35.000 --> 54:52.000]  And they're going to fix it all now. Aren't you just in that just special in that just in that just special and it gives them total control over our domestic currency over the rate of interest, everything.
[54:52.000 --> 55:05.000]  This is financial dictatorship. There it is G20 summit Gordon Brown announces New World Order London Telegraph concerted devaluation of the currencies in that nice of them because they've already devalued the currency.
[55:05.000 --> 55:14.000]  So they're just doing it in a coordinated fashion and then calling it a crisis that they're going to fix when they're on record engineering the whole thing in 1975.
[55:14.000 --> 55:25.000]  But regardless, even if you won't go look that up, you know, they're the ones that engineered this. They created a debt black hole of 1.5 quadrillion 1,500 trillion.
[55:25.000 --> 55:34.000]  Conservatively, the Washington Post says 600 plus trillion. No one can pay that back. It's a fraud as Ron Paul said here Friday. We don't know it. It's a fraud.
[55:34.000 --> 55:44.000]  There's no way to pay it back. But they want all these. They the government knows when they raise taxes that it makes less money come in. They want to stall the economy.
[55:44.000 --> 55:59.000]  They engineered it. Finance leaders called for IMF role in averting protectionist currency war. The G20 has the 20 ministers over finance meet over and over again.
[55:59.000 --> 56:08.000]  The last two years, they used to meet once a year. Now they meet about six times a year. Every city they go into is a lockdown police state and they come out and say, we've got to fix this problem.
[56:08.000 --> 56:20.000]  And I've got a Timothy Geithner about a new world order, new global currency to fix this. There they are. Bloomberg, S&P, 60% of countries will be bankrupt.
[56:20.000 --> 56:28.000]  Here's another one. Geithner urges greater IMF role in currencies, a global group controlling the world's currencies.
[56:28.000 --> 56:39.000]  Oh, no social security cola expected in 2011. Inflations off the charts. The Wall Street Journal reported Thursday that the feds plan to, quote, fix the debt is inflation.
[56:39.000 --> 56:48.000]  Oh, that was the plan in the 80s in Mexico. That was the plan 10 years ago in Argentina. The elite uses the money up front while it's still got its value.
[56:48.000 --> 56:58.000]  They inflate it. You've got to pay it back in taxes. They buy real assets, then they hand you the debt and you've got to pay it back in more taxes.
[56:58.000 --> 57:08.000]  So I've got all that economic news. I'm going to talk about your mortgage. We're going to get some more experts on specifically about this, but there's a bunch of different frauds.
[57:08.000 --> 57:18.000]  If they take your mortgage, package it and sell it five, six, seven, eight times or even one time and put it into derivatives and no one even knows where the money is.
[57:18.000 --> 57:23.000]  And they start trying to manipulate all this stuff. You don't know that money anymore because they don't even have the deed.
[57:23.000 --> 57:34.000]  The point is they're engaged in mass fraud. Bank of America has now suspended all foreclosures while they try to get Congress to write a law allowing them to engage in this type of chicanery.
[57:34.000 --> 57:41.000]  I mean, ladies and gentlemen, the implosion is on. The depression is here. It's either us or them. It's a design depression.
[57:41.000 --> 57:50.000]  You better wake up and realize that and get hardcore or it's over. The U.S. is done. Third World Cess Pit.
[57:50.000 --> 57:57.000]  When you're out on the road, the last place you want to be is on the road.
[57:57.000 --> 58:04.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[58:28.000 --> 58:36.000]  We turned jeans inside out diamond gusset jeans made in the USA with unparalleled quality.
[58:36.000 --> 58:43.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you could ride all day with confidence.
[58:43.000 --> 58:58.000]  Order yours at gusset.com. Diamond gusset jeans got it. Others don't.
[59:14.000 --> 59:18.000]  And now, new socialist legislation is only compounding the problem.
[59:18.000 --> 59:25.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[59:25.000 --> 59:30.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[59:30.000 --> 59:35.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[59:35.000 --> 59:41.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[59:41.000 --> 59:50.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[59:50.000 --> 01:00:00.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:00:00.000 --> 01:00:07.000]  He's the T-Rex of political talk. Alex Jones on the GCN Radio Network.
[01:00:07.000 --> 01:00:14.000]  The planet's ruling elite have decided to fully gut society and go for broke. They're putting their police state in.
[01:00:14.000 --> 01:00:17.000]  They were building it long before the implosion.
[01:00:17.000 --> 01:00:21.000]  Rand Corporation admitted for the implosion. Now the Pentagon puts out reports saying,
[01:00:21.000 --> 01:00:25.000]  oh my gosh, we can have a total collapse of society. Only martial law will save us.
[01:00:25.000 --> 01:00:28.000]  They create the crisis, offer the solution.
[01:00:28.000 --> 01:00:33.000]  I want to take a lot of your phone calls before I get back into the economy and a lot of other key issues,
[01:00:33.000 --> 01:00:38.000]  like the loss of government sees this newborn baby over political beliefs of parents, some more intel on that.
[01:00:38.000 --> 01:00:45.000]  Big story from Friday, 888-201-2244. First-time callers, 888-201-2244.
[01:00:45.000 --> 01:00:49.000]  Let's go to John. In Georgia, you're on the air, John.
[01:00:49.000 --> 01:00:51.000]  Yeah, Alex.
[01:00:51.000 --> 01:00:52.000]  Hey.
[01:00:52.000 --> 01:00:58.000]  I'm kind of confused about one thing. I'm aware that the I am asked in the G20 scheme.
[01:00:58.000 --> 01:01:07.000]  But my question is, and I hope you can clarify it for me, is that China is fighting against the IMF in the U.S.
[01:01:07.000 --> 01:01:13.000]  by undervaluing their YED, or is it some kind of complete hoax not seen yet?
[01:01:13.000 --> 01:01:18.000]  Because it seems to me, China is coming out on top globally more than the...
[01:01:18.000 --> 01:01:25.000]  Look, the CFR, the Trilateral Commission, said 20 years ago that this century would be the, quote, Chinese century.
[01:01:25.000 --> 01:01:30.000]  They teamed up with them to deindustrialize the West, show people would go into more debt to the banks.
[01:01:30.000 --> 01:01:36.000]  They always claimed... I just said that last hour, that there's a currency war, but that's not what's happening.
[01:01:36.000 --> 01:01:39.000]  They'll complain about it, but they've engineered it.
[01:01:39.000 --> 01:01:46.000]  I mean, if the people running the U.S. had wanted to stop China, they would have had more tariffs on foreign goods like China does on us.
[01:01:46.000 --> 01:01:52.000]  So, yeah, they'll complain about what China's doing, but this has all been agreed upon.
[01:01:52.000 --> 01:01:59.000]  Okay, okay, I was just clarifying, because all I see in mainstream is China and China this and China that.
[01:01:59.000 --> 01:02:07.000]  Yeah, and then in China, they'll scapegoat us, and here we'll scapegoat China when it's a global system above these countries
[01:02:07.000 --> 01:02:11.000]  playing us all off against each other to vertically integrate wealth.
[01:02:11.000 --> 01:02:14.000]  Okay, I appreciate that, Alex. Thank you.
[01:02:14.000 --> 01:02:18.000]  I appreciate you, John. Good question. Bob in Arizona, Bob, you're on the air.
[01:02:18.000 --> 01:02:19.000]  Yes, hello, Alex.
[01:02:19.000 --> 01:02:20.000]  Hey, buddy.
[01:02:20.000 --> 01:02:27.000]  Hey, I really appreciate you taking my call. I'll be really, really quick on this.
[01:02:27.000 --> 01:02:38.000]  Is there some sort of a database, or is there some way to find out if your pastor or ex-pastor is part of the clergy response team?
[01:02:38.000 --> 01:02:42.000]  No, five years ago, we received the secret documents.
[01:02:42.000 --> 01:02:49.000]  Two years later, some local newscast admitted it, but said how great it was that they were helping prepare everyone for martial law.
[01:02:49.000 --> 01:02:55.000]  It is secret. It's part of a subset of InfraGuard, and it's highly secretive.
[01:02:55.000 --> 01:03:00.000]  But you need to, I mean, if your preacher is up there telling you to do what the government says, it's of the Lord,
[01:03:00.000 --> 01:03:03.000]  you better believe that they are part of the clergy response team,
[01:03:03.000 --> 01:03:11.000]  or their denomination to the World Council of Churches and the National Council of Churches is ordering them to do that.
[01:03:11.000 --> 01:03:16.000]  Jesus, you know, they're fundamental Baptists. They're separatists.
[01:03:16.000 --> 01:03:23.000]  You know, they're not associated with any of these, you know, like Southern Baptist convention.
[01:03:23.000 --> 01:03:25.000]  They claim that they're not all part of that.
[01:03:25.000 --> 01:03:35.000]  But basically, I talked to some of the congregation and was basically trying to wake them up.
[01:03:35.000 --> 01:03:39.000]  I told them that I, you know, watched your show.
[01:03:39.000 --> 01:03:42.000]  And you were told to shut up in America because you don't...
[01:03:42.000 --> 01:03:49.000]  A lot of that is also 501c3. They've taken over the churches and tricked them to be a charity instead of under the First Amendment.
[01:03:49.000 --> 01:03:54.000]  Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[01:03:54.000 --> 01:03:59.000]  Then they give memos that we've covered on air to the preachers where they then tell their flock,
[01:03:59.000 --> 01:04:03.000]  you don't even talk about politics at a church picnic.
[01:04:03.000 --> 01:04:06.000]  And so that could be what's happening there as well. But you were told to shut up?
[01:04:06.000 --> 01:04:14.000]  Well, basically, I had that back surgery and I was really sick. No one showed up then out of the clear blue sky.
[01:04:14.000 --> 01:04:18.000]  One of the elders showed up unexpectedly.
[01:04:18.000 --> 01:04:26.000]  And I told them how, you know, I had been studying my Bible and a lot of the things that are going on in the world
[01:04:26.000 --> 01:04:30.000]  are basically prophecies were written 2600 years ago.
[01:04:30.000 --> 01:04:36.000]  And he looks at me and he gets all bug-eyed and he's like, that's a sin. I'm like, why does sin study my Bible?
[01:04:36.000 --> 01:04:42.000]  He said, that's a sin to be studying your Bible and comparing it to what's going on today.
[01:04:42.000 --> 01:04:47.000]  Yeah, no, no, no. Most these churches are just government operations.
[01:04:47.000 --> 01:04:54.000]  And of course they've got to take the churches over. In 1776, it was the churches that led the fight against tyranny.
[01:04:54.000 --> 01:04:59.000]  It's the same in China, Russia, you name it. They always take over the churches. Get out of that church.
[01:04:59.000 --> 01:05:04.000]  Hello, friends. This is Alex Jones. You've heard me talk about Calvin five-star soaps for years.
[01:05:04.000 --> 01:05:09.000]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:05:09.000 --> 01:05:15.000]  You can buy factory direct shipped via UPS right to your door. Check them out on the web at five-star soap.com
[01:05:15.000 --> 01:05:19.000]  or call 800-340-7091.
[01:05:19.000 --> 01:05:23.000]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[01:05:23.000 --> 01:05:29.000]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:05:29.000 --> 01:05:37.000]  Buy American and stay clean. As well as support info wars, visit five-star soap.com today or call 1-800-340-7091.
[01:05:37.000 --> 01:05:39.000]  Well, Marty, what do you have to say?
[01:05:39.000 --> 01:05:58.000]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback. Call us at 1-800-340-7091 for free catalog or visit our website, five-star soap.com. Thank you.
[01:06:10.000 --> 01:06:19.000]  We are now into hour number two on this 10th day of October 2010.
[01:06:19.000 --> 01:06:24.000]  I'm going to go to as many of your calls now in this segment in the next, and I'm going to continue getting back into the news.
[01:06:24.000 --> 01:06:29.000]  They're investigating in Congress whether an FBI informant fired the first shots at Kent State.
[01:06:29.000 --> 01:06:38.000]  We'll look at some of the political races across the country, horrifying Republican and Democratic bigwigs who are afraid of their status quo of criminality
[01:06:38.000 --> 01:06:46.000]  being upset. That is just some of what is coming up. Also, London Guardian has the headline,
[01:06:46.000 --> 01:06:51.000]  Barack Obama accused of exaggerating terror threat for political gain.
[01:06:51.000 --> 01:07:00.000]  But to put book ends on what I was talking about last hour, the Rand Corporation and others in the late 90s,
[01:07:00.000 --> 01:07:04.000]  I was reading where they said we're going to federalize local police. There's going to be terror attacks.
[01:07:04.000 --> 01:07:09.000]  We're going to take your rights away. Kids are going to thumb scan to buy and sell.
[01:07:09.000 --> 01:07:14.000]  That's going to train everyone through the public schools to where everything you do will be tracked.
[01:07:14.000 --> 01:07:19.000]  We're going to have naked body scanners on the streets. And I went on air and warned everyone.
[01:07:19.000 --> 01:07:26.000]  And now every day I see scores of mainstream news articles going, oh, the entire Los Angeles school district,
[01:07:26.000 --> 01:07:29.000]  you must thumb scan when you get to school to get your lunch.
[01:07:29.000 --> 01:07:34.000]  You must face scan to make sure it's really you when you get to school. You must be searched by the police.
