[00:00.000 --> 00:26.560]  Infowars, tomorrow's news, today.
[32:56.040 --> 33:03.480]  store shelves for twice the cost find info wars md at info wars store leading a frontal assault on
[33:03.480 --> 33:22.680]  the lies of the new world order it's alex jones you found it the tip of the spear it is the alex
[33:22.680 --> 33:34.760]  jones show well if you've been tuned into info wars for a long time you may remember we had a very
[33:34.760 --> 33:41.880]  popular product years ago and it was ultimate bone broth and we were sold out for years and couldn't
[33:41.880 --> 33:47.800]  get it back in stock with supply chain issues and so we had to reformulate and got even better
[33:47.800 --> 33:53.160]  ingredients we didn't think that was possible we found that it was and so now ultimate bone broth
[33:53.160 --> 34:02.520]  plus is back in stock at info wars store dot com and though it is 25 percent off as it returns to
[34:02.520 --> 34:12.280]  the store with coupon code free alex you will get it 40 percent off at checkout coupon code free
[34:12.280 --> 34:18.840]  alex at checkout will get you 40 percent off ultimate bone broth plus primal human nutrition
[34:19.560 --> 34:24.520]  chocolate flavored from info wars store dot com i can tell you it is a staple for my post
[34:24.520 --> 34:29.880]  workout protein shake all the great ingredients in there plus some protein the ultimate bone broth
[34:29.880 --> 34:36.040]  plus back in stock at info wars store dot com 25 percent off or 40 percent off with coupon code
[34:36.040 --> 34:45.560]  free alex and that is just part of our great supplement products the great supplement product
[34:45.560 --> 34:50.920]  line at info wars store dot com another one that's very popular right now nitric boost
[34:52.200 --> 34:57.720]  good for the blood flow and then the real red pill plus that was out of stock for so long back in
[34:57.720 --> 35:03.320]  stock selling out so important with the vitamin k and the pregnant alone and so much more goes great
[35:03.320 --> 35:09.800]  with dna force plus from info wars store dot com as well and so yeah we're going to make a big deal
[35:09.800 --> 35:14.680]  of the project veritas fizer video the rest of the news won't but that's why we need to be on air
[35:14.680 --> 35:19.800]  and that's why your support at info wars store dot com is so important but if you don't want to
[35:19.800 --> 35:25.720]  purchase one of our great products you can go right to the donate tab and make a donation and
[35:25.720 --> 35:31.880]  that will go right towards funding the info war we are not beholding to big pharma companies
[35:31.880 --> 35:37.640]  like most of the other media is and so they're not allowed to show you the project veritas
[35:37.640 --> 35:45.160]  fizer exposed video series but we're not beholding the big pharma and so we can but we are beholding
[35:45.160 --> 35:49.960]  to you the audience and you keep us on air that means we're doing a good job and so we appreciate
[35:49.960 --> 35:57.640]  that all right now i've only spent a half hour on that fizer deal and i should probably continue
[35:57.640 --> 36:05.480]  to cover it but there's other big news that we need to get to but that one really has them scared
[36:05.480 --> 36:09.880]  and i know there's more videos i don't know if and when project veritas is even planning to release
[36:09.880 --> 36:19.080]  them but they do have more video so i'm going to be looking forward to finding out if there's any
[36:19.080 --> 36:28.680]  interest from any members of congress in getting to the bottom of whatever it is
[36:28.680 --> 36:36.920]  that was being discussed in that project veritas video was there any interest after it was published
[36:36.920 --> 36:41.480]  from members of congress to do a little investigating into phizer's potential gain of function research
[36:41.480 --> 36:49.880]  but again just to kind of put an end cap in it why do i bring up the undercover recording of the
[36:49.880 --> 36:57.240]  liberal school administrators bragging about how they get around the laws by renaming what is critical
[36:57.240 --> 37:02.600]  race theory because you have to understand the psychology of these people it's funny to them
[37:02.600 --> 37:10.280]  they know they're lying they know they're deceiving you oh i don't do gain of function research and
[37:10.280 --> 37:15.240]  then they just change the definition of gain and gain of function oh we don't teach critical race
[37:15.240 --> 37:24.680]  theory ha ha ha ha yes we do we just renamed it we just we just call it different things we just
[37:24.680 --> 37:30.520]  call it culture and diversity and it's critical race theory that they're they're not allowed to
[37:30.520 --> 37:34.280]  teach kids how to be racist they're not allowed to teach kids how to hate each other or judge one
[37:34.280 --> 37:40.760]  another off of their skin color which is what the left is all about and so they're showing on the
[37:40.760 --> 37:44.600]  screen this ever undercover video of school administrators all leftist liberal school
[37:44.600 --> 37:49.560]  administrators bragging about how they deceive the parents and still teach critical race theory
[37:50.600 --> 37:57.880]  just like phizer just like anthony fouchy just like these big pharmaceutical companies lie to you
[37:57.880 --> 38:04.040]  do oh the vaccine is safe and effective when we tested it two years ago
[38:09.080 --> 38:13.560]  oh we're not doing gain of function research we're calling it directed evolution
[38:14.680 --> 38:22.600]  hehehe and he giggles in front of his grinder date so you have to understand the psychology
[38:22.600 --> 38:28.600]  of these people and that's what's so frustrating and you don't want to admit it you're a good person
[38:28.600 --> 38:33.000]  you don't want to assume this about your fellow human you're a good person out there listening
[38:34.440 --> 38:40.440]  you you don't want to hurt people you don't want to deceive people and and you don't want to think
[38:40.440 --> 38:43.080]  that there's others that might you don't want to think that it might be your friends and family
[38:43.080 --> 38:48.360]  you don't want to think that it might be anthony fouchy or people on tv or doctors or teachers
[38:48.360 --> 38:57.000]  but i'm sad to say we are witnessing a mass psychosis event we are witnessing mass mental illness
[38:57.000 --> 39:05.560]  mass stockholm syndrome the easiest way to describe it is american modern day liberalism
[39:08.440 --> 39:15.880]  it's not american it shouldn't be modern and it's anything but liberal but but that in and of itself
[39:15.880 --> 39:23.320]  is more proof about how they deceive oh i'm liberal oh i'm a liberal no you're not you're a fascist
[39:25.080 --> 39:31.080]  you love big government you love big tech you love big pharma even them calling themselves
[39:31.080 --> 39:39.080]  liberal is deceitful even them calling themselves liberals is a lie they're not they're fascist
[39:39.080 --> 39:47.160]  they're authoritarians they're statists they're brainwashed so that's why it's so important for
[39:47.160 --> 39:52.920]  you to understand this psychology so that you can recognize it and even though it might go against
[39:52.920 --> 39:59.320]  your current instincts and intuition wanting to judge somebody else or not judge somebody else
[39:59.320 --> 40:05.880]  is a bad guy but a good guy but now having to rethink that whole thing it's not the planet i
[40:05.880 --> 40:12.680]  want to live on but that's the reality of the situation i'm not the one promoting the propaganda
[40:12.680 --> 40:17.000]  i'm not the one lying and deceiving and manipulating people like phyzer has done
[40:20.200 --> 40:25.400]  but what do you expect when these are the type of doctors that work with the government doctor who
[40:25.400 --> 40:32.200]  claimed obesity can't be treated with diet and exercise tapped for role in usda's dietary guideline
[40:32.200 --> 40:41.080]  advisory committee i mean that's just absurd yeah if you are morbidly obese it is going to
[40:41.080 --> 40:46.200]  take a hell of a lot of work to get that weight off and get yourself healthy again yep that at
[40:46.200 --> 40:50.120]  times may seem impossible but it's not it is possible it's been proven it's possible and
[40:50.120 --> 40:54.600]  it is the most healthy way to do it and so what does the government do they hire you someone
[40:54.600 --> 41:00.840]  that says no just go have a surgery now just go under the knife go under the needle but actually
[41:00.840 --> 41:03.800]  there's nothing wrong with you being obese obesity is healthy now
[41:06.520 --> 41:11.400]  and why would that be does this they want you dead is that a big joke
[41:13.720 --> 41:19.160]  oh obesity is beautiful oh there's just nothing you can do about it oh you're just born this way
[41:20.840 --> 41:28.280]  why why do you lie to people like that what no it's it's it's horribly unhealthy it's definitely
[41:28.280 --> 41:33.640]  your diet that's causing it and your lack of exercise isn't helping and you should probably
[41:33.640 --> 41:43.720]  change something soon before you die or develop a severely life altering health issue but don't worry
[41:44.920 --> 41:51.000]  because the usda has hired dr fatima stanford who says there is no problem with you being obese at
[41:51.000 --> 42:00.440]  all and there's nothing you can do about it sick just sick so what do you expect what do you expect
[42:00.440 --> 42:06.280]  from our inept corrupt disgusting government who by the way i'm not going to spend much time on
[42:06.280 --> 42:13.640]  this is obviously protecting ray apps caught on video ray apps led break in of first step of first
[42:13.640 --> 42:19.320]  set of us capital barriers now we have video he was also in lead pack during break end of second set
[42:19.320 --> 42:28.280]  of barriers on january 6 project veritas or excuse me um the gateway pundit has the video so again
[42:28.280 --> 42:35.480]  there's ray apps right there at the front telling people to go in and nobody is arresting him amazing
[42:35.480 --> 42:42.840]  stuff oh yeah never when the uh american media and the democrats tried to drum up a bunch of riots
[42:42.840 --> 42:48.280]  this weekend we haven't even mentioned that yeah you only burned like two dozen buildings to the
[42:48.280 --> 42:52.680]  ground so i guess that's a failure for the american life they were hoping entire cities would burn
[42:53.480 --> 42:55.720]  sorry guys i guess you failed
[43:00.680 --> 43:06.760]  i talk a lot about the great successes info wars has had i don't think anybody can deny it and it is
[43:07.400 --> 43:12.120]  because of listeners and viewers supporting us when we talk about the crew at info wars people
[43:12.120 --> 43:18.280]  behind the scenes the researchers the writers they really have been the mvps in this fight
[43:19.000 --> 43:23.640]  and we look at harris and smith and oh and shroyer and the hard work they engage in every day
[43:23.640 --> 43:29.320]  five six seven days a week it's really just incredible so for myself the whole info wars
[43:29.320 --> 43:34.680]  crew i thank you for your past support i only encourage you now to realize that info wars
[43:34.680 --> 43:39.160]  can not stay on air if you do not support us i know you spread the word i know you pray for us
[43:39.160 --> 43:43.320]  and that's wonderful keep doing it but most viewers and listeners never go to info wars
[43:43.320 --> 43:47.880]  store dot com and you never buy great products that enrich and empower your life all at the same
[43:47.880 --> 43:52.120]  time keep us on air i know that less than one percent of our listeners actually go buy products in
[43:52.120 --> 43:57.080]  foreshore dot com if just one percent more of you took action and went to info wars for dot com
[43:57.080 --> 44:01.960]  our funding problems will be over please take action now there is a war on for your mind your
[44:01.960 --> 44:08.920]  mind is a battlefield this is an information war info wars popularized those terms more than
[44:08.920 --> 44:15.160]  two decades ago and today whether it's donald trump or governor sanis or dr robert malone
[44:15.160 --> 44:21.000]  they're all using the terms that info wars has popularized because we understand the enemy's
[44:21.000 --> 44:25.800]  operations and we know how to beat them but we can't do it without funding and we make it easy to
[44:25.800 --> 44:30.600]  fund with great products empower you and your immune system and your family as well you can
[44:30.600 --> 44:34.920]  also make straight donations at info wars store dot com clicking on the big red banner a one time
[44:34.920 --> 44:40.120]  a recurring but i'm asking you to take action we're non-violent but every time you donate money every
[44:40.120 --> 44:44.280]  time you buy products every time you keep us on air you are literally non-violently politically
[44:44.280 --> 44:50.120]  punching the new world order in the nose punching their lies in the nose we are going to defeat the
[44:50.120 --> 44:54.680]  new world order we're going over the top but right now is the critical juncture so please go to info
[44:54.680 --> 45:05.160]  wars store dot com and donate now introducing info wars super high-end supplement line at up to 50
[45:05.160 --> 45:11.880]  percent off what the same formulas are sold for in stores it's info wars md exclusively available
[45:11.880 --> 45:19.000]  at info wars store dot com we have a new line of super quality cbd oils that are incredibly good
[45:19.000 --> 45:26.200]  for your entire body at info wars store dot com we have libido rx better mood nitric boost mushroom
[45:26.200 --> 45:33.480]  max powerful new tropic agles vitality collagen superfood greens and more our turmeric formula is
[45:33.480 --> 45:40.040]  95 percent of humanoid the strongest and best on the market these formulas and more under the info
[45:40.040 --> 45:46.760]  wars md banner are at info wars store dot com they are private labeled clones of the top brands in
[45:46.760 --> 45:52.040]  the country for up to 50 percent off where you're going to find them in stores and other online
[45:52.040 --> 46:01.800]  stores this is our new info wars md incredible line everybody that's watching this needs to support
[46:01.800 --> 46:07.400]  alex jones needs to support info wars and band dot video you know the bible says let another
[46:07.400 --> 46:13.560]  mouth praise you i'm going to do that right now alex jones has helped so many people in this industry
[46:13.560 --> 46:18.920]  you guys have no idea how many people have got their first start like savannah hernan is how
[46:18.920 --> 46:24.200]  many people have just been put on a launch pad the outer space because of alex jones including
[46:24.200 --> 46:29.240]  myself i've been given so many opportunities because of this man and because of this platform
[46:29.240 --> 46:33.880]  and i would probably not even be half of where i am right now if it weren't for alex jones i mean
[46:33.880 --> 46:39.720]  i've been able to be on podcasts with alex and joe rogan and tim cast the super tim cast irl
[46:39.720 --> 46:45.560]  listen what i'm saying is do not take alex jones and band dot video for granted because you don't
[46:45.560 --> 46:50.840]  know what you have until it's gone we need to support free speech systems right now so go check
[46:50.840 --> 46:56.120]  out the store go support their store go support info wars leave a donation right now don't wait
[46:56.120 --> 47:12.040]  until they're gone leading a frontal assault on the lies of the new world order it's alex jones
[47:26.280 --> 47:35.480]  all right i don't want to spend too much time on this but i do want to mention it here
[47:36.920 --> 47:44.840]  you had i mean the whole thing stinks obviously the american leftist liberal mainstream media
[47:45.480 --> 47:49.400]  has never seen an opportunity to start a riot that they didn't want to take
[47:49.400 --> 47:56.520]  and so the situation with an individual in memphis being pretty much brutally beaten
[47:57.160 --> 48:03.400]  by the police and then dying three days later they don't like you asking you know that though
[48:03.400 --> 48:06.280]  they don't let you talk about that they just say oh no they beat him to death right there
[48:06.280 --> 48:12.680]  well he died three days later in the hospital nonetheless it's a brutal video no doubt begs a
[48:12.680 --> 48:18.920]  lot of questions that you're not going to have asked or answered but situation is pretty dire
[48:18.920 --> 48:23.960]  when you watch that video of five police officers holding a guy back and just taking their shots at
[48:23.960 --> 48:28.760]  them until uh he is completely incapacitated and ultimately hospitalized and then dies
[48:31.560 --> 48:37.560]  now two incredible things about this phenomenon and then the larger takeaway
[48:39.880 --> 48:45.800]  when the media and the liberal left heard another big police brutality video leading to a death
[48:45.800 --> 48:52.200]  was about to come out they all jumped the shark and again started crying racism anti-black systemic
[48:52.200 --> 49:01.400]  racism white supremacy all the usual buzzwords and phrases and and stuff that they like to
[49:01.400 --> 49:07.640]  associate with police brutality well they got out a little ahead of themselves because the
[49:07.640 --> 49:16.600]  details hadn't emerged and it turned out that it was five black police officers that beat up the black
[49:16.600 --> 49:24.280]  individual that died and of course the chief of police there in Memphis is also black and so it's
[49:24.280 --> 49:29.560]  an amazing situation really when you have a situation and i don't know the exact demographics of
[49:29.560 --> 49:37.400]  Memphis but my guess is Memphis is probably demographically um one of the more black American
[49:37.400 --> 49:45.400]  areas in our country and i would also because most jurisdictions most police forces usually
[49:45.400 --> 49:50.840]  reflected pretty well if you look if you actually look at per capita numbers and demographics most
[49:50.840 --> 49:56.360]  most police stations are actually pretty representative pretty diverse even but my guess is
[49:56.360 --> 50:02.840]  the Memphis police department probably depicts that the same demographics of Memphis and so i
[50:02.840 --> 50:08.280]  don't think it's a surprise that you have five black cops or a black police chief if most of the
[50:08.280 --> 50:14.200]  population in Memphis is black okay but so they jumped the shark they called it racism and white
[50:14.200 --> 50:20.840]  supremacy well everybody involved was black and so now they were spinning out of control like a top
[50:20.840 --> 50:28.280]  trying to make this about white racism and making all these leaps and bounds saying well it's because
[50:28.840 --> 50:35.560]  policing itself is racist and and the idea of security is white supremacy and you know all
[50:35.560 --> 50:40.280]  this crazy stuff and you know the law having laws as white supremacists literally these are all the
[50:40.280 --> 50:46.120]  different arguments they were making trying to cope with the fact that this isn't an instance of
[50:46.840 --> 50:50.360]  white racism against a black person they just can't get over that fact it's just
[50:50.360 --> 50:59.880]  they're obsessed with it every day so they decided they were going to release the video
[50:59.880 --> 51:07.800]  after building it up for multiple days at prime time on a Friday night now you tell me what good
[51:07.800 --> 51:17.000]  that does you tell me who benefits from that crazy to think that the police
[51:17.000 --> 51:26.280]  were involved in that decision and still made it that is absurd that is obscene
[51:28.280 --> 51:33.080]  at the least you did it for television views which again why are the police interested in that
[51:33.080 --> 51:42.040]  at the most you did it hoping you would get riots right ahead of the weekend right on a Friday night
[51:42.040 --> 51:48.840]  right did you really do that what was the thought process involved in that why did you think that
[51:48.840 --> 51:55.720]  was a good idea because from anyone else they would say that seems like a bad idea to release it
[51:55.720 --> 52:04.200]  at prime time on a weekend right before you know would be the highest odds of getting
[52:04.200 --> 52:13.880]  violence in the streets and and you did just that I'm sorry I would believe the thought process
[52:15.320 --> 52:21.560]  should be we should put the video out when we could have the least amount of riding in the streets
[52:21.560 --> 52:27.080]  you went with let's put it out when we can have the most amount of riding in the streets interesting
[52:27.080 --> 52:35.240]  interesting but having said that they didn't get the big riots they wanted to and I think
[52:35.240 --> 52:41.400]  there's a couple reasons for that these things usually don't pop off in the winter like they do
[52:41.400 --> 52:47.480]  in summer for whatever reason call it the weather call it a spiritual vibration they just they
[52:47.480 --> 52:53.080]  summers when they're usually the worst it wasn't black police or it wasn't white police officers
[52:53.080 --> 52:59.160]  that killed a black guy so right then most people lost interest isn't that sadly ironic
[53:02.680 --> 53:09.480]  even though this instance of police brutality is far worse than what happened to George Floyd
[53:09.480 --> 53:17.400]  like not even in the same league like George Floyd is like that was handled with kid gloves
[53:17.400 --> 53:26.040]  that was handled like a George Floyd was handled like a Faber J egg compared to nickels
[53:32.520 --> 53:39.640]  so there you go so how do you explain that how do you explain all the riding and everything
[53:40.360 --> 53:46.040]  over George Floyd a situation that was handled like a Faber J egg and then the lack of riding
[53:46.040 --> 53:54.200]  over nickels a situation where it was like a bull in a china shop clear intent to do harm
[53:55.800 --> 54:05.000]  now people are asking some questions like how could this happen why would this happen is there
[54:05.000 --> 54:12.920]  something else behind this which yeah maybe it's fair to ask I would say so how why what motivated
[54:12.920 --> 54:17.000]  the cops to do something like this was there a prior relationship was there something else going on
[54:19.960 --> 54:22.680]  maybe it was the fact that they got charged with murder
[54:24.040 --> 54:27.640]  right out of the gates that helped quell some of the potential violence
[54:27.640 --> 54:32.360]  that we could have seen over the weekend but overall all I saw was a couple dozen police
[54:32.360 --> 54:38.120]  vehicles get smashed up a couple buildings burn a target of walmart burned to the ground at least
[54:38.120 --> 54:45.160]  so a couple dozen buildings couple dozen police cars you know that's that's light work for a leftist
[54:45.160 --> 54:50.280]  violent mob so all things considered you know they tried to they tried to drum it up they didn't
[54:50.280 --> 54:55.720]  get it they had all they didn't have all the characteristics they needed but again you try
[54:55.720 --> 55:01.480]  to think of it and you try to look at things for some universal consistency and again there's no
[55:01.480 --> 55:08.840]  denying that the george floyd situation was a one if it's a scale of one to ten of police brutality
[55:08.840 --> 55:14.840]  the george floyd situation was a one compared to this which is I mean nine maybe even ten
[55:16.360 --> 55:24.920]  and yet look at the difference in the response why why why the drastic inconsistency there
[55:24.920 --> 55:33.640]  okay but continuing in that vein we now have two separate occasions four overall two separate
[55:33.640 --> 55:38.200]  occasions of ray epps being right at the front of the january 6 mob when they're breaking through
[55:38.200 --> 55:43.560]  barriers and such no charges for him not to mention the videos from the prior night him
[55:43.560 --> 55:49.720]  saying we need to go into the capital no charges for him then there's the pulpulosi situation which
[55:49.720 --> 55:56.760]  continues to get weirder and weirder now it does appear at this point with the evidence we have
[55:57.560 --> 56:02.520]  that de pape did in well we know he broke in we have the video of him breaking in
[56:03.640 --> 56:11.320]  and he was essentially what it looks like trying to hold paul pulosi hostage waiting for nancy
[56:11.320 --> 56:19.800]  pelosi to get home uh that's with the evidence that we have that's what the situation appears to be
[56:19.800 --> 56:25.160]  now we're not like the fake news and the american left that wants to jump to a bunch of conclusions
[56:25.160 --> 56:29.560]  we wait to see the evidence and and and then try to reach a conclusion from from what we can
[56:30.360 --> 56:37.880]  see with what we have now the there's still odd things about this video pelosi seemingly relaxed
[56:37.880 --> 56:46.680]  with the drink the weirdness on the phone call pelosi in his underwear but de pape is basically
[56:47.400 --> 56:53.240]  i mean his comments even censor weird assaulter says sorry i didn't get more of them after
[56:53.240 --> 56:59.400]  attack tape released now i don't want to get too conspiratorial because i mean again what
[56:59.400 --> 57:05.080]  what it appears to be and what we know is that yeah and i don't think there was a third person
[57:05.080 --> 57:11.160]  or whatever's going on with this i don't i'm not buying into that any of that uh the one the one
[57:11.160 --> 57:16.200]  thing if i wanted to get conspiratorial or ask a question leading down a potential conspiracy
[57:16.200 --> 57:22.680]  theory like that i would just say could this potentially be some form of a justy small
[57:22.680 --> 57:28.280]  that situation now that's i'm not going to go down that road because again the conclusion
[57:28.280 --> 57:33.000]  i've reached based on the evidence is no de pape broke in and was basically holding him hostage
[57:33.000 --> 57:41.560]  uh until nancy got home and who knows what would happen if the police didn't send cops over there
[57:42.360 --> 57:46.280]  but no there's still weirdness there's still weirdness to that video and there's still weirdness
[57:46.280 --> 57:53.240]  to the whole situation no doubt the good news is the real red pill plus after over two years
[57:53.240 --> 57:57.480]  being sold out because the key ingredients are not available but supply chain right now is
[57:57.480 --> 58:02.280]  is finally back in stock in the last month the bad news is we eliminated run of it and it's
[58:02.280 --> 58:08.280]  almost sold out so we're in late january when i'm cutting this only seven days left to get the real
[58:08.280 --> 58:14.200]  red pill plus with all the key ingredients like preglonon and more at infowarstore.com for 50%
[58:14.200 --> 58:19.800]  off whether you're older young black or white doesn't matter you need to experience real red pill
[58:19.800 --> 58:25.160]  plus it's proprietary it's amazing i learned about it from a research scientist and a medical
[58:25.160 --> 58:30.360]  doctor who had a similar formula five years ago we simply made it stronger and we have great reviews
[58:30.360 --> 58:35.720]  from listeners get the real red pill plus for a limited time it's about to end at infowarstore.com
[58:35.720 --> 58:40.840]  for 50% off you need to try the real red pill plus right now plus it funds the info war the only way
[58:40.840 --> 58:46.920]  we fail is if you don't take action real red pill plus now available at 50% off at infowarstore.com
[58:46.920 --> 58:53.160]  for only a few more days the second american revolution is happening right now against the
[58:53.160 --> 59:01.320]  new world order and the answer to their 1984 tyranny is the 1776 mindset and info wars embodies
[59:01.320 --> 59:05.880]  that fight for human liberty against globalist tyranny now in the last year we've done a very
[59:05.880 --> 59:12.680]  successful fundraiser of silver coins when you buy the coin you know that you are supporting the
[59:12.680 --> 59:17.960]  transmission and you get a historical momento so you can remember the great contribution you made
[59:17.960 --> 59:23.160]  to freedom now despite the fact that the coins are selling out the last of the four coin series
[59:23.160 --> 59:30.920]  teddy roosevelt man the arena we're offering it for $30 off right now while supplies last at 1776
[59:30.920 --> 59:36.520]  coin.com and just like an npr pledge drive where they mark up a coffee cup or a t-shirt or a dvd
[59:36.520 --> 59:41.640]  300 percent that's what we've done with this because it's a fundraiser but despite that we're
[59:41.640 --> 59:49.080]  offering $30 off exclusively at 1776 on what coins remain please go to 1776coin.com right now
[59:51.240 --> 59:57.240]  leading a frontal assault on the lies of the new world order it's alex jones
[01:00:03.880 --> 01:00:09.000]  all right i was already planning on covering this story and there had been multiple developments
[01:00:09.000 --> 01:00:15.240]  just since i guess really friday when i couldn't get to it
[01:00:17.800 --> 01:00:23.720]  and uh there's been multiple developments now so let me just try to read some of these headlines
[01:00:23.720 --> 01:00:30.440]  chicken farmers blame tainted feed after hen stop producing eggs and i got a video of there's
[01:00:30.440 --> 01:00:35.640]  multiple videos out there but i've got one video i'll play here now let me just tell you i talked
[01:00:35.640 --> 01:00:42.040]  to farmers i talked to homesteaders i talked to people that have chickens and what the conclusion
[01:00:42.040 --> 01:00:50.280]  they've reached is the big chicken feed manufacturers changed some of their ingredients and it's
[01:00:50.280 --> 01:00:55.880]  caused the hens to stop laying eggs whereas the farmers that are still feeding organic or even
[01:00:55.880 --> 01:01:01.880]  just table scraps even the farmers just feeding table scraps they're not having problems their hens
[01:01:01.880 --> 01:01:07.880]  are still laying eggs no problem but now an even bigger story really potentially it's
[01:01:07.880 --> 01:01:13.640]  all tied in though firefighting continues firefighters continue to assess damage after
[01:01:13.640 --> 01:01:21.800]  large fire at basra egg farm 100 000 chickens die in basra egg farm fire massive fire destroys
[01:01:21.800 --> 01:01:30.520]  commercial egg farm of top us supplier amid widespread egg shortage so uh you're seeing
[01:01:30.520 --> 01:01:36.200]  that footage on the screen my goodness just add this to the list of food processing plants and
[01:01:36.200 --> 01:01:41.400]  other such similar structures and infrastructure that have been attacked in the last two years
[01:01:41.400 --> 01:01:46.200]  ever since biden got into office that started happening oddly enough of course bill gates has
[01:01:46.200 --> 01:01:53.480]  invested over 10 years ago he invested in what he called eggless chickens or a chickenless eggs
[01:01:53.480 --> 01:01:58.680]  rather actually i'm sorry i've reversed that chickenless eggs um okay so that story continues
[01:01:58.680 --> 01:02:05.320]  but here is one individual talking about the egg shortage in clip 14 really conspiracy it's being
[01:02:05.320 --> 01:02:12.120]  confirmed not only here in our house but apparently all over the nation and nobody said anything about
[01:02:12.120 --> 01:02:17.880]  it because we all just seem to his winner they stopped laying in the winter as much and come to
[01:02:17.880 --> 01:02:24.040]  find out that everybody across the nation stopped getting eggs from their chickens all together
[01:02:24.040 --> 01:02:29.480]  nobody got a single egg all winter from there everybody's reporting end of september to
[01:02:30.760 --> 01:02:36.520]  like mid october the chicken stopped laying in our stop laying in september we hadn't had a single
[01:02:36.520 --> 01:02:43.480]  egg all winter well we discovered we have a little escape artist here luna our white leg
[01:02:43.480 --> 01:02:52.040]  horn there she can get out of the coop and just we can't contain her anyway she started laying
[01:02:52.040 --> 01:02:59.400]  again about a month ago and we discovered that that's weird she started to lay and nobody's
[01:02:59.400 --> 01:03:07.320]  laid in months like we have gone months we've gone months without any eggs at all so we started
[01:03:07.320 --> 01:03:10.520]  looking into it and then finally somebody said something in one of the chicken groups and they
[01:03:10.520 --> 01:03:16.600]  were like hey is anybody else's chickens not laid a single egg because we've had them for 50 years
[01:03:16.600 --> 01:03:22.920]  and we've never gone a winter without a single egg not one not one single egg well we started
[01:03:22.920 --> 01:03:27.480]  letting our chickens out and to free range we usually feed them you can see they're not even
[01:03:27.480 --> 01:03:32.280]  touching the feed anymore like this has been here for three days they don't want it and apparently
[01:03:33.080 --> 01:03:38.760]  everybody who's been feeding their chickens this type of feed has stopped getting eggs all together
[01:03:38.760 --> 01:03:42.600]  so people who aren't able to let their chickens free range or can't run around the yard at all
[01:03:42.600 --> 01:03:48.680]  aren't getting any eggs kind of convenient when eggs are the price of
[01:03:50.760 --> 01:03:56.920]  i don't even know gold at this point i guess but yeah so let's check over here and see if we
[01:03:56.920 --> 01:04:01.800]  have any today where they've been out wait to keep them up yesterday okay so all kinds of similar
[01:04:01.800 --> 01:04:08.520]  videos and we've posted some of those at info wars.com with the uh with the headline
[01:04:08.520 --> 01:04:20.200]  that i have in front of me here chicken farmers blame tainted feed after hen stopped producing
[01:04:20.200 --> 01:04:24.440]  eggs and like i said i just talked to some local farmers here i got friends at homestead that have
[01:04:24.440 --> 01:04:29.160]  chickens you know farmers market everything and they basically said the same thing the people
[01:04:29.160 --> 01:04:36.120]  that are having problems still getting eggs are the ones giving them just the most basic feed you
[01:04:36.120 --> 01:04:40.520]  know the mainline feed instead of either organic stuff that's harder to find or even table scraps
[01:04:40.520 --> 01:04:45.320]  is working or just letting them free range and so you know it'd be amazing imagine all of this stuff
[01:04:45.320 --> 01:04:50.040]  going on around you and not even having the basic instincts to look around and say huh
[01:04:50.600 --> 01:04:57.720]  something's going on here something going on things around here just don't add up
[01:04:57.720 --> 01:05:09.640]  cover commander here with an important message to humanity i have decided that all of you will
[01:05:09.640 --> 01:05:20.040]  take a special injection so that you will be safe but the injection is not ready and so i need all
[01:05:20.040 --> 01:05:29.640]  of you to stay indoors for the next 15 days to flatten the can i also need you to wear masks
[01:05:29.640 --> 01:05:38.440]  and i also need you to only shop at mega corporations that way we can consolidate control
[01:05:38.440 --> 01:05:47.000]  and bankrupt the world economy leaving companies that only i own profitable you will then be my
[01:05:47.000 --> 01:05:55.400]  slaves oh and then you get that special shot of freedom from cobra will move your immune system
[01:05:55.400 --> 01:06:02.440]  so you'll be dependent on me for the rest of your miserable lives and in competence joe
[01:06:02.440 --> 01:06:07.320]  biden has brought us to the brink of world war three we're at the brink of world war three just
[01:06:07.320 --> 01:06:13.560]  in case anybody doesn't know it as president i will bring back peace through strength peace
[01:06:13.560 --> 01:06:19.080]  through strength would have never happened if i was president there would not have been a war
[01:06:19.080 --> 01:06:24.520]  with russia in ukraine zero chance and lindsay would be happy with that that's better than any
[01:06:24.520 --> 01:06:30.600]  alternative wouldn't have happened and i will say this even now despite tremendous loss of lives
[01:06:30.600 --> 01:06:36.920]  and destruction of much of that country i would have a peace deal negotiated within 24 hours you
[01:06:36.920 --> 01:06:43.640]  could make a peace deal you could make a deal for both right now 24 so that was trump over the weekend
[01:06:43.640 --> 01:06:47.000]  by the way is that him kind of rubbing lindsay gramm's nose in it a little bit there do you
[01:06:47.000 --> 01:06:53.240]  guys get that that felt like a front rubbing lindsay gramm's nose in it a little bit like yeah
[01:06:53.240 --> 01:06:59.240]  lindsay i i know who you really are everybody does it's kind of a joke around here but no that
[01:06:59.240 --> 01:07:04.040]  was donald trump over the weekend in south carolina he was also rallying in new hampshire
[01:07:04.040 --> 01:07:09.560]  and the real story here is not donald trump but how biden is getting us closer to world war three
[01:07:09.560 --> 01:07:15.560]  by his own words by his own words he's even started world war three when a year ago he said
[01:07:15.560 --> 01:07:21.160]  look if we start sending tanks and airplanes over to ukraine that's world war three well now here
