[00:15.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[52:44.000 --> 52:45.000]  We had all kinds of activities.
[52:45.000 --> 52:49.000]  You're getting them out of the satanic metaverse and into the Holy Spirit.
[52:49.000 --> 52:50.000]  Yes, sir.
[52:50.000 --> 52:51.000]  Yes, sir.
[52:51.000 --> 52:52.000]  And these kids are hungry for God.
[52:52.000 --> 52:53.000]  They just want Jesus.
[52:53.000 --> 52:58.000]  They, we did that special mud run thing, which is totally awesome.
[52:58.000 --> 52:59.000]  And cheering them on.
[52:59.000 --> 53:03.000]  Just for so great to see kids, you know, because they never get to do that.
[53:03.000 --> 53:13.000]  And remember, while the topless bars stayed open and while the mega grocery store stayed open and while the liquor store stayed open, they told the church is closed.
[53:13.000 --> 53:17.000]  Yeah, yeah, we must close, but you can go gamble.
[53:17.000 --> 53:18.000]  We must close.
[53:18.000 --> 53:24.000]  And I said, as long as Walmart's open, as long as there's 24 hour Walmart, there'll be 24 hour of a church.
[53:24.000 --> 53:26.000]  And we're not shutting down.
[53:26.000 --> 53:34.000]  So, you know, my mind's already working ahead towards, like you said earlier, about the coming lockdowns and what they want to implement.
[53:34.000 --> 53:37.000]  And I know all of that, but I can't just spend my time on that.
[53:37.000 --> 53:41.000]  I have to move ahead of, I got to get ahead of the curve.
[53:41.000 --> 53:52.000]  And the only way is for mobilization of the body of Christ and mobilizing everybody, hitting the schools, hitting every school, every university, from the daycare to the university.
[53:52.000 --> 54:05.000]  And then from the crack house to the penthouse to the schoolhouse, the jailhouse, the outhouse, as I always say, and mobilizing everybody, knocking on doors and just like costing, costing a net across the whole region.
[54:05.000 --> 54:15.000]  Talking about Jesus, let people get on fire for God was the only hope really, as you know, in American history is another great spiritual awakening.
[54:15.000 --> 54:18.000]  All right, Pastor, stay right there.
[54:18.000 --> 54:30.000]  You're going to do the first five minutes. I've asked you during the break to lead us in prayer and talk about hope and how people that are depressed or under, you know, this demonic attack, how they can reach out to Jesus and break free from it.
[54:30.000 --> 54:34.000]  Particularly a message for those that don't know God and never experienced the Holy Spirit.
[54:34.000 --> 54:41.000]  You're going to do the first five minutes and I really ask you to come on soon for a full hour to really talk about the spiritual warfare we're in.
[54:41.000 --> 54:46.000]  We're going to go to break here in a few minutes and we're going to come right back with you. Please stay there.
[54:46.000 --> 54:50.000]  Ladies and gentlemen, you have seen the enemy try to shut us down.
[54:50.000 --> 54:58.000]  You've seen them with thousands of articles a day and every major TV network owned by the globalist attacking us and lying about us and trying to shut us down.
[54:58.000 --> 55:05.000]  You've seen them lie in court and say that I make $300 million a year or that I made $61 million last year.
[55:05.000 --> 55:11.000]  I don't have $5 million in my net worth and I wish I had $100 million because we could do a lot more.
[55:11.000 --> 55:22.000]  They have lied to this jury. They have told them that I'm guilty up front and they've already done a $4 million judgment versus the $150 million they asked for.
[55:22.000 --> 55:28.000]  That is a victory. With the judge instructing them, you must find him guilty. You must give them something.
[55:28.000 --> 55:35.000]  This is a big deal. They have the punitive damages coming out today. Am I worried about it? No, it could be a billion dollars. I don't have it.
[55:35.000 --> 55:45.000]  We're in bankruptcy so we can prove that we don't have all this money and we will continue on. But if we don't have the basic money to keep the lights on and run the operation and pay for the crew and pay for legal,
[55:45.000 --> 55:55.000]  we will shut down by the weight of these George Soros, Bloomberg, we know one of the main firms that he uses is involved countering our bankruptcy right here in Texas.
[55:55.000 --> 56:02.000]  They're coming for us because they're coming for you. But if you will provision us and commission us and keep us in the fight,
[56:02.000 --> 56:06.000]  you have my promise that we will not back down or give in, but we could give out.
[56:06.000 --> 56:13.000]  So if we do not have your support, we'll be shut down and we are barely, barely even able to fund this bankruptcy and go through this.
[56:13.000 --> 56:21.000]  So I need you to go to infowarstore.com and get a copy of the new great reset, The War for the World, that describes the whole New World Order.
[56:21.000 --> 56:28.000]  This is my masterwork at infowarstore.com. The new film that's out to have it on DVD, Alex's War, our 28 year war against the globalist.
[56:28.000 --> 56:32.000]  Really wakes people up. It's available, ready to ship, infowarstore.com.
[56:32.000 --> 56:37.000]  And we have amazing supplements and high end vitamins that are good for your immune system and your overall body.
[56:37.000 --> 56:41.000]  Vitaminal fusions sold out for more than six months back in stock.
[56:41.000 --> 56:48.000]  Bodies, the strongest turmeric extract out there, 95% of humanoid, leading competitors are 5% and they still work.
[56:48.000 --> 56:54.000]  That's how powerful turmeric is. Ours is super concentrated. We believe it's the best on the market anywhere.
[56:54.000 --> 57:01.000]  We searched around. Bodies, ultimate turmeric formula, diet force is almost sold out.
[57:01.000 --> 57:10.000]  A bunch of key natural enzymes that turn up your overall metabolic rate and turn up as you get older, your metabolic systems.
[57:10.000 --> 57:17.000]  So again, infowarstore.com or triple eight, two, five, three, three, one, three, nine.
[57:17.000 --> 57:26.000]  Get ultra 12, highest quality vitamin B12, taking out of the tongue for higher absorption, incredible for your whole body, stamina, energy, libido, everything.
[57:26.000 --> 57:32.000]  All of this is amazing for your immune system. All of it is amazing for your mood and your way of life and everything you do.
[57:32.000 --> 57:35.000]  All of it is really, really good for your metabolism.
[57:35.000 --> 57:40.000]  Please take action now in the face of the globalist who are coming for us all and keep us on air.
[57:40.000 --> 57:44.000]  That is my prayer. That is my hope. And I want to thank you all for your past support.
[57:44.000 --> 57:50.000]  Thank you so much. Now the ball is in your court.
[57:50.000 --> 58:03.000]  The great reset in the war for the world is the book that the government doesn't want you to read that most of the big powerful companies trying to control your life, the big tech companies, they don't want you to read this book.
[58:03.000 --> 58:08.000]  They want to control what you think, what you do, what you read, but you don't want that.
[58:08.000 --> 58:15.000]  And Alex Jones doesn't want that. And this book shows you what's happening and gives you the sort of playbook for how to fight against it.
[58:15.000 --> 58:22.000]  And so by buying this book, you're going to prove that censorship doesn't work, that freedom is alive in this country.
[58:22.000 --> 58:28.000]  This is a central reading. And, you know, I would go right now and buy it before the censorship kicks in.
[58:28.000 --> 58:33.000]  It's not going to be available in bookstores. It's not going to be available in libraries.
[58:33.000 --> 58:38.000]  They're going to try to take it down from every platform that they can, but they're not going to be able to do it.
[58:38.000 --> 58:43.000]  Prove that censorship doesn't work. Buy the great reset. Thank you, Alex Jones.
[58:43.000 --> 59:12.000]  I really appreciate you having me on and I appreciate you writing this book and getting the information out there.
[59:12.000 --> 59:18.000]  You went and looked at the top 10 and they all have the same ingredients in common that is in this product.
[59:18.000 --> 59:30.000]  But with our new product from X7 Diet Force, we got the very best concentrates of these known natural essences that's just two amazing things for your body.
[59:30.000 --> 59:38.000]  And so I've lost almost 40 pounds. I'm so a little bit overweight in the last three months and I've been doing it using Diet Force and also Exercise.
[59:38.000 --> 59:44.000]  Well, now Diet Force is exclusively available right now at infowarsstore.com, 40% off.
[59:44.000 --> 59:50.000]  Infowarsstore.com, Diet Force. You need to take this product. It really works.
[59:50.000 --> 1:00:03.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[1:00:03.000 --> 1:00:08.000]  The enemy is trying to cut us off. They're trying to not let us have access to our fellow humans.
[1:00:08.000 --> 1:00:12.000]  They're trying to isolate us in the metaverse. They're trying to cut us off from God.
[1:00:12.000 --> 1:00:17.000]  They're trying to keep us from going to church. Pastor Rodney Howard Brown right now is going to lead us in prayer.
[1:00:17.000 --> 1:00:23.000]  And speak to those who've been isolated or have never experienced God. Reach out and God will be there.
[1:00:23.000 --> 1:00:29.000]  But God is a free will God, unlike Satan. You have to reach out. Pastor Brown.
[1:00:29.000 --> 1:00:38.000]  So as you're watching right now, people say, well, I don't believe there's a God, but the fact is you actually do.
[1:00:38.000 --> 1:00:44.000]  You just don't want to acknowledge that you can't look at creation and not realize someone bigger.
[1:00:44.000 --> 1:00:51.000]  This is a master design from when you look out at the stars, when you see creation, when you look at a baby being born.
[1:00:51.000 --> 1:00:54.000]  So that didn't just happen, ladies and gentlemen.
[1:00:54.000 --> 1:00:59.000]  So here's what I always tell people that have never experienced God. Just call out.
[1:00:59.000 --> 1:01:05.000]  Say, God, if you're real, show yourself to me. We have many testimonies from people around the world that didn't believe there was a God.
[1:01:05.000 --> 1:01:09.000]  But then they said, OK, if you are really real, then show yourself to me.
[1:01:09.000 --> 1:01:15.000]  Reveal yourself to me. And God came and showed them in no uncertain terms that he is alive.
[1:01:15.000 --> 1:01:20.000]  So I want to pray for you right now. And I'm going to actually pray a prayer where you can actually ask him.
[1:01:20.000 --> 1:01:25.000]  First of all, I'll pray two prayers. The first one, I'm going to ask him to read himself to you.
[1:01:25.000 --> 1:01:29.000]  Then the second one, for those that want to surrender your life to him right now.
[1:01:29.000 --> 1:01:32.000]  And we'll just do that on the air. So let's do that.
[1:01:32.000 --> 1:01:38.000]  Father, as people are watching right now, and many that are seeking, they don't know,
[1:01:38.000 --> 1:01:43.000]  maybe never grew up around church, or the experience they had around church was terrible.
[1:01:43.000 --> 1:01:50.000]  But I pray that you would reveal yourself to them and show that you are alive.
[1:01:50.000 --> 1:01:56.000]  So pray this off me, say, God, if you are really, really real, then show yourself to me.
[1:01:56.000 --> 1:02:03.000]  Reveal yourself to me. If you prove yourself to me, I will serve you all the days of my life.
[1:02:03.000 --> 1:02:06.000]  And now for the people that want to give your life to the Lord.
[1:02:06.000 --> 1:02:11.000]  Why don't you just do this right now? Just say, dear Lord Jesus, come into my heart.
[1:02:11.000 --> 1:02:15.000]  Forgive me of my sin. Wash me in your blood.
[1:02:15.000 --> 1:02:20.000]  Thank you that 2,000 years ago, you died on the cross of Calvary for me.
[1:02:20.000 --> 1:02:26.000]  And you gave your life for me. And that today, I repent of my sin.
[1:02:26.000 --> 1:02:33.000]  Coming to my heart now, I confess Jesus Christ is my Lord and my Savior.
[1:02:33.000 --> 1:02:37.000]  And I thank you that you died for me. You were buried for me.
[1:02:37.000 --> 1:02:44.000]  And you rose from the dead for me. And you're coming back again for me.
[1:02:44.000 --> 1:02:47.000]  Thank you even now for saving me.
[1:02:47.000 --> 1:02:50.000]  Now, Father, I pray for every person that prayed that prayer.
[1:02:50.000 --> 1:02:55.000]  I pray for the peace of God to flood their life. Fill them with your Holy Spirit.
[1:02:55.000 --> 1:02:59.000]  Fill them with your anointing that they would know that you're with them.
[1:02:59.000 --> 1:03:03.000]  They are not alone. That when they're lying there bed at night, they can talk to you.
[1:03:03.000 --> 1:03:07.000]  And you talk to them. And Father, I pray a hunger would come upon them
[1:03:07.000 --> 1:03:10.000]  that they're beginning to read their Bible because your word speaks to us.
[1:03:10.000 --> 1:03:13.000]  And as your word speaks to us, that you would guide them.
[1:03:13.000 --> 1:03:17.000]  That you would help them realize why they are alive at this hour.
[1:03:17.000 --> 1:03:20.000]  They're not here by accident. They're here by God's divine purpose.
[1:03:20.000 --> 1:03:26.000]  And I pray that every person listening to me, you would find Heaven's purpose for your life.
[1:03:26.000 --> 1:03:28.000]  You're not just here in existence.
[1:03:28.000 --> 1:03:33.000]  God has ordained that you be here at this day and this hour, that your voice will be lifted up
[1:03:33.000 --> 1:03:37.000]  and your voice will be heard and you're going to touch people that no one else can touch.
[1:03:37.000 --> 1:03:41.000]  So this is very, very important and that God will use you the remainder of your days.
[1:03:41.000 --> 1:03:45.000]  And some of you might say I'm too young. You're right. You're just the right age.
[1:03:45.000 --> 1:03:47.000]  Some might say I'm too old for this.
[1:03:47.000 --> 1:03:53.000]  God can use you in the next three years to be what would be the equivalent of a whole lifetime
[1:03:53.000 --> 1:03:56.000]  if you would just yield to Him right now and talk to Him.
[1:03:56.000 --> 1:04:00.000]  If you talk to God, He will talk to you and He will lead you and He will guide you.
[1:04:00.000 --> 1:04:02.000]  Please read your Bible. Very important.
[1:04:02.000 --> 1:04:05.000]  Start with the Gospel. Start with Matthew, Mark, Luke and John.
[1:04:05.000 --> 1:04:10.000]  Then read the Book of Acts so you can see the power that's available to the church in this hour.
[1:04:10.000 --> 1:04:14.000]  Don't listen to outside voices. Listen to what the Word of God says.
[1:04:14.000 --> 1:04:15.000]  Very, very important.
[1:04:15.000 --> 1:04:18.000]  If you're anywhere in the Tampa, Florida area, come visit us here.
[1:04:18.000 --> 1:04:20.000]  You can go to our website for bible.com.
[1:04:20.000 --> 1:04:22.000]  You can also fill out one of the forms.
[1:04:22.000 --> 1:04:25.000]  I'll send you a book, 500 page book on Jesus for free.
[1:04:25.000 --> 1:04:27.000]  It'll bless you.
[1:04:27.000 --> 1:04:29.000]  Of course, seeing Jesus as He really is.
[1:04:29.000 --> 1:04:32.000]  If you're anywhere around, you can't visit us.
[1:04:32.000 --> 1:04:34.000]  Come see what's happening. Come get involved.
[1:04:34.000 --> 1:04:36.000]  We have a university. We give away scholarships.
[1:04:36.000 --> 1:04:38.000]  God can use you.
[1:04:38.000 --> 1:04:44.000]  Pastor Brown, thank you so much. Please visit us again soon.
[1:04:44.000 --> 1:04:47.000]  I will, sir. Anytime you want. Just tell me.
[1:04:47.000 --> 1:04:50.000]  Thank you for all the kind text you sent me.
[1:04:50.000 --> 1:04:52.000]  God bless you and your family, sir. Thank you.
[1:04:52.000 --> 1:04:54.000]  We're praying for you, Alex. Love you so much.
[1:04:54.000 --> 1:04:56.000]  Love you too.
[1:05:49.000 --> 1:05:52.000]  The Great Reset by Alex Jones.
[1:05:52.000 --> 1:05:57.000]  Order your copy now at Amazon or InfowarsStore.com.
[1:06:35.000 --> 1:06:38.000]  Thank you so much for joining us on this live Friday show.
[1:06:38.000 --> 1:06:41.000]  We've got so much coming up.
[1:06:41.000 --> 1:06:43.000]  People are really excited about the guests that Mike Adams has
[1:06:43.000 --> 1:06:45.000]  on the death of Western civilization.
[1:06:45.000 --> 1:06:47.000]  He lives in Ukraine.
[1:06:47.000 --> 1:06:49.000]  Why it's about to go to the next level
[1:06:49.000 --> 1:06:51.000]  and how we can work together to stop it.
[1:06:51.000 --> 1:06:55.000]  That's coming up and so much more today.
[1:06:55.000 --> 1:07:01.000]  And you know,
[1:07:01.000 --> 1:07:07.000]  they're trying to distract me from my work,
[1:07:07.000 --> 1:07:12.000]  but they're not going to distract me from my work.
[1:07:12.000 --> 1:07:17.000]  And that's why I'm not down there at the second phase of the trial today,
[1:07:17.000 --> 1:07:22.000]  is because no matter what the globalists do,
[1:07:22.000 --> 1:07:27.000]  while I'm still breathing air or while I'm not locked up in a prison,
[1:07:27.000 --> 1:07:31.000]  I am going to be fighting these people.
[1:07:31.000 --> 1:07:35.000]  It's that simple, but I can't stand the fight without you.
[1:07:35.000 --> 1:07:37.000]  So they want me to talk about their attacks.
[1:07:37.000 --> 1:07:39.000]  They want me to get diverted into defending myself,
[1:07:39.000 --> 1:07:42.000]  but you understand we're going to stay in the attack
[1:07:42.000 --> 1:07:45.000]  and we're not going to let them distract us.
[1:07:45.000 --> 1:07:49.000]  What is it that they're trying to distract us from?
[1:07:49.000 --> 1:07:55.000]  Well, there's this stack and there's this stack
[1:07:55.000 --> 1:08:03.000]  that they're trying to distract us with.
[1:08:03.000 --> 1:08:09.000]  They're trying to distract us from knowing about what I'm about to cover.
[1:08:09.000 --> 1:08:15.000]  And so I'll be back today in the fourth hour
[1:08:15.000 --> 1:08:18.000]  and I'm going to co-host with Robert Barnes.
[1:08:18.000 --> 1:08:21.000]  And then I'll be back today co-hosting some in the war room
[1:08:21.000 --> 1:08:23.000]  because I'm not going to let them silence us.
[1:08:23.000 --> 1:08:25.000]  And tomorrow I'm going to be here most of the day,
[1:08:25.000 --> 1:08:29.000]  even though my five-year-old daughter is begging me to take her fishing.
[1:08:29.000 --> 1:08:32.000]  She has no future if I don't do this, so I'll be here.
[1:08:32.000 --> 1:08:34.000]  And I'm not a martyr. I'm not a victim.
[1:08:34.000 --> 1:08:36.000]  I'm saying that I'm going to work harder
[1:08:36.000 --> 1:08:38.000]  because they're trying to silence us
[1:08:38.000 --> 1:08:40.000]  because I know it's our mission.
[1:08:40.000 --> 1:08:44.000]  And when I get tired and think it must be somebody else's job to do this,
[1:08:44.000 --> 1:08:47.000]  when I see it bearing fruit what we've done together,
[1:08:47.000 --> 1:08:49.000]  I realize I've got to fight now harder than I ever had.
[1:08:49.000 --> 1:08:51.000]  So I'll cover this more in the fourth hour today
[1:08:51.000 --> 1:08:53.000]  after Mike Adams takes over with some special guests
[1:08:53.000 --> 1:08:55.000]  and things he's outlined up that are huge.
[1:08:55.000 --> 1:08:57.000]  People are really excited.
[1:08:57.000 --> 1:09:00.000]  Let me just hit these headlines so you know what's coming up.
[1:09:00.000 --> 1:09:02.000]  These all tie together.
[1:09:02.000 --> 1:09:06.000]  Swedish scientists advocates eating humans to combat climate change.
[1:09:06.000 --> 1:09:08.000]  It's all over the news.
[1:09:08.000 --> 1:09:10.000]  I told you that was coming.
[1:09:10.000 --> 1:09:12.000]  Video transcript.
[1:09:12.000 --> 1:09:14.000]  Biden Transport Secretary again touts
[1:09:14.000 --> 1:09:18.000]  expensive electric vehicles as solution for high gas prices.
[1:09:18.000 --> 1:09:22.000]  Hippocrates Trudeau caught masclists after flying on a private jet,
[1:09:22.000 --> 1:09:25.000]  but he says you shouldn't be able to have air conditioning for a car.
[1:09:25.000 --> 1:09:29.000]  The climate cult is eager to take advantage of Europe's energy crisis,
[1:09:29.000 --> 1:09:32.000]  and they're now announcing in Spain and Germany
[1:09:32.000 --> 1:09:35.000]  they're going to control remotely, as we told you decades they would,
[1:09:35.000 --> 1:09:39.000]  with the smart meters, what temperature you can set your house to,
[1:09:39.000 --> 1:09:41.000]  no lower than 80.
[1:09:41.000 --> 1:09:43.000]  And then of course later, no air conditioning at all.
[1:09:43.000 --> 1:09:46.000]  But the real trick is they're training you that they're surveilling you
[1:09:46.000 --> 1:09:48.000]  and control devices in your house.
[1:09:48.000 --> 1:09:51.000]  That's the big issue, not them controlling just the temperature,
[1:09:51.000 --> 1:09:53.000]  but that they're doing it.
[1:09:53.000 --> 1:09:55.000]  They're surveilling it, they're controlling it.
[1:09:55.000 --> 1:09:57.000]  Goodbye car ownership.
[1:09:57.000 --> 1:09:59.000]  Hello, clean air. Welcome to the future of transport
[1:09:59.000 --> 1:10:01.000]  where no one can own cars but the ultra rich
[1:10:01.000 --> 1:10:05.000]  and everything else is self-driving cars that pick you up,
[1:10:05.000 --> 1:10:08.000]  making humans obsolete.
[1:10:08.000 --> 1:10:10.000]  What would happen if we remove cars from cities?
[1:10:10.000 --> 1:10:13.000]  Globalist WEF urges people to give up car ownership.
[1:10:13.000 --> 1:10:17.000]  World Economic Forum calls for reducing private vehicles by eliminating ownership.
[1:10:17.000 --> 1:10:19.000]  You'll own nothing and love it.
[1:10:19.000 --> 1:10:23.000]  Wide spread civil unrest looming in the UK over cost of living crisis.
[1:10:23.000 --> 1:10:25.000]  Do you like the new world order so far?
[1:10:25.000 --> 1:10:30.000]  The Land Report. Meet farmer Bill Gates.
[1:10:30.000 --> 1:10:33.000]  Australia's Great Barrier Reef defies climate doomsayers
[1:10:33.000 --> 1:10:35.000]  with record coral comeback.
[1:10:35.000 --> 1:10:40.000]  The truth is coral reefs grow, they die, they come back, they die, they come back.
[1:10:40.000 --> 1:10:43.000]  Major new findings, they're reanimating not just dead spiders,
[1:10:43.000 --> 1:10:45.000]  but now pigs.
[1:10:45.000 --> 1:10:47.000]  Frankenstein is real.
[1:10:47.000 --> 1:10:49.000]  From NBC News.
[1:10:49.000 --> 1:10:50.000]  Welcome to 2030.
[1:10:50.000 --> 1:10:53.000]  I own nothing, I have no privacy and life's never been better.
[1:10:53.000 --> 1:10:57.000]  Forbes.
[1:10:57.000 --> 1:11:01.000]  Cruises self-driving cars stopped and clogged up San Francisco for hours.
[1:11:01.000 --> 1:11:05.000]  Apple self-driving cars smacked into curbs veered out of lanes.
[1:11:05.000 --> 1:11:08.000]  We have one almost hit us today driving back from court in Austin.
[1:11:08.000 --> 1:11:14.000]  GM's hands-free driving tech is set for massive expansion.
[1:11:14.000 --> 1:11:22.000]  Driverless EV, taxi fleet shows possible climate benefits of autonomous vehicles.
[1:11:22.000 --> 1:11:25.000]  And all the studies show 5G causes major asthma and problems.
[1:11:25.000 --> 1:11:31.000]  And I'm literally driving down Congress this morning after an hour in court to get to the show.
[1:11:31.000 --> 1:11:34.000]  And I'm coughing the way I've never coughed in my life.
[1:11:34.000 --> 1:11:41.000]  And I said, you know, the studies are 5G causes serious breathing problems.
[1:11:41.000 --> 1:11:45.000]  And in coughing like this, it only happens when I'm in 5G areas.
[1:11:45.000 --> 1:11:48.000]  They need those for self-driving cars.
[1:11:48.000 --> 1:11:51.000]  And all of a sudden a Ford self-driving car drives by,
[1:11:51.000 --> 1:11:53.000]  but it went in the turn lane, we didn't get video of it.
[1:11:53.000 --> 1:11:57.000]  A robot car drove by two minutes after I was telling my security guys that.
[1:11:57.000 --> 1:11:59.000]  It was crazy.
[1:11:59.000 --> 1:12:04.000]  Two simple self-driving cars, semi-truck crashes, veers into renewed scrutiny.
[1:12:04.000 --> 1:12:07.000]  But see, it's training you for the metaverse, ladies and gentlemen.
[1:12:07.000 --> 1:12:10.000]  5G technology to help reduce traffic congestion,
[1:12:10.000 --> 1:12:12.000]  support self-driving cars in Malaysia.
[1:12:12.000 --> 1:12:15.000]  See what I'm talking about?
[1:12:15.000 --> 1:12:18.000]  Here's what else they don't want you to know about.
[1:12:18.000 --> 1:12:24.000]  COVID vaccines are killing one in every 800 over 60s.
[1:12:24.000 --> 1:12:27.000]  It should be withdrawn immediately as leading vaccine scientists.
[1:12:27.000 --> 1:12:29.000]  Wait till I cover this fourth hour.
[1:12:29.000 --> 1:12:33.000]  Quadrupled back to German health minister test positive for COVID.
[1:12:33.000 --> 1:12:37.000]  COVID-19 anti-function hearing exposes Fauci's crimes against humanity.
[1:12:37.000 --> 1:12:39.000]  Did you get to those clips yesterday?
[1:12:39.000 --> 1:12:40.000]  There's been more hearings.
[1:12:40.000 --> 1:12:42.000]  We'll have that in the fourth hour.
[1:12:42.000 --> 1:12:45.000]  And Robert Barnes is the main lawyer successfully suing Pfizer with whistleblowers
[1:12:45.000 --> 1:12:47.000]  and getting the documents out.
[1:12:47.000 --> 1:12:49.000]  And Tulsi Gabbards came out and said,
[1:12:49.000 --> 1:12:53.000]  Biden's promoting child abuse by pushing gender affirming care.
[1:12:53.000 --> 1:12:57.000]  That ties in to a whole host of articles and breaking news fourth hour.
[1:12:57.000 --> 1:13:02.000]  But the next hour and 45 minutes, the great Mike Adams is going to be taking over.
[1:13:02.000 --> 1:13:07.000]  Separately, I don't make a lot of money.
[1:13:07.000 --> 1:13:11.000]  I wish we did to fund this operation off of the great reset in the war for the world
[1:13:11.000 --> 1:13:13.000]  when you buy it at Amazon.com.
[1:13:13.000 --> 1:13:15.000]  But it's in the top 30 books in the world.
[1:13:15.000 --> 1:13:18.000]  It's in over 30 charts now as number one.
[1:13:18.000 --> 1:13:24.000]  Politics, political science, history, world history, U.S. history, media.
[1:13:24.000 --> 1:13:27.000]  Get it at Amazon.com, the great reset in the war for the world.
[1:13:27.000 --> 1:13:30.000]  Alex Jones or buy it at infowarstore.com.
[1:13:30.000 --> 1:13:37.000]  And we're about to sell out the limited signed copies because I cannot sign more than 5,000 books.
[1:13:37.000 --> 1:13:39.000]  I'm just not going to have other people sign it.
[1:13:39.000 --> 1:13:40.000]  It's a moral thing I got to do.
[1:13:40.000 --> 1:13:43.000]  I got to sign 5,000 books that are almost sold out.
[1:13:43.000 --> 1:13:45.000]  Well, I might just say 20,000 if everybody wants it.
[1:13:45.000 --> 1:13:47.000]  It keeps it on air all the way up to 10 hours and do it.
[1:13:47.000 --> 1:13:51.000]  But those are at infowarstore.com.
[1:13:51.000 --> 1:13:53.000]  But this is do or die time.
[1:13:53.000 --> 1:13:59.000]  On my children and on my immortal soul, they're lying in court with no evidence.
[1:13:59.000 --> 1:14:01.000]  They blocked us from putting on evidence.
[1:14:01.000 --> 1:14:02.000]  It's kangaroo court.
[1:14:02.000 --> 1:14:07.000]  They're in a punitive damages phase saying I made $61 million last year.
[1:14:07.000 --> 1:14:13.000]  Saying I have hundreds of millions of dollars saying my net worth is over $100 million.
[1:14:13.000 --> 1:14:16.000]  Ladies and gentlemen, I was ready to testify.
[1:14:16.000 --> 1:14:20.000]  We took a lot of days and time to get this ready.
[1:14:20.000 --> 1:14:25.000]  I was ready to testify that my net worth is less than $5 million.
[1:14:25.000 --> 1:14:35.000]  And that my overall, before these judgments, debt is more than $20 million.
[1:14:35.000 --> 1:14:39.000]  On my immortal soul, and I wish I had millions of dollars to fight these people,
[1:14:39.000 --> 1:14:44.000]  George Soros has spent over $40 million buying up the DEA's and taking over.
[1:14:44.000 --> 1:14:48.000]  And the world's waking up saying God, I wish I had $40 million.
[1:14:48.000 --> 1:14:49.000]  We could beat these people.
[1:14:49.000 --> 1:14:52.000]  But what I'm saying is it's a lie.
[1:14:52.000 --> 1:14:55.000]  They put that out there to get a big judgment and to make you think we don't need support.
[1:14:55.000 --> 1:15:01.000]  I need you to go to infowarstore.com forward slash crypto and make a donation to Bitcoin or other systems.
[1:15:01.000 --> 1:15:02.000]  That has saved us.
[1:15:02.000 --> 1:15:03.000]  Whoever did it, thank you.
[1:15:03.000 --> 1:15:04.000]  We would be shut down right now.
[1:15:04.000 --> 1:15:05.000]  It wasn't for you.
[1:15:05.000 --> 1:15:06.000]  You have changed the world.
[1:15:06.000 --> 1:15:07.000]  Thank you.
[1:15:07.000 --> 1:15:09.000]  InfoWars has changed the world by you supporting us.
[1:15:09.000 --> 1:15:10.000]  You changed the world.
[1:15:10.000 --> 1:15:16.000]  InfoWars.com forward slash crypto, whether it's $5 or $1,000 or $10,000 in crypto,
[1:15:16.000 --> 1:15:21.000]  go make the donation at infowars.com forward slash crypto.
[1:15:21.000 --> 1:15:24.000]  Go to infowarstore.com right at the top.
[1:15:24.000 --> 1:15:25.000]  It says support the spirit.
[1:15:25.000 --> 1:15:27.000]  Make a one-time donation.
[1:15:27.000 --> 1:15:28.000]  Make a recurring donation.
[1:15:28.000 --> 1:15:29.000]  Cancel any time.
[1:15:29.000 --> 1:15:34.000]  SuperBluetoothplace sold out for a year is now back in stock, the original at infowarstore.com.
[1:15:34.000 --> 1:15:39.000]  Body's ultimate turmeric formula, diet force selling out and vitamin mineral fusion.
[1:15:39.000 --> 1:15:40.000]  InfoWars.com.
[1:15:40.000 --> 1:15:42.000]  Got a lot of support yesterday.
[1:15:42.000 --> 1:15:44.000]  It gave me faith, but we need that continued support.
[1:15:44.000 --> 1:15:46.000]  Plus, these are great products you need.
[1:15:46.000 --> 1:15:47.000]  Don't wait.
[1:15:47.000 --> 1:15:48.000]  Don't procrastinate.
[1:15:48.000 --> 1:15:49.000]  InfoWars.com.
[1:15:49.000 --> 1:15:53.000]  Thank you for keeping all of us in the fight.
[1:15:53.000 --> 1:15:58.000]  Mike Adams and a huge guest comes up now.
[1:15:58.000 --> 1:16:02.000]  The great reset in the war for the world is the book that the government doesn't want
[1:16:02.000 --> 1:16:07.000]  you to read, that most of the big powerful companies trying to control your life, the
[1:16:07.000 --> 1:16:10.400]  big tech companies, they don't want you to read this book.
[1:16:10.400 --> 1:16:15.000]  They want to control what you think, what you do, what you read, but you don't want
[1:16:15.000 --> 1:16:16.000]  that.
[1:16:16.000 --> 1:16:17.000]  And Alex Jones doesn't want that.
[1:16:17.000 --> 1:16:21.760]  And this book shows you what's happening and gives you the sort of playbook for how
[1:16:21.760 --> 1:16:23.000]  to fight against it.
[1:16:23.000 --> 1:16:27.500]  And so by buying this book, you're going to prove that censorship doesn't work, that
[1:16:27.500 --> 1:16:29.720]  freedom is alive in this country.
[1:16:29.720 --> 1:16:31.760]  This is a central reading.
[1:16:31.760 --> 1:16:36.400]  And you know, I would go right now and buy it before the censorship kicks in.
[1:16:36.400 --> 1:16:38.640]  It's not going to be available in bookstores.
[1:16:38.640 --> 1:16:40.840]  It's not going to be available in libraries.
[1:16:40.840 --> 1:16:44.480]  They're going to try to take it down from every platform that they can, but they're
