[00:00.000 --> 00:01.000]  We've got it.
[01:02:58.000 --> 01:03:07.000]  The electromagnetic antennas, space-based systems, aerosols sprayed by aircraft.
[01:03:07.000 --> 01:03:21.000]  So everybody can say, oh, I heard that. That's in a movie. Alex Jones got it from that. He doesn't know it's from a movie.
[01:03:21.000 --> 01:03:39.000]  And then we can have Bill Gates come out and say, whoa, there are technologies like that, but it's not like a movie. It's actually going to help everybody. And we've got a UN treaty and a UN office of weather modification.
[01:03:39.000 --> 01:03:45.000]  So we're globally going to control this now. See, they talk to you like you're an idiot.
[01:03:45.000 --> 01:04:06.000]  I've seen and showed folks mainline fifth grade social studies and science textbooks that say the government's adding things to jet fuel to create particulate, to create a sunscreen to protect the Earth.
[01:04:06.000 --> 01:04:15.000]  But then when we point out it's going on, they go, oh, you're insane. It doesn't exist. But then once it's admitted, they'll say, well, Alex Jones was right.
[01:04:15.000 --> 01:04:26.000]  And that there's some stuff going on, just not what he's saying that every trail you see is geoengineering. I never said that. It's ice crystals. It's condensation.
[01:04:26.000 --> 01:04:38.000]  It's a condensation trail. So they go, well, Alex is funny. It came true. There's all these reports. The frogs are turning gay. But see, back when he said it 18 years ago, it was cookie and made up.
[01:04:38.000 --> 01:04:46.000]  Now it just came true, which makes him even more of a cook when it was always just public in the documents.
[01:04:46.000 --> 01:05:00.000]  We've got a lady joining us who's suing CNN. We're going to talk more about the hurricane of all hurricanes.
[01:05:00.000 --> 01:05:07.000]  We've got great air filters, great water filters, great non-GMO, early on seeds, great books, great films, great patriot apparel to meet like-minded people.
[01:05:07.000 --> 01:05:16.000]  We've got a new humongoid sale, not the number of things that are on massive sale, but on what's on sale. Out for months, not been on sale for months and months.
[01:05:16.000 --> 01:05:25.000]  We've never offered super male vitality, no concentrated herbs, cold pressed, super male vitality, 57% off. It's never been the price.
[01:05:25.000 --> 01:05:34.000]  It is right now with 3,596 reviews, 4.6 reviews total by third party sites, unprecedented. And it's cold pressed. That's why super male is so different.
[01:05:34.000 --> 01:05:38.000]  I know these compounds work because it's admitted to science. These are what you sell.
[01:05:38.000 --> 01:05:42.000]  Buzzfeed said it's already best selling stuff. It's been certified as healthy and good forever.
[01:05:42.000 --> 01:05:48.000]  Why these aren't anything new? Because why do something new when you can have the oldest and best but cold pressed?
[01:05:48.000 --> 01:05:50.000]  Boo! Boo!
[01:05:56.000 --> 01:06:03.000]  Thousands of years ago there was a basic form of chivalry. Our ancestors would hear the drums of war.
[01:06:03.000 --> 01:06:08.000]  Giving the warriors of the tribe a chance to organize and prepare a defense.
[01:06:08.000 --> 01:06:16.000]  60 years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[01:06:16.000 --> 01:06:21.000]  But in the 21st century, there were silent weapons for quiet war.
[01:06:21.000 --> 01:06:31.000]  Pathogens added to the food and water and to the lining of plastics that destroy our vitality, turn off our hormones and accelerate our journey towards death.
[01:06:31.000 --> 01:06:34.000]  I personally counter this onslaught with Anthroplex.
[01:06:34.000 --> 01:06:45.000]  Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:06:45.000 --> 01:06:48.000]  Discover why Anthroplex has turned so many heads today.
[01:06:48.000 --> 01:06:55.000]  It's time for us to take our bodies back into our own hands and it starts at infowarslife.com with Anthroplex.
[01:06:55.000 --> 01:07:04.000]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:07:04.000 --> 01:07:12.000]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico where the Chiapas farmers grow their unique shade grown Arabica beans.
[01:07:12.000 --> 01:07:17.000]  We have now managed to secure the sought after beans in a highly customized blend.
[01:07:17.000 --> 01:07:24.000]  Discover and try a bag of the Patriot blend 100% organic coffee at infowarslife.com.
[01:07:24.000 --> 01:07:31.000]  This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:07:31.000 --> 01:07:38.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:07:38.000 --> 01:07:43.000]  Dropped by the site today, order a bag or two and I don't think you're going to be disappointed.
[01:07:43.000 --> 01:07:52.000]  Available in original or with our immune support infusion blend, you will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[01:07:52.000 --> 01:07:55.000]  Available at infowarslife.com.
[01:08:01.000 --> 01:08:10.000]  Crashing through the lies and disinformation, it's Alex Jones coming to you live from the front lines of the info war.
[01:08:10.000 --> 01:08:30.000]  Coming up in the next segment, we'll look at all the storm tracks and discuss the type of damage we can witness from this category 6, a new category of hurricane.
[01:08:30.000 --> 01:08:42.000]  They're not officially called a category 6, they say above 165 miles an hour is basically a category 6, it's at 185 miles an hour, never seen in the Atlantic Ocean before.
[01:08:42.000 --> 01:08:54.000]  Again, typhoons get up to 180 sometimes, they turn the other direction as hurricanes enter in the Pacific Ocean and of course are more deadlier of storms.
[01:08:54.000 --> 01:09:09.000]  Now, again, they've only been recording hurricanes accurately for 50, 60 years, so there's been storms this damaging before, but since they've been recording them, this is the fastest turning hurricane and has already destroyed quite a few islands in its wake
[01:09:09.000 --> 01:09:24.000]  and is set now to go over Cuba and of course the island of Hispaniola that's divided by Haiti and of course the Dominican Republic. Many of the tracks show it going right up the eastern seaboard starting in the keys in southern Florida.
[01:09:24.000 --> 01:09:37.000]  Though NOAA has picked out of hundreds of different models, they believe it's going to, with their computers go around hitting the keys but going around Florida into the Gulf of Mexico.
[01:09:37.000 --> 01:09:47.000]  So a lot of different tracks we'll be looking at coming up, but first off, I wanted to get a guest on who's taking action.
[01:09:47.000 --> 01:09:59.000]  We have seen the last two weeks, the Family Research Council, it's already been attacked and shot up because of Southern Prairie Law Center reports, terrorization, stalking.
[01:09:59.000 --> 01:10:14.000]  We've already seen them follow lawsuit, we've seen the D. James Kennedy Center, mainline international Christian church that reaches tens of millions of people a week, D. James Kennedy, super mainline Christian.
[01:10:14.000 --> 01:10:24.000]  But they have come out and said the same thing, Camille Paglia came out and said today that we're going to be covering and she's a lesbian but also a historian and researcher and a smart lady.
[01:10:24.000 --> 01:10:33.000]  She said this transgender stuff with kids is child abuse because you're telling a three-year-old you're a boy but you're really a girl, you're a girl, you're really a boy.
[01:10:33.000 --> 01:10:38.000]  If people grow up and want to identify something else, I'm a tolerant person, I don't hate them, that's their issue.
[01:10:38.000 --> 01:10:51.000]  But to have government and schools sexualizing children, I mean if it was a man at the park coming over to your five-year-old son and saying, I think your little girl want to get in the ice cream truck with me, you think you had a new serial killer, he'd go to jail.
[01:10:51.000 --> 01:10:55.000]  But when they do it in the name of tolerance, it's happening, but I'm digressing here.
[01:10:55.000 --> 01:10:57.000]  They're filing suit.
[01:10:57.000 --> 01:10:59.000]  Diamonds and Silk are looking at filing suit.
[01:10:59.000 --> 01:11:05.000]  I'm looking at filing suit because the Southern Parvy Law Center with its 60 plus million dollars, we've now discovered offshore.
[01:11:05.000 --> 01:11:09.000]  Weekly standards reporting on that and they're finding more money every day.
[01:11:09.000 --> 01:11:25.000]  They are listing myself and hundreds of other people, well thousands total, in this national database that they create, this shadowy multinational organization with ties to the CIA.
[01:11:25.000 --> 01:11:39.000]  They are going on just putting people in the midst of white supremacists and other unsavory groups and terrorist groups and then Amazon, everybody else is taking the database and saying, oh, D. James Kennedy, you can't sell your books on Amazon.
[01:11:39.000 --> 01:11:47.000]  Oh, D. James Kennedy, you can't be part of our program that we say any charity can be listed here as a searchable function.
[01:11:47.000 --> 01:11:52.000]  So they're being excluded in a discriminatory way, never before seen.
[01:11:52.000 --> 01:11:58.000]  I think it's wrong if you own a big bakery, not to bake a gay couple's, you know, cake, but I'm a libertarian.
[01:11:58.000 --> 01:12:08.000]  The point is, if they don't have the right as a small bakery to do that, how then can you tell Christians that they can't say marriage is between a man and a woman?
[01:12:08.000 --> 01:12:17.000]  And even if it's hateful and, you know, you say some church says they hate people, which the D. James Kennedy group and others aren't, it's their free speech right, isn't it?
[01:12:17.000 --> 01:12:26.000]  So this is real censorship. This is real electronic gulags that Matt Drudge and others have warned about. It's here.
[01:12:26.000 --> 01:12:34.000]  And we're in these databases and we're being refused service across the board. We have real bonafide damages here.
[01:12:34.000 --> 01:12:42.000]  I have standing. I don't particularly want to sue, but we're looking at who to because we have to stand up for ourselves.
[01:12:42.000 --> 01:12:49.000]  Here's the headline. Attorney announces lawsuit against CNN on behalf of the American people.
[01:12:49.000 --> 01:13:00.000]  Joni points out how CNN continues to blast Americans as white national radicals and for CNN calling on all left writers to show up at events and cause havoc who have now been listed as terrorists.
[01:13:00.000 --> 01:13:05.000]  So they called the antifa to go out and be violent. It's like Don Corleone telling, you know, one of his hit men to go kill somebody.
[01:13:05.000 --> 01:13:18.000]  Luca Obrazzi. He's just as guilty as Luca Obrazzi. Joni says CNN made a slip up and publicized the Southern Prairie Law Center list on their website as their own when they realized that four hours later they took it down.
[01:13:18.000 --> 01:13:27.000]  Southern Prairie Law Center has conservative Americans and some of the company's greatest institutions listed as radical terrorists, 917 groups tagged as hate groups.
[01:13:27.000 --> 01:13:38.000]  So she's taking action. She has standing because she's an American. She's a conservative. She's a patriot being listed as a white supremacist marked for death.
[01:13:38.000 --> 01:13:52.000]  And she's a lawyer currently involved in multi-jurisdictional federal and state litigation with heavy focus on employment, contractual disputes, non-compete trade secrets and wrongful death issues, both plaintiff and defense.
[01:13:52.000 --> 01:13:58.000]  She's the lawyer I should get for a suit. I mean, I'm being damaged. It's already like 7 million this year already.
[01:13:58.000 --> 01:14:05.000]  Work closely as a corporate legal advisor, contractual issues with the board of directors, the board of trustee issues related for corporate entities.
[01:14:05.000 --> 01:14:13.000]  She announced a lawsuit against CNN on behalf of the American people that are being targeted as radical terrorists.
[01:14:13.000 --> 01:14:22.000]  I mean, it's like they're saying we're Adolf Hitler. This is marking us for death. This is serious psychological and cultural terrorism.
[01:14:22.000 --> 01:14:29.000]  Joni, CNN, MSNBC, the New York Times, the Southern Prairie Law Center, I've talked to a bunch of the top lawyers.
[01:14:29.000 --> 01:14:40.000]  They all say you've got open and shut cases but two years of litigation. Why on earth have they gotten so radical and why have you been forced to take action?
[01:14:40.000 --> 01:14:44.000]  Well, you know what? Are you seeing me okay, Alex? Because I lost you.
[01:14:44.000 --> 01:14:47.000]  I am seeing you. So go ahead. Thanks.
[01:14:47.000 --> 01:14:56.000]  Okay. I'll tell you what happened is, you know, we've all been, you know, I've been watching this go on for the last couple of years and you made a great point earlier on.
[01:14:56.000 --> 01:15:03.000]  You are a connection expert. And you know, people can, you know, see, oh gosh, this doesn't look right over here. This doesn't look right.
[01:15:03.000 --> 01:15:07.000]  But I'll tell you when it all came together for me. And listen, I'm a little late coming to the party.
[01:15:07.000 --> 01:15:15.000]  But you know what? Sometimes that's good because by the time you get to the party, people got all the small talk out of the way and they're ready to get down to action.
[01:15:15.000 --> 01:15:18.000]  I'll tell you what really got me on board and off the couch.
[01:15:18.000 --> 01:15:29.000]  Three weeks ago, I watched as Michael Moore, he had a bad day that day, you know, his show bombs and he was on with Don Lemon who is just a race baiter.
[01:15:29.000 --> 01:15:34.000]  He cannot even be called a journalist because that's an insult to journalists.
[01:15:34.000 --> 01:15:42.000]  But he got on CNN and he was being, you know, probed by Don Lennon and he said, he made this statement, Alex.
[01:15:42.000 --> 01:15:48.000]  He said, Trump is a rapist and he is raping the United States.
[01:15:48.000 --> 01:15:58.000]  And if his supporters have a chance to redeem themselves tonight, if they denounce him, but if not, they are complicit to rape.
[01:15:58.000 --> 01:16:08.000]  And I want to tell you something. That got me off the couch and I had called my nephew as a great guy first year at Liberty, Corey Jones.
[01:16:08.000 --> 01:16:15.000]  And I said, Matthew, I need to know about this Twitter stuff. I need to know. And we talked and I said, I'm going to take action.
[01:16:15.000 --> 01:16:25.000]  And I'll tell you what, in three weeks, Alex, we now have over 25,000 people that have signed up for this class action lawsuit.
[01:16:25.000 --> 01:16:29.000]  Wow. I didn't know that this exploded like this.
[01:16:29.000 --> 01:16:35.000]  Joni Turner, congratulations on standing up for our free speech against these bullies. They call us Nazis with no evidence.
[01:16:35.000 --> 01:16:43.000]  Putting people in a group, not letting them have commerce, demonizing them, shutting them off from jobs, firing them, bullying them, beating them up.
[01:16:43.000 --> 01:16:46.000]  That's what the brown shirts did in Nazi Germany.
[01:16:46.000 --> 01:16:53.000]  Well, that's exactly right. I'll tell you Alex, what happened is, and you know, I've had a couple people ask me, well, why not MSNBC?
[01:16:53.000 --> 01:16:58.000]  Or, well, everybody knows that MSNBC, they're idiots. You know, they're a clown show.
[01:16:58.000 --> 01:17:03.000]  And so when you go and listen to them, you know, anymore, I mean, people don't take them serious.
[01:17:03.000 --> 01:17:13.000]  But why CNN is so, they have gone from lying to the American people, which is a crime in its own itself, but to lying about them, Alex.
[01:17:13.000 --> 01:17:15.000]  And what they have done is they...
[01:17:15.000 --> 01:17:21.000]  That's right. They're attacking the American people. Hillary got in trouble for saying half of Trump supporters are deplorable.
[01:17:21.000 --> 01:17:23.000]  They're saying all of you are rapists.
[01:17:23.000 --> 01:17:30.000]  Oh, rapists, Nazis, and what they're doing... Alex, this is so good, and I can't even tell you how good this is.
[01:17:30.000 --> 01:17:35.000]  But what they are doing is they're creating a false narrative to create a group.
[01:17:35.000 --> 01:17:42.000]  And then they are funded. They are funded by the same people that the Southern Poverty Law Center is funded by.
[01:17:42.000 --> 01:17:50.000]  Then they're going out and they are calling their wolves and antifa and all of the Black Lives Matters, like what is that.
[01:17:50.000 --> 01:17:57.000]  And all these radical groups that hijack these names, and they're coming and they're putting maps out, Alex.
[01:17:57.000 --> 01:18:04.000]  And you touched on that right before I came on. They are putting maps out and CNN accidentally put it up as their own map.
[01:18:04.000 --> 01:18:07.000]  It's the hate map, you know, that Southern Poverty has up.
[01:18:07.000 --> 01:18:16.000]  And what they're doing, Alex, is they're creating this narrative and then they're calling and paying these guys to come and attack us.
[01:18:16.000 --> 01:18:19.000]  And it's crazy what is going on.
[01:18:19.000 --> 01:18:24.000]  And you know what? I just said, I looked at the TV and I said, no more.
[01:18:24.000 --> 01:18:29.000]  If you think you're getting away with this, you're wrong. I'm coming after you. That's all I said.
[01:18:29.000 --> 01:18:34.000]  I never even heard of Periscope. And I heard of Periscope the day after my nephew again told me about it.
[01:18:34.000 --> 01:18:38.000]  I got on there and now we're 25,000 strong, Alex.
[01:18:38.000 --> 01:18:43.000]  Well, let's go over this lawsuit because they want to sue gun manufacturers.
[01:18:43.000 --> 01:18:47.000]  They want to sue cities and police departments until they collapse, but they don't have cases.
[01:18:47.000 --> 01:18:52.000]  They're losing their cases everywhere. Again, I've talked to top lawyers in Austin, D.C., New York.
[01:18:52.000 --> 01:19:01.000]  I mean, I've got some of the top firms and they're ready to file lawsuits and they say all these cases where we've got the letters back from major credit card companies,
[01:19:01.000 --> 01:19:08.000]  letters back from major online companies saying we're not going to do business with you because you're listed as a hate group.
[01:19:08.000 --> 01:19:14.000]  I mean, we have it against the companies and the Southern Poverty Law Center open and shut total discrimination.
[01:19:14.000 --> 01:19:20.000]  Why would they be so bold? What are they thinking? You can't just say somebody's a rapist and somebody's Hitler
[01:19:20.000 --> 01:19:25.000]  and then put them in a database to discriminate against them when you can't do that to any American.
[01:19:25.000 --> 01:19:27.000]  I mean, this is crazy.
[01:19:27.000 --> 01:19:33.000]  And look at this one, Alex. Have you seen this one? And I loved how you were talking about the back page news stories.
[01:19:33.000 --> 01:19:40.000]  J.P. Morgan just gave a million dollars to the Southern Poverty Law Center. James Murdoch.
[01:19:40.000 --> 01:19:48.000]  I want to tell you something. You've got a cause of action against them. J.P. Morgan, a financial system, just gave one million dollars.
[01:19:48.000 --> 01:19:52.000]  You can't find this anywhere. Scan in, you know, kind of put it under the label.
[01:19:52.000 --> 01:20:00.000]  Oh, they go around and pass the plate. A bunch of Hollywood stars gave a million dollars a piece to it in the last month, namely George Clooney.
[01:20:00.000 --> 01:20:06.000]  Oh, listen, I have a look. George Clooney's here from Cincinnati. You know, I have a little, he was one of my first little dates.
[01:20:06.000 --> 01:20:13.000]  I used to do a little talk show with his mom, Nina. And I can tell you that he was as silly back then as he is now.
[01:20:13.000 --> 01:20:21.000]  But, you know, not as well known. And he's as left as you can get. I mean, look, he married, you know, I don't know.
[01:20:21.000 --> 01:20:26.000]  I don't think she's, I think she's Lebanese, his wife. And, you know, it's Hollywood.
[01:20:26.000 --> 01:20:31.000]  But the thing is, is Alex, what you have put your finger on is it's the connection.
[01:20:31.000 --> 01:20:36.000]  People think that these are, these are occurring. It's the connection. It is all connected.
[01:20:36.000 --> 01:20:41.000]  This is mass racketeering, classically bullying on a mass scale against the American people.
[01:20:41.000 --> 01:20:45.000]  And they think libertarians and conservatives are so nice, we won't fight back.
[01:20:45.000 --> 01:20:48.000]  Again, you're a lawyer, you're an expert in this, but I've talked to the top lawyers.
[01:20:48.000 --> 01:20:54.000]  They say it's cut and dry that, that, that, that if people are going to get in trouble for not baking somebody a cake,
[01:20:54.000 --> 01:21:02.000]  you can't just deny people because they run the website jihad watch with very respected groups just showing what jihadis are saying and doing.
[01:21:02.000 --> 01:21:07.000]  You can't deny them on PayPal, PayPal, because they've been listed as a hate group by the Southern Poverty Law Center.
[01:21:07.000 --> 01:21:13.000]  And it expands out from there. Over in England, if you criticize Islam, you're getting arrested.
[01:21:13.000 --> 01:21:18.000]  Or if you make fun of ISIS, you're getting arrested. I mean, this is crazy.
[01:21:18.000 --> 01:21:25.000]  It is. And you asked a question just a moment ago, and it's so funny watching you because I could tell your mind when you were saying your head explodes.
[01:21:25.000 --> 01:21:33.000]  I know how that is because it connects so much that you, it's so easy to get off on a tangent because it all makes sense.
[01:21:33.000 --> 01:21:43.000]  But I want to take you back to something that you had said earlier about, you were asking about, you know, the legal, the legal group that this has.
[01:21:43.000 --> 01:21:49.000]  But you know, Alex, the Southern Poverty Law Center, it's started out as being, you know, okay.
[01:21:49.000 --> 01:21:53.000]  But then just like everything else that the left has done, it's been hijacked.
[01:21:53.000 --> 01:21:55.000]  And I'll tell you what is happening now.
[01:21:55.000 --> 01:21:59.000]  It's been turned into a new Clinton Foundation with 60 plus million offshore.
[01:21:59.000 --> 01:22:04.000]  They say that's probably not even legal for one of these tax-free groups that supposedly, you know, out there.
[01:22:04.000 --> 01:22:10.000]  It got started to give black people and other poor folks who were discriminated against in the south money to sue, which is laudable.
[01:22:10.000 --> 01:22:14.000]  But it's basically never even done that and is now this mysterious cutout group.
[01:22:14.000 --> 01:22:29.000]  And I've had high-level CIA people, not just people like Steve Pacenek, who's run major operations, point out that he was involved setting them up to infiltrate law enforcement to look for white supremacist.
[01:22:29.000 --> 01:22:30.000]  But that was never really done.
[01:22:30.000 --> 01:22:38.000]  They instead use it as a group to take over law enforcement, just like the ADL has been caught breaking into police stations and stealing data.
[01:22:38.000 --> 01:22:39.000]  Go ahead.
[01:22:39.000 --> 01:22:40.000]  100%.
[01:22:40.000 --> 01:22:47.000]  And, you know, the thing about it is, is that when you start making connections like this, people go, oh, it's a conspiracy.
[01:22:47.000 --> 01:22:50.000]  Well, I'm here to tell you, I was a prosecutor before I went into private practice.
[01:22:50.000 --> 01:22:59.000]  And the largest crimes that are committed, the ones that affect people the most, they start out as conspiracies, but it's all connected.
[01:22:59.000 --> 01:23:08.000]  And why this is so powerful and getting back to what I wanted to say to you is that you said, why do you think that they are, you know, being so bold and coming out now?
[01:23:08.000 --> 01:23:13.000]  Well, Alex, they've been quiet as they have stuck into every one of our institutions.
[01:23:13.000 --> 01:23:15.000]  You think the media has gone bad?
[01:23:15.000 --> 01:23:18.000]  You should try fighting in this court system.
[01:23:18.000 --> 01:23:29.000]  And what they've done is they've been quiet all these years, you know, that Obama, oh my gosh, number one traitor, he should be actually, he should be, you know, put on trial, but we won't go there.
[01:23:29.000 --> 01:23:30.000]  But what's happened is-
[01:23:30.000 --> 01:23:42.000]  So first, I don't know, explain to them as a former prosecutor, the Southern private law center and others, they go take people to galas, give them cash awards, infiltrate their lives, bring lots of nice ladies to the little galas and parties.
[01:23:42.000 --> 01:23:45.000]  It's really a cult that takes over your local government.
[01:23:45.000 --> 01:23:51.000]  Then Loretta Lynch tried the Strong Cities Initiative to federalize law enforcement and bring in you and advisors.
[01:23:51.000 --> 01:24:00.000]  I'm telling you, when they start up or how they have to get there, you know, a serial killer doesn't become a serial killer because he looks like one.
[01:24:00.000 --> 01:24:07.000]  He's a serial killer because he looks like, you know, a George Clooney or somebody that he can get people in and then he kills them.
[01:24:07.000 --> 01:24:13.000]  So, you know, these people that are looking so good, the Southern poverty law center, what could they do?
[01:24:13.000 --> 01:24:16.000]  You know, I'm thinking they're down there helping the poor people in the South.
[01:24:16.000 --> 01:24:23.000]  No, what they're doing is they're working with CNN and a lot more powerful people and they are targeting.
[01:24:23.000 --> 01:24:25.000]  Let me make no doubt about it.
[01:24:25.000 --> 01:24:27.000]  They are targeting a group.
[01:24:27.000 --> 01:24:29.000]  They have a group specific in mind.
[01:24:29.000 --> 01:24:33.000]  And then they are funding the wolves that are going to come in and they are-
[01:24:33.000 --> 01:24:35.000]  We have no freedom of speech anymore.
[01:24:35.000 --> 01:24:37.000]  I have people that are contacting me.
[01:24:37.000 --> 01:24:39.000]  They're being shot at if they have a Trump sticker.
[01:24:39.000 --> 01:24:41.000]  I mean, this is huge.
[01:24:41.000 --> 01:24:42.000]  It's not just a small case.
[01:24:42.000 --> 01:24:49.000]  Tell folks how many people you now have on your class action suit because obviously the media is not going to cover this.
[01:24:49.000 --> 01:24:55.000]  Well, you know, I have been contacted by a lot of media, but I've refused to talk with them.
[01:24:55.000 --> 01:24:58.000]  I was with Bill Mitchell just a little bit yesterday.
[01:24:58.000 --> 01:25:08.000]  We have 25,000 that now those are singular people that are signed up and listen, Alex, these people have given their full names, their addresses and their phone numbers.
[01:25:08.000 --> 01:25:10.000]  These people aren't messing around.
[01:25:10.000 --> 01:25:16.000]  They're not putting on burqas or covering up their faces saying, well, these are like, here's where I live.
[01:25:16.000 --> 01:25:19.000]  This is my phone number and we're coming after you CNN.
[01:25:19.000 --> 01:25:22.000]  And I'm telling you, it's going to explode.
[01:25:22.000 --> 01:25:28.000]  And every day that I am working on this, the case gets larger and it gets more-
[01:25:28.000 --> 01:25:29.000]  This is riveting.
[01:25:29.000 --> 01:25:34.000]  I'm so blown away that my producer got you because I mean, the media, I haven't seen you covered.
[01:25:34.000 --> 01:25:38.000]  So I figured they were covering it up or just waiting to try to spin it or demonize you.
[01:25:38.000 --> 01:25:45.000]  But let's walk through then how you woke up, why you got upset when you started this and how it's gotten so big so fast.
[01:25:45.000 --> 01:25:46.000]  What happened?
[01:25:46.000 --> 01:25:56.000]  And again, and I really mean this, Alex, I started my Twitter page a year ago in June because I was going to go to the World Series of poker and play.
[01:25:56.000 --> 01:26:02.000]  And I was going to tweet my journey because as a prosecutor and as an attorney, I don't use social media because I don't want-
[01:26:02.000 --> 01:26:05.000]  A lot of people I put in jail are just going to be getting out soon.
[01:26:05.000 --> 01:26:08.000]  And so I don't want them to find me.
[01:26:08.000 --> 01:26:10.000]  So I was not in the Twitter game at all.
[01:26:10.000 --> 01:26:19.000]  I explained earlier how I saw Michael Moore and I've been watching how CNN has just gone down the slippery slope just as our legal system has.
[01:26:19.000 --> 01:26:30.000]  So when he literally called out and stated as fact that our president was a rapist and that we as conservative American citizens now, they know who they're targeting.
[01:26:30.000 --> 01:26:36.000]  It's Trump supporters or conservative Americans that we are complicit to rape.
[01:26:36.000 --> 01:26:39.000]  Excuse me, it pissed me off.
[01:26:39.000 --> 01:26:47.000]  And I got up, the first thing I did is I called my little nephew because, you know, the up-and-comers, the millennials, they're good on this sweater stuff.
[01:26:47.000 --> 01:26:50.000]  And I'm like, Corey, what should I do?
[01:26:50.000 --> 01:26:56.000]  And the first thing he said to me, and Alex, this will come as a compliment, he said, Joanie, you've got to get Alex Jones on this.
[01:26:56.000 --> 01:26:58.000]  And I said, who is Alex Jones?
[01:26:58.000 --> 01:27:00.000]  Three weeks ago.
[01:27:00.000 --> 01:27:05.000]  Now I am intimate with you, Alex, and you didn't know that, but I had no idea who you were.
[01:27:05.000 --> 01:27:19.000]  And so what has happened, Alex, is that, you know, when I first got up, when I first did my first periscope, I think it was 19 days ago, it says on periscope, you know, I was just, I was ticked.
[01:27:19.000 --> 01:27:27.000]  And I was just going down the causes of action, you know, and a lot of those were, while they pertain to the case,
[01:27:27.000 --> 01:27:29.000]  they weren't the stuff that was really going to stick.
[01:27:29.000 --> 01:27:31.000]  And Alex, I'm going to tell you something.
[01:27:31.000 --> 01:27:33.000]  Trust me, I don't want to start shouting.
[01:27:33.000 --> 01:27:36.000]  My mom and dad are, my mom's a preacher, so I'm a daughter of a preacher.
[01:27:36.000 --> 01:27:37.000]  We won't get that.
[01:27:37.000 --> 01:27:38.000]  That was a whole bunch of stuff.
[01:27:38.000 --> 01:27:41.000]  But I want to tell you something.
[01:27:41.000 --> 01:27:46.000]  The more that I've got looking at this, listen, Alex, they are basing, okay?
[01:27:46.000 --> 01:27:48.000]  They are basing this false reporting.
[01:27:48.000 --> 01:27:51.000]  And, you know, CNN, I mean, they are, they've gone desperate now.
[01:27:51.000 --> 01:27:53.000]  They're staging news stories.
[01:27:53.000 --> 01:28:01.000]  And what they have done is they are basing what they're doing on two Supreme Court cases.
[01:28:01.000 --> 01:28:06.000]  The one is Brandenburg, Ohio, and it's right, it happened right here.
[01:28:06.000 --> 01:28:09.000]  One street over from where I am in my office right now.
[01:28:09.000 --> 01:28:12.000]  And then also Texas v. Johnson.
[01:28:12.000 --> 01:28:15.000]  Now the brand, do we have a break coming up?
[01:28:15.000 --> 01:28:17.000]  Tell me if I need to hush.
[01:28:17.000 --> 01:28:18.000]  No, you're great.
[01:28:18.000 --> 01:28:20.000]  I'm going to hold you over because my service is coming in.
[01:28:20.000 --> 01:28:21.000]  He's been wanting to sue him as well.
[01:28:21.000 --> 01:28:26.000]  He's been listed along with myself directly in there with the white supremacist.
[01:28:26.000 --> 01:28:27.000]  So he's coming in.
[01:28:27.000 --> 01:28:28.000]  So we'll be able to continue.
[01:28:28.000 --> 01:28:30.000]  We're going to break in one minute though.
[01:28:30.000 --> 01:28:31.000]  Okay, great.
[01:28:31.000 --> 01:28:34.000]  Well, I'll just tell you that a little teaser for break.
[01:28:34.000 --> 01:28:38.000]  I have two cases now that I just, I am so excited.
[01:28:38.000 --> 01:28:39.000]  They're Supreme Court cases.
[01:28:39.000 --> 01:28:41.000]  They've been around for a long time.
[01:28:41.000 --> 01:28:43.000]  Brandenburg since 1969.
[01:28:43.000 --> 01:28:50.000]  It's time that our legal system get on the ball and get up to date with what's going on in our world.
[01:28:50.000 --> 01:28:56.000]  And it's time that you have somebody that's not afraid to be the, a case of first impression to go after them.
[01:28:56.000 --> 01:28:58.000]  And that's what's going to happen in CNN.
[01:28:58.000 --> 01:29:00.000]  You better watch it because I'm coming after you.
[01:29:00.000 --> 01:29:02.000]  And I've got some solid grounds to do it.
[01:29:02.000 --> 01:29:03.000]  That's right.
[01:29:03.000 --> 01:29:08.000]  Joni Turner, a former prosecutor, a respected lawyer, JoniTurnerLaw.com.
[01:29:08.000 --> 01:29:11.000]  You can follow her on Twitter at JoniTurnerLaw.
[01:29:11.000 --> 01:29:17.000]  And ladies and gentlemen, if you've been shot at, if you've been fired, if you've been beat up, if you've been called a Nazi,
[01:29:17.000 --> 01:29:21.000]  especially if you've got a police report or whatever, you need to sign on to this lawsuit.
[01:29:21.000 --> 01:29:25.000]  Because I've been telling you, we need to sue and I'm going to sue.
[01:29:25.000 --> 01:29:28.000]  I'm just looking because we got a lot of really strong cases.
[01:29:28.000 --> 01:29:29.000]  I've been hurt bad.
