whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:39:04.000 --> 00:39:06.000]   No evidence Trump's doing that.
[00:39:06.000 --> 00:39:10.000]   But other presidents have actually planned that. It's come out.
[00:39:10.000 --> 00:39:12.000]   So it's reasonable for somebody to raise that.
[00:39:13.000 --> 00:39:18.000]   But when I raise it, that other forces might try to pull something like this, "Oh, it's insane."
[00:39:18.000 --> 00:39:21.000]   Well, they just can't have it both ways.
[00:39:21.000 --> 00:39:23.000]   Let's go to Frank.
[00:39:23.000 --> 00:39:27.000]   You know, Frank's gotten pretty famous. He's been calling in, I think, about 15 years or so.
[00:39:27.000 --> 00:39:30.000]   And I disagree with Frank on some of his politics.
[00:39:30.000 --> 00:39:35.000]   I mean, I don't disagree that the left's a bunch of anti-white racists, or trying to create a race war.
[00:39:35.000 --> 00:39:37.000]   It's very, very sad, but I don't want to sink to that level.
[00:39:37.000 --> 00:39:40.000]   And then he's the guy that, you know, was then mad at me one day.
[00:39:41.000 --> 00:39:44.000]   And Frank, I'm up here plugging products and selling things.
[00:39:44.000 --> 00:39:47.000]   That's how we fund our operation. They're trying to shut us down, Frank.
[00:39:47.000 --> 00:39:50.000]   I need your help, Frank. And Frank has inadvertently helped us.
[00:39:50.000 --> 00:39:52.000]   That's a very popular ad and brought a lot of support in.
[00:39:52.000 --> 00:39:54.000]   So I want to thank you for all your help, Frank.
[00:39:54.000 --> 00:39:56.000]   It became quite an internet meme.
[00:39:56.000 --> 00:39:58.000]   So, Frank, thanks for coming on.
[00:39:58.000 --> 00:40:02.000]   Hey, Alex. You know, I had a question for you.
[00:40:02.000 --> 00:40:05.000]   I got a text message several Fridays ago.
[00:40:05.000 --> 00:40:09.000]   It said, "Hey, Alex Jones is on, saying that it's his final broadcast."
[00:40:10.000 --> 00:40:12.000]   So I turned it on real quick, and I heard you say it myself.
[00:40:12.000 --> 00:40:16.000]   And I never heard another word about that. What was that about?
[00:40:16.000 --> 00:40:22.000]   Well, Frank, I believe that you have a good IQ, so I think you're taking a cheap shot.
[00:40:22.000 --> 00:40:24.000]   I didn't make the promo piece.
[00:40:24.000 --> 00:40:30.000]   They did a cinematic piece where it's post-free speech, and they're hunting people down and killing them.
[00:40:30.000 --> 00:40:36.000]   It's a very well-done piece, but I said I don't want to air it a lot, because it shows us cowering when they come to kill us.
[00:40:36.000 --> 00:40:38.000]   And I don't think patriots would do that.
[00:40:39.000 --> 00:40:45.000]   And so clearly, it then says at the end of it that this is the world they want to build.
[00:40:45.000 --> 00:40:47.000]   Let's not let that happen.
[00:40:47.000 --> 00:40:59.000]   So if you see something that, again, it's like if I dress up as the Joker, and I'm saying crazy things, it's called satire, or it's called science fiction.
[00:40:59.000 --> 00:41:06.000]   And so, actually, let's cue that piece up, because I love the work of the crew.
[00:41:07.000 --> 00:41:09.000]   But I didn't like the piece.
[00:41:09.000 --> 00:41:15.000]   They spent a lot of time and energy on it, because I said people with low IQs will be confused.
[00:41:15.000 --> 00:41:20.000]   And I said I don't like that we're cowering, getting killed for our free speech.
[00:41:20.000 --> 00:41:23.000]   I'm not an offensive guy, but I'm a defensive guy.
[00:41:23.000 --> 00:41:30.000]   If they're ever hunting people down and killing them for their speech in this country, it's time to take action like they did in 1776.
[00:41:31.000 --> 00:41:42.000]   So, Frank, are you joking, because I'm going to air that piece coming up at the start of the next hour for everybody to decide whether I was being deceptive.
[00:41:42.000 --> 00:41:50.000]   Alex, I actually have, as best I can recall, an above average IQ.
[00:41:50.000 --> 00:41:56.000]   And so you thought that piece with Infowars employees having their heads blown off was real?
[00:41:57.000 --> 00:42:04.000]   Well, I'm not on the internet, Alex. I got a text message. Somebody had just turned on your show. It said turn on Alex.
[00:42:04.000 --> 00:42:07.000]   Now you've got a point. And that's what I always tell the viewers.
[00:42:07.000 --> 00:42:11.000]   And I tell the crew. I go stop thinking everything's visual.
[00:42:11.000 --> 00:42:21.000]   Stop thinking that everything is, you've got to describe to radio listeners, you've got to narrate, because then sometimes things that are for TV sound real for radio.
[00:42:21.000 --> 00:42:24.000]   You got me, Frank. You're absolutely right about that.
[00:42:25.000 --> 00:42:28.000]   You're right. You couldn't see the text explaining that it was fiction.
[00:42:28.000 --> 00:42:32.000]   You're absolutely right. That's why I didn't like the piece. I had a bad feeling.
[00:42:32.000 --> 00:42:40.000]   A lot of us listen in over our telephones on a call in line. We don't even have an app. I listen in on this phone line.
[00:42:40.000 --> 00:42:46.000]   You know, you get unlimited minutes on a cell phone. I call into all these shows and listen to them day and night.
[00:42:46.000 --> 00:42:50.000]   Okay, well, you got me, Frank. Frank got me. You're absolutely right, Frank.
[00:42:51.000 --> 00:42:55.000]   I'm always saying that, you know, they're trying to take you down, so I figured they must have found some way to get you.
[00:42:55.000 --> 00:43:00.000]   By the way, why don't you, and I'll hold you over, why don't you plug, because I've got my foot in my mouth right now,
[00:43:00.000 --> 00:43:04.000]   because I forget that that service a bunch of people do for free for the show. It's very nice.
[00:43:04.000 --> 00:43:09.000]   One out of Michigan, I think one's out of Nevada, where you can call in and listen to the show over your phone.
[00:43:09.000 --> 00:43:11.000]   Tell folks how you do that. I forget.
[00:43:11.000 --> 00:43:19.000]   Well, I have to go into my phone. I've never memorized it. I've just got it plugged in as InfoWars on my phone on my contact list, but I can look it up.
[00:43:20.000 --> 00:43:25.000]   There's also a texting system we set up that I've never plugged on air that's tens of thousands signed up for regardless,
[00:43:25.000 --> 00:43:32.000]   where you just type in a pound message and then you get alerts when our articles or we go live.
[00:43:32.000 --> 00:43:36.000]   That is invaluable. That's someplace I've really dropped the ball, so thanks for mentioning that.
[00:43:36.000 --> 00:43:41.000]   Frank, stay there. I'm going to come back to you to get your take on the Christchurch situation,
[00:43:41.000 --> 00:43:45.000]   and I'll hurry through the callers from all over the country and all over the world.
[00:43:45.000 --> 00:43:47.000]   He got me. He really got me.
[00:43:48.000 --> 00:43:55.000]   By the way, I'm not criticizing the crew. It's a very well done, you know, Netflix style deal.
[00:43:55.000 --> 00:44:07.000]   It's just things are so serious nowadays. People don't get fiction, especially when it doesn't translate over radio, which is 70 percent of our audience.
[00:44:08.000 --> 00:44:23.000]   I'm Alex Jones, your host, NewsWars.com.
[00:44:23.000 --> 00:44:28.000]   It's not as censored as InfoWars, so it's easier to spread on Facebook, YouTube and Twitter.
[00:44:28.000 --> 00:44:30.000]   And folks have been doing that, so good job.
[00:44:31.000 --> 00:44:40.000]   All right, going back to Frank, and I'm glad we cleared that up because we did this fictional end of free speech police takeover video,
[00:44:40.000 --> 00:44:43.000]   which is well done, but I had an issue with it.
[00:44:43.000 --> 00:44:49.000]   And of course, it doesn't translate over radio, which is why I never aired it, which I guess when I was out of town, somebody did air it.
[00:44:49.000 --> 00:44:53.000]   We've always got to remember we are a radio show.
[00:44:54.000 --> 00:45:04.000]   Going back now to Frank, Frank, what's your view on this tragic situation out in New Zealand with the mass killing?
[00:45:04.000 --> 00:45:10.000]   Well, do you want me to give you that number? I was going to do that as a favor to you for taking my call.
[00:45:10.000 --> 00:45:19.000]   If you want to give that number real quick where people, if they're out on the road or somewhere, they can secretly listen in over their phone.
[00:45:19.000 --> 00:45:21.000]   Yes, tell folks about it.
[00:45:22.000 --> 00:45:30.000]   Okay, it's area code 605-562-4029.
[00:45:30.000 --> 00:45:33.000]   And I've been using these numbers for a number of years.
[00:45:33.000 --> 00:45:39.000]   A lot of shows have them, and if you have unlimited minutes, there's no charge for it.
[00:45:39.000 --> 00:45:42.000]   At least not through Verizon. You may want to check your...
[00:45:42.000 --> 00:45:45.000]   And you can just plug your phone into a speaker and then it's great.
[00:45:45.000 --> 00:45:49.000]   Yeah, I use my phone as a radio day and night all the time.
[00:45:50.000 --> 00:46:02.000]   No, that's right. In fact, they just brought me the numbers. It's 605-562-4029, 512-646-5000, 605-475-5800.
[00:46:02.000 --> 00:46:11.000]   We should create a site on the listen page that has this, that also has the text alerts that you can get to your phone for news or when we go live.
[00:46:11.000 --> 00:46:13.000]   These are all the things I should be plugging more so.
[00:46:14.000 --> 00:46:20.000]   Thanks for bringing it up, Frank. And I do see your point about that not being suitable for radio because it didn't translate. And I apologize.
[00:46:20.000 --> 00:46:22.000]   Now, what's your take on Christchurch?
[00:46:22.000 --> 00:46:30.000]   Well, you know, I'm not on the internet these days. And I listen to a lot of alternative media.
[00:46:30.000 --> 00:46:38.000]   And I watch NBC World News Tonight, ABC World News Tonight. I try and watch four or five times a week.
[00:46:39.000 --> 00:46:53.000]   And every night, I heard them say two of the individuals that they thought were involved in the shooting initially have been "cleared" and released.
[00:46:53.000 --> 00:47:01.000]   And it's just funny, you know, it follows a pattern that I've observed over the years ever since these shootings started becoming a big thing.
[00:47:02.000 --> 00:47:10.000]   And there's always these reports. I know about the fall of the war and all that, but there's always these reports of multiple shooters, multiple people involved.
[00:47:10.000 --> 00:47:18.000]   And I always have to wonder, are these handlers? And I don't know. I wasn't there. I'm never going to know what really happened or whatever.
[00:47:18.000 --> 00:47:23.000]   But I know one thing, I can't trust the media. And unfortunately, I can't trust my own government.
[00:47:24.000 --> 00:47:34.000]   I was in a deposition last week on the Sandy Hook lawsuits, and they kept getting me trying to say that it was cameramen that were arrested in the woods by Sandy Hook in tactical gear.
[00:47:34.000 --> 00:47:45.000]   And I'm like, no, it was in the news. As soon as I got out of the deposition, I pulled up the video, I pulled up the articles, where it said that a local cop was in tactical gear from a drill in the woods, but got released.
[00:47:45.000 --> 00:47:50.000]   That happened. But they were trying to get me to say it didn't happen. It was crazy.
[00:47:53.000 --> 00:48:04.000]   I remember hearing that live that morning. So I don't know what happened, but I'll be honest with you, from what I hear about this guy's manifesto, I would be considered a white nationalist.
[00:48:04.000 --> 00:48:13.000]   Of course, a lot of people would smear me as a white supremacist, which would be inaccurate because I believe in the diversity of life of all things.
[00:48:14.000 --> 00:48:34.000]   But as a white nationalist, I take my own country's interests first. And I think our country as being engineered to go through a significant change of demographics, which is, I believe, ultimately going to change the nature of the-
[00:48:35.000 --> 00:48:44.000]   I'm going to come back to you on the other side in one minute. We got Will Johnson coming on, and he'll take calls while he's on. And he's a black guy, an American, a patriot. And he'll say there's a war on white people.
[00:48:44.000 --> 00:48:55.000]   But just because there's a war on white people doesn't mean all the "minorities" are involved in it. I agree they're attempting in the media to target whites and that white genocide's going on.
[00:48:55.000 --> 00:49:03.000]   But what's the bigger picture? What's that really about? Instead of us all at the grassroots hating each other, who's pulling the strings? Stay there, Frank.
[00:49:05.000 --> 00:49:11.000]   [music]
[00:49:11.000 --> 00:49:23.000]   We now take you live to the Central Texas Command Center in the heart of the resistance, rallying patriots worldwide.
[00:49:23.000 --> 00:49:30.000]   You're listening to The Alex Jones Show.
[00:49:30.000 --> 00:49:36.000]   [music]
[00:49:36.000 --> 00:49:45.000]   All right, if you read the manifesto of Brenton Tarrant, he says, "I'm an eco-fascist. There's too many people. I want a global race war to reduce population."
[00:49:45.000 --> 00:49:53.000]   I went over his whole manifesto Friday, showed you where he says it. "And I want to trigger people to kill each other." Well, that's a false flag.
[00:49:54.000 --> 00:50:00.000]   When you go do an event to get other people to do what you want, and to blame a group that you're not really with, that's a false flag.
[00:50:00.000 --> 00:50:07.000]   And Rush Limbaugh pointed out that a lot of people are saying that's what's happening, as he read from a Paul Joseph Watson article from Infowars.com.
[00:50:07.000 --> 00:50:15.000]   We're going to go back to Frank and your calls right now. Appreciate folks holding. But here is that particular clip from Limbaugh Friday.
[00:50:16.000 --> 00:50:26.000]   The shooter's objective here was to divide. I mean, another thing that happens here when these events happen, you have all kinds of speculation that erupts.
[00:50:26.000 --> 00:50:36.000]   And there is an ongoing theory, Mr. Snirdeley, correct me if I'm wrong about this, there's an ongoing theory that the shooter himself may in fact be a leftist
[00:50:37.000 --> 00:50:49.000]   who writes the manifesto and then goes out and performs the deed purposely to smear his political enemies, knowing he's going to get shot in the process.
[00:50:49.000 --> 00:50:58.000]   And you can't immediately discount this. The left is this insane, they are this crazy.
[00:50:58.000 --> 00:51:04.000]   And then if that's exactly what the guy's trying to do, then he's hit a home run because right there on Fox News,
[00:51:05.000 --> 00:51:09.000]   the shooter is an admitted white nationalist who hates immigrants.
[00:51:09.000 --> 00:51:18.000]   Let's stop right there. The whole thing is written to get people fighting. The media goes with his exact line, working with him.
[00:51:18.000 --> 00:51:24.000]   Facebook's down before it happens, so it goes right back up as it happens. YouTube is now totally censoring.
[00:51:24.000 --> 00:51:30.000]   NPR, CNN this weekend, censor Alex Jones. It's everywhere. They're making their move.
[00:51:31.000 --> 00:51:35.000]   So Frank, listen, I get the fact that they're trying to make us a divided nation.
[00:51:35.000 --> 00:51:41.000]   They're trying to make Hispanics be in their own group, blacks in their own group, whites in their own group, like we're all prisoners.
[00:51:41.000 --> 00:51:47.000]   And you hear black students wanting to segregate colleges and high schools. That's the opposite of Martin Luther King.
[00:51:47.000 --> 00:51:51.000]   It didn't mean segregation, desegregation didn't have its problems.
[00:51:51.000 --> 00:51:59.000]   But there's the Christian ethos of all of us being unified by Christ, and that could expand to free market or private property.
[00:52:00.000 --> 00:52:05.000]   I don't see a divided world fighting over what color we are having any future.
[00:52:05.000 --> 00:52:11.000]   I get that's how we're designed. We're primitive, all of us. It's tribalism. We're being programmed.
[00:52:11.000 --> 00:52:16.000]   It was the West that tried to end all this race stuff. Now they're using our strength against us.
[00:52:16.000 --> 00:52:21.000]   I'm not going to project onto the minorities that they're godlike. They're going to be better than white people.
[00:52:21.000 --> 00:52:26.000]   No, the truth is they're just as apt or more so to be racist. So it's a disastrous situation.
[00:52:27.000 --> 00:52:32.000]   But you read the WikiLeaks, and they say we're going to create racial and cultural division to control people.
[00:52:32.000 --> 00:52:40.000]   So I get they're doing it. So the average pundit on CNN who's black or Hispanic sounds way more racist than David Duke.
[00:52:40.000 --> 00:52:44.000]   I get that I'm not going to be a hypocrite and go, oh, David Duke, he's the devil.
[00:52:44.000 --> 00:52:51.000]   When these people are even worse than David Duke, according to their own cosmology, they're saying any race-based system's evil.
[00:52:51.000 --> 00:52:55.000]   Then they're totally race-based, saying whites are inherently evil.
[00:52:56.000 --> 00:53:01.000]   I've got five clips just this weekend, I haven't even gotten to, on mainstream news. Where's my video clip list?
[00:53:01.000 --> 00:53:11.000]   Where they're saying whites are inherently bad. I mean, you've got the New York Times board member saying whites are subhuman goblin creatures that live in holes.
[00:53:11.000 --> 00:53:16.000]   But it's not the average black person or Hispanic person or Asian person doing this.
[00:53:16.000 --> 00:53:24.000]   It's evil, manipulative globalists. So that's my point. What is your point on this and where you see this going in Christchurch?
[00:53:25.000 --> 00:53:33.000]   Well, I've had conversations with Muslims, the nice Muslims. You can have an intelligent conversation with them.
[00:53:33.000 --> 00:53:40.000]   This one guy, he's a doctor, PhD. And he tells me, honestly, he says, look, Frank, you don't have anything to worry about.
[00:53:40.000 --> 00:53:50.000]   You just live your life. It's going to happen. We are coming to America. We are eventually going to take over, but it's not something you need to worry about.
[00:53:51.000 --> 00:53:59.000]   This is going to take time. OK, they admit this. And the people that know they teach it in all their mosques, there's going to be three billion of them in five years.
[00:53:59.000 --> 00:54:05.000]   Exactly. And if you're a man and join them, you can slap women around and throw them off cliffs. I don't want to do that. Exactly.
[00:54:05.000 --> 00:54:11.000]   Once their numbers grow, everything's going to change. They're going to start placing demands. OK.
[00:54:11.000 --> 00:54:20.000]   And you call it the Jewish mafia. I call it organized Jewry. They are the ones primarily who are behind this.
[00:54:21.000 --> 00:54:27.000]   You just check the names. That's what I do. I just I just go check the names of all the people that are driving this.
[00:54:27.000 --> 00:54:32.000]   They admit they want to destroy the white race. They're like the white race has to be destroyed.
[00:54:32.000 --> 00:54:39.000]   I have pointed out when I talk to Jewish when I talk about the Jewish mafia.
[00:54:39.000 --> 00:54:46.000]   I'm saying there's organized crime in every group. So there are Jews that are doing some bad out there, but that's the Jewish mafia.
[00:54:47.000 --> 00:54:50.000]   I don't believe a Jewish mafia runs the planet. I don't believe a Chinese mafia runs the planet.
[00:54:50.000 --> 00:54:58.000]   I don't believe an Anglo mafia runs the planet. An evil mafia of evil people who tend to be pedophiles all work together.
[00:54:58.000 --> 00:55:04.000]   I mean, here's the thing. How do you respond to China? If any one racial groups dominating and taking over, it's the Chinese.
[00:55:04.000 --> 00:55:10.000]   It's not their people. You know, they're under enslavement. But but I mean, people always say I'm covering up for Israel.
[00:55:11.000 --> 00:55:20.000]   I'm not covering up for Israel. I want to get past names of people and make it about ideology, because then I can get no matter what color you are or where you came from.
[00:55:20.000 --> 00:55:26.000]   If I can get you into free market capitalism and free speech and Second Amendment, then we're going to win.
[00:55:26.000 --> 00:55:30.000]   I'm just trying to sell ideology over race. Does that make sense?
[00:55:31.000 --> 00:55:42.000]   I believe that China and Israel and organized terrorism have been hooked at the hips for probably 100 plus years.
[00:55:42.000 --> 00:55:48.000]   This was all planned out a whole long time ago, and they do it for their own interests, their separate interests.
[00:55:48.000 --> 00:55:53.000]   I mean, the symbiotic relationship, I don't know exactly where it's going.
[00:55:54.000 --> 00:56:03.000]   I know this. There is a war on white people. I mean, the news sounds just like Hitler saying Jews and others are doing this.
[00:56:03.000 --> 00:56:09.000]   Hitler said Jews are evil and they're setting up evil systems to destroy us and they're taking over.
[00:56:09.000 --> 00:56:14.000]   And there were all the evil comes from and they're the bad people and they have Jewish privilege and they're the bad guys.
[00:56:14.000 --> 00:56:19.000]   You turn on CNN, just take Jew out of the name and they're saying it about white people.
[00:56:20.000 --> 00:56:27.000]   And it's going on. And so this is Hitlerian against white Christians.
[00:56:27.000 --> 00:56:32.000]   Because white Christians created a system that Martin Luther King and others picked up.
[00:56:32.000 --> 00:56:38.000]   Martin Luther King Jr. of unifying us around ideas, not what color we are, which creates unity and prosperity.
[00:56:38.000 --> 00:56:42.000]   And so I agree there's an attempt to bring racism into play for control.
[00:56:42.000 --> 00:56:45.000]   But I think it's being done because it sabotages culture.
[00:56:46.000 --> 00:56:50.000]   And all I'm saying is I don't believe getting more into racism is going to fix it.
[00:56:50.000 --> 00:56:55.000]   I agree we should defend our identity. I like St. Paddy's Day, even though I'm a little bit Irish.
[00:56:55.000 --> 00:56:58.000]   Because it's one of the few holidays you can celebrate and it's okay to be European.
[00:56:58.000 --> 00:57:01.000]   So I'm all about celebrating everybody's heritage.
[00:57:01.000 --> 00:57:09.000]   But at the same time, I think if we become like the races we're fighting, we've fallen into the social engineer's plan. What do you think?
[00:57:10.000 --> 00:57:16.000]   We white nationalists, believe it or not, we actually have people that call in. They listen to our shows.
[00:57:16.000 --> 00:57:23.000]   And they actually will call in sometimes and say, "You know what? You guys are right. We've got a Mexican guy. He came here illegally.
[00:57:23.000 --> 00:57:31.000]   And he actually agrees with white nationalism. He says, "You guys really ought to stand up for yourselves. We have a Jewish guy that calls in."
[00:57:32.000 --> 00:57:40.000]   He no longer considers himself Jew, but he calls in and says, "You guys are absolutely right in everything you say."
[00:57:40.000 --> 00:57:44.000]   Let me ask you this, because the globalists are starting a fight they're not going to win.
[00:57:44.000 --> 00:57:51.000]   You turn on CNN or MSNBC, it's literally 1937 Nazi Germany, but just the inverse.
[00:57:51.000 --> 00:57:56.000]   Where do these people think that's going? It's certainly radicalizing white people.
[00:57:57.000 --> 00:58:06.000]   I abhor violence. I abhor murder, death, massacres. I don't even like killing any living thing. I don't even hunt. I'm a veteran.
[00:58:06.000 --> 00:58:16.000]   I abhor violence like that. But at some point, what are we supposed to do?
[00:58:17.000 --> 00:58:33.000]   If we love our heritage, if we love the ideals, the best part of the ideals that America we thought were built on, what are we supposed to do if all that's going to be taken away?
[00:58:33.000 --> 00:58:42.000]   Well, there's no doubt that America's openness and the Christian ethos of the abolitionist movement has been betrayed by the Democrats, who were the racist KKK party then.
[00:58:43.000 --> 00:58:49.000]   And they're doing it again. Frank, I appreciate your call. I don't normally have a caller on for three segments, but it's important to hear those ideas out.
[00:58:49.000 --> 00:58:55.000]   We've got loaded phones. I'll get to all of you. Most talk shows give people like 30 seconds. I give people like 10 minutes.
[00:58:55.000 --> 00:59:00.000]   We'll get to all of you, and we have Will Johnson coming on. We'll get his take straight away. Stay with us. Everybody stay right there.
[00:59:00.000 --> 00:59:28.000]   [MUSIC]
[00:59:29.000 --> 00:59:35.000]   Will Johnson is an amazing investigative journalist, reporter, and activist in his own right. He also does some work for Infowars.com.
[00:59:35.000 --> 00:59:38.000]   He's going to ride shotgun with us 15 minutes to the next hour. We're 15 minutes behind today.
[00:59:38.000 --> 00:59:46.000]   And Vox Day is coming on. He really thinks this is a false flag out in Christchurch, New Zealand. Thinks it's a false flag.
[00:59:46.000 --> 00:59:55.000]   Even Rush Limbaugh has come out and said the guy says he's a leftist, he's an eco-fascist, he wants to exterminate the population, to lower the population.
[00:59:56.000 --> 01:00:01.000]   He's got a race war going. And it's all hiding in plain view is what's so frustrating to me.
[01:00:01.000 --> 01:00:08.000]   Is that yes, the media is promoting that white people are inherently evil. That is the opposite of what Martin Luther King said, and is a total fraud.
[01:00:08.000 --> 01:00:13.000]   Judge people according to what color they are, not according to their deeds and what they stand for.
[01:00:13.000 --> 01:00:19.000]   It's asinine on its face, but that's how this works. That's how these groups do this.
[01:00:20.000 --> 01:00:26.000]   And then you get enough media globally saying whites are evil, they need to be exterminated, they need to be gotten rid of.
[01:00:26.000 --> 01:00:32.000]   The New York Times editorial board saying they're cave creatures, goblins in holes, can't wait till they're all dead.
[01:00:32.000 --> 01:00:39.000]   You're going to start eliciting a violent response, which is exactly what the globalists want.
[01:00:39.000 --> 01:00:48.000]   That's exactly what they want. It's simple. What does Brenton Terence say in his manifesto?
[01:00:49.000 --> 01:00:55.000]   He says, I want to start a global race war to reduce population.
[01:00:55.000 --> 01:01:02.000]   So did he have help? How do you get the guns in Australia? There's no discussion four or five days later of that.
[01:01:02.000 --> 01:01:05.000]   That's a big telltale sign. Four days later.
[01:01:05.000 --> 01:01:11.000]   And now they're saying get rid of free speech. And now they're saying stop live streaming of everybody.
[01:01:11.000 --> 01:01:17.000]   So now it gets really, really suspicious that he probably had help because they're not discussing where the guns come from.
[01:01:18.000 --> 01:01:20.000]   And the rest of it, just we're going to take your guns.
[01:01:20.000 --> 01:01:23.000]   But then you have somebody calling, he says, is a white nationalist earlier.
[01:01:23.000 --> 01:01:27.000]   He's a veteran and he's hearing people say, I'm evil. They're coming to get me.
[01:01:27.000 --> 01:01:32.000]   I don't want to kill anybody. But what do I do? It's falling into the trap.
[01:01:32.000 --> 01:01:37.000]   You've got to expose how they're putting two Vietnamese or Chinese fighting fish.
[01:01:37.000 --> 01:01:41.000]   Can we cue up that James Bond clip from Russia with Love for the next segment?
[01:01:42.000 --> 01:01:48.000]   They're going to attack each other. And once one's dead, the others hurt. Then the other one comes in.
[01:01:48.000 --> 01:01:53.000]   We need to be talking about the third fish and about the larger plan.
[01:01:53.000 --> 01:01:56.000]   Or are we just so dumb they're going to play us off against each other?
[01:01:56.000 --> 01:02:02.000]   How the British in the great games, what they called it, played Pakistan and India off against each other for hundreds of years.
[01:02:02.000 --> 01:02:10.000]   And a few thousand British troops were able to control 50 times their number because they played groups of golf against each other.
[01:02:11.000 --> 01:02:15.000]   Will Johnson of Unite America First dot com. You also do work for News Wars dot com.
[01:02:15.000 --> 01:02:19.000]   Thank you so much for joining us. I want to get your fresh take on this whole situation.
[01:02:19.000 --> 01:02:24.000]   But I tell you, the whole media is piled onto this now. And that's really suspicious.
[01:02:24.000 --> 01:02:30.000]   Yeah, you're absolutely right. Thank you for having me on again, Alex. It's an honor to be here.
[01:02:30.000 --> 01:02:35.000]   Thank you. You know what? You know what? This is I like to look at it like this.
[01:02:36.000 --> 01:02:42.000]   White genocide. And the whole objective is to go after white people. What's the common denominator with all of this?
[01:02:42.000 --> 01:02:50.000]   Every time there's a racial tension or there's a racist incident or anything that ever takes place across the country.
[01:02:50.000 --> 01:02:55.000]   And now the world is always the common denominator is white people.
[01:02:55.000 --> 01:03:00.000]   They never talk about what Muslims do this. They never talk about when black people do this.
[01:03:01.000 --> 01:03:07.000]   They never talk about when Hispanics do it. They only talk about racist issues when it's white people.
[01:03:07.000 --> 01:03:15.000]   Why is it always white people? They act as if white people are the only ones that commit these horrendous crimes.
[01:03:15.000 --> 01:03:26.000]   I mean, it's like unbelievable insanity that they are brainwashing so many people at a micro level and people don't even see it.
[01:03:27.000 --> 01:03:33.000]   And that's the amazing part about all this. You know, they were killing black babies and white babies, Hispanic babies, but largely black babies.
[01:03:33.000 --> 01:03:43.000]   But see, that is not enough. Now they want to go on and move towards white people, demonize white people, make white people out to be the villains for everything.
[01:03:43.000 --> 01:03:50.000]   And it's not even true. I mean, so there's so many white people in America that have helped me.
[01:03:51.000 --> 01:03:57.000]   Why would I sit there and think that what the media is telling me that all of a sudden all these white people are the problem?
[01:03:57.000 --> 01:04:04.000]   It is a total lie. And they're using this to get at everybody. You know, and it's absolutely, you know, for the most part, it's working.
[01:04:04.000 --> 01:04:10.000]   If you turn on the liberal media like CNN, MSNBC, especially like Don Lemon, I'm calling Don Lemon out.
[01:04:10.000 --> 01:04:14.000]   He is the main one that's out there talking about that white supremacist is on the rise.
[01:04:15.000 --> 01:04:22.000]   They're attacking everybody that they can, that is white. I mean, the way they attacked you, the way they attacked the president, they attack everybody.
[01:04:22.000 --> 01:04:28.000]   The common denominator is white people. It's always white people when it comes to them. And it's a total lie.
[01:04:28.000 --> 01:04:40.000]   They keep pushing this information out. And that's why the information war is so key, because they know that if you have someone such as yourself, such as myself,
[01:04:41.000 --> 01:04:46.000]   sitting with each other, talking about the absolutely things that they're doing, that is a problem to them.
[01:04:46.000 --> 01:04:51.000]   You just said it. That's why they want to shut us all down, because we all just want to live in peace. We don't. It's all lies.
[01:04:51.000 --> 01:04:57.000]   It's totally made up. Ninety nine percent of people aren't racist and don't want to kill each other. We're sick of it.
[01:04:57.000 --> 01:05:00.000]   But they're forcing the poison down our throats.
[01:05:00.000 --> 01:05:07.000]   You know, Jesse Smollett is a prime example. Magga country. It is a false flag.
[01:05:08.000 --> 01:05:14.000]   So really, you're going to have two white men at 2 a.m. in the morning, sub zero degrees is absolutely freezing outside.
[01:05:14.000 --> 01:05:19.000]   It just so happened to yell out Empire, Magga country waiting on Jesse Smollett.
[01:05:19.000 --> 01:05:23.000]   How ignorant do they think that we really are? How stupid do they think we are?
[01:05:23.000 --> 01:05:28.000]   That's got to be like one in a trillion, 230 in the morning, sub zero.
[01:05:28.000 --> 01:05:32.000]   And then you attack the very guy from Empire and say it to him.
[01:05:33.000 --> 01:05:36.000]   Yes. And, you know, he come out and said it's white people.
[01:05:36.000 --> 01:05:46.000]   See, the thing is, had he won, had he gotten away with it, he would have went on and got awards and say, you're so brave for standing up and talking about your story.
[01:05:46.000 --> 01:05:53.000]   But it completely backfired on him. And even that false flag, I truly believe that the Democrats had something to do with it.
[01:05:53.000 --> 01:05:57.000]   That's why they don't want to see the phone records. That's why they redacted most of them.
[01:05:58.000 --> 01:06:07.000]   They're not even sharing them because I truly believe now I don't have any proof of it, but I truly believe that the Democrats, they played a part in it some kind of way for this false flag.
[01:06:07.000 --> 01:06:13.000]   And another thing. New Zealand, what took place there is absolutely horrible.
[01:06:13.000 --> 01:06:17.000]   And our prayers go out to the people that lost lives and their families.
[01:06:17.000 --> 01:06:21.000]   Did you think about why did it happen now?
[01:06:21.000 --> 01:06:25.000]   You know, this is me and I'm not saying this conspiracy theory or anything, but this is me.
[01:06:26.000 --> 01:06:36.000]   It makes me wonder why did it happen now, right after the Democrats had to do an entire resolution just to say that they're not anti-Semitic or to get the perception that they're not anti-Semitic.
[01:06:36.000 --> 01:06:45.000]   And then all of a sudden this happens. Not to mention, I've seen reports where there was just days before this took place that John Podesta was there.
[01:06:45.000 --> 01:06:48.000]   I've got the video. He was absolutely there.
