[00:00.000 --> 00:28.800]  InfoWars, tomorrow's news today.
[30:57.120 --> 31:00.640]  our funding problems will be over. Please take action now. I've got some good news.
[31:01.520 --> 31:08.480]  Our high quality supplements really work and we have about an 80% reorder rate with customers.
[31:08.480 --> 31:14.160]  That's the good news. They're amazing. The bad news is around 1% or a little less of our actual
[31:14.160 --> 31:19.040]  viewers and listeners ever go to info war store.com and ever actually buy the products. So you're
[31:19.040 --> 31:24.480]  missing out on these products. Plus it funds the info war. Think of what we've done with just 1%
[31:24.480 --> 31:29.760]  of our massive audience actually buying products. Think what would happen if those of you on the
[31:29.760 --> 31:35.440]  fence actually went to info war store.com and got some of these amazing products. I would recommend
[31:35.440 --> 31:40.320]  turmeric 95 for your joints, your bones, inflammation to get one of the biggest effects.
[31:40.320 --> 31:45.840]  So you reorder and see how great it is. Also, we've got the super high quality full spectrum
[31:45.840 --> 31:50.640]  CBD oil. That's so good for your neurological systems, your brain, your joints, your bones as
[31:50.640 --> 31:56.000]  well, or real red pill plus just go try the product funding info war and help us defeat
[31:56.000 --> 32:03.040]  the roller together. Info war store.com. I'm a huge believer in information. I watch info wars
[32:03.040 --> 32:07.280]  every day and follow Alex Jones closely. You know why? He can put you ahead of the curve and he's
[32:07.280 --> 32:12.880]  been demonized as a conspiracy theorist. Think about how frustrated we are. If you've been awake
[32:12.880 --> 32:17.200]  for a year or two, imagine being like an Alex Jones or those guys who've been awake for like
[32:17.200 --> 32:24.400]  decades. Alex has been right on for over a decade. This is reality. It just
[32:26.400 --> 32:30.400]  is stranger than fiction. The revolution of peaceful information is coming,
[32:30.400 --> 32:34.320]  and when it comes time, you people are gonna be brought to punish. You're lying to the public.
[32:34.320 --> 32:40.000]  It's disgusting. The media continues to misrepresent what I've said. He may be America's
[32:40.000 --> 32:45.760]  best known conspiracy theorist. Alex Jones has the largest audience in the country,
[32:45.760 --> 32:49.840]  bigger than any of the networks, the biggest megaphone in the country.
[32:49.840 --> 32:53.120]  We're gonna get fired up about the real things, the things that matter.
[32:57.680 --> 33:05.120]  Burning hell, New World Order. Leading a frontal assault on the lies of the New World Order.
[33:05.120 --> 33:14.480]  It's Alex Jones.
[33:21.120 --> 33:28.480]  Defending the republic from enemies foreign and domestic. It's Alex Jones.
[33:35.120 --> 33:44.640]  You know, supporting President Trump eight years ago has been really hard for me. I've been
[33:44.640 --> 33:49.440]  attacked, I've been demonized, I've been lied about, and that makes it even more frustrating
[33:49.440 --> 33:55.760]  when he does the wrong thing. And so again, I don't think he's our savior. Jesus Christ is our savior.
[33:55.760 --> 34:01.200]  But I'll say this, the things he's saying will irrevocably damage the New World Order and their
[34:01.200 --> 34:06.400]  agenda and will be picked up by world leaders everywhere against the New World Order agenda.
[34:06.400 --> 34:13.440]  So the victory of getting globalism in the deep state out in the open is unrivaled and is
[34:13.440 --> 34:19.200]  unprecedented. Don't make any mistake about that. He's not under their control. They're scared as
[34:19.200 --> 34:25.440]  hell of him. He's got major problems though. Because he wanted to be the savior when they
[34:25.440 --> 34:30.160]  said, sir, we got a lockdown forever. He said, no, I'll warp speed it. Even though they already
[34:30.160 --> 34:35.200]  had made the vaccine and they brought him that plan. But so he could be the savior,
[34:36.160 --> 34:40.560]  he went along with it and now won't admit he's wrong. I'll criticize him till the day I die for that.
[34:42.480 --> 34:45.360]  But everything else he's doing is completely pissing them off.
[34:46.720 --> 34:49.360]  So I ask the listeners, do we just sit back and support
[34:50.640 --> 34:53.040]  some other Republican that's going to lay down to the New World Order?
[34:53.040 --> 35:01.040]  Now look, I'm no rocket scientist, but I am a political analyst that's proven I know what I'm
[35:01.040 --> 35:09.840]  talking about. And the delusional left when they went after Trump again did not realize what would
[35:09.840 --> 35:14.080]  make him explode in popularity, which has now happened in all the polls. Even the New York
[35:14.080 --> 35:18.400]  Post, it's the mouth of the Republican party. You know, the New York Times, the Washington Post,
[35:18.400 --> 35:22.640]  the Democratic Party and said, oh, look, the Santa's top donors say, sit it out.
[35:23.680 --> 35:30.320]  You're not the guy. Trump is pulled into the pole position. He's like a transgender swimmer,
[35:31.520 --> 35:37.120]  you know, winning a 200 yard race by 100 yards against women. By the way, that just happened
[35:37.120 --> 35:43.040]  again a few days ago. We have video of it. This gigantic dude like blasts all these women.
[35:43.040 --> 35:47.920]  I mean, he could compete against the best dudes, but he wants to like wipe these women out.
[35:47.920 --> 35:50.320]  He won by an entire hundred yards.
[35:54.560 --> 35:58.480]  And that's where Trump is. That's why last week I'm like, what the hell are you doing
[35:58.480 --> 36:04.560]  with baseball bats on TV and talking about death and destruction? You're going to win, man.
[36:05.760 --> 36:11.840]  The only hope they've got is getting us violent. And again, I spent an hour bitching at Trump
[36:11.840 --> 36:15.040]  about that. When he's wrong, he's wrong because here's the deal. I'm not going to sit here and
[36:15.040 --> 36:20.720]  kiss his ass. I don't want to go to Mar-a-Lago and sit around like, you know, at some debutante
[36:20.720 --> 36:25.360]  rally. I don't want to be part of the power structure. I want freedom. I want the globalist
[36:25.360 --> 36:31.600]  off our backs. And if Trump will do it, great. But gut level, I know that if he's able to get in,
[36:31.600 --> 36:34.160]  which I think they'll kill him, I actually think he won't be able to get in. I'll be honest with
[36:34.160 --> 36:41.920]  you right now. If he's able to get back in, it's curtains for the deep state. He's going to go
[36:41.920 --> 36:47.920]  after them so hard it'll make your head spin. The problem is they know that. So we should have a
[36:47.920 --> 36:54.560]  large discussion about that right now. We've got loaded phone lines, Jason, Carlos, Michael, Anthony,
[36:54.560 --> 37:04.640]  Roberto, Killer, Savage, Ignacio, Julio, Candace, and others. So here's the deal. We're six minutes
[37:04.640 --> 37:08.080]  to break. I'm going to take at least five calls. So have your point ready. I'll move to the next
[37:08.080 --> 37:14.560]  person. Thanks for calling Jason in Corpus Christi, Texas. Yeah, it's a long time no talks. I totally
[37:14.560 --> 37:21.120]  agree with you 100% on all this. You know, I used to love Trump. I hated him. Starting to love him
[37:21.120 --> 37:26.080]  again. All the right things he's saying. I don't care who it is. We just got to get behind someone
[37:26.080 --> 37:33.440]  and just keep marching forward because we can't let these assholes win. So why are you supporting
[37:33.440 --> 37:39.280]  Trump? Because I actually listened to him. And when I listened to his speech last night,
[37:39.280 --> 37:43.680]  like you said, he's not, he's no globalist. He's no nobody. He's fighting and I'm standing
[37:43.680 --> 37:50.480]  behind him 100%. And again, you get my point. That type of rhetoric hurts the new order so bad. I
[37:50.480 --> 37:54.640]  mean, you know, words at that level, exposing they're the enemy and the bad guys. You couldn't
[37:54.640 --> 37:59.120]  ask for something better. I mean, that is devastating. That's why they want you, Mr. Jones,
[37:59.120 --> 38:03.280]  the same thing. They want us all and they ain't going to get it. So time to saddle up,
[38:03.280 --> 38:10.080]  boys. Let's go to work. I hear you. I'm saying it right now. I support Trump fighting World War
[38:10.080 --> 38:13.920]  III and I support Trump. You know, DeSantis came out and said he was anti-war a week ago,
[38:13.920 --> 38:19.200]  two weeks ago. Now he came out and said he loves war. So I don't like that out of DeSantis.
[38:19.200 --> 38:22.720]  Jason in Arlington, Texas. You're on the air. You think Trump's a Judas Goat. Tell us about it.
[38:23.680 --> 38:25.840]  Hey Alex, you hear me okay? Yes, sir. Thanks for calling.
[38:26.800 --> 38:33.520]  Okay. So I think Trump is a new version of Operation Trust. I think that the corrupt system
[38:33.520 --> 38:37.760]  knew that their cover was blown. They know that they have about a single digit approval rating.
[38:37.760 --> 38:42.960]  You said that many times. So they needed a controlled opposition operative to pacify any
[38:42.960 --> 38:47.680]  real resistance. And that's exactly what Trump does because he never gets at the real issues,
[38:47.680 --> 38:53.040]  the federal reserve, the military industrial complex. Ron Paul, I think Trump is wearing
[38:53.040 --> 38:58.720]  the mask of Ron Paul. And the system stopped Ron Paul because they knew he was real. Same
[38:58.720 --> 39:04.320]  thing with Ross Perot. Those were real guys. Trump has always been a part of this system.
[39:04.320 --> 39:09.600]  There's even a really interesting video of Sammy DeBol Gravano on YouTube where he says
[39:09.600 --> 39:15.120]  back in the day he tried to shake down Trump, but couldn't because Trump was surrounded by FBI.
[39:15.120 --> 39:20.640]  So he's had FBI around him for basically his whole career. Now Alex, you are the real thought
[39:20.640 --> 39:27.440]  leader. Okay. Trump needed you. You don't need Trump. Trump came and bent the knee to you because
[39:27.440 --> 39:34.480]  he needed your audience. He needed to get the Patriots on his side, but he is not real. He is
[39:34.480 --> 39:39.040]  Operation Trust 2.0 because the system is way more sophisticated than we give them credit for.
[39:39.040 --> 39:44.240]  They know what they're doing. They needed to mislead the resistance. That's my main point.
[39:44.880 --> 39:51.600]  The only way you're right, and you could be, is that we take the horrible Democrat attacks
[39:51.600 --> 39:55.360]  on Trump as if they're the full deep state. They're not the full deep state. They legitimately
[39:55.360 --> 40:00.240]  don't like him. But I think you're right that at a certain level, part of the deep state
[40:00.240 --> 40:05.120]  is opposition to the leftist and that Trump's their guy. I just don't know if Trump actually
[40:05.120 --> 40:08.800]  knows that because I know Trump. I've talked to him a ton. I know folks that know him well.
[40:08.800 --> 40:12.320]  There is nobody, brother, telling him what to do. I mean, let me tell you.
[40:13.360 --> 40:16.800]  So you could say he serves a bad element or something at some point,
[40:16.800 --> 40:23.600]  but he makes all his own decisions. So, I mean, he may be getting played or something,
[40:23.600 --> 40:27.600]  but I don't think he consciously is trying to sell the country out. What do you think?
[40:29.520 --> 40:33.920]  The phrase that you coined, geniusly, back in the day, the left-right paradigm,
[40:34.880 --> 40:40.720]  um, it's fake. It doesn't exist. So they had to create an anti-system character
[40:41.600 --> 40:46.320]  to corral everyone. And that's totally what Jan Six was. I mean, look at the cue shot and look
[40:46.320 --> 40:51.440]  at that situation where he came in just like a complete idiot. To me, that was a crisis actor.
[40:51.440 --> 40:54.240]  To me, that was someone that the system put in there for a photo op.
[40:54.240 --> 40:59.440]  Yeah, but we now know he's in jail and got set up. But I hear your point. I appreciate your call.
[40:59.440 --> 41:01.920]  Carlos in Canada. What's your, what's your view on Trump?
[41:06.240 --> 41:11.760]  Hello? Yes, you're on the air, sir. Thank you, Alex. Happy Sunday. I was distracted,
[41:11.760 --> 41:19.520]  but I want to tell you, if you want to reflect a little bit in 2016, listen to President Trump's
[41:19.520 --> 41:25.520]  inaugural speech. It will give you an idea as to where it was coming from and what he wanted to
[41:25.520 --> 41:32.240]  achieve. Shortly afterwards, you realize and others that he did not have a team behind him.
[41:33.040 --> 41:38.800]  He trusted, he thought he could trust Jeff Sessions, but that was only a superficial
[41:38.800 --> 41:45.040]  relationship with a Senator that was loyal to the Senate, a Senate that internally was against the
[41:45.040 --> 41:53.680]  president. He was not supposed to be elected and he was. Thirdly, if you want to understand why
[41:53.680 --> 42:00.400]  President Trump will be elected again, it will be because he understands America probably better
[42:00.400 --> 42:06.000]  than a lot of people who are billionaires and who have been billionaires. He is an American
[42:06.000 --> 42:11.840]  self-made from apparently the Western type of thinking, but from New York who wanted, like all
[42:11.840 --> 42:18.720]  billionaires, to win at the win. So for him, winning is important. But he could not have won
[42:18.720 --> 42:24.320]  because he didn't have a team. He must have a team. And if he doesn't, at present time, and
[42:24.320 --> 42:31.440]  remember, we told him in May 2020, drop everything and work on the election. Make sure that the
[42:31.440 --> 42:38.800]  election is not turned against you. If this doesn't happen before 2024, we'll just have a repeat.
[42:38.800 --> 42:45.920]  He has to make sure that every vote counts. Simple. All right, stay there, Carlos. We'll give you about
[42:45.920 --> 42:51.280]  another minute to finish up on the other points you've got than Michael, Anthony, Roberto, Killer,
[42:51.280 --> 42:56.800]  Savage, Ignacio, Julio, Candace, and others. Ton of phone calls coming up. Stay with us at fullwars.com.
[43:00.400 --> 43:06.800]  If Alex Jones runs for president in the Republican Party, he has a chance of winning.
[43:10.080 --> 43:14.080]  If you just tuned in, you may be noticing I'm wearing an Alex Jones for president
[43:14.080 --> 43:20.320]  2024 shirt. I am not seriously planning to run for president. This is an idea the crew had.
[43:20.320 --> 43:25.200]  I have a triggering shirt, kind of next level Alex Jones is right. There's infowars.com in the back.
[43:25.200 --> 43:30.000]  Alex Jones for president 2024 on the front. It's a fundraiser shirt. It's made out of really nice
[43:30.000 --> 43:35.920]  fabric. It's high quality. And it is a exclusive shirt to infowarstore.com. And when the shirts
[43:35.920 --> 43:43.280]  are gone, they're gone. We're doing one run of Alex Jones for president 2024 shirts. And we'll
[43:43.280 --> 43:47.360]  have a historic memento, be able to spread the word, meet a lot of like-minded people,
[43:47.360 --> 43:52.480]  and you'll be able to keep us on the air. No way. No way. That's a bridge too far.
[43:52.480 --> 43:56.800]  That's no, it can't be. And I said on national television that he was going to win.
[43:56.800 --> 44:04.080]  At infowarstore.com. I'm a huge believer in information. I watch Infowars every day and
[44:04.080 --> 44:08.640]  follow Alex Jones closely. You know why? He can put you ahead of the curve. And he's been demonized
[44:08.640 --> 44:13.360]  as a conspiracy theorist. Think about how frustrated we are if you've been awake for a
[44:13.360 --> 44:17.760]  year or two. Imagine being like an Alex Jones and those guys have been awake for like decades.
[44:19.760 --> 44:27.120]  Alex has been right on for over a decade. This is reality. It just pancakes. Proof is
[44:27.120 --> 44:31.760]  stranger than fiction. The revolution of peaceful information is coming. And when it comes time,
[44:31.760 --> 44:35.520]  you people are going to be brought to punishment. You're lying to the public. It's disgusting.
[44:35.520 --> 44:41.520]  The media continues to misrepresent what I've said. He may be America's best known conspiracy
[44:41.520 --> 44:47.840]  theorist. Alex Jones has the largest audience in the country, bigger than any of the networks,
[44:47.840 --> 44:52.160]  the biggest megaphone in the country. We're going to get fired up about the real things,
[44:52.160 --> 45:02.000]  the things that matter. Burning hell, New World Order. We now have three new game changing
[45:02.000 --> 45:06.960]  products that are in stock at InfoWorksTour.com. And one of our best selling products sold out for
[45:06.960 --> 45:13.120]  over a year that's now back in stock. Our prebiotic does any introduction to such amazing things for
[45:13.120 --> 45:17.920]  your gut flora, your overall health. What it does is essential. Go read about it at InfoWorksTour.com.
[45:17.920 --> 45:23.840]  And now the fourth toothpaste is on my dad. The last two were big hits. This one is really special.
[45:23.840 --> 45:28.080]  It's turmeric concentrate with a bunch of other essential oils and so much more to take your
[45:28.080 --> 45:32.640]  mouth's health to the next level. We also have high quality ashwagandha root for your
[45:32.640 --> 45:38.000]  libido, your stamina, your testosterone with black pepper extract to accelerate it as a pill.
[45:38.000 --> 45:42.640]  And we have ashwagandha root gummies as well. Very strong, very powerful.
[45:42.640 --> 45:48.080]  Now in stock at InfoWorksTour.com. Go there and experience these great products and others
[45:48.080 --> 45:54.240]  and fund the InfoWorks. The only way we fail is not taking action. God bless you. Now please visit
[45:54.240 --> 45:58.080]  InfoWorksTour.com and experience these powerful products for yourself.
[46:00.080 --> 46:05.520]  Thousands of former Nazis went to work for the United States government. A flying disc has been
[46:05.520 --> 46:10.720]  found and is now in the possession of the army. Here is a bulletin from CBS News. President
[46:10.720 --> 46:18.560]  Kennedy has been shot. This is a different kind of war. The USS Liberty had just been attacked by
[46:18.560 --> 46:23.840]  Israeli jets and torpedoes. The CIA could manipulate the news in the United States.
[46:23.840 --> 46:27.840]  They took the babies out of 80 bears and left the children to die on the cold floor.
[46:27.840 --> 46:34.000]  It was almost as if it were a plan in motion. We need to go into the capital.
[46:35.760 --> 46:40.880]  You always have conspiracy theories. They are nothing but distractions. You guys censored
[46:40.880 --> 46:46.640]  Harvard educated doctors. You silenced those voices. What we want to do in Davos is push
[46:46.720 --> 46:53.120]  the reset button. As soon as we start exposing the great reset, the sooner these globalists
[46:53.120 --> 47:08.080]  start going to prison. Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[47:16.640 --> 47:26.320]  All right, Roger Stone has some big breaking news on the Trump front. He'll be popping in
[47:26.320 --> 47:33.920]  next hour. But Carlos, I wanted you to finish up the points you were making on Trump. Look,
[47:33.920 --> 47:38.560]  I know Trump is way farther than perfect, but I know the deep state actually hates him.
[47:38.560 --> 47:42.720]  What do you say to callers that say he's an operative forum? It's a pretty articulate
[47:42.720 --> 47:49.360]  caller. I almost agree with him, but then I don't, that say he's controlled opposition.
[47:49.360 --> 47:54.400]  What do you say about that, Carlos? I don't think so. You see, I've been calling
[47:54.400 --> 48:01.440]  your program since 2016, actually, immediately after the last debate with Hillary Clinton.
[48:02.960 --> 48:09.360]  I have to tell you this. President Trump, before running, he's a businessman. He had invested over
[48:09.360 --> 48:14.640]  $100 million in his affair. He wasn't going to leave anything that could come against him
[48:15.840 --> 48:21.280]  uncovered. Yes, people would criticize him, vent all sorts of things about him, but he knew very
[48:21.280 --> 48:27.920]  well that he had to be clean and to have to be straight. What was devastating about his campaign
[48:27.920 --> 48:32.560]  was that he said to the blacks of America, black people of America, he said to them,
[48:32.560 --> 48:38.560]  hey, what have the Democrats done for you lately? And that simply left a question mark dangling.
[48:38.560 --> 48:43.280]  When he looked at the open borders and he said to people, look, you don't just let anybody in. We
[48:43.280 --> 48:50.320]  have borders to keep criminals out. There are rules. People realize, hey, he's right. Now,
[48:50.320 --> 48:56.080]  all of those things he tried to say and do now have been used against to divide the people of America.
[48:56.080 --> 49:02.560]  And my advice to President Trump is this. Get yourself a team of people that are good people,
[49:02.560 --> 49:09.040]  proven in the field, real patriots like yourself, and don't just go for whoever tells you.
[49:09.040 --> 49:14.000]  Don't wait until somebody tells you, oh, you have to take in John Bolton and then ask permission
[49:14.000 --> 49:20.720]  as he did in May 2020. Can I get rid of this guy Bolton, please? Absolutely. I mean, that shows how
[49:20.720 --> 49:24.960]  he brought in the establishment because they lied to his face. And so there won't be some
[49:24.960 --> 49:28.960]  honeymoon if he wins this time with me. Of course, a year and a half from now is like a million years
[49:28.960 --> 49:34.080]  from now. We'll be putting his feet to the fire the entire time. I just ask folks that are against
[49:34.080 --> 49:40.240]  Trump, what is your other option? I appreciate your call, Carlos. Good points. Michael in FEMA
[49:40.240 --> 49:46.160]  region 10, that means the West Coast. You're on the air. Go ahead. Hey, Alex. So let me get this
[49:46.160 --> 49:55.680]  straight. A 74 year old billionaire is supposedly a controlled opposition, a guy that nobody can
[49:55.680 --> 50:01.680]  control. He's working for the left and is doing all this. It's malarkey. It's garbage. I know
[50:01.680 --> 50:07.520]  Trump personally. He is completely pigheaded. No one is telling him anything. I know his family's
[50:07.520 --> 50:12.080]  telling him not to run. So now you won't even talk to him other than Don. The word is he doesn't even
[50:12.080 --> 50:17.280]  talk to the rest of his family now. The thing about Trump is that you can tell he's genuinely
[50:17.280 --> 50:22.880]  a patriot. This guy loves his country. It's absolutely clear. The other thing is I've really
[50:22.880 --> 50:27.760]  enjoyed your, uh, the interviews of Michael Flynn, general Flynn and Flynn is a patriot.
[50:27.760 --> 50:32.720]  You know, now Flynn, he used to be a Democrat and now he's changed because he's seen the inside.
[50:32.720 --> 50:38.640]  He knows how devious it is. But you know, one thing about Trump is that he is appointing judges
[50:38.640 --> 50:44.560]  who've changed, uh, the federal courts for the better. And then that's getting reversed by Supreme
[50:44.560 --> 50:49.520]  court. That's right. The Bruin decision, which is restoring the second amendment, our right to bear
[50:49.520 --> 50:53.920]  arms is because of Trump. You think some controlled opposition and we've been winning
[50:53.920 --> 50:58.320]  every major federal case right now, all the Democrat gun legislation is being thrown out.
[50:59.280 --> 51:07.120]  Yes. Now let me tell you, there's, there are three military officers that about 2017,
[51:07.120 --> 51:12.160]  we sent in a suggestion to the department of defense because the department of war back in
[51:12.160 --> 51:17.520]  1938 had a citizenship guide, which taught citizenship to all the military. You know,
[51:17.520 --> 51:22.800]  the 1776 commission that Trump put out, you think some controlled opposition guy is going to do
[51:22.800 --> 51:28.160]  that. That's what a Patriot does. There is no better time to teach our troops, all of them and
[51:28.160 --> 51:33.680]  all branches of the services about our guts, constitution, our heritage. That's what our,
[51:33.680 --> 51:38.000]  our country. We took the country even partially back. Now it's prime to totally wake up.
[51:38.560 --> 51:44.480]  He would never put a 1776 commission in unless he loved the country. So all of these clowns out
[51:44.480 --> 51:48.800]  there who are trying to fight over thinking things. And all the guy was articulate who was
[51:48.800 --> 51:53.280]  saying that, you know, Trump's a controlled opposite. He's overthinking it. You need to look
[51:53.280 --> 51:59.840]  at what people do rather than what they say. And when you look at what Trump did, the man loves
[51:59.840 --> 52:05.040]  his country. All right. And, and, and here's my other question to them. What do we do if we don't
[52:05.040 --> 52:09.440]  have Trump? I mean, you got the Santa saying, I love the Santa's in a lot of ways, but George
[52:09.440 --> 52:15.440]  Herbert Walker Bush is his, his, his idol. He's pro he's pro Russia war. And I still like the
[52:15.440 --> 52:20.080]  Santa's don't get me wrong, but I mean, Trump is just way out ahead of him right now. The rhetoric
[52:20.080 --> 52:24.000]  of we're going to defeat the deep state, the new world order and fire all these agency heads
[52:24.000 --> 52:29.120]  and restore the Republic. I mean, they hate those ideas even being out there. Those ideas
[52:29.120 --> 52:33.920]  are coffin nails to them. That's right. That's because everybody who makes it to the top in
[52:33.920 --> 52:38.720]  politics has been vetted along the way. There's only one guy that hasn't been vetted and that's
[52:38.720 --> 52:45.120]  Trump because he is not a politician. They've been compromised over and over again. Absolutely.
[52:46.560 --> 52:51.520]  That's exactly right. Alex, you know that better than anybody, even Pence. We thought he's Mr.
[52:51.520 --> 52:57.040]  Christian conservative. He was part of the deep state as well. He's a swamp creature. There's no
[52:57.040 --> 53:01.360]  doubt about that. I appreciate your call and what the process the last seven years has been
[53:01.360 --> 53:06.320]  showing us is Roger stones coming up next hour. We'll take your calls as well. Let's go to Anthony
[53:06.320 --> 53:13.360]  in Utah. You're on the air, Anthony. Go ahead. Yes, Alex. I want to talk about something.
[53:13.360 --> 53:23.360]  Chuck Schumer, he's allowed to say roughly to a reporter that the CIA has seven ways to Sunday
[53:23.360 --> 53:28.960]  to, what do you call again? The deep state, the intelligence agencies have seven ways
[53:28.960 --> 53:35.840]  to Sunday to get out, to get back at somebody that if he doesn't vote towards the correct way
[53:35.840 --> 53:43.200]  with abortion, that he's going to feel the, the, the, the heat on him, the world with the heat on
[53:43.200 --> 53:51.200]  him. Okay. And then he also said, um, Maxine warm was says, if I see somebody, if anybody sees anybody
[53:51.200 --> 53:57.760]  in a gas station or in a restaurant or any other place, you get in their face, you get in their
[53:57.760 --> 54:04.000]  face and you tell them, you ain't welcome here. You can't come here. Okay. And then you had, um,
[54:05.120 --> 54:13.040]  some comedian who had a mock dummy head of Trump. Okay. That they cut off and it was dripping blood
[54:13.040 --> 54:18.160]  and she was walking around and his son happened to see that I'm going to call it a commercial for
[54:18.160 --> 54:24.000]  right now. Okay. And his son got very scared that he thought his father was dead. That was about
[54:24.080 --> 54:27.440]  three. That was about, uh, five years ago. Hello, Alex. Are you there?
[54:28.800 --> 54:35.920]  A hundred percent. I'm listening to you, brother. Hello. Yes. Anthony, I appreciate your call. Your
[54:35.920 --> 54:41.120]  phone has lost connection. Uh, let's go to Roberto in Florida. Then Roger stone, Roberto, go ahead.
[54:42.400 --> 54:47.680]  All right. God bless you. God bless your crew. Uh, two quick points I'd like to make. I'd like
[54:47.680 --> 54:52.160]  to see you get Scott Ritter on. If he could, he did the great speech about the war machine in
[54:52.160 --> 54:56.880]  Ukraine. People can look it up on YouTube. I haven't had Scott Ritter on in about 14 years.
[54:56.880 --> 55:03.840]  We should get him back on. Great, great person. Uh, my thing is I'm recently saved, recently
[55:03.840 --> 55:10.400]  baptized, baptized in the name of Jesus Christ. The guy who died for our sins played, paid for
[55:10.400 --> 55:16.960]  our souls with his blood. We are all bought and paid for by him. We are true God, sons of God,
[55:16.960 --> 55:21.760]  daughters of God. People need to read their Bibles. This has all been pre-written. There's
[55:21.760 --> 55:27.120]  nothing we can do to control any of this. I did agree with Trump in the beginning. I don't know.
[55:27.120 --> 55:32.720]  Fool me once. You're bad. Fool me twice. My bad. I don't know what to think anymore, but I do know
[55:33.440 --> 55:38.480]  it saved to read your Bible. And if you're ever down in Sarasota, I've just moved down here to
[55:38.480 --> 55:44.080]  Florida. I found a great church. The pastor speaks about everything that you talk that no one speaks
[55:44.080 --> 55:47.280]  about. This guy talks about it all. What's his name? What's the name of the church?
[55:48.320 --> 55:54.080]  Pastor Danny in Manatee County. And it's the house of fellowship. All right, brother,
[55:54.080 --> 55:59.040]  thank you for the call. All right, we're going to get to killer and Savage and Ignatio and Julio and
[55:59.040 --> 56:03.680]  Candace and everybody else. Keep those phones loaded. They are loaded, but I don't see names
[56:03.680 --> 56:08.320]  according to those people that are on hold. So we're taking a ton of your calls. So is Owen
[56:08.320 --> 56:14.960]  Troyer in about an hour and three minutes from now, he'll be hosting six to eight PM central,
[56:14.960 --> 56:20.480]  but Roger Stone has got a lot of big breaking news, a lot of big developments. Roger,
[56:20.480 --> 56:23.520]  great to have you here. We're going to break about a minute, but give us a prelude to what
[56:23.520 --> 56:28.720]  you're going to be covering. You know, Alex, you now have the New York times and the Hill
[56:28.720 --> 56:35.840]  to a left wing publications, uh, openly admitting that Donald Trump's attacks on Ron DeSantis have
[56:36.160 --> 56:44.000]  the desired effect as has his combative pugilistic approach, uh, to the various investigations. Uh,
[56:44.000 --> 56:49.520]  and he is literally soaring in the polls, uh, and I think, uh, going to soon be untouchable
[56:49.520 --> 56:55.600]  for the Republican nomination. And once again, our strongest possible nominee to the governor,
[56:55.600 --> 57:00.320]  DeSantis has misplayed his cards badly here. I want to talk to you all about it.
[57:00.320 --> 57:06.160]  And we got 20 seconds to break, but average poll Trump, 28 points ahead of DeSantis. I mean,
[57:06.160 --> 57:10.960]  he's 15 to 20 points ahead of Biden in a rematch. I mean, wow, they really screwed the pooch with
[57:10.960 --> 57:15.840]  Trump, didn't they? I think they'd made an enormous mistake. Uh, and, uh, you know, when
[57:15.840 --> 57:21.200]  the New York times admits that things are going your way, they must really be going your way.
[57:22.320 --> 57:27.280]  Wow. Well, I don't want us to all to start celebrating yet here. Let's come back next
[57:27.280 --> 57:32.800]  hour and talk about it with the great Roger Stone, former top Trump advisor and the guy
[57:32.800 --> 57:38.080]  that got Trump to run for the presidency. This is a big deal. Big show tonight. Our number two
[57:38.080 --> 57:43.520]  is only two minutes away. Band dot video info wars.com and the new Alex Jones for president
[57:43.520 --> 57:47.680]  shirts. Nothing triggers a libtard like them. They're available at info or store
[57:50.560 --> 57:56.560]  right now. I'm not talking to the viewers and listeners that have gone to info or store.com
[57:56.560 --> 58:00.560]  and gotten the great products that enrich your life, that empower your immune system and your
[58:00.560 --> 58:06.560]  body and keep us on air. I am humbly had in hand talking to the viewers and listeners that have
[58:06.560 --> 58:12.480]  tuned in many of you for years and never gone to info or store.com. We know the vast, vast,
[58:12.480 --> 58:17.520]  vast, vast majority of you never actually go to info or store.com and never experienced these
[58:17.520 --> 58:21.520]  great products and never find the operation. Sure. You share a link, you share an article,
[58:21.520 --> 58:25.920]  you tell folks about the show. That's great. And I thank you, but we need funds to operate. Plus,
[58:25.920 --> 58:30.320]  we've got really great products that do amazing things for people like our CBD oil and our fizzy
[58:30.320 --> 58:35.360]  magnesium and our sleep bait and our nitric oxide and our real red pill. Plus all of these are really
[58:35.360 --> 58:39.520]  great products. They keep us on air. Plus you're missing out on these products. So get off the
[58:39.520 --> 58:45.120]  bench, get in the game, step to the plate and go to info war store.com right now and get these
[58:45.120 --> 58:52.640]  great info wars products at info war store.com ladies and gentlemen, info wars has proven itself
[58:52.640 --> 58:57.440]  the last 28 years to be over the globalist target and having the biggest effect out there against
[58:57.440 --> 59:02.240]  those tires. And we fund our operation with viewers and listeners support while selling you
[59:02.240 --> 59:06.400]  great products at the same time. So I want to thank all the viewers and listeners have supported
[59:06.400 --> 59:11.280]  us over the years by spreading the word, praying for the broadcast and buying product. But I really
[59:11.280 --> 59:15.040]  want to encourage those of you that have been on the fence. I've never actually gone to info war
[59:15.040 --> 59:21.680]  store.com to go there and get the great books and films and supplements and survival gear that's
[59:21.680 --> 59:27.040]  there. That won't just empower you and enrich your life, but again, we'll keep this broadcast
[59:27.040 --> 59:32.880]  transmitting. So whether it's real red pill plus or super high quality CBD oil for the 50% off or a
